qualification_name,qualification_code,subject_name,subject_code,size,grade_structure,prior_attainment_band,grade,count,percentage
International Baccalaureate,130,Baccalaureate,BAC,5,"45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24",8-<9,33,22,2.8%
International Baccalaureate,130,Baccalaureate,BAC,5,"45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24",8-<9,34,28,3.57%
International Baccalaureate,130,Baccalaureate,BAC,5,"45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24",8-<9,35,36,4.59%
International Baccalaureate,130,Baccalaureate,BAC,5,"45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24",8-<9,36,49,6.24%
International Baccalaureate,130,Baccalaureate,BAC,5,"45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24",8-<9,37,60,7.64%
International Baccalaureate,130,Baccalaureate,BAC,5,"45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24",8-<9,38,93,11.85%
International Baccalaureate,130,Baccalaureate,BAC,5,"45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24",8-<9,39,70,8.92%
International Baccalaureate,130,Baccalaureate,BAC,5,"45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24",8-<9,40,90,11.46%
International Baccalaureate,130,Baccalaureate,BAC,5,"45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24",8-<9,41,96,12.23%
International Baccalaureate,130,Baccalaureate,BAC,5,"45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24",8-<9,42,80,10.19%
International Baccalaureate,130,Baccalaureate,BAC,5,"45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24",8-<9,43,66,8.41%
International Baccalaureate,130,Baccalaureate,BAC,5,"45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24",8-<9,44,41,5.22%
International Baccalaureate,130,Baccalaureate,BAC,5,"45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24",8-<9,45,24,3.06%
International Baccalaureate,130,Baccalaureate,BAC,5,"45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24",8-<9,Fail,4,0.51%
International Baccalaureate,130,Baccalaureate,BAC,5,"45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24",9>=,27,2,1.15%
International Baccalaureate,130,Baccalaureate,BAC,5,"45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24",9>=,30,2,1.15%
International Baccalaureate,130,Baccalaureate,BAC,5,"45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24",9>=,31,1,0.57%
International Baccalaureate,130,Baccalaureate,BAC,5,"45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24",9>=,32,1,0.57%
International Baccalaureate,130,Baccalaureate,BAC,5,"45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24",9>=,33,1,0.57%
International Baccalaureate,130,Baccalaureate,BAC,5,"45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24",9>=,34,1,0.57%
International Baccalaureate,130,Baccalaureate,BAC,5,"45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24",9>=,35,6,3.45%
International Baccalaureate,130,Baccalaureate,BAC,5,"45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24",9>=,36,4,2.3%
International Baccalaureate,130,Baccalaureate,BAC,5,"45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24",9>=,37,6,3.45%
International Baccalaureate,130,Baccalaureate,BAC,5,"45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24",9>=,38,6,3.45%
International Baccalaureate,130,Baccalaureate,BAC,5,"45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24",9>=,39,9,5.17%
International Baccalaureate,130,Baccalaureate,BAC,5,"45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24",9>=,40,14,8.05%
International Baccalaureate,130,Baccalaureate,BAC,5,"45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24",9>=,41,18,10.34%
International Baccalaureate,130,Baccalaureate,BAC,5,"45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24",9>=,42,25,14.37%
International Baccalaureate,130,Baccalaureate,BAC,5,"45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24",9>=,43,25,14.37%
International Baccalaureate,130,Baccalaureate,BAC,5,"45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24",9>=,44,28,16.09%
International Baccalaureate,130,Baccalaureate,BAC,5,"45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24",9>=,45,23,13.22%
International Baccalaureate,130,Baccalaureate,BAC,5,"45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24",9>=,Fail,2,1.15%
International Baccalaureate,130,Baccalaureate,BAC,5,"45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24",All,24,28,0.94%
International Baccalaureate,130,Baccalaureate,BAC,5,"45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24",All,25,30,1.01%
International Baccalaureate,130,Baccalaureate,BAC,5,"45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24",All,26,39,1.31%
International Baccalaureate,130,Baccalaureate,BAC,5,"45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24",All,27,68,2.28%
International Baccalaureate,130,Baccalaureate,BAC,5,"45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24",All,28,75,2.51%
International Baccalaureate,130,Baccalaureate,BAC,5,"45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24",All,29,117,3.92%
International Baccalaureate,130,Baccalaureate,BAC,5,"45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24",All,30,103,3.45%
International Baccalaureate,130,Baccalaureate,BAC,5,"45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24",All,31,165,5.53%
International Baccalaureate,130,Baccalaureate,BAC,5,"45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24",All,32,162,5.43%
International Baccalaureate,130,Baccalaureate,BAC,5,"45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24",All,33,174,5.83%
International Baccalaureate,130,Baccalaureate,BAC,5,"45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24",All,34,162,5.43%
International Baccalaureate,130,Baccalaureate,BAC,5,"45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24",All,35,171,5.73%
International Baccalaureate,130,Baccalaureate,BAC,5,"45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24",All,36,208,6.97%
International Baccalaureate,130,Baccalaureate,BAC,5,"45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24",All,37,183,6.13%
International Baccalaureate,130,Baccalaureate,BAC,5,"45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24",All,38,223,7.47%
International Baccalaureate,130,Baccalaureate,BAC,5,"45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24",All,39,178,5.96%
International Baccalaureate,130,Baccalaureate,BAC,5,"45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24",All,40,173,5.8%
International Baccalaureate,130,Baccalaureate,BAC,5,"45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24",All,41,174,5.83%
International Baccalaureate,130,Baccalaureate,BAC,5,"45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24",All,42,159,5.33%
International Baccalaureate,130,Baccalaureate,BAC,5,"45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24",All,43,128,4.29%
International Baccalaureate,130,Baccalaureate,BAC,5,"45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24",All,44,93,3.12%
International Baccalaureate,130,Baccalaureate,BAC,5,"45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24",All,45,55,1.84%
International Baccalaureate,130,Baccalaureate,BAC,5,"45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24",All,Fail,117,3.92%
International Baccalaureate,130,Baccalaureate,BAC,5,"45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24",Unknown prior,24,16,2.09%
International Baccalaureate,130,Baccalaureate,BAC,5,"45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24",Unknown prior,25,14,1.83%
International Baccalaureate,130,Baccalaureate,BAC,5,"45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24",Unknown prior,26,17,2.22%
International Baccalaureate,130,Baccalaureate,BAC,5,"45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24",Unknown prior,27,12,1.57%
International Baccalaureate,130,Baccalaureate,BAC,5,"45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24",Unknown prior,28,23,3.01%
International Baccalaureate,130,Baccalaureate,BAC,5,"45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24",Unknown prior,29,34,4.44%
International Baccalaureate,130,Baccalaureate,BAC,5,"45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24",Unknown prior,30,24,3.14%
International Baccalaureate,130,Baccalaureate,BAC,5,"45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24",Unknown prior,31,50,6.54%
International Baccalaureate,130,Baccalaureate,BAC,5,"45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24",Unknown prior,32,56,7.32%
International Baccalaureate,130,Baccalaureate,BAC,5,"45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24",Unknown prior,33,46,6.01%
International Baccalaureate,130,Baccalaureate,BAC,5,"45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24",Unknown prior,34,31,4.05%
International Baccalaureate,130,Baccalaureate,BAC,5,"45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24",Unknown prior,35,36,4.71%
International Baccalaureate,130,Baccalaureate,BAC,5,"45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24",Unknown prior,36,48,6.27%
International Baccalaureate,130,Baccalaureate,BAC,5,"45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24",Unknown prior,37,50,6.54%
International Baccalaureate,130,Baccalaureate,BAC,5,"45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24",Unknown prior,38,56,7.32%
International Baccalaureate,130,Baccalaureate,BAC,5,"45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24",Unknown prior,39,45,5.88%
International Baccalaureate,130,Baccalaureate,BAC,5,"45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24",Unknown prior,40,37,4.84%
International Baccalaureate,130,Baccalaureate,BAC,5,"45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24",Unknown prior,41,39,5.1%
International Baccalaureate,130,Baccalaureate,BAC,5,"45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24",Unknown prior,42,47,6.14%
International Baccalaureate,130,Baccalaureate,BAC,5,"45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24",Unknown prior,43,30,3.92%
International Baccalaureate,130,Baccalaureate,BAC,5,"45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24",Unknown prior,44,18,2.35%
International Baccalaureate,130,Baccalaureate,BAC,5,"45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24",Unknown prior,45,7,0.92%
International Baccalaureate,130,Baccalaureate,BAC,5,"45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24",Unknown prior,Fail,29,3.79%
Advanced Extension Award,140,Mathematics,2210,0,"D,M",4-<5,U,1,100%
Advanced Extension Award,140,Mathematics,2210,0,"D,M",5-<6,M,1,16.67%
Advanced Extension Award,140,Mathematics,2210,0,"D,M",5-<6,U,5,83.33%
Advanced Extension Award,140,Mathematics,2210,0,"D,M",6-<7,M,4,16.67%
Advanced Extension Award,140,Mathematics,2210,0,"D,M",6-<7,U,20,83.33%
Advanced Extension Award,140,Mathematics,2210,0,"D,M",7-<8,D,3,4.05%
Advanced Extension Award,140,Mathematics,2210,0,"D,M",7-<8,M,20,27.03%
Advanced Extension Award,140,Mathematics,2210,0,"D,M",7-<8,U,51,68.92%
Advanced Extension Award,140,Mathematics,2210,0,"D,M",8-<9,D,17,11.56%
Advanced Extension Award,140,Mathematics,2210,0,"D,M",8-<9,M,61,41.5%
Advanced Extension Award,140,Mathematics,2210,0,"D,M",8-<9,U,69,46.94%
Advanced Extension Award,140,Mathematics,2210,0,"D,M",9>=,D,6,40%
Advanced Extension Award,140,Mathematics,2210,0,"D,M",9>=,M,5,33.33%
Advanced Extension Award,140,Mathematics,2210,0,"D,M",9>=,U,4,26.67%
Advanced Extension Award,140,Mathematics,2210,0,"D,M",All,D,30,10.31%
Advanced Extension Award,140,Mathematics,2210,0,"D,M",All,M,97,33.33%
Advanced Extension Award,140,Mathematics,2210,0,"D,M",All,U,164,56.36%
Advanced Extension Award,140,Mathematics,2210,0,"D,M",Unknown prior,D,4,16.67%
Advanced Extension Award,140,Mathematics,2210,0,"D,M",Unknown prior,M,6,25%
Advanced Extension Award,140,Mathematics,2210,0,"D,M",Unknown prior,U,14,58.33%
Free standing Maths Qual Level 3,150,Additional Mathematics FSMQ,2360,0.17,"A,B,C,D,E",4-<5,U,1,100%
Free standing Maths Qual Level 3,150,Additional Mathematics FSMQ,2360,0.17,"A,B,C,D,E",6-<7,A,1,33.33%
Free standing Maths Qual Level 3,150,Additional Mathematics FSMQ,2360,0.17,"A,B,C,D,E",6-<7,B,1,33.33%
Free standing Maths Qual Level 3,150,Additional Mathematics FSMQ,2360,0.17,"A,B,C,D,E",6-<7,U,1,33.33%
Free standing Maths Qual Level 3,150,Additional Mathematics FSMQ,2360,0.17,"A,B,C,D,E",7-<8,A,2,66.67%
Free standing Maths Qual Level 3,150,Additional Mathematics FSMQ,2360,0.17,"A,B,C,D,E",7-<8,U,1,33.33%
Free standing Maths Qual Level 3,150,Additional Mathematics FSMQ,2360,0.17,"A,B,C,D,E",8-<9,A,7,87.5%
Free standing Maths Qual Level 3,150,Additional Mathematics FSMQ,2360,0.17,"A,B,C,D,E",8-<9,B,1,12.5%
Free standing Maths Qual Level 3,150,Additional Mathematics FSMQ,2360,0.17,"A,B,C,D,E",9>=,A,2,100%
Free standing Maths Qual Level 3,150,Additional Mathematics FSMQ,2360,0.17,"A,B,C,D,E",All,A,14,70%
Free standing Maths Qual Level 3,150,Additional Mathematics FSMQ,2360,0.17,"A,B,C,D,E",All,B,2,10%
Free standing Maths Qual Level 3,150,Additional Mathematics FSMQ,2360,0.17,"A,B,C,D,E",All,U,4,20%
Free standing Maths Qual Level 3,150,Additional Mathematics FSMQ,2360,0.17,"A,B,C,D,E",Unknown prior,A,2,66.67%
Free standing Maths Qual Level 3,150,Additional Mathematics FSMQ,2360,0.17,"A,B,C,D,E",Unknown prior,U,1,33.33%
OCR Cambridge Technical Certificate at Level 2,180,Computer Appreciation (Introduction),CN1,0.5,"*,D,M,P",1-<2,P,3,100%
OCR Cambridge Technical Certificate at Level 2,180,Computer Appreciation (Introduction),CN1,0.5,"*,D,M,P",2-<3,*,3,8.11%
OCR Cambridge Technical Certificate at Level 2,180,Computer Appreciation (Introduction),CN1,0.5,"*,D,M,P",2-<3,D,5,13.51%
OCR Cambridge Technical Certificate at Level 2,180,Computer Appreciation (Introduction),CN1,0.5,"*,D,M,P",2-<3,M,15,40.54%
OCR Cambridge Technical Certificate at Level 2,180,Computer Appreciation (Introduction),CN1,0.5,"*,D,M,P",2-<3,P,14,37.84%
OCR Cambridge Technical Certificate at Level 2,180,Computer Appreciation (Introduction),CN1,0.5,"*,D,M,P",3-<4,*,12,20.34%
OCR Cambridge Technical Certificate at Level 2,180,Computer Appreciation (Introduction),CN1,0.5,"*,D,M,P",3-<4,D,10,16.95%
OCR Cambridge Technical Certificate at Level 2,180,Computer Appreciation (Introduction),CN1,0.5,"*,D,M,P",3-<4,M,13,22.03%
OCR Cambridge Technical Certificate at Level 2,180,Computer Appreciation (Introduction),CN1,0.5,"*,D,M,P",3-<4,P,24,40.68%
OCR Cambridge Technical Certificate at Level 2,180,Computer Appreciation (Introduction),CN1,0.5,"*,D,M,P",4-<5,*,1,7.14%
OCR Cambridge Technical Certificate at Level 2,180,Computer Appreciation (Introduction),CN1,0.5,"*,D,M,P",4-<5,D,2,14.29%
OCR Cambridge Technical Certificate at Level 2,180,Computer Appreciation (Introduction),CN1,0.5,"*,D,M,P",4-<5,M,1,7.14%
OCR Cambridge Technical Certificate at Level 2,180,Computer Appreciation (Introduction),CN1,0.5,"*,D,M,P",4-<5,P,10,71.43%
OCR Cambridge Technical Certificate at Level 2,180,Computer Appreciation (Introduction),CN1,0.5,"*,D,M,P",5-<6,P,1,100%
OCR Cambridge Technical Certificate at Level 2,180,Computer Appreciation (Introduction),CN1,0.5,"*,D,M,P",All,*,22,16.92%
OCR Cambridge Technical Certificate at Level 2,180,Computer Appreciation (Introduction),CN1,0.5,"*,D,M,P",All,D,18,13.85%
OCR Cambridge Technical Certificate at Level 2,180,Computer Appreciation (Introduction),CN1,0.5,"*,D,M,P",All,M,31,23.85%
OCR Cambridge Technical Certificate at Level 2,180,Computer Appreciation (Introduction),CN1,0.5,"*,D,M,P",All,P,59,45.38%
OCR Cambridge Technical Certificate at Level 2,180,Computer Appreciation (Introduction),CN1,0.5,"*,D,M,P",Unknown prior,*,6,37.5%
OCR Cambridge Technical Certificate at Level 2,180,Computer Appreciation (Introduction),CN1,0.5,"*,D,M,P",Unknown prior,D,1,6.25%
OCR Cambridge Technical Certificate at Level 2,180,Computer Appreciation (Introduction),CN1,0.5,"*,D,M,P",Unknown prior,M,2,12.5%
OCR Cambridge Technical Certificate at Level 2,180,Computer Appreciation (Introduction),CN1,0.5,"*,D,M,P",Unknown prior,P,7,43.75%
OCR Cambridge Technical Certificate at Level 2,180,Sports Studies,MA1,0.5,"*,D,M,P",1-<2,P,1,100%
OCR Cambridge Technical Certificate at Level 2,180,Sports Studies,MA1,0.5,"*,D,M,P",2-<3,*,2,14.29%
OCR Cambridge Technical Certificate at Level 2,180,Sports Studies,MA1,0.5,"*,D,M,P",2-<3,D,4,28.57%
OCR Cambridge Technical Certificate at Level 2,180,Sports Studies,MA1,0.5,"*,D,M,P",2-<3,M,2,14.29%
OCR Cambridge Technical Certificate at Level 2,180,Sports Studies,MA1,0.5,"*,D,M,P",2-<3,P,6,42.86%
OCR Cambridge Technical Certificate at Level 2,180,Sports Studies,MA1,0.5,"*,D,M,P",3-<4,*,5,17.86%
OCR Cambridge Technical Certificate at Level 2,180,Sports Studies,MA1,0.5,"*,D,M,P",3-<4,D,9,32.14%
OCR Cambridge Technical Certificate at Level 2,180,Sports Studies,MA1,0.5,"*,D,M,P",3-<4,M,6,21.43%
OCR Cambridge Technical Certificate at Level 2,180,Sports Studies,MA1,0.5,"*,D,M,P",3-<4,P,8,28.57%
OCR Cambridge Technical Certificate at Level 2,180,Sports Studies,MA1,0.5,"*,D,M,P",All,*,7,15.91%
OCR Cambridge Technical Certificate at Level 2,180,Sports Studies,MA1,0.5,"*,D,M,P",All,D,13,29.55%
OCR Cambridge Technical Certificate at Level 2,180,Sports Studies,MA1,0.5,"*,D,M,P",All,M,8,18.18%
OCR Cambridge Technical Certificate at Level 2,180,Sports Studies,MA1,0.5,"*,D,M,P",All,P,16,36.36%
OCR Cambridge Technical Certificate at Level 2,180,Sports Studies,MA1,0.5,"*,D,M,P",Unknown prior,P,1,100%
OCR Cambridge Technical Diploma at Level 2,182,Administrative Management,AB2,4,"*,D,M,P",2-<3,M,1,16.67%
OCR Cambridge Technical Diploma at Level 2,182,Administrative Management,AB2,4,"*,D,M,P",2-<3,P,5,83.33%
OCR Cambridge Technical Diploma at Level 2,182,Administrative Management,AB2,4,"*,D,M,P",3-<4,M,4,57.14%
OCR Cambridge Technical Diploma at Level 2,182,Administrative Management,AB2,4,"*,D,M,P",3-<4,P,3,42.86%
OCR Cambridge Technical Diploma at Level 2,182,Administrative Management,AB2,4,"*,D,M,P",4-<5,P,1,100%
OCR Cambridge Technical Diploma at Level 2,182,Administrative Management,AB2,4,"*,D,M,P",All,*,3,15%
OCR Cambridge Technical Diploma at Level 2,182,Administrative Management,AB2,4,"*,D,M,P",All,M,5,25%
OCR Cambridge Technical Diploma at Level 2,182,Administrative Management,AB2,4,"*,D,M,P",All,P,12,60%
OCR Cambridge Technical Diploma at Level 2,182,Administrative Management,AB2,4,"*,D,M,P",Unknown prior,*,3,50%
OCR Cambridge Technical Diploma at Level 2,182,Administrative Management,AB2,4,"*,D,M,P",Unknown prior,P,3,50%
OCR Cambridge Technical Diploma at Level 2,182,Computer Appreciation (Introduction),CN1,4,"*,D,M,P",<1,D,1,100%
OCR Cambridge Technical Diploma at Level 2,182,Computer Appreciation (Introduction),CN1,4,"*,D,M,P",1-<2,P,2,100%
OCR Cambridge Technical Diploma at Level 2,182,Computer Appreciation (Introduction),CN1,4,"*,D,M,P",2-<3,*,3,10%
OCR Cambridge Technical Diploma at Level 2,182,Computer Appreciation (Introduction),CN1,4,"*,D,M,P",2-<3,D,1,3.33%
OCR Cambridge Technical Diploma at Level 2,182,Computer Appreciation (Introduction),CN1,4,"*,D,M,P",2-<3,M,7,23.33%
OCR Cambridge Technical Diploma at Level 2,182,Computer Appreciation (Introduction),CN1,4,"*,D,M,P",2-<3,P,19,63.33%
OCR Cambridge Technical Diploma at Level 2,182,Computer Appreciation (Introduction),CN1,4,"*,D,M,P",3-<4,*,9,16.36%
OCR Cambridge Technical Diploma at Level 2,182,Computer Appreciation (Introduction),CN1,4,"*,D,M,P",3-<4,D,2,3.64%
OCR Cambridge Technical Diploma at Level 2,182,Computer Appreciation (Introduction),CN1,4,"*,D,M,P",3-<4,M,21,38.18%
OCR Cambridge Technical Diploma at Level 2,182,Computer Appreciation (Introduction),CN1,4,"*,D,M,P",3-<4,P,23,41.82%
OCR Cambridge Technical Diploma at Level 2,182,Computer Appreciation (Introduction),CN1,4,"*,D,M,P",4-<5,*,7,26.92%
OCR Cambridge Technical Diploma at Level 2,182,Computer Appreciation (Introduction),CN1,4,"*,D,M,P",4-<5,D,4,15.38%
OCR Cambridge Technical Diploma at Level 2,182,Computer Appreciation (Introduction),CN1,4,"*,D,M,P",4-<5,M,9,34.62%
OCR Cambridge Technical Diploma at Level 2,182,Computer Appreciation (Introduction),CN1,4,"*,D,M,P",4-<5,P,6,23.08%
OCR Cambridge Technical Diploma at Level 2,182,Computer Appreciation (Introduction),CN1,4,"*,D,M,P",5-<6,D,2,66.67%
OCR Cambridge Technical Diploma at Level 2,182,Computer Appreciation (Introduction),CN1,4,"*,D,M,P",5-<6,P,1,33.33%
OCR Cambridge Technical Diploma at Level 2,182,Computer Appreciation (Introduction),CN1,4,"*,D,M,P",All,*,19,14.29%
OCR Cambridge Technical Diploma at Level 2,182,Computer Appreciation (Introduction),CN1,4,"*,D,M,P",All,D,14,10.53%
OCR Cambridge Technical Diploma at Level 2,182,Computer Appreciation (Introduction),CN1,4,"*,D,M,P",All,M,40,30.08%
OCR Cambridge Technical Diploma at Level 2,182,Computer Appreciation (Introduction),CN1,4,"*,D,M,P",All,P,60,45.11%
OCR Cambridge Technical Diploma at Level 2,182,Computer Appreciation (Introduction),CN1,4,"*,D,M,P",Unknown prior,D,4,25%
OCR Cambridge Technical Diploma at Level 2,182,Computer Appreciation (Introduction),CN1,4,"*,D,M,P",Unknown prior,M,3,18.75%
OCR Cambridge Technical Diploma at Level 2,182,Computer Appreciation (Introduction),CN1,4,"*,D,M,P",Unknown prior,P,9,56.25%
OCR Cambridge Technical Diploma at Level 2,182,Sports Studies,MA1,4,"*,D,M,P",1-<2,P,4,100%
OCR Cambridge Technical Diploma at Level 2,182,Sports Studies,MA1,4,"*,D,M,P",2-<3,D,1,4.17%
OCR Cambridge Technical Diploma at Level 2,182,Sports Studies,MA1,4,"*,D,M,P",2-<3,M,8,33.33%
OCR Cambridge Technical Diploma at Level 2,182,Sports Studies,MA1,4,"*,D,M,P",2-<3,P,15,62.5%
OCR Cambridge Technical Diploma at Level 2,182,Sports Studies,MA1,4,"*,D,M,P",3-<4,D,1,6.67%
OCR Cambridge Technical Diploma at Level 2,182,Sports Studies,MA1,4,"*,D,M,P",3-<4,M,4,26.67%
OCR Cambridge Technical Diploma at Level 2,182,Sports Studies,MA1,4,"*,D,M,P",3-<4,P,10,66.67%
OCR Cambridge Technical Diploma at Level 2,182,Sports Studies,MA1,4,"*,D,M,P",4-<5,M,1,33.33%
OCR Cambridge Technical Diploma at Level 2,182,Sports Studies,MA1,4,"*,D,M,P",4-<5,P,2,66.67%
OCR Cambridge Technical Diploma at Level 2,182,Sports Studies,MA1,4,"*,D,M,P",All,D,2,4.35%
OCR Cambridge Technical Diploma at Level 2,182,Sports Studies,MA1,4,"*,D,M,P",All,M,13,28.26%
OCR Cambridge Technical Diploma at Level 2,182,Sports Studies,MA1,4,"*,D,M,P",All,P,31,67.39%
OCR Cambridge Technical Diploma at Level 2,182,Engineering Studies,XA1,4,"*,D,M,P",3-<4,*,3,33.33%
OCR Cambridge Technical Diploma at Level 2,182,Engineering Studies,XA1,4,"*,D,M,P",3-<4,M,2,22.22%
OCR Cambridge Technical Diploma at Level 2,182,Engineering Studies,XA1,4,"*,D,M,P",3-<4,P,4,44.44%
OCR Cambridge Technical Diploma at Level 2,182,Engineering Studies,XA1,4,"*,D,M,P",4-<5,*,5,50%
OCR Cambridge Technical Diploma at Level 2,182,Engineering Studies,XA1,4,"*,D,M,P",4-<5,D,1,10%
OCR Cambridge Technical Diploma at Level 2,182,Engineering Studies,XA1,4,"*,D,M,P",4-<5,M,2,20%
OCR Cambridge Technical Diploma at Level 2,182,Engineering Studies,XA1,4,"*,D,M,P",4-<5,P,2,20%
OCR Cambridge Technical Diploma at Level 2,182,Engineering Studies,XA1,4,"*,D,M,P",5-<6,M,1,100%
OCR Cambridge Technical Diploma at Level 2,182,Engineering Studies,XA1,4,"*,D,M,P",All,*,8,40%
OCR Cambridge Technical Diploma at Level 2,182,Engineering Studies,XA1,4,"*,D,M,P",All,D,1,5%
OCR Cambridge Technical Diploma at Level 2,182,Engineering Studies,XA1,4,"*,D,M,P",All,M,5,25%
