LA,ESTAB,URN,PERCTOT,PPERSABS10
206,2282,100408,7.8,26.3
206,2379,100411,8.6,32.4
206,2429,100415,6.5,26.2
206,2455,100418,6.3,18.5
206,2515,100422,6.2,15.7
206,2596,100425,5,14.1
206,2624,100426,8.3,27.2
206,2643,137566,5.9,16.5
206,2646,100428,7,24.9
206,2666,100429,5.7,12.7
206,2803,100430,8.2,29
206,2805,100431,6.8,19.6
206,2809,100432,5.8,15.8
206,2850,100434,6.5,21.9
206,2852,131218,4.6,12.1
206,2853,131325,5.3,11.6
206,2854,131773,6.6,21.4
206,2855,131842,6.2,16.8
206,2856,131741,8.5,32.6
206,2857,131740,6.7,19.5
206,3384,100437,5.3,16.6
206,3456,100438,6.6,20.3
206,3465,100439,7.1,23.5
206,3471,100440,5.5,16.3
206,3483,100441,5.8,16.7
206,3488,100442,10.3,33.8
206,3495,100443,5.5,14
206,3501,100444,5,12.3
206,3527,100446,6.7,19.5
206,3575,100447,5,15.3
206,3606,100448,5.1,11.8
206,3631,100449,4,8.5
206,3633,100450,6.7,23
206,3643,100451,6.9,20.4
206,3644,137393,7.3,25
206,4001,143659,9.5,29.2
206,4003,144962,10.1,33.3
206,4112,100453,8.2,25.3
206,4307,100455,8.2,23.2
206,4324,100457,8.4,25.6
206,4325,131690,11.4,37.2
206,4614,100458,6.2,16.7
206,4651,100459,4.6,12
206,6905,134314,8.3,23.6
206,6906,135587,10.7,34.7
206,7000,139418,12.4,39.3
206,7001,141605,8,28.6
206,7002,143702,14.4,44.1
206,7030,100467,17.2,64.2
206,7031,143217,10.3,34.9
206,7146,100469,14.8,51.5
207,2000,139645,6.6,16.1
207,2001,140213,6,18.6
207,2021,100477,8.2,28.3
207,2030,100478,8,25.4
207,2050,100479,6,17.5
207,2060,100480,7.6,23
207,2121,100481,4.6,8.4
207,2229,100482,5.3,12.8
207,2399,100483,5.9,12.7
207,2452,100485,7.1,23.3
207,2456,100486,5.7,18.6
207,2538,100487,9,29.7
207,2594,100488,2.9,2.7
207,3321,100489,3,3.9
207,3356,100490,5.9,17.5
207,3379,100491,5,8.6
207,3402,100492,7.2,23.8
207,3417,100493,4.8,11
207,3437,100494,6.1,17.7
207,3455,100495,8.9,38.3
207,3477,148438,5.3,8.4
207,3504,100497,5.8,11.4
207,3541,100498,10.6,43.7
207,3542,100499,6.9,21.9
207,3613,100500,7,22.1
207,4000,140212,7.6,21.5
207,4320,140134,8.7,28.3
207,4681,100502,9.5,34.3
207,4801,100503,8.4,24.4
207,5200,100504,5.4,8.2
207,5201,100505,7.3,22.5
207,5402,141931,5.4,12.5
207,6905,135531,6.7,20.5
207,7000,148562,15.3,45.3
207,7164,141957,9.5,29.6
208,2001,146368,5.3,16.8
208,2022,100556,5.2,13.1
208,2115,100560,5.8,15.4
208,2265,100564,4.6,9.3
208,2292,100566,8.7,29.4
208,2295,100567,5.6,12.9
208,2331,100572,6.3,20.5
208,2332,137430,5.8,17.6
208,2359,100574,6.7,21.6
208,2371,100576,3.3,7.1
208,2459,100577,4.7,11.2
208,2504,100578,8.6,31.6
208,2575,100584,5.6,15.4
208,2578,100585,6.2,18.6
208,2591,100586,4.8,9.7
208,2617,100588,8.6,33
208,2626,100589,5.4,18.6
208,2657,100590,5.2,12.5
208,2664,100591,6.7,20.7
208,2783,100593,7.6,25.2
208,2785,100595,7.9,24.7
208,2794,100597,5.9,13.5
208,2808,100598,6.7,23.7
208,2836,100601,6.4,18.5
208,2868,100604,6.2,25.1
208,2895,100608,6.1,13.2
208,2897,131247,5.6,15.8
208,2898,131340,6.9,22.6
208,2899,144308,6.1,18.2
208,2900,131824,4.3,8.5
208,2901,131874,8.4,31.9
208,2902,100582,5,12.2
208,2903,133315,4.4,12.2
208,2905,133584,7.2,22
208,3000,133662,7.5,26.5
208,3307,100609,5.1,15.7
208,3324,100610,6.8,21.6
208,3329,145614,4.6,11.1
208,3375,100612,4.1,7.1
208,3403,100613,5.9,18.5
208,3457,100614,5.8,18.4
208,3466,100615,6.4,20
208,3491,100616,6,18.8
208,3493,145615,5.5,17.7
208,3499,145616,5.7,18.7
208,3502,100619,6.7,28.2
208,3589,100620,5.3,17.6
208,3596,100621,6,21.5
208,3621,100622,6.4,20.8
208,3641,100623,5.7,16.9
208,3642,134507,6.6,24
208,3643,135614,5.9,16.5
208,4000,139659,8.1,22.5
208,4003,140966,10,32.6
208,4005,142905,15.1,45
208,4006,145857,12.3,47.6
208,4007,147543,5.3,13.4
208,4223,100624,5.5,14.6
208,4321,100625,5.7,16.8
208,4322,136450,7.9,22.2
208,4509,100627,6.1,18
208,4731,144309,9.4,33.6
208,5200,100628,6,14.6
208,5201,100629,5.3,13.7
208,5202,137295,3.3,2.8
208,5203,100631,5.8,16.7
208,5204,100632,4.7,9.3
208,5205,100633,5.1,12.2
208,5206,100634,5,10.8
208,5208,100636,4.3,10.5
208,5209,100602,5.7,12.5
208,5400,100637,6.2,17.4
208,5401,100638,5,8.5
208,5402,137093,9.1,28.3
208,5404,137966,9.7,35.5
208,5405,100642,8.4,26
208,5950,100643,7.8,26
208,6905,134815,7,21.3
208,6906,135389,10.2,31.9
208,6907,137954,8.6,29.3
208,7000,142928,8.1,29.3
208,7001,100654,11.9,34.2
208,7115,100659,10.9,26.9
208,7194,133440,11.7,41.4
208,7195,133442,18.5,51.1
209,2000,100671,5.6,15.8
209,2001,139672,3.2,4.5
209,2002,142456,6.7,17.8
209,2004,146100,5.6,18.9
209,2005,147355,3,4.5
209,2006,147363,4.5,12.9
209,2023,100672,6.4,18.7
209,2029,100673,6,17.1
209,2068,100674,5.6,15.4
209,2108,146221,5.7,18.5
209,2127,100676,5.2,13.8
209,2148,100677,6,16.6
209,2158,100678,4.3,9.7
209,2163,100679,6.5,21.3
209,2187,100680,4.9,9.2
209,2197,100681,6.6,21.1
209,2225,100683,6.7,20
209,2259,100684,5,9.8
209,2267,100685,4.1,9.9
209,2289,100686,5.3,12.5
209,2304,100687,5.6,14
209,2307,100688,5.9,15.4
209,2342,100689,4.8,12.9
209,2347,100690,5.5,17.4
209,2349,100691,6.4,22.6
209,2374,100692,5.8,16.8
209,2381,100693,5.6,16.2
209,2390,100695,4.7,15
209,2403,100696,7,27.1
209,2491,100699,6.4,23.3
209,2493,100700,5.1,11.4
209,2529,100701,5.8,18.2
209,2536,100703,6.2,17.6
209,2570,100704,4.9,9.6
209,2571,100705,4.6,7
209,2599,137441,4.6,9.8
209,2606,100708,5.3,16.4
209,2782,100709,5.4,13.8
209,2811,100710,5.2,11
209,2815,100711,4.4,5.2
209,2818,100712,5.6,15.6
209,2869,100713,6.4,17.2
209,2870,100714,5.7,13.9
209,2871,100715,6,18
209,2878,100716,5.8,14.6
209,2887,100717,6.1,16.3
209,2911,100718,5.7,12.2
209,3301,100719,5.3,12.1
209,3325,145621,7,25.6
209,3344,100722,4,11.5
209,3360,100723,6.6,23.4
209,3374,100724,5.7,15.6
209,3416,100725,5.9,12.1
209,3420,100726,5.4,11.5
209,3454,100727,5.3,17.2
209,3472,100728,6,15.6
209,3478,100729,5,15
209,3518,100730,4.1,9.8
209,3548,100731,5,14.4
209,3588,100732,5.1,14.3
209,3594,100733,4.9,11.4
209,3597,100734,5.3,21.1
209,3650,100737,5.8,14.5
209,3661,100739,4.6,5.5
209,4001,148003,6.6,17.3
209,4047,100740,6.8,19.6
209,4204,100741,8.8,28.8
209,4249,100742,9,27.3
209,4289,100745,6,16.8
209,4323,100747,7.2,21.5
209,4600,100748,6.7,17.5
209,4636,100749,4.6,8.1
209,4646,100750,7.6,25
209,4802,100752,4.2,7.8
209,5201,135843,8,29.1
209,6905,135073,7.9,23.4
209,6906,135070,7.9,24.5
209,6907,135264,5.9,17.8
209,7038,100760,8.4,22
209,7141,100763,13.7,51
209,7180,100765,12.9,40.8
209,7182,100766,11.6,40.8
209,7183,136423,9.9,35.1
210,2001,138270,4.8,13.9
210,2002,139907,6.2,15.3
210,2003,100774,6.5,17.5
210,2004,140937,4.7,12.9
210,2005,141666,5.2,13.4
210,2006,142090,4.7,7.6
210,2007,142875,5.9,18.1
210,2008,145130,6.6,19.2
210,2009,145888,9.9,33.8
210,2010,146669,4.6,13.3
210,2038,100775,5.3,14
210,2085,100780,3.2,5.2
210,2100,148012,5.8,18.1
210,2116,100782,4.9,14.2
210,2123,100783,8.2,26.9
210,2138,100784,5,14.1
210,2142,100785,5.9,16.5
210,2161,100786,4.8,10.9
210,2169,136665,4.8,9
210,2257,100790,5.7,14.9
210,2263,100791,5.8,17.9
210,2293,100793,7,20.2
210,2308,100794,5.3,13.4
210,2323,100795,5.9,19
210,2328,100796,5.8,15.2
210,2335,140507,5.5,15.9
210,2339,100798,5.2,12.6
210,2351,100800,6.3,19.3
210,2365,100801,5.5,13.5
210,2392,148574,6.3,19.6
210,2411,100803,6.8,20.5
210,2500,137648,5.4,11.9
210,2514,100808,4.4,8.4
210,2516,100809,6.1,18.2
210,2526,100810,7.4,26.3
210,2560,100811,7.4,26.3
210,2562,100812,6.2,19.4
210,2607,100813,7.7,24.5
210,2609,100814,6,20.6
210,2621,100815,5.4,18.6
210,2848,100817,5.3,14.2
210,2852,100818,6.6,24
210,2853,100819,7.1,27.7
210,2855,100821,7.7,27.2
210,2856,130918,5.2,13.1
210,2857,137413,5.3,14.3
210,2858,131843,5.6,15.6
210,3313,100822,4.4,7
210,3337,100823,4.2,6.5
210,3341,100824,3,5.3
210,3399,100825,4.5,8.5
210,3435,100826,4.4,14.1
210,3445,100827,6.3,25.1
210,3447,100828,3.9,11.8
210,3452,100829,5.8,18.6
210,3460,100830,5.1,13.8
210,3475,100832,4.3,9
210,3476,100833,2.9,4.5
210,3484,100834,4.5,6.9
210,3492,100835,5.4,15.5
210,3508,100836,4.2,12.1
210,3516,100837,6.4,18.2
210,3586,100839,4.7,11.8
210,3593,100840,5,14.2
210,3669,100841,5.8,16.5
210,3670,134903,6.3,19.6
210,4000,139587,9.8,34.2
210,4001,139718,7,21.4
210,4002,140221,9.6,32.8
210,4003,142178,7.5,20.2
210,4005,145313,8.6,26.6
210,4006,147073,7,19.3
210,4265,136309,5.7,12.5
210,4318,136298,7.2,21.5
210,4680,100849,4.8,13.4
210,5200,100851,5.3,14.7
210,5201,100852,4.8,10.3
210,5203,100853,4,11.1
210,5204,100854,5,15.5
210,5205,100855,9,29
210,5207,100816,4.8,9.2
210,5209,146117,5.9,15.7
210,5402,100857,4.9,11.9
210,5403,138961,5.1,11.8
210,5404,100859,6,19.5
210,5405,138960,4.4,11.3
210,6905,134222,9.3,31.3
210,6906,134225,6.8,19.8
210,6907,131747,7.6,20.1
210,6908,132711,7.8,23.8
210,6909,135315,8,26.1
210,6912,135584,7,21.4
210,6913,135816,5.9,15
210,7000,143745,6.2,16.1
210,7007,100872,10.1,34.4
210,7048,146190,11.7,27.6
210,7064,140138,26.7,70.3
210,7126,100878,7.7,13.6
210,7167,100879,13.9,45.2
210,7174,100880,15.8,39.4
210,7186,100881,14,41.1
211,2000,137016,5.8,14.4
211,2001,140096,5.8,18.2
211,2002,131936,7.2,23.1
211,2003,133288,8.1,30.6
211,2004,133574,6.4,18.1
211,2005,134160,6.6,17.9
211,2006,139423,6.8,23.8
211,2008,138276,5.9,19.4
211,2009,141039,5.8,15.3
211,2043,100890,6,19.4
211,2056,100891,6.3,18
211,2059,100892,5.7,14.9
211,2091,100893,6.4,22.5
211,2097,100894,6.2,20.4
211,2099,100895,6,19.5
211,2110,100896,6.2,16.4
211,2118,100897,7.5,26.5
211,2144,100898,7.7,30.5
211,2145,140064,5.7,16.8
211,2147,148681,5.4,15.3
211,2159,144699,5.4,14.8
211,2254,100902,4.7,11.1
211,2270,100903,5.1,11.7
211,2281,100904,6,17.7
211,2341,100906,5.7,17.5
211,2377,100907,6.1,20.4
211,2378,100908,7.9,32.5
211,2397,100911,6.6,25.4
211,2402,100912,6.8,22.5
211,2406,100913,3.9,7.8
211,2432,100914,6.8,23.7
211,2441,100915,6.8,19.1
211,2446,100916,5.4,13.6
211,2499,100917,5.5,15.3
211,2533,100920,6.1,20
211,2557,137682,7.4,22.4
211,2568,144235,5.8,16.7
211,2569,100923,5.3,11.1
211,2623,100926,4.9,12.2
211,2631,100927,5.9,17.1
211,2658,100928,6.7,19.8
211,2828,100930,6.1,20.1
211,2857,100931,6,17.6
211,2893,100932,7.6,31.1
211,2908,100934,5.7,19.3
211,2910,100936,5.5,15.4
211,2912,100937,4,7.5
211,2916,100938,5.5,14.1
211,2917,100939,4.9,10.7
211,2918,100940,5.2,14.5
211,2920,144236,4.6,11.9
211,2921,100943,6.6,23.8
211,2922,130352,5.9,17.2
211,2999,131737,7.4,26.3
211,3332,100944,6.3,17.5
211,3350,100946,6.2,17.2
211,3397,100949,7,27
211,3411,100950,7.6,26.6
211,3431,100951,6.5,25.1
211,3462,100953,8,25.4
211,3497,100954,6,16.1
211,3563,100958,6.5,24.4
211,3574,100959,6,13.8
211,3581,100960,6.2,15.6
211,3592,100961,8.2,30.5
211,3619,100962,7.1,19.8
211,4000,138202,9.9,32.5
211,4001,141133,7,18.8
211,4003,142879,11.2,30.1
211,4005,144756,13,55.1
211,4024,100965,5.3,12.5
211,4105,100966,5.9,15.8
211,4150,100967,6.4,17
211,4242,143629,4.3,8.3
211,4276,144700,4.1,7.9
211,4277,143379,4.6,9.4
211,4284,137789,5.6,13.7
211,4296,100972,7.6,23.8
211,4297,100973,3.1,4.4
211,4298,133289,8.4,27.6
211,4505,100974,7.3,23
211,4507,100975,6.4,20.4
211,4722,100977,3.3,6.8
211,4726,100978,9,29.4
211,7084,100986,12.9,61.5
211,7095,100987,10.9,39.8
211,7168,100989,17.4,54.4
211,7169,131023,24.9,70.1
211,7171,143630,14.6,56.1
212,2000,139592,5.6,14.4
212,2001,139687,7.6,28.8
212,2002,139775,5,8.7
212,2003,140222,5.2,10.6
212,2004,100995,5.3,12.3
212,2005,134041,5.7,15.6
212,2006,140423,4.9,11.5
212,2007,140682,8.1,25.2
212,2008,143739,5,13.3
212,2009,144621,6.8,18.4
212,2010,100996,5.9,16.3
212,2011,145060,5,12.3
212,2012,146549,6.6,20.4
212,2034,100997,6,14.9
212,2040,137563,6.4,16.5
212,2064,101001,4.2,9.5
212,2067,101002,5.9,16.9
212,2107,145280,5.7,16.1
212,2180,101005,6.1,16.5
212,2211,101006,6.5,25
212,2217,101007,4.6,14.1
212,2231,146191,5.1,17.1
212,2237,101009,6.1,16.8
212,2301,146214,5.5,13.5
212,2314,101013,4.9,13.5
212,2334,101014,6,16.5
212,2467,101016,4.6,8.3
212,2495,147327,6.9,21
212,2511,101018,6.8,20
212,2541,101019,5.3,15.7
212,2545,101020,8.2,28.5
212,2558,101021,6.6,18.5
212,2584,101022,7.8,26.9
212,2633,101024,5.6,13.4
212,2774,101026,4.2,8.8
212,2780,101027,7.1,21.3
212,2781,101028,7.1,23.9
212,2786,101029,6,20.6
212,2807,101031,6.3,20.1
212,2877,145030,6.5,22.4
212,3304,101034,6.6,19.1
212,3320,101035,7.5,30.2
212,3376,101036,2.4,SUPP
212,3387,101037,6.4,15.2
212,3390,101038,6.2,19.5
212,3408,101041,4.9,6.8
212,3422,101042,4.4,9.2
212,3434,101043,8.3,20.8
212,3444,101044,7,24.2
212,3486,101045,6.6,19.4
212,3524,101046,4.5,8.7
212,3525,101047,4.6,9.2
212,3528,101048,6.3,16.4
212,3550,101049,3.2,3.3
212,3629,101050,5.5,17.2
212,3636,101051,4.9,9.8
212,3644,101052,4.9,5.6
212,3645,131520,5.4,14.9
212,4000,138267,5.7,13.1
212,4001,140985,8.4,24.5
212,4008,135762,10.8,37.1
212,4297,101053,6.1,17.4
212,4328,136883,8.7,23.4
212,4734,141808,8.3,23.5
212,5201,101057,7.2,21.7
212,5203,101012,5.7,9.3
212,5204,101011,6.4,12.9
212,5205,101032,6.9,20.7
212,5400,137005,6.3,15.8
212,5401,139842,8.5,25.9
212,5402,138681,8.4,25.5
212,5405,138682,5.8,12.4
212,6905,135316,2.9,5.8
212,7000,143175,17,50.5
212,7067,145709,12.2,43.4
212,7068,101094,13.6,34.9
212,7077,101095,9.9,SUPP
212,7123,101099,14.6,64.6
212,7183,101102,12.2,35.6
212,7207,101103,9.7,40.6
213,2000,137323,6.8,17.5
213,2002,139824,7.1,28.6
213,2003,139898,7.4,25.6
213,2004,139940,7.4,28.6
213,2032,101107,3.5,5.4
213,2189,101110,6.1,15.3
213,2208,101111,7,22.2
213,2244,140050,7.6,27.9
213,2418,138683,8,23.6
213,2778,101115,5.1,16.3
213,2799,101116,7.4,26.6
213,2816,101117,4.5,6.6
213,2844,101120,6.9,21.6
213,3306,101121,6.8,17.4
213,3316,101122,5.4,18.2
213,3351,101123,3.2,2.3
213,3381,101124,7.4,26.4
213,3414,101125,7.2,24.2
213,3418,101126,8.2,26.1
213,3424,101127,6.3,16.4
213,3432,101128,7.7,33
213,3440,101129,5.2,16.7
213,3446,101130,7.7,28.7
213,3451,101131,6.9,24.8
213,3453,101132,6.5,21.1
213,3473,101133,5.6,14.2
213,3496,101134,6.4,17.1
213,3511,101135,9.6,34.9
213,3520,101136,9.5,31.3
213,3532,101137,6,17
213,3539,101138,7.5,22.9
213,3580,101139,6.2,18.4
213,3582,101140,5.5,15.5
213,3590,101141,4.6,8.1
213,3598,101142,7.3,32.1
213,3610,101143,3.4,4.4
213,3611,101144,6.5,23.3
213,3623,101146,9,25.6
213,3653,101147,6.5,17.4
213,4000,140884,8.2,27.2
213,4003,144819,10.6,26.9
213,4004,145126,8.6,28.2
213,4628,138313,4.7,11
213,4673,137353,8.2,26.2
213,4687,138312,8.6,28
213,4723,101154,8.7,34.5
213,4809,139369,6.8,16.8
213,6905,130912,6.5,16.4
213,6906,131262,9.3,28.2
213,6907,135242,7,20.8
213,6908,135676,9.6,32.8
213,7000,139600,9.1,31.7
213,7042,101182,9.5,33.7
213,7184,101184,15.6,51.5
301,2002,140687,7.3,24.3
301,2003,141651,4.9,13.6
301,2005,101188,7.9,29.9
301,2006,142699,6,19.6
301,2009,101192,5.2,13.8
301,2010,101193,6.9,22.1
301,2013,101196,7,21.4
301,2015,101198,5.8,18.5
301,2019,142133,4.6,12
301,2021,138684,3.1,3.1
301,2024,101202,6.6,21.5
301,2026,144280,5.9,17.5
301,2030,101203,6,17.8
301,2033,101206,6.7,19.7
301,2043,101211,4.7,11.8
301,2047,101212,5.9,18.5
301,2052,101216,6.7,21
301,2055,101219,4.8,7.2
301,2056,101220,6.4,21.7
301,2059,101222,5.4,12.2
301,2060,101223,6,20
301,2061,101224,7.1,22.9
301,2063,101226,7.3,24.4
301,2064,101227,6.4,20.4
301,2065,101228,9.1,31.4
301,2066,101229,4.8,14
301,2067,101230,6.1,19.2
301,2068,101231,5.8,17.1
301,2069,101232,6.4,22.3
301,2070,130357,4.9,13.6
301,2071,130340,6,18.2
301,2072,130919,7.5,27.2
301,2073,131844,6.3,19.5
301,2074,131845,7.3,26.7
301,2075,131775,6.4,22.9
301,3300,144035,5.3,14.7
301,3301,101234,5.3,16.7
301,3500,147328,4.7,13.5
301,3502,147329,4.6,12.1
301,3503,101237,4.4,10.2
301,3505,147330,4.7,13
301,3506,101239,3.8,7.9
301,3507,136431,5.4,17.8
301,4001,139791,3.8,7.1
301,4003,140962,6.9,21.2
301,4004,141178,6.2,17
301,4006,142908,6.6,20.7
301,4008,148932,4.6,15
301,4021,101241,7.5,23.5
301,4023,101243,8.3,30.8
301,4024,101244,9.6,34.3
301,4027,101245,9,30.1
301,4028,141683,5.6,14.6
301,4029,133561,7.8,26.3
301,4703,101247,3.5,6.5
301,4704,136028,9,29.6
301,7001,142134,9.8,33.1
301,7005,131102,17.5,52.7
301,7008,147189,32.6,84.1
302,2001,136938,5.3,9.3
302,2002,101258,5.4,10.7
302,2003,101259,7.1,21.1
302,2004,138272,4.2,8.7
302,2007,101262,6.9,17.3
302,2008,101263,5.5,12.7
302,2009,101264,6.3,15.8
302,2010,147706,6.6,17.9
302,2011,101266,6.6,13.5
302,2014,101269,6.1,16.4
302,2015,101270,5.8,11.6
302,2016,101271,4.8,9.5
302,2017,101272,5.2,10.2
302,2018,139489,5.7,19
302,2019,101274,7,19.9
302,2020,139562,6.3,15.5
302,2021,101275,6.5,21.1
302,2023,101277,5.5,11.9
302,2024,101278,6.2,15.9
302,2025,101279,5.1,7.3
302,2026,101280,5.8,16
302,2027,101281,5.2,12.1
302,2028,101282,7.3,23.3
302,2029,101283,5.6,14.3
302,2030,138649,6.9,24.4
302,2031,101285,7.1,25.7
302,2032,101286,5.8,12.5
302,2036,101289,6.7,15.7
302,2037,101290,5.7,16.2
302,2038,139633,5.6,15.6
302,2041,146662,5.3,10.1
302,2042,101293,4.7,8.2
302,2043,101294,6,16.2
302,2044,101295,5.1,10.6
302,2045,101296,4.6,9.4
302,2047,139817,6.1,16.5
302,2048,140601,6.5,18.9
302,2049,142114,6.2,18.9
302,2050,142772,5.9,13.7
302,2051,144653,5.7,16.1
302,2053,146803,4.7,5.6
302,2054,101298,5.7,10.1
302,2055,101299,7.4,25.3
302,2057,101301,7.4,26.1
302,2060,101304,7.1,22.2
302,2067,101309,5.4,11.9
302,2070,101311,3.9,7.9
302,2071,101312,7.7,26.8
302,2072,101313,7.3,23.8
302,2073,101314,6.3,16.5
302,2076,131617,4.3,7.2
302,2077,131970,7.8,27.2
302,2078,133364,3.6,3.5
302,2079,133365,4.5,5.4
302,3300,101315,6.3,21.2
302,3302,101316,5,9.7
302,3304,101317,5.9,14.4
302,3305,101318,4.7,8.4
302,3307,101319,5.6,15.3
302,3309,101321,4.1,6.6
302,3311,101323,5,13
302,3312,101324,5.3,10.8
302,3313,101325,6.5,22.5
302,3314,101326,4.4,11.1
302,3315,101327,5.8,11.6
302,3316,101328,4.5,4.9
302,3317,101329,5.9,16.1
302,3500,101330,6.8,23.2
302,3501,101331,3.2,3.9
302,3502,101332,5.8,14.1
302,3504,101333,4.5,8.2
302,3506,101334,6,13.7
302,3507,101335,5.9,12
302,3509,101337,5.7,16.6
302,3510,101338,5.3,11.5
302,3511,101339,4.7,10.9
302,3512,101340,3.5,4.4
302,3513,101341,5.1,8.2
302,3514,101342,4.8,11.8
302,3515,137303,5.2,9.9
302,3516,130998,6.1,13.2
302,3518,134677,6.7,21.4
302,3519,140236,6,15
302,3520,135086,4.4,4.7
302,3521,103119,7.1,21.2
302,3522,142636,6,21.2
302,3523,135226,6,15.9
302,3524,136402,4.4,4.6
302,4000,139410,9.1,28.9
302,4001,139594,6.9,18.1
302,4003,101345,6.9,20
302,4004,142627,8.3,31.8
302,4010,144502,7.6,17.2
302,4011,145921,7.7,24.8
302,4012,137361,8.7,28.6
302,4013,147061,6.5,18.8
302,4014,147238,9.2,35.9
302,4208,137131,8.2,28.3
302,4210,138685,8.2,30.3
302,4211,137388,5.7,12.6
302,4212,136658,8.3,23.8
302,4215,136418,6.3,17.8
302,4752,138051,6,21.5
302,5201,101356,6.3,20.4
302,5400,137645,9.9,33.2
302,5401,136290,4.7,8.6
302,5402,137386,6.7,18.8
302,5404,101361,4.8,8.1
302,5405,101362,6.1,16.6
302,5406,136308,6.7,21.5
302,5407,101364,8.7,30.4
302,5408,143082,5.6,14.2
302,5409,137539,7.6,28.8
302,5427,135747,7.6,22.7
302,5948,101376,6.1,12.6
302,5949,131359,5.4,7.9
302,5950,144784,29.8,82.6
302,6085,144752,7.5,23.1
302,6905,134798,7.3,22.7
302,6906,135507,6.7,20.6
302,7000,143865,11.7,34.9
302,7005,101395,9.2,27.7
302,7009,101396,16,48
302,7010,101397,19.6,53.3
303,2000,141047,6.2,17.2
303,2001,101402,4.5,9.6
303,2002,101403,5.6,13.3
303,2003,142586,5,12.2
303,2005,136599,7.6,28.4
303,2006,145208,6.5,19
303,2007,142295,6.5,21.3
303,2008,147240,5.6,15.8
303,2009,143432,4.8,8.4
303,2012,139494,6.7,19.3
303,2016,101413,5.8,13.4
303,2019,134185,5.2,12.6
303,2020,136932,8.3,28.6
303,2021,139115,7,24.6
303,2022,139212,5.8,17.3
303,2023,139213,5.9,18.8
303,2029,137417,8,30.6
303,2031,143867,5.4,15.3
303,2032,143866,6.4,19.3
303,2033,146870,6,17.2
303,2041,139561,7.7,29.8
303,2042,101426,5.7,15
303,2044,141114,7.7,24.6
303,2046,140710,5.7,12.5
303,2048,141866,5.5,13.7
303,2049,101429,6,16.2
303,2056,101434,4.3,6.1
303,2058,140443,6.2,14.7
303,2059,101437,5.6,16.7
303,2060,147332,7.6,22.5
303,2061,143085,5.6,13.7
303,2062,141889,6.2,21.8
303,2063,145071,7.9,26.3
303,2064,141976,6.4,17.3
303,2065,144540,4.7,13.3
303,2067,140532,7,23.6
303,2068,146892,4.2,10.5
303,2069,142723,6.9,24.5
303,2071,145011,7.5,24.5
303,2072,147356,5,12.6
303,2073,147358,7,26.6
303,2080,140243,5,10.9
303,2081,137380,8.5,30
303,2083,143868,6.6,18
303,3001,101451,5.8,12
303,3008,142228,6.1,16.5
303,3301,142229,7,22.1
303,3302,142294,5.2,11.7
303,3500,101455,4.4,8.5
303,3501,101456,6.1,16.1
303,3502,101457,3.9,2.6
303,3503,101458,3.8,5.9
303,3504,101459,4,6.7
303,3505,101460,1.7,1.6
303,3506,101461,5.6,17.7
303,3510,134780,4.5,9.8
303,4000,136369,3.8,4.7
303,4001,137769,4.5,9.1
303,4002,137138,5.3,15.2
303,4003,145140,8.7,28.2
303,4005,146378,12,40.6
303,4008,137965,9.6,32.2
303,4009,137423,4.6,7
303,4021,136720,14.1,47.5
303,4030,138686,10.1,36.1
303,4603,136538,9.7,28.7
303,5200,140320,6,13.1
303,5201,140321,5.4,12.6
303,5202,144889,6.7,20.6
303,5401,138650,6.8,20
303,5402,137681,5.1,12.6
303,5403,136334,3.9,6.3
303,5404,137368,7.7,23.1
303,6906,135677,6.5,17.2
303,6907,135951,9.2,29.6
303,7000,146885,9.5,38.6
303,7001,144041,8.5,28.7
303,7002,101487,10.7,28.3
303,7003,144406,8.1,32.7
303,7004,144405,17.7,56.3
303,7005,147071,11.2,27.3
303,7006,148582,13.7,30
304,2000,101495,6.6,16.7
304,2003,101496,6.2,20.3
304,2006,101497,6.8,20
304,2007,101498,12.5,48.8
304,2017,101499,5,15.7
304,2018,101500,5.4,12
304,2019,101501,7.8,27.6
304,2020,101502,5.7,17.2
304,2021,139830,5.2,10.5
304,2022,140833,6.7,21
304,2024,101503,5.2,11.4
304,2028,101504,4.5,12.5
304,2029,141672,4.9,12.5
304,2031,101506,5,13.4
304,2033,101507,5.9,17.9
304,2034,101508,4.3,12.8
304,2035,141751,5.6,14.2
304,2038,101509,5.9,18.8
304,2039,101510,3.7,5.9
304,2040,144794,5.3,11.4
304,2041,101511,6.6,18.2
304,2042,101512,6.7,23.6
304,2049,101515,6,16.8
304,2053,101518,5.4,13.2
304,2055,101519,6.7,22.9
304,2056,101520,6,15.1
304,2057,101521,8,29.7
304,2058,145718,6.9,24.3
304,2064,101522,6.8,21.1
304,2066,101524,6.3,20.7
304,2067,142703,4.9,10.1
304,2068,101526,6,18
304,2070,101527,7,22.2
304,2071,101528,5.4,13.7
304,2073,101530,5.6,16.1
304,2074,101531,5.7,17.5
304,2076,138608,5.6,16.5
304,3301,101533,6.2,20.9
304,3302,101534,5.5,20.4
304,3303,101535,4.9,7.8
304,3308,101537,4.1,8.3
304,3500,146116,3.6,6.3
304,3501,101539,4.3,8.1
304,3505,101542,6,16.5
304,3506,101543,4.1,6.6
304,3507,101544,6,15.6
304,3508,101545,4,5.7
304,3509,101546,4.2,5.6
304,3510,146721,4.6,11.2
304,3511,146179,5.3,17.8
304,3601,101549,5.9,13.7
304,3602,131418,5.2,16.8
304,3603,131916,4.9,6.8
