qualification_name,qualification_code,subject_name,subject_code,size,grade_structure,prior_attainment_band,grade,count,percentage
VRQ Level 3,253,Animal Husbandry (Specific Animals),20687,2,"**,*D,DD,DM,MM,MP,PP",2-<3,MM,1,12.5%
VRQ Level 3,253,Animal Husbandry (Specific Animals),20687,2,"**,*D,DD,DM,MM,MP,PP",2-<3,MP,3,37.5%
VRQ Level 3,253,Animal Husbandry (Specific Animals),20687,2,"**,*D,DD,DM,MM,MP,PP",2-<3,PP,4,50%
VRQ Level 3,253,Animal Husbandry (Specific Animals),20687,2,"**,*D,DD,DM,MM,MP,PP",3-<4,DM,8,20.51%
VRQ Level 3,253,Animal Husbandry (Specific Animals),20687,2,"**,*D,DD,DM,MM,MP,PP",3-<4,MM,12,30.77%
VRQ Level 3,253,Animal Husbandry (Specific Animals),20687,2,"**,*D,DD,DM,MM,MP,PP",3-<4,MP,13,33.33%
VRQ Level 3,253,Animal Husbandry (Specific Animals),20687,2,"**,*D,DD,DM,MM,MP,PP",3-<4,PP,6,15.38%
VRQ Level 3,253,Animal Husbandry (Specific Animals),20687,2,"**,*D,DD,DM,MM,MP,PP",4-<5,**,1,1.54%
VRQ Level 3,253,Animal Husbandry (Specific Animals),20687,2,"**,*D,DD,DM,MM,MP,PP",4-<5,DM,12,18.46%
VRQ Level 3,253,Animal Husbandry (Specific Animals),20687,2,"**,*D,DD,DM,MM,MP,PP",4-<5,MM,30,46.15%
VRQ Level 3,253,Animal Husbandry (Specific Animals),20687,2,"**,*D,DD,DM,MM,MP,PP",4-<5,MP,17,26.15%
VRQ Level 3,253,Animal Husbandry (Specific Animals),20687,2,"**,*D,DD,DM,MM,MP,PP",4-<5,PP,5,7.69%
VRQ Level 3,253,Animal Husbandry (Specific Animals),20687,2,"**,*D,DD,DM,MM,MP,PP",5-<6,DD,1,5.26%
VRQ Level 3,253,Animal Husbandry (Specific Animals),20687,2,"**,*D,DD,DM,MM,MP,PP",5-<6,DM,3,15.79%
VRQ Level 3,253,Animal Husbandry (Specific Animals),20687,2,"**,*D,DD,DM,MM,MP,PP",5-<6,MM,6,31.58%
VRQ Level 3,253,Animal Husbandry (Specific Animals),20687,2,"**,*D,DD,DM,MM,MP,PP",5-<6,MP,8,42.11%
VRQ Level 3,253,Animal Husbandry (Specific Animals),20687,2,"**,*D,DD,DM,MM,MP,PP",5-<6,PP,1,5.26%
VRQ Level 3,253,Animal Husbandry (Specific Animals),20687,2,"**,*D,DD,DM,MM,MP,PP",6-<7,DM,3,42.86%
VRQ Level 3,253,Animal Husbandry (Specific Animals),20687,2,"**,*D,DD,DM,MM,MP,PP",6-<7,MM,4,57.14%
VRQ Level 3,253,Animal Husbandry (Specific Animals),20687,2,"**,*D,DD,DM,MM,MP,PP",7-<8,DM,2,50%
VRQ Level 3,253,Animal Husbandry (Specific Animals),20687,2,"**,*D,DD,DM,MM,MP,PP",7-<8,MM,2,50%
VRQ Level 3,253,Animal Husbandry (Specific Animals),20687,3,"***,**D,*DD,DDD,DDM,DMM,MMM,MMP,MPP,PPP",1-<2,MMM,1,100%
VRQ Level 3,253,Animal Husbandry (Specific Animals),20687,3,"***,**D,*DD,DDD,DDM,DMM,MMM,MMP,MPP,PPP",2-<3,*DD,1,33.33%
VRQ Level 3,253,Animal Husbandry (Specific Animals),20687,3,"***,**D,*DD,DDD,DDM,DMM,MMM,MMP,MPP,PPP",2-<3,MPP,1,33.33%
VRQ Level 3,253,Animal Husbandry (Specific Animals),20687,3,"***,**D,*DD,DDD,DDM,DMM,MMM,MMP,MPP,PPP",2-<3,PPP,1,33.33%
VRQ Level 3,253,Animal Husbandry (Specific Animals),20687,3,"***,**D,*DD,DDD,DDM,DMM,MMM,MMP,MPP,PPP",3-<4,DDM,4,4.76%
VRQ Level 3,253,Animal Husbandry (Specific Animals),20687,3,"***,**D,*DD,DDD,DDM,DMM,MMM,MMP,MPP,PPP",3-<4,DMM,7,8.33%
VRQ Level 3,253,Animal Husbandry (Specific Animals),20687,3,"***,**D,*DD,DDD,DDM,DMM,MMM,MMP,MPP,PPP",3-<4,MMM,27,32.14%
VRQ Level 3,253,Animal Husbandry (Specific Animals),20687,3,"***,**D,*DD,DDD,DDM,DMM,MMM,MMP,MPP,PPP",3-<4,MMP,22,26.19%
VRQ Level 3,253,Animal Husbandry (Specific Animals),20687,3,"***,**D,*DD,DDD,DDM,DMM,MMM,MMP,MPP,PPP",3-<4,MPP,19,22.62%
VRQ Level 3,253,Animal Husbandry (Specific Animals),20687,3,"***,**D,*DD,DDD,DDM,DMM,MMM,MMP,MPP,PPP",3-<4,PPP,5,5.95%
VRQ Level 3,253,Animal Husbandry (Specific Animals),20687,3,"***,**D,*DD,DDD,DDM,DMM,MMM,MMP,MPP,PPP",4-<5,**D,4,1.22%
VRQ Level 3,253,Animal Husbandry (Specific Animals),20687,3,"***,**D,*DD,DDD,DDM,DMM,MMM,MMP,MPP,PPP",4-<5,*DD,1,0.31%
VRQ Level 3,253,Animal Husbandry (Specific Animals),20687,3,"***,**D,*DD,DDD,DDM,DMM,MMM,MMP,MPP,PPP",4-<5,DDD,10,3.06%
VRQ Level 3,253,Animal Husbandry (Specific Animals),20687,3,"***,**D,*DD,DDD,DDM,DMM,MMM,MMP,MPP,PPP",4-<5,DDM,34,10.4%
VRQ Level 3,253,Animal Husbandry (Specific Animals),20687,3,"***,**D,*DD,DDD,DDM,DMM,MMM,MMP,MPP,PPP",4-<5,DMM,62,18.96%
VRQ Level 3,253,Animal Husbandry (Specific Animals),20687,3,"***,**D,*DD,DDD,DDM,DMM,MMM,MMP,MPP,PPP",4-<5,MMM,95,29.05%
VRQ Level 3,253,Animal Husbandry (Specific Animals),20687,3,"***,**D,*DD,DDD,DDM,DMM,MMM,MMP,MPP,PPP",4-<5,MMP,72,22.02%
VRQ Level 3,253,Animal Husbandry (Specific Animals),20687,3,"***,**D,*DD,DDD,DDM,DMM,MMM,MMP,MPP,PPP",4-<5,MPP,36,11.01%
VRQ Level 3,253,Animal Husbandry (Specific Animals),20687,3,"***,**D,*DD,DDD,DDM,DMM,MMM,MMP,MPP,PPP",4-<5,PPP,13,3.98%
VRQ Level 3,253,Animal Husbandry (Specific Animals),20687,3,"***,**D,*DD,DDD,DDM,DMM,MMM,MMP,MPP,PPP",5-<6,***,2,0.54%
VRQ Level 3,253,Animal Husbandry (Specific Animals),20687,3,"***,**D,*DD,DDD,DDM,DMM,MMM,MMP,MPP,PPP",5-<6,**D,4,1.08%
VRQ Level 3,253,Animal Husbandry (Specific Animals),20687,3,"***,**D,*DD,DDD,DDM,DMM,MMM,MMP,MPP,PPP",5-<6,*DD,13,3.49%
VRQ Level 3,253,Animal Husbandry (Specific Animals),20687,3,"***,**D,*DD,DDD,DDM,DMM,MMM,MMP,MPP,PPP",5-<6,DDD,24,6.45%
VRQ Level 3,253,Animal Husbandry (Specific Animals),20687,3,"***,**D,*DD,DDD,DDM,DMM,MMM,MMP,MPP,PPP",5-<6,DDM,71,19.09%
VRQ Level 3,253,Animal Husbandry (Specific Animals),20687,3,"***,**D,*DD,DDD,DDM,DMM,MMM,MMP,MPP,PPP",5-<6,DMM,100,26.88%
VRQ Level 3,253,Animal Husbandry (Specific Animals),20687,3,"***,**D,*DD,DDD,DDM,DMM,MMM,MMP,MPP,PPP",5-<6,MMM,79,21.24%
VRQ Level 3,253,Animal Husbandry (Specific Animals),20687,3,"***,**D,*DD,DDD,DDM,DMM,MMM,MMP,MPP,PPP",5-<6,MMP,44,11.83%
VRQ Level 3,253,Animal Husbandry (Specific Animals),20687,3,"***,**D,*DD,DDD,DDM,DMM,MMM,MMP,MPP,PPP",5-<6,MPP,30,8.06%
VRQ Level 3,253,Animal Husbandry (Specific Animals),20687,3,"***,**D,*DD,DDD,DDM,DMM,MMM,MMP,MPP,PPP",5-<6,PPP,5,1.34%
VRQ Level 3,253,Animal Husbandry (Specific Animals),20687,3,"***,**D,*DD,DDD,DDM,DMM,MMM,MMP,MPP,PPP",6-<7,***,1,0.46%
VRQ Level 3,253,Animal Husbandry (Specific Animals),20687,3,"***,**D,*DD,DDD,DDM,DMM,MMM,MMP,MPP,PPP",6-<7,**D,10,4.61%
VRQ Level 3,253,Animal Husbandry (Specific Animals),20687,3,"***,**D,*DD,DDD,DDM,DMM,MMM,MMP,MPP,PPP",6-<7,*DD,12,5.53%
VRQ Level 3,253,Animal Husbandry (Specific Animals),20687,3,"***,**D,*DD,DDD,DDM,DMM,MMM,MMP,MPP,PPP",6-<7,DDD,30,13.82%
VRQ Level 3,253,Animal Husbandry (Specific Animals),20687,3,"***,**D,*DD,DDD,DDM,DMM,MMM,MMP,MPP,PPP",6-<7,DDM,58,26.73%
VRQ Level 3,253,Animal Husbandry (Specific Animals),20687,3,"***,**D,*DD,DDD,DDM,DMM,MMM,MMP,MPP,PPP",6-<7,DMM,60,27.65%
VRQ Level 3,253,Animal Husbandry (Specific Animals),20687,3,"***,**D,*DD,DDD,DDM,DMM,MMM,MMP,MPP,PPP",6-<7,MMM,32,14.75%
VRQ Level 3,253,Animal Husbandry (Specific Animals),20687,3,"***,**D,*DD,DDD,DDM,DMM,MMM,MMP,MPP,PPP",6-<7,MMP,10,4.61%
VRQ Level 3,253,Animal Husbandry (Specific Animals),20687,3,"***,**D,*DD,DDD,DDM,DMM,MMM,MMP,MPP,PPP",6-<7,MPP,4,1.84%
VRQ Level 3,253,Animal Husbandry (Specific Animals),20687,3,"***,**D,*DD,DDD,DDM,DMM,MMM,MMP,MPP,PPP",7-<8,***,5,7.94%
VRQ Level 3,253,Animal Husbandry (Specific Animals),20687,3,"***,**D,*DD,DDD,DDM,DMM,MMM,MMP,MPP,PPP",7-<8,**D,4,6.35%
VRQ Level 3,253,Animal Husbandry (Specific Animals),20687,3,"***,**D,*DD,DDD,DDM,DMM,MMM,MMP,MPP,PPP",7-<8,*DD,11,17.46%
VRQ Level 3,253,Animal Husbandry (Specific Animals),20687,3,"***,**D,*DD,DDD,DDM,DMM,MMM,MMP,MPP,PPP",7-<8,DDD,5,7.94%
VRQ Level 3,253,Animal Husbandry (Specific Animals),20687,3,"***,**D,*DD,DDD,DDM,DMM,MMM,MMP,MPP,PPP",7-<8,DDM,21,33.33%
VRQ Level 3,253,Animal Husbandry (Specific Animals),20687,3,"***,**D,*DD,DDD,DDM,DMM,MMM,MMP,MPP,PPP",7-<8,DMM,12,19.05%
VRQ Level 3,253,Animal Husbandry (Specific Animals),20687,3,"***,**D,*DD,DDD,DDM,DMM,MMM,MMP,MPP,PPP",7-<8,MMM,5,7.94%
VRQ Level 3,253,Animal Husbandry (Specific Animals),20687,3,"***,**D,*DD,DDD,DDM,DMM,MMM,MMP,MPP,PPP",8-<9,***,3,20%
VRQ Level 3,253,Animal Husbandry (Specific Animals),20687,3,"***,**D,*DD,DDD,DDM,DMM,MMM,MMP,MPP,PPP",8-<9,**D,1,6.67%
VRQ Level 3,253,Animal Husbandry (Specific Animals),20687,3,"***,**D,*DD,DDD,DDM,DMM,MMM,MMP,MPP,PPP",8-<9,*DD,4,26.67%
VRQ Level 3,253,Animal Husbandry (Specific Animals),20687,3,"***,**D,*DD,DDD,DDM,DMM,MMM,MMP,MPP,PPP",8-<9,DDM,5,33.33%
VRQ Level 3,253,Animal Husbandry (Specific Animals),20687,3,"***,**D,*DD,DDD,DDM,DMM,MMM,MMP,MPP,PPP",8-<9,MMM,1,6.67%
VRQ Level 3,253,Animal Husbandry (Specific Animals),20687,3,"***,**D,*DD,DDD,DDM,DMM,MMM,MMP,MPP,PPP",8-<9,MMP,1,6.67%
VRQ Level 3,253,Animal Husbandry (Specific Animals),20687,3,"***,**D,*DD,DDD,DDM,DMM,MMM,MMP,MPP,PPP",9>=,**D,1,100%
VRQ Level 3,253,Horses / Ponies Keeping,20690,1,"*,D,M,P",1-<2,M,1,100%
VRQ Level 3,253,Horses / Ponies Keeping,20690,1,"*,D,M,P",2-<3,M,2,40%
VRQ Level 3,253,Horses / Ponies Keeping,20690,1,"*,D,M,P",2-<3,P,3,60%
VRQ Level 3,253,Horses / Ponies Keeping,20690,1,"*,D,M,P",3-<4,*,1,5.88%
VRQ Level 3,253,Horses / Ponies Keeping,20690,1,"*,D,M,P",3-<4,D,1,5.88%
VRQ Level 3,253,Horses / Ponies Keeping,20690,1,"*,D,M,P",3-<4,M,11,64.71%
VRQ Level 3,253,Horses / Ponies Keeping,20690,1,"*,D,M,P",3-<4,P,4,23.53%
VRQ Level 3,253,Horses / Ponies Keeping,20690,1,"*,D,M,P",4-<5,D,1,25%
VRQ Level 3,253,Horses / Ponies Keeping,20690,1,"*,D,M,P",4-<5,M,3,75%
VRQ Level 3,253,Horses / Ponies Keeping,20690,1,"*,D,M,P",5-<6,D,1,33.33%
VRQ Level 3,253,Horses / Ponies Keeping,20690,1,"*,D,M,P",5-<6,M,2,66.67%
VRQ Level 3,253,Horses / Ponies Keeping,20690,1.5,"*,D,M,P",1-<2,P,1,100%
VRQ Level 3,253,Horses / Ponies Keeping,20690,1.5,"*,D,M,P",2-<3,M,1,33.33%
VRQ Level 3,253,Horses / Ponies Keeping,20690,1.5,"*,D,M,P",2-<3,P,2,66.67%
VRQ Level 3,253,Horses / Ponies Keeping,20690,1.5,"*,D,M,P",3-<4,D,1,8.33%
VRQ Level 3,253,Horses / Ponies Keeping,20690,1.5,"*,D,M,P",3-<4,M,8,66.67%
VRQ Level 3,253,Horses / Ponies Keeping,20690,1.5,"*,D,M,P",3-<4,P,3,25%
VRQ Level 3,253,Horses / Ponies Keeping,20690,1.5,"*,D,M,P",4-<5,*,1,4.55%
VRQ Level 3,253,Horses / Ponies Keeping,20690,1.5,"*,D,M,P",4-<5,D,2,9.09%
VRQ Level 3,253,Horses / Ponies Keeping,20690,1.5,"*,D,M,P",4-<5,M,12,54.55%
VRQ Level 3,253,Horses / Ponies Keeping,20690,1.5,"*,D,M,P",4-<5,P,7,31.82%
VRQ Level 3,253,Horses / Ponies Keeping,20690,1.5,"*,D,M,P",5-<6,D,6,40%
VRQ Level 3,253,Horses / Ponies Keeping,20690,1.5,"*,D,M,P",5-<6,M,8,53.33%
VRQ Level 3,253,Horses / Ponies Keeping,20690,1.5,"*,D,M,P",5-<6,P,1,6.67%
VRQ Level 3,253,Horses / Ponies Keeping,20690,1.5,"*,D,M,P",6-<7,D,1,50%
VRQ Level 3,253,Horses / Ponies Keeping,20690,1.5,"*,D,M,P",6-<7,M,1,50%
VRQ Level 3,253,Horses / Ponies Keeping,20690,1.5,"*,D,M,P",8-<9,*,1,100%
VRQ Level 3,253,Horses / Ponies Keeping,20690,2,"**,*D,DD,DM,MM,MP,PP",2-<3,MM,1,50%
VRQ Level 3,253,Horses / Ponies Keeping,20690,2,"**,*D,DD,DM,MM,MP,PP",2-<3,MP,1,50%
VRQ Level 3,253,Horses / Ponies Keeping,20690,2,"**,*D,DD,DM,MM,MP,PP",3-<4,DM,5,25%
VRQ Level 3,253,Horses / Ponies Keeping,20690,2,"**,*D,DD,DM,MM,MP,PP",3-<4,MM,10,50%
VRQ Level 3,253,Horses / Ponies Keeping,20690,2,"**,*D,DD,DM,MM,MP,PP",3-<4,MP,4,20%
VRQ Level 3,253,Horses / Ponies Keeping,20690,2,"**,*D,DD,DM,MM,MP,PP",3-<4,PP,1,5%
VRQ Level 3,253,Horses / Ponies Keeping,20690,2,"**,*D,DD,DM,MM,MP,PP",4-<5,*D,2,12.5%
VRQ Level 3,253,Horses / Ponies Keeping,20690,2,"**,*D,DD,DM,MM,MP,PP",4-<5,DM,8,50%
VRQ Level 3,253,Horses / Ponies Keeping,20690,2,"**,*D,DD,DM,MM,MP,PP",4-<5,MM,4,25%
VRQ Level 3,253,Horses / Ponies Keeping,20690,2,"**,*D,DD,DM,MM,MP,PP",4-<5,MP,2,12.5%
VRQ Level 3,253,Horses / Ponies Keeping,20690,2,"**,*D,DD,DM,MM,MP,PP",5-<6,DD,1,7.69%
VRQ Level 3,253,Horses / Ponies Keeping,20690,2,"**,*D,DD,DM,MM,MP,PP",5-<6,DM,4,30.77%
VRQ Level 3,253,Horses / Ponies Keeping,20690,2,"**,*D,DD,DM,MM,MP,PP",5-<6,MM,6,46.15%
VRQ Level 3,253,Horses / Ponies Keeping,20690,2,"**,*D,DD,DM,MM,MP,PP",5-<6,MP,2,15.38%
VRQ Level 3,253,Horses / Ponies Keeping,20690,2,"**,*D,DD,DM,MM,MP,PP",6-<7,**,1,50%
VRQ Level 3,253,Horses / Ponies Keeping,20690,2,"**,*D,DD,DM,MM,MP,PP",6-<7,DD,1,50%
VRQ Level 3,253,Horses / Ponies Keeping,20690,2,"**,*D,DD,DM,MM,MP,PP",7-<8,**,1,100%
VRQ Level 3,253,Horses / Ponies Keeping,20690,3,"***,**D,*DD,DDD,DDM,DMM,MMM,MMP,MPP,PPP",1-<2,MMM,1,100%
VRQ Level 3,253,Horses / Ponies Keeping,20690,3,"***,**D,*DD,DDD,DDM,DMM,MMM,MMP,MPP,PPP",3-<4,DDD,1,3.85%
VRQ Level 3,253,Horses / Ponies Keeping,20690,3,"***,**D,*DD,DDD,DDM,DMM,MMM,MMP,MPP,PPP",3-<4,DDM,5,19.23%
VRQ Level 3,253,Horses / Ponies Keeping,20690,3,"***,**D,*DD,DDD,DDM,DMM,MMM,MMP,MPP,PPP",3-<4,DMM,6,23.08%
VRQ Level 3,253,Horses / Ponies Keeping,20690,3,"***,**D,*DD,DDD,DDM,DMM,MMM,MMP,MPP,PPP",3-<4,MMM,7,26.92%
VRQ Level 3,253,Horses / Ponies Keeping,20690,3,"***,**D,*DD,DDD,DDM,DMM,MMM,MMP,MPP,PPP",3-<4,MMP,6,23.08%
VRQ Level 3,253,Horses / Ponies Keeping,20690,3,"***,**D,*DD,DDD,DDM,DMM,MMM,MMP,MPP,PPP",3-<4,MPP,1,3.85%
VRQ Level 3,253,Horses / Ponies Keeping,20690,3,"***,**D,*DD,DDD,DDM,DMM,MMM,MMP,MPP,PPP",4-<5,***,1,1.2%
VRQ Level 3,253,Horses / Ponies Keeping,20690,3,"***,**D,*DD,DDD,DDM,DMM,MMM,MMP,MPP,PPP",4-<5,**D,1,1.2%
VRQ Level 3,253,Horses / Ponies Keeping,20690,3,"***,**D,*DD,DDD,DDM,DMM,MMM,MMP,MPP,PPP",4-<5,*DD,2,2.41%
VRQ Level 3,253,Horses / Ponies Keeping,20690,3,"***,**D,*DD,DDD,DDM,DMM,MMM,MMP,MPP,PPP",4-<5,DDD,9,10.84%
VRQ Level 3,253,Horses / Ponies Keeping,20690,3,"***,**D,*DD,DDD,DDM,DMM,MMM,MMP,MPP,PPP",4-<5,DDM,19,22.89%
VRQ Level 3,253,Horses / Ponies Keeping,20690,3,"***,**D,*DD,DDD,DDM,DMM,MMM,MMP,MPP,PPP",4-<5,DMM,23,27.71%
VRQ Level 3,253,Horses / Ponies Keeping,20690,3,"***,**D,*DD,DDD,DDM,DMM,MMM,MMP,MPP,PPP",4-<5,MMM,20,24.1%
VRQ Level 3,253,Horses / Ponies Keeping,20690,3,"***,**D,*DD,DDD,DDM,DMM,MMM,MMP,MPP,PPP",4-<5,MMP,8,9.64%
VRQ Level 3,253,Horses / Ponies Keeping,20690,3,"***,**D,*DD,DDD,DDM,DMM,MMM,MMP,MPP,PPP",5-<6,***,3,3.09%
VRQ Level 3,253,Horses / Ponies Keeping,20690,3,"***,**D,*DD,DDD,DDM,DMM,MMM,MMP,MPP,PPP",5-<6,**D,10,10.31%
VRQ Level 3,253,Horses / Ponies Keeping,20690,3,"***,**D,*DD,DDD,DDM,DMM,MMM,MMP,MPP,PPP",5-<6,*DD,9,9.28%
VRQ Level 3,253,Horses / Ponies Keeping,20690,3,"***,**D,*DD,DDD,DDM,DMM,MMM,MMP,MPP,PPP",5-<6,DDD,16,16.49%
VRQ Level 3,253,Horses / Ponies Keeping,20690,3,"***,**D,*DD,DDD,DDM,DMM,MMM,MMP,MPP,PPP",5-<6,DDM,27,27.84%
VRQ Level 3,253,Horses / Ponies Keeping,20690,3,"***,**D,*DD,DDD,DDM,DMM,MMM,MMP,MPP,PPP",5-<6,DMM,21,21.65%
VRQ Level 3,253,Horses / Ponies Keeping,20690,3,"***,**D,*DD,DDD,DDM,DMM,MMM,MMP,MPP,PPP",5-<6,MMM,6,6.19%
VRQ Level 3,253,Horses / Ponies Keeping,20690,3,"***,**D,*DD,DDD,DDM,DMM,MMM,MMP,MPP,PPP",5-<6,MMP,5,5.15%
VRQ Level 3,253,Horses / Ponies Keeping,20690,3,"***,**D,*DD,DDD,DDM,DMM,MMM,MMP,MPP,PPP",6-<7,***,3,6.52%
VRQ Level 3,253,Horses / Ponies Keeping,20690,3,"***,**D,*DD,DDD,DDM,DMM,MMM,MMP,MPP,PPP",6-<7,**D,5,10.87%
VRQ Level 3,253,Horses / Ponies Keeping,20690,3,"***,**D,*DD,DDD,DDM,DMM,MMM,MMP,MPP,PPP",6-<7,*DD,10,21.74%
VRQ Level 3,253,Horses / Ponies Keeping,20690,3,"***,**D,*DD,DDD,DDM,DMM,MMM,MMP,MPP,PPP",6-<7,DDD,6,13.04%
VRQ Level 3,253,Horses / Ponies Keeping,20690,3,"***,**D,*DD,DDD,DDM,DMM,MMM,MMP,MPP,PPP",6-<7,DDM,16,34.78%
VRQ Level 3,253,Horses / Ponies Keeping,20690,3,"***,**D,*DD,DDD,DDM,DMM,MMM,MMP,MPP,PPP",6-<7,DMM,5,10.87%
VRQ Level 3,253,Horses / Ponies Keeping,20690,3,"***,**D,*DD,DDD,DDM,DMM,MMM,MMP,MPP,PPP",6-<7,PPP,1,2.17%
VRQ Level 3,253,Horses / Ponies Keeping,20690,3,"***,**D,*DD,DDD,DDM,DMM,MMM,MMP,MPP,PPP",7-<8,***,3,14.29%
VRQ Level 3,253,Horses / Ponies Keeping,20690,3,"***,**D,*DD,DDD,DDM,DMM,MMM,MMP,MPP,PPP",7-<8,**D,3,14.29%
VRQ Level 3,253,Horses / Ponies Keeping,20690,3,"***,**D,*DD,DDD,DDM,DMM,MMM,MMP,MPP,PPP",7-<8,*DD,2,9.52%
VRQ Level 3,253,Horses / Ponies Keeping,20690,3,"***,**D,*DD,DDD,DDM,DMM,MMM,MMP,MPP,PPP",7-<8,DDD,5,23.81%
VRQ Level 3,253,Horses / Ponies Keeping,20690,3,"***,**D,*DD,DDD,DDM,DMM,MMM,MMP,MPP,PPP",7-<8,DDM,5,23.81%
VRQ Level 3,253,Horses / Ponies Keeping,20690,3,"***,**D,*DD,DDD,DDM,DMM,MMM,MMP,MPP,PPP",7-<8,DMM,2,9.52%
VRQ Level 3,253,Horses / Ponies Keeping,20690,3,"***,**D,*DD,DDD,DDM,DMM,MMM,MMP,MPP,PPP",7-<8,MMM,1,4.76%
VRQ Level 3,253,Horses / Ponies Keeping,20690,3,"***,**D,*DD,DDD,DDM,DMM,MMM,MMP,MPP,PPP",8-<9,***,3,75%
VRQ Level 3,253,Horses / Ponies Keeping,20690,3,"***,**D,*DD,DDD,DDM,DMM,MMM,MMP,MPP,PPP",8-<9,**D,1,25%
VRQ Level 3,253,Agricultural Engineering,20694,3,"***,**D,*DD,DDD,DDM,DMM,MMM,MMP,MPP,PPP",3-<4,DDD,1,25%
VRQ Level 3,253,Agricultural Engineering,20694,3,"***,**D,*DD,DDD,DDM,DMM,MMM,MMP,MPP,PPP",3-<4,DMM,2,50%
VRQ Level 3,253,Agricultural Engineering,20694,3,"***,**D,*DD,DDD,DDM,DMM,MMM,MMP,MPP,PPP",3-<4,MMM,1,25%
VRQ Level 3,253,Agricultural Engineering,20694,3,"***,**D,*DD,DDD,DDM,DMM,MMM,MMP,MPP,PPP",4-<5,*DD,1,5.56%
VRQ Level 3,253,Agricultural Engineering,20694,3,"***,**D,*DD,DDD,DDM,DMM,MMM,MMP,MPP,PPP",4-<5,DDD,1,5.56%
VRQ Level 3,253,Agricultural Engineering,20694,3,"***,**D,*DD,DDD,DDM,DMM,MMM,MMP,MPP,PPP",4-<5,DDM,1,5.56%
VRQ Level 3,253,Agricultural Engineering,20694,3,"***,**D,*DD,DDD,DDM,DMM,MMM,MMP,MPP,PPP",4-<5,DMM,2,11.11%
VRQ Level 3,253,Agricultural Engineering,20694,3,"***,**D,*DD,DDD,DDM,DMM,MMM,MMP,MPP,PPP",4-<5,MMM,5,27.78%
VRQ Level 3,253,Agricultural Engineering,20694,3,"***,**D,*DD,DDD,DDM,DMM,MMM,MMP,MPP,PPP",4-<5,MMP,2,11.11%
VRQ Level 3,253,Agricultural Engineering,20694,3,"***,**D,*DD,DDD,DDM,DMM,MMM,MMP,MPP,PPP",4-<5,MPP,4,22.22%
VRQ Level 3,253,Agricultural Engineering,20694,3,"***,**D,*DD,DDD,DDM,DMM,MMM,MMP,MPP,PPP",4-<5,PPP,2,11.11%
VRQ Level 3,253,Agricultural Engineering,20694,3,"***,**D,*DD,DDD,DDM,DMM,MMM,MMP,MPP,PPP",5-<6,**D,1,4.35%
VRQ Level 3,253,Agricultural Engineering,20694,3,"***,**D,*DD,DDD,DDM,DMM,MMM,MMP,MPP,PPP",5-<6,DDD,5,21.74%
VRQ Level 3,253,Agricultural Engineering,20694,3,"***,**D,*DD,DDD,DDM,DMM,MMM,MMP,MPP,PPP",5-<6,DDM,4,17.39%
VRQ Level 3,253,Agricultural Engineering,20694,3,"***,**D,*DD,DDD,DDM,DMM,MMM,MMP,MPP,PPP",5-<6,DMM,5,21.74%
VRQ Level 3,253,Agricultural Engineering,20694,3,"***,**D,*DD,DDD,DDM,DMM,MMM,MMP,MPP,PPP",5-<6,MMM,6,26.09%
VRQ Level 3,253,Agricultural Engineering,20694,3,"***,**D,*DD,DDD,DDM,DMM,MMM,MMP,MPP,PPP",5-<6,MMP,1,4.35%
VRQ Level 3,253,Agricultural Engineering,20694,3,"***,**D,*DD,DDD,DDM,DMM,MMM,MMP,MPP,PPP",5-<6,MPP,1,4.35%
VRQ Level 3,253,Agricultural Engineering,20694,3,"***,**D,*DD,DDD,DDM,DMM,MMM,MMP,MPP,PPP",6-<7,**D,1,33.33%
VRQ Level 3,253,Agricultural Engineering,20694,3,"***,**D,*DD,DDD,DDM,DMM,MMM,MMP,MPP,PPP",6-<7,DDM,2,66.67%
VRQ Level 3,253,Agricultural Engineering,20694,3,"***,**D,*DD,DDD,DDM,DMM,MMM,MMP,MPP,PPP",7-<8,**D,1,33.33%
VRQ Level 3,253,Agricultural Engineering,20694,3,"***,**D,*DD,DDD,DDM,DMM,MMM,MMP,MPP,PPP",7-<8,DDD,1,33.33%
VRQ Level 3,253,Agricultural Engineering,20694,3,"***,**D,*DD,DDD,DDM,DMM,MMM,MMP,MPP,PPP",7-<8,DDM,1,33.33%
VRQ Level 3,253,Building / Construction Operations (General / Combined),20717,1,"*,A,B,C,D,E",2-<3,U,1,100%
VRQ Level 3,253,Building / Construction Operations (General / Combined),20717,1,"*,A,B,C,D,E",3-<4,U,4,100%
VRQ Level 3,253,Building / Construction Operations (General / Combined),20717,1,"*,A,B,C,D,E",4-<5,C,2,16.67%
VRQ Level 3,253,Building / Construction Operations (General / Combined),20717,1,"*,A,B,C,D,E",4-<5,D,2,16.67%
VRQ Level 3,253,Building / Construction Operations (General / Combined),20717,1,"*,A,B,C,D,E",4-<5,E,1,8.33%
VRQ Level 3,253,Building / Construction Operations (General / Combined),20717,1,"*,A,B,C,D,E",4-<5,U,7,58.33%
VRQ Level 3,253,Building / Construction Operations (General / Combined),20717,1,"*,A,B,C,D,E",5-<6,B,4,28.57%
VRQ Level 3,253,Building / Construction Operations (General / Combined),20717,1,"*,A,B,C,D,E",5-<6,C,3,21.43%
VRQ Level 3,253,Building / Construction Operations (General / Combined),20717,1,"*,A,B,C,D,E",5-<6,D,2,14.29%
