qualification_name,qualification_code,subject_name,subject_code,size,grade_structure,prior_attainment_band,grade,count,percentage
Extended Project (Diploma),101,Study Skills,20296,0.3,"*,A,B,C,D,E",<1,C,1,100%
Extended Project (Diploma),101,Study Skills,20296,0.3,"*,A,B,C,D,E",1-<2,*,2,33.33%
Extended Project (Diploma),101,Study Skills,20296,0.3,"*,A,B,C,D,E",1-<2,D,1,16.67%
Extended Project (Diploma),101,Study Skills,20296,0.3,"*,A,B,C,D,E",1-<2,E,1,16.67%
Extended Project (Diploma),101,Study Skills,20296,0.3,"*,A,B,C,D,E",1-<2,U,2,33.33%
Extended Project (Diploma),101,Study Skills,20296,0.3,"*,A,B,C,D,E",2-<3,A,3,7.69%
Extended Project (Diploma),101,Study Skills,20296,0.3,"*,A,B,C,D,E",2-<3,B,4,10.26%
Extended Project (Diploma),101,Study Skills,20296,0.3,"*,A,B,C,D,E",2-<3,C,7,17.95%
Extended Project (Diploma),101,Study Skills,20296,0.3,"*,A,B,C,D,E",2-<3,D,10,25.64%
Extended Project (Diploma),101,Study Skills,20296,0.3,"*,A,B,C,D,E",2-<3,E,6,15.38%
Extended Project (Diploma),101,Study Skills,20296,0.3,"*,A,B,C,D,E",2-<3,U,9,23.08%
Extended Project (Diploma),101,Study Skills,20296,0.3,"*,A,B,C,D,E",3-<4,*,4,1.18%
Extended Project (Diploma),101,Study Skills,20296,0.3,"*,A,B,C,D,E",3-<4,A,12,3.55%
Extended Project (Diploma),101,Study Skills,20296,0.3,"*,A,B,C,D,E",3-<4,B,35,10.36%
Extended Project (Diploma),101,Study Skills,20296,0.3,"*,A,B,C,D,E",3-<4,C,68,20.12%
Extended Project (Diploma),101,Study Skills,20296,0.3,"*,A,B,C,D,E",3-<4,D,72,21.3%
Extended Project (Diploma),101,Study Skills,20296,0.3,"*,A,B,C,D,E",3-<4,E,80,23.67%
Extended Project (Diploma),101,Study Skills,20296,0.3,"*,A,B,C,D,E",3-<4,U,67,19.82%
Extended Project (Diploma),101,Study Skills,20296,0.3,"*,A,B,C,D,E",4-<5,*,28,1.52%
Extended Project (Diploma),101,Study Skills,20296,0.3,"*,A,B,C,D,E",4-<5,A,115,6.26%
Extended Project (Diploma),101,Study Skills,20296,0.3,"*,A,B,C,D,E",4-<5,B,280,15.23%
Extended Project (Diploma),101,Study Skills,20296,0.3,"*,A,B,C,D,E",4-<5,C,418,22.74%
Extended Project (Diploma),101,Study Skills,20296,0.3,"*,A,B,C,D,E",4-<5,D,428,23.29%
Extended Project (Diploma),101,Study Skills,20296,0.3,"*,A,B,C,D,E",4-<5,E,321,17.46%
Extended Project (Diploma),101,Study Skills,20296,0.3,"*,A,B,C,D,E",4-<5,U,248,13.49%
Extended Project (Diploma),101,Study Skills,20296,0.3,"*,A,B,C,D,E",5-<6,*,184,3.43%
Extended Project (Diploma),101,Study Skills,20296,0.3,"*,A,B,C,D,E",5-<6,A,639,11.92%
Extended Project (Diploma),101,Study Skills,20296,0.3,"*,A,B,C,D,E",5-<6,B,1179,21.99%
Extended Project (Diploma),101,Study Skills,20296,0.3,"*,A,B,C,D,E",5-<6,C,1417,26.43%
Extended Project (Diploma),101,Study Skills,20296,0.3,"*,A,B,C,D,E",5-<6,D,1062,19.81%
Extended Project (Diploma),101,Study Skills,20296,0.3,"*,A,B,C,D,E",5-<6,E,564,10.52%
Extended Project (Diploma),101,Study Skills,20296,0.3,"*,A,B,C,D,E",5-<6,U,316,5.89%
Extended Project (Diploma),101,Study Skills,20296,0.3,"*,A,B,C,D,E",6-<7,*,708,7.49%
Extended Project (Diploma),101,Study Skills,20296,0.3,"*,A,B,C,D,E",6-<7,A,2133,22.57%
Extended Project (Diploma),101,Study Skills,20296,0.3,"*,A,B,C,D,E",6-<7,B,2547,26.95%
Extended Project (Diploma),101,Study Skills,20296,0.3,"*,A,B,C,D,E",6-<7,C,2167,22.93%
Extended Project (Diploma),101,Study Skills,20296,0.3,"*,A,B,C,D,E",6-<7,D,1151,12.18%
Extended Project (Diploma),101,Study Skills,20296,0.3,"*,A,B,C,D,E",6-<7,E,510,5.4%
Extended Project (Diploma),101,Study Skills,20296,0.3,"*,A,B,C,D,E",6-<7,U,235,2.49%
Extended Project (Diploma),101,Study Skills,20296,0.3,"*,A,B,C,D,E",7-<8,*,2056,16.89%
Extended Project (Diploma),101,Study Skills,20296,0.3,"*,A,B,C,D,E",7-<8,A,4030,33.11%
Extended Project (Diploma),101,Study Skills,20296,0.3,"*,A,B,C,D,E",7-<8,B,3080,25.31%
Extended Project (Diploma),101,Study Skills,20296,0.3,"*,A,B,C,D,E",7-<8,C,1925,15.82%
Extended Project (Diploma),101,Study Skills,20296,0.3,"*,A,B,C,D,E",7-<8,D,727,5.97%
Extended Project (Diploma),101,Study Skills,20296,0.3,"*,A,B,C,D,E",7-<8,E,240,1.97%
Extended Project (Diploma),101,Study Skills,20296,0.3,"*,A,B,C,D,E",7-<8,U,112,0.92%
Extended Project (Diploma),101,Study Skills,20296,0.3,"*,A,B,C,D,E",8-<9,*,4503,36.26%
Extended Project (Diploma),101,Study Skills,20296,0.3,"*,A,B,C,D,E",8-<9,A,4540,36.55%
Extended Project (Diploma),101,Study Skills,20296,0.3,"*,A,B,C,D,E",8-<9,B,2178,17.54%
Extended Project (Diploma),101,Study Skills,20296,0.3,"*,A,B,C,D,E",8-<9,C,875,7.05%
Extended Project (Diploma),101,Study Skills,20296,0.3,"*,A,B,C,D,E",8-<9,D,220,1.77%
Extended Project (Diploma),101,Study Skills,20296,0.3,"*,A,B,C,D,E",8-<9,E,66,0.53%
Extended Project (Diploma),101,Study Skills,20296,0.3,"*,A,B,C,D,E",8-<9,U,38,0.31%
Extended Project (Diploma),101,Study Skills,20296,0.3,"*,A,B,C,D,E",9>=,*,1634,59.33%
Extended Project (Diploma),101,Study Skills,20296,0.3,"*,A,B,C,D,E",9>=,A,831,30.17%
Extended Project (Diploma),101,Study Skills,20296,0.3,"*,A,B,C,D,E",9>=,B,213,7.73%
Extended Project (Diploma),101,Study Skills,20296,0.3,"*,A,B,C,D,E",9>=,C,62,2.25%
Extended Project (Diploma),101,Study Skills,20296,0.3,"*,A,B,C,D,E",9>=,D,11,0.4%
Extended Project (Diploma),101,Study Skills,20296,0.3,"*,A,B,C,D,E",9>=,E,1,0.04%
Extended Project (Diploma),101,Study Skills,20296,0.3,"*,A,B,C,D,E",9>=,U,2,0.07%
GCE A level,111,Biology,11010,1,"*,A,B,C,D,E",<1,B,1,100%
GCE A level,111,Biology,11010,1,"*,A,B,C,D,E",1-<2,A,2,100%
GCE A level,111,Biology,11010,1,"*,A,B,C,D,E",2-<3,B,1,10%
GCE A level,111,Biology,11010,1,"*,A,B,C,D,E",2-<3,C,1,10%
GCE A level,111,Biology,11010,1,"*,A,B,C,D,E",2-<3,D,1,10%
GCE A level,111,Biology,11010,1,"*,A,B,C,D,E",2-<3,U,7,70%
GCE A level,111,Biology,11010,1,"*,A,B,C,D,E",3-<4,B,4,3.48%
GCE A level,111,Biology,11010,1,"*,A,B,C,D,E",3-<4,C,8,6.96%
GCE A level,111,Biology,11010,1,"*,A,B,C,D,E",3-<4,D,18,15.65%
GCE A level,111,Biology,11010,1,"*,A,B,C,D,E",3-<4,E,27,23.48%
GCE A level,111,Biology,11010,1,"*,A,B,C,D,E",3-<4,U,58,50.43%
GCE A level,111,Biology,11010,1,"*,A,B,C,D,E",4-<5,*,1,0.08%
GCE A level,111,Biology,11010,1,"*,A,B,C,D,E",4-<5,A,6,0.47%
GCE A level,111,Biology,11010,1,"*,A,B,C,D,E",4-<5,B,46,3.62%
GCE A level,111,Biology,11010,1,"*,A,B,C,D,E",4-<5,C,97,7.64%
GCE A level,111,Biology,11010,1,"*,A,B,C,D,E",4-<5,D,272,21.42%
GCE A level,111,Biology,11010,1,"*,A,B,C,D,E",4-<5,E,436,34.33%
GCE A level,111,Biology,11010,1,"*,A,B,C,D,E",4-<5,U,412,32.44%
GCE A level,111,Biology,11010,1,"*,A,B,C,D,E",5-<6,*,12,0.17%
GCE A level,111,Biology,11010,1,"*,A,B,C,D,E",5-<6,A,99,1.41%
GCE A level,111,Biology,11010,1,"*,A,B,C,D,E",5-<6,B,408,5.82%
GCE A level,111,Biology,11010,1,"*,A,B,C,D,E",5-<6,C,1163,16.6%
GCE A level,111,Biology,11010,1,"*,A,B,C,D,E",5-<6,D,1969,28.11%
GCE A level,111,Biology,11010,1,"*,A,B,C,D,E",5-<6,E,2289,32.68%
GCE A level,111,Biology,11010,1,"*,A,B,C,D,E",5-<6,U,1065,15.2%
GCE A level,111,Biology,11010,1,"*,A,B,C,D,E",6-<7,*,60,0.38%
GCE A level,111,Biology,11010,1,"*,A,B,C,D,E",6-<7,A,752,4.71%
GCE A level,111,Biology,11010,1,"*,A,B,C,D,E",6-<7,B,2487,15.58%
GCE A level,111,Biology,11010,1,"*,A,B,C,D,E",6-<7,C,4263,26.7%
GCE A level,111,Biology,11010,1,"*,A,B,C,D,E",6-<7,D,4653,29.14%
GCE A level,111,Biology,11010,1,"*,A,B,C,D,E",6-<7,E,2928,18.34%
GCE A level,111,Biology,11010,1,"*,A,B,C,D,E",6-<7,U,824,5.16%
GCE A level,111,Biology,11010,1,"*,A,B,C,D,E",7-<8,*,498,2.56%
GCE A level,111,Biology,11010,1,"*,A,B,C,D,E",7-<8,A,3317,17.05%
GCE A level,111,Biology,11010,1,"*,A,B,C,D,E",7-<8,B,6052,31.1%
GCE A level,111,Biology,11010,1,"*,A,B,C,D,E",7-<8,C,5177,26.6%
GCE A level,111,Biology,11010,1,"*,A,B,C,D,E",7-<8,D,3123,16.05%
GCE A level,111,Biology,11010,1,"*,A,B,C,D,E",7-<8,E,1100,5.65%
GCE A level,111,Biology,11010,1,"*,A,B,C,D,E",7-<8,U,192,0.99%
GCE A level,111,Biology,11010,1,"*,A,B,C,D,E",8-<9,*,3440,20.46%
GCE A level,111,Biology,11010,1,"*,A,B,C,D,E",8-<9,A,6388,37.99%
GCE A level,111,Biology,11010,1,"*,A,B,C,D,E",8-<9,B,4387,26.09%
GCE A level,111,Biology,11010,1,"*,A,B,C,D,E",8-<9,C,1859,11.06%
GCE A level,111,Biology,11010,1,"*,A,B,C,D,E",8-<9,D,618,3.68%
GCE A level,111,Biology,11010,1,"*,A,B,C,D,E",8-<9,E,104,0.62%
GCE A level,111,Biology,11010,1,"*,A,B,C,D,E",8-<9,U,18,0.11%
GCE A level,111,Biology,11010,1,"*,A,B,C,D,E",9>=,*,1650,58.18%
GCE A level,111,Biology,11010,1,"*,A,B,C,D,E",9>=,A,818,28.84%
GCE A level,111,Biology,11010,1,"*,A,B,C,D,E",9>=,B,284,10.01%
GCE A level,111,Biology,11010,1,"*,A,B,C,D,E",9>=,C,63,2.22%
GCE A level,111,Biology,11010,1,"*,A,B,C,D,E",9>=,D,13,0.46%
GCE A level,111,Biology,11010,1,"*,A,B,C,D,E",9>=,E,7,0.25%
GCE A level,111,Biology,11010,1,"*,A,B,C,D,E",9>=,U,1,0.04%
GCE A level,111,Chemistry,11110,1,"*,A,B,C,D,E",<1,C,1,50%
GCE A level,111,Chemistry,11110,1,"*,A,B,C,D,E",<1,D,1,50%
GCE A level,111,Chemistry,11110,1,"*,A,B,C,D,E",1-<2,A,1,50%
GCE A level,111,Chemistry,11110,1,"*,A,B,C,D,E",1-<2,B,1,50%
GCE A level,111,Chemistry,11110,1,"*,A,B,C,D,E",2-<3,A,1,11.11%
GCE A level,111,Chemistry,11110,1,"*,A,B,C,D,E",2-<3,C,1,11.11%
GCE A level,111,Chemistry,11110,1,"*,A,B,C,D,E",2-<3,E,3,33.33%
GCE A level,111,Chemistry,11110,1,"*,A,B,C,D,E",2-<3,U,4,44.44%
GCE A level,111,Chemistry,11110,1,"*,A,B,C,D,E",3-<4,*,1,1.03%
GCE A level,111,Chemistry,11110,1,"*,A,B,C,D,E",3-<4,A,1,1.03%
GCE A level,111,Chemistry,11110,1,"*,A,B,C,D,E",3-<4,B,7,7.22%
GCE A level,111,Chemistry,11110,1,"*,A,B,C,D,E",3-<4,C,4,4.12%
GCE A level,111,Chemistry,11110,1,"*,A,B,C,D,E",3-<4,D,31,31.96%
GCE A level,111,Chemistry,11110,1,"*,A,B,C,D,E",3-<4,E,25,25.77%
GCE A level,111,Chemistry,11110,1,"*,A,B,C,D,E",3-<4,U,28,28.87%
GCE A level,111,Chemistry,11110,1,"*,A,B,C,D,E",4-<5,A,10,1.29%
GCE A level,111,Chemistry,11110,1,"*,A,B,C,D,E",4-<5,B,43,5.54%
GCE A level,111,Chemistry,11110,1,"*,A,B,C,D,E",4-<5,C,84,10.82%
GCE A level,111,Chemistry,11110,1,"*,A,B,C,D,E",4-<5,D,164,21.13%
GCE A level,111,Chemistry,11110,1,"*,A,B,C,D,E",4-<5,E,238,30.67%
GCE A level,111,Chemistry,11110,1,"*,A,B,C,D,E",4-<5,U,237,30.54%
GCE A level,111,Chemistry,11110,1,"*,A,B,C,D,E",5-<6,*,7,0.17%
GCE A level,111,Chemistry,11110,1,"*,A,B,C,D,E",5-<6,A,103,2.52%
GCE A level,111,Chemistry,11110,1,"*,A,B,C,D,E",5-<6,B,322,7.87%
GCE A level,111,Chemistry,11110,1,"*,A,B,C,D,E",5-<6,C,656,16.03%
GCE A level,111,Chemistry,11110,1,"*,A,B,C,D,E",5-<6,D,1063,25.98%
GCE A level,111,Chemistry,11110,1,"*,A,B,C,D,E",5-<6,E,1254,30.65%
GCE A level,111,Chemistry,11110,1,"*,A,B,C,D,E",5-<6,U,687,16.79%
GCE A level,111,Chemistry,11110,1,"*,A,B,C,D,E",6-<7,*,59,0.57%
GCE A level,111,Chemistry,11110,1,"*,A,B,C,D,E",6-<7,A,621,5.97%
GCE A level,111,Chemistry,11110,1,"*,A,B,C,D,E",6-<7,B,1650,15.87%
GCE A level,111,Chemistry,11110,1,"*,A,B,C,D,E",6-<7,C,2486,23.92%
GCE A level,111,Chemistry,11110,1,"*,A,B,C,D,E",6-<7,D,2762,26.57%
GCE A level,111,Chemistry,11110,1,"*,A,B,C,D,E",6-<7,E,2098,20.18%
GCE A level,111,Chemistry,11110,1,"*,A,B,C,D,E",6-<7,U,719,6.92%
GCE A level,111,Chemistry,11110,1,"*,A,B,C,D,E",7-<8,*,368,2.36%
GCE A level,111,Chemistry,11110,1,"*,A,B,C,D,E",7-<8,A,2772,17.8%
GCE A level,111,Chemistry,11110,1,"*,A,B,C,D,E",7-<8,B,4387,28.17%
GCE A level,111,Chemistry,11110,1,"*,A,B,C,D,E",7-<8,C,3819,24.52%
GCE A level,111,Chemistry,11110,1,"*,A,B,C,D,E",7-<8,D,2671,17.15%
GCE A level,111,Chemistry,11110,1,"*,A,B,C,D,E",7-<8,E,1289,8.28%
GCE A level,111,Chemistry,11110,1,"*,A,B,C,D,E",7-<8,U,269,1.73%
GCE A level,111,Chemistry,11110,1,"*,A,B,C,D,E",8-<9,*,2611,15.25%
GCE A level,111,Chemistry,11110,1,"*,A,B,C,D,E",8-<9,A,6746,39.39%
GCE A level,111,Chemistry,11110,1,"*,A,B,C,D,E",8-<9,B,4497,26.26%
GCE A level,111,Chemistry,11110,1,"*,A,B,C,D,E",8-<9,C,2106,12.3%
GCE A level,111,Chemistry,11110,1,"*,A,B,C,D,E",8-<9,D,865,5.05%
GCE A level,111,Chemistry,11110,1,"*,A,B,C,D,E",8-<9,E,255,1.49%
GCE A level,111,Chemistry,11110,1,"*,A,B,C,D,E",8-<9,U,45,0.26%
GCE A level,111,Chemistry,11110,1,"*,A,B,C,D,E",9>=,*,1731,45.65%
GCE A level,111,Chemistry,11110,1,"*,A,B,C,D,E",9>=,A,1500,39.56%
GCE A level,111,Chemistry,11110,1,"*,A,B,C,D,E",9>=,B,400,10.55%
GCE A level,111,Chemistry,11110,1,"*,A,B,C,D,E",9>=,C,117,3.09%
GCE A level,111,Chemistry,11110,1,"*,A,B,C,D,E",9>=,D,33,0.87%
GCE A level,111,Chemistry,11110,1,"*,A,B,C,D,E",9>=,E,8,0.21%
GCE A level,111,Chemistry,11110,1,"*,A,B,C,D,E",9>=,U,3,0.08%
GCE A level,111,Physics,11210,1,"*,A,B,C,D,E",<1,E,1,100%
GCE A level,111,Physics,11210,1,"*,A,B,C,D,E",2-<3,*,1,9.09%
GCE A level,111,Physics,11210,1,"*,A,B,C,D,E",2-<3,C,1,9.09%
GCE A level,111,Physics,11210,1,"*,A,B,C,D,E",2-<3,D,4,36.36%
GCE A level,111,Physics,11210,1,"*,A,B,C,D,E",2-<3,E,1,9.09%
GCE A level,111,Physics,11210,1,"*,A,B,C,D,E",2-<3,U,4,36.36%
GCE A level,111,Physics,11210,1,"*,A,B,C,D,E",3-<4,*,1,1.67%
GCE A level,111,Physics,11210,1,"*,A,B,C,D,E",3-<4,A,3,5%
GCE A level,111,Physics,11210,1,"*,A,B,C,D,E",3-<4,B,3,5%
GCE A level,111,Physics,11210,1,"*,A,B,C,D,E",3-<4,C,4,6.67%
GCE A level,111,Physics,11210,1,"*,A,B,C,D,E",3-<4,D,12,20%
GCE A level,111,Physics,11210,1,"*,A,B,C,D,E",3-<4,E,18,30%
GCE A level,111,Physics,11210,1,"*,A,B,C,D,E",3-<4,U,19,31.67%
GCE A level,111,Physics,11210,1,"*,A,B,C,D,E",4-<5,*,2,0.38%
GCE A level,111,Physics,11210,1,"*,A,B,C,D,E",4-<5,A,7,1.32%
GCE A level,111,Physics,11210,1,"*,A,B,C,D,E",4-<5,B,18,3.39%
GCE A level,111,Physics,11210,1,"*,A,B,C,D,E",4-<5,C,49,9.23%
GCE A level,111,Physics,11210,1,"*,A,B,C,D,E",4-<5,D,110,20.72%
GCE A level,111,Physics,11210,1,"*,A,B,C,D,E",4-<5,E,172,32.39%
GCE A level,111,Physics,11210,1,"*,A,B,C,D,E",4-<5,U,173,32.58%
GCE A level,111,Physics,11210,1,"*,A,B,C,D,E",5-<6,*,6,0.19%
GCE A level,111,Physics,11210,1,"*,A,B,C,D,E",5-<6,A,46,1.49%
GCE A level,111,Physics,11210,1,"*,A,B,C,D,E",5-<6,B,208,6.74%
GCE A level,111,Physics,11210,1,"*,A,B,C,D,E",5-<6,C,488,15.82%
GCE A level,111,Physics,11210,1,"*,A,B,C,D,E",5-<6,D,782,25.35%
GCE A level,111,Physics,11210,1,"*,A,B,C,D,E",5-<6,E,985,31.93%
GCE A level,111,Physics,11210,1,"*,A,B,C,D,E",5-<6,U,570,18.48%
GCE A level,111,Physics,11210,1,"*,A,B,C,D,E",6-<7,*,52,0.7%
GCE A level,111,Physics,11210,1,"*,A,B,C,D,E",6-<7,A,476,6.4%
GCE A level,111,Physics,11210,1,"*,A,B,C,D,E",6-<7,B,1143,15.36%
GCE A level,111,Physics,11210,1,"*,A,B,C,D,E",6-<7,C,1754,23.57%
GCE A level,111,Physics,11210,1,"*,A,B,C,D,E",6-<7,D,2018,27.12%
GCE A level,111,Physics,11210,1,"*,A,B,C,D,E",6-<7,E,1478,19.86%
GCE A level,111,Physics,11210,1,"*,A,B,C,D,E",6-<7,U,521,7%
GCE A level,111,Physics,11210,1,"*,A,B,C,D,E",7-<8,*,415,4.3%
GCE A level,111,Physics,11210,1,"*,A,B,C,D,E",7-<8,A,1839,19.04%
GCE A level,111,Physics,11210,1,"*,A,B,C,D,E",7-<8,B,2505,25.94%
GCE A level,111,Physics,11210,1,"*,A,B,C,D,E",7-<8,C,2360,24.44%
GCE A level,111,Physics,11210,1,"*,A,B,C,D,E",7-<8,D,1651,17.1%
GCE A level,111,Physics,11210,1,"*,A,B,C,D,E",7-<8,E,728,7.54%
GCE A level,111,Physics,11210,1,"*,A,B,C,D,E",7-<8,U,159,1.65%
GCE A level,111,Physics,11210,1,"*,A,B,C,D,E",8-<9,*,2048,20.93%
GCE A level,111,Physics,11210,1,"*,A,B,C,D,E",8-<9,A,3627,37.07%
GCE A level,111,Physics,11210,1,"*,A,B,C,D,E",8-<9,B,2280,23.3%
GCE A level,111,Physics,11210,1,"*,A,B,C,D,E",8-<9,C,1165,11.91%
GCE A level,111,Physics,11210,1,"*,A,B,C,D,E",8-<9,D,506,5.17%
GCE A level,111,Physics,11210,1,"*,A,B,C,D,E",8-<9,E,133,1.36%
GCE A level,111,Physics,11210,1,"*,A,B,C,D,E",8-<9,U,26,0.27%
GCE A level,111,Physics,11210,1,"*,A,B,C,D,E",9>=,*,1119,52.49%
GCE A level,111,Physics,11210,1,"*,A,B,C,D,E",9>=,A,674,31.61%
GCE A level,111,Physics,11210,1,"*,A,B,C,D,E",9>=,B,247,11.59%
GCE A level,111,Physics,11210,1,"*,A,B,C,D,E",9>=,C,70,3.28%
GCE A level,111,Physics,11210,1,"*,A,B,C,D,E",9>=,D,15,0.7%
GCE A level,111,Physics,11210,1,"*,A,B,C,D,E",9>=,E,7,0.33%
GCE A level,111,Electronics,11730,1,"*,A,B,C,D,E",3-<4,E,2,66.67%
GCE A level,111,Electronics,11730,1,"*,A,B,C,D,E",3-<4,U,1,33.33%
GCE A level,111,Electronics,11730,1,"*,A,B,C,D,E",4-<5,A,1,2%
GCE A level,111,Electronics,11730,1,"*,A,B,C,D,E",4-<5,C,14,28%
GCE A level,111,Electronics,11730,1,"*,A,B,C,D,E",4-<5,D,17,34%
GCE A level,111,Electronics,11730,1,"*,A,B,C,D,E",4-<5,E,11,22%
GCE A level,111,Electronics,11730,1,"*,A,B,C,D,E",4-<5,U,7,14%
GCE A level,111,Electronics,11730,1,"*,A,B,C,D,E",5-<6,*,1,0.85%
GCE A level,111,Electronics,11730,1,"*,A,B,C,D,E",5-<6,A,12,10.17%
GCE A level,111,Electronics,11730,1,"*,A,B,C,D,E",5-<6,B,28,23.73%
GCE A level,111,Electronics,11730,1,"*,A,B,C,D,E",5-<6,C,30,25.42%
GCE A level,111,Electronics,11730,1,"*,A,B,C,D,E",5-<6,D,28,23.73%
GCE A level,111,Electronics,11730,1,"*,A,B,C,D,E",5-<6,E,15,12.71%
GCE A level,111,Electronics,11730,1,"*,A,B,C,D,E",5-<6,U,4,3.39%
GCE A level,111,Electronics,11730,1,"*,A,B,C,D,E",6-<7,*,15,8.82%
GCE A level,111,Electronics,11730,1,"*,A,B,C,D,E",6-<7,A,48,28.24%
GCE A level,111,Electronics,11730,1,"*,A,B,C,D,E",6-<7,B,35,20.59%
GCE A level,111,Electronics,11730,1,"*,A,B,C,D,E",6-<7,C,35,20.59%
GCE A level,111,Electronics,11730,1,"*,A,B,C,D,E",6-<7,D,18,10.59%
GCE A level,111,Electronics,11730,1,"*,A,B,C,D,E",6-<7,E,12,7.06%
GCE A level,111,Electronics,11730,1,"*,A,B,C,D,E",6-<7,U,7,4.12%
GCE A level,111,Electronics,11730,1,"*,A,B,C,D,E",7-<8,*,19,19%
GCE A level,111,Electronics,11730,1,"*,A,B,C,D,E",7-<8,A,36,36%
GCE A level,111,Electronics,11730,1,"*,A,B,C,D,E",7-<8,B,21,21%
GCE A level,111,Electronics,11730,1,"*,A,B,C,D,E",7-<8,C,14,14%
GCE A level,111,Electronics,11730,1,"*,A,B,C,D,E",7-<8,D,4,4%
GCE A level,111,Electronics,11730,1,"*,A,B,C,D,E",7-<8,E,3,3%
GCE A level,111,Electronics,11730,1,"*,A,B,C,D,E",7-<8,U,3,3%
GCE A level,111,Electronics,11730,1,"*,A,B,C,D,E",8-<9,*,51,64.56%
GCE A level,111,Electronics,11730,1,"*,A,B,C,D,E",8-<9,A,19,24.05%
GCE A level,111,Electronics,11730,1,"*,A,B,C,D,E",8-<9,B,7,8.86%
GCE A level,111,Electronics,11730,1,"*,A,B,C,D,E",8-<9,C,2,2.53%
GCE A level,111,Electronics,11730,1,"*,A,B,C,D,E",9>=,*,13,100%
GCE A level,111,Environmental Science,11750,1,"*,A,B,C,D,E",3-<4,D,2,22.22%
GCE A level,111,Environmental Science,11750,1,"*,A,B,C,D,E",3-<4,E,3,33.33%
GCE A level,111,Environmental Science,11750,1,"*,A,B,C,D,E",3-<4,U,4,44.44%
GCE A level,111,Environmental Science,11750,1,"*,A,B,C,D,E",4-<5,B,1,0.75%
GCE A level,111,Environmental Science,11750,1,"*,A,B,C,D,E",4-<5,C,17,12.78%
GCE A level,111,Environmental Science,11750,1,"*,A,B,C,D,E",4-<5,D,41,30.83%
GCE A level,111,Environmental Science,11750,1,"*,A,B,C,D,E",4-<5,E,39,29.32%
GCE A level,111,Environmental Science,11750,1,"*,A,B,C,D,E",4-<5,U,35,26.32%
GCE A level,111,Environmental Science,11750,1,"*,A,B,C,D,E",5-<6,*,1,0.24%
GCE A level,111,Environmental Science,11750,1,"*,A,B,C,D,E",5-<6,A,5,1.22%
GCE A level,111,Environmental Science,11750,1,"*,A,B,C,D,E",5-<6,B,33,8.07%
GCE A level,111,Environmental Science,11750,1,"*,A,B,C,D,E",5-<6,C,114,27.87%
GCE A level,111,Environmental Science,11750,1,"*,A,B,C,D,E",5-<6,D,128,31.3%
GCE A level,111,Environmental Science,11750,1,"*,A,B,C,D,E",5-<6,E,86,21.03%
GCE A level,111,Environmental Science,11750,1,"*,A,B,C,D,E",5-<6,U,42,10.27%
GCE A level,111,Environmental Science,11750,1,"*,A,B,C,D,E",6-<7,*,3,0.59%
GCE A level,111,Environmental Science,11750,1,"*,A,B,C,D,E",6-<7,A,33,6.46%
GCE A level,111,Environmental Science,11750,1,"*,A,B,C,D,E",6-<7,B,113,22.11%
GCE A level,111,Environmental Science,11750,1,"*,A,B,C,D,E",6-<7,C,173,33.86%
GCE A level,111,Environmental Science,11750,1,"*,A,B,C,D,E",6-<7,D,126,24.66%
GCE A level,111,Environmental Science,11750,1,"*,A,B,C,D,E",6-<7,E,59,11.55%
GCE A level,111,Environmental Science,11750,1,"*,A,B,C,D,E",6-<7,U,4,0.78%
GCE A level,111,Environmental Science,11750,1,"*,A,B,C,D,E",7-<8,*,14,4.05%
GCE A level,111,Environmental Science,11750,1,"*,A,B,C,D,E",7-<8,A,57,16.47%
GCE A level,111,Environmental Science,11750,1,"*,A,B,C,D,E",7-<8,B,116,33.53%
GCE A level,111,Environmental Science,11750,1,"*,A,B,C,D,E",7-<8,C,97,28.03%
GCE A level,111,Environmental Science,11750,1,"*,A,B,C,D,E",7-<8,D,48,13.87%
GCE A level,111,Environmental Science,11750,1,"*,A,B,C,D,E",7-<8,E,11,3.18%
GCE A level,111,Environmental Science,11750,1,"*,A,B,C,D,E",7-<8,U,3,0.87%
GCE A level,111,Environmental Science,11750,1,"*,A,B,C,D,E",8-<9,*,46,31.94%
GCE A level,111,Environmental Science,11750,1,"*,A,B,C,D,E",8-<9,A,53,36.81%
GCE A level,111,Environmental Science,11750,1,"*,A,B,C,D,E",8-<9,B,34,23.61%
GCE A level,111,Environmental Science,11750,1,"*,A,B,C,D,E",8-<9,C,8,5.56%
GCE A level,111,Environmental Science,11750,1,"*,A,B,C,D,E",8-<9,D,3,2.08%
GCE A level,111,Environmental Science,11750,1,"*,A,B,C,D,E",9>=,*,2,50%
GCE A level,111,Environmental Science,11750,1,"*,A,B,C,D,E",9>=,D,2,50%
GCE A level,111,Geology,11770,1,"*,A,B,C,D,E",2-<3,B,1,100%
GCE A level,111,Geology,11770,1,"*,A,B,C,D,E",3-<4,B,1,16.67%
GCE A level,111,Geology,11770,1,"*,A,B,C,D,E",3-<4,E,2,33.33%
GCE A level,111,Geology,11770,1,"*,A,B,C,D,E",3-<4,U,3,50%
GCE A level,111,Geology,11770,1,"*,A,B,C,D,E",4-<5,C,13,20.97%
GCE A level,111,Geology,11770,1,"*,A,B,C,D,E",4-<5,D,23,37.1%
GCE A level,111,Geology,11770,1,"*,A,B,C,D,E",4-<5,E,21,33.87%
GCE A level,111,Geology,11770,1,"*,A,B,C,D,E",4-<5,U,5,8.06%
