RECTYPE,LEA,ESTAB,URN,SCHNAME,NFTYPE,FEEDER,ICLOSE,ALL_SCORE,ALL_UPPER,ALL_LOWER,ALL_COHORT,ALL_PROGRESSED,ALL_APPREN,ALL_HE,ALL_TOP3RD,ALL_RUSSELL,ALL_OXBRIDGE,ALL_HTECH,ACADAGEN_COHORT,ACADAGEN_PROGRESSED,ACADAGEN_SCORE,ACADAGEN_UPPER,ACADAGEN_LOWER,TLEV_COHORT,TLEV_PROGRESSED,TLEV_SCORE,TLEV_UPPER,TLEV_LOWER,OTHER_COHORT,OTHER_PROGRESSED,OTHER_SCORE,OTHER_UPPER,OTHER_LOWER,DIS_PROGRESSED,DIS_APPREN,DIS_HE,DIS_TOP3RD,DIS_RUSSELL,DIS_OXBRIDGE,DIS_HTECH
1,307,6905,134369,Alec Reed Academy,AC,0,0,7,16,-2,79,68%,0%,68%,4%,3%,0%,0%,79,68%,7,16,-2,0,0%,NA,NA,NA,0,0%,NA,NA,NA,66%,0%,66%,0%,0%,0%,0%
LA,307,,,,,,,12,NA,NA,1630,86%,1%,84%,24%,21%,1%,1%,1560,86%,11,NA,NA,0,0%,NA,NA,NA,70,81%,38,NA,NA,85%,1%,83%,27%,24%,1%,1%
1,308,4007,143197,Edmonton County School,ACC,0,0,20,29,10,79,90%,0%,89%,15%,13%,0%,1%,78,91%,20,29,10,0,0%,NA,NA,NA,1,SUPP,SUPP,SUPP,SUPP,89%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,308,4015,136327,Kingsmead School,ACC,0,0,11,19,2,93,84%,8%,76%,18%,15%,0%,0%,93,84%,11,19,2,0,0%,NA,NA,NA,0,0%,NA,NA,NA,87%,0%,87%,22%,15%,0%,0%
1,308,4026,102045,Winchmore School,CY,0,0,10,16,3,155,76%,1%,73%,12%,12%,1%,3%,140,79%,11,17,4,4,SUPP,SUPP,SUPP,SUPP,11,27%,-13,15,-41,80%,SUPP,75%,12%,12%,SUPP,SUPP
1,308,4029,142727,Southgate School,ACC,0,0,3,10,-4,132,76%,0%,73%,23%,20%,1%,2%,130,76%,3,10,-4,0,0%,NA,NA,NA,2,SUPP,SUPP,SUPP,SUPP,71%,0%,71%,18%,18%,SUPP,0%
1,308,4030,102048,Enfield County School for Girls,CY,0,0,17,25,8,96,92%,0%,91%,16%,14%,1%,1%,96,92%,17,25,8,0,0%,NA,NA,NA,0,0%,NA,NA,NA,92%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,308,4037,102049,Chace Community School,CY,0,0,1,10,-8,77,66%,0%,62%,12%,12%,0%,4%,77,66%,1,10,-8,0,0%,NA,NA,NA,0,0%,NA,NA,NA,78%,0%,78%,17%,17%,0%,0%
1,308,4038,144084,The Lea Valley Academy,ACC,0,0,15,23,6,111,76%,0%,76%,6%,6%,0%,0%,110,75%,15,22,7,0,0%,NA,NA,NA,1,SUPP,SUPP,SUPP,SUPP,77%,0%,77%,SUPP,SUPP,0%,0%
1,308,4043,132256,Highlands School,CY,0,0,14,20,7,164,85%,4%,79%,22%,16%,0%,2%,147,87%,13,19,6,17,65%,26,49,2,0,0%,NA,NA,NA,92%,4%,83%,0%,0%,0%,4%
1,308,4702,102052,Bishop Stopford's School,VA,0,0,19,38,0,20,85%,0%,80%,0%,0%,0%,5%,19,89%,22,40,3,1,SUPP,SUPP,SUPP,SUPP,0,0%,NA,NA,NA,100%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,308,4706,102053,St Anne's Catholic High School for Girls,VA,0,0,18,27,8,84,90%,0%,90%,12%,11%,0%,0%,84,90%,18,26,9,0,0%,NA,NA,NA,0,0%,NA,NA,NA,83%,0%,83%,6%,6%,0%,0%
1,308,5400,102055,The Latymer School,VA,0,0,5,10,0,213,97%,SP,96%,73%,68%,10%,0%,213,97%,5,10,0,0,0%,NA,NA,NA,0,0%,NA,NA,NA,100%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,308,5403,102058,St Ignatius College,VA,0,0,14,22,5,90,87%,2%,83%,24%,24%,2%,1%,90,87%,14,22,5,0,0%,NA,NA,NA,0,0%,NA,NA,NA,88%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,308,5404,137094,Enfield Grammar School,ACC,0,0,17,25,8,94,86%,1%,83%,21%,21%,3%,2%,94,86%,17,25,8,0,0%,NA,NA,NA,0,0%,NA,NA,NA,79%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,308,6905,134311,Oasis Academy Enfield,AC,0,0,9,24,-6,30,73%,0%,70%,0%,0%,0%,3%,30,73%,9,23,-5,0,0%,NA,NA,NA,0,0%,NA,NA,NA,75%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,308,6906,135958,Oasis Academy Hadley,AC,0,0,18,28,7,69,83%,0%,83%,26%,23%,0%,0%,69,83%,18,27,8,0,0%,NA,NA,NA,0,0%,NA,NA,NA,83%,0%,83%,24%,20%,0%,0%
1,308,6907,136147,Aylward Academy,AC,0,0,16,26,5,61,82%,0%,80%,11%,11%,0%,2%,61,82%,16,26,5,0,0%,NA,NA,NA,0,0%,NA,NA,NA,88%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,308,8300,130438,Capel Manor College,Agriculture and Horticulture College,0,0,-2,6,-10,91,44%,0%,29%,5%,5%,0%,15%,0,0%,NA,NA,NA,4,SUPP,SUPP,SUPP,SUPP,87,45%,-1,9,-11,46%,0%,38%,4%,4%,0%,8%
LA,308,,,,,,,11,NA,NA,1688,82%,1%,78%,23%,21%,2%,2%,1559,84%,12,NA,NA,27,63%,22,NA,NA,102,43%,-2,NA,NA,82%,1%,78%,26%,24%,2%,2%
1,320,4001,138859,South Chingford Foundation School,AC,0,0,0,22,-22,14,57%,0%,57%,0%,0%,0%,0%,14,57%,0,21,-21,0,0%,NA,NA,NA,0,0%,NA,NA,NA,57%,0%,57%,0%,0%,0%,0%
1,320,4003,141030,Big Creative Academy,F1619,0,0,14,22,5,97,56%,0%,55%,1%,1%,0%,1%,1,SUPP,SUPP,SUPP,SUPP,0,0%,NA,NA,NA,96,55%,14,23,4,51%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,320,4063,103097,Heathcote School & Science College,CY,0,0,6,14,-2,102,75%,1%,72%,18%,16%,0%,2%,102,75%,6,14,-2,0,0%,NA,NA,NA,0,0%,NA,NA,NA,79%,SUPP,72%,17%,17%,0%,SUPP
1,320,4064,143385,Norlington School and 6th Form,ACC,0,0,0,17,-17,25,76%,0%,76%,20%,20%,0%,0%,25,76%,0,16,-16,0,0%,NA,NA,NA,0,0%,NA,NA,NA,79%,0%,79%,SUPP,SUPP,0%,0%
1,320,4076,145708,Lammas School and Sixth Form,ACC,0,0,11,27,-5,26,85%,0%,85%,4%,4%,0%,0%,26,85%,11,26,-4,0,0%,NA,NA,NA,0,0%,NA,NA,NA,75%,0%,75%,SUPP,SUPP,0%,0%
1,320,4603,103106,Holy Family Catholic School,VA,0,0,9,18,0,88,82%,2%,80%,14%,13%,1%,0%,88,82%,9,17,0,0,0%,NA,NA,NA,0,0%,NA,NA,NA,88%,0%,88%,12%,8%,SUPP,0%
1,320,5400,137558,Highams Park School,ACC,0,0,14,21,6,145,83%,1%,81%,21%,18%,0%,1%,140,84%,13,19,6,5,SUPP,SUPP,SUPP,SUPP,0,0%,NA,NA,NA,81%,SUPP,78%,13%,9%,0%,SUPP
1,320,5401,138691,Chingford Foundation School,ACC,0,0,-5,3,-13,111,71%,5%,67%,27%,23%,0%,0%,102,75%,-4,4,-12,0,0%,NA,NA,NA,9,22%,-21,10,-52,81%,0%,81%,33%,33%,0%,0%
1,320,6905,132727,Walthamstow Academy,AC,0,0,9,18,0,74,85%,0%,84%,42%,41%,3%,1%,74,85%,9,18,0,0,0%,NA,NA,NA,0,0%,NA,NA,NA,85%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,320,8001,130456,Waltham Forest College,General Further Education College,0,0,16,21,10,214,54%,0%,50%,2%,1%,0%,4%,2,SUPP,SUPP,SUPP,SUPP,0,0%,NA,NA,NA,212,55%,17,23,10,53%,0%,48%,1%,1%,0%,5%
1,320,8600,130457,Leyton Sixth Form College,Sixth Form College,0,0,18,20,15,824,76%,1%,73%,8%,7%,SP,1%,471,81%,11,14,7,1,SUPP,SUPP,SUPP,SUPP,352,69%,26,31,20,73%,1%,71%,6%,5%,SUPP,1%
1,320,8601,130458,Sir George Monoux College,Sixth Form College,0,0,24,27,20,658,72%,1%,71%,8%,7%,0%,1%,233,80%,15,20,9,0,0%,NA,NA,NA,425,68%,29,33,24,73%,SUPP,70%,7%,6%,0%,SUPP
LA,320,,,,,,,16,NA,NA,2378,73%,1%,70%,11%,10%,SP,1%,1278,80%,10,NA,NA,6,83%,40,NA,NA,1094,64%,24,NA,NA,74%,1%,72%,13%,12%,SP,1%
1,212,4000,138267,Ark Bolingbroke Academy,F,0,0,11,22,0,59,88%,2%,86%,32%,31%,2%,0%,59,88%,11,21,0,0,0%,NA,NA,NA,0,0%,NA,NA,NA,94%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,212,4001,140985,Harris Academy Battersea,AC,0,0,7,15,-1,112,77%,0%,75%,26%,23%,2%,2%,89,87%,11,19,2,23,39%,-11,8,-30,0,0%,NA,NA,NA,75%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,212,4008,135762,Saint John Bosco College,VA,0,0,11,23,-1,43,79%,0%,79%,19%,16%,0%,0%,43,79%,11,23,-1,0,0%,NA,NA,NA,0,0%,NA,NA,NA,76%,0%,76%,18%,18%,0%,0%
1,212,4297,101053,Ernest Bevin College,CY,0,0,4,11,-3,128,69%,0%,69%,14%,13%,0%,0%,103,73%,3,10,-4,23,57%,13,32,-6,2,SUPP,SUPP,SUPP,SUPP,48%,0%,48%,3%,0%,0%,0%
1,212,4328,136883,Chestnut Grove School,ACC,0,0,9,17,0,95,81%,0%,81%,26%,25%,0%,0%,90,80%,6,14,-2,5,SUPP,SUPP,SUPP,SUPP,0,0%,NA,NA,NA,75%,0%,75%,22%,22%,0%,0%
1,212,4734,141808,Saint Cecilia's Church of England School,ACC,0,0,-1,8,-10,89,75%,1%,73%,29%,22%,0%,1%,88,76%,-1,7,-9,1,SUPP,SUPP,SUPP,SUPP,0,0%,NA,NA,NA,80%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,212,5400,137005,Graveney School,ACC,0,0,10,14,5,320,89%,0%,88%,40%,37%,2%,SP,320,89%,10,14,5,0,0%,NA,NA,NA,0,0%,NA,NA,NA,83%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,212,5401,139842,Burntwood School,ACC,0,0,18,24,11,169,86%,0%,86%,17%,15%,0%,0%,168,86%,18,24,11,1,SUPP,SUPP,SUPP,SUPP,0,0%,NA,NA,NA,90%,0%,90%,15%,13%,0%,0%
1,212,5402,138681,Ark Putney Academy,ACC,0,0,17,31,2,33,88%,6%,82%,21%,21%,0%,0%,33,88%,17,31,2,0,0%,NA,NA,NA,0,0%,NA,NA,NA,94%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,212,5405,138682,Southfields Academy,ACC,0,0,6,13,-1,124,66%,0%,66%,6%,6%,0%,0%,85,76%,9,17,0,0,0%,NA,NA,NA,39,44%,0,15,-15,76%,0%,76%,9%,7%,0%,0%
1,212,6905,135316,Ashcroft Technology Academy,AC,0,0,3,11,-5,92,89%,0%,89%,49%,46%,4%,0%,92,89%,3,11,-5,0,0%,NA,NA,NA,0,0%,NA,NA,NA,83%,0%,83%,43%,31%,0%,0%
1,212,8600,130422,St Francis Xavier Sixth Form College,Sixth Form College,0,0,25,29,20,436,76%,SP,73%,5%,4%,0%,2%,151,85%,17,23,10,0,0%,NA,NA,NA,285,71%,29,34,23,76%,0%,74%,3%,2%,0%,2%
LA,212,,,,,,,13,NA,NA,1700,80%,SP,79%,21%,19%,1%,1%,1321,84%,10,NA,NA,53,53%,6,NA,NA,326,67%,25,NA,NA,81%,SP,80%,25%,24%,1%,1%
1,213,4001,140939,Harris Westminster Sixth Form,F1619,0,0,4,9,-1,261,93%,1%,93%,68%,60%,10%,0%,261,93%,4,9,-1,0,0%,NA,NA,NA,0,0%,NA,NA,NA,94%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,213,4003,144819,Sir Simon Milton Westminster University Technical College,UTC,0,0,16,28,3,46,76%,2%,74%,4%,4%,0%,0%,35,83%,18,31,4,11,55%,11,39,-17,0,0%,NA,NA,NA,81%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,213,4004,145126,Harris Academy St John's Wood,AC,0,0,27,35,18,104,94%,1%,93%,26%,25%,0%,0%,104,94%,27,34,19,0,0%,NA,NA,NA,0,0%,NA,NA,NA,95%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,213,4628,138313,The Grey Coat Hospital,ACC,0,0,5,12,-2,138,88%,0%,87%,42%,38%,6%,1%,138,88%,5,11,-1,0,0%,NA,NA,NA,0,0%,NA,NA,NA,97%,0%,97%,31%,28%,3%,0%
1,213,4673,137353,The St Marylebone CofE School,ACC,0,0,4,10,-2,153,90%,1%,88%,48%,46%,5%,1%,153,90%,4,10,-2,0,0%,NA,NA,NA,0,0%,NA,NA,NA,83%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,213,4687,138312,Westminster City School,ACC,0,0,8,18,-2,61,85%,0%,84%,23%,16%,3%,2%,61,85%,8,18,-2,0,0%,NA,NA,NA,0,0%,NA,NA,NA,84%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,213,4723,101154,St Augustine's Federated Schools: CE High School,VA,0,0,10,19,0,73,82%,0%,82%,23%,25%,0%,0%,73,82%,10,19,0,0,0%,NA,NA,NA,0,0%,NA,NA,NA,83%,0%,83%,17%,19%,0%,0%
1,213,4809,139369,St George's Catholic School,ACC,0,0,13,21,4,101,84%,0%,84%,23%,24%,1%,0%,101,84%,13,21,4,0,0%,NA,NA,NA,0,0%,NA,NA,NA,84%,0%,84%,22%,24%,SUPP,0%
1,213,6905,130912,Paddington Academy,AC,0,0,15,22,7,130,89%,0%,87%,37%,35%,1%,2%,130,89%,15,22,7,0,0%,NA,NA,NA,0,0%,NA,NA,NA,90%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,213,6906,131262,Westminster Academy,AC,0,0,13,23,2,70,89%,1%,87%,36%,36%,1%,0%,69,88%,12,21,2,0,0%,NA,NA,NA,1,SUPP,SUPP,SUPP,SUPP,83%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,213,6907,135242,Ark King Solomon Academy,AC,0,0,9,20,-2,53,89%,2%,87%,42%,34%,2%,0%,53,89%,9,20,-2,0,0%,NA,NA,NA,0,0%,NA,NA,NA,89%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,213,6908,135676,Pimlico Academy,AC,0,0,5,15,-5,66,86%,2%,85%,44%,42%,2%,0%,66,86%,5,14,-4,0,0%,NA,NA,NA,0,0%,NA,NA,NA,84%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,213,8028,130423,United Colleges Group,General Further Education College,0,0,18,21,14,656,68%,1%,65%,4%,3%,0%,2%,218,74%,13,18,7,3,SUPP,SUPP,SUPP,SUPP,435,65%,21,25,16,70%,1%,68%,3%,2%,0%,1%
LA,213,,,,,,,13,NA,NA,1912,82%,1%,80%,28%,26%,3%,1%,1462,87%,10,NA,NA,14,57%,14,NA,NA,436,65%,21,NA,NA,81%,1%,79%,32%,29%,3%,1%
1,839,4000,138385,LeAF Studio,SS,0,0,-17,-8,-25,96,32%,0%,31%,2%,0%,0%,1%,35,49%,-11,2,-24,5,SUPP,SUPP,SUPP,SUPP,56,21%,-23,-10,-35,50%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,839,4001,139711,Magna Academy,AC,0,0,-1,20,-22,15,73%,7%,67%,13%,0%,0%,0%,15,73%,-1,19,-21,0,0%,NA,NA,NA,0,0%,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,839,4177,136649,Twynham School,ACC,0,0,-2,3,-7,208,77%,3%,74%,22%,22%,1%,0%,208,77%,-2,3,-7,0,0%,NA,NA,NA,0,0%,NA,NA,NA,76%,12%,65%,6%,6%,0%,0%
1,839,4610,113893,"St Edward's Roman Catholic/Church of England School, Poole",VA,0,0,-5,3,-13,90,70%,4%,66%,14%,11%,1%,0%,89,70%,-6,2,-14,1,SUPP,SUPP,SUPP,SUPP,0,0%,NA,NA,NA,57%,0%,57%,14%,14%,SUPP,0%
1,839,5400,137452,Bournemouth School,ACC,0,0,2,9,-5,126,89%,2%,87%,50%,44%,9%,0%,126,89%,2,9,-5,0,0%,NA,NA,NA,0,0%,NA,NA,NA,83%,0%,83%,58%,42%,8%,0%
1,839,5403,136368,Parkstone Grammar School,ACC,0,0,0,6,-6,157,87%,3%,83%,45%,43%,3%,1%,157,87%,0,6,-6,0,0%,NA,NA,NA,0,0%,NA,NA,NA,73%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,839,5404,138193,Avonbourne Girls Academy,ACC,0,0,2,11,-7,75,65%,0%,65%,21%,7%,0%,0%,74,66%,3,12,-6,1,SUPP,SUPP,SUPP,SUPP,0,0%,NA,NA,NA,53%,0%,53%,18%,0%,0%,0%
1,839,5405,136996,Bournemouth School for Girls,ACC,0,0,-3,4,-10,141,84%,3%,82%,40%,37%,5%,0%,141,84%,-3,3,-9,0,0%,NA,NA,NA,0,0%,NA,NA,NA,83%,0%,83%,67%,67%,0%,0%
1,839,5406,136763,Highcliffe School,ACC,0,0,-11,-3,-18,128,62%,2%,59%,22%,15%,1%,2%,128,62%,-11,-3,-18,0,0%,NA,NA,NA,0,0%,NA,NA,NA,54%,SUPP,46%,15%,8%,SUPP,SUPP
1,839,5407,113907,Poole High School,FD,0,0,-14,-7,-20,149,57%,0%,56%,8%,7%,0%,1%,149,57%,-14,-7,-20,0,0%,NA,NA,NA,0,0%,NA,NA,NA,42%,0%,42%,4%,4%,0%,0%
1,839,5408,137349,St Peter's Catholic Comprehensive School,ACC,0,0,-1,6,-8,146,73%,1%,72%,20%,20%,0%,1%,144,74%,-1,5,-7,2,SUPP,SUPP,SUPP,SUPP,0,0%,NA,NA,NA,100%,SUPP,92%,15%,15%,0%,SUPP
1,839,5409,136850,Poole Grammar School,ACC,0,0,2,9,-5,143,88%,3%,85%,45%,46%,3%,0%,143,88%,2,8,-4,0,0%,NA,NA,NA,0,0%,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,839,5410,136574,Corfe Hills School,ACC,0,0,0,7,-7,129,71%,1%,66%,8%,9%,0%,4%,129,71%,0,7,-7,0,0%,NA,NA,NA,0,0%,NA,NA,NA,57%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,839,6905,136120,The Bishop of Winchester Academy,AC,0,0,3,14,-8,58,74%,2%,72%,14%,9%,0%,0%,58,74%,3,13,-7,0,0%,NA,NA,NA,0,0%,NA,NA,NA,83%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,839,6906,136125,The Bourne Academy,AC,0,0,-18,-5,-30,49,47%,0%,45%,4%,4%,0%,2%,45,44%,-22,-9,-34,3,SUPP,SUPP,SUPP,SUPP,1,SUPP,SUPP,SUPP,SUPP,35%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,839,8000,130652,The Bournemouth and Poole College,General Further Education College,0,0,-11,-7,-14,624,38%,1%,33%,5%,2%,0%,4%,181,48%,-17,-10,-23,60,20%,-22,-9,-34,383,36%,-7,-2,-11,37%,0%,33%,2%,0%,0%,4%
LA,839,,,,,,,-6,NA,NA,2366,63%,2%,59%,19%,17%,1%,2%,1850,71%,-5,NA,NA,76,26%,-16,NA,NA,440,34%,-9,NA,NA,65%,2%,61%,20%,18%,1%,2%
1,838,4002,141735,The Sir John Colfox Academy,ACC,0,0,-6,5,-17,54,67%,2%,59%,19%,20%,6%,6%,50,70%,-5,6,-16,1,SUPP,SUPP,SUPP,SUPP,3,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,838,4022,113854,Ferndown Upper School,CY,0,0,-9,0,-18,83,59%,4%,53%,10%,10%,0%,2%,69,61%,-12,-2,-21,14,50%,5,30,-20,0,0%,NA,NA,NA,33%,0%,33%,0%,0%,0%,0%
1,838,4024,113855,The Purbeck School,CY,0,0,-10,0,-20,69,61%,0%,59%,17%,12%,0%,1%,59,66%,-10,0,-20,10,30%,-15,15,-45,0,0%,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,838,4035,113863,Lytchett Minster School,FD,0,0,-10,-2,-17,116,64%,0%,63%,22%,17%,2%,1%,103,68%,-9,-1,-16,8,50%,4,37,-29,5,SUPP,SUPP,SUPP,SUPP,33%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,838,4179,113875,Sturminster Newton High School,CY,0,0,-31,-17,-44,38,39%,3%,37%,8%,8%,0%,0%,38,39%,-31,-17,-44,0,0%,NA,NA,NA,0,0%,NA,NA,NA,33%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,838,4503,113882,Gillingham School,VC,0,0,-14,-7,-20,163,58%,2%,54%,17%,17%,0%,1%,163,58%,-14,-7,-20,0,0%,NA,NA,NA,0,0%,NA,NA,NA,67%,0%,67%,11%,11%,0%,0%
1,838,4504,141526,Queen Elizabeth's School,ACC,0,0,-6,0,-12,195,64%,3%,60%,12%,9%,0%,1%,195,64%,-6,0,-11,0,0%,NA,NA,NA,0,0%,NA,NA,NA,86%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,838,4505,113884,Beaminster School,VC,0,0,-11,2,-24,42,57%,0%,57%,12%,12%,0%,0%,42,57%,-11,1,-23,0,0%,NA,NA,NA,0,0%,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,838,4510,113888,The Blandford School,VC,0,0,-2,10,-14,48,71%,2%,67%,10%,6%,2%,2%,48,71%,-2,9,-13,0,0%,NA,NA,NA,0,0%,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,838,4511,140898,Shaftesbury School,ACC,0,0,-12,-1,-22,68,56%,1%,54%,12%,9%,0%,0%,63,60%,-10,0,-20,0,0%,NA,NA,NA,5,SUPP,SUPP,SUPP,SUPP,57%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,838,4512,138471,The Gryphon School,ACC,0,0,-6,0,-12,187,69%,3%,65%,18%,16%,2%,1%,187,69%,-6,0,-11,0,0%,NA,NA,NA,0,0%,NA,NA,NA,62%,0%,62%,15%,15%,0%,0%
1,838,4615,137163,The Thomas Hardye School,ACC,0,0,-6,-1,-10,331,70%,2%,67%,26%,23%,1%,1%,327,71%,-6,-1,-10,4,SUPP,SUPP,SUPP,SUPP,0,0%,NA,NA,NA,58%,0%,55%,9%,6%,0%,3%
1,838,5401,113901,The Woodroffe School,FD,0,0,-6,3,-15,79,72%,1%,71%,33%,32%,3%,0%,79,72%,-6,3,-15,0,0%,NA,NA,NA,0,0%,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,838,8001,130653,Weymouth College,General Further Education College,0,0,-6,-1,-10,391,38%,1%,23%,4%,1%,0%,14%,77,38%,-20,-10,-29,6,0%,-38,0,-76,308,39%,-2,3,-7,36%,0%,20%,3%,0%,0%,16%
1,838,8300,130655,Kingston Maurward College,Agriculture and Horticulture College,0,0,-16,-6,-25,87,29%,2%,15%,1%,1%,0%,11%,1,SUPP,SUPP,SUPP,SUPP,38,26%,-22,-6,-37,48,31%,-11,2,-24,25%,0%,13%,SUPP,SUPP,0%,13%
LA,838,,,,,,,-9,NA,NA,2138,58%,2%,52%,15%,13%,1%,4%,1686,63%,-9,NA,NA,81,31%,-15,NA,NA,371,36%,-4,NA,NA,59%,2%,53%,15%,14%,1%,4%
1,392,4000,139658,Kings Priory School,AC,0,0,10,19,0,74,88%,0%,85%,32%,30%,1%,3%,74,88%,10,19,0,0,0%,NA,NA,NA,0,0%,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,392,4029,108638,Whitley Bay High School,FD,0,0,-3,2,-8,238,78%,3%,72%,37%,33%,2%,3%,238,78%,-3,2,-8,0,0%,NA,NA,NA,0,0%,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,392,4030,108639,George Stephenson High School,FD,0,0,-9,1,-19,61,69%,3%,66%,20%,18%,2%,0%,61,69%,-9,1,-19,0,0%,NA,NA,NA,0,0%,NA,NA,NA,40%,0%,40%,0%,0%,SUPP,0%
1,392,4032,108640,Burnside College,FD,0,0,4,14,-6,61,72%,0%,72%,28%,25%,0%,0%,44,84%,7,19,-5,15,47%,1,25,-23,2,SUPP,SUPP,SUPP,SUPP,58%,0%,58%,17%,8%,0%,0%
1,392,4033,108641,Churchill Community College,FD,0,0,7,21,-7,35,80%,0%,80%,20%,17%,0%,0%,35,80%,7,20,-6,0,0%,NA,NA,NA,0,0%,NA,NA,NA,100%,0%,100%,33%,33%,0%,0%
1,392,4034,108642,Monkseaton High School,FD,0,0,-14,-2,-25,51,55%,2%,51%,6%,6%,2%,2%,49,57%,-13,-1,-24,0,0%,NA,NA,NA,2,SUPP,SUPP,SUPP,SUPP,43%,SUPP,29%,0%,0%,SUPP,SUPP
1,392,4039,108645,Longbenton High School,FD,0,0,0,13,-13,42,79%,2%,76%,33%,31%,0%,0%,42,79%,0,12,-12,0,0%,NA,NA,NA,0,0%,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,392,4605,137734,St Thomas More Catholic High School,ACC,0,0,0,6,-6,153,75%,1%,74%,25%,21%,1%,0%,151,75%,0,6,-6,0,0%,NA,NA,NA,2,SUPP,SUPP,SUPP,SUPP,68%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
LA,392,,,,,,,-1,NA,NA,715,75%,2%,72%,28%,25%,1%,1%,694,77%,-1,NA,NA,15,47%,1,NA,NA,6,17%,-23,NA,NA,76%,2%,73%,30%,27%,1%,1%
1,393,4004,144204,Harton Academy,ACC,0,0,6,13,-1,117,88%,3%,85%,41%,40%,0%,0%,117,88%,6,13,-1,0,0%,NA,NA,NA,0,0%,NA,NA,NA,100%,6%,94%,31%,31%,0%,0%
1,393,4603,139878,St Joseph's Catholic Academy,ACC,0,0,-12,-3,-20,98,59%,2%,54%,15%,15%,0%,3%,98,59%,-12,-3,-20,0,0%,NA,NA,NA,0,0%,NA,NA,NA,67%,SUPP,50%,11%,11%,0%,SUPP
1,393,4604,142601,St Wilfrid's RC College,ACC,0,0,3,12,-6,75,77%,1%,73%,29%,25%,0%,3%,68,76%,-1,8,-10,7,86%,40,76,3,0,0%,NA,NA,NA,75%,SUPP,63%,25%,25%,0%,SUPP
1,393,4605,136386,Whitburn Church of England Academy,ACC,0,0,7,16,-2,82,80%,4%,76%,35%,28%,1%,1%,72,82%,6,15,-3,0,0%,NA,NA,NA,10,70%,21,51,-9,75%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,393,8000,130555,Tyne Coast College,General Further Education College,0,0,-2,2,-6,428,52%,1%,39%,6%,6%,0%,12%,165,70%,1,7,-5,58,41%,-4,8,-16,205,40%,-5,1,-11,45%,1%,35%,5%,5%,0%,9%
LA,393,,,,,,,-1,NA,NA,800,63%,2%,54%,18%,16%,SP,7%,520,74%,0,NA,NA,65,46%,1,NA,NA,215,41%,-3,NA,NA,65%,2%,56%,19%,18%,SUPP,7%
