"Year","Provider name mapped","Conditional unconditional offers","Direct unconditional offers","Other unconditional offers","Offers with unconditional component","Proportion of offers that were conditional unconditional offers","Proportion of offers that were direct unconditional offers","Proportion of offers that were other unconditional offers","Proportion of offers that had an unconditional component"
"2021","S90 University of Sussex","0","5","0","5","0","0","0","0.001"
"2022","S90 University of Sussex","0","15","0","15","0","0.001","0","0.001"
"2023","S90 University of Sussex","0","20","0","20","0","0.002","0","0.002"
"2013","U65 University of the Arts London","0","20","10","30","0","0.015","0.009000000000000001","0.024"
"2014","U65 University of the Arts London","0","20","10","30","0","0.014","0.007","0.02"
"2015","U65 University of the Arts London","0","20","15","35","0","0.011","0.007","0.018000000000000002"
"2016","U65 University of the Arts London","0","20","10","30","0","0.012","0.005","0.017"
"2017","U65 University of the Arts London","0","30","15","40","0","0.016","0.007","0.023"
"2018","U65 University of the Arts London","0","15","5","20","0","0.007","0.003","0.009000000000000001"
"2019","U65 University of the Arts London","0","10","0","10","0","0.003","0.001","0.004"
"2020","U65 University of the Arts London","0","10","15","25","0","0.003","0.005","0.008"
"2021","U65 University of the Arts London","0","5","0","5","0","0.001","0","0.001"
"2022","U65 University of the Arts London","0","5","0","10","0","0.002","0.001","0.002"
"2023","U65 University of the Arts London","0","10","0","10","0","0.003","0","0.003"
"2013","W20 University of Warwick","0","10","0","10","0","0.001","0","0.001"
"2014","W20 University of Warwick","0","10","0","10","0","0.001","0","0.001"
"2015","W20 University of Warwick","0","10","5","15","0","0.001","0","0.001"
"2016","W20 University of Warwick","0","5","5","10","0","0","0","0.001"
"2017","W20 University of Warwick","0","15","5","15","0","0.001","0","0.001"
"2018","W20 University of Warwick","0","10","0","10","0","0.001","0","0.001"
"2019","W20 University of Warwick","0","5","5","10","0","0","0","0.001"
"2020","W20 University of Warwick","0","5","0","5","0","0","0","0"
"2021","W20 University of Warwick","0","10","0","10","0","0.001","0","0.001"
"2022","W20 University of Warwick","0","5","5","10","0","0","0","0.001"
"2023","W20 University of Warwick","0","5","10","10","0","0","0.001","0.001"
"2013","W76 University of Winchester","0","0","0","0","0","0","0","0"
"2014","W76 University of Winchester","0","5","0","5","0","0.001","0","0.001"
"2015","W76 University of Winchester","0","0","0","5","0","0","0","0.001"
"2016","W76 University of Winchester","0","5","0","5","0","0.001","0","0.001"
"2017","W76 University of Winchester","0","5","1105","1110","0","0.001","0.231","0.231"
"2018","W76 University of Winchester","0","5","1315","1320","0","0.001","0.28200000000000003","0.28300000000000003"
"2019","W76 University of Winchester","730","0","980","1710","0.14100000000000001","0","0.19","0.33"
"2020","W76 University of Winchester","4330","10","30","4370","0.8150000000000001","0.002","0.006","0.8220000000000001"
"2021","W76 University of Winchester","0","175","0","175","0","0.03","0","0.03"
"2022","W76 University of Winchester","0","0","5","5","0","0","0.001","0.001"
"2023","W76 University of Winchester","0","0","5","5","0","0","0.001","0.001"
"2013","Y50 University of York","0","5","5","10","0","0","0.001","0.001"
"2014","Y50 University of York","0","5","10","15","0","0","0.001","0.001"
"2015","Y50 University of York","0","10","5","15","0","0.001","0.001","0.001"
"2016","Y50 University of York","0","10","5","15","0","0.001","0","0.001"
"2017","Y50 University of York","0","15","100","115","0","0.001","0.007","0.009000000000000001"
"2018","Y50 University of York","0","15","205","215","0","0.001","0.016","0.017"
"2019","Y50 University of York","0","10","385","400","0","0.001","0.028","0.029"
"2020","Y50 University of York","0","5","5","10","0","0","0","0.001"
"2021","Y50 University of York","0","0","0","0","0","0","0","0"
"2022","Y50 University of York","0","5","10","10","0","0","0.001","0.001"
"2023","Y50 University of York","0","5","10","15","0","0","0.001","0.001"
"2013","Y75 York St John University","0","0","0","0","0","0","0","0"
"2014","Y75 York St John University","0","0","0","0","0","0","0","0"
"2015","Y75 York St John University","0","0","0","0","0","0","0","0"
"2016","Y75 York St John University","0","3430","15","3445","0","0.778","0.003","0.781"
"2017","Y75 York St John University","0","3645","465","4110","0","0.644","0.082","0.726"
"2018","Y75 York St John University","0","4510","145","4655","0","0.765","0.024","0.789"
"2019","Y75 York St John University","0","1240","290","1535","0","0.23800000000000002","0.056","0.293"
"2020","Y75 York St John University","0","1220","2275","3490","0","0.229","0.428","0.658"
"2021","Y75 York St John University","0","205","165","365","0","0.037","0.03","0.067"
"2022","Y75 York St John University","0","610","35","650","0","0.096","0.006","0.10200000000000001"
"2023","Y75 York St John University","0","695","70","760","0","0.096","0.01","0.106"
"2013","B72 University of Brighton","0","25","0","30","0","0.003","0","0.003"
"2014","B72 University of Brighton","0","35","0","35","0","0.004","0","0.004"
"2015","B72 University of Brighton","0","40","0","45","0","0.004","0","0.004"
"2016","B72 University of Brighton","0","35","0","35","0","0.003","0","0.003"
"2017","B72 University of Brighton","0","15","5","20","0","0.001","0","0.002"
"2018","B72 University of Brighton","4460","15","5","4480","0.4","0.002","0.001","0.402"
"2019","B72 University of Brighton","5385","10","0","5400","0.543","0.001","0","0.544"
"2020","B72 University of Brighton","0","15","0","15","0","0.002","0","0.002"
"2021","B72 University of Brighton","0","15","0","20","0","0.001","0","0.001"
"2022","B72 University of Brighton","0","20","0","20","0","0.001","0","0.001"
"2023","B72 University of Brighton","0","5","5","5","0","0","0","0"
"2013","B80 Bristol, University of the West of England","0","20","0","20","0","0.002","0","0.002"
"2014","B80 Bristol, University of the West of England","0","25","0","25","0","0.003","0","0.003"
"2015","B80 Bristol, University of the West of England","0","25","0","30","0","0.003","0","0.003"
"2016","B80 Bristol, University of the West of England","0","20","10","30","0","0.003","0.001","0.004"
"2017","B80 Bristol, University of the West of England","0","30","5","35","0","0.003","0.001","0.003"
"2018","B80 Bristol, University of the West of England","0","30","5","40","0","0.003","0.001","0.003"
"2019","B80 Bristol, University of the West of England","0","35","5","40","0","0.003","0","0.004"
"2020","B80 Bristol, University of the West of England","0","35","1325","1360","0","0.003","0.117","0.12"
"2021","B80 Bristol, University of the West of England","0","40","0","40","0","0.003","0","0.003"
"2022","B80 Bristol, University of the West of England","0","35","5","40","0","0.003","0","0.003"
"2023","B80 Bristol, University of the West of England","0","50","5","55","0","0.004","0","0.004"
"2013","O66 Oxford Brookes University","0","20","5","30","0","0.002","0.001","0.003"
"2014","O66 Oxford Brookes University","0","20","5","25","0","0.002","0.001","0.003"
"2015","O66 Oxford Brookes University","0","20","0","20","0","0.002","0","0.002"
"2016","O66 Oxford Brookes University","1270","20","5","1295","0.121","0.002","0.001","0.124"
"2017","O66 Oxford Brookes University","1425","10","10","1445","0.14200000000000002","0.001","0.001","0.14400000000000002"
"2018","O66 Oxford Brookes University","2305","10","5","2320","0.28500000000000003","0.001","0.001","0.28700000000000003"
"2019","O66 Oxford Brookes University","3290","10","5","3305","0.419","0.002","0.001","0.421"
"2020","O66 Oxford Brookes University","3410","5","5","3415","0.422","0.001","0","0.423"
"2021","O66 Oxford Brookes University","0","5","5","10","0","0","0.001","0.001"
"2022","O66 Oxford Brookes University","0","0","5","5","0","0","0","0.001"
"2023","O66 Oxford Brookes University","0","5","5","10","0","0","0.001","0.001"
"2013","B20 Bath Spa University","0","10","0","15","0","0.002","0","0.002"
"2014","B20 Bath Spa University","0","5","0","10","0","0.001","0","0.001"
"2015","B20 Bath Spa University","0","5","0","10","0","0.001","0","0.001"
"2016","B20 Bath Spa University","0","10","0","15","0","0.002","0","0.002"
"2017","B20 Bath Spa University","0","5","0","5","0","0.001","0","0.001"
"2018","B20 Bath Spa University","0","10","455","465","0","0.002","0.078","0.08"
"2019","B20 Bath Spa University","0","890","680","1570","0","0.152","0.116","0.268"
"2020","B20 Bath Spa University","0","890","345","1235","0","0.158","0.061","0.219"
"2021","B20 Bath Spa University","0","1265","20","1290","0","0.169","0.003","0.17200000000000001"
"2022","B20 Bath Spa University","0","1640","320","1965","0","0.182","0.036000000000000004","0.218"
"2023","B20 Bath Spa University","0","755","0","755","0","0.094","0","0.094"
"2013","A42 ALRA (The Academy of Live and Recorded Arts)","0","0","0","0"," "," "," "," "
"2014","A42 ALRA (The Academy of Live and Recorded Arts)","0","0","0","0"," "," "," "," "
"2015","A42 ALRA (The Academy of Live and Recorded Arts)","0","0","0","0"," "," "," "," "
"2016","A42 ALRA (The Academy of Live and Recorded Arts)","0","0","0","0"," "," "," "," "
"2017","A42 ALRA (The Academy of Live and Recorded Arts)","0","0","0","0"," "," "," "," "
"2018","A42 ALRA (The Academy of Live and Recorded Arts)","0","0","0","0"," "," "," "," "
"2019","A42 ALRA (The Academy of Live and Recorded Arts)","0","0","0","0"," "," "," "," "
"2020","A42 ALRA (The Academy of Live and Recorded Arts)","0","0","0","0"," "," "," "," "
"2021","A42 ALRA (The Academy of Live and Recorded Arts)","0","0","0","0"," "," "," "," "
"2022","A42 ALRA (The Academy of Live and Recorded Arts)","0","0","0","0"," "," "," "," "
"2023","A42 ALRA (The Academy of Live and Recorded Arts)","0","0","0","0"," "," "," "," "
"2013","A65 AECC University College","0","0","0","0"," "," "," "," "
"2014","A65 AECC University College","0","0","0","0"," "," "," "," "
"2015","A65 AECC University College","0","0","0","0"," "," "," "," "
"2016","A65 AECC University College","0","0","0","0"," "," "," "," "
"2017","A65 AECC University College","0","0","0","0"," "," "," "," "
"2018","A65 AECC University College","0","5","0","5"," "," "," "," "
"2019","A65 AECC University College","0","15","0","15","0","0.10200000000000001","0","0.10200000000000001"
"2020","A65 AECC University College","0","30","0","30","0","0.183","0","0.183"
"2021","A65 AECC University College","0","0","0","0","0","0.004","0","0.004"
"2022","A65 AECC University College","0","0","0","0","0","0.003","0","0.003"
"2023","A65 AECC University College","0","0","0","0","0","0.005","0","0.005"
"2013","B81 British College of Osteopathic Medicine","0","0","0","0"," "," "," "," "
"2014","B81 British College of Osteopathic Medicine","0","0","0","0"," "," "," "," "
"2015","B81 British College of Osteopathic Medicine","0","0","0","0"," "," "," "," "
"2016","B81 British College of Osteopathic Medicine","0","0","0","0"," "," "," "," "
"2017","B81 British College of Osteopathic Medicine","0","0","0","0"," "," "," "," "
"2018","B81 British College of Osteopathic Medicine","0","0","0","0"," "," "," "," "
"2019","B81 British College of Osteopathic Medicine","0","0","0","0"," "," "," "," "
"2020","B81 British College of Osteopathic Medicine","0","0","0","0"," "," "," "," "
"2021","B81 British College of Osteopathic Medicine","0","0","0","0"," "," "," "," "
"2022","B81 British College of Osteopathic Medicine","0","0","0","0"," "," "," "," "
"2023","B81 British College of Osteopathic Medicine","0","0","0","0"," "," "," "," "
"2013","B87 University College of Osteopathy","0","0","0","0"," "," "," "," "
"2014","B87 University College of Osteopathy","0","0","0","0"," "," "," "," "
"2015","B87 University College of Osteopathy","0","0","0","0"," "," "," "," "
"2016","B87 University College of Osteopathy","0","0","0","0"," "," "," "," "
"2017","B87 University College of Osteopathy","0","0","0","0"," "," "," "," "
"2018","B87 University College of Osteopathy","0","0","0","0"," "," "," "," "
"2019","B87 University College of Osteopathy","0","0","0","0"," "," "," "," "
"2020","B87 University College of Osteopathy","0","0","0","0"," "," "," "," "
"2021","B87 University College of Osteopathy","0","0","0","0"," "," "," "," "
"2022","B87 University College of Osteopathy","0","0","0","0"," "," "," "," "
"2023","B87 University College of Osteopathy","0","0","0","0"," "," "," "," "
"2013","B90 University of Buckingham","0","5","0","5","0","0.004","0","0.004"
"2014","B90 University of Buckingham","0","0","0","5","0","0.002","0.005","0.007"
"2015","B90 University of Buckingham","0","0","10","15","0","0.005","0.029","0.035"
"2016","B90 University of Buckingham","0","30","0","35","0","0.10300000000000001","0.003","0.106"
"2017","B90 University of Buckingham","0","0","0","0","0","0.002","0.002","0.005"
"2018","B90 University of Buckingham","0","5","0","5","0","0.013000000000000001","0.003","0.016"
"2019","B90 University of Buckingham","0","10","15","25","0","0.031","0.033","0.064"
"2020","B90 University of Buckingham","50","5","60","110","0.132","0.011","0.162","0.304"
"2021","B90 University of Buckingham","0","0","0","0","0","0.003","0.003","0.005"
