"Year","Tariff group of provider","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate"
"2018","All","17 and under","Scotland","Male","All","Not main scheme application","105","95","0.914"
"2019","All","17 and under","Scotland","Male","All","Not main scheme application","100","90","0.919"
"2020","All","17 and under","Scotland","Male","All","Not main scheme application","130","125","0.969"
"2021","All","17 and under","Scotland","Male","All","Not main scheme application","70","60","0.897"
"2022","All","17 and under","Scotland","Male","All","Not main scheme application","145","130","0.903"
"2023","All","17 and under","Scotland","Male","All","Not main scheme application","145","140","0.9390000000000001"
"2006","All","18","Scotland","Male","All","Not main scheme application","510","495","0.969"
"2007","All","18","Scotland","Male","All","Not main scheme application","530","510","0.962"
"2008","All","18","Scotland","Male","All","Not main scheme application","730","705","0.968"
"2009","All","18","Scotland","Male","All","Not main scheme application","845","790","0.936"
"2010","All","18","Scotland","Male","All","Not main scheme application","835","765","0.918"
"2011","All","18","Scotland","Male","All","Not main scheme application","600","500","0.838"
"2012","All","18","Scotland","Male","All","Not main scheme application","740","635","0.854"
"2013","All","18","Scotland","Male","All","Not main scheme application","685","580","0.851"
"2014","All","18","Scotland","Male","All","Not main scheme application","505","360","0.718"
"2015","All","18","Scotland","Male","All","Not main scheme application","760","590","0.778"
"2016","All","18","Scotland","Male","All","Not main scheme application","705","570","0.803"
"2017","All","18","Scotland","Male","All","Not main scheme application","660","535","0.81"
"2018","All","18","Scotland","Male","All","Not main scheme application","550","445","0.8140000000000001"
"2019","All","18","Scotland","Male","All","Not main scheme application","545","455","0.835"
"2020","All","18","Scotland","Male","All","Not main scheme application","660","600","0.909"
"2021","All","18","Scotland","Male","All","Not main scheme application","505","435","0.859"
"2022","All","18","Scotland","Male","All","Not main scheme application","640","535","0.839"
"2023","All","18","Scotland","Male","All","Not main scheme application","635","580","0.91"
"2006","All","19","Scotland","Male","All","Not main scheme application","245","240","0.975"
"2007","All","19","Scotland","Male","All","Not main scheme application","250","245","0.972"
"2008","All","19","Scotland","Male","All","Not main scheme application","360","340","0.9550000000000001"
"2009","All","19","Scotland","Male","All","Not main scheme application","415","390","0.9490000000000001"
"2010","All","19","Scotland","Male","All","Not main scheme application","365","330","0.907"
"2011","All","19","Scotland","Male","All","Not main scheme application","215","175","0.8140000000000001"
"2012","All","19","Scotland","Male","All","Not main scheme application","335","295","0.889"
"2013","All","19","Scotland","Male","All","Not main scheme application","305","255","0.842"
"2014","All","19","Scotland","Male","All","Not main scheme application","185","125","0.677"
"2015","All","19","Scotland","Male","All","Not main scheme application","325","265","0.8240000000000001"
"2016","All","19","Scotland","Male","All","Not main scheme application","350","285","0.8200000000000001"
"2017","All","19","Scotland","Male","All","Not main scheme application","345","290","0.841"
"2018","All","19","Scotland","Male","All","Not main scheme application","305","255","0.838"
"2019","All","19","Scotland","Male","All","Not main scheme application","320","275","0.859"
"2020","All","19","Scotland","Male","All","Not main scheme application","335","290","0.866"
"2021","All","19","Scotland","Male","All","Not main scheme application","225","185","0.8300000000000001"
"2022","All","19","Scotland","Male","All","Not main scheme application","300","255","0.844"
"2023","All","19","Scotland","Male","All","Not main scheme application","380","330","0.861"
"2006","All","20","Scotland","Male","All","Not main scheme application","210","205","0.986"
"2007","All","20","Scotland","Male","All","Not main scheme application","210","205","0.981"
"2008","All","20","Scotland","Male","All","Not main scheme application","245","235","0.975"
"2009","All","20","Scotland","Male","All","Not main scheme application","280","265","0.9500000000000001"
"2010","All","20","Scotland","Male","All","Not main scheme application","210","190","0.887"
"2011","All","20","Scotland","Male","All","Not main scheme application","165","125","0.773"
"2012","All","20","Scotland","Male","All","Not main scheme application","185","155","0.8230000000000001"
"2013","All","20","Scotland","Male","All","Not main scheme application","225","185","0.8150000000000001"
"2014","All","20","Scotland","Male","All","Not main scheme application","135","90","0.664"
"2015","All","20","Scotland","Male","All","Not main scheme application","195","170","0.863"
"2016","All","20","Scotland","Male","All","Not main scheme application","265","215","0.807"
"2017","All","20","Scotland","Male","All","Not main scheme application","245","190","0.78"
"2018","All","20","Scotland","Male","All","Not main scheme application","200","175","0.875"
"2019","All","20","Scotland","Male","All","Not main scheme application","185","150","0.804"
"2020","All","20","Scotland","Male","All","Not main scheme application","215","185","0.874"
"2021","All","20","Scotland","Male","All","Not main scheme application","170","140","0.8260000000000001"
"2022","All","20","Scotland","Male","All","Not main scheme application","220","175","0.795"
"2023","All","20","Scotland","Male","All","Not main scheme application","240","205","0.87"
"2006","All","21 - 24","Scotland","Male","All","Not main scheme application","460","445","0.97"
"2007","All","21 - 24","Scotland","Male","All","Not main scheme application","475","460","0.964"
"2008","All","21 - 24","Scotland","Male","All","Not main scheme application","630","615","0.978"
"2009","All","21 - 24","Scotland","Male","All","Not main scheme application","570","530","0.933"
"2010","All","21 - 24","Scotland","Male","All","Not main scheme application","505","460","0.913"
"2011","All","21 - 24","Scotland","Male","All","Not main scheme application","780","720","0.918"
"2012","All","21 - 24","Scotland","Male","All","Not main scheme application","415","335","0.807"
"2013","All","21 - 24","Scotland","Male","All","Not main scheme application","440","355","0.811"
"2014","All","21 - 24","Scotland","Male","All","Not main scheme application","265","180","0.684"
"2015","All","21 - 24","Scotland","Male","All","Not main scheme application","435","370","0.851"
"2016","All","21 - 24","Scotland","Male","All","Not main scheme application","470","375","0.794"
"2017","All","21 - 24","Scotland","Male","All","Not main scheme application","400","315","0.784"
"2018","All","21 - 24","Scotland","Male","All","Not main scheme application","460","370","0.797"
"2019","All","21 - 24","Scotland","Male","All","Not main scheme application","435","355","0.8210000000000001"
"2020","All","21 - 24","Scotland","Male","All","Not main scheme application","540","460","0.848"
"2021","All","21 - 24","Scotland","Male","All","Not main scheme application","395","310","0.786"
"2022","All","21 - 24","Scotland","Male","All","Not main scheme application","440","350","0.793"
"2023","All","21 - 24","Scotland","Male","All","Not main scheme application","440","375","0.846"
"2006","All","25 - 29","Scotland","Male","All","Not main scheme application","180","175","0.972"
"2007","All","25 - 29","Scotland","Male","All","Not main scheme application","200","200","0.99"
"2008","All","25 - 29","Scotland","Male","All","Not main scheme application","280","270","0.964"
"2009","All","25 - 29","Scotland","Male","All","Not main scheme application","325","310","0.9570000000000001"
"2010","All","25 - 29","Scotland","Male","All","Not main scheme application","260","230","0.899"
"2011","All","25 - 29","Scotland","Male","All","Not main scheme application","135","110","0.8180000000000001"
"2012","All","25 - 29","Scotland","Male","All","Not main scheme application","185","155","0.843"
"2013","All","25 - 29","Scotland","Male","All","Not main scheme application","205","170","0.843"
"2014","All","25 - 29","Scotland","Male","All","Not main scheme application","115","80","0.704"
"2015","All","25 - 29","Scotland","Male","All","Not main scheme application","230","170","0.741"
"2016","All","25 - 29","Scotland","Male","All","Not main scheme application","230","180","0.789"
"2017","All","25 - 29","Scotland","Male","All","Not main scheme application","230","185","0.809"
"2018","All","25 - 29","Scotland","Male","All","Not main scheme application","190","150","0.775"
"2019","All","25 - 29","Scotland","Male","All","Not main scheme application","210","170","0.8130000000000001"
"2020","All","25 - 29","Scotland","Male","All","Not main scheme application","285","230","0.808"
"2021","All","25 - 29","Scotland","Male","All","Not main scheme application","200","145","0.721"
"2022","All","25 - 29","Scotland","Male","All","Not main scheme application","190","140","0.741"
"2023","All","25 - 29","Scotland","Male","All","Not main scheme application","215","185","0.878"
"2006","All","30 - 34","Scotland","Male","All","Not main scheme application","75","70","0.9470000000000001"
"2007","All","30 - 34","Scotland","Male","All","Not main scheme application","70","70","0.986"
"2008","All","30 - 34","Scotland","Male","All","Not main scheme application","120","120","0.983"
"2009","All","30 - 34","Scotland","Male","All","Not main scheme application","155","145","0.929"
"2010","All","30 - 34","Scotland","Male","All","Not main scheme application","120","110","0.902"
"2011","All","30 - 34","Scotland","Male","All","Not main scheme application","70","55","0.786"
"2012","All","30 - 34","Scotland","Male","All","Not main scheme application","120","95","0.8140000000000001"
"2013","All","30 - 34","Scotland","Male","All","Not main scheme application","105","90","0.883"
"2014","All","30 - 34","Scotland","Male","All","Not main scheme application","60","40","0.645"
"2015","All","30 - 34","Scotland","Male","All","Not main scheme application","110","85","0.777"
"2016","All","30 - 34","Scotland","Male","All","Not main scheme application","110","85","0.796"
"2017","All","30 - 34","Scotland","Male","All","Not main scheme application","120","90","0.733"
"2018","All","30 - 34","Scotland","Male","All","Not main scheme application","125","100","0.772"
"2019","All","30 - 34","Scotland","Male","All","Not main scheme application","95","80","0.853"
"2020","All","30 - 34","Scotland","Male","All","Not main scheme application","160","120","0.745"
"2021","All","30 - 34","Scotland","Male","All","Not main scheme application","110","80","0.731"
"2022","All","30 - 34","Scotland","Male","All","Not main scheme application","110","75","0.6940000000000001"
"2023","All","30 - 34","Scotland","Male","All","Not main scheme application","120","95","0.782"
"2006","All","35 and over","Scotland","Male","All","Not main scheme application","85","85","0.9540000000000001"
"2007","All","35 and over","Scotland","Male","All","Not main scheme application","130","125","0.969"
"2008","All","35 and over","Scotland","Male","All","Not main scheme application","150","145","0.9470000000000001"
"2009","All","35 and over","Scotland","Male","All","Not main scheme application","235","230","0.979"
"2010","All","35 and over","Scotland","Male","All","Not main scheme application","165","155","0.933"
"2011","All","35 and over","Scotland","Male","All","Not main scheme application","100","85","0.843"
"2012","All","35 and over","Scotland","Male","All","Not main scheme application","160","145","0.895"
"2013","All","35 and over","Scotland","Male","All","Not main scheme application","160","140","0.87"
"2014","All","35 and over","Scotland","Male","All","Not main scheme application","65","45","0.6920000000000001"
"2015","All","35 and over","Scotland","Male","All","Not main scheme application","170","145","0.842"
"2016","All","35 and over","Scotland","Male","All","Not main scheme application","190","155","0.8250000000000001"
"2017","All","35 and over","Scotland","Male","All","Not main scheme application","185","155","0.8230000000000001"
"2018","All","35 and over","Scotland","Male","All","Not main scheme application","190","160","0.841"
"2019","All","35 and over","Scotland","Male","All","Not main scheme application","165","125","0.747"
"2020","All","35 and over","Scotland","Male","All","Not main scheme application","255","210","0.8210000000000001"
"2021","All","35 and over","Scotland","Male","All","Not main scheme application","180","150","0.8300000000000001"
"2022","All","35 and over","Scotland","Male","All","Not main scheme application","135","110","0.809"
"2023","All","35 and over","Scotland","Male","All","Not main scheme application","205","170","0.839"
"2006","All","17 and under","Wales","Male","All","Not main scheme application","5","5"," "
"2007","All","17 and under","Wales","Male","All","Not main scheme application","5","5"," "
"2008","All","17 and under","Wales","Male","All","Not main scheme application","5","5"," "
"2009","All","17 and under","Wales","Male","All","Not main scheme application","5","5"," "
"2011","All","17 and under","Wales","Male","All","Not main scheme application","5","5"," "
"2012","All","17 and under","Wales","Male","All","Not main scheme application","10","10"," "
"2013","All","17 and under","Wales","Male","All","Not main scheme application","5","5"," "
"2014","All","17 and under","Wales","Male","All","Not main scheme application","5","0"," "
"2016","All","17 and under","Wales","Male","All","Not main scheme application","5","5"," "
"2019","All","17 and under","Wales","Male","All","Not main scheme application","5","5"," "
"2022","All","17 and under","Wales","Male","All","Not main scheme application","5","5"," "
"2023","All","17 and under","Wales","Male","All","Not main scheme application","10","5"," "
"2006","All","18","Wales","Male","All","Not main scheme application","465","455","0.976"
"2007","All","18","Wales","Male","All","Not main scheme application","415","395","0.9540000000000001"
"2008","All","18","Wales","Male","All","Not main scheme application","525","500","0.9580000000000001"
"2009","All","18","Wales","Male","All","Not main scheme application","555","525","0.9480000000000001"
"2010","All","18","Wales","Male","All","Not main scheme application","540","490","0.909"
"2011","All","18","Wales","Male","All","Not main scheme application","500","460","0.916"
"2012","All","18","Wales","Male","All","Not main scheme application","545","515","0.9520000000000001"
"2013","All","18","Wales","Male","All","Not main scheme application","480","445","0.925"
"2014","All","18","Wales","Male","All","Not main scheme application","525","485","0.928"
"2015","All","18","Wales","Male","All","Not main scheme application","545","515","0.9500000000000001"
"2016","All","18","Wales","Male","All","Not main scheme application","565","535","0.9500000000000001"
"2017","All","18","Wales","Male","All","Not main scheme application","560","535","0.9500000000000001"
"2018","All","18","Wales","Male","All","Not main scheme application","480","460","0.9560000000000001"
"2019","All","18","Wales","Male","All","Not main scheme application","540","505","0.9410000000000001"
"2020","All","18","Wales","Male","All","Not main scheme application","620","600","0.966"
"2021","All","18","Wales","Male","All","Not main scheme application","450","425","0.9440000000000001"
"2022","All","18","Wales","Male","All","Not main scheme application","580","540","0.933"
"2023","All","18","Wales","Male","All","Not main scheme application","565","515","0.912"
"2006","All","19","Wales","Male","All","Not main scheme application","260","250","0.969"
"2007","All","19","Wales","Male","All","Not main scheme application","230","230","0.987"
"2008","All","19","Wales","Male","All","Not main scheme application","250","245","0.976"
"2009","All","19","Wales","Male","All","Not main scheme application","285","275","0.9550000000000001"
"2010","All","19","Wales","Male","All","Not main scheme application","225","205","0.898"
"2011","All","19","Wales","Male","All","Not main scheme application","250","230","0.923"
"2012","All","19","Wales","Male","All","Not main scheme application","330","315","0.964"
"2013","All","19","Wales","Male","All","Not main scheme application","295","280","0.9590000000000001"
"2014","All","19","Wales","Male","All","Not main scheme application","280","265","0.9460000000000001"
"2015","All","19","Wales","Male","All","Not main scheme application","300","285","0.9500000000000001"
"2016","All","19","Wales","Male","All","Not main scheme application","295","280","0.9520000000000001"
"2017","All","19","Wales","Male","All","Not main scheme application","290","285","0.969"
"2018","All","19","Wales","Male","All","Not main scheme application","270","260","0.9520000000000001"
"2019","All","19","Wales","Male","All","Not main scheme application","275","255","0.917"
"2020","All","19","Wales","Male","All","Not main scheme application","255","240","0.9410000000000001"
"2021","All","19","Wales","Male","All","Not main scheme application","230","205","0.888"
"2022","All","19","Wales","Male","All","Not main scheme application","255","235","0.914"
"2023","All","19","Wales","Male","All","Not main scheme application","270","250","0.925"
"2006","All","20","Wales","Male","All","Not main scheme application","125","120","0.976"
"2007","All","20","Wales","Male","All","Not main scheme application","135","135","1"
"2008","All","20","Wales","Male","All","Not main scheme application","145","145","0.993"
"2009","All","20","Wales","Male","All","Not main scheme application","180","170","0.961"
"2010","All","20","Wales","Male","All","Not main scheme application","140","120","0.871"
"2011","All","20","Wales","Male","All","Not main scheme application","140","120","0.871"
"2012","All","20","Wales","Male","All","Not main scheme application","180","160","0.91"
"2013","All","20","Wales","Male","All","Not main scheme application","165","150","0.915"
"2014","All","20","Wales","Male","All","Not main scheme application","160","150","0.9440000000000001"
"2015","All","20","Wales","Male","All","Not main scheme application","155","140","0.896"
"2016","All","20","Wales","Male","All","Not main scheme application","150","135","0.913"
"2017","All","20","Wales","Male","All","Not main scheme application","190","175","0.921"
"2018","All","20","Wales","Male","All","Not main scheme application","160","155","0.963"
"2019","All","20","Wales","Male","All","Not main scheme application","140","130","0.928"
"2020","All","20","Wales","Male","All","Not main scheme application","185","170","0.919"
"2021","All","20","Wales","Male","All","Not main scheme application","100","90","0.89"
"2022","All","20","Wales","Male","All","Not main scheme application","145","140","0.9390000000000001"
"2023","All","20","Wales","Male","All","Not main scheme application","165","155","0.934"
"2006","All","21 - 24","Wales","Male","All","Not main scheme application","290","285","0.986"
"2007","All","21 - 24","Wales","Male","All","Not main scheme application","260","255","0.977"
"2008","All","21 - 24","Wales","Male","All","Not main scheme application","290","285","0.979"
"2009","All","21 - 24","Wales","Male","All","Not main scheme application","305","290","0.9480000000000001"
"2010","All","21 - 24","Wales","Male","All","Not main scheme application","265","245","0.928"
"2011","All","21 - 24","Wales","Male","All","Not main scheme application","250","210","0.843"
"2012","All","21 - 24","Wales","Male","All","Not main scheme application","330","290","0.89"
"2013","All","21 - 24","Wales","Male","All","Not main scheme application","355","330","0.932"
"2014","All","21 - 24","Wales","Male","All","Not main scheme application","290","260","0.893"
"2015","All","21 - 24","Wales","Male","All","Not main scheme application","255","240","0.937"
"2016","All","21 - 24","Wales","Male","All","Not main scheme application","255","235","0.933"
"2017","All","21 - 24","Wales","Male","All","Not main scheme application","230","215","0.9390000000000001"
"2018","All","21 - 24","Wales","Male","All","Not main scheme application","265","250","0.932"
"2019","All","21 - 24","Wales","Male","All","Not main scheme application","270","245","0.907"
"2020","All","21 - 24","Wales","Male","All","Not main scheme application","250","225","0.908"
"2021","All","21 - 24","Wales","Male","All","Not main scheme application","225","185","0.835"
"2022","All","21 - 24","Wales","Male","All","Not main scheme application","270","245","0.907"
"2023","All","21 - 24","Wales","Male","All","Not main scheme application","245","220","0.906"
"2006","All","25 - 29","Wales","Male","All","Not main scheme application","105","105","1"
"2007","All","25 - 29","Wales","Male","All","Not main scheme application","115","110","0.982"
"2008","All","25 - 29","Wales","Male","All","Not main scheme application","135","135","0.971"
"2009","All","25 - 29","Wales","Male","All","Not main scheme application","130","125","0.962"
"2010","All","25 - 29","Wales","Male","All","Not main scheme application","125","110","0.896"
"2011","All","25 - 29","Wales","Male","All","Not main scheme application","90","80","0.88"
"2012","All","25 - 29","Wales","Male","All","Not main scheme application","130","115","0.864"
"2013","All","25 - 29","Wales","Male","All","Not main scheme application","155","140","0.891"
"2014","All","25 - 29","Wales","Male","All","Not main scheme application","110","95","0.87"
"2015","All","25 - 29","Wales","Male","All","Not main scheme application","120","110","0.908"
"2016","All","25 - 29","Wales","Male","All","Not main scheme application","105","85","0.8250000000000001"
"2017","All","25 - 29","Wales","Male","All","Not main scheme application","125","110","0.871"
"2018","All","25 - 29","Wales","Male","All","Not main scheme application","140","130","0.914"
"2019","All","25 - 29","Wales","Male","All","Not main scheme application","130","120","0.924"
"2020","All","25 - 29","Wales","Male","All","Not main scheme application","125","110","0.887"
"2021","All","25 - 29","Wales","Male","All","Not main scheme application","120","100","0.847"
"2022","All","25 - 29","Wales","Male","All","Not main scheme application","125","105","0.862"
"2023","All","25 - 29","Wales","Male","All","Not main scheme application","115","100","0.87"
"2006","All","30 - 34","Wales","Male","All","Not main scheme application","45","40","0.977"
"2007","All","30 - 34","Wales","Male","All","Not main scheme application","50","50","0.98"
"2008","All","30 - 34","Wales","Male","All","Not main scheme application","75","70","0.973"
"2009","All","30 - 34","Wales","Male","All","Not main scheme application","90","85","0.9560000000000001"
"2010","All","30 - 34","Wales","Male","All","Not main scheme application","50","45","0.902"
"2011","All","30 - 34","Wales","Male","All","Not main scheme application","50","40","0.857"
"2012","All","30 - 34","Wales","Male","All","Not main scheme application","80","70","0.877"
"2013","All","30 - 34","Wales","Male","All","Not main scheme application","65","60","0.896"
"2014","All","30 - 34","Wales","Male","All","Not main scheme application","65","60","0.881"
"2015","All","30 - 34","Wales","Male","All","Not main scheme application","50","45","0.846"
"2016","All","30 - 34","Wales","Male","All","Not main scheme application","55","45","0.836"
"2017","All","30 - 34","Wales","Male","All","Not main scheme application","70","60","0.886"
"2018","All","30 - 34","Wales","Male","All","Not main scheme application","65","55","0.905"
"2019","All","30 - 34","Wales","Male","All","Not main scheme application","65","60","0.9380000000000001"
"2020","All","30 - 34","Wales","Male","All","Not main scheme application","60","50","0.852"
"2021","All","30 - 34","Wales","Male","All","Not main scheme application","55","45","0.839"
"2022","All","30 - 34","Wales","Male","All","Not main scheme application","55","50","0.912"
"2023","All","30 - 34","Wales","Male","All","Not main scheme application","65","55","0.905"
"2006","All","35 and over","Wales","Male","All","Not main scheme application","95","95","1"
"2007","All","35 and over","Wales","Male","All","Not main scheme application","95","90","0.9570000000000001"
"2008","All","35 and over","Wales","Male","All","Not main scheme application","120","110","0.933"
"2009","All","35 and over","Wales","Male","All","Not main scheme application","135","130","0.9490000000000001"
"2010","All","35 and over","Wales","Male","All","Not main scheme application","75","70","0.973"
"2011","All","35 and over","Wales","Male","All","Not main scheme application","70","65","0.875"
"2012","All","35 and over","Wales","Male","All","Not main scheme application","90","80","0.899"
"2013","All","35 and over","Wales","Male","All","Not main scheme application","115","100","0.903"
"2014","All","35 and over","Wales","Male","All","Not main scheme application","100","95","0.93"
"2015","All","35 and over","Wales","Male","All","Not main scheme application","90","75","0.864"
"2016","All","35 and over","Wales","Male","All","Not main scheme application","95","80","0.854"
"2017","All","35 and over","Wales","Male","All","Not main scheme application","125","110","0.903"
"2018","All","35 and over","Wales","Male","All","Not main scheme application","115","110","0.932"
"2019","All","35 and over","Wales","Male","All","Not main scheme application","150","140","0.9400000000000001"
"2020","All","35 and over","Wales","Male","All","Not main scheme application","115","100","0.86"
"2021","All","35 and over","Wales","Male","All","Not main scheme application","75","70","0.907"
"2022","All","35 and over","Wales","Male","All","Not main scheme application","115","105","0.904"
"2023","All","35 and over","Wales","Male","All","Not main scheme application","105","90","0.86"
"2006","All","17 and under","Not EU","Male","All","Not main scheme application","155","145","0.935"
"2007","All","17 and under","Not EU","Male","All","Not main scheme application","185","170","0.934"
"2008","All","17 and under","Not EU","Male","All","Not main scheme application","215","180","0.838"
"2009","All","17 and under","Not EU","Male","All","Not main scheme application","215","175","0.8220000000000001"
"2010","All","17 and under","Not EU","Male","All","Not main scheme application","225","190","0.836"
"2011","All","17 and under","Not EU","Male","All","Not main scheme application","230","155","0.677"
"2012","All","17 and under","Not EU","Male","All","Not main scheme application","275","200","0.723"
"2013","All","17 and under","Not EU","Male","All","Not main scheme application","310","220","0.709"
"2014","All","17 and under","Not EU","Male","All","Not main scheme application","280","195","0.6950000000000001"
"2015","All","17 and under","Not EU","Male","All","Not main scheme application","265","185","0.6890000000000001"
"2016","All","17 and under","Not EU","Male","All","Not main scheme application","280","185","0.656"
"2017","All","17 and under","Not EU","Male","All","Not main scheme application","310","210","0.685"
"2018","All","17 and under","Not EU","Male","All","Not main scheme application","370","250","0.676"
"2019","All","17 and under","Not EU","Male","All","Not main scheme application","370","270","0.725"
"2020","All","17 and under","Not EU","Male","All","Not main scheme application","455","355","0.78"
"2021","All","17 and under","Not EU","Male","All","Not main scheme application","395","290","0.732"
"2022","All","17 and under","Not EU","Male","All","Not main scheme application","560","345","0.619"
"2023","All","17 and under","Not EU","Male","All","Not main scheme application","575","365","0.633"
"2006","All","18","Not EU","Male","All","Not main scheme application","645","600","0.929"
"2007","All","18","Not EU","Male","All","Not main scheme application","700","650","0.925"
"2008","All","18","Not EU","Male","All","Not main scheme application","790","715","0.905"
"2009","All","18","Not EU","Male","All","Not main scheme application","975","845","0.868"
"2010","All","18","Not EU","Male","All","Not main scheme application","1020","855","0.838"
"2011","All","18","Not EU","Male","All","Not main scheme application","940","750","0.796"
"2012","All","18","Not EU","Male","All","Not main scheme application","1100","865","0.785"
"2013","All","18","Not EU","Male","All","Not main scheme application","1180","935","0.791"
"2014","All","18","Not EU","Male","All","Not main scheme application","1310","1020","0.779"
"2015","All","18","Not EU","Male","All","Not main scheme application","1235","980","0.794"
"2016","All","18","Not EU","Male","All","Not main scheme application","1250","955","0.763"
"2017","All","18","Not EU","Male","All","Not main scheme application","1285","980","0.761"
"2018","All","18","Not EU","Male","All","Not main scheme application","1510","1200","0.795"
"2019","All","18","Not EU","Male","All","Not main scheme application","1780","1455","0.8190000000000001"
"2020","All","18","Not EU","Male","All","Not main scheme application","2190","1830","0.836"
"2021","All","18","Not EU","Male","All","Not main scheme application","1620","1280","0.789"
"2022","All","18","Not EU","Male","All","Not main scheme application","2260","1650","0.729"
"2023","All","18","Not EU","Male","All","Not main scheme application","2265","1660","0.733"
"2006","All","19","Not EU","Male","All","Not main scheme application","720","670","0.931"
"2007","All","19","Not EU","Male","All","Not main scheme application","820","775","0.9490000000000001"
"2008","All","19","Not EU","Male","All","Not main scheme application","1120","1005","0.9"
"2009","All","19","Not EU","Male","All","Not main scheme application","1300","1135","0.873"
"2010","All","19","Not EU","Male","All","Not main scheme application","1320","1130","0.859"
"2011","All","19","Not EU","Male","All","Not main scheme application","1040","850","0.8200000000000001"
"2012","All","19","Not EU","Male","All","Not main scheme application","1160","930","0.801"
"2013","All","19","Not EU","Male","All","Not main scheme application","1180","965","0.8200000000000001"
"2014","All","19","Not EU","Male","All","Not main scheme application","1310","1055","0.805"
"2015","All","19","Not EU","Male","All","Not main scheme application","1195","965","0.807"
"2016","All","19","Not EU","Male","All","Not main scheme application","1280","1010","0.789"
"2017","All","19","Not EU","Male","All","Not main scheme application","1195","995","0.8300000000000001"
"2018","All","19","Not EU","Male","All","Not main scheme application","1345","1110","0.8240000000000001"
"2019","All","19","Not EU","Male","All","Not main scheme application","1640","1390","0.846"
"2020","All","19","Not EU","Male","All","Not main scheme application","1960","1730","0.882"
"2021","All","19","Not EU","Male","All","Not main scheme application","1575","1315","0.836"
"2022","All","19","Not EU","Male","All","Not main scheme application","2230","1810","0.81"
"2023","All","19","Not EU","Male","All","Not main scheme application","2185","1720","0.788"
"2006","All","20","Not EU","Male","All","Not main scheme application","690","650","0.9420000000000001"
"2007","All","20","Not EU","Male","All","Not main scheme application","760","725","0.9540000000000001"
"2008","All","20","Not EU","Male","All","Not main scheme application","960","870","0.905"
"2009","All","20","Not EU","Male","All","Not main scheme application","1170","1060","0.904"
"2010","All","20","Not EU","Male","All","Not main scheme application","1420","1275","0.9"
"2011","All","20","Not EU","Male","All","Not main scheme application","925","815","0.881"
"2012","All","20","Not EU","Male","All","Not main scheme application","930","770","0.8280000000000001"
"2013","All","20","Not EU","Male","All","Not main scheme application","875","745","0.854"
"2014","All","20","Not EU","Male","All","Not main scheme application","960","805","0.839"
"2015","All","20","Not EU","Male","All","Not main scheme application","855","705","0.8270000000000001"
"2016","All","20","Not EU","Male","All","Not main scheme application","845","700","0.8300000000000001"
"2017","All","20","Not EU","Male","All","Not main scheme application","900","745","0.8240000000000001"
"2018","All","20","Not EU","Male","All","Not main scheme application","970","815","0.838"
"2019","All","20","Not EU","Male","All","Not main scheme application","1050","890","0.847"
"2020","All","20","Not EU","Male","All","Not main scheme application","1390","1245","0.897"
"2021","All","20","Not EU","Male","All","Not main scheme application","1295","1130","0.872"
"2022","All","20","Not EU","Male","All","Not main scheme application","1795","1555","0.868"
"2023","All","20","Not EU","Male","All","Not main scheme application","1890","1630","0.863"
"2006","All","21 - 24","Not EU","Male","All","Not main scheme application","1345","1285","0.9550000000000001"
"2007","All","21 - 24","Not EU","Male","All","Not main scheme application","1505","1425","0.9490000000000001"
"2008","All","21 - 24","Not EU","Male","All","Not main scheme application","1735","1580","0.913"
"2009","All","21 - 24","Not EU","Male","All","Not main scheme application","2195","1955","0.892"
"2010","All","21 - 24","Not EU","Male","All","Not main scheme application","2945","2690","0.913"
"2011","All","21 - 24","Not EU","Male","All","Not main scheme application","1820","1600","0.879"
"2012","All","21 - 24","Not EU","Male","All","Not main scheme application","1595","1310","0.8220000000000001"
"2013","All","21 - 24","Not EU","Male","All","Not main scheme application","1335","1130","0.848"
"2014","All","21 - 24","Not EU","Male","All","Not main scheme application","1370","1140","0.8300000000000001"
"2015","All","21 - 24","Not EU","Male","All","Not main scheme application","1155","955","0.8260000000000001"
"2016","All","21 - 24","Not EU","Male","All","Not main scheme application","1145","940","0.8230000000000001"
"2017","All","21 - 24","Not EU","Male","All","Not main scheme application","1170","965","0.8250000000000001"
"2018","All","21 - 24","Not EU","Male","All","Not main scheme application","1175","970","0.8260000000000001"
"2019","All","21 - 24","Not EU","Male","All","Not main scheme application","1165","950","0.8150000000000001"
"2020","All","21 - 24","Not EU","Male","All","Not main scheme application","1685","1505","0.891"
"2021","All","21 - 24","Not EU","Male","All","Not main scheme application","1955","1755","0.898"
"2022","All","21 - 24","Not EU","Male","All","Not main scheme application","2950","2535","0.859"
"2023","All","21 - 24","Not EU","Male","All","Not main scheme application","3435","3055","0.889"
"2006","All","25 - 29","Not EU","Male","All","Not main scheme application","510","485","0.9470000000000001"
"2007","All","25 - 29","Not EU","Male","All","Not main scheme application","525","490","0.931"
"2008","All","25 - 29","Not EU","Male","All","Not main scheme application","465","380","0.8160000000000001"
"2009","All","25 - 29","Not EU","Male","All","Not main scheme application","570","475","0.8320000000000001"
"2010","All","25 - 29","Not EU","Male","All","Not main scheme application","670","565","0.845"
"2011","All","25 - 29","Not EU","Male","All","Not main scheme application","360","270","0.752"
"2012","All","25 - 29","Not EU","Male","All","Not main scheme application","335","220","0.649"
