"Year","Tariff group of provider","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate"
"2006","Lower tariff","18","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","10","10","1"
"2007","Lower tariff","18","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","10","10","1"
"2008","Lower tariff","18","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2009","Lower tariff","18","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2011","Lower tariff","18","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2012","Lower tariff","18","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2013","Lower tariff","18","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2016","Lower tariff","18","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2017","Lower tariff","18","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","10","5"," "
"2018","Lower tariff","18","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2019","Lower tariff","18","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2020","Lower tariff","18","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","25","25","0.889"
"2021","Lower tariff","18","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","15","15","1"
"2022","Lower tariff","18","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","15","10","0.846"
"2023","Lower tariff","18","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2018","Medium tariff","18","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","10","10"," "
"2019","Medium tariff","18","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","0"," "
"2020","Medium tariff","18","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2022","Medium tariff","18","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","0"," "
"2023","Medium tariff","18","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2006","Lower tariff","19","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","25","20","0.9570000000000001"
"2007","Lower tariff","19","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","30","25","0.964"
"2008","Lower tariff","19","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","30","30","1"
"2009","Lower tariff","19","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","45","40","0.977"
"2010","Lower tariff","19","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2011","Lower tariff","19","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","15","15","0.867"
"2012","Lower tariff","19","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","10","10","0.917"
"2013","Lower tariff","19","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","20","20","0.9550000000000001"
"2014","Lower tariff","19","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","15","15","0.9380000000000001"
"2015","Lower tariff","19","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","20","15","0.895"
"2016","Lower tariff","19","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","10","10","1"
"2017","Lower tariff","19","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","20","20","0.909"
"2018","Lower tariff","19","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","25","25","1"
"2019","Lower tariff","19","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","20","20","0.905"
"2020","Lower tariff","19","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","30","30","0.966"
"2021","Lower tariff","19","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","35","30","0.9410000000000001"
"2022","Lower tariff","19","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","65","55","0.905"
"2023","Lower tariff","19","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","60","55","0.883"
"2007","Higher tariff","19","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","10","5"," "
"2008","Higher tariff","19","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2014","Higher tariff","19","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2017","Higher tariff","19","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","0"," "
"2018","Higher tariff","19","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2020","Higher tariff","19","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","0"," "
"2022","Higher tariff","19","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","0"," "
"2023","Higher tariff","19","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2006","Medium tariff","19","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","15","15","1"
"2007","Medium tariff","19","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","10","10","1"
"2008","Medium tariff","19","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","20","20","1"
"2009","Medium tariff","19","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","10","10","1"
"2010","Medium tariff","19","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","10","10"," "
"2011","Medium tariff","19","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2012","Medium tariff","19","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2013","Medium tariff","19","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2014","Medium tariff","19","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2016","Medium tariff","19","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2017","Medium tariff","19","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","10","5"," "
"2018","Medium tariff","19","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","10","10"," "
"2019","Medium tariff","19","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","10","10","0.833"
"2021","Medium tariff","19","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2022","Medium tariff","19","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","10","5"," "
"2023","Medium tariff","19","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","15","10","0.923"
"2006","Lower tariff","20","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","15","15","1"
"2007","Lower tariff","20","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","20","20","1"
"2008","Lower tariff","20","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","20","20","1"
"2009","Lower tariff","20","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","25","25","0.962"
"2010","Lower tariff","20","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","10","10","0.917"
"2011","Lower tariff","20","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","10","5"," "
"2012","Lower tariff","20","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","15","15","1"
"2013","Lower tariff","20","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","10","10","1"
"2014","Lower tariff","20","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","15","15","0.933"
"2015","Lower tariff","20","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2016","Lower tariff","20","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","10","10","1"
"2017","Lower tariff","20","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","15","15","1"
"2018","Lower tariff","20","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","15","15","0.8130000000000001"
"2019","Lower tariff","20","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","25","25","1"
"2020","Lower tariff","20","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","25","20","0.88"
"2021","Lower tariff","20","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","20","15","0.85"
"2022","Lower tariff","20","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","20","20","0.864"
"2023","Lower tariff","20","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","35","30","0.879"
"2006","Higher tariff","20","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","0"," "
"2021","Higher tariff","20","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2006","Medium tariff","20","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","10","10"," "
"2007","Medium tariff","20","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2008","Medium tariff","20","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","10","10"," "
"2009","Medium tariff","20","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2010","Medium tariff","20","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2011","Medium tariff","20","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2012","Medium tariff","20","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2016","Medium tariff","20","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2017","Medium tariff","20","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2018","Medium tariff","20","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2019","Medium tariff","20","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","10","10"," "
"2020","Medium tariff","20","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2021","Medium tariff","20","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2022","Medium tariff","20","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2023","Medium tariff","20","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2006","Lower tariff","21 - 24","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","10","10","1"
"2007","Lower tariff","21 - 24","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","25","25","1"
"2008","Lower tariff","21 - 24","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","25","25","1"
"2009","Lower tariff","21 - 24","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","30","25","0.964"
"2010","Lower tariff","21 - 24","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","15","15","0.929"
"2011","Lower tariff","21 - 24","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","10","10","0.909"
"2012","Lower tariff","21 - 24","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","15","15","1"
"2013","Lower tariff","21 - 24","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","20","20","0.9520000000000001"
"2014","Lower tariff","21 - 24","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","25","20","0.917"
"2015","Lower tariff","21 - 24","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","20","20","1"
"2016","Lower tariff","21 - 24","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2017","Lower tariff","21 - 24","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","20","15","0.85"
"2018","Lower tariff","21 - 24","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","20","15","0.842"
"2019","Lower tariff","21 - 24","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","25","25","0.889"
"2020","Lower tariff","21 - 24","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","45","35","0.8140000000000001"
"2021","Lower tariff","21 - 24","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","30","25","0.931"
"2022","Lower tariff","21 - 24","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","50","45","0.896"
"2023","Lower tariff","21 - 24","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","20","15","0.636"
"2007","Higher tariff","21 - 24","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2011","Higher tariff","21 - 24","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2017","Higher tariff","21 - 24","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2018","Higher tariff","21 - 24","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2020","Higher tariff","21 - 24","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2021","Higher tariff","21 - 24","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2022","Higher tariff","21 - 24","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2006","Medium tariff","21 - 24","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","10","10"," "
"2007","Medium tariff","21 - 24","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2008","Medium tariff","21 - 24","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2009","Medium tariff","21 - 24","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","10","10"," "
"2012","Medium tariff","21 - 24","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2013","Medium tariff","21 - 24","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2014","Medium tariff","21 - 24","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2015","Medium tariff","21 - 24","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2016","Medium tariff","21 - 24","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2019","Medium tariff","21 - 24","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2020","Medium tariff","21 - 24","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","10","5"," "
"2021","Medium tariff","21 - 24","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2022","Medium tariff","21 - 24","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2023","Medium tariff","21 - 24","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2006","Lower tariff","25 - 29","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2007","Lower tariff","25 - 29","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2008","Lower tariff","25 - 29","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2010","Lower tariff","25 - 29","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2011","Lower tariff","25 - 29","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","10","5"," "
"2012","Lower tariff","25 - 29","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2014","Lower tariff","25 - 29","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2016","Lower tariff","25 - 29","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","10","5"," "
"2017","Lower tariff","25 - 29","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2018","Lower tariff","25 - 29","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2019","Lower tariff","25 - 29","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","0"," "
"2020","Lower tariff","25 - 29","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","15","10","0.846"
"2021","Lower tariff","25 - 29","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2022","Lower tariff","25 - 29","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","0"," "
"2023","Lower tariff","25 - 29","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","10","5"," "
"2015","Medium tariff","25 - 29","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2016","Medium tariff","25 - 29","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","0"," "
"2018","Medium tariff","25 - 29","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","0"," "
"2021","Medium tariff","25 - 29","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","0"," "
"2022","Medium tariff","25 - 29","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","0"," "
"2008","Lower tariff","30 - 34","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2009","Lower tariff","30 - 34","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2013","Lower tariff","30 - 34","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2018","Lower tariff","30 - 34","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2019","Lower tariff","30 - 34","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2020","Lower tariff","30 - 34","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","10","10"," "
"2021","Lower tariff","30 - 34","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2022","Lower tariff","30 - 34","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2023","Lower tariff","30 - 34","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2020","Medium tariff","30 - 34","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","0"," "
"2007","Lower tariff","35 and over","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2008","Lower tariff","35 and over","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2010","Lower tariff","35 and over","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2013","Lower tariff","35 and over","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2014","Lower tariff","35 and over","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2015","Lower tariff","35 and over","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2016","Lower tariff","35 and over","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2018","Lower tariff","35 and over","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","10","10"," "
"2019","Lower tariff","35 and over","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2020","Lower tariff","35 and over","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","10","10","0.917"
"2021","Lower tariff","35 and over","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","10","10"," "
"2022","Lower tariff","35 and over","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2023","Lower tariff","35 and over","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2006","Medium tariff","35 and over","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2008","Medium tariff","35 and over","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","0"," "
"2023","Medium tariff","35 and over","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","0"," "
"2006","Lower tariff","17 and under","England","Female","Not main scheme applicant","Not main scheme application","35","35","1"
"2007","Lower tariff","17 and under","England","Female","Not main scheme applicant","Not main scheme application","55","50","0.981"
"2008","Lower tariff","17 and under","England","Female","Not main scheme applicant","Not main scheme application","75","75","0.973"
"2009","Lower tariff","17 and under","England","Female","Not main scheme applicant","Not main scheme application","50","45","0.896"
"2010","Lower tariff","17 and under","England","Female","Not main scheme applicant","Not main scheme application","25","25","0.963"
"2011","Lower tariff","17 and under","England","Female","Not main scheme applicant","Not main scheme application","25","15","0.68"
"2012","Lower tariff","17 and under","England","Female","Not main scheme applicant","Not main scheme application","15","10","0.923"
"2013","Lower tariff","17 and under","England","Female","Not main scheme applicant","Not main scheme application","55","50","0.895"
"2014","Lower tariff","17 and under","England","Female","Not main scheme applicant","Not main scheme application","45","40","0.9550000000000001"
"2015","Lower tariff","17 and under","England","Female","Not main scheme applicant","Not main scheme application","35","35","0.892"
"2016","Lower tariff","17 and under","England","Female","Not main scheme applicant","Not main scheme application","35","30","0.886"
"2017","Lower tariff","17 and under","England","Female","Not main scheme applicant","Not main scheme application","45","40","0.894"
"2018","Lower tariff","17 and under","England","Female","Not main scheme applicant","Not main scheme application","40","35","0.9490000000000001"
"2019","Lower tariff","17 and under","England","Female","Not main scheme applicant","Not main scheme application","50","40","0.857"
"2020","Lower tariff","17 and under","England","Female","Not main scheme applicant","Not main scheme application","50","45","0.92"
"2021","Lower tariff","17 and under","England","Female","Not main scheme applicant","Not main scheme application","50","45","0.9"
"2022","Lower tariff","17 and under","England","Female","Not main scheme applicant","Not main scheme application","85","75","0.885"
"2023","Lower tariff","17 and under","England","Female","Not main scheme applicant","Not main scheme application","70","60","0.833"
"2007","Higher tariff","17 and under","England","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2008","Higher tariff","17 and under","England","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2009","Higher tariff","17 and under","England","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2015","Higher tariff","17 and under","England","Female","Not main scheme applicant","Not main scheme application","5","0"," "
"2016","Higher tariff","17 and under","England","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2021","Higher tariff","17 and under","England","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2022","Higher tariff","17 and under","England","Female","Not main scheme applicant","Not main scheme application","10","5"," "
"2006","Medium tariff","17 and under","England","Female","Not main scheme applicant","Not main scheme application","15","10","0.923"
"2007","Medium tariff","17 and under","England","Female","Not main scheme applicant","Not main scheme application","10","10","1"
"2008","Medium tariff","17 and under","England","Female","Not main scheme applicant","Not main scheme application","20","20","1"
"2009","Medium tariff","17 and under","England","Female","Not main scheme applicant","Not main scheme application","10","10"," "
"2010","Medium tariff","17 and under","England","Female","Not main scheme applicant","Not main scheme application","15","15","1"
"2011","Medium tariff","17 and under","England","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2012","Medium tariff","17 and under","England","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2013","Medium tariff","17 and under","England","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2014","Medium tariff","17 and under","England","Female","Not main scheme applicant","Not main scheme application","5","0"," "
"2015","Medium tariff","17 and under","England","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2016","Medium tariff","17 and under","England","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2017","Medium tariff","17 and under","England","Female","Not main scheme applicant","Not main scheme application","10","10"," "
"2018","Medium tariff","17 and under","England","Female","Not main scheme applicant","Not main scheme application","10","10"," "
"2019","Medium tariff","17 and under","England","Female","Not main scheme applicant","Not main scheme application","20","20","0.9470000000000001"
"2020","Medium tariff","17 and under","England","Female","Not main scheme applicant","Not main scheme application","15","15","0.867"
"2021","Medium tariff","17 and under","England","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2022","Medium tariff","17 and under","England","Female","Not main scheme applicant","Not main scheme application","15","15","0.929"
"2023","Medium tariff","17 and under","England","Female","Not main scheme applicant","Not main scheme application","30","25","0.774"
"2006","Lower tariff","18","England","Female","Not main scheme applicant","Not main scheme application","830","810","0.976"
"2007","Lower tariff","18","England","Female","Not main scheme applicant","Not main scheme application","935","925","0.988"
"2008","Lower tariff","18","England","Female","Not main scheme applicant","Not main scheme application","995","975","0.98"
"2009","Lower tariff","18","England","Female","Not main scheme applicant","Not main scheme application","915","870","0.9540000000000001"
"2010","Lower tariff","18","England","Female","Not main scheme applicant","Not main scheme application","420","400","0.9550000000000001"
"2011","Lower tariff","18","England","Female","Not main scheme applicant","Not main scheme application","505","470","0.927"
"2012","Lower tariff","18","England","Female","Not main scheme applicant","Not main scheme application","675","640","0.9470000000000001"
"2013","Lower tariff","18","England","Female","Not main scheme applicant","Not main scheme application","955","900","0.9410000000000001"
"2014","Lower tariff","18","England","Female","Not main scheme applicant","Not main scheme application","915","860","0.9380000000000001"
"2015","Lower tariff","18","England","Female","Not main scheme applicant","Not main scheme application","955","915","0.96"
"2016","Lower tariff","18","England","Female","Not main scheme applicant","Not main scheme application","955","900","0.9430000000000001"
"2017","Lower tariff","18","England","Female","Not main scheme applicant","Not main scheme application","1190","1130","0.9480000000000001"
"2018","Lower tariff","18","England","Female","Not main scheme applicant","Not main scheme application","1430","1375","0.962"
"2019","Lower tariff","18","England","Female","Not main scheme applicant","Not main scheme application","1615","1545","0.9560000000000001"
"2020","Lower tariff","18","England","Female","Not main scheme applicant","Not main scheme application","2090","1995","0.9540000000000001"
"2021","Lower tariff","18","England","Female","Not main scheme applicant","Not main scheme application","1500","1435","0.9560000000000001"
"2022","Lower tariff","18","England","Female","Not main scheme applicant","Not main scheme application","1470","1370","0.934"
"2023","Lower tariff","18","England","Female","Not main scheme applicant","Not main scheme application","1490","1385","0.929"
"2006","Higher tariff","18","England","Female","Not main scheme applicant","Not main scheme application","60","60","1"
"2007","Higher tariff","18","England","Female","Not main scheme applicant","Not main scheme application","50","50","0.962"
"2008","Higher tariff","18","England","Female","Not main scheme applicant","Not main scheme application","40","40","1"
"2009","Higher tariff","18","England","Female","Not main scheme applicant","Not main scheme application","20","20","0.9520000000000001"
"2010","Higher tariff","18","England","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2011","Higher tariff","18","England","Female","Not main scheme applicant","Not main scheme application","10","10"," "
"2012","Higher tariff","18","England","Female","Not main scheme applicant","Not main scheme application","60","60","0.983"
"2013","Higher tariff","18","England","Female","Not main scheme applicant","Not main scheme application","65","65","0.985"
"2014","Higher tariff","18","England","Female","Not main scheme applicant","Not main scheme application","45","40","0.9530000000000001"
"2015","Higher tariff","18","England","Female","Not main scheme applicant","Not main scheme application","65","60","0.9520000000000001"
"2016","Higher tariff","18","England","Female","Not main scheme applicant","Not main scheme application","55","50","0.907"
"2017","Higher tariff","18","England","Female","Not main scheme applicant","Not main scheme application","75","65","0.904"
"2018","Higher tariff","18","England","Female","Not main scheme applicant","Not main scheme application","105","95","0.915"
"2019","Higher tariff","18","England","Female","Not main scheme applicant","Not main scheme application","110","105","0.9460000000000001"
"2020","Higher tariff","18","England","Female","Not main scheme applicant","Not main scheme application","145","135","0.912"
"2021","Higher tariff","18","England","Female","Not main scheme applicant","Not main scheme application","40","40","0.976"
"2022","Higher tariff","18","England","Female","Not main scheme applicant","Not main scheme application","40","40","0.9520000000000001"
"2023","Higher tariff","18","England","Female","Not main scheme applicant","Not main scheme application","45","40","0.8260000000000001"
"2006","Medium tariff","18","England","Female","Not main scheme applicant","Not main scheme application","295","290","0.98"
"2007","Medium tariff","18","England","Female","Not main scheme applicant","Not main scheme application","300","290","0.973"
"2008","Medium tariff","18","England","Female","Not main scheme applicant","Not main scheme application","255","245","0.961"
"2009","Medium tariff","18","England","Female","Not main scheme applicant","Not main scheme application","130","120","0.924"
"2010","Medium tariff","18","England","Female","Not main scheme applicant","Not main scheme application","55","50","0.962"
"2011","Medium tariff","18","England","Female","Not main scheme applicant","Not main scheme application","75","65","0.877"
"2012","Medium tariff","18","England","Female","Not main scheme applicant","Not main scheme application","215","210","0.963"
"2013","Medium tariff","18","England","Female","Not main scheme applicant","Not main scheme application","210","200","0.9480000000000001"
"2014","Medium tariff","18","England","Female","Not main scheme applicant","Not main scheme application","175","165","0.9490000000000001"
"2015","Medium tariff","18","England","Female","Not main scheme applicant","Not main scheme application","235","225","0.962"
"2016","Medium tariff","18","England","Female","Not main scheme applicant","Not main scheme application","265","250","0.933"
"2017","Medium tariff","18","England","Female","Not main scheme applicant","Not main scheme application","380","350","0.923"
"2018","Medium tariff","18","England","Female","Not main scheme applicant","Not main scheme application","405","380","0.9380000000000001"
"2019","Medium tariff","18","England","Female","Not main scheme applicant","Not main scheme application","495","465","0.9470000000000001"
"2020","Medium tariff","18","England","Female","Not main scheme applicant","Not main scheme application","720","675","0.936"
"2021","Medium tariff","18","England","Female","Not main scheme applicant","Not main scheme application","405","380","0.9460000000000001"
"2022","Medium tariff","18","England","Female","Not main scheme applicant","Not main scheme application","415","385","0.93"
"2023","Medium tariff","18","England","Female","Not main scheme applicant","Not main scheme application","505","470","0.934"
