"Year","Tariff group of provider","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate"
"2022","All","25 - 29","Scotland","All","All","Not main scheme application","65","40","0.636"
"2023","All","25 - 29","Scotland","All","All","Not main scheme application","55","45","0.772"
"2019","All","30 - 34","Scotland","All","All","Not main scheme application","25","15","0.583"
"2020","All","30 - 34","Scotland","All","All","Not main scheme application","35","20","0.514"
"2021","All","30 - 34","Scotland","All","All","Not main scheme application","35","15","0.441"
"2022","All","30 - 34","Scotland","All","All","Not main scheme application","35","15","0.41200000000000003"
"2023","All","30 - 34","Scotland","All","All","Not main scheme application","25","20","0.6920000000000001"
"2019","All","35 and over","Scotland","All","All","Not main scheme application","70","40","0.5710000000000001"
"2020","All","35 and over","Scotland","All","All","Not main scheme application","85","50","0.558"
"2021","All","35 and over","Scotland","All","All","Not main scheme application","50","30","0.612"
"2022","All","35 and over","Scotland","All","All","Not main scheme application","60","40","0.629"
"2023","All","35 and over","Scotland","All","All","Not main scheme application","60","45","0.721"
"2022","All","21 - 24","Wales","All","All","Not main scheme application","70","55","0.8140000000000001"
"2023","All","21 - 24","Wales","All","All","Not main scheme application","85","70","0.835"
"2022","All","25 - 29","Wales","All","All","Not main scheme application","35","30","0.8"
"2023","All","25 - 29","Wales","All","All","Not main scheme application","30","25","0.767"
"2022","All","30 - 34","Wales","All","All","Not main scheme application","10","10"," "
"2023","All","30 - 34","Wales","All","All","Not main scheme application","15","15","0.929"
"2022","All","35 and over","Wales","All","All","Not main scheme application","20","15","0.8"
"2023","All","35 and over","Wales","All","All","Not main scheme application","20","15","0.85"
"2022","All","25 - 29","Not EU","All","All","Not main scheme application","5","0"," "
"2022","All","35 and over","Not EU","All","All","Not main scheme application","5","0"," "
"2020","All","21 - 24","EU (excluding UK)","All","All","Not main scheme application","5","0"," "
"2022","All","21 - 24","EU (excluding UK)","All","All","Not main scheme application","5","0"," "
"2023","All","21 - 24","EU (excluding UK)","All","All","Not main scheme application","5","0"," "
"2020","All","25 - 29","EU (excluding UK)","All","All","Not main scheme application","5","0"," "
"2021","All","25 - 29","EU (excluding UK)","All","All","Not main scheme application","5","0"," "
"2020","All","35 and over","EU (excluding UK)","All","All","Not main scheme application","5","0"," "
"2019","All","21 - 24","Northern Ireland","All","All","Main scheme application","60","10","0.17200000000000001"
"2020","All","21 - 24","Northern Ireland","All","All","Main scheme application","40","10"," "
"2021","All","21 - 24","Northern Ireland","All","All","Main scheme application","65","15","0.254"
"2022","All","21 - 24","Northern Ireland","All","All","Main scheme application","45","15","0.28300000000000003"
"2023","All","21 - 24","Northern Ireland","All","All","Main scheme application","25","5"," "
"2019","All","25 - 29","Northern Ireland","All","All","Main scheme application","25","10","0.423"
"2020","All","25 - 29","Northern Ireland","All","All","Main scheme application","20","5"," "
"2021","All","25 - 29","Northern Ireland","All","All","Main scheme application","25","10"," "
"2022","All","25 - 29","Northern Ireland","All","All","Main scheme application","15","10"," "
"2023","All","25 - 29","Northern Ireland","All","All","Main scheme application","15","5"," "
"2019","All","30 - 34","Northern Ireland","All","All","Main scheme application","5","0"," "
"2020","All","30 - 34","Northern Ireland","All","All","Main scheme application","5","0"," "
"2021","All","30 - 34","Northern Ireland","All","All","Main scheme application","5","0"," "
"2022","All","30 - 34","Northern Ireland","All","All","Main scheme application","5","0"," "
"2023","All","30 - 34","Northern Ireland","All","All","Main scheme application","5","0"," "
"2019","All","35 and over","Northern Ireland","All","All","Main scheme application","5","0"," "
"2021","All","35 and over","Northern Ireland","All","All","Main scheme application","5","5"," "
"2022","All","35 and over","Northern Ireland","All","All","Main scheme application","5","5"," "
"2023","All","35 and over","Northern Ireland","All","All","Main scheme application","5","0"," "
"2020","All","18","England","All","All","Main scheme application","5","0"," "
"2022","All","18","England","All","All","Main scheme application","10","0"," "
"2023","All","18","England","All","All","Main scheme application","5","0"," "
"2019","All","21 - 24","England","All","All","Main scheme application","70","30","0.40800000000000003"
"2020","All","21 - 24","England","All","All","Main scheme application","50","20","0.385"
"2021","All","21 - 24","England","All","All","Main scheme application","90","25","0.28400000000000003"
"2022","All","21 - 24","England","All","All","Main scheme application","145","65","0.448"
"2023","All","21 - 24","England","All","All","Main scheme application","130","55","0.417"
"2019","All","25 - 29","England","All","All","Main scheme application","30","10"," "
"2020","All","25 - 29","England","All","All","Main scheme application","35","20","0.541"
"2021","All","25 - 29","England","All","All","Main scheme application","55","20","0.37"
"2022","All","25 - 29","England","All","All","Main scheme application","35","10","0.278"
"2023","All","25 - 29","England","All","All","Main scheme application","25","10","0.423"
"2019","All","30 - 34","England","All","All","Main scheme application","15","5"," "
"2020","All","30 - 34","England","All","All","Main scheme application","20","15","0.667"
"2021","All","30 - 34","England","All","All","Main scheme application","20","0"," "
"2022","All","30 - 34","England","All","All","Main scheme application","20","5"," "
"2023","All","30 - 34","England","All","All","Main scheme application","10","5"," "
"2019","All","35 and over","England","All","All","Main scheme application","25","5"," "
"2020","All","35 and over","England","All","All","Main scheme application","20","5"," "
"2021","All","35 and over","England","All","All","Main scheme application","20","15","0.682"
"2022","All","35 and over","England","All","All","Main scheme application","15","5"," "
"2023","All","35 and over","England","All","All","Main scheme application","10","5"," "
"2019","All","18","Scotland","All","All","Main scheme application","15","0"," "
"2020","All","18","Scotland","All","All","Main scheme application","25","0"," "
"2021","All","18","Scotland","All","All","Main scheme application","20","0"," "
"2022","All","18","Scotland","All","All","Main scheme application","20","0"," "
"2023","All","18","Scotland","All","All","Main scheme application","25","0"," "
"2019","All","19","Scotland","All","All","Main scheme application","5","0"," "
"2020","All","19","Scotland","All","All","Main scheme application","5","0"," "
"2021","All","19","Scotland","All","All","Main scheme application","5","0"," "
"2022","All","19","Scotland","All","All","Main scheme application","10","0"," "
"2023","All","19","Scotland","All","All","Main scheme application","10","0"," "
"2019","All","20","Scotland","All","All","Main scheme application","5","0"," "
"2020","All","20","Scotland","All","All","Main scheme application","10","0"," "
"2021","All","20","Scotland","All","All","Main scheme application","15","0"," "
"2022","All","20","Scotland","All","All","Main scheme application","10","0"," "
"2023","All","20","Scotland","All","All","Main scheme application","10","0"," "
"2019","All","21 - 24","Scotland","All","All","Main scheme application","1570","800","0.509"
"2020","All","21 - 24","Scotland","All","All","Main scheme application","1680","875","0.519"
"2021","All","21 - 24","Scotland","All","All","Main scheme application","2110","875","0.41400000000000003"
"2022","All","21 - 24","Scotland","All","All","Main scheme application","1525","765","0.5"
"2023","All","21 - 24","Scotland","All","All","Main scheme application","1285","720","0.559"
"2019","All","25 - 29","Scotland","All","All","Main scheme application","1325","685","0.517"
"2020","All","25 - 29","Scotland","All","All","Main scheme application","1325","680","0.514"
"2021","All","25 - 29","Scotland","All","All","Main scheme application","1650","725","0.438"
"2022","All","25 - 29","Scotland","All","All","Main scheme application","1130","595","0.527"
"2023","All","25 - 29","Scotland","All","All","Main scheme application","840","450","0.537"
"2019","All","30 - 34","Scotland","All","All","Main scheme application","605","280","0.459"
"2020","All","30 - 34","Scotland","All","All","Main scheme application","630","325","0.513"
"2021","All","30 - 34","Scotland","All","All","Main scheme application","720","285","0.393"
"2022","All","30 - 34","Scotland","All","All","Main scheme application","505","265","0.528"
"2023","All","30 - 34","Scotland","All","All","Main scheme application","385","205","0.529"
"2019","All","35 and over","Scotland","All","All","Main scheme application","1080","470","0.433"
"2020","All","35 and over","Scotland","All","All","Main scheme application","1145","520","0.455"
"2021","All","35 and over","Scotland","All","All","Main scheme application","1225","455","0.37"
"2022","All","35 and over","Scotland","All","All","Main scheme application","840","400","0.47900000000000004"
"2023","All","35 and over","Scotland","All","All","Main scheme application","690","360","0.518"
"2020","All","18","Wales","All","All","Main scheme application","5","0"," "
"2022","All","18","Wales","All","All","Main scheme application","20","0"," "
"2023","All","18","Wales","All","All","Main scheme application","5","0"," "
"2023","All","20","Wales","All","All","Main scheme application","5","0"," "
"2020","All","21 - 24","Wales","All","All","Main scheme application","5","0"," "
"2021","All","21 - 24","Wales","All","All","Main scheme application","5","0"," "
"2022","All","21 - 24","Wales","All","All","Main scheme application","645","460","0.711"
"2023","All","21 - 24","Wales","All","All","Main scheme application","600","420","0.6990000000000001"
"2019","All","25 - 29","Wales","All","All","Main scheme application","5","0"," "
"2020","All","25 - 29","Wales","All","All","Main scheme application","5","0"," "
"2022","All","25 - 29","Wales","All","All","Main scheme application","230","155","0.671"
"2023","All","25 - 29","Wales","All","All","Main scheme application","220","150","0.683"
"2022","All","30 - 34","Wales","All","All","Main scheme application","95","70","0.742"
"2023","All","30 - 34","Wales","All","All","Main scheme application","80","50","0.654"
"2022","All","35 and over","Wales","All","All","Main scheme application","125","75","0.5750000000000001"
"2023","All","35 and over","Wales","All","All","Main scheme application","90","55","0.593"
"2019","All","21 - 24","Not EU","All","All","Main scheme application","15","5"," "
"2020","All","21 - 24","Not EU","All","All","Main scheme application","30","10"," "
"2021","All","21 - 24","Not EU","All","All","Main scheme application","20","0"," "
"2022","All","21 - 24","Not EU","All","All","Main scheme application","20","5"," "
"2023","All","21 - 24","Not EU","All","All","Main scheme application","30","5"," "
"2019","All","25 - 29","Not EU","All","All","Main scheme application","20","10"," "
"2020","All","25 - 29","Not EU","All","All","Main scheme application","20","5"," "
"2021","All","25 - 29","Not EU","All","All","Main scheme application","25","10"," "
"2022","All","25 - 29","Not EU","All","All","Main scheme application","40","10","0.289"
"2023","All","25 - 29","Not EU","All","All","Main scheme application","30","10","0.333"
"2019","All","30 - 34","Not EU","All","All","Main scheme application","15","5"," "
"2020","All","30 - 34","Not EU","All","All","Main scheme application","15","5"," "
"2021","All","30 - 34","Not EU","All","All","Main scheme application","10","5"," "
"2022","All","30 - 34","Not EU","All","All","Main scheme application","25","5"," "
"2023","All","30 - 34","Not EU","All","All","Main scheme application","20","5"," "
"2019","All","35 and over","Not EU","All","All","Main scheme application","15","5"," "
"2020","All","35 and over","Not EU","All","All","Main scheme application","10","0"," "
"2021","All","35 and over","Not EU","All","All","Main scheme application","20","0"," "
"2022","All","35 and over","Not EU","All","All","Main scheme application","35","5"," "
"2023","All","35 and over","Not EU","All","All","Main scheme application","25","5"," "
"2019","All","20","EU (excluding UK)","All","All","Main scheme application","5","0"," "
"2020","All","20","EU (excluding UK)","All","All","Main scheme application","5","0"," "
"2019","All","21 - 24","EU (excluding UK)","All","All","Main scheme application","125","45","0.352"
"2020","All","21 - 24","EU (excluding UK)","All","All","Main scheme application","145","60","0.41300000000000003"
"2021","All","21 - 24","EU (excluding UK)","All","All","Main scheme application","95","20","0.2"
"2022","All","21 - 24","EU (excluding UK)","All","All","Main scheme application","55","10","0.17500000000000002"
"2023","All","21 - 24","EU (excluding UK)","All","All","Main scheme application","50","15","0.327"
"2019","All","25 - 29","EU (excluding UK)","All","All","Main scheme application","55","20","0.386"
"2020","All","25 - 29","EU (excluding UK)","All","All","Main scheme application","80","30","0.388"
"2021","All","25 - 29","EU (excluding UK)","All","All","Main scheme application","60","10","0.20700000000000002"
"2022","All","25 - 29","EU (excluding UK)","All","All","Main scheme application","35","15","0.417"
"2023","All","25 - 29","EU (excluding UK)","All","All","Main scheme application","20","5"," "
"2019","All","30 - 34","EU (excluding UK)","All","All","Main scheme application","30","10","0.34400000000000003"
"2020","All","30 - 34","EU (excluding UK)","All","All","Main scheme application","30","10","0.41400000000000003"
"2021","All","30 - 34","EU (excluding UK)","All","All","Main scheme application","15","5"," "
"2022","All","30 - 34","EU (excluding UK)","All","All","Main scheme application","10","5"," "
"2023","All","30 - 34","EU (excluding UK)","All","All","Main scheme application","5","5"," "
"2019","All","35 and over","EU (excluding UK)","All","All","Main scheme application","15","5"," "
"2020","All","35 and over","EU (excluding UK)","All","All","Main scheme application","10","5"," "
"2021","All","35 and over","EU (excluding UK)","All","All","Main scheme application","10","0"," "
"2022","All","35 and over","EU (excluding UK)","All","All","Main scheme application","10","0"," "
"2023","All","35 and over","EU (excluding UK)","All","All","Main scheme application","10","0"," "
"2019","Lower tariff","All","England","All","All","Not main scheme application","20","20","1"
"2020","Lower tariff","All","England","All","All","Not main scheme application","35","30","0.889"
"2021","Lower tariff","All","England","All","All","Not main scheme application","20","15","0.85"
"2022","Lower tariff","All","England","All","All","Not main scheme application","20","20","0.857"
"2023","Lower tariff","All","England","All","All","Not main scheme application","30","30","1"
"2019","Higher tariff","All","England","All","All","Not main scheme application","5","0"," "
"2020","Higher tariff","All","England","All","All","Not main scheme application","5","5"," "
"2021","Higher tariff","All","England","All","All","Not main scheme application","5","0"," "
"2022","Higher tariff","All","England","All","All","Not main scheme application","5","0"," "
"2022","Medium tariff","All","England","All","All","Not main scheme application","5","5"," "
"2023","Medium tariff","All","England","All","All","Not main scheme application","10","10","0.917"
"2019","Higher tariff","All","Scotland","All","All","Not main scheme application","220","135","0.623"
"2020","Higher tariff","All","Scotland","All","All","Not main scheme application","285","160","0.554"
"2021","Higher tariff","All","Scotland","All","All","Not main scheme application","250","115","0.47000000000000003"
"2022","Higher tariff","All","Scotland","All","All","Not main scheme application","205","130","0.628"
"2023","Higher tariff","All","Scotland","All","All","Not main scheme application","190","140","0.73"
"2019","Medium tariff","All","Scotland","All","All","Not main scheme application","45","15","0.326"
"2020","Medium tariff","All","Scotland","All","All","Not main scheme application","70","20","0.319"
"2021","Medium tariff","All","Scotland","All","All","Not main scheme application","60","15","0.233"
"2022","Medium tariff","All","Scotland","All","All","Not main scheme application","50","25","0.49"
"2023","Medium tariff","All","Scotland","All","All","Not main scheme application","35","15","0.515"
"2022","Lower tariff","All","Wales","All","All","Not main scheme application","75","60","0.838"
"2023","Lower tariff","All","Wales","All","All","Not main scheme application","75","55","0.757"
"2022","Medium tariff","All","Wales","All","All","Not main scheme application","60","50","0.8"
"2023","Medium tariff","All","Wales","All","All","Not main scheme application","75","70","0.907"
"2020","Higher tariff","All","Not EU","All","All","Not main scheme application","5","0"," "
"2021","Higher tariff","All","Not EU","All","All","Not main scheme application","5","0"," "
"2022","Higher tariff","All","Not EU","All","All","Not main scheme application","5","0"," "
"2022","Medium tariff","All","Not EU","All","All","Not main scheme application","5","0"," "
"2019","Higher tariff","All","EU (excluding UK)","All","All","Not main scheme application","5","5"," "
"2020","Higher tariff","All","EU (excluding UK)","All","All","Not main scheme application","10","5"," "
"2021","Higher tariff","All","EU (excluding UK)","All","All","Not main scheme application","5","0"," "
"2022","Higher tariff","All","EU (excluding UK)","All","All","Not main scheme application","5","0"," "
"2023","Higher tariff","All","EU (excluding UK)","All","All","Not main scheme application","5","0"," "
"2020","Medium tariff","All","EU (excluding UK)","All","All","Not main scheme application","5","0"," "
"2022","Medium tariff","All","EU (excluding UK)","All","All","Not main scheme application","5","0"," "
"2022","Lower tariff","All","Northern Ireland","All","All","Main scheme application","10","5"," "
"2023","Lower tariff","All","Northern Ireland","All","All","Main scheme application","15","0"," "
"2019","Higher tariff","All","Northern Ireland","All","All","Main scheme application","90","20","0.247"
"2020","Higher tariff","All","Northern Ireland","All","All","Main scheme application","65","15","0.209"
"2021","Higher tariff","All","Northern Ireland","All","All","Main scheme application","95","25","0.255"
"2022","Higher tariff","All","Northern Ireland","All","All","Main scheme application","65","20","0.299"
"2023","Higher tariff","All","Northern Ireland","All","All","Main scheme application","45","10"," "
"2019","Medium tariff","All","Northern Ireland","All","All","Main scheme application","30","0"," "
"2020","Medium tariff","All","Northern Ireland","All","All","Main scheme application","25","0"," "
"2021","Medium tariff","All","Northern Ireland","All","All","Main scheme application","40","5"," "
"2022","Medium tariff","All","Northern Ireland","All","All","Main scheme application","35","5"," "
"2023","Medium tariff","All","Northern Ireland","All","All","Main scheme application","20","0"," "
"2019","Lower tariff","All","England","All","All","Main scheme application","40","20","0.47600000000000003"
"2020","Lower tariff","All","England","All","All","Main scheme application","50","20","0.375"
"2021","Lower tariff","All","England","All","All","Main scheme application","40","25","0.61"
"2022","Lower tariff","All","England","All","All","Main scheme application","110","40","0.366"
"2023","Lower tariff","All","England","All","All","Main scheme application","100","40","0.42"
"2019","Higher tariff","All","England","All","All","Main scheme application","95","25","0.28400000000000003"
"2020","Higher tariff","All","England","All","All","Main scheme application","85","35","0.419"
"2021","Higher tariff","All","England","All","All","Main scheme application","140","35","0.246"
"2022","Higher tariff","All","England","All","All","Main scheme application","95","20","0.221"
"2023","Higher tariff","All","England","All","All","Main scheme application","65","15","0.203"
"2019","Medium tariff","All","England","All","All","Main scheme application","40","5"," "
"2020","Medium tariff","All","England","All","All","Main scheme application","35","5"," "
"2021","Medium tariff","All","England","All","All","Main scheme application","50","0"," "
"2022","Medium tariff","All","England","All","All","Main scheme application","85","25","0.294"
"2023","Medium tariff","All","England","All","All","Main scheme application","75","25","0.299"
"2022","Lower tariff","All","Scotland","All","All","Main scheme application","10","0"," "
"2023","Lower tariff","All","Scotland","All","All","Main scheme application","10","0"," "
"2019","Higher tariff","All","Scotland","All","All","Main scheme application","4375","1860","0.426"
"2020","Higher tariff","All","Scotland","All","All","Main scheme application","4520","1990","0.441"
"2021","Higher tariff","All","Scotland","All","All","Main scheme application","5505","1930","0.35000000000000003"
"2022","Higher tariff","All","Scotland","All","All","Main scheme application","3875","1690","0.435"
"2023","Higher tariff","All","Scotland","All","All","Main scheme application","3085","1440","0.466"
"2019","Medium tariff","All","Scotland","All","All","Main scheme application","2610","370","0.14200000000000002"
"2020","Medium tariff","All","Scotland","All","All","Main scheme application","2740","405","0.148"
"2021","Medium tariff","All","Scotland","All","All","Main scheme application","3305","405","0.123"
"2022","Medium tariff","All","Scotland","All","All","Main scheme application","2350","340","0.145"
"2023","Medium tariff","All","Scotland","All","All","Main scheme application","1920","295","0.154"
"2020","Lower tariff","All","Wales","All","All","Main scheme application","5","0"," "
"2022","Lower tariff","All","Wales","All","All","Main scheme application","945","585","0.619"
"2023","Lower tariff","All","Wales","All","All","Main scheme application","825","490","0.596"
"2019","Higher tariff","All","Wales","All","All","Main scheme application","5","0"," "
"2020","Higher tariff","All","Wales","All","All","Main scheme application","10","0"," "
"2021","Higher tariff","All","Wales","All","All","Main scheme application","5","0"," "
"2022","Higher tariff","All","Wales","All","All","Main scheme application","10","0"," "
"2023","Higher tariff","All","Wales","All","All","Main scheme application","15","0"," "
"2019","Medium tariff","All","Wales","All","All","Main scheme application","5","0"," "
"2022","Medium tariff","All","Wales","All","All","Main scheme application","560","170","0.304"
"2023","Medium tariff","All","Wales","All","All","Main scheme application","535","180","0.337"
"2022","Lower tariff","All","Not EU","All","All","Main scheme application","35","5"," "
"2023","Lower tariff","All","Not EU","All","All","Main scheme application","25","0"," "
"2019","Higher tariff","All","Not EU","All","All","Main scheme application","65","20","0.333"
"2020","Higher tariff","All","Not EU","All","All","Main scheme application","70","20","0.264"
"2021","Higher tariff","All","Not EU","All","All","Main scheme application","70","15","0.2"
"2022","Higher tariff","All","Not EU","All","All","Main scheme application","90","20","0.213"
"2023","Higher tariff","All","Not EU","All","All","Main scheme application","80","15","0.2"
"2019","Medium tariff","All","Not EU","All","All","Main scheme application","25","0"," "
"2020","Medium tariff","All","Not EU","All","All","Main scheme application","25","0"," "
"2021","Medium tariff","All","Not EU","All","All","Main scheme application","25","0"," "
"2022","Medium tariff","All","Not EU","All","All","Main scheme application","65","5"," "
"2023","Medium tariff","All","Not EU","All","All","Main scheme application","50","10"," "
"2022","Lower tariff","All","EU (excluding UK)","All","All","Main scheme application","30","0"," "
"2023","Lower tariff","All","EU (excluding UK)","All","All","Main scheme application","15","5"," "
"2019","Higher tariff","All","EU (excluding UK)","All","All","Main scheme application","230","70","0.294"
"2020","Higher tariff","All","EU (excluding UK)","All","All","Main scheme application","265","100","0.378"
"2021","Higher tariff","All","EU (excluding UK)","All","All","Main scheme application","180","35","0.194"
"2022","Higher tariff","All","EU (excluding UK)","All","All","Main scheme application","105","20","0.171"
"2023","Higher tariff","All","EU (excluding UK)","All","All","Main scheme application","75","20","0.257"
"2019","Medium tariff","All","EU (excluding UK)","All","All","Main scheme application","95","15","0.158"
"2020","Medium tariff","All","EU (excluding UK)","All","All","Main scheme application","80","5"," "
"2021","Medium tariff","All","EU (excluding UK)","All","All","Main scheme application","60","5"," "
"2022","Medium tariff","All","EU (excluding UK)","All","All","Main scheme application","55","10"," "
"2023","Medium tariff","All","EU (excluding UK)","All","All","Main scheme application","45","5"," "
"2022","All","All","Northern Ireland","All","All","Not main scheme application","5","0"," "
"2023","All","All","Northern Ireland","All","All","Not main scheme application","5","5"," "
"2019","All","All","England","All","All","Not main scheme application","25","20","0.87"
"2020","All","All","England","All","All","Not main scheme application","40","35","0.902"
"2021","All","All","England","All","All","Not main scheme application","25","20","0.72"
"2022","All","All","England","All","All","Not main scheme application","30","20","0.733"
"2023","All","All","England","All","All","Not main scheme application","40","40","0.976"
"2019","All","All","Scotland","All","All","Not main scheme application","265","150","0.5710000000000001"
"2020","All","All","Scotland","All","All","Not main scheme application","355","180","0.508"
"2021","All","All","Scotland","All","All","Not main scheme application","310","130","0.424"
"2022","All","All","Scotland","All","All","Not main scheme application","255","155","0.602"
"2023","All","All","Scotland","All","All","Not main scheme application","225","155","0.6950000000000001"
"2022","All","All","Wales","All","All","Not main scheme application","135","110","0.8210000000000001"
"2023","All","All","Wales","All","All","Not main scheme application","150","125","0.8320000000000001"
"2020","All","All","Not EU","All","All","Not main scheme application","5","5"," "
"2021","All","All","Not EU","All","All","Not main scheme application","5","5"," "
"2022","All","All","Not EU","All","All","Not main scheme application","10","5"," "
"2023","All","All","Not EU","All","All","Not main scheme application","5","0"," "
"2019","All","All","EU (excluding UK)","All","All","Not main scheme application","5","5"," "
"2020","All","All","EU (excluding UK)","All","All","Not main scheme application","15","5"," "
"2021","All","All","EU (excluding UK)","All","All","Not main scheme application","5","0"," "
"2022","All","All","EU (excluding UK)","All","All","Not main scheme application","5","0"," "
"2023","All","All","EU (excluding UK)","All","All","Not main scheme application","5","0"," "
"2019","All","All","Northern Ireland","All","All","Main scheme application","90","20","0.244"
"2020","All","All","Northern Ireland","All","All","Main scheme application","70","15","0.203"
"2021","All","All","Northern Ireland","All","All","Main scheme application","95","30","0.302"
"2022","All","All","Northern Ireland","All","All","Main scheme application","70","25","0.377"
"2023","All","All","Northern Ireland","All","All","Main scheme application","50","10"," "
"2019","All","All","England","All","All","Main scheme application","140","50","0.355"
"2020","All","All","England","All","All","Main scheme application","135","60","0.445"
"2021","All","All","England","All","All","Main scheme application","185","60","0.333"
"2022","All","All","England","All","All","Main scheme application","225","85","0.387"
"2023","All","All","England","All","All","Main scheme application","190","80","0.40800000000000003"
"2019","All","All","Scotland","All","All","Main scheme application","4615","2230","0.484"
"2020","All","All","Scotland","All","All","Main scheme application","4815","2400","0.498"
"2021","All","All","Scotland","All","All","Main scheme application","5750","2335","0.406"
"2022","All","All","Scotland","All","All","Main scheme application","4045","2030","0.502"
"2023","All","All","Scotland","All","All","Main scheme application","3245","1735","0.534"
"2019","All","All","Wales","All","All","Main scheme application","5","0"," "
"2020","All","All","Wales","All","All","Main scheme application","15","0"," "
"2021","All","All","Wales","All","All","Main scheme application","5","0"," "
"2022","All","All","Wales","All","All","Main scheme application","1115","755","0.676"
"2023","All","All","Wales","All","All","Main scheme application","1000","675","0.675"
"2019","All","All","Not EU","All","All","Main scheme application","65","25","0.34800000000000003"
"2020","All","All","Not EU","All","All","Main scheme application","75","20","0.27"
"2021","All","All","Not EU","All","All","Main scheme application","75","15","0.189"
"2022","All","All","Not EU","All","All","Main scheme application","120","30","0.254"
"2023","All","All","Not EU","All","All","Main scheme application","110","25","0.234"
"2019","All","All","EU (excluding UK)","All","All","Main scheme application","235","85","0.356"
"2020","All","All","EU (excluding UK)","All","All","Main scheme application","270","105","0.394"
"2021","All","All","EU (excluding UK)","All","All","Main scheme application","180","40","0.209"
"2022","All","All","EU (excluding UK)","All","All","Main scheme application","115","30","0.254"
"2023","All","All","EU (excluding UK)","All","All","Main scheme application","85","25","0.306"
"2021","Higher tariff","18","All","All","All","Not main scheme application","5","0"," "
"2019","Lower tariff","21 - 24","All","All","All","Not main scheme application","5","5"," "
"2020","Lower tariff","21 - 24","All","All","All","Not main scheme application","5","5"," "
"2021","Lower tariff","21 - 24","All","All","All","Not main scheme application","5","0"," "
"2022","Lower tariff","21 - 24","All","All","All","Not main scheme application","45","40","0.809"
"2023","Lower tariff","21 - 24","All","All","All","Not main scheme application","55","40","0.774"
"2019","Higher tariff","21 - 24","All","All","All","Not main scheme application","80","45","0.59"
"2020","Higher tariff","21 - 24","All","All","All","Not main scheme application","110","45","0.423"
"2021","Higher tariff","21 - 24","All","All","All","Not main scheme application","105","45","0.429"
"2022","Higher tariff","21 - 24","All","All","All","Not main scheme application","85","55","0.631"
"2023","Higher tariff","21 - 24","All","All","All","Not main scheme application","70","45","0.648"
"2019","Medium tariff","21 - 24","All","All","All","Not main scheme application","20","5"," "
"2020","Medium tariff","21 - 24","All","All","All","Not main scheme application","20","5"," "
"2021","Medium tariff","21 - 24","All","All","All","Not main scheme application","30","10"," "
"2022","Medium tariff","21 - 24","All","All","All","Not main scheme application","55","35","0.679"
"2023","Medium tariff","21 - 24","All","All","All","Not main scheme application","65","55","0.857"
"2019","Lower tariff","25 - 29","All","All","All","Not main scheme application","5","5"," "
"2020","Lower tariff","25 - 29","All","All","All","Not main scheme application","15","10","0.769"
"2021","Lower tariff","25 - 29","All","All","All","Not main scheme application","5","5"," "
"2022","Lower tariff","25 - 29","All","All","All","Not main scheme application","25","20","0.875"
"2023","Lower tariff","25 - 29","All","All","All","Not main scheme application","25","20","0.846"
"2019","Higher tariff","25 - 29","All","All","All","Not main scheme application","75","50","0.662"
"2020","Higher tariff","25 - 29","All","All","All","Not main scheme application","100","65","0.653"
"2021","Higher tariff","25 - 29","All","All","All","Not main scheme application","85","35","0.398"
"2022","Higher tariff","25 - 29","All","All","All","Not main scheme application","55","35","0.661"
"2023","Higher tariff","25 - 29","All","All","All","Not main scheme application","50","40","0.837"
"2019","Medium tariff","25 - 29","All","All","All","Not main scheme application","10","5"," "
"2020","Medium tariff","25 - 29","All","All","All","Not main scheme application","25","10"," "
"2021","Medium tariff","25 - 29","All","All","All","Not main scheme application","15","0"," "
"2022","Medium tariff","25 - 29","All","All","All","Not main scheme application","35","20","0.588"
"2023","Medium tariff","25 - 29","All","All","All","Not main scheme application","25","20","0.6920000000000001"
"2020","Lower tariff","30 - 34","All","All","All","Not main scheme application","5","5"," "
"2021","Lower tariff","30 - 34","All","All","All","Not main scheme application","5","5"," "
"2022","Lower tariff","30 - 34","All","All","All","Not main scheme application","5","5"," "
"2023","Lower tariff","30 - 34","All","All","All","Not main scheme application","10","5"," "
"2019","Higher tariff","30 - 34","All","All","All","Not main scheme application","25","15","0.609"
"2020","Higher tariff","30 - 34","All","All","All","Not main scheme application","25","15","0.556"
"2021","Higher tariff","30 - 34","All","All","All","Not main scheme application","30","15","0.464"
"2022","Higher tariff","30 - 34","All","All","All","Not main scheme application","30","10","0.379"
"2023","Higher tariff","30 - 34","All","All","All","Not main scheme application","25","15","0.6960000000000001"
"2019","Medium tariff","30 - 34","All","All","All","Not main scheme application","5","0"," "
"2020","Medium tariff","30 - 34","All","All","All","Not main scheme application","10","5"," "
"2021","Medium tariff","30 - 34","All","All","All","Not main scheme application","10","5"," "
"2022","Medium tariff","30 - 34","All","All","All","Not main scheme application","10","10"," "
"2023","Medium tariff","30 - 34","All","All","All","Not main scheme application","15","10","0.923"
"2019","Lower tariff","35 and over","All","All","All","Not main scheme application","10","10"," "
"2020","Lower tariff","35 and over","All","All","All","Not main scheme application","10","10","0.917"
"2021","Lower tariff","35 and over","All","All","All","Not main scheme application","10","10"," "
"2022","Lower tariff","35 and over","All","All","All","Not main scheme application","20","15","0.8"
"2023","Lower tariff","35 and over","All","All","All","Not main scheme application","20","15","0.889"
