"Year","Provider country","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate"
"2022","Northern Ireland","21 - 24","All","Male","Main scheme applicant","Not main scheme application","10","10"," "
"2023","Northern Ireland","21 - 24","All","Male","Main scheme applicant","Not main scheme application","5","5"," "
"2019","Scotland","21 - 24","All","Male","Main scheme applicant","Not main scheme application","5","5"," "
"2020","Scotland","21 - 24","All","Male","Main scheme applicant","Not main scheme application","5","5"," "
"2021","Scotland","21 - 24","All","Male","Main scheme applicant","Not main scheme application","10","5"," "
"2022","Scotland","21 - 24","All","Male","Main scheme applicant","Not main scheme application","5","0"," "
"2023","Scotland","21 - 24","All","Male","Main scheme applicant","Not main scheme application","5","0"," "
"2020","Wales","21 - 24","All","Male","Main scheme applicant","Not main scheme application","5","0"," "
"2021","Wales","21 - 24","All","Male","Main scheme applicant","Not main scheme application","5","5"," "
"2022","Wales","21 - 24","All","Male","Main scheme applicant","Not main scheme application","5","0"," "
"2023","Wales","21 - 24","All","Male","Main scheme applicant","Not main scheme application","5","0"," "
"2019","England","25 - 29","All","Male","Main scheme applicant","Not main scheme application","25","20","0.741"
"2020","England","25 - 29","All","Male","Main scheme applicant","Not main scheme application","45","30","0.609"
"2021","England","25 - 29","All","Male","Main scheme applicant","Not main scheme application","40","20","0.5640000000000001"
"2022","England","25 - 29","All","Male","Main scheme applicant","Not main scheme application","35","10","0.297"
"2023","England","25 - 29","All","Male","Main scheme applicant","Not main scheme application","40","20","0.524"
