"Year","Gender","Age group","Domicile","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2023","Male","25 - 29","EU (excluding UK)","Main scheme applicant","Main scheme application","135","40","0.299","0"
"2006","Female","30 - 34","EU (excluding UK)","Main scheme applicant","Main scheme application","170","80","0.453","0"
"2007","Female","30 - 34","EU (excluding UK)","Main scheme applicant","Main scheme application","185","80","0.43","0"
"2008","Female","30 - 34","EU (excluding UK)","Main scheme applicant","Main scheme application","160","70","0.426","0"
"2009","Female","30 - 34","EU (excluding UK)","Main scheme applicant","Main scheme application","190","75","0.405","0"
"2010","Female","30 - 34","EU (excluding UK)","Main scheme applicant","Main scheme application","240","85","0.34900000000000003","0"
"2011","Female","30 - 34","EU (excluding UK)","Main scheme applicant","Main scheme application","250","85","0.343","0"
"2012","Female","30 - 34","EU (excluding UK)","Main scheme applicant","Main scheme application","205","65","0.322","0"
"2013","Female","30 - 34","EU (excluding UK)","Main scheme applicant","Main scheme application","205","65","0.314","0"
"2014","Female","30 - 34","EU (excluding UK)","Main scheme applicant","Main scheme application","185","55","0.308","0"
"2015","Female","30 - 34","EU (excluding UK)","Main scheme applicant","Main scheme application","195","65","0.327","0"
"2016","Female","30 - 34","EU (excluding UK)","Main scheme applicant","Main scheme application","155","40","0.26","0"
"2017","Female","30 - 34","EU (excluding UK)","Main scheme applicant","Main scheme application","155","55","0.342","0"
"2018","Female","30 - 34","EU (excluding UK)","Main scheme applicant","Main scheme application","145","50","0.34500000000000003","0"
"2019","Female","30 - 34","EU (excluding UK)","Main scheme applicant","Main scheme application","135","55","0.403","0"
"2020","Female","30 - 34","EU (excluding UK)","Main scheme applicant","Main scheme application","125","65","0.504","0"
"2021","Female","30 - 34","EU (excluding UK)","Main scheme applicant","Main scheme application","105","35","0.33","0"
"2022","Female","30 - 34","EU (excluding UK)","Main scheme applicant","Main scheme application","75","20","0.273","0"
"2023","Female","30 - 34","EU (excluding UK)","Main scheme applicant","Main scheme application","65","20","0.328","0"
"2006","Male","30 - 34","EU (excluding UK)","Main scheme applicant","Main scheme application","185","85","0.459","0"
"2007","Male","30 - 34","EU (excluding UK)","Main scheme applicant","Main scheme application","175","90","0.52","0"
"2008","Male","30 - 34","EU (excluding UK)","Main scheme applicant","Main scheme application","165","80","0.47900000000000004","0"
"2009","Male","30 - 34","EU (excluding UK)","Main scheme applicant","Main scheme application","185","85","0.451","0"
"2010","Male","30 - 34","EU (excluding UK)","Main scheme applicant","Main scheme application","270","125","0.458","0"
"2011","Male","30 - 34","EU (excluding UK)","Main scheme applicant","Main scheme application","235","90","0.377","0"
"2012","Male","30 - 34","EU (excluding UK)","Main scheme applicant","Main scheme application","205","80","0.394","0"
"2013","Male","30 - 34","EU (excluding UK)","Main scheme applicant","Main scheme application","190","80","0.429","0"
"2014","Male","30 - 34","EU (excluding UK)","Main scheme applicant","Main scheme application","170","70","0.40800000000000003","0"
"2015","Male","30 - 34","EU (excluding UK)","Main scheme applicant","Main scheme application","155","60","0.385","0"
"2016","Male","30 - 34","EU (excluding UK)","Main scheme applicant","Main scheme application","150","50","0.333","0"
"2017","Male","30 - 34","EU (excluding UK)","Main scheme applicant","Main scheme application","140","50","0.366","0"
"2018","Male","30 - 34","EU (excluding UK)","Main scheme applicant","Main scheme application","155","65","0.41300000000000003","0"
"2019","Male","30 - 34","EU (excluding UK)","Main scheme applicant","Main scheme application","105","40","0.364","0"
"2020","Male","30 - 34","EU (excluding UK)","Main scheme applicant","Main scheme application","115","45","0.4","0"
"2021","Male","30 - 34","EU (excluding UK)","Main scheme applicant","Main scheme application","70","20","0.28200000000000003","0"
"2022","Male","30 - 34","EU (excluding UK)","Main scheme applicant","Main scheme application","40","15","0.385","0"
"2023","Male","30 - 34","EU (excluding UK)","Main scheme applicant","Main scheme application","50","15","0.306","0"
"2006","Female","35 and over","EU (excluding UK)","Main scheme applicant","Main scheme application","100","40","0.38","0"
"2007","Female","35 and over","EU (excluding UK)","Main scheme applicant","Main scheme application","95","35","0.34","0"
"2008","Female","35 and over","EU (excluding UK)","Main scheme applicant","Main scheme application","100","40","0.386","0"
"2009","Female","35 and over","EU (excluding UK)","Main scheme applicant","Main scheme application","110","50","0.438","0"
"2010","Female","35 and over","EU (excluding UK)","Main scheme applicant","Main scheme application","175","70","0.398","0"
"2011","Female","35 and over","EU (excluding UK)","Main scheme applicant","Main scheme application","165","50","0.311","0"
"2012","Female","35 and over","EU (excluding UK)","Main scheme applicant","Main scheme application","160","55","0.34","0"
"2013","Female","35 and over","EU (excluding UK)","Main scheme applicant","Main scheme application","145","45","0.301","0"
"2014","Female","35 and over","EU (excluding UK)","Main scheme applicant","Main scheme application","175","60","0.33","0"
"2015","Female","35 and over","EU (excluding UK)","Main scheme applicant","Main scheme application","185","55","0.28300000000000003","0"
"2016","Female","35 and over","EU (excluding UK)","Main scheme applicant","Main scheme application","175","65","0.358","0"
"2017","Female","35 and over","EU (excluding UK)","Main scheme applicant","Main scheme application","125","50","0.398","0"
"2018","Female","35 and over","EU (excluding UK)","Main scheme applicant","Main scheme application","125","50","0.394","0"
"2019","Female","35 and over","EU (excluding UK)","Main scheme applicant","Main scheme application","140","55","0.383","0"
"2020","Female","35 and over","EU (excluding UK)","Main scheme applicant","Main scheme application","135","50","0.366","0"
"2021","Female","35 and over","EU (excluding UK)","Main scheme applicant","Main scheme application","100","40","0.382","0"
"2022","Female","35 and over","EU (excluding UK)","Main scheme applicant","Main scheme application","85","20","0.214","0"
"2023","Female","35 and over","EU (excluding UK)","Main scheme applicant","Main scheme application","70","20","0.3","0"
"2006","Male","35 and over","EU (excluding UK)","Main scheme applicant","Main scheme application","110","50","0.444","0"
"2007","Male","35 and over","EU (excluding UK)","Main scheme applicant","Main scheme application","125","70","0.535","0"
"2008","Male","35 and over","EU (excluding UK)","Main scheme applicant","Main scheme application","120","60","0.492","0"
"2009","Male","35 and over","EU (excluding UK)","Main scheme applicant","Main scheme application","140","65","0.444","0"
"2010","Male","35 and over","EU (excluding UK)","Main scheme applicant","Main scheme application","185","75","0.406","0"
"2011","Male","35 and over","EU (excluding UK)","Main scheme applicant","Main scheme application","160","55","0.352","0"
"2012","Male","35 and over","EU (excluding UK)","Main scheme applicant","Main scheme application","155","50","0.34","0"
"2013","Male","35 and over","EU (excluding UK)","Main scheme applicant","Main scheme application","165","60","0.362","0"
"2014","Male","35 and over","EU (excluding UK)","Main scheme applicant","Main scheme application","135","45","0.343","0"
"2015","Male","35 and over","EU (excluding UK)","Main scheme applicant","Main scheme application","130","40","0.326","0"
"2016","Male","35 and over","EU (excluding UK)","Main scheme applicant","Main scheme application","140","45","0.333","0"
"2017","Male","35 and over","EU (excluding UK)","Main scheme applicant","Main scheme application","115","30","0.28300000000000003","0"
"2018","Male","35 and over","EU (excluding UK)","Main scheme applicant","Main scheme application","110","45","0.41100000000000003","0"
"2019","Male","35 and over","EU (excluding UK)","Main scheme applicant","Main scheme application","90","30","0.352","0"
"2020","Male","35 and over","EU (excluding UK)","Main scheme applicant","Main scheme application","95","40","0.432","0"
"2021","Male","35 and over","EU (excluding UK)","Main scheme applicant","Main scheme application","60","15","0.213","0"
"2022","Male","35 and over","EU (excluding UK)","Main scheme applicant","Main scheme application","50","15","0.269","0"
"2023","Male","35 and over","EU (excluding UK)","Main scheme applicant","Main scheme application","40","5"," ","0"
"2014","All","17 and under","Northern Ireland","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","All","17 and under","Northern Ireland","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2006","All","18","Northern Ireland","Not main scheme applicant","Not main scheme application","30","30","0.966","5"
"2007","All","18","Northern Ireland","Not main scheme applicant","Not main scheme application","20","20","1","5"
"2008","All","18","Northern Ireland","Not main scheme applicant","Not main scheme application","15","15","1","5"
"2009","All","18","Northern Ireland","Not main scheme applicant","Not main scheme application","10","10"," ","10"
"2010","All","18","Northern Ireland","Not main scheme applicant","Not main scheme application","15","10","0.923","5"
"2011","All","18","Northern Ireland","Not main scheme applicant","Not main scheme application","10","10"," ","5"
"2012","All","18","Northern Ireland","Not main scheme applicant","Not main scheme application","15","15","1","0"
"2013","All","18","Northern Ireland","Not main scheme applicant","Not main scheme application","10","10","1","5"
"2014","All","18","Northern Ireland","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2015","All","18","Northern Ireland","Not main scheme applicant","Not main scheme application","10","10","0.833","0"
"2016","All","18","Northern Ireland","Not main scheme applicant","Not main scheme application","10","10","1","0"
"2017","All","18","Northern Ireland","Not main scheme applicant","Not main scheme application","25","20","0.846","0"
"2018","All","18","Northern Ireland","Not main scheme applicant","Not main scheme application","20","20","1","0"
"2019","All","18","Northern Ireland","Not main scheme applicant","Not main scheme application","20","20","0.864","0"
"2020","All","18","Northern Ireland","Not main scheme applicant","Not main scheme application","70","65","0.9","10"
"2021","All","18","Northern Ireland","Not main scheme applicant","Not main scheme application","30","30","0.967","5"
"2022","All","18","Northern Ireland","Not main scheme applicant","Not main scheme application","35","30","0.857","0"
"2023","All","18","Northern Ireland","Not main scheme applicant","Not main scheme application","25","25","0.962","5"
"2006","All","19","Northern Ireland","Not main scheme applicant","Not main scheme application","75","75","0.987","15"
"2007","All","19","Northern Ireland","Not main scheme applicant","Not main scheme application","90","85","0.977","20"
"2008","All","19","Northern Ireland","Not main scheme applicant","Not main scheme application","110","110","0.991","15"
"2009","All","19","Northern Ireland","Not main scheme applicant","Not main scheme application","100","100","0.98","20"
"2010","All","19","Northern Ireland","Not main scheme applicant","Not main scheme application","40","35","0.9","30"
"2011","All","19","Northern Ireland","Not main scheme applicant","Not main scheme application","40","35","0.902","15"
"2012","All","19","Northern Ireland","Not main scheme applicant","Not main scheme application","45","40","0.886","10"
"2013","All","19","Northern Ireland","Not main scheme applicant","Not main scheme application","55","50","0.911","5"
"2014","All","19","Northern Ireland","Not main scheme applicant","Not main scheme application","70","65","0.926","15"
"2015","All","19","Northern Ireland","Not main scheme applicant","Not main scheme application","45","40","0.884","10"
"2016","All","19","Northern Ireland","Not main scheme applicant","Not main scheme application","50","45","0.918","10"
"2017","All","19","Northern Ireland","Not main scheme applicant","Not main scheme application","60","55","0.883","10"
"2018","All","19","Northern Ireland","Not main scheme applicant","Not main scheme application","80","75","0.9380000000000001","5"
"2019","All","19","Northern Ireland","Not main scheme applicant","Not main scheme application","80","70","0.9","10"
"2020","All","19","Northern Ireland","Not main scheme applicant","Not main scheme application","90","85","0.9560000000000001","10"
"2021","All","19","Northern Ireland","Not main scheme applicant","Not main scheme application","80","75","0.924","0"
"2022","All","19","Northern Ireland","Not main scheme applicant","Not main scheme application","150","135","0.9","15"
"2023","All","19","Northern Ireland","Not main scheme applicant","Not main scheme application","140","125","0.907","10"
"2006","All","20","Northern Ireland","Not main scheme applicant","Not main scheme application","65","65","0.985","15"
"2007","All","20","Northern Ireland","Not main scheme applicant","Not main scheme application","50","50","1","10"
"2008","All","20","Northern Ireland","Not main scheme applicant","Not main scheme application","75","75","0.987","15"
"2009","All","20","Northern Ireland","Not main scheme applicant","Not main scheme application","75","70","0.9460000000000001","20"
"2010","All","20","Northern Ireland","Not main scheme applicant","Not main scheme application","35","30","0.848","20"
"2011","All","20","Northern Ireland","Not main scheme applicant","Not main scheme application","30","25","0.8130000000000001","10"
"2012","All","20","Northern Ireland","Not main scheme applicant","Not main scheme application","45","40","0.9530000000000001","5"
"2013","All","20","Northern Ireland","Not main scheme applicant","Not main scheme application","30","30","1","5"
"2014","All","20","Northern Ireland","Not main scheme applicant","Not main scheme application","40","35","0.854","10"
"2015","All","20","Northern Ireland","Not main scheme applicant","Not main scheme application","25","25","1","5"
"2016","All","20","Northern Ireland","Not main scheme applicant","Not main scheme application","30","25","0.897","10"
"2017","All","20","Northern Ireland","Not main scheme applicant","Not main scheme application","50","45","0.979","10"
"2018","All","20","Northern Ireland","Not main scheme applicant","Not main scheme application","40","35","0.872","5"
"2019","All","20","Northern Ireland","Not main scheme applicant","Not main scheme application","70","70","0.986","5"
"2020","All","20","Northern Ireland","Not main scheme applicant","Not main scheme application","90","80","0.92","10"
"2021","All","20","Northern Ireland","Not main scheme applicant","Not main scheme application","65","60","0.91","5"
"2022","All","20","Northern Ireland","Not main scheme applicant","Not main scheme application","70","65","0.9420000000000001","10"
"2023","All","20","Northern Ireland","Not main scheme applicant","Not main scheme application","90","80","0.901","10"
"2006","All","21 - 24","Northern Ireland","Not main scheme applicant","Not main scheme application","80","80","0.988","25"
"2007","All","21 - 24","Northern Ireland","Not main scheme applicant","Not main scheme application","80","75","0.975","20"
"2008","All","21 - 24","Northern Ireland","Not main scheme applicant","Not main scheme application","105","105","0.981","25"
"2009","All","21 - 24","Northern Ireland","Not main scheme applicant","Not main scheme application","90","80","0.889","40"
"2010","All","21 - 24","Northern Ireland","Not main scheme applicant","Not main scheme application","45","40","0.913","40"
"2011","All","21 - 24","Northern Ireland","Not main scheme applicant","Not main scheme application","40","35","0.868","25"
"2012","All","21 - 24","Northern Ireland","Not main scheme applicant","Not main scheme application","55","50","0.9440000000000001","15"
"2013","All","21 - 24","Northern Ireland","Not main scheme applicant","Not main scheme application","75","70","0.933","10"
"2014","All","21 - 24","Northern Ireland","Not main scheme applicant","Not main scheme application","80","75","0.9490000000000001","10"
"2015","All","21 - 24","Northern Ireland","Not main scheme applicant","Not main scheme application","65","65","0.985","15"
"2016","All","21 - 24","Northern Ireland","Not main scheme applicant","Not main scheme application","35","35","0.892","20"
"2017","All","21 - 24","Northern Ireland","Not main scheme applicant","Not main scheme application","60","55","0.855","10"
"2018","All","21 - 24","Northern Ireland","Not main scheme applicant","Not main scheme application","55","50","0.907","15"
"2019","All","21 - 24","Northern Ireland","Not main scheme applicant","Not main scheme application","95","90","0.9460000000000001","5"
"2020","All","21 - 24","Northern Ireland","Not main scheme applicant","Not main scheme application","130","115","0.891","20"
"2021","All","21 - 24","Northern Ireland","Not main scheme applicant","Not main scheme application","85","75","0.905","10"
"2022","All","21 - 24","Northern Ireland","Not main scheme applicant","Not main scheme application","110","95","0.845","10"
"2023","All","21 - 24","Northern Ireland","Not main scheme applicant","Not main scheme application","75","65","0.8180000000000001","15"
"2006","All","25 - 29","Northern Ireland","Not main scheme applicant","Not main scheme application","15","15","1","10"
"2007","All","25 - 29","Northern Ireland","Not main scheme applicant","Not main scheme application","20","20","1","5"
"2008","All","25 - 29","Northern Ireland","Not main scheme applicant","Not main scheme application","30","30","1","10"
"2009","All","25 - 29","Northern Ireland","Not main scheme applicant","Not main scheme application","20","15","0.722","10"
"2010","All","25 - 29","Northern Ireland","Not main scheme applicant","Not main scheme application","15","15","0.867","10"
"2011","All","25 - 29","Northern Ireland","Not main scheme applicant","Not main scheme application","15","15","0.882","10"
"2012","All","25 - 29","Northern Ireland","Not main scheme applicant","Not main scheme application","15","15","0.867","10"
"2013","All","25 - 29","Northern Ireland","Not main scheme applicant","Not main scheme application","20","20","0.9500000000000001","5"
"2014","All","25 - 29","Northern Ireland","Not main scheme applicant","Not main scheme application","15","10","0.75","5"
"2015","All","25 - 29","Northern Ireland","Not main scheme applicant","Not main scheme application","10","5"," ","15"
"2016","All","25 - 29","Northern Ireland","Not main scheme applicant","Not main scheme application","15","10","0.75","5"
"2017","All","25 - 29","Northern Ireland","Not main scheme applicant","Not main scheme application","15","10","0.923","5"
"2018","All","25 - 29","Northern Ireland","Not main scheme applicant","Not main scheme application","10","10"," ","5"
"2019","All","25 - 29","Northern Ireland","Not main scheme applicant","Not main scheme application","15","10","0.647","0"
"2020","All","25 - 29","Northern Ireland","Not main scheme applicant","Not main scheme application","25","25","0.926","5"
"2021","All","25 - 29","Northern Ireland","Not main scheme applicant","Not main scheme application","25","15","0.6960000000000001","5"
"2022","All","25 - 29","Northern Ireland","Not main scheme applicant","Not main scheme application","10","10"," ","5"
"2023","All","25 - 29","Northern Ireland","Not main scheme applicant","Not main scheme application","30","20","0.714","10"
"2007","All","30 - 34","Northern Ireland","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2008","All","30 - 34","Northern Ireland","Not main scheme applicant","Not main scheme application","5","5"," ","5"
"2009","All","30 - 34","Northern Ireland","Not main scheme applicant","Not main scheme application","10","10"," ","5"
"2010","All","30 - 34","Northern Ireland","Not main scheme applicant","Not main scheme application","10","10"," ","5"
"2012","All","30 - 34","Northern Ireland","Not main scheme applicant","Not main scheme application","5","5"," ","5"
"2013","All","30 - 34","Northern Ireland","Not main scheme applicant","Not main scheme application","5","5"," ","5"
"2014","All","30 - 34","Northern Ireland","Not main scheme applicant","Not main scheme application","5","0"," ","5"
"2015","All","30 - 34","Northern Ireland","Not main scheme applicant","Not main scheme application","5","5"," ","5"
"2016","All","30 - 34","Northern Ireland","Not main scheme applicant","Not main scheme application","5","0"," ","0"
"2017","All","30 - 34","Northern Ireland","Not main scheme applicant","Not main scheme application","5","0"," ","0"
"2018","All","30 - 34","Northern Ireland","Not main scheme applicant","Not main scheme application","10","5"," ","0"
"2019","All","30 - 34","Northern Ireland","Not main scheme applicant","Not main scheme application","10","10","0.917","0"
"2020","All","30 - 34","Northern Ireland","Not main scheme applicant","Not main scheme application","15","10","0.923","5"
"2021","All","30 - 34","Northern Ireland","Not main scheme applicant","Not main scheme application","10","10"," ","5"
"2022","All","30 - 34","Northern Ireland","Not main scheme applicant","Not main scheme application","15","10","0.846","0"
"2023","All","30 - 34","Northern Ireland","Not main scheme applicant","Not main scheme application","10","10"," ","5"
"2006","All","35 and over","Northern Ireland","Not main scheme applicant","Not main scheme application","5","5"," ","5"
"2007","All","35 and over","Northern Ireland","Not main scheme applicant","Not main scheme application","10","10","1","5"
"2008","All","35 and over","Northern Ireland","Not main scheme applicant","Not main scheme application","15","10","0.923","5"
"2009","All","35 and over","Northern Ireland","Not main scheme applicant","Not main scheme application","5","5"," ","5"
"2010","All","35 and over","Northern Ireland","Not main scheme applicant","Not main scheme application","5","5"," ","5"
"2011","All","35 and over","Northern Ireland","Not main scheme applicant","Not main scheme application","0","0"," ","5"
"2012","All","35 and over","Northern Ireland","Not main scheme applicant","Not main scheme application","5","5"," ","5"
"2013","All","35 and over","Northern Ireland","Not main scheme applicant","Not main scheme application","10","10"," ","5"
"2014","All","35 and over","Northern Ireland","Not main scheme applicant","Not main scheme application","5","5"," ","10"
"2015","All","35 and over","Northern Ireland","Not main scheme applicant","Not main scheme application","10","5"," ","5"
"2016","All","35 and over","Northern Ireland","Not main scheme applicant","Not main scheme application","10","10"," ","5"
"2017","All","35 and over","Northern Ireland","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2018","All","35 and over","Northern Ireland","Not main scheme applicant","Not main scheme application","10","10","0.909","0"
"2019","All","35 and over","Northern Ireland","Not main scheme applicant","Not main scheme application","15","15","1","5"
"2020","All","35 and over","Northern Ireland","Not main scheme applicant","Not main scheme application","25","20","0.917","5"
"2021","All","35 and over","Northern Ireland","Not main scheme applicant","Not main scheme application","15","10","0.786","5"
"2022","All","35 and over","Northern Ireland","Not main scheme applicant","Not main scheme application","15","10","0.857","5"
"2023","All","35 and over","Northern Ireland","Not main scheme applicant","Not main scheme application","10","10"," ","10"
"2006","All","17 and under","England","Not main scheme applicant","Not main scheme application","90","85","0.9560000000000001","15"
"2007","All","17 and under","England","Not main scheme applicant","Not main scheme application","130","130","0.992","25"
"2008","All","17 and under","England","Not main scheme applicant","Not main scheme application","185","185","0.984","45"
"2009","All","17 and under","England","Not main scheme applicant","Not main scheme application","120","110","0.908","45"
"2010","All","17 and under","England","Not main scheme applicant","Not main scheme application","70","70","0.971","25"
"2011","All","17 and under","England","Not main scheme applicant","Not main scheme application","55","45","0.789","25"
"2012","All","17 and under","England","Not main scheme applicant","Not main scheme application","65","60","0.894","30"
"2013","All","17 and under","England","Not main scheme applicant","Not main scheme application","140","125","0.913","20"
"2014","All","17 and under","England","Not main scheme applicant","Not main scheme application","120","110","0.916","15"
"2015","All","17 and under","England","Not main scheme applicant","Not main scheme application","95","80","0.863","25"
"2016","All","17 and under","England","Not main scheme applicant","Not main scheme application","80","70","0.878","15"
"2017","All","17 and under","England","Not main scheme applicant","Not main scheme application","110","95","0.864","15"
"2018","All","17 and under","England","Not main scheme applicant","Not main scheme application","90","80","0.89","10"
"2019","All","17 and under","England","Not main scheme applicant","Not main scheme application","110","100","0.91","20"
"2020","All","17 and under","England","Not main scheme applicant","Not main scheme application","120","105","0.869","30"
"2021","All","17 and under","England","Not main scheme applicant","Not main scheme application","130","120","0.908","15"
"2022","All","17 and under","England","Not main scheme applicant","Not main scheme application","210","190","0.891","25"
"2023","All","17 and under","England","Not main scheme applicant","Not main scheme application","195","170","0.858","25"
"2006","All","18","England","Not main scheme applicant","Not main scheme application","2705","2655","0.982","250"
"2007","All","18","England","Not main scheme applicant","Not main scheme application","2725","2685","0.985","290"
"2008","All","18","England","Not main scheme applicant","Not main scheme application","2830","2775","0.981","365"
"2009","All","18","England","Not main scheme applicant","Not main scheme application","2345","2245","0.9570000000000001","410"
"2010","All","18","England","Not main scheme applicant","Not main scheme application","1085","1020","0.9410000000000001","260"
"2011","All","18","England","Not main scheme applicant","Not main scheme application","1185","1090","0.923","290"
"2012","All","18","England","Not main scheme applicant","Not main scheme application","2120","2030","0.9570000000000001","245"
"2013","All","18","England","Not main scheme applicant","Not main scheme application","2575","2435","0.9460000000000001","255"
"2014","All","18","England","Not main scheme applicant","Not main scheme application","2310","2180","0.9440000000000001","230"
"2015","All","18","England","Not main scheme applicant","Not main scheme application","2560","2450","0.9570000000000001","265"
"2016","All","18","England","Not main scheme applicant","Not main scheme application","2675","2515","0.9400000000000001","250"
"2017","All","18","England","Not main scheme applicant","Not main scheme application","3345","3150","0.9420000000000001","270"
"2018","All","18","England","Not main scheme applicant","Not main scheme application","3830","3665","0.9560000000000001","210"
"2019","All","18","England","Not main scheme applicant","Not main scheme application","4695","4495","0.9570000000000001","245"
"2020","All","18","England","Not main scheme applicant","Not main scheme application","6285","5965","0.9500000000000001","420"
"2021","All","18","England","Not main scheme applicant","Not main scheme application","4355","4145","0.9520000000000001","225"
"2022","All","18","England","Not main scheme applicant","Not main scheme application","4025","3750","0.932","265"
"2023","All","18","England","Not main scheme applicant","Not main scheme application","4315","4010","0.929","280"
"2006","All","19","England","Not main scheme applicant","Not main scheme application","3710","3665","0.987","365"
"2007","All","19","England","Not main scheme applicant","Not main scheme application","4165","4100","0.984","420"
"2008","All","19","England","Not main scheme applicant","Not main scheme application","4445","4365","0.982","525"
"2009","All","19","England","Not main scheme applicant","Not main scheme application","3725","3550","0.9520000000000001","645"
"2010","All","19","England","Not main scheme applicant","Not main scheme application","2285","2170","0.9500000000000001","545"
"2011","All","19","England","Not main scheme applicant","Not main scheme application","2060","1890","0.917","505"
"2012","All","19","England","Not main scheme applicant","Not main scheme application","3300","3135","0.9490000000000001","355"
"2013","All","19","England","Not main scheme applicant","Not main scheme application","4065","3870","0.9520000000000001","420"
"2014","All","19","England","Not main scheme applicant","Not main scheme application","4020","3795","0.9440000000000001","380"
"2015","All","19","England","Not main scheme applicant","Not main scheme application","4665","4420","0.9470000000000001","390"
"2016","All","19","England","Not main scheme applicant","Not main scheme application","4805","4560","0.9500000000000001","360"
"2017","All","19","England","Not main scheme applicant","Not main scheme application","5645","5330","0.9450000000000001","335"
"2018","All","19","England","Not main scheme applicant","Not main scheme application","6465","6155","0.9520000000000001","320"
"2019","All","19","England","Not main scheme applicant","Not main scheme application","7315","6945","0.9490000000000001","315"
"2020","All","19","England","Not main scheme applicant","Not main scheme application","7580","7150","0.9430000000000001","375"
"2021","All","19","England","Not main scheme applicant","Not main scheme application","6240","5860","0.9400000000000001","260"
"2022","All","19","England","Not main scheme applicant","Not main scheme application","6925","6435","0.93","440"
"2023","All","19","England","Not main scheme applicant","Not main scheme application","8180","7570","0.926","435"
"2006","All","20","England","Not main scheme applicant","Not main scheme application","3070","3030","0.987","355"
"2007","All","20","England","Not main scheme applicant","Not main scheme application","3305","3265","0.987","370"
"2008","All","20","England","Not main scheme applicant","Not main scheme application","3930","3850","0.98","480"
"2009","All","20","England","Not main scheme applicant","Not main scheme application","3325","3165","0.9530000000000001","625"
"2010","All","20","England","Not main scheme applicant","Not main scheme application","2265","2130","0.9390000000000001","600"
"2011","All","20","England","Not main scheme applicant","Not main scheme application","2035","1850","0.909","555"
"2012","All","20","England","Not main scheme applicant","Not main scheme application","2950","2790","0.9440000000000001","315"
"2013","All","20","England","Not main scheme applicant","Not main scheme application","3615","3440","0.9510000000000001","340"
"2014","All","20","England","Not main scheme applicant","Not main scheme application","3760","3565","0.9490000000000001","345"
"2015","All","20","England","Not main scheme applicant","Not main scheme application","4075","3870","0.9490000000000001","390"
"2016","All","20","England","Not main scheme applicant","Not main scheme application","4100","3860","0.9410000000000001","310"
"2017","All","20","England","Not main scheme applicant","Not main scheme application","4490","4235","0.9430000000000001","315"
"2018","All","20","England","Not main scheme applicant","Not main scheme application","5360","5050","0.9420000000000001","245"
"2019","All","20","England","Not main scheme applicant","Not main scheme application","5905","5560","0.9420000000000001","260"
"2020","All","20","England","Not main scheme applicant","Not main scheme application","5475","5125","0.937","300"
"2021","All","20","England","Not main scheme applicant","Not main scheme application","4680","4340","0.927","220"
"2022","All","20","England","Not main scheme applicant","Not main scheme application","5020","4600","0.916","325"
"2023","All","20","England","Not main scheme applicant","Not main scheme application","5730","5230","0.913","360"
"2006","All","21 - 24","England","Not main scheme applicant","Not main scheme application","6580","6480","0.985","845"
"2007","All","21 - 24","England","Not main scheme applicant","Not main scheme application","6725","6615","0.984","825"
"2008","All","21 - 24","England","Not main scheme applicant","Not main scheme application","7925","7760","0.979","1195"
"2009","All","21 - 24","England","Not main scheme applicant","Not main scheme application","6840","6455","0.9440000000000001","1545"
"2010","All","21 - 24","England","Not main scheme applicant","Not main scheme application","4700","4380","0.932","1435"
"2011","All","21 - 24","England","Not main scheme applicant","Not main scheme application","4325","3895","0.9","1520"
"2012","All","21 - 24","England","Not main scheme applicant","Not main scheme application","6020","5505","0.915","980"
"2013","All","21 - 24","England","Not main scheme applicant","Not main scheme application","6670","6260","0.9380000000000001","965"
"2014","All","21 - 24","England","Not main scheme applicant","Not main scheme application","7160","6720","0.9390000000000001","880"
"2015","All","21 - 24","England","Not main scheme applicant","Not main scheme application","7525","7080","0.9410000000000001","940"
"2016","All","21 - 24","England","Not main scheme applicant","Not main scheme application","7225","6730","0.932","810"
"2017","All","21 - 24","England","Not main scheme applicant","Not main scheme application","8170","7555","0.925","730"
"2018","All","21 - 24","England","Not main scheme applicant","Not main scheme application","9890","9310","0.9410000000000001","565"
"2019","All","21 - 24","England","Not main scheme applicant","Not main scheme application","11040","10345","0.937","580"
"2020","All","21 - 24","England","Not main scheme applicant","Not main scheme application","11065","10210","0.923","835"
"2021","All","21 - 24","England","Not main scheme applicant","Not main scheme application","9605","8820","0.919","460"
"2022","All","21 - 24","England","Not main scheme applicant","Not main scheme application","11460","10455","0.913","675"
"2023","All","21 - 24","England","Not main scheme applicant","Not main scheme application","12200","11060","0.907","715"
"2006","All","25 - 29","England","Not main scheme applicant","Not main scheme application","2965","2910","0.98","470"
"2007","All","25 - 29","England","Not main scheme applicant","Not main scheme application","3190","3135","0.982","500"
"2008","All","25 - 29","England","Not main scheme applicant","Not main scheme application","3895","3810","0.978","720"
"2009","All","25 - 29","England","Not main scheme applicant","Not main scheme application","3510","3300","0.9400000000000001","955"
"2010","All","25 - 29","England","Not main scheme applicant","Not main scheme application","2125","1970","0.926","825"
"2011","All","25 - 29","England","Not main scheme applicant","Not main scheme application","1870","1665","0.891","820"
"2012","All","25 - 29","England","Not main scheme applicant","Not main scheme application","2430","2185","0.898","605"
