"Year","Gender","Age group","Domicile","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2023","Male","17 and under","Northern Ireland","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2006","Female","18","Northern Ireland","Not main scheme applicant","Not main scheme application","10","10","1","0"
"2007","Female","18","Northern Ireland","Not main scheme applicant","Not main scheme application","10","10","1","0"
"2008","Female","18","Northern Ireland","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2009","Female","18","Northern Ireland","Not main scheme applicant","Not main scheme application","5","5"," ","5"
"2011","Female","18","Northern Ireland","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2012","Female","18","Northern Ireland","Not main scheme applicant","Not main scheme application","10","10"," ","0"
"2013","Female","18","Northern Ireland","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2014","Female","18","Northern Ireland","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2015","Female","18","Northern Ireland","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2016","Female","18","Northern Ireland","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2017","Female","18","Northern Ireland","Not main scheme applicant","Not main scheme application","10","10"," ","0"
"2018","Female","18","Northern Ireland","Not main scheme applicant","Not main scheme application","15","15","1","0"
"2019","Female","18","Northern Ireland","Not main scheme applicant","Not main scheme application","10","10"," ","0"
"2020","Female","18","Northern Ireland","Not main scheme applicant","Not main scheme application","35","30","0.879","5"
"2021","Female","18","Northern Ireland","Not main scheme applicant","Not main scheme application","15","15","0.9380000000000001","0"
"2022","Female","18","Northern Ireland","Not main scheme applicant","Not main scheme application","15","15","0.765","0"
"2023","Female","18","Northern Ireland","Not main scheme applicant","Not main scheme application","10","10","1","5"
"2006","Male","18","Northern Ireland","Not main scheme applicant","Not main scheme application","15","15","0.9410000000000001","0"
"2007","Male","18","Northern Ireland","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2008","Male","18","Northern Ireland","Not main scheme applicant","Not main scheme application","10","10"," ","0"
"2009","Male","18","Northern Ireland","Not main scheme applicant","Not main scheme application","5","5"," ","5"
"2010","Male","18","Northern Ireland","Not main scheme applicant","Not main scheme application","10","10","0.909","5"
"2011","Male","18","Northern Ireland","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2012","Male","18","Northern Ireland","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2013","Male","18","Northern Ireland","Not main scheme applicant","Not main scheme application","5","5"," ","5"
"2014","Male","18","Northern Ireland","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2015","Male","18","Northern Ireland","Not main scheme applicant","Not main scheme application","10","5"," ","0"
"2016","Male","18","Northern Ireland","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2017","Male","18","Northern Ireland","Not main scheme applicant","Not main scheme application","15","15","0.8240000000000001","0"
"2018","Male","18","Northern Ireland","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2019","Male","18","Northern Ireland","Not main scheme applicant","Not main scheme application","10","10","0.833","0"
"2020","Male","18","Northern Ireland","Not main scheme applicant","Not main scheme application","35","35","0.919","5"
"2021","Male","18","Northern Ireland","Not main scheme applicant","Not main scheme application","15","15","1","5"
"2022","Male","18","Northern Ireland","Not main scheme applicant","Not main scheme application","20","15","0.9440000000000001","0"
"2023","Male","18","Northern Ireland","Not main scheme applicant","Not main scheme application","15","15","0.9380000000000001","5"
"2006","Female","19","Northern Ireland","Not main scheme applicant","Not main scheme application","40","40","0.974","5"
"2007","Female","19","Northern Ireland","Not main scheme applicant","Not main scheme application","50","45","0.9580000000000001","10"
"2008","Female","19","Northern Ireland","Not main scheme applicant","Not main scheme application","55","55","1","10"
"2009","Female","19","Northern Ireland","Not main scheme applicant","Not main scheme application","55","55","0.981","15"
"2010","Female","19","Northern Ireland","Not main scheme applicant","Not main scheme application","20","15","0.9440000000000001","15"
"2011","Female","19","Northern Ireland","Not main scheme applicant","Not main scheme application","20","15","0.85","5"
"2012","Female","19","Northern Ireland","Not main scheme applicant","Not main scheme application","20","20","0.9","5"
"2013","Female","19","Northern Ireland","Not main scheme applicant","Not main scheme application","30","30","0.968","0"
"2014","Female","19","Northern Ireland","Not main scheme applicant","Not main scheme application","25","25","0.923","5"
"2015","Female","19","Northern Ireland","Not main scheme applicant","Not main scheme application","20","20","0.905","5"
"2016","Female","19","Northern Ireland","Not main scheme applicant","Not main scheme application","20","20","1","5"
"2017","Female","19","Northern Ireland","Not main scheme applicant","Not main scheme application","35","30","0.848","5"
"2018","Female","19","Northern Ireland","Not main scheme applicant","Not main scheme application","40","40","1","0"
"2019","Female","19","Northern Ireland","Not main scheme applicant","Not main scheme application","35","30","0.882","0"
"2020","Female","19","Northern Ireland","Not main scheme applicant","Not main scheme application","35","30","0.9410000000000001","5"
"2021","Female","19","Northern Ireland","Not main scheme applicant","Not main scheme application","40","35","0.921","0"
"2022","Female","19","Northern Ireland","Not main scheme applicant","Not main scheme application","75","65","0.878","5"
"2023","Female","19","Northern Ireland","Not main scheme applicant","Not main scheme application","75","70","0.895","5"
"2006","Male","19","Northern Ireland","Not main scheme applicant","Not main scheme application","35","35","1","10"
"2007","Male","19","Northern Ireland","Not main scheme applicant","Not main scheme application","40","40","1","10"
"2008","Male","19","Northern Ireland","Not main scheme applicant","Not main scheme application","55","55","0.982","5"
"2009","Male","19","Northern Ireland","Not main scheme applicant","Not main scheme application","45","45","0.978","10"
"2010","Male","19","Northern Ireland","Not main scheme applicant","Not main scheme application","20","20","0.864","15"
"2011","Male","19","Northern Ireland","Not main scheme applicant","Not main scheme application","20","20","0.9520000000000001","5"
"2012","Male","19","Northern Ireland","Not main scheme applicant","Not main scheme application","25","20","0.875","5"
"2013","Male","19","Northern Ireland","Not main scheme applicant","Not main scheme application","25","20","0.84","5"
"2014","Male","19","Northern Ireland","Not main scheme applicant","Not main scheme application","40","40","0.929","10"
"2015","Male","19","Northern Ireland","Not main scheme applicant","Not main scheme application","20","20","0.864","5"
"2016","Male","19","Northern Ireland","Not main scheme applicant","Not main scheme application","30","25","0.871","5"
"2017","Male","19","Northern Ireland","Not main scheme applicant","Not main scheme application","25","25","0.926","5"
"2018","Male","19","Northern Ireland","Not main scheme applicant","Not main scheme application","40","35","0.881","5"
"2019","Male","19","Northern Ireland","Not main scheme applicant","Not main scheme application","45","40","0.913","5"
"2020","Male","19","Northern Ireland","Not main scheme applicant","Not main scheme application","55","55","0.965","5"
"2021","Male","19","Northern Ireland","Not main scheme applicant","Not main scheme application","40","40","0.927","0"
"2022","Male","19","Northern Ireland","Not main scheme applicant","Not main scheme application","75","70","0.921","10"
"2023","Male","19","Northern Ireland","Not main scheme applicant","Not main scheme application","65","60","0.922","5"
"2006","Female","20","Northern Ireland","Not main scheme applicant","Not main scheme application","30","30","0.966","5"
"2007","Female","20","Northern Ireland","Not main scheme applicant","Not main scheme application","30","30","1","5"
"2008","Female","20","Northern Ireland","Not main scheme applicant","Not main scheme application","30","30","0.967","10"
"2009","Female","20","Northern Ireland","Not main scheme applicant","Not main scheme application","30","30","0.969","5"
"2010","Female","20","Northern Ireland","Not main scheme applicant","Not main scheme application","15","15","0.882","10"
"2011","Female","20","Northern Ireland","Not main scheme applicant","Not main scheme application","10","10"," ","5"
"2012","Female","20","Northern Ireland","Not main scheme applicant","Not main scheme application","20","20","1","5"
"2013","Female","20","Northern Ireland","Not main scheme applicant","Not main scheme application","10","10","1","5"
"2014","Female","20","Northern Ireland","Not main scheme applicant","Not main scheme application","15","15","0.9410000000000001","0"
"2015","Female","20","Northern Ireland","Not main scheme applicant","Not main scheme application","10","10"," ","0"
"2016","Female","20","Northern Ireland","Not main scheme applicant","Not main scheme application","15","15","1","5"
"2017","Female","20","Northern Ireland","Not main scheme applicant","Not main scheme application","20","20","1","5"
"2018","Female","20","Northern Ireland","Not main scheme applicant","Not main scheme application","20","15","0.85","0"
"2019","Female","20","Northern Ireland","Not main scheme applicant","Not main scheme application","30","30","0.969","0"
"2020","Female","20","Northern Ireland","Not main scheme applicant","Not main scheme application","35","30","0.882","5"
"2021","Female","20","Northern Ireland","Not main scheme applicant","Not main scheme application","30","25","0.8280000000000001","0"
"2022","Female","20","Northern Ireland","Not main scheme applicant","Not main scheme application","30","25","0.893","10"
"2023","Female","20","Northern Ireland","Not main scheme applicant","Not main scheme application","40","35","0.846","5"
"2006","Male","20","Northern Ireland","Not main scheme applicant","Not main scheme application","35","35","1","5"
"2007","Male","20","Northern Ireland","Not main scheme applicant","Not main scheme application","20","20","1","5"
"2008","Male","20","Northern Ireland","Not main scheme applicant","Not main scheme application","45","45","1","10"
"2009","Male","20","Northern Ireland","Not main scheme applicant","Not main scheme application","40","40","0.929","15"
"2010","Male","20","Northern Ireland","Not main scheme applicant","Not main scheme application","15","15","0.8130000000000001","10"
"2011","Male","20","Northern Ireland","Not main scheme applicant","Not main scheme application","20","15","0.85","5"
"2012","Male","20","Northern Ireland","Not main scheme applicant","Not main scheme application","25","20","0.913","5"
"2013","Male","20","Northern Ireland","Not main scheme applicant","Not main scheme application","20","20","1","5"
"2014","Male","20","Northern Ireland","Not main scheme applicant","Not main scheme application","25","20","0.792","5"
"2015","Male","20","Northern Ireland","Not main scheme applicant","Not main scheme application","20","20","1","5"
"2016","Male","20","Northern Ireland","Not main scheme applicant","Not main scheme application","15","10","0.786","5"
"2017","Male","20","Northern Ireland","Not main scheme applicant","Not main scheme application","25","25","0.963","5"
"2018","Male","20","Northern Ireland","Not main scheme applicant","Not main scheme application","20","15","0.895","0"
"2019","Male","20","Northern Ireland","Not main scheme applicant","Not main scheme application","40","40","1","5"
"2020","Male","20","Northern Ireland","Not main scheme applicant","Not main scheme application","55","50","0.9440000000000001","10"
"2021","Male","20","Northern Ireland","Not main scheme applicant","Not main scheme application","40","35","0.974","5"
"2022","Male","20","Northern Ireland","Not main scheme applicant","Not main scheme application","40","40","0.976","5"
"2023","Male","20","Northern Ireland","Not main scheme applicant","Not main scheme application","50","50","0.9420000000000001","5"
"2006","Female","21 - 24","Northern Ireland","Not main scheme applicant","Not main scheme application","20","20","0.9550000000000001","10"
"2007","Female","21 - 24","Northern Ireland","Not main scheme applicant","Not main scheme application","35","35","0.971","10"
"2008","Female","21 - 24","Northern Ireland","Not main scheme applicant","Not main scheme application","35","35","1","10"
"2009","Female","21 - 24","Northern Ireland","Not main scheme applicant","Not main scheme application","40","35","0.921","20"
"2010","Female","21 - 24","Northern Ireland","Not main scheme applicant","Not main scheme application","20","15","0.889","10"
"2011","Female","21 - 24","Northern Ireland","Not main scheme applicant","Not main scheme application","15","15","0.929","10"
"2012","Female","21 - 24","Northern Ireland","Not main scheme applicant","Not main scheme application","20","20","0.9500000000000001","5"
"2013","Female","21 - 24","Northern Ireland","Not main scheme applicant","Not main scheme application","30","25","0.893","5"
"2014","Female","21 - 24","Northern Ireland","Not main scheme applicant","Not main scheme application","30","25","0.931","5"
"2015","Female","21 - 24","Northern Ireland","Not main scheme applicant","Not main scheme application","30","25","0.964","5"
"2016","Female","21 - 24","Northern Ireland","Not main scheme applicant","Not main scheme application","15","15","1","5"
"2017","Female","21 - 24","Northern Ireland","Not main scheme applicant","Not main scheme application","30","25","0.857","5"
"2018","Female","21 - 24","Northern Ireland","Not main scheme applicant","Not main scheme application","25","20","0.88","5"
"2019","Female","21 - 24","Northern Ireland","Not main scheme applicant","Not main scheme application","35","35","0.917","0"
"2020","Female","21 - 24","Northern Ireland","Not main scheme applicant","Not main scheme application","55","45","0.833","10"
"2021","Female","21 - 24","Northern Ireland","Not main scheme applicant","Not main scheme application","35","35","0.917","5"
"2022","Female","21 - 24","Northern Ireland","Not main scheme applicant","Not main scheme application","60","50","0.862","5"
"2023","Female","21 - 24","Northern Ireland","Not main scheme applicant","Not main scheme application","25","20","0.6920000000000001","10"
"2006","Male","21 - 24","Northern Ireland","Not main scheme applicant","Not main scheme application","60","60","1","15"
"2007","Male","21 - 24","Northern Ireland","Not main scheme applicant","Not main scheme application","45","45","0.977","10"
"2008","Male","21 - 24","Northern Ireland","Not main scheme applicant","Not main scheme application","70","70","0.972","10"
"2009","Male","21 - 24","Northern Ireland","Not main scheme applicant","Not main scheme application","50","45","0.865","20"
"2010","Male","21 - 24","Northern Ireland","Not main scheme applicant","Not main scheme application","30","25","0.929","25"
"2011","Male","21 - 24","Northern Ireland","Not main scheme applicant","Not main scheme application","25","20","0.833","15"
"2012","Male","21 - 24","Northern Ireland","Not main scheme applicant","Not main scheme application","35","30","0.9410000000000001","10"
"2013","Male","21 - 24","Northern Ireland","Not main scheme applicant","Not main scheme application","45","45","0.9570000000000001","10"
"2014","Male","21 - 24","Northern Ireland","Not main scheme applicant","Not main scheme application","50","45","0.9590000000000001","10"
"2015","Male","21 - 24","Northern Ireland","Not main scheme applicant","Not main scheme application","40","40","1","10"
"2016","Male","21 - 24","Northern Ireland","Not main scheme applicant","Not main scheme application","25","20","0.833","10"
"2017","Male","21 - 24","Northern Ireland","Not main scheme applicant","Not main scheme application","35","30","0.853","5"
"2018","Male","21 - 24","Northern Ireland","Not main scheme applicant","Not main scheme application","30","25","0.931","10"
"2019","Male","21 - 24","Northern Ireland","Not main scheme applicant","Not main scheme application","55","55","0.965","5"
"2020","Male","21 - 24","Northern Ireland","Not main scheme applicant","Not main scheme application","75","70","0.933","10"
"2021","Male","21 - 24","Northern Ireland","Not main scheme applicant","Not main scheme application","50","45","0.896","5"
"2022","Male","21 - 24","Northern Ireland","Not main scheme applicant","Not main scheme application","50","45","0.8270000000000001","5"
"2023","Male","21 - 24","Northern Ireland","Not main scheme applicant","Not main scheme application","50","45","0.882","10"
"2006","Female","25 - 29","Northern Ireland","Not main scheme applicant","Not main scheme application","5","5"," ","5"
"2007","Female","25 - 29","Northern Ireland","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2008","Female","25 - 29","Northern Ireland","Not main scheme applicant","Not main scheme application","5","5"," ","5"
"2009","Female","25 - 29","Northern Ireland","Not main scheme applicant","Not main scheme application","5","0"," ","0"
"2010","Female","25 - 29","Northern Ireland","Not main scheme applicant","Not main scheme application","5","5"," ","5"
"2011","Female","25 - 29","Northern Ireland","Not main scheme applicant","Not main scheme application","10","5"," ","5"
"2012","Female","25 - 29","Northern Ireland","Not main scheme applicant","Not main scheme application","5","5"," ","5"
"2013","Female","25 - 29","Northern Ireland","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2014","Female","25 - 29","Northern Ireland","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2015","Female","25 - 29","Northern Ireland","Not main scheme applicant","Not main scheme application","5","5"," ","5"
"2016","Female","25 - 29","Northern Ireland","Not main scheme applicant","Not main scheme application","10","10"," ","0"
"2017","Female","25 - 29","Northern Ireland","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2018","Female","25 - 29","Northern Ireland","Not main scheme applicant","Not main scheme application","5","5"," ","5"
"2019","Female","25 - 29","Northern Ireland","Not main scheme applicant","Not main scheme application","5","0"," ","0"
"2020","Female","25 - 29","Northern Ireland","Not main scheme applicant","Not main scheme application","15","10","0.846","5"
"2021","Female","25 - 29","Northern Ireland","Not main scheme applicant","Not main scheme application","10","5"," ","0"
"2022","Female","25 - 29","Northern Ireland","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","Female","25 - 29","Northern Ireland","Not main scheme applicant","Not main scheme application","10","5"," ","5"
"2006","Male","25 - 29","Northern Ireland","Not main scheme applicant","Not main scheme application","10","10","1","5"
"2007","Male","25 - 29","Northern Ireland","Not main scheme applicant","Not main scheme application","15","15","1","0"
"2008","Male","25 - 29","Northern Ireland","Not main scheme applicant","Not main scheme application","25","25","1","5"
"2009","Male","25 - 29","Northern Ireland","Not main scheme applicant","Not main scheme application","15","10","0.733","10"
"2010","Male","25 - 29","Northern Ireland","Not main scheme applicant","Not main scheme application","10","10"," ","5"
"2011","Male","25 - 29","Northern Ireland","Not main scheme applicant","Not main scheme application","10","10"," ","5"
"2012","Male","25 - 29","Northern Ireland","Not main scheme applicant","Not main scheme application","10","10"," ","5"
"2013","Male","25 - 29","Northern Ireland","Not main scheme applicant","Not main scheme application","15","15","0.9410000000000001","5"
"2014","Male","25 - 29","Northern Ireland","Not main scheme applicant","Not main scheme application","10","5"," ","5"
"2015","Male","25 - 29","Northern Ireland","Not main scheme applicant","Not main scheme application","5","5"," ","5"
"2016","Male","25 - 29","Northern Ireland","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2017","Male","25 - 29","Northern Ireland","Not main scheme applicant","Not main scheme application","5","5"," ","5"
"2018","Male","25 - 29","Northern Ireland","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2019","Male","25 - 29","Northern Ireland","Not main scheme applicant","Not main scheme application","10","10"," ","0"
"2020","Male","25 - 29","Northern Ireland","Not main scheme applicant","Not main scheme application","15","15","1","5"
"2021","Male","25 - 29","Northern Ireland","Not main scheme applicant","Not main scheme application","10","10"," ","5"
"2022","Male","25 - 29","Northern Ireland","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","Male","25 - 29","Northern Ireland","Not main scheme applicant","Not main scheme application","15","15","0.882","5"
"2008","Female","30 - 34","Northern Ireland","Not main scheme applicant","Not main scheme application","5","5"," ","5"
"2009","Female","30 - 34","Northern Ireland","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2010","Female","30 - 34","Northern Ireland","Not main scheme applicant","Not main scheme application","0","0"," ","5"
"2013","Female","30 - 34","Northern Ireland","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2014","Female","30 - 34","Northern Ireland","Not main scheme applicant","Not main scheme application","0","0"," ","5"
"2016","Female","30 - 34","Northern Ireland","Not main scheme applicant","Not main scheme application","5","0"," ","0"
"2017","Female","30 - 34","Northern Ireland","Not main scheme applicant","Not main scheme application","5","0"," ","0"
"2018","Female","30 - 34","Northern Ireland","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2019","Female","30 - 34","Northern Ireland","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2020","Female","30 - 34","Northern Ireland","Not main scheme applicant","Not main scheme application","10","10","0.917","0"
"2021","Female","30 - 34","Northern Ireland","Not main scheme applicant","Not main scheme application","5","5"," ","5"
"2022","Female","30 - 34","Northern Ireland","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","Female","30 - 34","Northern Ireland","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2007","Male","30 - 34","Northern Ireland","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2008","Male","30 - 34","Northern Ireland","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2009","Male","30 - 34","Northern Ireland","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2010","Male","30 - 34","Northern Ireland","Not main scheme applicant","Not main scheme application","10","10"," ","0"
"2012","Male","30 - 34","Northern Ireland","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2013","Male","30 - 34","Northern Ireland","Not main scheme applicant","Not main scheme application","0","0"," ","5"
"2019","Male","30 - 34","Northern Ireland","Not main scheme applicant","Not main scheme application","10","5"," ","0"
"2021","Male","30 - 34","Northern Ireland","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2022","Male","30 - 34","Northern Ireland","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","Male","30 - 34","Northern Ireland","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2006","Female","35 and over","Northern Ireland","Not main scheme applicant","Not main scheme application","5","5"," ","5"
"2007","Female","35 and over","Northern Ireland","Not main scheme applicant","Not main scheme application","5","5"," ","5"
"2008","Female","35 and over","Northern Ireland","Not main scheme applicant","Not main scheme application","10","5"," ","0"
"2009","Female","35 and over","Northern Ireland","Not main scheme applicant","Not main scheme application","0","0"," ","5"
"2010","Female","35 and over","Northern Ireland","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2011","Female","35 and over","Northern Ireland","Not main scheme applicant","Not main scheme application","0","0"," ","5"
"2012","Female","35 and over","Northern Ireland","Not main scheme applicant","Not main scheme application","5","0"," ","5"
"2013","Female","35 and over","Northern Ireland","Not main scheme applicant","Not main scheme application","5","5"," ","5"
"2014","Female","35 and over","Northern Ireland","Not main scheme applicant","Not main scheme application","5","5"," ","5"
"2015","Female","35 and over","Northern Ireland","Not main scheme applicant","Not main scheme application","5","5"," ","5"
"2016","Female","35 and over","Northern Ireland","Not main scheme applicant","Not main scheme application","5","5"," ","5"
"2018","Female","35 and over","Northern Ireland","Not main scheme applicant","Not main scheme application","10","10"," ","0"
"2019","Female","35 and over","Northern Ireland","Not main scheme applicant","Not main scheme application","10","10"," ","5"
"2020","Female","35 and over","Northern Ireland","Not main scheme applicant","Not main scheme application","15","10","0.923","5"
"2021","Female","35 and over","Northern Ireland","Not main scheme applicant","Not main scheme application","10","10"," ","0"
"2022","Female","35 and over","Northern Ireland","Not main scheme applicant","Not main scheme application","10","10"," ","0"
"2023","Female","35 and over","Northern Ireland","Not main scheme applicant","Not main scheme application","5","5"," ","5"
"2007","Male","35 and over","Northern Ireland","Not main scheme applicant","Not main scheme application","10","10"," ","0"
"2008","Male","35 and over","Northern Ireland","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2009","Male","35 and over","Northern Ireland","Not main scheme applicant","Not main scheme application","5","5"," ","5"
"2010","Male","35 and over","Northern Ireland","Not main scheme applicant","Not main scheme application","5","5"," ","5"
"2012","Male","35 and over","Northern Ireland","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2013","Male","35 and over","Northern Ireland","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2014","Male","35 and over","Northern Ireland","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2015","Male","35 and over","Northern Ireland","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2016","Male","35 and over","Northern Ireland","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2017","Male","35 and over","Northern Ireland","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2019","Male","35 and over","Northern Ireland","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2020","Male","35 and over","Northern Ireland","Not main scheme applicant","Not main scheme application","10","10","0.909","0"
"2021","Male","35 and over","Northern Ireland","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2022","Male","35 and over","Northern Ireland","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","Male","35 and over","Northern Ireland","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2006","Female","17 and under","England","Not main scheme applicant","Not main scheme application","50","50","0.98","5"
"2007","Female","17 and under","England","Not main scheme applicant","Not main scheme application","65","65","0.985","10"
"2008","Female","17 and under","England","Not main scheme applicant","Not main scheme application","100","100","0.98","30"
"2009","Female","17 and under","England","Not main scheme applicant","Not main scheme application","60","55","0.885","25"
"2010","Female","17 and under","England","Not main scheme applicant","Not main scheme application","40","40","0.976","15"
"2011","Female","17 and under","England","Not main scheme applicant","Not main scheme application","30","20","0.724","10"
"2012","Female","17 and under","England","Not main scheme applicant","Not main scheme application","20","20","0.9500000000000001","10"
"2013","Female","17 and under","England","Not main scheme applicant","Not main scheme application","60","55","0.887","15"
"2014","Female","17 and under","England","Not main scheme applicant","Not main scheme application","50","45","0.9380000000000001","5"
"2015","Female","17 and under","England","Not main scheme applicant","Not main scheme application","45","40","0.891","10"
"2016","Female","17 and under","England","Not main scheme applicant","Not main scheme application","45","40","0.911","10"
"2017","Female","17 and under","England","Not main scheme applicant","Not main scheme application","60","55","0.898","5"
"2018","Female","17 and under","England","Not main scheme applicant","Not main scheme application","50","45","0.9590000000000001","5"
"2019","Female","17 and under","England","Not main scheme applicant","Not main scheme application","70","60","0.882","10"
"2020","Female","17 and under","England","Not main scheme applicant","Not main scheme application","65","60","0.896","15"
"2021","Female","17 and under","England","Not main scheme applicant","Not main scheme application","60","55","0.883","5"
"2022","Female","17 and under","England","Not main scheme applicant","Not main scheme application","110","95","0.874","10"
"2023","Female","17 and under","England","Not main scheme applicant","Not main scheme application","105","85","0.81","20"
"2006","Male","17 and under","England","Not main scheme applicant","Not main scheme application","40","40","0.929","10"
"2007","Male","17 and under","England","Not main scheme applicant","Not main scheme application","65","65","1","15"
"2008","Male","17 and under","England","Not main scheme applicant","Not main scheme application","85","85","0.988","15"
"2009","Male","17 and under","England","Not main scheme applicant","Not main scheme application","60","55","0.931","20"
"2010","Male","17 and under","England","Not main scheme applicant","Not main scheme application","30","25","0.964","10"
"2011","Male","17 and under","England","Not main scheme applicant","Not main scheme application","30","25","0.857","15"
"2012","Male","17 and under","England","Not main scheme applicant","Not main scheme application","45","40","0.87","20"
"2013","Male","17 and under","England","Not main scheme applicant","Not main scheme application","75","70","0.934","5"
"2014","Male","17 and under","England","Not main scheme applicant","Not main scheme application","70","65","0.901","10"
"2015","Male","17 and under","England","Not main scheme applicant","Not main scheme application","50","40","0.837","15"
"2016","Male","17 and under","England","Not main scheme applicant","Not main scheme application","35","30","0.838","5"
"2017","Male","17 and under","England","Not main scheme applicant","Not main scheme application","50","40","0.8240000000000001","10"
"2018","Male","17 and under","England","Not main scheme applicant","Not main scheme application","40","35","0.81","10"
"2019","Male","17 and under","England","Not main scheme applicant","Not main scheme application","45","40","0.9530000000000001","10"
"2020","Male","17 and under","England","Not main scheme applicant","Not main scheme application","55","45","0.836","15"
"2021","Male","17 and under","England","Not main scheme applicant","Not main scheme application","70","65","0.929","10"
"2022","Male","17 and under","England","Not main scheme applicant","Not main scheme application","100","90","0.91","20"
"2023","Male","17 and under","England","Not main scheme applicant","Not main scheme application","90","85","0.913","5"
"2006","Female","18","England","Not main scheme applicant","Not main scheme application","1185","1155","0.978","110"
"2007","Female","18","England","Not main scheme applicant","Not main scheme application","1285","1265","0.984","125"
"2008","Female","18","England","Not main scheme applicant","Not main scheme application","1290","1260","0.977","195"
"2009","Female","18","England","Not main scheme applicant","Not main scheme application","1065","1010","0.9500000000000001","205"
"2010","Female","18","England","Not main scheme applicant","Not main scheme application","475","455","0.9560000000000001","125"
"2011","Female","18","England","Not main scheme applicant","Not main scheme application","590","545","0.92","135"
"2012","Female","18","England","Not main scheme applicant","Not main scheme application","950","905","0.9530000000000001","100"
"2013","Female","18","England","Not main scheme applicant","Not main scheme application","1235","1165","0.9450000000000001","120"
"2014","Female","18","England","Not main scheme applicant","Not main scheme application","1135","1065","0.9400000000000001","120"
"2015","Female","18","England","Not main scheme applicant","Not main scheme application","1250","1200","0.96","120"
"2016","Female","18","England","Not main scheme applicant","Not main scheme application","1275","1195","0.9400000000000001","110"
"2017","Female","18","England","Not main scheme applicant","Not main scheme application","1645","1545","0.9400000000000001","130"
"2018","Female","18","England","Not main scheme applicant","Not main scheme application","1940","1850","0.9550000000000001","90"
"2019","Female","18","England","Not main scheme applicant","Not main scheme application","2220","2115","0.9540000000000001","100"
"2020","Female","18","England","Not main scheme applicant","Not main scheme application","2960","2800","0.9470000000000001","195"
"2021","Female","18","England","Not main scheme applicant","Not main scheme application","1945","1855","0.9540000000000001","95"
"2022","Female","18","England","Not main scheme applicant","Not main scheme application","1925","1795","0.933","110"
"2023","Female","18","England","Not main scheme applicant","Not main scheme application","2040","1895","0.928","130"
"2006","Male","18","England","Not main scheme applicant","Not main scheme application","1520","1500","0.986","140"
"2007","Male","18","England","Not main scheme applicant","Not main scheme application","1440","1420","0.987","160"
"2008","Male","18","England","Not main scheme applicant","Not main scheme application","1540","1515","0.984","175"
"2009","Male","18","England","Not main scheme applicant","Not main scheme application","1280","1235","0.963","205"
"2010","Male","18","England","Not main scheme applicant","Not main scheme application","610","565","0.929","140"
"2011","Male","18","England","Not main scheme applicant","Not main scheme application","595","550","0.926","155"
"2012","Male","18","England","Not main scheme applicant","Not main scheme application","1170","1125","0.961","145"
