"Year","Acceptance route","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Accepted applicants"
"2022","Main scheme Clearing","25 - 29","Northern Ireland","Female","Main scheme applicant","Not main scheme application","25"
"2023","Main scheme Clearing","25 - 29","Northern Ireland","Female","Main scheme applicant","Not main scheme application","25"
"2014","Extra","30 - 34","Northern Ireland","Female","Main scheme applicant","Not main scheme application","5"
"2015","Extra","30 - 34","Northern Ireland","Female","Main scheme applicant","Not main scheme application","5"
"2022","Extra","30 - 34","Northern Ireland","Female","Main scheme applicant","Not main scheme application","5"
"2006","Main scheme Clearing","30 - 34","Northern Ireland","Female","Main scheme applicant","Not main scheme application","15"
"2007","Main scheme Clearing","30 - 34","Northern Ireland","Female","Main scheme applicant","Not main scheme application","5"
"2008","Main scheme Clearing","30 - 34","Northern Ireland","Female","Main scheme applicant","Not main scheme application","5"
"2009","Main scheme Clearing","30 - 34","Northern Ireland","Female","Main scheme applicant","Not main scheme application","5"
"2010","Main scheme Clearing","30 - 34","Northern Ireland","Female","Main scheme applicant","Not main scheme application","5"
"2011","Main scheme Clearing","30 - 34","Northern Ireland","Female","Main scheme applicant","Not main scheme application","10"
"2012","Main scheme Clearing","30 - 34","Northern Ireland","Female","Main scheme applicant","Not main scheme application","10"
"2013","Main scheme Clearing","30 - 34","Northern Ireland","Female","Main scheme applicant","Not main scheme application","15"
"2014","Main scheme Clearing","30 - 34","Northern Ireland","Female","Main scheme applicant","Not main scheme application","15"
"2015","Main scheme Clearing","30 - 34","Northern Ireland","Female","Main scheme applicant","Not main scheme application","15"
"2016","Main scheme Clearing","30 - 34","Northern Ireland","Female","Main scheme applicant","Not main scheme application","15"
"2017","Main scheme Clearing","30 - 34","Northern Ireland","Female","Main scheme applicant","Not main scheme application","15"
"2018","Main scheme Clearing","30 - 34","Northern Ireland","Female","Main scheme applicant","Not main scheme application","15"
"2019","Main scheme Clearing","30 - 34","Northern Ireland","Female","Main scheme applicant","Not main scheme application","20"
"2020","Main scheme Clearing","30 - 34","Northern Ireland","Female","Main scheme applicant","Not main scheme application","5"
"2021","Main scheme Clearing","30 - 34","Northern Ireland","Female","Main scheme applicant","Not main scheme application","20"
"2022","Main scheme Clearing","30 - 34","Northern Ireland","Female","Main scheme applicant","Not main scheme application","30"
"2023","Main scheme Clearing","30 - 34","Northern Ireland","Female","Main scheme applicant","Not main scheme application","20"
"2020","Extra","35 and over","Northern Ireland","Female","Main scheme applicant","Not main scheme application","5"
"2022","Extra","35 and over","Northern Ireland","Female","Main scheme applicant","Not main scheme application","5"
"2006","Main scheme Clearing","35 and over","Northern Ireland","Female","Main scheme applicant","Not main scheme application","10"
"2007","Main scheme Clearing","35 and over","Northern Ireland","Female","Main scheme applicant","Not main scheme application","10"
"2008","Main scheme Clearing","35 and over","Northern Ireland","Female","Main scheme applicant","Not main scheme application","5"
"2009","Main scheme Clearing","35 and over","Northern Ireland","Female","Main scheme applicant","Not main scheme application","5"
"2010","Main scheme Clearing","35 and over","Northern Ireland","Female","Main scheme applicant","Not main scheme application","5"
"2011","Main scheme Clearing","35 and over","Northern Ireland","Female","Main scheme applicant","Not main scheme application","10"
"2013","Main scheme Clearing","35 and over","Northern Ireland","Female","Main scheme applicant","Not main scheme application","20"
"2014","Main scheme Clearing","35 and over","Northern Ireland","Female","Main scheme applicant","Not main scheme application","20"
"2015","Main scheme Clearing","35 and over","Northern Ireland","Female","Main scheme applicant","Not main scheme application","15"
"2016","Main scheme Clearing","35 and over","Northern Ireland","Female","Main scheme applicant","Not main scheme application","10"
"2017","Main scheme Clearing","35 and over","Northern Ireland","Female","Main scheme applicant","Not main scheme application","20"
"2018","Main scheme Clearing","35 and over","Northern Ireland","Female","Main scheme applicant","Not main scheme application","20"
"2019","Main scheme Clearing","35 and over","Northern Ireland","Female","Main scheme applicant","Not main scheme application","25"
"2020","Main scheme Clearing","35 and over","Northern Ireland","Female","Main scheme applicant","Not main scheme application","15"
"2021","Main scheme Clearing","35 and over","Northern Ireland","Female","Main scheme applicant","Not main scheme application","30"
"2022","Main scheme Clearing","35 and over","Northern Ireland","Female","Main scheme applicant","Not main scheme application","40"
"2023","Main scheme Clearing","35 and over","Northern Ireland","Female","Main scheme applicant","Not main scheme application","35"
"2007","Extra","17 and under","England","Female","Main scheme applicant","Not main scheme application","5"
"2008","Extra","17 and under","England","Female","Main scheme applicant","Not main scheme application","5"
"2009","Extra","17 and under","England","Female","Main scheme applicant","Not main scheme application","10"
"2010","Extra","17 and under","England","Female","Main scheme applicant","Not main scheme application","10"
"2011","Extra","17 and under","England","Female","Main scheme applicant","Not main scheme application","10"
"2012","Extra","17 and under","England","Female","Main scheme applicant","Not main scheme application","5"
"2013","Extra","17 and under","England","Female","Main scheme applicant","Not main scheme application","5"
"2014","Extra","17 and under","England","Female","Main scheme applicant","Not main scheme application","5"
"2016","Extra","17 and under","England","Female","Main scheme applicant","Not main scheme application","5"
"2017","Extra","17 and under","England","Female","Main scheme applicant","Not main scheme application","5"
"2019","Extra","17 and under","England","Female","Main scheme applicant","Not main scheme application","5"
"2020","Extra","17 and under","England","Female","Main scheme applicant","Not main scheme application","5"
"2021","Extra","17 and under","England","Female","Main scheme applicant","Not main scheme application","5"
"2023","Extra","17 and under","England","Female","Main scheme applicant","Not main scheme application","5"
"2012","Adjustment","17 and under","England","Female","Main scheme applicant","Not main scheme application","5"
"2013","Adjustment","17 and under","England","Female","Main scheme applicant","Not main scheme application","5"
"2014","Adjustment","17 and under","England","Female","Main scheme applicant","Not main scheme application","5"
"2006","Main scheme Clearing","17 and under","England","Female","Main scheme applicant","Not main scheme application","35"
"2007","Main scheme Clearing","17 and under","England","Female","Main scheme applicant","Not main scheme application","45"
"2008","Main scheme Clearing","17 and under","England","Female","Main scheme applicant","Not main scheme application","65"
"2009","Main scheme Clearing","17 and under","England","Female","Main scheme applicant","Not main scheme application","55"
"2010","Main scheme Clearing","17 and under","England","Female","Main scheme applicant","Not main scheme application","50"
"2011","Main scheme Clearing","17 and under","England","Female","Main scheme applicant","Not main scheme application","50"
"2012","Main scheme Clearing","17 and under","England","Female","Main scheme applicant","Not main scheme application","35"
"2013","Main scheme Clearing","17 and under","England","Female","Main scheme applicant","Not main scheme application","45"
"2014","Main scheme Clearing","17 and under","England","Female","Main scheme applicant","Not main scheme application","45"
"2015","Main scheme Clearing","17 and under","England","Female","Main scheme applicant","Not main scheme application","50"
"2016","Main scheme Clearing","17 and under","England","Female","Main scheme applicant","Not main scheme application","35"
"2017","Main scheme Clearing","17 and under","England","Female","Main scheme applicant","Not main scheme application","55"
"2018","Main scheme Clearing","17 and under","England","Female","Main scheme applicant","Not main scheme application","50"
"2019","Main scheme Clearing","17 and under","England","Female","Main scheme applicant","Not main scheme application","40"
"2020","Main scheme Clearing","17 and under","England","Female","Main scheme applicant","Not main scheme application","60"
"2021","Main scheme Clearing","17 and under","England","Female","Main scheme applicant","Not main scheme application","25"
"2022","Main scheme Clearing","17 and under","England","Female","Main scheme applicant","Not main scheme application","55"
"2023","Main scheme Clearing","17 and under","England","Female","Main scheme applicant","Not main scheme application","45"
"2006","Extra","18","England","Female","Main scheme applicant","Not main scheme application","945"
"2007","Extra","18","England","Female","Main scheme applicant","Not main scheme application","1035"
"2008","Extra","18","England","Female","Main scheme applicant","Not main scheme application","1415"
"2009","Extra","18","England","Female","Main scheme applicant","Not main scheme application","1400"
"2010","Extra","18","England","Female","Main scheme applicant","Not main scheme application","1405"
"2011","Extra","18","England","Female","Main scheme applicant","Not main scheme application","2100"
"2012","Extra","18","England","Female","Main scheme applicant","Not main scheme application","1775"
"2013","Extra","18","England","Female","Main scheme applicant","Not main scheme application","1800"
"2014","Extra","18","England","Female","Main scheme applicant","Not main scheme application","1600"
"2015","Extra","18","England","Female","Main scheme applicant","Not main scheme application","1705"
"2016","Extra","18","England","Female","Main scheme applicant","Not main scheme application","1640"
"2017","Extra","18","England","Female","Main scheme applicant","Not main scheme application","1405"
"2018","Extra","18","England","Female","Main scheme applicant","Not main scheme application","1155"
"2019","Extra","18","England","Female","Main scheme applicant","Not main scheme application","1010"
"2020","Extra","18","England","Female","Main scheme applicant","Not main scheme application","1155"
"2021","Extra","18","England","Female","Main scheme applicant","Not main scheme application","1480"
"2022","Extra","18","England","Female","Main scheme applicant","Not main scheme application","1840"
"2023","Extra","18","England","Female","Main scheme applicant","Not main scheme application","1335"
"2009","Adjustment","18","England","Female","Main scheme applicant","Not main scheme application","140"
"2010","Adjustment","18","England","Female","Main scheme applicant","Not main scheme application","130"
"2011","Adjustment","18","England","Female","Main scheme applicant","Not main scheme application","205"
"2012","Adjustment","18","England","Female","Main scheme applicant","Not main scheme application","540"
"2013","Adjustment","18","England","Female","Main scheme applicant","Not main scheme application","440"
"2014","Adjustment","18","England","Female","Main scheme applicant","Not main scheme application","385"
"2015","Adjustment","18","England","Female","Main scheme applicant","Not main scheme application","385"
"2016","Adjustment","18","England","Female","Main scheme applicant","Not main scheme application","320"
"2017","Adjustment","18","England","Female","Main scheme applicant","Not main scheme application","365"
"2018","Adjustment","18","England","Female","Main scheme applicant","Not main scheme application","310"
"2019","Adjustment","18","England","Female","Main scheme applicant","Not main scheme application","215"
"2020","Adjustment","18","England","Female","Main scheme applicant","Not main scheme application","100"
"2021","Adjustment","18","England","Female","Main scheme applicant","Not main scheme application","230"
"2006","Main scheme Clearing","18","England","Female","Main scheme applicant","Not main scheme application","6970"
"2007","Main scheme Clearing","18","England","Female","Main scheme applicant","Not main scheme application","7125"
"2008","Main scheme Clearing","18","England","Female","Main scheme applicant","Not main scheme application","7910"
"2009","Main scheme Clearing","18","England","Female","Main scheme applicant","Not main scheme application","8650"
"2010","Main scheme Clearing","18","England","Female","Main scheme applicant","Not main scheme application","9250"
"2011","Main scheme Clearing","18","England","Female","Main scheme applicant","Not main scheme application","11035"
"2012","Main scheme Clearing","18","England","Female","Main scheme applicant","Not main scheme application","10355"
"2013","Main scheme Clearing","18","England","Female","Main scheme applicant","Not main scheme application","10220"
"2014","Main scheme Clearing","18","England","Female","Main scheme applicant","Not main scheme application","11725"
"2015","Main scheme Clearing","18","England","Female","Main scheme applicant","Not main scheme application","12580"
"2016","Main scheme Clearing","18","England","Female","Main scheme applicant","Not main scheme application","13500"
"2017","Main scheme Clearing","18","England","Female","Main scheme applicant","Not main scheme application","14095"
"2018","Main scheme Clearing","18","England","Female","Main scheme applicant","Not main scheme application","14585"
"2019","Main scheme Clearing","18","England","Female","Main scheme applicant","Not main scheme application","16600"
"2020","Main scheme Clearing","18","England","Female","Main scheme applicant","Not main scheme application","17800"
"2021","Main scheme Clearing","18","England","Female","Main scheme applicant","Not main scheme application","12405"
"2022","Main scheme Clearing","18","England","Female","Main scheme applicant","Not main scheme application","17130"
"2023","Main scheme Clearing","18","England","Female","Main scheme applicant","Not main scheme application","19245"
"2006","Extra","19","England","Female","Main scheme applicant","Not main scheme application","315"
"2007","Extra","19","England","Female","Main scheme applicant","Not main scheme application","450"
"2008","Extra","19","England","Female","Main scheme applicant","Not main scheme application","650"
"2009","Extra","19","England","Female","Main scheme applicant","Not main scheme application","725"
"2010","Extra","19","England","Female","Main scheme applicant","Not main scheme application","1060"
"2011","Extra","19","England","Female","Main scheme applicant","Not main scheme application","1265"
"2012","Extra","19","England","Female","Main scheme applicant","Not main scheme application","980"
"2013","Extra","19","England","Female","Main scheme applicant","Not main scheme application","1055"
"2014","Extra","19","England","Female","Main scheme applicant","Not main scheme application","1000"
"2015","Extra","19","England","Female","Main scheme applicant","Not main scheme application","980"
"2016","Extra","19","England","Female","Main scheme applicant","Not main scheme application","940"
"2017","Extra","19","England","Female","Main scheme applicant","Not main scheme application","775"
"2018","Extra","19","England","Female","Main scheme applicant","Not main scheme application","605"
"2019","Extra","19","England","Female","Main scheme applicant","Not main scheme application","520"
"2020","Extra","19","England","Female","Main scheme applicant","Not main scheme application","500"
"2021","Extra","19","England","Female","Main scheme applicant","Not main scheme application","615"
"2022","Extra","19","England","Female","Main scheme applicant","Not main scheme application","670"
"2023","Extra","19","England","Female","Main scheme applicant","Not main scheme application","605"
"2009","Adjustment","19","England","Female","Main scheme applicant","Not main scheme application","10"
"2010","Adjustment","19","England","Female","Main scheme applicant","Not main scheme application","30"
"2011","Adjustment","19","England","Female","Main scheme applicant","Not main scheme application","35"
"2012","Adjustment","19","England","Female","Main scheme applicant","Not main scheme application","85"
"2013","Adjustment","19","England","Female","Main scheme applicant","Not main scheme application","80"
"2014","Adjustment","19","England","Female","Main scheme applicant","Not main scheme application","105"
"2015","Adjustment","19","England","Female","Main scheme applicant","Not main scheme application","110"
"2016","Adjustment","19","England","Female","Main scheme applicant","Not main scheme application","75"
"2017","Adjustment","19","England","Female","Main scheme applicant","Not main scheme application","70"
"2018","Adjustment","19","England","Female","Main scheme applicant","Not main scheme application","55"
"2019","Adjustment","19","England","Female","Main scheme applicant","Not main scheme application","40"
"2020","Adjustment","19","England","Female","Main scheme applicant","Not main scheme application","20"
"2021","Adjustment","19","England","Female","Main scheme applicant","Not main scheme application","20"
"2006","Main scheme Clearing","19","England","Female","Main scheme applicant","Not main scheme application","2165"
"2007","Main scheme Clearing","19","England","Female","Main scheme applicant","Not main scheme application","2540"
"2008","Main scheme Clearing","19","England","Female","Main scheme applicant","Not main scheme application","2865"
"2009","Main scheme Clearing","19","England","Female","Main scheme applicant","Not main scheme application","3050"
"2010","Main scheme Clearing","19","England","Female","Main scheme applicant","Not main scheme application","3270"
"2011","Main scheme Clearing","19","England","Female","Main scheme applicant","Not main scheme application","3870"
"2012","Main scheme Clearing","19","England","Female","Main scheme applicant","Not main scheme application","3845"
"2013","Main scheme Clearing","19","England","Female","Main scheme applicant","Not main scheme application","3940"
"2014","Main scheme Clearing","19","England","Female","Main scheme applicant","Not main scheme application","4580"
"2015","Main scheme Clearing","19","England","Female","Main scheme applicant","Not main scheme application","4770"
"2016","Main scheme Clearing","19","England","Female","Main scheme applicant","Not main scheme application","4640"
"2017","Main scheme Clearing","19","England","Female","Main scheme applicant","Not main scheme application","4065"
"2018","Main scheme Clearing","19","England","Female","Main scheme applicant","Not main scheme application","3945"
"2019","Main scheme Clearing","19","England","Female","Main scheme applicant","Not main scheme application","4115"
"2020","Main scheme Clearing","19","England","Female","Main scheme applicant","Not main scheme application","3970"
"2021","Main scheme Clearing","19","England","Female","Main scheme applicant","Not main scheme application","3045"
"2022","Main scheme Clearing","19","England","Female","Main scheme applicant","Not main scheme application","3260"
"2023","Main scheme Clearing","19","England","Female","Main scheme applicant","Not main scheme application","3755"
"2006","Extra","20","England","Female","Main scheme applicant","Not main scheme application","120"
"2007","Extra","20","England","Female","Main scheme applicant","Not main scheme application","125"
"2008","Extra","20","England","Female","Main scheme applicant","Not main scheme application","235"
"2009","Extra","20","England","Female","Main scheme applicant","Not main scheme application","240"
"2010","Extra","20","England","Female","Main scheme applicant","Not main scheme application","330"
"2011","Extra","20","England","Female","Main scheme applicant","Not main scheme application","485"
"2012","Extra","20","England","Female","Main scheme applicant","Not main scheme application","390"
"2013","Extra","20","England","Female","Main scheme applicant","Not main scheme application","360"
"2014","Extra","20","England","Female","Main scheme applicant","Not main scheme application","415"
"2015","Extra","20","England","Female","Main scheme applicant","Not main scheme application","380"
"2016","Extra","20","England","Female","Main scheme applicant","Not main scheme application","380"
"2017","Extra","20","England","Female","Main scheme applicant","Not main scheme application","285"
"2018","Extra","20","England","Female","Main scheme applicant","Not main scheme application","180"
"2019","Extra","20","England","Female","Main scheme applicant","Not main scheme application","190"
"2020","Extra","20","England","Female","Main scheme applicant","Not main scheme application","175"
"2021","Extra","20","England","Female","Main scheme applicant","Not main scheme application","190"
"2022","Extra","20","England","Female","Main scheme applicant","Not main scheme application","210"
"2023","Extra","20","England","Female","Main scheme applicant","Not main scheme application","195"
"2009","Adjustment","20","England","Female","Main scheme applicant","Not main scheme application","5"
"2010","Adjustment","20","England","Female","Main scheme applicant","Not main scheme application","5"
"2011","Adjustment","20","England","Female","Main scheme applicant","Not main scheme application","5"
"2012","Adjustment","20","England","Female","Main scheme applicant","Not main scheme application","15"
"2013","Adjustment","20","England","Female","Main scheme applicant","Not main scheme application","15"
"2014","Adjustment","20","England","Female","Main scheme applicant","Not main scheme application","15"
"2015","Adjustment","20","England","Female","Main scheme applicant","Not main scheme application","10"
"2016","Adjustment","20","England","Female","Main scheme applicant","Not main scheme application","10"
"2017","Adjustment","20","England","Female","Main scheme applicant","Not main scheme application","10"
"2018","Adjustment","20","England","Female","Main scheme applicant","Not main scheme application","10"
"2020","Adjustment","20","England","Female","Main scheme applicant","Not main scheme application","5"
"2021","Adjustment","20","England","Female","Main scheme applicant","Not main scheme application","5"
"2006","Main scheme Clearing","20","England","Female","Main scheme applicant","Not main scheme application","750"
"2007","Main scheme Clearing","20","England","Female","Main scheme applicant","Not main scheme application","800"
"2008","Main scheme Clearing","20","England","Female","Main scheme applicant","Not main scheme application","1025"
"2009","Main scheme Clearing","20","England","Female","Main scheme applicant","Not main scheme application","985"
"2010","Main scheme Clearing","20","England","Female","Main scheme applicant","Not main scheme application","1075"
"2011","Main scheme Clearing","20","England","Female","Main scheme applicant","Not main scheme application","1100"
"2012","Main scheme Clearing","20","England","Female","Main scheme applicant","Not main scheme application","1195"
"2013","Main scheme Clearing","20","England","Female","Main scheme applicant","Not main scheme application","1140"
"2014","Main scheme Clearing","20","England","Female","Main scheme applicant","Not main scheme application","1265"
"2015","Main scheme Clearing","20","England","Female","Main scheme applicant","Not main scheme application","1260"
"2016","Main scheme Clearing","20","England","Female","Main scheme applicant","Not main scheme application","1185"
"2017","Main scheme Clearing","20","England","Female","Main scheme applicant","Not main scheme application","1110"
"2018","Main scheme Clearing","20","England","Female","Main scheme applicant","Not main scheme application","1030"
"2019","Main scheme Clearing","20","England","Female","Main scheme applicant","Not main scheme application","1130"
"2020","Main scheme Clearing","20","England","Female","Main scheme applicant","Not main scheme application","1120"
"2021","Main scheme Clearing","20","England","Female","Main scheme applicant","Not main scheme application","1055"
"2022","Main scheme Clearing","20","England","Female","Main scheme applicant","Not main scheme application","945"
"2023","Main scheme Clearing","20","England","Female","Main scheme applicant","Not main scheme application","1040"
"2006","Extra","21 - 24","England","Female","Main scheme applicant","Not main scheme application","120"
"2007","Extra","21 - 24","England","Female","Main scheme applicant","Not main scheme application","140"
"2008","Extra","21 - 24","England","Female","Main scheme applicant","Not main scheme application","195"
"2009","Extra","21 - 24","England","Female","Main scheme applicant","Not main scheme application","250"
"2010","Extra","21 - 24","England","Female","Main scheme applicant","Not main scheme application","360"
"2011","Extra","21 - 24","England","Female","Main scheme applicant","Not main scheme application","570"
"2012","Extra","21 - 24","England","Female","Main scheme applicant","Not main scheme application","460"
"2013","Extra","21 - 24","England","Female","Main scheme applicant","Not main scheme application","465"
"2014","Extra","21 - 24","England","Female","Main scheme applicant","Not main scheme application","500"
"2015","Extra","21 - 24","England","Female","Main scheme applicant","Not main scheme application","425"
"2016","Extra","21 - 24","England","Female","Main scheme applicant","Not main scheme application","435"
"2017","Extra","21 - 24","England","Female","Main scheme applicant","Not main scheme application","340"
"2018","Extra","21 - 24","England","Female","Main scheme applicant","Not main scheme application","230"
"2019","Extra","21 - 24","England","Female","Main scheme applicant","Not main scheme application","215"
"2020","Extra","21 - 24","England","Female","Main scheme applicant","Not main scheme application","185"
"2021","Extra","21 - 24","England","Female","Main scheme applicant","Not main scheme application","185"
"2022","Extra","21 - 24","England","Female","Main scheme applicant","Not main scheme application","210"
"2023","Extra","21 - 24","England","Female","Main scheme applicant","Not main scheme application","195"
"2011","Adjustment","21 - 24","England","Female","Main scheme applicant","Not main scheme application","10"
"2012","Adjustment","21 - 24","England","Female","Main scheme applicant","Not main scheme application","5"
"2013","Adjustment","21 - 24","England","Female","Main scheme applicant","Not main scheme application","10"
"2014","Adjustment","21 - 24","England","Female","Main scheme applicant","Not main scheme application","10"
"2015","Adjustment","21 - 24","England","Female","Main scheme applicant","Not main scheme application","10"
"2016","Adjustment","21 - 24","England","Female","Main scheme applicant","Not main scheme application","5"
"2017","Adjustment","21 - 24","England","Female","Main scheme applicant","Not main scheme application","5"
"2018","Adjustment","21 - 24","England","Female","Main scheme applicant","Not main scheme application","5"
"2006","Main scheme Clearing","21 - 24","England","Female","Main scheme applicant","Not main scheme application","865"
"2007","Main scheme Clearing","21 - 24","England","Female","Main scheme applicant","Not main scheme application","945"
"2008","Main scheme Clearing","21 - 24","England","Female","Main scheme applicant","Not main scheme application","1145"
"2009","Main scheme Clearing","21 - 24","England","Female","Main scheme applicant","Not main scheme application","1275"
"2010","Main scheme Clearing","21 - 24","England","Female","Main scheme applicant","Not main scheme application","1300"
"2011","Main scheme Clearing","21 - 24","England","Female","Main scheme applicant","Not main scheme application","1330"
"2012","Main scheme Clearing","21 - 24","England","Female","Main scheme applicant","Not main scheme application","1545"
"2013","Main scheme Clearing","21 - 24","England","Female","Main scheme applicant","Not main scheme application","1445"
"2014","Main scheme Clearing","21 - 24","England","Female","Main scheme applicant","Not main scheme application","1505"
"2015","Main scheme Clearing","21 - 24","England","Female","Main scheme applicant","Not main scheme application","1535"
"2016","Main scheme Clearing","21 - 24","England","Female","Main scheme applicant","Not main scheme application","1395"
"2017","Main scheme Clearing","21 - 24","England","Female","Main scheme applicant","Not main scheme application","1340"
"2018","Main scheme Clearing","21 - 24","England","Female","Main scheme applicant","Not main scheme application","1235"
"2019","Main scheme Clearing","21 - 24","England","Female","Main scheme applicant","Not main scheme application","1195"
"2020","Main scheme Clearing","21 - 24","England","Female","Main scheme applicant","Not main scheme application","1250"
"2021","Main scheme Clearing","21 - 24","England","Female","Main scheme applicant","Not main scheme application","1230"
"2022","Main scheme Clearing","21 - 24","England","Female","Main scheme applicant","Not main scheme application","1145"
"2023","Main scheme Clearing","21 - 24","England","Female","Main scheme applicant","Not main scheme application","1035"
"2006","Extra","25 - 29","England","Female","Main scheme applicant","Not main scheme application","45"
"2007","Extra","25 - 29","England","Female","Main scheme applicant","Not main scheme application","50"
"2008","Extra","25 - 29","England","Female","Main scheme applicant","Not main scheme application","75"
"2009","Extra","25 - 29","England","Female","Main scheme applicant","Not main scheme application","100"
"2010","Extra","25 - 29","England","Female","Main scheme applicant","Not main scheme application","165"
"2011","Extra","25 - 29","England","Female","Main scheme applicant","Not main scheme application","245"
"2012","Extra","25 - 29","England","Female","Main scheme applicant","Not main scheme application","265"
"2013","Extra","25 - 29","England","Female","Main scheme applicant","Not main scheme application","255"
"2014","Extra","25 - 29","England","Female","Main scheme applicant","Not main scheme application","275"
"2015","Extra","25 - 29","England","Female","Main scheme applicant","Not main scheme application","225"
"2016","Extra","25 - 29","England","Female","Main scheme applicant","Not main scheme application","200"
"2017","Extra","25 - 29","England","Female","Main scheme applicant","Not main scheme application","170"
"2018","Extra","25 - 29","England","Female","Main scheme applicant","Not main scheme application","80"
"2019","Extra","25 - 29","England","Female","Main scheme applicant","Not main scheme application","70"
"2020","Extra","25 - 29","England","Female","Main scheme applicant","Not main scheme application","75"
"2021","Extra","25 - 29","England","Female","Main scheme applicant","Not main scheme application","75"
"2022","Extra","25 - 29","England","Female","Main scheme applicant","Not main scheme application","85"
"2023","Extra","25 - 29","England","Female","Main scheme applicant","Not main scheme application","60"
"2011","Adjustment","25 - 29","England","Female","Main scheme applicant","Not main scheme application","5"
"2012","Adjustment","25 - 29","England","Female","Main scheme applicant","Not main scheme application","5"
"2013","Adjustment","25 - 29","England","Female","Main scheme applicant","Not main scheme application","5"
"2014","Adjustment","25 - 29","England","Female","Main scheme applicant","Not main scheme application","5"
"2015","Adjustment","25 - 29","England","Female","Main scheme applicant","Not main scheme application","5"
"2006","Main scheme Clearing","25 - 29","England","Female","Main scheme applicant","Not main scheme application","420"
"2007","Main scheme Clearing","25 - 29","England","Female","Main scheme applicant","Not main scheme application","380"
"2008","Main scheme Clearing","25 - 29","England","Female","Main scheme applicant","Not main scheme application","575"
"2009","Main scheme Clearing","25 - 29","England","Female","Main scheme applicant","Not main scheme application","605"
"2010","Main scheme Clearing","25 - 29","England","Female","Main scheme applicant","Not main scheme application","575"
"2011","Main scheme Clearing","25 - 29","England","Female","Main scheme applicant","Not main scheme application","575"
"2012","Main scheme Clearing","25 - 29","England","Female","Main scheme applicant","Not main scheme application","690"
"2013","Main scheme Clearing","25 - 29","England","Female","Main scheme applicant","Not main scheme application","645"
"2014","Main scheme Clearing","25 - 29","England","Female","Main scheme applicant","Not main scheme application","730"
"2015","Main scheme Clearing","25 - 29","England","Female","Main scheme applicant","Not main scheme application","665"
"2016","Main scheme Clearing","25 - 29","England","Female","Main scheme applicant","Not main scheme application","700"
"2017","Main scheme Clearing","25 - 29","England","Female","Main scheme applicant","Not main scheme application","595"
"2018","Main scheme Clearing","25 - 29","England","Female","Main scheme applicant","Not main scheme application","530"
"2019","Main scheme Clearing","25 - 29","England","Female","Main scheme applicant","Not main scheme application","515"
"2020","Main scheme Clearing","25 - 29","England","Female","Main scheme applicant","Not main scheme application","560"
"2021","Main scheme Clearing","25 - 29","England","Female","Main scheme applicant","Not main scheme application","525"
"2022","Main scheme Clearing","25 - 29","England","Female","Main scheme applicant","Not main scheme application","420"
"2023","Main scheme Clearing","25 - 29","England","Female","Main scheme applicant","Not main scheme application","365"
"2006","Extra","30 - 34","England","Female","Main scheme applicant","Not main scheme application","15"
"2007","Extra","30 - 34","England","Female","Main scheme applicant","Not main scheme application","20"
"2008","Extra","30 - 34","England","Female","Main scheme applicant","Not main scheme application","40"
"2009","Extra","30 - 34","England","Female","Main scheme applicant","Not main scheme application","40"
"2010","Extra","30 - 34","England","Female","Main scheme applicant","Not main scheme application","95"
"2011","Extra","30 - 34","England","Female","Main scheme applicant","Not main scheme application","175"
"2012","Extra","30 - 34","England","Female","Main scheme applicant","Not main scheme application","170"
"2013","Extra","30 - 34","England","Female","Main scheme applicant","Not main scheme application","150"
"2014","Extra","30 - 34","England","Female","Main scheme applicant","Not main scheme application","165"
"2015","Extra","30 - 34","England","Female","Main scheme applicant","Not main scheme application","155"
"2016","Extra","30 - 34","England","Female","Main scheme applicant","Not main scheme application","165"
"2017","Extra","30 - 34","England","Female","Main scheme applicant","Not main scheme application","110"
"2018","Extra","30 - 34","England","Female","Main scheme applicant","Not main scheme application","55"
"2019","Extra","30 - 34","England","Female","Main scheme applicant","Not main scheme application","50"
"2020","Extra","30 - 34","England","Female","Main scheme applicant","Not main scheme application","30"
"2021","Extra","30 - 34","England","Female","Main scheme applicant","Not main scheme application","45"
"2022","Extra","30 - 34","England","Female","Main scheme applicant","Not main scheme application","55"
"2023","Extra","30 - 34","England","Female","Main scheme applicant","Not main scheme application","45"
"2012","Adjustment","30 - 34","England","Female","Main scheme applicant","Not main scheme application","5"
"2014","Adjustment","30 - 34","England","Female","Main scheme applicant","Not main scheme application","5"
"2016","Adjustment","30 - 34","England","Female","Main scheme applicant","Not main scheme application","5"
"2017","Adjustment","30 - 34","England","Female","Main scheme applicant","Not main scheme application","5"
"2006","Main scheme Clearing","30 - 34","England","Female","Main scheme applicant","Not main scheme application","230"
"2007","Main scheme Clearing","30 - 34","England","Female","Main scheme applicant","Not main scheme application","230"
"2008","Main scheme Clearing","30 - 34","England","Female","Main scheme applicant","Not main scheme application","325"
"2009","Main scheme Clearing","30 - 34","England","Female","Main scheme applicant","Not main scheme application","345"
"2010","Main scheme Clearing","30 - 34","England","Female","Main scheme applicant","Not main scheme application","360"
"2011","Main scheme Clearing","30 - 34","England","Female","Main scheme applicant","Not main scheme application","380"
"2012","Main scheme Clearing","30 - 34","England","Female","Main scheme applicant","Not main scheme application","460"
"2013","Main scheme Clearing","30 - 34","England","Female","Main scheme applicant","Not main scheme application","495"
