"Year","Gender","Age group","Domicile","Main scheme applications","Main scheme offers","Main scheme offer rate"
"2006","Female","17 and under","Northern Ireland","240","155","0.642"
"2007","Female","17 and under","Northern Ireland","205","165","0.795"
"2008","Female","17 and under","Northern Ireland","140","90","0.65"
"2009","Female","17 and under","Northern Ireland","150","110","0.727"
"2010","Female","17 and under","Northern Ireland","145","100","0.6900000000000001"
"2011","Female","17 and under","Northern Ireland","120","85","0.717"
"2012","Female","17 and under","Northern Ireland","155","115","0.729"
"2013","Female","17 and under","Northern Ireland","85","50","0.588"
"2014","Female","17 and under","Northern Ireland","75","55","0.733"
"2015","Female","17 and under","Northern Ireland","95","75","0.8"
"2016","Female","17 and under","Northern Ireland","130","90","0.6920000000000001"
"2017","Female","17 and under","Northern Ireland","60","30","0.5"
"2018","Female","17 and under","Northern Ireland","85","65","0.788"
"2019","Female","17 and under","Northern Ireland","80","60","0.725"
"2020","Female","17 and under","Northern Ireland","110","75","0.682"
"2021","Female","17 and under","Northern Ireland","80","50","0.6"
"2022","Female","17 and under","Northern Ireland","80","45","0.588"
"2023","Female","17 and under","Northern Ireland","90","65","0.711"
"2006","Male","17 and under","Northern Ireland","170","130","0.765"
"2007","Male","17 and under","Northern Ireland","160","125","0.775"
"2008","Male","17 and under","Northern Ireland","110","90","0.8180000000000001"
"2009","Male","17 and under","Northern Ireland","135","90","0.674"
"2010","Male","17 and under","Northern Ireland","90","70","0.756"
"2011","Male","17 and under","Northern Ireland","95","70","0.716"
"2012","Male","17 and under","Northern Ireland","75","55","0.733"
"2013","Male","17 and under","Northern Ireland","85","65","0.765"
"2014","Male","17 and under","Northern Ireland","50","35","0.7000000000000001"
"2015","Male","17 and under","Northern Ireland","50","40","0.76"
"2016","Male","17 and under","Northern Ireland","70","60","0.8290000000000001"
"2017","Male","17 and under","Northern Ireland","60","50","0.8"
"2018","Male","17 and under","Northern Ireland","55","45","0.782"
"2019","Male","17 and under","Northern Ireland","95","70","0.726"
"2020","Male","17 and under","Northern Ireland","25","25","0.92"
"2021","Male","17 and under","Northern Ireland","80","55","0.6880000000000001"
"2022","Male","17 and under","Northern Ireland","65","45","0.677"
"2023","Male","17 and under","Northern Ireland","65","40","0.646"
"2006","Female","18","Northern Ireland","37260","26985","0.724"
"2007","Female","18","Northern Ireland","36350","26875","0.739"
"2008","Female","18","Northern Ireland","30375","23065","0.759"
"2009","Female","18","Northern Ireland","31360","23695","0.756"
"2010","Female","18","Northern Ireland","32415","22590","0.6970000000000001"
"2011","Female","18","Northern Ireland","32445","21210","0.654"
"2012","Female","18","Northern Ireland","32080","21920","0.683"
"2013","Female","18","Northern Ireland","31505","22250","0.706"
"2014","Female","18","Northern Ireland","30780","22565","0.733"
"2015","Female","18","Northern Ireland","32855","24115","0.734"
"2016","Female","18","Northern Ireland","32265","23870","0.74"
"2017","Female","18","Northern Ireland","31555","23505","0.745"
"2018","Female","18","Northern Ireland","29970","22545","0.752"
"2019","Female","18","Northern Ireland","29055","21730","0.748"
"2020","Female","18","Northern Ireland","30065","22875","0.761"
"2021","Female","18","Northern Ireland","32125","23430","0.729"
"2022","Female","18","Northern Ireland","34150","24125","0.706"
"2023","Female","18","Northern Ireland","33440","25115","0.751"
"2006","Male","18","Northern Ireland","27180","22430","0.8250000000000001"
"2007","Male","18","Northern Ireland","26570","21720","0.8180000000000001"
"2008","Male","18","Northern Ireland","21645","18055","0.834"
"2009","Male","18","Northern Ireland","23560","19495","0.8270000000000001"
"2010","Male","18","Northern Ireland","24810","20120","0.811"
"2011","Male","18","Northern Ireland","25170","19185","0.762"
"2012","Male","18","Northern Ireland","23775","19100","0.803"
"2013","Male","18","Northern Ireland","24835","20790","0.837"
"2014","Male","18","Northern Ireland","24400","20755","0.851"
"2015","Male","18","Northern Ireland","24605","20930","0.851"
"2016","Male","18","Northern Ireland","24300","20470","0.842"
"2017","Male","18","Northern Ireland","23655","19965","0.844"
"2018","Male","18","Northern Ireland","22930","19380","0.845"
"2019","Male","18","Northern Ireland","21215","18010","0.849"
"2020","Male","18","Northern Ireland","21160","18100","0.855"
"2021","Male","18","Northern Ireland","23435","19985","0.853"
"2022","Male","18","Northern Ireland","24450","20350","0.8320000000000001"
"2023","Male","18","Northern Ireland","24125","20420","0.846"
"2006","Female","19","Northern Ireland","5280","3055","0.579"
"2007","Female","19","Northern Ireland","6430","3895","0.605"
"2008","Female","19","Northern Ireland","5390","3455","0.641"
"2009","Female","19","Northern Ireland","4910","3080","0.627"
"2010","Female","19","Northern Ireland","6060","3505","0.579"
"2011","Female","19","Northern Ireland","7710","4115","0.534"
"2012","Female","19","Northern Ireland","6840","3810","0.557"
"2013","Female","19","Northern Ireland","7595","4325","0.5700000000000001"
"2014","Female","19","Northern Ireland","7580","4540","0.599"
"2015","Female","19","Northern Ireland","7730","4905","0.634"
"2016","Female","19","Northern Ireland","9150","5955","0.651"
"2017","Female","19","Northern Ireland","8665","5645","0.651"
"2018","Female","19","Northern Ireland","7985","5345","0.669"
"2019","Female","19","Northern Ireland","8280","5645","0.682"
"2020","Female","19","Northern Ireland","7420","5130","0.6910000000000001"
"2021","Female","19","Northern Ireland","6975","4310","0.618"
"2022","Female","19","Northern Ireland","6295","3700","0.587"
"2023","Female","19","Northern Ireland","6105","3850","0.631"
"2006","Male","19","Northern Ireland","4065","2745","0.675"
"2007","Male","19","Northern Ireland","4310","3045","0.706"
"2008","Male","19","Northern Ireland","3785","2690","0.71"
"2009","Male","19","Northern Ireland","3925","2775","0.708"
"2010","Male","19","Northern Ireland","5280","3580","0.678"
"2011","Male","19","Northern Ireland","6380","4155","0.651"
"2012","Male","19","Northern Ireland","5485","3750","0.684"
"2013","Male","19","Northern Ireland","6080","4480","0.737"
"2014","Male","19","Northern Ireland","6565","4945","0.754"
"2015","Male","19","Northern Ireland","6745","5180","0.768"
"2016","Male","19","Northern Ireland","7375","5635","0.764"
"2017","Male","19","Northern Ireland","6650","5080","0.764"
"2018","Male","19","Northern Ireland","6390","5005","0.784"
"2019","Male","19","Northern Ireland","5580","4405","0.79"
"2020","Male","19","Northern Ireland","5265","4175","0.793"
"2021","Male","19","Northern Ireland","4315","3305","0.766"
"2022","Male","19","Northern Ireland","3810","2665","0.7000000000000001"
"2023","Male","19","Northern Ireland","3705","2690","0.727"
"2006","Female","20","Northern Ireland","1980","1020","0.516"
"2007","Female","20","Northern Ireland","2100","1180","0.562"
"2008","Female","20","Northern Ireland","2025","1210","0.597"
"2009","Female","20","Northern Ireland","2060","1205","0.585"
"2010","Female","20","Northern Ireland","2410","1255","0.521"
"2011","Female","20","Northern Ireland","2765","1290","0.466"
"2012","Female","20","Northern Ireland","2905","1435","0.494"
"2013","Female","20","Northern Ireland","2990","1515","0.507"
"2014","Female","20","Northern Ireland","3610","1960","0.542"
"2015","Female","20","Northern Ireland","3195","1715","0.536"
"2016","Female","20","Northern Ireland","3175","1730","0.544"
"2017","Female","20","Northern Ireland","3365","1920","0.5710000000000001"
"2018","Female","20","Northern Ireland","3460","2150","0.621"
"2019","Female","20","Northern Ireland","3175","1970","0.62"
"2020","Female","20","Northern Ireland","2890","1785","0.617"
"2021","Female","20","Northern Ireland","2860","1735","0.607"
"2022","Female","20","Northern Ireland","2475","1360","0.55"
"2023","Female","20","Northern Ireland","2200","1265","0.5750000000000001"
"2006","Male","20","Northern Ireland","1970","1290","0.654"
"2007","Male","20","Northern Ireland","1795","1195","0.666"
"2008","Male","20","Northern Ireland","1800","1280","0.711"
"2009","Male","20","Northern Ireland","1730","1175","0.68"
"2010","Male","20","Northern Ireland","2395","1555","0.649"
"2011","Male","20","Northern Ireland","2705","1660","0.613"
"2012","Male","20","Northern Ireland","2705","1750","0.646"
"2013","Male","20","Northern Ireland","3285","2285","0.6960000000000001"
"2014","Male","20","Northern Ireland","3410","2535","0.743"
"2015","Male","20","Northern Ireland","3090","2240","0.725"
"2016","Male","20","Northern Ireland","3395","2470","0.728"
"2017","Male","20","Northern Ireland","3445","2470","0.717"
"2018","Male","20","Northern Ireland","3200","2345","0.733"
"2019","Male","20","Northern Ireland","2955","2280","0.771"
"2020","Male","20","Northern Ireland","2845","2165","0.761"
"2021","Male","20","Northern Ireland","2480","1885","0.76"
"2022","Male","20","Northern Ireland","1790","1215","0.679"
"2023","Male","20","Northern Ireland","1595","1065","0.668"
"2006","Female","21 - 24","Northern Ireland","3230","1355","0.419"
"2007","Female","21 - 24","Northern Ireland","3545","1615","0.455"
"2008","Female","21 - 24","Northern Ireland","3065","1560","0.509"
"2009","Female","21 - 24","Northern Ireland","3065","1505","0.491"
"2010","Female","21 - 24","Northern Ireland","4045","1765","0.436"
"2011","Female","21 - 24","Northern Ireland","4495","1630","0.363"
"2012","Female","21 - 24","Northern Ireland","3930","1630","0.41400000000000003"
"2013","Female","21 - 24","Northern Ireland","5040","1985","0.393"
"2014","Female","21 - 24","Northern Ireland","4985","1955","0.393"
"2015","Female","21 - 24","Northern Ireland","5155","2075","0.402"
"2016","Female","21 - 24","Northern Ireland","5055","2095","0.41500000000000004"
"2017","Female","21 - 24","Northern Ireland","4395","2000","0.455"
"2018","Female","21 - 24","Northern Ireland","4170","1960","0.47100000000000003"
"2019","Female","21 - 24","Northern Ireland","3995","2020","0.505"
"2020","Female","21 - 24","Northern Ireland","3670","1980","0.54"
"2021","Female","21 - 24","Northern Ireland","4430","2025","0.457"
"2022","Female","21 - 24","Northern Ireland","3645","1720","0.47100000000000003"
"2023","Female","21 - 24","Northern Ireland","3225","1510","0.46900000000000003"
"2006","Male","21 - 24","Northern Ireland","2615","1570","0.601"
"2007","Male","21 - 24","Northern Ireland","2485","1500","0.603"
"2008","Male","21 - 24","Northern Ireland","2360","1530","0.648"
"2009","Male","21 - 24","Northern Ireland","2625","1635","0.622"
"2010","Male","21 - 24","Northern Ireland","3310","2025","0.611"
"2011","Male","21 - 24","Northern Ireland","3800","2085","0.549"
"2012","Male","21 - 24","Northern Ireland","3630","2090","0.5760000000000001"
"2013","Male","21 - 24","Northern Ireland","4085","2645","0.648"
"2014","Male","21 - 24","Northern Ireland","4095","2675","0.653"
"2015","Male","21 - 24","Northern Ireland","4230","2760","0.653"
"2016","Male","21 - 24","Northern Ireland","4195","2625","0.626"
"2017","Male","21 - 24","Northern Ireland","3805","2510","0.66"
"2018","Male","21 - 24","Northern Ireland","3310","2205","0.666"
"2019","Male","21 - 24","Northern Ireland","3290","2225","0.676"
"2020","Male","21 - 24","Northern Ireland","2865","1995","0.6960000000000001"
"2021","Male","21 - 24","Northern Ireland","3000","2010","0.67"
"2022","Male","21 - 24","Northern Ireland","2375","1470","0.619"
"2023","Male","21 - 24","Northern Ireland","2145","1355","0.633"
"2006","Female","25 - 29","Northern Ireland","1230","475","0.385"
"2007","Female","25 - 29","Northern Ireland","1340","640","0.47600000000000003"
"2008","Female","25 - 29","Northern Ireland","990","505","0.512"
"2009","Female","25 - 29","Northern Ireland","1065","515","0.485"
"2010","Female","25 - 29","Northern Ireland","1555","665","0.428"
"2011","Female","25 - 29","Northern Ireland","1720","635","0.369"
"2012","Female","25 - 29","Northern Ireland","1460","605","0.41400000000000003"
"2013","Female","25 - 29","Northern Ireland","1970","720","0.364"
"2014","Female","25 - 29","Northern Ireland","2060","675","0.328"
"2015","Female","25 - 29","Northern Ireland","2020","720","0.355"
"2016","Female","25 - 29","Northern Ireland","1975","725","0.367"
"2017","Female","25 - 29","Northern Ireland","1695","650","0.385"
"2018","Female","25 - 29","Northern Ireland","1640","690","0.421"
"2019","Female","25 - 29","Northern Ireland","1425","605","0.426"
"2020","Female","25 - 29","Northern Ireland","1435","680","0.47500000000000003"
"2021","Female","25 - 29","Northern Ireland","1795","645","0.359"
"2022","Female","25 - 29","Northern Ireland","1330","550","0.41500000000000004"
"2023","Female","25 - 29","Northern Ireland","1115","505","0.451"
"2006","Male","25 - 29","Northern Ireland","750","365","0.489"
"2007","Male","25 - 29","Northern Ireland","660","380","0.579"
"2008","Male","25 - 29","Northern Ireland","650","380","0.583"
"2009","Male","25 - 29","Northern Ireland","805","440","0.547"
"2010","Male","25 - 29","Northern Ireland","1075","620","0.578"
"2011","Male","25 - 29","Northern Ireland","1295","645","0.499"
"2012","Male","25 - 29","Northern Ireland","1050","560","0.534"
"2013","Male","25 - 29","Northern Ireland","1175","625","0.533"
"2014","Male","25 - 29","Northern Ireland","1115","685","0.613"
"2015","Male","25 - 29","Northern Ireland","1175","665","0.5680000000000001"
"2016","Male","25 - 29","Northern Ireland","1260","695","0.552"
"2017","Male","25 - 29","Northern Ireland","885","520","0.585"
"2018","Male","25 - 29","Northern Ireland","865","495","0.5720000000000001"
"2019","Male","25 - 29","Northern Ireland","695","400","0.5730000000000001"
"2020","Male","25 - 29","Northern Ireland","605","360","0.592"
"2021","Male","25 - 29","Northern Ireland","730","410","0.5630000000000001"
"2022","Male","25 - 29","Northern Ireland","700","365","0.521"
"2023","Male","25 - 29","Northern Ireland","610","325","0.534"
"2006","Female","30 - 34","Northern Ireland","700","330","0.47000000000000003"
"2007","Female","30 - 34","Northern Ireland","495","260","0.523"
"2008","Female","30 - 34","Northern Ireland","425","250","0.588"
"2009","Female","30 - 34","Northern Ireland","465","255","0.551"
"2010","Female","30 - 34","Northern Ireland","555","280","0.508"
"2011","Female","30 - 34","Northern Ireland","615","260","0.421"
"2012","Female","30 - 34","Northern Ireland","565","260","0.458"
"2013","Female","30 - 34","Northern Ireland","750","270","0.363"
"2014","Female","30 - 34","Northern Ireland","840","315","0.375"
"2015","Female","30 - 34","Northern Ireland","885","360","0.406"
"2016","Female","30 - 34","Northern Ireland","880","355","0.405"
"2017","Female","30 - 34","Northern Ireland","845","375","0.444"
"2018","Female","30 - 34","Northern Ireland","755","315","0.417"
"2019","Female","30 - 34","Northern Ireland","865","370","0.428"
"2020","Female","30 - 34","Northern Ireland","770","325","0.421"
"2021","Female","30 - 34","Northern Ireland","890","350","0.394"
"2022","Female","30 - 34","Northern Ireland","825","340","0.41000000000000003"
"2023","Female","30 - 34","Northern Ireland","655","270","0.41500000000000004"
"2006","Male","30 - 34","Northern Ireland","270","135","0.493"
"2007","Male","30 - 34","Northern Ireland","230","135","0.587"
"2008","Male","30 - 34","Northern Ireland","235","120","0.511"
"2009","Male","30 - 34","Northern Ireland","250","165","0.664"
"2010","Male","30 - 34","Northern Ireland","360","200","0.556"
"2011","Male","30 - 34","Northern Ireland","355","185","0.521"
"2012","Male","30 - 34","Northern Ireland","370","200","0.538"
"2013","Male","30 - 34","Northern Ireland","370","175","0.468"
"2014","Male","30 - 34","Northern Ireland","415","215","0.513"
"2015","Male","30 - 34","Northern Ireland","495","270","0.543"
"2016","Male","30 - 34","Northern Ireland","490","235","0.47800000000000004"
"2017","Male","30 - 34","Northern Ireland","385","200","0.517"
"2018","Male","30 - 34","Northern Ireland","300","175","0.577"
"2019","Male","30 - 34","Northern Ireland","295","185","0.627"
"2020","Male","30 - 34","Northern Ireland","240","150","0.617"
"2021","Male","30 - 34","Northern Ireland","340","175","0.515"
"2022","Male","30 - 34","Northern Ireland","335","165","0.496"
"2023","Male","30 - 34","Northern Ireland","245","125","0.506"
"2006","Female","35 and over","Northern Ireland","830","420","0.507"
"2007","Female","35 and over","Northern Ireland","780","460","0.591"
"2008","Female","35 and over","Northern Ireland","765","475","0.622"
"2009","Female","35 and over","Northern Ireland","600","325","0.545"
"2010","Female","35 and over","Northern Ireland","800","425","0.531"
"2011","Female","35 and over","Northern Ireland","860","405","0.47100000000000003"
"2012","Female","35 and over","Northern Ireland","610","315","0.515"
"2013","Female","35 and over","Northern Ireland","915","365","0.397"
"2014","Female","35 and over","Northern Ireland","955","480","0.504"
"2015","Female","35 and over","Northern Ireland","975","410","0.419"
"2016","Female","35 and over","Northern Ireland","1030","440","0.426"
"2017","Female","35 and over","Northern Ireland","1000","420","0.419"
"2018","Female","35 and over","Northern Ireland","925","445","0.483"
"2019","Female","35 and over","Northern Ireland","1030","500","0.487"
"2020","Female","35 and over","Northern Ireland","960","500","0.522"
"2021","Female","35 and over","Northern Ireland","1195","450","0.376"
"2022","Female","35 and over","Northern Ireland","1005","405","0.402"
"2023","Female","35 and over","Northern Ireland","925","450","0.486"
"2006","Male","35 and over","Northern Ireland","305","170","0.561"
"2007","Male","35 and over","Northern Ireland","375","210","0.5630000000000001"
"2008","Male","35 and over","Northern Ireland","290","185","0.631"
"2009","Male","35 and over","Northern Ireland","300","185","0.61"
"2010","Male","35 and over","Northern Ireland","345","170","0.487"
"2011","Male","35 and over","Northern Ireland","365","200","0.548"
"2012","Male","35 and over","Northern Ireland","370","190","0.519"
"2013","Male","35 and over","Northern Ireland","390","210","0.544"
"2014","Male","35 and over","Northern Ireland","440","255","0.58"
"2015","Male","35 and over","Northern Ireland","425","205","0.47800000000000004"
"2016","Male","35 and over","Northern Ireland","465","255","0.551"
"2017","Male","35 and over","Northern Ireland","315","160","0.502"
"2018","Male","35 and over","Northern Ireland","315","185","0.587"
"2019","Male","35 and over","Northern Ireland","255","130","0.506"
"2020","Male","35 and over","Northern Ireland","305","195","0.639"
"2021","Male","35 and over","Northern Ireland","290","140","0.483"
"2022","Male","35 and over","Northern Ireland","295","125","0.424"
"2023","Male","35 and over","Northern Ireland","355","175","0.499"
"2006","Female","17 and under","England","3605","2425","0.672"
"2007","Female","17 and under","England","3980","2625","0.66"
"2008","Female","17 and under","England","3490","2100","0.601"
"2009","Female","17 and under","England","3415","2025","0.593"
"2010","Female","17 and under","England","3460","1830","0.528"
"2011","Female","17 and under","England","3005","1725","0.5740000000000001"
"2012","Female","17 and under","England","2270","1495","0.658"
"2013","Female","17 and under","England","2080","1375","0.661"
"2014","Female","17 and under","England","2325","1555","0.668"
"2015","Female","17 and under","England","2275","1535","0.675"
"2016","Female","17 and under","England","2125","1445","0.68"
"2017","Female","17 and under","England","2165","1495","0.6900000000000001"
"2018","Female","17 and under","England","2130","1515","0.71"
"2019","Female","17 and under","England","2090","1460","0.6980000000000001"
"2020","Female","17 and under","England","2235","1545","0.6910000000000001"
"2021","Female","17 and under","England","2355","1565","0.664"
"2022","Female","17 and under","England","2785","1615","0.581"
"2023","Female","17 and under","England","2825","1620","0.5730000000000001"
"2006","Male","17 and under","England","3285","2280","0.6950000000000001"
"2007","Male","17 and under","England","3120","2220","0.711"
"2008","Male","17 and under","England","2575","1720","0.668"
"2009","Male","17 and under","England","2490","1610","0.647"
"2010","Male","17 and under","England","2340","1455","0.621"
"2011","Male","17 and under","England","2160","1350","0.624"
"2012","Male","17 and under","England","1830","1205","0.658"
"2013","Male","17 and under","England","1730","1185","0.685"
"2014","Male","17 and under","England","1780","1215","0.681"
"2015","Male","17 and under","England","1945","1360","0.6990000000000001"
"2016","Male","17 and under","England","2000","1385","0.6940000000000001"
"2017","Male","17 and under","England","1795","1230","0.685"
"2018","Male","17 and under","England","1850","1235","0.669"
"2019","Male","17 and under","England","1600","1070","0.669"
"2020","Male","17 and under","England","1805","1225","0.679"
"2021","Male","17 and under","England","1795","1140","0.635"
"2022","Male","17 and under","England","2380","1405","0.591"
"2023","Male","17 and under","England","2355","1345","0.5720000000000001"
"2006","Female","18","England","556615","397400","0.714"
"2007","Female","18","England","569615","405145","0.711"
"2008","Female","18","England","514725","373790","0.726"
"2009","Female","18","England","540005","385520","0.714"
"2010","Female","18","England","575560","390955","0.679"
"2011","Female","18","England","584995","387710","0.663"
"2012","Female","18","England","563860","392240","0.6960000000000001"
"2013","Female","18","England","567010","415145","0.732"
"2014","Female","18","England","583980","435070","0.745"
"2015","Female","18","England","615465","466215","0.757"
"2016","Female","18","England","620835","475820","0.766"
"2017","Female","18","England","621920","486680","0.783"
"2018","Female","18","England","612265","484605","0.791"
"2019","Female","18","England","621170","492895","0.793"
"2020","Female","18","England","641640","511395","0.797"
"2021","Female","18","England","714800","559155","0.782"
"2022","Female","18","England","755805","554460","0.734"
"2023","Female","18","England","737215","558595","0.758"
"2006","Male","18","England","451170","345680","0.766"
"2007","Male","18","England","458615","349585","0.762"
"2008","Male","18","England","407765","315860","0.775"
"2009","Male","18","England","434350","330530","0.761"
"2010","Male","18","England","468865","343655","0.733"
"2011","Male","18","England","474140","340485","0.718"
"2012","Male","18","England","447200","334620","0.748"
"2013","Male","18","England","451440","356985","0.791"
"2014","Male","18","England","466280","373410","0.801"
"2015","Male","18","England","477020","384255","0.806"
"2016","Male","18","England","483260","390920","0.809"
"2017","Male","18","England","487715","396665","0.8130000000000001"
"2018","Male","18","England","477625","390300","0.8170000000000001"
"2019","Male","18","England","485390","396260","0.8160000000000001"
"2020","Male","18","England","495205","404260","0.8160000000000001"
"2021","Male","18","England","553050","444160","0.803"
"2022","Male","18","England","594085","451555","0.76"
"2023","Male","18","England","593225","460105","0.776"
"2006","Female","19","England","134500","81190","0.604"
"2007","Female","19","England","169245","102600","0.606"
"2008","Female","19","England","163175","99775","0.611"
"2009","Female","19","England","176060","105405","0.599"
"2010","Female","19","England","208655","113285","0.543"
"2011","Female","19","England","224705","120980","0.538"
"2012","Female","19","England","182515","103375","0.5660000000000001"
"2013","Female","19","England","203600","124385","0.611"
"2014","Female","19","England","210165","131155","0.624"
"2015","Female","19","England","212020","136415","0.643"
"2016","Female","19","England","211570","138290","0.654"
"2017","Female","19","England","194980","131325","0.674"
"2018","Female","19","England","184235","126915","0.6890000000000001"
"2019","Female","19","England","179360","124320","0.6930000000000001"
"2020","Female","19","England","171835","119625","0.6960000000000001"
"2021","Female","19","England","173235","117090","0.676"
"2022","Female","19","England","182465","115605","0.634"
"2023","Female","19","England","180160","116535","0.647"
"2006","Male","19","England","123445","83475","0.676"
"2007","Male","19","England","152225","102485","0.673"
"2008","Male","19","England","141290","97095","0.687"
"2009","Male","19","England","157180","104910","0.667"
"2010","Male","19","England","183770","115020","0.626"
"2011","Male","19","England","198290","121355","0.612"
"2012","Male","19","England","159680","104535","0.655"
"2013","Male","19","England","179555","126355","0.704"
"2014","Male","19","England","182295","129755","0.712"
"2015","Male","19","England","184715","134360","0.727"
"2016","Male","19","England","181590","131505","0.724"
"2017","Male","19","England","169385","124115","0.733"
"2018","Male","19","England","154470","113440","0.734"
"2019","Male","19","England","146260","107900","0.738"
"2020","Male","19","England","132415","96665","0.73"
"2021","Male","19","England","131235","94540","0.72"
"2022","Male","19","England","137805","92295","0.67"
"2023","Male","19","England","136660","91715","0.671"
"2006","Female","20","England","43200","23635","0.547"
"2007","Female","20","England","48795","26415","0.541"
"2008","Female","20","England","54415","29320","0.539"
"2009","Female","20","England","58960","30580","0.519"
"2010","Female","20","England","69700","31635","0.454"
"2011","Female","20","England","74270","32220","0.434"
"2012","Female","20","England","63305","28685","0.453"
"2013","Female","20","England","63910","31905","0.499"
"2014","Female","20","England","69570","35535","0.511"
"2015","Female","20","England","65855","34270","0.52"
"2016","Female","20","England","63520","33760","0.531"
"2017","Female","20","England","60315","34600","0.5740000000000001"
"2018","Female","20","England","56765","34105","0.601"
"2019","Female","20","England","54995","33680","0.612"
"2020","Female","20","England","57020","35640","0.625"
"2021","Female","20","England","57065","34690","0.608"
"2022","Female","20","England","55620","31615","0.5680000000000001"
"2023","Female","20","England","55060","32245","0.586"
"2006","Male","20","England","43110","27100","0.629"
"2007","Male","20","England","47075","29205","0.62"
"2008","Male","20","England","49385","30955","0.627"
"2009","Male","20","England","54060","32220","0.596"
"2010","Male","20","England","63195","33875","0.536"
"2011","Male","20","England","68320","35290","0.517"
"2012","Male","20","England","56210","31135","0.554"
"2013","Male","20","England","55030","33710","0.613"
"2014","Male","20","England","58850","36325","0.617"
"2015","Male","20","England","56810","35225","0.62"
"2016","Male","20","England","54570","33980","0.623"
"2017","Male","20","England","50955","32775","0.643"
"2018","Male","20","England","47130","30630","0.65"
"2019","Male","20","England","44985","29950","0.666"
"2020","Male","20","England","44240","29895","0.676"
"2021","Male","20","England","44060","29625","0.672"
"2022","Male","20","England","43850","27505","0.627"
"2023","Male","20","England","43425","27285","0.628"
"2006","Female","21 - 24","England","61140","27970","0.457"
"2007","Female","21 - 24","England","68090","30525","0.448"
"2008","Female","21 - 24","England","74435","33510","0.45"
"2009","Female","21 - 24","England","86775","36700","0.423"
"2010","Female","21 - 24","England","106965","37885","0.354"
"2011","Female","21 - 24","England","111130","37020","0.333"
"2012","Female","21 - 24","England","100140","33650","0.336"
"2013","Female","21 - 24","England","102205","37870","0.371"
"2014","Female","21 - 24","England","107445","40675","0.379"
"2015","Female","21 - 24","England","101835","41320","0.406"
"2016","Female","21 - 24","England","96330","39580","0.41100000000000003"
"2017","Female","21 - 24","England","83555","38505","0.461"
"2018","Female","21 - 24","England","78220","39105","0.5"
"2019","Female","21 - 24","England","74950","38350","0.512"
"2020","Female","21 - 24","England","77125","40780","0.529"
"2021","Female","21 - 24","England","87490","43270","0.495"
"2022","Female","21 - 24","England","80840","36070","0.446"
"2023","Female","21 - 24","England","69765","31640","0.454"
"2006","Male","21 - 24","England","51560","27895","0.541"
"2007","Male","21 - 24","England","57000","30515","0.535"
"2008","Male","21 - 24","England","56760","30690","0.541"
"2009","Male","21 - 24","England","67800","34485","0.509"
"2010","Male","21 - 24","England","81255","36245","0.446"
"2011","Male","21 - 24","England","86290","36865","0.427"
"2012","Male","21 - 24","England","71315","31940","0.448"
"2013","Male","21 - 24","England","71390","35355","0.495"
"2014","Male","21 - 24","England","74595","37490","0.503"
"2015","Male","21 - 24","England","71370","37035","0.519"
"2016","Male","21 - 24","England","67550","35240","0.522"
"2017","Male","21 - 24","England","60345","32970","0.546"
"2018","Male","21 - 24","England","56170","31470","0.56"
"2019","Male","21 - 24","England","52720","30385","0.5760000000000001"
"2020","Male","21 - 24","England","53725","32010","0.596"
"2021","Male","21 - 24","England","55100","31440","0.5710000000000001"
"2022","Male","21 - 24","England","53615","28335","0.528"
"2023","Male","21 - 24","England","49035","25935","0.529"
"2006","Female","25 - 29","England","27805","11835","0.426"
"2007","Female","25 - 29","England","29770","12745","0.428"
"2008","Female","25 - 29","England","34760","14970","0.431"
"2009","Female","25 - 29","England","41005","16435","0.401"
"2010","Female","25 - 29","England","53625","17200","0.321"
"2011","Female","25 - 29","England","57270","16575","0.289"
"2012","Female","25 - 29","England","51310","14800","0.28800000000000003"
"2013","Female","25 - 29","England","52315","16365","0.313"
"2014","Female","25 - 29","England","55255","18160","0.329"
"2015","Female","25 - 29","England","53010","18850","0.356"
"2016","Female","25 - 29","England","53015","18895","0.356"
"2017","Female","25 - 29","England","41520","17135","0.41300000000000003"
"2018","Female","25 - 29","England","36385","17135","0.47100000000000003"
"2019","Female","25 - 29","England","35420","16855","0.47600000000000003"
"2020","Female","25 - 29","England","37455","19050","0.509"
"2021","Female","25 - 29","England","45055","21115","0.46900000000000003"
"2022","Female","25 - 29","England","36965","16370","0.443"
"2023","Female","25 - 29","England","29175","12815","0.439"
"2006","Male","25 - 29","England","19095","8995","0.47100000000000003"
"2007","Male","25 - 29","England","19765","9395","0.47500000000000003"
"2008","Male","25 - 29","England","19720","9600","0.487"
"2009","Male","25 - 29","England","24145","10950","0.454"
"2010","Male","25 - 29","England","30575","11960","0.391"
"2011","Male","25 - 29","England","30625","11265","0.368"
"2012","Male","25 - 29","England","26420","10075","0.381"
"2013","Male","25 - 29","England","26240","10900","0.41500000000000004"
"2014","Male","25 - 29","England","27620","11785","0.427"
"2015","Male","25 - 29","England","26165","11700","0.447"
"2016","Male","25 - 29","England","24610","10870","0.442"
"2017","Male","25 - 29","England","21325","10315","0.484"
"2018","Male","25 - 29","England","19315","9730","0.504"
"2019","Male","25 - 29","England","18585","9775","0.526"
"2020","Male","25 - 29","England","18760","10250","0.546"
"2021","Male","25 - 29","England","19855","9970","0.502"
"2022","Male","25 - 29","England","17930","8575","0.47800000000000004"
