"Year","Gender","Age group","Domicile","Main scheme applications","Main scheme offers","Main scheme offer rate"
"2006","Female","30 - 34","Scotland","1445","895","0.618"
"2007","Female","30 - 34","Scotland","1335","765","0.5740000000000001"
"2008","Female","30 - 34","Scotland","1210","715","0.591"
"2009","Female","30 - 34","Scotland","1545","855","0.552"
"2010","Female","30 - 34","Scotland","2560","1085","0.425"
"2011","Female","30 - 34","Scotland","3055","1100","0.361"
"2012","Female","30 - 34","Scotland","2650","1030","0.389"
"2013","Female","30 - 34","Scotland","2775","1080","0.39"
"2014","Female","30 - 34","Scotland","3100","1175","0.38"
"2015","Female","30 - 34","Scotland","4410","1555","0.353"
"2016","Female","30 - 34","Scotland","4705","1580","0.336"
"2017","Female","30 - 34","Scotland","5140","1955","0.38"
"2018","Female","30 - 34","Scotland","4950","1915","0.387"
"2019","Female","30 - 34","Scotland","4880","1950","0.4"
"2020","Female","30 - 34","Scotland","5185","2115","0.40800000000000003"
"2021","Female","30 - 34","Scotland","6455","2405","0.373"
"2022","Female","30 - 34","Scotland","5350","2215","0.41400000000000003"
"2023","Female","30 - 34","Scotland","3960","1895","0.47800000000000004"
"2006","Male","30 - 34","Scotland","1005","600","0.595"
"2007","Male","30 - 34","Scotland","1060","645","0.608"
"2008","Male","30 - 34","Scotland","990","590","0.594"
"2009","Male","30 - 34","Scotland","1245","740","0.593"
"2010","Male","30 - 34","Scotland","1670","810","0.484"
"2011","Male","30 - 34","Scotland","1875","845","0.451"
"2012","Male","30 - 34","Scotland","1975","900","0.455"
"2013","Male","30 - 34","Scotland","1985","945","0.47700000000000004"
"2014","Male","30 - 34","Scotland","2060","945","0.458"
"2015","Male","30 - 34","Scotland","2420","955","0.395"
"2016","Male","30 - 34","Scotland","2670","1035","0.388"
"2017","Male","30 - 34","Scotland","2580","1055","0.41000000000000003"
"2018","Male","30 - 34","Scotland","2685","1155","0.431"
"2019","Male","30 - 34","Scotland","2575","1200","0.465"
"2020","Male","30 - 34","Scotland","2720","1240","0.456"
"2021","Male","30 - 34","Scotland","2980","1355","0.455"
"2022","Male","30 - 34","Scotland","2665","1185","0.445"
"2023","Male","30 - 34","Scotland","2105","1110","0.526"
"2006","Female","35 and over","Scotland","2425","1505","0.621"
"2007","Female","35 and over","Scotland","2415","1525","0.631"
"2008","Female","35 and over","Scotland","1900","1200","0.633"
"2009","Female","35 and over","Scotland","2260","1425","0.63"
"2010","Female","35 and over","Scotland","3950","1925","0.488"
"2011","Female","35 and over","Scotland","3970","1660","0.419"
"2012","Female","35 and over","Scotland","3635","1445","0.398"
"2013","Female","35 and over","Scotland","3550","1500","0.423"
"2014","Female","35 and over","Scotland","4080","1645","0.403"
"2015","Female","35 and over","Scotland","5515","2010","0.365"
"2016","Female","35 and over","Scotland","6325","2155","0.341"
"2017","Female","35 and over","Scotland","6745","2595","0.384"
"2018","Female","35 and over","Scotland","7555","2920","0.387"
"2019","Female","35 and over","Scotland","7720","3010","0.39"
"2020","Female","35 and over","Scotland","8580","3530","0.41200000000000003"
"2021","Female","35 and over","Scotland","9220","3515","0.381"
"2022","Female","35 and over","Scotland","7860","3410","0.434"
"2023","Female","35 and over","Scotland","6605","3105","0.47000000000000003"
"2006","Male","35 and over","Scotland","1270","790","0.624"
"2007","Male","35 and over","Scotland","1325","820","0.618"
"2008","Male","35 and over","Scotland","1180","770","0.653"
"2009","Male","35 and over","Scotland","1235","735","0.594"
"2010","Male","35 and over","Scotland","1980","1070","0.541"
"2011","Male","35 and over","Scotland","1940","855","0.442"
"2012","Male","35 and over","Scotland","2045","930","0.455"
"2013","Male","35 and over","Scotland","1975","940","0.47600000000000003"
"2014","Male","35 and over","Scotland","2140","990","0.463"
"2015","Male","35 and over","Scotland","2995","1265","0.423"
"2016","Male","35 and over","Scotland","3105","1230","0.396"
"2017","Male","35 and over","Scotland","2875","1215","0.423"
"2018","Male","35 and over","Scotland","3100","1285","0.41400000000000003"
"2019","Male","35 and over","Scotland","3130","1325","0.424"
"2020","Male","35 and over","Scotland","3270","1435","0.439"
"2021","Male","35 and over","Scotland","3515","1435","0.40900000000000003"
"2022","Male","35 and over","Scotland","2880","1320","0.458"
"2023","Male","35 and over","Scotland","2380","1140","0.48"
"2006","Female","17 and under","Wales","205","135","0.663"
"2007","Female","17 and under","Wales","170","105","0.612"
"2008","Female","17 and under","Wales","145","110","0.752"
"2009","Female","17 and under","Wales","110","75","0.673"
"2010","Female","17 and under","Wales","130","80","0.623"
"2011","Female","17 and under","Wales","125","80","0.648"
"2012","Female","17 and under","Wales","55","40","0.709"
"2013","Female","17 and under","Wales","100","70","0.72"
"2014","Female","17 and under","Wales","65","55","0.862"
"2015","Female","17 and under","Wales","80","55","0.7000000000000001"
"2016","Female","17 and under","Wales","60","35","0.583"
"2017","Female","17 and under","Wales","45","35","0.733"
"2018","Female","17 and under","Wales","75","60","0.773"
"2019","Female","17 and under","Wales","75","65","0.853"
"2020","Female","17 and under","Wales","70","50","0.743"
"2021","Female","17 and under","Wales","50","35","0.7000000000000001"
"2022","Female","17 and under","Wales","80","40","0.525"
"2023","Female","17 and under","Wales","95","55","0.558"
"2006","Male","17 and under","Wales","130","90","0.6920000000000001"
"2007","Male","17 and under","Wales","145","85","0.586"
"2008","Male","17 and under","Wales","80","60","0.762"
"2009","Male","17 and under","Wales","75","60","0.8"
"2010","Male","17 and under","Wales","75","50","0.667"
"2011","Male","17 and under","Wales","75","40","0.507"
"2012","Male","17 and under","Wales","65","40","0.615"
"2013","Male","17 and under","Wales","70","50","0.686"
"2014","Male","17 and under","Wales","65","40","0.6"
"2015","Male","17 and under","Wales","10","5"," "
"2016","Male","17 and under","Wales","60","40","0.633"
"2017","Male","17 and under","Wales","25","15","0.68"
"2018","Male","17 and under","Wales","60","45","0.717"
"2019","Male","17 and under","Wales","30","20","0.733"
"2020","Male","17 and under","Wales","30","25","0.8"
"2021","Male","17 and under","Wales","25","10"," "
"2022","Male","17 and under","Wales","70","40","0.557"
"2023","Male","17 and under","Wales","70","40","0.586"
"2006","Female","18","Wales","33250","22785","0.685"
"2007","Female","18","Wales","31895","22135","0.6940000000000001"
"2008","Female","18","Wales","28705","20595","0.718"
"2009","Female","18","Wales","30205","21585","0.715"
"2010","Female","18","Wales","30690","21120","0.6880000000000001"
"2011","Female","18","Wales","30215","20035","0.663"
"2012","Female","18","Wales","30480","21215","0.6960000000000001"
"2013","Female","18","Wales","29235","21115","0.722"
"2014","Female","18","Wales","30195","22350","0.74"
"2015","Female","18","Wales","31930","24070","0.754"
"2016","Female","18","Wales","32160","24560","0.764"
"2017","Female","18","Wales","30950","24245","0.783"
"2018","Female","18","Wales","30085","23730","0.789"
"2019","Female","18","Wales","29565","23475","0.794"
"2020","Female","18","Wales","29820","23665","0.794"
"2021","Female","18","Wales","35210","27185","0.772"
"2022","Female","18","Wales","36350","26505","0.729"
"2023","Female","18","Wales","33510","25910","0.773"
"2006","Male","18","Wales","24505","18865","0.77"
"2007","Male","18","Wales","24235","18615","0.768"
"2008","Male","18","Wales","20620","15840","0.768"
"2009","Male","18","Wales","22535","17190","0.763"
"2010","Male","18","Wales","23055","17095","0.742"
"2011","Male","18","Wales","22855","16595","0.726"
"2012","Male","18","Wales","21910","16735","0.764"
"2013","Male","18","Wales","21455","17095","0.797"
"2014","Male","18","Wales","22535","18200","0.808"
"2015","Male","18","Wales","22680","18575","0.8190000000000001"
"2016","Male","18","Wales","22500","18565","0.8250000000000001"
"2017","Male","18","Wales","22335","18425","0.8250000000000001"
"2018","Male","18","Wales","21450","17960","0.837"
"2019","Male","18","Wales","20915","17560","0.84"
"2020","Male","18","Wales","20410","17260","0.846"
"2021","Male","18","Wales","23250","19115","0.8220000000000001"
"2022","Male","18","Wales","24920","19545","0.784"
"2023","Male","18","Wales","23450","18800","0.802"
"2006","Female","19","Wales","6950","3930","0.5650000000000001"
"2007","Female","19","Wales","7580","4360","0.5750000000000001"
"2008","Female","19","Wales","7430","4430","0.596"
"2009","Female","19","Wales","7700","4535","0.589"
"2010","Female","19","Wales","9025","4875","0.54"
"2011","Female","19","Wales","10040","5285","0.526"
"2012","Female","19","Wales","9770","5530","0.5660000000000001"
"2013","Female","19","Wales","9770","6015","0.616"
"2014","Female","19","Wales","10025","6300","0.629"
"2015","Female","19","Wales","9740","6220","0.639"
"2016","Female","19","Wales","10055","6570","0.653"
"2017","Female","19","Wales","9290","6195","0.667"
"2018","Female","19","Wales","9215","6450","0.7000000000000001"
"2019","Female","19","Wales","9135","6225","0.681"
"2020","Female","19","Wales","8910","6345","0.712"
"2021","Female","19","Wales","9365","6470","0.6910000000000001"
"2022","Female","19","Wales","8770","5555","0.633"
"2023","Female","19","Wales","8260","5445","0.659"
"2006","Male","19","Wales","5075","3455","0.681"
"2007","Male","19","Wales","6235","4235","0.679"
"2008","Male","19","Wales","5740","3925","0.684"
"2009","Male","19","Wales","6360","4140","0.651"
"2010","Male","19","Wales","7195","4515","0.628"
"2011","Male","19","Wales","7995","5040","0.63"
"2012","Male","19","Wales","7820","5205","0.666"
"2013","Male","19","Wales","7660","5490","0.717"
"2014","Male","19","Wales","8010","5760","0.719"
"2015","Male","19","Wales","8005","5855","0.731"
"2016","Male","19","Wales","8130","6075","0.747"
"2017","Male","19","Wales","7255","5590","0.77"
"2018","Male","19","Wales","6660","5135","0.771"
"2019","Male","19","Wales","6325","4825","0.763"
"2020","Male","19","Wales","6170","4750","0.77"
"2021","Male","19","Wales","6075","4610","0.759"
"2022","Male","19","Wales","5760","4020","0.6980000000000001"
"2023","Male","19","Wales","5515","3840","0.6960000000000001"
"2006","Female","20","Wales","2110","1060","0.502"
"2007","Female","20","Wales","2205","1185","0.538"
"2008","Female","20","Wales","2545","1435","0.5630000000000001"
"2009","Female","20","Wales","2665","1405","0.526"
"2010","Female","20","Wales","2795","1305","0.468"
"2011","Female","20","Wales","3510","1530","0.435"
"2012","Female","20","Wales","3430","1585","0.462"
"2013","Female","20","Wales","3130","1640","0.524"
"2014","Female","20","Wales","3160","1710","0.541"
"2015","Female","20","Wales","3360","1825","0.543"
"2016","Female","20","Wales","3290","1890","0.5740000000000001"
"2017","Female","20","Wales","3260","1905","0.584"
"2018","Female","20","Wales","2955","1815","0.614"
"2019","Female","20","Wales","2820","1670","0.593"
"2020","Female","20","Wales","2580","1575","0.611"
"2021","Female","20","Wales","3065","1790","0.585"
"2022","Female","20","Wales","2925","1725","0.59"
"2023","Female","20","Wales","2725","1575","0.578"
"2006","Male","20","Wales","1775","1170","0.659"
"2007","Male","20","Wales","2055","1325","0.645"
"2008","Male","20","Wales","1990","1315","0.66"
"2009","Male","20","Wales","2195","1335","0.609"
"2010","Male","20","Wales","2585","1430","0.554"
"2011","Male","20","Wales","2860","1550","0.543"
"2012","Male","20","Wales","2875","1710","0.595"
"2013","Male","20","Wales","2660","1715","0.645"
"2014","Male","20","Wales","2655","1810","0.681"
"2015","Male","20","Wales","2745","1780","0.649"
"2016","Male","20","Wales","2390","1630","0.681"
"2017","Male","20","Wales","2485","1730","0.6950000000000001"
"2018","Male","20","Wales","2200","1540","0.7000000000000001"
"2019","Male","20","Wales","2105","1455","0.6920000000000001"
"2020","Male","20","Wales","2050","1450","0.706"
"2021","Male","20","Wales","1880","1310","0.6970000000000001"
"2022","Male","20","Wales","2075","1405","0.678"
"2023","Male","20","Wales","2065","1385","0.672"
"2006","Female","21 - 24","Wales","3315","1470","0.443"
"2007","Female","21 - 24","Wales","3500","1565","0.448"
"2008","Female","21 - 24","Wales","3740","1710","0.457"
"2009","Female","21 - 24","Wales","4265","1860","0.436"
"2010","Female","21 - 24","Wales","4755","1760","0.37"
"2011","Female","21 - 24","Wales","5415","1880","0.34700000000000003"
"2012","Female","21 - 24","Wales","5625","1905","0.338"
"2013","Female","21 - 24","Wales","5530","1990","0.359"
"2014","Female","21 - 24","Wales","5665","2270","0.401"
"2015","Female","21 - 24","Wales","5275","2040","0.387"
"2016","Female","21 - 24","Wales","5555","2320","0.417"
"2017","Female","21 - 24","Wales","4800","2405","0.501"
"2018","Female","21 - 24","Wales","4250","2155","0.507"
"2019","Female","21 - 24","Wales","4370","2225","0.509"
"2020","Female","21 - 24","Wales","4575","2310","0.505"
"2021","Female","21 - 24","Wales","4900","2345","0.47800000000000004"
"2022","Female","21 - 24","Wales","5325","2535","0.47600000000000003"
"2023","Female","21 - 24","Wales","4890","2350","0.481"
"2006","Male","21 - 24","Wales","2480","1315","0.531"
"2007","Male","21 - 24","Wales","2590","1440","0.556"
"2008","Male","21 - 24","Wales","2810","1610","0.5730000000000001"
"2009","Male","21 - 24","Wales","3340","1725","0.517"
"2010","Male","21 - 24","Wales","3845","1840","0.47800000000000004"
"2011","Male","21 - 24","Wales","3890","1830","0.47000000000000003"
"2012","Male","21 - 24","Wales","3845","1940","0.505"
"2013","Male","21 - 24","Wales","3670","1950","0.531"
"2014","Male","21 - 24","Wales","3580","1885","0.527"
"2015","Male","21 - 24","Wales","3480","1855","0.533"
"2016","Male","21 - 24","Wales","3440","1800","0.524"
"2017","Male","21 - 24","Wales","3105","1735","0.559"
"2018","Male","21 - 24","Wales","2970","1675","0.5650000000000001"
"2019","Male","21 - 24","Wales","2720","1645","0.604"
"2020","Male","21 - 24","Wales","2740","1750","0.638"
"2021","Male","21 - 24","Wales","3030","1730","0.5710000000000001"
"2022","Male","21 - 24","Wales","3050","1620","0.532"
"2023","Male","21 - 24","Wales","2815","1660","0.59"
"2006","Female","25 - 29","Wales","1590","665","0.418"
"2007","Female","25 - 29","Wales","1695","725","0.428"
"2008","Female","25 - 29","Wales","1655","795","0.48"
"2009","Female","25 - 29","Wales","1915","840","0.438"
"2010","Female","25 - 29","Wales","2470","845","0.342"
"2011","Female","25 - 29","Wales","2850","880","0.308"
"2012","Female","25 - 29","Wales","2645","880","0.332"
"2013","Female","25 - 29","Wales","2845","940","0.33"
"2014","Female","25 - 29","Wales","2920","1105","0.379"
"2015","Female","25 - 29","Wales","2795","1135","0.405"
"2016","Female","25 - 29","Wales","2720","1085","0.399"
"2017","Female","25 - 29","Wales","2710","1200","0.442"
"2018","Female","25 - 29","Wales","2495","1200","0.481"
"2019","Female","25 - 29","Wales","2320","1175","0.506"
"2020","Female","25 - 29","Wales","2470","1260","0.509"
"2021","Female","25 - 29","Wales","2925","1265","0.432"
"2022","Female","25 - 29","Wales","2685","1265","0.47100000000000003"
"2023","Female","25 - 29","Wales","2070","975","0.47200000000000003"
"2006","Male","25 - 29","Wales","815","405","0.494"
"2007","Male","25 - 29","Wales","815","390","0.47700000000000004"
"2008","Male","25 - 29","Wales","830","445","0.536"
"2009","Male","25 - 29","Wales","1050","530","0.505"
"2010","Male","25 - 29","Wales","1375","515","0.375"
"2011","Male","25 - 29","Wales","1485","605","0.40900000000000003"
"2012","Male","25 - 29","Wales","1355","585","0.432"
"2013","Male","25 - 29","Wales","1395","585","0.419"
"2014","Male","25 - 29","Wales","1410","610","0.434"
"2015","Male","25 - 29","Wales","1335","655","0.49"
"2016","Male","25 - 29","Wales","1215","540","0.445"
"2017","Male","25 - 29","Wales","1080","505","0.46900000000000003"
"2018","Male","25 - 29","Wales","1165","610","0.523"
"2019","Male","25 - 29","Wales","970","495","0.509"
"2020","Male","25 - 29","Wales","985","545","0.553"
"2021","Male","25 - 29","Wales","1200","655","0.547"
"2022","Male","25 - 29","Wales","1240","570","0.46"
"2023","Male","25 - 29","Wales","970","470","0.484"
"2006","Female","30 - 34","Wales","985","450","0.457"
"2007","Female","30 - 34","Wales","955","450","0.47100000000000003"
"2008","Female","30 - 34","Wales","860","435","0.506"
"2009","Female","30 - 34","Wales","1005","440","0.437"
"2010","Female","30 - 34","Wales","1185","425","0.359"
"2011","Female","30 - 34","Wales","1365","425","0.311"
"2012","Female","30 - 34","Wales","1390","450","0.322"
"2013","Female","30 - 34","Wales","1320","440","0.334"
"2014","Female","30 - 34","Wales","1450","575","0.395"
"2015","Female","30 - 34","Wales","1375","615","0.448"
"2016","Female","30 - 34","Wales","1450","590","0.40800000000000003"
"2017","Female","30 - 34","Wales","1290","620","0.47900000000000004"
"2018","Female","30 - 34","Wales","1295","675","0.52"
"2019","Female","30 - 34","Wales","1295","655","0.507"
"2020","Female","30 - 34","Wales","1465","745","0.509"
"2021","Female","30 - 34","Wales","1630","750","0.461"
"2022","Female","30 - 34","Wales","1515","665","0.439"
"2023","Female","30 - 34","Wales","1160","555","0.47800000000000004"
"2006","Male","30 - 34","Wales","315","155","0.495"
"2007","Male","30 - 34","Wales","335","170","0.504"
"2008","Male","30 - 34","Wales","375","165","0.437"
"2009","Male","30 - 34","Wales","415","190","0.458"
"2010","Male","30 - 34","Wales","560","255","0.452"
"2011","Male","30 - 34","Wales","675","255","0.378"
"2012","Male","30 - 34","Wales","640","250","0.392"
"2013","Male","30 - 34","Wales","525","220","0.41500000000000004"
"2014","Male","30 - 34","Wales","560","235","0.418"
"2015","Male","30 - 34","Wales","500","215","0.428"
"2016","Male","30 - 34","Wales","565","260","0.464"
"2017","Male","30 - 34","Wales","425","210","0.492"
"2018","Male","30 - 34","Wales","425","235","0.555"
"2019","Male","30 - 34","Wales","430","215","0.498"
"2020","Male","30 - 34","Wales","470","245","0.517"
"2021","Male","30 - 34","Wales","475","255","0.535"
"2022","Male","30 - 34","Wales","525","260","0.497"
"2023","Male","30 - 34","Wales","425","200","0.47500000000000003"
"2006","Female","35 and over","Wales","1565","760","0.487"
"2007","Female","35 and over","Wales","1605","820","0.511"
"2008","Female","35 and over","Wales","1230","685","0.557"
"2009","Female","35 and over","Wales","1510","785","0.519"
"2010","Female","35 and over","Wales","1680","710","0.423"
"2011","Female","35 and over","Wales","1825","635","0.34800000000000003"
"2012","Female","35 and over","Wales","1975","675","0.342"
"2013","Female","35 and over","Wales","1755","650","0.37"
"2014","Female","35 and over","Wales","1770","760","0.431"
"2015","Female","35 and over","Wales","1745","795","0.454"
"2016","Female","35 and over","Wales","1815","835","0.46"
"2017","Female","35 and over","Wales","1655","875","0.528"
"2018","Female","35 and over","Wales","1715","945","0.55"
"2019","Female","35 and over","Wales","1750","920","0.525"
"2020","Female","35 and over","Wales","1810","980","0.543"
"2021","Female","35 and over","Wales","2080","1030","0.496"
"2022","Female","35 and over","Wales","1950","965","0.494"
"2023","Female","35 and over","Wales","1595","830","0.52"
"2006","Male","35 and over","Wales","505","240","0.47500000000000003"
"2007","Male","35 and over","Wales","475","225","0.47400000000000003"
"2008","Male","35 and over","Wales","515","270","0.526"
"2009","Male","35 and over","Wales","670","330","0.493"
"2010","Male","35 and over","Wales","755","345","0.454"
"2011","Male","35 and over","Wales","770","295","0.386"
"2012","Male","35 and over","Wales","655","280","0.424"
"2013","Male","35 and over","Wales","655","280","0.431"
"2014","Male","35 and over","Wales","725","295","0.40700000000000003"
"2015","Male","35 and over","Wales","660","275","0.41400000000000003"
"2016","Male","35 and over","Wales","615","220","0.358"
"2017","Male","35 and over","Wales","585","275","0.47000000000000003"
"2018","Male","35 and over","Wales","540","265","0.493"
"2019","Male","35 and over","Wales","480","240","0.496"
"2020","Male","35 and over","Wales","690","340","0.494"
"2021","Male","35 and over","Wales","530","260","0.487"
"2022","Male","35 and over","Wales","640","290","0.453"
"2023","Male","35 and over","Wales","505","260","0.517"
"2006","Female","17 and under","Not EU","5685","3375","0.593"
"2007","Female","17 and under","Not EU","6245","3720","0.596"
"2008","Female","17 and under","Not EU","6150","3600","0.585"
"2009","Female","17 and under","Not EU","6675","4030","0.604"
"2010","Female","17 and under","Not EU","7745","4530","0.585"
"2011","Female","17 and under","Not EU","8515","4940","0.58"
"2012","Female","17 and under","Not EU","10220","6230","0.609"
"2013","Female","17 and under","Not EU","12120","7465","0.616"
"2014","Female","17 and under","Not EU","13995","8495","0.607"
"2015","Female","17 and under","Not EU","13600","8695","0.639"
"2016","Female","17 and under","Not EU","15045","9735","0.647"
"2017","Female","17 and under","Not EU","16350","10675","0.653"
"2018","Female","17 and under","Not EU","19575","12935","0.661"
"2019","Female","17 and under","Not EU","18645","12160","0.652"
"2020","Female","17 and under","Not EU","22220","14880","0.67"
"2021","Female","17 and under","Not EU","25965","15685","0.604"
"2022","Female","17 and under","Not EU","31295","17155","0.548"
"2023","Female","17 and under","Not EU","29205","15970","0.547"
"2006","Male","17 and under","Not EU","6050","3800","0.628"
"2007","Male","17 and under","Not EU","6870","4200","0.611"
"2008","Male","17 and under","Not EU","6465","4005","0.62"
"2009","Male","17 and under","Not EU","6935","4255","0.614"
"2010","Male","17 and under","Not EU","7540","4525","0.6"
"2011","Male","17 and under","Not EU","8010","4720","0.589"
"2012","Male","17 and under","Not EU","10025","6080","0.607"
"2013","Male","17 and under","Not EU","11540","7160","0.62"
"2014","Male","17 and under","Not EU","12720","8015","0.63"
"2015","Male","17 and under","Not EU","12585","8255","0.656"
"2016","Male","17 and under","Not EU","12620","8210","0.651"
"2017","Male","17 and under","Not EU","14085","9360","0.665"
"2018","Male","17 and under","Not EU","15980","10495","0.657"
"2019","Male","17 and under","Not EU","16030","10540","0.658"
"2020","Male","17 and under","Not EU","18825","12635","0.671"
"2021","Male","17 and under","Not EU","20415","12470","0.611"
"2022","Male","17 and under","Not EU","23065","12675","0.55"
"2023","Male","17 and under","Not EU","23980","12930","0.539"
"2006","Female","18","Not EU","26775","17945","0.67"
"2007","Female","18","Not EU","30090","20150","0.67"
"2008","Female","18","Not EU","27685","18430","0.666"
"2009","Female","18","Not EU","30870","20165","0.653"
"2010","Female","18","Not EU","34605","22405","0.647"
"2011","Female","18","Not EU","39205","25340","0.646"
"2012","Female","18","Not EU","44490","28835","0.648"
"2013","Female","18","Not EU","51385","33955","0.661"
"2014","Female","18","Not EU","56340","37330","0.663"
"2015","Female","18","Not EU","60690","41395","0.682"
"2016","Female","18","Not EU","61815","42805","0.6920000000000001"
"2017","Female","18","Not EU","65495","46065","0.7030000000000001"
"2018","Female","18","Not EU","75075","52390","0.6980000000000001"
"2019","Female","18","Not EU","83585","58650","0.7020000000000001"
"2020","Female","18","Not EU","92670","65695","0.709"
"2021","Female","18","Not EU","109850","70380","0.641"
"2022","Female","18","Not EU","119460","69755","0.584"
"2023","Female","18","Not EU","123825","72160","0.583"
"2006","Male","18","Not EU","26595","18385","0.6910000000000001"
"2007","Male","18","Not EU","29515","20245","0.686"
"2008","Male","18","Not EU","27555","18885","0.685"
"2009","Male","18","Not EU","29615","20025","0.676"
"2010","Male","18","Not EU","33320","22145","0.665"
"2011","Male","18","Not EU","35675","23825","0.668"
"2012","Male","18","Not EU","40550","27395","0.676"
"2013","Male","18","Not EU","45005","30805","0.684"
"2014","Male","18","Not EU","48310","33150","0.686"
"2015","Male","18","Not EU","52235","36505","0.6990000000000001"
"2016","Male","18","Not EU","52670","36995","0.7020000000000001"
"2017","Male","18","Not EU","55920","40060","0.716"
"2018","Male","18","Not EU","63520","44935","0.707"
"2019","Male","18","Not EU","71495","49985","0.6990000000000001"
"2020","Male","18","Not EU","78820","55720","0.707"
"2021","Male","18","Not EU","93235","60000","0.644"
"2022","Male","18","Not EU","101140","60120","0.594"
"2023","Male","18","Not EU","104430","61890","0.593"
"2006","Female","19","Not EU","23415","15460","0.66"
"2007","Female","19","Not EU","26095","17305","0.663"
"2008","Female","19","Not EU","24955","16135","0.647"
"2009","Female","19","Not EU","26755","17225","0.644"
"2010","Female","19","Not EU","30670","19410","0.633"
"2011","Female","19","Not EU","33930","21130","0.623"
"2012","Female","19","Not EU","36995","23470","0.634"
"2013","Female","19","Not EU","37985","24030","0.633"
"2014","Female","19","Not EU","42650","27425","0.643"
"2015","Female","19","Not EU","42835","27780","0.649"
"2016","Female","19","Not EU","40885","27175","0.665"
"2017","Female","19","Not EU","41355","27985","0.677"
"2018","Female","19","Not EU","42450","28155","0.663"
"2019","Female","19","Not EU","46740","31170","0.667"
"2020","Female","19","Not EU","50990","34310","0.673"
"2021","Female","19","Not EU","53230","32870","0.618"
"2022","Female","19","Not EU","55280","30905","0.559"
"2023","Female","19","Not EU","57400","31940","0.556"
"2006","Male","19","Not EU","24435","16245","0.665"
"2007","Male","19","Not EU","26575","17845","0.671"
"2008","Male","19","Not EU","25550","16805","0.658"
"2009","Male","19","Not EU","27435","17730","0.646"
"2010","Male","19","Not EU","29640","19080","0.644"
"2011","Male","19","Not EU","30920","19835","0.641"
"2012","Male","19","Not EU","32560","20910","0.642"
"2013","Male","19","Not EU","33620","22010","0.655"
"2014","Male","19","Not EU","35805","23455","0.655"
"2015","Male","19","Not EU","35795","23780","0.664"
"2016","Male","19","Not EU","36015","24255","0.673"
"2017","Male","19","Not EU","36640","25085","0.685"
"2018","Male","19","Not EU","36665","24620","0.672"
"2019","Male","19","Not EU","41480","28080","0.677"
"2020","Male","19","Not EU","45275","30805","0.68"
"2021","Male","19","Not EU","48915","30485","0.623"
"2022","Male","19","Not EU","50565","28935","0.5720000000000001"
"2023","Male","19","Not EU","54715","30945","0.5660000000000001"
"2006","Female","20","Not EU","11755","7365","0.626"
"2007","Female","20","Not EU","12360","7665","0.62"
"2008","Female","20","Not EU","11735","7125","0.607"
"2009","Female","20","Not EU","13365","8330","0.623"
"2010","Female","20","Not EU","15985","9625","0.602"
"2011","Female","20","Not EU","16360","9805","0.599"
"2012","Female","20","Not EU","18085","10795","0.597"
"2013","Female","20","Not EU","18985","11710","0.617"
"2014","Female","20","Not EU","21920","13650","0.623"
"2015","Female","20","Not EU","21275","13410","0.63"
"2016","Female","20","Not EU","19680","12415","0.631"
"2017","Female","20","Not EU","18100","11535","0.637"
"2018","Female","20","Not EU","16970","10555","0.622"
"2019","Female","20","Not EU","17575","11135","0.634"
"2020","Female","20","Not EU","19160","12135","0.633"
"2021","Female","20","Not EU","20470","12385","0.605"
"2022","Female","20","Not EU","22820","12460","0.546"
"2023","Female","20","Not EU","22965","12345","0.538"
"2006","Male","20","Not EU","14415","9135","0.634"
"2007","Male","20","Not EU","15225","9525","0.625"
"2008","Male","20","Not EU","14780","9180","0.621"
"2009","Male","20","Not EU","15870","9750","0.614"
"2010","Male","20","Not EU","17480","10650","0.609"
"2011","Male","20","Not EU","17625","10620","0.602"
"2012","Male","20","Not EU","18580","11345","0.611"
"2013","Male","20","Not EU","19510","12095","0.62"
"2014","Male","20","Not EU","19925","12470","0.626"
"2015","Male","20","Not EU","19755","12120","0.613"
"2016","Male","20","Not EU","18525","11750","0.634"
"2017","Male","20","Not EU","17915","11600","0.647"
"2018","Male","20","Not EU","17005","10435","0.614"
"2019","Male","20","Not EU","17085","10550","0.617"
"2020","Male","20","Not EU","19150","11990","0.626"
"2021","Male","20","Not EU","20875","12560","0.602"
"2022","Male","20","Not EU","23795","13010","0.547"
"2023","Male","20","Not EU","25020","13245","0.529"
"2006","Female","21 - 24","Not EU","13980","7300","0.522"
"2007","Female","21 - 24","Not EU","14360","7485","0.521"
"2008","Female","21 - 24","Not EU","12620","6550","0.519"
"2009","Female","21 - 24","Not EU","13870","7105","0.512"
"2010","Female","21 - 24","Not EU","16190","8215","0.507"
"2011","Female","21 - 24","Not EU","17525","9005","0.514"
"2012","Female","21 - 24","Not EU","18225","9125","0.501"
"2013","Female","21 - 24","Not EU","18685","9805","0.525"
"2014","Female","21 - 24","Not EU","18640","9670","0.519"
"2015","Female","21 - 24","Not EU","18995","10175","0.536"
"2016","Female","21 - 24","Not EU","17635","9225","0.523"
"2017","Female","21 - 24","Not EU","16815","9135","0.543"
"2018","Female","21 - 24","Not EU","16620","8965","0.539"
"2019","Female","21 - 24","Not EU","16305","9025","0.553"
"2020","Female","21 - 24","Not EU","16600","9265","0.558"
"2021","Female","21 - 24","Not EU","18535","9915","0.535"
"2022","Female","21 - 24","Not EU","22190","10755","0.485"
"2023","Female","21 - 24","Not EU","23550","10930","0.464"
