"Year","Age group","Domicile","Gender","Main scheme applications","Main scheme offers","Main scheme offer rate"
"2021","All","EU (excluding UK)","Male","10","0"," "
"2023","All","EU (excluding UK)","Male","5","0"," "
"2019","17 and under","All","Female","80","5"," "
"2020","17 and under","All","Female","90","5"," "
"2021","17 and under","All","Female","95","10","0.105"
"2022","17 and under","All","Female","90","5"," "
"2023","17 and under","All","Female","75","10","0.16"
"2019","18","All","Female","9615","2135","0.222"
"2020","18","All","Female","10215","2655","0.26"
"2021","18","All","Female","12710","2410","0.189"
"2022","18","All","Female","12970","2455","0.189"
"2023","18","All","Female","10780","3175","0.294"
"2019","19","All","Female","3845","740","0.192"
"2020","19","All","Female","3640","775","0.213"
"2021","19","All","Female","4505","710","0.157"
"2022","19","All","Female","4080","620","0.151"
"2023","19","All","Female","3275","770","0.23500000000000001"
"2019","20","All","Female","2110","395","0.187"
"2020","20","All","Female","1930","420","0.218"
"2021","20","All","Female","2360","385","0.162"
"2022","20","All","Female","2310","355","0.154"
"2023","20","All","Female","1825","410","0.225"
"2019","21 - 24","All","Female","4760","1090","0.229"
"2020","21 - 24","All","Female","4590","1170","0.255"
"2021","21 - 24","All","Female","5825","1295","0.223"
"2022","21 - 24","All","Female","4760","895","0.188"
"2023","21 - 24","All","Female","3455","800","0.232"
"2019","25 - 29","All","Female","3910","985","0.251"
"2020","25 - 29","All","Female","3905","1130","0.289"
"2021","25 - 29","All","Female","5510","1365","0.248"
"2022","25 - 29","All","Female","4345","1080","0.249"
"2023","25 - 29","All","Female","2885","815","0.28200000000000003"
"2019","30 - 34","All","Female","2245","595","0.265"
"2020","30 - 34","All","Female","2595","760","0.292"
"2021","30 - 34","All","Female","3770","1065","0.28300000000000003"
"2022","30 - 34","All","Female","3305","915","0.277"
"2023","30 - 34","All","Female","2380","730","0.306"
"2019","35 and over","All","Female","2360","610","0.258"
"2020","35 and over","All","Female","2670","800","0.299"
"2021","35 and over","All","Female","3765","950","0.252"
"2022","35 and over","All","Female","3305","915","0.276"
"2023","35 and over","All","Female","2810","895","0.319"
"2020","17 and under","All","Male","5","0"," "
"2021","17 and under","All","Male","5","0"," "
"2019","18","All","Male","20","10"," "
"2020","18","All","Male","10","0"," "
"2021","18","All","Male","40","10"," "
"2022","18","All","Male","50","5"," "
"2023","18","All","Male","30","10","0.333"
"2021","19","All","Male","5","0"," "
"2022","19","All","Male","10","0"," "
"2023","19","All","Male","5","0"," "
"2020","20","All","Male","5","0"," "
"2021","20","All","Male","10","0"," "
"2023","20","All","Male","10","0"," "
"2019","21 - 24","All","Male","10","0"," "
"2020","21 - 24","All","Male","20","5"," "
"2021","21 - 24","All","Male","15","0"," "
"2022","21 - 24","All","Male","25","5"," "
"2023","21 - 24","All","Male","15","0"," "
"2019","25 - 29","All","Male","15","5"," "
"2020","25 - 29","All","Male","20","5"," "
"2021","25 - 29","All","Male","30","5"," "
"2022","25 - 29","All","Male","15","5"," "
"2023","25 - 29","All","Male","15","5"," "
"2019","30 - 34","All","Male","15","5"," "
"2021","30 - 34","All","Male","15","5"," "
"2022","30 - 34","All","Male","20","5"," "
"2023","30 - 34","All","Male","10","5"," "
"2019","35 and over","All","Male","15","5"," "
"2020","35 and over","All","Male","15","5"," "
"2021","35 and over","All","Male","20","5"," "
"2022","35 and over","All","Male","15","0"," "
"2023","35 and over","All","Male","25","0"," "
"2019","All","All","Female","28925","6550","0.226"
"2020","All","All","Female","29640","7720","0.26"
"2021","All","All","Female","38545","8190","0.212"
"2022","All","All","Female","35165","7235","0.20600000000000002"
"2023","All","All","Female","27485","7605","0.277"
"2019","All","All","Male","80","20","0.23700000000000002"
"2020","All","All","Male","75","15","0.2"
"2021","All","All","Male","140","25","0.193"
"2022","All","All","Male","135","20","0.14100000000000001"
"2023","All","All","Male","110","20","0.2"
"2021","17 and under","Northern Ireland","All","5","0"," "
"2023","17 and under","Northern Ireland","All","5","0"," "
"2019","18","Northern Ireland","All","365","40","0.115"
"2020","18","Northern Ireland","All","410","80","0.193"
"2021","18","Northern Ireland","All","535","65","0.11800000000000001"
"2022","18","Northern Ireland","All","550","95","0.171"
"2023","18","Northern Ireland","All","445","70","0.162"
"2019","19","Northern Ireland","All","145","25","0.159"
"2020","19","Northern Ireland","All","115","15","0.13"
"2021","19","Northern Ireland","All","155","15","0.097"
"2022","19","Northern Ireland","All","135","20","0.156"
"2023","19","Northern Ireland","All","110","10","0.091"
"2019","20","Northern Ireland","All","50","5"," "
"2020","20","Northern Ireland","All","40","5"," "
"2021","20","Northern Ireland","All","35","5"," "
"2022","20","Northern Ireland","All","60","5"," "
"2023","20","Northern Ireland","All","60","5"," "
"2019","21 - 24","Northern Ireland","All","110","15","0.136"
"2020","21 - 24","Northern Ireland","All","115","30","0.243"
"2021","21 - 24","Northern Ireland","All","140","20","0.136"
"2022","21 - 24","Northern Ireland","All","100","10","0.11"
"2023","21 - 24","Northern Ireland","All","85","10"," "
"2019","25 - 29","Northern Ireland","All","110","25","0.218"
"2020","25 - 29","Northern Ireland","All","90","20","0.233"
"2021","25 - 29","Northern Ireland","All","105","25","0.219"
"2022","25 - 29","Northern Ireland","All","70","15","0.186"
"2023","25 - 29","Northern Ireland","All","50","10"," "
"2019","30 - 34","Northern Ireland","All","55","10"," "
"2020","30 - 34","Northern Ireland","All","60","10","0.2"
"2021","30 - 34","Northern Ireland","All","75","20","0.293"
"2022","30 - 34","Northern Ireland","All","65","15","0.246"
"2023","30 - 34","Northern Ireland","All","60","15","0.217"
"2019","35 and over","Northern Ireland","All","80","15","0.188"
"2020","35 and over","Northern Ireland","All","50","15","0.28"
"2021","35 and over","Northern Ireland","All","70","10","0.157"
"2022","35 and over","Northern Ireland","All","75","15","0.213"
"2023","35 and over","Northern Ireland","All","55","10"," "
"2020","17 and under","England","All","10","0"," "
"2021","17 and under","England","All","25","5"," "
"2022","17 and under","England","All","15","0"," "
"2023","17 and under","England","All","20","0"," "
"2019","18","England","All","8075","1910","0.23600000000000002"
"2020","18","England","All","8525","2350","0.276"
"2021","18","England","All","10470","2135","0.20400000000000001"
"2022","18","England","All","10905","2160","0.198"
"2023","18","England","All","9275","2885","0.311"
"2019","19","England","All","3150","650","0.20600000000000002"
"2020","19","England","All","3025","695","0.229"
"2021","19","England","All","3630","635","0.17500000000000002"
"2022","19","England","All","3410","525","0.154"
"2023","19","England","All","2720","680","0.25"
"2019","20","England","All","1725","350","0.20400000000000001"
"2020","20","England","All","1645","385","0.23500000000000001"
"2021","20","England","All","1965","345","0.177"
"2022","20","England","All","1890","300","0.159"
"2023","20","England","All","1540","365","0.23800000000000002"
"2019","21 - 24","England","All","3760","925","0.247"
"2020","21 - 24","England","All","3645","1005","0.275"
"2021","21 - 24","England","All","4735","1160","0.245"
"2022","21 - 24","England","All","3900","770","0.197"
"2023","21 - 24","England","All","2795","670","0.23900000000000002"
"2019","25 - 29","England","All","3180","860","0.27"
"2020","25 - 29","England","All","3105","980","0.315"
"2021","25 - 29","England","All","4355","1190","0.273"
"2022","25 - 29","England","All","3580","950","0.265"
"2023","25 - 29","England","All","2345","685","0.293"
"2019","30 - 34","England","All","1820","520","0.28700000000000003"
"2020","30 - 34","England","All","2055","655","0.319"
"2021","30 - 34","England","All","3140","950","0.303"
"2022","30 - 34","England","All","2750","820","0.297"
"2023","30 - 34","England","All","1950","615","0.316"
"2019","35 and over","England","All","1935","530","0.274"
"2020","35 and over","England","All","2250","700","0.312"
"2021","35 and over","England","All","3160","870","0.275"
"2022","35 and over","England","All","2775","805","0.289"
"2023","35 and over","England","All","2425","790","0.325"
"2019","17 and under","Scotland","All","15","0"," "
"2020","17 and under","Scotland","All","30","5"," "
"2021","17 and under","Scotland","All","35","5"," "
"2022","17 and under","Scotland","All","50","5"," "
"2023","17 and under","Scotland","All","20","5"," "
"2019","18","Scotland","All","670","135","0.20400000000000001"
"2020","18","Scotland","All","550","120","0.22"
"2021","18","Scotland","All","780","95","0.121"
"2022","18","Scotland","All","665","100","0.15"
"2023","18","Scotland","All","455","100","0.224"
"2019","19","Scotland","All","195","35","0.17400000000000002"
"2020","19","Scotland","All","170","35","0.218"
"2021","19","Scotland","All","235","20","0.089"
"2022","19","Scotland","All","210","25","0.129"
"2023","19","Scotland","All","210","50","0.248"
"2019","20","Scotland","All","110","20","0.164"
"2020","20","Scotland","All","100","15","0.15"
"2021","20","Scotland","All","140","15","0.107"
"2022","20","Scotland","All","145","25","0.186"
"2023","20","Scotland","All","85","15","0.176"
"2019","21 - 24","Scotland","All","300","55","0.187"
"2020","21 - 24","Scotland","All","380","75","0.192"
"2021","21 - 24","Scotland","All","410","65","0.154"
"2022","21 - 24","Scotland","All","380","60","0.161"
"2023","21 - 24","Scotland","All","245","55","0.233"
"2019","25 - 29","Scotland","All","265","50","0.192"
"2020","25 - 29","Scotland","All","360","65","0.178"
"2021","25 - 29","Scotland","All","535","85","0.163"
"2022","25 - 29","Scotland","All","325","55","0.17500000000000002"
"2023","25 - 29","Scotland","All","205","45","0.22"
"2019","30 - 34","Scotland","All","170","40","0.229"
"2020","30 - 34","Scotland","All","220","45","0.195"
"2021","30 - 34","Scotland","All","280","50","0.17500000000000002"
"2022","30 - 34","Scotland","All","220","40","0.17300000000000001"
"2023","30 - 34","Scotland","All","155","45","0.29"
"2019","35 and over","Scotland","All","185","40","0.216"
"2020","35 and over","Scotland","All","215","50","0.233"
"2021","35 and over","Scotland","All","310","35","0.116"
"2022","35 and over","Scotland","All","260","45","0.177"
"2023","35 and over","Scotland","All","185","50","0.259"
"2020","17 and under","Wales","All","5","0"," "
"2019","18","Wales","All","360","40","0.111"
"2020","18","Wales","All","500","75","0.146"
"2021","18","Wales","All","770","110","0.145"
"2022","18","Wales","All","640","95","0.147"
"2023","18","Wales","All","465","95","0.20600000000000002"
"2019","19","Wales","All","225","25","0.116"
"2020","19","Wales","All","205","20","0.107"
"2021","19","Wales","All","310","25","0.081"
"2022","19","Wales","All","190","35","0.184"
"2023","19","Wales","All","120","15","0.133"
"2019","20","Wales","All","115","15","0.122"
"2020","20","Wales","All","85","15","0.153"
"2021","20","Wales","All","150","15","0.08700000000000001"
"2022","20","Wales","All","125","20","0.152"
"2023","20","Wales","All","105","20","0.19"
"2019","21 - 24","Wales","All","430","70","0.158"
"2020","21 - 24","Wales","All","335","50","0.152"
"2021","21 - 24","Wales","All","365","45","0.11800000000000001"
"2022","21 - 24","Wales","All","230","40","0.178"
"2023","21 - 24","Wales","All","185","40","0.227"
"2019","25 - 29","Wales","All","290","35","0.114"
"2020","25 - 29","Wales","All","260","60","0.223"
"2021","25 - 29","Wales","All","440","60","0.14100000000000001"
"2022","25 - 29","Wales","All","275","55","0.193"
