"Year","Domicile UK International","Domicile","Domicile named country","Age group","Gender","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2021","International","Not EU","All","25 - 29","Female","All","Main scheme application","20","5"," ","0"
"2022","International","Not EU","All","25 - 29","Female","All","Main scheme application","30","0"," ","0"
"2023","International","Not EU","All","25 - 29","Female","All","Main scheme application","25","5"," ","0"
"2019","International","EU (excluding UK)","All","25 - 29","Female","All","Main scheme application","5","0"," ","0"
"2020","International","EU (excluding UK)","All","25 - 29","Female","All","Main scheme application","10","0"," ","0"
"2021","International","EU (excluding UK)","All","25 - 29","Female","All","Main scheme application","15","0"," ","0"
"2022","International","EU (excluding UK)","All","25 - 29","Female","All","Main scheme application","10","0"," ","0"
"2023","International","EU (excluding UK)","All","25 - 29","Female","All","Main scheme application","5","0"," ","0"
"2019","UK","Northern Ireland","All","30 - 34","Female","All","Main scheme application","50","5"," ","0"
"2020","UK","Northern Ireland","All","30 - 34","Female","All","Main scheme application","50","10"," ","0"
"2021","UK","Northern Ireland","All","30 - 34","Female","All","Main scheme application","70","20","0.265","0"
"2022","UK","Northern Ireland","All","30 - 34","Female","All","Main scheme application","65","15","0.219","0"
"2023","UK","Northern Ireland","All","30 - 34","Female","All","Main scheme application","60","10","0.18","0"
"2019","UK","England","All","30 - 34","Female","All","Main scheme application","705","305","0.435","0"
"2020","UK","England","All","30 - 34","Female","All","Main scheme application","825","385","0.466","0"
"2021","UK","England","All","30 - 34","Female","All","Main scheme application","1180","495","0.422","0"
"2022","UK","England","All","30 - 34","Female","All","Main scheme application","1060","445","0.418","0"
"2023","UK","England","All","30 - 34","Female","All","Main scheme application","765","340","0.446","0"
"2019","UK","Scotland","All","30 - 34","Female","All","Main scheme application","115","25","0.23900000000000002","0"
"2020","UK","Scotland","All","30 - 34","Female","All","Main scheme application","145","40","0.259","0"
"2021","UK","Scotland","All","30 - 34","Female","All","Main scheme application","175","30","0.158","0"
"2022","UK","Scotland","All","30 - 34","Female","All","Main scheme application","150","30","0.187","0"
"2023","UK","Scotland","All","30 - 34","Female","All","Main scheme application","110","40","0.339","0"
"2019","UK","Wales","All","30 - 34","Female","All","Main scheme application","90","20","0.209","0"
"2020","UK","Wales","All","30 - 34","Female","All","Main scheme application","90","30","0.333","0"
"2021","UK","Wales","All","30 - 34","Female","All","Main scheme application","95","30","0.309","0"
"2022","UK","Wales","All","30 - 34","Female","All","Main scheme application","90","30","0.304","0"
"2023","UK","Wales","All","30 - 34","Female","All","Main scheme application","70","35","0.47100000000000003","0"
"2019","International","Not EU","All","30 - 34","Female","All","Main scheme application","5","0"," ","0"
"2020","International","Not EU","All","30 - 34","Female","All","Main scheme application","10","0"," ","0"
"2021","International","Not EU","All","30 - 34","Female","All","Main scheme application","15","0"," ","0"
"2022","International","Not EU","All","30 - 34","Female","All","Main scheme application","20","0"," ","0"
"2023","International","Not EU","All","30 - 34","Female","All","Main scheme application","15","0"," ","0"
"2019","International","EU (excluding UK)","All","30 - 34","Female","All","Main scheme application","5","0"," ","0"
"2020","International","EU (excluding UK)","All","30 - 34","Female","All","Main scheme application","5","0"," ","0"
"2021","International","EU (excluding UK)","All","30 - 34","Female","All","Main scheme application","5","0"," ","0"
"2019","UK","Northern Ireland","All","35 and over","Female","All","Main scheme application","75","15","0.184","0"
"2020","UK","Northern Ireland","All","35 and over","Female","All","Main scheme application","40","10","0.268","0"
"2021","UK","Northern Ireland","All","35 and over","Female","All","Main scheme application","65","10","0.169","0"
"2022","UK","Northern Ireland","All","35 and over","Female","All","Main scheme application","70","15","0.2","0"
"2023","UK","Northern Ireland","All","35 and over","Female","All","Main scheme application","55","5"," ","0"
"2019","UK","England","All","35 and over","Female","All","Main scheme application","780","305","0.395","0"
"2020","UK","England","All","35 and over","Female","All","Main scheme application","955","400","0.421","0"
"2021","UK","England","All","35 and over","Female","All","Main scheme application","1235","455","0.368","0"
"2022","UK","England","All","35 and over","Female","All","Main scheme application","1100","415","0.379","0"
"2023","UK","England","All","35 and over","Female","All","Main scheme application","980","425","0.435","0"
"2019","UK","Scotland","All","35 and over","Female","All","Main scheme application","145","25","0.188","0"
"2020","UK","Scotland","All","35 and over","Female","All","Main scheme application","155","40","0.25","0"
"2021","UK","Scotland","All","35 and over","Female","All","Main scheme application","225","25","0.10200000000000001","0"
"2022","UK","Scotland","All","35 and over","Female","All","Main scheme application","180","40","0.22","0"
"2023","UK","Scotland","All","35 and over","Female","All","Main scheme application","140","40","0.302","0"
"2019","UK","Wales","All","35 and over","Female","All","Main scheme application","65","20","0.303","0"
"2020","UK","Wales","All","35 and over","Female","All","Main scheme application","65","20","0.303","0"
"2021","UK","Wales","All","35 and over","Female","All","Main scheme application","80","20","0.272","0"
"2022","UK","Wales","All","35 and over","Female","All","Main scheme application","65","30","0.418","0"
"2023","UK","Wales","All","35 and over","Female","All","Main scheme application","60","30","0.484","0"
"2019","International","Not EU","All","35 and over","Female","All","Main scheme application","5","0"," ","0"
"2020","International","Not EU","All","35 and over","Female","All","Main scheme application","5","0"," ","0"
"2021","International","Not EU","All","35 and over","Female","All","Main scheme application","15","0"," ","0"
"2022","International","Not EU","All","35 and over","Female","All","Main scheme application","15","0"," ","0"
"2023","International","Not EU","All","35 and over","Female","All","Main scheme application","10","0"," ","0"
"2019","International","EU (excluding UK)","All","35 and over","Female","All","Main scheme application","10","0"," ","0"
"2020","International","EU (excluding UK)","All","35 and over","Female","All","Main scheme application","5","0"," ","0"
"2021","International","EU (excluding UK)","All","35 and over","Female","All","Main scheme application","5","0"," ","0"
"2022","International","EU (excluding UK)","All","35 and over","Female","All","Main scheme application","5","0"," ","0"
"2019","UK","England","All","18","Male","All","Main scheme application","5","0"," ","0"
"2021","UK","England","All","18","Male","All","Main scheme application","10","5"," ","0"
"2022","UK","England","All","18","Male","All","Main scheme application","15","5"," ","0"
"2023","UK","England","All","18","Male","All","Main scheme application","5","0"," ","0"
"2021","UK","Scotland","All","18","Male","All","Main scheme application","5","0"," ","0"
"2021","UK","England","All","20","Male","All","Main scheme application","5","0"," ","0"
"2023","UK","England","All","20","Male","All","Main scheme application","5","0"," ","0"
"2019","UK","England","All","21 - 24","Male","All","Main scheme application","5","0"," ","0"
"2020","UK","England","All","21 - 24","Male","All","Main scheme application","5","0"," ","0"
"2021","UK","England","All","21 - 24","Male","All","Main scheme application","5","0"," ","0"
"2022","UK","England","All","21 - 24","Male","All","Main scheme application","10","5"," ","0"
"2023","UK","England","All","21 - 24","Male","All","Main scheme application","5","0"," ","0"
"2023","International","Not EU","All","21 - 24","Male","All","Main scheme application","5","0"," ","0"
"2019","UK","England","All","25 - 29","Male","All","Main scheme application","5","0"," ","0"
"2020","UK","England","All","25 - 29","Male","All","Main scheme application","5","0"," ","0"
"2021","UK","England","All","25 - 29","Male","All","Main scheme application","10","5"," ","0"
"2022","UK","England","All","25 - 29","Male","All","Main scheme application","5","0"," ","0"
"2023","UK","England","All","25 - 29","Male","All","Main scheme application","5","0"," ","0"
"2019","UK","England","All","30 - 34","Male","All","Main scheme application","5","0"," ","0"
"2021","UK","England","All","30 - 34","Male","All","Main scheme application","5","0"," ","0"
"2022","UK","England","All","30 - 34","Male","All","Main scheme application","5","5"," ","0"
"2023","UK","England","All","30 - 34","Male","All","Main scheme application","5","0"," ","0"
"2019","UK","England","All","35 and over","Male","All","Main scheme application","5","5"," ","0"
"2020","UK","England","All","35 and over","Male","All","Main scheme application","5","0"," ","0"
"2021","UK","England","All","35 and over","Male","All","Main scheme application","10","0"," ","0"
"2022","UK","England","All","35 and over","Male","All","Main scheme application","5","0"," ","0"
"2023","UK","England","All","35 and over","Male","All","Main scheme application","10","0"," ","0"
"2020","UK","All","All","17 and under","Female","All","Not main scheme application","5","0"," ","0"
"2022","UK","All","All","17 and under","Female","All","Not main scheme application","5","0"," ","0"
"2019","UK","All","All","18","Female","All","Not main scheme application","140","95","0.6960000000000001","0"
"2020","UK","All","All","18","Female","All","Not main scheme application","135","110","0.8130000000000001","0"
"2021","UK","All","All","18","Female","All","Not main scheme application","105","50","0.449","0"
"2022","UK","All","All","18","Female","All","Not main scheme application","215","125","0.5750000000000001","0"
"2023","UK","All","All","18","Female","All","Not main scheme application","190","160","0.8230000000000001","0"
"2019","International","All","All","18","Female","All","Not main scheme application","5","0"," ","0"
"2020","International","All","All","18","Female","All","Not main scheme application","5","0"," ","0"
"2021","International","All","All","18","Female","All","Not main scheme application","5","0"," ","0"
"2022","International","All","All","18","Female","All","Not main scheme application","5","0"," ","0"
"2023","International","All","All","18","Female","All","Not main scheme application","10","5"," ","0"
"2019","UK","All","All","19","Female","All","Not main scheme application","65","45","0.712","0"
"2020","UK","All","All","19","Female","All","Not main scheme application","40","25","0.659","0"
"2021","UK","All","All","19","Female","All","Not main scheme application","55","20","0.393","0"
"2022","UK","All","All","19","Female","All","Not main scheme application","70","40","0.549","0"
"2023","UK","All","All","19","Female","All","Not main scheme application","100","75","0.716","0"
"2019","International","All","All","19","Female","All","Not main scheme application","5","0"," ","0"
"2021","International","All","All","19","Female","All","Not main scheme application","5","0"," ","0"
"2019","UK","All","All","20","Female","All","Not main scheme application","40","25","0.561","0"
"2020","UK","All","All","20","Female","All","Not main scheme application","35","20","0.636","0"
"2021","UK","All","All","20","Female","All","Not main scheme application","40","15","0.333","0"
"2022","UK","All","All","20","Female","All","Not main scheme application","40","20","0.5","0"
"2023","UK","All","All","20","Female","All","Not main scheme application","70","50","0.743","0"
"2022","International","All","All","20","Female","All","Not main scheme application","5","0"," ","0"
"2019","UK","All","All","21 - 24","Female","All","Not main scheme application","115","70","0.598","0"
"2020","UK","All","All","21 - 24","Female","All","Not main scheme application","85","50","0.607","0"
"2021","UK","All","All","21 - 24","Female","All","Not main scheme application","80","40","0.513","0"
"2022","UK","All","All","21 - 24","Female","All","Not main scheme application","100","50","0.48","0"
"2023","UK","All","All","21 - 24","Female","All","Not main scheme application","120","80","0.645","0"
"2019","International","All","All","21 - 24","Female","All","Not main scheme application","5","0"," ","0"
"2020","International","All","All","21 - 24","Female","All","Not main scheme application","5","5"," ","0"
"2022","International","All","All","21 - 24","Female","All","Not main scheme application","5","0"," ","0"
"2019","UK","All","All","25 - 29","Female","All","Not main scheme application","95","65","0.667","0"
"2020","UK","All","All","25 - 29","Female","All","Not main scheme application","80","50","0.641","0"
"2021","UK","All","All","25 - 29","Female","All","Not main scheme application","70","35","0.529","0"
"2022","UK","All","All","25 - 29","Female","All","Not main scheme application","90","50","0.545","0"
"2023","UK","All","All","25 - 29","Female","All","Not main scheme application","100","75","0.725","0"
"2019","International","All","All","25 - 29","Female","All","Not main scheme application","5","0"," ","0"
"2021","International","All","All","25 - 29","Female","All","Not main scheme application","5","0"," ","0"
"2022","International","All","All","25 - 29","Female","All","Not main scheme application","5","0"," ","0"
"2019","UK","All","All","30 - 34","Female","All","Not main scheme application","70","45","0.676","0"
"2020","UK","All","All","30 - 34","Female","All","Not main scheme application","45","30","0.667","0"
"2021","UK","All","All","30 - 34","Female","All","Not main scheme application","40","20","0.525","0"
"2022","UK","All","All","30 - 34","Female","All","Not main scheme application","65","40","0.5670000000000001","0"
"2023","UK","All","All","30 - 34","Female","All","Not main scheme application","80","60","0.734","0"
"2019","UK","All","All","35 and over","Female","All","Not main scheme application","60","35","0.603","0"
"2020","UK","All","All","35 and over","Female","All","Not main scheme application","65","45","0.734","0"
"2021","UK","All","All","35 and over","Female","All","Not main scheme application","50","25","0.47900000000000004","0"
"2022","UK","All","All","35 and over","Female","All","Not main scheme application","75","35","0.486","0"
"2023","UK","All","All","35 and over","Female","All","Not main scheme application","115","80","0.672","0"
"2023","International","All","All","35 and over","Female","All","Not main scheme application","5","0"," ","0"
"2019","UK","All","All","25 - 29","Male","All","Not main scheme application","5","5"," ","0"
"2019","UK","All","All","17 and under","Female","All","Main scheme application","10","0"," ","0"
"2020","UK","All","All","17 and under","Female","All","Main scheme application","25","0"," ","0"
"2021","UK","All","All","17 and under","Female","All","Main scheme application","25","5"," ","0"
"2022","UK","All","All","17 and under","Female","All","Main scheme application","25","0"," ","0"
"2023","UK","All","All","17 and under","Female","All","Main scheme application","15","5"," ","0"
"2019","International","All","All","17 and under","Female","All","Main scheme application","20","0"," ","0"
"2020","International","All","All","17 and under","Female","All","Main scheme application","15","0"," ","0"
"2021","International","All","All","17 and under","Female","All","Main scheme application","15","0"," ","0"
"2022","International","All","All","17 and under","Female","All","Main scheme application","15","0"," ","0"
"2023","International","All","All","17 and under","Female","All","Main scheme application","15","0"," ","0"
"2019","UK","All","All","18","Female","All","Main scheme application","2705","810","0.299","0"
"2020","UK","All","All","18","Female","All","Main scheme application","2920","1060","0.364","0"
"2021","UK","All","All","18","Female","All","Main scheme application","3685","1060","0.28800000000000003","0"
"2022","UK","All","All","18","Female","All","Main scheme application","3750","1025","0.274","0"
"2023","UK","All","All","18","Female","All","Main scheme application","3120","1115","0.357","0"
"2019","International","All","All","18","Female","All","Main scheme application","65","5"," ","0"
"2020","International","All","All","18","Female","All","Main scheme application","85","15","0.157","0"
"2021","International","All","All","18","Female","All","Main scheme application","75","10"," ","0"
"2022","International","All","All","18","Female","All","Main scheme application","105","5"," ","0"
"2023","International","All","All","18","Female","All","Main scheme application","75","5"," ","0"
"2019","UK","All","All","19","Female","All","Main scheme application","1115","375","0.339","0"
"2020","UK","All","All","19","Female","All","Main scheme application","1100","370","0.336","0"
"2021","UK","All","All","19","Female","All","Main scheme application","1365","350","0.255","0"
"2022","UK","All","All","19","Female","All","Main scheme application","1275","295","0.233","0"
"2023","UK","All","All","19","Female","All","Main scheme application","1050","315","0.302","0"
"2019","International","All","All","19","Female","All","Main scheme application","50","5"," ","0"
"2020","International","All","All","19","Female","All","Main scheme application","45","5"," ","0"
"2021","International","All","All","19","Female","All","Main scheme application","75","5"," ","0"
"2022","International","All","All","19","Female","All","Main scheme application","60","5"," ","0"
"2023","International","All","All","19","Female","All","Main scheme application","60","5"," ","0"
"2019","UK","All","All","20","Female","All","Main scheme application","620","190","0.305","0"
"2020","UK","All","All","20","Female","All","Main scheme application","640","215","0.337","0"
"2021","UK","All","All","20","Female","All","Main scheme application","740","180","0.245","0"
"2022","UK","All","All","20","Female","All","Main scheme application","740","170","0.232","0"
"2023","UK","All","All","20","Female","All","Main scheme application","610","190","0.312","0"
"2019","International","All","All","20","Female","All","Main scheme application","40","5"," ","0"
"2020","International","All","All","20","Female","All","Main scheme application","30","5"," ","0"
"2021","International","All","All","20","Female","All","Main scheme application","30","0"," ","0"
"2022","International","All","All","20","Female","All","Main scheme application","30","0"," ","0"
"2023","International","All","All","20","Female","All","Main scheme application","20","0"," ","0"
"2019","UK","All","All","21 - 24","Female","All","Main scheme application","1540","545","0.352","0"
"2020","UK","All","All","21 - 24","Female","All","Main scheme application","1610","625","0.388","0"
"2021","UK","All","All","21 - 24","Female","All","Main scheme application","1965","590","0.3","0"
"2022","UK","All","All","21 - 24","Female","All","Main scheme application","1630","450","0.276","0"
"2023","UK","All","All","21 - 24","Female","All","Main scheme application","1205","405","0.335","0"
"2019","International","All","All","21 - 24","Female","All","Main scheme application","60","10","0.2","0"
"2020","International","All","All","21 - 24","Female","All","Main scheme application","55","10"," ","0"
"2021","International","All","All","21 - 24","Female","All","Main scheme application","70","5"," ","0"
"2022","International","All","All","21 - 24","Female","All","Main scheme application","55","5"," ","0"
"2023","International","All","All","21 - 24","Female","All","Main scheme application","55","5"," ","0"
"2019","UK","All","All","25 - 29","Female","All","Main scheme application","1455","545","0.376","0"
"2020","UK","All","All","25 - 29","Female","All","Main scheme application","1510","655","0.435","0"
"2021","UK","All","All","25 - 29","Female","All","Main scheme application","2030","690","0.34","0"
"2022","UK","All","All","25 - 29","Female","All","Main scheme application","1605","585","0.364","0"
"2023","UK","All","All","25 - 29","Female","All","Main scheme application","1135","445","0.391","0"
"2019","International","All","All","25 - 29","Female","All","Main scheme application","25","5"," ","0"
"2020","International","All","All","25 - 29","Female","All","Main scheme application","40","5"," ","0"
"2021","International","All","All","25 - 29","Female","All","Main scheme application","40","5"," ","0"
"2022","International","All","All","25 - 29","Female","All","Main scheme application","40","5"," ","0"
"2023","International","All","All","25 - 29","Female","All","Main scheme application","30","10"," ","0"
"2019","UK","All","All","30 - 34","Female","All","Main scheme application","955","360","0.375","0"
"2020","UK","All","All","30 - 34","Female","All","Main scheme application","1115","460","0.41500000000000004","0"
"2021","UK","All","All","30 - 34","Female","All","Main scheme application","1520","575","0.377","0"
"2022","UK","All","All","30 - 34","Female","All","Main scheme application","1365","515","0.375","0"
"2023","UK","All","All","30 - 34","Female","All","Main scheme application","1010","425","0.42","0"
"2019","International","All","All","30 - 34","Female","All","Main scheme application","5","0"," ","0"
"2020","International","All","All","30 - 34","Female","All","Main scheme application","15","0"," ","0"
"2021","International","All","All","30 - 34","Female","All","Main scheme application","20","0"," ","0"
"2022","International","All","All","30 - 34","Female","All","Main scheme application","20","0"," ","0"
"2023","International","All","All","30 - 34","Female","All","Main scheme application","15","0"," ","0"
"2019","UK","All","All","35 and over","Female","All","Main scheme application","1065","370","0.34600000000000003","0"
"2020","UK","All","All","35 and over","Female","All","Main scheme application","1215","470","0.388","0"
"2021","UK","All","All","35 and over","Female","All","Main scheme application","1605","510","0.318","0"
"2022","UK","All","All","35 and over","Female","All","Main scheme application","1420","500","0.352","0"
"2023","UK","All","All","35 and over","Female","All","Main scheme application","1235","505","0.40800000000000003","0"
"2019","International","All","All","35 and over","Female","All","Main scheme application","15","0"," ","0"
"2020","International","All","All","35 and over","Female","All","Main scheme application","10","0"," ","0"
"2021","International","All","All","35 and over","Female","All","Main scheme application","20","5"," ","0"
"2022","International","All","All","35 and over","Female","All","Main scheme application","20","0"," ","0"
"2023","International","All","All","35 and over","Female","All","Main scheme application","15","5"," ","0"
"2019","UK","All","All","18","Male","All","Main scheme application","5","5"," ","0"
"2020","UK","All","All","18","Male","All","Main scheme application","5","0"," ","0"
"2021","UK","All","All","18","Male","All","Main scheme application","15","5"," ","0"
"2022","UK","All","All","18","Male","All","Main scheme application","15","5"," ","0"
"2023","UK","All","All","18","Male","All","Main scheme application","10","0"," ","0"
"2022","UK","All","All","19","Male","All","Main scheme application","5","0"," ","0"
"2021","UK","All","All","20","Male","All","Main scheme application","5","0"," ","0"
"2023","UK","All","All","20","Male","All","Main scheme application","5","0"," ","0"
"2019","UK","All","All","21 - 24","Male","All","Main scheme application","5","0"," ","0"
"2020","UK","All","All","21 - 24","Male","All","Main scheme application","5","0"," ","0"
"2021","UK","All","All","21 - 24","Male","All","Main scheme application","5","0"," ","0"
"2022","UK","All","All","21 - 24","Male","All","Main scheme application","10","5"," ","0"
"2023","UK","All","All","21 - 24","Male","All","Main scheme application","5","0"," ","0"
"2023","International","All","All","21 - 24","Male","All","Main scheme application","5","0"," ","0"
"2019","UK","All","All","25 - 29","Male","All","Main scheme application","5","0"," ","0"
"2020","UK","All","All","25 - 29","Male","All","Main scheme application","10","0"," ","0"
"2021","UK","All","All","25 - 29","Male","All","Main scheme application","10","5"," ","0"
"2022","UK","All","All","25 - 29","Male","All","Main scheme application","5","0"," ","0"
"2023","UK","All","All","25 - 29","Male","All","Main scheme application","5","0"," ","0"
"2019","UK","All","All","30 - 34","Male","All","Main scheme application","5","0"," ","0"
"2021","UK","All","All","30 - 34","Male","All","Main scheme application","5","0"," ","0"
"2022","UK","All","All","30 - 34","Male","All","Main scheme application","5","5"," ","0"
"2023","UK","All","All","30 - 34","Male","All","Main scheme application","5","0"," ","0"
"2019","UK","All","All","35 and over","Male","All","Main scheme application","10","5"," ","0"
"2020","UK","All","All","35 and over","Male","All","Main scheme application","5","0"," ","0"
"2021","UK","All","All","35 and over","Male","All","Main scheme application","10","0"," ","0"
"2022","UK","All","All","35 and over","Male","All","Main scheme application","10","0"," ","0"
"2023","UK","All","All","35 and over","Male","All","Main scheme application","15","0"," ","0"
"2020","All","All","All","17 and under","Female","All","Not main scheme application","5","0"," ","0"
"2022","All","All","All","17 and under","Female","All","Not main scheme application","5","0"," ","0"
"2019","All","All","All","18","Female","All","Not main scheme application","140","95","0.683","0"
"2020","All","All","All","18","Female","All","Not main scheme application","135","110","0.796","0"
"2021","All","All","All","18","Female","All","Not main scheme application","110","50","0.446","0"
"2022","All","All","All","18","Female","All","Not main scheme application","220","125","0.5660000000000001","0"
"2023","All","All","All","18","Female","All","Not main scheme application","200","160","0.81","0"
"2019","All","All","All","19","Female","All","Not main scheme application","70","45","0.671","0"
"2020","All","All","All","19","Female","All","Not main scheme application","40","30","0.667","0"
"2021","All","All","All","19","Female","All","Not main scheme application","60","20","0.373","0"
"2022","All","All","All","19","Female","All","Not main scheme application","70","40","0.542","0"
"2023","All","All","All","19","Female","All","Not main scheme application","105","75","0.709","0"
"2019","All","All","All","20","Female","All","Not main scheme application","45","25","0.535","0"
"2020","All","All","All","20","Female","All","Not main scheme application","35","20","0.636","0"
"2021","All","All","All","20","Female","All","Not main scheme application","40","15","0.317","0"
"2022","All","All","All","20","Female","All","Not main scheme application","45","20","0.467","0"
"2023","All","All","All","20","Female","All","Not main scheme application","70","50","0.743","0"
"2019","All","All","All","21 - 24","Female","All","Not main scheme application","120","70","0.592","0"
"2020","All","All","All","21 - 24","Female","All","Not main scheme application","90","55","0.607","0"
"2021","All","All","All","21 - 24","Female","All","Not main scheme application","80","40","0.512","0"
"2022","All","All","All","21 - 24","Female","All","Not main scheme application","105","50","0.462","0"
"2023","All","All","All","21 - 24","Female","All","Not main scheme application","125","80","0.642","0"
"2019","All","All","All","25 - 29","Female","All","Not main scheme application","100","65","0.646","0"
"2020","All","All","All","25 - 29","Female","All","Not main scheme application","80","50","0.633","0"
"2021","All","All","All","25 - 29","Female","All","Not main scheme application","75","40","0.534","0"
"2022","All","All","All","25 - 29","Female","All","Not main scheme application","90","50","0.527","0"
"2023","All","All","All","25 - 29","Female","All","Not main scheme application","105","75","0.718","0"
"2019","All","All","All","30 - 34","Female","All","Not main scheme application","70","45","0.657","0"
"2020","All","All","All","30 - 34","Female","All","Not main scheme application","45","30","0.667","0"
"2021","All","All","All","30 - 34","Female","All","Not main scheme application","40","20","0.537","0"
"2022","All","All","All","30 - 34","Female","All","Not main scheme application","65","40","0.5670000000000001","0"
"2023","All","All","All","30 - 34","Female","All","Not main scheme application","80","60","0.716","0"
"2019","All","All","All","35 and over","Female","All","Not main scheme application","60","35","0.583","0"
"2020","All","All","All","35 and over","Female","All","Not main scheme application","65","45","0.712","0"
"2021","All","All","All","35 and over","Female","All","Not main scheme application","50","25","0.49","0"
"2022","All","All","All","35 and over","Female","All","Not main scheme application","75","35","0.48","0"
"2023","All","All","All","35 and over","Female","All","Not main scheme application","120","80","0.655","0"
"2019","All","All","All","25 - 29","Male","All","Not main scheme application","5","5"," ","0"
"2019","All","All","All","17 and under","Female","All","Main scheme application","30","0"," ","0"
"2020","All","All","All","17 and under","Female","All","Main scheme application","35","0"," ","0"
"2021","All","All","All","17 and under","Female","All","Main scheme application","40","5"," ","0"
"2022","All","All","All","17 and under","Female","All","Main scheme application","40","0"," ","0"
"2023","All","All","All","17 and under","Female","All","Main scheme application","35","5"," ","0"
"2019","All","All","All","18","Female","All","Main scheme application","2770","810","0.293","0"
"2020","All","All","All","18","Female","All","Main scheme application","3005","1075","0.358","0"
"2021","All","All","All","18","Female","All","Main scheme application","3760","1070","0.28400000000000003","0"
"2022","All","All","All","18","Female","All","Main scheme application","3855","1035","0.268","0"
"2023","All","All","All","18","Female","All","Main scheme application","3190","1120","0.35000000000000003","0"
"2019","All","All","All","19","Female","All","Main scheme application","1165","380","0.328","0"
"2020","All","All","All","19","Female","All","Main scheme application","1145","375","0.327","0"
"2021","All","All","All","19","Female","All","Main scheme application","1440","355","0.246","0"
"2022","All","All","All","19","Female","All","Main scheme application","1335","300","0.226","0"
"2023","All","All","All","19","Female","All","Main scheme application","1110","320","0.289","0"
"2019","All","All","All","20","Female","All","Main scheme application","660","195","0.295","0"
"2020","All","All","All","20","Female","All","Main scheme application","670","220","0.327","0"
"2021","All","All","All","20","Female","All","Main scheme application","770","180","0.23600000000000002","0"
"2022","All","All","All","20","Female","All","Main scheme application","770","175","0.225","0"
"2023","All","All","All","20","Female","All","Main scheme application","630","195","0.305","0"
"2019","All","All","All","21 - 24","Female","All","Main scheme application","1600","555","0.34700000000000003","0"
"2020","All","All","All","21 - 24","Female","All","Main scheme application","1660","630","0.38","0"
"2021","All","All","All","21 - 24","Female","All","Main scheme application","2030","595","0.293","0"
"2022","All","All","All","21 - 24","Female","All","Main scheme application","1685","455","0.271","0"
"2023","All","All","All","21 - 24","Female","All","Main scheme application","1260","410","0.326","0"
"2019","All","All","All","25 - 29","Female","All","Main scheme application","1475","555","0.374","0"
"2020","All","All","All","25 - 29","Female","All","Main scheme application","1550","660","0.427","0"
"2021","All","All","All","25 - 29","Female","All","Main scheme application","2070","695","0.335","0"
"2022","All","All","All","25 - 29","Female","All","Main scheme application","1645","590","0.358","0"
"2023","All","All","All","25 - 29","Female","All","Main scheme application","1165","450","0.388","0"
"2019","All","All","All","30 - 34","Female","All","Main scheme application","965","360","0.372","0"
"2020","All","All","All","30 - 34","Female","All","Main scheme application","1130","465","0.41100000000000003","0"
"2021","All","All","All","30 - 34","Female","All","Main scheme application","1540","575","0.373","0"
"2022","All","All","All","30 - 34","Female","All","Main scheme application","1385","515","0.371","0"
"2023","All","All","All","30 - 34","Female","All","Main scheme application","1025","425","0.41500000000000004","0"
"2019","All","All","All","35 and over","Female","All","Main scheme application","1080","370","0.343","0"
"2020","All","All","All","35 and over","Female","All","Main scheme application","1230","475","0.386","0"
"2021","All","All","All","35 and over","Female","All","Main scheme application","1630","515","0.316","0"
"2022","All","All","All","35 and over","Female","All","Main scheme application","1440","500","0.34800000000000003","0"
"2023","All","All","All","35 and over","Female","All","Main scheme application","1250","510","0.406","0"
"2019","All","All","All","18","Male","All","Main scheme application","5","5"," ","0"
"2020","All","All","All","18","Male","All","Main scheme application","5","0"," ","0"
"2021","All","All","All","18","Male","All","Main scheme application","15","5"," ","0"
"2022","All","All","All","18","Male","All","Main scheme application","15","5"," ","0"
"2023","All","All","All","18","Male","All","Main scheme application","10","0"," ","0"
"2022","All","All","All","19","Male","All","Main scheme application","5","0"," ","0"
"2023","All","All","All","19","Male","All","Main scheme application","5","0"," ","0"
"2021","All","All","All","20","Male","All","Main scheme application","5","0"," ","0"
"2023","All","All","All","20","Male","All","Main scheme application","5","0"," ","0"
"2019","All","All","All","21 - 24","Male","All","Main scheme application","5","0"," ","0"
"2020","All","All","All","21 - 24","Male","All","Main scheme application","5","0"," ","0"
"2021","All","All","All","21 - 24","Male","All","Main scheme application","10","0"," ","0"
"2022","All","All","All","21 - 24","Male","All","Main scheme application","10","5"," ","0"
"2023","All","All","All","21 - 24","Male","All","Main scheme application","10","0"," ","0"
"2019","All","All","All","25 - 29","Male","All","Main scheme application","5","0"," ","0"
"2020","All","All","All","25 - 29","Male","All","Main scheme application","10","0"," ","0"
"2021","All","All","All","25 - 29","Male","All","Main scheme application","15","5"," ","0"
"2022","All","All","All","25 - 29","Male","All","Main scheme application","5","0"," ","0"
"2023","All","All","All","25 - 29","Male","All","Main scheme application","10","0"," ","0"
"2019","All","All","All","30 - 34","Male","All","Main scheme application","5","0"," ","0"
"2021","All","All","All","30 - 34","Male","All","Main scheme application","10","0"," ","0"
"2022","All","All","All","30 - 34","Male","All","Main scheme application","10","5"," ","0"
"2023","All","All","All","30 - 34","Male","All","Main scheme application","5","0"," ","0"
"2019","All","All","All","35 and over","Male","All","Main scheme application","10","5"," ","0"
"2020","All","All","All","35 and over","Male","All","Main scheme application","5","0"," ","0"
