"Year","IMD2019 NIMDM2017 SIMD2012 2016 2020 WIMD2019","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Accepted applicants","Population estimate","Entry rate"
"2019","Quintile 5","18","Scotland","All","Not main scheme applicant","Main scheme application","0","11660","0"
"2020","Quintile 1","18","Scotland","All","Not main scheme applicant","Main scheme application","0","10950","0"
"2020","Quintile 2","18","Scotland","All","Not main scheme applicant","Main scheme application","0","9920","0"
"2020","Quintile 3","18","Scotland","All","Not main scheme applicant","Main scheme application","0","10020","0"
"2020","Quintile 4","18","Scotland","All","Not main scheme applicant","Main scheme application","0","10780","0"
"2020","Quintile 5","18","Scotland","All","Not main scheme applicant","Main scheme application","0","11470","0"
"2021","Quintile 1","18","Scotland","All","Not main scheme applicant","Main scheme application","0","11110","0"
"2021","Quintile 2","18","Scotland","All","Not main scheme applicant","Main scheme application","0","10460","0"
"2021","Quintile 3","18","Scotland","All","Not main scheme applicant","Main scheme application","0","10330","0"
"2021","Quintile 4","18","Scotland","All","Not main scheme applicant","Main scheme application","0","11420","0"
"2021","Quintile 5","18","Scotland","All","Not main scheme applicant","Main scheme application","0","11830","0"
"2022","Quintile 1","18","Scotland","All","Not main scheme applicant","Main scheme application","0","11490","0"
"2022","Quintile 2","18","Scotland","All","Not main scheme applicant","Main scheme application","0","10450","0"
"2022","Quintile 3","18","Scotland","All","Not main scheme applicant","Main scheme application","0","10580","0"
"2022","Quintile 4","18","Scotland","All","Not main scheme applicant","Main scheme application","0","11510","0"
"2022","Quintile 5","18","Scotland","All","Not main scheme applicant","Main scheme application","0","12420","0"
"2023","Quintile 1","18","Scotland","All","Not main scheme applicant","Main scheme application","0","11700","0"
"2023","Quintile 2","18","Scotland","All","Not main scheme applicant","Main scheme application","0","10600","0"
"2023","Quintile 3","18","Scotland","All","Not main scheme applicant","Main scheme application","0","10710","0"
"2023","Quintile 4","18","Scotland","All","Not main scheme applicant","Main scheme application","0","11780","0"
"2023","Quintile 5","18","Scotland","All","Not main scheme applicant","Main scheme application","0","12250","0"
"2006","Quintile 1","18","Wales","All","Not main scheme applicant","Main scheme application","0","8450","0"
"2006","Quintile 2","18","Wales","All","Not main scheme applicant","Main scheme application","0","8230","0"
"2006","Quintile 3","18","Wales","All","Not main scheme applicant","Main scheme application","0","7700","0"
"2006","Quintile 4","18","Wales","All","Not main scheme applicant","Main scheme application","0","7840","0"
"2006","Quintile 5","18","Wales","All","Not main scheme applicant","Main scheme application","0","7390","0"
"2007","Quintile 1","18","Wales","All","Not main scheme applicant","Main scheme application","0","8280","0"
"2007","Quintile 2","18","Wales","All","Not main scheme applicant","Main scheme application","0","8070","0"
"2007","Quintile 3","18","Wales","All","Not main scheme applicant","Main scheme application","0","7730","0"
"2007","Quintile 4","18","Wales","All","Not main scheme applicant","Main scheme application","0","7750","0"
"2007","Quintile 5","18","Wales","All","Not main scheme applicant","Main scheme application","0","7450","0"
"2008","Quintile 1","18","Wales","All","Not main scheme applicant","Main scheme application","0","8450","0"
"2008","Quintile 2","18","Wales","All","Not main scheme applicant","Main scheme application","0","8080","0"
"2008","Quintile 3","18","Wales","All","Not main scheme applicant","Main scheme application","0","7940","0"
"2008","Quintile 4","18","Wales","All","Not main scheme applicant","Main scheme application","0","7730","0"
"2008","Quintile 5","18","Wales","All","Not main scheme applicant","Main scheme application","0","7310","0"
"2009","Quintile 1","18","Wales","All","Not main scheme applicant","Main scheme application","0","8450","0"
"2009","Quintile 2","18","Wales","All","Not main scheme applicant","Main scheme application","0","8090","0"
"2009","Quintile 3","18","Wales","All","Not main scheme applicant","Main scheme application","0","8360","0"
"2009","Quintile 4","18","Wales","All","Not main scheme applicant","Main scheme application","0","7820","0"
"2009","Quintile 5","18","Wales","All","Not main scheme applicant","Main scheme application","0","7600","0"
"2010","Quintile 1","18","Wales","All","Not main scheme applicant","Main scheme application","0","8600","0"
"2010","Quintile 2","18","Wales","All","Not main scheme applicant","Main scheme application","0","8000","0"
"2010","Quintile 3","18","Wales","All","Not main scheme applicant","Main scheme application","0","7810","0"
"2010","Quintile 4","18","Wales","All","Not main scheme applicant","Main scheme application","0","7740","0"
"2010","Quintile 5","18","Wales","All","Not main scheme applicant","Main scheme application","0","7710","0"
"2011","Quintile 1","18","Wales","All","Not main scheme applicant","Main scheme application","0","8260","0"
"2011","Quintile 2","18","Wales","All","Not main scheme applicant","Main scheme application","0","7670","0"
"2011","Quintile 3","18","Wales","All","Not main scheme applicant","Main scheme application","0","7480","0"
"2011","Quintile 4","18","Wales","All","Not main scheme applicant","Main scheme application","0","7620","0"
"2011","Quintile 5","18","Wales","All","Not main scheme applicant","Main scheme application","0","7560","0"
"2012","Quintile 1","18","Wales","All","Not main scheme applicant","Main scheme application","0","7920","0"
"2012","Quintile 2","18","Wales","All","Not main scheme applicant","Main scheme application","0","7850","0"
"2012","Quintile 3","18","Wales","All","Not main scheme applicant","Main scheme application","0","7430","0"
"2012","Quintile 4","18","Wales","All","Not main scheme applicant","Main scheme application","0","7770","0"
"2012","Quintile 5","18","Wales","All","Not main scheme applicant","Main scheme application","0","7590","0"
"2013","Quintile 1","18","Wales","All","Not main scheme applicant","Main scheme application","0","7780","0"
"2013","Quintile 2","18","Wales","All","Not main scheme applicant","Main scheme application","0","7650","0"
"2013","Quintile 3","18","Wales","All","Not main scheme applicant","Main scheme application","0","7520","0"
"2013","Quintile 4","18","Wales","All","Not main scheme applicant","Main scheme application","0","7430","0"
"2013","Quintile 5","18","Wales","All","Not main scheme applicant","Main scheme application","0","7420","0"
"2014","Quintile 1","18","Wales","All","Not main scheme applicant","Main scheme application","0","7980","0"
"2014","Quintile 2","18","Wales","All","Not main scheme applicant","Main scheme application","0","7400","0"
"2014","Quintile 3","18","Wales","All","Not main scheme applicant","Main scheme application","0","7080","0"
"2014","Quintile 4","18","Wales","All","Not main scheme applicant","Main scheme application","0","7570","0"
"2014","Quintile 5","18","Wales","All","Not main scheme applicant","Main scheme application","0","7460","0"
"2015","Quintile 1","18","Wales","All","Not main scheme applicant","Main scheme application","0","8010","0"
"2015","Quintile 2","18","Wales","All","Not main scheme applicant","Main scheme application","0","7600","0"
"2015","Quintile 3","18","Wales","All","Not main scheme applicant","Main scheme application","0","7230","0"
"2015","Quintile 4","18","Wales","All","Not main scheme applicant","Main scheme application","0","7470","0"
"2015","Quintile 5","18","Wales","All","Not main scheme applicant","Main scheme application","0","7370","0"
"2016","Quintile 1","18","Wales","All","Not main scheme applicant","Main scheme application","0","7870","0"
"2016","Quintile 2","18","Wales","All","Not main scheme applicant","Main scheme application","0","7060","0"
"2016","Quintile 3","18","Wales","All","Not main scheme applicant","Main scheme application","0","6930","0"
"2016","Quintile 4","18","Wales","All","Not main scheme applicant","Main scheme application","0","7160","0"
"2016","Quintile 5","18","Wales","All","Not main scheme applicant","Main scheme application","0","7280","0"
"2017","Quintile 1","18","Wales","All","Not main scheme applicant","Main scheme application","0","7470","0"
