"Year","Tariff group of provider released from","Tariff group of provider accepted to","Age group","Domicile","Gender","Placed after self-releasing"
"2019","Lower tariff","All","21 - 24","Northern Ireland","All","15"
"2020","Lower tariff","All","21 - 24","Northern Ireland","All","10"
"2021","Lower tariff","All","21 - 24","Northern Ireland","All","15"
"2022","Lower tariff","All","21 - 24","Northern Ireland","All","10"
"2023","Lower tariff","All","21 - 24","Northern Ireland","All","10"
"2019","Medium tariff","All","21 - 24","Northern Ireland","All","5"
"2020","Medium tariff","All","21 - 24","Northern Ireland","All","5"
"2021","Medium tariff","All","21 - 24","Northern Ireland","All","5"
"2022","Medium tariff","All","21 - 24","Northern Ireland","All","10"
"2023","Medium tariff","All","21 - 24","Northern Ireland","All","5"
"2022","Higher tariff","All","21 - 24","Northern Ireland","All","5"
"2021","Lower tariff","All","25 - 29","Northern Ireland","All","10"
"2023","Lower tariff","All","25 - 29","Northern Ireland","All","5"
"2020","Medium tariff","All","25 - 29","Northern Ireland","All","5"
"2019","Lower tariff","All","30 - 34","Northern Ireland","All","5"
"2022","Lower tariff","All","30 - 34","Northern Ireland","All","5"
"2023","Lower tariff","All","30 - 34","Northern Ireland","All","5"
"2022","Medium tariff","All","30 - 34","Northern Ireland","All","5"
"2021","Lower tariff","All","35 and over","Northern Ireland","All","5"
"2022","Lower tariff","All","35 and over","Northern Ireland","All","5"
"2023","Lower tariff","All","35 and over","Northern Ireland","All","5"
"2019","Lower tariff","All","17 and under","England","All","5"
"2020","Lower tariff","All","17 and under","England","All","15"
"2021","Lower tariff","All","17 and under","England","All","5"
"2022","Lower tariff","All","17 and under","England","All","5"
"2023","Lower tariff","All","17 and under","England","All","5"
"2019","Medium tariff","All","17 and under","England","All","10"
"2020","Medium tariff","All","17 and under","England","All","15"
"2021","Medium tariff","All","17 and under","England","All","5"
"2022","Medium tariff","All","17 and under","England","All","15"
"2023","Medium tariff","All","17 and under","England","All","10"
"2019","Higher tariff","All","17 and under","England","All","10"
"2020","Higher tariff","All","17 and under","England","All","20"
"2021","Higher tariff","All","17 and under","England","All","5"
"2022","Higher tariff","All","17 and under","England","All","5"
"2023","Higher tariff","All","17 and under","England","All","10"
"2019","N/A","All","18","England","All","215"
"2020","N/A","All","18","England","All","160"
"2021","N/A","All","18","England","All","140"
"2022","N/A","All","18","England","All","170"
"2023","N/A","All","18","England","All","225"
"2019","Lower tariff","All","18","England","All","4645"
"2020","Lower tariff","All","18","England","All","6180"
"2021","Lower tariff","All","18","England","All","4685"
"2022","Lower tariff","All","18","England","All","5890"
"2023","Lower tariff","All","18","England","All","6035"
"2019","Medium tariff","All","18","England","All","4730"
"2020","Medium tariff","All","18","England","All","7445"
"2021","Medium tariff","All","18","England","All","4900"
"2022","Medium tariff","All","18","England","All","5835"
"2023","Medium tariff","All","18","England","All","6345"
"2019","Higher tariff","All","18","England","All","1885"
"2020","Higher tariff","All","18","England","All","4400"
"2021","Higher tariff","All","18","England","All","1585"
"2022","Higher tariff","All","18","England","All","1980"
"2023","Higher tariff","All","18","England","All","2590"
"2019","N/A","All","19","England","All","40"
"2020","N/A","All","19","England","All","30"
"2021","N/A","All","19","England","All","25"
"2022","N/A","All","19","England","All","35"
"2023","N/A","All","19","England","All","45"
"2019","Lower tariff","All","19","England","All","1355"
"2020","Lower tariff","All","19","England","All","1580"
"2021","Lower tariff","All","19","England","All","1215"
"2022","Lower tariff","All","19","England","All","1185"
"2023","Lower tariff","All","19","England","All","1300"
"2019","Medium tariff","All","19","England","All","1055"
"2020","Medium tariff","All","19","England","All","1345"
"2021","Medium tariff","All","19","England","All","870"
"2022","Medium tariff","All","19","England","All","835"
"2023","Medium tariff","All","19","England","All","1020"
"2019","Higher tariff","All","19","England","All","435"
"2020","Higher tariff","All","19","England","All","625"
"2021","Higher tariff","All","19","England","All","285"
"2022","Higher tariff","All","19","England","All","280"
"2023","Higher tariff","All","19","England","All","435"
"2019","N/A","All","20","England","All","10"
"2020","N/A","All","20","England","All","5"
"2021","N/A","All","20","England","All","15"
"2022","N/A","All","20","England","All","10"
"2023","N/A","All","20","England","All","15"
"2019","Lower tariff","All","20","England","All","365"
"2020","Lower tariff","All","20","England","All","420"
"2021","Lower tariff","All","20","England","All","370"
"2022","Lower tariff","All","20","England","All","310"
"2023","Lower tariff","All","20","England","All","385"
"2019","Medium tariff","All","20","England","All","225"
"2020","Medium tariff","All","20","England","All","245"
"2021","Medium tariff","All","20","England","All","190"
"2022","Medium tariff","All","20","England","All","180"
"2023","Medium tariff","All","20","England","All","245"
"2019","Higher tariff","All","20","England","All","65"
"2020","Higher tariff","All","20","England","All","80"
"2021","Higher tariff","All","20","England","All","60"
"2022","Higher tariff","All","20","England","All","45"
"2023","Higher tariff","All","20","England","All","70"
"2019","N/A","All","21 - 24","England","All","10"
"2020","N/A","All","21 - 24","England","All","10"
"2021","N/A","All","21 - 24","England","All","15"
"2022","N/A","All","21 - 24","England","All","15"
"2023","N/A","All","21 - 24","England","All","20"
"2019","Lower tariff","All","21 - 24","England","All","305"
"2020","Lower tariff","All","21 - 24","England","All","340"
"2021","Lower tariff","All","21 - 24","England","All","310"
"2022","Lower tariff","All","21 - 24","England","All","300"
"2023","Lower tariff","All","21 - 24","England","All","310"
"2019","Medium tariff","All","21 - 24","England","All","140"
"2020","Medium tariff","All","21 - 24","England","All","200"
"2021","Medium tariff","All","21 - 24","England","All","155"
"2022","Medium tariff","All","21 - 24","England","All","175"
"2023","Medium tariff","All","21 - 24","England","All","160"
"2019","Higher tariff","All","21 - 24","England","All","50"
"2020","Higher tariff","All","21 - 24","England","All","55"
"2021","Higher tariff","All","21 - 24","England","All","50"
"2022","Higher tariff","All","21 - 24","England","All","40"
"2023","Higher tariff","All","21 - 24","England","All","45"
"2019","N/A","All","25 - 29","England","All","5"
"2020","N/A","All","25 - 29","England","All","5"
"2021","N/A","All","25 - 29","England","All","5"
"2023","N/A","All","25 - 29","England","All","5"
"2019","Lower tariff","All","25 - 29","England","All","100"
"2020","Lower tariff","All","25 - 29","England","All","140"
"2021","Lower tariff","All","25 - 29","England","All","90"
"2022","Lower tariff","All","25 - 29","England","All","80"
"2023","Lower tariff","All","25 - 29","England","All","90"
"2019","Medium tariff","All","25 - 29","England","All","30"
"2020","Medium tariff","All","25 - 29","England","All","60"
"2021","Medium tariff","All","25 - 29","England","All","45"
"2022","Medium tariff","All","25 - 29","England","All","30"
"2023","Medium tariff","All","25 - 29","England","All","35"
"2019","Higher tariff","All","25 - 29","England","All","10"
"2020","Higher tariff","All","25 - 29","England","All","15"
"2021","Higher tariff","All","25 - 29","England","All","20"
"2022","Higher tariff","All","25 - 29","England","All","10"
"2023","Higher tariff","All","25 - 29","England","All","15"
"2021","N/A","All","30 - 34","England","All","5"
"2019","Lower tariff","All","30 - 34","England","All","55"
"2020","Lower tariff","All","30 - 34","England","All","70"
"2021","Lower tariff","All","30 - 34","England","All","65"
"2022","Lower tariff","All","30 - 34","England","All","45"
"2023","Lower tariff","All","30 - 34","England","All","50"
"2019","Medium tariff","All","30 - 34","England","All","20"
"2020","Medium tariff","All","30 - 34","England","All","20"
"2021","Medium tariff","All","30 - 34","England","All","20"
"2022","Medium tariff","All","30 - 34","England","All","15"
"2023","Medium tariff","All","30 - 34","England","All","20"
"2019","Higher tariff","All","30 - 34","England","All","5"
"2020","Higher tariff","All","30 - 34","England","All","5"
"2021","Higher tariff","All","30 - 34","England","All","5"
"2022","Higher tariff","All","30 - 34","England","All","5"
"2019","N/A","All","35 and over","England","All","5"
"2020","N/A","All","35 and over","England","All","5"
"2021","N/A","All","35 and over","England","All","15"
"2022","N/A","All","35 and over","England","All","5"
"2023","N/A","All","35 and over","England","All","5"
"2019","Lower tariff","All","35 and over","England","All","110"
"2020","Lower tariff","All","35 and over","England","All","130"
"2021","Lower tariff","All","35 and over","England","All","140"
"2022","Lower tariff","All","35 and over","England","All","110"
"2023","Lower tariff","All","35 and over","England","All","125"
"2019","Medium tariff","All","35 and over","England","All","15"
"2020","Medium tariff","All","35 and over","England","All","30"
"2021","Medium tariff","All","35 and over","England","All","35"
"2022","Medium tariff","All","35 and over","England","All","25"
"2023","Medium tariff","All","35 and over","England","All","25"
"2019","Higher tariff","All","35 and over","England","All","5"
"2020","Higher tariff","All","35 and over","England","All","10"
"2021","Higher tariff","All","35 and over","England","All","5"
"2022","Higher tariff","All","35 and over","England","All","5"
"2023","Higher tariff","All","35 and over","England","All","5"
"2019","Medium tariff","All","17 and under","Scotland","All","5"
"2020","Medium tariff","All","17 and under","Scotland","All","10"
"2021","Medium tariff","All","17 and under","Scotland","All","5"
"2022","Medium tariff","All","17 and under","Scotland","All","5"
"2023","Medium tariff","All","17 and under","Scotland","All","10"
"2020","Higher tariff","All","17 and under","Scotland","All","5"
"2021","Higher tariff","All","17 and under","Scotland","All","5"
"2023","Higher tariff","All","17 and under","Scotland","All","5"
"2019","N/A","All","18","Scotland","All","5"
"2022","N/A","All","18","Scotland","All","5"
"2023","N/A","All","18","Scotland","All","5"
"2019","Lower tariff","All","18","Scotland","All","5"
"2020","Lower tariff","All","18","Scotland","All","10"
"2021","Lower tariff","All","18","Scotland","All","5"
"2022","Lower tariff","All","18","Scotland","All","10"
"2023","Lower tariff","All","18","Scotland","All","5"
"2019","Medium tariff","All","18","Scotland","All","145"
"2020","Medium tariff","All","18","Scotland","All","230"
"2021","Medium tariff","All","18","Scotland","All","100"
"2022","Medium tariff","All","18","Scotland","All","145"
"2023","Medium tariff","All","18","Scotland","All","205"
"2019","Higher tariff","All","18","Scotland","All","60"
"2020","Higher tariff","All","18","Scotland","All","120"
"2021","Higher tariff","All","18","Scotland","All","60"
"2022","Higher tariff","All","18","Scotland","All","80"
"2023","Higher tariff","All","18","Scotland","All","125"
"2019","N/A","All","19","Scotland","All","5"
"2020","Lower tariff","All","19","Scotland","All","5"
"2022","Lower tariff","All","19","Scotland","All","5"
"2019","Medium tariff","All","19","Scotland","All","30"
"2020","Medium tariff","All","19","Scotland","All","50"
"2021","Medium tariff","All","19","Scotland","All","25"
"2022","Medium tariff","All","19","Scotland","All","45"
"2023","Medium tariff","All","19","Scotland","All","55"
"2019","Higher tariff","All","19","Scotland","All","20"
"2020","Higher tariff","All","19","Scotland","All","30"
"2021","Higher tariff","All","19","Scotland","All","15"
"2022","Higher tariff","All","19","Scotland","All","25"
"2023","Higher tariff","All","19","Scotland","All","20"
"2019","Medium tariff","All","20","Scotland","All","15"
"2020","Medium tariff","All","20","Scotland","All","20"
"2021","Medium tariff","All","20","Scotland","All","5"
"2022","Medium tariff","All","20","Scotland","All","10"
"2023","Medium tariff","All","20","Scotland","All","25"
"2019","Higher tariff","All","20","Scotland","All","5"
"2020","Higher tariff","All","20","Scotland","All","10"
"2021","Higher tariff","All","20","Scotland","All","5"
"2022","Higher tariff","All","20","Scotland","All","5"
"2023","Higher tariff","All","20","Scotland","All","10"
"2021","N/A","All","21 - 24","Scotland","All","5"
"2021","Lower tariff","All","21 - 24","Scotland","All","5"
"2019","Medium tariff","All","21 - 24","Scotland","All","20"
"2020","Medium tariff","All","21 - 24","Scotland","All","30"
"2021","Medium tariff","All","21 - 24","Scotland","All","25"
"2022","Medium tariff","All","21 - 24","Scotland","All","30"
"2023","Medium tariff","All","21 - 24","Scotland","All","35"
"2019","Higher tariff","All","21 - 24","Scotland","All","10"
"2020","Higher tariff","All","21 - 24","Scotland","All","15"
"2022","Higher tariff","All","21 - 24","Scotland","All","15"
"2023","Higher tariff","All","21 - 24","Scotland","All","10"
