"Year","FSM status","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Accepted applicants","Population estimate","Entry rate"
"2006","Receiving FSM","18","England","Female","Not main scheme applicant","Not main scheme application","80","41040","0.002"
"2006","Not receiving FSM","18","England","Female","Not main scheme applicant","Not main scheme application","810","250770","0.003"
"2007","Receiving FSM","18","England","Female","Not main scheme applicant","Not main scheme application","120","39940","0.003"
"2007","Not receiving FSM","18","England","Female","Not main scheme applicant","Not main scheme application","890","247450","0.004"
"2008","Receiving FSM","18","England","Female","Not main scheme applicant","Not main scheme application","130","38610","0.003"
"2008","Not receiving FSM","18","England","Female","Not main scheme applicant","Not main scheme application","880","252690","0.003"
"2009","Receiving FSM","18","England","Female","Not main scheme applicant","Not main scheme application","100","37480","0.003"
"2009","Not receiving FSM","18","England","Female","Not main scheme applicant","Not main scheme application","730","253130","0.003"
"2010","Receiving FSM","18","England","Female","Not main scheme applicant","Not main scheme application","50","36250","0.001"
"2010","Not receiving FSM","18","England","Female","Not main scheme applicant","Not main scheme application","320","251960","0.001"
"2011","Receiving FSM","18","England","Female","Not main scheme applicant","Not main scheme application","50","36700","0.001"
"2011","Not receiving FSM","18","England","Female","Not main scheme applicant","Not main scheme application","410","251540","0.002"
"2012","Receiving FSM","18","England","Female","Not main scheme applicant","Not main scheme application","100","38950","0.003"
"2012","Not receiving FSM","18","England","Female","Not main scheme applicant","Not main scheme application","670","249670","0.003"
"2013","Receiving FSM","18","England","Female","Not main scheme applicant","Not main scheme application","140","39780","0.003"
"2013","Not receiving FSM","18","England","Female","Not main scheme applicant","Not main scheme application","830","242950","0.003"
"2014","Receiving FSM","18","England","Female","Not main scheme applicant","Not main scheme application","130","40410","0.003"
"2014","Not receiving FSM","18","England","Female","Not main scheme applicant","Not main scheme application","770","239270","0.003"
"2015","Receiving FSM","18","England","Female","Not main scheme applicant","Not main scheme application","150","42610","0.004"
"2015","Not receiving FSM","18","England","Female","Not main scheme applicant","Not main scheme application","870","243100","0.004"
"2016","Receiving FSM","18","England","Female","Not main scheme applicant","Not main scheme application","120","40300","0.003"
"2016","Not receiving FSM","18","England","Female","Not main scheme applicant","Not main scheme application","890","238550","0.004"
"2017","Receiving FSM","18","England","Female","Not main scheme applicant","Not main scheme application","160","38130","0.004"
"2017","Not receiving FSM","18","England","Female","Not main scheme applicant","Not main scheme application","1140","237470","0.005"
"2018","Receiving FSM","18","England","Female","Not main scheme applicant","Not main scheme application","210","36150","0.006"
"2018","Not receiving FSM","18","England","Female","Not main scheme applicant","Not main scheme application","1370","233570","0.006"
"2019","Receiving FSM","18","England","Female","Not main scheme applicant","Not main scheme application","240","35200","0.007"
"2019","Not receiving FSM","18","England","Female","Not main scheme applicant","Not main scheme application","1550","227560","0.007"
"2020","Receiving FSM","18","England","Female","Not main scheme applicant","Not main scheme application","270","33440","0.008"
"2020","Not receiving FSM","18","England","Female","Not main scheme applicant","Not main scheme application","2130","227450","0.009000000000000001"
"2021","Receiving FSM","18","England","Female","Not main scheme applicant","Not main scheme application","230","38080","0.006"
"2021","Not receiving FSM","18","England","Female","Not main scheme applicant","Not main scheme application","1350","232450","0.006"
"2022","Receiving FSM","18","England","Female","Not main scheme applicant","Not main scheme application","240","44380","0.005"
"2022","Not receiving FSM","18","England","Female","Not main scheme applicant","Not main scheme application","1250","234790","0.005"
"2023","Receiving FSM","18","England","Female","Not main scheme applicant","Not main scheme application","270","54660","0.005"
"2023","Not receiving FSM","18","England","Female","Not main scheme applicant","Not main scheme application","1250","243110","0.005"
"2006","Receiving FSM","18","England","Male","Not main scheme applicant","Not main scheme application","130","41820","0.003"
"2006","Not receiving FSM","18","England","Male","Not main scheme applicant","Not main scheme application","1060","257630","0.004"
"2007","Receiving FSM","18","England","Male","Not main scheme applicant","Not main scheme application","100","40220","0.002"
"2007","Not receiving FSM","18","England","Male","Not main scheme applicant","Not main scheme application","1030","255160","0.004"
"2008","Receiving FSM","18","England","Male","Not main scheme applicant","Not main scheme application","150","39560","0.004"
"2008","Not receiving FSM","18","England","Male","Not main scheme applicant","Not main scheme application","1050","262070","0.004"
"2009","Receiving FSM","18","England","Male","Not main scheme applicant","Not main scheme application","100","37950","0.003"
"2009","Not receiving FSM","18","England","Male","Not main scheme applicant","Not main scheme application","860","261500","0.003"
"2010","Receiving FSM","18","England","Male","Not main scheme applicant","Not main scheme application","50","37230","0.001"
"2010","Not receiving FSM","18","England","Male","Not main scheme applicant","Not main scheme application","410","261650","0.002"
"2011","Receiving FSM","18","England","Male","Not main scheme applicant","Not main scheme application","50","37710","0.001"
"2011","Not receiving FSM","18","England","Male","Not main scheme applicant","Not main scheme application","410","263550","0.002"
"2012","Receiving FSM","18","England","Male","Not main scheme applicant","Not main scheme application","130","41130","0.003"
"2012","Not receiving FSM","18","England","Male","Not main scheme applicant","Not main scheme application","830","262360","0.003"
"2013","Receiving FSM","18","England","Male","Not main scheme applicant","Not main scheme application","130","42020","0.003"
"2013","Not receiving FSM","18","England","Male","Not main scheme applicant","Not main scheme application","910","254820","0.004"
"2014","Receiving FSM","18","England","Male","Not main scheme applicant","Not main scheme application","130","42140","0.003"
"2014","Not receiving FSM","18","England","Male","Not main scheme applicant","Not main scheme application","820","252540","0.003"
"2015","Receiving FSM","18","England","Male","Not main scheme applicant","Not main scheme application","170","44940","0.004"
"2015","Not receiving FSM","18","England","Male","Not main scheme applicant","Not main scheme application","890","254180","0.003"
"2016","Receiving FSM","18","England","Male","Not main scheme applicant","Not main scheme application","150","42780","0.004"
"2016","Not receiving FSM","18","England","Male","Not main scheme applicant","Not main scheme application","960","249660","0.004"
"2017","Receiving FSM","18","England","Male","Not main scheme applicant","Not main scheme application","170","40770","0.004"
"2017","Not receiving FSM","18","England","Male","Not main scheme applicant","Not main scheme application","1170","248880","0.005"
"2018","Receiving FSM","18","England","Male","Not main scheme applicant","Not main scheme application","200","38590","0.005"
"2018","Not receiving FSM","18","England","Male","Not main scheme applicant","Not main scheme application","1340","244340","0.005"
"2019","Receiving FSM","18","England","Male","Not main scheme applicant","Not main scheme application","240","36730","0.007"
"2019","Not receiving FSM","18","England","Male","Not main scheme applicant","Not main scheme application","1800","238280","0.008"
"2020","Receiving FSM","18","England","Male","Not main scheme applicant","Not main scheme application","250","35510","0.007"
"2020","Not receiving FSM","18","England","Male","Not main scheme applicant","Not main scheme application","2510","238950","0.01"
"2021","Receiving FSM","18","England","Male","Not main scheme applicant","Not main scheme application","250","40760","0.006"
"2021","Not receiving FSM","18","England","Male","Not main scheme applicant","Not main scheme application","1740","243760","0.007"
"2022","Receiving FSM","18","England","Male","Not main scheme applicant","Not main scheme application","240","46850","0.005"
"2022","Not receiving FSM","18","England","Male","Not main scheme applicant","Not main scheme application","1410","246310","0.006"
"2023","Receiving FSM","18","England","Male","Not main scheme applicant","Not main scheme application","290","56890","0.005"
"2023","Not receiving FSM","18","England","Male","Not main scheme applicant","Not main scheme application","1390","242630","0.006"
"2006","Receiving FSM","18","England","Female","Main scheme applicant","Not main scheme application","680","41040","0.017"
"2006","Not receiving FSM","18","England","Female","Main scheme applicant","Not main scheme application","6010","250770","0.024"
"2007","Receiving FSM","18","England","Female","Main scheme applicant","Not main scheme application","740","39940","0.018000000000000002"
"2007","Not receiving FSM","18","England","Female","Main scheme applicant","Not main scheme application","6140","247450","0.025"
"2008","Receiving FSM","18","England","Female","Main scheme applicant","Not main scheme application","830","38610","0.022"
"2008","Not receiving FSM","18","England","Female","Main scheme applicant","Not main scheme application","7130","252690","0.028"
"2009","Receiving FSM","18","England","Female","Main scheme applicant","Not main scheme application","900","37480","0.024"
"2009","Not receiving FSM","18","England","Female","Main scheme applicant","Not main scheme application","7690","253130","0.03"
"2010","Receiving FSM","18","England","Female","Main scheme applicant","Not main scheme application","960","36250","0.027"
"2010","Not receiving FSM","18","England","Female","Main scheme applicant","Not main scheme application","8210","251960","0.033"
"2011","Receiving FSM","18","England","Female","Main scheme applicant","Not main scheme application","1320","36700","0.036000000000000004"
"2011","Not receiving FSM","18","England","Female","Main scheme applicant","Not main scheme application","10420","251540","0.041"
"2012","Receiving FSM","18","England","Female","Main scheme applicant","Not main scheme application","1350","38950","0.035"
"2012","Not receiving FSM","18","England","Female","Main scheme applicant","Not main scheme application","9550","249670","0.038"
"2013","Receiving FSM","18","England","Female","Main scheme applicant","Not main scheme application","1410","39780","0.035"
"2013","Not receiving FSM","18","England","Female","Main scheme applicant","Not main scheme application","9370","242950","0.039"
"2014","Receiving FSM","18","England","Female","Main scheme applicant","Not main scheme application","1460","40410","0.036000000000000004"
"2014","Not receiving FSM","18","England","Female","Main scheme applicant","Not main scheme application","10410","239270","0.044"
"2015","Receiving FSM","18","England","Female","Main scheme applicant","Not main scheme application","1740","42610","0.041"
"2015","Not receiving FSM","18","England","Female","Main scheme applicant","Not main scheme application","11040","243100","0.045"
"2016","Receiving FSM","18","England","Female","Main scheme applicant","Not main scheme application","1680","40300","0.042"
"2016","Not receiving FSM","18","England","Female","Main scheme applicant","Not main scheme application","11740","238550","0.049"
"2017","Receiving FSM","18","England","Female","Main scheme applicant","Not main scheme application","1510","38130","0.039"
"2017","Not receiving FSM","18","England","Female","Main scheme applicant","Not main scheme application","12100","237470","0.051000000000000004"
"2018","Receiving FSM","18","England","Female","Main scheme applicant","Not main scheme application","1440","36150","0.04"
"2018","Not receiving FSM","18","England","Female","Main scheme applicant","Not main scheme application","12400","233570","0.053"
"2019","Receiving FSM","18","England","Female","Main scheme applicant","Not main scheme application","1540","35200","0.044"
"2019","Not receiving FSM","18","England","Female","Main scheme applicant","Not main scheme application","13860","227560","0.061"
"2020","Receiving FSM","18","England","Female","Main scheme applicant","Not main scheme application","1550","33440","0.046"
"2020","Not receiving FSM","18","England","Female","Main scheme applicant","Not main scheme application","14790","227450","0.065"
"2021","Receiving FSM","18","England","Female","Main scheme applicant","Not main scheme application","1450","38080","0.038"
"2021","Not receiving FSM","18","England","Female","Main scheme applicant","Not main scheme application","11380","232450","0.049"
"2022","Receiving FSM","18","England","Female","Main scheme applicant","Not main scheme application","2140","44380","0.048"
"2022","Not receiving FSM","18","England","Female","Main scheme applicant","Not main scheme application","14640","234790","0.062"
"2023","Receiving FSM","18","England","Female","Main scheme applicant","Not main scheme application","2530","54660","0.046"
"2023","Not receiving FSM","18","England","Female","Main scheme applicant","Not main scheme application","15110","243110","0.062"
"2006","Receiving FSM","18","England","Male","Main scheme applicant","Not main scheme application","440","41820","0.01"
"2006","Not receiving FSM","18","England","Male","Main scheme applicant","Not main scheme application","4350","257630","0.017"
"2007","Receiving FSM","18","England","Male","Main scheme applicant","Not main scheme application","500","40220","0.012"
"2007","Not receiving FSM","18","England","Male","Main scheme applicant","Not main scheme application","4710","255160","0.018000000000000002"
"2008","Receiving FSM","18","England","Male","Main scheme applicant","Not main scheme application","520","39560","0.013000000000000001"
"2008","Not receiving FSM","18","England","Male","Main scheme applicant","Not main scheme application","5300","262070","0.02"
"2009","Receiving FSM","18","England","Male","Main scheme applicant","Not main scheme application","550","37950","0.015"
"2009","Not receiving FSM","18","England","Male","Main scheme applicant","Not main scheme application","6150","261500","0.024"
"2010","Receiving FSM","18","England","Male","Main scheme applicant","Not main scheme application","600","37230","0.016"
"2010","Not receiving FSM","18","England","Male","Main scheme applicant","Not main scheme application","6670","261650","0.025"
"2011","Receiving FSM","18","England","Male","Main scheme applicant","Not main scheme application","830","37710","0.022"
"2011","Not receiving FSM","18","England","Male","Main scheme applicant","Not main scheme application","8150","263550","0.031"
"2012","Receiving FSM","18","England","Male","Main scheme applicant","Not main scheme application","920","41130","0.022"
"2012","Not receiving FSM","18","England","Male","Main scheme applicant","Not main scheme application","7400","262360","0.028"
"2013","Receiving FSM","18","England","Male","Main scheme applicant","Not main scheme application","800","42020","0.019"
"2013","Not receiving FSM","18","England","Male","Main scheme applicant","Not main scheme application","7020","254820","0.028"
"2014","Receiving FSM","18","England","Male","Main scheme applicant","Not main scheme application","900","42140","0.021"
"2014","Not receiving FSM","18","England","Male","Main scheme applicant","Not main scheme application","8190","252540","0.032"
"2015","Receiving FSM","18","England","Male","Main scheme applicant","Not main scheme application","980","44940","0.022"
"2015","Not receiving FSM","18","England","Male","Main scheme applicant","Not main scheme application","8220","254180","0.032"
"2016","Receiving FSM","18","England","Male","Main scheme applicant","Not main scheme application","1030","42780","0.024"
"2016","Not receiving FSM","18","England","Male","Main scheme applicant","Not main scheme application","8630","249660","0.035"
"2017","Receiving FSM","18","England","Male","Main scheme applicant","Not main scheme application","990","40770","0.024"
"2017","Not receiving FSM","18","England","Male","Main scheme applicant","Not main scheme application","9160","248880","0.037"
"2018","Receiving FSM","18","England","Male","Main scheme applicant","Not main scheme application","930","38590","0.024"
"2018","Not receiving FSM","18","England","Male","Main scheme applicant","Not main scheme application","9200","244340","0.038"
"2019","Receiving FSM","18","England","Male","Main scheme applicant","Not main scheme application","1000","36730","0.027"
"2019","Not receiving FSM","18","England","Male","Main scheme applicant","Not main scheme application","10670","238280","0.045"
"2020","Receiving FSM","18","England","Male","Main scheme applicant","Not main scheme application","1040","35510","0.029"
"2020","Not receiving FSM","18","England","Male","Main scheme applicant","Not main scheme application","11990","238950","0.05"
"2021","Receiving FSM","18","England","Male","Main scheme applicant","Not main scheme application","980","40760","0.024"
"2021","Not receiving FSM","18","England","Male","Main scheme applicant","Not main scheme application","8840","243760","0.036000000000000004"
"2022","Receiving FSM","18","England","Male","Main scheme applicant","Not main scheme application","1320","46850","0.028"
"2022","Not receiving FSM","18","England","Male","Main scheme applicant","Not main scheme application","10900","246310","0.044"
"2023","Receiving FSM","18","England","Male","Main scheme applicant","Not main scheme application","1780","56890","0.031"
"2023","Not receiving FSM","18","England","Male","Main scheme applicant","Not main scheme application","12030","242630","0.05"
"2006","Receiving FSM","18","England","Female","Not main scheme applicant","Main scheme application","0","41040","0"
"2006","Not receiving FSM","18","England","Female","Not main scheme applicant","Main scheme application","0","250770","0"
"2007","Receiving FSM","18","England","Female","Not main scheme applicant","Main scheme application","0","39940","0"
"2007","Not receiving FSM","18","England","Female","Not main scheme applicant","Main scheme application","0","247450","0"
"2008","Receiving FSM","18","England","Female","Not main scheme applicant","Main scheme application","0","38610","0"
"2008","Not receiving FSM","18","England","Female","Not main scheme applicant","Main scheme application","0","252690","0"
"2009","Receiving FSM","18","England","Female","Not main scheme applicant","Main scheme application","0","37480","0"
"2009","Not receiving FSM","18","England","Female","Not main scheme applicant","Main scheme application","0","253130","0"
"2010","Receiving FSM","18","England","Female","Not main scheme applicant","Main scheme application","0","36250","0"
"2010","Not receiving FSM","18","England","Female","Not main scheme applicant","Main scheme application","0","251960","0"
"2011","Receiving FSM","18","England","Female","Not main scheme applicant","Main scheme application","0","36700","0"
"2011","Not receiving FSM","18","England","Female","Not main scheme applicant","Main scheme application","0","251540","0"
"2012","Receiving FSM","18","England","Female","Not main scheme applicant","Main scheme application","0","38950","0"
"2012","Not receiving FSM","18","England","Female","Not main scheme applicant","Main scheme application","0","249670","0"
"2013","Receiving FSM","18","England","Female","Not main scheme applicant","Main scheme application","0","39780","0"
"2013","Not receiving FSM","18","England","Female","Not main scheme applicant","Main scheme application","0","242950","0"
"2014","Receiving FSM","18","England","Female","Not main scheme applicant","Main scheme application","0","40410","0"
"2014","Not receiving FSM","18","England","Female","Not main scheme applicant","Main scheme application","0","239270","0"
"2015","Receiving FSM","18","England","Female","Not main scheme applicant","Main scheme application","0","42610","0"
"2015","Not receiving FSM","18","England","Female","Not main scheme applicant","Main scheme application","0","243100","0"
"2016","Receiving FSM","18","England","Female","Not main scheme applicant","Main scheme application","0","40300","0"
"2016","Not receiving FSM","18","England","Female","Not main scheme applicant","Main scheme application","0","238550","0"
"2017","Receiving FSM","18","England","Female","Not main scheme applicant","Main scheme application","0","38130","0"
"2017","Not receiving FSM","18","England","Female","Not main scheme applicant","Main scheme application","0","237470","0"
"2018","Receiving FSM","18","England","Female","Not main scheme applicant","Main scheme application","0","36150","0"
"2018","Not receiving FSM","18","England","Female","Not main scheme applicant","Main scheme application","0","233570","0"
"2019","Receiving FSM","18","England","Female","Not main scheme applicant","Main scheme application","0","35200","0"
"2019","Not receiving FSM","18","England","Female","Not main scheme applicant","Main scheme application","0","227560","0"
"2020","Receiving FSM","18","England","Female","Not main scheme applicant","Main scheme application","0","33440","0"
"2020","Not receiving FSM","18","England","Female","Not main scheme applicant","Main scheme application","0","227450","0"
"2021","Receiving FSM","18","England","Female","Not main scheme applicant","Main scheme application","0","38080","0"
"2021","Not receiving FSM","18","England","Female","Not main scheme applicant","Main scheme application","0","232450","0"
"2022","Receiving FSM","18","England","Female","Not main scheme applicant","Main scheme application","0","44380","0"
"2022","Not receiving FSM","18","England","Female","Not main scheme applicant","Main scheme application","0","234790","0"
"2023","Receiving FSM","18","England","Female","Not main scheme applicant","Main scheme application","0","54660","0"
"2023","Not receiving FSM","18","England","Female","Not main scheme applicant","Main scheme application","0","243110","0"
"2006","Receiving FSM","18","England","Male","Not main scheme applicant","Main scheme application","0","41820","0"
"2006","Not receiving FSM","18","England","Male","Not main scheme applicant","Main scheme application","0","257630","0"
"2007","Receiving FSM","18","England","Male","Not main scheme applicant","Main scheme application","0","40220","0"
"2007","Not receiving FSM","18","England","Male","Not main scheme applicant","Main scheme application","0","255160","0"
"2008","Receiving FSM","18","England","Male","Not main scheme applicant","Main scheme application","0","39560","0"
"2008","Not receiving FSM","18","England","Male","Not main scheme applicant","Main scheme application","0","262070","0"
"2009","Receiving FSM","18","England","Male","Not main scheme applicant","Main scheme application","0","37950","0"
"2009","Not receiving FSM","18","England","Male","Not main scheme applicant","Main scheme application","0","261500","0"
"2010","Receiving FSM","18","England","Male","Not main scheme applicant","Main scheme application","0","37230","0"
"2010","Not receiving FSM","18","England","Male","Not main scheme applicant","Main scheme application","0","261650","0"
"2011","Receiving FSM","18","England","Male","Not main scheme applicant","Main scheme application","0","37710","0"
"2011","Not receiving FSM","18","England","Male","Not main scheme applicant","Main scheme application","0","263550","0"
"2012","Receiving FSM","18","England","Male","Not main scheme applicant","Main scheme application","0","41130","0"
"2012","Not receiving FSM","18","England","Male","Not main scheme applicant","Main scheme application","0","262360","0"
"2013","Receiving FSM","18","England","Male","Not main scheme applicant","Main scheme application","0","42020","0"
"2013","Not receiving FSM","18","England","Male","Not main scheme applicant","Main scheme application","0","254820","0"
"2014","Receiving FSM","18","England","Male","Not main scheme applicant","Main scheme application","0","42140","0"
"2014","Not receiving FSM","18","England","Male","Not main scheme applicant","Main scheme application","0","252540","0"
"2015","Receiving FSM","18","England","Male","Not main scheme applicant","Main scheme application","0","44940","0"
"2015","Not receiving FSM","18","England","Male","Not main scheme applicant","Main scheme application","0","254180","0"
"2016","Receiving FSM","18","England","Male","Not main scheme applicant","Main scheme application","0","42780","0"
"2016","Not receiving FSM","18","England","Male","Not main scheme applicant","Main scheme application","0","249660","0"
"2017","Receiving FSM","18","England","Male","Not main scheme applicant","Main scheme application","0","40770","0"
"2017","Not receiving FSM","18","England","Male","Not main scheme applicant","Main scheme application","0","248880","0"
"2018","Receiving FSM","18","England","Male","Not main scheme applicant","Main scheme application","0","38590","0"
"2018","Not receiving FSM","18","England","Male","Not main scheme applicant","Main scheme application","0","244340","0"
"2019","Receiving FSM","18","England","Male","Not main scheme applicant","Main scheme application","0","36730","0"
"2019","Not receiving FSM","18","England","Male","Not main scheme applicant","Main scheme application","0","238280","0"
"2020","Receiving FSM","18","England","Male","Not main scheme applicant","Main scheme application","0","35510","0"
"2020","Not receiving FSM","18","England","Male","Not main scheme applicant","Main scheme application","0","238950","0"
"2021","Receiving FSM","18","England","Male","Not main scheme applicant","Main scheme application","0","40760","0"
"2021","Not receiving FSM","18","England","Male","Not main scheme applicant","Main scheme application","0","243760","0"
"2022","Receiving FSM","18","England","Male","Not main scheme applicant","Main scheme application","0","46850","0"
"2022","Not receiving FSM","18","England","Male","Not main scheme applicant","Main scheme application","0","246310","0"
"2023","Receiving FSM","18","England","Male","Not main scheme applicant","Main scheme application","0","56890","0"
"2023","Not receiving FSM","18","England","Male","Not main scheme applicant","Main scheme application","0","242630","0"
"2006","Receiving FSM","18","England","Female","Main scheme applicant","Main scheme application","3780","41040","0.092"
"2006","Not receiving FSM","18","England","Female","Main scheme applicant","Main scheme application","63460","250770","0.253"
"2007","Receiving FSM","18","England","Female","Main scheme applicant","Main scheme application","3910","39940","0.098"
"2007","Not receiving FSM","18","England","Female","Main scheme applicant","Main scheme application","63840","247450","0.258"
"2008","Receiving FSM","18","England","Female","Main scheme applicant","Main scheme application","4110","38610","0.106"
"2008","Not receiving FSM","18","England","Female","Main scheme applicant","Main scheme application","69130","252690","0.274"
"2009","Receiving FSM","18","England","Female","Main scheme applicant","Main scheme application","4330","37480","0.115"
"2009","Not receiving FSM","18","England","Female","Main scheme applicant","Main scheme application","70490","253130","0.278"
"2010","Receiving FSM","18","England","Female","Main scheme applicant","Main scheme application","4050","36250","0.112"
"2010","Not receiving FSM","18","England","Female","Main scheme applicant","Main scheme application","69950","251960","0.278"
"2011","Receiving FSM","18","England","Female","Main scheme applicant","Main scheme application","4380","36700","0.11900000000000001"
"2011","Not receiving FSM","18","England","Female","Main scheme applicant","Main scheme application","70800","251540","0.281"
"2012","Receiving FSM","18","England","Female","Main scheme applicant","Main scheme application","4560","38950","0.117"
"2012","Not receiving FSM","18","England","Female","Main scheme applicant","Main scheme application","68600","249670","0.275"
"2013","Receiving FSM","18","England","Female","Main scheme applicant","Main scheme application","5060","39780","0.127"
"2013","Not receiving FSM","18","England","Female","Main scheme applicant","Main scheme application","71680","242950","0.295"
"2014","Receiving FSM","18","England","Female","Main scheme applicant","Main scheme application","5740","40410","0.14200000000000002"
"2014","Not receiving FSM","18","England","Female","Main scheme applicant","Main scheme application","73050","239270","0.305"
"2015","Receiving FSM","18","England","Female","Main scheme applicant","Main scheme application","6570","42610","0.154"
"2015","Not receiving FSM","18","England","Female","Main scheme applicant","Main scheme application","77550","243100","0.319"
"2016","Receiving FSM","18","England","Female","Main scheme applicant","Main scheme application","6330","40300","0.157"
"2016","Not receiving FSM","18","England","Female","Main scheme applicant","Main scheme application","78770","238550","0.33"
"2017","Receiving FSM","18","England","Female","Main scheme applicant","Main scheme application","6200","38130","0.163"
"2017","Not receiving FSM","18","England","Female","Main scheme applicant","Main scheme application","79830","237470","0.336"
"2018","Receiving FSM","18","England","Female","Main scheme applicant","Main scheme application","5940","36150","0.164"
"2018","Not receiving FSM","18","England","Female","Main scheme applicant","Main scheme application","79010","233570","0.338"
"2019","Receiving FSM","18","England","Female","Main scheme applicant","Main scheme application","6420","35200","0.182"
"2019","Not receiving FSM","18","England","Female","Main scheme applicant","Main scheme application","78580","227560","0.34500000000000003"
"2020","Receiving FSM","18","England","Female","Main scheme applicant","Main scheme application","6730","33440","0.201"
"2020","Not receiving FSM","18","England","Female","Main scheme applicant","Main scheme application","84350","227450","0.371"
"2021","Receiving FSM","18","England","Female","Main scheme applicant","Main scheme application","8160","38080","0.214"
"2021","Not receiving FSM","18","England","Female","Main scheme applicant","Main scheme application","94090","232450","0.405"
"2022","Receiving FSM","18","England","Female","Main scheme applicant","Main scheme application","9060","44380","0.20400000000000001"
"2022","Not receiving FSM","18","England","Female","Main scheme applicant","Main scheme application","90080","234790","0.384"
"2023","Receiving FSM","18","England","Female","Main scheme applicant","Main scheme application","9640","54660","0.176"
"2023","Not receiving FSM","18","England","Female","Main scheme applicant","Main scheme application","83300","243110","0.343"
"2006","Receiving FSM","18","England","Male","Main scheme applicant","Main scheme application","2530","41820","0.061"
"2006","Not receiving FSM","18","England","Male","Main scheme applicant","Main scheme application","50680","257630","0.197"
"2007","Receiving FSM","18","England","Male","Main scheme applicant","Main scheme application","2570","40220","0.064"
"2007","Not receiving FSM","18","England","Male","Main scheme applicant","Main scheme application","50370","255160","0.197"
"2008","Receiving FSM","18","England","Male","Main scheme applicant","Main scheme application","2880","39560","0.073"
"2008","Not receiving FSM","18","England","Male","Main scheme applicant","Main scheme application","52840","262070","0.202"
"2009","Receiving FSM","18","England","Male","Main scheme applicant","Main scheme application","2870","37950","0.076"
"2009","Not receiving FSM","18","England","Male","Main scheme applicant","Main scheme application","54920","261500","0.21"
"2010","Receiving FSM","18","England","Male","Main scheme applicant","Main scheme application","2920","37230","0.078"
"2010","Not receiving FSM","18","England","Male","Main scheme applicant","Main scheme application","55860","261650","0.214"
"2011","Receiving FSM","18","England","Male","Main scheme applicant","Main scheme application","3160","37710","0.084"
"2011","Not receiving FSM","18","England","Male","Main scheme applicant","Main scheme application","57250","263550","0.217"
"2012","Receiving FSM","18","England","Male","Main scheme applicant","Main scheme application","3340","41130","0.081"
"2012","Not receiving FSM","18","England","Male","Main scheme applicant","Main scheme application","53780","262360","0.20500000000000002"
"2013","Receiving FSM","18","England","Male","Main scheme applicant","Main scheme application","3820","42020","0.091"
"2013","Not receiving FSM","18","England","Male","Main scheme applicant","Main scheme application","56940","254820","0.223"
"2014","Receiving FSM","18","England","Male","Main scheme applicant","Main scheme application","4150","42140","0.098"
"2014","Not receiving FSM","18","England","Male","Main scheme applicant","Main scheme application","58110","252540","0.23"
"2015","Receiving FSM","18","England","Male","Main scheme applicant","Main scheme application","4690","44940","0.10400000000000001"
"2015","Not receiving FSM","18","England","Male","Main scheme applicant","Main scheme application","59460","254180","0.234"
"2016","Receiving FSM","18","England","Male","Main scheme applicant","Main scheme application","4480","42780","0.105"
"2016","Not receiving FSM","18","England","Male","Main scheme applicant","Main scheme application","60780","249660","0.243"
"2017","Receiving FSM","18","England","Male","Main scheme applicant","Main scheme application","4330","40770","0.106"
"2017","Not receiving FSM","18","England","Male","Main scheme applicant","Main scheme application","60990","248880","0.245"
"2018","Receiving FSM","18","England","Male","Main scheme applicant","Main scheme application","4170","38590","0.108"
"2018","Not receiving FSM","18","England","Male","Main scheme applicant","Main scheme application","59770","244340","0.245"
"2019","Receiving FSM","18","England","Male","Main scheme applicant","Main scheme application","4160","36730","0.113"
"2019","Not receiving FSM","18","England","Male","Main scheme applicant","Main scheme application","59270","238280","0.249"
"2020","Receiving FSM","18","England","Male","Main scheme applicant","Main scheme application","4190","35510","0.11800000000000001"
"2020","Not receiving FSM","18","England","Male","Main scheme applicant","Main scheme application","62280","238950","0.261"
"2021","Receiving FSM","18","England","Male","Main scheme applicant","Main scheme application","5390","40760","0.132"
"2021","Not receiving FSM","18","England","Male","Main scheme applicant","Main scheme application","70670","243760","0.29"
"2022","Receiving FSM","18","England","Male","Main scheme applicant","Main scheme application","5980","46850","0.128"
"2022","Not receiving FSM","18","England","Male","Main scheme applicant","Main scheme application","68820","246310","0.279"
"2023","Receiving FSM","18","England","Male","Main scheme applicant","Main scheme application","6810","56890","0.12"
"2023","Not receiving FSM","18","England","Male","Main scheme applicant","Main scheme application","63540","242630","0.262"
"2006","All","18","England","Female","Not main scheme applicant","Not main scheme application","880","291810","0.003"
"2007","All","18","England","Female","Not main scheme applicant","Not main scheme application","1010","287390","0.003"
"2008","All","18","England","Female","Not main scheme applicant","Not main scheme application","1010","291300","0.003"
"2009","All","18","England","Female","Not main scheme applicant","Not main scheme application","820","290610","0.003"
"2010","All","18","England","Female","Not main scheme applicant","Not main scheme application","370","288210","0.001"
"2011","All","18","England","Female","Not main scheme applicant","Not main scheme application","450","288240","0.002"
"2012","All","18","England","Female","Not main scheme applicant","Not main scheme application","770","288620","0.003"
"2013","All","18","England","Female","Not main scheme applicant","Not main scheme application","970","282730","0.003"
"2014","All","18","England","Female","Not main scheme applicant","Not main scheme application","890","279680","0.003"
"2015","All","18","England","Female","Not main scheme applicant","Not main scheme application","1020","285710","0.004"
"2016","All","18","England","Female","Not main scheme applicant","Not main scheme application","1000","278850","0.004"
