"Year","FSM status","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Accepted applicants","Population estimate","Entry rate"
"2019","Receiving FSM","18","England","Female","All","Main scheme application","6420","35200","0.182"
"2019","Not receiving FSM","18","England","Female","All","Main scheme application","78580","227560","0.34500000000000003"
"2020","Receiving FSM","18","England","Female","All","Main scheme application","6730","33440","0.201"
"2020","Not receiving FSM","18","England","Female","All","Main scheme application","84350","227450","0.371"
"2021","Receiving FSM","18","England","Female","All","Main scheme application","8160","38080","0.214"
"2021","Not receiving FSM","18","England","Female","All","Main scheme application","94090","232450","0.405"
"2022","Receiving FSM","18","England","Female","All","Main scheme application","9060","44380","0.20400000000000001"
"2022","Not receiving FSM","18","England","Female","All","Main scheme application","90080","234790","0.384"
"2023","Receiving FSM","18","England","Female","All","Main scheme application","9640","54660","0.176"
"2023","Not receiving FSM","18","England","Female","All","Main scheme application","83300","243110","0.343"
"2006","Receiving FSM","18","England","Male","All","Main scheme application","2530","41820","0.061"
"2006","Not receiving FSM","18","England","Male","All","Main scheme application","50680","257630","0.197"
"2007","Receiving FSM","18","England","Male","All","Main scheme application","2570","40220","0.064"
"2007","Not receiving FSM","18","England","Male","All","Main scheme application","50370","255160","0.197"
"2008","Receiving FSM","18","England","Male","All","Main scheme application","2880","39560","0.073"
"2008","Not receiving FSM","18","England","Male","All","Main scheme application","52840","262070","0.202"
"2009","Receiving FSM","18","England","Male","All","Main scheme application","2870","37950","0.076"
"2009","Not receiving FSM","18","England","Male","All","Main scheme application","54920","261500","0.21"
"2010","Receiving FSM","18","England","Male","All","Main scheme application","2920","37230","0.078"
"2010","Not receiving FSM","18","England","Male","All","Main scheme application","55860","261650","0.214"
"2011","Receiving FSM","18","England","Male","All","Main scheme application","3160","37710","0.084"
"2011","Not receiving FSM","18","England","Male","All","Main scheme application","57250","263550","0.217"
"2012","Receiving FSM","18","England","Male","All","Main scheme application","3340","41130","0.081"
"2012","Not receiving FSM","18","England","Male","All","Main scheme application","53780","262360","0.20500000000000002"
"2013","Receiving FSM","18","England","Male","All","Main scheme application","3820","42020","0.091"
"2013","Not receiving FSM","18","England","Male","All","Main scheme application","56940","254820","0.223"
"2014","Receiving FSM","18","England","Male","All","Main scheme application","4150","42140","0.098"
"2014","Not receiving FSM","18","England","Male","All","Main scheme application","58110","252540","0.23"
"2015","Receiving FSM","18","England","Male","All","Main scheme application","4690","44940","0.10400000000000001"
"2015","Not receiving FSM","18","England","Male","All","Main scheme application","59460","254180","0.234"
"2016","Receiving FSM","18","England","Male","All","Main scheme application","4480","42780","0.105"
"2016","Not receiving FSM","18","England","Male","All","Main scheme application","60780","249660","0.243"
"2017","Receiving FSM","18","England","Male","All","Main scheme application","4330","40770","0.106"
"2017","Not receiving FSM","18","England","Male","All","Main scheme application","60990","248880","0.245"
"2018","Receiving FSM","18","England","Male","All","Main scheme application","4170","38590","0.108"
"2018","Not receiving FSM","18","England","Male","All","Main scheme application","59770","244340","0.245"
"2019","Receiving FSM","18","England","Male","All","Main scheme application","4160","36730","0.113"
"2019","Not receiving FSM","18","England","Male","All","Main scheme application","59270","238280","0.249"
"2020","Receiving FSM","18","England","Male","All","Main scheme application","4190","35510","0.11800000000000001"
"2020","Not receiving FSM","18","England","Male","All","Main scheme application","62280","238950","0.261"
"2021","Receiving FSM","18","England","Male","All","Main scheme application","5390","40760","0.132"
"2021","Not receiving FSM","18","England","Male","All","Main scheme application","70670","243760","0.29"
"2022","Receiving FSM","18","England","Male","All","Main scheme application","5980","46850","0.128"
"2022","Not receiving FSM","18","England","Male","All","Main scheme application","68820","246310","0.279"
"2023","Receiving FSM","18","England","Male","All","Main scheme application","6810","56890","0.12"
"2023","Not receiving FSM","18","England","Male","All","Main scheme application","63540","242630","0.262"
"2006","All","18","England","Female","All","Not main scheme application","7570","291810","0.026000000000000002"
"2007","All","18","England","Female","All","Not main scheme application","7890","287390","0.027"
"2008","All","18","England","Female","All","Not main scheme application","8970","291300","0.031"
"2009","All","18","England","Female","All","Not main scheme application","9410","290610","0.032"
"2010","All","18","England","Female","All","Not main scheme application","9540","288210","0.033"
"2011","All","18","England","Female","All","Not main scheme application","12200","288240","0.042"
"2012","All","18","England","Female","All","Not main scheme application","11670","288620","0.04"
"2013","All","18","England","Female","All","Not main scheme application","11750","282730","0.042"
"2014","All","18","England","Female","All","Not main scheme application","12770","279680","0.046"
"2015","All","18","England","Female","All","Not main scheme application","13810","285710","0.048"
"2016","All","18","England","Female","All","Not main scheme application","14430","278850","0.052000000000000005"
"2017","All","18","England","Female","All","Not main scheme application","14900","275600","0.054"
"2018","All","18","England","Female","All","Not main scheme application","15420","269720","0.057"
"2019","All","18","England","Female","All","Not main scheme application","17190","262760","0.065"
"2020","All","18","England","Female","All","Not main scheme application","18740","260880","0.07200000000000001"
"2021","All","18","England","Female","All","Not main scheme application","14410","270520","0.053"
"2022","All","18","England","Female","All","Not main scheme application","18280","279170","0.065"
"2023","All","18","England","Female","All","Not main scheme application","19150","297770","0.064"
"2006","All","18","England","Male","All","Not main scheme application","5980","299450","0.02"
"2007","All","18","England","Male","All","Not main scheme application","6340","295380","0.021"
"2008","All","18","England","Male","All","Not main scheme application","7020","301630","0.023"
"2009","All","18","England","Male","All","Not main scheme application","7660","299450","0.026000000000000002"
"2010","All","18","England","Male","All","Not main scheme application","7730","298880","0.026000000000000002"
"2011","All","18","England","Male","All","Not main scheme application","9440","301250","0.031"
"2012","All","18","England","Male","All","Not main scheme application","9270","303490","0.031"
"2013","All","18","England","Male","All","Not main scheme application","8860","296840","0.03"
"2014","All","18","England","Male","All","Not main scheme application","10040","294680","0.034"
"2015","All","18","England","Male","All","Not main scheme application","10260","299110","0.034"
"2016","All","18","England","Male","All","Not main scheme application","10770","292440","0.037"
"2017","All","18","England","Male","All","Not main scheme application","11490","289650","0.04"
"2018","All","18","England","Male","All","Not main scheme application","11670","282930","0.041"
"2019","All","18","England","Male","All","Not main scheme application","13720","275010","0.05"
"2020","All","18","England","Male","All","Not main scheme application","15780","274460","0.057"
"2021","All","18","England","Male","All","Not main scheme application","11810","284510","0.041"
"2022","All","18","England","Male","All","Not main scheme application","13870","293150","0.047"
"2023","All","18","England","Male","All","Not main scheme application","15500","299530","0.052000000000000005"
"2006","All","18","England","Female","All","Main scheme application","67240","291810","0.23"
"2007","All","18","England","Female","All","Main scheme application","67750","287390","0.23600000000000002"
"2008","All","18","England","Female","All","Main scheme application","73230","291300","0.251"
"2009","All","18","England","Female","All","Main scheme application","74810","290610","0.257"
"2010","All","18","England","Female","All","Main scheme application","74000","288210","0.257"
"2011","All","18","England","Female","All","Main scheme application","75170","288240","0.261"
"2012","All","18","England","Female","All","Main scheme application","73160","288620","0.253"
"2013","All","18","England","Female","All","Main scheme application","76740","282730","0.271"
"2014","All","18","England","Female","All","Main scheme application","78790","279680","0.28200000000000003"
"2015","All","18","England","Female","All","Main scheme application","84110","285710","0.294"
"2016","All","18","England","Female","All","Main scheme application","85090","278850","0.305"
"2017","All","18","England","Female","All","Main scheme application","86030","275600","0.312"
"2018","All","18","England","Female","All","Main scheme application","84950","269720","0.315"
"2019","All","18","England","Female","All","Main scheme application","85000","262760","0.323"
"2020","All","18","England","Female","All","Main scheme application","91080","260880","0.34900000000000003"
"2021","All","18","England","Female","All","Main scheme application","102250","270520","0.378"
"2022","All","18","England","Female","All","Main scheme application","99140","279170","0.355"
"2023","All","18","England","Female","All","Main scheme application","92940","297770","0.312"
"2006","All","18","England","Male","All","Main scheme application","53220","299450","0.178"
"2007","All","18","England","Male","All","Main scheme application","52940","295380","0.179"
"2008","All","18","England","Male","All","Main scheme application","55720","301630","0.185"
"2009","All","18","England","Male","All","Main scheme application","57790","299450","0.193"
"2010","All","18","England","Male","All","Main scheme application","58780","298880","0.197"
"2011","All","18","England","Male","All","Main scheme application","60410","301250","0.201"
"2012","All","18","England","Male","All","Main scheme application","57120","303490","0.188"
"2013","All","18","England","Male","All","Main scheme application","60760","296840","0.20500000000000002"
"2014","All","18","England","Male","All","Main scheme application","62260","294680","0.211"
"2015","All","18","England","Male","All","Main scheme application","64160","299110","0.214"
"2016","All","18","England","Male","All","Main scheme application","65250","292440","0.223"
"2017","All","18","England","Male","All","Main scheme application","65320","289650","0.226"
"2018","All","18","England","Male","All","Main scheme application","63940","282930","0.226"
"2019","All","18","England","Male","All","Main scheme application","63440","275010","0.231"
"2020","All","18","England","Male","All","Main scheme application","66470","274460","0.242"
"2021","All","18","England","Male","All","Main scheme application","76060","284510","0.267"
"2022","All","18","England","Male","All","Main scheme application","74800","293150","0.255"
"2023","All","18","England","Male","All","Main scheme application","70350","299530","0.23500000000000001"
"2006","Receiving FSM","All","England","Female","All","Not main scheme application","760","41040","0.018000000000000002"
"2006","Not receiving FSM","All","England","Female","All","Not main scheme application","6820","250770","0.027"
"2007","Receiving FSM","All","England","Female","All","Not main scheme application","860","39940","0.021"
"2007","Not receiving FSM","All","England","Female","All","Not main scheme application","7030","247450","0.028"
"2008","Receiving FSM","All","England","Female","All","Not main scheme application","970","38610","0.025"
"2008","Not receiving FSM","All","England","Female","All","Not main scheme application","8010","252690","0.032"
"2009","Receiving FSM","All","England","Female","All","Not main scheme application","1000","37480","0.027"
"2009","Not receiving FSM","All","England","Female","All","Not main scheme application","8410","253130","0.033"
"2010","Receiving FSM","All","England","Female","All","Not main scheme application","1010","36250","0.028"
"2010","Not receiving FSM","All","England","Female","All","Not main scheme application","8530","251960","0.034"
"2011","Receiving FSM","All","England","Female","All","Not main scheme application","1370","36700","0.037"
"2011","Not receiving FSM","All","England","Female","All","Not main scheme application","10830","251540","0.043000000000000003"
"2012","Receiving FSM","All","England","Female","All","Not main scheme application","1450","38950","0.037"
"2012","Not receiving FSM","All","England","Female","All","Not main scheme application","10220","249670","0.041"
"2013","Receiving FSM","All","England","Female","All","Not main scheme application","1550","39780","0.039"
"2013","Not receiving FSM","All","England","Female","All","Not main scheme application","10200","242950","0.042"
"2014","Receiving FSM","All","England","Female","All","Not main scheme application","1590","40410","0.039"
"2014","Not receiving FSM","All","England","Female","All","Not main scheme application","11180","239270","0.047"
"2015","Receiving FSM","All","England","Female","All","Not main scheme application","1900","42610","0.044"
"2015","Not receiving FSM","All","England","Female","All","Not main scheme application","11910","243100","0.049"
"2016","Receiving FSM","All","England","Female","All","Not main scheme application","1800","40300","0.045"
"2016","Not receiving FSM","All","England","Female","All","Not main scheme application","12630","238550","0.053"
"2017","Receiving FSM","All","England","Female","All","Not main scheme application","1660","38130","0.044"
"2017","Not receiving FSM","All","England","Female","All","Not main scheme application","13240","237470","0.056"
"2018","Receiving FSM","All","England","Female","All","Not main scheme application","1650","36150","0.046"
"2018","Not receiving FSM","All","England","Female","All","Not main scheme application","13770","233570","0.059000000000000004"
"2019","Receiving FSM","All","England","Female","All","Not main scheme application","1780","35200","0.051000000000000004"
"2019","Not receiving FSM","All","England","Female","All","Not main scheme application","15410","227560","0.068"
"2020","Receiving FSM","All","England","Female","All","Not main scheme application","1810","33440","0.054"
"2020","Not receiving FSM","All","England","Female","All","Not main scheme application","16930","227450","0.074"
"2021","Receiving FSM","All","England","Female","All","Not main scheme application","1680","38080","0.044"
"2021","Not receiving FSM","All","England","Female","All","Not main scheme application","12730","232450","0.055"
"2022","Receiving FSM","All","England","Female","All","Not main scheme application","2390","44380","0.054"
"2022","Not receiving FSM","All","England","Female","All","Not main scheme application","15890","234790","0.068"
"2023","Receiving FSM","All","England","Female","All","Not main scheme application","2790","54660","0.051000000000000004"
"2023","Not receiving FSM","All","England","Female","All","Not main scheme application","16360","243110","0.067"
"2006","Receiving FSM","All","England","Male","All","Not main scheme application","570","41820","0.014"
"2006","Not receiving FSM","All","England","Male","All","Not main scheme application","5410","257630","0.021"
"2007","Receiving FSM","All","England","Male","All","Not main scheme application","590","40220","0.015"
"2007","Not receiving FSM","All","England","Male","All","Not main scheme application","5740","255160","0.023"
"2008","Receiving FSM","All","England","Male","All","Not main scheme application","670","39560","0.017"
"2008","Not receiving FSM","All","England","Male","All","Not main scheme application","6360","262070","0.024"
"2009","Receiving FSM","All","England","Male","All","Not main scheme application","650","37950","0.017"
"2009","Not receiving FSM","All","England","Male","All","Not main scheme application","7000","261500","0.027"
"2010","Receiving FSM","All","England","Male","All","Not main scheme application","650","37230","0.017"
"2010","Not receiving FSM","All","England","Male","All","Not main scheme application","7080","261650","0.027"
"2011","Receiving FSM","All","England","Male","All","Not main scheme application","890","37710","0.023"
"2011","Not receiving FSM","All","England","Male","All","Not main scheme application","8560","263550","0.032"
"2012","Receiving FSM","All","England","Male","All","Not main scheme application","1040","41130","0.025"
"2012","Not receiving FSM","All","England","Male","All","Not main scheme application","8220","262360","0.031"
"2013","Receiving FSM","All","England","Male","All","Not main scheme application","920","42020","0.022"
"2013","Not receiving FSM","All","England","Male","All","Not main scheme application","7940","254820","0.031"
"2014","Receiving FSM","All","England","Male","All","Not main scheme application","1030","42140","0.024"
"2014","Not receiving FSM","All","England","Male","All","Not main scheme application","9010","252540","0.036000000000000004"
"2015","Receiving FSM","All","England","Male","All","Not main scheme application","1150","44940","0.026000000000000002"
"2015","Not receiving FSM","All","England","Male","All","Not main scheme application","9110","254180","0.036000000000000004"
"2016","Receiving FSM","All","England","Male","All","Not main scheme application","1180","42780","0.028"
"2016","Not receiving FSM","All","England","Male","All","Not main scheme application","9590","249660","0.038"
"2017","Receiving FSM","All","England","Male","All","Not main scheme application","1160","40770","0.028"
"2017","Not receiving FSM","All","England","Male","All","Not main scheme application","10330","248880","0.042"
"2018","Receiving FSM","All","England","Male","All","Not main scheme application","1130","38590","0.029"
"2018","Not receiving FSM","All","England","Male","All","Not main scheme application","10540","244340","0.043000000000000003"
"2019","Receiving FSM","All","England","Male","All","Not main scheme application","1240","36730","0.034"
"2019","Not receiving FSM","All","England","Male","All","Not main scheme application","12480","238280","0.052000000000000005"
"2020","Receiving FSM","All","England","Male","All","Not main scheme application","1280","35510","0.036000000000000004"
"2020","Not receiving FSM","All","England","Male","All","Not main scheme application","14500","238950","0.061"
"2021","Receiving FSM","All","England","Male","All","Not main scheme application","1230","40760","0.03"
"2021","Not receiving FSM","All","England","Male","All","Not main scheme application","10570","243760","0.043000000000000003"
"2022","Receiving FSM","All","England","Male","All","Not main scheme application","1560","46850","0.033"
"2022","Not receiving FSM","All","England","Male","All","Not main scheme application","12310","246310","0.05"
"2023","Receiving FSM","All","England","Male","All","Not main scheme application","2070","56890","0.036000000000000004"
"2023","Not receiving FSM","All","England","Male","All","Not main scheme application","13430","242630","0.055"
"2006","Receiving FSM","All","England","Female","All","Main scheme application","3780","41040","0.092"
"2006","Not receiving FSM","All","England","Female","All","Main scheme application","63460","250770","0.253"
"2007","Receiving FSM","All","England","Female","All","Main scheme application","3910","39940","0.098"
"2007","Not receiving FSM","All","England","Female","All","Main scheme application","63840","247450","0.258"
"2008","Receiving FSM","All","England","Female","All","Main scheme application","4110","38610","0.106"
"2008","Not receiving FSM","All","England","Female","All","Main scheme application","69130","252690","0.274"
"2009","Receiving FSM","All","England","Female","All","Main scheme application","4330","37480","0.115"
"2009","Not receiving FSM","All","England","Female","All","Main scheme application","70490","253130","0.278"
"2010","Receiving FSM","All","England","Female","All","Main scheme application","4050","36250","0.112"
"2010","Not receiving FSM","All","England","Female","All","Main scheme application","69950","251960","0.278"
"2011","Receiving FSM","All","England","Female","All","Main scheme application","4380","36700","0.11900000000000001"
"2011","Not receiving FSM","All","England","Female","All","Main scheme application","70800","251540","0.281"
"2012","Receiving FSM","All","England","Female","All","Main scheme application","4560","38950","0.117"
"2012","Not receiving FSM","All","England","Female","All","Main scheme application","68600","249670","0.275"
"2013","Receiving FSM","All","England","Female","All","Main scheme application","5060","39780","0.127"
"2013","Not receiving FSM","All","England","Female","All","Main scheme application","71680","242950","0.295"
"2014","Receiving FSM","All","England","Female","All","Main scheme application","5740","40410","0.14200000000000002"
"2014","Not receiving FSM","All","England","Female","All","Main scheme application","73050","239270","0.305"
"2015","Receiving FSM","All","England","Female","All","Main scheme application","6570","42610","0.154"
"2015","Not receiving FSM","All","England","Female","All","Main scheme application","77550","243100","0.319"
"2016","Receiving FSM","All","England","Female","All","Main scheme application","6330","40300","0.157"
"2016","Not receiving FSM","All","England","Female","All","Main scheme application","78770","238550","0.33"
"2017","Receiving FSM","All","England","Female","All","Main scheme application","6200","38130","0.163"
"2017","Not receiving FSM","All","England","Female","All","Main scheme application","79830","237470","0.336"
"2018","Receiving FSM","All","England","Female","All","Main scheme application","5940","36150","0.164"
"2018","Not receiving FSM","All","England","Female","All","Main scheme application","79010","233570","0.338"
"2019","Receiving FSM","All","England","Female","All","Main scheme application","6420","35200","0.182"
"2019","Not receiving FSM","All","England","Female","All","Main scheme application","78580","227560","0.34500000000000003"
"2020","Receiving FSM","All","England","Female","All","Main scheme application","6730","33440","0.201"
"2020","Not receiving FSM","All","England","Female","All","Main scheme application","84350","227450","0.371"
"2021","Receiving FSM","All","England","Female","All","Main scheme application","8160","38080","0.214"
"2021","Not receiving FSM","All","England","Female","All","Main scheme application","94090","232450","0.405"
"2022","Receiving FSM","All","England","Female","All","Main scheme application","9060","44380","0.20400000000000001"
"2022","Not receiving FSM","All","England","Female","All","Main scheme application","90080","234790","0.384"
"2023","Receiving FSM","All","England","Female","All","Main scheme application","9640","54660","0.176"
"2023","Not receiving FSM","All","England","Female","All","Main scheme application","83300","243110","0.343"
"2006","Receiving FSM","All","England","Male","All","Main scheme application","2530","41820","0.061"
"2006","Not receiving FSM","All","England","Male","All","Main scheme application","50680","257630","0.197"
"2007","Receiving FSM","All","England","Male","All","Main scheme application","2570","40220","0.064"
"2007","Not receiving FSM","All","England","Male","All","Main scheme application","50370","255160","0.197"
"2008","Receiving FSM","All","England","Male","All","Main scheme application","2880","39560","0.073"
"2008","Not receiving FSM","All","England","Male","All","Main scheme application","52840","262070","0.202"
"2009","Receiving FSM","All","England","Male","All","Main scheme application","2870","37950","0.076"
"2009","Not receiving FSM","All","England","Male","All","Main scheme application","54920","261500","0.21"
"2010","Receiving FSM","All","England","Male","All","Main scheme application","2920","37230","0.078"
"2010","Not receiving FSM","All","England","Male","All","Main scheme application","55860","261650","0.214"
"2011","Receiving FSM","All","England","Male","All","Main scheme application","3160","37710","0.084"
"2011","Not receiving FSM","All","England","Male","All","Main scheme application","57250","263550","0.217"
"2012","Receiving FSM","All","England","Male","All","Main scheme application","3340","41130","0.081"
"2012","Not receiving FSM","All","England","Male","All","Main scheme application","53780","262360","0.20500000000000002"
"2013","Receiving FSM","All","England","Male","All","Main scheme application","3820","42020","0.091"
"2013","Not receiving FSM","All","England","Male","All","Main scheme application","56940","254820","0.223"
"2014","Receiving FSM","All","England","Male","All","Main scheme application","4150","42140","0.098"
"2014","Not receiving FSM","All","England","Male","All","Main scheme application","58110","252540","0.23"
"2015","Receiving FSM","All","England","Male","All","Main scheme application","4690","44940","0.10400000000000001"
"2015","Not receiving FSM","All","England","Male","All","Main scheme application","59460","254180","0.234"
"2016","Receiving FSM","All","England","Male","All","Main scheme application","4480","42780","0.105"
"2016","Not receiving FSM","All","England","Male","All","Main scheme application","60780","249660","0.243"
"2017","Receiving FSM","All","England","Male","All","Main scheme application","4330","40770","0.106"
"2017","Not receiving FSM","All","England","Male","All","Main scheme application","60990","248880","0.245"
"2018","Receiving FSM","All","England","Male","All","Main scheme application","4170","38590","0.108"
"2018","Not receiving FSM","All","England","Male","All","Main scheme application","59770","244340","0.245"
"2019","Receiving FSM","All","England","Male","All","Main scheme application","4160","36730","0.113"
"2019","Not receiving FSM","All","England","Male","All","Main scheme application","59270","238280","0.249"
"2020","Receiving FSM","All","England","Male","All","Main scheme application","4190","35510","0.11800000000000001"
"2020","Not receiving FSM","All","England","Male","All","Main scheme application","62280","238950","0.261"
"2021","Receiving FSM","All","England","Male","All","Main scheme application","5390","40760","0.132"
"2021","Not receiving FSM","All","England","Male","All","Main scheme application","70670","243760","0.29"
"2022","Receiving FSM","All","England","Male","All","Main scheme application","5980","46850","0.128"
"2022","Not receiving FSM","All","England","Male","All","Main scheme application","68820","246310","0.279"
"2023","Receiving FSM","All","England","Male","All","Main scheme application","6810","56890","0.12"
"2023","Not receiving FSM","All","England","Male","All","Main scheme application","63540","242630","0.262"
"2006","All","All","England","Female","All","Not main scheme application","7570","291810","0.026000000000000002"
"2007","All","All","England","Female","All","Not main scheme application","7890","287390","0.027"
"2008","All","All","England","Female","All","Not main scheme application","8970","291300","0.031"
"2009","All","All","England","Female","All","Not main scheme application","9410","290610","0.032"
"2010","All","All","England","Female","All","Not main scheme application","9540","288210","0.033"
"2011","All","All","England","Female","All","Not main scheme application","12200","288240","0.042"
"2012","All","All","England","Female","All","Not main scheme application","11670","288620","0.04"
"2013","All","All","England","Female","All","Not main scheme application","11750","282730","0.042"
"2014","All","All","England","Female","All","Not main scheme application","12770","279680","0.046"
"2015","All","All","England","Female","All","Not main scheme application","13810","285710","0.048"
"2016","All","All","England","Female","All","Not main scheme application","14430","278850","0.052000000000000005"
"2017","All","All","England","Female","All","Not main scheme application","14900","275600","0.054"
"2018","All","All","England","Female","All","Not main scheme application","15420","269720","0.057"
"2019","All","All","England","Female","All","Not main scheme application","17190","262760","0.065"
"2020","All","All","England","Female","All","Not main scheme application","18740","260880","0.07200000000000001"
"2021","All","All","England","Female","All","Not main scheme application","14410","270520","0.053"
"2022","All","All","England","Female","All","Not main scheme application","18280","279170","0.065"
"2023","All","All","England","Female","All","Not main scheme application","19150","297770","0.064"
"2006","All","All","England","Male","All","Not main scheme application","5980","299450","0.02"
"2007","All","All","England","Male","All","Not main scheme application","6340","295380","0.021"
"2008","All","All","England","Male","All","Not main scheme application","7020","301630","0.023"
"2009","All","All","England","Male","All","Not main scheme application","7660","299450","0.026000000000000002"
"2010","All","All","England","Male","All","Not main scheme application","7730","298880","0.026000000000000002"
"2011","All","All","England","Male","All","Not main scheme application","9440","301250","0.031"
"2012","All","All","England","Male","All","Not main scheme application","9270","303490","0.031"
"2013","All","All","England","Male","All","Not main scheme application","8860","296840","0.03"
"2014","All","All","England","Male","All","Not main scheme application","10040","294680","0.034"
"2015","All","All","England","Male","All","Not main scheme application","10260","299110","0.034"
"2016","All","All","England","Male","All","Not main scheme application","10770","292440","0.037"
"2017","All","All","England","Male","All","Not main scheme application","11490","289650","0.04"
"2018","All","All","England","Male","All","Not main scheme application","11670","282930","0.041"
"2019","All","All","England","Male","All","Not main scheme application","13720","275010","0.05"
"2020","All","All","England","Male","All","Not main scheme application","15780","274460","0.057"
"2021","All","All","England","Male","All","Not main scheme application","11810","284510","0.041"
"2022","All","All","England","Male","All","Not main scheme application","13870","293150","0.047"
"2023","All","All","England","Male","All","Not main scheme application","15500","299530","0.052000000000000005"
"2006","All","All","England","Female","All","Main scheme application","67240","291810","0.23"
"2007","All","All","England","Female","All","Main scheme application","67750","287390","0.23600000000000002"
"2008","All","All","England","Female","All","Main scheme application","73230","291300","0.251"
"2009","All","All","England","Female","All","Main scheme application","74810","290610","0.257"
"2010","All","All","England","Female","All","Main scheme application","74000","288210","0.257"
"2011","All","All","England","Female","All","Main scheme application","75170","288240","0.261"
"2012","All","All","England","Female","All","Main scheme application","73160","288620","0.253"
"2013","All","All","England","Female","All","Main scheme application","76740","282730","0.271"
"2014","All","All","England","Female","All","Main scheme application","78790","279680","0.28200000000000003"
"2015","All","All","England","Female","All","Main scheme application","84110","285710","0.294"
"2016","All","All","England","Female","All","Main scheme application","85090","278850","0.305"
"2017","All","All","England","Female","All","Main scheme application","86030","275600","0.312"
"2018","All","All","England","Female","All","Main scheme application","84950","269720","0.315"
"2019","All","All","England","Female","All","Main scheme application","85000","262760","0.323"
"2020","All","All","England","Female","All","Main scheme application","91080","260880","0.34900000000000003"
"2021","All","All","England","Female","All","Main scheme application","102250","270520","0.378"
"2022","All","All","England","Female","All","Main scheme application","99140","279170","0.355"
"2023","All","All","England","Female","All","Main scheme application","92940","297770","0.312"
"2006","All","All","England","Male","All","Main scheme application","53220","299450","0.178"
"2007","All","All","England","Male","All","Main scheme application","52940","295380","0.179"
"2008","All","All","England","Male","All","Main scheme application","55720","301630","0.185"
"2009","All","All","England","Male","All","Main scheme application","57790","299450","0.193"
"2010","All","All","England","Male","All","Main scheme application","58780","298880","0.197"
"2011","All","All","England","Male","All","Main scheme application","60410","301250","0.201"
"2012","All","All","England","Male","All","Main scheme application","57120","303490","0.188"
"2013","All","All","England","Male","All","Main scheme application","60760","296840","0.20500000000000002"
"2014","All","All","England","Male","All","Main scheme application","62260","294680","0.211"
"2015","All","All","England","Male","All","Main scheme application","64160","299110","0.214"
"2016","All","All","England","Male","All","Main scheme application","65250","292440","0.223"
"2017","All","All","England","Male","All","Main scheme application","65320","289650","0.226"
"2018","All","All","England","Male","All","Main scheme application","63940","282930","0.226"
"2019","All","All","England","Male","All","Main scheme application","63440","275010","0.231"
"2020","All","All","England","Male","All","Main scheme application","66470","274460","0.242"
"2021","All","All","England","Male","All","Main scheme application","76060","284510","0.267"
"2022","All","All","England","Male","All","Main scheme application","74800","293150","0.255"
"2023","All","All","England","Male","All","Main scheme application","70350","299530","0.23500000000000001"
"2006","Receiving FSM","18","All","Female","All","Not main scheme application","760","41040","0.018000000000000002"
"2006","Not receiving FSM","18","All","Female","All","Not main scheme application","6820","250770","0.027"
"2007","Receiving FSM","18","All","Female","All","Not main scheme application","860","39940","0.021"
"2007","Not receiving FSM","18","All","Female","All","Not main scheme application","7030","247450","0.028"
"2008","Receiving FSM","18","All","Female","All","Not main scheme application","970","38610","0.025"
"2008","Not receiving FSM","18","All","Female","All","Not main scheme application","8010","252690","0.032"
"2009","Receiving FSM","18","All","Female","All","Not main scheme application","1000","37480","0.027"
"2009","Not receiving FSM","18","All","Female","All","Not main scheme application","8410","253130","0.033"
"2010","Receiving FSM","18","All","Female","All","Not main scheme application","1010","36250","0.028"
"2010","Not receiving FSM","18","All","Female","All","Not main scheme application","8530","251960","0.034"
"2011","Receiving FSM","18","All","Female","All","Not main scheme application","1370","36700","0.037"
"2011","Not receiving FSM","18","All","Female","All","Not main scheme application","10830","251540","0.043000000000000003"
"2012","Receiving FSM","18","All","Female","All","Not main scheme application","1450","38950","0.037"
"2012","Not receiving FSM","18","All","Female","All","Not main scheme application","10220","249670","0.041"
"2013","Receiving FSM","18","All","Female","All","Not main scheme application","1550","39780","0.039"
"2013","Not receiving FSM","18","All","Female","All","Not main scheme application","10200","242950","0.042"
"2014","Receiving FSM","18","All","Female","All","Not main scheme application","1590","40410","0.039"
"2014","Not receiving FSM","18","All","Female","All","Not main scheme application","11180","239270","0.047"
"2015","Receiving FSM","18","All","Female","All","Not main scheme application","1900","42610","0.044"
"2015","Not receiving FSM","18","All","Female","All","Not main scheme application","11910","243100","0.049"
"2016","Receiving FSM","18","All","Female","All","Not main scheme application","1800","40300","0.045"
"2016","Not receiving FSM","18","All","Female","All","Not main scheme application","12630","238550","0.053"
"2017","Receiving FSM","18","All","Female","All","Not main scheme application","1660","38130","0.044"
"2017","Not receiving FSM","18","All","Female","All","Not main scheme application","13240","237470","0.056"
"2018","Receiving FSM","18","All","Female","All","Not main scheme application","1650","36150","0.046"
"2018","Not receiving FSM","18","All","Female","All","Not main scheme application","13770","233570","0.059000000000000004"
"2019","Receiving FSM","18","All","Female","All","Not main scheme application","1780","35200","0.051000000000000004"
"2019","Not receiving FSM","18","All","Female","All","Not main scheme application","15410","227560","0.068"
"2020","Receiving FSM","18","All","Female","All","Not main scheme application","1810","33440","0.054"
"2020","Not receiving FSM","18","All","Female","All","Not main scheme application","16930","227450","0.074"
"2021","Receiving FSM","18","All","Female","All","Not main scheme application","1680","38080","0.044"
"2021","Not receiving FSM","18","All","Female","All","Not main scheme application","12730","232450","0.055"
