"Year","Provider country","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate"
"2022","Scotland","All","Northern Ireland","Female","All","Not main scheme application","5","0"," "
"2019","England","All","England","Female","All","Not main scheme application","15","15","1"
"2020","England","All","England","Female","All","Not main scheme application","25","25","0.923"
"2021","England","All","England","Female","All","Not main scheme application","15","15","0.929"
"2022","England","All","England","Female","All","Not main scheme application","10","10","0.909"
"2023","England","All","England","Female","All","Not main scheme application","20","20","1"
"2021","Scotland","All","England","Female","All","Not main scheme application","5","0"," "
"2022","Wales","All","England","Female","All","Not main scheme application","5","0"," "
"2023","Wales","All","England","Female","All","Not main scheme application","5","5"," "
"2019","Scotland","All","Scotland","Female","All","Not main scheme application","205","115","0.5670000000000001"
"2020","Scotland","All","Scotland","Female","All","Not main scheme application","230","105","0.46900000000000003"
"2021","Scotland","All","Scotland","Female","All","Not main scheme application","220","95","0.429"
"2022","Scotland","All","Scotland","Female","All","Not main scheme application","175","110","0.61"
"2023","Scotland","All","Scotland","Female","All","Not main scheme application","150","110","0.715"
"2022","Wales","All","Wales","Female","All","Not main scheme application","85","70","0.805"
"2023","Wales","All","Wales","Female","All","Not main scheme application","90","75","0.811"
"2022","Scotland","All","Not EU","Female","All","Not main scheme application","5","0"," "
"2022","Wales","All","Not EU","Female","All","Not main scheme application","5","0"," "
"2019","Scotland","All","EU (excluding UK)","Female","All","Not main scheme application","5","0"," "
"2020","Scotland","All","EU (excluding UK)","Female","All","Not main scheme application","15","5"," "
"2021","Scotland","All","EU (excluding UK)","Female","All","Not main scheme application","5","0"," "
"2022","Scotland","All","EU (excluding UK)","Female","All","Not main scheme application","5","0"," "
"2019","England","All","England","Male","All","Not main scheme application","5","5"," "
"2020","England","All","England","Male","All","Not main scheme application","10","10"," "
"2021","England","All","England","Male","All","Not main scheme application","5","5"," "
"2022","England","All","England","Male","All","Not main scheme application","5","5"," "
"2023","England","All","England","Male","All","Not main scheme application","10","10","1"
"2020","Scotland","All","England","Male","All","Not main scheme application","5","5"," "
"2022","Wales","All","England","Male","All","Not main scheme application","5","5"," "
"2023","Wales","All","England","Male","All","Not main scheme application","10","10"," "
"2019","Scotland","All","Scotland","Male","All","Not main scheme application","65","35","0.587"
"2020","Scotland","All","Scotland","Male","All","Not main scheme application","130","75","0.578"
"2021","Scotland","All","Scotland","Male","All","Not main scheme application","90","35","0.41100000000000003"
"2022","Scotland","All","Scotland","Male","All","Not main scheme application","80","45","0.582"
"2023","Scotland","All","Scotland","Male","All","Not main scheme application","70","45","0.657"
"2022","Wales","All","Wales","Male","All","Not main scheme application","45","40","0.851"
"2023","Wales","All","Wales","Male","All","Not main scheme application","60","50","0.864"
"2020","Scotland","All","Not EU","Male","All","Not main scheme application","5","0"," "
"2021","Scotland","All","Not EU","Male","All","Not main scheme application","5","0"," "
"2022","Wales","All","Not EU","Male","All","Not main scheme application","5","0"," "
"2019","Scotland","All","Northern Ireland","Female","All","Main scheme application","65","20","0.273"
"2020","Scotland","All","Northern Ireland","Female","All","Main scheme application","50","15","0.255"
"2021","Scotland","All","Northern Ireland","Female","All","Main scheme application","65","20","0.323"
"2022","Scotland","All","Northern Ireland","Female","All","Main scheme application","45","15","0.326"
"2023","Scotland","All","Northern Ireland","Female","All","Main scheme application","35","5"," "
"2022","Wales","All","Northern Ireland","Female","All","Main scheme application","10","5"," "
"2023","Wales","All","Northern Ireland","Female","All","Main scheme application","15","0"," "
"2019","England","All","England","Female","All","Main scheme application","35","15","0.41200000000000003"
"2020","England","All","England","Female","All","Main scheme application","40","15","0.381"
"2021","England","All","England","Female","All","Main scheme application","30","20","0.613"
"2022","England","All","England","Female","All","Main scheme application","15","5"," "
"2023","England","All","England","Female","All","Main scheme application","20","10","0.667"
"2019","Scotland","All","England","Female","All","Main scheme application","65","20","0.338"
"2020","Scotland","All","England","Female","All","Main scheme application","50","25","0.462"
"2021","Scotland","All","England","Female","All","Main scheme application","105","30","0.276"
"2022","Scotland","All","England","Female","All","Main scheme application","65","15","0.23900000000000002"
"2023","Scotland","All","England","Female","All","Main scheme application","40","10"," "
"2022","Wales","All","England","Female","All","Main scheme application","75","40","0.527"
"2023","Wales","All","England","Female","All","Main scheme application","70","30","0.457"
"2019","Scotland","All","Scotland","Female","All","Main scheme application","3285","1645","0.5"
"2020","Scotland","All","Scotland","Female","All","Main scheme application","3460","1795","0.519"
"2021","Scotland","All","Scotland","Female","All","Main scheme application","4120","1730","0.42"
"2022","Scotland","All","Scotland","Female","All","Main scheme application","2830","1505","0.531"
"2023","Scotland","All","Scotland","Female","All","Main scheme application","2310","1280","0.555"
"2022","Wales","All","Scotland","Female","All","Main scheme application","5","0"," "
"2023","Wales","All","Scotland","Female","All","Main scheme application","10","0"," "
"2020","England","All","Wales","Female","All","Main scheme application","5","0"," "
"2019","Scotland","All","Wales","Female","All","Main scheme application","5","0"," "
"2020","Scotland","All","Wales","Female","All","Main scheme application","5","0"," "
"2021","Scotland","All","Wales","Female","All","Main scheme application","5","0"," "
"2022","Scotland","All","Wales","Female","All","Main scheme application","10","0"," "
"2023","Scotland","All","Wales","Female","All","Main scheme application","10","0"," "
"2022","Wales","All","Wales","Female","All","Main scheme application","805","550","0.682"
"2023","Wales","All","Wales","Female","All","Main scheme application","710","480","0.675"
"2019","Scotland","All","Not EU","Female","All","Main scheme application","50","15","0.354"
"2020","Scotland","All","Not EU","Female","All","Main scheme application","55","15","0.28300000000000003"
"2021","Scotland","All","Not EU","Female","All","Main scheme application","55","10","0.20400000000000001"
"2022","Scotland","All","Not EU","Female","All","Main scheme application","55","10","0.218"
"2023","Scotland","All","Not EU","Female","All","Main scheme application","60","10","0.177"
"2022","Wales","All","Not EU","Female","All","Main scheme application","20","5"," "
"2023","Wales","All","Not EU","Female","All","Main scheme application","20","5"," "
"2019","Scotland","All","EU (excluding UK)","Female","All","Main scheme application","170","65","0.371"
"2020","Scotland","All","EU (excluding UK)","Female","All","Main scheme application","205","80","0.392"
"2021","Scotland","All","EU (excluding UK)","Female","All","Main scheme application","145","30","0.21"
"2022","Scotland","All","EU (excluding UK)","Female","All","Main scheme application","80","15","0.215"
"2023","Scotland","All","EU (excluding UK)","Female","All","Main scheme application","60","20","0.305"
"2022","Wales","All","EU (excluding UK)","Female","All","Main scheme application","25","5"," "
"2023","Wales","All","EU (excluding UK)","Female","All","Main scheme application","15","5"," "
"2019","Scotland","All","Northern Ireland","Male","All","Main scheme application","25","5"," "
"2020","Scotland","All","Northern Ireland","Male","All","Main scheme application","20","0"," "
"2021","Scotland","All","Northern Ireland","Male","All","Main scheme application","30","10"," "
"2022","Scotland","All","Northern Ireland","Male","All","Main scheme application","25","5"," "
"2023","Scotland","All","Northern Ireland","Male","All","Main scheme application","10","0"," "
"2022","Wales","All","Northern Ireland","Male","All","Main scheme application","10","0"," "
"2023","Wales","All","Northern Ireland","Male","All","Main scheme application","5","0"," "
"2019","England","All","England","Male","All","Main scheme application","10","5"," "
"2020","England","All","England","Male","All","Main scheme application","5","0"," "
"2021","England","All","England","Male","All","Main scheme application","10","5"," "
"2022","England","All","England","Male","All","Main scheme application","5","0"," "
"2023","England","All","England","Male","All","Main scheme application","10","5"," "
"2019","Scotland","All","England","Male","All","Main scheme application","35","10"," "
"2020","Scotland","All","England","Male","All","Main scheme application","35","20","0.514"
"2021","Scotland","All","England","Male","All","Main scheme application","40","10"," "
"2022","Scotland","All","England","Male","All","Main scheme application","30","10"," "
"2023","Scotland","All","England","Male","All","Main scheme application","25","5"," "
"2022","Wales","All","England","Male","All","Main scheme application","40","15","0.368"
"2023","Wales","All","England","Male","All","Main scheme application","35","15","0.429"
"2019","Scotland","All","Scotland","Male","All","Main scheme application","1330","590","0.443"
"2020","Scotland","All","Scotland","Male","All","Main scheme application","1355","600","0.445"
"2021","Scotland","All","Scotland","Male","All","Main scheme application","1635","605","0.37"
"2022","Scotland","All","Scotland","Male","All","Main scheme application","1215","525","0.432"
"2023","Scotland","All","Scotland","Male","All","Main scheme application","935","450","0.482"
"2022","Wales","All","Scotland","Male","All","Main scheme application","5","0"," "
"2023","Wales","All","Scotland","Male","All","Main scheme application","10","0"," "
"2019","Scotland","All","Wales","Male","All","Main scheme application","5","0"," "
"2020","Scotland","All","Wales","Male","All","Main scheme application","5","0"," "
"2022","Scotland","All","Wales","Male","All","Main scheme application","5","0"," "
"2023","Scotland","All","Wales","Male","All","Main scheme application","5","0"," "
"2022","Wales","All","Wales","Male","All","Main scheme application","310","205","0.659"
"2023","Wales","All","Wales","Male","All","Main scheme application","285","195","0.68"
"2019","Scotland","All","Not EU","Male","All","Main scheme application","15","5"," "
"2020","Scotland","All","Not EU","Male","All","Main scheme application","20","5"," "
"2021","Scotland","All","Not EU","Male","All","Main scheme application","20","5"," "
"2022","Scotland","All","Not EU","Male","All","Main scheme application","40","10"," "
"2023","Scotland","All","Not EU","Male","All","Main scheme application","25","10"," "
"2022","Wales","All","Not EU","Male","All","Main scheme application","20","5"," "
"2023","Wales","All","Not EU","Male","All","Main scheme application","15","0"," "
"2019","Scotland","All","EU (excluding UK)","Male","All","Main scheme application","65","20","0.317"
"2020","Scotland","All","EU (excluding UK)","Male","All","Main scheme application","65","25","0.4"
"2021","Scotland","All","EU (excluding UK)","Male","All","Main scheme application","40","10"," "
"2022","Scotland","All","EU (excluding UK)","Male","All","Main scheme application","25","5"," "
"2023","Scotland","All","EU (excluding UK)","Male","All","Main scheme application","20","0"," "
"2022","Wales","All","EU (excluding UK)","Male","All","Main scheme application","10","5"," "
"2023","Wales","All","EU (excluding UK)","Male","All","Main scheme application","5","0"," "
"2022","All","All","Northern Ireland","Female","All","Not main scheme application","5","0"," "
"2019","All","All","England","Female","All","Not main scheme application","15","15","0.882"
"2020","All","All","England","Female","All","Not main scheme application","25","25","0.926"
"2021","All","All","England","Female","All","Not main scheme application","20","15","0.778"
"2022","All","All","England","Female","All","Not main scheme application","20","10","0.667"
"2023","All","All","England","Female","All","Not main scheme application","25","25","1"
"2019","All","All","Scotland","Female","All","Not main scheme application","205","115","0.5670000000000001"
"2020","All","All","Scotland","Female","All","Not main scheme application","230","105","0.46900000000000003"
"2021","All","All","Scotland","Female","All","Not main scheme application","220","95","0.429"
"2022","All","All","Scotland","Female","All","Not main scheme application","175","110","0.61"
"2023","All","All","Scotland","Female","All","Not main scheme application","150","110","0.711"
"2022","All","All","Wales","Female","All","Not main scheme application","85","70","0.805"
"2023","All","All","Wales","Female","All","Not main scheme application","90","75","0.811"
"2022","All","All","Not EU","Female","All","Not main scheme application","5","0"," "
"2023","All","All","Not EU","Female","All","Not main scheme application","5","0"," "
"2019","All","All","EU (excluding UK)","Female","All","Not main scheme application","5","0"," "
"2020","All","All","EU (excluding UK)","Female","All","Not main scheme application","15","5"," "
"2021","All","All","EU (excluding UK)","Female","All","Not main scheme application","5","0"," "
"2022","All","All","EU (excluding UK)","Female","All","Not main scheme application","5","0"," "
"2019","All","All","England","Male","All","Not main scheme application","5","5"," "
"2020","All","All","England","Male","All","Not main scheme application","15","10","0.857"
"2021","All","All","England","Male","All","Not main scheme application","5","5"," "
"2022","All","All","England","Male","All","Not main scheme application","10","10","0.833"
"2023","All","All","England","Male","All","Not main scheme application","20","20","0.9470000000000001"
"2019","All","All","Scotland","Male","All","Not main scheme application","65","35","0.587"
"2020","All","All","Scotland","Male","All","Not main scheme application","130","75","0.578"
"2021","All","All","Scotland","Male","All","Not main scheme application","90","35","0.41100000000000003"
"2022","All","All","Scotland","Male","All","Not main scheme application","80","45","0.582"
"2023","All","All","Scotland","Male","All","Not main scheme application","70","45","0.662"
"2022","All","All","Wales","Male","All","Not main scheme application","45","40","0.851"
"2023","All","All","Wales","Male","All","Not main scheme application","60","50","0.864"
"2020","All","All","Not EU","Male","All","Not main scheme application","5","0"," "
"2021","All","All","Not EU","Male","All","Not main scheme application","5","0"," "
"2022","All","All","Not EU","Male","All","Not main scheme application","5","0"," "
"2019","All","All","Northern Ireland","Female","All","Main scheme application","65","20","0.273"
"2020","All","All","Northern Ireland","Female","All","Main scheme application","50","15","0.255"
"2021","All","All","Northern Ireland","Female","All","Main scheme application","65","20","0.323"
"2022","All","All","Northern Ireland","Female","All","Main scheme application","45","15","0.386"
"2023","All","All","Northern Ireland","Female","All","Main scheme application","35","5"," "
"2019","All","All","England","Female","All","Main scheme application","100","35","0.364"
"2020","All","All","England","Female","All","Main scheme application","95","40","0.426"
"2021","All","All","England","Female","All","Main scheme application","135","50","0.353"
"2022","All","All","England","Female","All","Main scheme application","155","60","0.397"
"2023","All","All","England","Female","All","Main scheme application","125","55","0.421"
"2019","All","All","Scotland","Female","All","Main scheme application","3285","1645","0.5"
"2020","All","All","Scotland","Female","All","Main scheme application","3460","1795","0.519"
"2021","All","All","Scotland","Female","All","Main scheme application","4120","1730","0.42"
"2022","All","All","Scotland","Female","All","Main scheme application","2830","1505","0.532"
"2023","All","All","Scotland","Female","All","Main scheme application","2310","1280","0.555"
"2019","All","All","Wales","Female","All","Main scheme application","5","0"," "
"2020","All","All","Wales","Female","All","Main scheme application","10","0"," "
"2021","All","All","Wales","Female","All","Main scheme application","5","0"," "
"2022","All","All","Wales","Female","All","Main scheme application","810","550","0.682"
"2023","All","All","Wales","Female","All","Main scheme application","715","480","0.674"
"2019","All","All","Not EU","Female","All","Main scheme application","50","15","0.34700000000000003"
"2020","All","All","Not EU","Female","All","Main scheme application","55","15","0.28300000000000003"
"2021","All","All","Not EU","Female","All","Main scheme application","55","10","0.2"
"2022","All","All","Not EU","Female","All","Main scheme application","65","15","0.242"
"2023","All","All","Not EU","Female","All","Main scheme application","75","15","0.20500000000000002"
"2019","All","All","EU (excluding UK)","Female","All","Main scheme application","170","65","0.371"
"2020","All","All","EU (excluding UK)","Female","All","Main scheme application","205","80","0.392"
"2021","All","All","EU (excluding UK)","Female","All","Main scheme application","145","30","0.21"
"2022","All","All","EU (excluding UK)","Female","All","Main scheme application","85","20","0.253"
"2023","All","All","EU (excluding UK)","Female","All","Main scheme application","65","25","0.375"
"2019","All","All","Northern Ireland","Male","All","Main scheme application","25","5"," "
"2020","All","All","Northern Ireland","Male","All","Main scheme application","20","0"," "
"2021","All","All","Northern Ireland","Male","All","Main scheme application","30","10"," "
"2022","All","All","Northern Ireland","Male","All","Main scheme application","25","10"," "
"2023","All","All","Northern Ireland","Male","All","Main scheme application","10","0"," "
"2019","All","All","England","Male","All","Main scheme application","40","15","0.333"
"2020","All","All","England","Male","All","Main scheme application","45","20","0.488"
"2021","All","All","England","Male","All","Main scheme application","50","15","0.28"
"2022","All","All","England","Male","All","Main scheme application","70","25","0.362"
"2023","All","All","England","Male","All","Main scheme application","65","25","0.385"
"2019","All","All","Scotland","Male","All","Main scheme application","1330","590","0.443"
"2020","All","All","Scotland","Male","All","Main scheme application","1355","600","0.445"
"2021","All","All","Scotland","Male","All","Main scheme application","1635","605","0.37"
"2022","All","All","Scotland","Male","All","Main scheme application","1215","525","0.433"
"2023","All","All","Scotland","Male","All","Main scheme application","935","450","0.483"
"2019","All","All","Wales","Male","All","Main scheme application","5","0"," "
"2020","All","All","Wales","Male","All","Main scheme application","5","0"," "
"2022","All","All","Wales","Male","All","Main scheme application","310","205","0.66"
"2023","All","All","Wales","Male","All","Main scheme application","285","195","0.678"
"2019","All","All","Not EU","Male","All","Main scheme application","15","5"," "
"2020","All","All","Not EU","Male","All","Main scheme application","20","5"," "
"2021","All","All","Not EU","Male","All","Main scheme application","20","5"," "
"2022","All","All","Not EU","Male","All","Main scheme application","50","15","0.269"
"2023","All","All","Not EU","Male","All","Main scheme application","40","10","0.289"
"2019","All","All","EU (excluding UK)","Male","All","Main scheme application","65","20","0.317"
"2020","All","All","EU (excluding UK)","Male","All","Main scheme application","65","25","0.4"
"2021","All","All","EU (excluding UK)","Male","All","Main scheme application","40","10"," "
"2022","All","All","EU (excluding UK)","Male","All","Main scheme application","25","5"," "
"2023","All","All","EU (excluding UK)","Male","All","Main scheme application","20","0"," "
"2021","Scotland","18","All","Female","All","Not main scheme application","5","0"," "
"2019","England","21 - 24","All","Female","All","Not main scheme application","5","5"," "
"2020","England","21 - 24","All","Female","All","Not main scheme application","5","5"," "
"2022","England","21 - 24","All","Female","All","Not main scheme application","5","5"," "
"2019","Scotland","21 - 24","All","Female","All","Not main scheme application","75","40","0.532"
"2020","Scotland","21 - 24","All","Female","All","Not main scheme application","85","25","0.306"
"2021","Scotland","21 - 24","All","Female","All","Not main scheme application","105","40","0.4"
"2022","Scotland","21 - 24","All","Female","All","Not main scheme application","70","40","0.5630000000000001"
"2023","Scotland","21 - 24","All","Female","All","Not main scheme application","60","40","0.655"
"2022","Wales","21 - 24","All","Female","All","Not main scheme application","45","35","0.778"
"2023","Wales","21 - 24","All","Female","All","Not main scheme application","65","50","0.8130000000000001"
"2019","England","25 - 29","All","Female","All","Not main scheme application","5","5"," "
"2020","England","25 - 29","All","Female","All","Not main scheme application","10","5"," "
"2021","England","25 - 29","All","Female","All","Not main scheme application","5","5"," "
"2023","England","25 - 29","All","Female","All","Not main scheme application","5","5"," "
"2019","Scotland","25 - 29","All","Female","All","Not main scheme application","65","35","0.5630000000000001"
"2020","Scotland","25 - 29","All","Female","All","Not main scheme application","80","45","0.5630000000000001"
"2021","Scotland","25 - 29","All","Female","All","Not main scheme application","65","20","0.328"
"2022","Scotland","25 - 29","All","Female","All","Not main scheme application","50","30","0.62"
"2023","Scotland","25 - 29","All","Female","All","Not main scheme application","40","35","0.786"
"2022","Wales","25 - 29","All","Female","All","Not main scheme application","30","20","0.679"
"2023","Wales","25 - 29","All","Female","All","Not main scheme application","15","10","0.75"
"2020","England","30 - 34","All","Female","All","Not main scheme application","5","5"," "
"2021","England","30 - 34","All","Female","All","Not main scheme application","5","5"," "
"2019","Scotland","30 - 34","All","Female","All","Not main scheme application","20","10","0.545"
"2020","Scotland","30 - 34","All","Female","All","Not main scheme application","25","15","0.556"
"2021","Scotland","30 - 34","All","Female","All","Not main scheme application","25","10","0.47800000000000004"
"2022","Scotland","30 - 34","All","Female","All","Not main scheme application","20","10","0.524"
"2023","Scotland","30 - 34","All","Female","All","Not main scheme application","20","15","0.8"
"2022","Wales","30 - 34","All","Female","All","Not main scheme application","5","5"," "
"2023","Wales","30 - 34","All","Female","All","Not main scheme application","5","5"," "
"2019","England","35 and over","All","Female","All","Not main scheme application","5","5"," "
"2020","England","35 and over","All","Female","All","Not main scheme application","10","10"," "
"2021","England","35 and over","All","Female","All","Not main scheme application","5","5"," "
"2022","England","35 and over","All","Female","All","Not main scheme application","5","5"," "
"2023","England","35 and over","All","Female","All","Not main scheme application","10","10"," "
"2019","Scotland","35 and over","All","Female","All","Not main scheme application","50","30","0.608"
"2020","Scotland","35 and over","All","Female","All","Not main scheme application","55","30","0.519"
"2021","Scotland","35 and over","All","Female","All","Not main scheme application","30","20","0.7000000000000001"
"2022","Scotland","35 and over","All","Female","All","Not main scheme application","45","30","0.622"
"2023","Scotland","35 and over","All","Female","All","Not main scheme application","35","25","0.6940000000000001"
"2022","Wales","35 and over","All","Female","All","Not main scheme application","15","15","0.765"
"2023","Wales","35 and over","All","Female","All","Not main scheme application","10","10"," "
"2020","England","21 - 24","All","Male","All","Not main scheme application","5","0"," "
"2022","England","21 - 24","All","Male","All","Not main scheme application","5","5"," "
"2023","England","21 - 24","All","Male","All","Not main scheme application","5","5"," "
"2019","Scotland","21 - 24","All","Male","All","Not main scheme application","20","10","0.526"
"2020","Scotland","21 - 24","All","Male","All","Not main scheme application","45","25","0.591"
"2021","Scotland","21 - 24","All","Male","All","Not main scheme application","30","10","0.355"
"2022","Scotland","21 - 24","All","Male","All","Not main scheme application","30","20","0.655"
"2023","Scotland","21 - 24","All","Male","All","Not main scheme application","25","15","0.583"
"2022","Wales","21 - 24","All","Male","All","Not main scheme application","30","25","0.839"
"2023","Wales","21 - 24","All","Male","All","Not main scheme application","35","30","0.886"
"2020","England","25 - 29","All","Male","All","Not main scheme application","5","5"," "
"2023","England","25 - 29","All","Male","All","Not main scheme application","5","5"," "
"2019","Scotland","25 - 29","All","Male","All","Not main scheme application","20","15","0.727"
"2020","Scotland","25 - 29","All","Male","All","Not main scheme application","45","30","0.636"
"2021","Scotland","25 - 29","All","Male","All","Not main scheme application","30","15","0.433"
"2022","Scotland","25 - 29","All","Male","All","Not main scheme application","20","15","0.65"
"2023","Scotland","25 - 29","All","Male","All","Not main scheme application","15","10","0.75"
"2022","Wales","25 - 29","All","Male","All","Not main scheme application","15","15","0.929"
"2023","Wales","25 - 29","All","Male","All","Not main scheme application","15","10","0.8"
"2019","Scotland","30 - 34","All","Male","All","Not main scheme application","5","5"," "
"2020","Scotland","30 - 34","All","Male","All","Not main scheme application","10","5"," "
"2021","Scotland","30 - 34","All","Male","All","Not main scheme application","15","5"," "
"2022","Scotland","30 - 34","All","Male","All","Not main scheme application","15","5"," "
"2023","Scotland","30 - 34","All","Male","All","Not main scheme application","5","5"," "
"2022","Wales","30 - 34","All","Male","All","Not main scheme application","5","5"," "
"2023","Wales","30 - 34","All","Male","All","Not main scheme application","10","10"," "
"2021","England","35 and over","All","Male","All","Not main scheme application","5","0"," "
"2019","Scotland","35 and over","All","Male","All","Not main scheme application","20","10"," "
"2020","Scotland","35 and over","All","Male","All","Not main scheme application","35","20","0.595"
"2021","Scotland","35 and over","All","Male","All","Not main scheme application","20","10","0.47600000000000003"
"2022","Scotland","35 and over","All","Male","All","Not main scheme application","20","10","0.6"
"2023","Scotland","35 and over","All","Male","All","Not main scheme application","25","20","0.76"
"2022","Wales","35 and over","All","Male","All","Not main scheme application","5","5"," "
"2023","Wales","35 and over","All","Male","All","Not main scheme application","10","10"," "
"2022","Scotland","17 and under","All","Female","All","Main scheme application","5","0"," "
"2020","England","18","All","Female","All","Main scheme application","5","0"," "
"2019","Scotland","18","All","Female","All","Main scheme application","10","0"," "
"2020","Scotland","18","All","Female","All","Main scheme application","20","0"," "
"2021","Scotland","18","All","Female","All","Main scheme application","15","0"," "
"2022","Scotland","18","All","Female","All","Main scheme application","20","0"," "
"2023","Scotland","18","All","Female","All","Main scheme application","20","0"," "
"2022","Wales","18","All","Female","All","Main scheme application","20","0"," "
"2023","Wales","18","All","Female","All","Main scheme application","5","0"," "
"2019","Scotland","19","All","Female","All","Main scheme application","5","0"," "
"2020","Scotland","19","All","Female","All","Main scheme application","5","0"," "
"2021","Scotland","19","All","Female","All","Main scheme application","5","0"," "
"2022","Scotland","19","All","Female","All","Main scheme application","10","0"," "
"2023","Scotland","19","All","Female","All","Main scheme application","10","0"," "
"2019","Scotland","20","All","Female","All","Main scheme application","10","0"," "
"2020","Scotland","20","All","Female","All","Main scheme application","10","0"," "
"2021","Scotland","20","All","Female","All","Main scheme application","15","0"," "
"2022","Scotland","20","All","Female","All","Main scheme application","10","0"," "
"2023","Scotland","20","All","Female","All","Main scheme application","5","0"," "
"2019","England","21 - 24","All","Female","All","Main scheme application","10","5"," "
"2020","England","21 - 24","All","Female","All","Main scheme application","10","5"," "
"2021","England","21 - 24","All","Female","All","Main scheme application","10","5"," "
"2022","England","21 - 24","All","Female","All","Main scheme application","5","0"," "
"2023","England","21 - 24","All","Female","All","Main scheme application","5","5"," "
"2019","Scotland","21 - 24","All","Female","All","Main scheme application","1340","685","0.512"
"2020","Scotland","21 - 24","All","Female","All","Main scheme application","1475","770","0.523"
"2021","Scotland","21 - 24","All","Female","All","Main scheme application","1780","725","0.40700000000000003"
"2022","Scotland","21 - 24","All","Female","All","Main scheme application","1235","635","0.515"
"2023","Scotland","21 - 24","All","Female","All","Main scheme application","1075","585","0.546"
"2022","Wales","21 - 24","All","Female","All","Main scheme application","575","395","0.6900000000000001"
"2023","Wales","21 - 24","All","Female","All","Main scheme application","530","335","0.636"
"2019","England","25 - 29","All","Female","All","Main scheme application","5","0"," "
"2020","England","25 - 29","All","Female","All","Main scheme application","10","5"," "
"2021","England","25 - 29","All","Female","All","Main scheme application","10","5"," "
"2023","England","25 - 29","All","Female","All","Main scheme application","5","5"," "
"2019","Scotland","25 - 29","All","Female","All","Main scheme application","1040","550","0.53"
"2020","Scotland","25 - 29","All","Female","All","Main scheme application","1000","520","0.518"
"2021","Scotland","25 - 29","All","Female","All","Main scheme application","1250","565","0.45"
"2022","Scotland","25 - 29","All","Female","All","Main scheme application","845","445","0.528"
"2023","Scotland","25 - 29","All","Female","All","Main scheme application","605","315","0.519"
"2022","Wales","25 - 29","All","Female","All","Main scheme application","180","110","0.599"
"2023","Wales","25 - 29","All","Female","All","Main scheme application","160","105","0.658"
"2019","England","30 - 34","All","Female","All","Main scheme application","5","0"," "
"2020","England","30 - 34","All","Female","All","Main scheme application","10","0"," "
"2021","England","30 - 34","All","Female","All","Main scheme application","5","0"," "
"2019","Scotland","30 - 34","All","Female","All","Main scheme application","445","200","0.447"
"2020","Scotland","30 - 34","All","Female","All","Main scheme application","460","250","0.538"
"2021","Scotland","30 - 34","All","Female","All","Main scheme application","520","195","0.373"
"2022","Scotland","30 - 34","All","Female","All","Main scheme application","340","175","0.516"
"2023","Scotland","30 - 34","All","Female","All","Main scheme application","280","150","0.532"
"2022","Wales","30 - 34","All","Female","All","Main scheme application","65","50","0.727"
"2023","Wales","30 - 34","All","Female","All","Main scheme application","65","40","0.609"
"2019","England","35 and over","All","Female","All","Main scheme application","10","5"," "
"2020","England","35 and over","All","Female","All","Main scheme application","15","5"," "
"2021","England","35 and over","All","Female","All","Main scheme application","10","10"," "
"2022","England","35 and over","All","Female","All","Main scheme application","5","5"," "
"2023","England","35 and over","All","Female","All","Main scheme application","5","0"," "
"2019","Scotland","35 and over","All","Female","All","Main scheme application","790","330","0.417"
"2020","Scotland","35 and over","All","Female","All","Main scheme application","850","390","0.458"
"2021","Scotland","35 and over","All","Female","All","Main scheme application","900","340","0.38"
"2022","Scotland","35 and over","All","Female","All","Main scheme application","620","305","0.489"
"2023","Scotland","35 and over","All","Female","All","Main scheme application","530","280","0.53"
"2022","Wales","35 and over","All","Female","All","Main scheme application","100","50","0.5"
"2023","Wales","35 and over","All","Female","All","Main scheme application","75","45","0.558"
"2019","Scotland","18","All","Male","All","Main scheme application","5","0"," "
"2020","Scotland","18","All","Male","All","Main scheme application","5","0"," "
"2021","Scotland","18","All","Male","All","Main scheme application","10","0"," "
"2022","Scotland","18","All","Male","All","Main scheme application","5","0"," "
"2023","Scotland","18","All","Male","All","Main scheme application","10","0"," "
"2022","Wales","18","All","Male","All","Main scheme application","10","0"," "
"2023","Wales","18","All","Male","All","Main scheme application","5","0"," "
"2020","Scotland","19","All","Male","All","Main scheme application","5","0"," "
"2022","Scotland","19","All","Male","All","Main scheme application","5","0"," "
"2023","Scotland","19","All","Male","All","Main scheme application","5","0"," "
"2021","Scotland","20","All","Male","All","Main scheme application","5","0"," "
"2022","Scotland","20","All","Male","All","Main scheme application","5","0"," "
"2023","Scotland","20","All","Male","All","Main scheme application","10","0"," "
"2023","Wales","20","All","Male","All","Main scheme application","5","0"," "
"2019","England","21 - 24","All","Male","All","Main scheme application","5","5"," "
"2021","England","21 - 24","All","Male","All","Main scheme application","5","0"," "
"2023","England","21 - 24","All","Male","All","Main scheme application","5","0"," "
"2019","Scotland","21 - 24","All","Male","All","Main scheme application","490","195","0.4"
"2020","Scotland","21 - 24","All","Male","All","Main scheme application","465","195","0.41500000000000004"
"2021","Scotland","21 - 24","All","Male","All","Main scheme application","585","205","0.353"
"2022","Scotland","21 - 24","All","Male","All","Main scheme application","460","160","0.34800000000000003"
"2023","Scotland","21 - 24","All","Male","All","Main scheme application","360","165","0.464"
"2022","Wales","21 - 24","All","Male","All","Main scheme application","210","120","0.577"
"2023","Wales","21 - 24","All","Male","All","Main scheme application","190","130","0.683"
