"Year","Domicile UK International","Domicile","Domicile named country","Age group","Gender","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2021","UK","England","All","All","Female","All","Main scheme application","135","50","0.353","0"
"2022","UK","England","All","All","Female","All","Main scheme application","155","60","0.397","0"
"2023","UK","England","All","All","Female","All","Main scheme application","125","55","0.421","0"
"2019","UK","Scotland","All","All","Female","All","Main scheme application","3285","1645","0.5","0"
"2020","UK","Scotland","All","All","Female","All","Main scheme application","3460","1795","0.519","0"
"2021","UK","Scotland","All","All","Female","All","Main scheme application","4120","1730","0.42","0"
"2022","UK","Scotland","All","All","Female","All","Main scheme application","2830","1505","0.532","0"
"2023","UK","Scotland","All","All","Female","All","Main scheme application","2310","1280","0.555","0"
"2019","UK","Wales","All","All","Female","All","Main scheme application","5","0"," ","0"
"2020","UK","Wales","All","All","Female","All","Main scheme application","10","0"," ","0"
"2021","UK","Wales","All","All","Female","All","Main scheme application","5","0"," ","0"
"2022","UK","Wales","All","All","Female","All","Main scheme application","810","550","0.682","0"
"2023","UK","Wales","All","All","Female","All","Main scheme application","715","480","0.674","0"
"2019","International","Not EU","All","All","Female","All","Main scheme application","50","15","0.34700000000000003","0"
"2020","International","Not EU","All","All","Female","All","Main scheme application","55","15","0.28300000000000003","0"
"2021","International","Not EU","All","All","Female","All","Main scheme application","55","10","0.2","0"
"2022","International","Not EU","All","All","Female","All","Main scheme application","65","15","0.242","0"
"2023","International","Not EU","All","All","Female","All","Main scheme application","75","15","0.20500000000000002","0"
"2019","International","EU (excluding UK)","All","All","Female","All","Main scheme application","170","65","0.371","0"
"2020","International","EU (excluding UK)","All","All","Female","All","Main scheme application","205","80","0.392","0"
"2021","International","EU (excluding UK)","All","All","Female","All","Main scheme application","145","30","0.21","0"
"2022","International","EU (excluding UK)","All","All","Female","All","Main scheme application","85","20","0.253","0"
"2023","International","EU (excluding UK)","All","All","Female","All","Main scheme application","65","25","0.375","0"
"2019","UK","Northern Ireland","All","All","Male","All","Main scheme application","25","5"," ","0"
"2020","UK","Northern Ireland","All","All","Male","All","Main scheme application","20","0"," ","0"
"2021","UK","Northern Ireland","All","All","Male","All","Main scheme application","30","10"," ","0"
"2022","UK","Northern Ireland","All","All","Male","All","Main scheme application","25","10"," ","0"
"2023","UK","Northern Ireland","All","All","Male","All","Main scheme application","10","0"," ","0"
"2019","UK","England","All","All","Male","All","Main scheme application","40","15","0.333","0"
"2020","UK","England","All","All","Male","All","Main scheme application","45","20","0.488","0"
"2021","UK","England","All","All","Male","All","Main scheme application","50","15","0.28","0"
"2022","UK","England","All","All","Male","All","Main scheme application","70","25","0.362","0"
"2023","UK","England","All","All","Male","All","Main scheme application","65","25","0.385","0"
"2019","UK","Scotland","All","All","Male","All","Main scheme application","1330","590","0.443","0"
"2020","UK","Scotland","All","All","Male","All","Main scheme application","1355","600","0.445","0"
"2021","UK","Scotland","All","All","Male","All","Main scheme application","1635","605","0.37","0"
"2022","UK","Scotland","All","All","Male","All","Main scheme application","1215","525","0.433","0"
"2023","UK","Scotland","All","All","Male","All","Main scheme application","935","450","0.483","0"
"2019","UK","Wales","All","All","Male","All","Main scheme application","5","0"," ","0"
"2020","UK","Wales","All","All","Male","All","Main scheme application","5","0"," ","0"
"2022","UK","Wales","All","All","Male","All","Main scheme application","310","205","0.66","0"
"2023","UK","Wales","All","All","Male","All","Main scheme application","285","195","0.678","0"
"2019","International","Not EU","All","All","Male","All","Main scheme application","15","5"," ","0"
"2020","International","Not EU","All","All","Male","All","Main scheme application","20","5"," ","0"
"2021","International","Not EU","All","All","Male","All","Main scheme application","20","5"," ","0"
"2022","International","Not EU","All","All","Male","All","Main scheme application","50","15","0.269","0"
"2023","International","Not EU","All","All","Male","All","Main scheme application","40","10","0.289","0"
"2019","International","EU (excluding UK)","All","All","Male","All","Main scheme application","65","20","0.317","0"
"2020","International","EU (excluding UK)","All","All","Male","All","Main scheme application","65","25","0.4","0"
"2021","International","EU (excluding UK)","All","All","Male","All","Main scheme application","40","10"," ","0"
"2022","International","EU (excluding UK)","All","All","Male","All","Main scheme application","25","5"," ","0"
"2023","International","EU (excluding UK)","All","All","Male","All","Main scheme application","20","0"," ","0"
"2019","UK","All","All","All","Female","All","Not main scheme application","220","130","0.59","0"
"2020","UK","All","All","All","Female","All","Not main scheme application","255","135","0.52","0"
"2021","UK","All","All","All","Female","All","Not main scheme application","235","110","0.456","0"
"2022","UK","All","All","All","Female","All","Not main scheme application","285","190","0.67","0"
"2023","UK","All","All","All","Female","All","Not main scheme application","265","205","0.772","0"
"2019","International","All","All","All","Female","All","Not main scheme application","5","5"," ","0"
"2020","International","All","All","All","Female","All","Not main scheme application","15","5"," ","0"
"2021","International","All","All","All","Female","All","Not main scheme application","5","0"," ","0"
"2022","International","All","All","All","Female","All","Not main scheme application","10","0"," ","0"
"2023","International","All","All","All","Female","All","Not main scheme application","5","0"," ","0"
"2019","UK","All","All","All","Male","All","Not main scheme application","70","40","0.609","0"
"2020","UK","All","All","All","Male","All","Not main scheme application","140","85","0.606","0"
"2021","UK","All","All","All","Male","All","Not main scheme application","100","40","0.418","0"
"2022","UK","All","All","All","Male","All","Not main scheme application","140","95","0.6960000000000001","0"
"2023","UK","All","All","All","Male","All","Not main scheme application","150","115","0.78","0"
"2020","International","All","All","All","Male","All","Not main scheme application","5","5"," ","0"
"2021","International","All","All","All","Male","All","Not main scheme application","5","0"," ","0"
"2022","International","All","All","All","Male","All","Not main scheme application","5","0"," ","0"
"2019","UK","All","All","All","Female","All","Main scheme application","3455","1700","0.492","0"
"2020","UK","All","All","All","Female","All","Main scheme application","3615","1850","0.512","0"
"2021","UK","All","All","All","Female","All","Main scheme application","4320","1800","0.41600000000000004","0"
"2022","UK","All","All","All","Female","All","Main scheme application","3835","2135","0.556","0"
"2023","UK","All","All","All","Female","All","Main scheme application","3185","1820","0.5720000000000001","0"
"2019","International","All","All","All","Female","All","Main scheme application","220","80","0.365","0"
"2020","International","All","All","All","Female","All","Main scheme application","255","95","0.37","0"
"2021","International","All","All","All","Female","All","Main scheme application","200","40","0.20700000000000002","0"
"2022","International","All","All","All","Female","All","Main scheme application","155","40","0.248","0"
"2023","International","All","All","All","Female","All","Main scheme application","135","40","0.28500000000000003","0"
"2019","UK","All","All","All","Male","All","Main scheme application","1400","605","0.434","0"
"2020","UK","All","All","All","Male","All","Main scheme application","1415","625","0.44","0"
"2021","UK","All","All","All","Male","All","Main scheme application","1715","630","0.366","0"
"2022","UK","All","All","All","Male","All","Main scheme application","1620","765","0.47200000000000003","0"
"2023","UK","All","All","All","Male","All","Main scheme application","1300","670","0.517","0"
"2019","International","All","All","All","Male","All","Main scheme application","80","25","0.325","0"
"2020","International","All","All","All","Male","All","Main scheme application","85","30","0.36","0"
"2021","International","All","All","All","Male","All","Main scheme application","60","10","0.19","0"
"2022","International","All","All","All","Male","All","Main scheme application","80","20","0.266","0"
"2023","International","All","All","All","Male","All","Main scheme application","60","15","0.22","0"
"2019","All","All","All","All","Female","All","Not main scheme application","230","135","0.59","0"
"2020","All","All","All","All","Female","All","Not main scheme application","275","140","0.505","0"
"2021","All","All","All","All","Female","All","Not main scheme application","245","110","0.449","0"
"2022","All","All","All","All","Female","All","Not main scheme application","295","195","0.654","0"
"2023","All","All","All","All","Female","All","Not main scheme application","270","210","0.765","0"
"2019","All","All","All","All","Male","All","Not main scheme application","70","45","0.614","0"
"2020","All","All","All","All","Male","All","Not main scheme application","145","90","0.605","0"
"2021","All","All","All","All","Male","All","Not main scheme application","100","45","0.422","0"
"2022","All","All","All","All","Male","All","Not main scheme application","145","100","0.676","0"
"2023","All","All","All","All","Male","All","Not main scheme application","150","120","0.783","0"
"2019","All","All","All","All","Female","All","Main scheme application","3675","1780","0.484","0"
"2020","All","All","All","All","Female","All","Main scheme application","3875","1945","0.502","0"
"2021","All","All","All","All","Female","All","Main scheme application","4520","1840","0.40700000000000003","0"
"2022","All","All","All","All","Female","All","Main scheme application","3990","2170","0.544","0"
"2023","All","All","All","All","Female","All","Main scheme application","3320","1860","0.56","0"
"2019","All","All","All","All","Male","All","Main scheme application","1480","635","0.428","0"
"2020","All","All","All","All","Male","All","Main scheme application","1505","655","0.436","0"
"2021","All","All","All","All","Male","All","Main scheme application","1775","640","0.36","0"
"2022","All","All","All","All","Male","All","Main scheme application","1700","785","0.462","0"
"2023","All","All","All","All","Male","All","Main scheme application","1360","685","0.504","0"
"2021","UK","Scotland","Scotland","18","All","All","Not main scheme application","5","0"," ","0"
"2019","UK","England","England","21 - 24","All","All","Not main scheme application","5","5"," ","0"
"2020","UK","England","England","21 - 24","All","All","Not main scheme application","10","10"," ","0"
"2021","UK","England","England","21 - 24","All","All","Not main scheme application","10","0"," ","0"
"2022","UK","England","England","21 - 24","All","All","Not main scheme application","15","10","0.667","0"
"2023","UK","England","England","21 - 24","All","All","Not main scheme application","15","15","1","0"
"2023","UK","Northern Ireland","Northern Ireland","21 - 24","All","All","Not main scheme application","5","5"," ","0"
"2019","UK","Scotland","Scotland","21 - 24","All","All","Not main scheme application","95","50","0.527","0"
"2020","UK","Scotland","Scotland","21 - 24","All","All","Not main scheme application","120","45","0.39","0"
"2021","UK","Scotland","Scotland","21 - 24","All","All","Not main scheme application","130","50","0.392","0"
"2022","UK","Scotland","Scotland","21 - 24","All","All","Not main scheme application","95","60","0.634","0"
"2023","UK","Scotland","Scotland","21 - 24","All","All","Not main scheme application","80","50","0.62","0"
"2022","UK","Wales","Wales","21 - 24","All","All","Not main scheme application","70","55","0.8140000000000001","0"
"2023","UK","Wales","Wales","21 - 24","All","All","Not main scheme application","85","70","0.835","0"
"2020","International","EU (excluding UK)","Ireland","21 - 24","All","All","Not main scheme application","5","0"," ","0"
"2022","International","EU (excluding UK)","Ireland","21 - 24","All","All","Not main scheme application","5","0"," ","0"
"2023","International","EU (excluding UK)","Ireland","21 - 24","All","All","Not main scheme application","5","0"," ","0"
"2019","UK","England","England","25 - 29","All","All","Not main scheme application","5","5"," ","0"
"2020","UK","England","England","25 - 29","All","All","Not main scheme application","15","10","0.846","0"
"2021","UK","England","England","25 - 29","All","All","Not main scheme application","5","5"," ","0"
"2022","UK","England","England","25 - 29","All","All","Not main scheme application","5","5"," ","0"
"2023","UK","England","England","25 - 29","All","All","Not main scheme application","15","15","1","0"
"2019","UK","Scotland","Scotland","25 - 29","All","All","Not main scheme application","80","50","0.62","0"
"2020","UK","Scotland","Scotland","25 - 29","All","All","Not main scheme application","115","70","0.591","0"
"2021","UK","Scotland","Scotland","25 - 29","All","All","Not main scheme application","90","35","0.38","0"
"2022","UK","Scotland","Scotland","25 - 29","All","All","Not main scheme application","65","40","0.636","0"
"2023","UK","Scotland","Scotland","25 - 29","All","All","Not main scheme application","55","45","0.772","0"
"2022","UK","Wales","Wales","25 - 29","All","All","Not main scheme application","35","30","0.8","0"
"2023","UK","Wales","Wales","25 - 29","All","All","Not main scheme application","30","25","0.767","0"
"2020","International","EU (excluding UK)","Ireland","25 - 29","All","All","Not main scheme application","5","0"," ","0"
"2021","International","EU (excluding UK)","Ireland","25 - 29","All","All","Not main scheme application","5","0"," ","0"
"2020","UK","England","England","30 - 34","All","All","Not main scheme application","5","5"," ","0"
"2021","UK","England","England","30 - 34","All","All","Not main scheme application","5","5"," ","0"
"2023","UK","England","England","30 - 34","All","All","Not main scheme application","5","5"," ","0"
"2019","UK","Scotland","Scotland","30 - 34","All","All","Not main scheme application","25","15","0.583","0"
"2020","UK","Scotland","Scotland","30 - 34","All","All","Not main scheme application","35","20","0.514","0"
"2021","UK","Scotland","Scotland","30 - 34","All","All","Not main scheme application","35","15","0.441","0"
"2022","UK","Scotland","Scotland","30 - 34","All","All","Not main scheme application","35","15","0.41200000000000003","0"
"2023","UK","Scotland","Scotland","30 - 34","All","All","Not main scheme application","25","20","0.6920000000000001","0"
"2022","UK","Wales","Wales","30 - 34","All","All","Not main scheme application","10","10"," ","0"
"2023","UK","Wales","Wales","30 - 34","All","All","Not main scheme application","15","15","0.929","0"
"2019","UK","England","England","35 and over","All","All","Not main scheme application","10","10"," ","0"
"2020","UK","England","England","35 and over","All","All","Not main scheme application","10","10","0.917","0"
"2021","UK","England","England","35 and over","All","All","Not main scheme application","10","10"," ","0"
"2022","UK","England","England","35 and over","All","All","Not main scheme application","10","5"," ","0"
"2023","UK","England","England","35 and over","All","All","Not main scheme application","10","10"," ","0"
"2019","UK","Scotland","Scotland","35 and over","All","All","Not main scheme application","70","40","0.5710000000000001","0"
"2020","UK","Scotland","Scotland","35 and over","All","All","Not main scheme application","85","50","0.558","0"
"2021","UK","Scotland","Scotland","35 and over","All","All","Not main scheme application","50","30","0.612","0"
"2022","UK","Scotland","Scotland","35 and over","All","All","Not main scheme application","60","40","0.629","0"
"2023","UK","Scotland","Scotland","35 and over","All","All","Not main scheme application","60","45","0.721","0"
"2022","UK","Wales","Wales","35 and over","All","All","Not main scheme application","20","15","0.8","0"
"2023","UK","Wales","Wales","35 and over","All","All","Not main scheme application","20","15","0.85","0"
"2020","UK","England","England","18","All","All","Main scheme application","5","0"," ","0"
"2022","UK","England","England","18","All","All","Main scheme application","10","0"," ","0"
"2023","UK","England","England","18","All","All","Main scheme application","5","0"," ","0"
"2019","UK","Scotland","Scotland","18","All","All","Main scheme application","15","0"," ","0"
"2020","UK","Scotland","Scotland","18","All","All","Main scheme application","25","0"," ","0"
"2021","UK","Scotland","Scotland","18","All","All","Main scheme application","20","0"," ","0"
"2022","UK","Scotland","Scotland","18","All","All","Main scheme application","20","0"," ","0"
"2023","UK","Scotland","Scotland","18","All","All","Main scheme application","25","0"," ","0"
"2020","UK","Wales","Wales","18","All","All","Main scheme application","5","0"," ","0"
"2022","UK","Wales","Wales","18","All","All","Main scheme application","20","0"," ","0"
"2023","UK","Wales","Wales","18","All","All","Main scheme application","5","0"," ","0"
"2019","UK","Scotland","Scotland","19","All","All","Main scheme application","5","0"," ","0"
"2020","UK","Scotland","Scotland","19","All","All","Main scheme application","5","0"," ","0"
"2021","UK","Scotland","Scotland","19","All","All","Main scheme application","5","0"," ","0"
"2022","UK","Scotland","Scotland","19","All","All","Main scheme application","10","0"," ","0"
"2023","UK","Scotland","Scotland","19","All","All","Main scheme application","10","0"," ","0"
"2019","UK","Scotland","Scotland","20","All","All","Main scheme application","5","0"," ","0"
"2020","UK","Scotland","Scotland","20","All","All","Main scheme application","10","0"," ","0"
"2021","UK","Scotland","Scotland","20","All","All","Main scheme application","15","0"," ","0"
"2022","UK","Scotland","Scotland","20","All","All","Main scheme application","10","0"," ","0"
"2023","UK","Scotland","Scotland","20","All","All","Main scheme application","10","0"," ","0"
"2023","UK","Wales","Wales","20","All","All","Main scheme application","5","0"," ","0"
"2019","UK","England","England","21 - 24","All","All","Main scheme application","70","30","0.40800000000000003","0"
"2020","UK","England","England","21 - 24","All","All","Main scheme application","50","20","0.385","0"
"2021","UK","England","England","21 - 24","All","All","Main scheme application","90","25","0.28400000000000003","0"
"2022","UK","England","England","21 - 24","All","All","Main scheme application","145","65","0.448","0"
"2023","UK","England","England","21 - 24","All","All","Main scheme application","130","55","0.417","0"
"2019","UK","Northern Ireland","Northern Ireland","21 - 24","All","All","Main scheme application","60","10","0.17200000000000001","0"
"2020","UK","Northern Ireland","Northern Ireland","21 - 24","All","All","Main scheme application","40","10"," ","0"
"2021","UK","Northern Ireland","Northern Ireland","21 - 24","All","All","Main scheme application","65","15","0.254","0"
"2022","UK","Northern Ireland","Northern Ireland","21 - 24","All","All","Main scheme application","45","15","0.28300000000000003","0"
"2023","UK","Northern Ireland","Northern Ireland","21 - 24","All","All","Main scheme application","25","5"," ","0"
"2019","UK","Scotland","Scotland","21 - 24","All","All","Main scheme application","1570","800","0.509","0"
"2020","UK","Scotland","Scotland","21 - 24","All","All","Main scheme application","1680","875","0.519","0"
"2021","UK","Scotland","Scotland","21 - 24","All","All","Main scheme application","2110","875","0.41400000000000003","0"
"2022","UK","Scotland","Scotland","21 - 24","All","All","Main scheme application","1525","765","0.5","0"
"2023","UK","Scotland","Scotland","21 - 24","All","All","Main scheme application","1285","720","0.559","0"
"2020","UK","Wales","Wales","21 - 24","All","All","Main scheme application","5","0"," ","0"
"2021","UK","Wales","Wales","21 - 24","All","All","Main scheme application","5","0"," ","0"
"2022","UK","Wales","Wales","21 - 24","All","All","Main scheme application","645","460","0.711","0"
"2023","UK","Wales","Wales","21 - 24","All","All","Main scheme application","600","420","0.6990000000000001","0"
"2020","International","EU (excluding UK)","Belgium","21 - 24","All","All","Main scheme application","5","0"," ","0"
"2019","International","EU (excluding UK)","France","21 - 24","All","All","Main scheme application","30","15","0.5","0"
"2020","International","EU (excluding UK)","France","21 - 24","All","All","Main scheme application","25","15","0.63","0"
"2021","International","EU (excluding UK)","France","21 - 24","All","All","Main scheme application","30","5"," ","0"
"2022","International","EU (excluding UK)","France","21 - 24","All","All","Main scheme application","5","0"," ","0"
"2023","International","EU (excluding UK)","France","21 - 24","All","All","Main scheme application","5","0"," ","0"
"2020","International","EU (excluding UK)","Germany","21 - 24","All","All","Main scheme application","5","5"," ","0"
"2022","International","EU (excluding UK)","Germany","21 - 24","All","All","Main scheme application","5","0"," ","0"
"2019","International","EU (excluding UK)","Ireland","21 - 24","All","All","Main scheme application","80","20","0.268","0"
"2020","International","EU (excluding UK)","Ireland","21 - 24","All","All","Main scheme application","95","30","0.323","0"
"2021","International","EU (excluding UK)","Ireland","21 - 24","All","All","Main scheme application","55","10","0.20400000000000001","0"
"2022","International","EU (excluding UK)","Ireland","21 - 24","All","All","Main scheme application","45","5"," ","0"
"2023","International","EU (excluding UK)","Ireland","21 - 24","All","All","Main scheme application","45","15","0.333","0"
"2019","International","EU (excluding UK)","Italy","21 - 24","All","All","Main scheme application","5","5"," ","0"
"2020","International","EU (excluding UK)","Spain","21 - 24","All","All","Main scheme application","5","5"," ","0"
"2022","International","EU (excluding UK)","Spain","21 - 24","All","All","Main scheme application","5","0"," ","0"
"2021","International","Not EU","Jersey","21 - 24","All","All","Main scheme application","5","0"," ","0"
"2023","International","Not EU","Bahrain","21 - 24","All","All","Main scheme application","5","0"," ","0"
"2020","International","Not EU","Canada","21 - 24","All","All","Main scheme application","5","0"," ","0"
"2022","International","Not EU","Canada","21 - 24","All","All","Main scheme application","5","5"," ","0"
"2023","International","Not EU","Canada","21 - 24","All","All","Main scheme application","10","5"," ","0"
"2020","International","Not EU","China","21 - 24","All","All","Main scheme application","5","5"," ","0"
"2022","International","Not EU","China","21 - 24","All","All","Main scheme application","5","0"," ","0"
"2023","International","Not EU","Nigeria","21 - 24","All","All","Main scheme application","5","0"," ","0"
"2019","International","Not EU","United States of America","21 - 24","All","All","Main scheme application","5","5"," ","0"
"2020","International","Not EU","United States of America","21 - 24","All","All","Main scheme application","5","5"," ","0"
"2021","International","Not EU","United States of America","21 - 24","All","All","Main scheme application","5","0"," ","0"
"2022","International","Not EU","United States of America","21 - 24","All","All","Main scheme application","10","5"," ","0"
"2023","International","Not EU","United States of America","21 - 24","All","All","Main scheme application","5","0"," ","0"
"2019","UK","England","England","25 - 29","All","All","Main scheme application","30","10"," ","0"
"2020","UK","England","England","25 - 29","All","All","Main scheme application","35","20","0.541","0"
"2021","UK","England","England","25 - 29","All","All","Main scheme application","55","20","0.37","0"
"2022","UK","England","England","25 - 29","All","All","Main scheme application","35","10","0.278","0"
"2023","UK","England","England","25 - 29","All","All","Main scheme application","25","10","0.423","0"
"2019","UK","Northern Ireland","Northern Ireland","25 - 29","All","All","Main scheme application","25","10","0.423","0"
"2020","UK","Northern Ireland","Northern Ireland","25 - 29","All","All","Main scheme application","20","5"," ","0"
"2021","UK","Northern Ireland","Northern Ireland","25 - 29","All","All","Main scheme application","25","10"," ","0"
"2022","UK","Northern Ireland","Northern Ireland","25 - 29","All","All","Main scheme application","15","10"," ","0"
"2023","UK","Northern Ireland","Northern Ireland","25 - 29","All","All","Main scheme application","15","5"," ","0"
"2019","UK","Scotland","Scotland","25 - 29","All","All","Main scheme application","1325","685","0.517","0"
"2020","UK","Scotland","Scotland","25 - 29","All","All","Main scheme application","1325","680","0.514","0"
"2021","UK","Scotland","Scotland","25 - 29","All","All","Main scheme application","1650","725","0.438","0"
"2022","UK","Scotland","Scotland","25 - 29","All","All","Main scheme application","1130","595","0.527","0"
"2023","UK","Scotland","Scotland","25 - 29","All","All","Main scheme application","840","450","0.537","0"
"2019","UK","Wales","Wales","25 - 29","All","All","Main scheme application","5","0"," ","0"
"2020","UK","Wales","Wales","25 - 29","All","All","Main scheme application","5","0"," ","0"
"2022","UK","Wales","Wales","25 - 29","All","All","Main scheme application","230","155","0.671","0"
"2023","UK","Wales","Wales","25 - 29","All","All","Main scheme application","220","150","0.683","0"
"2019","International","EU (excluding UK)","France","25 - 29","All","All","Main scheme application","10","5"," ","0"
"2020","International","EU (excluding UK)","France","25 - 29","All","All","Main scheme application","5","5"," ","0"
"2021","International","EU (excluding UK)","France","25 - 29","All","All","Main scheme application","15","0"," ","0"
"2019","International","EU (excluding UK)","Germany","25 - 29","All","All","Main scheme application","5","0"," ","0"
"2020","International","EU (excluding UK)","Germany","25 - 29","All","All","Main scheme application","5","0"," ","0"
"2020","International","EU (excluding UK)","Greece","25 - 29","All","All","Main scheme application","5","0"," ","0"
"2019","International","EU (excluding UK)","Ireland","25 - 29","All","All","Main scheme application","35","10","0.364","0"
"2020","International","EU (excluding UK)","Ireland","25 - 29","All","All","Main scheme application","55","20","0.375","0"
"2021","International","EU (excluding UK)","Ireland","25 - 29","All","All","Main scheme application","35","5"," ","0"
"2022","International","EU (excluding UK)","Ireland","25 - 29","All","All","Main scheme application","30","10","0.393","0"
"2023","International","EU (excluding UK)","Ireland","25 - 29","All","All","Main scheme application","15","5"," ","0"
"2019","International","EU (excluding UK)","Italy","25 - 29","All","All","Main scheme application","5","0"," ","0"
"2021","International","EU (excluding UK)","Spain","25 - 29","All","All","Main scheme application","5","5"," ","0"
"2022","International","EU (excluding UK)","Spain","25 - 29","All","All","Main scheme application","5","0"," ","0"
"2021","International","Not EU","Canada","25 - 29","All","All","Main scheme application","5","5"," ","0"
"2022","International","Not EU","Canada","25 - 29","All","All","Main scheme application","5","0"," ","0"
"2023","International","Not EU","Canada","25 - 29","All","All","Main scheme application","5","0"," ","0"
"2020","International","Not EU","China","25 - 29","All","All","Main scheme application","5","0"," ","0"
"2021","International","Not EU","China","25 - 29","All","All","Main scheme application","5","0"," ","0"
"2022","International","Not EU","China","25 - 29","All","All","Main scheme application","10","0"," ","0"
"2023","International","Not EU","China","25 - 29","All","All","Main scheme application","5","0"," ","0"
"2021","International","Not EU","Hong Kong","25 - 29","All","All","Main scheme application","5","0"," ","0"
"2022","International","Not EU","Hong Kong","25 - 29","All","All","Main scheme application","5","0"," ","0"
"2022","International","Not EU","Nigeria","25 - 29","All","All","Main scheme application","5","0"," ","0"
"2023","International","Not EU","South Africa","25 - 29","All","All","Main scheme application","5","0"," ","0"
"2019","International","Not EU","United States of America","25 - 29","All","All","Main scheme application","5","5"," ","0"
"2020","International","Not EU","United States of America","25 - 29","All","All","Main scheme application","5","0"," ","0"
"2021","International","Not EU","United States of America","25 - 29","All","All","Main scheme application","5","0"," ","0"
"2022","International","Not EU","United States of America","25 - 29","All","All","Main scheme application","5","0"," ","0"
"2023","International","Not EU","United States of America","25 - 29","All","All","Main scheme application","5","5"," ","0"
"2021","International","Not EU","Vietnam [Viet Nam]","25 - 29","All","All","Main scheme application","5","0"," ","0"
"2019","UK","England","England","30 - 34","All","All","Main scheme application","15","5"," ","0"
"2020","UK","England","England","30 - 34","All","All","Main scheme application","20","15","0.667","0"
"2021","UK","England","England","30 - 34","All","All","Main scheme application","20","0"," ","0"
"2022","UK","England","England","30 - 34","All","All","Main scheme application","20","5"," ","0"
"2023","UK","England","England","30 - 34","All","All","Main scheme application","10","5"," ","0"
"2019","UK","Northern Ireland","Northern Ireland","30 - 34","All","All","Main scheme application","5","0"," ","0"
"2020","UK","Northern Ireland","Northern Ireland","30 - 34","All","All","Main scheme application","5","0"," ","0"
"2021","UK","Northern Ireland","Northern Ireland","30 - 34","All","All","Main scheme application","5","0"," ","0"
"2022","UK","Northern Ireland","Northern Ireland","30 - 34","All","All","Main scheme application","5","0"," ","0"
"2023","UK","Northern Ireland","Northern Ireland","30 - 34","All","All","Main scheme application","5","0"," ","0"
"2019","UK","Scotland","Scotland","30 - 34","All","All","Main scheme application","605","280","0.459","0"
"2020","UK","Scotland","Scotland","30 - 34","All","All","Main scheme application","630","325","0.513","0"
"2021","UK","Scotland","Scotland","30 - 34","All","All","Main scheme application","720","285","0.393","0"
"2022","UK","Scotland","Scotland","30 - 34","All","All","Main scheme application","505","265","0.528","0"
"2023","UK","Scotland","Scotland","30 - 34","All","All","Main scheme application","385","205","0.529","0"
"2022","UK","Wales","Wales","30 - 34","All","All","Main scheme application","95","70","0.742","0"
"2023","UK","Wales","Wales","30 - 34","All","All","Main scheme application","80","50","0.654","0"
"2020","International","EU (excluding UK)","France","30 - 34","All","All","Main scheme application","5","0"," ","0"
"2019","International","EU (excluding UK)","Ireland","30 - 34","All","All","Main scheme application","15","5"," ","0"
"2020","International","EU (excluding UK)","Ireland","30 - 34","All","All","Main scheme application","10","5"," ","0"
"2021","International","EU (excluding UK)","Ireland","30 - 34","All","All","Main scheme application","10","5"," ","0"
"2022","International","EU (excluding UK)","Ireland","30 - 34","All","All","Main scheme application","5","0"," ","0"
"2023","International","EU (excluding UK)","Ireland","30 - 34","All","All","Main scheme application","5","0"," ","0"
"2019","International","EU (excluding UK)","Italy","30 - 34","All","All","Main scheme application","5","5"," ","0"
"2020","International","EU (excluding UK)","Italy","30 - 34","All","All","Main scheme application","5","0"," ","0"
"2020","International","EU (excluding UK)","Spain","30 - 34","All","All","Main scheme application","5","5"," ","0"
"2019","International","Not EU","China","30 - 34","All","All","Main scheme application","5","0"," ","0"
"2022","International","Not EU","China","30 - 34","All","All","Main scheme application","5","0"," ","0"
"2022","International","Not EU","India","30 - 34","All","All","Main scheme application","5","0"," ","0"
"2023","International","Not EU","India","30 - 34","All","All","Main scheme application","5","0"," ","0"
"2023","International","Not EU","Nigeria","30 - 34","All","All","Main scheme application","5","0"," ","0"
"2020","International","Not EU","United States of America","30 - 34","All","All","Main scheme application","5","0"," ","0"
"2022","International","Not EU","United States of America","30 - 34","All","All","Main scheme application","5","0"," ","0"
"2019","UK","England","England","35 and over","All","All","Main scheme application","25","5"," ","0"
"2020","UK","England","England","35 and over","All","All","Main scheme application","20","5"," ","0"
"2021","UK","England","England","35 and over","All","All","Main scheme application","20","15","0.682","0"
"2022","UK","England","England","35 and over","All","All","Main scheme application","15","5"," ","0"
"2023","UK","England","England","35 and over","All","All","Main scheme application","10","5"," ","0"
"2019","UK","Northern Ireland","Northern Ireland","35 and over","All","All","Main scheme application","5","0"," ","0"
"2021","UK","Northern Ireland","Northern Ireland","35 and over","All","All","Main scheme application","5","5"," ","0"
"2022","UK","Northern Ireland","Northern Ireland","35 and over","All","All","Main scheme application","5","5"," ","0"
"2023","UK","Northern Ireland","Northern Ireland","35 and over","All","All","Main scheme application","5","0"," ","0"
"2019","UK","Scotland","Scotland","35 and over","All","All","Main scheme application","1080","470","0.433","0"
"2020","UK","Scotland","Scotland","35 and over","All","All","Main scheme application","1145","520","0.455","0"
"2021","UK","Scotland","Scotland","35 and over","All","All","Main scheme application","1225","455","0.37","0"
"2022","UK","Scotland","Scotland","35 and over","All","All","Main scheme application","840","400","0.47900000000000004","0"
"2023","UK","Scotland","Scotland","35 and over","All","All","Main scheme application","690","360","0.518","0"
"2022","UK","Wales","Wales","35 and over","All","All","Main scheme application","125","75","0.5750000000000001","0"
