"Year","Estranged status","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2023","Not declared","19","Scotland","All","Not main scheme applicant","Not main scheme application","280","275","0.989","0"
"2023","Not declared","19","Wales","All","Not main scheme applicant","Not main scheme application","150","140","0.933","0"
"2023","Is not estranged from parents","19","Northern Ireland","All","Not main scheme applicant","Not main scheme application","115","105","0.906","10"
"2023","Is not estranged from parents","19","England","All","Not main scheme applicant","Not main scheme application","4260","3860","0.905","400"
"2023","Is not estranged from parents","19","Scotland","All","Not main scheme applicant","Not main scheme application","170","140","0.845","45"
"2023","Is not estranged from parents","19","Wales","All","Not main scheme applicant","Not main scheme application","190","170","0.904","20"
"2023","Is estranged from parents","19","England","All","Not main scheme applicant","Not main scheme application","160","140","0.877","25"
"2023","Is estranged from parents","19","Scotland","All","Not main scheme applicant","Not main scheme application","10","5"," ","0"
"2023","Is estranged from parents","19","Wales","All","Not main scheme applicant","Not main scheme application","10","10"," ","0"
"2023","Not declared","20","Northern Ireland","All","Not main scheme applicant","Not main scheme application","10","10","0.909","0"
"2023","Not declared","20","England","All","Not main scheme applicant","Not main scheme application","2945","2775","0.9410000000000001","10"
"2023","Not declared","20","Scotland","All","Not main scheme applicant","Not main scheme application","195","190","0.974","0"
"2023","Not declared","20","Wales","All","Not main scheme applicant","Not main scheme application","130","130","0.985","0"
"2023","Is not estranged from parents","20","Northern Ireland","All","Not main scheme applicant","Not main scheme application","75","65","0.905","10"
"2023","Is not estranged from parents","20","England","All","Not main scheme applicant","Not main scheme application","2620","2320","0.884","330"
"2023","Is not estranged from parents","20","Scotland","All","Not main scheme applicant","Not main scheme application","145","125","0.862","35"
"2023","Is not estranged from parents","20","Wales","All","Not main scheme applicant","Not main scheme application","115","105","0.922","20"
"2023","Is estranged from parents","20","Northern Ireland","All","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","Is estranged from parents","20","England","All","Not main scheme applicant","Not main scheme application","160","140","0.852","25"
"2023","Is estranged from parents","20","Scotland","All","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","Is estranged from parents","20","Wales","All","Not main scheme applicant","Not main scheme application","5","5"," ","5"
"2023","Not declared","21 - 24","Northern Ireland","All","Not main scheme applicant","Not main scheme application","10","10","0.917","0"
"2023","Not declared","21 - 24","England","All","Not main scheme applicant","Not main scheme application","8160","7640","0.937","25"
"2023","Not declared","21 - 24","Scotland","All","Not main scheme applicant","Not main scheme application","370","355","0.9520000000000001","5"
"2023","Not declared","21 - 24","Wales","All","Not main scheme applicant","Not main scheme application","200","190","0.965","0"
"2023","Is not estranged from parents","21 - 24","Northern Ireland","All","Not main scheme applicant","Not main scheme application","60","50","0.79","15"
"2023","Is not estranged from parents","21 - 24","England","All","Not main scheme applicant","Not main scheme application","3665","3110","0.849","610"
"2023","Is not estranged from parents","21 - 24","Scotland","All","Not main scheme applicant","Not main scheme application","320","265","0.836","85"
"2023","Is not estranged from parents","21 - 24","Wales","All","Not main scheme applicant","Not main scheme application","210","180","0.858","40"
"2023","Is estranged from parents","21 - 24","Northern Ireland","All","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","Is estranged from parents","21 - 24","England","All","Not main scheme applicant","Not main scheme application","375","310","0.8240000000000001","75"
"2023","Is estranged from parents","21 - 24","Scotland","All","Not main scheme applicant","Not main scheme application","15","10","0.733","5"
"2023","Is estranged from parents","21 - 24","Wales","All","Not main scheme applicant","Not main scheme application","20","15","0.895","5"
"2023","Not declared","25 - 29","Northern Ireland","All","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","Not declared","25 - 29","England","All","Not main scheme applicant","Not main scheme application","7260","6860","0.9450000000000001","10"
"2023","Not declared","25 - 29","Scotland","All","Not main scheme applicant","Not main scheme application","230","215","0.9430000000000001","0"
"2023","Not declared","25 - 29","Wales","All","Not main scheme applicant","Not main scheme application","125","120","0.9520000000000001","0"
"2023","Is not estranged from parents","25 - 29","Northern Ireland","All","Not main scheme applicant","Not main scheme application","25","15","0.667","10"
"2023","Is not estranged from parents","25 - 29","England","All","Not main scheme applicant","Not main scheme application","1190","955","0.801","295"
"2023","Is not estranged from parents","25 - 29","Scotland","All","Not main scheme applicant","Not main scheme application","130","105","0.8220000000000001","55"
"2023","Is not estranged from parents","25 - 29","Wales","All","Not main scheme applicant","Not main scheme application","95","70","0.774","25"
"2023","Is estranged from parents","25 - 29","England","All","Not main scheme applicant","Not main scheme application","205","165","0.791","45"
"2023","Is estranged from parents","25 - 29","Scotland","All","Not main scheme applicant","Not main scheme application","20","15","0.889","5"
"2023","Is estranged from parents","25 - 29","Wales","All","Not main scheme applicant","Not main scheme application","10","10"," ","0"
"2023","Not declared","30 - 34","Northern Ireland","All","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","Not declared","30 - 34","England","All","Not main scheme applicant","Not main scheme application","6660","6280","0.9430000000000001","10"
"2023","Not declared","30 - 34","Scotland","All","Not main scheme applicant","Not main scheme application","160","155","0.969","0"
"2023","Not declared","30 - 34","Wales","All","Not main scheme applicant","Not main scheme application","90","90","0.989","0"
"2023","Is not estranged from parents","30 - 34","Northern Ireland","All","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","Is not estranged from parents","30 - 34","England","All","Not main scheme applicant","Not main scheme application","810","610","0.752","200"
"2023","Is not estranged from parents","30 - 34","Scotland","All","Not main scheme applicant","Not main scheme application","100","70","0.7030000000000001","20"
"2023","Is not estranged from parents","30 - 34","Wales","All","Not main scheme applicant","Not main scheme application","45","30","0.727","20"
"2023","Is estranged from parents","30 - 34","England","All","Not main scheme applicant","Not main scheme application","140","115","0.8190000000000001","40"
"2023","Is estranged from parents","30 - 34","Scotland","All","Not main scheme applicant","Not main scheme application","10","5"," ","5"
"2023","Is estranged from parents","30 - 34","Wales","All","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","Not declared","35 and over","England","All","Not main scheme applicant","Not main scheme application","15590","14710","0.9440000000000001","30"
"2023","Not declared","35 and over","Scotland","All","Not main scheme applicant","Not main scheme application","365","350","0.967","0"
"2023","Not declared","35 and over","Wales","All","Not main scheme applicant","Not main scheme application","185","180","0.968","0"
"2023","Is not estranged from parents","35 and over","Northern Ireland","All","Not main scheme applicant","Not main scheme application","10","5"," ","10"
"2023","Is not estranged from parents","35 and over","England","All","Not main scheme applicant","Not main scheme application","1835","1370","0.748","700"
"2023","Is not estranged from parents","35 and over","Scotland","All","Not main scheme applicant","Not main scheme application","190","140","0.728","85"
"2023","Is not estranged from parents","35 and over","Wales","All","Not main scheme applicant","Not main scheme application","105","75","0.74","25"
"2023","Is estranged from parents","35 and over","Northern Ireland","All","Not main scheme applicant","Not main scheme application","5","0"," ","0"
"2023","Is estranged from parents","35 and over","England","All","Not main scheme applicant","Not main scheme application","280","210","0.748","130"
"2023","Is estranged from parents","35 and over","Scotland","All","Not main scheme applicant","Not main scheme application","35","25","0.667","20"
"2023","Is estranged from parents","35 and over","Wales","All","Not main scheme applicant","Not main scheme application","15","15","0.933","5"
"2023","Not declared","17 and under","England","All","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2023","Is not estranged from parents","17 and under","Northern Ireland","All","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2023","Is not estranged from parents","17 and under","England","All","Main scheme applicant","Not main scheme application","130","90","0.6900000000000001","0"
"2023","Is not estranged from parents","17 and under","Scotland","All","Main scheme applicant","Not main scheme application","65","45","0.719","0"
"2023","Is not estranged from parents","17 and under","Wales","All","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2023","Not declared","18","Northern Ireland","All","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","Not declared","18","England","All","Main scheme applicant","Not main scheme application","390","355","0.906","0"
"2023","Not declared","18","Scotland","All","Main scheme applicant","Not main scheme application","10","10","1","0"
"2023","Not declared","18","Wales","All","Main scheme applicant","Not main scheme application","10","10"," ","0"
"2023","Is not estranged from parents","18","Northern Ireland","All","Main scheme applicant","Not main scheme application","1020","850","0.8310000000000001","0"
"2023","Is not estranged from parents","18","England","All","Main scheme applicant","Not main scheme application","39525","36505","0.924","0"
"2023","Is not estranged from parents","18","Scotland","All","Main scheme applicant","Not main scheme application","995","815","0.8210000000000001","0"
"2023","Is not estranged from parents","18","Wales","All","Main scheme applicant","Not main scheme application","1135","1030","0.91","0"
"2023","Is estranged from parents","18","Northern Ireland","All","Main scheme applicant","Not main scheme application","10","10"," ","0"
"2023","Is estranged from parents","18","England","All","Main scheme applicant","Not main scheme application","445","410","0.913","0"
"2023","Is estranged from parents","18","Scotland","All","Main scheme applicant","Not main scheme application","15","10","0.8","0"
"2023","Is estranged from parents","18","Wales","All","Main scheme applicant","Not main scheme application","20","15","0.895","0"
"2023","Not declared","19","England","All","Main scheme applicant","Not main scheme application","145","125","0.849","0"
"2023","Not declared","19","Scotland","All","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2023","Not declared","19","Wales","All","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","Is not estranged from parents","19","Northern Ireland","All","Main scheme applicant","Not main scheme application","240","195","0.805","0"
"2023","Is not estranged from parents","19","England","All","Main scheme applicant","Not main scheme application","8400","7370","0.877","0"
"2023","Is not estranged from parents","19","Scotland","All","Main scheme applicant","Not main scheme application","350","260","0.744","0"
"2023","Is not estranged from parents","19","Wales","All","Main scheme applicant","Not main scheme application","280","255","0.904","0"
"2023","Is estranged from parents","19","Northern Ireland","All","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","Is estranged from parents","19","England","All","Main scheme applicant","Not main scheme application","205","170","0.8300000000000001","0"
"2023","Is estranged from parents","19","Scotland","All","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","Is estranged from parents","19","Wales","All","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","Not declared","20","Northern Ireland","All","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","Not declared","20","England","All","Main scheme applicant","Not main scheme application","55","45","0.8","0"
"2023","Is not estranged from parents","20","Northern Ireland","All","Main scheme applicant","Not main scheme application","75","60","0.776","0"
"2023","Is not estranged from parents","20","England","All","Main scheme applicant","Not main scheme application","2475","2065","0.834","0"
"2023","Is not estranged from parents","20","Scotland","All","Main scheme applicant","Not main scheme application","165","120","0.726","0"
"2023","Is not estranged from parents","20","Wales","All","Main scheme applicant","Not main scheme application","110","85","0.782","0"
"2023","Is estranged from parents","20","Northern Ireland","All","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2023","Is estranged from parents","20","England","All","Main scheme applicant","Not main scheme application","130","105","0.788","0"
"2023","Is estranged from parents","20","Scotland","All","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","Is estranged from parents","20","Wales","All","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","Not declared","21 - 24","England","All","Main scheme applicant","Not main scheme application","70","50","0.725","0"
"2023","Not declared","21 - 24","Scotland","All","Main scheme applicant","Not main scheme application","10","5"," ","0"
"2023","Not declared","21 - 24","Wales","All","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2023","Is not estranged from parents","21 - 24","Northern Ireland","All","Main scheme applicant","Not main scheme application","115","80","0.6980000000000001","0"
"2023","Is not estranged from parents","21 - 24","England","All","Main scheme applicant","Not main scheme application","2680","1960","0.731","0"
"2023","Is not estranged from parents","21 - 24","Scotland","All","Main scheme applicant","Not main scheme application","330","210","0.643","0"
"2023","Is not estranged from parents","21 - 24","Wales","All","Main scheme applicant","Not main scheme application","125","100","0.802","0"
"2023","Is estranged from parents","21 - 24","Northern Ireland","All","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","Is estranged from parents","21 - 24","England","All","Main scheme applicant","Not main scheme application","255","175","0.686","0"
"2023","Is estranged from parents","21 - 24","Scotland","All","Main scheme applicant","Not main scheme application","20","10","0.667","0"
"2023","Is estranged from parents","21 - 24","Wales","All","Main scheme applicant","Not main scheme application","10","5"," ","0"
"2023","Not declared","25 - 29","England","All","Main scheme applicant","Not main scheme application","30","20","0.645","0"
"2023","Not declared","25 - 29","Scotland","All","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","Is not estranged from parents","25 - 29","Northern Ireland","All","Main scheme applicant","Not main scheme application","55","35","0.685","0"
"2023","Is not estranged from parents","25 - 29","England","All","Main scheme applicant","Not main scheme application","860","585","0.679","0"
"2023","Is not estranged from parents","25 - 29","Scotland","All","Main scheme applicant","Not main scheme application","125","85","0.683","0"
"2023","Is not estranged from parents","25 - 29","Wales","All","Main scheme applicant","Not main scheme application","65","50","0.731","0"
"2023","Is estranged from parents","25 - 29","England","All","Main scheme applicant","Not main scheme application","150","95","0.647","0"
"2023","Is estranged from parents","25 - 29","Scotland","All","Main scheme applicant","Not main scheme application","15","10","0.625","0"
"2023","Is estranged from parents","25 - 29","Wales","All","Main scheme applicant","Not main scheme application","10","5"," ","0"
"2023","Not declared","30 - 34","England","All","Main scheme applicant","Not main scheme application","30","20","0.759","0"
"2023","Is not estranged from parents","30 - 34","Northern Ireland","All","Main scheme applicant","Not main scheme application","30","25","0.8280000000000001","0"
"2023","Is not estranged from parents","30 - 34","England","All","Main scheme applicant","Not main scheme application","560","330","0.587","0"
"2023","Is not estranged from parents","30 - 34","Scotland","All","Main scheme applicant","Not main scheme application","70","40","0.5710000000000001","0"
"2023","Is not estranged from parents","30 - 34","Wales","All","Main scheme applicant","Not main scheme application","35","30","0.838","0"
"2023","Is estranged from parents","30 - 34","Northern Ireland","All","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2023","Is estranged from parents","30 - 34","England","All","Main scheme applicant","Not main scheme application","85","55","0.655","0"
"2023","Is estranged from parents","30 - 34","Scotland","All","Main scheme applicant","Not main scheme application","10","5"," ","0"
"2023","Is estranged from parents","30 - 34","Wales","All","Main scheme applicant","Not main scheme application","10","10"," ","0"
"2023","Not declared","35 and over","England","All","Main scheme applicant","Not main scheme application","80","50","0.6","0"
"2023","Is not estranged from parents","35 and over","Northern Ireland","All","Main scheme applicant","Not main scheme application","40","35","0.857","0"
"2023","Is not estranged from parents","35 and over","England","All","Main scheme applicant","Not main scheme application","1330","815","0.614","0"
"2023","Is not estranged from parents","35 and over","Scotland","All","Main scheme applicant","Not main scheme application","120","65","0.558","0"
"2023","Is not estranged from parents","35 and over","Wales","All","Main scheme applicant","Not main scheme application","45","40","0.809","0"
"2023","Is estranged from parents","35 and over","Northern Ireland","All","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","Is estranged from parents","35 and over","England","All","Main scheme applicant","Not main scheme application","215","130","0.604","0"
"2023","Is estranged from parents","35 and over","Scotland","All","Main scheme applicant","Not main scheme application","20","15","0.667","0"
"2023","Is estranged from parents","35 and over","Wales","All","Main scheme applicant","Not main scheme application","15","10","0.769","0"
"2023","Not declared","17 and under","England","All","Main scheme applicant","Main scheme application","55","25","0.47200000000000003","0"
"2023","Not declared","17 and under","Scotland","All","Main scheme applicant","Main scheme application","10","5"," ","0"
"2023","Is not estranged from parents","17 and under","Northern Ireland","All","Main scheme applicant","Main scheme application","30","20","0.594","0"
"2023","Is not estranged from parents","17 and under","England","All","Main scheme applicant","Main scheme application","1045","590","0.5680000000000001","0"
"2023","Is not estranged from parents","17 and under","Scotland","All","Main scheme applicant","Main scheme application","935","570","0.609","0"
"2023","Is not estranged from parents","17 and under","Wales","All","Main scheme applicant","Main scheme application","40","25","0.605","0"
"2023","Is estranged from parents","17 and under","England","All","Main scheme applicant","Main scheme application","15","5"," ","0"
"2023","Is estranged from parents","17 and under","Scotland","All","Main scheme applicant","Main scheme application","10","10"," ","0"
"2023","Not declared","18","Northern Ireland","All","Main scheme applicant","Main scheme application","130","90","0.6900000000000001","0"
"2023","Not declared","18","England","All","Main scheme applicant","Main scheme application","2735","1890","0.6910000000000001","0"
"2023","Not declared","18","Scotland","All","Main scheme applicant","Main scheme application","150","120","0.807","0"
"2023","Not declared","18","Wales","All","Main scheme applicant","Main scheme application","80","55","0.704","0"
"2023","Is not estranged from parents","18","Northern Ireland","All","Main scheme applicant","Main scheme application","11635","7835","0.673","0"
"2023","Is not estranged from parents","18","England","All","Main scheme applicant","Main scheme application","270870","190660","0.704","0"
"2023","Is not estranged from parents","18","Scotland","All","Main scheme applicant","Main scheme application","19010","15260","0.803","0"
"2023","Is not estranged from parents","18","Wales","All","Main scheme applicant","Main scheme application","11785","9105","0.772","0"
"2023","Is estranged from parents","18","Northern Ireland","All","Main scheme applicant","Main scheme application","95","55","0.557","0"
"2023","Is estranged from parents","18","England","All","Main scheme applicant","Main scheme application","2820","1805","0.64","0"
"2023","Is estranged from parents","18","Scotland","All","Main scheme applicant","Main scheme application","160","100","0.646","0"
"2023","Is estranged from parents","18","Wales","All","Main scheme applicant","Main scheme application","125","90","0.6980000000000001","0"
"2023","Not declared","19","Northern Ireland","All","Main scheme applicant","Main scheme application","35","25","0.676","0"
"2023","Not declared","19","England","All","Main scheme applicant","Main scheme application","1165","775","0.666","0"
"2023","Not declared","19","Scotland","All","Main scheme applicant","Main scheme application","55","45","0.8210000000000001","0"
"2023","Not declared","19","Wales","All","Main scheme applicant","Main scheme application","30","25","0.75","0"
"2023","Is not estranged from parents","19","Northern Ireland","All","Main scheme applicant","Main scheme application","2110","1400","0.665","0"
"2023","Is not estranged from parents","19","England","All","Main scheme applicant","Main scheme application","67950","48805","0.718","0"
"2023","Is not estranged from parents","19","Scotland","All","Main scheme applicant","Main scheme application","5730","4260","0.744","0"
"2023","Is not estranged from parents","19","Wales","All","Main scheme applicant","Main scheme application","3060","2350","0.768","0"
"2023","Is estranged from parents","19","Northern Ireland","All","Main scheme applicant","Main scheme application","35","15","0.485","0"
"2023","Is estranged from parents","19","England","All","Main scheme applicant","Main scheme application","1470","950","0.646","0"
"2023","Is estranged from parents","19","Scotland","All","Main scheme applicant","Main scheme application","65","35","0.5710000000000001","0"
"2023","Is estranged from parents","19","Wales","All","Main scheme applicant","Main scheme application","70","50","0.6900000000000001","0"
"2023","Not declared","20","Northern Ireland","All","Main scheme applicant","Main scheme application","15","10","0.6880000000000001","0"
"2023","Not declared","20","England","All","Main scheme applicant","Main scheme application","500","305","0.608","0"
"2023","Not declared","20","Scotland","All","Main scheme applicant","Main scheme application","35","25","0.771","0"
"2023","Not declared","20","Wales","All","Main scheme applicant","Main scheme application","20","15","0.773","0"
"2023","Is not estranged from parents","20","Northern Ireland","All","Main scheme applicant","Main scheme application","895","560","0.623","0"
"2023","Is not estranged from parents","20","England","All","Main scheme applicant","Main scheme application","22195","14745","0.664","0"
"2023","Is not estranged from parents","20","Scotland","All","Main scheme applicant","Main scheme application","2825","1975","0.7000000000000001","0"
"2023","Is not estranged from parents","20","Wales","All","Main scheme applicant","Main scheme application","1135","800","0.706","0"
"2023","Is estranged from parents","20","Northern Ireland","All","Main scheme applicant","Main scheme application","20","10"," ","0"
"2023","Is estranged from parents","20","England","All","Main scheme applicant","Main scheme application","1050","645","0.615","0"
"2023","Is estranged from parents","20","Scotland","All","Main scheme applicant","Main scheme application","90","55","0.604","0"
"2023","Is estranged from parents","20","Wales","All","Main scheme applicant","Main scheme application","45","25","0.6","0"
"2023","Not declared","21 - 24","Northern Ireland","All","Main scheme applicant","Main scheme application","25","10","0.423","0"
"2023","Not declared","21 - 24","England","All","Main scheme applicant","Main scheme application","970","495","0.511","0"
"2023","Not declared","21 - 24","Scotland","All","Main scheme applicant","Main scheme application","100","55","0.5700000000000001","0"
"2023","Not declared","21 - 24","Wales","All","Main scheme applicant","Main scheme application","40","25","0.59","0"
"2023","Is not estranged from parents","21 - 24","Northern Ireland","All","Main scheme applicant","Main scheme application","1325","745","0.562","0"
"2023","Is not estranged from parents","21 - 24","England","All","Main scheme applicant","Main scheme application","28210","16235","0.5760000000000001","0"
"2023","Is not estranged from parents","21 - 24","Scotland","All","Main scheme applicant","Main scheme application","6035","3860","0.64","0"
"2023","Is not estranged from parents","21 - 24","Wales","All","Main scheme applicant","Main scheme application","2165","1415","0.654","0"
"2023","Is estranged from parents","21 - 24","Northern Ireland","All","Main scheme applicant","Main scheme application","55","30","0.545","0"
"2023","Is estranged from parents","21 - 24","England","All","Main scheme applicant","Main scheme application","2185","1185","0.542","0"
"2023","Is estranged from parents","21 - 24","Scotland","All","Main scheme applicant","Main scheme application","300","185","0.611","0"
"2023","Is estranged from parents","21 - 24","Wales","All","Main scheme applicant","Main scheme application","130","85","0.646","0"
"2023","Not declared","25 - 29","Northern Ireland","All","Main scheme applicant","Main scheme application","5","5"," ","0"
"2023","Not declared","25 - 29","England","All","Main scheme applicant","Main scheme application","655","350","0.536","0"
"2023","Not declared","25 - 29","Scotland","All","Main scheme applicant","Main scheme application","55","35","0.623","0"
"2023","Not declared","25 - 29","Wales","All","Main scheme applicant","Main scheme application","20","10"," ","0"
"2023","Is not estranged from parents","25 - 29","Northern Ireland","All","Main scheme applicant","Main scheme application","460","200","0.433","0"
"2023","Is not estranged from parents","25 - 29","England","All","Main scheme applicant","Main scheme application","11385","6315","0.555","0"
"2023","Is not estranged from parents","25 - 29","Scotland","All","Main scheme applicant","Main scheme application","3025","1855","0.613","0"
"2023","Is not estranged from parents","25 - 29","Wales","All","Main scheme applicant","Main scheme application","935","555","0.596","0"
"2023","Is estranged from parents","25 - 29","Northern Ireland","All","Main scheme applicant","Main scheme application","40","20","0.537","0"
"2023","Is estranged from parents","25 - 29","England","All","Main scheme applicant","Main scheme application","1425","790","0.554","0"
"2023","Is estranged from parents","25 - 29","Scotland","All","Main scheme applicant","Main scheme application","300","185","0.619","0"
"2023","Is estranged from parents","25 - 29","Wales","All","Main scheme applicant","Main scheme application","105","60","0.577","0"
"2023","Not declared","30 - 34","Northern Ireland","All","Main scheme applicant","Main scheme application","5","0"," ","0"
"2023","Not declared","30 - 34","England","All","Main scheme applicant","Main scheme application","620","350","0.5660000000000001","0"
"2023","Not declared","30 - 34","Scotland","All","Main scheme applicant","Main scheme application","25","15","0.5","0"
"2023","Not declared","30 - 34","Wales","All","Main scheme applicant","Main scheme application","5","5"," ","0"
"2023","Is not estranged from parents","30 - 34","Northern Ireland","All","Main scheme applicant","Main scheme application","260","120","0.47300000000000003","0"
"2023","Is not estranged from parents","30 - 34","England","All","Main scheme applicant","Main scheme application","7370","4120","0.559","0"
"2023","Is not estranged from parents","30 - 34","Scotland","All","Main scheme applicant","Main scheme application","1735","1110","0.639","0"
"2023","Is not estranged from parents","30 - 34","Wales","All","Main scheme applicant","Main scheme application","550","340","0.619","0"
"2023","Is estranged from parents","30 - 34","Northern Ireland","All","Main scheme applicant","Main scheme application","25","15","0.625","0"
"2023","Is estranged from parents","30 - 34","England","All","Main scheme applicant","Main scheme application","980","545","0.554","0"
"2023","Is estranged from parents","30 - 34","Scotland","All","Main scheme applicant","Main scheme application","225","150","0.667","0"
"2023","Is estranged from parents","30 - 34","Wales","All","Main scheme applicant","Main scheme application","65","35","0.561","0"
"2023","Not declared","35 and over","Northern Ireland","All","Main scheme applicant","Main scheme application","5","0"," ","0"
"2023","Not declared","35 and over","England","All","Main scheme applicant","Main scheme application","1785","1095","0.615","0"
"2023","Not declared","35 and over","Scotland","All","Main scheme applicant","Main scheme application","50","35","0.7000000000000001","0"
"2023","Not declared","35 and over","Wales","All","Main scheme applicant","Main scheme application","20","15","0.722","0"
"2023","Is not estranged from parents","35 and over","Northern Ireland","All","Main scheme applicant","Main scheme application","370","180","0.487","0"
"2023","Is not estranged from parents","35 and over","England","All","Main scheme applicant","Main scheme application","16600","9200","0.554","0"
"2023","Is not estranged from parents","35 and over","Scotland","All","Main scheme applicant","Main scheme application","2825","1755","0.622","0"
"2023","Is not estranged from parents","35 and over","Wales","All","Main scheme applicant","Main scheme application","780","460","0.591","0"
"2023","Is estranged from parents","35 and over","Northern Ireland","All","Main scheme applicant","Main scheme application","45","25","0.545","0"
"2023","Is estranged from parents","35 and over","England","All","Main scheme applicant","Main scheme application","2425","1305","0.538","0"
"2023","Is estranged from parents","35 and over","Scotland","All","Main scheme applicant","Main scheme application","385","230","0.603","0"
"2023","Is estranged from parents","35 and over","Wales","All","Main scheme applicant","Main scheme application","115","55","0.491","0"
"2023","All","17 and under","Northern Ireland","All","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","All","17 and under","England","All","Not main scheme applicant","Not main scheme application","195","170","0.858","25"
"2023","All","17 and under","Scotland","All","Not main scheme applicant","Not main scheme application","290","285","0.969","10"
"2023","All","17 and under","Wales","All","Not main scheme applicant","Not main scheme application","15","10","0.8","0"
"2023","All","18","Northern Ireland","All","Not main scheme applicant","Not main scheme application","25","25","0.962","5"
"2023","All","18","England","All","Not main scheme applicant","Not main scheme application","4315","4010","0.929","280"
"2023","All","18","Scotland","All","Not main scheme applicant","Not main scheme application","450","435","0.962","30"
"2023","All","18","Wales","All","Not main scheme applicant","Not main scheme application","190","180","0.9430000000000001","15"
"2023","All","19","Northern Ireland","All","Not main scheme applicant","Not main scheme application","140","125","0.907","10"
"2023","All","19","England","All","Not main scheme applicant","Not main scheme application","8180","7570","0.926","435"
"2023","All","19","Scotland","All","Not main scheme applicant","Not main scheme application","460","425","0.93","50"
"2023","All","19","Wales","All","Not main scheme applicant","Not main scheme application","345","320","0.919","20"
"2023","All","20","Northern Ireland","All","Not main scheme applicant","Not main scheme application","90","80","0.901","10"
"2023","All","20","England","All","Not main scheme applicant","Not main scheme application","5730","5230","0.913","360"
"2023","All","20","Scotland","All","Not main scheme applicant","Not main scheme application","345","315","0.922","40"
"2023","All","20","Wales","All","Not main scheme applicant","Not main scheme application","250","240","0.9560000000000001","25"
"2023","All","21 - 24","Northern Ireland","All","Not main scheme applicant","Not main scheme application","75","65","0.8180000000000001","15"
"2023","All","21 - 24","England","All","Not main scheme applicant","Not main scheme application","12200","11060","0.907","715"
"2023","All","21 - 24","Scotland","All","Not main scheme applicant","Not main scheme application","705","630","0.895","90"
"2023","All","21 - 24","Wales","All","Not main scheme applicant","Not main scheme application","430","390","0.909","45"
"2023","All","25 - 29","Northern Ireland","All","Not main scheme applicant","Not main scheme application","30","20","0.714","10"
"2023","All","25 - 29","England","All","Not main scheme applicant","Not main scheme application","8655","7975","0.922","355"
"2023","All","25 - 29","Scotland","All","Not main scheme applicant","Not main scheme application","375","340","0.899","65"
"2023","All","25 - 29","Wales","All","Not main scheme applicant","Not main scheme application","230","200","0.873","25"
"2023","All","30 - 34","Northern Ireland","All","Not main scheme applicant","Not main scheme application","10","10"," ","5"
"2023","All","30 - 34","England","All","Not main scheme applicant","Not main scheme application","7610","7000","0.92","250"
"2023","All","30 - 34","Scotland","All","Not main scheme applicant","Not main scheme application","270","230","0.845","25"
"2023","All","30 - 34","Wales","All","Not main scheme applicant","Not main scheme application","140","125","0.906","25"
"2023","All","35 and over","Northern Ireland","All","Not main scheme applicant","Not main scheme application","10","10"," ","10"
"2023","All","35 and over","England","All","Not main scheme applicant","Not main scheme application","17705","16290","0.92","860"
"2023","All","35 and over","Scotland","All","Not main scheme applicant","Not main scheme application","590","515","0.871","110"
"2023","All","35 and over","Wales","All","Not main scheme applicant","Not main scheme application","305","270","0.889","30"
"2023","All","17 and under","Northern Ireland","All","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2023","All","17 and under","England","All","Main scheme applicant","Not main scheme application","140","90","0.667","0"
"2023","All","17 and under","Scotland","All","Main scheme applicant","Not main scheme application","65","45","0.719","0"
"2023","All","17 and under","Wales","All","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2023","All","18","Northern Ireland","All","Main scheme applicant","Not main scheme application","1035","860","0.833","0"
"2023","All","18","England","All","Main scheme applicant","Not main scheme application","40365","37265","0.923","0"
