"Year","Gender","Age group","Domicile","Main scheme applications","Main scheme offers","Main scheme offer rate"
"2022","Male","All","England","105","15","0.152"
"2023","Male","All","England","65","15","0.231"
"2019","Female","All","Scotland","1910","375","0.196"
"2020","Female","All","Scotland","2020","405","0.201"
"2021","Female","All","Scotland","2720","365","0.135"
"2022","Female","All","Scotland","2245","355","0.159"
"2023","Female","All","Scotland","1555","370","0.23700000000000002"
"2019","Male","All","Scotland","5","0"," "
"2020","Male","All","Scotland","5","0"," "
"2021","Male","All","Scotland","10","0"," "
"2022","Male","All","Scotland","5","5"," "
"2023","Male","All","Scotland","5","0"," "
"2019","Female","All","Wales","1750","235","0.133"
"2020","Female","All","Wales","1760","290","0.166"
"2021","Female","All","Wales","2455","320","0.13"
