"Year","FSM status","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2023","Not in receipt of free school meals","17 and under","Wales","Male","Main scheme applicant","Main scheme application","15","10","0.667","0"
"2023","Don't know","17 and under","England","Male","Main scheme applicant","Main scheme application","20","10"," ","0"
"2023","Don't know","17 and under","Scotland","Male","Main scheme applicant","Main scheme application","10","5"," ","0"
"2023","Not declared","17 and under","England","Male","Main scheme applicant","Main scheme application","25","10","0.444","0"
"2023","Not declared","17 and under","Scotland","Male","Main scheme applicant","Main scheme application","5","5"," ","0"
"2023","In receipt of free school meals","18","Northern Ireland","Male","Main scheme applicant","Main scheme application","930","560","0.601","0"
"2023","In receipt of free school meals","18","England","Male","Main scheme applicant","Main scheme application","15190","9615","0.633","0"
"2023","In receipt of free school meals","18","Scotland","Male","Main scheme applicant","Main scheme application","670","500","0.748","0"
"2023","In receipt of free school meals","18","Wales","Male","Main scheme applicant","Main scheme application","445","330","0.747","0"
"2023","Not in receipt of free school meals","18","Northern Ireland","Male","Main scheme applicant","Main scheme application","3875","2655","0.686","0"
"2023","Not in receipt of free school meals","18","England","Male","Main scheme applicant","Main scheme application","102330","71960","0.7030000000000001","0"
"2023","Not in receipt of free school meals","18","Scotland","Male","Main scheme applicant","Main scheme application","6960","5635","0.81","0"
"2023","Not in receipt of free school meals","18","Wales","Male","Main scheme applicant","Main scheme application","4340","3335","0.769","0"
"2023","Don't know","18","Northern Ireland","Male","Main scheme applicant","Main scheme application","110","65","0.577","0"
"2023","Don't know","18","England","Male","Main scheme applicant","Main scheme application","4240","2680","0.632","0"
"2023","Don't know","18","Scotland","Male","Main scheme applicant","Main scheme application","235","170","0.73","0"
"2023","Don't know","18","Wales","Male","Main scheme applicant","Main scheme application","135","100","0.743","0"
"2023","Not declared","18","Northern Ireland","Male","Main scheme applicant","Main scheme application","60","40","0.629","0"
"2023","Not declared","18","England","Male","Main scheme applicant","Main scheme application","1615","1080","0.668","0"
"2023","Not declared","18","Scotland","Male","Main scheme applicant","Main scheme application","80","65","0.788","0"
"2023","Not declared","18","Wales","Male","Main scheme applicant","Main scheme application","35","25","0.706","0"
"2023","In receipt of free school meals","19","Northern Ireland","Male","Main scheme applicant","Main scheme application","180","110","0.602","0"
"2023","In receipt of free school meals","19","England","Male","Main scheme applicant","Main scheme application","4840","3185","0.658","0"
"2023","In receipt of free school meals","19","Scotland","Male","Main scheme applicant","Main scheme application","200","140","0.709","0"
"2023","In receipt of free school meals","19","Wales","Male","Main scheme applicant","Main scheme application","165","130","0.79","0"
"2023","Not in receipt of free school meals","19","Northern Ireland","Male","Main scheme applicant","Main scheme application","600","405","0.674","0"
"2023","Not in receipt of free school meals","19","England","Male","Main scheme applicant","Main scheme application","23385","17130","0.733","0"
"2023","Not in receipt of free school meals","19","Scotland","Male","Main scheme applicant","Main scheme application","2155","1635","0.758","0"
"2023","Not in receipt of free school meals","19","Wales","Male","Main scheme applicant","Main scheme application","1010","800","0.791","0"
"2023","Don't know","19","Northern Ireland","Male","Main scheme applicant","Main scheme application","30","20","0.613","0"
"2023","Don't know","19","England","Male","Main scheme applicant","Main scheme application","1495","965","0.645","0"
"2023","Don't know","19","Scotland","Male","Main scheme applicant","Main scheme application","70","45","0.653","0"
"2023","Don't know","19","Wales","Male","Main scheme applicant","Main scheme application","55","35","0.63","0"
"2023","Not declared","19","Northern Ireland","Male","Main scheme applicant","Main scheme application","15","10","0.786","0"
"2023","Not declared","19","England","Male","Main scheme applicant","Main scheme application","645","435","0.669","0"
"2023","Not declared","19","Scotland","Male","Main scheme applicant","Main scheme application","35","30","0.879","0"
"2023","Not declared","19","Wales","Male","Main scheme applicant","Main scheme application","20","15","0.75","0"
"2023","In receipt of free school meals","20","Northern Ireland","Male","Main scheme applicant","Main scheme application","85","50","0.581","0"
"2023","In receipt of free school meals","20","England","Male","Main scheme applicant","Main scheme application","1915","1230","0.642","0"
"2023","In receipt of free school meals","20","Scotland","Male","Main scheme applicant","Main scheme application","120","90","0.756","0"
"2023","In receipt of free school meals","20","Wales","Male","Main scheme applicant","Main scheme application","75","60","0.753","0"
"2023","Not in receipt of free school meals","20","Northern Ireland","Male","Main scheme applicant","Main scheme application","285","185","0.646","0"
"2023","Not in receipt of free school meals","20","England","Male","Main scheme applicant","Main scheme application","7565","5165","0.683","0"
"2023","Not in receipt of free school meals","20","Scotland","Male","Main scheme applicant","Main scheme application","960","685","0.716","0"
"2023","Not in receipt of free school meals","20","Wales","Male","Main scheme applicant","Main scheme application","380","290","0.77","0"
"2023","Don't know","20","Northern Ireland","Male","Main scheme applicant","Main scheme application","15","10","0.667","0"
"2023","Don't know","20","England","Male","Main scheme applicant","Main scheme application","615","405","0.657","0"
"2023","Don't know","20","Scotland","Male","Main scheme applicant","Main scheme application","60","45","0.729","0"
"2023","Don't know","20","Wales","Male","Main scheme applicant","Main scheme application","35","20","0.545","0"
"2023","Not declared","20","Northern Ireland","Male","Main scheme applicant","Main scheme application","10","10","0.909","0"
"2023","Not declared","20","England","Male","Main scheme applicant","Main scheme application","280","155","0.5630000000000001","0"
"2023","Not declared","20","Scotland","Male","Main scheme applicant","Main scheme application","20","20","0.857","0"
"2023","Not declared","20","Wales","Male","Main scheme applicant","Main scheme application","15","15","0.765","0"
"2023","In receipt of free school meals","21 - 24","Northern Ireland","Male","Main scheme applicant","Main scheme application","100","70","0.706","0"
"2023","In receipt of free school meals","21 - 24","England","Male","Main scheme applicant","Main scheme application","1935","1175","0.607","0"
"2023","In receipt of free school meals","21 - 24","Scotland","Male","Main scheme applicant","Main scheme application","250","165","0.673","0"
"2023","In receipt of free school meals","21 - 24","Wales","Male","Main scheme applicant","Main scheme application","95","75","0.784","0"
"2023","Not in receipt of free school meals","21 - 24","Northern Ireland","Male","Main scheme applicant","Main scheme application","405","245","0.604","0"
"2023","Not in receipt of free school meals","21 - 24","England","Male","Main scheme applicant","Main scheme application","9540","5795","0.607","0"
"2023","Not in receipt of free school meals","21 - 24","Scotland","Male","Main scheme applicant","Main scheme application","1920","1270","0.661","0"
"2023","Not in receipt of free school meals","21 - 24","Wales","Male","Main scheme applicant","Main scheme application","655","450","0.6880000000000001","0"
"2023","Don't know","21 - 24","Northern Ireland","Male","Main scheme applicant","Main scheme application","30","20","0.613","0"
"2023","Don't know","21 - 24","England","Male","Main scheme applicant","Main scheme application","780","450","0.578","0"
"2023","Don't know","21 - 24","Scotland","Male","Main scheme applicant","Main scheme application","125","75","0.626","0"
"2023","Don't know","21 - 24","Wales","Male","Main scheme applicant","Main scheme application","40","25","0.61","0"
"2023","Not declared","21 - 24","Northern Ireland","Male","Main scheme applicant","Main scheme application","10","5"," ","0"
"2023","Not declared","21 - 24","England","Male","Main scheme applicant","Main scheme application","485","260","0.542","0"
"2023","Not declared","21 - 24","Scotland","Male","Main scheme applicant","Main scheme application","60","40","0.623","0"
"2023","Not declared","21 - 24","Wales","Male","Main scheme applicant","Main scheme application","15","10"," ","0"
"2023","In receipt of free school meals","25 - 29","Northern Ireland","Male","Main scheme applicant","Main scheme application","15","5"," ","0"
"2023","In receipt of free school meals","25 - 29","England","Male","Main scheme applicant","Main scheme application","490","290","0.59","0"
"2023","In receipt of free school meals","25 - 29","Scotland","Male","Main scheme applicant","Main scheme application","95","55","0.5730000000000001","0"
"2023","In receipt of free school meals","25 - 29","Wales","Male","Main scheme applicant","Main scheme application","30","20","0.594","0"
"2023","Not in receipt of free school meals","25 - 29","Northern Ireland","Male","Main scheme applicant","Main scheme application","145","60","0.40800000000000003","0"
"2023","Not in receipt of free school meals","25 - 29","England","Male","Main scheme applicant","Main scheme application","3610","2050","0.5680000000000001","0"
"2023","Not in receipt of free school meals","25 - 29","Scotland","Male","Main scheme applicant","Main scheme application","1000","615","0.612","0"
"2023","Not in receipt of free school meals","25 - 29","Wales","Male","Main scheme applicant","Main scheme application","275","170","0.626","0"
"2023","Don't know","25 - 29","Northern Ireland","Male","Main scheme applicant","Main scheme application","5","0"," ","0"
"2023","Don't know","25 - 29","England","Male","Main scheme applicant","Main scheme application","240","135","0.554","0"
"2023","Don't know","25 - 29","Scotland","Male","Main scheme applicant","Main scheme application","60","40","0.623","0"
"2023","Don't know","25 - 29","Wales","Male","Main scheme applicant","Main scheme application","10","5"," ","0"
"2023","Not declared","25 - 29","Northern Ireland","Male","Main scheme applicant","Main scheme application","5","0"," ","0"
"2023","Not declared","25 - 29","England","Male","Main scheme applicant","Main scheme application","305","155","0.511","0"
"2023","Not declared","25 - 29","Scotland","Male","Main scheme applicant","Main scheme application","20","10","0.455","0"
"2023","Not declared","25 - 29","Wales","Male","Main scheme applicant","Main scheme application","5","0"," ","0"
"2023","In receipt of free school meals","30 - 34","Northern Ireland","Male","Main scheme applicant","Main scheme application","10","5"," ","0"
"2023","In receipt of free school meals","30 - 34","England","Male","Main scheme applicant","Main scheme application","155","85","0.562","0"
"2023","In receipt of free school meals","30 - 34","Scotland","Male","Main scheme applicant","Main scheme application","40","25","0.619","0"
"2023","In receipt of free school meals","30 - 34","Wales","Male","Main scheme applicant","Main scheme application","10","5"," ","0"
"2023","Not in receipt of free school meals","30 - 34","Northern Ireland","Male","Main scheme applicant","Main scheme application","55","25","0.47300000000000003","0"
"2023","Not in receipt of free school meals","30 - 34","England","Male","Main scheme applicant","Main scheme application","2050","1095","0.534","0"
"2023","Not in receipt of free school meals","30 - 34","Scotland","Male","Main scheme applicant","Main scheme application","550","330","0.603","0"
"2023","Not in receipt of free school meals","30 - 34","Wales","Male","Main scheme applicant","Main scheme application","135","80","0.59","0"
"2023","Don't know","30 - 34","England","Male","Main scheme applicant","Main scheme application","120","70","0.5760000000000001","0"
"2023","Don't know","30 - 34","Scotland","Male","Main scheme applicant","Main scheme application","25","20","0.783","0"
"2023","Don't know","30 - 34","Wales","Male","Main scheme applicant","Main scheme application","5","0"," ","0"
"2023","Not declared","30 - 34","England","Male","Main scheme applicant","Main scheme application","315","185","0.59","0"
"2023","Not declared","30 - 34","Scotland","Male","Main scheme applicant","Main scheme application","15","10"," ","0"
"2023","In receipt of free school meals","35 and over","Northern Ireland","Male","Main scheme applicant","Main scheme application","5","0"," ","0"
"2023","In receipt of free school meals","35 and over","England","Male","Main scheme applicant","Main scheme application","150","85","0.553","0"
"2023","In receipt of free school meals","35 and over","Scotland","Male","Main scheme applicant","Main scheme application","35","20","0.611","0"
"2023","In receipt of free school meals","35 and over","Wales","Male","Main scheme applicant","Main scheme application","5","0"," ","0"
"2023","Not in receipt of free school meals","35 and over","Northern Ireland","Male","Main scheme applicant","Main scheme application","85","45","0.529","0"
"2023","Not in receipt of free school meals","35 and over","England","Male","Main scheme applicant","Main scheme application","5230","2725","0.521","0"
"2023","Not in receipt of free school meals","35 and over","Scotland","Male","Main scheme applicant","Main scheme application","740","430","0.583","0"
"2023","Not in receipt of free school meals","35 and over","Wales","Male","Main scheme applicant","Main scheme application","175","100","0.56","0"
"2023","Don't know","35 and over","Northern Ireland","Male","Main scheme applicant","Main scheme application","10","5"," ","0"
"2023","Don't know","35 and over","England","Male","Main scheme applicant","Main scheme application","235","105","0.435","0"
"2023","Don't know","35 and over","Scotland","Male","Main scheme applicant","Main scheme application","25","10","0.522","0"
"2023","Don't know","35 and over","Wales","Male","Main scheme applicant","Main scheme application","15","10"," ","0"
"2023","Not declared","35 and over","Northern Ireland","Male","Main scheme applicant","Main scheme application","5","0"," ","0"
"2023","Not declared","35 and over","England","Male","Main scheme applicant","Main scheme application","800","485","0.605","0"
"2023","Not declared","35 and over","Scotland","Male","Main scheme applicant","Main scheme application","15","10"," ","0"
"2023","Not declared","35 and over","Wales","Male","Main scheme applicant","Main scheme application","5","0"," ","0"
"2023","All","17 and under","England","Female","Not main scheme applicant","Not main scheme application","105","85","0.81","20"
"2023","All","17 and under","Scotland","Female","Not main scheme applicant","Not main scheme application","165","160","0.964","5"
"2023","All","17 and under","Wales","Female","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","All","18","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","10","10","1","5"
"2023","All","18","England","Female","Not main scheme applicant","Not main scheme application","2040","1895","0.928","130"
"2023","All","18","Scotland","Female","Not main scheme applicant","Not main scheme application","215","205","0.9490000000000001","15"
"2023","All","18","Wales","Female","Not main scheme applicant","Not main scheme application","75","75","0.9480000000000001","5"
"2023","All","19","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","75","70","0.895","5"
"2023","All","19","England","Female","Not main scheme applicant","Not main scheme application","4020","3720","0.925","205"
"2023","All","19","Scotland","Female","Not main scheme applicant","Not main scheme application","230","210","0.914","25"
"2023","All","19","Wales","Female","Not main scheme applicant","Not main scheme application","180","170","0.923","15"
"2023","All","20","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","40","35","0.846","5"
"2023","All","20","England","Female","Not main scheme applicant","Not main scheme application","2750","2505","0.911","165"
"2023","All","20","Scotland","Female","Not main scheme applicant","Not main scheme application","170","155","0.918","20"
"2023","All","20","Wales","Female","Not main scheme applicant","Not main scheme application","125","120","0.9590000000000001","15"
"2023","All","21 - 24","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","25","20","0.6920000000000001","10"
"2023","All","21 - 24","England","Female","Not main scheme applicant","Not main scheme application","5910","5325","0.901","385"
"2023","All","21 - 24","Scotland","Female","Not main scheme applicant","Not main scheme application","395","345","0.878","60"
"2023","All","21 - 24","Wales","Female","Not main scheme applicant","Not main scheme application","225","200","0.897","20"
"2023","All","25 - 29","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","10","5"," ","5"
"2023","All","25 - 29","England","Female","Not main scheme applicant","Not main scheme application","4440","4070","0.918","205"
"2023","All","25 - 29","Scotland","Female","Not main scheme applicant","Not main scheme application","220","190","0.864","35"
"2023","All","25 - 29","Wales","Female","Not main scheme applicant","Not main scheme application","135","120","0.869","15"
"2023","All","30 - 34","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","All","30 - 34","England","Female","Not main scheme applicant","Not main scheme application","3965","3630","0.916","155"
"2023","All","30 - 34","Scotland","Female","Not main scheme applicant","Not main scheme application","175","145","0.835","15"
"2023","All","30 - 34","Wales","Female","Not main scheme applicant","Not main scheme application","90","80","0.9","20"
"2023","All","35 and over","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," ","5"
"2023","All","35 and over","England","Female","Not main scheme applicant","Not main scheme application","9525","8720","0.915","595"
"2023","All","35 and over","Scotland","Female","Not main scheme applicant","Not main scheme application","425","365","0.864","75"
"2023","All","35 and over","Wales","Female","Not main scheme applicant","Not main scheme application","215","190","0.888","20"
"2023","All","17 and under","Northern Ireland","Male","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","All","17 and under","England","Male","Not main scheme applicant","Not main scheme application","90","85","0.913","5"
"2023","All","17 and under","Scotland","Male","Not main scheme applicant","Not main scheme application","125","125","0.976","5"
"2023","All","17 and under","Wales","Male","Not main scheme applicant","Not main scheme application","10","5"," ","0"
"2023","All","18","Northern Ireland","Male","Not main scheme applicant","Not main scheme application","15","15","0.9380000000000001","5"
"2023","All","18","England","Male","Not main scheme applicant","Not main scheme application","2275","2115","0.93","150"
"2023","All","18","Scotland","Male","Not main scheme applicant","Not main scheme application","235","230","0.974","15"
"2023","All","18","Wales","Male","Not main scheme applicant","Not main scheme application","115","110","0.9390000000000001","10"
"2023","All","19","Northern Ireland","Male","Not main scheme applicant","Not main scheme application","65","60","0.922","5"
"2023","All","19","England","Male","Not main scheme applicant","Not main scheme application","4160","3850","0.926","230"
"2023","All","19","Scotland","Male","Not main scheme applicant","Not main scheme application","225","215","0.9470000000000001","25"
"2023","All","19","Wales","Male","Not main scheme applicant","Not main scheme application","165","150","0.915","10"
"2023","All","20","Northern Ireland","Male","Not main scheme applicant","Not main scheme application","50","50","0.9420000000000001","5"
"2023","All","20","England","Male","Not main scheme applicant","Not main scheme application","2980","2725","0.914","195"
"2023","All","20","Scotland","Male","Not main scheme applicant","Not main scheme application","175","160","0.925","20"
"2023","All","20","Wales","Male","Not main scheme applicant","Not main scheme application","125","120","0.9530000000000001","10"
"2023","All","21 - 24","Northern Ireland","Male","Not main scheme applicant","Not main scheme application","50","45","0.882","10"
"2023","All","21 - 24","England","Male","Not main scheme applicant","Not main scheme application","6290","5735","0.912","325"
"2023","All","21 - 24","Scotland","Male","Not main scheme applicant","Not main scheme application","310","285","0.917","35"
"2023","All","21 - 24","Wales","Male","Not main scheme applicant","Not main scheme application","205","190","0.922","25"
"2023","All","25 - 29","Northern Ireland","Male","Not main scheme applicant","Not main scheme application","15","15","0.882","5"
"2023","All","25 - 29","England","Male","Not main scheme applicant","Not main scheme application","4220","3905","0.926","150"
"2023","All","25 - 29","Scotland","Male","Not main scheme applicant","Not main scheme application","155","150","0.9490000000000001","25"
"2023","All","25 - 29","Wales","Male","Not main scheme applicant","Not main scheme application","90","80","0.879","10"
"2023","All","30 - 34","Northern Ireland","Male","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","All","30 - 34","England","Male","Not main scheme applicant","Not main scheme application","3645","3370","0.925","95"
"2023","All","30 - 34","Scotland","Male","Not main scheme applicant","Not main scheme application","95","80","0.863","10"
"2023","All","30 - 34","Wales","Male","Not main scheme applicant","Not main scheme application","50","45","0.918","5"
"2023","All","35 and over","Northern Ireland","Male","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","All","35 and over","England","Male","Not main scheme applicant","Not main scheme application","8180","7575","0.926","265"
"2023","All","35 and over","Scotland","Male","Not main scheme applicant","Not main scheme application","165","145","0.891","35"
"2023","All","35 and over","Wales","Male","Not main scheme applicant","Not main scheme application","90","80","0.891","10"
"2023","All","17 and under","England","Female","Main scheme applicant","Not main scheme application","70","50","0.7000000000000001","0"
"2023","All","17 and under","Scotland","Female","Main scheme applicant","Not main scheme application","45","30","0.727","0"
"2023","All","17 and under","Wales","Female","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2023","All","18","Northern Ireland","Female","Main scheme applicant","Not main scheme application","695","570","0.8200000000000001","0"
"2023","All","18","England","Female","Main scheme applicant","Not main scheme application","22375","20580","0.92","0"
"2023","All","18","Scotland","Female","Main scheme applicant","Not main scheme application","615","485","0.789","0"
"2023","All","18","Wales","Female","Main scheme applicant","Not main scheme application","710","650","0.914","0"
"2023","All","19","Northern Ireland","Female","Main scheme applicant","Not main scheme application","160","125","0.792","0"
"2023","All","19","England","Female","Main scheme applicant","Not main scheme application","4995","4360","0.872","0"
"2023","All","19","Scotland","Female","Main scheme applicant","Not main scheme application","205","150","0.738","0"
"2023","All","19","Wales","Female","Main scheme applicant","Not main scheme application","185","165","0.876","0"
"2023","All","20","Northern Ireland","Female","Main scheme applicant","Not main scheme application","50","40","0.804","0"
"2023","All","20","England","Female","Main scheme applicant","Not main scheme application","1490","1235","0.8310000000000001","0"
"2023","All","20","Scotland","Female","Main scheme applicant","Not main scheme application","110","80","0.725","0"
"2023","All","20","Wales","Female","Main scheme applicant","Not main scheme application","75","55","0.75","0"
"2023","All","21 - 24","Northern Ireland","Female","Main scheme applicant","Not main scheme application","90","65","0.685","0"
"2023","All","21 - 24","England","Female","Main scheme applicant","Not main scheme application","1785","1230","0.6880000000000001","0"
"2023","All","21 - 24","Scotland","Female","Main scheme applicant","Not main scheme application","225","140","0.619","0"
"2023","All","21 - 24","Wales","Female","Main scheme applicant","Not main scheme application","100","75","0.776","0"
"2023","All","25 - 29","Northern Ireland","Female","Main scheme applicant","Not main scheme application","40","30","0.763","0"
"2023","All","25 - 29","England","Female","Main scheme applicant","Not main scheme application","660","425","0.645","0"
"2023","All","25 - 29","Scotland","Female","Main scheme applicant","Not main scheme application","90","60","0.674","0"
"2023","All","25 - 29","Wales","Female","Main scheme applicant","Not main scheme application","55","35","0.6980000000000001","0"
"2023","All","30 - 34","Northern Ireland","Female","Main scheme applicant","Not main scheme application","25","20","0.8150000000000001","0"
"2023","All","30 - 34","England","Female","Main scheme applicant","Not main scheme application","485","300","0.623","0"
"2023","All","30 - 34","Scotland","Female","Main scheme applicant","Not main scheme application","55","35","0.607","0"
"2023","All","30 - 34","Wales","Female","Main scheme applicant","Not main scheme application","30","30","0.875","0"
"2023","All","35 and over","Northern Ireland","Female","Main scheme applicant","Not main scheme application","40","35","0.925","0"
"2023","All","35 and over","England","Female","Main scheme applicant","Not main scheme application","1095","685","0.624","0"
"2023","All","35 and over","Scotland","Female","Main scheme applicant","Not main scheme application","100","55","0.559","0"
"2023","All","35 and over","Wales","Female","Main scheme applicant","Not main scheme application","45","40","0.848","0"
"2023","All","17 and under","England","Male","Main scheme applicant","Not main scheme application","70","45","0.632","0"
"2023","All","17 and under","Scotland","Male","Main scheme applicant","Not main scheme application","20","15","0.7000000000000001","0"
"2023","All","18","Northern Ireland","Male","Main scheme applicant","Not main scheme application","340","290","0.859","0"
"2023","All","18","England","Male","Main scheme applicant","Not main scheme application","17990","16685","0.928","0"
"2023","All","18","Scotland","Male","Main scheme applicant","Not main scheme application","400","350","0.873","0"
"2023","All","18","Wales","Male","Main scheme applicant","Not main scheme application","450","405","0.904","0"
"2023","All","19","Northern Ireland","Male","Main scheme applicant","Not main scheme application","90","75","0.841","0"
"2023","All","19","England","Male","Main scheme applicant","Not main scheme application","3755","3305","0.88","0"
"2023","All","19","Scotland","Male","Main scheme applicant","Not main scheme application","155","115","0.737","0"
"2023","All","19","Wales","Male","Main scheme applicant","Not main scheme application","105","100","0.9420000000000001","0"
"2023","All","20","Northern Ireland","Male","Main scheme applicant","Not main scheme application","35","25","0.6970000000000001","0"
"2023","All","20","England","Male","Main scheme applicant","Not main scheme application","1175","975","0.8300000000000001","0"
"2023","All","20","Scotland","Male","Main scheme applicant","Not main scheme application","65","45","0.719","0"
"2023","All","20","Wales","Male","Main scheme applicant","Not main scheme application","40","35","0.872","0"
"2023","All","21 - 24","Northern Ireland","Male","Main scheme applicant","Not main scheme application","30","25","0.781","0"
"2023","All","21 - 24","England","Male","Main scheme applicant","Not main scheme application","1220","955","0.785","0"
"2023","All","21 - 24","Scotland","Male","Main scheme applicant","Not main scheme application","130","85","0.674","0"
"2023","All","21 - 24","Wales","Male","Main scheme applicant","Not main scheme application","40","30","0.8210000000000001","0"
"2023","All","25 - 29","Northern Ireland","Male","Main scheme applicant","Not main scheme application","20","10","0.556","0"
"2023","All","25 - 29","England","Male","Main scheme applicant","Not main scheme application","380","275","0.724","0"
"2023","All","25 - 29","Scotland","Male","Main scheme applicant","Not main scheme application","55","40","0.684","0"
"2023","All","25 - 29","Wales","Male","Main scheme applicant","Not main scheme application","25","20","0.833","0"
"2023","All","30 - 34","Northern Ireland","Male","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","All","30 - 34","England","Male","Main scheme applicant","Not main scheme application","190","105","0.552","0"
"2023","All","30 - 34","Scotland","Male","Main scheme applicant","Not main scheme application","25","10","0.458","0"
"2023","All","30 - 34","Wales","Male","Main scheme applicant","Not main scheme application","15","10","0.857","0"
"2023","All","35 and over","Northern Ireland","Male","Main scheme applicant","Not main scheme application","10","5"," ","0"
"2023","All","35 and over","England","Male","Main scheme applicant","Not main scheme application","535","315","0.587","0"
"2023","All","35 and over","Scotland","Male","Main scheme applicant","Not main scheme application","40","25","0.625","0"
"2023","All","35 and over","Wales","Male","Main scheme applicant","Not main scheme application","15","10","0.667","0"
"2023","All","17 and under","Northern Ireland","Female","Main scheme applicant","Main scheme application","20","10","0.526","0"
"2023","All","17 and under","England","Female","Main scheme applicant","Main scheme application","610","345","0.5660000000000001","0"
"2023","All","17 and under","Scotland","Female","Main scheme applicant","Main scheme application","570","355","0.626","0"
"2023","All","17 and under","Wales","Female","Main scheme applicant","Main scheme application","20","15","0.591","0"
"2023","All","18","Northern Ireland","Female","Main scheme applicant","Main scheme application","6885","4655","0.676","0"
"2023","All","18","England","Female","Main scheme applicant","Main scheme application","153045","109025","0.712","0"
"2023","All","18","Scotland","Female","Main scheme applicant","Main scheme application","11375","9110","0.801","0"
"2023","All","18","Wales","Female","Main scheme applicant","Main scheme application","7040","5455","0.775","0"
"2023","All","19","Northern Ireland","Female","Main scheme applicant","Main scheme application","1350","900","0.665","0"
"2023","All","19","England","Female","Main scheme applicant","Main scheme application","40210","28815","0.717","0"
"2023","All","19","Scotland","Female","Main scheme applicant","Main scheme application","3385","2490","0.736","0"
"2023","All","19","Wales","Female","Main scheme applicant","Main scheme application","1915","1445","0.755","0"
"2023","All","20","Northern Ireland","Female","Main scheme applicant","Main scheme application","540","325","0.602","0"
"2023","All","20","England","Female","Main scheme applicant","Main scheme application","13370","8740","0.654","0"
"2023","All","20","Scotland","Female","Main scheme applicant","Main scheme application","1795","1220","0.681","0"
"2023","All","20","Wales","Female","Main scheme applicant","Main scheme application","695","465","0.667","0"
"2023","All","21 - 24","Northern Ireland","Female","Main scheme applicant","Main scheme application","855","445","0.519","0"
"2023","All","21 - 24","England","Female","Main scheme applicant","Main scheme application","18625","10235","0.549","0"
"2023","All","21 - 24","Scotland","Female","Main scheme applicant","Main scheme application","4085","2550","0.624","0"
"2023","All","21 - 24","Wales","Female","Main scheme applicant","Main scheme application","1525","960","0.632","0"
"2023","All","25 - 29","Northern Ireland","Female","Main scheme applicant","Main scheme application","340","160","0.465","0"
"2023","All","25 - 29","England","Female","Main scheme applicant","Main scheme application","8820","4830","0.547","0"
"2023","All","25 - 29","Scotland","Female","Main scheme applicant","Main scheme application","2195","1360","0.618","0"
"2023","All","25 - 29","Wales","Female","Main scheme applicant","Main scheme application","735","425","0.579","0"
"2023","All","30 - 34","Northern Ireland","Female","Main scheme applicant","Main scheme application","220","105","0.484","0"
"2023","All","30 - 34","England","Female","Main scheme applicant","Main scheme application","6335","3575","0.5640000000000001","0"
"2023","All","30 - 34","Scotland","Female","Main scheme applicant","Main scheme application","1355","885","0.655","0"
"2023","All","30 - 34","Wales","Female","Main scheme applicant","Main scheme application","475","295","0.619","0"
"2023","All","35 and over","Northern Ireland","Female","Main scheme applicant","Main scheme application","320","155","0.481","0"
"2023","All","35 and over","England","Female","Main scheme applicant","Main scheme application","14395","8210","0.5700000000000001","0"
"2023","All","35 and over","Scotland","Female","Main scheme applicant","Main scheme application","2450","1550","0.634","0"
"2023","All","35 and over","Wales","Female","Main scheme applicant","Main scheme application","710","420","0.594","0"
"2023","All","17 and under","Northern Ireland","Male","Main scheme applicant","Main scheme application","15","10"," ","0"
"2023","All","17 and under","England","Male","Main scheme applicant","Main scheme application","500","275","0.55","0"
"2023","All","17 and under","Scotland","Male","Main scheme applicant","Main scheme application","390","230","0.588","0"
"2023","All","17 and under","Wales","Male","Main scheme applicant","Main scheme application","20","10","0.632","0"
"2023","All","18","Northern Ireland","Male","Main scheme applicant","Main scheme application","4975","3320","0.667","0"
"2023","All","18","England","Male","Main scheme applicant","Main scheme application","123375","85330","0.6920000000000001","0"
"2023","All","18","Scotland","Male","Main scheme applicant","Main scheme application","7945","6370","0.802","0"
"2023","All","18","Wales","Male","Main scheme applicant","Main scheme application","4950","3790","0.766","0"
"2023","All","19","Northern Ireland","Male","Main scheme applicant","Main scheme application","825","540","0.658","0"
"2023","All","19","England","Male","Main scheme applicant","Main scheme application","30370","21715","0.715","0"
"2023","All","19","Scotland","Male","Main scheme applicant","Main scheme application","2460","1850","0.753","0"
"2023","All","19","Wales","Male","Main scheme applicant","Main scheme application","1250","980","0.783","0"
"2023","All","20","Northern Ireland","Male","Main scheme applicant","Main scheme application","395","255","0.64","0"
"2023","All","20","England","Male","Main scheme applicant","Main scheme application","10375","6955","0.67","0"
"2023","All","20","Scotland","Male","Main scheme applicant","Main scheme application","1160","840","0.723","0"
