"Year","NPD ethnic group","Tariff group of provider","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Accepted applicants","Population estimate","Entry rate"
"2023","White","Medium tariff","18","England","Male","Not main scheme applicant","All","270","219550","0.001"
"2006","Any Other Ethnic Group","Lower tariff","18","England","Female","Main scheme applicant","All","280","2120","0.133"
"2006","Asian","Lower tariff","18","England","Female","Main scheme applicant","All","3320","17810","0.187"
"2006","Black","Lower tariff","18","England","Female","Main scheme applicant","All","1460","10080","0.14400000000000002"
"2006","Chinese","Lower tariff","18","England","Female","Main scheme applicant","All","180","1040","0.171"
"2006","Mixed","Lower tariff","18","England","Female","Main scheme applicant","All","600","5880","0.10300000000000001"
"2006","White","Lower tariff","18","England","Female","Main scheme applicant","All","22560","243840","0.093"
"2007","Any Other Ethnic Group","Lower tariff","18","England","Female","Main scheme applicant","All","290","2340","0.124"
"2007","Asian","Lower tariff","18","England","Female","Main scheme applicant","All","3200","17150","0.187"
"2007","Black","Lower tariff","18","England","Female","Main scheme applicant","All","1480","10510","0.14100000000000001"
"2007","Chinese","Lower tariff","18","England","Female","Main scheme applicant","All","160","1130","0.139"
"2007","Mixed","Lower tariff","18","England","Female","Main scheme applicant","All","610","6240","0.098"
"2007","White","Lower tariff","18","England","Female","Main scheme applicant","All","22540","240530","0.094"
"2008","Any Other Ethnic Group","Lower tariff","18","England","Female","Main scheme applicant","All","300","2320","0.13"
"2008","Asian","Lower tariff","18","England","Female","Main scheme applicant","All","3470","18020","0.193"
"2008","Black","Lower tariff","18","England","Female","Main scheme applicant","All","1780","10920","0.163"
"2008","Chinese","Lower tariff","18","England","Female","Main scheme applicant","All","170","1070","0.161"
"2008","Mixed","Lower tariff","18","England","Female","Main scheme applicant","All","760","6850","0.11"
"2008","White","Lower tariff","18","England","Female","Main scheme applicant","All","24940","245160","0.10200000000000001"
"2009","Any Other Ethnic Group","Lower tariff","18","England","Female","Main scheme applicant","All","360","2450","0.146"
"2009","Asian","Lower tariff","18","England","Female","Main scheme applicant","All","3990","18590","0.215"
"2009","Black","Lower tariff","18","England","Female","Main scheme applicant","All","1970","11160","0.176"
"2009","Chinese","Lower tariff","18","England","Female","Main scheme applicant","All","150","1070","0.14300000000000002"
"2009","Mixed","Lower tariff","18","England","Female","Main scheme applicant","All","980","7490","0.13"
"2009","White","Lower tariff","18","England","Female","Main scheme applicant","All","27420","248720","0.11"
"2010","Any Other Ethnic Group","Lower tariff","18","England","Female","Main scheme applicant","All","410","2620","0.155"
"2010","Asian","Lower tariff","18","England","Female","Main scheme applicant","All","4200","19350","0.217"
"2010","Black","Lower tariff","18","England","Female","Main scheme applicant","All","2310","11500","0.201"
"2010","Chinese","Lower tariff","18","England","Female","Main scheme applicant","All","170","1110","0.156"
"2010","Mixed","Lower tariff","18","England","Female","Main scheme applicant","All","1060","8100","0.131"
"2010","White","Lower tariff","18","England","Female","Main scheme applicant","All","27900","246260","0.113"
"2011","Any Other Ethnic Group","Lower tariff","18","England","Female","Main scheme applicant","All","530","2760","0.192"
"2011","Asian","Lower tariff","18","England","Female","Main scheme applicant","All","4920","19930","0.247"
"2011","Black","Lower tariff","18","England","Female","Main scheme applicant","All","2800","11960","0.234"
"2011","Chinese","Lower tariff","18","England","Female","Main scheme applicant","All","230","1040","0.223"
"2011","Mixed","Lower tariff","18","England","Female","Main scheme applicant","All","1250","8500","0.147"
"2011","White","Lower tariff","18","England","Female","Main scheme applicant","All","30120","236310","0.127"
"2012","Any Other Ethnic Group","Lower tariff","18","England","Female","Main scheme applicant","All","560","3040","0.182"
"2012","Asian","Lower tariff","18","England","Female","Main scheme applicant","All","4530","20280","0.223"
"2012","Black","Lower tariff","18","England","Female","Main scheme applicant","All","2640","12230","0.216"
"2012","Chinese","Lower tariff","18","England","Female","Main scheme applicant","All","160","1050","0.15"
"2012","Mixed","Lower tariff","18","England","Female","Main scheme applicant","All","1140","9050","0.126"
"2012","White","Lower tariff","18","England","Female","Main scheme applicant","All","26780","234860","0.114"
"2013","Any Other Ethnic Group","Lower tariff","18","England","Female","Main scheme applicant","All","530","3080","0.17300000000000001"
"2013","Asian","Lower tariff","18","England","Female","Main scheme applicant","All","4710","20640","0.228"
"2013","Black","Lower tariff","18","England","Female","Main scheme applicant","All","2880","12910","0.223"
"2013","Chinese","Lower tariff","18","England","Female","Main scheme applicant","All","160","1080","0.15"
"2013","Mixed","Lower tariff","18","England","Female","Main scheme applicant","All","1230","9440","0.13"
"2013","White","Lower tariff","18","England","Female","Main scheme applicant","All","27070","228580","0.11800000000000001"
"2014","Any Other Ethnic Group","Lower tariff","18","England","Female","Main scheme applicant","All","630","3300","0.19"
"2014","Asian","Lower tariff","18","England","Female","Main scheme applicant","All","5000","21420","0.233"
"2014","Black","Lower tariff","18","England","Female","Main scheme applicant","All","2830","13040","0.217"
"2014","Chinese","Lower tariff","18","England","Female","Main scheme applicant","All","180","1150","0.153"
"2014","Mixed","Lower tariff","18","England","Female","Main scheme applicant","All","1400","10060","0.139"
"2014","White","Lower tariff","18","England","Female","Main scheme applicant","All","27710","223500","0.124"
"2015","Any Other Ethnic Group","Lower tariff","18","England","Female","Main scheme applicant","All","650","3380","0.192"
"2015","Asian","Lower tariff","18","England","Female","Main scheme applicant","All","5360","22730","0.23600000000000002"
"2015","Black","Lower tariff","18","England","Female","Main scheme applicant","All","3160","13770","0.23"
"2015","Chinese","Lower tariff","18","England","Female","Main scheme applicant","All","150","1080","0.14100000000000001"
"2015","Mixed","Lower tariff","18","England","Female","Main scheme applicant","All","1580","10900","0.145"
"2015","White","Lower tariff","18","England","Female","Main scheme applicant","All","28590","226450","0.126"
"2016","Any Other Ethnic Group","Lower tariff","18","England","Female","Main scheme applicant","All","630","3520","0.179"
"2016","Asian","Lower tariff","18","England","Female","Main scheme applicant","All","5480","23140","0.23700000000000002"
"2016","Black","Lower tariff","18","England","Female","Main scheme applicant","All","3050","13650","0.223"
"2016","Chinese","Lower tariff","18","England","Female","Main scheme applicant","All","130","1030","0.126"
"2016","Mixed","Lower tariff","18","England","Female","Main scheme applicant","All","1590","11220","0.14200000000000002"
"2016","White","Lower tariff","18","England","Female","Main scheme applicant","All","27450","220380","0.125"
"2017","Any Other Ethnic Group","Lower tariff","18","England","Female","Main scheme applicant","All","650","3600","0.18"
"2017","Asian","Lower tariff","18","England","Female","Main scheme applicant","All","5600","23730","0.23600000000000002"
"2017","Black","Lower tariff","18","England","Female","Main scheme applicant","All","3030","13650","0.222"
"2017","Chinese","Lower tariff","18","England","Female","Main scheme applicant","All","120","960","0.121"
"2017","Mixed","Lower tariff","18","England","Female","Main scheme applicant","All","1580","11380","0.139"
"2017","White","Lower tariff","18","England","Female","Main scheme applicant","All","26760","216430","0.124"
"2018","Any Other Ethnic Group","Lower tariff","18","England","Female","Main scheme applicant","All","680","3850","0.176"
"2018","Asian","Lower tariff","18","England","Female","Main scheme applicant","All","5700","24550","0.232"
"2018","Black","Lower tariff","18","England","Female","Main scheme applicant","All","3090","13990","0.221"
"2018","Chinese","Lower tariff","18","England","Female","Main scheme applicant","All","130","950","0.14100000000000001"
"2018","Mixed","Lower tariff","18","England","Female","Main scheme applicant","All","1630","11450","0.14200000000000002"
"2018","White","Lower tariff","18","England","Female","Main scheme applicant","All","26140","209250","0.125"
"2019","Any Other Ethnic Group","Lower tariff","18","England","Female","Main scheme applicant","All","770","3900","0.198"
"2019","Asian","Lower tariff","18","England","Female","Main scheme applicant","All","6440","25570","0.252"
"2019","Black","Lower tariff","18","England","Female","Main scheme applicant","All","3180","13990","0.227"
"2019","Chinese","Lower tariff","18","England","Female","Main scheme applicant","All","110","930","0.115"
"2019","Mixed","Lower tariff","18","England","Female","Main scheme applicant","All","1630","11900","0.137"
"2019","White","Lower tariff","18","England","Female","Main scheme applicant","All","25240","201350","0.125"
"2020","Any Other Ethnic Group","Lower tariff","18","England","Female","Main scheme applicant","All","760","4060","0.187"
"2020","Asian","Lower tariff","18","England","Female","Main scheme applicant","All","6500","27050","0.24"
"2020","Black","Lower tariff","18","England","Female","Main scheme applicant","All","3290","14610","0.225"
"2020","Chinese","Lower tariff","18","England","Female","Main scheme applicant","All","100","940","0.109"
"2020","Mixed","Lower tariff","18","England","Female","Main scheme applicant","All","1810","12350","0.147"
"2020","White","Lower tariff","18","England","Female","Main scheme applicant","All","25400","196050","0.13"
"2021","Any Other Ethnic Group","Lower tariff","18","England","Female","Main scheme applicant","All","870","4560","0.191"
"2021","Asian","Lower tariff","18","England","Female","Main scheme applicant","All","6580","27980","0.23500000000000001"
"2021","Black","Lower tariff","18","England","Female","Main scheme applicant","All","3400","15620","0.218"
"2021","Chinese","Lower tariff","18","England","Female","Main scheme applicant","All","120","980","0.11800000000000001"
"2021","Mixed","Lower tariff","18","England","Female","Main scheme applicant","All","2050","13640","0.15"
"2021","White","Lower tariff","18","England","Female","Main scheme applicant","All","25720","201190","0.128"
"2022","Any Other Ethnic Group","Lower tariff","18","England","Female","Main scheme applicant","All","1090","5000","0.219"
"2022","Asian","Lower tariff","18","England","Female","Main scheme applicant","All","7490","29790","0.251"
"2022","Black","Lower tariff","18","England","Female","Main scheme applicant","All","4290","16490","0.26"
"2022","Chinese","Lower tariff","18","England","Female","Main scheme applicant","All","130","990","0.128"
"2022","Mixed","Lower tariff","18","England","Female","Main scheme applicant","All","2350","14770","0.159"
"2022","White","Lower tariff","18","England","Female","Main scheme applicant","All","27830","205180","0.136"
"2023","Any Other Ethnic Group","Lower tariff","18","England","Female","Main scheme applicant","All","1080","5600","0.194"
"2023","Asian","Lower tariff","18","England","Female","Main scheme applicant","All","7350","31720","0.232"
"2023","Black","Lower tariff","18","England","Female","Main scheme applicant","All","4070","17790","0.229"
"2023","Chinese","Lower tariff","18","England","Female","Main scheme applicant","All","130","1090","0.115"
"2023","Mixed","Lower tariff","18","England","Female","Main scheme applicant","All","2240","16140","0.139"
"2023","White","Lower tariff","18","England","Female","Main scheme applicant","All","24790","210110","0.11800000000000001"
"2006","Any Other Ethnic Group","Higher tariff","18","England","Female","Main scheme applicant","All","180","2120","0.083"
"2006","Asian","Higher tariff","18","England","Female","Main scheme applicant","All","1440","17810","0.081"
"2006","Black","Higher tariff","18","England","Female","Main scheme applicant","All","380","10080","0.037"
"2006","Chinese","Higher tariff","18","England","Female","Main scheme applicant","All","270","1040","0.257"
"2006","Mixed","Higher tariff","18","England","Female","Main scheme applicant","All","460","5880","0.078"
"2006","White","Higher tariff","18","England","Female","Main scheme applicant","All","18170","243840","0.075"
"2007","Any Other Ethnic Group","Higher tariff","18","England","Female","Main scheme applicant","All","200","2340","0.083"
"2007","Asian","Higher tariff","18","England","Female","Main scheme applicant","All","1410","17150","0.082"
"2007","Black","Higher tariff","18","England","Female","Main scheme applicant","All","480","10510","0.045"
"2007","Chinese","Higher tariff","18","England","Female","Main scheme applicant","All","280","1130","0.244"
"2007","Mixed","Higher tariff","18","England","Female","Main scheme applicant","All","560","6240","0.09"
"2007","White","Higher tariff","18","England","Female","Main scheme applicant","All","18450","240530","0.077"
"2008","Any Other Ethnic Group","Higher tariff","18","England","Female","Main scheme applicant","All","190","2320","0.082"
"2008","Asian","Higher tariff","18","England","Female","Main scheme applicant","All","1550","18020","0.08600000000000001"
"2008","Black","Higher tariff","18","England","Female","Main scheme applicant","All","510","10920","0.047"
"2008","Chinese","Higher tariff","18","England","Female","Main scheme applicant","All","260","1070","0.24"
"2008","Mixed","Higher tariff","18","England","Female","Main scheme applicant","All","550","6850","0.081"
"2008","White","Higher tariff","18","England","Female","Main scheme applicant","All","19230","245160","0.078"
"2009","Any Other Ethnic Group","Higher tariff","18","England","Female","Main scheme applicant","All","200","2450","0.081"
"2009","Asian","Higher tariff","18","England","Female","Main scheme applicant","All","1460","18590","0.079"
"2009","Black","Higher tariff","18","England","Female","Main scheme applicant","All","490","11160","0.044"
"2009","Chinese","Higher tariff","18","England","Female","Main scheme applicant","All","260","1070","0.23900000000000002"
"2009","Mixed","Higher tariff","18","England","Female","Main scheme applicant","All","600","7490","0.08"
"2009","White","Higher tariff","18","England","Female","Main scheme applicant","All","18340","248720","0.074"
"2010","Any Other Ethnic Group","Higher tariff","18","England","Female","Main scheme applicant","All","180","2620","0.069"
"2010","Asian","Higher tariff","18","England","Female","Main scheme applicant","All","1500","19350","0.078"
"2010","Black","Higher tariff","18","England","Female","Main scheme applicant","All","440","11500","0.039"
"2010","Chinese","Higher tariff","18","England","Female","Main scheme applicant","All","260","1110","0.229"
"2010","Mixed","Higher tariff","18","England","Female","Main scheme applicant","All","600","8100","0.074"
"2010","White","Higher tariff","18","England","Female","Main scheme applicant","All","18080","246260","0.073"
"2011","Any Other Ethnic Group","Higher tariff","18","England","Female","Main scheme applicant","All","190","2760","0.07"
"2011","Asian","Higher tariff","18","England","Female","Main scheme applicant","All","1440","19930","0.07200000000000001"
"2011","Black","Higher tariff","18","England","Female","Main scheme applicant","All","480","11960","0.04"
"2011","Chinese","Higher tariff","18","England","Female","Main scheme applicant","All","260","1040","0.248"
"2011","Mixed","Higher tariff","18","England","Female","Main scheme applicant","All","670","8500","0.078"
"2011","White","Higher tariff","18","England","Female","Main scheme applicant","All","16930","236310","0.07200000000000001"
"2012","Any Other Ethnic Group","Higher tariff","18","England","Female","Main scheme applicant","All","210","3040","0.07"
"2012","Asian","Higher tariff","18","England","Female","Main scheme applicant","All","1630","20280","0.08"
"2012","Black","Higher tariff","18","England","Female","Main scheme applicant","All","610","12230","0.05"
"2012","Chinese","Higher tariff","18","England","Female","Main scheme applicant","All","290","1050","0.277"
"2012","Mixed","Higher tariff","18","England","Female","Main scheme applicant","All","840","9050","0.093"
"2012","White","Higher tariff","18","England","Female","Main scheme applicant","All","18210","234860","0.078"
"2013","Any Other Ethnic Group","Higher tariff","18","England","Female","Main scheme applicant","All","240","3080","0.079"
"2013","Asian","Higher tariff","18","England","Female","Main scheme applicant","All","1890","20640","0.091"
"2013","Black","Higher tariff","18","England","Female","Main scheme applicant","All","770","12910","0.059000000000000004"
"2013","Chinese","Higher tariff","18","England","Female","Main scheme applicant","All","310","1080","0.28600000000000003"
"2013","Mixed","Higher tariff","18","England","Female","Main scheme applicant","All","990","9440","0.10400000000000001"
"2013","White","Higher tariff","18","England","Female","Main scheme applicant","All","19210","228580","0.084"
"2014","Any Other Ethnic Group","Higher tariff","18","England","Female","Main scheme applicant","All","300","3300","0.09"
"2014","Asian","Higher tariff","18","England","Female","Main scheme applicant","All","2020","21420","0.094"
"2014","Black","Higher tariff","18","England","Female","Main scheme applicant","All","850","13040","0.065"
"2014","Chinese","Higher tariff","18","England","Female","Main scheme applicant","All","330","1150","0.28300000000000003"
"2014","Mixed","Higher tariff","18","England","Female","Main scheme applicant","All","1020","10060","0.101"
"2014","White","Higher tariff","18","England","Female","Main scheme applicant","All","19670","223500","0.088"
"2015","Any Other Ethnic Group","Higher tariff","18","England","Female","Main scheme applicant","All","340","3380","0.1"
"2015","Asian","Higher tariff","18","England","Female","Main scheme applicant","All","2330","22730","0.10300000000000001"
"2015","Black","Higher tariff","18","England","Female","Main scheme applicant","All","1020","13770","0.074"
"2015","Chinese","Higher tariff","18","England","Female","Main scheme applicant","All","310","1080","0.28500000000000003"
"2015","Mixed","Higher tariff","18","England","Female","Main scheme applicant","All","1190","10900","0.109"
"2015","White","Higher tariff","18","England","Female","Main scheme applicant","All","20860","226450","0.092"
"2016","Any Other Ethnic Group","Higher tariff","18","England","Female","Main scheme applicant","All","360","3520","0.101"
"2016","Asian","Higher tariff","18","England","Female","Main scheme applicant","All","2470","23140","0.107"
"2016","Black","Higher tariff","18","England","Female","Main scheme applicant","All","1070","13650","0.079"
"2016","Chinese","Higher tariff","18","England","Female","Main scheme applicant","All","330","1030","0.321"
"2016","Mixed","Higher tariff","18","England","Female","Main scheme applicant","All","1290","11220","0.115"
"2016","White","Higher tariff","18","England","Female","Main scheme applicant","All","21580","220380","0.098"
"2017","Any Other Ethnic Group","Higher tariff","18","England","Female","Main scheme applicant","All","390","3600","0.108"
"2017","Asian","Higher tariff","18","England","Female","Main scheme applicant","All","2690","23730","0.113"
"2017","Black","Higher tariff","18","England","Female","Main scheme applicant","All","1160","13650","0.085"
"2017","Chinese","Higher tariff","18","England","Female","Main scheme applicant","All","310","960","0.322"
"2017","Mixed","Higher tariff","18","England","Female","Main scheme applicant","All","1310","11380","0.115"
"2017","White","Higher tariff","18","England","Female","Main scheme applicant","All","21460","216430","0.099"
"2018","Any Other Ethnic Group","Higher tariff","18","England","Female","Main scheme applicant","All","410","3850","0.107"
"2018","Asian","Higher tariff","18","England","Female","Main scheme applicant","All","2830","24550","0.115"
"2018","Black","Higher tariff","18","England","Female","Main scheme applicant","All","1210","13990","0.08700000000000001"
"2018","Chinese","Higher tariff","18","England","Female","Main scheme applicant","All","320","950","0.333"
"2018","Mixed","Higher tariff","18","England","Female","Main scheme applicant","All","1320","11450","0.115"
"2018","White","Higher tariff","18","England","Female","Main scheme applicant","All","20990","209250","0.1"
"2019","Any Other Ethnic Group","Higher tariff","18","England","Female","Main scheme applicant","All","460","3900","0.11800000000000001"
"2019","Asian","Higher tariff","18","England","Female","Main scheme applicant","All","3230","25570","0.126"
"2019","Black","Higher tariff","18","England","Female","Main scheme applicant","All","1420","13990","0.101"
"2019","Chinese","Higher tariff","18","England","Female","Main scheme applicant","All","340","930","0.366"
"2019","Mixed","Higher tariff","18","England","Female","Main scheme applicant","All","1560","11900","0.131"
"2019","White","Higher tariff","18","England","Female","Main scheme applicant","All","20750","201350","0.10300000000000001"
"2020","Any Other Ethnic Group","Higher tariff","18","England","Female","Main scheme applicant","All","620","4060","0.154"
"2020","Asian","Higher tariff","18","England","Female","Main scheme applicant","All","4370","27050","0.161"
"2020","Black","Higher tariff","18","England","Female","Main scheme applicant","All","1950","14610","0.133"
"2020","Chinese","Higher tariff","18","England","Female","Main scheme applicant","All","400","940","0.425"
"2020","Mixed","Higher tariff","18","England","Female","Main scheme applicant","All","1840","12350","0.149"
"2020","White","Higher tariff","18","England","Female","Main scheme applicant","All","24380","196050","0.124"
"2021","Any Other Ethnic Group","Higher tariff","18","England","Female","Main scheme applicant","All","700","4560","0.153"
"2021","Asian","Higher tariff","18","England","Female","Main scheme applicant","All","4980","27980","0.178"
"2021","Black","Higher tariff","18","England","Female","Main scheme applicant","All","2290","15620","0.147"
"2021","Chinese","Higher tariff","18","England","Female","Main scheme applicant","All","400","980","0.40900000000000003"
"2021","Mixed","Higher tariff","18","England","Female","Main scheme applicant","All","2300","13640","0.169"
"2021","White","Higher tariff","18","England","Female","Main scheme applicant","All","26870","201190","0.134"
"2022","Any Other Ethnic Group","Higher tariff","18","England","Female","Main scheme applicant","All","680","5000","0.135"
"2022","Asian","Higher tariff","18","England","Female","Main scheme applicant","All","4350","29790","0.146"
"2022","Black","Higher tariff","18","England","Female","Main scheme applicant","All","2040","16490","0.124"
"2022","Chinese","Higher tariff","18","England","Female","Main scheme applicant","All","360","990","0.367"
"2022","Mixed","Higher tariff","18","England","Female","Main scheme applicant","All","2110","14770","0.14300000000000002"
"2022","White","Higher tariff","18","England","Female","Main scheme applicant","All","22750","205180","0.111"
"2023","Any Other Ethnic Group","Higher tariff","18","England","Female","Main scheme applicant","All","670","5600","0.11900000000000001"
"2023","Asian","Higher tariff","18","England","Female","Main scheme applicant","All","4370","31720","0.138"
"2023","Black","Higher tariff","18","England","Female","Main scheme applicant","All","2030","17790","0.114"
"2023","Chinese","Higher tariff","18","England","Female","Main scheme applicant","All","380","1090","0.35000000000000003"
"2023","Mixed","Higher tariff","18","England","Female","Main scheme applicant","All","2100","16140","0.13"
"2023","White","Higher tariff","18","England","Female","Main scheme applicant","All","22130","210110","0.105"
"2006","Any Other Ethnic Group","Medium tariff","18","England","Female","Main scheme applicant","All","220","2120","0.106"
"2006","Asian","Medium tariff","18","England","Female","Main scheme applicant","All","2130","17810","0.12"
"2006","Black","Medium tariff","18","England","Female","Main scheme applicant","All","880","10080","0.08700000000000001"
"2006","Chinese","Medium tariff","18","England","Female","Main scheme applicant","All","150","1040","0.148"
"2006","Mixed","Medium tariff","18","England","Female","Main scheme applicant","All","450","5880","0.077"
"2006","White","Medium tariff","18","England","Female","Main scheme applicant","All","18460","243840","0.076"
"2007","Any Other Ethnic Group","Medium tariff","18","England","Female","Main scheme applicant","All","200","2340","0.08700000000000001"
"2007","Asian","Medium tariff","18","England","Female","Main scheme applicant","All","2110","17150","0.123"
"2007","Black","Medium tariff","18","England","Female","Main scheme applicant","All","1000","10510","0.095"
"2007","Chinese","Medium tariff","18","England","Female","Main scheme applicant","All","190","1130","0.164"
"2007","Mixed","Medium tariff","18","England","Female","Main scheme applicant","All","540","6240","0.08700000000000001"
"2007","White","Medium tariff","18","England","Female","Main scheme applicant","All","18830","240530","0.078"
"2008","Any Other Ethnic Group","Medium tariff","18","England","Female","Main scheme applicant","All","240","2320","0.105"
"2008","Asian","Medium tariff","18","England","Female","Main scheme applicant","All","2240","18020","0.124"
"2008","Black","Medium tariff","18","England","Female","Main scheme applicant","All","1160","10920","0.106"
"2008","Chinese","Medium tariff","18","England","Female","Main scheme applicant","All","180","1070","0.167"
"2008","Mixed","Medium tariff","18","England","Female","Main scheme applicant","All","610","6850","0.089"
"2008","White","Medium tariff","18","England","Female","Main scheme applicant","All","21290","245160","0.08700000000000001"
"2009","Any Other Ethnic Group","Medium tariff","18","England","Female","Main scheme applicant","All","230","2450","0.094"
"2009","Asian","Medium tariff","18","England","Female","Main scheme applicant","All","2180","18590","0.117"
"2009","Black","Medium tariff","18","England","Female","Main scheme applicant","All","1210","11160","0.108"
"2009","Chinese","Medium tariff","18","England","Female","Main scheme applicant","All","170","1070","0.156"
"2009","Mixed","Medium tariff","18","England","Female","Main scheme applicant","All","650","7490","0.08600000000000001"
"2009","White","Medium tariff","18","England","Female","Main scheme applicant","All","21880","248720","0.088"
"2010","Any Other Ethnic Group","Medium tariff","18","England","Female","Main scheme applicant","All","250","2620","0.095"
"2010","Asian","Medium tariff","18","England","Female","Main scheme applicant","All","2060","19350","0.106"
"2010","Black","Medium tariff","18","England","Female","Main scheme applicant","All","1140","11500","0.099"
"2010","Chinese","Medium tariff","18","England","Female","Main scheme applicant","All","190","1110","0.169"
"2010","Mixed","Medium tariff","18","England","Female","Main scheme applicant","All","670","8100","0.083"
"2010","White","Medium tariff","18","England","Female","Main scheme applicant","All","21230","246260","0.08600000000000001"
"2011","Any Other Ethnic Group","Medium tariff","18","England","Female","Main scheme applicant","All","240","2760","0.08700000000000001"
"2011","Asian","Medium tariff","18","England","Female","Main scheme applicant","All","2010","19930","0.101"
"2011","Black","Medium tariff","18","England","Female","Main scheme applicant","All","1210","11960","0.101"
"2011","Chinese","Medium tariff","18","England","Female","Main scheme applicant","All","180","1040","0.17500000000000002"
"2011","Mixed","Medium tariff","18","England","Female","Main scheme applicant","All","790","8500","0.092"
"2011","White","Medium tariff","18","England","Female","Main scheme applicant","All","21500","236310","0.091"
"2012","Any Other Ethnic Group","Medium tariff","18","England","Female","Main scheme applicant","All","270","3040","0.089"
"2012","Asian","Medium tariff","18","England","Female","Main scheme applicant","All","2080","20280","0.10300000000000001"
"2012","Black","Medium tariff","18","England","Female","Main scheme applicant","All","1330","12230","0.109"
"2012","Chinese","Medium tariff","18","England","Female","Main scheme applicant","All","180","1050","0.17500000000000002"
"2012","Mixed","Medium tariff","18","England","Female","Main scheme applicant","All","860","9050","0.095"
"2012","White","Medium tariff","18","England","Female","Main scheme applicant","All","20640","234860","0.088"
"2013","Any Other Ethnic Group","Medium tariff","18","England","Female","Main scheme applicant","All","330","3080","0.106"
"2013","Asian","Medium tariff","18","England","Female","Main scheme applicant","All","2300","20640","0.111"
"2013","Black","Medium tariff","18","England","Female","Main scheme applicant","All","1560","12910","0.121"
"2013","Chinese","Medium tariff","18","England","Female","Main scheme applicant","All","170","1080","0.154"
"2013","Mixed","Medium tariff","18","England","Female","Main scheme applicant","All","910","9440","0.096"
"2013","White","Medium tariff","18","England","Female","Main scheme applicant","All","21340","228580","0.093"
"2014","Any Other Ethnic Group","Medium tariff","18","England","Female","Main scheme applicant","All","360","3300","0.108"
"2014","Asian","Medium tariff","18","England","Female","Main scheme applicant","All","2490","21420","0.116"
"2014","Black","Medium tariff","18","England","Female","Main scheme applicant","All","1770","13040","0.136"
"2014","Chinese","Medium tariff","18","England","Female","Main scheme applicant","All","210","1150","0.181"
"2014","Mixed","Medium tariff","18","England","Female","Main scheme applicant","All","1090","10060","0.108"
"2014","White","Medium tariff","18","England","Female","Main scheme applicant","All","21840","223500","0.098"
"2015","Any Other Ethnic Group","Medium tariff","18","England","Female","Main scheme applicant","All","440","3380","0.129"
"2015","Asian","Medium tariff","18","England","Female","Main scheme applicant","All","3040","22730","0.134"
"2015","Black","Medium tariff","18","England","Female","Main scheme applicant","All","1980","13770","0.14400000000000002"
"2015","Chinese","Medium tariff","18","England","Female","Main scheme applicant","All","220","1080","0.20500000000000002"
"2015","Mixed","Medium tariff","18","England","Female","Main scheme applicant","All","1270","10900","0.117"
"2015","White","Medium tariff","18","England","Female","Main scheme applicant","All","23360","226450","0.10300000000000001"
"2016","Any Other Ethnic Group","Medium tariff","18","England","Female","Main scheme applicant","All","490","3520","0.139"
"2016","Asian","Medium tariff","18","England","Female","Main scheme applicant","All","3530","23140","0.152"
"2016","Black","Medium tariff","18","England","Female","Main scheme applicant","All","2110","13650","0.155"
"2016","Chinese","Medium tariff","18","England","Female","Main scheme applicant","All","220","1030","0.214"
"2016","Mixed","Medium tariff","18","England","Female","Main scheme applicant","All","1350","11220","0.121"
"2016","White","Medium tariff","18","England","Female","Main scheme applicant","All","24310","220380","0.11"
"2017","Any Other Ethnic Group","Medium tariff","18","England","Female","Main scheme applicant","All","570","3600","0.159"
"2017","Asian","Medium tariff","18","England","Female","Main scheme applicant","All","3820","23730","0.161"
"2017","Black","Medium tariff","18","England","Female","Main scheme applicant","All","2360","13650","0.17300000000000001"
"2017","Chinese","Medium tariff","18","England","Female","Main scheme applicant","All","210","960","0.222"
"2017","Mixed","Medium tariff","18","England","Female","Main scheme applicant","All","1480","11380","0.13"
"2017","White","Medium tariff","18","England","Female","Main scheme applicant","All","25010","216430","0.116"
"2018","Any Other Ethnic Group","Medium tariff","18","England","Female","Main scheme applicant","All","600","3850","0.155"
"2018","Asian","Medium tariff","18","England","Female","Main scheme applicant","All","4150","24550","0.169"
"2018","Black","Medium tariff","18","England","Female","Main scheme applicant","All","2450","13990","0.17500000000000002"
"2018","Chinese","Medium tariff","18","England","Female","Main scheme applicant","All","200","950","0.213"
"2018","Mixed","Medium tariff","18","England","Female","Main scheme applicant","All","1500","11450","0.131"
"2018","White","Medium tariff","18","England","Female","Main scheme applicant","All","24420","209250","0.117"
"2019","Any Other Ethnic Group","Medium tariff","18","England","Female","Main scheme applicant","All","700","3900","0.179"
"2019","Asian","Medium tariff","18","England","Female","Main scheme applicant","All","4580","25570","0.179"
"2019","Black","Medium tariff","18","England","Female","Main scheme applicant","All","2630","13990","0.188"
"2019","Chinese","Medium tariff","18","England","Female","Main scheme applicant","All","200","930","0.216"
"2019","Mixed","Medium tariff","18","England","Female","Main scheme applicant","All","1580","11900","0.133"
"2019","White","Medium tariff","18","England","Female","Main scheme applicant","All","24380","201350","0.121"
"2020","Any Other Ethnic Group","Medium tariff","18","England","Female","Main scheme applicant","All","760","4060","0.188"
"2020","Asian","Medium tariff","18","England","Female","Main scheme applicant","All","5080","27050","0.188"
"2020","Black","Medium tariff","18","England","Female","Main scheme applicant","All","2760","14610","0.189"
"2020","Chinese","Medium tariff","18","England","Female","Main scheme applicant","All","190","940","0.196"
"2020","Mixed","Medium tariff","18","England","Female","Main scheme applicant","All","1750","12350","0.14100000000000001"
