"Year","Provider country","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate"
"2021","Scotland","35 and over","All","Female","All","Main scheme application","235","25","0.097"
"2022","Scotland","35 and over","All","Female","All","Main scheme application","185","40","0.215"
"2023","Scotland","35 and over","All","Female","All","Main scheme application","145","40","0.292"
"2019","Wales","35 and over","All","Female","All","Main scheme application","75","15","0.211"
"2020","Wales","35 and over","All","Female","All","Main scheme application","90","20","0.227"
"2021","Wales","35 and over","All","Female","All","Main scheme application","110","20","0.185"
"2022","Wales","35 and over","All","Female","All","Main scheme application","90","25","0.292"
"2023","Wales","35 and over","All","Female","All","Main scheme application","85","30","0.357"
"2019","England","18","All","Male","All","Main scheme application","5","0"," "
"2020","England","18","All","Male","All","Main scheme application","5","0"," "
"2021","England","18","All","Male","All","Main scheme application","10","5"," "
"2022","England","18","All","Male","All","Main scheme application","15","5"," "
"2023","England","18","All","Male","All","Main scheme application","10","0"," "
"2023","Northern Ireland","18","All","Male","All","Main scheme application","5","0"," "
"2021","Scotland","18","All","Male","All","Main scheme application","5","0"," "
"2021","Wales","18","All","Male","All","Main scheme application","5","0"," "
"2022","Wales","18","All","Male","All","Main scheme application","5","0"," "
"2022","England","19","All","Male","All","Main scheme application","5","0"," "
"2021","England","20","All","Male","All","Main scheme application","5","0"," "
"2023","England","20","All","Male","All","Main scheme application","5","0"," "
"2019","England","21 - 24","All","Male","All","Main scheme application","5","0"," "
"2020","England","21 - 24","All","Male","All","Main scheme application","5","0"," "
"2021","England","21 - 24","All","Male","All","Main scheme application","5","0"," "
"2022","England","21 - 24","All","Male","All","Main scheme application","10","0"," "
"2023","England","21 - 24","All","Male","All","Main scheme application","5","0"," "
"2019","Wales","21 - 24","All","Male","All","Main scheme application","5","0"," "
"2019","England","25 - 29","All","Male","All","Main scheme application","5","0"," "
"2020","England","25 - 29","All","Male","All","Main scheme application","5","0"," "
"2021","England","25 - 29","All","Male","All","Main scheme application","10","5"," "
"2022","England","25 - 29","All","Male","All","Main scheme application","5","0"," "
"2023","England","25 - 29","All","Male","All","Main scheme application","5","0"," "
"2020","Scotland","25 - 29","All","Male","All","Main scheme application","5","0"," "
"2019","England","30 - 34","All","Male","All","Main scheme application","5","0"," "
"2021","England","30 - 34","All","Male","All","Main scheme application","5","0"," "
"2022","England","30 - 34","All","Male","All","Main scheme application","10","5"," "
"2023","England","30 - 34","All","Male","All","Main scheme application","5","0"," "
"2019","England","35 and over","All","Male","All","Main scheme application","5","5"," "
"2020","England","35 and over","All","Male","All","Main scheme application","5","0"," "
"2021","England","35 and over","All","Male","All","Main scheme application","10","0"," "
"2022","England","35 and over","All","Male","All","Main scheme application","5","0"," "
"2023","England","35 and over","All","Male","All","Main scheme application","10","0"," "
"2019","Northern Ireland","35 and over","All","Male","All","Main scheme application","5","0"," "
"2020","All","17 and under","All","Female","All","Not main scheme application","5","0"," "
"2022","All","17 and under","All","Female","All","Not main scheme application","5","0"," "
"2019","All","18","All","Female","All","Not main scheme application","140","95","0.683"
"2020","All","18","All","Female","All","Not main scheme application","135","110","0.796"
"2021","All","18","All","Female","All","Not main scheme application","110","50","0.446"
"2022","All","18","All","Female","All","Not main scheme application","220","125","0.5660000000000001"
"2023","All","18","All","Female","All","Not main scheme application","200","160","0.81"
"2019","All","19","All","Female","All","Not main scheme application","70","45","0.671"
"2020","All","19","All","Female","All","Not main scheme application","40","30","0.667"
"2021","All","19","All","Female","All","Not main scheme application","60","20","0.373"
"2022","All","19","All","Female","All","Not main scheme application","70","40","0.542"
"2023","All","19","All","Female","All","Not main scheme application","105","75","0.709"
"2019","All","20","All","Female","All","Not main scheme application","45","25","0.535"
"2020","All","20","All","Female","All","Not main scheme application","35","20","0.636"
"2021","All","20","All","Female","All","Not main scheme application","40","15","0.317"
"2022","All","20","All","Female","All","Not main scheme application","45","20","0.467"
"2023","All","20","All","Female","All","Not main scheme application","70","50","0.743"
"2019","All","21 - 24","All","Female","All","Not main scheme application","120","70","0.592"
"2020","All","21 - 24","All","Female","All","Not main scheme application","90","55","0.607"
"2021","All","21 - 24","All","Female","All","Not main scheme application","80","40","0.512"
"2022","All","21 - 24","All","Female","All","Not main scheme application","105","50","0.462"
"2023","All","21 - 24","All","Female","All","Not main scheme application","125","80","0.642"
"2019","All","25 - 29","All","Female","All","Not main scheme application","100","65","0.646"
"2020","All","25 - 29","All","Female","All","Not main scheme application","80","50","0.633"
"2021","All","25 - 29","All","Female","All","Not main scheme application","75","40","0.534"
"2022","All","25 - 29","All","Female","All","Not main scheme application","90","50","0.527"
"2023","All","25 - 29","All","Female","All","Not main scheme application","105","75","0.718"
"2019","All","30 - 34","All","Female","All","Not main scheme application","70","45","0.657"
"2020","All","30 - 34","All","Female","All","Not main scheme application","45","30","0.667"
"2021","All","30 - 34","All","Female","All","Not main scheme application","40","20","0.537"
"2022","All","30 - 34","All","Female","All","Not main scheme application","65","40","0.5670000000000001"
"2023","All","30 - 34","All","Female","All","Not main scheme application","80","60","0.716"
"2019","All","35 and over","All","Female","All","Not main scheme application","60","35","0.583"
"2020","All","35 and over","All","Female","All","Not main scheme application","65","45","0.712"
"2021","All","35 and over","All","Female","All","Not main scheme application","50","25","0.49"
"2022","All","35 and over","All","Female","All","Not main scheme application","75","35","0.48"
"2023","All","35 and over","All","Female","All","Not main scheme application","120","80","0.655"
"2019","All","25 - 29","All","Male","All","Not main scheme application","5","5"," "
"2019","All","17 and under","All","Female","All","Main scheme application","30","0"," "
"2020","All","17 and under","All","Female","All","Main scheme application","35","0"," "
"2021","All","17 and under","All","Female","All","Main scheme application","40","5"," "
"2022","All","17 and under","All","Female","All","Main scheme application","40","0"," "
"2023","All","17 and under","All","Female","All","Main scheme application","35","5"," "
"2019","All","18","All","Female","All","Main scheme application","2770","810","0.293"
"2020","All","18","All","Female","All","Main scheme application","3005","1075","0.358"
"2021","All","18","All","Female","All","Main scheme application","3760","1070","0.28400000000000003"
"2022","All","18","All","Female","All","Main scheme application","3855","1035","0.268"
"2023","All","18","All","Female","All","Main scheme application","3190","1120","0.35000000000000003"
"2019","All","19","All","Female","All","Main scheme application","1165","380","0.328"
"2020","All","19","All","Female","All","Main scheme application","1145","375","0.327"
"2021","All","19","All","Female","All","Main scheme application","1440","355","0.246"
"2022","All","19","All","Female","All","Main scheme application","1335","300","0.226"
"2023","All","19","All","Female","All","Main scheme application","1110","320","0.289"
"2019","All","20","All","Female","All","Main scheme application","660","195","0.295"
"2020","All","20","All","Female","All","Main scheme application","670","220","0.327"
"2021","All","20","All","Female","All","Main scheme application","770","180","0.23600000000000002"
"2022","All","20","All","Female","All","Main scheme application","770","175","0.225"
"2023","All","20","All","Female","All","Main scheme application","630","195","0.305"
"2019","All","21 - 24","All","Female","All","Main scheme application","1600","555","0.34700000000000003"
"2020","All","21 - 24","All","Female","All","Main scheme application","1660","630","0.38"
"2021","All","21 - 24","All","Female","All","Main scheme application","2030","595","0.293"
"2022","All","21 - 24","All","Female","All","Main scheme application","1685","455","0.271"
"2023","All","21 - 24","All","Female","All","Main scheme application","1260","410","0.326"
"2019","All","25 - 29","All","Female","All","Main scheme application","1475","555","0.374"
"2020","All","25 - 29","All","Female","All","Main scheme application","1550","660","0.427"
"2021","All","25 - 29","All","Female","All","Main scheme application","2070","695","0.335"
"2022","All","25 - 29","All","Female","All","Main scheme application","1645","590","0.358"
"2023","All","25 - 29","All","Female","All","Main scheme application","1165","450","0.388"
"2019","All","30 - 34","All","Female","All","Main scheme application","965","360","0.372"
"2020","All","30 - 34","All","Female","All","Main scheme application","1130","465","0.41100000000000003"
"2021","All","30 - 34","All","Female","All","Main scheme application","1540","575","0.373"
"2022","All","30 - 34","All","Female","All","Main scheme application","1385","515","0.371"
"2023","All","30 - 34","All","Female","All","Main scheme application","1025","425","0.41500000000000004"
"2019","All","35 and over","All","Female","All","Main scheme application","1080","370","0.343"
"2020","All","35 and over","All","Female","All","Main scheme application","1230","475","0.386"
"2021","All","35 and over","All","Female","All","Main scheme application","1630","515","0.316"
"2022","All","35 and over","All","Female","All","Main scheme application","1440","500","0.34800000000000003"
"2023","All","35 and over","All","Female","All","Main scheme application","1250","510","0.406"
"2019","All","18","All","Male","All","Main scheme application","5","5"," "
"2020","All","18","All","Male","All","Main scheme application","5","0"," "
"2021","All","18","All","Male","All","Main scheme application","15","5"," "
"2022","All","18","All","Male","All","Main scheme application","15","5"," "
"2023","All","18","All","Male","All","Main scheme application","10","0"," "
"2022","All","19","All","Male","All","Main scheme application","5","0"," "
"2023","All","19","All","Male","All","Main scheme application","5","0"," "
"2021","All","20","All","Male","All","Main scheme application","5","0"," "
"2023","All","20","All","Male","All","Main scheme application","5","0"," "
"2019","All","21 - 24","All","Male","All","Main scheme application","5","0"," "
"2020","All","21 - 24","All","Male","All","Main scheme application","5","0"," "
"2021","All","21 - 24","All","Male","All","Main scheme application","10","0"," "
"2022","All","21 - 24","All","Male","All","Main scheme application","10","5"," "
"2023","All","21 - 24","All","Male","All","Main scheme application","10","0"," "
"2019","All","25 - 29","All","Male","All","Main scheme application","5","0"," "
"2020","All","25 - 29","All","Male","All","Main scheme application","10","0"," "
"2021","All","25 - 29","All","Male","All","Main scheme application","15","5"," "
"2022","All","25 - 29","All","Male","All","Main scheme application","5","0"," "
"2023","All","25 - 29","All","Male","All","Main scheme application","10","0"," "
"2019","All","30 - 34","All","Male","All","Main scheme application","5","0"," "
"2021","All","30 - 34","All","Male","All","Main scheme application","10","0"," "
"2022","All","30 - 34","All","Male","All","Main scheme application","10","5"," "
"2023","All","30 - 34","All","Male","All","Main scheme application","5","0"," "
"2019","All","35 and over","All","Male","All","Main scheme application","10","5"," "
"2020","All","35 and over","All","Male","All","Main scheme application","5","0"," "
"2021","All","35 and over","All","Male","All","Main scheme application","10","0"," "
"2022","All","35 and over","All","Male","All","Main scheme application","10","0"," "
"2023","All","35 and over","All","Male","All","Main scheme application","15","0"," "
"2019","England","All","All","Female","All","Not main scheme application","530","340","0.64"
"2020","England","All","All","Female","All","Not main scheme application","425","295","0.6930000000000001"
"2021","England","All","All","Female","All","Not main scheme application","380","180","0.47600000000000003"
"2022","England","All","All","Female","All","Not main scheme application","580","300","0.513"
"2023","England","All","All","Female","All","Not main scheme application","725","525","0.725"
"2019","Northern Ireland","All","All","Female","All","Not main scheme application","20","15","0.789"
"2020","Northern Ireland","All","All","Female","All","Not main scheme application","10","5"," "
"2021","Northern Ireland","All","All","Female","All","Not main scheme application","5","5"," "
"2023","Northern Ireland","All","All","Female","All","Not main scheme application","15","10","0.857"
"2019","Scotland","All","All","Female","All","Not main scheme application","40","15","0.317"
"2020","Scotland","All","All","Female","All","Not main scheme application","40","20","0.512"
"2021","Scotland","All","All","Female","All","Not main scheme application","40","10"," "
"2022","Scotland","All","All","Female","All","Not main scheme application","45","15","0.34800000000000003"
"2023","Scotland","All","All","Female","All","Not main scheme application","25","10"," "
"2019","Wales","All","All","Female","All","Not main scheme application","20","15","0.9440000000000001"
"2020","Wales","All","All","Female","All","Not main scheme application","20","20","0.905"
"2021","Wales","All","All","Female","All","Not main scheme application","30","20","0.613"
"2022","Wales","All","All","Female","All","Not main scheme application","50","40","0.8160000000000001"
"2023","Wales","All","All","Female","All","Not main scheme application","35","30","0.886"
"2019","England","All","All","Male","All","Not main scheme application","5","5"," "
"2023","England","All","All","Male","All","Not main scheme application","5","0"," "
"2019","England","All","All","Female","All","Main scheme application","7935","2815","0.355"
"2020","England","All","All","Female","All","Main scheme application","8545","3395","0.398"
"2021","England","All","All","Female","All","Main scheme application","10885","3520","0.323"
"2022","England","All","All","Female","All","Main scheme application","10100","3085","0.305"
"2023","England","All","All","Female","All","Main scheme application","8030","2945","0.367"
"2019","Northern Ireland","All","All","Female","All","Main scheme application","595","50","0.084"
"2020","Northern Ireland","All","All","Female","All","Main scheme application","570","75","0.135"
"2021","Northern Ireland","All","All","Female","All","Main scheme application","805","85","0.10400000000000001"
"2022","Northern Ireland","All","All","Female","All","Main scheme application","795","85","0.108"
"2023","Northern Ireland","All","All","Female","All","Main scheme application","715","60","0.084"
"2019","Scotland","All","All","Female","All","Main scheme application","1315","245","0.187"
"2020","Scotland","All","All","Female","All","Main scheme application","1375","290","0.21"
"2021","Scotland","All","All","Female","All","Main scheme application","1750","225","0.127"
"2022","Scotland","All","All","Female","All","Main scheme application","1475","255","0.17400000000000002"
"2023","Scotland","All","All","Female","All","Main scheme application","1045","250","0.23700000000000002"
"2019","Wales","All","All","Female","All","Main scheme application","1160","115","0.099"
"2020","Wales","All","All","Female","All","Main scheme application","1160","140","0.121"
"2021","Wales","All","All","Female","All","Main scheme application","1640","165","0.1"
"2022","Wales","All","All","Female","All","Main scheme application","1380","140","0.10300000000000001"
"2023","Wales","All","All","Female","All","Main scheme application","1050","180","0.17300000000000001"
"2019","England","All","All","Male","All","Main scheme application","25","10"," "
"2020","England","All","All","Male","All","Main scheme application","25","5"," "
"2021","England","All","All","Male","All","Main scheme application","50","10","0.24"
"2022","England","All","All","Male","All","Main scheme application","50","10"," "
"2023","England","All","All","Male","All","Main scheme application","45","5"," "
"2019","Northern Ireland","All","All","Male","All","Main scheme application","5","0"," "
"2021","Northern Ireland","All","All","Male","All","Main scheme application","5","0"," "
"2022","Northern Ireland","All","All","Male","All","Main scheme application","5","0"," "
"2023","Northern Ireland","All","All","Male","All","Main scheme application","10","0"," "
"2019","Scotland","All","All","Male","All","Main scheme application","5","0"," "
"2020","Scotland","All","All","Male","All","Main scheme application","5","0"," "
"2021","Scotland","All","All","Male","All","Main scheme application","10","0"," "
"2022","Scotland","All","All","Male","All","Main scheme application","5","0"," "
"2023","Scotland","All","All","Male","All","Main scheme application","5","0"," "
"2019","Wales","All","All","Male","All","Main scheme application","5","0"," "
"2020","Wales","All","All","Male","All","Main scheme application","5","0"," "
"2021","Wales","All","All","Male","All","Main scheme application","5","0"," "
"2022","Wales","All","All","Male","All","Main scheme application","5","0"," "
"2023","Wales","All","All","Male","All","Main scheme application","5","0"," "
"2019","All","All","All","Female","All","Not main scheme application","605","385","0.632"
"2020","All","All","All","Female","All","Not main scheme application","495","340","0.685"
"2021","All","All","All","Female","All","Not main scheme application","460","215","0.464"
"2022","All","All","All","Female","All","Not main scheme application","680","355","0.525"
"2023","All","All","All","Female","All","Not main scheme application","800","575","0.72"
"2019","All","All","All","Male","All","Not main scheme application","5","5"," "
"2020","All","All","All","Male","All","Not main scheme application","5","0"," "
"2023","All","All","All","Male","All","Not main scheme application","5","0"," "
"2019","All","All","All","Female","All","Main scheme application","9740","3225","0.331"
"2020","All","All","All","Female","All","Main scheme application","10420","3900","0.374"
"2021","All","All","All","Female","All","Main scheme application","13280","3990","0.3"
"2022","All","All","All","Female","All","Main scheme application","12150","3570","0.294"
"2023","All","All","All","Female","All","Main scheme application","9670","3435","0.355"
"2019","All","All","All","Male","All","Main scheme application","35","10"," "
"2020","All","All","All","Male","All","Main scheme application","30","5"," "
"2021","All","All","All","Male","All","Main scheme application","60","10","0.194"
"2022","All","All","All","Male","All","Main scheme application","55","10","0.196"
"2023","All","All","All","Male","All","Main scheme application","55","10"," "
"2019","England","18","Northern Ireland","All","All","Not main scheme application","5","0"," "
"2019","Northern Ireland","18","Northern Ireland","All","All","Not main scheme application","5","0"," "
"2020","Northern Ireland","18","Northern Ireland","All","All","Not main scheme application","5","5"," "
"2023","Northern Ireland","18","Northern Ireland","All","All","Not main scheme application","5","5"," "
"2023","Northern Ireland","19","Northern Ireland","All","All","Not main scheme application","5","5"," "
"2022","England","20","Northern Ireland","All","All","Not main scheme application","5","0"," "
"2019","Northern Ireland","21 - 24","Northern Ireland","All","All","Not main scheme application","5","0"," "
"2019","Northern Ireland","25 - 29","Northern Ireland","All","All","Not main scheme application","5","5"," "
"2019","Northern Ireland","30 - 34","Northern Ireland","All","All","Not main scheme application","5","5"," "
"2019","Northern Ireland","35 and over","Northern Ireland","All","All","Not main scheme application","5","0"," "
"2019","England","18","England","All","All","Not main scheme application","115","85","0.716"
"2020","England","18","England","All","All","Not main scheme application","105","90","0.846"
"2021","England","18","England","All","All","Not main scheme application","85","40","0.46"
"2022","England","18","England","All","All","Not main scheme application","185","105","0.5760000000000001"
"2023","England","18","England","All","All","Not main scheme application","175","140","0.8210000000000001"
"2020","Wales","18","England","All","All","Not main scheme application","5","0"," "
"2022","Wales","18","England","All","All","Not main scheme application","10","5"," "
"2019","England","19","England","All","All","Not main scheme application","55","40","0.6910000000000001"
"2020","England","19","England","All","All","Not main scheme application","35","25","0.622"
"2021","England","19","England","All","All","Not main scheme application","45","20","0.40900000000000003"
"2022","England","19","England","All","All","Not main scheme application","55","30","0.582"
"2023","England","19","England","All","All","Not main scheme application","90","65","0.717"
"2021","Wales","19","England","All","All","Not main scheme application","5","0"," "
"2019","England","20","England","All","All","Not main scheme application","35","20","0.611"
"2020","England","20","England","All","All","Not main scheme application","30","20","0.645"
"2021","England","20","England","All","All","Not main scheme application","30","10","0.333"
"2022","England","20","England","All","All","Not main scheme application","30","15","0.531"
"2023","England","20","England","All","All","Not main scheme application","65","50","0.731"
"2019","England","21 - 24","England","All","All","Not main scheme application","95","60","0.604"
"2020","England","21 - 24","England","All","All","Not main scheme application","70","45","0.652"
"2021","England","21 - 24","England","All","All","Not main scheme application","65","35","0.538"
"2022","England","21 - 24","England","All","All","Not main scheme application","85","40","0.458"
"2023","England","21 - 24","England","All","All","Not main scheme application","105","70","0.66"
"2019","England","25 - 29","England","All","All","Not main scheme application","80","55","0.6910000000000001"
"2020","England","25 - 29","England","All","All","Not main scheme application","70","45","0.632"
"2021","England","25 - 29","England","All","All","Not main scheme application","50","25","0.551"
"2022","England","25 - 29","England","All","All","Not main scheme application","70","35","0.521"
"2023","England","25 - 29","England","All","All","Not main scheme application","90","70","0.747"
"2022","Wales","25 - 29","England","All","All","Not main scheme application","5","5"," "
"2019","England","30 - 34","England","All","All","Not main scheme application","55","35","0.685"
"2020","England","30 - 34","England","All","All","Not main scheme application","30","20","0.724"
"2021","England","30 - 34","England","All","All","Not main scheme application","35","15","0.486"
"2022","England","30 - 34","England","All","All","Not main scheme application","55","30","0.554"
"2023","England","30 - 34","England","All","All","Not main scheme application","65","45","0.723"
"2019","England","35 and over","England","All","All","Not main scheme application","50","35","0.635"
"2020","England","35 and over","England","All","All","Not main scheme application","55","40","0.709"
"2021","England","35 and over","England","All","All","Not main scheme application","40","20","0.487"
"2022","England","35 and over","England","All","All","Not main scheme application","60","30","0.5"
"2023","England","35 and over","England","All","All","Not main scheme application","110","75","0.676"
"2022","Scotland","17 and under","Scotland","All","All","Not main scheme application","5","0"," "
"2019","Scotland","18","Scotland","All","All","Not main scheme application","10","5"," "
"2020","Scotland","18","Scotland","All","All","Not main scheme application","10","10"," "
"2021","Scotland","18","Scotland","All","All","Not main scheme application","5","0"," "
"2022","Scotland","18","Scotland","All","All","Not main scheme application","5","0"," "
"2019","Scotland","19","Scotland","All","All","Not main scheme application","5","0"," "
"2021","Scotland","19","Scotland","All","All","Not main scheme application","5","0"," "
"2022","Scotland","19","Scotland","All","All","Not main scheme application","10","0"," "
"2021","Scotland","20","Scotland","All","All","Not main scheme application","5","0"," "
"2019","Scotland","21 - 24","Scotland","All","All","Not main scheme application","10","5"," "
"2020","Scotland","21 - 24","Scotland","All","All","Not main scheme application","10","0"," "
"2021","Scotland","21 - 24","Scotland","All","All","Not main scheme application","5","0"," "
"2022","Scotland","21 - 24","Scotland","All","All","Not main scheme application","5","5"," "
"2023","Scotland","21 - 24","Scotland","All","All","Not main scheme application","5","0"," "
"2019","Scotland","25 - 29","Scotland","All","All","Not main scheme application","5","0"," "
"2020","Scotland","25 - 29","Scotland","All","All","Not main scheme application","10","5"," "
"2021","Scotland","25 - 29","Scotland","All","All","Not main scheme application","10","0"," "
"2022","Scotland","25 - 29","Scotland","All","All","Not main scheme application","5","0"," "
"2023","Scotland","25 - 29","Scotland","All","All","Not main scheme application","5","0"," "
"2020","Scotland","30 - 34","Scotland","All","All","Not main scheme application","5","0"," "
"2022","Scotland","30 - 34","Scotland","All","All","Not main scheme application","5","5"," "
"2023","Scotland","30 - 34","Scotland","All","All","Not main scheme application","5","0"," "
"2020","Scotland","35 and over","Scotland","All","All","Not main scheme application","5","5"," "
"2021","Scotland","35 and over","Scotland","All","All","Not main scheme application","5","5"," "
"2022","Scotland","35 and over","Scotland","All","All","Not main scheme application","10","0"," "
"2023","Scotland","35 and over","Scotland","All","All","Not main scheme application","5","0"," "
"2020","England","18","Wales","All","All","Not main scheme application","5","5"," "
"2021","England","18","Wales","All","All","Not main scheme application","5","0"," "
"2022","England","18","Wales","All","All","Not main scheme application","5","0"," "
"2023","England","18","Wales","All","All","Not main scheme application","5","5"," "
"2019","Wales","18","Wales","All","All","Not main scheme application","5","5"," "
"2020","Wales","18","Wales","All","All","Not main scheme application","5","5"," "
"2021","Wales","18","Wales","All","All","Not main scheme application","5","0"," "
"2022","Wales","18","Wales","All","All","Not main scheme application","10","10"," "
"2023","Wales","18","Wales","All","All","Not main scheme application","5","5"," "
"2021","England","19","Wales","All","All","Not main scheme application","5","0"," "
"2022","Wales","19","Wales","All","All","Not main scheme application","5","5"," "
"2023","Wales","19","Wales","All","All","Not main scheme application","5","0"," "
"2021","Wales","20","Wales","All","All","Not main scheme application","5","0"," "
"2019","England","21 - 24","Wales","All","All","Not main scheme application","5","5"," "
"2019","Wales","21 - 24","Wales","All","All","Not main scheme application","5","5"," "
"2020","Wales","21 - 24","Wales","All","All","Not main scheme application","5","5"," "
"2021","Wales","21 - 24","Wales","All","All","Not main scheme application","5","0"," "
"2022","Wales","21 - 24","Wales","All","All","Not main scheme application","5","5"," "
"2023","Wales","21 - 24","Wales","All","All","Not main scheme application","10","5"," "
"2019","Wales","25 - 29","Wales","All","All","Not main scheme application","5","5"," "
"2021","Wales","25 - 29","Wales","All","All","Not main scheme application","5","5"," "
"2022","Wales","25 - 29","Wales","All","All","Not main scheme application","5","5"," "
"2023","Wales","25 - 29","Wales","All","All","Not main scheme application","5","5"," "
"2020","England","30 - 34","Wales","All","All","Not main scheme application","5","5"," "
"2019","Wales","30 - 34","Wales","All","All","Not main scheme application","5","5"," "
"2020","Wales","30 - 34","Wales","All","All","Not main scheme application","5","5"," "
"2021","Wales","30 - 34","Wales","All","All","Not main scheme application","5","5"," "
"2022","Wales","30 - 34","Wales","All","All","Not main scheme application","5","5"," "
"2023","Wales","30 - 34","Wales","All","All","Not main scheme application","10","10"," "
"2020","Wales","35 and over","Wales","All","All","Not main scheme application","5","5"," "
"2022","Wales","35 and over","Wales","All","All","Not main scheme application","5","5"," "
"2023","England","18","Not EU","All","All","Not main scheme application","5","0"," "
"2019","England","18","EU (excluding UK)","All","All","Not main scheme application","5","0"," "
"2020","England","18","EU (excluding UK)","All","All","Not main scheme application","5","0"," "
"2021","England","18","EU (excluding UK)","All","All","Not main scheme application","5","0"," "
"2022","England","18","EU (excluding UK)","All","All","Not main scheme application","5","0"," "
"2019","England","19","EU (excluding UK)","All","All","Not main scheme application","5","0"," "
"2020","England","21 - 24","EU (excluding UK)","All","All","Not main scheme application","5","0"," "
"2022","England","21 - 24","EU (excluding UK)","All","All","Not main scheme application","5","0"," "
"2021","Northern Ireland","17 and under","Northern Ireland","All","All","Main scheme application","5","0"," "
"2019","England","18","Northern Ireland","All","All","Main scheme application","80","10","0.154"
"2020","England","18","Northern Ireland","All","All","Main scheme application","85","15","0.153"
"2021","England","18","Northern Ireland","All","All","Main scheme application","120","10"," "
"2022","England","18","Northern Ireland","All","All","Main scheme application","120","10"," "
"2023","England","18","Northern Ireland","All","All","Main scheme application","80","5"," "
"2019","Northern Ireland","18","Northern Ireland","All","All","Main scheme application","160","10"," "
"2020","Northern Ireland","18","Northern Ireland","All","All","Main scheme application","185","20","0.10400000000000001"
"2021","Northern Ireland","18","Northern Ireland","All","All","Main scheme application","245","20","0.091"
"2022","Northern Ireland","18","Northern Ireland","All","All","Main scheme application","270","30","0.11800000000000001"
"2023","Northern Ireland","18","Northern Ireland","All","All","Main scheme application","250","25","0.096"
"2019","Scotland","18","Northern Ireland","All","All","Main scheme application","25","0"," "
"2020","Scotland","18","Northern Ireland","All","All","Main scheme application","35","0"," "
"2021","Scotland","18","Northern Ireland","All","All","Main scheme application","40","0"," "
"2022","Scotland","18","Northern Ireland","All","All","Main scheme application","35","0"," "
"2023","Scotland","18","Northern Ireland","All","All","Main scheme application","30","0"," "
"2019","Wales","18","Northern Ireland","All","All","Main scheme application","15","0"," "
"2020","Wales","18","Northern Ireland","All","All","Main scheme application","15","0"," "
"2021","Wales","18","Northern Ireland","All","All","Main scheme application","25","0"," "
"2022","Wales","18","Northern Ireland","All","All","Main scheme application","30","0"," "
"2023","Wales","18","Northern Ireland","All","All","Main scheme application","20","0"," "
"2019","England","19","Northern Ireland","All","All","Main scheme application","30","0"," "
"2020","England","19","Northern Ireland","All","All","Main scheme application","20","0"," "
"2021","England","19","Northern Ireland","All","All","Main scheme application","35","0"," "
"2022","England","19","Northern Ireland","All","All","Main scheme application","25","5"," "
"2023","England","19","Northern Ireland","All","All","Main scheme application","15","0"," "
"2019","Northern Ireland","19","Northern Ireland","All","All","Main scheme application","60","5"," "
"2020","Northern Ireland","19","Northern Ireland","All","All","Main scheme application","65","10"," "
"2021","Northern Ireland","19","Northern Ireland","All","All","Main scheme application","80","5"," "
"2022","Northern Ireland","19","Northern Ireland","All","All","Main scheme application","80","10"," "
"2023","Northern Ireland","19","Northern Ireland","All","All","Main scheme application","70","5"," "
"2019","Scotland","19","Northern Ireland","All","All","Main scheme application","10","5"," "
"2020","Scotland","19","Northern Ireland","All","All","Main scheme application","10","0"," "
"2021","Scotland","19","Northern Ireland","All","All","Main scheme application","10","0"," "
"2022","Scotland","19","Northern Ireland","All","All","Main scheme application","5","0"," "
"2023","Scotland","19","Northern Ireland","All","All","Main scheme application","5","0"," "
"2019","Wales","19","Northern Ireland","All","All","Main scheme application","5","0"," "
"2021","Wales","19","Northern Ireland","All","All","Main scheme application","5","0"," "
"2023","Wales","19","Northern Ireland","All","All","Main scheme application","5","0"," "
"2019","England","20","Northern Ireland","All","All","Main scheme application","10","0"," "
"2020","England","20","Northern Ireland","All","All","Main scheme application","5","0"," "
"2021","England","20","Northern Ireland","All","All","Main scheme application","5","0"," "
"2022","England","20","Northern Ireland","All","All","Main scheme application","10","0"," "
"2023","England","20","Northern Ireland","All","All","Main scheme application","10","0"," "
"2019","Northern Ireland","20","Northern Ireland","All","All","Main scheme application","30","0"," "
"2020","Northern Ireland","20","Northern Ireland","All","All","Main scheme application","25","0"," "
"2021","Northern Ireland","20","Northern Ireland","All","All","Main scheme application","30","0"," "
"2022","Northern Ireland","20","Northern Ireland","All","All","Main scheme application","35","0"," "
"2023","Northern Ireland","20","Northern Ireland","All","All","Main scheme application","35","5"," "
"2019","Scotland","20","Northern Ireland","All","All","Main scheme application","5","0"," "
"2022","Scotland","20","Northern Ireland","All","All","Main scheme application","5","0"," "
"2019","Wales","20","Northern Ireland","All","All","Main scheme application","5","0"," "
"2019","England","21 - 24","Northern Ireland","All","All","Main scheme application","10","0"," "
"2020","England","21 - 24","Northern Ireland","All","All","Main scheme application","15","5"," "
"2021","England","21 - 24","Northern Ireland","All","All","Main scheme application","15","0"," "
"2022","England","21 - 24","Northern Ireland","All","All","Main scheme application","15","0"," "
"2023","England","21 - 24","Northern Ireland","All","All","Main scheme application","10","0"," "
"2019","Northern Ireland","21 - 24","Northern Ireland","All","All","Main scheme application","60","5"," "
"2020","Northern Ireland","21 - 24","Northern Ireland","All","All","Main scheme application","65","10","0.169"
"2021","Northern Ireland","21 - 24","Northern Ireland","All","All","Main scheme application","100","15","0.129"
