"Year","POLAR4 Quintile","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Accepted applicants","Population estimate","Entry rate"
"2016","Quintile 5","All","Northern Ireland","Male","All","All","1460","3460","0.423"
"2017","Quintile 1","All","Northern Ireland","Male","All","All","290","2370","0.123"
"2017","Quintile 2","All","Northern Ireland","Male","All","All","320","1500","0.212"
"2017","Quintile 3","All","Northern Ireland","Male","All","All","590","2250","0.262"
"2017","Quintile 4","All","Northern Ireland","Male","All","All","880","2870","0.307"
"2017","Quintile 5","All","Northern Ireland","Male","All","All","1420","3380","0.42"
"2018","Quintile 1","All","Northern Ireland","Male","All","All","330","2320","0.14400000000000002"
"2018","Quintile 2","All","Northern Ireland","Male","All","All","300","1460","0.20600000000000002"
"2018","Quintile 3","All","Northern Ireland","Male","All","All","590","2200","0.269"
"2018","Quintile 4","All","Northern Ireland","Male","All","All","890","2790","0.319"
"2018","Quintile 5","All","Northern Ireland","Male","All","All","1430","3290","0.434"
"2019","Quintile 1","All","Northern Ireland","Male","All","All","300","2210","0.138"
"2019","Quintile 2","All","Northern Ireland","Male","All","All","290","1400","0.203"
"2019","Quintile 3","All","Northern Ireland","Male","All","All","590","2090","0.28200000000000003"
"2019","Quintile 4","All","Northern Ireland","Male","All","All","830","2640","0.315"
"2019","Quintile 5","All","Northern Ireland","Male","All","All","1370","3120","0.437"
"2020","Quintile 1","All","Northern Ireland","Male","All","All","390","2200","0.176"
"2020","Quintile 2","All","Northern Ireland","Male","All","All","350","1400","0.252"
"2020","Quintile 3","All","Northern Ireland","Male","All","All","660","2080","0.317"
"2020","Quintile 4","All","Northern Ireland","Male","All","All","910","2610","0.34900000000000003"
"2020","Quintile 5","All","Northern Ireland","Male","All","All","1550","3100","0.499"
"2021","Quintile 1","All","Northern Ireland","Male","All","All","430","2220","0.193"
"2021","Quintile 2","All","Northern Ireland","Male","All","All","380","1400","0.271"
"2021","Quintile 3","All","Northern Ireland","Male","All","All","690","2070","0.334"
"2021","Quintile 4","All","Northern Ireland","Male","All","All","1020","2610","0.389"
"2021","Quintile 5","All","Northern Ireland","Male","All","All","1640","3100","0.528"
"2022","Quintile 1","All","Northern Ireland","Male","All","All","400","2300","0.17500000000000002"
"2022","Quintile 2","All","Northern Ireland","Male","All","All","380","1460","0.262"
"2022","Quintile 3","All","Northern Ireland","Male","All","All","710","2130","0.33"
"2022","Quintile 4","All","Northern Ireland","Male","All","All","920","2700","0.342"
"2022","Quintile 5","All","Northern Ireland","Male","All","All","1510","3210","0.47000000000000003"
"2023","Quintile 1","All","Northern Ireland","Male","All","All","360","2320","0.154"
"2023","Quintile 2","All","Northern Ireland","Male","All","All","350","1480","0.23700000000000002"
"2023","Quintile 3","All","Northern Ireland","Male","All","All","620","2170","0.28600000000000003"
"2023","Quintile 4","All","Northern Ireland","Male","All","All","890","2730","0.325"
"2023","Quintile 5","All","Northern Ireland","Male","All","All","1410","3250","0.433"
"2006","Quintile 1","All","England","Male","All","All","6160","66450","0.093"
"2006","Quintile 2","All","England","Male","All","All","10010","64400","0.155"
"2006","Quintile 3","All","England","Male","All","All","13210","63890","0.20700000000000002"
"2006","Quintile 4","All","England","Male","All","All","16880","66250","0.255"
"2006","Quintile 5","All","England","Male","All","All","26060","71110","0.366"
"2007","Quintile 1","All","England","Male","All","All","6420","64720","0.099"
"2007","Quintile 2","All","England","Male","All","All","9960","63640","0.157"
"2007","Quintile 3","All","England","Male","All","All","13040","63430","0.20600000000000002"
"2007","Quintile 4","All","England","Male","All","All","16930","65050","0.26"
"2007","Quintile 5","All","England","Male","All","All","26170","71070","0.368"
"2008","Quintile 1","All","England","Male","All","All","6620","65530","0.101"
"2008","Quintile 2","All","England","Male","All","All","10650","65150","0.163"
"2008","Quintile 3","All","England","Male","All","All","13770","65380","0.211"
"2008","Quintile 4","All","England","Male","All","All","17810","67360","0.264"
"2008","Quintile 5","All","England","Male","All","All","26860","73240","0.367"
"2009","Quintile 1","All","England","Male","All","All","7130","66690","0.107"
"2009","Quintile 2","All","England","Male","All","All","11300","66020","0.171"
"2009","Quintile 3","All","England","Male","All","All","14620","66990","0.218"
"2009","Quintile 4","All","England","Male","All","All","18750","68630","0.273"
"2009","Quintile 5","All","England","Male","All","All","27930","74180","0.377"
"2010","Quintile 1","All","England","Male","All","All","7270","65080","0.112"
"2010","Quintile 2","All","England","Male","All","All","11540","65280","0.177"
"2010","Quintile 3","All","England","Male","All","All","14920","65610","0.227"
"2010","Quintile 4","All","England","Male","All","All","18880","67160","0.281"
"2010","Quintile 5","All","England","Male","All","All","27920","73060","0.382"
"2011","Quintile 1","All","England","Male","All","All","7470","64000","0.117"
"2011","Quintile 2","All","England","Male","All","All","11740","63690","0.184"
"2011","Quintile 3","All","England","Male","All","All","15150","63940","0.23700000000000002"
"2011","Quintile 4","All","England","Male","All","All","19740","65770","0.3"
"2011","Quintile 5","All","England","Male","All","All","29360","71720","0.40900000000000003"
"2012","Quintile 1","All","England","Male","All","All","7370","63600","0.116"
"2012","Quintile 2","All","England","Male","All","All","11360","63940","0.178"
"2012","Quintile 3","All","England","Male","All","All","14600","64220","0.227"
"2012","Quintile 4","All","England","Male","All","All","18790","67100","0.28"
"2012","Quintile 5","All","England","Male","All","All","27740","73390","0.378"
"2013","Quintile 1","All","England","Male","All","All","7930","62370","0.127"
"2013","Quintile 2","All","England","Male","All","All","11830","62890","0.188"
"2013","Quintile 3","All","England","Male","All","All","15270","63160","0.242"
"2013","Quintile 4","All","England","Male","All","All","19360","65880","0.294"
"2013","Quintile 5","All","England","Male","All","All","28740","72470","0.397"
"2014","Quintile 1","All","England","Male","All","All","8530","62360","0.137"
"2014","Quintile 2","All","England","Male","All","All","12520","62050","0.202"
"2014","Quintile 3","All","England","Male","All","All","15790","62200","0.254"
"2014","Quintile 4","All","England","Male","All","All","19810","65440","0.303"
"2014","Quintile 5","All","England","Male","All","All","28940","71950","0.402"
"2015","Quintile 1","All","England","Male","All","All","8870","61960","0.14300000000000002"
"2015","Quintile 2","All","England","Male","All","All","12820","63070","0.203"
"2015","Quintile 3","All","England","Male","All","All","16460","64020","0.257"
"2015","Quintile 4","All","England","Male","All","All","20400","66490","0.307"
"2015","Quintile 5","All","England","Male","All","All","30010","74020","0.405"
"2016","Quintile 1","All","England","Male","All","All","8990","59900","0.15"
"2016","Quintile 2","All","England","Male","All","All","13220","61770","0.214"
"2016","Quintile 3","All","England","Male","All","All","16530","62460","0.265"
"2016","Quintile 4","All","England","Male","All","All","20680","65460","0.316"
"2016","Quintile 5","All","England","Male","All","All","30630","73290","0.418"
"2017","Quintile 1","All","England","Male","All","All","9160","58940","0.155"
"2017","Quintile 2","All","England","Male","All","All","13240","60450","0.219"
"2017","Quintile 3","All","England","Male","All","All","16730","61890","0.27"
"2017","Quintile 4","All","England","Male","All","All","20870","65160","0.32"
"2017","Quintile 5","All","England","Male","All","All","31360","73290","0.428"
"2018","Quintile 1","All","England","Male","All","All","9020","57280","0.158"
"2018","Quintile 2","All","England","Male","All","All","13020","59040","0.221"
"2018","Quintile 3","All","England","Male","All","All","16280","60230","0.27"
"2018","Quintile 4","All","England","Male","All","All","20710","63810","0.325"
"2018","Quintile 5","All","England","Male","All","All","30710","72130","0.426"
"2019","Quintile 1","All","England","Male","All","All","9490","55630","0.171"
"2019","Quintile 2","All","England","Male","All","All","13010","57620","0.226"
