qualification_name,qualification_code,subject_name,subject_code,size,grade_structure,prior_attainment_band,grade,count,percentage
Pre-U Principal Subject,113,English Literature,15110,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",7-<8,D1,6,6.98%
Pre-U Principal Subject,113,English Literature,15110,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",7-<8,D2,23,26.74%
Pre-U Principal Subject,113,English Literature,15110,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",7-<8,D3,29,33.72%
Pre-U Principal Subject,113,English Literature,15110,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",7-<8,M1,19,22.09%
Pre-U Principal Subject,113,English Literature,15110,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",7-<8,M2,5,5.81%
Pre-U Principal Subject,113,English Literature,15110,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",7-<8,M3,3,3.49%
Pre-U Principal Subject,113,English Literature,15110,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",7-<8,P2,1,1.16%
Pre-U Principal Subject,113,English Literature,15110,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",8-<9,D1,24,15.48%
Pre-U Principal Subject,113,English Literature,15110,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",8-<9,D2,57,36.77%
Pre-U Principal Subject,113,English Literature,15110,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",8-<9,D3,51,32.9%
Pre-U Principal Subject,113,English Literature,15110,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",8-<9,M1,14,9.03%
Pre-U Principal Subject,113,English Literature,15110,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",8-<9,M2,5,3.23%
Pre-U Principal Subject,113,English Literature,15110,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",8-<9,M3,2,1.29%
Pre-U Principal Subject,113,English Literature,15110,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",8-<9,P1,1,0.65%
Pre-U Principal Subject,113,English Literature,15110,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",8-<9,U,1,0.65%
Pre-U Principal Subject,113,English Literature,15110,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",9>=,D1,49,39.84%
Pre-U Principal Subject,113,English Literature,15110,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",9>=,D2,46,37.4%
Pre-U Principal Subject,113,English Literature,15110,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",9>=,D3,24,19.51%
Pre-U Principal Subject,113,English Literature,15110,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",9>=,M1,3,2.44%
Pre-U Principal Subject,113,English Literature,15110,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",9>=,M2,1,0.81%
Pre-U Principal Subject,113,French,15650,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",6-<7,D3,1,25%
Pre-U Principal Subject,113,French,15650,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",6-<7,M1,2,50%
Pre-U Principal Subject,113,French,15650,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",6-<7,M3,1,25%
Pre-U Principal Subject,113,French,15650,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",7-<8,D1,3,11.11%
Pre-U Principal Subject,113,French,15650,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",7-<8,D2,7,25.93%
Pre-U Principal Subject,113,French,15650,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",7-<8,D3,11,40.74%
Pre-U Principal Subject,113,French,15650,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",7-<8,M2,2,7.41%
Pre-U Principal Subject,113,French,15650,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",7-<8,M3,3,11.11%
Pre-U Principal Subject,113,French,15650,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",7-<8,P1,1,3.7%
Pre-U Principal Subject,113,French,15650,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",8-<9,D1,8,12.9%
Pre-U Principal Subject,113,French,15650,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",8-<9,D2,23,37.1%
Pre-U Principal Subject,113,French,15650,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",8-<9,D3,21,33.87%
Pre-U Principal Subject,113,French,15650,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",8-<9,M1,5,8.06%
Pre-U Principal Subject,113,French,15650,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",8-<9,M2,4,6.45%
Pre-U Principal Subject,113,French,15650,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",8-<9,M3,1,1.61%
Pre-U Principal Subject,113,French,15650,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",9>=,D1,28,40%
Pre-U Principal Subject,113,French,15650,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",9>=,D2,26,37.14%
Pre-U Principal Subject,113,French,15650,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",9>=,D3,12,17.14%
Pre-U Principal Subject,113,French,15650,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",9>=,M1,4,5.71%
Pre-U Principal Subject,113,German,15670,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",6-<7,D2,1,50%
Pre-U Principal Subject,113,German,15670,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",6-<7,D3,1,50%
Pre-U Principal Subject,113,German,15670,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",7-<8,D2,1,14.29%
Pre-U Principal Subject,113,German,15670,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",7-<8,D3,5,71.43%
Pre-U Principal Subject,113,German,15670,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",7-<8,M1,1,14.29%
Pre-U Principal Subject,113,German,15670,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",8-<9,D1,9,30%
Pre-U Principal Subject,113,German,15670,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",8-<9,D2,11,36.67%
Pre-U Principal Subject,113,German,15670,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",8-<9,D3,10,33.33%
Pre-U Principal Subject,113,German,15670,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",9>=,D1,13,43.33%
Pre-U Principal Subject,113,German,15670,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",9>=,D2,10,33.33%
Pre-U Principal Subject,113,German,15670,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",9>=,D3,6,20%
Pre-U Principal Subject,113,German,15670,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",9>=,M2,1,3.33%
Pre-U Principal Subject,113,Italian,15690,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",7-<8,D1,2,66.67%
Pre-U Principal Subject,113,Italian,15690,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",7-<8,M1,1,33.33%
Pre-U Principal Subject,113,Italian,15690,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",8-<9,D1,2,22.22%
Pre-U Principal Subject,113,Italian,15690,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",8-<9,D2,2,22.22%
Pre-U Principal Subject,113,Italian,15690,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",8-<9,D3,5,55.56%
Pre-U Principal Subject,113,Italian,15690,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",9>=,D1,2,18.18%
Pre-U Principal Subject,113,Italian,15690,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",9>=,D2,6,54.55%
Pre-U Principal Subject,113,Italian,15690,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",9>=,D3,3,27.27%
Pre-U Principal Subject,113,Spanish,15750,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",6-<7,D1,1,12.5%
Pre-U Principal Subject,113,Spanish,15750,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",6-<7,D2,2,25%
Pre-U Principal Subject,113,Spanish,15750,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",6-<7,D3,1,12.5%
Pre-U Principal Subject,113,Spanish,15750,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",6-<7,M2,2,25%
Pre-U Principal Subject,113,Spanish,15750,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",6-<7,M3,1,12.5%
Pre-U Principal Subject,113,Spanish,15750,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",6-<7,P2,1,12.5%
Pre-U Principal Subject,113,Spanish,15750,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",7-<8,D1,1,3.85%
Pre-U Principal Subject,113,Spanish,15750,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",7-<8,D2,7,26.92%
Pre-U Principal Subject,113,Spanish,15750,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",7-<8,D3,7,26.92%
Pre-U Principal Subject,113,Spanish,15750,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",7-<8,M1,4,15.38%
Pre-U Principal Subject,113,Spanish,15750,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",7-<8,M2,3,11.54%
Pre-U Principal Subject,113,Spanish,15750,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",7-<8,M3,3,11.54%
Pre-U Principal Subject,113,Spanish,15750,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",7-<8,P3,1,3.85%
Pre-U Principal Subject,113,Spanish,15750,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",8-<9,D1,6,8.45%
Pre-U Principal Subject,113,Spanish,15750,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",8-<9,D2,31,43.66%
Pre-U Principal Subject,113,Spanish,15750,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",8-<9,D3,23,32.39%
Pre-U Principal Subject,113,Spanish,15750,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",8-<9,M1,7,9.86%
Pre-U Principal Subject,113,Spanish,15750,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",8-<9,M2,4,5.63%
Pre-U Principal Subject,113,Spanish,15750,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",9>=,D1,21,35%
Pre-U Principal Subject,113,Spanish,15750,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",9>=,D2,24,40%
Pre-U Principal Subject,113,Spanish,15750,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",9>=,D3,12,20%
Pre-U Principal Subject,113,Spanish,15750,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",9>=,M1,2,3.33%
Pre-U Principal Subject,113,Spanish,15750,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",9>=,M2,1,1.67%
Pre-U Principal Subject,113,Chinese,15950,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",4-<5,P2,1,50%
Pre-U Principal Subject,113,Chinese,15950,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",4-<5,U,1,50%
Pre-U Principal Subject,113,Chinese,15950,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",5-<6,D2,1,9.09%
Pre-U Principal Subject,113,Chinese,15950,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",5-<6,D3,2,18.18%
Pre-U Principal Subject,113,Chinese,15950,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",5-<6,M1,1,9.09%
Pre-U Principal Subject,113,Chinese,15950,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",5-<6,M2,5,45.45%
Pre-U Principal Subject,113,Chinese,15950,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",5-<6,P1,2,18.18%
Pre-U Principal Subject,113,Chinese,15950,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",6-<7,D1,1,5.88%
Pre-U Principal Subject,113,Chinese,15950,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",6-<7,D2,2,11.76%
Pre-U Principal Subject,113,Chinese,15950,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",6-<7,D3,2,11.76%
Pre-U Principal Subject,113,Chinese,15950,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",6-<7,M1,2,11.76%
Pre-U Principal Subject,113,Chinese,15950,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",6-<7,M2,3,17.65%
Pre-U Principal Subject,113,Chinese,15950,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",6-<7,M3,3,17.65%
Pre-U Principal Subject,113,Chinese,15950,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",6-<7,P1,1,5.88%
Pre-U Principal Subject,113,Chinese,15950,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",6-<7,P2,1,5.88%
Pre-U Principal Subject,113,Chinese,15950,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",6-<7,P3,1,5.88%
Pre-U Principal Subject,113,Chinese,15950,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",6-<7,U,1,5.88%
Pre-U Principal Subject,113,Chinese,15950,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",7-<8,D1,10,21.28%
Pre-U Principal Subject,113,Chinese,15950,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",7-<8,D2,8,17.02%
Pre-U Principal Subject,113,Chinese,15950,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",7-<8,D3,12,25.53%
Pre-U Principal Subject,113,Chinese,15950,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",7-<8,M1,7,14.89%
Pre-U Principal Subject,113,Chinese,15950,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",7-<8,M2,8,17.02%
Pre-U Principal Subject,113,Chinese,15950,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",7-<8,M3,1,2.13%
Pre-U Principal Subject,113,Chinese,15950,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",7-<8,P1,1,2.13%
Pre-U Principal Subject,113,Chinese,15950,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",8-<9,D1,39,53.42%
Pre-U Principal Subject,113,Chinese,15950,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",8-<9,D2,21,28.77%
Pre-U Principal Subject,113,Chinese,15950,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",8-<9,D3,5,6.85%
Pre-U Principal Subject,113,Chinese,15950,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",8-<9,M1,4,5.48%
Pre-U Principal Subject,113,Chinese,15950,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",8-<9,M2,3,4.11%
Pre-U Principal Subject,113,Chinese,15950,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",8-<9,P2,1,1.37%
Pre-U Principal Subject,113,Chinese,15950,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",9>=,D1,30,65.22%
Pre-U Principal Subject,113,Chinese,15950,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",9>=,D2,10,21.74%
Pre-U Principal Subject,113,Chinese,15950,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",9>=,D3,1,2.17%
Pre-U Principal Subject,113,Chinese,15950,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",9>=,M1,5,10.87%
Pre-U Principal Subject,113,Russian,16090,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",8-<9,D1,3,30%
Pre-U Principal Subject,113,Russian,16090,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",8-<9,D2,4,40%
Pre-U Principal Subject,113,Russian,16090,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",8-<9,D3,3,30%
Pre-U Principal Subject,113,Russian,16090,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",9>=,D1,6,35.29%
Pre-U Principal Subject,113,Russian,16090,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",9>=,D2,8,47.06%
Pre-U Principal Subject,113,Russian,16090,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",9>=,D3,2,11.76%
Pre-U Principal Subject,113,Russian,16090,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",9>=,M1,1,5.88%
Pre-U Principal Subject,113,Music,17010,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",4-<5,M1,1,33.33%
Pre-U Principal Subject,113,Music,17010,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",4-<5,M2,1,33.33%
Pre-U Principal Subject,113,Music,17010,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",4-<5,P3,1,33.33%
Pre-U Principal Subject,113,Music,17010,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",5-<6,D1,1,10%
Pre-U Principal Subject,113,Music,17010,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",5-<6,D2,1,10%
Pre-U Principal Subject,113,Music,17010,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",5-<6,D3,1,10%
Pre-U Principal Subject,113,Music,17010,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",5-<6,M1,3,30%
Pre-U Principal Subject,113,Music,17010,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",5-<6,M2,3,30%
Pre-U Principal Subject,113,Music,17010,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",5-<6,M3,1,10%
Pre-U Principal Subject,113,Music,17010,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",6-<7,D2,1,7.69%
Pre-U Principal Subject,113,Music,17010,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",6-<7,D3,4,30.77%
Pre-U Principal Subject,113,Music,17010,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",6-<7,M1,4,30.77%
Pre-U Principal Subject,113,Music,17010,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",6-<7,M2,3,23.08%
Pre-U Principal Subject,113,Music,17010,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",6-<7,M3,1,7.69%
Pre-U Principal Subject,113,Music,17010,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",7-<8,D2,6,37.5%
Pre-U Principal Subject,113,Music,17010,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",7-<8,D3,5,31.25%
Pre-U Principal Subject,113,Music,17010,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",7-<8,M1,3,18.75%
Pre-U Principal Subject,113,Music,17010,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",7-<8,M2,1,6.25%
Pre-U Principal Subject,113,Music,17010,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",7-<8,P1,1,6.25%
Pre-U Principal Subject,113,Music,17010,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",8-<9,D1,3,15%
Pre-U Principal Subject,113,Music,17010,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",8-<9,D2,8,40%
Pre-U Principal Subject,113,Music,17010,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",8-<9,D3,9,45%
Pre-U Principal Subject,113,Music,17010,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",9>=,D1,5,41.67%
Pre-U Principal Subject,113,Music,17010,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",9>=,D2,4,33.33%
Pre-U Principal Subject,113,Music,17010,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",9>=,D3,3,25%
Pre-U Principal Subject,113,General Studies,17810,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",4-<5,M1,1,33.33%
Pre-U Principal Subject,113,General Studies,17810,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",4-<5,M2,2,66.67%
Pre-U Principal Subject,113,General Studies,17810,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",5-<6,D2,2,10.53%
Pre-U Principal Subject,113,General Studies,17810,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",5-<6,D3,2,10.53%
Pre-U Principal Subject,113,General Studies,17810,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",5-<6,M1,2,10.53%
Pre-U Principal Subject,113,General Studies,17810,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",5-<6,M2,6,31.58%
Pre-U Principal Subject,113,General Studies,17810,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",5-<6,M3,1,5.26%
Pre-U Principal Subject,113,General Studies,17810,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",5-<6,P1,3,15.79%
Pre-U Principal Subject,113,General Studies,17810,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",5-<6,P2,2,10.53%
Pre-U Principal Subject,113,General Studies,17810,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",5-<6,P3,1,5.26%
Pre-U Principal Subject,113,General Studies,17810,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",6-<7,D1,3,8.11%
Pre-U Principal Subject,113,General Studies,17810,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",6-<7,D2,2,5.41%
Pre-U Principal Subject,113,General Studies,17810,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",6-<7,D3,8,21.62%
Pre-U Principal Subject,113,General Studies,17810,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",6-<7,M1,6,16.22%
Pre-U Principal Subject,113,General Studies,17810,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",6-<7,M2,7,18.92%
Pre-U Principal Subject,113,General Studies,17810,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",6-<7,M3,7,18.92%
Pre-U Principal Subject,113,General Studies,17810,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",6-<7,P1,3,8.11%
Pre-U Principal Subject,113,General Studies,17810,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",6-<7,P3,1,2.7%
Pre-U Principal Subject,113,General Studies,17810,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",7-<8,D1,6,15%
Pre-U Principal Subject,113,General Studies,17810,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",7-<8,D2,4,10%
Pre-U Principal Subject,113,General Studies,17810,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",7-<8,D3,8,20%
Pre-U Principal Subject,113,General Studies,17810,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",7-<8,M1,6,15%
Pre-U Principal Subject,113,General Studies,17810,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",7-<8,M2,8,20%
Pre-U Principal Subject,113,General Studies,17810,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",7-<8,M3,3,7.5%
Pre-U Principal Subject,113,General Studies,17810,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",7-<8,P2,3,7.5%
Pre-U Principal Subject,113,General Studies,17810,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",7-<8,P3,2,5%
Pre-U Principal Subject,113,General Studies,17810,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",8-<9,D1,28,63.64%
Pre-U Principal Subject,113,General Studies,17810,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",8-<9,D2,3,6.82%
Pre-U Principal Subject,113,General Studies,17810,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",8-<9,D3,6,13.64%
Pre-U Principal Subject,113,General Studies,17810,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",8-<9,M1,2,4.55%
Pre-U Principal Subject,113,General Studies,17810,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",8-<9,M2,3,6.82%
Pre-U Principal Subject,113,General Studies,17810,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",8-<9,M3,1,2.27%
Pre-U Principal Subject,113,General Studies,17810,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",8-<9,P3,1,2.27%
Pre-U Principal Subject,113,General Studies,17810,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",9>=,D1,1,33.33%
Pre-U Principal Subject,113,General Studies,17810,1,"D1,D2,D3,M1,M2,M3,P1,P2,P3",9>=,D2,2,66.67%
GCE AS level,121,Biology,11010,0.5,"A,B,C,D,E",1-<2,E,1,100%
GCE AS level,121,Biology,11010,0.5,"A,B,C,D,E",2-<3,D,2,66.67%
GCE AS level,121,Biology,11010,0.5,"A,B,C,D,E",2-<3,U,1,33.33%
GCE AS level,121,Biology,11010,0.5,"A,B,C,D,E",3-<4,B,1,12.5%
GCE AS level,121,Biology,11010,0.5,"A,B,C,D,E",3-<4,E,2,25%
GCE AS level,121,Biology,11010,0.5,"A,B,C,D,E",3-<4,U,5,62.5%
GCE AS level,121,Biology,11010,0.5,"A,B,C,D,E",4-<5,B,2,4.88%
GCE AS level,121,Biology,11010,0.5,"A,B,C,D,E",4-<5,C,1,2.44%
GCE AS level,121,Biology,11010,0.5,"A,B,C,D,E",4-<5,D,4,9.76%
GCE AS level,121,Biology,11010,0.5,"A,B,C,D,E",4-<5,E,11,26.83%
GCE AS level,121,Biology,11010,0.5,"A,B,C,D,E",4-<5,U,23,56.1%
GCE AS level,121,Biology,11010,0.5,"A,B,C,D,E",5-<6,A,2,2.47%
GCE AS level,121,Biology,11010,0.5,"A,B,C,D,E",5-<6,B,4,4.94%
GCE AS level,121,Biology,11010,0.5,"A,B,C,D,E",5-<6,C,5,6.17%
GCE AS level,121,Biology,11010,0.5,"A,B,C,D,E",5-<6,D,14,17.28%
GCE AS level,121,Biology,11010,0.5,"A,B,C,D,E",5-<6,E,29,35.8%
GCE AS level,121,Biology,11010,0.5,"A,B,C,D,E",5-<6,U,27,33.33%
GCE AS level,121,Biology,11010,0.5,"A,B,C,D,E",6-<7,A,2,3.28%
GCE AS level,121,Biology,11010,0.5,"A,B,C,D,E",6-<7,B,4,6.56%
GCE AS level,121,Biology,11010,0.5,"A,B,C,D,E",6-<7,C,10,16.39%
GCE AS level,121,Biology,11010,0.5,"A,B,C,D,E",6-<7,D,13,21.31%
GCE AS level,121,Biology,11010,0.5,"A,B,C,D,E",6-<7,E,22,36.07%
GCE AS level,121,Biology,11010,0.5,"A,B,C,D,E",6-<7,U,10,16.39%
GCE AS level,121,Biology,11010,0.5,"A,B,C,D,E",7-<8,A,6,19.35%
GCE AS level,121,Biology,11010,0.5,"A,B,C,D,E",7-<8,B,5,16.13%
GCE AS level,121,Biology,11010,0.5,"A,B,C,D,E",7-<8,C,7,22.58%
GCE AS level,121,Biology,11010,0.5,"A,B,C,D,E",7-<8,D,7,22.58%
GCE AS level,121,Biology,11010,0.5,"A,B,C,D,E",7-<8,E,5,16.13%
GCE AS level,121,Biology,11010,0.5,"A,B,C,D,E",7-<8,U,1,3.23%
GCE AS level,121,Biology,11010,0.5,"A,B,C,D,E",8-<9,A,3,25%
GCE AS level,121,Biology,11010,0.5,"A,B,C,D,E",8-<9,B,6,50%
GCE AS level,121,Biology,11010,0.5,"A,B,C,D,E",8-<9,C,1,8.33%
GCE AS level,121,Biology,11010,0.5,"A,B,C,D,E",8-<9,D,2,16.67%
GCE AS level,121,Biology,11010,0.5,"A,B,C,D,E",9>=,A,2,66.67%
GCE AS level,121,Biology,11010,0.5,"A,B,C,D,E",9>=,U,1,33.33%
GCE AS level,121,Chemistry,11110,0.5,"A,B,C,D,E",1-<2,D,1,100%
GCE AS level,121,Chemistry,11110,0.5,"A,B,C,D,E",2-<3,D,1,100%
GCE AS level,121,Chemistry,11110,0.5,"A,B,C,D,E",3-<4,E,1,25%
GCE AS level,121,Chemistry,11110,0.5,"A,B,C,D,E",3-<4,U,3,75%
GCE AS level,121,Chemistry,11110,0.5,"A,B,C,D,E",4-<5,C,2,11.76%
GCE AS level,121,Chemistry,11110,0.5,"A,B,C,D,E",4-<5,D,2,11.76%
GCE AS level,121,Chemistry,11110,0.5,"A,B,C,D,E",4-<5,E,3,17.65%
GCE AS level,121,Chemistry,11110,0.5,"A,B,C,D,E",4-<5,U,10,58.82%
