"Entry year","Region of provider","Age group","Domicile","Gender","Main scheme application","Accepted applicants"
"2013 - 2014","London","All","Wales","Female","Main scheme application","345"
"2013 - 2014","South East","All","Wales","Female","Main scheme application","470"
"2013 - 2014","Scotland","All","Wales","Female","Main scheme application","50"
"2013 - 2014","Wales","All","Wales","Female","Main scheme application","5355"
"2013 - 2014","West Midlands","All","Wales","Female","Main scheme application","360"
"2013 - 2014","East of England","All","Wales","Female","Main scheme application","80"
"2013 - 2014","South West","All","Wales","Female","Main scheme application","900"
"2013 - 2014","Yorkshire and the Humber","All","Wales","Female","Main scheme application","245"
"2013 - 2014","North East","All","Wales","Female","Main scheme application","85"
"2013 - 2014","East Midlands","All","Wales","Female","Main scheme application","210"
"2013 - 2014","North West","All","Wales","Female","Main scheme application","1045"
"2014 - 2015","London","All","Wales","Female","Main scheme application","370"
"2014 - 2015","South East","All","Wales","Female","Main scheme application","470"
"2014 - 2015","Scotland","All","Wales","Female","Main scheme application","55"
"2014 - 2015","Wales","All","Wales","Female","Main scheme application","5685"
"2014 - 2015","West Midlands","All","Wales","Female","Main scheme application","415"
"2014 - 2015","Northern Ireland","All","Wales","Female","Main scheme application","5"
"2014 - 2015","East of England","All","Wales","Female","Main scheme application","100"
"2014 - 2015","South West","All","Wales","Female","Main scheme application","1065"
"2014 - 2015","Yorkshire and the Humber","All","Wales","Female","Main scheme application","235"
"2014 - 2015","North East","All","Wales","Female","Main scheme application","70"
"2014 - 2015","East Midlands","All","Wales","Female","Main scheme application","215"
"2014 - 2015","North West","All","Wales","Female","Main scheme application","1110"
"2015 - 2016","London","All","Wales","Female","Main scheme application","360"
"2015 - 2016","South East","All","Wales","Female","Main scheme application","470"
"2015 - 2016","Scotland","All","Wales","Female","Main scheme application","55"
"2015 - 2016","Wales","All","Wales","Female","Main scheme application","5725"
"2015 - 2016","West Midlands","All","Wales","Female","Main scheme application","490"
"2015 - 2016","Northern Ireland","All","Wales","Female","Main scheme application","5"
"2015 - 2016","East of England","All","Wales","Female","Main scheme application","110"
"2015 - 2016","South West","All","Wales","Female","Main scheme application","1070"
"2015 - 2016","Yorkshire and the Humber","All","Wales","Female","Main scheme application","245"
"2015 - 2016","North East","All","Wales","Female","Main scheme application","85"
"2015 - 2016","East Midlands","All","Wales","Female","Main scheme application","280"
"2015 - 2016","North West","All","Wales","Female","Main scheme application","1145"
"2016 - 2017","London","All","Wales","Female","Main scheme application","320"
"2016 - 2017","South East","All","Wales","Female","Main scheme application","470"
"2016 - 2017","Scotland","All","Wales","Female","Main scheme application","70"
"2016 - 2017","Wales","All","Wales","Female","Main scheme application","5925"
"2016 - 2017","West Midlands","All","Wales","Female","Main scheme application","475"
"2016 - 2017","Northern Ireland","All","Wales","Female","Main scheme application","5"
"2016 - 2017","East of England","All","Wales","Female","Main scheme application","105"
"2016 - 2017","South West","All","Wales","Female","Main scheme application","1165"
"2016 - 2017","Yorkshire and the Humber","All","Wales","Female","Main scheme application","265"
"2016 - 2017","North East","All","Wales","Female","Main scheme application","95"
"2016 - 2017","East Midlands","All","Wales","Female","Main scheme application","240"
"2016 - 2017","North West","All","Wales","Female","Main scheme application","1150"
"2017 - 2018","London","All","Wales","Female","Main scheme application","315"
"2017 - 2018","South East","All","Wales","Female","Main scheme application","420"
"2017 - 2018","Scotland","All","Wales","Female","Main scheme application","70"
"2017 - 2018","Wales","All","Wales","Female","Main scheme application","5880"
"2017 - 2018","West Midlands","All","Wales","Female","Main scheme application","500"
"2017 - 2018","Northern Ireland","All","Wales","Female","Main scheme application","10"
"2017 - 2018","East of England","All","Wales","Female","Main scheme application","80"
"2017 - 2018","South West","All","Wales","Female","Main scheme application","1115"
"2017 - 2018","Yorkshire and the Humber","All","Wales","Female","Main scheme application","235"
"2017 - 2018","North East","All","Wales","Female","Main scheme application","65"
"2017 - 2018","East Midlands","All","Wales","Female","Main scheme application","220"
"2017 - 2018","North West","All","Wales","Female","Main scheme application","1095"
"2018 - 2019","London","All","Wales","Female","Main scheme application","260"
"2018 - 2019","South East","All","Wales","Female","Main scheme application","445"
"2018 - 2019","Scotland","All","Wales","Female","Main scheme application","75"
"2018 - 2019","Wales","All","Wales","Female","Main scheme application","5790"
"2018 - 2019","West Midlands","All","Wales","Female","Main scheme application","420"
"2018 - 2019","Northern Ireland","All","Wales","Female","Main scheme application","5"
"2018 - 2019","East of England","All","Wales","Female","Main scheme application","65"
"2018 - 2019","South West","All","Wales","Female","Main scheme application","1200"
"2018 - 2019","Yorkshire and the Humber","All","Wales","Female","Main scheme application","195"
"2018 - 2019","North East","All","Wales","Female","Main scheme application","75"
"2018 - 2019","East Midlands","All","Wales","Female","Main scheme application","220"
"2018 - 2019","North West","All","Wales","Female","Main scheme application","1085"
"2019 - 2020","London","All","Wales","Female","Main scheme application","265"
"2019 - 2020","South East","All","Wales","Female","Main scheme application","420"
"2019 - 2020","Scotland","All","Wales","Female","Main scheme application","70"
"2019 - 2020","Wales","All","Wales","Female","Main scheme application","5755"
"2019 - 2020","West Midlands","All","Wales","Female","Main scheme application","450"
"2019 - 2020","Northern Ireland","All","Wales","Female","Main scheme application","10"
"2019 - 2020","East of England","All","Wales","Female","Main scheme application","95"
"2019 - 2020","South West","All","Wales","Female","Main scheme application","1140"
"2019 - 2020","Yorkshire and the Humber","All","Wales","Female","Main scheme application","205"
"2019 - 2020","North East","All","Wales","Female","Main scheme application","85"
"2019 - 2020","East Midlands","All","Wales","Female","Main scheme application","210"
"2019 - 2020","North West","All","Wales","Female","Main scheme application","1130"
"2020 - 2021","London","All","Wales","Female","Main scheme application","305"
"2020 - 2021","South East","All","Wales","Female","Main scheme application","385"
"2020 - 2021","Scotland","All","Wales","Female","Main scheme application","80"
"2020 - 2021","Wales","All","Wales","Female","Main scheme application","5705"
"2020 - 2021","West Midlands","All","Wales","Female","Main scheme application","415"
"2020 - 2021","Northern Ireland","All","Wales","Female","Main scheme application","10"
"2020 - 2021","East of England","All","Wales","Female","Main scheme application","80"
"2020 - 2021","South West","All","Wales","Female","Main scheme application","1215"
"2020 - 2021","Yorkshire and the Humber","All","Wales","Female","Main scheme application","200"
"2020 - 2021","North East","All","Wales","Female","Main scheme application","70"
"2020 - 2021","East Midlands","All","Wales","Female","Main scheme application","205"
"2020 - 2021","North West","All","Wales","Female","Main scheme application","1210"
"2021 - 2022","London","All","Wales","Female","Main scheme application","400"
"2021 - 2022","South East","All","Wales","Female","Main scheme application","430"
"2021 - 2022","Scotland","All","Wales","Female","Main scheme application","90"
"2021 - 2022","Wales","All","Wales","Female","Main scheme application","5870"
"2021 - 2022","West Midlands","All","Wales","Female","Main scheme application","410"
