"Entry year","Tariff group of provider","Age group","Domicile","Gender","Main scheme application","Accepted applicants"
"2019 - 2020","All","19","Scotland","All","All","4675"
"2020 - 2021","All","19","Scotland","All","All","4690"
"2021 - 2022","All","19","Scotland","All","All","4665"
"2022 - 2023","All","19","Scotland","All","All","4810"
"2023 - 2024","All","19","Scotland","All","All","5025"
"2006 - 2007","All","20","Scotland","All","All","1940"
"2007 - 2008","All","20","Scotland","All","All","2135"
"2008 - 2009","All","20","Scotland","All","All","2285"
"2009 - 2010","All","20","Scotland","All","All","2425"
"2010 - 2011","All","20","Scotland","All","All","2430"
"2011 - 2012","All","20","Scotland","All","All","2365"
"2012 - 2013","All","20","Scotland","All","All","2580"
"2013 - 2014","All","20","Scotland","All","All","2840"
"2014 - 2015","All","20","Scotland","All","All","2675"
"2015 - 2016","All","20","Scotland","All","All","2960"
"2016 - 2017","All","20","Scotland","All","All","2990"
"2017 - 2018","All","20","Scotland","All","All","3090"
"2018 - 2019","All","20","Scotland","All","All","3060"
"2019 - 2020","All","20","Scotland","All","All","2780"
"2020 - 2021","All","20","Scotland","All","All","2810"
"2021 - 2022","All","20","Scotland","All","All","2665"
"2022 - 2023","All","20","Scotland","All","All","2370"
"2023 - 2024","All","20","Scotland","All","All","2505"
"2006 - 2007","All","21 - 24","Scotland","All","All","3270"
"2007 - 2008","All","21 - 24","Scotland","All","All","3650"
"2008 - 2009","All","21 - 24","Scotland","All","All","4160"
"2009 - 2010","All","21 - 24","Scotland","All","All","4285"
"2010 - 2011","All","21 - 24","Scotland","All","All","4365"
"2011 - 2012","All","21 - 24","Scotland","All","All","5035"
"2012 - 2013","All","21 - 24","Scotland","All","All","4265"
"2013 - 2014","All","21 - 24","Scotland","All","All","4750"
"2014 - 2015","All","21 - 24","Scotland","All","All","4500"
"2015 - 2016","All","21 - 24","Scotland","All","All","5660"
"2016 - 2017","All","21 - 24","Scotland","All","All","5895"
"2017 - 2018","All","21 - 24","Scotland","All","All","5920"
"2018 - 2019","All","21 - 24","Scotland","All","All","6025"
"2019 - 2020","All","21 - 24","Scotland","All","All","5915"
"2020 - 2021","All","21 - 24","Scotland","All","All","6380"
"2021 - 2022","All","21 - 24","Scotland","All","All","5780"
"2022 - 2023","All","21 - 24","Scotland","All","All","5025"
"2023 - 2024","All","21 - 24","Scotland","All","All","4955"
"2006 - 2007","All","25 - 29","Scotland","All","All","1385"
"2007 - 2008","All","25 - 29","Scotland","All","All","1555"
"2008 - 2009","All","25 - 29","Scotland","All","All","1855"
"2009 - 2010","All","25 - 29","Scotland","All","All","2095"
"2010 - 2011","All","25 - 29","Scotland","All","All","2260"
"2011 - 2012","All","25 - 29","Scotland","All","All","1975"
"2012 - 2013","All","25 - 29","Scotland","All","All","2015"
"2013 - 2014","All","25 - 29","Scotland","All","All","2100"
"2014 - 2015","All","25 - 29","Scotland","All","All","2055"
"2015 - 2016","All","25 - 29","Scotland","All","All","2915"
"2016 - 2017","All","25 - 29","Scotland","All","All","3070"
"2017 - 2018","All","25 - 29","Scotland","All","All","3220"
"2018 - 2019","All","25 - 29","Scotland","All","All","3220"
"2019 - 2020","All","25 - 29","Scotland","All","All","3150"
"2020 - 2021","All","25 - 29","Scotland","All","All","3680"
"2021 - 2022","All","25 - 29","Scotland","All","All","3605"
"2022 - 2023","All","25 - 29","Scotland","All","All","2990"
"2023 - 2024","All","25 - 29","Scotland","All","All","2540"
"2006 - 2007","All","30 - 34","Scotland","All","All","665"
"2007 - 2008","All","30 - 34","Scotland","All","All","675"
"2008 - 2009","All","30 - 34","Scotland","All","All","760"
"2009 - 2010","All","30 - 34","Scotland","All","All","950"
"2010 - 2011","All","30 - 34","Scotland","All","All","1165"
"2011 - 2012","All","30 - 34","Scotland","All","All","1055"
"2012 - 2013","All","30 - 34","Scotland","All","All","1065"
"2013 - 2014","All","30 - 34","Scotland","All","All","1115"
"2014 - 2015","All","30 - 34","Scotland","All","All","1000"
"2015 - 2016","All","30 - 34","Scotland","All","All","1415"
"2016 - 2017","All","30 - 34","Scotland","All","All","1475"
"2017 - 2018","All","30 - 34","Scotland","All","All","1665"
"2018 - 2019","All","30 - 34","Scotland","All","All","1700"
"2019 - 2020","All","30 - 34","Scotland","All","All","1705"
"2020 - 2021","All","30 - 34","Scotland","All","All","1920"
"2021 - 2022","All","30 - 34","Scotland","All","All","1880"
"2022 - 2023","All","30 - 34","Scotland","All","All","1705"
"2023 - 2024","All","30 - 34","Scotland","All","All","1550"
"2006 - 2007","All","35 and over","Scotland","All","All","1165"
"2007 - 2008","All","35 and over","Scotland","All","All","1230"
"2008 - 2009","All","35 and over","Scotland","All","All","1380"
"2009 - 2010","All","35 and over","Scotland","All","All","1535"
"2010 - 2011","All","35 and over","Scotland","All","All","1940"
"2011 - 2012","All","35 and over","Scotland","All","All","1550"
"2012 - 2013","All","35 and over","Scotland","All","All","1555"
"2013 - 2014","All","35 and over","Scotland","All","All","1580"
"2014 - 2015","All","35 and over","Scotland","All","All","1375"
"2015 - 2016","All","35 and over","Scotland","All","All","2100"
"2016 - 2017","All","35 and over","Scotland","All","All","2210"
"2017 - 2018","All","35 and over","Scotland","All","All","2380"
"2018 - 2019","All","35 and over","Scotland","All","All","2700"
"2019 - 2020","All","35 and over","Scotland","All","All","2620"
"2020 - 2021","All","35 and over","Scotland","All","All","3190"
"2021 - 2022","All","35 and over","Scotland","All","All","2885"
"2022 - 2023","All","35 and over","Scotland","All","All","2725"
"2023 - 2024","All","35 and over","Scotland","All","All","2615"
"2006 - 2007","All","17 and under","Wales","All","All","45"
"2007 - 2008","All","17 and under","Wales","All","All","65"
"2008 - 2009","All","17 and under","Wales","All","All","50"
"2009 - 2010","All","17 and under","Wales","All","All","50"
"2010 - 2011","All","17 and under","Wales","All","All","40"
"2011 - 2012","All","17 and under","Wales","All","All","35"
"2012 - 2013","All","17 and under","Wales","All","All","35"
"2013 - 2014","All","17 and under","Wales","All","All","35"
"2014 - 2015","All","17 and under","Wales","All","All","25"
"2015 - 2016","All","17 and under","Wales","All","All","20"
"2016 - 2017","All","17 and under","Wales","All","All","30"
"2017 - 2018","All","17 and under","Wales","All","All","20"
"2018 - 2019","All","17 and under","Wales","All","All","30"
"2019 - 2020","All","17 and under","Wales","All","All","30"
"2020 - 2021","All","17 and under","Wales","All","All","20"
"2021 - 2022","All","17 and under","Wales","All","All","15"
"2022 - 2023","All","17 and under","Wales","All","All","30"
"2023 - 2024","All","17 and under","Wales","All","All","35"
"2006 - 2007","All","18","Wales","All","All","9260"
"2007 - 2008","All","18","Wales","All","All","9540"
"2008 - 2009","All","18","Wales","All","All","9900"
"2009 - 2010","All","18","Wales","All","All","10630"
"2010 - 2011","All","18","Wales","All","All","9945"
"2011 - 2012","All","18","Wales","All","All","9755"
"2012 - 2013","All","18","Wales","All","All","9830"
"2013 - 2014","All","18","Wales","All","All","9750"
"2014 - 2015","All","18","Wales","All","All","10110"
"2015 - 2016","All","18","Wales","All","All","10575"
"2016 - 2017","All","18","Wales","All","All","10715"
"2017 - 2018","All","18","Wales","All","All","10470"
"2018 - 2019","All","18","Wales","All","All","10065"
"2019 - 2020","All","18","Wales","All","All","9970"
"2020 - 2021","All","18","Wales","All","All","10085"
"2021 - 2022","All","18","Wales","All","All","11180"
"2022 - 2023","All","18","Wales","All","All","10985"
"2023 - 2024","All","18","Wales","All","All","10455"
"2006 - 2007","All","19","Wales","All","All","2545"
"2007 - 2008","All","19","Wales","All","All","3015"
"2008 - 2009","All","19","Wales","All","All","3160"
"2009 - 2010","All","19","Wales","All","All","3480"
"2010 - 2011","All","19","Wales","All","All","3395"
"2011 - 2012","All","19","Wales","All","All","3545"
"2012 - 2013","All","19","Wales","All","All","3670"
"2013 - 2014","All","19","Wales","All","All","3745"
"2014 - 2015","All","19","Wales","All","All","3895"
"2015 - 2016","All","19","Wales","All","All","3845"
"2016 - 2017","All","19","Wales","All","All","3965"
"2017 - 2018","All","19","Wales","All","All","3760"
"2018 - 2019","All","19","Wales","All","All","3560"
"2019 - 2020","All","19","Wales","All","All","3525"
"2020 - 2021","All","19","Wales","All","All","3475"
"2021 - 2022","All","19","Wales","All","All","3265"
"2022 - 2023","All","19","Wales","All","All","3105"
"2023 - 2024","All","19","Wales","All","All","2985"
"2006 - 2007","All","20","Wales","All","All","985"
"2007 - 2008","All","20","Wales","All","All","1095"
"2008 - 2009","All","20","Wales","All","All","1285"
"2009 - 2010","All","20","Wales","All","All","1360"
"2010 - 2011","All","20","Wales","All","All","1215"
"2011 - 2012","All","20","Wales","All","All","1290"
"2012 - 2013","All","20","Wales","All","All","1465"
"2013 - 2014","All","20","Wales","All","All","1430"
"2014 - 2015","All","20","Wales","All","All","1440"
"2015 - 2016","All","20","Wales","All","All","1425"
"2016 - 2017","All","20","Wales","All","All","1395"
"2017 - 2018","All","20","Wales","All","All","1525"
"2018 - 2019","All","20","Wales","All","All","1340"
"2019 - 2020","All","20","Wales","All","All","1270"
"2020 - 2021","All","20","Wales","All","All","1300"
"2021 - 2022","All","20","Wales","All","All","1160"
"2022 - 2023","All","20","Wales","All","All","1200"
"2023 - 2024","All","20","Wales","All","All","1170"
"2006 - 2007","All","21 - 24","Wales","All","All","1555"
"2007 - 2008","All","21 - 24","Wales","All","All","1645"
"2008 - 2009","All","21 - 24","Wales","All","All","1915"
"2009 - 2010","All","21 - 24","Wales","All","All","2170"
"2010 - 2011","All","21 - 24","Wales","All","All","1965"
"2011 - 2012","All","21 - 24","Wales","All","All","1885"
"2012 - 2013","All","21 - 24","Wales","All","All","2135"
"2013 - 2014","All","21 - 24","Wales","All","All","2185"
"2014 - 2015","All","21 - 24","Wales","All","All","2165"
"2015 - 2016","All","21 - 24","Wales","All","All","2085"
"2016 - 2017","All","21 - 24","Wales","All","All","2105"
"2017 - 2018","All","21 - 24","Wales","All","All","2130"
"2018 - 2019","All","21 - 24","Wales","All","All","1975"
"2019 - 2020","All","21 - 24","Wales","All","All","2060"
"2020 - 2021","All","21 - 24","Wales","All","All","2065"
"2021 - 2022","All","21 - 24","Wales","All","All","1930"
"2022 - 2023","All","21 - 24","Wales","All","All","2175"
"2023 - 2024","All","21 - 24","Wales","All","All","2000"
"2006 - 2007","All","25 - 29","Wales","All","All","675"
"2007 - 2008","All","25 - 29","Wales","All","All","775"
"2008 - 2009","All","25 - 29","Wales","All","All","875"
"2009 - 2010","All","25 - 29","Wales","All","All","1030"
"2010 - 2011","All","25 - 29","Wales","All","All","925"
"2011 - 2012","All","25 - 29","Wales","All","All","930"
"2012 - 2013","All","25 - 29","Wales","All","All","910"
"2013 - 2014","All","25 - 29","Wales","All","All","1025"
"2014 - 2015","All","25 - 29","Wales","All","All","1060"
"2015 - 2016","All","25 - 29","Wales","All","All","1090"
"2016 - 2017","All","25 - 29","Wales","All","All","1005"
"2017 - 2018","All","25 - 29","Wales","All","All","1100"
"2018 - 2019","All","25 - 29","Wales","All","All","1125"
"2019 - 2020","All","25 - 29","Wales","All","All","1100"
"2020 - 2021","All","25 - 29","Wales","All","All","1100"
"2021 - 2022","All","25 - 29","Wales","All","All","1125"
"2022 - 2023","All","25 - 29","Wales","All","All","1060"
"2023 - 2024","All","25 - 29","Wales","All","All","880"
"2006 - 2007","All","30 - 34","Wales","All","All","435"
"2007 - 2008","All","30 - 34","Wales","All","All","445"
"2008 - 2009","All","30 - 34","Wales","All","All","485"
"2009 - 2010","All","30 - 34","Wales","All","All","520"
"2010 - 2011","All","30 - 34","Wales","All","All","465"
"2011 - 2012","All","30 - 34","Wales","All","All","455"
"2012 - 2013","All","30 - 34","Wales","All","All","520"
"2013 - 2014","All","30 - 34","Wales","All","All","510"
"2014 - 2015","All","30 - 34","Wales","All","All","600"
"2015 - 2016","All","30 - 34","Wales","All","All","580"
"2016 - 2017","All","30 - 34","Wales","All","All","635"
"2017 - 2018","All","30 - 34","Wales","All","All","675"
"2018 - 2019","All","30 - 34","Wales","All","All","655"
"2019 - 2020","All","30 - 34","Wales","All","All","700"
"2020 - 2021","All","30 - 34","Wales","All","All","695"
"2021 - 2022","All","30 - 34","Wales","All","All","695"
"2022 - 2023","All","30 - 34","Wales","All","All","675"
"2023 - 2024","All","30 - 34","Wales","All","All","520"
"2006 - 2007","All","35 and over","Wales","All","All","820"
"2007 - 2008","All","35 and over","Wales","All","All","785"
"2008 - 2009","All","35 and over","Wales","All","All","875"
"2009 - 2010","All","35 and over","Wales","All","All","1020"
"2010 - 2011","All","35 and over","Wales","All","All","795"
"2011 - 2012","All","35 and over","Wales","All","All","725"
"2012 - 2013","All","35 and over","Wales","All","All","720"
"2013 - 2014","All","35 and over","Wales","All","All","815"
"2014 - 2015","All","35 and over","Wales","All","All","875"
"2015 - 2016","All","35 and over","Wales","All","All","865"
"2016 - 2017","All","35 and over","Wales","All","All","890"
"2017 - 2018","All","35 and over","Wales","All","All","1040"
"2018 - 2019","All","35 and over","Wales","All","All","1135"
"2019 - 2020","All","35 and over","Wales","All","All","1170"
"2020 - 2021","All","35 and over","Wales","All","All","1085"
"2021 - 2022","All","35 and over","Wales","All","All","995"
"2022 - 2023","All","35 and over","Wales","All","All","1020"
"2023 - 2024","All","35 and over","Wales","All","All","810"
"2006 - 2007","All","17 and under","Not EU","All","All","1245"
"2007 - 2008","All","17 and under","Not EU","All","All","1415"
"2008 - 2009","All","17 and under","Not EU","All","All","1575"
"2009 - 2010","All","17 and under","Not EU","All","All","1655"
"2010 - 2011","All","17 and under","Not EU","All","All","1785"
