"Entry year","Provider country","Age group","Domicile","Gender","Main scheme application","Accepted applicants"
"2011 - 2012","Northern Ireland","17 and under","All","Female","All","55"
"2011 - 2012","Scotland","17 and under","All","Female","All","520"
"2011 - 2012","Wales","17 and under","All","Female","All","65"
"2012 - 2013","England","17 and under","All","Female","All","2110"
"2012 - 2013","Northern Ireland","17 and under","All","Female","All","40"
"2012 - 2013","Scotland","17 and under","All","Female","All","565"
"2012 - 2013","Wales","17 and under","All","Female","All","80"
"2013 - 2014","England","17 and under","All","Female","All","2345"
"2013 - 2014","Northern Ireland","17 and under","All","Female","All","25"
"2013 - 2014","Scotland","17 and under","All","Female","All","580"
"2013 - 2014","Wales","17 and under","All","Female","All","85"
"2014 - 2015","England","17 and under","All","Female","All","2625"
"2014 - 2015","Northern Ireland","17 and under","All","Female","All","50"
"2014 - 2015","Scotland","17 and under","All","Female","All","505"
"2014 - 2015","Wales","17 and under","All","Female","All","90"
"2015 - 2016","England","17 and under","All","Female","All","2810"
"2015 - 2016","Northern Ireland","17 and under","All","Female","All","30"
"2015 - 2016","Scotland","17 and under","All","Female","All","595"
"2015 - 2016","Wales","17 and under","All","Female","All","105"
"2016 - 2017","England","17 and under","All","Female","All","2920"
"2016 - 2017","Northern Ireland","17 and under","All","Female","All","40"
"2016 - 2017","Scotland","17 and under","All","Female","All","640"
"2016 - 2017","Wales","17 and under","All","Female","All","105"
"2017 - 2018","England","17 and under","All","Female","All","3100"
"2017 - 2018","Northern Ireland","17 and under","All","Female","All","30"
"2017 - 2018","Scotland","17 and under","All","Female","All","645"
"2017 - 2018","Wales","17 and under","All","Female","All","95"
"2018 - 2019","England","17 and under","All","Female","All","3525"
"2018 - 2019","Northern Ireland","17 and under","All","Female","All","40"
"2018 - 2019","Scotland","17 and under","All","Female","All","755"
"2018 - 2019","Wales","17 and under","All","Female","All","85"
"2019 - 2020","England","17 and under","All","Female","All","3380"
"2019 - 2020","Northern Ireland","17 and under","All","Female","All","45"
"2019 - 2020","Scotland","17 and under","All","Female","All","720"
"2019 - 2020","Wales","17 and under","All","Female","All","75"
"2020 - 2021","England","17 and under","All","Female","All","3785"
"2020 - 2021","Northern Ireland","17 and under","All","Female","All","65"
"2020 - 2021","Scotland","17 and under","All","Female","All","895"
"2020 - 2021","Wales","17 and under","All","Female","All","105"
"2021 - 2022","England","17 and under","All","Female","All","3230"
"2021 - 2022","Northern Ireland","17 and under","All","Female","All","55"
"2021 - 2022","Scotland","17 and under","All","Female","All","855"
"2021 - 2022","Wales","17 and under","All","Female","All","120"
"2022 - 2023","England","17 and under","All","Female","All","3715"
"2022 - 2023","Northern Ireland","17 and under","All","Female","All","70"
"2022 - 2023","Scotland","17 and under","All","Female","All","855"
"2022 - 2023","Wales","17 and under","All","Female","All","90"
"2023 - 2024","England","17 and under","All","Female","All","3225"
"2023 - 2024","Northern Ireland","17 and under","All","Female","All","65"
"2023 - 2024","Scotland","17 and under","All","Female","All","860"
"2023 - 2024","Wales","17 and under","All","Female","All","95"
"2006 - 2007","England","18","All","Female","All","83310"
"2006 - 2007","Northern Ireland","18","All","Female","All","3185"
"2006 - 2007","Scotland","18","All","Female","All","9100"
"2006 - 2007","Wales","18","All","Female","All","6285"
"2007 - 2008","England","18","All","Female","All","94570"
"2007 - 2008","Northern Ireland","18","All","Female","All","3545"
"2007 - 2008","Scotland","18","All","Female","All","9895"
"2007 - 2008","Wales","18","All","Female","All","6730"
"2008 - 2009","England","18","All","Female","All","101275"
"2008 - 2009","Northern Ireland","18","All","Female","All","3640"
"2008 - 2009","Scotland","18","All","Female","All","10435"
"2008 - 2009","Wales","18","All","Female","All","7065"
"2009 - 2010","England","18","All","Female","All","105085"
"2009 - 2010","Northern Ireland","18","All","Female","All","3755"
"2009 - 2010","Scotland","18","All","Female","All","11015"
"2009 - 2010","Wales","18","All","Female","All","7530"
"2010 - 2011","England","18","All","Female","All","105010"
"2010 - 2011","Northern Ireland","18","All","Female","All","3350"
"2010 - 2011","Scotland","18","All","Female","All","11110"
"2010 - 2011","Wales","18","All","Female","All","7220"
"2011 - 2012","England","18","All","Female","All","113705"
"2011 - 2012","Northern Ireland","18","All","Female","All","3150"
"2011 - 2012","Scotland","18","All","Female","All","10685"
"2011 - 2012","Wales","18","All","Female","All","7715"
"2012 - 2013","England","18","All","Female","All","101815"
"2012 - 2013","Northern Ireland","18","All","Female","All","3350"
"2012 - 2013","Scotland","18","All","Female","All","11275"
"2012 - 2013","Wales","18","All","Female","All","6685"
"2013 - 2014","England","18","All","Female","All","110610"
"2013 - 2014","Northern Ireland","18","All","Female","All","3415"
"2013 - 2014","Scotland","18","All","Female","All","11470"
"2013 - 2014","Wales","18","All","Female","All","6765"
"2014 - 2015","England","18","All","Female","All","113750"
"2014 - 2015","Northern Ireland","18","All","Female","All","3350"
"2014 - 2015","Scotland","18","All","Female","All","11485"
"2014 - 2015","Wales","18","All","Female","All","6805"
"2015 - 2016","England","18","All","Female","All","122730"
"2015 - 2016","Northern Ireland","18","All","Female","All","3120"
"2015 - 2016","Scotland","18","All","Female","All","11685"
"2015 - 2016","Wales","18","All","Female","All","6855"
"2016 - 2017","England","18","All","Female","All","125165"
"2016 - 2017","Northern Ireland","18","All","Female","All","3080"
"2016 - 2017","Scotland","18","All","Female","All","12160"
"2016 - 2017","Wales","18","All","Female","All","7295"
"2017 - 2018","England","18","All","Female","All","126675"
"2017 - 2018","Northern Ireland","18","All","Female","All","3145"
"2017 - 2018","Scotland","18","All","Female","All","12315"
"2017 - 2018","Wales","18","All","Female","All","7070"
"2018 - 2019","England","18","All","Female","All","128090"
"2018 - 2019","Northern Ireland","18","All","Female","All","3085"
"2018 - 2019","Scotland","18","All","Female","All","12360"
"2018 - 2019","Wales","18","All","Female","All","6855"
"2019 - 2020","England","18","All","Female","All","130490"
"2019 - 2020","Northern Ireland","18","All","Female","All","3320"
"2019 - 2020","Scotland","18","All","Female","All","12075"
"2019 - 2020","Wales","18","All","Female","All","6700"
"2020 - 2021","England","18","All","Female","All","138000"
"2020 - 2021","Northern Ireland","18","All","Female","All","4050"
"2020 - 2021","Scotland","18","All","Female","All","13245"
"2020 - 2021","Wales","18","All","Female","All","6935"
"2021 - 2022","England","18","All","Female","All","142455"
"2021 - 2022","Northern Ireland","18","All","Female","All","4090"
"2021 - 2022","Scotland","18","All","Female","All","14380"
"2021 - 2022","Wales","18","All","Female","All","7725"
"2022 - 2023","England","18","All","Female","All","147985"
"2022 - 2023","Northern Ireland","18","All","Female","All","4370"
"2022 - 2023","Scotland","18","All","Female","All","13765"
"2022 - 2023","Wales","18","All","Female","All","7915"
"2023 - 2024","England","18","All","Female","All","141095"
"2023 - 2024","Northern Ireland","18","All","Female","All","4335"
"2023 - 2024","Scotland","18","All","Female","All","13215"
"2023 - 2024","Wales","18","All","Female","All","7755"
"2006 - 2007","England","19","All","Female","All","29840"
"2006 - 2007","Northern Ireland","19","All","Female","All","530"
"2006 - 2007","Scotland","19","All","Female","All","2245"
"2006 - 2007","Wales","19","All","Female","All","1645"
"2007 - 2008","England","19","All","Female","All","37150"
"2007 - 2008","Northern Ireland","19","All","Female","All","730"
"2007 - 2008","Scotland","19","All","Female","All","2710"
"2007 - 2008","Wales","19","All","Female","All","2120"
"2008 - 2009","England","19","All","Female","All","41130"
"2008 - 2009","Northern Ireland","19","All","Female","All","785"
"2008 - 2009","Scotland","19","All","Female","All","3060"
"2008 - 2009","Wales","19","All","Female","All","2195"
"2009 - 2010","England","19","All","Female","All","43575"
"2009 - 2010","Northern Ireland","19","All","Female","All","655"
"2009 - 2010","Scotland","19","All","Female","All","3320"
"2009 - 2010","Wales","19","All","Female","All","2385"
"2010 - 2011","England","19","All","Female","All","46000"
"2010 - 2011","Northern Ireland","19","All","Female","All","640"
"2010 - 2011","Scotland","19","All","Female","All","3510"
"2010 - 2011","Wales","19","All","Female","All","2580"
"2011 - 2012","England","19","All","Female","All","49390"
"2011 - 2012","Northern Ireland","19","All","Female","All","745"
"2011 - 2012","Scotland","19","All","Female","All","3720"
"2011 - 2012","Wales","19","All","Female","All","2650"
"2012 - 2013","England","19","All","Female","All","41710"
"2012 - 2013","Northern Ireland","19","All","Female","All","710"
"2012 - 2013","Scotland","19","All","Female","All","3890"
"2012 - 2013","Wales","19","All","Female","All","2225"
"2013 - 2014","England","19","All","Female","All","47950"
"2013 - 2014","Northern Ireland","19","All","Female","All","900"
"2013 - 2014","Scotland","19","All","Female","All","3935"
"2013 - 2014","Wales","19","All","Female","All","2480"
"2014 - 2015","England","19","All","Female","All","49975"
"2014 - 2015","Northern Ireland","19","All","Female","All","860"
"2014 - 2015","Scotland","19","All","Female","All","4015"
"2014 - 2015","Wales","19","All","Female","All","2620"
"2015 - 2016","England","19","All","Female","All","52035"
"2015 - 2016","Northern Ireland","19","All","Female","All","830"
"2015 - 2016","Scotland","19","All","Female","All","4185"
"2015 - 2016","Wales","19","All","Female","All","2615"
"2016 - 2017","England","19","All","Female","All","52535"
"2016 - 2017","Northern Ireland","19","All","Female","All","965"
"2016 - 2017","Scotland","19","All","Female","All","4320"
"2016 - 2017","Wales","19","All","Female","All","2655"
"2017 - 2018","England","19","All","Female","All","50045"
"2017 - 2018","Northern Ireland","19","All","Female","All","980"
"2017 - 2018","Scotland","19","All","Female","All","4315"
"2017 - 2018","Wales","19","All","Female","All","2735"
"2018 - 2019","England","19","All","Female","All","49600"
"2018 - 2019","Northern Ireland","19","All","Female","All","955"
"2018 - 2019","Scotland","19","All","Female","All","4385"
"2018 - 2019","Wales","19","All","Female","All","2545"
"2019 - 2020","England","19","All","Female","All","49585"
"2019 - 2020","Northern Ireland","19","All","Female","All","1055"
"2019 - 2020","Scotland","19","All","Female","All","4365"
"2019 - 2020","Wales","19","All","Female","All","2450"
"2020 - 2021","England","19","All","Female","All","48870"
"2020 - 2021","Northern Ireland","19","All","Female","All","1080"
"2020 - 2021","Scotland","19","All","Female","All","4520"
"2020 - 2021","Wales","19","All","Female","All","2465"
"2021 - 2022","England","19","All","Female","All","44170"
"2021 - 2022","Northern Ireland","19","All","Female","All","930"
"2021 - 2022","Scotland","19","All","Female","All","3895"
"2021 - 2022","Wales","19","All","Female","All","2165"
"2022 - 2023","England","19","All","Female","All","44275"
"2022 - 2023","Northern Ireland","19","All","Female","All","995"
"2022 - 2023","Scotland","19","All","Female","All","3725"
"2022 - 2023","Wales","19","All","Female","All","2230"
"2023 - 2024","England","19","All","Female","All","43575"
"2023 - 2024","Northern Ireland","19","All","Female","All","1020"
"2023 - 2024","Scotland","19","All","Female","All","3955"
"2023 - 2024","Wales","19","All","Female","All","2200"
"2006 - 2007","England","20","All","Female","All","11530"
"2006 - 2007","Northern Ireland","20","All","Female","All","210"
"2006 - 2007","Scotland","20","All","Female","All","1315"
"2006 - 2007","Wales","20","All","Female","All","640"
"2007 - 2008","England","20","All","Female","All","13130"
"2007 - 2008","Northern Ireland","20","All","Female","All","245"
"2007 - 2008","Scotland","20","All","Female","All","1625"
"2007 - 2008","Wales","20","All","Female","All","725"
"2008 - 2009","England","20","All","Female","All","16080"
"2008 - 2009","Northern Ireland","20","All","Female","All","305"
"2008 - 2009","Scotland","20","All","Female","All","1755"
"2008 - 2009","Wales","20","All","Female","All","870"
"2009 - 2010","England","20","All","Female","All","16580"
"2009 - 2010","Northern Ireland","20","All","Female","All","320"
"2009 - 2010","Scotland","20","All","Female","All","1970"
"2009 - 2010","Wales","20","All","Female","All","930"
"2010 - 2011","England","20","All","Female","All","17480"
"2010 - 2011","Northern Ireland","20","All","Female","All","275"
"2010 - 2011","Scotland","20","All","Female","All","1995"
"2010 - 2011","Wales","20","All","Female","All","855"
"2011 - 2012","England","20","All","Female","All","17590"
"2011 - 2012","Northern Ireland","20","All","Female","All","300"
"2011 - 2012","Scotland","20","All","Female","All","2015"
"2011 - 2012","Wales","20","All","Female","All","1000"
"2012 - 2013","England","20","All","Female","All","15650"
"2012 - 2013","Northern Ireland","20","All","Female","All","315"
"2012 - 2013","Scotland","20","All","Female","All","2005"
"2012 - 2013","Wales","20","All","Female","All","935"
"2013 - 2014","England","20","All","Female","All","17405"
"2013 - 2014","Northern Ireland","20","All","Female","All","365"
"2013 - 2014","Scotland","20","All","Female","All","2175"
"2013 - 2014","Wales","20","All","Female","All","980"
"2014 - 2015","England","20","All","Female","All","18665"
"2014 - 2015","Northern Ireland","20","All","Female","All","440"
"2014 - 2015","Scotland","20","All","Female","All","2215"
"2014 - 2015","Wales","20","All","Female","All","955"
"2015 - 2016","England","20","All","Female","All","18565"
"2015 - 2016","Northern Ireland","20","All","Female","All","360"
"2015 - 2016","Scotland","20","All","Female","All","2400"
"2015 - 2016","Wales","20","All","Female","All","965"
