2022 KS5 excel and csv download data files: field names and descriptions,,,,,,
 '.' indicates that a field is intentionally null/blank,,,,,,
Note: retention data will be made available in March.,,,,,,
,,,,,,
Column,Field Name,Field description,Null/blank field for Rectype 1,Null/blank field for Rectype 3,Null/blank field for Rectype 4,Null/blank field for Rectype 5 or 7
QI,TALLPPEGRD_TECHCERT_NOTDIS_20,This is a historical variable. It holds the 2020 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
QJ,TALLPPEGRD_TECHCERT_NOTDIS_19,This is a historical variable. It holds the 2019 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
QK,T_SCOPEEX_E_NOTDIS_21,This is a historical variable. It holds the 2021 value of the corresponding variable. Please see the current variable for the variable description.,,,,
QL,T_SCOPEEX_E_NOTDIS_20,This is a historical variable. It holds the 2020 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
QM,T_SCOPEEX_E_NOTDIS_19,This is a historical variable. It holds the 2019 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
QN,PROGEX_E_NOTDIS_21,This is a historical variable. It holds the 2021 value of the corresponding variable. Please see the current variable for the variable description.,,,.,.
QO,PROGEX_E_NOTDIS_20,This is a historical variable. It holds the 2020 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
QP,PROGEX_E_NOTDIS_19,This is a historical variable. It holds the 2019 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
QQ,T_SCOPEEX_M_NOTDIS_21,This is a historical variable. It holds the 2021 value of the corresponding variable. Please see the current variable for the variable description.,,,,
QR,T_SCOPEEX_M_NOTDIS_20,This is a historical variable. It holds the 2020 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
QS,T_SCOPEEX_M_NOTDIS_19,This is a historical variable. It holds the 2019 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
QT,PROGEX_M_NOTDIS_21,This is a historical variable. It holds the 2021 value of the corresponding variable. Please see the current variable for the variable description.,,,.,.
QU,PROGEX_M_NOTDIS_20,This is a historical variable. It holds the 2020 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
QV,PROGEX_M_NOTDIS_19,This is a historical variable. It holds the 2019 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
QW,ENTRIES_ALEV_NOTDIS_21,This is a historical variable. It holds the 2021 value of the corresponding variable. Please see the current variable for the variable description.,,,,
QX,ENTRIES_ALEV_NOTDIS_20,This is a historical variable. It holds the 2020 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
QY,ENTRIES_ALEV_NOTDIS_19,This is a historical variable. It holds the 2019 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
QZ,VA_INS_ALEV_NOTDIS_21,This is a historical variable. It holds the 2021 value of the corresponding variable. Please see the current variable for the variable description.,,,,
RA,VA_INS_ALEV_NOTDIS_20,This is a historical variable. It holds the 2020 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
RB,VA_INS_ALEV_NOTDIS_19,This is a historical variable. It holds the 2019 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
RC,UCI_INS_ALEV_NOTDIS_21,This is a historical variable. It holds the 2021 value of the corresponding variable. Please see the current variable for the variable description.,,,,
RD,UCI_INS_ALEV_NOTDIS_20,This is a historical variable. It holds the 2020 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
RE,UCI_INS_ALEV_NOTDIS_19,This is a historical variable. It holds the 2019 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
RF,LCI_INS_ALEV_NOTDIS_21,This is a historical variable. It holds the 2021 value of the corresponding variable. Please see the current variable for the variable description.,,,,
RG,LCI_INS_ALEV_NOTDIS_20,This is a historical variable. It holds the 2020 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
RH,LCI_INS_ALEV_NOTDIS_19,This is a historical variable. It holds the 2019 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
RI,ENTRIES_ACAD_NOTDIS_21,This is a historical variable. It holds the 2021 value of the corresponding variable. Please see the current variable for the variable description.,,,,
RJ,ENTRIES_ACAD_NOTDIS_20,This is a historical variable. It holds the 2020 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
RK,ENTRIES_ACAD_NOTDIS_19,This is a historical variable. It holds the 2019 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
RL,VA_INS_ACAD_NOTDIS_21,This is a historical variable. It holds the 2021 value of the corresponding variable. Please see the current variable for the variable description.,,,,
RM,VA_INS_ACAD_NOTDIS_20,This is a historical variable. It holds the 2020 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
RN,VA_INS_ACAD_NOTDIS_19,This is a historical variable. It holds the 2019 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
RO,UCI_INS_ACAD_NOTDIS_21,This is a historical variable. It holds the 2021 value of the corresponding variable. Please see the current variable for the variable description.,,,,
RP,UCI_INS_ACAD_NOTDIS_20,This is a historical variable. It holds the 2020 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
RQ,UCI_INS_ACAD_NOTDIS_19,This is a historical variable. It holds the 2019 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
RR,LCI_INS_ACAD_NOTDIS_21,This is a historical variable. It holds the 2021 value of the corresponding variable. Please see the current variable for the variable description.,,,,
RS,LCI_INS_ACAD_NOTDIS_20,This is a historical variable. It holds the 2020 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
RT,LCI_INS_ACAD_NOTDIS_19,This is a historical variable. It holds the 2019 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
RU,ENTRIES_AGEN_NOTDIS_21,This is a historical variable. It holds the 2021 value of the corresponding variable. Please see the current variable for the variable description.,,,,
RV,ENTRIES_AGEN_NOTDIS_20,This is a historical variable. It holds the 2020 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
RW,ENTRIES_AGEN_NOTDIS_19,This is a historical variable. It holds the 2019 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
RX,VA_INS_AGEN_NOTDIS_21,This is a historical variable. It holds the 2021 value of the corresponding variable. Please see the current variable for the variable description.,,,,
RY,VA_INS_AGEN_NOTDIS_20,This is a historical variable. It holds the 2020 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
RZ,VA_INS_AGEN_NOTDIS_19,This is a historical variable. It holds the 2019 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
SA,UCI_INS_AGEN_NOTDIS_21,This is a historical variable. It holds the 2021 value of the corresponding variable. Please see the current variable for the variable description.,,,,
SB,UCI_INS_AGEN_NOTDIS_20,This is a historical variable. It holds the 2020 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
SC,UCI_INS_AGEN_NOTDIS_19,This is a historical variable. It holds the 2019 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
SD,LCI_INS_AGEN_NOTDIS_21,This is a historical variable. It holds the 2021 value of the corresponding variable. Please see the current variable for the variable description.,,,,
SE,LCI_INS_AGEN_NOTDIS_20,This is a historical variable. It holds the 2020 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
SF,LCI_INS_AGEN_NOTDIS_19,This is a historical variable. It holds the 2019 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
SG,T_INSCOPE_ALEV_RET_NOTDIS_21,This is a historical variable. It holds the 2021 value of the corresponding variable. Please see the current variable for the variable description.,,,,
SH,T_INSCOPE_ALEV_RET_NOTDIS_20,This is a historical variable. It holds the 2020 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
SI,T_INSCOPE_ALEV_RET_NOTDIS_19,This is a historical variable. It holds the 2019 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
SJ,PT_RETAINED_ALEV_RET_NOTDIS_21,This is a historical variable. It holds the 2021 value of the corresponding variable. Please see the current variable for the variable description.,,,.,.
SK,PT_RETAINED_ALEV_RET_NOTDIS_20,This is a historical variable. It holds the 2020 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
SL,PT_RETAINED_ALEV_RET_NOTDIS_19,This is a historical variable. It holds the 2019 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
SM,T_INSCOPE_ACAD_RET_NOTDIS_21,This is a historical variable. It holds the 2021 value of the corresponding variable. Please see the current variable for the variable description.,,,,
SN,T_INSCOPE_ACAD_RET_NOTDIS_20,This is a historical variable. It holds the 2020 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
SO,T_INSCOPE_ACAD_RET_NOTDIS_19,This is a historical variable. It holds the 2019 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
SP,PT_RETAINED_ACAD_RET_NOTDIS_21,This is a historical variable. It holds the 2021 value of the corresponding variable. Please see the current variable for the variable description.,,,.,.
SQ,PT_RETAINED_ACAD_RET_NOTDIS_20,This is a historical variable. It holds the 2020 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
SR,PT_RETAINED_ACAD_RET_NOTDIS_19,This is a historical variable. It holds the 2019 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
SS,T_INSCOPE_AGEN_RET_NOTDIS_21,This is a historical variable. It holds the 2021 value of the corresponding variable. Please see the current variable for the variable description.,,,,
ST,T_INSCOPE_AGEN_RET_NOTDIS_20,This is a historical variable. It holds the 2020 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
SU,T_INSCOPE_AGEN_RET_NOTDIS_19,This is a historical variable. It holds the 2019 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
SV,PT_RETAINED_AGEN_RET_NOTDIS_21,This is a historical variable. It holds the 2021 value of the corresponding variable. Please see the current variable for the variable description.,,,.,.
SW,PT_RETAINED_AGEN_RET_NOTDIS_20,This is a historical variable. It holds the 2020 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
SX,PT_RETAINED_AGEN_RET_NOTDIS_19,This is a historical variable. It holds the 2019 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
SY,T_INSCOPE_TLEV_RET_NOTDIS_21,This is a historical variable. It holds the 2021 value of the corresponding variable. Please see the current variable for the variable description.,,,,
SZ,T_INSCOPE_TLEV_RET_NOTDIS_20,This is a historical variable. It holds the 2020 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
TA,T_INSCOPE_TLEV_RET_NOTDIS_19,This is a historical variable. It holds the 2019 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
TB,PT_RETAINED_TLEV_RET_NOTDIS_21,This is a historical variable. It holds the 2021 value of the corresponding variable. Please see the current variable for the variable description.,,,.,.
TC,PT_RETAINED_TLEV_RET_NOTDIS_20,This is a historical variable. It holds the 2020 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
TD,PT_RETAINED_TLEV_RET_NOTDIS_19,This is a historical variable. It holds the 2019 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
TE,T_INSCOPE_TECHCERT_RET_NOTDIS_21,This is a historical variable. It holds the 2021 value of the corresponding variable. Please see the current variable for the variable description.,,,,
TF,T_INSCOPE_TECHCERT_RET_NOTDIS_20,This is a historical variable. It holds the 2020 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
TG,T_INSCOPE_TECHCERT_RET_NOTDIS_19,This is a historical variable. It holds the 2019 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
TH,PT_RETAINED_TECHCERT_RET_NOTDIS_21,This is a historical variable. It holds the 2021 value of the corresponding variable. Please see the current variable for the variable description.,,,.,.
TI,PT_RETAINED_TECHCERT_RET_NOTDIS_20,This is a historical variable. It holds the 2020 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
TJ,PT_RETAINED_TECHCERT_RET_NOTDIS_19,This is a historical variable. It holds the 2019 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
