"Year","Predicted BTEC Extended diploma points","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2020","2 points (MPP)","18","England","All","All","All","375","320","0.846","0"
"2021","2 points (MPP)","18","England","All","All","All","455","360","0.791","0"
"2022","2 points (MPP)","18","England","All","All","All","575","405","0.709","0"
"2023","2 points (MPP)","18","England","All","All","All","635","485","0.761","0"
"2010","2 points (MPP)","18","Wales","All","All","All","45","30","0.6960000000000001","0"
"2011","2 points (MPP)","18","Wales","All","All","All","40","30","0.667","0"
"2012","2 points (MPP)","18","Wales","All","All","All","25","15","0.739","0"
"2013","2 points (MPP)","18","Wales","All","All","All","15","10","0.846","0"
"2014","2 points (MPP)","18","Wales","All","All","All","35","30","0.857","0"
"2015","2 points (MPP)","18","Wales","All","All","All","50","40","0.731","0"
"2016","2 points (MPP)","18","Wales","All","All","All","35","30","0.811","0"
"2017","2 points (MPP)","18","Wales","All","All","All","35","25","0.676","0"
"2018","2 points (MPP)","18","Wales","All","All","All","50","40","0.8130000000000001","0"
"2019","2 points (MPP)","18","Wales","All","All","All","35","25","0.7030000000000001","0"
"2020","2 points (MPP)","18","Wales","All","All","All","45","35","0.841","0"
"2021","2 points (MPP)","18","Wales","All","All","All","15","10","0.6880000000000001","0"
"2022","2 points (MPP)","18","Wales","All","All","All","45","30","0.705","0"
"2023","2 points (MPP)","18","Wales","All","All","All","50","35","0.75","0"
"2010","3 points (MMP)","18","Northern Ireland","All","All","All","35","15","0.389","0"
"2011","3 points (MMP)","18","Northern Ireland","All","All","All","25","5"," ","0"
"2012","3 points (MMP)","18","Northern Ireland","All","All","All","10","0"," ","0"
"2013","3 points (MMP)","18","Northern Ireland","All","All","All","10","5"," ","0"
"2014","3 points (MMP)","18","Northern Ireland","All","All","All","10","0"," ","0"
"2015","3 points (MMP)","18","Northern Ireland","All","All","All","20","5"," ","0"
"2016","3 points (MMP)","18","Northern Ireland","All","All","All","25","15","0.481","0"
"2017","3 points (MMP)","18","Northern Ireland","All","All","All","5","0"," ","0"
"2018","3 points (MMP)","18","Northern Ireland","All","All","All","15","10"," ","0"
"2019","3 points (MMP)","18","Northern Ireland","All","All","All","20","10","0.47600000000000003","0"
"2020","3 points (MMP)","18","Northern Ireland","All","All","All","15","10","0.714","0"
"2021","3 points (MMP)","18","Northern Ireland","All","All","All","15","5"," ","0"
"2022","3 points (MMP)","18","Northern Ireland","All","All","All","20","5"," ","0"
"2023","3 points (MMP)","18","Northern Ireland","All","All","All","20","5"," ","0"
"2010","3 points (MMP)","18","England","All","All","All","1525","1030","0.675","0"
"2011","3 points (MMP)","18","England","All","All","All","1160","765","0.662","5"
"2012","3 points (MMP)","18","England","All","All","All","860","590","0.685","0"
"2013","3 points (MMP)","18","England","All","All","All","815","605","0.744","0"
"2014","3 points (MMP)","18","England","All","All","All","735","515","0.7000000000000001","5"
"2015","3 points (MMP)","18","England","All","All","All","735","525","0.718","0"
"2016","3 points (MMP)","18","England","All","All","All","690","525","0.761","5"
"2017","3 points (MMP)","18","England","All","All","All","470","345","0.732","0"
"2018","3 points (MMP)","18","England","All","All","All","495","380","0.771","0"
"2019","3 points (MMP)","18","England","All","All","All","470","365","0.784","0"
"2020","3 points (MMP)","18","England","All","All","All","450","370","0.8160000000000001","0"
"2021","3 points (MMP)","18","England","All","All","All","640","525","0.8220000000000001","0"
"2022","3 points (MMP)","18","England","All","All","All","705","535","0.758","0"
"2023","3 points (MMP)","18","England","All","All","All","780","570","0.731","0"
"2010","3 points (MMP)","18","Wales","All","All","All","65","50","0.727","0"
"2011","3 points (MMP)","18","Wales","All","All","All","50","30","0.604","0"
"2012","3 points (MMP)","18","Wales","All","All","All","30","25","0.719","0"
"2013","3 points (MMP)","18","Wales","All","All","All","30","30","0.9380000000000001","0"
"2014","3 points (MMP)","18","Wales","All","All","All","50","35","0.647","0"
"2015","3 points (MMP)","18","Wales","All","All","All","50","35","0.75","0"
"2016","3 points (MMP)","18","Wales","All","All","All","55","45","0.833","0"
"2017","3 points (MMP)","18","Wales","All","All","All","55","35","0.636","0"
"2018","3 points (MMP)","18","Wales","All","All","All","65","50","0.75","0"
"2019","3 points (MMP)","18","Wales","All","All","All","40","25","0.625","0"
"2020","3 points (MMP)","18","Wales","All","All","All","30","25","0.781","0"
"2021","3 points (MMP)","18","Wales","All","All","All","40","30","0.737","0"
"2022","3 points (MMP)","18","Wales","All","All","All","45","35","0.733","0"
"2023","3 points (MMP)","18","Wales","All","All","All","45","30","0.744","0"
"2010","4 points (MMM)","18","Northern Ireland","All","All","All","85","50","0.5710000000000001","0"
"2011","4 points (MMM)","18","Northern Ireland","All","All","All","85","35","0.4","0"
"2012","4 points (MMM)","18","Northern Ireland","All","All","All","60","20","0.31","0"
"2013","4 points (MMM)","18","Northern Ireland","All","All","All","45","15","0.326","0"
"2014","4 points (MMM)","18","Northern Ireland","All","All","All","55","20","0.40700000000000003","0"
"2015","4 points (MMM)","18","Northern Ireland","All","All","All","50","20","0.404","0"
"2016","4 points (MMM)","18","Northern Ireland","All","All","All","50","25","0.48","0"
"2017","4 points (MMM)","18","Northern Ireland","All","All","All","35","20","0.5","0"
"2018","4 points (MMM)","18","Northern Ireland","All","All","All","35","15","0.41200000000000003","0"
"2019","4 points (MMM)","18","Northern Ireland","All","All","All","30","15","0.452","0"
"2020","4 points (MMM)","18","Northern Ireland","All","All","All","45","25","0.523","0"
"2021","4 points (MMM)","18","Northern Ireland","All","All","All","45","25","0.533","0"
"2022","4 points (MMM)","18","Northern Ireland","All","All","All","45","15","0.333","0"
"2023","4 points (MMM)","18","Northern Ireland","All","All","All","40","20","0.55","0"
"2010","4 points (MMM)","18","England","All","All","All","3880","2760","0.711","0"
"2011","4 points (MMM)","18","England","All","All","All","3480","2480","0.712","5"
"2012","4 points (MMM)","18","England","All","All","All","2820","2005","0.711","0"
"2013","4 points (MMM)","18","England","All","All","All","2875","2210","0.769","0"
"2014","4 points (MMM)","18","England","All","All","All","2540","1940","0.763","0"
"2015","4 points (MMM)","18","England","All","All","All","2320","1785","0.769","0"
"2016","4 points (MMM)","18","England","All","All","All","1880","1470","0.781","0"
"2017","4 points (MMM)","18","England","All","All","All","1435","1145","0.799","0"
"2018","4 points (MMM)","18","England","All","All","All","1310","1065","0.811","0"
"2019","4 points (MMM)","18","England","All","All","All","1230","995","0.81","5"
"2020","4 points (MMM)","18","England","All","All","All","1290","1105","0.857","0"
"2021","4 points (MMM)","18","England","All","All","All","1560","1275","0.8180000000000001","0"
"2022","4 points (MMM)","18","England","All","All","All","2120","1615","0.762","5"
"2023","4 points (MMM)","18","England","All","All","All","2055","1580","0.769","0"
