"Year","Achieved BTEC Extended diploma points","POLAR4 Quintile","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2012","7 points (DDD)","Quintile 4","Main scheme applicant","Not main scheme application","70","60","0.843","0"
"2013","7 points (DDD)","Quintile 4","Main scheme applicant","Not main scheme application","60","55","0.871","0"
"2014","7 points (DDD)","Quintile 4","Main scheme applicant","Not main scheme application","75","60","0.8160000000000001","0"
"2015","7 points (DDD)","Quintile 4","Main scheme applicant","Not main scheme application","70","55","0.779","0"
"2016","7 points (DDD)","Quintile 4","Main scheme applicant","Not main scheme application","70","65","0.887","0"
"2017","7 points (DDD)","Quintile 4","Main scheme applicant","Not main scheme application","55","50","0.912","0"
"2018","7 points (DDD)","Quintile 4","Main scheme applicant","Not main scheme application","65","60","0.924","0"
"2019","7 points (DDD)","Quintile 4","Main scheme applicant","Not main scheme application","65","60","0.9520000000000001","0"
"2020","7 points (DDD)","Quintile 4","Main scheme applicant","Not main scheme application","55","50","0.912","0"
"2021","7 points (DDD)","Quintile 4","Main scheme applicant","Not main scheme application","85","80","0.918","0"
"2022","7 points (DDD)","Quintile 4","Main scheme applicant","Not main scheme application","80","70","0.875","0"
"2023","7 points (DDD)","Quintile 4","Main scheme applicant","Not main scheme application","70","65","0.9430000000000001","0"
"2012","8 points (D*DD)","Quintile 4","Main scheme applicant","Not main scheme application","30","20","0.724","0"
"2013","8 points (D*DD)","Quintile 4","Main scheme applicant","Not main scheme application","35","30","0.8","0"
"2014","8 points (D*DD)","Quintile 4","Main scheme applicant","Not main scheme application","45","35","0.8220000000000001","0"
"2015","8 points (D*DD)","Quintile 4","Main scheme applicant","Not main scheme application","55","40","0.792","0"
"2016","8 points (D*DD)","Quintile 4","Main scheme applicant","Not main scheme application","65","60","0.908","0"
"2017","8 points (D*DD)","Quintile 4","Main scheme applicant","Not main scheme application","60","50","0.839","0"
"2018","8 points (D*DD)","Quintile 4","Main scheme applicant","Not main scheme application","55","50","0.981","0"
"2019","8 points (D*DD)","Quintile 4","Main scheme applicant","Not main scheme application","65","60","0.9540000000000001","0"
"2020","8 points (D*DD)","Quintile 4","Main scheme applicant","Not main scheme application","60","50","0.839","0"
"2021","8 points (D*DD)","Quintile 4","Main scheme applicant","Not main scheme application","75","65","0.855","0"
"2022","8 points (D*DD)","Quintile 4","Main scheme applicant","Not main scheme application","85","75","0.904","0"
"2023","8 points (D*DD)","Quintile 4","Main scheme applicant","Not main scheme application","65","60","0.894","0"
"2012","9 points (D*D*D)","Quintile 4","Main scheme applicant","Not main scheme application","25","20","0.913","0"
"2013","9 points (D*D*D)","Quintile 4","Main scheme applicant","Not main scheme application","40","35","0.805","0"
"2014","9 points (D*D*D)","Quintile 4","Main scheme applicant","Not main scheme application","65","55","0.857","0"
"2015","9 points (D*D*D)","Quintile 4","Main scheme applicant","Not main scheme application","75","60","0.836","0"
"2016","9 points (D*D*D)","Quintile 4","Main scheme applicant","Not main scheme application","70","55","0.792","0"
"2017","9 points (D*D*D)","Quintile 4","Main scheme applicant","Not main scheme application","60","50","0.897","0"
"2018","9 points (D*D*D)","Quintile 4","Main scheme applicant","Not main scheme application","50","45","0.92","0"
"2019","9 points (D*D*D)","Quintile 4","Main scheme applicant","Not main scheme application","45","40","0.848","0"
"2020","9 points (D*D*D)","Quintile 4","Main scheme applicant","Not main scheme application","70","65","0.9","0"
"2021","9 points (D*D*D)","Quintile 4","Main scheme applicant","Not main scheme application","85","75","0.869","0"
"2022","9 points (D*D*D)","Quintile 4","Main scheme applicant","Not main scheme application","65","55","0.864","0"
"2023","9 points (D*D*D)","Quintile 4","Main scheme applicant","Not main scheme application","50","45","0.882","0"
"2012","10 points (D*D*D*)","Quintile 4","Main scheme applicant","Not main scheme application","75","60","0.773","0"
"2013","10 points (D*D*D*)","Quintile 4","Main scheme applicant","Not main scheme application","95","75","0.763","0"
"2014","10 points (D*D*D*)","Quintile 4","Main scheme applicant","Not main scheme application","115","95","0.8320000000000001","0"
"2015","10 points (D*D*D*)","Quintile 4","Main scheme applicant","Not main scheme application","135","110","0.842","0"
"2016","10 points (D*D*D*)","Quintile 4","Main scheme applicant","Not main scheme application","130","110","0.862","0"
"2017","10 points (D*D*D*)","Quintile 4","Main scheme applicant","Not main scheme application","130","110","0.868","0"
"2018","10 points (D*D*D*)","Quintile 4","Main scheme applicant","Not main scheme application","85","70","0.8160000000000001","0"
"2019","10 points (D*D*D*)","Quintile 4","Main scheme applicant","Not main scheme application","75","65","0.84","0"
"2020","10 points (D*D*D*)","Quintile 4","Main scheme applicant","Not main scheme application","105","95","0.913","0"
"2021","10 points (D*D*D*)","Quintile 4","Main scheme applicant","Not main scheme application","165","140","0.855","0"
"2022","10 points (D*D*D*)","Quintile 4","Main scheme applicant","Not main scheme application","60","55","0.871","0"
"2023","10 points (D*D*D*)","Quintile 4","Main scheme applicant","Not main scheme application","30","30","0.903","0"
"2010","1 point (PPP)","Quintile 5","Main scheme applicant","Not main scheme application","30","20","0.656","0"
"2011","1 point (PPP)","Quintile 5","Main scheme applicant","Not main scheme application","30","20","0.643","0"
"2012","1 point (PPP)","Quintile 5","Main scheme applicant","Not main scheme application","30","25","0.871","0"
"2013","1 point (PPP)","Quintile 5","Main scheme applicant","Not main scheme application","30","25","0.844","0"
"2014","1 point (PPP)","Quintile 5","Main scheme applicant","Not main scheme application","35","30","0.9410000000000001","0"
"2015","1 point (PPP)","Quintile 5","Main scheme applicant","Not main scheme application","25","25","0.885","0"
"2016","1 point (PPP)","Quintile 5","Main scheme applicant","Not main scheme application","25","20","0.84","0"
"2017","1 point (PPP)","Quintile 5","Main scheme applicant","Not main scheme application","15","15","0.8130000000000001","0"
"2018","1 point (PPP)","Quintile 5","Main scheme applicant","Not main scheme application","15","10","0.769","0"
"2019","1 point (PPP)","Quintile 5","Main scheme applicant","Not main scheme application","20","15","0.889","0"
"2020","1 point (PPP)","Quintile 5","Main scheme applicant","Not main scheme application","20","15","0.8","0"
"2021","1 point (PPP)","Quintile 5","Main scheme applicant","Not main scheme application","40","35","0.9490000000000001","0"
"2022","1 point (PPP)","Quintile 5","Main scheme applicant","Not main scheme application","20","20","0.9550000000000001","0"
"2023","1 point (PPP)","Quintile 5","Main scheme applicant","Not main scheme application","30","30","0.933","0"
"2010","2 points (MPP)","Quintile 5","Main scheme applicant","Not main scheme application","35","20","0.618","0"
"2011","2 points (MPP)","Quintile 5","Main scheme applicant","Not main scheme application","20","10","0.579","0"
"2012","2 points (MPP)","Quintile 5","Main scheme applicant","Not main scheme application","40","35","0.872","0"
"2013","2 points (MPP)","Quintile 5","Main scheme applicant","Not main scheme application","25","20","0.8260000000000001","0"
"2014","2 points (MPP)","Quintile 5","Main scheme applicant","Not main scheme application","25","25","0.926","0"
"2015","2 points (MPP)","Quintile 5","Main scheme applicant","Not main scheme application","30","30","0.9380000000000001","0"
"2016","2 points (MPP)","Quintile 5","Main scheme applicant","Not main scheme application","20","20","0.909","0"
"2017","2 points (MPP)","Quintile 5","Main scheme applicant","Not main scheme application","10","10","0.909","0"
"2018","2 points (MPP)","Quintile 5","Main scheme applicant","Not main scheme application","15","15","0.882","0"
"2019","2 points (MPP)","Quintile 5","Main scheme applicant","Not main scheme application","15","10","0.8","0"
"2020","2 points (MPP)","Quintile 5","Main scheme applicant","Not main scheme application","20","15","0.895","0"
"2021","2 points (MPP)","Quintile 5","Main scheme applicant","Not main scheme application","35","35","0.972","0"
"2022","2 points (MPP)","Quintile 5","Main scheme applicant","Not main scheme application","30","25","0.806","0"
"2023","2 points (MPP)","Quintile 5","Main scheme applicant","Not main scheme application","55","45","0.887","0"
"2010","3 points (MMP)","Quintile 5","Main scheme applicant","Not main scheme application","25","20","0.778","0"
"2011","3 points (MMP)","Quintile 5","Main scheme applicant","Not main scheme application","45","40","0.8260000000000001","0"
"2012","3 points (MMP)","Quintile 5","Main scheme applicant","Not main scheme application","25","20","0.917","0"
"2013","3 points (MMP)","Quintile 5","Main scheme applicant","Not main scheme application","30","25","0.742","0"
"2014","3 points (MMP)","Quintile 5","Main scheme applicant","Not main scheme application","30","30","1","0"
"2015","3 points (MMP)","Quintile 5","Main scheme applicant","Not main scheme application","30","25","0.8280000000000001","0"
"2016","3 points (MMP)","Quintile 5","Main scheme applicant","Not main scheme application","40","35","0.8250000000000001","0"
"2017","3 points (MMP)","Quintile 5","Main scheme applicant","Not main scheme application","20","20","0.9550000000000001","0"
"2018","3 points (MMP)","Quintile 5","Main scheme applicant","Not main scheme application","25","20","0.8150000000000001","0"
"2019","3 points (MMP)","Quintile 5","Main scheme applicant","Not main scheme application","30","25","0.897","0"
"2020","3 points (MMP)","Quintile 5","Main scheme applicant","Not main scheme application","25","25","0.889","0"
"2021","3 points (MMP)","Quintile 5","Main scheme applicant","Not main scheme application","20","20","0.9550000000000001","0"
"2022","3 points (MMP)","Quintile 5","Main scheme applicant","Not main scheme application","35","30","0.848","0"
"2023","3 points (MMP)","Quintile 5","Main scheme applicant","Not main scheme application","40","35","0.881","0"
"2010","4 points (MMM)","Quintile 5","Main scheme applicant","Not main scheme application","35","25","0.771","0"
"2011","4 points (MMM)","Quintile 5","Main scheme applicant","Not main scheme application","50","35","0.771","0"
"2012","4 points (MMM)","Quintile 5","Main scheme applicant","Not main scheme application","45","35","0.841","0"
"2013","4 points (MMM)","Quintile 5","Main scheme applicant","Not main scheme application","30","25","0.8130000000000001","0"
"2014","4 points (MMM)","Quintile 5","Main scheme applicant","Not main scheme application","25","20","0.8","0"
"2015","4 points (MMM)","Quintile 5","Main scheme applicant","Not main scheme application","40","35","0.872","0"
"2016","4 points (MMM)","Quintile 5","Main scheme applicant","Not main scheme application","45","40","0.907","0"
"2017","4 points (MMM)","Quintile 5","Main scheme applicant","Not main scheme application","20","20","0.9","0"
"2018","4 points (MMM)","Quintile 5","Main scheme applicant","Not main scheme application","30","30","0.9380000000000001","0"
"2019","4 points (MMM)","Quintile 5","Main scheme applicant","Not main scheme application","35","35","0.972","0"
"2020","4 points (MMM)","Quintile 5","Main scheme applicant","Not main scheme application","35","30","0.9410000000000001","0"
"2021","4 points (MMM)","Quintile 5","Main scheme applicant","Not main scheme application","65","55","0.905","0"
"2022","4 points (MMM)","Quintile 5","Main scheme applicant","Not main scheme application","55","55","0.9460000000000001","0"
"2023","4 points (MMM)","Quintile 5","Main scheme applicant","Not main scheme application","60","55","0.966","0"
"2010","5 points (DMM)","Quintile 5","Main scheme applicant","Not main scheme application","40","25","0.711","0"
"2011","5 points (DMM)","Quintile 5","Main scheme applicant","Not main scheme application","35","30","0.784","0"
"2012","5 points (DMM)","Quintile 5","Main scheme applicant","Not main scheme application","55","45","0.811","0"
"2013","5 points (DMM)","Quintile 5","Main scheme applicant","Not main scheme application","35","35","0.892","0"
"2014","5 points (DMM)","Quintile 5","Main scheme applicant","Not main scheme application","35","30","0.861","0"
"2015","5 points (DMM)","Quintile 5","Main scheme applicant","Not main scheme application","35","25","0.676","0"
"2016","5 points (DMM)","Quintile 5","Main scheme applicant","Not main scheme application","50","45","0.9","0"
"2017","5 points (DMM)","Quintile 5","Main scheme applicant","Not main scheme application","40","40","0.905","0"
"2018","5 points (DMM)","Quintile 5","Main scheme applicant","Not main scheme application","40","35","0.925","0"
"2019","5 points (DMM)","Quintile 5","Main scheme applicant","Not main scheme application","40","35","0.925","0"
"2020","5 points (DMM)","Quintile 5","Main scheme applicant","Not main scheme application","35","35","1","0"
"2021","5 points (DMM)","Quintile 5","Main scheme applicant","Not main scheme application","50","50","0.96","0"
"2022","5 points (DMM)","Quintile 5","Main scheme applicant","Not main scheme application","65","55","0.873","0"
"2023","5 points (DMM)","Quintile 5","Main scheme applicant","Not main scheme application","55","55","0.982","0"
"2010","6 points (DDM)","Quintile 5","Main scheme applicant","Not main scheme application","30","25","0.833","0"
"2011","6 points (DDM)","Quintile 5","Main scheme applicant","Not main scheme application","40","30","0.714","0"
"2012","6 points (DDM)","Quintile 5","Main scheme applicant","Not main scheme application","25","20","0.8260000000000001","0"
"2013","6 points (DDM)","Quintile 5","Main scheme applicant","Not main scheme application","40","35","0.786","0"
"2014","6 points (DDM)","Quintile 5","Main scheme applicant","Not main scheme application","50","45","0.878","0"
"2015","6 points (DDM)","Quintile 5","Main scheme applicant","Not main scheme application","40","30","0.795","0"
"2016","6 points (DDM)","Quintile 5","Main scheme applicant","Not main scheme application","55","50","0.911","0"
"2017","6 points (DDM)","Quintile 5","Main scheme applicant","Not main scheme application","50","45","0.9390000000000001","0"
"2018","6 points (DDM)","Quintile 5","Main scheme applicant","Not main scheme application","30","30","0.875","0"
"2019","6 points (DDM)","Quintile 5","Main scheme applicant","Not main scheme application","45","45","0.977","0"
"2020","6 points (DDM)","Quintile 5","Main scheme applicant","Not main scheme application","45","40","0.9550000000000001","0"
"2021","6 points (DDM)","Quintile 5","Main scheme applicant","Not main scheme application","65","55","0.905","0"
"2022","6 points (DDM)","Quintile 5","Main scheme applicant","Not main scheme application","50","50","0.961","0"
"2023","6 points (DDM)","Quintile 5","Main scheme applicant","Not main scheme application","55","50","0.889","0"
"2010","7 points (DDD)","Quintile 5","Main scheme applicant","Not main scheme application","100","75","0.73","0"
"2011","7 points (DDD)","Quintile 5","Main scheme applicant","Not main scheme application","125","95","0.772","0"
"2012","7 points (DDD)","Quintile 5","Main scheme applicant","Not main scheme application","45","35","0.761","0"
"2013","7 points (DDD)","Quintile 5","Main scheme applicant","Not main scheme application","40","25","0.711","0"
"2014","7 points (DDD)","Quintile 5","Main scheme applicant","Not main scheme application","45","40","0.87","0"
"2015","7 points (DDD)","Quintile 5","Main scheme applicant","Not main scheme application","40","35","0.868","0"
"2016","7 points (DDD)","Quintile 5","Main scheme applicant","Not main scheme application","40","35","0.878","0"
"2017","7 points (DDD)","Quintile 5","Main scheme applicant","Not main scheme application","45","45","0.936","0"
"2018","7 points (DDD)","Quintile 5","Main scheme applicant","Not main scheme application","50","45","0.878","0"
"2019","7 points (DDD)","Quintile 5","Main scheme applicant","Not main scheme application","40","40","0.927","0"
"2020","7 points (DDD)","Quintile 5","Main scheme applicant","Not main scheme application","40","35","0.9","0"
"2021","7 points (DDD)","Quintile 5","Main scheme applicant","Not main scheme application","45","40","0.884","0"
"2022","7 points (DDD)","Quintile 5","Main scheme applicant","Not main scheme application","60","50","0.852","0"
"2023","7 points (DDD)","Quintile 5","Main scheme applicant","Not main scheme application","55","50","0.911","0"
"2012","8 points (D*DD)","Quintile 5","Main scheme applicant","Not main scheme application","20","15","0.619","0"
"2013","8 points (D*DD)","Quintile 5","Main scheme applicant","Not main scheme application","20","15","0.85","0"
"2014","8 points (D*DD)","Quintile 5","Main scheme applicant","Not main scheme application","25","20","0.741","0"
"2015","8 points (D*DD)","Quintile 5","Main scheme applicant","Not main scheme application","25","25","0.92","0"
"2016","8 points (D*DD)","Quintile 5","Main scheme applicant","Not main scheme application","40","35","0.868","0"
"2017","8 points (D*DD)","Quintile 5","Main scheme applicant","Not main scheme application","30","30","0.875","0"
"2018","8 points (D*DD)","Quintile 5","Main scheme applicant","Not main scheme application","40","35","0.925","0"
"2019","8 points (D*DD)","Quintile 5","Main scheme applicant","Not main scheme application","30","30","0.968","0"
"2020","8 points (D*DD)","Quintile 5","Main scheme applicant","Not main scheme application","50","45","0.9590000000000001","0"
"2021","8 points (D*DD)","Quintile 5","Main scheme applicant","Not main scheme application","45","40","0.851","0"
"2022","8 points (D*DD)","Quintile 5","Main scheme applicant","Not main scheme application","60","55","0.932","0"
"2023","8 points (D*DD)","Quintile 5","Main scheme applicant","Not main scheme application","55","50","0.909","0"
"2012","9 points (D*D*D)","Quintile 5","Main scheme applicant","Not main scheme application","20","15","0.85","0"
"2013","9 points (D*D*D)","Quintile 5","Main scheme applicant","Not main scheme application","30","20","0.786","0"
"2014","9 points (D*D*D)","Quintile 5","Main scheme applicant","Not main scheme application","35","30","0.853","0"
"2015","9 points (D*D*D)","Quintile 5","Main scheme applicant","Not main scheme application","45","35","0.795","0"
"2016","9 points (D*D*D)","Quintile 5","Main scheme applicant","Not main scheme application","55","45","0.796","0"
"2017","9 points (D*D*D)","Quintile 5","Main scheme applicant","Not main scheme application","30","25","0.897","0"
"2018","9 points (D*D*D)","Quintile 5","Main scheme applicant","Not main scheme application","30","25","0.9","0"
"2019","9 points (D*D*D)","Quintile 5","Main scheme applicant","Not main scheme application","30","25","0.844","0"
"2020","9 points (D*D*D)","Quintile 5","Main scheme applicant","Not main scheme application","40","35","0.897","0"
"2021","9 points (D*D*D)","Quintile 5","Main scheme applicant","Not main scheme application","50","40","0.875","0"
"2022","9 points (D*D*D)","Quintile 5","Main scheme applicant","Not main scheme application","65","60","0.908","0"
"2023","9 points (D*D*D)","Quintile 5","Main scheme applicant","Not main scheme application","35","35","0.9430000000000001","0"
"2012","10 points (D*D*D*)","Quintile 5","Main scheme applicant","Not main scheme application","35","25","0.73","0"
"2013","10 points (D*D*D*)","Quintile 5","Main scheme applicant","Not main scheme application","50","40","0.854","0"
"2014","10 points (D*D*D*)","Quintile 5","Main scheme applicant","Not main scheme application","75","60","0.803","0"
"2015","10 points (D*D*D*)","Quintile 5","Main scheme applicant","Not main scheme application","95","75","0.8190000000000001","0"
"2016","10 points (D*D*D*)","Quintile 5","Main scheme applicant","Not main scheme application","80","70","0.864","0"
"2017","10 points (D*D*D*)","Quintile 5","Main scheme applicant","Not main scheme application","110","100","0.908","0"
"2018","10 points (D*D*D*)","Quintile 5","Main scheme applicant","Not main scheme application","90","80","0.909","0"
"2019","10 points (D*D*D*)","Quintile 5","Main scheme applicant","Not main scheme application","60","55","0.869","0"
"2020","10 points (D*D*D*)","Quintile 5","Main scheme applicant","Not main scheme application","80","80","0.976","0"
"2021","10 points (D*D*D*)","Quintile 5","Main scheme applicant","Not main scheme application","85","75","0.892","0"
"2022","10 points (D*D*D*)","Quintile 5","Main scheme applicant","Not main scheme application","40","35","0.868","0"
"2023","10 points (D*D*D*)","Quintile 5","Main scheme applicant","Not main scheme application","25","25","0.889","0"
"2010","3 points (MMP)","Unknown","Main scheme applicant","Main scheme application","5","5"," ","0"
"2013","3 points (MMP)","Unknown","Main scheme applicant","Main scheme application","5","5"," ","0"
"2018","3 points (MMP)","Unknown","Main scheme applicant","Main scheme application","5","5"," ","0"
"2010","4 points (MMM)","Unknown","Main scheme applicant","Main scheme application","5","0"," ","0"
"2011","4 points (MMM)","Unknown","Main scheme applicant","Main scheme application","5","5"," ","0"
"2013","4 points (MMM)","Unknown","Main scheme applicant","Main scheme application","5","0"," ","0"
"2014","4 points (MMM)","Unknown","Main scheme applicant","Main scheme application","5","5"," ","0"
"2015","4 points (MMM)","Unknown","Main scheme applicant","Main scheme application","5","5"," ","0"
"2010","5 points (DMM)","Unknown","Main scheme applicant","Main scheme application","5","5"," ","0"
"2011","5 points (DMM)","Unknown","Main scheme applicant","Main scheme application","5","5"," ","0"
"2012","5 points (DMM)","Unknown","Main scheme applicant","Main scheme application","5","5"," ","0"
"2013","5 points (DMM)","Unknown","Main scheme applicant","Main scheme application","5","5"," ","0"
"2014","5 points (DMM)","Unknown","Main scheme applicant","Main scheme application","5","5"," ","0"
"2015","5 points (DMM)","Unknown","Main scheme applicant","Main scheme application","5","5"," ","0"
"2016","5 points (DMM)","Unknown","Main scheme applicant","Main scheme application","5","5"," ","0"
"2017","5 points (DMM)","Unknown","Main scheme applicant","Main scheme application","5","0"," ","0"
"2018","5 points (DMM)","Unknown","Main scheme applicant","Main scheme application","5","5"," ","0"
"2019","5 points (DMM)","Unknown","Main scheme applicant","Main scheme application","5","0"," ","0"
"2021","5 points (DMM)","Unknown","Main scheme applicant","Main scheme application","5","5"," ","0"
"2011","6 points (DDM)","Unknown","Main scheme applicant","Main scheme application","5","0"," ","0"
"2012","6 points (DDM)","Unknown","Main scheme applicant","Main scheme application","5","5"," ","0"
"2013","6 points (DDM)","Unknown","Main scheme applicant","Main scheme application","5","0"," ","0"
"2014","6 points (DDM)","Unknown","Main scheme applicant","Main scheme application","5","5"," ","0"
"2016","6 points (DDM)","Unknown","Main scheme applicant","Main scheme application","5","0"," ","0"
"2017","6 points (DDM)","Unknown","Main scheme applicant","Main scheme application","5","5"," ","0"
"2019","6 points (DDM)","Unknown","Main scheme applicant","Main scheme application","5","5"," ","0"
"2020","6 points (DDM)","Unknown","Main scheme applicant","Main scheme application","5","5"," ","0"
"2021","6 points (DDM)","Unknown","Main scheme applicant","Main scheme application","5","0"," ","0"
"2010","7 points (DDD)","Unknown","Main scheme applicant","Main scheme application","10","10"," ","0"
"2011","7 points (DDD)","Unknown","Main scheme applicant","Main scheme application","10","10","1","0"
"2013","7 points (DDD)","Unknown","Main scheme applicant","Main scheme application","5","5"," ","0"
"2014","7 points (DDD)","Unknown","Main scheme applicant","Main scheme application","5","5"," ","0"
"2017","7 points (DDD)","Unknown","Main scheme applicant","Main scheme application","5","0"," ","0"
"2018","7 points (DDD)","Unknown","Main scheme applicant","Main scheme application","5","5"," ","0"
"2020","7 points (DDD)","Unknown","Main scheme applicant","Main scheme application","5","0"," ","0"
"2012","8 points (D*DD)","Unknown","Main scheme applicant","Main scheme application","5","0"," ","0"
"2013","8 points (D*DD)","Unknown","Main scheme applicant","Main scheme application","5","5"," ","0"
"2014","8 points (D*DD)","Unknown","Main scheme applicant","Main scheme application","5","0"," ","0"
"2015","8 points (D*DD)","Unknown","Main scheme applicant","Main scheme application","5","5"," ","0"
"2016","8 points (D*DD)","Unknown","Main scheme applicant","Main scheme application","5","5"," ","0"
"2020","8 points (D*DD)","Unknown","Main scheme applicant","Main scheme application","5","0"," ","0"
"2012","9 points (D*D*D)","Unknown","Main scheme applicant","Main scheme application","5","5"," ","0"
"2013","9 points (D*D*D)","Unknown","Main scheme applicant","Main scheme application","5","5"," ","0"
"2014","9 points (D*D*D)","Unknown","Main scheme applicant","Main scheme application","5","5"," ","0"
"2017","9 points (D*D*D)","Unknown","Main scheme applicant","Main scheme application","5","5"," ","0"
"2021","9 points (D*D*D)","Unknown","Main scheme applicant","Main scheme application","5","0"," ","0"
"2012","10 points (D*D*D*)","Unknown","Main scheme applicant","Main scheme application","10","5"," ","0"
"2013","10 points (D*D*D*)","Unknown","Main scheme applicant","Main scheme application","5","0"," ","0"
"2014","10 points (D*D*D*)","Unknown","Main scheme applicant","Main scheme application","5","0"," ","0"
"2015","10 points (D*D*D*)","Unknown","Main scheme applicant","Main scheme application","15","10","0.923","0"
"2016","10 points (D*D*D*)","Unknown","Main scheme applicant","Main scheme application","5","0"," ","0"
"2017","10 points (D*D*D*)","Unknown","Main scheme applicant","Main scheme application","5","0"," ","0"
"2018","10 points (D*D*D*)","Unknown","Main scheme applicant","Main scheme application","10","5"," ","0"
"2019","10 points (D*D*D*)","Unknown","Main scheme applicant","Main scheme application","5","5"," ","0"
"2020","10 points (D*D*D*)","Unknown","Main scheme applicant","Main scheme application","5","5"," ","0"
"2021","10 points (D*D*D*)","Unknown","Main scheme applicant","Main scheme application","5","0"," ","0"
"2010","1 point (PPP)","Quintile 1","Main scheme applicant","Main scheme application","300","120","0.404","0"
"2011","1 point (PPP)","Quintile 1","Main scheme applicant","Main scheme application","225","75","0.329","0"
"2012","1 point (PPP)","Quintile 1","Main scheme applicant","Main scheme application","180","70","0.39","0"
"2013","1 point (PPP)","Quintile 1","Main scheme applicant","Main scheme application","165","55","0.337","0"
"2014","1 point (PPP)","Quintile 1","Main scheme applicant","Main scheme application","215","80","0.376","0"
"2015","1 point (PPP)","Quintile 1","Main scheme applicant","Main scheme application","155","70","0.459","0"
"2016","1 point (PPP)","Quintile 1","Main scheme applicant","Main scheme application","140","70","0.5","0"
"2017","1 point (PPP)","Quintile 1","Main scheme applicant","Main scheme application","95","50","0.526","0"
"2018","1 point (PPP)","Quintile 1","Main scheme applicant","Main scheme application","100","50","0.49","0"
"2019","1 point (PPP)","Quintile 1","Main scheme applicant","Main scheme application","75","45","0.5710000000000001","0"
"2020","1 point (PPP)","Quintile 1","Main scheme applicant","Main scheme application","110","75","0.682","0"
"2021","1 point (PPP)","Quintile 1","Main scheme applicant","Main scheme application","120","65","0.525","0"
"2022","1 point (PPP)","Quintile 1","Main scheme applicant","Main scheme application","130","55","0.424","0"
"2023","1 point (PPP)","Quintile 1","Main scheme applicant","Main scheme application","155","70","0.461","0"
"2010","2 points (MPP)","Quintile 1","Main scheme applicant","Main scheme application","275","110","0.399","0"
"2011","2 points (MPP)","Quintile 1","Main scheme applicant","Main scheme application","240","95","0.402","0"
"2012","2 points (MPP)","Quintile 1","Main scheme applicant","Main scheme application","230","105","0.463","0"
"2013","2 points (MPP)","Quintile 1","Main scheme applicant","Main scheme application","205","95","0.468","0"
"2014","2 points (MPP)","Quintile 1","Main scheme applicant","Main scheme application","210","120","0.559","0"
"2015","2 points (MPP)","Quintile 1","Main scheme applicant","Main scheme application","190","95","0.497","0"
"2016","2 points (MPP)","Quintile 1","Main scheme applicant","Main scheme application","190","120","0.623","0"
"2017","2 points (MPP)","Quintile 1","Main scheme applicant","Main scheme application","165","100","0.596","0"
"2018","2 points (MPP)","Quintile 1","Main scheme applicant","Main scheme application","165","105","0.627","0"
"2019","2 points (MPP)","Quintile 1","Main scheme applicant","Main scheme application","150","85","0.5700000000000001","0"
"2020","2 points (MPP)","Quintile 1","Main scheme applicant","Main scheme application","160","115","0.717","0"
"2021","2 points (MPP)","Quintile 1","Main scheme applicant","Main scheme application","145","90","0.634","0"
"2022","2 points (MPP)","Quintile 1","Main scheme applicant","Main scheme application","205","120","0.578","0"
"2023","2 points (MPP)","Quintile 1","Main scheme applicant","Main scheme application","240","130","0.552","0"
"2010","3 points (MMP)","Quintile 1","Main scheme applicant","Main scheme application","360","210","0.577","0"
"2011","3 points (MMP)","Quintile 1","Main scheme applicant","Main scheme application","275","150","0.551","0"
"2012","3 points (MMP)","Quintile 1","Main scheme applicant","Main scheme application","305","165","0.539","0"
"2013","3 points (MMP)","Quintile 1","Main scheme applicant","Main scheme application","230","135","0.601","0"
"2014","3 points (MMP)","Quintile 1","Main scheme applicant","Main scheme application","285","170","0.594","0"
"2015","3 points (MMP)","Quintile 1","Main scheme applicant","Main scheme application","285","170","0.593","0"
"2016","3 points (MMP)","Quintile 1","Main scheme applicant","Main scheme application","250","165","0.667","0"
"2017","3 points (MMP)","Quintile 1","Main scheme applicant","Main scheme application","195","130","0.68","0"
"2018","3 points (MMP)","Quintile 1","Main scheme applicant","Main scheme application","180","125","0.6910000000000001","0"
"2019","3 points (MMP)","Quintile 1","Main scheme applicant","Main scheme application","185","125","0.679","0"
"2020","3 points (MMP)","Quintile 1","Main scheme applicant","Main scheme application","220","155","0.706","0"
"2021","3 points (MMP)","Quintile 1","Main scheme applicant","Main scheme application","210","140","0.656","0"
"2022","3 points (MMP)","Quintile 1","Main scheme applicant","Main scheme application","300","195","0.659","0"
"2023","3 points (MMP)","Quintile 1","Main scheme applicant","Main scheme application","270","180","0.672","0"
"2010","4 points (MMM)","Quintile 1","Main scheme applicant","Main scheme application","555","385","0.6920000000000001","0"
"2011","4 points (MMM)","Quintile 1","Main scheme applicant","Main scheme application","500","335","0.666","0"
"2012","4 points (MMM)","Quintile 1","Main scheme applicant","Main scheme application","440","300","0.68","0"
"2013","4 points (MMM)","Quintile 1","Main scheme applicant","Main scheme application","405","285","0.7000000000000001","0"
"2014","4 points (MMM)","Quintile 1","Main scheme applicant","Main scheme application","445","325","0.73","0"
"2015","4 points (MMM)","Quintile 1","Main scheme applicant","Main scheme application","380","265","0.6980000000000001","0"
"2016","4 points (MMM)","Quintile 1","Main scheme applicant","Main scheme application","375","265","0.705","0"
"2017","4 points (MMM)","Quintile 1","Main scheme applicant","Main scheme application","265","190","0.72","0"
