"Year","Domicile UK International","Domicile","Domicile named country","Age group","Gender","Main scheme applications","Main scheme offers","Main scheme offer rate"
"2019","International","All","All","30 - 34","Male","60","10","0.183"
"2020","International","All","All","30 - 34","Male","70","20","0.3"
"2021","International","All","All","30 - 34","Male","25","5"," "
"2022","International","All","All","30 - 34","Male","50","10","0.24"
"2023","International","All","All","30 - 34","Male","20","5"," "
"2019","UK","All","All","35 and over","Male","960","215","0.224"
"2020","UK","All","All","35 and over","Male","850","220","0.258"
"2021","UK","All","All","35 and over","Male","1015","220","0.215"
"2022","UK","All","All","35 and over","Male","815","225","0.275"
"2023","UK","All","All","35 and over","Male","615","180","0.289"
"2019","International","All","All","35 and over","Male","40","5"," "
"2020","International","All","All","35 and over","Male","25","5"," "
"2021","International","All","All","35 and over","Male","60","5"," "
"2022","International","All","All","35 and over","Male","70","20","0.28600000000000003"
"2023","International","All","All","35 and over","Male","50","5"," "
"2022","All","All","All","17 and under","Female","5","0"," "
"2019","All","All","All","18","Female","15","0"," "
"2020","All","All","All","18","Female","30","0"," "
"2021","All","All","All","18","Female","15","0"," "
"2022","All","All","All","18","Female","40","0"," "
"2023","All","All","All","18","Female","25","0"," "
"2019","All","All","All","19","Female","10","0"," "
"2020","All","All","All","19","Female","5","0"," "
"2021","All","All","All","19","Female","10","0"," "
"2022","All","All","All","19","Female","15","0"," "
"2023","All","All","All","19","Female","10","0"," "
"2019","All","All","All","20","Female","20","0"," "
"2020","All","All","All","20","Female","20","0"," "
"2021","All","All","All","20","Female","25","0"," "
"2022","All","All","All","20","Female","15","0"," "
"2023","All","All","All","20","Female","5","0"," "
"2019","All","All","All","21 - 24","Female","4930","1155","0.234"
"2020","All","All","All","21 - 24","Female","5280","1230","0.233"
"2021","All","All","All","21 - 24","Female","6625","1365","0.20600000000000002"
"2022","All","All","All","21 - 24","Female","5965","1945","0.326"
"2023","All","All","All","21 - 24","Female","5190","1785","0.34400000000000003"
"2019","All","All","All","25 - 29","Female","3640","820","0.226"
"2020","All","All","All","25 - 29","Female","3505","835","0.23900000000000002"
"2021","All","All","All","25 - 29","Female","4615","985","0.213"
"2022","All","All","All","25 - 29","Female","3570","1035","0.29"
"2023","All","All","All","25 - 29","Female","2525","775","0.308"
"2019","All","All","All","30 - 34","Female","1375","320","0.233"
"2020","All","All","All","30 - 34","Female","1430","365","0.256"
"2021","All","All","All","30 - 34","Female","1660","320","0.193"
"2022","All","All","All","30 - 34","Female","1275","370","0.291"
"2023","All","All","All","30 - 34","Female","1015","310","0.305"
"2019","All","All","All","35 and over","Female","2105","485","0.229"
"2020","All","All","All","35 and over","Female","2225","570","0.257"
"2021","All","All","All","35 and over","Female","2420","500","0.20700000000000002"
"2022","All","All","All","35 and over","Female","1960","525","0.268"
"2023","All","All","All","35 and over","Female","1610","530","0.329"
"2019","All","All","All","18","Male","5","0"," "
"2020","All","All","All","18","Male","5","0"," "
"2021","All","All","All","18","Male","10","0"," "
"2022","All","All","All","18","Male","10","0"," "
"2023","All","All","All","18","Male","15","0"," "
"2020","All","All","All","19","Male","5","0"," "
"2022","All","All","All","19","Male","5","0"," "
"2023","All","All","All","19","Male","5","0"," "
"2021","All","All","All","20","Male","5","0"," "
"2022","All","All","All","20","Male","5","0"," "
"2023","All","All","All","20","Male","15","0"," "
"2019","All","All","All","21 - 24","Male","1635","330","0.202"
"2020","All","All","All","21 - 24","Male","1515","345","0.227"
"2021","All","All","All","21 - 24","Male","2065","405","0.197"
"2022","All","All","All","21 - 24","Male","2060","555","0.27"
"2023","All","All","All","21 - 24","Male","1605","510","0.317"
"2019","All","All","All","25 - 29","Male","1420","310","0.219"
"2020","All","All","All","25 - 29","Male","1555","345","0.223"
"2021","All","All","All","25 - 29","Male","1905","340","0.179"
"2022","All","All","All","25 - 29","Male","1600","425","0.266"
"2023","All","All","All","25 - 29","Male","1270","370","0.291"
"2019","All","All","All","30 - 34","Male","675","150","0.222"
"2020","All","All","All","30 - 34","Male","720","165","0.232"
"2021","All","All","All","30 - 34","Male","780","170","0.218"
"2022","All","All","All","30 - 34","Male","820","240","0.294"
"2023","All","All","All","30 - 34","Male","505","145","0.28500000000000003"
"2019","All","All","All","35 and over","Male","995","220","0.222"
"2020","All","All","All","35 and over","Male","875","225","0.256"
"2021","All","All","All","35 and over","Male","1075","220","0.20700000000000002"
"2022","All","All","All","35 and over","Male","885","245","0.276"
"2023","All","All","All","35 and over","Male","665","185","0.278"
"2019","UK","England","England","All","Female","245","70","0.278"
"2020","UK","England","England","All","Female","185","55","0.28600000000000003"
"2021","UK","England","England","All","Female","370","95","0.254"
"2022","UK","England","England","All","Female","360","120","0.339"
"2023","UK","England","England","All","Female","245","105","0.437"
"2019","UK","Northern Ireland","Northern Ireland","All","Female","225","40","0.178"
"2020","UK","Northern Ireland","Northern Ireland","All","Female","165","30","0.194"
"2021","UK","Northern Ireland","Northern Ireland","All","Female","240","45","0.192"
"2022","UK","Northern Ireland","Northern Ireland","All","Female","160","40","0.263"
"2023","UK","Northern Ireland","Northern Ireland","All","Female","125","20","0.16"
"2019","UK","Scotland","Scotland","All","Female","10865","2530","0.233"
"2020","UK","Scotland","Scotland","All","Female","11265","2735","0.243"
"2021","UK","Scotland","Scotland","All","Female","14145","2920","0.20600000000000002"
"2022","UK","Scotland","Scotland","All","Female","10075","2670","0.265"
"2023","UK","Scotland","Scotland","All","Female","8015","2395","0.299"
"2019","UK","Wales","Wales","All","Female","10","5"," "
"2020","UK","Wales","Wales","All","Female","25","5"," "
"2021","UK","Wales","Wales","All","Female","5","0"," "
"2022","UK","Wales","Wales","All","Female","1710","905","0.53"
"2023","UK","Wales","Wales","All","Female","1550","790","0.509"
"2019","International","EU (excluding UK)","Austria","All","Female","5","0"," "
"2020","International","EU (excluding UK)","Austria","All","Female","5","0"," "
"2020","International","EU (excluding UK)","Belgium","All","Female","10","0"," "
"2022","International","EU (excluding UK)","Belgium","All","Female","5","0"," "
"2023","International","EU (excluding UK)","Belgium","All","Female","10","5"," "
"2019","International","EU (excluding UK)","Finland","All","Female","10","5"," "
"2019","International","EU (excluding UK)","France","All","Female","90","30","0.322"
"2020","International","EU (excluding UK)","France","All","Female","85","35","0.424"
"2021","International","EU (excluding UK)","France","All","Female","65","25","0.41500000000000004"
"2022","International","EU (excluding UK)","France","All","Female","20","10","0.6"
"2023","International","EU (excluding UK)","France","All","Female","10","0"," "
"2019","International","EU (excluding UK)","Germany","All","Female","15","5"," "
"2020","International","EU (excluding UK)","Germany","All","Female","40","10","0.25"
"2021","International","EU (excluding UK)","Germany","All","Female","15","5"," "
"2022","International","EU (excluding UK)","Germany","All","Female","20","10","0.5"
"2020","International","EU (excluding UK)","Greece","All","Female","5","0"," "
"2019","International","EU (excluding UK)","Hungary","All","Female","5","0"," "
"2019","International","EU (excluding UK)","Ireland","All","Female","395","50","0.132"
"2020","International","EU (excluding UK)","Ireland","All","Female","465","75","0.161"
"2021","International","EU (excluding UK)","Ireland","All","Female","315","35","0.114"
"2022","International","EU (excluding UK)","Ireland","All","Female","215","50","0.223"
"2023","International","EU (excluding UK)","Ireland","All","Female","190","35","0.195"
"2019","International","EU (excluding UK)","Italy","All","Female","35","10","0.314"
"2020","International","EU (excluding UK)","Italy","All","Female","20","0"," "
"2021","International","EU (excluding UK)","Italy","All","Female","15","5"," "
"2022","International","EU (excluding UK)","Luxembourg","All","Female","5","0"," "
"2019","International","EU (excluding UK)","Netherlands","All","Female","5","0"," "
"2020","International","EU (excluding UK)","Netherlands","All","Female","5","0"," "
"2021","International","EU (excluding UK)","Netherlands","All","Female","15","0"," "
"2022","International","EU (excluding UK)","Netherlands","All","Female","10","5"," "
"2019","International","EU (excluding UK)","Poland","All","Female","5","0"," "
"2020","International","EU (excluding UK)","Portugal","All","Female","10","0"," "
"2022","International","EU (excluding UK)","Portugal","All","Female","5","0"," "
"2022","International","EU (excluding UK)","Romania","All","Female","5","0"," "
"2019","International","EU (excluding UK)","Spain","All","Female","15","5"," "
"2020","International","EU (excluding UK)","Spain","All","Female","20","5"," "
"2021","International","EU (excluding UK)","Spain","All","Female","20","5"," "
"2022","International","EU (excluding UK)","Spain","All","Female","20","5"," "
"2023","International","EU (excluding UK)","Spain","All","Female","20","10"," "
"2019","International","EU (excluding UK)","Sweden","All","Female","15","0"," "
"2020","International","EU (excluding UK)","Sweden","All","Female","5","5"," "
"2020","International","EU (excluding UK)","Estonia","All","Female","5","0"," "
"2021","International","EU (excluding UK)","Latvia","All","Female","5","0"," "
"2020","International","EU (excluding UK)","Czech Republic","All","Female","5","5"," "
"2023","International","EU (excluding UK)","Cyprus (European Union)","All","Female","5","0"," "
"2021","International","Not EU","Jersey","All","Female","5","0"," "
"2019","International","Not EU","Algeria","All","Female","5","0"," "
"2020","International","Not EU","Australia","All","Female","5","0"," "
"2021","International","Not EU","Australia","All","Female","5","0"," "
"2022","International","Not EU","Australia","All","Female","5","0"," "
"2023","International","Not EU","Bahrain","All","Female","5","0"," "
"2019","International","Not EU","Brunei Darussalam","All","Female","5","0"," "
"2019","International","Not EU","Canada","All","Female","10","5"," "
"2020","International","Not EU","Canada","All","Female","35","10","0.28600000000000003"
"2021","International","Not EU","Canada","All","Female","20","5"," "
"2022","International","Not EU","Canada","All","Female","40","10"," "
"2023","International","Not EU","Canada","All","Female","20","0"," "
"2023","International","Not EU","Sri Lanka","All","Female","5","0"," "
"2019","International","Not EU","China","All","Female","15","5"," "
"2020","International","Not EU","China","All","Female","20","10"," "
"2021","International","Not EU","China","All","Female","10","5"," "
"2022","International","Not EU","China","All","Female","30","10","0.333"
"2023","International","Not EU","China","All","Female","35","10"," "
"2021","International","Not EU","Taiwan","All","Female","5","0"," "
"2022","International","Not EU","Taiwan","All","Female","5","0"," "
"2023","International","Not EU","Taiwan","All","Female","5","0"," "
"2023","International","Not EU","Ghana","All","Female","5","0"," "
"2019","International","Not EU","Hong Kong","All","Female","5","0"," "
"2020","International","Not EU","Hong Kong","All","Female","10","0"," "
"2021","International","Not EU","Hong Kong","All","Female","15","0"," "
"2022","International","Not EU","Hong Kong","All","Female","20","5"," "
"2023","International","Not EU","Hong Kong","All","Female","10","0"," "
"2019","International","Not EU","India","All","Female","10","0"," "
"2020","International","Not EU","India","All","Female","10","5"," "
"2021","International","Not EU","India","All","Female","10","0"," "
"2022","International","Not EU","India","All","Female","25","10"," "
"2023","International","Not EU","India","All","Female","20","0"," "
"2023","International","Not EU","Japan","All","Female","5","0"," "
"2019","International","Not EU","Korea, Republic of","All","Female","10","5"," "
"2022","International","Not EU","Korea, Republic of","All","Female","5","0"," "
"2020","International","Not EU","Kuwait","All","Female","5","0"," "
"2023","International","Not EU","Kuwait","All","Female","5","0"," "
"2023","International","Not EU","Malaysia","All","Female","5","0"," "
"2021","International","Not EU","Mauritius","All","Female","5","0"," "
"2019","International","Not EU","Mexico","All","Female","5","0"," "
"2020","International","Not EU","Oman","All","Female","5","5"," "
"2021","International","Not EU","Oman","All","Female","5","0"," "
"2019","International","Not EU","Nigeria","All","Female","10","0"," "
"2020","International","Not EU","Nigeria","All","Female","20","5"," "
"2021","International","Not EU","Nigeria","All","Female","10","0"," "
"2022","International","Not EU","Nigeria","All","Female","20","0"," "
"2023","International","Not EU","Nigeria","All","Female","35","5"," "
"2019","International","Not EU","Pakistan","All","Female","10","0"," "
"2021","International","Not EU","Pakistan","All","Female","10","0"," "
"2023","International","Not EU","Pakistan","All","Female","10","0"," "
"2021","International","Not EU","Qatar","All","Female","5","0"," "
"2023","International","Not EU","Qatar","All","Female","5","0"," "
"2022","International","Not EU","Saudi Arabia","All","Female","5","0"," "
"2021","International","Not EU","Singapore","All","Female","5","0"," "
"2022","International","Not EU","Singapore","All","Female","10","5"," "
"2020","International","Not EU","South Africa","All","Female","5","0"," "
"2022","International","Not EU","South Africa","All","Female","5","0"," "
"2023","International","Not EU","South Africa","All","Female","5","0"," "
"2022","International","Not EU","Switzerland","All","Female","5","0"," "
"2022","International","Not EU","Tanzania, United Republic of","All","Female","5","0"," "
"2021","International","Not EU","Thailand","All","Female","5","0"," "
"2022","International","Not EU","Thailand","All","Female","5","0"," "
"2019","International","Not EU","United Arab Emirates","All","Female","15","0"," "
"2020","International","Not EU","United Arab Emirates","All","Female","5","0"," "
"2022","International","Not EU","United Arab Emirates","All","Female","5","0"," "
"2023","International","Not EU","United Arab Emirates","All","Female","15","5"," "
"2023","International","Not EU","Turkey","All","Female","5","0"," "
"2021","International","Not EU","Uganda","All","Female","5","0"," "
"2019","International","Not EU","United States of America","All","Female","35","10","0.343"
"2020","International","Not EU","United States of America","All","Female","30","10","0.367"
"2021","International","Not EU","United States of America","All","Female","30","5"," "
"2022","International","Not EU","United States of America","All","Female","35","5"," "
"2023","International","Not EU","United States of America","All","Female","35","10"," "
"2019","International","Not EU","USSR (Not In Use)","All","Female","5","0"," "
"2022","International","Not EU","Vietnam [Viet Nam]","All","Female","5","0"," "
"2019","International","Not EU","Not Known","All","Female","5","0"," "
"2020","International","Not EU","Not Known","All","Female","5","0"," "
"2021","International","Not EU","Not Known","All","Female","5","0"," "
"2019","UK","England","England","All","Male","105","25","0.257"
"2020","UK","England","England","All","Male","105","30","0.276"
"2021","UK","England","England","All","Male","130","30","0.223"
"2022","UK","England","England","All","Male","180","50","0.267"
"2023","UK","England","England","All","Male","150","60","0.40700000000000003"
"2019","UK","Northern Ireland","Northern Ireland","All","Male","75","10","0.147"
"2020","UK","Northern Ireland","Northern Ireland","All","Male","50","5"," "
"2021","UK","Northern Ireland","Northern Ireland","All","Male","110","10","0.1"
"2022","UK","Northern Ireland","Northern Ireland","All","Male","100","35","0.37"
"2023","UK","Northern Ireland","Northern Ireland","All","Male","35","10","0.28600000000000003"
"2019","UK","Scotland","Scotland","All","Male","4280","930","0.218"
"2020","UK","Scotland","Scotland","All","Male","4230","985","0.233"
"2021","UK","Scotland","Scotland","All","Male","5410","1075","0.199"
"2022","UK","Scotland","Scotland","All","Male","4140","990","0.23900000000000002"
"2023","UK","Scotland","Scotland","All","Male","3150","810","0.257"
"2019","UK","Wales","Wales","All","Male","10","0"," "
"2020","UK","Wales","Wales","All","Male","10","0"," "
"2021","UK","Wales","Wales","All","Male","5","0"," "
"2022","UK","Wales","Wales","All","Male","690","330","0.48"
"2023","UK","Wales","Wales","All","Male","600","305","0.512"
"2020","International","EU (excluding UK)","Belgium","All","Male","5","0"," "
"2021","International","EU (excluding UK)","Bulgaria","All","Male","5","0"," "
"2019","International","EU (excluding UK)","France","All","Male","20","5"," "
"2020","International","EU (excluding UK)","France","All","Male","10","0"," "
"2021","International","EU (excluding UK)","France","All","Male","10","5"," "
"2023","International","EU (excluding UK)","France","All","Male","5","0"," "
"2020","International","EU (excluding UK)","Germany","All","Male","20","5"," "
"2020","International","EU (excluding UK)","Greece","All","Male","5","0"," "
"2019","International","EU (excluding UK)","Hungary","All","Male","5","0"," "
"2020","International","EU (excluding UK)","Hungary","All","Male","5","0"," "
"2019","International","EU (excluding UK)","Ireland","All","Male","135","15","0.111"
"2020","International","EU (excluding UK)","Ireland","All","Male","145","30","0.193"
"2021","International","EU (excluding UK)","Ireland","All","Male","75","5"," "
"2022","International","EU (excluding UK)","Ireland","All","Male","90","20","0.2"
"2023","International","EU (excluding UK)","Ireland","All","Male","35","5"," "
"2019","International","EU (excluding UK)","Italy","All","Male","15","5"," "
"2020","International","EU (excluding UK)","Italy","All","Male","10","0"," "
"2021","International","EU (excluding UK)","Italy","All","Male","10","0"," "
"2022","International","EU (excluding UK)","Italy","All","Male","10","0"," "
"2023","International","EU (excluding UK)","Italy","All","Male","15","0"," "
"2021","International","EU (excluding UK)","Luxembourg","All","Male","5","0"," "
"2020","International","EU (excluding UK)","Malta","All","Male","5","0"," "
"2020","International","EU (excluding UK)","Romania","All","Male","5","5"," "
"2020","International","EU (excluding UK)","Spain","All","Male","10","10"," "
"2021","International","EU (excluding UK)","Spain","All","Male","15","5"," "
"2022","International","EU (excluding UK)","Spain","All","Male","10","0"," "
"2019","International","EU (excluding UK)","Sweden","All","Male","10","0"," "
"2021","International","EU (excluding UK)","Slovakia","All","Male","5","5"," "
"2019","International","EU (excluding UK)","Cyprus (European Union)","All","Male","15","0"," "
"2019","International","Not EU","Jersey","All","Male","5","0"," "
"2019","International","Not EU","Cameroon","All","Male","5","0"," "
"2022","International","Not EU","Cameroon","All","Male","5","0"," "
"2019","International","Not EU","Canada","All","Male","5","0"," "
"2022","International","Not EU","Canada","All","Male","10","0"," "
"2023","International","Not EU","Canada","All","Male","20","5"," "
"2022","International","Not EU","Chile","All","Male","5","0"," "
"2019","International","Not EU","China","All","Male","5","0"," "
"2020","International","Not EU","China","All","Male","10","0"," "
"2021","International","Not EU","China","All","Male","5","0"," "
"2022","International","Not EU","China","All","Male","20","0"," "
"2023","International","Not EU","China","All","Male","5","0"," "
"2022","International","Not EU","Taiwan","All","Male","5","0"," "
"2022","International","Not EU","Gambia","All","Male","5","0"," "
"2019","International","Not EU","Ghana","All","Male","5","0"," "
"2021","International","Not EU","Ghana","All","Male","5","0"," "
"2022","International","Not EU","Ghana","All","Male","5","0"," "
"2023","International","Not EU","Ghana","All","Male","5","0"," "
"2021","International","Not EU","Hong Kong","All","Male","10","5"," "
"2022","International","Not EU","Hong Kong","All","Male","5","0"," "
"2020","International","Not EU","India","All","Male","5","0"," "
"2022","International","Not EU","India","All","Male","15","5"," "
"2023","International","Not EU","India","All","Male","5","0"," "
"2020","International","Not EU","Indonesia","All","Male","5","0"," "
"2019","International","Not EU","Japan","All","Male","5","0"," "
"2020","International","Not EU","Japan","All","Male","5","0"," "
"2022","International","Not EU","Japan","All","Male","5","0"," "
"2023","International","Not EU","Mexico","All","Male","5","0"," "
"2021","International","Not EU","Oman","All","Male","5","0"," "
"2019","International","Not EU","Nigeria","All","Male","5","0"," "
"2021","International","Not EU","Nigeria","All","Male","15","0"," "
"2022","International","Not EU","Nigeria","All","Male","35","15","0.4"
"2023","International","Not EU","Nigeria","All","Male","20","0"," "
"2022","International","Not EU","Pakistan","All","Male","5","0"," "
"2023","International","Not EU","Zimbabwe","All","Male","5","0"," "
"2020","International","Not EU","South Africa","All","Male","5","0"," "
"2023","International","Not EU","South Africa","All","Male","5","0"," "
"2020","International","Not EU","Switzerland","All","Male","5","0"," "
"2020","International","Not EU","Thailand","All","Male","5","0"," "
"2022","International","Not EU","Thailand","All","Male","15","5"," "
"2023","International","Not EU","Thailand","All","Male","10","0"," "
"2020","International","Not EU","United Arab Emirates","All","Male","5","0"," "
"2019","International","Not EU","Egypt","All","Male","5","0"," "
"2020","International","Not EU","United States of America","All","Male","15","10"," "
"2021","International","Not EU","United States of America","All","Male","10","0"," "
"2022","International","Not EU","United States of America","All","Male","30","5"," "
"2023","International","Not EU","United States of America","All","Male","5","0"," "
"2021","International","Not EU","Vietnam [Viet Nam]","All","Male","5","0"," "
"2022","International","Not EU","Vietnam [Viet Nam]","All","Male","5","0"," "
"2019","International","Not EU","Not Known","All","Male","5","0"," "
"2020","International","Not EU","Not Known","All","Male","5","0"," "
"2019","UK","Northern Ireland","All","All","Female","225","40","0.178"
"2020","UK","Northern Ireland","All","All","Female","165","30","0.194"
"2021","UK","Northern Ireland","All","All","Female","240","45","0.192"
"2022","UK","Northern Ireland","All","All","Female","160","40","0.263"
"2023","UK","Northern Ireland","All","All","Female","125","20","0.16"
"2019","UK","England","All","All","Female","245","70","0.278"
"2020","UK","England","All","All","Female","185","55","0.28600000000000003"
"2021","UK","England","All","All","Female","370","95","0.254"
"2022","UK","England","All","All","Female","360","120","0.339"
"2023","UK","England","All","All","Female","245","105","0.437"
"2019","UK","Scotland","All","All","Female","10865","2530","0.233"
"2020","UK","Scotland","All","All","Female","11265","2735","0.243"
"2021","UK","Scotland","All","All","Female","14145","2920","0.20600000000000002"
"2022","UK","Scotland","All","All","Female","10075","2670","0.265"
"2023","UK","Scotland","All","All","Female","8015","2395","0.299"
"2019","UK","Wales","All","All","Female","10","5"," "
"2020","UK","Wales","All","All","Female","25","5"," "
"2021","UK","Wales","All","All","Female","5","0"," "
"2022","UK","Wales","All","All","Female","1710","905","0.53"
"2023","UK","Wales","All","All","Female","1550","790","0.509"
"2019","International","Not EU","All","All","Female","140","35","0.243"
"2020","International","Not EU","All","All","Female","165","45","0.267"
"2021","International","Not EU","All","All","Female","155","30","0.187"
"2022","International","Not EU","All","All","Female","225","55","0.249"
"2023","International","Not EU","All","All","Female","220","35","0.155"
"2019","International","EU (excluding UK)","All","All","Female","605","110","0.179"
"2020","International","EU (excluding UK)","All","All","Female","690","140","0.203"
"2021","International","EU (excluding UK)","All","All","Female","450","80","0.182"
"2022","International","EU (excluding UK)","All","All","Female","310","80","0.265"
"2023","International","EU (excluding UK)","All","All","Female","230","55","0.23"
"2019","UK","Northern Ireland","All","All","Male","75","10","0.147"
"2020","UK","Northern Ireland","All","All","Male","50","5"," "
"2021","UK","Northern Ireland","All","All","Male","110","10","0.1"
"2022","UK","Northern Ireland","All","All","Male","100","35","0.37"
"2023","UK","Northern Ireland","All","All","Male","35","10","0.28600000000000003"
"2019","UK","England","All","All","Male","105","25","0.257"
"2020","UK","England","All","All","Male","105","30","0.276"
"2021","UK","England","All","All","Male","130","30","0.223"
"2022","UK","England","All","All","Male","180","50","0.267"
"2023","UK","England","All","All","Male","150","60","0.40700000000000003"
"2019","UK","Scotland","All","All","Male","4280","930","0.218"
"2020","UK","Scotland","All","All","Male","4230","985","0.233"
"2021","UK","Scotland","All","All","Male","5410","1075","0.199"
"2022","UK","Scotland","All","All","Male","4140","990","0.23900000000000002"
"2023","UK","Scotland","All","All","Male","3150","810","0.257"
"2019","UK","Wales","All","All","Male","10","0"," "
"2020","UK","Wales","All","All","Male","10","0"," "
"2021","UK","Wales","All","All","Male","5","0"," "
"2022","UK","Wales","All","All","Male","690","330","0.48"
"2023","UK","Wales","All","All","Male","600","305","0.512"
"2019","International","Not EU","All","All","Male","50","10"," "
"2020","International","Not EU","All","All","Male","65","15","0.215"
"2021","International","Not EU","All","All","Male","60","5"," "
"2022","International","Not EU","All","All","Male","170","45","0.253"
"2023","International","Not EU","All","All","Male","95","20","0.189"
"2019","International","EU (excluding UK)","All","All","Male","210","35","0.157"
"2020","International","EU (excluding UK)","All","All","Male","220","50","0.223"
"2021","International","EU (excluding UK)","All","All","Male","125","15","0.136"
"2022","International","EU (excluding UK)","All","All","Male","110","20","0.17300000000000001"
"2023","International","EU (excluding UK)","All","All","Male","60","5"," "
"2019","UK","All","All","All","Female","11350","2640","0.233"
"2020","UK","All","All","All","Female","11635","2825","0.243"
"2021","UK","All","All","All","Female","14760","3060","0.20700000000000002"
"2022","UK","All","All","All","Female","12310","3740","0.304"
"2023","UK","All","All","All","Female","9935","3315","0.333"
"2019","International","All","All","All","Female","745","140","0.191"
"2020","International","All","All","All","Female","855","185","0.215"
"2021","International","All","All","All","Female","605","110","0.183"
"2022","International","All","All","All","Female","535","140","0.258"
"2023","International","All","All","All","Female","445","85","0.196"
"2019","UK","All","All","All","Male","4475","970","0.217"
"2020","UK","All","All","All","Male","4395","1020","0.232"
"2021","UK","All","All","All","Male","5650","1115","0.198"
"2022","UK","All","All","All","Male","5110","1405","0.275"
"2023","UK","All","All","All","Male","3930","1185","0.302"
"2019","International","All","All","All","Male","260","40","0.158"
"2020","International","All","All","All","Male","285","65","0.221"
"2021","International","All","All","All","Male","185","25","0.13"
"2022","International","All","All","All","Male","280","60","0.221"
"2023","International","All","All","All","Male","155","25","0.155"
"2019","All","All","All","All","Female","12095","2785","0.23"
"2020","All","All","All","All","Female","12490","3010","0.241"
"2021","All","All","All","All","Female","15370","3175","0.20600000000000002"
"2022","All","All","All","All","Female","12845","3880","0.302"
"2023","All","All","All","All","Female","10385","3400","0.327"
"2019","All","All","All","All","Male","4735","1010","0.214"
"2020","All","All","All","All","Male","4680","1080","0.231"
"2021","All","All","All","All","Male","5835","1140","0.195"
"2022","All","All","All","All","Male","5390","1470","0.272"
"2023","All","All","All","All","Male","4085","1210","0.296"
"2020","UK","England","England","18","All","5","0"," "
"2022","UK","England","England","18","All","10","0"," "
"2023","UK","England","England","18","All","5","0"," "
"2019","UK","Scotland","Scotland","18","All","20","0"," "
"2020","UK","Scotland","Scotland","18","All","25","0"," "
"2021","UK","Scotland","Scotland","18","All","20","0"," "
"2022","UK","Scotland","Scotland","18","All","20","0"," "
"2023","UK","Scotland","Scotland","18","All","30","0"," "
"2020","UK","Wales","Wales","18","All","5","0"," "
"2022","UK","Wales","Wales","18","All","20","0"," "
"2023","UK","Wales","Wales","18","All","5","0"," "
"2022","UK","England","England","19","All","5","0"," "
"2019","UK","Scotland","Scotland","19","All","10","0"," "
"2020","UK","Scotland","Scotland","19","All","5","0"," "
"2021","UK","Scotland","Scotland","19","All","10","0"," "
"2022","UK","Scotland","Scotland","19","All","15","0"," "
"2023","UK","Scotland","Scotland","19","All","10","0"," "
"2019","UK","Scotland","Scotland","20","All","15","0"," "
"2020","UK","Scotland","Scotland","20","All","15","0"," "
"2021","UK","Scotland","Scotland","20","All","25","0"," "
"2022","UK","Scotland","Scotland","20","All","20","0"," "
"2023","UK","Scotland","Scotland","20","All","15","0"," "
"2023","UK","Wales","Wales","20","All","5","0"," "
"2019","International","EU (excluding UK)","France","20","All","5","0"," "
"2020","International","EU (excluding UK)","France","20","All","5","0"," "
"2019","International","EU (excluding UK)","Ireland","20","All","5","0"," "
"2020","International","EU (excluding UK)","Ireland","20","All","5","0"," "
"2019","UK","England","England","21 - 24","All","195","55","0.28200000000000003"
"2020","UK","England","England","21 - 24","All","125","30","0.248"
"2021","UK","England","England","21 - 24","All","255","60","0.23900000000000002"
"2022","UK","England","England","21 - 24","All","335","130","0.388"
"2023","UK","England","England","21 - 24","All","265","115","0.442"
"2019","UK","Northern Ireland","Northern Ireland","21 - 24","All","190","30","0.147"
"2020","UK","Northern Ireland","Northern Ireland","21 - 24","All","130","25","0.177"
"2021","UK","Northern Ireland","Northern Ireland","21 - 24","All","230","35","0.152"
"2022","UK","Northern Ireland","Northern Ireland","21 - 24","All","180","55","0.306"
"2023","UK","Northern Ireland","Northern Ireland","21 - 24","All","85","15","0.2"
"2019","UK","Scotland","Scotland","21 - 24","All","5700","1320","0.232"
"2020","UK","Scotland","Scotland","21 - 24","All","5980","1400","0.234"
"2021","UK","Scotland","Scotland","21 - 24","All","7875","1615","0.20500000000000002"
"2022","UK","Scotland","Scotland","21 - 24","All","5800","1505","0.26"
"2023","UK","Scotland","Scotland","21 - 24","All","4850","1425","0.294"
"2019","UK","Wales","Wales","21 - 24","All","5","0"," "
"2020","UK","Wales","Wales","21 - 24","All","15","0"," "
"2021","UK","Wales","Wales","21 - 24","All","5","0"," "
"2022","UK","Wales","Wales","21 - 24","All","1450","755","0.52"
"2023","UK","Wales","Wales","21 - 24","All","1345","685","0.511"
"2020","International","EU (excluding UK)","Belgium","21 - 24","All","15","0"," "
"2021","International","EU (excluding UK)","Bulgaria","21 - 24","All","5","0"," "
"2019","International","EU (excluding UK)","Finland","21 - 24","All","10","5"," "
"2019","International","EU (excluding UK)","France","21 - 24","All","70","25","0.329"
"2020","International","EU (excluding UK)","France","21 - 24","All","50","20","0.44"
"2021","International","EU (excluding UK)","France","21 - 24","All","45","20","0.444"
"2022","International","EU (excluding UK)","France","21 - 24","All","10","5"," "
"2023","International","EU (excluding UK)","France","21 - 24","All","15","0"," "
"2019","International","EU (excluding UK)","Germany","21 - 24","All","5","0"," "
"2020","International","EU (excluding UK)","Germany","21 - 24","All","25","5"," "
"2021","International","EU (excluding UK)","Germany","21 - 24","All","10","5"," "
"2022","International","EU (excluding UK)","Germany","21 - 24","All","10","5"," "
