"Year","Achieved SQA advanced higher points","POLAR4 Quintile","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2015","All","Quintile 1","Main scheme applicant","All","40","35","0.921","0"
"2016","All","Quintile 1","Main scheme applicant","All","40","35","0.878","0"
"2017","All","Quintile 1","Main scheme applicant","All","45","45","0.978","0"
"2018","All","Quintile 1","Main scheme applicant","All","45","40","0.93","0"
"2019","All","Quintile 1","Main scheme applicant","All","40","40","0.975","0"
"2020","All","Quintile 1","Main scheme applicant","All","75","70","0.907","0"
"2021","All","Quintile 1","Main scheme applicant","All","65","60","0.9540000000000001","0"
"2022","All","Quintile 1","Main scheme applicant","All","95","90","0.9580000000000001","0"
"2023","All","Quintile 1","Main scheme applicant","All","75","75","0.987","0"
"2010","All","Quintile 2","Main scheme applicant","All","80","75","0.914","0"
"2011","All","Quintile 2","Main scheme applicant","All","65","60","0.9380000000000001","0"
"2012","All","Quintile 2","Main scheme applicant","All","90","85","0.933","0"
"2013","All","Quintile 2","Main scheme applicant","All","80","80","0.9510000000000001","0"
"2014","All","Quintile 2","Main scheme applicant","All","85","85","0.988","0"
"2015","All","Quintile 2","Main scheme applicant","All","80","75","0.9390000000000001","0"
"2016","All","Quintile 2","Main scheme applicant","All","105","95","0.923","0"
"2017","All","Quintile 2","Main scheme applicant","All","90","80","0.911","0"
"2018","All","Quintile 2","Main scheme applicant","All","115","105","0.912","0"
"2019","All","Quintile 2","Main scheme applicant","All","130","120","0.9380000000000001","0"
"2020","All","Quintile 2","Main scheme applicant","All","140","130","0.936","0"
"2021","All","Quintile 2","Main scheme applicant","All","130","120","0.9450000000000001","0"
"2022","All","Quintile 2","Main scheme applicant","All","140","130","0.908","0"
"2023","All","Quintile 2","Main scheme applicant","All","160","150","0.962","0"
"2010","All","Quintile 3","Main scheme applicant","All","145","130","0.904","0"
"2011","All","Quintile 3","Main scheme applicant","All","160","150","0.932","0"
"2012","All","Quintile 3","Main scheme applicant","All","160","145","0.906","0"
"2013","All","Quintile 3","Main scheme applicant","All","185","170","0.909","0"
"2014","All","Quintile 3","Main scheme applicant","All","205","190","0.908","0"
"2015","All","Quintile 3","Main scheme applicant","All","215","200","0.93","0"
"2016","All","Quintile 3","Main scheme applicant","All","210","190","0.918","0"
"2017","All","Quintile 3","Main scheme applicant","All","220","205","0.9500000000000001","0"
"2018","All","Quintile 3","Main scheme applicant","All","210","195","0.929","0"
"2019","All","Quintile 3","Main scheme applicant","All","220","210","0.968","0"
"2020","All","Quintile 3","Main scheme applicant","All","270","245","0.918","0"
"2021","All","Quintile 3","Main scheme applicant","All","280","260","0.922","0"
"2022","All","Quintile 3","Main scheme applicant","All","295","265","0.898","0"
"2023","All","Quintile 3","Main scheme applicant","All","305","295","0.967","0"
"2010","All","Quintile 4","Main scheme applicant","All","270","250","0.926","0"
"2011","All","Quintile 4","Main scheme applicant","All","300","270","0.903","0"
"2012","All","Quintile 4","Main scheme applicant","All","300","270","0.913","0"
"2013","All","Quintile 4","Main scheme applicant","All","325","295","0.911","0"
"2014","All","Quintile 4","Main scheme applicant","All","360","340","0.9420000000000001","0"
"2015","All","Quintile 4","Main scheme applicant","All","345","320","0.93","0"
"2016","All","Quintile 4","Main scheme applicant","All","360","335","0.936","0"
"2017","All","Quintile 4","Main scheme applicant","All","370","335","0.906","0"
"2018","All","Quintile 4","Main scheme applicant","All","365","340","0.934","0"
"2019","All","Quintile 4","Main scheme applicant","All","330","305","0.936","0"
"2020","All","Quintile 4","Main scheme applicant","All","395","355","0.908","0"
"2021","All","Quintile 4","Main scheme applicant","All","420","375","0.895","0"
"2022","All","Quintile 4","Main scheme applicant","All","455","420","0.919","0"
"2023","All","Quintile 4","Main scheme applicant","All","525","495","0.9390000000000001","0"
"2010","All","Quintile 5","Main scheme applicant","All","920","840","0.914","0"
"2011","All","Quintile 5","Main scheme applicant","All","1025","950","0.926","0"
"2012","All","Quintile 5","Main scheme applicant","All","995","890","0.894","0"
"2013","All","Quintile 5","Main scheme applicant","All","1140","1055","0.925","0"
"2014","All","Quintile 5","Main scheme applicant","All","1090","995","0.911","0"
"2015","All","Quintile 5","Main scheme applicant","All","1205","1100","0.915","0"
"2016","All","Quintile 5","Main scheme applicant","All","1135","1035","0.914","0"
"2017","All","Quintile 5","Main scheme applicant","All","1185","1090","0.919","0"
"2018","All","Quintile 5","Main scheme applicant","All","1225","1125","0.921","0"
"2019","All","Quintile 5","Main scheme applicant","All","1135","1060","0.934","0"
"2020","All","Quintile 5","Main scheme applicant","All","1275","1185","0.929","0"
"2021","All","Quintile 5","Main scheme applicant","All","1480","1360","0.919","0"
"2022","All","Quintile 5","Main scheme applicant","All","1460","1340","0.918","0"
"2023","All","Quintile 5","Main scheme applicant","All","1515","1420","0.937","0"
"2011","3 point(s)","All","Main scheme applicant","All","5","5"," ","0"
"2017","3 point(s)","All","Main scheme applicant","All","5","5"," ","0"
"2020","3 point(s)","All","Main scheme applicant","All","5","0"," ","0"
"2021","3 point(s)","All","Main scheme applicant","All","5","0"," ","0"
"2022","3 point(s)","All","Main scheme applicant","All","5","5"," ","0"
"2023","3 point(s)","All","Main scheme applicant","All","10","10","1","0"
"2010","4 point(s)","All","Main scheme applicant","All","15","10","0.846","0"
"2011","4 point(s)","All","Main scheme applicant","All","10","10"," ","0"
"2012","4 point(s)","All","Main scheme applicant","All","15","15","0.929","0"
"2013","4 point(s)","All","Main scheme applicant","All","10","5"," ","0"
"2014","4 point(s)","All","Main scheme applicant","All","10","10"," ","0"
"2015","4 point(s)","All","Main scheme applicant","All","10","10","1","0"
"2016","4 point(s)","All","Main scheme applicant","All","10","5"," ","0"
"2017","4 point(s)","All","Main scheme applicant","All","20","15","0.889","0"
"2018","4 point(s)","All","Main scheme applicant","All","10","10","1","0"
"2019","4 point(s)","All","Main scheme applicant","All","15","10","0.923","0"
"2020","4 point(s)","All","Main scheme applicant","All","10","5"," ","0"
"2021","4 point(s)","All","Main scheme applicant","All","10","10"," ","0"
"2022","4 point(s)","All","Main scheme applicant","All","30","25","0.964","0"
"2023","4 point(s)","All","Main scheme applicant","All","50","50","1","0"
"2010","5 point(s)","All","Main scheme applicant","All","30","25","0.767","0"
"2011","5 point(s)","All","Main scheme applicant","All","35","30","0.9410000000000001","0"
"2012","5 point(s)","All","Main scheme applicant","All","35","30","0.833","0"
"2013","5 point(s)","All","Main scheme applicant","All","30","30","1","0"
"2014","5 point(s)","All","Main scheme applicant","All","35","35","0.9440000000000001","0"
"2015","5 point(s)","All","Main scheme applicant","All","40","35","0.895","0"
"2016","5 point(s)","All","Main scheme applicant","All","30","30","0.903","0"
"2017","5 point(s)","All","Main scheme applicant","All","35","30","0.865","0"
"2018","5 point(s)","All","Main scheme applicant","All","40","35","0.9","0"
"2019","5 point(s)","All","Main scheme applicant","All","50","45","0.898","0"
"2020","5 point(s)","All","Main scheme applicant","All","25","25","0.885","0"
"2021","5 point(s)","All","Main scheme applicant","All","25","25","0.885","0"
"2022","5 point(s)","All","Main scheme applicant","All","65","60","0.921","0"
"2023","5 point(s)","All","Main scheme applicant","All","85","80","0.9530000000000001","0"
"2010","6 point(s)","All","Main scheme applicant","All","70","65","0.901","0"
"2011","6 point(s)","All","Main scheme applicant","All","60","55","0.9","0"
"2012","6 point(s)","All","Main scheme applicant","All","75","70","0.895","0"
"2013","6 point(s)","All","Main scheme applicant","All","70","65","0.917","0"
"2014","6 point(s)","All","Main scheme applicant","All","80","75","0.913","0"
"2015","6 point(s)","All","Main scheme applicant","All","75","65","0.89","0"
"2016","6 point(s)","All","Main scheme applicant","All","70","65","0.914","0"
"2017","6 point(s)","All","Main scheme applicant","All","80","75","0.924","0"
"2018","6 point(s)","All","Main scheme applicant","All","85","80","0.907","0"
"2019","6 point(s)","All","Main scheme applicant","All","85","75","0.894","0"
"2020","6 point(s)","All","Main scheme applicant","All","55","50","0.927","0"
"2021","6 point(s)","All","Main scheme applicant","All","45","40","0.907","0"
"2022","6 point(s)","All","Main scheme applicant","All","120","110","0.902","0"
"2023","6 point(s)","All","Main scheme applicant","All","120","110","0.916","0"
"2010","7 point(s)","All","Main scheme applicant","All","100","95","0.922","0"
"2011","7 point(s)","All","Main scheme applicant","All","120","110","0.925","0"
"2012","7 point(s)","All","Main scheme applicant","All","130","105","0.8200000000000001","0"
"2013","7 point(s)","All","Main scheme applicant","All","115","100","0.886","0"
"2014","7 point(s)","All","Main scheme applicant","All","130","120","0.9380000000000001","0"
"2015","7 point(s)","All","Main scheme applicant","All","140","130","0.922","0"
"2016","7 point(s)","All","Main scheme applicant","All","105","95","0.905","0"
"2017","7 point(s)","All","Main scheme applicant","All","130","120","0.923","0"
"2018","7 point(s)","All","Main scheme applicant","All","130","120","0.915","0"
"2019","7 point(s)","All","Main scheme applicant","All","120","115","0.975","0"
"2020","7 point(s)","All","Main scheme applicant","All","95","95","0.969","0"
"2021","7 point(s)","All","Main scheme applicant","All","75","65","0.87","0"
"2022","7 point(s)","All","Main scheme applicant","All","175","160","0.92","0"
"2023","7 point(s)","All","Main scheme applicant","All","175","165","0.9490000000000001","0"
"2010","8 point(s)","All","Main scheme applicant","All","170","155","0.918","0"
"2011","8 point(s)","All","Main scheme applicant","All","180","165","0.928","0"
"2012","8 point(s)","All","Main scheme applicant","All","170","150","0.872","0"
"2013","8 point(s)","All","Main scheme applicant","All","185","165","0.902","0"
"2014","8 point(s)","All","Main scheme applicant","All","210","190","0.896","0"
"2015","8 point(s)","All","Main scheme applicant","All","170","160","0.919","0"
"2016","8 point(s)","All","Main scheme applicant","All","175","160","0.925","0"
"2017","8 point(s)","All","Main scheme applicant","All","165","155","0.916","0"
"2018","8 point(s)","All","Main scheme applicant","All","190","175","0.936","0"
"2019","8 point(s)","All","Main scheme applicant","All","185","165","0.913","0"
"2020","8 point(s)","All","Main scheme applicant","All","155","140","0.892","0"
"2021","8 point(s)","All","Main scheme applicant","All","115","105","0.897","0"
"2022","8 point(s)","All","Main scheme applicant","All","195","175","0.898","0"
"2023","8 point(s)","All","Main scheme applicant","All","230","215","0.927","0"
"2010","9 point(s)","All","Main scheme applicant","All","190","170","0.896","0"
"2011","9 point(s)","All","Main scheme applicant","All","220","200","0.922","0"
"2012","9 point(s)","All","Main scheme applicant","All","195","185","0.934","0"
"2013","9 point(s)","All","Main scheme applicant","All","220","210","0.9550000000000001","0"
"2014","9 point(s)","All","Main scheme applicant","All","210","195","0.915","0"
"2015","9 point(s)","All","Main scheme applicant","All","255","235","0.918","0"
"2016","9 point(s)","All","Main scheme applicant","All","220","205","0.919","0"
"2017","9 point(s)","All","Main scheme applicant","All","250","230","0.908","0"
