"Year","Acceptance route","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Accepted applicants"
"2019","All","20","Northern Ireland","Female","Main scheme applicant","Not main scheme application","10"
"2020","All","20","Northern Ireland","Female","Main scheme applicant","Not main scheme application","10"
"2021","All","20","Northern Ireland","Female","Main scheme applicant","Not main scheme application","10"
"2022","All","20","Northern Ireland","Female","Main scheme applicant","Not main scheme application","20"
"2023","All","20","Northern Ireland","Female","Main scheme applicant","Not main scheme application","15"
"2019","All","21 - 24","Northern Ireland","Female","Main scheme applicant","Not main scheme application","10"
"2020","All","21 - 24","Northern Ireland","Female","Main scheme applicant","Not main scheme application","10"
"2021","All","21 - 24","Northern Ireland","Female","Main scheme applicant","Not main scheme application","30"
"2022","All","21 - 24","Northern Ireland","Female","Main scheme applicant","Not main scheme application","30"
"2023","All","21 - 24","Northern Ireland","Female","Main scheme applicant","Not main scheme application","25"
"2020","All","25 - 29","Northern Ireland","Female","Main scheme applicant","Not main scheme application","5"
"2021","All","25 - 29","Northern Ireland","Female","Main scheme applicant","Not main scheme application","15"
"2022","All","25 - 29","Northern Ireland","Female","Main scheme applicant","Not main scheme application","15"
"2023","All","25 - 29","Northern Ireland","Female","Main scheme applicant","Not main scheme application","15"
"2019","All","30 - 34","Northern Ireland","Female","Main scheme applicant","Not main scheme application","5"
"2021","All","30 - 34","Northern Ireland","Female","Main scheme applicant","Not main scheme application","5"
"2022","All","30 - 34","Northern Ireland","Female","Main scheme applicant","Not main scheme application","20"
"2023","All","30 - 34","Northern Ireland","Female","Main scheme applicant","Not main scheme application","15"
"2019","All","35 and over","Northern Ireland","Female","Main scheme applicant","Not main scheme application","10"
"2020","All","35 and over","Northern Ireland","Female","Main scheme applicant","Not main scheme application","5"
"2021","All","35 and over","Northern Ireland","Female","Main scheme applicant","Not main scheme application","10"
"2022","All","35 and over","Northern Ireland","Female","Main scheme applicant","Not main scheme application","25"
"2023","All","35 and over","Northern Ireland","Female","Main scheme applicant","Not main scheme application","20"
"2019","All","18","England","Female","Main scheme applicant","Not main scheme application","645"
"2020","All","18","England","Female","Main scheme applicant","Not main scheme application","935"
"2021","All","18","England","Female","Main scheme applicant","Not main scheme application","820"
"2022","All","18","England","Female","Main scheme applicant","Not main scheme application","935"
"2023","All","18","England","Female","Main scheme applicant","Not main scheme application","955"
"2019","All","19","England","Female","Main scheme applicant","Not main scheme application","285"
"2020","All","19","England","Female","Main scheme applicant","Not main scheme application","315"
"2021","All","19","England","Female","Main scheme applicant","Not main scheme application","320"
"2022","All","19","England","Female","Main scheme applicant","Not main scheme application","310"
"2023","All","19","England","Female","Main scheme applicant","Not main scheme application","285"
"2019","All","20","England","Female","Main scheme applicant","Not main scheme application","125"
"2020","All","20","England","Female","Main scheme applicant","Not main scheme application","140"
"2021","All","20","England","Female","Main scheme applicant","Not main scheme application","150"
"2022","All","20","England","Female","Main scheme applicant","Not main scheme application","125"
"2023","All","20","England","Female","Main scheme applicant","Not main scheme application","160"
"2019","All","21 - 24","England","Female","Main scheme applicant","Not main scheme application","180"
"2020","All","21 - 24","England","Female","Main scheme applicant","Not main scheme application","255"
"2021","All","21 - 24","England","Female","Main scheme applicant","Not main scheme application","245"
"2022","All","21 - 24","England","Female","Main scheme applicant","Not main scheme application","220"
"2023","All","21 - 24","England","Female","Main scheme applicant","Not main scheme application","200"
"2019","All","25 - 29","England","Female","Main scheme applicant","Not main scheme application","135"
"2020","All","25 - 29","England","Female","Main scheme applicant","Not main scheme application","190"
"2021","All","25 - 29","England","Female","Main scheme applicant","Not main scheme application","200"
"2022","All","25 - 29","England","Female","Main scheme applicant","Not main scheme application","135"
"2023","All","25 - 29","England","Female","Main scheme applicant","Not main scheme application","110"
"2019","All","30 - 34","England","Female","Main scheme applicant","Not main scheme application","100"
"2020","All","30 - 34","England","Female","Main scheme applicant","Not main scheme application","130"
"2021","All","30 - 34","England","Female","Main scheme applicant","Not main scheme application","160"
"2022","All","30 - 34","England","Female","Main scheme applicant","Not main scheme application","125"
"2023","All","30 - 34","England","Female","Main scheme applicant","Not main scheme application","100"
"2019","All","35 and over","England","Female","Main scheme applicant","Not main scheme application","305"
"2020","All","35 and over","England","Female","Main scheme applicant","Not main scheme application","355"
"2021","All","35 and over","England","Female","Main scheme applicant","Not main scheme application","380"
"2022","All","35 and over","England","Female","Main scheme applicant","Not main scheme application","355"
"2023","All","35 and over","England","Female","Main scheme applicant","Not main scheme application","320"
"2020","All","17 and under","Scotland","Female","Main scheme applicant","Not main scheme application","5"
"2021","All","17 and under","Scotland","Female","Main scheme applicant","Not main scheme application","5"
"2023","All","17 and under","Scotland","Female","Main scheme applicant","Not main scheme application","5"
"2019","All","18","Scotland","Female","Main scheme applicant","Not main scheme application","45"
"2020","All","18","Scotland","Female","Main scheme applicant","Not main scheme application","65"
"2021","All","18","Scotland","Female","Main scheme applicant","Not main scheme application","30"
"2022","All","18","Scotland","Female","Main scheme applicant","Not main scheme application","60"
"2023","All","18","Scotland","Female","Main scheme applicant","Not main scheme application","50"
"2019","All","19","Scotland","Female","Main scheme applicant","Not main scheme application","20"
"2020","All","19","Scotland","Female","Main scheme applicant","Not main scheme application","20"
"2021","All","19","Scotland","Female","Main scheme applicant","Not main scheme application","10"
"2022","All","19","Scotland","Female","Main scheme applicant","Not main scheme application","30"
"2023","All","19","Scotland","Female","Main scheme applicant","Not main scheme application","25"
"2019","All","20","Scotland","Female","Main scheme applicant","Not main scheme application","20"
"2020","All","20","Scotland","Female","Main scheme applicant","Not main scheme application","10"
"2021","All","20","Scotland","Female","Main scheme applicant","Not main scheme application","10"
"2022","All","20","Scotland","Female","Main scheme applicant","Not main scheme application","10"
"2023","All","20","Scotland","Female","Main scheme applicant","Not main scheme application","15"
"2019","All","21 - 24","Scotland","Female","Main scheme applicant","Not main scheme application","20"
"2020","All","21 - 24","Scotland","Female","Main scheme applicant","Not main scheme application","35"
"2021","All","21 - 24","Scotland","Female","Main scheme applicant","Not main scheme application","10"
"2022","All","21 - 24","Scotland","Female","Main scheme applicant","Not main scheme application","35"
"2023","All","21 - 24","Scotland","Female","Main scheme applicant","Not main scheme application","20"
"2019","All","25 - 29","Scotland","Female","Main scheme applicant","Not main scheme application","25"
"2020","All","25 - 29","Scotland","Female","Main scheme applicant","Not main scheme application","20"
"2021","All","25 - 29","Scotland","Female","Main scheme applicant","Not main scheme application","15"
"2022","All","25 - 29","Scotland","Female","Main scheme applicant","Not main scheme application","15"
"2023","All","25 - 29","Scotland","Female","Main scheme applicant","Not main scheme application","10"
"2019","All","30 - 34","Scotland","Female","Main scheme applicant","Not main scheme application","10"
"2020","All","30 - 34","Scotland","Female","Main scheme applicant","Not main scheme application","10"
"2021","All","30 - 34","Scotland","Female","Main scheme applicant","Not main scheme application","10"
"2022","All","30 - 34","Scotland","Female","Main scheme applicant","Not main scheme application","15"
"2023","All","30 - 34","Scotland","Female","Main scheme applicant","Not main scheme application","10"
"2019","All","35 and over","Scotland","Female","Main scheme applicant","Not main scheme application","30"
"2020","All","35 and over","Scotland","Female","Main scheme applicant","Not main scheme application","30"
"2021","All","35 and over","Scotland","Female","Main scheme applicant","Not main scheme application","10"
"2022","All","35 and over","Scotland","Female","Main scheme applicant","Not main scheme application","20"
"2023","All","35 and over","Scotland","Female","Main scheme applicant","Not main scheme application","20"
"2019","All","18","Wales","Female","Main scheme applicant","Not main scheme application","30"
"2020","All","18","Wales","Female","Main scheme applicant","Not main scheme application","45"
"2021","All","18","Wales","Female","Main scheme applicant","Not main scheme application","50"
"2022","All","18","Wales","Female","Main scheme applicant","Not main scheme application","50"
"2023","All","18","Wales","Female","Main scheme applicant","Not main scheme application","30"
"2019","All","19","Wales","Female","Main scheme applicant","Not main scheme application","25"
"2020","All","19","Wales","Female","Main scheme applicant","Not main scheme application","20"
"2021","All","19","Wales","Female","Main scheme applicant","Not main scheme application","20"
"2022","All","19","Wales","Female","Main scheme applicant","Not main scheme application","15"
"2023","All","19","Wales","Female","Main scheme applicant","Not main scheme application","10"
"2019","All","20","Wales","Female","Main scheme applicant","Not main scheme application","5"
"2020","All","20","Wales","Female","Main scheme applicant","Not main scheme application","10"
"2021","All","20","Wales","Female","Main scheme applicant","Not main scheme application","15"
"2022","All","20","Wales","Female","Main scheme applicant","Not main scheme application","5"
"2023","All","20","Wales","Female","Main scheme applicant","Not main scheme application","5"
"2019","All","21 - 24","Wales","Female","Main scheme applicant","Not main scheme application","15"
"2020","All","21 - 24","Wales","Female","Main scheme applicant","Not main scheme application","25"
"2021","All","21 - 24","Wales","Female","Main scheme applicant","Not main scheme application","25"
"2022","All","21 - 24","Wales","Female","Main scheme applicant","Not main scheme application","20"
"2023","All","21 - 24","Wales","Female","Main scheme applicant","Not main scheme application","10"
"2019","All","25 - 29","Wales","Female","Main scheme applicant","Not main scheme application","10"
"2020","All","25 - 29","Wales","Female","Main scheme applicant","Not main scheme application","20"
"2021","All","25 - 29","Wales","Female","Main scheme applicant","Not main scheme application","15"
"2022","All","25 - 29","Wales","Female","Main scheme applicant","Not main scheme application","10"
"2023","All","25 - 29","Wales","Female","Main scheme applicant","Not main scheme application","5"
"2019","All","30 - 34","Wales","Female","Main scheme applicant","Not main scheme application","10"
"2020","All","30 - 34","Wales","Female","Main scheme applicant","Not main scheme application","15"
"2021","All","30 - 34","Wales","Female","Main scheme applicant","Not main scheme application","10"
"2022","All","30 - 34","Wales","Female","Main scheme applicant","Not main scheme application","5"
"2023","All","30 - 34","Wales","Female","Main scheme applicant","Not main scheme application","5"
"2019","All","35 and over","Wales","Female","Main scheme applicant","Not main scheme application","10"
"2020","All","35 and over","Wales","Female","Main scheme applicant","Not main scheme application","15"
"2021","All","35 and over","Wales","Female","Main scheme applicant","Not main scheme application","20"
"2022","All","35 and over","Wales","Female","Main scheme applicant","Not main scheme application","15"
"2023","All","35 and over","Wales","Female","Main scheme applicant","Not main scheme application","10"
"2019","All","18","Not EU","Female","Main scheme applicant","Not main scheme application","5"
"2020","All","18","Not EU","Female","Main scheme applicant","Not main scheme application","5"
"2022","All","18","Not EU","Female","Main scheme applicant","Not main scheme application","5"
"2023","All","18","Not EU","Female","Main scheme applicant","Not main scheme application","5"
"2023","All","19","Not EU","Female","Main scheme applicant","Not main scheme application","5"
"2020","All","21 - 24","Not EU","Female","Main scheme applicant","Not main scheme application","5"
"2023","All","21 - 24","Not EU","Female","Main scheme applicant","Not main scheme application","5"
"2020","All","25 - 29","Not EU","Female","Main scheme applicant","Not main scheme application","5"
"2021","All","25 - 29","Not EU","Female","Main scheme applicant","Not main scheme application","5"
"2021","All","30 - 34","Not EU","Female","Main scheme applicant","Not main scheme application","5"
"2019","All","35 and over","Not EU","Female","Main scheme applicant","Not main scheme application","5"
"2020","All","35 and over","Not EU","Female","Main scheme applicant","Not main scheme application","5"
"2021","All","35 and over","Not EU","Female","Main scheme applicant","Not main scheme application","5"
"2022","All","35 and over","Not EU","Female","Main scheme applicant","Not main scheme application","5"
"2020","All","17 and under","EU (excluding UK)","Female","Main scheme applicant","Not main scheme application","5"
"2021","All","17 and under","EU (excluding UK)","Female","Main scheme applicant","Not main scheme application","5"
"2019","All","18","EU (excluding UK)","Female","Main scheme applicant","Not main scheme application","5"
"2020","All","18","EU (excluding UK)","Female","Main scheme applicant","Not main scheme application","10"
"2021","All","18","EU (excluding UK)","Female","Main scheme applicant","Not main scheme application","10"
"2022","All","18","EU (excluding UK)","Female","Main scheme applicant","Not main scheme application","10"
"2023","All","18","EU (excluding UK)","Female","Main scheme applicant","Not main scheme application","10"
"2019","All","19","EU (excluding UK)","Female","Main scheme applicant","Not main scheme application","5"
"2020","All","19","EU (excluding UK)","Female","Main scheme applicant","Not main scheme application","5"
"2021","All","19","EU (excluding UK)","Female","Main scheme applicant","Not main scheme application","10"
"2022","All","19","EU (excluding UK)","Female","Main scheme applicant","Not main scheme application","10"
"2023","All","19","EU (excluding UK)","Female","Main scheme applicant","Not main scheme application","10"
"2020","All","20","EU (excluding UK)","Female","Main scheme applicant","Not main scheme application","5"
"2021","All","20","EU (excluding UK)","Female","Main scheme applicant","Not main scheme application","5"
"2022","All","20","EU (excluding UK)","Female","Main scheme applicant","Not main scheme application","5"
"2020","All","21 - 24","EU (excluding UK)","Female","Main scheme applicant","Not main scheme application","5"
"2021","All","21 - 24","EU (excluding UK)","Female","Main scheme applicant","Not main scheme application","5"
"2022","All","21 - 24","EU (excluding UK)","Female","Main scheme applicant","Not main scheme application","10"
"2023","All","21 - 24","EU (excluding UK)","Female","Main scheme applicant","Not main scheme application","5"
"2019","All","35 and over","EU (excluding UK)","Female","Main scheme applicant","Not main scheme application","5"
"2020","All","35 and over","EU (excluding UK)","Female","Main scheme applicant","Not main scheme application","5"
"2022","All","35 and over","EU (excluding UK)","Female","Main scheme applicant","Not main scheme application","5"
"2019","All","18","Northern Ireland","Male","Main scheme applicant","Not main scheme application","5"
"2020","All","18","Northern Ireland","Male","Main scheme applicant","Not main scheme application","5"
"2023","All","18","Northern Ireland","Male","Main scheme applicant","Not main scheme application","10"
"2022","All","19","Northern Ireland","Male","Main scheme applicant","Not main scheme application","5"
"2020","All","20","Northern Ireland","Male","Main scheme applicant","Not main scheme application","5"
"2020","All","21 - 24","Northern Ireland","Male","Main scheme applicant","Not main scheme application","5"
"2022","All","21 - 24","Northern Ireland","Male","Main scheme applicant","Not main scheme application","5"
"2023","All","21 - 24","Northern Ireland","Male","Main scheme applicant","Not main scheme application","5"
"2022","All","25 - 29","Northern Ireland","Male","Main scheme applicant","Not main scheme application","5"
"2022","All","30 - 34","Northern Ireland","Male","Main scheme applicant","Not main scheme application","5"
"2021","All","35 and over","Northern Ireland","Male","Main scheme applicant","Not main scheme application","5"
"2023","All","35 and over","Northern Ireland","Male","Main scheme applicant","Not main scheme application","5"
"2019","All","18","England","Male","Main scheme applicant","Not main scheme application","30"
"2020","All","18","England","Male","Main scheme applicant","Not main scheme application","50"
"2021","All","18","England","Male","Main scheme applicant","Not main scheme application","55"
"2022","All","18","England","Male","Main scheme applicant","Not main scheme application","55"
"2023","All","18","England","Male","Main scheme applicant","Not main scheme application","60"
"2019","All","19","England","Male","Main scheme applicant","Not main scheme application","15"
"2020","All","19","England","Male","Main scheme applicant","Not main scheme application","25"
"2021","All","19","England","Male","Main scheme applicant","Not main scheme application","20"
"2022","All","19","England","Male","Main scheme applicant","Not main scheme application","20"
"2023","All","19","England","Male","Main scheme applicant","Not main scheme application","20"
"2019","All","20","England","Male","Main scheme applicant","Not main scheme application","15"
"2020","All","20","England","Male","Main scheme applicant","Not main scheme application","15"
"2021","All","20","England","Male","Main scheme applicant","Not main scheme application","15"
"2022","All","20","England","Male","Main scheme applicant","Not main scheme application","15"
"2023","All","20","England","Male","Main scheme applicant","Not main scheme application","10"
"2019","All","21 - 24","England","Male","Main scheme applicant","Not main scheme application","25"
"2020","All","21 - 24","England","Male","Main scheme applicant","Not main scheme application","35"
"2021","All","21 - 24","England","Male","Main scheme applicant","Not main scheme application","25"
"2022","All","21 - 24","England","Male","Main scheme applicant","Not main scheme application","25"
"2023","All","21 - 24","England","Male","Main scheme applicant","Not main scheme application","35"
"2019","All","25 - 29","England","Male","Main scheme applicant","Not main scheme application","20"
"2020","All","25 - 29","England","Male","Main scheme applicant","Not main scheme application","30"
"2021","All","25 - 29","England","Male","Main scheme applicant","Not main scheme application","25"
"2022","All","25 - 29","England","Male","Main scheme applicant","Not main scheme application","10"
"2023","All","25 - 29","England","Male","Main scheme applicant","Not main scheme application","20"
"2019","All","30 - 34","England","Male","Main scheme applicant","Not main scheme application","15"
"2020","All","30 - 34","England","Male","Main scheme applicant","Not main scheme application","25"
"2021","All","30 - 34","England","Male","Main scheme applicant","Not main scheme application","15"
"2022","All","30 - 34","England","Male","Main scheme applicant","Not main scheme application","15"
"2023","All","30 - 34","England","Male","Main scheme applicant","Not main scheme application","15"
"2019","All","35 and over","England","Male","Main scheme applicant","Not main scheme application","95"
"2020","All","35 and over","England","Male","Main scheme applicant","Not main scheme application","140"
"2021","All","35 and over","England","Male","Main scheme applicant","Not main scheme application","105"
"2022","All","35 and over","England","Male","Main scheme applicant","Not main scheme application","95"
"2023","All","35 and over","England","Male","Main scheme applicant","Not main scheme application","120"
"2020","All","18","Scotland","Male","Main scheme applicant","Not main scheme application","5"
"2022","All","18","Scotland","Male","Main scheme applicant","Not main scheme application","5"
"2023","All","18","Scotland","Male","Main scheme applicant","Not main scheme application","5"
"2020","All","21 - 24","Scotland","Male","Main scheme applicant","Not main scheme application","5"
"2021","All","21 - 24","Scotland","Male","Main scheme applicant","Not main scheme application","5"
"2019","All","25 - 29","Scotland","Male","Main scheme applicant","Not main scheme application","5"
"2020","All","25 - 29","Scotland","Male","Main scheme applicant","Not main scheme application","5"
"2021","All","25 - 29","Scotland","Male","Main scheme applicant","Not main scheme application","5"
"2022","All","25 - 29","Scotland","Male","Main scheme applicant","Not main scheme application","5"
"2021","All","30 - 34","Scotland","Male","Main scheme applicant","Not main scheme application","5"
"2019","All","35 and over","Scotland","Male","Main scheme applicant","Not main scheme application","5"
"2021","All","35 and over","Scotland","Male","Main scheme applicant","Not main scheme application","5"
"2023","All","35 and over","Scotland","Male","Main scheme applicant","Not main scheme application","5"
"2019","All","18","Wales","Male","Main scheme applicant","Not main scheme application","5"
"2021","All","18","Wales","Male","Main scheme applicant","Not main scheme application","5"
"2022","All","18","Wales","Male","Main scheme applicant","Not main scheme application","10"
"2023","All","18","Wales","Male","Main scheme applicant","Not main scheme application","5"
"2021","All","21 - 24","Wales","Male","Main scheme applicant","Not main scheme application","5"
"2019","All","25 - 29","Wales","Male","Main scheme applicant","Not main scheme application","5"
"2022","All","25 - 29","Wales","Male","Main scheme applicant","Not main scheme application","5"
"2021","All","35 and over","Wales","Male","Main scheme applicant","Not main scheme application","5"
"2023","All","18","Not EU","Male","Main scheme applicant","Not main scheme application","5"
"2021","All","19","Not EU","Male","Main scheme applicant","Not main scheme application","5"
"2022","All","35 and over","Not EU","Male","Main scheme applicant","Not main scheme application","5"
"2023","All","35 and over","Not EU","Male","Main scheme applicant","Not main scheme application","5"
"2019","All","18","Northern Ireland","Female","Main scheme applicant","Main scheme application","275"
"2020","All","18","Northern Ireland","Female","Main scheme applicant","Main scheme application","390"
"2021","All","18","Northern Ireland","Female","Main scheme applicant","Main scheme application","395"
"2022","All","18","Northern Ireland","Female","Main scheme applicant","Main scheme application","355"
"2023","All","18","Northern Ireland","Female","Main scheme applicant","Main scheme application","255"
"2019","All","19","Northern Ireland","Female","Main scheme applicant","Main scheme application","145"
"2020","All","19","Northern Ireland","Female","Main scheme applicant","Main scheme application","180"
"2021","All","19","Northern Ireland","Female","Main scheme applicant","Main scheme application","165"
"2022","All","19","Northern Ireland","Female","Main scheme applicant","Main scheme application","105"
"2023","All","19","Northern Ireland","Female","Main scheme applicant","Main scheme application","90"
"2019","All","20","Northern Ireland","Female","Main scheme applicant","Main scheme application","75"
"2020","All","20","Northern Ireland","Female","Main scheme applicant","Main scheme application","95"
"2021","All","20","Northern Ireland","Female","Main scheme applicant","Main scheme application","60"
"2022","All","20","Northern Ireland","Female","Main scheme applicant","Main scheme application","70"
"2023","All","20","Northern Ireland","Female","Main scheme applicant","Main scheme application","55"
"2019","All","21 - 24","Northern Ireland","Female","Main scheme applicant","Main scheme application","140"
"2020","All","21 - 24","Northern Ireland","Female","Main scheme applicant","Main scheme application","145"
"2021","All","21 - 24","Northern Ireland","Female","Main scheme applicant","Main scheme application","145"
"2022","All","21 - 24","Northern Ireland","Female","Main scheme applicant","Main scheme application","100"
"2023","All","21 - 24","Northern Ireland","Female","Main scheme applicant","Main scheme application","85"
"2019","All","25 - 29","Northern Ireland","Female","Main scheme applicant","Main scheme application","90"
"2020","All","25 - 29","Northern Ireland","Female","Main scheme applicant","Main scheme application","80"
"2021","All","25 - 29","Northern Ireland","Female","Main scheme applicant","Main scheme application","75"
"2022","All","25 - 29","Northern Ireland","Female","Main scheme applicant","Main scheme application","55"
"2023","All","25 - 29","Northern Ireland","Female","Main scheme applicant","Main scheme application","45"
"2019","All","30 - 34","Northern Ireland","Female","Main scheme applicant","Main scheme application","55"
"2020","All","30 - 34","Northern Ireland","Female","Main scheme applicant","Main scheme application","55"
"2021","All","30 - 34","Northern Ireland","Female","Main scheme applicant","Main scheme application","50"
"2022","All","30 - 34","Northern Ireland","Female","Main scheme applicant","Main scheme application","30"
"2023","All","30 - 34","Northern Ireland","Female","Main scheme applicant","Main scheme application","40"
"2019","All","35 and over","Northern Ireland","Female","Main scheme applicant","Main scheme application","70"
"2020","All","35 and over","Northern Ireland","Female","Main scheme applicant","Main scheme application","80"
"2021","All","35 and over","Northern Ireland","Female","Main scheme applicant","Main scheme application","55"
"2022","All","35 and over","Northern Ireland","Female","Main scheme applicant","Main scheme application","55"
"2023","All","35 and over","Northern Ireland","Female","Main scheme applicant","Main scheme application","45"
"2019","All","17 and under","England","Female","Main scheme applicant","Main scheme application","5"
"2020","All","17 and under","England","Female","Main scheme applicant","Main scheme application","5"
"2021","All","17 and under","England","Female","Main scheme applicant","Main scheme application","5"
"2022","All","17 and under","England","Female","Main scheme applicant","Main scheme application","5"
"2023","All","17 and under","England","Female","Main scheme applicant","Main scheme application","5"
"2019","All","18","England","Female","Main scheme applicant","Main scheme application","3590"
"2020","All","18","England","Female","Main scheme applicant","Main scheme application","4350"
"2021","All","18","England","Female","Main scheme applicant","Main scheme application","5315"
"2022","All","18","England","Female","Main scheme applicant","Main scheme application","4785"
"2023","All","18","England","Female","Main scheme applicant","Main scheme application","3905"
"2019","All","19","England","Female","Main scheme applicant","Main scheme application","1675"
"2020","All","19","England","Female","Main scheme applicant","Main scheme application","1750"
"2021","All","19","England","Female","Main scheme applicant","Main scheme application","1825"
"2022","All","19","England","Female","Main scheme applicant","Main scheme application","1675"
"2023","All","19","England","Female","Main scheme applicant","Main scheme application","1395"
"2019","All","20","England","Female","Main scheme applicant","Main scheme application","900"
"2020","All","20","England","Female","Main scheme applicant","Main scheme application","1110"
"2021","All","20","England","Female","Main scheme applicant","Main scheme application","995"
"2022","All","20","England","Female","Main scheme applicant","Main scheme application","880"
"2023","All","20","England","Female","Main scheme applicant","Main scheme application","865"
"2019","All","21 - 24","England","Female","Main scheme applicant","Main scheme application","2120"
"2020","All","21 - 24","England","Female","Main scheme applicant","Main scheme application","2575"
"2021","All","21 - 24","England","Female","Main scheme applicant","Main scheme application","2470"
"2022","All","21 - 24","England","Female","Main scheme applicant","Main scheme application","1905"
"2023","All","21 - 24","England","Female","Main scheme applicant","Main scheme application","1510"
"2019","All","25 - 29","England","Female","Main scheme applicant","Main scheme application","1805"
"2020","All","25 - 29","England","Female","Main scheme applicant","Main scheme application","2250"
"2021","All","25 - 29","England","Female","Main scheme applicant","Main scheme application","2500"
"2022","All","25 - 29","England","Female","Main scheme applicant","Main scheme application","1800"
"2023","All","25 - 29","England","Female","Main scheme applicant","Main scheme application","1295"
"2019","All","30 - 34","England","Female","Main scheme applicant","Main scheme application","1300"
"2020","All","30 - 34","England","Female","Main scheme applicant","Main scheme application","1755"
"2021","All","30 - 34","England","Female","Main scheme applicant","Main scheme application","1910"
"2022","All","30 - 34","England","Female","Main scheme applicant","Main scheme application","1645"
"2023","All","30 - 34","England","Female","Main scheme applicant","Main scheme application","1185"
"2019","All","35 and over","England","Female","Main scheme applicant","Main scheme application","2600"
"2020","All","35 and over","England","Female","Main scheme applicant","Main scheme application","3890"
"2021","All","35 and over","England","Female","Main scheme applicant","Main scheme application","3960"
"2022","All","35 and over","England","Female","Main scheme applicant","Main scheme application","3610"
"2023","All","35 and over","England","Female","Main scheme applicant","Main scheme application","3360"
"2019","All","17 and under","Scotland","Female","Main scheme applicant","Main scheme application","20"
"2020","All","17 and under","Scotland","Female","Main scheme applicant","Main scheme application","20"
"2021","All","17 and under","Scotland","Female","Main scheme applicant","Main scheme application","20"
"2022","All","17 and under","Scotland","Female","Main scheme applicant","Main scheme application","30"
"2023","All","17 and under","Scotland","Female","Main scheme applicant","Main scheme application","25"
"2019","All","18","Scotland","Female","Main scheme applicant","Main scheme application","550"
"2020","All","18","Scotland","Female","Main scheme applicant","Main scheme application","585"
"2021","All","18","Scotland","Female","Main scheme applicant","Main scheme application","675"
"2022","All","18","Scotland","Female","Main scheme applicant","Main scheme application","600"
"2023","All","18","Scotland","Female","Main scheme applicant","Main scheme application","470"
"2019","All","19","Scotland","Female","Main scheme applicant","Main scheme application","300"
"2020","All","19","Scotland","Female","Main scheme applicant","Main scheme application","315"
"2021","All","19","Scotland","Female","Main scheme applicant","Main scheme application","295"
"2022","All","19","Scotland","Female","Main scheme applicant","Main scheme application","235"
"2023","All","19","Scotland","Female","Main scheme applicant","Main scheme application","245"
"2019","All","20","Scotland","Female","Main scheme applicant","Main scheme application","155"
"2020","All","20","Scotland","Female","Main scheme applicant","Main scheme application","195"
"2021","All","20","Scotland","Female","Main scheme applicant","Main scheme application","195"
"2022","All","20","Scotland","Female","Main scheme applicant","Main scheme application","180"
"2023","All","20","Scotland","Female","Main scheme applicant","Main scheme application","130"
"2019","All","21 - 24","Scotland","Female","Main scheme applicant","Main scheme application","485"
"2020","All","21 - 24","Scotland","Female","Main scheme applicant","Main scheme application","530"
"2021","All","21 - 24","Scotland","Female","Main scheme applicant","Main scheme application","555"
"2022","All","21 - 24","Scotland","Female","Main scheme applicant","Main scheme application","460"
"2023","All","21 - 24","Scotland","Female","Main scheme applicant","Main scheme application","400"
"2019","All","25 - 29","Scotland","Female","Main scheme applicant","Main scheme application","475"
"2020","All","25 - 29","Scotland","Female","Main scheme applicant","Main scheme application","570"
"2021","All","25 - 29","Scotland","Female","Main scheme applicant","Main scheme application","630"
"2022","All","25 - 29","Scotland","Female","Main scheme applicant","Main scheme application","500"
"2023","All","25 - 29","Scotland","Female","Main scheme applicant","Main scheme application","380"
"2019","All","30 - 34","Scotland","Female","Main scheme applicant","Main scheme application","345"
"2020","All","30 - 34","Scotland","Female","Main scheme applicant","Main scheme application","385"
"2021","All","30 - 34","Scotland","Female","Main scheme applicant","Main scheme application","460"
"2022","All","30 - 34","Scotland","Female","Main scheme applicant","Main scheme application","410"
"2023","All","30 - 34","Scotland","Female","Main scheme applicant","Main scheme application","340"
"2019","All","35 and over","Scotland","Female","Main scheme applicant","Main scheme application","485"
"2020","All","35 and over","Scotland","Female","Main scheme applicant","Main scheme application","690"
"2021","All","35 and over","Scotland","Female","Main scheme applicant","Main scheme application","710"
"2022","All","35 and over","Scotland","Female","Main scheme applicant","Main scheme application","655"
"2023","All","35 and over","Scotland","Female","Main scheme applicant","Main scheme application","655"
"2019","All","18","Wales","Female","Main scheme applicant","Main scheme application","280"
"2020","All","18","Wales","Female","Main scheme applicant","Main scheme application","330"
"2021","All","18","Wales","Female","Main scheme applicant","Main scheme application","350"
"2022","All","18","Wales","Female","Main scheme applicant","Main scheme application","265"
"2023","All","18","Wales","Female","Main scheme applicant","Main scheme application","225"
"2019","All","19","Wales","Female","Main scheme applicant","Main scheme application","180"
"2020","All","19","Wales","Female","Main scheme applicant","Main scheme application","160"
"2021","All","19","Wales","Female","Main scheme applicant","Main scheme application","150"
"2022","All","19","Wales","Female","Main scheme applicant","Main scheme application","115"
"2023","All","19","Wales","Female","Main scheme applicant","Main scheme application","85"
"2019","All","20","Wales","Female","Main scheme applicant","Main scheme application","75"
"2020","All","20","Wales","Female","Main scheme applicant","Main scheme application","90"
"2021","All","20","Wales","Female","Main scheme applicant","Main scheme application","85"
"2022","All","20","Wales","Female","Main scheme applicant","Main scheme application","65"
"2023","All","20","Wales","Female","Main scheme applicant","Main scheme application","55"
"2019","All","21 - 24","Wales","Female","Main scheme applicant","Main scheme application","230"
