"Year","Gender","Age group","Domicile","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2022","All","25 - 29","EU (excluding UK)","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2023","All","25 - 29","EU (excluding UK)","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2019","All","30 - 34","EU (excluding UK)","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2021","All","30 - 34","EU (excluding UK)","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2022","All","30 - 34","EU (excluding UK)","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2019","All","35 and over","EU (excluding UK)","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2020","All","35 and over","EU (excluding UK)","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2021","All","35 and over","EU (excluding UK)","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2022","All","35 and over","EU (excluding UK)","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","All","35 and over","EU (excluding UK)","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2019","All","17 and under","Northern Ireland","Main scheme applicant","Main scheme application","5","0"," ","0"
"2021","All","17 and under","Northern Ireland","Main scheme applicant","Main scheme application","5","0"," ","0"
"2022","All","17 and under","Northern Ireland","Main scheme applicant","Main scheme application","5","0"," ","0"
"2019","All","18","Northern Ireland","Main scheme applicant","Main scheme application","910","285","0.314","0"
"2020","All","18","Northern Ireland","Main scheme applicant","Main scheme application","920","400","0.435","0"
"2021","All","18","Northern Ireland","Main scheme applicant","Main scheme application","1160","420","0.364","0"
"2022","All","18","Northern Ireland","Main scheme applicant","Main scheme application","1130","370","0.327","0"
"2023","All","18","Northern Ireland","Main scheme applicant","Main scheme application","915","275","0.299","0"
"2019","All","19","Northern Ireland","Main scheme applicant","Main scheme application","395","155","0.392","0"
"2020","All","19","Northern Ireland","Main scheme applicant","Main scheme application","375","195","0.515","0"
"2021","All","19","Northern Ireland","Main scheme applicant","Main scheme application","410","170","0.417","0"
"2022","All","19","Northern Ireland","Main scheme applicant","Main scheme application","335","110","0.332","0"
"2023","All","19","Northern Ireland","Main scheme applicant","Main scheme application","250","95","0.379","0"
"2019","All","20","Northern Ireland","Main scheme applicant","Main scheme application","200","75","0.384","0"
"2020","All","20","Northern Ireland","Main scheme applicant","Main scheme application","185","100","0.551","0"
"2021","All","20","Northern Ireland","Main scheme applicant","Main scheme application","180","65","0.371","0"
"2022","All","20","Northern Ireland","Main scheme applicant","Main scheme application","185","75","0.398","0"
"2023","All","20","Northern Ireland","Main scheme applicant","Main scheme application","155","60","0.403","0"
"2019","All","21 - 24","Northern Ireland","Main scheme applicant","Main scheme application","345","155","0.455","0"
"2020","All","21 - 24","Northern Ireland","Main scheme applicant","Main scheme application","315","155","0.49","0"
"2021","All","21 - 24","Northern Ireland","Main scheme applicant","Main scheme application","425","160","0.38","0"
"2022","All","21 - 24","Northern Ireland","Main scheme applicant","Main scheme application","300","110","0.359","0"
"2023","All","21 - 24","Northern Ireland","Main scheme applicant","Main scheme application","250","100","0.402","0"
"2019","All","25 - 29","Northern Ireland","Main scheme applicant","Main scheme application","205","95","0.464","0"
"2020","All","25 - 29","Northern Ireland","Main scheme applicant","Main scheme application","190","90","0.464","0"
"2021","All","25 - 29","Northern Ireland","Main scheme applicant","Main scheme application","250","80","0.331","0"
"2022","All","25 - 29","Northern Ireland","Main scheme applicant","Main scheme application","175","55","0.312","0"
"2023","All","25 - 29","Northern Ireland","Main scheme applicant","Main scheme application","145","50","0.34700000000000003","0"
"2019","All","30 - 34","Northern Ireland","Main scheme applicant","Main scheme application","160","65","0.391","0"
"2020","All","30 - 34","Northern Ireland","Main scheme applicant","Main scheme application","140","65","0.457","0"
"2021","All","30 - 34","Northern Ireland","Main scheme applicant","Main scheme application","165","60","0.378","0"
"2022","All","30 - 34","Northern Ireland","Main scheme applicant","Main scheme application","140","35","0.261","0"
"2023","All","30 - 34","Northern Ireland","Main scheme applicant","Main scheme application","110","40","0.369","0"
"2019","All","35 and over","Northern Ireland","Main scheme applicant","Main scheme application","175","75","0.425","0"
"2020","All","35 and over","Northern Ireland","Main scheme applicant","Main scheme application","160","85","0.541","0"
"2021","All","35 and over","Northern Ireland","Main scheme applicant","Main scheme application","200","60","0.296","0"
"2022","All","35 and over","Northern Ireland","Main scheme applicant","Main scheme application","185","60","0.335","0"
"2023","All","35 and over","Northern Ireland","Main scheme applicant","Main scheme application","145","45","0.317","0"
"2019","All","17 and under","England","Main scheme applicant","Main scheme application","10","5"," ","0"
"2020","All","17 and under","England","Main scheme applicant","Main scheme application","15","5"," ","0"
"2021","All","17 and under","England","Main scheme applicant","Main scheme application","20","5"," ","0"
"2022","All","17 and under","England","Main scheme applicant","Main scheme application","25","5"," ","0"
"2023","All","17 and under","England","Main scheme applicant","Main scheme application","35","10"," ","0"
"2019","All","18","England","Main scheme applicant","Main scheme application","6805","3735","0.549","0"
"2020","All","18","England","Main scheme applicant","Main scheme application","7535","4510","0.598","0"
"2021","All","18","England","Main scheme applicant","Main scheme application","9545","5510","0.577","0"
"2022","All","18","England","Main scheme applicant","Main scheme application","9840","5045","0.513","0"
"2023","All","18","England","Main scheme applicant","Main scheme application","8110","4105","0.506","0"
"2019","All","19","England","Main scheme applicant","Main scheme application","3355","1775","0.53","0"
"2020","All","19","England","Main scheme applicant","Main scheme application","3400","1860","0.547","0"
"2021","All","19","England","Main scheme applicant","Main scheme application","3875","1940","0.501","0"
"2022","All","19","England","Main scheme applicant","Main scheme application","3895","1780","0.457","0"
"2023","All","19","England","Main scheme applicant","Main scheme application","3330","1500","0.451","0"
"2019","All","20","England","Main scheme applicant","Main scheme application","1895","980","0.517","0"
"2020","All","20","England","Main scheme applicant","Main scheme application","2120","1180","0.557","0"
"2021","All","20","England","Main scheme applicant","Main scheme application","2280","1070","0.46900000000000003","0"
"2022","All","20","England","Main scheme applicant","Main scheme application","2135","965","0.452","0"
"2023","All","20","England","Main scheme applicant","Main scheme application","2025","960","0.47500000000000003","0"
"2019","All","21 - 24","England","Main scheme applicant","Main scheme application","4210","2335","0.554","0"
"2020","All","21 - 24","England","Main scheme applicant","Main scheme application","4725","2815","0.595","0"
"2021","All","21 - 24","England","Main scheme applicant","Main scheme application","5460","2740","0.502","0"
"2022","All","21 - 24","England","Main scheme applicant","Main scheme application","4580","2120","0.462","0"
"2023","All","21 - 24","England","Main scheme applicant","Main scheme application","3640","1710","0.47000000000000003","0"
"2019","All","25 - 29","England","Main scheme applicant","Main scheme application","3520","2010","0.5700000000000001","0"
"2020","All","25 - 29","England","Main scheme applicant","Main scheme application","4230","2540","0.6","0"
"2021","All","25 - 29","England","Main scheme applicant","Main scheme application","5170","2785","0.539","0"
"2022","All","25 - 29","England","Main scheme applicant","Main scheme application","3855","2025","0.525","0"
"2023","All","25 - 29","England","Main scheme applicant","Main scheme application","2935","1490","0.507","0"
"2019","All","30 - 34","England","Main scheme applicant","Main scheme application","2600","1470","0.5640000000000001","0"
"2020","All","30 - 34","England","Main scheme applicant","Main scheme application","3370","1985","0.59","0"
"2021","All","30 - 34","England","Main scheme applicant","Main scheme application","4145","2145","0.518","0"
"2022","All","30 - 34","England","Main scheme applicant","Main scheme application","3545","1855","0.523","0"
"2023","All","30 - 34","England","Main scheme applicant","Main scheme application","2710","1360","0.502","0"
"2019","All","35 and over","England","Main scheme applicant","Main scheme application","6255","3240","0.518","0"
"2020","All","35 and over","England","Main scheme applicant","Main scheme application","8870","4880","0.55","0"
"2021","All","35 and over","England","Main scheme applicant","Main scheme application","10270","4865","0.47400000000000003","0"
"2022","All","35 and over","England","Main scheme applicant","Main scheme application","9490","4535","0.47800000000000004","0"
"2023","All","35 and over","England","Main scheme applicant","Main scheme application","8730","4340","0.497","0"
"2019","All","17 and under","Scotland","Main scheme applicant","Main scheme application","50","20","0.429","0"
"2020","All","17 and under","Scotland","Main scheme applicant","Main scheme application","45","20","0.404","0"
"2021","All","17 and under","Scotland","Main scheme applicant","Main scheme application","65","20","0.292","0"
"2022","All","17 and under","Scotland","Main scheme applicant","Main scheme application","65","30","0.455","0"
"2023","All","17 and under","Scotland","Main scheme applicant","Main scheme application","50","25","0.51","0"
"2019","All","18","Scotland","Main scheme applicant","Main scheme application","1150","580","0.503","0"
"2020","All","18","Scotland","Main scheme applicant","Main scheme application","1075","615","0.5730000000000001","0"
"2021","All","18","Scotland","Main scheme applicant","Main scheme application","1305","720","0.553","0"
"2022","All","18","Scotland","Main scheme applicant","Main scheme application","1205","630","0.524","0"
"2023","All","18","Scotland","Main scheme applicant","Main scheme application","955","500","0.523","0"
"2019","All","19","Scotland","Main scheme applicant","Main scheme application","525","315","0.595","0"
"2020","All","19","Scotland","Main scheme applicant","Main scheme application","525","330","0.631","0"
"2021","All","19","Scotland","Main scheme applicant","Main scheme application","555","310","0.561","0"
"2022","All","19","Scotland","Main scheme applicant","Main scheme application","480","250","0.525","0"
"2023","All","19","Scotland","Main scheme applicant","Main scheme application","480","265","0.555","0"
"2019","All","20","Scotland","Main scheme applicant","Main scheme application","320","170","0.525","0"
"2020","All","20","Scotland","Main scheme applicant","Main scheme application","355","215","0.608","0"
"2021","All","20","Scotland","Main scheme applicant","Main scheme application","375","210","0.5640000000000001","0"
"2022","All","20","Scotland","Main scheme applicant","Main scheme application","315","200","0.631","0"
"2023","All","20","Scotland","Main scheme applicant","Main scheme application","245","135","0.547","0"
"2019","All","21 - 24","Scotland","Main scheme applicant","Main scheme application","880","540","0.612","0"
"2020","All","21 - 24","Scotland","Main scheme applicant","Main scheme application","965","585","0.608","0"
"2021","All","21 - 24","Scotland","Main scheme applicant","Main scheme application","1050","610","0.578","0"
"2022","All","21 - 24","Scotland","Main scheme applicant","Main scheme application","875","505","0.578","0"
"2023","All","21 - 24","Scotland","Main scheme applicant","Main scheme application","750","445","0.594","0"
"2019","All","25 - 29","Scotland","Main scheme applicant","Main scheme application","850","530","0.624","0"
"2020","All","25 - 29","Scotland","Main scheme applicant","Main scheme application","1030","635","0.619","0"
"2021","All","25 - 29","Scotland","Main scheme applicant","Main scheme application","1180","705","0.597","0"
"2022","All","25 - 29","Scotland","Main scheme applicant","Main scheme application","895","570","0.634","0"
"2023","All","25 - 29","Scotland","Main scheme applicant","Main scheme application","680","415","0.612","0"
"2019","All","30 - 34","Scotland","Main scheme applicant","Main scheme application","660","385","0.582","0"
"2020","All","30 - 34","Scotland","Main scheme applicant","Main scheme application","735","445","0.604","0"
"2021","All","30 - 34","Scotland","Main scheme applicant","Main scheme application","885","510","0.5740000000000001","0"
"2022","All","30 - 34","Scotland","Main scheme applicant","Main scheme application","745","450","0.603","0"
"2023","All","30 - 34","Scotland","Main scheme applicant","Main scheme application","580","375","0.652","0"
"2019","All","35 and over","Scotland","Main scheme applicant","Main scheme application","1080","560","0.518","0"
"2020","All","35 and over","Scotland","Main scheme applicant","Main scheme application","1375","785","0.5730000000000001","0"
"2021","All","35 and over","Scotland","Main scheme applicant","Main scheme application","1455","800","0.55","0"
"2022","All","35 and over","Scotland","Main scheme applicant","Main scheme application","1245","760","0.612","0"
"2023","All","35 and over","Scotland","Main scheme applicant","Main scheme application","1130","740","0.656","0"
"2019","All","18","Wales","Main scheme applicant","Main scheme application","510","290","0.5630000000000001","0"
"2020","All","18","Wales","Main scheme applicant","Main scheme application","560","340","0.608","0"
"2021","All","18","Wales","Main scheme applicant","Main scheme application","650","365","0.561","0"
"2022","All","18","Wales","Main scheme applicant","Main scheme application","625","285","0.453","0"
"2023","All","18","Wales","Main scheme applicant","Main scheme application","455","240","0.532","0"
"2019","All","19","Wales","Main scheme applicant","Main scheme application","335","190","0.5730000000000001","0"
"2020","All","19","Wales","Main scheme applicant","Main scheme application","280","165","0.595","0"
"2021","All","19","Wales","Main scheme applicant","Main scheme application","290","165","0.5660000000000001","0"
"2022","All","19","Wales","Main scheme applicant","Main scheme application","250","115","0.466","0"
"2023","All","19","Wales","Main scheme applicant","Main scheme application","180","95","0.52","0"
"2019","All","20","Wales","Main scheme applicant","Main scheme application","160","80","0.484","0"
"2020","All","20","Wales","Main scheme applicant","Main scheme application","160","95","0.584","0"
"2021","All","20","Wales","Main scheme applicant","Main scheme application","190","90","0.47900000000000004","0"
"2022","All","20","Wales","Main scheme applicant","Main scheme application","125","70","0.5650000000000001","0"
"2023","All","20","Wales","Main scheme applicant","Main scheme application","115","65","0.547","0"
"2019","All","21 - 24","Wales","Main scheme applicant","Main scheme application","420","260","0.622","0"
"2020","All","21 - 24","Wales","Main scheme applicant","Main scheme application","435","265","0.605","0"
"2021","All","21 - 24","Wales","Main scheme applicant","Main scheme application","490","265","0.539","0"
"2022","All","21 - 24","Wales","Main scheme applicant","Main scheme application","300","150","0.502","0"
"2023","All","21 - 24","Wales","Main scheme applicant","Main scheme application","210","120","0.557","0"
"2019","All","25 - 29","Wales","Main scheme applicant","Main scheme application","400","230","0.5730000000000001","0"
"2020","All","25 - 29","Wales","Main scheme applicant","Main scheme application","440","255","0.582","0"
"2021","All","25 - 29","Wales","Main scheme applicant","Main scheme application","450","260","0.582","0"
"2022","All","25 - 29","Wales","Main scheme applicant","Main scheme application","330","190","0.5690000000000001","0"
"2023","All","25 - 29","Wales","Main scheme applicant","Main scheme application","200","105","0.522","0"
"2019","All","30 - 34","Wales","Main scheme applicant","Main scheme application","260","160","0.624","0"
"2020","All","30 - 34","Wales","Main scheme applicant","Main scheme application","305","175","0.578","0"
"2021","All","30 - 34","Wales","Main scheme applicant","Main scheme application","330","190","0.5750000000000001","0"
"2022","All","30 - 34","Wales","Main scheme applicant","Main scheme application","270","145","0.535","0"
"2023","All","30 - 34","Wales","Main scheme applicant","Main scheme application","190","125","0.67","0"
"2019","All","35 and over","Wales","Main scheme applicant","Main scheme application","400","215","0.543","0"
"2020","All","35 and over","Wales","Main scheme applicant","Main scheme application","415","230","0.549","0"
"2021","All","35 and over","Wales","Main scheme applicant","Main scheme application","450","245","0.543","0"
"2022","All","35 and over","Wales","Main scheme applicant","Main scheme application","355","195","0.552","0"
"2023","All","35 and over","Wales","Main scheme applicant","Main scheme application","295","155","0.526","0"
"2019","All","17 and under","Not EU","Main scheme applicant","Main scheme application","25","0"," ","0"
"2020","All","17 and under","Not EU","Main scheme applicant","Main scheme application","45","5"," ","0"
"2021","All","17 and under","Not EU","Main scheme applicant","Main scheme application","70","5"," ","0"
"2022","All","17 and under","Not EU","Main scheme applicant","Main scheme application","120","10","0.098","0"
"2023","All","17 and under","Not EU","Main scheme applicant","Main scheme application","135","15","0.096","0"
"2019","All","18","Not EU","Main scheme applicant","Main scheme application","120","20","0.18","0"
"2020","All","18","Not EU","Main scheme applicant","Main scheme application","150","35","0.243","0"
"2021","All","18","Not EU","Main scheme applicant","Main scheme application","235","40","0.169","0"
"2022","All","18","Not EU","Main scheme applicant","Main scheme application","365","50","0.134","0"
"2023","All","18","Not EU","Main scheme applicant","Main scheme application","370","65","0.177","0"
"2019","All","19","Not EU","Main scheme applicant","Main scheme application","100","25","0.265","0"
"2020","All","19","Not EU","Main scheme applicant","Main scheme application","140","30","0.217","0"
"2021","All","19","Not EU","Main scheme applicant","Main scheme application","230","40","0.166","0"
"2022","All","19","Not EU","Main scheme applicant","Main scheme application","535","75","0.14300000000000002","0"
"2023","All","19","Not EU","Main scheme applicant","Main scheme application","435","75","0.17400000000000002","0"
"2019","All","20","Not EU","Main scheme applicant","Main scheme application","60","15","0.259","0"
"2020","All","20","Not EU","Main scheme applicant","Main scheme application","85","20","0.226","0"
"2021","All","20","Not EU","Main scheme applicant","Main scheme application","150","25","0.152","0"
"2022","All","20","Not EU","Main scheme applicant","Main scheme application","250","40","0.161","0"
"2023","All","20","Not EU","Main scheme applicant","Main scheme application","255","35","0.146","0"
"2019","All","21 - 24","Not EU","Main scheme applicant","Main scheme application","160","25","0.164","0"
"2020","All","21 - 24","Not EU","Main scheme applicant","Main scheme application","200","35","0.167","0"
"2021","All","21 - 24","Not EU","Main scheme applicant","Main scheme application","325","50","0.15","0"
"2022","All","21 - 24","Not EU","Main scheme applicant","Main scheme application","470","65","0.14300000000000002","0"
"2023","All","21 - 24","Not EU","Main scheme applicant","Main scheme application","540","90","0.169","0"
"2019","All","25 - 29","Not EU","Main scheme applicant","Main scheme application","160","25","0.148","0"
"2020","All","25 - 29","Not EU","Main scheme applicant","Main scheme application","230","50","0.209","0"
"2021","All","25 - 29","Not EU","Main scheme applicant","Main scheme application","425","55","0.131","0"
"2022","All","25 - 29","Not EU","Main scheme applicant","Main scheme application","610","90","0.145","0"
"2023","All","25 - 29","Not EU","Main scheme applicant","Main scheme application","610","110","0.182","0"
"2019","All","30 - 34","Not EU","Main scheme applicant","Main scheme application","115","20","0.167","0"
"2020","All","30 - 34","Not EU","Main scheme applicant","Main scheme application","195","30","0.155","0"
"2021","All","30 - 34","Not EU","Main scheme applicant","Main scheme application","345","45","0.133","0"
"2022","All","30 - 34","Not EU","Main scheme applicant","Main scheme application","485","80","0.167","0"
"2023","All","30 - 34","Not EU","Main scheme applicant","Main scheme application","445","60","0.14","0"
"2019","All","35 and over","Not EU","Main scheme applicant","Main scheme application","155","25","0.17200000000000001","0"
"2020","All","35 and over","Not EU","Main scheme applicant","Main scheme application","250","45","0.171","0"
"2021","All","35 and over","Not EU","Main scheme applicant","Main scheme application","420","50","0.114","0"
"2022","All","35 and over","Not EU","Main scheme applicant","Main scheme application","575","90","0.155","0"
"2023","All","35 and over","Not EU","Main scheme applicant","Main scheme application","475","60","0.126","0"
"2019","All","17 and under","EU (excluding UK)","Main scheme applicant","Main scheme application","60","10"," ","0"
"2020","All","17 and under","EU (excluding UK)","Main scheme applicant","Main scheme application","50","10","0.196","0"
"2021","All","17 and under","EU (excluding UK)","Main scheme applicant","Main scheme application","65","5"," ","0"
"2022","All","17 and under","EU (excluding UK)","Main scheme applicant","Main scheme application","55","5"," ","0"
"2023","All","17 and under","EU (excluding UK)","Main scheme applicant","Main scheme application","45","5"," ","0"
"2019","All","18","EU (excluding UK)","Main scheme applicant","Main scheme application","230","40","0.181","0"
"2020","All","18","EU (excluding UK)","Main scheme applicant","Main scheme application","265","85","0.313","0"
"2021","All","18","EU (excluding UK)","Main scheme applicant","Main scheme application","290","65","0.217","0"
"2022","All","18","EU (excluding UK)","Main scheme applicant","Main scheme application","275","50","0.178","0"
"2023","All","18","EU (excluding UK)","Main scheme applicant","Main scheme application","235","60","0.253","0"
"2019","All","19","EU (excluding UK)","Main scheme applicant","Main scheme application","295","115","0.391","0"
"2020","All","19","EU (excluding UK)","Main scheme applicant","Main scheme application","270","120","0.445","0"
"2021","All","19","EU (excluding UK)","Main scheme applicant","Main scheme application","295","90","0.301","0"
"2022","All","19","EU (excluding UK)","Main scheme applicant","Main scheme application","200","45","0.226","0"
"2023","All","19","EU (excluding UK)","Main scheme applicant","Main scheme application","195","60","0.303","0"
"2019","All","20","EU (excluding UK)","Main scheme applicant","Main scheme application","160","70","0.435","0"
"2020","All","20","EU (excluding UK)","Main scheme applicant","Main scheme application","155","65","0.427","0"
"2021","All","20","EU (excluding UK)","Main scheme applicant","Main scheme application","150","50","0.329","0"
"2022","All","20","EU (excluding UK)","Main scheme applicant","Main scheme application","125","35","0.272","0"
"2023","All","20","EU (excluding UK)","Main scheme applicant","Main scheme application","80","20","0.244","0"
"2019","All","21 - 24","EU (excluding UK)","Main scheme applicant","Main scheme application","170","70","0.40800000000000003","0"
"2020","All","21 - 24","EU (excluding UK)","Main scheme applicant","Main scheme application","160","60","0.392","0"
"2021","All","21 - 24","EU (excluding UK)","Main scheme applicant","Main scheme application","200","70","0.35100000000000003","0"
"2022","All","21 - 24","EU (excluding UK)","Main scheme applicant","Main scheme application","120","40","0.311","0"
"2023","All","21 - 24","EU (excluding UK)","Main scheme applicant","Main scheme application","115","30","0.274","0"
"2019","All","25 - 29","EU (excluding UK)","Main scheme applicant","Main scheme application","50","25","0.451","0"
"2020","All","25 - 29","EU (excluding UK)","Main scheme applicant","Main scheme application","70","20","0.29","0"
"2021","All","25 - 29","EU (excluding UK)","Main scheme applicant","Main scheme application","65","10","0.159","0"
"2022","All","25 - 29","EU (excluding UK)","Main scheme applicant","Main scheme application","45","10","0.233","0"
"2023","All","25 - 29","EU (excluding UK)","Main scheme applicant","Main scheme application","30","5"," ","0"
"2019","All","30 - 34","EU (excluding UK)","Main scheme applicant","Main scheme application","20","5"," ","0"
"2020","All","30 - 34","EU (excluding UK)","Main scheme applicant","Main scheme application","30","10"," ","0"
"2021","All","30 - 34","EU (excluding UK)","Main scheme applicant","Main scheme application","25","5"," ","0"
"2022","All","30 - 34","EU (excluding UK)","Main scheme applicant","Main scheme application","15","5"," ","0"
"2023","All","30 - 34","EU (excluding UK)","Main scheme applicant","Main scheme application","15","5"," ","0"
"2019","All","35 and over","EU (excluding UK)","Main scheme applicant","Main scheme application","45","20","0.383","0"
"2020","All","35 and over","EU (excluding UK)","Main scheme applicant","Main scheme application","55","15","0.246","0"
"2021","All","35 and over","EU (excluding UK)","Main scheme applicant","Main scheme application","40","10","0.244","0"
"2022","All","35 and over","EU (excluding UK)","Main scheme applicant","Main scheme application","35","5"," ","0"
"2023","All","35 and over","EU (excluding UK)","Main scheme applicant","Main scheme application","30","10","0.333","0"
"2019","Female","All","Northern Ireland","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2020","Female","All","Northern Ireland","Not main scheme applicant","Not main scheme application","10","5"," ","0"
"2021","Female","All","Northern Ireland","Not main scheme applicant","Not main scheme application","5","0"," ","0"
"2022","Female","All","Northern Ireland","Not main scheme applicant","Not main scheme application","10","5"," ","0"
"2023","Female","All","Northern Ireland","Not main scheme applicant","Not main scheme application","10","5"," ","0"
"2019","Female","All","England","Not main scheme applicant","Not main scheme application","1750","1500","0.858","0"
"2020","Female","All","England","Not main scheme applicant","Not main scheme application","2450","2000","0.8170000000000001","0"
"2021","Female","All","England","Not main scheme applicant","Not main scheme application","1425","1155","0.812","0"
"2022","Female","All","England","Not main scheme applicant","Not main scheme application","1800","1370","0.763","0"
"2023","Female","All","England","Not main scheme applicant","Not main scheme application","2275","1820","0.8","0"
"2019","Male","All","England","Not main scheme applicant","Not main scheme application","305","255","0.837","0"
"2020","Male","All","England","Not main scheme applicant","Not main scheme application","470","365","0.78","0"
"2021","Male","All","England","Not main scheme applicant","Not main scheme application","250","190","0.768","0"
"2022","Male","All","England","Not main scheme applicant","Not main scheme application","320","235","0.732","0"
"2023","Male","All","England","Not main scheme applicant","Not main scheme application","475","335","0.706","0"
"2019","Female","All","Scotland","Not main scheme applicant","Not main scheme application","130","95","0.738","0"
"2020","Female","All","Scotland","Not main scheme applicant","Not main scheme application","180","135","0.761","0"
"2021","Female","All","Scotland","Not main scheme applicant","Not main scheme application","55","45","0.8","0"
"2022","Female","All","Scotland","Not main scheme applicant","Not main scheme application","285","195","0.6960000000000001","0"
"2023","Female","All","Scotland","Not main scheme applicant","Not main scheme application","350","275","0.781","0"
"2019","Male","All","Scotland","Not main scheme applicant","Not main scheme application","20","15","0.667","0"
"2020","Male","All","Scotland","Not main scheme applicant","Not main scheme application","25","20","0.808","0"
"2021","Male","All","Scotland","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2022","Male","All","Scotland","Not main scheme applicant","Not main scheme application","35","30","0.778","0"
"2023","Male","All","Scotland","Not main scheme applicant","Not main scheme application","60","45","0.776","0"
"2019","Female","All","Wales","Not main scheme applicant","Not main scheme application","50","45","0.863","0"
"2020","Female","All","Wales","Not main scheme applicant","Not main scheme application","85","60","0.747","0"
"2021","Female","All","Wales","Not main scheme applicant","Not main scheme application","65","40","0.625","0"
"2022","Female","All","Wales","Not main scheme applicant","Not main scheme application","60","40","0.6950000000000001","0"
"2023","Female","All","Wales","Not main scheme applicant","Not main scheme application","85","70","0.8","0"
"2019","Male","All","Wales","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2020","Male","All","Wales","Not main scheme applicant","Not main scheme application","15","10"," ","0"
"2021","Male","All","Wales","Not main scheme applicant","Not main scheme application","10","5"," ","0"
"2022","Male","All","Wales","Not main scheme applicant","Not main scheme application","10","10"," ","0"
"2023","Male","All","Wales","Not main scheme applicant","Not main scheme application","15","10","0.786","0"
"2019","Female","All","Not EU","Not main scheme applicant","Not main scheme application","55","40","0.774","0"
"2020","Female","All","Not EU","Not main scheme applicant","Not main scheme application","105","70","0.6990000000000001","0"
"2021","Female","All","Not EU","Not main scheme applicant","Not main scheme application","65","35","0.578","0"
"2022","Female","All","Not EU","Not main scheme applicant","Not main scheme application","90","45","0.506","0"
"2023","Female","All","Not EU","Not main scheme applicant","Not main scheme application","100","80","0.78","0"
"2019","Male","All","Not EU","Not main scheme applicant","Not main scheme application","10","5"," ","0"
"2020","Male","All","Not EU","Not main scheme applicant","Not main scheme application","30","20","0.645","0"
"2021","Male","All","Not EU","Not main scheme applicant","Not main scheme application","20","10"," ","0"
"2022","Male","All","Not EU","Not main scheme applicant","Not main scheme application","20","10","0.5710000000000001","0"
"2023","Male","All","Not EU","Not main scheme applicant","Not main scheme application","35","25","0.8180000000000001","0"
"2019","Female","All","EU (excluding UK)","Not main scheme applicant","Not main scheme application","15","5"," ","0"
"2020","Female","All","EU (excluding UK)","Not main scheme applicant","Not main scheme application","30","20","0.656","0"
"2021","Female","All","EU (excluding UK)","Not main scheme applicant","Not main scheme application","15","10"," ","0"
"2022","Female","All","EU (excluding UK)","Not main scheme applicant","Not main scheme application","10","5"," ","0"
"2023","Female","All","EU (excluding UK)","Not main scheme applicant","Not main scheme application","20","15","0.7000000000000001","0"
"2019","Male","All","EU (excluding UK)","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2022","Male","All","EU (excluding UK)","Not main scheme applicant","Not main scheme application","5","0"," ","0"
"2019","Female","All","Northern Ireland","Main scheme applicant","Not main scheme application","135","95","0.716","0"
"2020","Female","All","Northern Ireland","Main scheme applicant","Not main scheme application","170","130","0.744","0"
"2021","Female","All","Northern Ireland","Main scheme applicant","Not main scheme application","235","165","0.711","0"
"2022","Female","All","Northern Ireland","Main scheme applicant","Not main scheme application","290","235","0.8200000000000001","0"
"2023","Female","All","Northern Ireland","Main scheme applicant","Not main scheme application","305","235","0.771","0"
"2019","Male","All","Northern Ireland","Main scheme applicant","Not main scheme application","10","5"," ","0"
"2020","Male","All","Northern Ireland","Main scheme applicant","Not main scheme application","15","15","0.8240000000000001","0"
"2021","Male","All","Northern Ireland","Main scheme applicant","Not main scheme application","15","5"," ","0"
"2022","Male","All","Northern Ireland","Main scheme applicant","Not main scheme application","30","25","0.806","0"
"2023","Male","All","Northern Ireland","Main scheme applicant","Not main scheme application","30","25","0.806","0"
"2019","Female","All","England","Main scheme applicant","Not main scheme application","2420","1780","0.735","0"
"2020","Female","All","England","Main scheme applicant","Not main scheme application","3025","2315","0.766","0"
"2021","Female","All","England","Main scheme applicant","Not main scheme application","3330","2270","0.682","0"
"2022","Female","All","England","Main scheme applicant","Not main scheme application","3310","2200","0.666","0"
"2023","Female","All","England","Main scheme applicant","Not main scheme application","2885","2130","0.739","0"
"2019","Male","All","England","Main scheme applicant","Not main scheme application","295","210","0.712","0"
"2020","Male","All","England","Main scheme applicant","Not main scheme application","460","315","0.684","0"
"2021","Male","All","England","Main scheme applicant","Not main scheme application","430","260","0.605","0"
"2022","Male","All","England","Main scheme applicant","Not main scheme application","450","240","0.532","0"
"2023","Male","All","England","Main scheme applicant","Not main scheme application","450","280","0.626","0"
"2019","Female","All","Scotland","Main scheme applicant","Not main scheme application","325","175","0.539","0"
"2020","Female","All","Scotland","Main scheme applicant","Not main scheme application","335","200","0.598","0"
"2021","Female","All","Scotland","Main scheme applicant","Not main scheme application","240","100","0.421","0"
