"Year","Gender","Age group","Domicile","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2021","All","30 - 34","Scotland","Main scheme applicant","Main scheme application","720","285","0.393","0"
"2022","All","30 - 34","Scotland","Main scheme applicant","Main scheme application","505","265","0.528","0"
"2023","All","30 - 34","Scotland","Main scheme applicant","Main scheme application","385","205","0.529","0"
"2019","All","35 and over","Scotland","Main scheme applicant","Main scheme application","1080","470","0.433","0"
"2020","All","35 and over","Scotland","Main scheme applicant","Main scheme application","1145","520","0.455","0"
"2021","All","35 and over","Scotland","Main scheme applicant","Main scheme application","1225","455","0.37","0"
"2022","All","35 and over","Scotland","Main scheme applicant","Main scheme application","840","400","0.47900000000000004","0"
"2023","All","35 and over","Scotland","Main scheme applicant","Main scheme application","690","360","0.518","0"
"2020","All","18","Wales","Main scheme applicant","Main scheme application","5","0"," ","0"
"2022","All","18","Wales","Main scheme applicant","Main scheme application","20","0"," ","0"
"2023","All","18","Wales","Main scheme applicant","Main scheme application","5","0"," ","0"
"2023","All","20","Wales","Main scheme applicant","Main scheme application","5","0"," ","0"
"2020","All","21 - 24","Wales","Main scheme applicant","Main scheme application","5","0"," ","0"
"2021","All","21 - 24","Wales","Main scheme applicant","Main scheme application","5","0"," ","0"
"2022","All","21 - 24","Wales","Main scheme applicant","Main scheme application","645","460","0.711","0"
"2023","All","21 - 24","Wales","Main scheme applicant","Main scheme application","600","420","0.6990000000000001","0"
"2019","All","25 - 29","Wales","Main scheme applicant","Main scheme application","5","0"," ","0"
"2020","All","25 - 29","Wales","Main scheme applicant","Main scheme application","5","0"," ","0"
"2022","All","25 - 29","Wales","Main scheme applicant","Main scheme application","230","155","0.671","0"
"2023","All","25 - 29","Wales","Main scheme applicant","Main scheme application","220","150","0.683","0"
"2022","All","30 - 34","Wales","Main scheme applicant","Main scheme application","95","70","0.742","0"
"2023","All","30 - 34","Wales","Main scheme applicant","Main scheme application","80","50","0.654","0"
"2022","All","35 and over","Wales","Main scheme applicant","Main scheme application","125","75","0.5750000000000001","0"
"2023","All","35 and over","Wales","Main scheme applicant","Main scheme application","90","55","0.593","0"
"2019","All","21 - 24","Not EU","Main scheme applicant","Main scheme application","15","5"," ","0"
"2020","All","21 - 24","Not EU","Main scheme applicant","Main scheme application","30","10"," ","0"
"2021","All","21 - 24","Not EU","Main scheme applicant","Main scheme application","20","0"," ","0"
"2022","All","21 - 24","Not EU","Main scheme applicant","Main scheme application","20","5"," ","0"
"2023","All","21 - 24","Not EU","Main scheme applicant","Main scheme application","30","5"," ","0"
"2019","All","25 - 29","Not EU","Main scheme applicant","Main scheme application","20","10"," ","0"
"2020","All","25 - 29","Not EU","Main scheme applicant","Main scheme application","20","5"," ","0"
"2021","All","25 - 29","Not EU","Main scheme applicant","Main scheme application","25","10"," ","0"
"2022","All","25 - 29","Not EU","Main scheme applicant","Main scheme application","40","10","0.289","0"
"2023","All","25 - 29","Not EU","Main scheme applicant","Main scheme application","30","10","0.333","0"
"2019","All","30 - 34","Not EU","Main scheme applicant","Main scheme application","15","5"," ","0"
"2020","All","30 - 34","Not EU","Main scheme applicant","Main scheme application","15","5"," ","0"
"2021","All","30 - 34","Not EU","Main scheme applicant","Main scheme application","10","5"," ","0"
"2022","All","30 - 34","Not EU","Main scheme applicant","Main scheme application","25","5"," ","0"
"2023","All","30 - 34","Not EU","Main scheme applicant","Main scheme application","20","5"," ","0"
"2019","All","35 and over","Not EU","Main scheme applicant","Main scheme application","15","5"," ","0"
"2020","All","35 and over","Not EU","Main scheme applicant","Main scheme application","10","0"," ","0"
"2021","All","35 and over","Not EU","Main scheme applicant","Main scheme application","20","0"," ","0"
"2022","All","35 and over","Not EU","Main scheme applicant","Main scheme application","35","5"," ","0"
"2023","All","35 and over","Not EU","Main scheme applicant","Main scheme application","25","5"," ","0"
"2019","All","20","EU (excluding UK)","Main scheme applicant","Main scheme application","5","0"," ","0"
"2020","All","20","EU (excluding UK)","Main scheme applicant","Main scheme application","5","0"," ","0"
"2019","All","21 - 24","EU (excluding UK)","Main scheme applicant","Main scheme application","125","45","0.352","0"
"2020","All","21 - 24","EU (excluding UK)","Main scheme applicant","Main scheme application","145","60","0.41300000000000003","0"
"2021","All","21 - 24","EU (excluding UK)","Main scheme applicant","Main scheme application","95","20","0.2","0"
"2022","All","21 - 24","EU (excluding UK)","Main scheme applicant","Main scheme application","55","10","0.17500000000000002","0"
"2023","All","21 - 24","EU (excluding UK)","Main scheme applicant","Main scheme application","50","15","0.327","0"
"2019","All","25 - 29","EU (excluding UK)","Main scheme applicant","Main scheme application","55","20","0.386","0"
"2020","All","25 - 29","EU (excluding UK)","Main scheme applicant","Main scheme application","80","30","0.388","0"
"2021","All","25 - 29","EU (excluding UK)","Main scheme applicant","Main scheme application","60","10","0.20700000000000002","0"
"2022","All","25 - 29","EU (excluding UK)","Main scheme applicant","Main scheme application","35","15","0.417","0"
"2023","All","25 - 29","EU (excluding UK)","Main scheme applicant","Main scheme application","20","5"," ","0"
"2019","All","30 - 34","EU (excluding UK)","Main scheme applicant","Main scheme application","30","10","0.34400000000000003","0"
"2020","All","30 - 34","EU (excluding UK)","Main scheme applicant","Main scheme application","30","10","0.41400000000000003","0"
"2021","All","30 - 34","EU (excluding UK)","Main scheme applicant","Main scheme application","15","5"," ","0"
"2022","All","30 - 34","EU (excluding UK)","Main scheme applicant","Main scheme application","10","5"," ","0"
"2023","All","30 - 34","EU (excluding UK)","Main scheme applicant","Main scheme application","5","5"," ","0"
"2019","All","35 and over","EU (excluding UK)","Main scheme applicant","Main scheme application","15","5"," ","0"
"2020","All","35 and over","EU (excluding UK)","Main scheme applicant","Main scheme application","10","5"," ","0"
"2021","All","35 and over","EU (excluding UK)","Main scheme applicant","Main scheme application","10","0"," ","0"
"2022","All","35 and over","EU (excluding UK)","Main scheme applicant","Main scheme application","10","0"," ","0"
"2023","All","35 and over","EU (excluding UK)","Main scheme applicant","Main scheme application","10","0"," ","0"
"2019","Female","All","England","Not main scheme applicant","Not main scheme application","10","10","1","0"
"2020","Female","All","England","Not main scheme applicant","Not main scheme application","25","25","0.926","0"
"2021","Female","All","England","Not main scheme applicant","Not main scheme application","15","15","0.8130000000000001","0"
"2022","Female","All","England","Not main scheme applicant","Not main scheme application","15","10","0.733","0"
"2023","Female","All","England","Not main scheme applicant","Not main scheme application","20","20","1","0"
"2019","Male","All","England","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2020","Male","All","England","Not main scheme applicant","Not main scheme application","15","10","0.846","0"
"2021","Male","All","England","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2022","Male","All","England","Not main scheme applicant","Not main scheme application","10","10","0.909","0"
"2023","Male","All","England","Not main scheme applicant","Not main scheme application","15","15","0.9410000000000001","0"
"2019","Female","All","Scotland","Not main scheme applicant","Not main scheme application","55","35","0.667","0"
"2020","Female","All","Scotland","Not main scheme applicant","Not main scheme application","80","55","0.705","0"
"2021","Female","All","Scotland","Not main scheme applicant","Not main scheme application","45","30","0.6980000000000001","0"
"2022","Female","All","Scotland","Not main scheme applicant","Not main scheme application","55","40","0.732","0"
"2023","Female","All","Scotland","Not main scheme applicant","Not main scheme application","70","55","0.779","0"
"2019","Male","All","Scotland","Not main scheme applicant","Not main scheme application","30","25","0.839","0"
"2020","Male","All","Scotland","Not main scheme applicant","Not main scheme application","65","55","0.8180000000000001","0"
"2021","Male","All","Scotland","Not main scheme applicant","Not main scheme application","20","20","0.8180000000000001","0"
"2022","Male","All","Scotland","Not main scheme applicant","Not main scheme application","40","25","0.658","0"
"2023","Male","All","Scotland","Not main scheme applicant","Not main scheme application","40","30","0.842","0"
"2022","Female","All","Wales","Not main scheme applicant","Not main scheme application","70","55","0.786","0"
"2023","Female","All","Wales","Not main scheme applicant","Not main scheme application","65","50","0.794","0"
"2022","Male","All","Wales","Not main scheme applicant","Not main scheme application","40","35","0.85","0"
"2023","Male","All","Wales","Not main scheme applicant","Not main scheme application","50","45","0.843","0"
"2022","Female","All","Not EU","Not main scheme applicant","Not main scheme application","5","0"," ","0"
"2020","Female","All","EU (excluding UK)","Not main scheme applicant","Not main scheme application","5","0"," ","0"
"2019","Female","All","England","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2022","Female","All","England","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2019","Female","All","Scotland","Main scheme applicant","Not main scheme application","150","80","0.53","0"
"2020","Female","All","Scotland","Main scheme applicant","Not main scheme application","150","50","0.34700000000000003","0"
"2021","Female","All","Scotland","Main scheme applicant","Not main scheme application","175","65","0.364","0"
"2022","Female","All","Scotland","Main scheme applicant","Not main scheme application","120","65","0.554","0"
"2023","Female","All","Scotland","Main scheme applicant","Not main scheme application","85","55","0.655","0"
"2019","Male","All","Scotland","Main scheme applicant","Not main scheme application","30","10","0.34400000000000003","0"
"2020","Male","All","Scotland","Main scheme applicant","Not main scheme application","60","20","0.323","0"
"2021","Male","All","Scotland","Main scheme applicant","Not main scheme application","70","20","0.279","0"
"2022","Male","All","Scotland","Main scheme applicant","Not main scheme application","40","20","0.512","0"
"2023","Male","All","Scotland","Main scheme applicant","Not main scheme application","35","15","0.455","0"
"2022","Female","All","Wales","Main scheme applicant","Not main scheme application","15","15","0.882","0"
"2023","Female","All","Wales","Main scheme applicant","Not main scheme application","25","25","0.852","0"
"2022","Male","All","Wales","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","Male","All","Wales","Main scheme applicant","Not main scheme application","10","10"," ","0"
"2023","Female","All","Not EU","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2022","Male","All","Not EU","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2019","Female","All","EU (excluding UK)","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2020","Female","All","EU (excluding UK)","Main scheme applicant","Not main scheme application","10","5"," ","0"
"2021","Female","All","EU (excluding UK)","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2022","Female","All","EU (excluding UK)","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2019","Female","All","Northern Ireland","Main scheme applicant","Main scheme application","65","20","0.273","0"
"2020","Female","All","Northern Ireland","Main scheme applicant","Main scheme application","50","15","0.255","0"
"2021","Female","All","Northern Ireland","Main scheme applicant","Main scheme application","65","20","0.323","0"
"2022","Female","All","Northern Ireland","Main scheme applicant","Main scheme application","45","15","0.386","0"
"2023","Female","All","Northern Ireland","Main scheme applicant","Main scheme application","35","5"," ","0"
"2019","Male","All","Northern Ireland","Main scheme applicant","Main scheme application","25","5"," ","0"
"2020","Male","All","Northern Ireland","Main scheme applicant","Main scheme application","20","0"," ","0"
"2021","Male","All","Northern Ireland","Main scheme applicant","Main scheme application","30","10"," ","0"
"2022","Male","All","Northern Ireland","Main scheme applicant","Main scheme application","25","10"," ","0"
"2023","Male","All","Northern Ireland","Main scheme applicant","Main scheme application","10","0"," ","0"
"2019","Female","All","England","Main scheme applicant","Main scheme application","100","35","0.364","0"
"2020","Female","All","England","Main scheme applicant","Main scheme application","95","40","0.426","0"
"2021","Female","All","England","Main scheme applicant","Main scheme application","135","50","0.353","0"
"2022","Female","All","England","Main scheme applicant","Main scheme application","155","60","0.397","0"
"2023","Female","All","England","Main scheme applicant","Main scheme application","125","55","0.421","0"
"2019","Male","All","England","Main scheme applicant","Main scheme application","40","15","0.333","0"
"2020","Male","All","England","Main scheme applicant","Main scheme application","45","20","0.488","0"
"2021","Male","All","England","Main scheme applicant","Main scheme application","50","15","0.28","0"
"2022","Male","All","England","Main scheme applicant","Main scheme application","70","25","0.362","0"
"2023","Male","All","England","Main scheme applicant","Main scheme application","65","25","0.385","0"
"2019","Female","All","Scotland","Main scheme applicant","Main scheme application","3285","1645","0.5","0"
"2020","Female","All","Scotland","Main scheme applicant","Main scheme application","3460","1795","0.519","0"
"2021","Female","All","Scotland","Main scheme applicant","Main scheme application","4120","1730","0.42","0"
"2022","Female","All","Scotland","Main scheme applicant","Main scheme application","2830","1505","0.532","0"
"2023","Female","All","Scotland","Main scheme applicant","Main scheme application","2310","1280","0.555","0"
"2019","Male","All","Scotland","Main scheme applicant","Main scheme application","1330","590","0.443","0"
"2020","Male","All","Scotland","Main scheme applicant","Main scheme application","1355","600","0.445","0"
"2021","Male","All","Scotland","Main scheme applicant","Main scheme application","1635","605","0.37","0"
"2022","Male","All","Scotland","Main scheme applicant","Main scheme application","1215","525","0.433","0"
"2023","Male","All","Scotland","Main scheme applicant","Main scheme application","935","450","0.483","0"
"2019","Female","All","Wales","Main scheme applicant","Main scheme application","5","0"," ","0"
"2020","Female","All","Wales","Main scheme applicant","Main scheme application","10","0"," ","0"
"2021","Female","All","Wales","Main scheme applicant","Main scheme application","5","0"," ","0"
"2022","Female","All","Wales","Main scheme applicant","Main scheme application","810","550","0.682","0"
"2023","Female","All","Wales","Main scheme applicant","Main scheme application","715","480","0.674","0"
"2019","Male","All","Wales","Main scheme applicant","Main scheme application","5","0"," ","0"
"2020","Male","All","Wales","Main scheme applicant","Main scheme application","5","0"," ","0"
"2022","Male","All","Wales","Main scheme applicant","Main scheme application","310","205","0.66","0"
"2023","Male","All","Wales","Main scheme applicant","Main scheme application","285","195","0.678","0"
"2019","Female","All","Not EU","Main scheme applicant","Main scheme application","50","15","0.34700000000000003","0"
"2020","Female","All","Not EU","Main scheme applicant","Main scheme application","55","15","0.28300000000000003","0"
"2021","Female","All","Not EU","Main scheme applicant","Main scheme application","55","10","0.2","0"
"2022","Female","All","Not EU","Main scheme applicant","Main scheme application","65","15","0.242","0"
"2023","Female","All","Not EU","Main scheme applicant","Main scheme application","75","15","0.20500000000000002","0"
"2019","Male","All","Not EU","Main scheme applicant","Main scheme application","15","5"," ","0"
"2020","Male","All","Not EU","Main scheme applicant","Main scheme application","20","5"," ","0"
"2021","Male","All","Not EU","Main scheme applicant","Main scheme application","20","5"," ","0"
"2022","Male","All","Not EU","Main scheme applicant","Main scheme application","50","15","0.269","0"
"2023","Male","All","Not EU","Main scheme applicant","Main scheme application","40","10","0.289","0"
"2019","Female","All","EU (excluding UK)","Main scheme applicant","Main scheme application","170","65","0.371","0"
"2020","Female","All","EU (excluding UK)","Main scheme applicant","Main scheme application","205","80","0.392","0"
"2021","Female","All","EU (excluding UK)","Main scheme applicant","Main scheme application","145","30","0.21","0"
"2022","Female","All","EU (excluding UK)","Main scheme applicant","Main scheme application","85","20","0.253","0"
"2023","Female","All","EU (excluding UK)","Main scheme applicant","Main scheme application","65","25","0.375","0"
"2019","Male","All","EU (excluding UK)","Main scheme applicant","Main scheme application","65","20","0.317","0"
"2020","Male","All","EU (excluding UK)","Main scheme applicant","Main scheme application","65","25","0.4","0"
"2021","Male","All","EU (excluding UK)","Main scheme applicant","Main scheme application","40","10"," ","0"
"2022","Male","All","EU (excluding UK)","Main scheme applicant","Main scheme application","25","5"," ","0"
"2023","Male","All","EU (excluding UK)","Main scheme applicant","Main scheme application","20","0"," ","0"
"2019","All","All","England","Not main scheme applicant","Not main scheme application","15","15","1","0"
"2020","All","All","England","Not main scheme applicant","Not main scheme application","40","35","0.9","0"
"2021","All","All","England","Not main scheme applicant","Not main scheme application","20","15","0.773","0"
"2022","All","All","England","Not main scheme applicant","Not main scheme application","25","20","0.808","0"
"2023","All","All","England","Not main scheme applicant","Not main scheme application","40","35","0.974","0"
"2019","All","All","Scotland","Not main scheme applicant","Not main scheme application","85","60","0.729","0"
"2020","All","All","Scotland","Not main scheme applicant","Not main scheme application","145","110","0.757","0"
"2021","All","All","Scotland","Not main scheme applicant","Not main scheme application","65","50","0.738","0"
"2022","All","All","Scotland","Not main scheme applicant","Not main scheme application","95","65","0.7020000000000001","0"
"2023","All","All","Scotland","Not main scheme applicant","Not main scheme application","105","85","0.802","0"
"2022","All","All","Wales","Not main scheme applicant","Not main scheme application","110","90","0.809","0"
"2023","All","All","Wales","Not main scheme applicant","Not main scheme application","115","95","0.8160000000000001","0"
"2022","All","All","Not EU","Not main scheme applicant","Not main scheme application","5","0"," ","0"
"2020","All","All","EU (excluding UK)","Not main scheme applicant","Not main scheme application","5","0"," ","0"
"2023","All","All","Northern Ireland","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2019","All","All","England","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2021","All","All","England","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2022","All","All","England","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2023","All","All","England","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2019","All","All","Scotland","Main scheme applicant","Not main scheme application","180","90","0.497","0"
"2020","All","All","Scotland","Main scheme applicant","Not main scheme application","210","70","0.34","0"
"2021","All","All","Scotland","Main scheme applicant","Not main scheme application","245","85","0.34","0"
"2022","All","All","Scotland","Main scheme applicant","Not main scheme application","160","90","0.543","0"
"2023","All","All","Scotland","Main scheme applicant","Not main scheme application","115","70","0.598","0"
"2022","All","All","Wales","Main scheme applicant","Not main scheme application","25","20","0.875","0"
"2023","All","All","Wales","Main scheme applicant","Not main scheme application","35","30","0.886","0"
"2020","All","All","Not EU","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2022","All","All","Not EU","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2023","All","All","Not EU","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2019","All","All","EU (excluding UK)","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2020","All","All","EU (excluding UK)","Main scheme applicant","Not main scheme application","10","5"," ","0"
"2021","All","All","EU (excluding UK)","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2022","All","All","EU (excluding UK)","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2019","All","All","Northern Ireland","Main scheme applicant","Main scheme application","90","20","0.244","0"
"2020","All","All","Northern Ireland","Main scheme applicant","Main scheme application","70","15","0.203","0"
"2021","All","All","Northern Ireland","Main scheme applicant","Main scheme application","95","30","0.302","0"
"2022","All","All","Northern Ireland","Main scheme applicant","Main scheme application","70","25","0.377","0"
"2023","All","All","Northern Ireland","Main scheme applicant","Main scheme application","50","10"," ","0"
"2019","All","All","England","Main scheme applicant","Main scheme application","140","50","0.355","0"
"2020","All","All","England","Main scheme applicant","Main scheme application","135","60","0.445","0"
"2021","All","All","England","Main scheme applicant","Main scheme application","185","60","0.333","0"
"2022","All","All","England","Main scheme applicant","Main scheme application","225","85","0.387","0"
"2023","All","All","England","Main scheme applicant","Main scheme application","190","80","0.40800000000000003","0"
"2019","All","All","Scotland","Main scheme applicant","Main scheme application","4615","2230","0.484","0"
"2020","All","All","Scotland","Main scheme applicant","Main scheme application","4815","2400","0.498","0"
"2021","All","All","Scotland","Main scheme applicant","Main scheme application","5750","2335","0.406","0"
"2022","All","All","Scotland","Main scheme applicant","Main scheme application","4045","2030","0.502","0"
"2023","All","All","Scotland","Main scheme applicant","Main scheme application","3245","1735","0.534","0"
"2019","All","All","Wales","Main scheme applicant","Main scheme application","5","0"," ","0"
"2020","All","All","Wales","Main scheme applicant","Main scheme application","15","0"," ","0"
"2021","All","All","Wales","Main scheme applicant","Main scheme application","5","0"," ","0"
"2022","All","All","Wales","Main scheme applicant","Main scheme application","1115","755","0.676","0"
"2023","All","All","Wales","Main scheme applicant","Main scheme application","1000","675","0.675","0"
"2019","All","All","Not EU","Main scheme applicant","Main scheme application","65","25","0.34800000000000003","0"
"2020","All","All","Not EU","Main scheme applicant","Main scheme application","75","20","0.27","0"
"2021","All","All","Not EU","Main scheme applicant","Main scheme application","75","15","0.189","0"
"2022","All","All","Not EU","Main scheme applicant","Main scheme application","120","30","0.254","0"
"2023","All","All","Not EU","Main scheme applicant","Main scheme application","110","25","0.234","0"
"2019","All","All","EU (excluding UK)","Main scheme applicant","Main scheme application","235","85","0.356","0"
"2020","All","All","EU (excluding UK)","Main scheme applicant","Main scheme application","270","105","0.394","0"
"2021","All","All","EU (excluding UK)","Main scheme applicant","Main scheme application","180","40","0.209","0"
"2022","All","All","EU (excluding UK)","Main scheme applicant","Main scheme application","115","30","0.254","0"
"2023","All","All","EU (excluding UK)","Main scheme applicant","Main scheme application","85","25","0.306","0"
"2019","Female","21 - 24","All","Not main scheme applicant","Not main scheme application","15","15","0.8130000000000001","0"
"2020","Female","21 - 24","All","Not main scheme applicant","Not main scheme application","25","20","0.704","0"
"2021","Female","21 - 24","All","Not main scheme applicant","Not main scheme application","20","15","0.7000000000000001","0"
"2022","Female","21 - 24","All","Not main scheme applicant","Not main scheme application","50","35","0.712","0"
"2023","Female","21 - 24","All","Not main scheme applicant","Not main scheme application","65","55","0.791","0"
"2019","Male","21 - 24","All","Not main scheme applicant","Not main scheme application","10","10","1","0"
"2020","Male","21 - 24","All","Not main scheme applicant","Not main scheme application","20","15","0.81","0"
"2021","Male","21 - 24","All","Not main scheme applicant","Not main scheme application","10","5"," ","0"
"2022","Male","21 - 24","All","Not main scheme applicant","Not main scheme application","40","35","0.872","0"
"2023","Male","21 - 24","All","Not main scheme applicant","Not main scheme application","45","35","0.86","0"
"2019","Female","25 - 29","All","Not main scheme applicant","Not main scheme application","25","20","0.783","0"
"2020","Female","25 - 29","All","Not main scheme applicant","Not main scheme application","35","30","0.784","0"
"2021","Female","25 - 29","All","Not main scheme applicant","Not main scheme application","10","5"," ","0"
"2022","Female","25 - 29","All","Not main scheme applicant","Not main scheme application","45","35","0.717","0"
"2023","Female","25 - 29","All","Not main scheme applicant","Not main scheme application","35","30","0.853","0"
"2019","Male","25 - 29","All","Not main scheme applicant","Not main scheme application","10","10","0.917","0"
"2020","Male","25 - 29","All","Not main scheme applicant","Not main scheme application","30","25","0.8130000000000001","0"
"2021","Male","25 - 29","All","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2022","Male","25 - 29","All","Not main scheme applicant","Not main scheme application","25","20","0.792","0"
"2023","Male","25 - 29","All","Not main scheme applicant","Not main scheme application","25","20","0.833","0"
"2019","Female","30 - 34","All","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2020","Female","30 - 34","All","Not main scheme applicant","Not main scheme application","15","10","0.733","0"
"2021","Female","30 - 34","All","Not main scheme applicant","Not main scheme application","10","5"," ","0"
"2022","Female","30 - 34","All","Not main scheme applicant","Not main scheme application","15","10","0.733","0"
"2023","Female","30 - 34","All","Not main scheme applicant","Not main scheme application","15","15","0.882","0"
"2019","Male","30 - 34","All","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2020","Male","30 - 34","All","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2021","Male","30 - 34","All","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2022","Male","30 - 34","All","Not main scheme applicant","Not main scheme application","10","5"," ","0"
"2023","Male","30 - 34","All","Not main scheme applicant","Not main scheme application","10","10","0.833","0"
"2019","Female","35 and over","All","Not main scheme applicant","Not main scheme application","20","15","0.682","0"
"2020","Female","35 and over","All","Not main scheme applicant","Not main scheme application","35","20","0.667","0"
"2021","Female","35 and over","All","Not main scheme applicant","Not main scheme application","20","15","0.81","0"
"2022","Female","35 and over","All","Not main scheme applicant","Not main scheme application","35","25","0.771","0"
"2023","Female","35 and over","All","Not main scheme applicant","Not main scheme application","35","25","0.771","0"
"2019","Male","35 and over","All","Not main scheme applicant","Not main scheme application","10","5"," ","0"
"2020","Male","35 and over","All","Not main scheme applicant","Not main scheme application","20","15","0.81","0"
"2021","Male","35 and over","All","Not main scheme applicant","Not main scheme application","10","5"," ","0"
"2022","Male","35 and over","All","Not main scheme applicant","Not main scheme application","20","15","0.684","0"
"2023","Male","35 and over","All","Not main scheme applicant","Not main scheme application","30","25","0.893","0"
"2021","Female","18","All","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2019","Female","21 - 24","All","Main scheme applicant","Not main scheme application","65","30","0.484","0"
"2020","Female","21 - 24","All","Main scheme applicant","Not main scheme application","60","10","0.177","0"
"2021","Female","21 - 24","All","Main scheme applicant","Not main scheme application","85","30","0.326","0"
"2022","Female","21 - 24","All","Main scheme applicant","Not main scheme application","70","40","0.603","0"
"2023","Female","21 - 24","All","Main scheme applicant","Not main scheme application","55","40","0.684","0"
"2019","Male","21 - 24","All","Main scheme applicant","Not main scheme application","10","0"," ","0"
"2020","Male","21 - 24","All","Main scheme applicant","Not main scheme application","25","10","0.423","0"
"2021","Male","21 - 24","All","Main scheme applicant","Not main scheme application","25","5"," ","0"
"2022","Male","21 - 24","All","Main scheme applicant","Not main scheme application","25","15","0.6","0"
"2023","Male","21 - 24","All","Main scheme applicant","Not main scheme application","20","10","0.6","0"
"2019","Female","25 - 29","All","Main scheme applicant","Not main scheme application","45","20","0.489","0"
"2020","Female","25 - 29","All","Main scheme applicant","Not main scheme application","50","25","0.442","0"
"2021","Female","25 - 29","All","Main scheme applicant","Not main scheme application","60","20","0.31","0"
"2022","Female","25 - 29","All","Main scheme applicant","Not main scheme application","35","20","0.559","0"
"2023","Female","25 - 29","All","Main scheme applicant","Not main scheme application","30","25","0.742","0"
"2019","Male","25 - 29","All","Main scheme applicant","Not main scheme application","10","5"," ","0"
"2020","Male","25 - 29","All","Main scheme applicant","Not main scheme application","15","5"," ","0"
"2021","Male","25 - 29","All","Main scheme applicant","Not main scheme application","25","5"," ","0"
"2022","Male","25 - 29","All","Main scheme applicant","Not main scheme application","10","5"," ","0"
"2023","Male","25 - 29","All","Main scheme applicant","Not main scheme application","10","10"," ","0"
"2019","Female","30 - 34","All","Main scheme applicant","Not main scheme application","15","10"," ","0"
"2020","Female","30 - 34","All","Main scheme applicant","Not main scheme application","15","10"," ","0"
"2021","Female","30 - 34","All","Main scheme applicant","Not main scheme application","20","10"," ","0"
"2022","Female","30 - 34","All","Main scheme applicant","Not main scheme application","15","5"," ","0"
"2023","Female","30 - 34","All","Main scheme applicant","Not main scheme application","10","5"," ","0"
"2020","Male","30 - 34","All","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2021","Male","30 - 34","All","Main scheme applicant","Not main scheme application","10","0"," ","0"
"2022","Male","30 - 34","All","Main scheme applicant","Not main scheme application","10","5"," ","0"
"2023","Male","30 - 34","All","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2019","Female","35 and over","All","Main scheme applicant","Not main scheme application","35","25","0.639","0"
"2020","Female","35 and over","All","Main scheme applicant","Not main scheme application","30","15","0.484","0"
"2021","Female","35 and over","All","Main scheme applicant","Not main scheme application","15","10","0.667","0"
"2022","Female","35 and over","All","Main scheme applicant","Not main scheme application","30","20","0.581","0"
"2023","Female","35 and over","All","Main scheme applicant","Not main scheme application","20","15","0.75","0"
"2019","Male","35 and over","All","Main scheme applicant","Not main scheme application","10","5"," ","0"
"2020","Male","35 and over","All","Main scheme applicant","Not main scheme application","20","5"," ","0"
"2021","Male","35 and over","All","Main scheme applicant","Not main scheme application","15","5"," ","0"
"2022","Male","35 and over","All","Main scheme applicant","Not main scheme application","10","5"," ","0"
"2023","Male","35 and over","All","Main scheme applicant","Not main scheme application","10","5"," ","0"
"2022","Female","17 and under","All","Main scheme applicant","Main scheme application","5","0"," ","0"
"2019","Female","18","All","Main scheme applicant","Main scheme application","10","0"," ","0"
"2020","Female","18","All","Main scheme applicant","Main scheme application","30","0"," ","0"
"2021","Female","18","All","Main scheme applicant","Main scheme application","15","0"," ","0"
"2022","Female","18","All","Main scheme applicant","Main scheme application","40","0"," ","0"
"2023","Female","18","All","Main scheme applicant","Main scheme application","25","0"," ","0"
"2019","Male","18","All","Main scheme applicant","Main scheme application","5","0"," ","0"
"2020","Male","18","All","Main scheme applicant","Main scheme application","5","0"," ","0"
"2021","Male","18","All","Main scheme applicant","Main scheme application","10","0"," ","0"
"2022","Male","18","All","Main scheme applicant","Main scheme application","10","0"," ","0"
"2023","Male","18","All","Main scheme applicant","Main scheme application","15","0"," ","0"
