"Year","Gender","Age group","Domicile","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2020","Female","25 - 29","Not EU","Main scheme applicant","Main scheme application","15","5"," ","0"
"2021","Female","25 - 29","Not EU","Main scheme applicant","Main scheme application","15","5"," ","0"
"2022","Female","25 - 29","Not EU","Main scheme applicant","Main scheme application","20","5"," ","0"
"2023","Female","25 - 29","Not EU","Main scheme applicant","Main scheme application","20","5"," ","0"
"2020","Male","25 - 29","Not EU","Main scheme applicant","Main scheme application","5","0"," ","0"
"2021","Male","25 - 29","Not EU","Main scheme applicant","Main scheme application","5","0"," ","0"
"2022","Male","25 - 29","Not EU","Main scheme applicant","Main scheme application","20","5"," ","0"
"2023","Male","25 - 29","Not EU","Main scheme applicant","Main scheme application","10","5"," ","0"
"2019","Female","30 - 34","Not EU","Main scheme applicant","Main scheme application","10","5"," ","0"
"2020","Female","30 - 34","Not EU","Main scheme applicant","Main scheme application","10","0"," ","0"
"2021","Female","30 - 34","Not EU","Main scheme applicant","Main scheme application","10","5"," ","0"
"2022","Female","30 - 34","Not EU","Main scheme applicant","Main scheme application","15","5"," ","0"
"2023","Female","30 - 34","Not EU","Main scheme applicant","Main scheme application","15","5"," ","0"
"2019","Male","30 - 34","Not EU","Main scheme applicant","Main scheme application","5","0"," ","0"
"2020","Male","30 - 34","Not EU","Main scheme applicant","Main scheme application","5","0"," ","0"
"2022","Male","30 - 34","Not EU","Main scheme applicant","Main scheme application","10","0"," ","0"
