"Year","NPD ethnic group","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Accepted applicants","Population estimate","Entry rate"
"2022","Any Other Ethnic Group","18","England","Male","All","All","2210","5420","0.40800000000000003"
"2022","Asian","18","England","Male","All","All","14990","31130","0.481"
"2022","Black","18","England","Male","All","All","7070","16630","0.425"
"2022","Chinese","18","England","Male","All","All","630","940","0.673"
"2022","Mixed","18","England","Male","All","All","5120","15150","0.338"
"2022","White","18","England","Male","All","All","57260","215900","0.265"
"2023","Any Other Ethnic Group","18","England","Male","All","All","2250","6040","0.373"
"2023","Asian","18","England","Male","All","All","14770","33660","0.439"
"2023","Black","18","England","Male","All","All","7260","17900","0.405"
"2023","Chinese","18","England","Male","All","All","700","1050","0.66"
"2023","Mixed","18","England","Male","All","All","5130","16470","0.311"
"2023","White","18","England","Male","All","All","54260","219550","0.247"
"2006","All","18","England","Female","All","All","72440","280760","0.258"
"2007","All","18","England","Female","All","All","73490","277890","0.264"
"2008","All","18","England","Female","All","All","80420","284340","0.28300000000000003"
"2009","All","18","England","Female","All","All","83330","289490","0.28800000000000003"
"2010","All","18","England","Female","All","All","83020","288950","0.28700000000000003"
"2011","All","18","England","Female","All","All","86180","280500","0.307"
"2012","All","18","England","Female","All","All","83730","280520","0.298"
"2013","All","18","England","Female","All","All","87540","275730","0.317"
"2014","All","18","England","Female","All","All","90560","272480","0.332"
"2015","All","18","England","Female","All","All","96850","278310","0.34800000000000003"
"2016","All","18","England","Female","All","All","98420","272930","0.361"
"2017","All","18","England","Female","All","All","99760","269750","0.37"
"2018","All","18","England","Female","All","All","99340","264030","0.376"
"2019","All","18","England","Female","All","All","100970","257640","0.392"
"2020","All","18","England","Female","All","All","108460","255050","0.425"
"2021","All","18","England","Female","All","All","115100","263970","0.436"
"2022","All","18","England","Female","All","All","115840","272220","0.426"
"2023","All","18","England","Female","All","All","110400","282450","0.391"
"2006","All","18","England","Male","All","All","57160","287390","0.199"
"2007","All","18","England","Male","All","All","57520","285240","0.202"
"2008","All","18","England","Male","All","All","61360","294010","0.209"
"2009","All","18","England","Male","All","All","64660","298240","0.217"
"2010","All","18","England","Male","All","All","66070","300320","0.22"
"2011","All","18","England","Male","All","All","68840","291150","0.23600000000000002"
"2012","All","18","England","Male","All","All","65500","291960","0.224"
"2013","All","18","England","Male","All","All","68830","287020","0.24"
"2014","All","18","England","Male","All","All","71410","284780","0.251"
"2015","All","18","England","Male","All","All","73500","289190","0.254"
"2016","All","18","England","Male","All","All","75200","285590","0.263"
"2017","All","18","England","Male","All","All","75890","282980","0.268"
"2018","All","18","England","Male","All","All","74800","276510","0.271"
"2019","All","18","England","Male","All","All","76190","268900","0.28300000000000003"
"2020","All","18","England","Male","All","All","81170","267770","0.303"
"2021","All","18","England","Male","All","All","86540","277000","0.312"
"2022","All","18","England","Male","All","All","87280","285160","0.306"
"2023","All","18","England","Male","All","All","84370","294680","0.28600000000000003"
"2006","Any Other Ethnic Group","All","England","Female","All","All","690","2120","0.326"
"2006","Asian","All","England","Female","All","All","6970","17810","0.391"
"2006","Black","All","England","Female","All","All","2740","10080","0.272"
"2006","Chinese","All","England","Female","All","All","600","1040","0.579"
"2006","Mixed","All","England","Female","All","All","1520","5880","0.259"
"2006","White","All","England","Female","All","All","59920","243840","0.246"
"2007","Any Other Ethnic Group","All","England","Female","All","All","700","2340","0.299"
"2007","Asian","All","England","Female","All","All","6830","17150","0.398"
"2007","Black","All","England","Female","All","All","3010","10510","0.28700000000000003"
"2007","Chinese","All","England","Female","All","All","630","1130","0.556"
"2007","Mixed","All","England","Female","All","All","1730","6240","0.278"
"2007","White","All","England","Female","All","All","60590","240530","0.252"
"2008","Any Other Ethnic Group","All","England","Female","All","All","750","2320","0.323"
"2008","Asian","All","England","Female","All","All","7370","18020","0.40900000000000003"
"2008","Black","All","England","Female","All","All","3510","10920","0.322"
"2008","Chinese","All","England","Female","All","All","610","1070","0.5690000000000001"
"2008","Mixed","All","England","Female","All","All","1950","6850","0.28400000000000003"
"2008","White","All","England","Female","All","All","66230","245160","0.27"
"2009","Any Other Ethnic Group","All","England","Female","All","All","800","2450","0.325"
"2009","Asian","All","England","Female","All","All","7700","18590","0.41400000000000003"
"2009","Black","All","England","Female","All","All","3710","11160","0.332"
"2009","Chinese","All","England","Female","All","All","580","1070","0.538"
"2009","Mixed","All","England","Female","All","All","2250","7490","0.3"
"2009","White","All","England","Female","All","All","68300","248720","0.275"
"2010","Any Other Ethnic Group","All","England","Female","All","All","840","2620","0.321"
"2010","Asian","All","England","Female","All","All","7800","19350","0.403"
"2010","Black","All","England","Female","All","All","3930","11500","0.341"
"2010","Chinese","All","England","Female","All","All","620","1110","0.555"
"2010","Mixed","All","England","Female","All","All","2350","8100","0.29"
"2010","White","All","England","Female","All","All","67500","246260","0.274"
"2011","Any Other Ethnic Group","All","England","Female","All","All","970","2760","0.353"
"2011","Asian","All","England","Female","All","All","8400","19930","0.421"
"2011","Black","All","England","Female","All","All","4520","11960","0.378"
"2011","Chinese","All","England","Female","All","All","670","1040","0.648"
"2011","Mixed","All","England","Female","All","All","2730","8500","0.321"
"2011","White","All","England","Female","All","All","68890","236310","0.292"
"2012","Any Other Ethnic Group","All","England","Female","All","All","1050","3040","0.34400000000000003"
"2012","Asian","All","England","Female","All","All","8320","20280","0.41000000000000003"
"2012","Black","All","England","Female","All","All","4640","12230","0.379"
"2012","Chinese","All","England","Female","All","All","640","1050","0.607"
"2012","Mixed","All","England","Female","All","All","2870","9050","0.317"
"2012","White","All","England","Female","All","All","66220","234860","0.28200000000000003"
"2013","Any Other Ethnic Group","All","England","Female","All","All","1110","3080","0.362"
"2013","Asian","All","England","Female","All","All","9030","20640","0.438"
"2013","Black","All","England","Female","All","All","5280","12910","0.40900000000000003"
"2013","Chinese","All","England","Female","All","All","640","1080","0.592"
"2013","Mixed","All","England","Female","All","All","3150","9440","0.334"
"2013","White","All","England","Female","All","All","68320","228580","0.299"
"2014","Any Other Ethnic Group","All","England","Female","All","All","1300","3300","0.394"
"2014","Asian","All","England","Female","All","All","9630","21420","0.449"
"2014","Black","All","England","Female","All","All","5510","13040","0.423"
"2014","Chinese","All","England","Female","All","All","710","1150","0.618"
"2014","Mixed","All","England","Female","All","All","3530","10060","0.35100000000000003"
"2014","White","All","England","Female","All","All","69890","223500","0.313"
"2015","Any Other Ethnic Group","All","England","Female","All","All","1440","3380","0.427"
"2015","Asian","All","England","Female","All","All","10860","22730","0.47800000000000004"
"2015","Black","All","England","Female","All","All","6240","13770","0.453"
"2015","Chinese","All","England","Female","All","All","690","1080","0.636"
"2015","Mixed","All","England","Female","All","All","4090","10900","0.375"
"2015","White","All","England","Female","All","All","73540","226450","0.325"
"2016","Any Other Ethnic Group","All","England","Female","All","All","1490","3520","0.424"
"2016","Asian","All","England","Female","All","All","11580","23140","0.501"
"2016","Black","All","England","Female","All","All","6300","13650","0.461"
"2016","Chinese","All","England","Female","All","All","680","1030","0.662"
"2016","Mixed","All","England","Female","All","All","4280","11220","0.382"
"2016","White","All","England","Female","All","All","74090","220380","0.336"
"2017","Any Other Ethnic Group","All","England","Female","All","All","1640","3600","0.454"
"2017","Asian","All","England","Female","All","All","12260","23730","0.517"
"2017","Black","All","England","Female","All","All","6630","13650","0.486"
"2017","Chinese","All","England","Female","All","All","640","960","0.666"
"2017","Mixed","All","England","Female","All","All","4440","11380","0.391"
"2017","White","All","England","Female","All","All","74150","216430","0.343"
"2018","Any Other Ethnic Group","All","England","Female","All","All","1720","3850","0.447"
"2018","Asian","All","England","Female","All","All","12860","24550","0.524"
"2018","Black","All","England","Female","All","All","6860","13990","0.49"
"2018","Chinese","All","England","Female","All","All","660","950","0.6920000000000001"
"2018","Mixed","All","England","Female","All","All","4510","11450","0.394"
"2018","White","All","England","Female","All","All","72730","209250","0.34800000000000003"
"2019","Any Other Ethnic Group","All","England","Female","All","All","1950","3900","0.5"
"2019","Asian","All","England","Female","All","All","14480","25570","0.5660000000000001"
"2019","Black","All","England","Female","All","All","7350","13990","0.525"
"2019","Chinese","All","England","Female","All","All","660","930","0.706"
"2019","Mixed","All","England","Female","All","All","4850","11900","0.40800000000000003"
"2019","White","All","England","Female","All","All","71690","201350","0.356"
"2020","Any Other Ethnic Group","All","England","Female","All","All","2180","4060","0.538"
"2020","Asian","All","England","Female","All","All","16160","27050","0.598"
"2020","Black","All","England","Female","All","All","8140","14610","0.557"
"2020","Chinese","All","England","Female","All","All","700","940","0.739"
"2020","Mixed","All","England","Female","All","All","5540","12350","0.449"
"2020","White","All","England","Female","All","All","75740","196050","0.386"
"2021","Any Other Ethnic Group","All","England","Female","All","All","2500","4560","0.549"
"2021","Asian","All","England","Female","All","All","17250","27980","0.616"
"2021","Black","All","England","Female","All","All","8920","15620","0.5710000000000001"
"2021","Chinese","All","England","Female","All","All","730","980","0.744"
"2021","Mixed","All","England","Female","All","All","6440","13640","0.47200000000000003"
"2021","White","All","England","Female","All","All","79260","201190","0.394"
"2022","Any Other Ethnic Group","All","England","Female","All","All","2760","5000","0.553"
"2022","Asian","All","England","Female","All","All","17830","29790","0.598"
"2022","Black","All","England","Female","All","All","9690","16490","0.587"
"2022","Chinese","All","England","Female","All","All","730","990","0.741"
"2022","Mixed","All","England","Female","All","All","6630","14770","0.449"
"2022","White","All","England","Female","All","All","78200","205180","0.381"
"2023","Any Other Ethnic Group","All","England","Female","All","All","2750","5600","0.492"
"2023","Asian","All","England","Female","All","All","17740","31720","0.559"
"2023","Black","All","England","Female","All","All","9580","17790","0.539"
"2023","Chinese","All","England","Female","All","All","760","1090","0.6950000000000001"
"2023","Mixed","All","England","Female","All","All","6570","16140","0.40700000000000003"
"2023","White","All","England","Female","All","All","73010","210110","0.34700000000000003"
"2006","Any Other Ethnic Group","All","England","Male","All","All","520","2360","0.22"
"2006","Asian","All","England","Male","All","All","5590","18620","0.3"
"2006","Black","All","England","Male","All","All","1540","9750","0.157"
"2006","Chinese","All","England","Male","All","All","550","1110","0.495"
"2006","Mixed","All","England","Male","All","All","1100","5570","0.198"
"2006","White","All","England","Male","All","All","47860","249980","0.191"
"2007","Any Other Ethnic Group","All","England","Male","All","All","650","2650","0.247"
"2007","Asian","All","England","Male","All","All","5410","18260","0.296"
"2007","Black","All","England","Male","All","All","1720","9980","0.17200000000000001"
"2007","Chinese","All","England","Male","All","All","590","1170","0.501"
"2007","Mixed","All","England","Male","All","All","1220","5900","0.20600000000000002"
"2007","White","All","England","Male","All","All","47930","247280","0.194"
"2008","Any Other Ethnic Group","All","England","Male","All","All","630","2620","0.23900000000000002"
"2008","Asian","All","England","Male","All","All","5990","19380","0.309"
"2008","Black","All","England","Male","All","All","2060","10760","0.192"
"2008","Chinese","All","England","Male","All","All","530","1120","0.47400000000000003"
"2008","Mixed","All","England","Male","All","All","1390","6520","0.214"
"2008","White","All","England","Male","All","All","50770","253610","0.2"
"2009","Any Other Ethnic Group","All","England","Male","All","All","670","2820","0.23800000000000002"
"2009","Asian","All","England","Male","All","All","6100","19610","0.311"
"2009","Black","All","England","Male","All","All","2260","10960","0.20600000000000002"
"2009","Chinese","All","England","Male","All","All","550","1060","0.514"
"2009","Mixed","All","England","Male","All","All","1560","7300","0.214"
"2009","White","All","England","Male","All","All","53520","256480","0.209"
"2010","Any Other Ethnic Group","All","England","Male","All","All","730","3020","0.24"
"2010","Asian","All","England","Male","All","All","6270","20870","0.301"
"2010","Black","All","England","Male","All","All","2490","11070","0.225"
"2010","Chinese","All","England","Male","All","All","560","1130","0.497"
"2010","Mixed","All","England","Male","All","All","1800","8110","0.222"
"2010","White","All","England","Male","All","All","54220","256120","0.212"
"2011","Any Other Ethnic Group","All","England","Male","All","All","840","3190","0.265"
"2011","Asian","All","England","Male","All","All","6810","21130","0.322"
"2011","Black","All","England","Male","All","All","2940","11590","0.254"
"2011","Chinese","All","England","Male","All","All","620","1120","0.557"
"2011","Mixed","All","England","Male","All","All","2170","8460","0.257"
"2011","White","All","England","Male","All","All","55450","245660","0.226"
"2012","Any Other Ethnic Group","All","England","Male","All","All","950","3470","0.273"
"2012","Asian","All","England","Male","All","All","6910","21940","0.315"
"2012","Black","All","England","Male","All","All","2950","11970","0.247"
"2012","Chinese","All","England","Male","All","All","570","1060","0.535"
"2012","Mixed","All","England","Male","All","All","2200","9180","0.24"
"2012","White","All","England","Male","All","All","51930","244360","0.213"
"2013","Any Other Ethnic Group","All","England","Male","All","All","1030","3620","0.28500000000000003"
"2013","Asian","All","England","Male","All","All","7620","22440","0.34"
"2013","Black","All","England","Male","All","All","3590","12650","0.28400000000000003"
"2013","Chinese","All","England","Male","All","All","610","1100","0.555"
"2013","Mixed","All","England","Male","All","All","2400","9540","0.251"
"2013","White","All","England","Male","All","All","53580","237680","0.225"
"2014","Any Other Ethnic Group","All","England","Male","All","All","1070","3600","0.296"
"2014","Asian","All","England","Male","All","All","8110","23100","0.35100000000000003"
"2014","Black","All","England","Male","All","All","3920","13150","0.298"
"2014","Chinese","All","England","Male","All","All","610","1080","0.5650000000000001"
"2014","Mixed","All","England","Male","All","All","2770","10240","0.27"
"2014","White","All","England","Male","All","All","54930","233620","0.23500000000000001"
"2015","Any Other Ethnic Group","All","England","Male","All","All","1190","3770","0.316"
"2015","Asian","All","England","Male","All","All","8860","23910","0.371"
"2015","Black","All","England","Male","All","All","4330","13720","0.315"
"2015","Chinese","All","England","Male","All","All","640","1100","0.584"
"2015","Mixed","All","England","Male","All","All","2940","10890","0.27"
"2015","White","All","England","Male","All","All","55550","235800","0.23600000000000002"
"2016","Any Other Ethnic Group","All","England","Male","All","All","1340","3930","0.34"
"2016","Asian","All","England","Male","All","All","9630","24920","0.386"
"2016","Black","All","England","Male","All","All","4360","13580","0.321"
"2016","Chinese","All","England","Male","All","All","560","1010","0.554"
"2016","Mixed","All","England","Male","All","All","3210","11210","0.28600000000000003"
"2016","White","All","England","Male","All","All","56110","230930","0.243"
"2017","Any Other Ethnic Group","All","England","Male","All","All","1470","4130","0.355"
"2017","Asian","All","England","Male","All","All","10350","25660","0.403"
"2017","Black","All","England","Male","All","All","4420","13760","0.321"
"2017","Chinese","All","England","Male","All","All","590","1000","0.596"
"2017","Mixed","All","England","Male","All","All","3350","11530","0.291"
"2017","White","All","England","Male","All","All","55710","226910","0.246"
"2018","Any Other Ethnic Group","All","England","Male","All","All","1540","4270","0.36"
"2018","Asian","All","England","Male","All","All","11000","26580","0.41400000000000003"
"2018","Black","All","England","Male","All","All","4710","14130","0.333"
"2018","Chinese","All","England","Male","All","All","620","970","0.633"
"2018","Mixed","All","England","Male","All","All","3370","11810","0.28600000000000003"
"2018","White","All","England","Male","All","All","53570","218750","0.245"
"2019","Any Other Ethnic Group","All","England","Male","All","All","1660","4430","0.374"
"2019","Asian","All","England","Male","All","All","12050","27170","0.444"
"2019","Black","All","England","Male","All","All","5170","14140","0.366"
"2019","Chinese","All","England","Male","All","All","670","1020","0.655"
"2019","Mixed","All","England","Male","All","All","3650","12060","0.303"
"2019","White","All","England","Male","All","All","53000","210080","0.252"
"2020","Any Other Ethnic Group","All","England","Male","All","All","1780","4430","0.401"
"2020","Asian","All","England","Male","All","All","13440","28670","0.46900000000000003"
"2020","Black","All","England","Male","All","All","5730","14600","0.393"
"2020","Chinese","All","England","Male","All","All","590","860","0.6930000000000001"
"2020","Mixed","All","England","Male","All","All","4260","12770","0.333"
"2020","White","All","England","Male","All","All","55370","206440","0.268"
"2021","Any Other Ethnic Group","All","England","Male","All","All","2070","4950","0.418"
"2021","Asian","All","England","Male","All","All","14680","30160","0.487"
"2021","Black","All","England","Male","All","All","6330","15780","0.401"
"2021","Chinese","All","England","Male","All","All","680","980","0.6980000000000001"
"2021","Mixed","All","England","Male","All","All","4820","13920","0.34600000000000003"
"2021","White","All","England","Male","All","All","57960","211220","0.274"
"2022","Any Other Ethnic Group","All","England","Male","All","All","2210","5420","0.40800000000000003"
"2022","Asian","All","England","Male","All","All","14990","31130","0.481"
"2022","Black","All","England","Male","All","All","7070","16630","0.425"
"2022","Chinese","All","England","Male","All","All","630","940","0.673"
"2022","Mixed","All","England","Male","All","All","5120","15150","0.338"
"2022","White","All","England","Male","All","All","57260","215900","0.265"
"2023","Any Other Ethnic Group","All","England","Male","All","All","2250","6040","0.373"
"2023","Asian","All","England","Male","All","All","14770","33660","0.439"
"2023","Black","All","England","Male","All","All","7260","17900","0.405"
"2023","Chinese","All","England","Male","All","All","700","1050","0.66"
"2023","Mixed","All","England","Male","All","All","5130","16470","0.311"
"2023","White","All","England","Male","All","All","54260","219550","0.247"
"2006","All","All","England","Female","All","All","72440","280760","0.258"
"2007","All","All","England","Female","All","All","73490","277890","0.264"
"2008","All","All","England","Female","All","All","80420","284340","0.28300000000000003"
"2009","All","All","England","Female","All","All","83330","289490","0.28800000000000003"
"2010","All","All","England","Female","All","All","83020","288950","0.28700000000000003"
"2011","All","All","England","Female","All","All","86180","280500","0.307"
"2012","All","All","England","Female","All","All","83730","280520","0.298"
"2013","All","All","England","Female","All","All","87540","275730","0.317"
"2014","All","All","England","Female","All","All","90560","272480","0.332"
"2015","All","All","England","Female","All","All","96850","278310","0.34800000000000003"
"2016","All","All","England","Female","All","All","98420","272930","0.361"
"2017","All","All","England","Female","All","All","99760","269750","0.37"
"2018","All","All","England","Female","All","All","99340","264030","0.376"
"2019","All","All","England","Female","All","All","100970","257640","0.392"
"2020","All","All","England","Female","All","All","108460","255050","0.425"
"2021","All","All","England","Female","All","All","115100","263970","0.436"
"2022","All","All","England","Female","All","All","115840","272220","0.426"
"2023","All","All","England","Female","All","All","110400","282450","0.391"
"2006","All","All","England","Male","All","All","57160","287390","0.199"
"2007","All","All","England","Male","All","All","57520","285240","0.202"
"2008","All","All","England","Male","All","All","61360","294010","0.209"
"2009","All","All","England","Male","All","All","64660","298240","0.217"
"2010","All","All","England","Male","All","All","66070","300320","0.22"
"2011","All","All","England","Male","All","All","68840","291150","0.23600000000000002"
"2012","All","All","England","Male","All","All","65500","291960","0.224"
"2013","All","All","England","Male","All","All","68830","287020","0.24"
"2014","All","All","England","Male","All","All","71410","284780","0.251"
"2015","All","All","England","Male","All","All","73500","289190","0.254"
"2016","All","All","England","Male","All","All","75200","285590","0.263"
"2017","All","All","England","Male","All","All","75890","282980","0.268"
"2018","All","All","England","Male","All","All","74800","276510","0.271"
"2019","All","All","England","Male","All","All","76190","268900","0.28300000000000003"
"2020","All","All","England","Male","All","All","81170","267770","0.303"
"2021","All","All","England","Male","All","All","86540","277000","0.312"
"2022","All","All","England","Male","All","All","87280","285160","0.306"
"2023","All","All","England","Male","All","All","84370","294680","0.28600000000000003"
"2006","Any Other Ethnic Group","18","All","Female","All","All","690","2120","0.326"
"2006","Asian","18","All","Female","All","All","6970","17810","0.391"
"2006","Black","18","All","Female","All","All","2740","10080","0.272"
"2006","Chinese","18","All","Female","All","All","600","1040","0.579"
"2006","Mixed","18","All","Female","All","All","1520","5880","0.259"
"2006","White","18","All","Female","All","All","59920","243840","0.246"
"2007","Any Other Ethnic Group","18","All","Female","All","All","700","2340","0.299"
"2007","Asian","18","All","Female","All","All","6830","17150","0.398"
"2007","Black","18","All","Female","All","All","3010","10510","0.28700000000000003"
"2007","Chinese","18","All","Female","All","All","630","1130","0.556"
"2007","Mixed","18","All","Female","All","All","1730","6240","0.278"
"2007","White","18","All","Female","All","All","60590","240530","0.252"
"2008","Any Other Ethnic Group","18","All","Female","All","All","750","2320","0.323"
"2008","Asian","18","All","Female","All","All","7370","18020","0.40900000000000003"
"2008","Black","18","All","Female","All","All","3510","10920","0.322"
"2008","Chinese","18","All","Female","All","All","610","1070","0.5690000000000001"
"2008","Mixed","18","All","Female","All","All","1950","6850","0.28400000000000003"
"2008","White","18","All","Female","All","All","66230","245160","0.27"
"2009","Any Other Ethnic Group","18","All","Female","All","All","800","2450","0.325"
"2009","Asian","18","All","Female","All","All","7700","18590","0.41400000000000003"
"2009","Black","18","All","Female","All","All","3710","11160","0.332"
"2009","Chinese","18","All","Female","All","All","580","1070","0.538"
"2009","Mixed","18","All","Female","All","All","2250","7490","0.3"
"2009","White","18","All","Female","All","All","68300","248720","0.275"
"2010","Any Other Ethnic Group","18","All","Female","All","All","840","2620","0.321"
"2010","Asian","18","All","Female","All","All","7800","19350","0.403"
"2010","Black","18","All","Female","All","All","3930","11500","0.341"
"2010","Chinese","18","All","Female","All","All","620","1110","0.555"
"2010","Mixed","18","All","Female","All","All","2350","8100","0.29"
"2010","White","18","All","Female","All","All","67500","246260","0.274"
"2011","Any Other Ethnic Group","18","All","Female","All","All","970","2760","0.353"
"2011","Asian","18","All","Female","All","All","8400","19930","0.421"
"2011","Black","18","All","Female","All","All","4520","11960","0.378"
"2011","Chinese","18","All","Female","All","All","670","1040","0.648"
"2011","Mixed","18","All","Female","All","All","2730","8500","0.321"
"2011","White","18","All","Female","All","All","68890","236310","0.292"
"2012","Any Other Ethnic Group","18","All","Female","All","All","1050","3040","0.34400000000000003"
"2012","Asian","18","All","Female","All","All","8320","20280","0.41000000000000003"
"2012","Black","18","All","Female","All","All","4640","12230","0.379"
"2012","Chinese","18","All","Female","All","All","640","1050","0.607"
"2012","Mixed","18","All","Female","All","All","2870","9050","0.317"
"2012","White","18","All","Female","All","All","66220","234860","0.28200000000000003"
"2013","Any Other Ethnic Group","18","All","Female","All","All","1110","3080","0.362"
"2013","Asian","18","All","Female","All","All","9030","20640","0.438"
"2013","Black","18","All","Female","All","All","5280","12910","0.40900000000000003"
"2013","Chinese","18","All","Female","All","All","640","1080","0.592"
"2013","Mixed","18","All","Female","All","All","3150","9440","0.334"
"2013","White","18","All","Female","All","All","68320","228580","0.299"
"2014","Any Other Ethnic Group","18","All","Female","All","All","1300","3300","0.394"
"2014","Asian","18","All","Female","All","All","9630","21420","0.449"
"2014","Black","18","All","Female","All","All","5510","13040","0.423"
"2014","Chinese","18","All","Female","All","All","710","1150","0.618"
"2014","Mixed","18","All","Female","All","All","3530","10060","0.35100000000000003"
"2014","White","18","All","Female","All","All","69890","223500","0.313"
"2015","Any Other Ethnic Group","18","All","Female","All","All","1440","3380","0.427"
"2015","Asian","18","All","Female","All","All","10860","22730","0.47800000000000004"
"2015","Black","18","All","Female","All","All","6240","13770","0.453"
"2015","Chinese","18","All","Female","All","All","690","1080","0.636"
"2015","Mixed","18","All","Female","All","All","4090","10900","0.375"
"2015","White","18","All","Female","All","All","73540","226450","0.325"
"2016","Any Other Ethnic Group","18","All","Female","All","All","1490","3520","0.424"
"2016","Asian","18","All","Female","All","All","11580","23140","0.501"
"2016","Black","18","All","Female","All","All","6300","13650","0.461"
"2016","Chinese","18","All","Female","All","All","680","1030","0.662"
"2016","Mixed","18","All","Female","All","All","4280","11220","0.382"
"2016","White","18","All","Female","All","All","74090","220380","0.336"
"2017","Any Other Ethnic Group","18","All","Female","All","All","1640","3600","0.454"
"2017","Asian","18","All","Female","All","All","12260","23730","0.517"
"2017","Black","18","All","Female","All","All","6630","13650","0.486"
"2017","Chinese","18","All","Female","All","All","640","960","0.666"
"2017","Mixed","18","All","Female","All","All","4440","11380","0.391"
"2017","White","18","All","Female","All","All","74150","216430","0.343"
"2018","Any Other Ethnic Group","18","All","Female","All","All","1720","3850","0.447"
"2018","Asian","18","All","Female","All","All","12860","24550","0.524"
"2018","Black","18","All","Female","All","All","6860","13990","0.49"
"2018","Chinese","18","All","Female","All","All","660","950","0.6920000000000001"
"2018","Mixed","18","All","Female","All","All","4510","11450","0.394"
"2018","White","18","All","Female","All","All","72730","209250","0.34800000000000003"
"2019","Any Other Ethnic Group","18","All","Female","All","All","1950","3900","0.5"
"2019","Asian","18","All","Female","All","All","14480","25570","0.5660000000000001"
"2019","Black","18","All","Female","All","All","7350","13990","0.525"
"2019","Chinese","18","All","Female","All","All","660","930","0.706"
"2019","Mixed","18","All","Female","All","All","4850","11900","0.40800000000000003"
"2019","White","18","All","Female","All","All","71690","201350","0.356"
"2020","Any Other Ethnic Group","18","All","Female","All","All","2180","4060","0.538"
"2020","Asian","18","All","Female","All","All","16160","27050","0.598"
"2020","Black","18","All","Female","All","All","8140","14610","0.557"
"2020","Chinese","18","All","Female","All","All","700","940","0.739"
"2020","Mixed","18","All","Female","All","All","5540","12350","0.449"
"2020","White","18","All","Female","All","All","75740","196050","0.386"
"2021","Any Other Ethnic Group","18","All","Female","All","All","2500","4560","0.549"
"2021","Asian","18","All","Female","All","All","17250","27980","0.616"
"2021","Black","18","All","Female","All","All","8920","15620","0.5710000000000001"
"2021","Chinese","18","All","Female","All","All","730","980","0.744"
"2021","Mixed","18","All","Female","All","All","6440","13640","0.47200000000000003"
"2021","White","18","All","Female","All","All","79260","201190","0.394"
"2022","Any Other Ethnic Group","18","All","Female","All","All","2760","5000","0.553"
"2022","Asian","18","All","Female","All","All","17830","29790","0.598"
"2022","Black","18","All","Female","All","All","9690","16490","0.587"
"2022","Chinese","18","All","Female","All","All","730","990","0.741"
"2022","Mixed","18","All","Female","All","All","6630","14770","0.449"
"2022","White","18","All","Female","All","All","78200","205180","0.381"
"2023","Any Other Ethnic Group","18","All","Female","All","All","2750","5600","0.492"
"2023","Asian","18","All","Female","All","All","17740","31720","0.559"
"2023","Black","18","All","Female","All","All","9580","17790","0.539"
"2023","Chinese","18","All","Female","All","All","760","1090","0.6950000000000001"
"2023","Mixed","18","All","Female","All","All","6570","16140","0.40700000000000003"
"2023","White","18","All","Female","All","All","73010","210110","0.34700000000000003"
"2006","Any Other Ethnic Group","18","All","Male","All","All","520","2360","0.22"
"2006","Asian","18","All","Male","All","All","5590","18620","0.3"
"2006","Black","18","All","Male","All","All","1540","9750","0.157"
"2006","Chinese","18","All","Male","All","All","550","1110","0.495"
"2006","Mixed","18","All","Male","All","All","1100","5570","0.198"
"2006","White","18","All","Male","All","All","47860","249980","0.191"
"2007","Any Other Ethnic Group","18","All","Male","All","All","650","2650","0.247"
"2007","Asian","18","All","Male","All","All","5410","18260","0.296"
"2007","Black","18","All","Male","All","All","1720","9980","0.17200000000000001"
"2007","Chinese","18","All","Male","All","All","590","1170","0.501"
"2007","Mixed","18","All","Male","All","All","1220","5900","0.20600000000000002"
"2007","White","18","All","Male","All","All","47930","247280","0.194"
"2008","Any Other Ethnic Group","18","All","Male","All","All","630","2620","0.23900000000000002"
"2008","Asian","18","All","Male","All","All","5990","19380","0.309"
"2008","Black","18","All","Male","All","All","2060","10760","0.192"
"2008","Chinese","18","All","Male","All","All","530","1120","0.47400000000000003"
"2008","Mixed","18","All","Male","All","All","1390","6520","0.214"
"2008","White","18","All","Male","All","All","50770","253610","0.2"
"2009","Any Other Ethnic Group","18","All","Male","All","All","670","2820","0.23800000000000002"
"2009","Asian","18","All","Male","All","All","6100","19610","0.311"
"2009","Black","18","All","Male","All","All","2260","10960","0.20600000000000002"
"2009","Chinese","18","All","Male","All","All","550","1060","0.514"
"2009","Mixed","18","All","Male","All","All","1560","7300","0.214"
"2009","White","18","All","Male","All","All","53520","256480","0.209"
"2010","Any Other Ethnic Group","18","All","Male","All","All","730","3020","0.24"
"2010","Asian","18","All","Male","All","All","6270","20870","0.301"
"2010","Black","18","All","Male","All","All","2490","11070","0.225"
"2010","Chinese","18","All","Male","All","All","560","1130","0.497"
"2010","Mixed","18","All","Male","All","All","1800","8110","0.222"
"2010","White","18","All","Male","All","All","54220","256120","0.212"
"2011","Any Other Ethnic Group","18","All","Male","All","All","840","3190","0.265"
"2011","Asian","18","All","Male","All","All","6810","21130","0.322"
"2011","Black","18","All","Male","All","All","2940","11590","0.254"
"2011","Chinese","18","All","Male","All","All","620","1120","0.557"
"2011","Mixed","18","All","Male","All","All","2170","8460","0.257"
"2011","White","18","All","Male","All","All","55450","245660","0.226"
