"Year","Provider country","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate"
"2006","England","18","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2007","England","18","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2008","England","18","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2012","England","18","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2013","England","18","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2015","England","18","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2016","England","18","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2017","England","18","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2018","England","18","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2020","England","18","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","10","10"," "
"2021","England","18","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2023","England","18","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2006","Northern Ireland","18","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","10","10"," "
"2007","Northern Ireland","18","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","10","10"," "
"2008","Northern Ireland","18","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2009","Northern Ireland","18","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2011","Northern Ireland","18","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2012","Northern Ireland","18","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2013","Northern Ireland","18","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2017","Northern Ireland","18","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2018","Northern Ireland","18","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2019","Northern Ireland","18","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","10","5"," "
"2020","Northern Ireland","18","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","25","20","0.8260000000000001"
"2021","Northern Ireland","18","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","10","10"," "
"2022","Northern Ireland","18","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","15","10","0.8"
"2023","Northern Ireland","18","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2006","England","19","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","10","10","1"
"2007","England","19","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","20","15","0.9440000000000001"
"2008","England","19","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","10","10"," "
"2009","England","19","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","20","20","1"
"2010","England","19","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","10","5"," "
"2011","England","19","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","10","5"," "
"2012","England","19","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","10","5"," "
"2013","England","19","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","15","15","0.933"
"2014","England","19","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","10","10","1"
"2015","England","19","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","10","10"," "
"2016","England","19","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","10","10","1"
"2017","England","19","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","20","15","0.833"
"2018","England","19","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","15","15","1"
"2019","England","19","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","10","5"," "
"2020","England","19","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","15","15","0.929"
"2021","England","19","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2022","England","19","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","15","15","0.9380000000000001"
"2023","England","19","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","15","10","0.923"
"2006","Northern Ireland","19","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","25","25","1"
"2007","Northern Ireland","19","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","25","25","1"
"2008","Northern Ireland","19","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","40","40","1"
"2009","Northern Ireland","19","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","35","35","0.971"
"2010","Northern Ireland","19","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","10","10"," "
"2011","Northern Ireland","19","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","10","10","0.909"
"2012","Northern Ireland","19","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","10","10"," "
"2013","Northern Ireland","19","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","15","15","1"
"2014","Northern Ireland","19","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","10","10","0.833"
"2015","Northern Ireland","19","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","10","10","1"
"2016","Northern Ireland","19","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2017","Northern Ireland","19","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","10","10","1"
"2018","Northern Ireland","19","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","20","20","1"
"2019","Northern Ireland","19","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","25","20","0.913"
"2020","Northern Ireland","19","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","20","20","0.9500000000000001"
"2021","Northern Ireland","19","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","30","30","0.903"
"2022","Northern Ireland","19","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","55","50","0.889"
"2023","Northern Ireland","19","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","60","55","0.898"
"2007","Scotland","19","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2008","Scotland","19","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","10","10"," "
"2014","Scotland","19","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2017","Scotland","19","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","0"," "
"2023","Scotland","19","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","0"," "
"2006","England","20","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2007","England","20","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2008","England","20","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","10","10","0.917"
"2009","England","20","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","10","10","0.917"
"2010","England","20","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","10","5"," "
"2011","England","20","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2012","England","20","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","10","10","1"
"2013","England","20","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2014","England","20","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","10","10","0.909"
"2015","England","20","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","10","10"," "
"2016","England","20","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2017","England","20","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","10","10"," "
"2018","England","20","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","10","10"," "
"2019","England","20","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","15","15","1"
"2020","England","20","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","10","10"," "
"2021","England","20","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","10","10","0.833"
"2022","England","20","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","10","5"," "
"2023","England","20","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2006","Northern Ireland","20","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","15","15","1"
"2007","Northern Ireland","20","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","20","20","1"
"2008","Northern Ireland","20","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","15","15","1"
"2009","Northern Ireland","20","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","20","20","1"
"2010","Northern Ireland","20","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2011","Northern Ireland","20","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2012","Northern Ireland","20","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","10","10"," "
"2013","Northern Ireland","20","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2014","Northern Ireland","20","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2016","Northern Ireland","20","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2017","Northern Ireland","20","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","15","15","1"
"2018","Northern Ireland","20","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","10","10"," "
"2019","Northern Ireland","20","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","15","15","0.9410000000000001"
"2020","Northern Ireland","20","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","25","20","0.87"
"2021","Northern Ireland","20","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","15","15","0.867"
"2022","Northern Ireland","20","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","20","20","0.9500000000000001"
"2023","Northern Ireland","20","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","30","25","0.871"
"2006","Scotland","20","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","0"," "
"2007","Scotland","20","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2006","England","21 - 24","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","10","5"," "
"2007","England","21 - 24","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","10","10","1"
"2008","England","21 - 24","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","10","10","1"
"2009","England","21 - 24","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","10","10"," "
"2010","England","21 - 24","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2011","England","21 - 24","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2012","England","21 - 24","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","10","10"," "
"2013","England","21 - 24","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","10","10","0.833"
"2014","England","21 - 24","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","10","10","0.909"
"2015","England","21 - 24","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","15","15","0.929"
"2016","England","21 - 24","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","10","10"," "
"2017","England","21 - 24","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","10","10","0.909"
"2018","England","21 - 24","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","15","15","1"
"2019","England","21 - 24","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","15","15","0.867"
"2020","England","21 - 24","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","15","15","0.765"
"2021","England","21 - 24","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","10","10"," "
"2022","England","21 - 24","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","15","10","0.846"
"2023","England","21 - 24","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2006","Northern Ireland","21 - 24","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","10","10","1"
"2007","Northern Ireland","21 - 24","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","20","20","1"
"2008","Northern Ireland","21 - 24","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","20","20","1"
"2009","Northern Ireland","21 - 24","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","25","25","0.885"
"2010","Northern Ireland","21 - 24","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","10","10"," "
"2011","Northern Ireland","21 - 24","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2012","Northern Ireland","21 - 24","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2013","Northern Ireland","21 - 24","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","15","15","1"
"2014","Northern Ireland","21 - 24","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","15","15","1"
"2015","Northern Ireland","21 - 24","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","15","15","1"
"2017","Northern Ireland","21 - 24","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","15","10","0.786"
"2018","Northern Ireland","21 - 24","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","10","5"," "
"2019","Northern Ireland","21 - 24","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","15","15","0.9410000000000001"
"2020","Northern Ireland","21 - 24","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","35","30","0.879"
"2021","Northern Ireland","21 - 24","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","25","20","0.9570000000000001"
"2022","Northern Ireland","21 - 24","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","35","35","0.917"
"2023","Northern Ireland","21 - 24","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","20","15","0.684"
"2006","Scotland","21 - 24","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2007","Scotland","21 - 24","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","0"," "
"2009","Scotland","21 - 24","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2017","Scotland","21 - 24","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2019","Scotland","21 - 24","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2020","Scotland","21 - 24","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2021","Scotland","21 - 24","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2022","Scotland","21 - 24","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","10","5"," "
"2006","England","25 - 29","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2011","England","25 - 29","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2016","England","25 - 29","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","0"," "
"2017","England","25 - 29","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","0"," "
"2020","England","25 - 29","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2021","England","25 - 29","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2007","Northern Ireland","25 - 29","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2008","Northern Ireland","25 - 29","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2010","Northern Ireland","25 - 29","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","0"," "
"2011","Northern Ireland","25 - 29","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2012","Northern Ireland","25 - 29","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2014","Northern Ireland","25 - 29","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2016","Northern Ireland","25 - 29","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2017","Northern Ireland","25 - 29","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2018","Northern Ireland","25 - 29","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2019","Northern Ireland","25 - 29","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","0"," "
"2020","Northern Ireland","25 - 29","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","10","5"," "
"2021","Northern Ireland","25 - 29","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","0"," "
"2022","Northern Ireland","25 - 29","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","0"," "
"2023","Northern Ireland","25 - 29","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","10","5"," "
"2016","Wales","25 - 29","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2018","England","30 - 34","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2020","England","30 - 34","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","10","10"," "
"2008","Northern Ireland","30 - 34","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2009","Northern Ireland","30 - 34","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2019","Northern Ireland","30 - 34","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2020","Northern Ireland","30 - 34","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","0"," "
"2021","Northern Ireland","30 - 34","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2022","Northern Ireland","30 - 34","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2023","Northern Ireland","30 - 34","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","0"," "
"2014","England","35 and over","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2016","England","35 and over","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2018","England","35 and over","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2020","England","35 and over","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2022","England","35 and over","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2006","Northern Ireland","35 and over","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2007","Northern Ireland","35 and over","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2008","Northern Ireland","35 and over","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","10","5"," "
"2013","Northern Ireland","35 and over","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2015","Northern Ireland","35 and over","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2016","Northern Ireland","35 and over","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2018","Northern Ireland","35 and over","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2019","Northern Ireland","35 and over","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","10","10"," "
"2020","Northern Ireland","35 and over","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","10","5"," "
"2021","Northern Ireland","35 and over","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","10","5"," "
"2022","Northern Ireland","35 and over","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2023","Northern Ireland","35 and over","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","0"," "
"2006","England","17 and under","England","Female","Not main scheme applicant","Not main scheme application","45","45","0.978"
"2007","England","17 and under","England","Female","Not main scheme applicant","Not main scheme application","65","65","0.984"
"2008","England","17 and under","England","Female","Not main scheme applicant","Not main scheme application","85","85","0.988"
"2009","England","17 and under","England","Female","Not main scheme applicant","Not main scheme application","60","55","0.883"
"2010","England","17 and under","England","Female","Not main scheme applicant","Not main scheme application","35","30","0.97"
"2011","England","17 and under","England","Female","Not main scheme applicant","Not main scheme application","25","20","0.704"
"2012","England","17 and under","England","Female","Not main scheme applicant","Not main scheme application","20","20","0.9500000000000001"
"2013","England","17 and under","England","Female","Not main scheme applicant","Not main scheme application","60","55","0.885"
"2014","England","17 and under","England","Female","Not main scheme applicant","Not main scheme application","50","45","0.9380000000000001"
"2015","England","17 and under","England","Female","Not main scheme applicant","Not main scheme application","45","40","0.889"
"2016","England","17 and under","England","Female","Not main scheme applicant","Not main scheme application","45","40","0.909"
"2017","England","17 and under","England","Female","Not main scheme applicant","Not main scheme application","60","50","0.897"
"2018","England","17 and under","England","Female","Not main scheme applicant","Not main scheme application","50","45","0.9590000000000001"
"2019","England","17 and under","England","Female","Not main scheme applicant","Not main scheme application","65","60","0.881"
"2020","England","17 and under","England","Female","Not main scheme applicant","Not main scheme application","65","55","0.891"
"2021","England","17 and under","England","Female","Not main scheme applicant","Not main scheme application","60","55","0.883"
"2022","England","17 and under","England","Female","Not main scheme applicant","Not main scheme application","110","95","0.881"
"2023","England","17 and under","England","Female","Not main scheme applicant","Not main scheme application","105","85","0.8170000000000001"
"2008","Scotland","17 and under","England","Female","Not main scheme applicant","Not main scheme application","10","10","1"
"2010","Scotland","17 and under","England","Female","Not main scheme applicant","Not main scheme application","10","10"," "
"2020","Wales","17 and under","England","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2006","England","18","England","Female","Not main scheme applicant","Not main scheme application","1165","1140","0.978"
"2007","England","18","England","Female","Not main scheme applicant","Not main scheme application","1260","1240","0.985"
"2008","England","18","England","Female","Not main scheme applicant","Not main scheme application","1265","1235","0.976"
"2009","England","18","England","Female","Not main scheme applicant","Not main scheme application","1040","990","0.9490000000000001"
"2010","England","18","England","Female","Not main scheme applicant","Not main scheme application","460","440","0.9560000000000001"
"2011","England","18","England","Female","Not main scheme applicant","Not main scheme application","560","515","0.921"
"2012","England","18","England","Female","Not main scheme applicant","Not main scheme application","925","880","0.9510000000000001"
"2013","England","18","England","Female","Not main scheme applicant","Not main scheme application","1195","1130","0.9460000000000001"
"2014","England","18","England","Female","Not main scheme applicant","Not main scheme application","1100","1030","0.9390000000000001"
"2015","England","18","England","Female","Not main scheme applicant","Not main scheme application","1220","1170","0.9590000000000001"
"2016","England","18","England","Female","Not main scheme applicant","Not main scheme application","1245","1165","0.9390000000000001"
"2017","England","18","England","Female","Not main scheme applicant","Not main scheme application","1605","1510","0.9400000000000001"
"2018","England","18","England","Female","Not main scheme applicant","Not main scheme application","1885","1800","0.9540000000000001"
"2019","England","18","England","Female","Not main scheme applicant","Not main scheme application","2185","2080","0.9530000000000001"
"2020","England","18","England","Female","Not main scheme applicant","Not main scheme application","2870","2715","0.9470000000000001"
"2021","England","18","England","Female","Not main scheme applicant","Not main scheme application","1915","1825","0.9540000000000001"
"2022","England","18","England","Female","Not main scheme applicant","Not main scheme application","1875","1750","0.933"
"2023","England","18","England","Female","Not main scheme applicant","Not main scheme application","1990","1845","0.927"
"2017","Northern Ireland","18","England","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2006","Scotland","18","England","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2007","Scotland","18","England","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2008","Scotland","18","England","Female","Not main scheme applicant","Not main scheme application","10","10","1"
"2009","Scotland","18","England","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2010","Scotland","18","England","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2013","Scotland","18","England","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2014","Scotland","18","England","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2015","Scotland","18","England","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2016","Scotland","18","England","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2017","Scotland","18","England","Female","Not main scheme applicant","Not main scheme application","10","5"," "
"2018","Scotland","18","England","Female","Not main scheme applicant","Not main scheme application","10","10"," "
"2020","Scotland","18","England","Female","Not main scheme applicant","Not main scheme application","15","15","0.867"
"2021","Scotland","18","England","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2022","Scotland","18","England","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2023","Scotland","18","England","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2006","Wales","18","England","Female","Not main scheme applicant","Not main scheme application","15","15","1"
"2007","Wales","18","England","Female","Not main scheme applicant","Not main scheme application","20","20","0.9500000000000001"
"2008","Wales","18","England","Female","Not main scheme applicant","Not main scheme application","10","10","1"
"2009","Wales","18","England","Female","Not main scheme applicant","Not main scheme application","20","20","1"
"2010","Wales","18","England","Female","Not main scheme applicant","Not main scheme application","15","15","0.933"
"2011","Wales","18","England","Female","Not main scheme applicant","Not main scheme application","30","25","0.931"
"2012","Wales","18","England","Female","Not main scheme applicant","Not main scheme application","25","25","1"
"2013","Wales","18","England","Female","Not main scheme applicant","Not main scheme application","35","30","0.912"
"2014","Wales","18","England","Female","Not main scheme applicant","Not main scheme application","30","30","0.968"
"2015","Wales","18","England","Female","Not main scheme applicant","Not main scheme application","20","20","1"
"2016","Wales","18","England","Female","Not main scheme applicant","Not main scheme application","30","25","0.964"
"2017","Wales","18","England","Female","Not main scheme applicant","Not main scheme application","25","25","0.962"
"2018","Wales","18","England","Female","Not main scheme applicant","Not main scheme application","45","40","0.977"
"2019","Wales","18","England","Female","Not main scheme applicant","Not main scheme application","30","30","0.969"
"2020","Wales","18","England","Female","Not main scheme applicant","Not main scheme application","75","75","0.986"
"2021","Wales","18","England","Female","Not main scheme applicant","Not main scheme application","25","25","1"
"2022","Wales","18","England","Female","Not main scheme applicant","Not main scheme application","40","40","0.9500000000000001"
"2023","Wales","18","England","Female","Not main scheme applicant","Not main scheme application","45","45","0.9560000000000001"
"2006","England","19","England","Female","Not main scheme applicant","Not main scheme application","1695","1665","0.985"
"2007","England","19","England","Female","Not main scheme applicant","Not main scheme application","1875","1840","0.98"
"2008","England","19","England","Female","Not main scheme applicant","Not main scheme application","2075","2030","0.978"
"2009","England","19","England","Female","Not main scheme applicant","Not main scheme application","1660","1575","0.9490000000000001"
"2010","England","19","England","Female","Not main scheme applicant","Not main scheme application","1050","990","0.9460000000000001"
"2011","England","19","England","Female","Not main scheme applicant","Not main scheme application","970","895","0.921"
"2012","England","19","England","Female","Not main scheme applicant","Not main scheme application","1550","1470","0.9500000000000001"
"2013","England","19","England","Female","Not main scheme applicant","Not main scheme application","1865","1775","0.9520000000000001"
"2014","England","19","England","Female","Not main scheme applicant","Not main scheme application","1890","1765","0.933"
"2015","England","19","England","Female","Not main scheme applicant","Not main scheme application","2255","2120","0.9400000000000001"
"2016","England","19","England","Female","Not main scheme applicant","Not main scheme application","2330","2210","0.9480000000000001"
"2017","England","19","England","Female","Not main scheme applicant","Not main scheme application","2675","2530","0.9460000000000001"
"2018","England","19","England","Female","Not main scheme applicant","Not main scheme application","3090","2945","0.9530000000000001"
"2019","England","19","England","Female","Not main scheme applicant","Not main scheme application","3530","3345","0.9480000000000001"
"2020","England","19","England","Female","Not main scheme applicant","Not main scheme application","3570","3345","0.937"
"2021","England","19","England","Female","Not main scheme applicant","Not main scheme application","2860","2690","0.9410000000000001"
"2022","England","19","England","Female","Not main scheme applicant","Not main scheme application","3370","3115","0.925"
"2023","England","19","England","Female","Not main scheme applicant","Not main scheme application","3945","3645","0.925"
"2009","Northern Ireland","19","England","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2019","Northern Ireland","19","England","Female","Not main scheme applicant","Not main scheme application","5","0"," "
"2022","Northern Ireland","19","England","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2023","Northern Ireland","19","England","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2006","Scotland","19","England","Female","Not main scheme applicant","Not main scheme application","5","0"," "
"2007","Scotland","19","England","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2008","Scotland","19","England","Female","Not main scheme applicant","Not main scheme application","20","20","1"
"2009","Scotland","19","England","Female","Not main scheme applicant","Not main scheme application","10","10"," "
