"Year","Domicile UK International","Domicile","Domicile named country","Age group","Gender","Main scheme applications","Main scheme offers","Main scheme offer rate"
"2022","International","All","All","21 - 24","Female","165","15","0.10300000000000001"
"2023","International","All","All","21 - 24","Female","150","25","0.167"
"2019","UK","All","All","25 - 29","Female","3830","965","0.252"
"2020","UK","All","All","25 - 29","Female","3805","1120","0.294"
"2021","UK","All","All","25 - 29","Female","5405","1355","0.251"
"2022","UK","All","All","25 - 29","Female","4235","1070","0.253"
"2023","UK","All","All","25 - 29","Female","2800","795","0.28400000000000003"
"2019","International","All","All","25 - 29","Female","80","20","0.225"
"2020","International","All","All","25 - 29","Female","105","10","0.114"
"2021","International","All","All","25 - 29","Female","105","10","0.114"
"2022","International","All","All","25 - 29","Female","115","10","0.10400000000000001"
"2023","International","All","All","25 - 29","Female","80","20","0.225"
"2019","UK","All","All","30 - 34","Female","2220","595","0.268"
"2020","UK","All","All","30 - 34","Female","2565","755","0.294"
"2021","UK","All","All","30 - 34","Female","3720","1055","0.28400000000000003"
"2022","UK","All","All","30 - 34","Female","3245","910","0.281"
"2023","UK","All","All","30 - 34","Female","2340","725","0.309"
"2019","International","All","All","30 - 34","Female","25","0"," "
"2020","International","All","All","30 - 34","Female","35","5"," "
"2021","International","All","All","30 - 34","Female","50","10","0.2"
"2022","International","All","All","30 - 34","Female","60","5"," "
"2023","International","All","All","30 - 34","Female","45","5"," "
"2019","UK","All","All","35 and over","Female","2330","605","0.26"
"2020","UK","All","All","35 and over","Female","2640","795","0.3"
"2021","UK","All","All","35 and over","Female","3705","940","0.253"
"2022","UK","All","All","35 and over","Female","3255","905","0.278"
"2023","UK","All","All","35 and over","Female","2765","885","0.319"
"2019","International","All","All","35 and over","Female","30","5"," "
"2020","International","All","All","35 and over","Female","30","5"," "
"2021","International","All","All","35 and over","Female","60","10","0.167"
"2022","International","All","All","35 and over","Female","55","10"," "
"2023","International","All","All","35 and over","Female","45","10","0.267"
"2021","UK","All","All","17 and under","Male","5","0"," "
"2020","International","All","All","17 and under","Male","5","0"," "
"2019","UK","All","All","18","Male","20","10"," "
"2020","UK","All","All","18","Male","10","0"," "
"2021","UK","All","All","18","Male","35","10"," "
"2022","UK","All","All","18","Male","50","5"," "
"2023","UK","All","All","18","Male","25","10","0.4"
"2021","International","All","All","18","Male","5","0"," "
"2023","International","All","All","18","Male","5","0"," "
"2021","UK","All","All","19","Male","5","0"," "
"2022","UK","All","All","19","Male","10","0"," "
"2023","UK","All","All","19","Male","5","0"," "
"2020","UK","All","All","20","Male","5","0"," "
"2021","UK","All","All","20","Male","10","0"," "
"2023","UK","All","All","20","Male","5","0"," "
"2019","UK","All","All","21 - 24","Male","10","0"," "
"2020","UK","All","All","21 - 24","Male","15","5"," "
"2021","UK","All","All","21 - 24","Male","10","0"," "
"2022","UK","All","All","21 - 24","Male","20","5"," "
"2023","UK","All","All","21 - 24","Male","5","0"," "
"2020","International","All","All","21 - 24","Male","5","0"," "
"2021","International","All","All","21 - 24","Male","5","0"," "
"2022","International","All","All","21 - 24","Male","5","0"," "
"2023","International","All","All","21 - 24","Male","10","0"," "
"2019","UK","All","All","25 - 29","Male","15","5"," "
"2020","UK","All","All","25 - 29","Male","15","5"," "
"2021","UK","All","All","25 - 29","Male","30","5"," "
"2022","UK","All","All","25 - 29","Male","15","5"," "
"2023","UK","All","All","25 - 29","Male","15","5"," "
"2020","International","All","All","25 - 29","Male","5","0"," "
"2021","International","All","All","25 - 29","Male","5","0"," "
"2019","UK","All","All","30 - 34","Male","15","5"," "
"2021","UK","All","All","30 - 34","Male","15","5"," "
"2022","UK","All","All","30 - 34","Male","15","5"," "
"2023","UK","All","All","30 - 34","Male","10","5"," "
"2022","International","All","All","30 - 34","Male","5","0"," "
"2019","UK","All","All","35 and over","Male","10","5"," "
"2020","UK","All","All","35 and over","Male","15","5"," "
"2021","UK","All","All","35 and over","Male","20","5"," "
"2022","UK","All","All","35 and over","Male","15","0"," "
"2023","UK","All","All","35 and over","Male","25","0"," "
"2022","International","All","All","35 and over","Male","5","0"," "
"2019","All","All","All","17 and under","Female","80","5"," "
"2020","All","All","All","17 and under","Female","90","5"," "
"2021","All","All","All","17 and under","Female","95","10","0.105"
"2022","All","All","All","17 and under","Female","90","5"," "
"2023","All","All","All","17 and under","Female","75","10","0.16"
"2019","All","All","All","18","Female","9615","2135","0.222"
"2020","All","All","All","18","Female","10215","2655","0.26"
"2021","All","All","All","18","Female","12710","2410","0.189"
"2022","All","All","All","18","Female","12970","2455","0.189"
"2023","All","All","All","18","Female","10780","3175","0.294"
"2019","All","All","All","19","Female","3845","740","0.192"
"2020","All","All","All","19","Female","3640","775","0.213"
"2021","All","All","All","19","Female","4505","710","0.157"
"2022","All","All","All","19","Female","4080","620","0.151"
"2023","All","All","All","19","Female","3275","770","0.23500000000000001"
"2019","All","All","All","20","Female","2110","395","0.187"
"2020","All","All","All","20","Female","1930","420","0.218"
"2021","All","All","All","20","Female","2360","385","0.162"
"2022","All","All","All","20","Female","2310","355","0.154"
"2023","All","All","All","20","Female","1825","410","0.225"
"2019","All","All","All","21 - 24","Female","4760","1090","0.229"
"2020","All","All","All","21 - 24","Female","4590","1170","0.255"
"2021","All","All","All","21 - 24","Female","5825","1295","0.223"
"2022","All","All","All","21 - 24","Female","4760","895","0.188"
"2023","All","All","All","21 - 24","Female","3455","800","0.232"
"2019","All","All","All","25 - 29","Female","3910","985","0.251"
"2020","All","All","All","25 - 29","Female","3905","1130","0.289"
"2021","All","All","All","25 - 29","Female","5510","1365","0.248"
"2022","All","All","All","25 - 29","Female","4345","1080","0.249"
"2023","All","All","All","25 - 29","Female","2885","815","0.28200000000000003"
"2019","All","All","All","30 - 34","Female","2245","595","0.265"
"2020","All","All","All","30 - 34","Female","2595","760","0.292"
"2021","All","All","All","30 - 34","Female","3770","1065","0.28300000000000003"
"2022","All","All","All","30 - 34","Female","3305","915","0.277"
"2023","All","All","All","30 - 34","Female","2380","730","0.306"
"2019","All","All","All","35 and over","Female","2360","610","0.258"
"2020","All","All","All","35 and over","Female","2670","800","0.299"
"2021","All","All","All","35 and over","Female","3765","950","0.252"
"2022","All","All","All","35 and over","Female","3305","915","0.276"
"2023","All","All","All","35 and over","Female","2810","895","0.319"
"2020","All","All","All","17 and under","Male","5","0"," "
"2021","All","All","All","17 and under","Male","5","0"," "
"2019","All","All","All","18","Male","20","10"," "
"2020","All","All","All","18","Male","10","0"," "
"2021","All","All","All","18","Male","40","10"," "
"2022","All","All","All","18","Male","50","5"," "
"2023","All","All","All","18","Male","30","10","0.333"
"2021","All","All","All","19","Male","5","0"," "
"2022","All","All","All","19","Male","10","0"," "
"2023","All","All","All","19","Male","5","0"," "
"2020","All","All","All","20","Male","5","0"," "
"2021","All","All","All","20","Male","10","0"," "
"2023","All","All","All","20","Male","10","0"," "
"2019","All","All","All","21 - 24","Male","10","0"," "
"2020","All","All","All","21 - 24","Male","20","5"," "
"2021","All","All","All","21 - 24","Male","15","0"," "
"2022","All","All","All","21 - 24","Male","25","5"," "
"2023","All","All","All","21 - 24","Male","15","0"," "
"2019","All","All","All","25 - 29","Male","15","5"," "
"2020","All","All","All","25 - 29","Male","20","5"," "
"2021","All","All","All","25 - 29","Male","30","5"," "
"2022","All","All","All","25 - 29","Male","15","5"," "
"2023","All","All","All","25 - 29","Male","15","5"," "
"2019","All","All","All","30 - 34","Male","15","5"," "
"2021","All","All","All","30 - 34","Male","15","5"," "
"2022","All","All","All","30 - 34","Male","20","5"," "
"2023","All","All","All","30 - 34","Male","10","5"," "
"2019","All","All","All","35 and over","Male","15","5"," "
"2020","All","All","All","35 and over","Male","15","5"," "
"2021","All","All","All","35 and over","Male","20","5"," "
"2022","All","All","All","35 and over","Male","15","0"," "
"2023","All","All","All","35 and over","Male","25","0"," "
"2019","UK","England","England","All","Female","23585","5735","0.243"
"2020","UK","England","England","All","Female","24220","6755","0.279"
"2021","UK","England","England","All","Female","31360","7265","0.232"
"2022","UK","England","England","All","Female","29120","6305","0.217"
"2023","UK","England","England","All","Female","23000","6675","0.29"
"2019","UK","Northern Ireland","Northern Ireland","All","Female","905","135","0.147"
"2020","UK","Northern Ireland","Northern Ireland","All","Female","875","175","0.198"
"2021","UK","Northern Ireland","Northern Ireland","All","Female","1120","160","0.14100000000000001"
"2022","UK","Northern Ireland","Northern Ireland","All","Female","1050","175","0.168"
"2023","UK","Northern Ireland","Northern Ireland","All","Female","870","125","0.146"
"2019","UK","Scotland","Scotland","All","Female","1910","375","0.196"
"2020","UK","Scotland","Scotland","All","Female","2020","405","0.201"
"2021","UK","Scotland","Scotland","All","Female","2720","365","0.135"
"2022","UK","Scotland","Scotland","All","Female","2245","355","0.159"
"2023","UK","Scotland","Scotland","All","Female","1555","370","0.23700000000000002"
"2019","UK","Wales","Wales","All","Female","1750","235","0.133"
"2020","UK","Wales","Wales","All","Female","1760","290","0.166"
"2021","UK","Wales","Wales","All","Female","2455","320","0.13"
"2022","UK","Wales","Wales","All","Female","1830","330","0.179"
"2023","UK","Wales","Wales","All","Female","1385","320","0.232"
"2019","International","EU (excluding UK)","Austria","All","Female","5","0"," "
"2020","International","EU (excluding UK)","Austria","All","Female","5","0"," "
"2021","International","EU (excluding UK)","Austria","All","Female","5","0"," "
"2021","International","EU (excluding UK)","Belgium","All","Female","5","0"," "
"2022","International","EU (excluding UK)","Bulgaria","All","Female","5","0"," "
"2019","International","EU (excluding UK)","Denmark","All","Female","5","0"," "
"2020","International","EU (excluding UK)","Denmark","All","Female","5","0"," "
"2021","International","EU (excluding UK)","Denmark","All","Female","5","0"," "
"2022","International","EU (excluding UK)","Denmark","All","Female","5","0"," "
"2021","International","EU (excluding UK)","Finland","All","Female","10","0"," "
"2019","International","EU (excluding UK)","France","All","Female","55","10"," "
"2020","International","EU (excluding UK)","France","All","Female","40","5"," "
"2021","International","EU (excluding UK)","France","All","Female","25","0"," "
"2022","International","EU (excluding UK)","France","All","Female","20","0"," "
"2019","International","EU (excluding UK)","Germany","All","Female","15","5"," "
"2020","International","EU (excluding UK)","Germany","All","Female","10","0"," "
"2021","International","EU (excluding UK)","Germany","All","Female","5","0"," "
"2022","International","EU (excluding UK)","Germany","All","Female","15","0"," "
"2023","International","EU (excluding UK)","Germany","All","Female","10","5"," "
"2019","International","EU (excluding UK)","Greece","All","Female","10","0"," "
"2021","International","EU (excluding UK)","Greece","All","Female","5","0"," "
"2022","International","EU (excluding UK)","Greece","All","Female","5","0"," "
"2019","International","EU (excluding UK)","Hungary","All","Female","15","0"," "
"2019","International","EU (excluding UK)","Ireland","All","Female","280","15","0.05"
"2020","International","EU (excluding UK)","Ireland","All","Female","355","35","0.099"
"2021","International","EU (excluding UK)","Ireland","All","Female","405","25","0.062"
"2022","International","EU (excluding UK)","Ireland","All","Female","430","25","0.058"
"2023","International","EU (excluding UK)","Ireland","All","Female","305","45","0.14400000000000002"
"2019","International","EU (excluding UK)","Italy","All","Female","45","0"," "
"2020","International","EU (excluding UK)","Italy","All","Female","45","5"," "
"2021","International","EU (excluding UK)","Italy","All","Female","30","5"," "
"2022","International","EU (excluding UK)","Italy","All","Female","25","0"," "
"2023","International","EU (excluding UK)","Italy","All","Female","10","0"," "
"2020","International","EU (excluding UK)","Luxembourg","All","Female","5","0"," "
"2019","International","EU (excluding UK)","Malta","All","Female","5","0"," "
"2019","International","EU (excluding UK)","Netherlands","All","Female","5","0"," "
"2020","International","EU (excluding UK)","Netherlands","All","Female","5","0"," "
"2021","International","EU (excluding UK)","Netherlands","All","Female","5","0"," "
"2023","International","EU (excluding UK)","Netherlands","All","Female","5","0"," "
"2020","International","EU (excluding UK)","Poland","All","Female","5","0"," "
"2022","International","EU (excluding UK)","Portugal","All","Female","5","0"," "
"2019","International","EU (excluding UK)","Romania","All","Female","5","0"," "
"2019","International","EU (excluding UK)","Spain","All","Female","30","5"," "
"2020","International","EU (excluding UK)","Spain","All","Female","35","10"," "
"2021","International","EU (excluding UK)","Spain","All","Female","35","5"," "
"2022","International","EU (excluding UK)","Spain","All","Female","10","0"," "
"2023","International","EU (excluding UK)","Spain","All","Female","10","0"," "
"2019","International","EU (excluding UK)","Sweden","All","Female","10","0"," "
"2020","International","EU (excluding UK)","Sweden","All","Female","5","0"," "
"2020","International","EU (excluding UK)","Reunion","All","Female","5","0"," "
"2019","International","EU (excluding UK)","Estonia","All","Female","5","0"," "
"2019","International","EU (excluding UK)","Lithuania","All","Female","10","0"," "
"2019","International","EU (excluding UK)","Slovakia","All","Female","5","0"," "
"2020","International","EU (excluding UK)","Cyprus (European Union)","All","Female","10","0"," "
"2023","International","EU (excluding UK)","Cyprus (European Union)","All","Female","5","0"," "
"2019","International","Not EU","Guernsey","All","Female","5","0"," "
"2020","International","Not EU","Guernsey","All","Female","5","0"," "
"2021","International","Not EU","Guernsey","All","Female","15","5"," "
"2022","International","Not EU","Guernsey","All","Female","15","5"," "
"2023","International","Not EU","Guernsey","All","Female","5","5"," "
"2019","International","Not EU","Jersey","All","Female","40","5"," "
"2020","International","Not EU","Jersey","All","Female","10","0"," "
"2021","International","Not EU","Jersey","All","Female","5","0"," "
"2022","International","Not EU","Jersey","All","Female","10","5"," "
"2023","International","Not EU","Jersey","All","Female","10","5"," "
"2019","International","Not EU","Isle of Man","All","Female","15","0"," "
"2020","International","Not EU","Isle of Man","All","Female","10","0"," "
"2021","International","Not EU","Isle of Man","All","Female","20","5"," "
"2022","International","Not EU","Isle of Man","All","Female","15","5"," "
"2021","International","Not EU","Afghanistan","All","Female","5","0"," "
"2023","International","Not EU","Afghanistan","All","Female","5","0"," "
"2019","International","Not EU","Australia","All","Female","10","0"," "
"2020","International","Not EU","Australia","All","Female","5","0"," "
"2021","International","Not EU","Australia","All","Female","5","0"," "
"2022","International","Not EU","Australia","All","Female","5","0"," "
"2023","International","Not EU","Australia","All","Female","5","0"," "
"2019","International","Not EU","Bahrain","All","Female","5","5"," "
"2020","International","Not EU","Barbados","All","Female","5","0"," "
"2019","International","Not EU","Bermuda","All","Female","10","5"," "
"2022","International","Not EU","Bermuda","All","Female","5","0"," "
"2023","International","Not EU","Bermuda","All","Female","5","0"," "
"2019","International","Not EU","Brunei Darussalam","All","Female","5","0"," "
"2020","International","Not EU","Brunei Darussalam","All","Female","5","0"," "
"2023","International","Not EU","Brunei Darussalam","All","Female","5","0"," "
"2021","International","Not EU","Cameroon","All","Female","5","0"," "
"2019","International","Not EU","Canada","All","Female","35","10"," "
"2020","International","Not EU","Canada","All","Female","15","0"," "
"2021","International","Not EU","Canada","All","Female","45","10"," "
"2022","International","Not EU","Canada","All","Female","40","5"," "
"2023","International","Not EU","Canada","All","Female","15","5"," "
"2020","International","Not EU","China","All","Female","5","0"," "
"2022","International","Not EU","China","All","Female","5","0"," "
"2023","International","Not EU","China","All","Female","5","0"," "
"2019","International","Not EU","Ethiopia","All","Female","5","0"," "
"2020","International","Not EU","Taiwan","All","Female","5","0"," "
"2019","International","Not EU","Ghana","All","Female","25","5"," "
"2020","International","Not EU","Ghana","All","Female","20","0"," "
"2021","International","Not EU","Ghana","All","Female","30","0"," "
"2022","International","Not EU","Ghana","All","Female","95","0"," "
"2023","International","Not EU","Ghana","All","Female","85","10"," "
"2019","International","Not EU","Gibraltar","All","Female","15","0"," "
"2020","International","Not EU","Gibraltar","All","Female","15","5"," "
"2021","International","Not EU","Gibraltar","All","Female","15","0"," "
"2022","International","Not EU","Gibraltar","All","Female","15","0"," "
"2023","International","Not EU","Gibraltar","All","Female","15","5"," "
"2020","International","Not EU","Honduras","All","Female","5","0"," "
"2021","International","Not EU","Hong Kong","All","Female","5","0"," "
"2022","International","Not EU","Hong Kong","All","Female","10","0"," "
"2023","International","Not EU","Hong Kong","All","Female","5","5"," "
"2021","International","Not EU","Iceland","All","Female","5","0"," "
"2023","International","Not EU","Iceland","All","Female","5","0"," "
"2019","International","Not EU","India","All","Female","5","0"," "
"2020","International","Not EU","India","All","Female","5","0"," "
"2021","International","Not EU","India","All","Female","5","0"," "
"2022","International","Not EU","India","All","Female","5","0"," "
"2023","International","Not EU","India","All","Female","10","0"," "
"2021","International","Not EU","Israel","All","Female","5","0"," "
"2022","International","Not EU","Jamaica","All","Female","10","0"," "
"2023","International","Not EU","Jamaica","All","Female","5","0"," "
"2019","International","Not EU","Kenya","All","Female","5","0"," "
"2021","International","Not EU","Kenya","All","Female","5","0"," "
"2022","International","Not EU","Kenya","All","Female","5","0"," "
"2023","International","Not EU","Kenya","All","Female","5","5"," "
"2021","International","Not EU","Kuwait","All","Female","5","0"," "
"2023","International","Not EU","Madagascar","All","Female","5","5"," "
"2021","International","Not EU","Malawi","All","Female","5","0"," "
"2019","International","Not EU","Malaysia","All","Female","5","0"," "
"2020","International","Not EU","Oman","All","Female","5","0"," "
"2019","International","Not EU","Nigeria","All","Female","10","0"," "
"2020","International","Not EU","Nigeria","All","Female","10","0"," "
"2021","International","Not EU","Nigeria","All","Female","20","0"," "
"2022","International","Not EU","Nigeria","All","Female","50","5"," "
"2023","International","Not EU","Nigeria","All","Female","40","5"," "
"2020","International","Not EU","Norway","All","Female","10","0"," "
"2022","International","Not EU","Norway","All","Female","5","0"," "
"2021","International","Not EU","Pakistan","All","Female","5","0"," "
"2020","International","Not EU","Zimbabwe","All","Female","5","0"," "
"2021","International","Not EU","Zimbabwe","All","Female","15","5"," "
"2022","International","Not EU","St Lucia","All","Female","5","0"," "
"2021","International","Not EU","Saudi Arabia","All","Female","5","0"," "
"2023","International","Not EU","Saudi Arabia","All","Female","10","0"," "
"2021","International","Not EU","Seychelles","All","Female","5","0"," "
"2023","International","Not EU","Sierra Leone","All","Female","5","0"," "
"2021","International","Not EU","Singapore","All","Female","10","0"," "
"2022","International","Not EU","Singapore","All","Female","10","5"," "
"2021","International","Not EU","Somalia","All","Female","5","0"," "
"2020","International","Not EU","South Africa","All","Female","5","0"," "
"2021","International","Not EU","South Africa","All","Female","5","0"," "
"2022","International","Not EU","South Africa","All","Female","5","0"," "
"2023","International","Not EU","South Africa","All","Female","5","0"," "
"2019","International","Not EU","Switzerland","All","Female","20","5"," "
"2020","International","Not EU","Switzerland","All","Female","10","5"," "
"2022","International","Not EU","Switzerland","All","Female","10","5"," "
"2023","International","Not EU","Switzerland","All","Female","10","0"," "
"2022","International","Not EU","Tanzania, United Republic of","All","Female","5","0"," "
"2019","International","Not EU","United Arab Emirates","All","Female","5","0"," "
"2021","International","Not EU","United Arab Emirates","All","Female","5","0"," "
"2019","International","Not EU","Turkey","All","Female","5","0"," "
"2020","International","Not EU","Uganda","All","Female","5","0"," "
"2019","International","Not EU","Egypt","All","Female","5","0"," "
"2019","International","Not EU","United States of America","All","Female","25","5"," "
"2020","International","Not EU","United States of America","All","Female","25","10"," "
"2021","International","Not EU","United States of America","All","Female","65","5"," "
"2022","International","Not EU","United States of America","All","Female","60","5"," "
"2023","International","Not EU","United States of America","All","Female","40","5"," "
"2021","International","Not EU","British Virgin Islands","All","Female","5","0"," "
"2020","International","Not EU","Zambia","All","Female","5","0"," "
"2019","International","Not EU","Not Known","All","Female","5","0"," "
"2020","International","Not EU","Not Known","All","Female","20","5"," "
"2021","International","Not EU","Not Known","All","Female","10","0"," "
"2020","International","Not EU","Cayman Islands","All","Female","5","0"," "
"2021","International","Not EU","Cayman Islands","All","Female","5","0"," "
"2022","International","Not EU","Cayman Islands","All","Female","5","0"," "
"2023","International","Not EU","Cayman Islands","All","Female","10","5"," "
"2019","International","Not EU","Turks and Caicos Islands","All","Female","5","0"," "
"2022","International","Not EU","Turks and Caicos Islands","All","Female","5","0"," "
"2020","International","Not EU","British Antarctic Territory","All","Female","5","0"," "
"2021","International","Not EU","Monaco","All","Female","5","0"," "
"2020","International","Not EU","Ukraine","All","Female","5","0"," "
"2023","International","Not EU","Montenegro","All","Female","5","0"," "
"2021","International","Not EU","Sint Maarten (Dutch Part)","All","Female","5","0"," "
"2019","UK","England","England","All","Male","60","15","0.267"
"2020","UK","England","England","All","Male","45","15","0.289"
"2021","UK","England","England","All","Male","115","25","0.209"
"2022","UK","England","England","All","Male","105","15","0.152"
"2023","UK","England","England","All","Male","65","15","0.231"
"2019","UK","Northern Ireland","Northern Ireland","All","Male","5","0"," "
"2020","UK","Northern Ireland","Northern Ireland","All","Male","5","0"," "
"2021","UK","Northern Ireland","Northern Ireland","All","Male","5","0"," "
"2022","UK","Northern Ireland","Northern Ireland","All","Male","5","0"," "
"2023","UK","Northern Ireland","Northern Ireland","All","Male","5","0"," "
"2019","UK","Scotland","Scotland","All","Male","5","0"," "
"2020","UK","Scotland","Scotland","All","Male","5","0"," "
"2021","UK","Scotland","Scotland","All","Male","10","0"," "
"2022","UK","Scotland","Scotland","All","Male","5","5"," "
"2023","UK","Scotland","Scotland","All","Male","5","0"," "
"2019","UK","Wales","Wales","All","Male","5","0"," "
"2020","UK","Wales","Wales","All","Male","5","0"," "
"2022","UK","Wales","Wales","All","Male","5","0"," "
"2023","UK","Wales","Wales","All","Male","15","5"," "
"2020","International","EU (excluding UK)","Germany","All","Male","5","0"," "
"2019","International","EU (excluding UK)","Ireland","All","Male","5","0"," "
"2020","International","EU (excluding UK)","Ireland","All","Male","5","0"," "
"2021","International","EU (excluding UK)","Ireland","All","Male","5","0"," "
"2023","International","EU (excluding UK)","Ireland","All","Male","5","0"," "
"2020","International","EU (excluding UK)","Italy","All","Male","5","0"," "
"2021","International","EU (excluding UK)","Italy","All","Male","5","0"," "
"2022","International","Not EU","Ghana","All","Male","5","0"," "
"2023","International","Not EU","India","All","Male","5","0"," "
"2021","International","Not EU","Malawi","All","Male","5","0"," "
"2022","International","Not EU","United States of America","All","Male","5","0"," "
"2023","International","Not EU","United States of America","All","Male","5","0"," "
"2019","UK","Northern Ireland","All","All","Female","905","135","0.147"
"2020","UK","Northern Ireland","All","All","Female","875","175","0.198"
"2021","UK","Northern Ireland","All","All","Female","1120","160","0.14100000000000001"
"2022","UK","Northern Ireland","All","All","Female","1050","175","0.168"
"2023","UK","Northern Ireland","All","All","Female","870","125","0.146"
"2019","UK","England","All","All","Female","23585","5735","0.243"
"2020","UK","England","All","All","Female","24220","6755","0.279"
"2021","UK","England","All","All","Female","31360","7265","0.232"
"2022","UK","England","All","All","Female","29120","6305","0.217"
"2023","UK","England","All","All","Female","23000","6675","0.29"
"2019","UK","Scotland","All","All","Female","1910","375","0.196"
"2020","UK","Scotland","All","All","Female","2020","405","0.201"
"2021","UK","Scotland","All","All","Female","2720","365","0.135"
"2022","UK","Scotland","All","All","Female","2245","355","0.159"
"2023","UK","Scotland","All","All","Female","1555","370","0.23700000000000002"
"2019","UK","Wales","All","All","Female","1750","235","0.133"
"2020","UK","Wales","All","All","Female","1760","290","0.166"
"2021","UK","Wales","All","All","Female","2455","320","0.13"
"2022","UK","Wales","All","All","Female","1830","330","0.179"
"2023","UK","Wales","All","All","Female","1385","320","0.232"
"2019","International","Not EU","All","All","Female","260","35","0.135"
"2020","International","Not EU","All","All","Female","225","30","0.133"
"2021","International","Not EU","All","All","Female","350","40","0.114"
"2022","International","Not EU","All","All","Female","400","40","0.098"
"2023","International","Not EU","All","All","Female","325","60","0.188"
"2019","International","EU (excluding UK)","All","All","Female","510","40","0.078"
"2020","International","EU (excluding UK)","All","All","Female","540","60","0.111"
"2021","International","EU (excluding UK)","All","All","Female","540","40","0.074"
"2022","International","EU (excluding UK)","All","All","Female","515","30","0.058"
"2023","International","EU (excluding UK)","All","All","Female","350","50","0.149"
"2019","UK","Northern Ireland","All","All","Male","5","0"," "
"2020","UK","Northern Ireland","All","All","Male","5","0"," "
"2021","UK","Northern Ireland","All","All","Male","5","0"," "
"2022","UK","Northern Ireland","All","All","Male","5","0"," "
"2023","UK","Northern Ireland","All","All","Male","5","0"," "
"2019","UK","England","All","All","Male","60","15","0.267"
"2020","UK","England","All","All","Male","45","15","0.289"
"2021","UK","England","All","All","Male","115","25","0.209"
"2022","UK","England","All","All","Male","105","15","0.152"
"2023","UK","England","All","All","Male","65","15","0.231"
"2019","UK","Scotland","All","All","Male","5","0"," "
"2020","UK","Scotland","All","All","Male","5","0"," "
"2021","UK","Scotland","All","All","Male","10","0"," "
"2022","UK","Scotland","All","All","Male","5","5"," "
"2023","UK","Scotland","All","All","Male","5","0"," "
"2019","UK","Wales","All","All","Male","5","0"," "
"2020","UK","Wales","All","All","Male","5","0"," "
"2022","UK","Wales","All","All","Male","5","0"," "
"2023","UK","Wales","All","All","Male","15","5"," "
"2020","International","Not EU","All","All","Male","5","0"," "
"2021","International","Not EU","All","All","Male","5","0"," "
"2022","International","Not EU","All","All","Male","15","0"," "
"2023","International","Not EU","All","All","Male","15","0"," "
"2019","International","EU (excluding UK)","All","All","Male","5","0"," "
"2020","International","EU (excluding UK)","All","All","Male","15","0"," "
"2021","International","EU (excluding UK)","All","All","Male","10","0"," "
"2023","International","EU (excluding UK)","All","All","Male","5","0"," "
"2019","UK","All","All","All","Female","28155","6475","0.23"
"2020","UK","All","All","All","Female","28875","7630","0.264"
"2021","UK","All","All","All","Female","37655","8110","0.215"
"2022","UK","All","All","All","Female","34245","7170","0.209"
"2023","UK","All","All","All","Female","26815","7495","0.279"
"2019","International","All","All","All","Female","770","75","0.097"
"2020","International","All","All","All","Female","765","90","0.11800000000000001"
"2021","International","All","All","All","Female","890","80","0.09"
"2022","International","All","All","All","Female","920","70","0.075"
"2023","International","All","All","All","Female","675","115","0.167"
"2019","UK","All","All","All","Male","75","20","0.253"
"2020","UK","All","All","All","Male","55","15","0.255"
"2021","UK","All","All","All","Male","125","25","0.20800000000000002"
"2022","UK","All","All","All","Male","125","20","0.152"
"2023","UK","All","All","All","Male","90","20","0.244"
"2019","International","All","All","All","Male","5","0"," "
"2020","International","All","All","All","Male","20","0"," "
"2021","International","All","All","All","Male","15","0"," "
"2022","International","All","All","All","Male","15","0"," "
"2023","International","All","All","All","Male","20","0"," "
"2019","All","All","All","All","Female","28925","6550","0.226"
"2020","All","All","All","All","Female","29640","7720","0.26"
"2021","All","All","All","All","Female","38545","8190","0.212"
"2022","All","All","All","All","Female","35165","7235","0.20600000000000002"
"2023","All","All","All","All","Female","27485","7605","0.277"
"2019","All","All","All","All","Male","80","20","0.23700000000000002"
"2020","All","All","All","All","Male","75","15","0.2"
"2021","All","All","All","All","Male","140","25","0.193"
"2022","All","All","All","All","Male","135","20","0.14100000000000001"
"2023","All","All","All","All","Male","110","20","0.2"
"2020","UK","England","England","17 and under","All","10","0"," "
"2021","UK","England","England","17 and under","All","25","5"," "
"2022","UK","England","England","17 and under","All","15","0"," "
"2023","UK","England","England","17 and under","All","20","0"," "
"2021","UK","Northern Ireland","Northern Ireland","17 and under","All","5","0"," "
"2023","UK","Northern Ireland","Northern Ireland","17 and under","All","5","0"," "
"2019","UK","Scotland","Scotland","17 and under","All","15","0"," "
"2020","UK","Scotland","Scotland","17 and under","All","30","5"," "
"2021","UK","Scotland","Scotland","17 and under","All","35","5"," "
"2022","UK","Scotland","Scotland","17 and under","All","50","5"," "
"2023","UK","Scotland","Scotland","17 and under","All","20","5"," "
"2020","UK","Wales","Wales","17 and under","All","5","0"," "
"2019","International","EU (excluding UK)","Ireland","17 and under","All","50","0"," "
"2020","International","EU (excluding UK)","Ireland","17 and under","All","35","0"," "
"2021","International","EU (excluding UK)","Ireland","17 and under","All","25","5"," "
"2022","International","EU (excluding UK)","Ireland","17 and under","All","20","0"," "
"2023","International","EU (excluding UK)","Ireland","17 and under","All","25","0"," "
"2019","International","EU (excluding UK)","Spain","17 and under","All","5","0"," "
"2020","International","EU (excluding UK)","Spain","17 and under","All","5","0"," "
"2022","International","Not EU","Bermuda","17 and under","All","5","0"," "
"2019","International","Not EU","Canada","17 and under","All","5","0"," "
