"Year","Domicile UK International","Domicile","Domicile named country","Age group","Gender","Main scheme applications","Main scheme offers","Main scheme offer rate"
"2022","International","EU (excluding UK)","Bulgaria","30 - 34","Female","5","0"," "
"2022","International","EU (excluding UK)","France","30 - 34","Female","5","0"," "
"2020","International","EU (excluding UK)","Germany","30 - 34","Female","5","0"," "
"2020","International","EU (excluding UK)","Ireland","30 - 34","Female","5","0"," "
"2021","International","EU (excluding UK)","Ireland","30 - 34","Female","5","0"," "
"2019","International","EU (excluding UK)","Spain","30 - 34","Female","5","0"," "
"2021","International","EU (excluding UK)","Spain","30 - 34","Female","5","0"," "
"2021","International","Not EU","Isle of Man","30 - 34","Female","5","5"," "
"2021","International","Not EU","Australia","30 - 34","Female","5","0"," "
"2021","International","Not EU","Cameroon","30 - 34","Female","5","0"," "
"2020","International","Not EU","Canada","30 - 34","Female","5","0"," "
"2022","International","Not EU","Canada","30 - 34","Female","5","0"," "
"2019","International","Not EU","Ghana","30 - 34","Female","5","0"," "
"2022","International","Not EU","Ghana","30 - 34","Female","20","0"," "
"2023","International","Not EU","Ghana","30 - 34","Female","25","0"," "
"2020","International","Not EU","Honduras","30 - 34","Female","5","0"," "
"2019","International","Not EU","India","30 - 34","Female","5","0"," "
"2019","International","Not EU","Nigeria","30 - 34","Female","5","0"," "
"2020","International","Not EU","Nigeria","30 - 34","Female","5","0"," "
"2021","International","Not EU","Nigeria","30 - 34","Female","5","0"," "
"2022","International","Not EU","Nigeria","30 - 34","Female","10","0"," "
"2023","International","Not EU","Nigeria","30 - 34","Female","5","0"," "
"2021","International","Not EU","Zimbabwe","30 - 34","Female","5","5"," "
"2021","International","Not EU","Saudi Arabia","30 - 34","Female","5","0"," "
"2021","International","Not EU","Somalia","30 - 34","Female","5","0"," "
"2019","International","Not EU","Switzerland","30 - 34","Female","5","0"," "
"2021","International","Not EU","United Arab Emirates","30 - 34","Female","5","0"," "
"2022","International","Not EU","United States of America","30 - 34","Female","10","0"," "
"2023","International","Not EU","United States of America","30 - 34","Female","10","5"," "
"2020","International","Not EU","Not Known","30 - 34","Female","5","0"," "
"2022","International","Not EU","Cayman Islands","30 - 34","Female","5","0"," "
"2019","UK","England","England","35 and over","Female","1930","525","0.273"
"2020","UK","England","England","35 and over","Female","2240","700","0.312"
"2021","UK","England","England","35 and over","Female","3145","865","0.276"
"2022","UK","England","England","35 and over","Female","2765","800","0.29"
"2023","UK","England","England","35 and over","Female","2405","785","0.327"
"2019","UK","Northern Ireland","Northern Ireland","35 and over","Female","80","15","0.188"
"2020","UK","Northern Ireland","Northern Ireland","35 and over","Female","50","15","0.28"
"2021","UK","Northern Ireland","Northern Ireland","35 and over","Female","70","10","0.157"
"2022","UK","Northern Ireland","Northern Ireland","35 and over","Female","75","15","0.213"
"2023","UK","Northern Ireland","Northern Ireland","35 and over","Female","55","10"," "
"2019","UK","Scotland","Scotland","35 and over","Female","185","40","0.216"
"2020","UK","Scotland","Scotland","35 and over","Female","215","50","0.233"
"2021","UK","Scotland","Scotland","35 and over","Female","305","35","0.111"
"2022","UK","Scotland","Scotland","35 and over","Female","255","45","0.18"
"2023","UK","Scotland","Scotland","35 and over","Female","185","50","0.259"
"2019","UK","Wales","Wales","35 and over","Female","135","25","0.178"
"2020","UK","Wales","Wales","35 and over","Female","140","30","0.221"
"2021","UK","Wales","Wales","35 and over","Female","185","25","0.146"
"2022","UK","Wales","Wales","35 and over","Female","155","40","0.271"
"2023","UK","Wales","Wales","35 and over","Female","120","40","0.333"
"2022","International","EU (excluding UK)","Denmark","35 and over","Female","5","0"," "
"2020","International","EU (excluding UK)","France","35 and over","Female","5","0"," "
"2019","International","EU (excluding UK)","Hungary","35 and over","Female","5","0"," "
"2019","International","EU (excluding UK)","Ireland","35 and over","Female","5","0"," "
"2020","International","EU (excluding UK)","Ireland","35 and over","Female","10","5"," "
"2021","International","EU (excluding UK)","Ireland","35 and over","Female","10","0"," "
"2023","International","EU (excluding UK)","Netherlands","35 and over","Female","5","0"," "
"2019","International","EU (excluding UK)","Spain","35 and over","Female","5","0"," "
"2021","International","EU (excluding UK)","Spain","35 and over","Female","5","0"," "
"2023","International","EU (excluding UK)","Spain","35 and over","Female","5","0"," "
"2019","International","EU (excluding UK)","Sweden","35 and over","Female","5","0"," "
"2021","International","Not EU","Guernsey","35 and over","Female","10","0"," "
"2023","International","Not EU","Jersey","35 and over","Female","5","5"," "
"2021","International","Not EU","Ghana","35 and over","Female","5","0"," "
"2022","International","Not EU","Ghana","35 and over","Female","15","0"," "
"2023","International","Not EU","Ghana","35 and over","Female","15","5"," "
"2019","International","Not EU","Nigeria","35 and over","Female","5","0"," "
"2021","International","Not EU","Nigeria","35 and over","Female","5","0"," "
"2022","International","Not EU","Nigeria","35 and over","Female","10","0"," "
"2023","International","Not EU","Nigeria","35 and over","Female","5","0"," "
"2021","International","Not EU","Pakistan","35 and over","Female","5","0"," "
"2023","International","Not EU","Saudi Arabia","35 and over","Female","5","0"," "
"2021","International","Not EU","Singapore","35 and over","Female","5","0"," "
"2022","International","Not EU","Singapore","35 and over","Female","5","5"," "
"2019","International","Not EU","Switzerland","35 and over","Female","5","0"," "
"2023","International","Not EU","Switzerland","35 and over","Female","5","0"," "
"2021","International","Not EU","United States of America","35 and over","Female","10","5"," "
"2022","International","Not EU","United States of America","35 and over","Female","5","5"," "
"2020","International","Not EU","Not Known","35 and over","Female","5","0"," "
"2020","International","Not EU","British Antarctic Territory","35 and over","Female","5","0"," "
"2021","UK","England","England","17 and under","Male","5","0"," "
"2020","International","EU (excluding UK)","Ireland","17 and under","Male","5","0"," "
"2019","UK","England","England","18","Male","15","5"," "
"2020","UK","England","England","18","Male","5","0"," "
"2021","UK","England","England","18","Male","30","10"," "
"2022","UK","England","England","18","Male","45","5"," "
"2023","UK","England","England","18","Male","15","5"," "
"2019","UK","Northern Ireland","Northern Ireland","18","Male","5","0"," "
"2020","UK","Northern Ireland","Northern Ireland","18","Male","5","0"," "
"2019","UK","Scotland","Scotland","18","Male","5","0"," "
"2021","UK","Scotland","Scotland","18","Male","5","0"," "
"2022","UK","Wales","Wales","18","Male","5","0"," "
"2023","UK","Wales","Wales","18","Male","5","5"," "
"2021","International","EU (excluding UK)","Ireland","18","Male","5","0"," "
"2023","International","EU (excluding UK)","Ireland","18","Male","5","0"," "
"2021","UK","England","England","19","Male","5","0"," "
"2022","UK","England","England","19","Male","10","0"," "
"2023","UK","Scotland","Scotland","19","Male","5","0"," "
"2020","UK","England","England","20","Male","5","0"," "
"2021","UK","England","England","20","Male","10","0"," "
"2023","UK","England","England","20","Male","5","0"," "
"2019","UK","England","England","21 - 24","Male","5","0"," "
"2020","UK","England","England","21 - 24","Male","10","0"," "
"2021","UK","England","England","21 - 24","Male","10","0"," "
"2022","UK","England","England","21 - 24","Male","15","5"," "
"2023","UK","England","England","21 - 24","Male","5","0"," "
"2022","UK","Scotland","Scotland","21 - 24","Male","5","5"," "
"2019","UK","Wales","Wales","21 - 24","Male","5","0"," "
"2020","International","EU (excluding UK)","Italy","21 - 24","Male","5","0"," "
"2022","International","Not EU","United States of America","21 - 24","Male","5","0"," "
"2023","International","Not EU","United States of America","21 - 24","Male","5","0"," "
"2019","UK","England","England","25 - 29","Male","15","5"," "
"2020","UK","England","England","25 - 29","Male","10","5"," "
"2021","UK","England","England","25 - 29","Male","25","5"," "
"2022","UK","England","England","25 - 29","Male","10","5"," "
"2023","UK","England","England","25 - 29","Male","5","0"," "
"2020","UK","Northern Ireland","Northern Ireland","25 - 29","Male","5","0"," "
"2023","UK","Wales","Wales","25 - 29","Male","5","5"," "
"2020","International","EU (excluding UK)","Germany","25 - 29","Male","5","0"," "
"2021","International","Not EU","Malawi","25 - 29","Male","5","0"," "
"2019","UK","England","England","30 - 34","Male","15","5"," "
"2021","UK","England","England","30 - 34","Male","15","5"," "
"2022","UK","England","England","30 - 34","Male","15","5"," "
"2023","UK","England","England","30 - 34","Male","10","5"," "
"2022","International","Not EU","Ghana","30 - 34","Male","5","0"," "
"2019","UK","England","England","35 and over","Male","10","5"," "
"2020","UK","England","England","35 and over","Male","10","5"," "
"2021","UK","England","England","35 and over","Male","15","0"," "
"2022","UK","England","England","35 and over","Male","10","0"," "
"2023","UK","England","England","35 and over","Male","20","0"," "
"2021","UK","Scotland","Scotland","35 and over","Male","5","0"," "
"2020","UK","Wales","Wales","35 and over","Male","5","0"," "
"2022","International","Not EU","United States of America","35 and over","Male","5","0"," "
"2021","UK","Northern Ireland","All","17 and under","Female","5","0"," "
"2023","UK","Northern Ireland","All","17 and under","Female","5","0"," "
"2020","UK","England","All","17 and under","Female","10","0"," "
"2021","UK","England","All","17 and under","Female","20","5"," "
"2022","UK","England","All","17 and under","Female","15","0"," "
"2023","UK","England","All","17 and under","Female","20","0"," "
"2019","UK","Scotland","All","17 and under","Female","15","0"," "
"2020","UK","Scotland","All","17 and under","Female","30","5"," "
"2021","UK","Scotland","All","17 and under","Female","35","5"," "
"2022","UK","Scotland","All","17 and under","Female","50","5"," "
"2023","UK","Scotland","All","17 and under","Female","20","5"," "
"2020","UK","Wales","All","17 and under","Female","5","0"," "
"2019","International","Not EU","All","17 and under","Female","5","0"," "
"2020","International","Not EU","All","17 and under","Female","10","0"," "
"2021","International","Not EU","All","17 and under","Female","10","0"," "
"2022","International","Not EU","All","17 and under","Female","5","0"," "
"2023","International","Not EU","All","17 and under","Female","5","5"," "
"2019","International","EU (excluding UK)","All","17 and under","Female","55","0"," "
"2020","International","EU (excluding UK)","All","17 and under","Female","35","0"," "
"2021","International","EU (excluding UK)","All","17 and under","Female","25","5"," "
"2022","International","EU (excluding UK)","All","17 and under","Female","20","0"," "
"2023","International","EU (excluding UK)","All","17 and under","Female","25","0"," "
"2019","UK","Northern Ireland","All","18","Female","365","40","0.115"
"2020","UK","Northern Ireland","All","18","Female","410","80","0.193"
"2021","UK","Northern Ireland","All","18","Female","535","65","0.11800000000000001"
"2022","UK","Northern Ireland","All","18","Female","545","95","0.17200000000000001"
"2023","UK","Northern Ireland","All","18","Female","445","70","0.162"
"2019","UK","England","All","18","Female","8055","1905","0.23600000000000002"
"2020","UK","England","All","18","Female","8520","2345","0.275"
"2021","UK","England","All","18","Female","10440","2125","0.20400000000000001"
"2022","UK","England","All","18","Female","10860","2155","0.198"
"2023","UK","England","All","18","Female","9260","2875","0.311"
"2019","UK","Scotland","All","18","Female","670","135","0.201"
"2020","UK","Scotland","All","18","Female","550","120","0.22"
"2021","UK","Scotland","All","18","Female","780","95","0.121"
"2022","UK","Scotland","All","18","Female","665","100","0.15"
"2023","UK","Scotland","All","18","Female","455","100","0.224"
"2019","UK","Wales","All","18","Female","360","40","0.111"
"2020","UK","Wales","All","18","Female","500","75","0.146"
"2021","UK","Wales","All","18","Female","770","110","0.145"
"2022","UK","Wales","All","18","Female","630","95","0.149"
"2023","UK","Wales","All","18","Female","465","95","0.2"
"2019","International","Not EU","All","18","Female","55","10"," "
"2020","International","Not EU","All","18","Female","55","10","0.182"
"2021","International","Not EU","All","18","Female","45","5"," "
"2022","International","Not EU","All","18","Female","80","5"," "
"2023","International","Not EU","All","18","Female","55","15","0.23600000000000002"
"2019","International","EU (excluding UK)","All","18","Female","110","5"," "
"2020","International","EU (excluding UK)","All","18","Female","185","25","0.13"
"2021","International","EU (excluding UK)","All","18","Female","145","5"," "
"2022","International","EU (excluding UK)","All","18","Female","185","10"," "
"2023","International","EU (excluding UK)","All","18","Female","105","20","0.171"
"2019","UK","Northern Ireland","All","19","Female","145","25","0.159"
"2020","UK","Northern Ireland","All","19","Female","115","15","0.13"
"2021","UK","Northern Ireland","All","19","Female","155","15","0.097"
"2022","UK","Northern Ireland","All","19","Female","135","20","0.156"
"2023","UK","Northern Ireland","All","19","Female","110","10","0.091"
"2019","UK","England","All","19","Female","3150","650","0.20600000000000002"
"2020","UK","England","All","19","Female","3025","695","0.229"
"2021","UK","England","All","19","Female","3625","635","0.17500000000000002"
"2022","UK","England","All","19","Female","3400","525","0.154"
"2023","UK","England","All","19","Female","2720","680","0.25"
"2019","UK","Scotland","All","19","Female","195","35","0.17400000000000002"
"2020","UK","Scotland","All","19","Female","170","35","0.218"
"2021","UK","Scotland","All","19","Female","235","20","0.089"
"2022","UK","Scotland","All","19","Female","210","25","0.129"
"2023","UK","Scotland","All","19","Female","205","50","0.249"
"2019","UK","Wales","All","19","Female","225","25","0.116"
"2020","UK","Wales","All","19","Female","205","20","0.107"
"2021","UK","Wales","All","19","Female","310","25","0.081"
"2022","UK","Wales","All","19","Female","190","35","0.184"
"2023","UK","Wales","All","19","Female","120","15","0.133"
"2019","International","Not EU","All","19","Female","35","0"," "
"2020","International","Not EU","All","19","Female","25","0"," "
"2021","International","Not EU","All","19","Female","45","5"," "
"2022","International","Not EU","All","19","Female","45","5"," "
"2023","International","Not EU","All","19","Female","20","0"," "
"2019","International","EU (excluding UK)","All","19","Female","95","5"," "
"2020","International","EU (excluding UK)","All","19","Female","105","10"," "
"2021","International","EU (excluding UK)","All","19","Female","135","10"," "
"2022","International","EU (excluding UK)","All","19","Female","100","5"," "
"2023","International","EU (excluding UK)","All","19","Female","100","10","0.12"
"2019","UK","Northern Ireland","All","20","Female","50","5"," "
"2020","UK","Northern Ireland","All","20","Female","40","5"," "
"2021","UK","Northern Ireland","All","20","Female","35","5"," "
"2022","UK","Northern Ireland","All","20","Female","60","5"," "
"2023","UK","Northern Ireland","All","20","Female","60","5"," "
"2019","UK","England","All","20","Female","1725","350","0.20400000000000001"
"2020","UK","England","All","20","Female","1640","385","0.234"
"2021","UK","England","All","20","Female","1955","345","0.177"
"2022","UK","England","All","20","Female","1890","300","0.159"
"2023","UK","England","All","20","Female","1530","365","0.23900000000000002"
"2019","UK","Scotland","All","20","Female","110","20","0.164"
"2020","UK","Scotland","All","20","Female","100","15","0.15"
"2021","UK","Scotland","All","20","Female","140","15","0.107"
"2022","UK","Scotland","All","20","Female","145","25","0.186"
"2023","UK","Scotland","All","20","Female","85","15","0.176"
"2019","UK","Wales","All","20","Female","115","15","0.122"
"2020","UK","Wales","All","20","Female","85","15","0.153"
"2021","UK","Wales","All","20","Female","150","15","0.08700000000000001"
"2022","UK","Wales","All","20","Female","125","20","0.152"
"2023","UK","Wales","All","20","Female","105","20","0.19"
"2019","International","Not EU","All","20","Female","20","0"," "
"2020","International","Not EU","All","20","Female","5","0"," "
"2021","International","Not EU","All","20","Female","10","0"," "
"2022","International","Not EU","All","20","Female","20","0"," "
"2023","International","Not EU","All","20","Female","30","0"," "
"2019","International","EU (excluding UK)","All","20","Female","90","5"," "
"2020","International","EU (excluding UK)","All","20","Female","60","5"," "
"2021","International","EU (excluding UK)","All","20","Female","70","5"," "
"2022","International","EU (excluding UK)","All","20","Female","70","5"," "
"2023","International","EU (excluding UK)","All","20","Female","15","0"," "
"2019","UK","Northern Ireland","All","21 - 24","Female","110","15","0.136"
"2020","UK","Northern Ireland","All","21 - 24","Female","115","30","0.243"
"2021","UK","Northern Ireland","All","21 - 24","Female","140","20","0.136"
"2022","UK","Northern Ireland","All","21 - 24","Female","100","10","0.11"
"2023","UK","Northern Ireland","All","21 - 24","Female","85","10"," "
"2019","UK","England","All","21 - 24","Female","3755","925","0.247"
"2020","UK","England","All","21 - 24","Female","3635","1000","0.276"
"2021","UK","England","All","21 - 24","Female","4720","1155","0.245"
"2022","UK","England","All","21 - 24","Female","3885","765","0.197"
"2023","UK","England","All","21 - 24","Female","2790","670","0.24"
"2019","UK","Scotland","All","21 - 24","Female","300","55","0.187"
"2020","UK","Scotland","All","21 - 24","Female","375","70","0.192"
"2021","UK","Scotland","All","21 - 24","Female","410","65","0.154"
"2022","UK","Scotland","All","21 - 24","Female","375","60","0.155"
"2023","UK","Scotland","All","21 - 24","Female","245","55","0.233"
"2019","UK","Wales","All","21 - 24","Female","425","65","0.158"
"2020","UK","Wales","All","21 - 24","Female","335","50","0.152"
"2021","UK","Wales","All","21 - 24","Female","365","45","0.11800000000000001"
"2022","UK","Wales","All","21 - 24","Female","230","40","0.178"
"2023","UK","Wales","All","21 - 24","Female","185","40","0.227"
"2019","International","Not EU","All","21 - 24","Female","60","5"," "
"2020","International","Not EU","All","21 - 24","Female","30","5"," "
"2021","International","Not EU","All","21 - 24","Female","95","5"," "
"2022","International","Not EU","All","21 - 24","Female","70","10","0.14300000000000002"
"2023","International","Not EU","All","21 - 24","Female","70","10","0.171"
"2019","International","EU (excluding UK)","All","21 - 24","Female","115","15","0.148"
"2020","International","EU (excluding UK)","All","21 - 24","Female","100","15","0.14"
"2021","International","EU (excluding UK)","All","21 - 24","Female","95","10","0.105"
"2022","International","EU (excluding UK)","All","21 - 24","Female","95","5"," "
"2023","International","EU (excluding UK)","All","21 - 24","Female","80","15","0.163"
"2019","UK","Northern Ireland","All","25 - 29","Female","110","25","0.218"
"2020","UK","Northern Ireland","All","25 - 29","Female","85","20","0.247"
"2021","UK","Northern Ireland","All","25 - 29","Female","105","25","0.219"
"2022","UK","Northern Ireland","All","25 - 29","Female","70","15","0.186"
"2023","UK","Northern Ireland","All","25 - 29","Female","50","10"," "
"2019","UK","England","All","25 - 29","Female","3165","855","0.271"
"2020","UK","England","All","25 - 29","Female","3095","975","0.315"
"2021","UK","England","All","25 - 29","Female","4330","1185","0.273"
"2022","UK","England","All","25 - 29","Female","3565","945","0.266"
"2023","UK","England","All","25 - 29","Female","2335","685","0.293"
"2019","UK","Scotland","All","25 - 29","Female","265","50","0.192"
"2020","UK","Scotland","All","25 - 29","Female","360","65","0.178"
"2021","UK","Scotland","All","25 - 29","Female","535","85","0.163"
"2022","UK","Scotland","All","25 - 29","Female","325","55","0.17500000000000002"
"2023","UK","Scotland","All","25 - 29","Female","205","45","0.22"
"2019","UK","Wales","All","25 - 29","Female","290","35","0.114"
"2020","UK","Wales","All","25 - 29","Female","260","60","0.223"
"2021","UK","Wales","All","25 - 29","Female","440","60","0.14100000000000001"
"2022","UK","Wales","All","25 - 29","Female","275","55","0.193"
"2023","UK","Wales","All","25 - 29","Female","210","60","0.281"
"2019","International","Not EU","All","25 - 29","Female","55","15","0.273"
"2020","International","Not EU","All","25 - 29","Female","75","10"," "
"2021","International","Not EU","All","25 - 29","Female","65","5"," "
"2022","International","Not EU","All","25 - 29","Female","85","10"," "
"2023","International","Not EU","All","25 - 29","Female","65","15","0.215"
"2019","International","EU (excluding UK)","All","25 - 29","Female","20","5"," "
"2020","International","EU (excluding UK)","All","25 - 29","Female","30","5"," "
"2021","International","EU (excluding UK)","All","25 - 29","Female","40","5"," "
"2022","International","EU (excluding UK)","All","25 - 29","Female","30","5"," "
"2023","International","EU (excluding UK)","All","25 - 29","Female","15","5"," "
"2019","UK","Northern Ireland","All","30 - 34","Female","55","10"," "
"2020","UK","Northern Ireland","All","30 - 34","Female","60","10","0.2"
"2021","UK","Northern Ireland","All","30 - 34","Female","75","20","0.293"
"2022","UK","Northern Ireland","All","30 - 34","Female","65","15","0.246"
"2023","UK","Northern Ireland","All","30 - 34","Female","60","15","0.217"
"2019","UK","England","All","30 - 34","Female","1805","520","0.28800000000000003"
"2020","UK","England","All","30 - 34","Female","2055","655","0.319"
"2021","UK","England","All","30 - 34","Female","3125","950","0.303"
"2022","UK","England","All","30 - 34","Female","2740","815","0.297"
"2023","UK","England","All","30 - 34","Female","1940","615","0.316"
"2019","UK","Scotland","All","30 - 34","Female","170","40","0.229"
"2020","UK","Scotland","All","30 - 34","Female","220","45","0.195"
"2021","UK","Scotland","All","30 - 34","Female","280","50","0.17500000000000002"
"2022","UK","Scotland","All","30 - 34","Female","220","40","0.17300000000000001"
"2023","UK","Scotland","All","30 - 34","Female","155","45","0.29"
"2019","UK","Wales","All","30 - 34","Female","195","30","0.149"
"2020","UK","Wales","All","30 - 34","Female","230","45","0.191"
"2021","UK","Wales","All","30 - 34","Female","240","40","0.158"
"2022","UK","Wales","All","30 - 34","Female","220","45","0.2"
"2023","UK","Wales","All","30 - 34","Female","180","50","0.289"
"2019","International","Not EU","All","30 - 34","Female","15","0"," "
"2020","International","Not EU","All","30 - 34","Female","20","0"," "
"2021","International","Not EU","All","30 - 34","Female","40","10","0.25"
"2022","International","Not EU","All","30 - 34","Female","50","0"," "
"2023","International","Not EU","All","30 - 34","Female","45","5"," "
"2019","International","EU (excluding UK)","All","30 - 34","Female","5","0"," "
"2020","International","EU (excluding UK)","All","30 - 34","Female","10","0"," "
"2021","International","EU (excluding UK)","All","30 - 34","Female","15","0"," "
"2022","International","EU (excluding UK)","All","30 - 34","Female","10","0"," "
"2019","UK","Northern Ireland","All","35 and over","Female","80","15","0.188"
"2020","UK","Northern Ireland","All","35 and over","Female","50","15","0.28"
"2021","UK","Northern Ireland","All","35 and over","Female","70","10","0.157"
"2022","UK","Northern Ireland","All","35 and over","Female","75","15","0.213"
"2023","UK","Northern Ireland","All","35 and over","Female","55","10"," "
"2019","UK","England","All","35 and over","Female","1930","525","0.273"
"2020","UK","England","All","35 and over","Female","2240","700","0.312"
"2021","UK","England","All","35 and over","Female","3145","865","0.276"
"2022","UK","England","All","35 and over","Female","2765","800","0.29"
"2023","UK","England","All","35 and over","Female","2405","785","0.327"
"2019","UK","Scotland","All","35 and over","Female","185","40","0.216"
"2020","UK","Scotland","All","35 and over","Female","215","50","0.233"
"2021","UK","Scotland","All","35 and over","Female","305","35","0.111"
"2022","UK","Scotland","All","35 and over","Female","255","45","0.18"
"2023","UK","Scotland","All","35 and over","Female","185","50","0.259"
"2019","UK","Wales","All","35 and over","Female","135","25","0.178"
"2020","UK","Wales","All","35 and over","Female","140","30","0.221"
"2021","UK","Wales","All","35 and over","Female","185","25","0.146"
"2022","UK","Wales","All","35 and over","Female","155","40","0.271"
"2023","UK","Wales","All","35 and over","Female","120","40","0.333"
"2019","International","Not EU","All","35 and over","Female","10","0"," "
"2020","International","Not EU","All","35 and over","Female","15","0"," "
"2021","International","Not EU","All","35 and over","Female","40","5"," "
"2022","International","Not EU","All","35 and over","Female","45","10"," "
"2023","International","Not EU","All","35 and over","Female","35","10","0.28600000000000003"
"2019","International","EU (excluding UK)","All","35 and over","Female","15","0"," "
"2020","International","EU (excluding UK)","All","35 and over","Female","20","5"," "
"2021","International","EU (excluding UK)","All","35 and over","Female","20","5"," "
"2022","International","EU (excluding UK)","All","35 and over","Female","10","0"," "
"2023","International","EU (excluding UK)","All","35 and over","Female","10","0"," "
"2021","UK","England","All","17 and under","Male","5","0"," "
"2020","International","EU (excluding UK)","All","17 and under","Male","5","0"," "
"2019","UK","Northern Ireland","All","18","Male","5","0"," "
"2020","UK","Northern Ireland","All","18","Male","5","0"," "
"2019","UK","England","All","18","Male","15","5"," "
"2020","UK","England","All","18","Male","5","0"," "
"2021","UK","England","All","18","Male","30","10"," "
"2022","UK","England","All","18","Male","45","5"," "
"2023","UK","England","All","18","Male","15","5"," "
"2019","UK","Scotland","All","18","Male","5","0"," "
"2021","UK","Scotland","All","18","Male","5","0"," "
"2022","UK","Wales","All","18","Male","5","0"," "
"2023","UK","Wales","All","18","Male","5","5"," "
"2021","International","EU (excluding UK)","All","18","Male","5","0"," "
"2023","International","EU (excluding UK)","All","18","Male","5","0"," "
"2021","UK","England","All","19","Male","5","0"," "
"2022","UK","England","All","19","Male","10","0"," "
"2023","UK","Scotland","All","19","Male","5","0"," "
"2020","UK","England","All","20","Male","5","0"," "
"2021","UK","England","All","20","Male","10","0"," "
"2023","UK","England","All","20","Male","5","0"," "
"2019","UK","England","All","21 - 24","Male","5","0"," "
"2020","UK","England","All","21 - 24","Male","10","0"," "
"2021","UK","England","All","21 - 24","Male","10","0"," "
"2022","UK","England","All","21 - 24","Male","15","5"," "
"2023","UK","England","All","21 - 24","Male","5","0"," "
"2022","UK","Scotland","All","21 - 24","Male","5","5"," "
"2019","UK","Wales","All","21 - 24","Male","5","0"," "
"2022","International","Not EU","All","21 - 24","Male","5","0"," "
"2023","International","Not EU","All","21 - 24","Male","10","0"," "
"2020","International","EU (excluding UK)","All","21 - 24","Male","5","0"," "
"2020","UK","Northern Ireland","All","25 - 29","Male","5","0"," "
"2019","UK","England","All","25 - 29","Male","15","5"," "
"2020","UK","England","All","25 - 29","Male","10","5"," "
"2021","UK","England","All","25 - 29","Male","25","5"," "
"2022","UK","England","All","25 - 29","Male","10","5"," "
"2023","UK","England","All","25 - 29","Male","5","0"," "
"2023","UK","Wales","All","25 - 29","Male","5","5"," "
"2021","International","Not EU","All","25 - 29","Male","5","0"," "
"2020","International","EU (excluding UK)","All","25 - 29","Male","5","0"," "
"2019","UK","England","All","30 - 34","Male","15","5"," "
"2021","UK","England","All","30 - 34","Male","15","5"," "
"2022","UK","England","All","30 - 34","Male","15","5"," "
"2023","UK","England","All","30 - 34","Male","10","5"," "
"2022","International","Not EU","All","30 - 34","Male","5","0"," "
"2019","UK","England","All","35 and over","Male","10","5"," "
"2020","UK","England","All","35 and over","Male","10","5"," "
"2021","UK","England","All","35 and over","Male","15","0"," "
"2022","UK","England","All","35 and over","Male","10","0"," "
"2023","UK","England","All","35 and over","Male","20","0"," "
"2021","UK","Scotland","All","35 and over","Male","5","0"," "
"2020","UK","Wales","All","35 and over","Male","5","0"," "
"2022","International","Not EU","All","35 and over","Male","5","0"," "
"2019","UK","All","All","17 and under","Female","15","0"," "
"2020","UK","All","All","17 and under","Female","45","5"," "
"2021","UK","All","All","17 and under","Female","60","5"," "
"2022","UK","All","All","17 and under","Female","70","5"," "
"2023","UK","All","All","17 and under","Female","45","5"," "
"2019","International","All","All","17 and under","Female","60","0"," "
"2020","International","All","All","17 and under","Female","45","0"," "
"2021","International","All","All","17 and under","Female","35","5"," "
"2022","International","All","All","17 and under","Female","25","0"," "
"2023","International","All","All","17 and under","Female","30","5"," "
"2019","UK","All","All","18","Female","9450","2120","0.224"
"2020","UK","All","All","18","Female","9975","2620","0.263"
"2021","UK","All","All","18","Female","12520","2395","0.191"
"2022","UK","All","All","18","Female","12705","2440","0.192"
"2023","UK","All","All","18","Female","10620","3145","0.296"
"2019","International","All","All","18","Female","165","15","0.085"
"2020","International","All","All","18","Female","240","35","0.14200000000000002"
"2021","International","All","All","18","Female","190","15","0.074"
"2022","International","All","All","18","Female","265","15","0.049"
"2023","International","All","All","18","Female","160","30","0.194"
"2019","UK","All","All","19","Female","3715","730","0.197"
"2020","UK","All","All","19","Female","3515","765","0.218"
"2021","UK","All","All","19","Female","4330","695","0.161"
"2022","UK","All","All","19","Female","3935","610","0.155"
"2023","UK","All","All","19","Female","3155","755","0.24"
"2019","International","All","All","19","Female","130","10"," "
"2020","International","All","All","19","Female","125","10","0.08"
"2021","International","All","All","19","Female","180","10","0.067"
"2022","International","All","All","19","Female","145","10","0.069"
"2023","International","All","All","19","Female","120","15","0.117"
"2019","UK","All","All","20","Female","2005","390","0.194"
"2020","UK","All","All","20","Female","1870","415","0.222"
"2021","UK","All","All","20","Female","2280","380","0.167"
"2022","UK","All","All","20","Female","2220","350","0.158"
"2023","UK","All","All","20","Female","1780","410","0.229"
"2019","International","All","All","20","Female","105","5"," "
"2020","International","All","All","20","Female","65","5"," "
"2021","International","All","All","20","Female","80","5"," "
"2022","International","All","All","20","Female","90","5"," "
"2023","International","All","All","20","Female","45","5"," "
"2019","UK","All","All","21 - 24","Female","4585","1065","0.232"
"2020","UK","All","All","21 - 24","Female","4460","1155","0.259"
"2021","UK","All","All","21 - 24","Female","5635","1280","0.228"
"2022","UK","All","All","21 - 24","Female","4590","875","0.191"
"2023","UK","All","All","21 - 24","Female","3305","775","0.23500000000000001"
"2019","International","All","All","21 - 24","Female","175","25","0.137"
"2020","International","All","All","21 - 24","Female","130","20","0.146"
"2021","International","All","All","21 - 24","Female","190","15","0.079"
