"Year","Provider country","Age group","Domicile","Gender","Main scheme applications","Main scheme offers","Main scheme offer rate"
"2022","Northern Ireland","30 - 34","Northern Ireland","Male","40","10","0.275"
"2023","Northern Ireland","30 - 34","Northern Ireland","Male","25","10"," "
"2022","Scotland","30 - 34","Northern Ireland","Male","5","5"," "
"2023","Scotland","30 - 34","Northern Ireland","Male","5","0"," "
"2019","England","35 and over","Northern Ireland","Male","5","0"," "
"2020","England","35 and over","Northern Ireland","Male","5","0"," "
"2021","England","35 and over","Northern Ireland","Male","5","0"," "
"2022","England","35 and over","Northern Ireland","Male","10","0"," "
"2023","England","35 and over","Northern Ireland","Male","5","0"," "
"2019","Northern Ireland","35 and over","Northern Ireland","Male","45","15","0.378"
"2020","Northern Ireland","35 and over","Northern Ireland","Male","40","10","0.3"
"2021","Northern Ireland","35 and over","Northern Ireland","Male","45","5"," "
"2022","Northern Ireland","35 and over","Northern Ireland","Male","60","20","0.333"
"2023","Northern Ireland","35 and over","Northern Ireland","Male","40","10"," "
"2022","Scotland","35 and over","Northern Ireland","Male","5","0"," "
"2019","England","17 and under","England","Male","5","0"," "
"2020","England","17 and under","England","Male","5","0"," "
"2022","England","17 and under","England","Male","15","5"," "
"2023","England","17 and under","England","Male","20","5"," "
"2019","England","18","England","Male","945","485","0.512"
"2020","England","18","England","Male","925","475","0.514"
"2021","England","18","England","Male","1395","700","0.501"
"2022","England","18","England","Male","1840","915","0.498"
"2023","England","18","England","Male","1450","720","0.498"
"2019","Scotland","18","England","Male","20","5"," "
"2020","Scotland","18","England","Male","5","0"," "
"2021","Scotland","18","England","Male","25","10","0.4"
"2022","Scotland","18","England","Male","35","5"," "
"2023","Scotland","18","England","Male","20","15","0.65"
"2019","Wales","18","England","Male","25","5"," "
"2020","Wales","18","England","Male","30","10","0.4"
"2021","Wales","18","England","Male","35","20","0.543"
"2022","Wales","18","England","Male","50","15","0.34"
"2023","Wales","18","England","Male","55","30","0.5640000000000001"
"2019","England","19","England","Male","660","275","0.418"
"2020","England","19","England","Male","670","305","0.458"
"2021","England","19","England","Male","750","335","0.448"
"2022","England","19","England","Male","840","320","0.379"
"2023","England","19","England","Male","770","310","0.404"
"2019","Scotland","19","England","Male","10","5"," "
"2020","Scotland","19","England","Male","10","0"," "
"2021","Scotland","19","England","Male","5","0"," "
"2022","Scotland","19","England","Male","15","5"," "
"2023","Scotland","19","England","Male","5","0"," "
"2019","Wales","19","England","Male","25","10"," "
"2020","Wales","19","England","Male","20","5"," "
"2021","Wales","19","England","Male","15","5"," "
"2022","Wales","19","England","Male","20","5"," "
"2023","Wales","19","England","Male","5","0"," "
"2019","England","20","England","Male","505","215","0.428"
"2020","England","20","England","Male","495","185","0.37"
"2021","England","20","England","Male","630","230","0.367"
"2022","England","20","England","Male","665","215","0.32"
"2023","England","20","England","Male","630","260","0.41000000000000003"
"2021","Northern Ireland","20","England","Male","5","0"," "
"2019","Scotland","20","England","Male","10","5"," "
"2020","Scotland","20","England","Male","5","0"," "
"2022","Scotland","20","England","Male","5","5"," "
"2023","Scotland","20","England","Male","5","5"," "
"2019","Wales","20","England","Male","10","0"," "
"2020","Wales","20","England","Male","10","5"," "
"2021","Wales","20","England","Male","15","10"," "
"2022","Wales","20","England","Male","15","5"," "
"2023","Wales","20","England","Male","15","5"," "
"2019","England","21 - 24","England","Male","1395","515","0.368"
"2020","England","21 - 24","England","Male","1250","495","0.396"
"2021","England","21 - 24","England","Male","1720","680","0.395"
"2022","England","21 - 24","England","Male","1710","560","0.329"
"2023","England","21 - 24","England","Male","1460","510","0.34800000000000003"
"2021","Northern Ireland","21 - 24","England","Male","5","0"," "
"2019","Scotland","21 - 24","England","Male","20","10"," "
"2020","Scotland","21 - 24","England","Male","25","5"," "
"2021","Scotland","21 - 24","England","Male","10","0"," "
"2022","Scotland","21 - 24","England","Male","15","5"," "
"2023","Scotland","21 - 24","England","Male","5","0"," "
"2019","Wales","21 - 24","England","Male","40","10","0.25"
"2020","Wales","21 - 24","England","Male","40","10","0.3"
"2021","Wales","21 - 24","England","Male","40","15","0.35000000000000003"
"2022","Wales","21 - 24","England","Male","35","10"," "
"2023","Wales","21 - 24","England","Male","40","15","0.375"
"2019","England","25 - 29","England","Male","1185","430","0.363"
"2020","England","25 - 29","England","Male","1500","640","0.427"
"2021","England","25 - 29","England","Male","1710","685","0.399"
"2022","England","25 - 29","England","Male","1710","550","0.32"
"2023","England","25 - 29","England","Male","1280","435","0.34"
"2023","Northern Ireland","25 - 29","England","Male","5","0"," "
"2019","Scotland","25 - 29","England","Male","10","0"," "
"2020","Scotland","25 - 29","England","Male","15","5"," "
"2021","Scotland","25 - 29","England","Male","20","5"," "
"2022","Scotland","25 - 29","England","Male","15","0"," "
"2023","Scotland","25 - 29","England","Male","5","0"," "
"2019","Wales","25 - 29","England","Male","20","5"," "
"2020","Wales","25 - 29","England","Male","30","15","0.467"
"2021","Wales","25 - 29","England","Male","25","10"," "
"2022","Wales","25 - 29","England","Male","30","5"," "
"2023","Wales","25 - 29","England","Male","35","10"," "
"2019","England","30 - 34","England","Male","950","335","0.354"
"2020","England","30 - 34","England","Male","1285","460","0.359"
"2021","England","30 - 34","England","Male","1600","550","0.34500000000000003"
"2022","England","30 - 34","England","Male","1435","440","0.308"
"2023","England","30 - 34","England","Male","1375","425","0.311"
"2019","Scotland","30 - 34","England","Male","5","0"," "
"2020","Scotland","30 - 34","England","Male","10","0"," "
"2021","Scotland","30 - 34","England","Male","10","0"," "
"2022","Scotland","30 - 34","England","Male","20","0"," "
"2023","Scotland","30 - 34","England","Male","5","0"," "
"2019","Wales","30 - 34","England","Male","30","5"," "
"2020","Wales","30 - 34","England","Male","30","5"," "
"2021","Wales","30 - 34","England","Male","30","5"," "
"2022","Wales","30 - 34","England","Male","10","0"," "
"2023","Wales","30 - 34","England","Male","10","0"," "
"2019","England","35 and over","England","Male","4530","1365","0.301"
"2020","England","35 and over","England","Male","6745","2185","0.324"
"2021","England","35 and over","England","Male","7675","2020","0.263"
"2022","England","35 and over","England","Male","8025","2035","0.253"
"2023","England","35 and over","England","Male","7630","2115","0.277"
"2019","Northern Ireland","35 and over","England","Male","10","0"," "
"2021","Northern Ireland","35 and over","England","Male","5","0"," "
"2019","Scotland","35 and over","England","Male","25","5"," "
"2020","Scotland","35 and over","England","Male","50","5"," "
"2021","Scotland","35 and over","England","Male","40","5"," "
"2022","Scotland","35 and over","England","Male","45","5"," "
"2023","Scotland","35 and over","England","Male","30","5"," "
"2019","Wales","35 and over","England","Male","45","5"," "
"2020","Wales","35 and over","England","Male","50","10"," "
"2021","Wales","35 and over","England","Male","55","0"," "
"2022","Wales","35 and over","England","Male","55","5"," "
"2023","Wales","35 and over","England","Male","90","20","0.2"
"2019","Scotland","17 and under","Scotland","Male","5","0"," "
"2020","Scotland","17 and under","Scotland","Male","10","0"," "
"2021","Scotland","17 and under","Scotland","Male","15","5"," "
"2023","Scotland","17 and under","Scotland","Male","5","0"," "
"2019","Scotland","18","Scotland","Male","220","100","0.464"
"2020","Scotland","18","Scotland","Male","190","85","0.447"
"2021","Scotland","18","Scotland","Male","245","95","0.396"
"2022","Scotland","18","Scotland","Male","195","90","0.451"
"2023","Scotland","18","Scotland","Male","185","120","0.654"
"2023","England","19","Scotland","Male","5","0"," "
"2019","Scotland","19","Scotland","Male","105","50","0.457"
"2020","Scotland","19","Scotland","Male","100","40","0.41000000000000003"
"2021","Scotland","19","Scotland","Male","125","55","0.44"
"2022","Scotland","19","Scotland","Male","90","35","0.41100000000000003"
"2023","Scotland","19","Scotland","Male","105","55","0.543"
"2021","England","20","Scotland","Male","5","0"," "
"2019","Northern Ireland","20","Scotland","Male","5","0"," "
"2019","Scotland","20","Scotland","Male","85","30","0.353"
"2020","Scotland","20","Scotland","Male","100","45","0.45"
"2021","Scotland","20","Scotland","Male","80","30","0.388"
"2022","Scotland","20","Scotland","Male","100","45","0.45"
"2023","Scotland","20","Scotland","Male","40","20","0.525"
"2019","England","21 - 24","Scotland","Male","5","0"," "
"2020","England","21 - 24","Scotland","Male","5","0"," "
"2022","England","21 - 24","Scotland","Male","10","5"," "
"2023","England","21 - 24","Scotland","Male","5","0"," "
"2019","Scotland","21 - 24","Scotland","Male","250","90","0.368"
"2020","Scotland","21 - 24","Scotland","Male","285","110","0.393"
"2021","Scotland","21 - 24","Scotland","Male","320","105","0.331"
"2022","Scotland","21 - 24","Scotland","Male","245","95","0.38"
"2023","Scotland","21 - 24","Scotland","Male","220","100","0.45"
"2019","England","25 - 29","Scotland","Male","5","0"," "
"2020","England","25 - 29","Scotland","Male","10","0"," "
"2022","England","25 - 29","Scotland","Male","20","5"," "
"2023","England","25 - 29","Scotland","Male","10","5"," "
"2019","Scotland","25 - 29","Scotland","Male","260","100","0.388"
"2020","Scotland","25 - 29","Scotland","Male","320","105","0.325"
"2021","Scotland","25 - 29","Scotland","Male","385","145","0.371"
"2022","Scotland","25 - 29","Scotland","Male","320","125","0.391"
"2023","Scotland","25 - 29","Scotland","Male","175","70","0.406"
"2021","Wales","25 - 29","Scotland","Male","5","0"," "
"2020","England","30 - 34","Scotland","Male","10","5"," "
"2022","England","30 - 34","Scotland","Male","10","0"," "
"2023","England","30 - 34","Scotland","Male","20","5"," "
"2019","Scotland","30 - 34","Scotland","Male","185","60","0.324"
"2020","Scotland","30 - 34","Scotland","Male","235","80","0.332"
"2021","Scotland","30 - 34","Scotland","Male","225","80","0.35100000000000003"
"2022","Scotland","30 - 34","Scotland","Male","230","75","0.317"
"2023","Scotland","30 - 34","Scotland","Male","180","80","0.444"
"2019","England","35 and over","Scotland","Male","10","5"," "
"2020","England","35 and over","Scotland","Male","15","5"," "
"2021","England","35 and over","Scotland","Male","15","0"," "
"2022","England","35 and over","Scotland","Male","10","0"," "
"2023","England","35 and over","Scotland","Male","35","5"," "
"2019","Scotland","35 and over","Scotland","Male","350","120","0.34900000000000003"
"2020","Scotland","35 and over","Scotland","Male","440","150","0.336"
"2021","Scotland","35 and over","Scotland","Male","500","160","0.322"
"2022","Scotland","35 and over","Scotland","Male","420","180","0.424"
"2023","Scotland","35 and over","Scotland","Male","380","170","0.445"
"2022","Wales","35 and over","Scotland","Male","5","0"," "
"2019","England","18","Wales","Male","40","20","0.45"
"2020","England","18","Wales","Male","50","20","0.42"
"2021","England","18","Wales","Male","45","20","0.489"
"2022","England","18","Wales","Male","55","35","0.636"
"2023","England","18","Wales","Male","40","15","0.4"
"2022","Scotland","18","Wales","Male","5","0"," "
"2019","Wales","18","Wales","Male","30","10","0.333"
"2020","Wales","18","Wales","Male","35","20","0.514"
"2021","Wales","18","Wales","Male","55","25","0.436"
"2022","Wales","18","Wales","Male","75","30","0.387"
"2023","Wales","18","Wales","Male","65","30","0.47700000000000004"
"2019","England","19","Wales","Male","35","5"," "
"2020","England","19","Wales","Male","20","10"," "
"2021","England","19","Wales","Male","30","15","0.467"
"2022","England","19","Wales","Male","30","10","0.333"
"2023","England","19","Wales","Male","15","0"," "
"2019","Wales","19","Wales","Male","35","15","0.457"
"2020","Wales","19","Wales","Male","30","15","0.5670000000000001"
"2021","Wales","19","Wales","Male","35","15","0.4"
"2022","Wales","19","Wales","Male","30","15","0.467"
"2023","Wales","19","Wales","Male","40","25","0.625"
"2019","England","20","Wales","Male","15","5"," "
"2020","England","20","Wales","Male","20","5"," "
"2021","England","20","Wales","Male","20","5"," "
"2022","England","20","Wales","Male","5","0"," "
"2023","England","20","Wales","Male","10","5"," "
"2019","Wales","20","Wales","Male","15","5"," "
"2020","Wales","20","Wales","Male","25","5"," "
"2021","Wales","20","Wales","Male","20","10","0.5"
"2022","Wales","20","Wales","Male","15","5"," "
"2023","Wales","20","Wales","Male","45","15","0.356"
"2019","England","21 - 24","Wales","Male","35","10","0.343"
"2020","England","21 - 24","Wales","Male","30","10"," "
"2021","England","21 - 24","Wales","Male","60","25","0.383"
"2022","England","21 - 24","Wales","Male","40","15","0.375"
"2023","England","21 - 24","Wales","Male","25","10"," "
"2019","Wales","21 - 24","Wales","Male","80","35","0.45"
"2020","Wales","21 - 24","Wales","Male","85","35","0.4"
"2021","Wales","21 - 24","Wales","Male","105","35","0.343"
"2022","Wales","21 - 24","Wales","Male","60","20","0.3"
"2023","Wales","21 - 24","Wales","Male","70","40","0.543"
"2019","England","25 - 29","Wales","Male","20","5"," "
"2020","England","25 - 29","Wales","Male","20","5"," "
"2021","England","25 - 29","Wales","Male","30","15","0.467"
"2022","England","25 - 29","Wales","Male","45","25","0.533"
"2023","England","25 - 29","Wales","Male","50","15","0.28"
"2021","Scotland","25 - 29","Wales","Male","5","0"," "
"2019","Wales","25 - 29","Wales","Male","90","45","0.489"
"2020","Wales","25 - 29","Wales","Male","110","40","0.355"
"2021","Wales","25 - 29","Wales","Male","115","50","0.435"
"2022","Wales","25 - 29","Wales","Male","90","30","0.311"
"2023","Wales","25 - 29","Wales","Male","70","20","0.3"
"2019","England","30 - 34","Wales","Male","30","10","0.367"
"2020","England","30 - 34","Wales","Male","15","5"," "
"2021","England","30 - 34","Wales","Male","20","5"," "
"2022","England","30 - 34","Wales","Male","35","10"," "
"2023","England","30 - 34","Wales","Male","30","5"," "
"2019","Wales","30 - 34","Wales","Male","45","15","0.289"
"2020","Wales","30 - 34","Wales","Male","85","35","0.388"
"2021","Wales","30 - 34","Wales","Male","65","25","0.385"
"2022","Wales","30 - 34","Wales","Male","80","30","0.4"
"2023","Wales","30 - 34","Wales","Male","35","15","0.486"
"2019","England","35 and over","Wales","Male","20","5"," "
"2020","England","35 and over","Wales","Male","35","5"," "
"2021","England","35 and over","Wales","Male","30","10","0.4"
"2022","England","35 and over","Wales","Male","55","10","0.218"
"2023","England","35 and over","Wales","Male","25","5"," "
"2019","Wales","35 and over","Wales","Male","90","20","0.244"
"2020","Wales","35 and over","Wales","Male","160","55","0.331"
"2021","Wales","35 and over","Wales","Male","95","30","0.337"
"2022","Wales","35 and over","Wales","Male","95","30","0.305"
"2023","Wales","35 and over","Wales","Male","70","25","0.357"
"2019","England","17 and under","Not EU","Male","10","0"," "
"2020","England","17 and under","Not EU","Male","10","0"," "
"2021","England","17 and under","Not EU","Male","15","0"," "
"2022","England","17 and under","Not EU","Male","45","0"," "
"2023","England","17 and under","Not EU","Male","80","5"," "
"2022","Northern Ireland","17 and under","Not EU","Male","5","0"," "
"2022","Scotland","17 and under","Not EU","Male","5","0"," "
"2023","Scotland","17 and under","Not EU","Male","5","0"," "
"2022","Wales","17 and under","Not EU","Male","5","0"," "
"2019","England","18","Not EU","Male","25","10"," "
"2020","England","18","Not EU","Male","50","15","0.32"
"2021","England","18","Not EU","Male","60","10","0.2"
"2022","England","18","Not EU","Male","170","25","0.159"
"2023","England","18","Not EU","Male","200","45","0.215"
"2021","Northern Ireland","18","Not EU","Male","5","0"," "
"2019","Scotland","18","Not EU","Male","5","0"," "
"2020","Scotland","18","Not EU","Male","5","5"," "
"2021","Scotland","18","Not EU","Male","5","0"," "
"2022","Scotland","18","Not EU","Male","20","5"," "
"2023","Scotland","18","Not EU","Male","25","5"," "
"2021","Wales","18","Not EU","Male","5","0"," "
"2022","Wales","18","Not EU","Male","5","0"," "
"2023","Wales","18","Not EU","Male","5","0"," "
"2019","England","19","Not EU","Male","25","5"," "
"2020","England","19","Not EU","Male","70","15","0.243"
"2021","England","19","Not EU","Male","155","25","0.155"
"2022","England","19","Not EU","Male","400","50","0.125"
"2023","England","19","Not EU","Male","305","60","0.193"
"2022","Northern Ireland","19","Not EU","Male","5","0"," "
"2019","Scotland","19","Not EU","Male","5","0"," "
"2020","Scotland","19","Not EU","Male","5","0"," "
"2021","Scotland","19","Not EU","Male","10","5"," "
"2022","Scotland","19","Not EU","Male","20","10"," "
"2023","Scotland","19","Not EU","Male","15","5"," "
"2020","Wales","19","Not EU","Male","5","0"," "
"2021","Wales","19","Not EU","Male","15","0"," "
"2022","Wales","19","Not EU","Male","15","0"," "
"2023","Wales","19","Not EU","Male","15","0"," "
"2019","England","20","Not EU","Male","20","0"," "
"2020","England","20","Not EU","Male","65","20","0.323"
"2021","England","20","Not EU","Male","90","20","0.233"
"2022","England","20","Not EU","Male","220","30","0.14100000000000001"
"2023","England","20","Not EU","Male","165","30","0.182"
"2022","Northern Ireland","20","Not EU","Male","5","0"," "
"2019","Scotland","20","Not EU","Male","5","0"," "
"2021","Scotland","20","Not EU","Male","5","0"," "
"2022","Scotland","20","Not EU","Male","5","0"," "
"2023","Scotland","20","Not EU","Male","10","0"," "
"2020","Wales","20","Not EU","Male","5","5"," "
"2021","Wales","20","Not EU","Male","5","0"," "
"2022","Wales","20","Not EU","Male","10","0"," "
"2023","Wales","20","Not EU","Male","10","0"," "
"2019","England","21 - 24","Not EU","Male","90","10","0.122"
"2020","England","21 - 24","Not EU","Male","125","25","0.2"
"2021","England","21 - 24","Not EU","Male","245","30","0.122"
"2022","England","21 - 24","Not EU","Male","475","60","0.124"
"2023","England","21 - 24","Not EU","Male","460","55","0.115"
"2022","Northern Ireland","21 - 24","Not EU","Male","10","0"," "
"2023","Northern Ireland","21 - 24","Not EU","Male","5","5"," "
"2019","Scotland","21 - 24","Not EU","Male","15","0"," "
"2020","Scotland","21 - 24","Not EU","Male","5","0"," "
"2021","Scotland","21 - 24","Not EU","Male","15","5"," "
"2022","Scotland","21 - 24","Not EU","Male","25","5"," "
"2023","Scotland","21 - 24","Not EU","Male","40","10"," "
"2021","Wales","21 - 24","Not EU","Male","10","0"," "
"2022","Wales","21 - 24","Not EU","Male","20","0"," "
"2023","Wales","21 - 24","Not EU","Male","25","0"," "
"2019","England","25 - 29","Not EU","Male","100","10","0.12"
"2020","England","25 - 29","Not EU","Male","155","25","0.148"
"2021","England","25 - 29","Not EU","Male","285","35","0.11900000000000001"
"2022","England","25 - 29","Not EU","Male","455","55","0.11900000000000001"
"2023","England","25 - 29","Not EU","Male","410","70","0.176"
"2019","Scotland","25 - 29","Not EU","Male","10","5"," "
"2020","Scotland","25 - 29","Not EU","Male","15","5"," "
"2021","Scotland","25 - 29","Not EU","Male","20","5"," "
"2022","Scotland","25 - 29","Not EU","Male","35","5"," "
"2023","Scotland","25 - 29","Not EU","Male","50","15","0.34"
"2021","Wales","25 - 29","Not EU","Male","10","0"," "
"2022","Wales","25 - 29","Not EU","Male","10","0"," "
"2023","Wales","25 - 29","Not EU","Male","10","0"," "
"2019","England","30 - 34","Not EU","Male","110","20","0.17300000000000001"
"2020","England","30 - 34","Not EU","Male","145","30","0.214"
"2021","England","30 - 34","Not EU","Male","235","40","0.166"
"2022","England","30 - 34","Not EU","Male","330","40","0.127"
"2023","England","30 - 34","Not EU","Male","340","40","0.115"
"2020","Northern Ireland","30 - 34","Not EU","Male","5","0"," "
"2019","Scotland","30 - 34","Not EU","Male","10","5"," "
"2020","Scotland","30 - 34","Not EU","Male","5","5"," "
"2021","Scotland","30 - 34","Not EU","Male","20","5"," "
"2022","Scotland","30 - 34","Not EU","Male","35","10"," "
"2023","Scotland","30 - 34","Not EU","Male","25","0"," "
"2022","Wales","30 - 34","Not EU","Male","5","0"," "
"2023","Wales","30 - 34","Not EU","Male","5","0"," "
"2019","England","35 and over","Not EU","Male","115","20","0.17400000000000002"
"2020","England","35 and over","Not EU","Male","210","40","0.181"
"2021","England","35 and over","Not EU","Male","285","30","0.10200000000000001"
"2022","England","35 and over","Not EU","Male","435","50","0.113"
"2023","England","35 and over","Not EU","Male","370","45","0.11900000000000001"
"2019","Northern Ireland","35 and over","Not EU","Male","5","0"," "
"2019","Scotland","35 and over","Not EU","Male","5","0"," "
"2020","Scotland","35 and over","Not EU","Male","15","0"," "
"2021","Scotland","35 and over","Not EU","Male","30","5"," "
"2022","Scotland","35 and over","Not EU","Male","35","5"," "
"2023","Scotland","35 and over","Not EU","Male","25","5"," "
"2022","Wales","35 and over","Not EU","Male","10","0"," "
"2023","Wales","35 and over","Not EU","Male","10","0"," "
"2019","England","17 and under","EU (excluding UK)","Male","5","0"," "
"2020","England","17 and under","EU (excluding UK)","Male","5","0"," "
"2021","England","17 and under","EU (excluding UK)","Male","10","5"," "
"2022","England","17 and under","EU (excluding UK)","Male","5","5"," "
"2021","Northern Ireland","17 and under","EU (excluding UK)","Male","5","0"," "
"2022","Northern Ireland","17 and under","EU (excluding UK)","Male","10","0"," "
"2019","Scotland","17 and under","EU (excluding UK)","Male","5","0"," "
"2021","Scotland","17 and under","EU (excluding UK)","Male","5","0"," "
"2019","England","18","EU (excluding UK)","Male","20","5"," "
"2020","England","18","EU (excluding UK)","Male","25","10"," "
"2021","England","18","EU (excluding UK)","Male","25","5"," "
"2022","England","18","EU (excluding UK)","Male","20","5"," "
"2023","England","18","EU (excluding UK)","Male","15","5"," "
"2019","Northern Ireland","18","EU (excluding UK)","Male","5","0"," "
"2020","Northern Ireland","18","EU (excluding UK)","Male","15","0"," "
"2021","Northern Ireland","18","EU (excluding UK)","Male","20","0"," "
"2022","Northern Ireland","18","EU (excluding UK)","Male","15","0"," "
"2023","Northern Ireland","18","EU (excluding UK)","Male","25","15","0.52"
"2019","Scotland","18","EU (excluding UK)","Male","15","0"," "
"2020","Scotland","18","EU (excluding UK)","Male","10","5"," "
"2021","Scotland","18","EU (excluding UK)","Male","10","5"," "
"2022","Scotland","18","EU (excluding UK)","Male","10","0"," "
"2023","Scotland","18","EU (excluding UK)","Male","10","0"," "
"2019","England","19","EU (excluding UK)","Male","20","5"," "
"2020","England","19","EU (excluding UK)","Male","30","15","0.467"
"2021","England","19","EU (excluding UK)","Male","20","5"," "
"2022","England","19","EU (excluding UK)","Male","20","5"," "
"2023","England","19","EU (excluding UK)","Male","20","5"," "
"2019","Northern Ireland","19","EU (excluding UK)","Male","5","0"," "
"2020","Northern Ireland","19","EU (excluding UK)","Male","5","0"," "
"2021","Northern Ireland","19","EU (excluding UK)","Male","5","0"," "
"2022","Northern Ireland","19","EU (excluding UK)","Male","15","0"," "
"2023","Northern Ireland","19","EU (excluding UK)","Male","10","5"," "
"2019","Scotland","19","EU (excluding UK)","Male","35","15","0.486"
"2020","Scotland","19","EU (excluding UK)","Male","20","5"," "
"2021","Scotland","19","EU (excluding UK)","Male","15","5"," "
"2022","Scotland","19","EU (excluding UK)","Male","20","0"," "
"2023","Scotland","19","EU (excluding UK)","Male","5","0"," "
"2019","Wales","19","EU (excluding UK)","Male","5","0"," "
"2020","Wales","19","EU (excluding UK)","Male","5","0"," "
"2021","Wales","19","EU (excluding UK)","Male","5","0"," "
"2019","England","20","EU (excluding UK)","Male","30","10"," "
"2020","England","20","EU (excluding UK)","Male","10","5"," "
"2021","England","20","EU (excluding UK)","Male","20","10"," "
"2022","England","20","EU (excluding UK)","Male","25","10"," "
"2023","England","20","EU (excluding UK)","Male","5","0"," "
"2019","Northern Ireland","20","EU (excluding UK)","Male","10","5"," "
"2020","Northern Ireland","20","EU (excluding UK)","Male","5","0"," "
"2021","Northern Ireland","20","EU (excluding UK)","Male","5","0"," "
"2022","Northern Ireland","20","EU (excluding UK)","Male","10","0"," "
"2023","Northern Ireland","20","EU (excluding UK)","Male","5","0"," "
"2019","Scotland","20","EU (excluding UK)","Male","10","10"," "
"2020","Scotland","20","EU (excluding UK)","Male","25","10","0.44"
"2021","Scotland","20","EU (excluding UK)","Male","15","5"," "
"2022","Scotland","20","EU (excluding UK)","Male","15","10"," "
"2023","Scotland","20","EU (excluding UK)","Male","5","0"," "
"2022","Wales","20","EU (excluding UK)","Male","5","0"," "
"2023","Wales","20","EU (excluding UK)","Male","5","0"," "
"2019","England","21 - 24","EU (excluding UK)","Male","30","10","0.367"
"2020","England","21 - 24","EU (excluding UK)","Male","20","5"," "
"2021","England","21 - 24","EU (excluding UK)","Male","45","10"," "
"2022","England","21 - 24","EU (excluding UK)","Male","35","10"," "
"2023","England","21 - 24","EU (excluding UK)","Male","15","0"," "
"2019","Northern Ireland","21 - 24","EU (excluding UK)","Male","5","0"," "
"2020","Northern Ireland","21 - 24","EU (excluding UK)","Male","5","0"," "
"2021","Northern Ireland","21 - 24","EU (excluding UK)","Male","20","0"," "
"2022","Northern Ireland","21 - 24","EU (excluding UK)","Male","15","0"," "
"2019","Scotland","21 - 24","EU (excluding UK)","Male","20","5"," "
"2020","Scotland","21 - 24","EU (excluding UK)","Male","25","10","0.4"
"2021","Scotland","21 - 24","EU (excluding UK)","Male","30","10"," "
"2022","Scotland","21 - 24","EU (excluding UK)","Male","5","0"," "
"2023","Scotland","21 - 24","EU (excluding UK)","Male","5","0"," "
"2020","Wales","21 - 24","EU (excluding UK)","Male","5","0"," "
"2021","Wales","21 - 24","EU (excluding UK)","Male","5","5"," "
"2019","England","25 - 29","EU (excluding UK)","Male","15","5"," "
"2020","England","25 - 29","EU (excluding UK)","Male","30","10"," "
"2021","England","25 - 29","EU (excluding UK)","Male","30","10","0.333"
"2022","England","25 - 29","EU (excluding UK)","Male","20","5"," "
"2023","England","25 - 29","EU (excluding UK)","Male","20","0"," "
"2019","Northern Ireland","25 - 29","EU (excluding UK)","Male","5","0"," "
"2020","Northern Ireland","25 - 29","EU (excluding UK)","Male","5","0"," "
"2022","Northern Ireland","25 - 29","EU (excluding UK)","Male","5","0"," "
"2019","Scotland","25 - 29","EU (excluding UK)","Male","35","10","0.343"
"2020","Scotland","25 - 29","EU (excluding UK)","Male","15","5"," "
"2021","Scotland","25 - 29","EU (excluding UK)","Male","20","5"," "
"2022","Scotland","25 - 29","EU (excluding UK)","Male","5","0"," "
"2023","Scotland","25 - 29","EU (excluding UK)","Male","5","0"," "
"2021","Wales","25 - 29","EU (excluding UK)","Male","5","0"," "
"2019","England","30 - 34","EU (excluding UK)","Male","10","0"," "
"2020","England","30 - 34","EU (excluding UK)","Male","5","0"," "
"2021","England","30 - 34","EU (excluding UK)","Male","20","0"," "
"2022","England","30 - 34","EU (excluding UK)","Male","5","0"," "
"2020","Northern Ireland","30 - 34","EU (excluding UK)","Male","5","0"," "
"2019","Scotland","30 - 34","EU (excluding UK)","Male","5","0"," "
"2020","Scotland","30 - 34","EU (excluding UK)","Male","15","5"," "
"2020","England","35 and over","EU (excluding UK)","Male","50","15","0.28"
"2021","England","35 and over","EU (excluding UK)","Male","10","0"," "
"2022","England","35 and over","EU (excluding UK)","Male","20","0"," "
"2023","England","35 and over","EU (excluding UK)","Male","20","5"," "
"2019","Northern Ireland","35 and over","EU (excluding UK)","Male","5","0"," "
"2022","Northern Ireland","35 and over","EU (excluding UK)","Male","5","0"," "
"2023","Northern Ireland","35 and over","EU (excluding UK)","Male","5","0"," "
"2019","Scotland","35 and over","EU (excluding UK)","Male","10","5"," "
"2020","Scotland","35 and over","EU (excluding UK)","Male","5","0"," "
"2021","Scotland","35 and over","EU (excluding UK)","Male","5","0"," "
"2019","All","17 and under","Northern Ireland","Female","15","5"," "
"2020","All","17 and under","Northern Ireland","Female","5","0"," "
"2021","All","17 and under","Northern Ireland","Female","5","0"," "
"2022","All","17 and under","Northern Ireland","Female","10","5"," "
"2019","All","18","Northern Ireland","Female","3075","890","0.289"
"2020","All","18","Northern Ireland","Female","3095","1135","0.367"
"2021","All","18","Northern Ireland","Female","3780","1410","0.373"
"2022","All","18","Northern Ireland","Female","3590","1280","0.357"
"2023","All","18","Northern Ireland","Female","2805","1105","0.394"
"2019","All","19","Northern Ireland","Female","1275","390","0.307"
"2020","All","19","Northern Ireland","Female","1240","525","0.425"
"2021","All","19","Northern Ireland","Female","1365","480","0.352"
"2022","All","19","Northern Ireland","Female","1030","340","0.328"
"2023","All","19","Northern Ireland","Female","780","265","0.338"
"2019","All","20","Northern Ireland","Female","650","175","0.266"
"2020","All","20","Northern Ireland","Female","620","235","0.382"
"2021","All","20","Northern Ireland","Female","565","180","0.317"
