"Year","MEM quintile","Tariff group of provider","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Accepted applicants","Population estimate","Entry rate"
"2012","Quintile 2","Lower tariff","All","England","All","All","Not main scheme application","1950","118950","0.016"
"2012","Quintile 3","Lower tariff","All","England","All","All","Not main scheme application","2820","123560","0.023"
"2012","Quintile 4","Lower tariff","All","England","All","All","Not main scheme application","3430","125960","0.027"
"2012","Quintile 5","Lower tariff","All","England","All","All","Not main scheme application","3130","125460","0.025"
"2013","Quintile 1","Lower tariff","All","England","All","All","Not main scheme application","1160","115210","0.01"
"2013","Quintile 2","Lower tariff","All","England","All","All","Not main scheme application","1970","116100","0.017"
"2013","Quintile 3","Lower tariff","All","England","All","All","Not main scheme application","2720","121130","0.022"
"2013","Quintile 4","Lower tariff","All","England","All","All","Not main scheme application","3370","123700","0.027"
"2013","Quintile 5","Lower tariff","All","England","All","All","Not main scheme application","3080","124920","0.025"
"2014","Quintile 1","Lower tariff","All","England","All","All","Not main scheme application","1230","114800","0.011"
"2014","Quintile 2","Lower tariff","All","England","All","All","Not main scheme application","2140","113810","0.019"
"2014","Quintile 3","Lower tariff","All","England","All","All","Not main scheme application","2910","119430","0.024"
"2014","Quintile 4","Lower tariff","All","England","All","All","Not main scheme application","3490","122900","0.028"
"2014","Quintile 5","Lower tariff","All","England","All","All","Not main scheme application","3320","124360","0.027"
"2015","Quintile 1","Lower tariff","All","England","All","All","Not main scheme application","1310","118270","0.011"
"2015","Quintile 2","Lower tariff","All","England","All","All","Not main scheme application","2130","115170","0.018000000000000002"
"2015","Quintile 3","Lower tariff","All","England","All","All","Not main scheme application","2980","121520","0.025"
"2015","Quintile 4","Lower tariff","All","England","All","All","Not main scheme application","3610","124860","0.029"
"2015","Quintile 5","Lower tariff","All","England","All","All","Not main scheme application","3230","127520","0.025"
"2016","Quintile 1","Lower tariff","All","England","All","All","Not main scheme application","1190","118990","0.01"
"2016","Quintile 2","Lower tariff","All","England","All","All","Not main scheme application","2030","111170","0.018000000000000002"
"2016","Quintile 3","Lower tariff","All","England","All","All","Not main scheme application","2810","119040","0.024"
"2016","Quintile 4","Lower tariff","All","England","All","All","Not main scheme application","3500","124340","0.028"
"2016","Quintile 5","Lower tariff","All","England","All","All","Not main scheme application","3080","126600","0.024"
"2017","Quintile 1","Lower tariff","All","England","All","All","Not main scheme application","1260","116390","0.011"
"2017","Quintile 2","Lower tariff","All","England","All","All","Not main scheme application","1970","109630","0.018000000000000002"
"2017","Quintile 3","Lower tariff","All","England","All","All","Not main scheme application","2710","117550","0.023"
"2017","Quintile 4","Lower tariff","All","England","All","All","Not main scheme application","3510","123990","0.028"
"2017","Quintile 5","Lower tariff","All","England","All","All","Not main scheme application","3160","127120","0.025"
"2018","Quintile 1","Lower tariff","All","England","All","All","Not main scheme application","1210","112990","0.011"
"2018","Quintile 2","Lower tariff","All","England","All","All","Not main scheme application","2110","106010","0.02"
"2018","Quintile 3","Lower tariff","All","England","All","All","Not main scheme application","2870","114520","0.025"
"2018","Quintile 4","Lower tariff","All","England","All","All","Not main scheme application","3400","122560","0.028"
"2018","Quintile 5","Lower tariff","All","England","All","All","Not main scheme application","3050","125440","0.024"
"2019","Quintile 1","Lower tariff","All","England","All","All","Not main scheme application","1370","108100","0.013000000000000001"
"2019","Quintile 2","Lower tariff","All","England","All","All","Not main scheme application","2240","102760","0.022"
"2019","Quintile 3","Lower tariff","All","England","All","All","Not main scheme application","3180","112010","0.028"
"2019","Quintile 4","Lower tariff","All","England","All","All","Not main scheme application","4060","120200","0.034"
"2019","Quintile 5","Lower tariff","All","England","All","All","Not main scheme application","3610","124290","0.029"
"2020","Quintile 1","Lower tariff","All","England","All","All","Not main scheme application","1210","106620","0.011"
"2020","Quintile 2","Lower tariff","All","England","All","All","Not main scheme application","1980","100580","0.02"
"2020","Quintile 3","Lower tariff","All","England","All","All","Not main scheme application","2890","111240","0.026000000000000002"
"2020","Quintile 4","Lower tariff","All","England","All","All","Not main scheme application","3620","119940","0.03"
"2020","Quintile 5","Lower tariff","All","England","All","All","Not main scheme application","2840","124720","0.023"
"2021","Quintile 1","Lower tariff","All","England","All","All","Not main scheme application","1250","111600","0.011"
"2021","Quintile 2","Lower tariff","All","England","All","All","Not main scheme application","2060","103600","0.02"
"2021","Quintile 3","Lower tariff","All","England","All","All","Not main scheme application","2790","114040","0.024"
"2021","Quintile 4","Lower tariff","All","England","All","All","Not main scheme application","3630","124310","0.029"
"2021","Quintile 5","Lower tariff","All","England","All","All","Not main scheme application","2630","130060","0.02"
"2022","Quintile 1","Lower tariff","All","England","All","All","Not main scheme application","1580","118730","0.013000000000000001"
"2022","Quintile 2","Lower tariff","All","England","All","All","Not main scheme application","2570","106520","0.024"
"2022","Quintile 3","Lower tariff","All","England","All","All","Not main scheme application","3530","116190","0.03"
"2022","Quintile 4","Lower tariff","All","England","All","All","Not main scheme application","4380","126370","0.035"
"2022","Quintile 5","Lower tariff","All","England","All","All","Not main scheme application","3530","133310","0.026000000000000002"
"2023","Quintile 1","Lower tariff","All","England","All","All","Not main scheme application","1610","128990","0.012"
"2023","Quintile 2","Lower tariff","All","England","All","All","Not main scheme application","2450","108290","0.023"
"2023","Quintile 3","Lower tariff","All","England","All","All","Not main scheme application","3590","118620","0.03"
"2023","Quintile 4","Lower tariff","All","England","All","All","Not main scheme application","4310","129090","0.033"
"2023","Quintile 5","Lower tariff","All","England","All","All","Not main scheme application","3640","141650","0.026000000000000002"
"2006","Quintile 1","Higher tariff","All","England","All","All","Not main scheme application","90","125480","0.001"
