"Year","MEM quintile","Tariff group of provider","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Accepted applicants","Population estimate","Entry rate"
"2015","All","Lower tariff","18","England","All","All","Not main scheme application","13270","607340","0.022"
"2016","All","Lower tariff","18","England","All","All","Not main scheme application","12610","600130","0.021"
"2017","All","Lower tariff","18","England","All","All","Not main scheme application","12610","594670","0.021"
"2018","All","Lower tariff","18","England","All","All","Not main scheme application","12620","581530","0.022"
"2019","All","Lower tariff","18","England","All","All","Not main scheme application","14460","567350","0.025"
"2020","All","Lower tariff","18","England","All","All","Not main scheme application","12540","563100","0.022"
"2021","All","Lower tariff","18","England","All","All","Not main scheme application","12360","583590","0.021"
"2022","All","Lower tariff","18","England","All","All","Not main scheme application","15590","601110","0.026000000000000002"
"2023","All","Lower tariff","18","England","All","All","Not main scheme application","15600","626630","0.025"
"2006","All","Higher tariff","18","England","All","All","Not main scheme application","2980","609900","0.005"
"2007","All","Higher tariff","18","England","All","All","Not main scheme application","2960","605210","0.005"
"2008","All","Higher tariff","18","England","All","All","Not main scheme application","3170","621070","0.005"
"2009","All","Higher tariff","18","England","All","All","Not main scheme application","2550","620540","0.004"
"2010","All","Higher tariff","18","England","All","All","Not main scheme application","2210","622120","0.004"
"2011","All","Higher tariff","18","England","All","All","Not main scheme application","1670","609430","0.003"
"2012","All","Higher tariff","18","England","All","All","Not main scheme application","3800","610500","0.006"
"2013","All","Higher tariff","18","England","All","All","Not main scheme application","3980","601060","0.007"
"2014","All","Higher tariff","18","England","All","All","Not main scheme application","4510","595290","0.008"
"2015","All","Higher tariff","18","England","All","All","Not main scheme application","5080","607340","0.008"
"2016","All","Higher tariff","18","England","All","All","Not main scheme application","5620","600130","0.009000000000000001"
"2017","All","Higher tariff","18","England","All","All","Not main scheme application","5880","594670","0.01"
"2018","All","Higher tariff","18","England","All","All","Not main scheme application","6490","581530","0.011"
"2019","All","Higher tariff","18","England","All","All","Not main scheme application","7550","567350","0.013000000000000001"
"2020","All","Higher tariff","18","England","All","All","Not main scheme application","12930","563100","0.023"
"2021","All","Higher tariff","18","England","All","All","Not main scheme application","4560","583590","0.008"
"2022","All","Higher tariff","18","England","All","All","Not main scheme application","5130","601110","0.009000000000000001"
"2023","All","Higher tariff","18","England","All","All","Not main scheme application","6390","626630","0.01"
"2006","All","Medium tariff","18","England","All","All","Not main scheme application","5180","609900","0.008"
"2007","All","Medium tariff","18","England","All","All","Not main scheme application","5550","605210","0.009000000000000001"
"2008","All","Medium tariff","18","England","All","All","Not main scheme application","6250","621070","0.01"
"2009","All","Medium tariff","18","England","All","All","Not main scheme application","6200","620540","0.01"
"2010","All","Medium tariff","18","England","All","All","Not main scheme application","5110","622120","0.008"
"2011","All","Medium tariff","18","England","All","All","Not main scheme application","6520","609430","0.011"
"2012","All","Medium tariff","18","England","All","All","Not main scheme application","7200","610500","0.012"
"2013","All","Medium tariff","18","England","All","All","Not main scheme application","6780","601060","0.011"
"2014","All","Medium tariff","18","England","All","All","Not main scheme application","7850","595290","0.013000000000000001"
"2015","All","Medium tariff","18","England","All","All","Not main scheme application","8550","607340","0.014"
"2016","All","Medium tariff","18","England","All","All","Not main scheme application","10040","600130","0.017"
"2017","All","Medium tariff","18","England","All","All","Not main scheme application","11460","594670","0.019"
"2018","All","Medium tariff","18","England","All","All","Not main scheme application","11340","581530","0.019"
"2019","All","Medium tariff","18","England","All","All","Not main scheme application","12670","567350","0.022"
"2020","All","Medium tariff","18","England","All","All","Not main scheme application","13490","563100","0.024"
"2021","All","Medium tariff","18","England","All","All","Not main scheme application","10940","583590","0.019"
"2022","All","Medium tariff","18","England","All","All","Not main scheme application","14260","601110","0.024"
"2023","All","Medium tariff","18","England","All","All","Not main scheme application","15760","626630","0.025"
"2006","All","Lower tariff","18","England","All","All","Main scheme application","45790","609900","0.075"
"2007","All","Lower tariff","18","England","All","All","Main scheme application","44700","605210","0.074"
"2008","All","Lower tariff","18","England","All","All","Main scheme application","48340","621070","0.078"
"2009","All","Lower tariff","18","England","All","All","Main scheme application","52760","620540","0.085"
"2010","All","Lower tariff","18","England","All","All","Main scheme application","53880","622120","0.08700000000000001"
"2011","All","Lower tariff","18","England","All","All","Main scheme application","58470","609430","0.096"
"2012","All","Lower tariff","18","England","All","All","Main scheme application","52760","610500","0.08600000000000001"
"2013","All","Lower tariff","18","England","All","All","Main scheme application","55030","601060","0.092"
"2014","All","Lower tariff","18","England","All","All","Main scheme application","56570","595290","0.095"
"2015","All","Lower tariff","18","England","All","All","Main scheme application","58950","607340","0.097"
"2016","All","Lower tariff","18","England","All","All","Main scheme application","57310","600130","0.096"
"2017","All","Lower tariff","18","England","All","All","Main scheme application","55800","594670","0.094"
"2018","All","Lower tariff","18","England","All","All","Main scheme application","55100","581530","0.095"
"2019","All","Lower tariff","18","England","All","All","Main scheme application","53990","567350","0.095"
"2020","All","Lower tariff","18","England","All","All","Main scheme application","56670","563100","0.101"
"2021","All","Lower tariff","18","England","All","All","Main scheme application","58640","583590","0.1"
"2022","All","Lower tariff","18","England","All","All","Main scheme application","62950","601110","0.105"
"2023","All","Lower tariff","18","England","All","All","Main scheme application","56720","626630","0.091"
"2006","All","Higher tariff","18","England","All","All","Main scheme application","50430","609900","0.083"
"2007","All","Higher tariff","18","England","All","All","Main scheme application","51220","605210","0.085"
"2008","All","Higher tariff","18","England","All","All","Main scheme application","53020","621070","0.085"
"2009","All","Higher tariff","18","England","All","All","Main scheme application","51340","620540","0.083"
"2010","All","Higher tariff","18","England","All","All","Main scheme application","50800","622120","0.082"
"2011","All","Higher tariff","18","England","All","All","Main scheme application","48910","609430","0.08"
"2012","All","Higher tariff","18","England","All","All","Main scheme application","51170","610500","0.084"
"2013","All","Higher tariff","18","England","All","All","Main scheme application","54050","601060","0.09"
"2014","All","Higher tariff","18","England","All","All","Main scheme application","54520","595290","0.092"
"2015","All","Higher tariff","18","England","All","All","Main scheme application","57290","607340","0.094"
"2016","All","Higher tariff","18","England","All","All","Main scheme application","57820","600130","0.096"
"2017","All","Higher tariff","18","England","All","All","Main scheme application","58800","594670","0.099"
"2018","All","Higher tariff","18","England","All","All","Main scheme application","57440","581530","0.099"
"2019","All","Higher tariff","18","England","All","All","Main scheme application","57550","567350","0.101"
"2020","All","Higher tariff","18","England","All","All","Main scheme application","63130","563100","0.112"
"2021","All","Higher tariff","18","England","All","All","Main scheme application","79380","583590","0.136"
"2022","All","Higher tariff","18","England","All","All","Main scheme application","67890","601110","0.113"
"2023","All","Higher tariff","18","England","All","All","Main scheme application","65670","626630","0.105"
"2006","All","Medium tariff","18","England","All","All","Main scheme application","41040","609900","0.067"
"2007","All","Medium tariff","18","England","All","All","Main scheme application","42090","605210","0.07"
"2008","All","Medium tariff","18","England","All","All","Main scheme application","46550","621070","0.075"
"2009","All","Medium tariff","18","England","All","All","Main scheme application","47450","620540","0.076"
"2010","All","Medium tariff","18","England","All","All","Main scheme application","47420","622120","0.076"
"2011","All","Medium tariff","18","England","All","All","Main scheme application","47290","609430","0.078"
"2012","All","Medium tariff","18","England","All","All","Main scheme application","45520","610500","0.075"
"2013","All","Medium tariff","18","England","All","All","Main scheme application","47760","601060","0.079"
"2014","All","Medium tariff","18","England","All","All","Main scheme application","48700","595290","0.082"
"2015","All","Medium tariff","18","England","All","All","Main scheme application","51650","607340","0.085"
"2016","All","Medium tariff","18","England","All","All","Main scheme application","54450","600130","0.091"
"2017","All","Medium tariff","18","England","All","All","Main scheme application","55920","594670","0.094"
"2018","All","Medium tariff","18","England","All","All","Main scheme application","55200","581530","0.095"
"2019","All","Medium tariff","18","England","All","All","Main scheme application","55370","567350","0.098"
"2020","All","Medium tariff","18","England","All","All","Main scheme application","56320","563100","0.1"
"2021","All","Medium tariff","18","England","All","All","Main scheme application","62480","583590","0.107"
"2022","All","Medium tariff","18","England","All","All","Main scheme application","63450","601110","0.106"
"2023","All","Medium tariff","18","England","All","All","Main scheme application","58910","626630","0.094"
"2006","Quintile 1","All","18","England","All","All","Not main scheme application","900","125480","0.007"
"2006","Quintile 2","All","18","England","All","All","Not main scheme application","1840","122440","0.015"
"2006","Quintile 3","All","18","England","All","All","Not main scheme application","2730","121540","0.022"
"2006","Quintile 4","All","18","England","All","All","Not main scheme application","3780","120340","0.031"
"2006","Quintile 5","All","18","England","All","All","Not main scheme application","5850","120110","0.049"
"2007","Quintile 1","All","18","England","All","All","Not main scheme application","970","122540","0.008"
"2007","Quintile 2","All","18","England","All","All","Not main scheme application","2010","120910","0.017"
"2007","Quintile 3","All","18","England","All","All","Not main scheme application","2890","120670","0.024"
"2007","Quintile 4","All","18","England","All","All","Not main scheme application","3920","120780","0.032"
"2007","Quintile 5","All","18","England","All","All","Not main scheme application","6040","120320","0.05"
"2008","Quintile 1","All","18","England","All","All","Not main scheme application","1120","123530","0.009000000000000001"
"2008","Quintile 2","All","18","England","All","All","Not main scheme application","2280","124140","0.018000000000000002"
"2008","Quintile 3","All","18","England","All","All","Not main scheme application","3350","124610","0.027"
"2008","Quintile 4","All","18","England","All","All","Not main scheme application","4480","124400","0.036000000000000004"
"2008","Quintile 5","All","18","England","All","All","Not main scheme application","6650","124390","0.053"
"2009","Quintile 1","All","18","England","All","All","Not main scheme application","1250","122350","0.01"
"2009","Quintile 2","All","18","England","All","All","Not main scheme application","2490","124860","0.02"
"2009","Quintile 3","All","18","England","All","All","Not main scheme application","3440","124180","0.028"
"2009","Quintile 4","All","18","England","All","All","Not main scheme application","4830","124410","0.039"
"2009","Quintile 5","All","18","England","All","All","Not main scheme application","7090","124730","0.057"
"2010","Quintile 1","All","18","England","All","All","Not main scheme application","1190","121890","0.01"
"2010","Quintile 2","All","18","England","All","All","Not main scheme application","2490","123410","0.02"
"2010","Quintile 3","All","18","England","All","All","Not main scheme application","3610","124780","0.029"
"2010","Quintile 4","All","18","England","All","All","Not main scheme application","5040","125830","0.04"
"2010","Quintile 5","All","18","England","All","All","Not main scheme application","7010","126210","0.056"
"2011","Quintile 1","All","18","England","All","All","Not main scheme application","1430","119150","0.012"
"2011","Quintile 2","All","18","England","All","All","Not main scheme application","3040","120220","0.025"
"2011","Quintile 3","All","18","England","All","All","Not main scheme application","4590","122440","0.038"
"2011","Quintile 4","All","18","England","All","All","Not main scheme application","6300","123980","0.051000000000000004"
"2011","Quintile 5","All","18","England","All","All","Not main scheme application","8460","123640","0.068"
"2012","Quintile 1","All","18","England","All","All","Not main scheme application","1560","116570","0.013000000000000001"
"2012","Quintile 2","All","18","England","All","All","Not main scheme application","3030","118950","0.026000000000000002"
"2012","Quintile 3","All","18","England","All","All","Not main scheme application","4560","123560","0.037"
"2012","Quintile 4","All","18","England","All","All","Not main scheme application","6040","125960","0.048"
"2012","Quintile 5","All","18","England","All","All","Not main scheme application","8220","125460","0.066"
"2013","Quintile 1","All","18","England","All","All","Not main scheme application","1570","115210","0.014"
"2013","Quintile 2","All","18","England","All","All","Not main scheme application","3040","116100","0.026000000000000002"
"2013","Quintile 3","All","18","England","All","All","Not main scheme application","4450","121130","0.037"
"2013","Quintile 4","All","18","England","All","All","Not main scheme application","5840","123700","0.047"
"2013","Quintile 5","All","18","England","All","All","Not main scheme application","8170","124920","0.065"
"2014","Quintile 1","All","18","England","All","All","Not main scheme application","1740","114800","0.015"
"2014","Quintile 2","All","18","England","All","All","Not main scheme application","3350","113810","0.029"
"2014","Quintile 3","All","18","England","All","All","Not main scheme application","4870","119430","0.041"
"2014","Quintile 4","All","18","England","All","All","Not main scheme application","6430","122900","0.052000000000000005"
"2014","Quintile 5","All","18","England","All","All","Not main scheme application","9030","124360","0.073"
"2015","Quintile 1","All","18","England","All","All","Not main scheme application","1940","118270","0.016"
"2015","Quintile 2","All","18","England","All","All","Not main scheme application","3570","115170","0.031"
"2015","Quintile 3","All","18","England","All","All","Not main scheme application","5190","121520","0.043000000000000003"
"2015","Quintile 4","All","18","England","All","All","Not main scheme application","6700","124860","0.054"
"2015","Quintile 5","All","18","England","All","All","Not main scheme application","9490","127520","0.074"
"2016","Quintile 1","All","18","England","All","All","Not main scheme application","1870","118990","0.016"
"2016","Quintile 2","All","18","England","All","All","Not main scheme application","3520","111170","0.032"
"2016","Quintile 3","All","18","England","All","All","Not main scheme application","5380","119040","0.045"
"2016","Quintile 4","All","18","England","All","All","Not main scheme application","7270","124340","0.058"
"2016","Quintile 5","All","18","England","All","All","Not main scheme application","10230","126600","0.081"
"2017","Quintile 1","All","18","England","All","All","Not main scheme application","2010","116390","0.017"
"2017","Quintile 2","All","18","England","All","All","Not main scheme application","3700","109630","0.034"
"2017","Quintile 3","All","18","England","All","All","Not main scheme application","5450","117550","0.046"
"2017","Quintile 4","All","18","England","All","All","Not main scheme application","7600","123990","0.061"
"2017","Quintile 5","All","18","England","All","All","Not main scheme application","11190","127120","0.088"
"2018","Quintile 1","All","18","England","All","All","Not main scheme application","1960","112990","0.017"
"2018","Quintile 2","All","18","England","All","All","Not main scheme application","3870","106010","0.036000000000000004"
"2018","Quintile 3","All","18","England","All","All","Not main scheme application","5750","114520","0.05"
"2018","Quintile 4","All","18","England","All","All","Not main scheme application","7740","122560","0.063"
"2018","Quintile 5","All","18","England","All","All","Not main scheme application","11130","125440","0.089"
"2019","Quintile 1","All","18","England","All","All","Not main scheme application","2290","108100","0.021"
"2019","Quintile 2","All","18","England","All","All","Not main scheme application","4240","102760","0.041"
"2019","Quintile 3","All","18","England","All","All","Not main scheme application","6350","112010","0.057"
"2019","Quintile 4","All","18","England","All","All","Not main scheme application","8900","120200","0.074"
"2019","Quintile 5","All","18","England","All","All","Not main scheme application","12900","124290","0.10400000000000001"
"2020","Quintile 1","All","18","England","All","All","Not main scheme application","2330","106620","0.022"
"2020","Quintile 2","All","18","England","All","All","Not main scheme application","4560","100580","0.045"
"2020","Quintile 3","All","18","England","All","All","Not main scheme application","7250","111240","0.065"
"2020","Quintile 4","All","18","England","All","All","Not main scheme application","10170","119940","0.085"
"2020","Quintile 5","All","18","England","All","All","Not main scheme application","14650","124720","0.117"
"2021","Quintile 1","All","18","England","All","All","Not main scheme application","1980","111600","0.018000000000000002"
"2021","Quintile 2","All","18","England","All","All","Not main scheme application","3730","103600","0.036000000000000004"
"2021","Quintile 3","All","18","England","All","All","Not main scheme application","5610","114040","0.049"
"2021","Quintile 4","All","18","England","All","All","Not main scheme application","7700","124310","0.062"
"2021","Quintile 5","All","18","England","All","All","Not main scheme application","8830","130060","0.068"
"2022","Quintile 1","All","18","England","All","All","Not main scheme application","2480","118730","0.021"
"2022","Quintile 2","All","18","England","All","All","Not main scheme application","4640","106520","0.044"
"2022","Quintile 3","All","18","England","All","All","Not main scheme application","6890","116190","0.059000000000000004"
"2022","Quintile 4","All","18","England","All","All","Not main scheme application","9240","126370","0.073"
"2022","Quintile 5","All","18","England","All","All","Not main scheme application","11730","133310","0.088"
"2023","Quintile 1","All","18","England","All","All","Not main scheme application","2730","128990","0.021"
"2023","Quintile 2","All","18","England","All","All","Not main scheme application","4770","108290","0.044"
"2023","Quintile 3","All","18","England","All","All","Not main scheme application","7320","118620","0.062"
"2023","Quintile 4","All","18","England","All","All","Not main scheme application","9650","129090","0.075"
"2023","Quintile 5","All","18","England","All","All","Not main scheme application","13270","141650","0.094"
"2006","Quintile 1","All","18","England","All","All","Main scheme application","7680","125480","0.061"
"2006","Quintile 2","All","18","England","All","All","Main scheme application","16740","122440","0.137"
"2006","Quintile 3","All","18","England","All","All","Main scheme application","24690","121540","0.203"
"2006","Quintile 4","All","18","England","All","All","Main scheme application","33560","120340","0.279"
"2006","Quintile 5","All","18","England","All","All","Main scheme application","54590","120110","0.454"
"2007","Quintile 1","All","18","England","All","All","Main scheme application","7900","122540","0.064"
"2007","Quintile 2","All","18","England","All","All","Main scheme application","16790","120910","0.139"
"2007","Quintile 3","All","18","England","All","All","Main scheme application","24630","120670","0.20400000000000001"
"2007","Quintile 4","All","18","England","All","All","Main scheme application","34110","120780","0.28200000000000003"
"2007","Quintile 5","All","18","England","All","All","Main scheme application","54580","120320","0.454"
"2008","Quintile 1","All","18","England","All","All","Main scheme application","8710","123530","0.07"
"2008","Quintile 2","All","18","England","All","All","Main scheme application","18540","124140","0.149"
"2008","Quintile 3","All","18","England","All","All","Main scheme application","26640","124610","0.214"
"2008","Quintile 4","All","18","England","All","All","Main scheme application","36650","124400","0.295"
"2008","Quintile 5","All","18","England","All","All","Main scheme application","57390","124390","0.461"
"2009","Quintile 1","All","18","England","All","All","Main scheme application","9440","122350","0.077"
"2009","Quintile 2","All","18","England","All","All","Main scheme application","19670","124860","0.158"
"2009","Quintile 3","All","18","England","All","All","Main scheme application","27920","124180","0.225"
"2009","Quintile 4","All","18","England","All","All","Main scheme application","37390","124410","0.3"
"2009","Quintile 5","All","18","England","All","All","Main scheme application","57120","124730","0.458"
"2010","Quintile 1","All","18","England","All","All","Main scheme application","9800","121890","0.08"
"2010","Quintile 2","All","18","England","All","All","Main scheme application","19710","123410","0.16"
"2010","Quintile 3","All","18","England","All","All","Main scheme application","27840","124780","0.223"
"2010","Quintile 4","All","18","England","All","All","Main scheme application","37630","125830","0.299"
"2010","Quintile 5","All","18","England","All","All","Main scheme application","57130","126210","0.453"
"2011","Quintile 1","All","18","England","All","All","Main scheme application","10140","119150","0.085"
"2011","Quintile 2","All","18","England","All","All","Main scheme application","19930","120220","0.166"
"2011","Quintile 3","All","18","England","All","All","Main scheme application","28560","122440","0.233"
"2011","Quintile 4","All","18","England","All","All","Main scheme application","38310","123980","0.309"
"2011","Quintile 5","All","18","England","All","All","Main scheme application","57720","123640","0.467"
"2012","Quintile 1","All","18","England","All","All","Main scheme application","9870","116570","0.085"
"2012","Quintile 2","All","18","England","All","All","Main scheme application","19480","118950","0.164"
"2012","Quintile 3","All","18","England","All","All","Main scheme application","27370","123560","0.221"
"2012","Quintile 4","All","18","England","All","All","Main scheme application","36680","125960","0.291"
"2012","Quintile 5","All","18","England","All","All","Main scheme application","56070","125460","0.447"
"2013","Quintile 1","All","18","England","All","All","Main scheme application","10810","115210","0.094"
"2013","Quintile 2","All","18","England","All","All","Main scheme application","20900","116100","0.18"
"2013","Quintile 3","All","18","England","All","All","Main scheme application","28990","121130","0.23900000000000002"
"2013","Quintile 4","All","18","England","All","All","Main scheme application","38640","123700","0.312"
"2013","Quintile 5","All","18","England","All","All","Main scheme application","57510","124920","0.46"
"2014","Quintile 1","All","18","England","All","All","Main scheme application","11810","114800","0.10300000000000001"
"2014","Quintile 2","All","18","England","All","All","Main scheme application","21880","113810","0.192"
"2014","Quintile 3","All","18","England","All","All","Main scheme application","30110","119430","0.252"
"2014","Quintile 4","All","18","England","All","All","Main scheme application","39190","122900","0.319"
"2014","Quintile 5","All","18","England","All","All","Main scheme application","56810","124360","0.457"
"2015","Quintile 1","All","18","England","All","All","Main scheme application","12570","118270","0.106"
"2015","Quintile 2","All","18","England","All","All","Main scheme application","22880","115170","0.199"
"2015","Quintile 3","All","18","England","All","All","Main scheme application","31610","121520","0.26"
"2015","Quintile 4","All","18","England","All","All","Main scheme application","41530","124860","0.333"
"2015","Quintile 5","All","18","England","All","All","Main scheme application","59310","127520","0.465"
"2016","Quintile 1","All","18","England","All","All","Main scheme application","12570","118990","0.106"
"2016","Quintile 2","All","18","England","All","All","Main scheme application","23050","111170","0.20700000000000002"
"2016","Quintile 3","All","18","England","All","All","Main scheme application","32260","119040","0.271"
"2016","Quintile 4","All","18","England","All","All","Main scheme application","42120","124340","0.339"
"2016","Quintile 5","All","18","England","All","All","Main scheme application","59590","126600","0.47100000000000003"
"2017","Quintile 1","All","18","England","All","All","Main scheme application","12400","116390","0.106"
"2017","Quintile 2","All","18","England","All","All","Main scheme application","23320","109630","0.213"
"2017","Quintile 3","All","18","England","All","All","Main scheme application","32060","117550","0.273"
"2017","Quintile 4","All","18","England","All","All","Main scheme application","42600","123990","0.34400000000000003"
"2017","Quintile 5","All","18","England","All","All","Main scheme application","60150","127120","0.47300000000000003"
"2018","Quintile 1","All","18","England","All","All","Main scheme application","12150","112990","0.108"
"2018","Quintile 2","All","18","England","All","All","Main scheme application","22360","106010","0.211"
"2018","Quintile 3","All","18","England","All","All","Main scheme application","31210","114520","0.273"
"2018","Quintile 4","All","18","England","All","All","Main scheme application","42570","122560","0.34700000000000003"
"2018","Quintile 5","All","18","England","All","All","Main scheme application","59440","125440","0.47400000000000003"
"2019","Quintile 1","All","18","England","All","All","Main scheme application","12150","108100","0.112"
"2019","Quintile 2","All","18","England","All","All","Main scheme application","22350","102760","0.217"
"2019","Quintile 3","All","18","England","All","All","Main scheme application","31280","112010","0.279"
"2019","Quintile 4","All","18","England","All","All","Main scheme application","42300","120200","0.352"
"2019","Quintile 5","All","18","England","All","All","Main scheme application","58840","124290","0.47300000000000003"
"2020","Quintile 1","All","18","England","All","All","Main scheme application","13200","106620","0.124"
"2020","Quintile 2","All","18","England","All","All","Main scheme application","23450","100580","0.233"
"2020","Quintile 3","All","18","England","All","All","Main scheme application","33380","111240","0.3"
"2020","Quintile 4","All","18","England","All","All","Main scheme application","45000","119940","0.375"
"2020","Quintile 5","All","18","England","All","All","Main scheme application","61090","124720","0.49"
"2021","Quintile 1","All","18","England","All","All","Main scheme application","14100","111600","0.126"
"2021","Quintile 2","All","18","England","All","All","Main scheme application","26260","103600","0.254"
"2021","Quintile 3","All","18","England","All","All","Main scheme application","37490","114040","0.329"
"2021","Quintile 4","All","18","England","All","All","Main scheme application","50810","124310","0.40900000000000003"
"2021","Quintile 5","All","18","England","All","All","Main scheme application","71840","130060","0.552"
"2022","Quintile 1","All","18","England","All","All","Main scheme application","14850","118730","0.125"
"2022","Quintile 2","All","18","England","All","All","Main scheme application","26060","106520","0.245"
"2022","Quintile 3","All","18","England","All","All","Main scheme application","36460","116190","0.314"
"2022","Quintile 4","All","18","England","All","All","Main scheme application","49120","126370","0.389"
"2022","Quintile 5","All","18","England","All","All","Main scheme application","67790","133310","0.509"
"2023","Quintile 1","All","18","England","All","All","Main scheme application","14550","128990","0.113"
"2023","Quintile 2","All","18","England","All","All","Main scheme application","24170","108290","0.223"
"2023","Quintile 3","All","18","England","All","All","Main scheme application","33370","118620","0.281"
"2023","Quintile 4","All","18","England","All","All","Main scheme application","45710","129090","0.354"
"2023","Quintile 5","All","18","England","All","All","Main scheme application","63490","141650","0.448"
"2006","All","All","18","England","All","All","Not main scheme application","15110","609900","0.025"
"2007","All","All","18","England","All","All","Not main scheme application","15830","605210","0.026000000000000002"
"2008","All","All","18","England","All","All","Not main scheme application","17870","621070","0.029"
"2009","All","All","18","England","All","All","Not main scheme application","19100","620540","0.031"
"2010","All","All","18","England","All","All","Not main scheme application","19340","622120","0.031"
"2011","All","All","18","England","All","All","Not main scheme application","23820","609430","0.039"
"2012","All","All","18","England","All","All","Not main scheme application","23410","610500","0.038"
"2013","All","All","18","England","All","All","Not main scheme application","23070","601060","0.038"
"2014","All","All","18","England","All","All","Not main scheme application","25430","595290","0.043000000000000003"
"2015","All","All","18","England","All","All","Not main scheme application","26900","607340","0.044"
"2016","All","All","18","England","All","All","Not main scheme application","28270","600130","0.047"
"2017","All","All","18","England","All","All","Not main scheme application","29950","594670","0.05"
"2018","All","All","18","England","All","All","Not main scheme application","30440","581530","0.052000000000000005"
"2019","All","All","18","England","All","All","Not main scheme application","34670","567350","0.061"
"2020","All","All","18","England","All","All","Not main scheme application","38950","563100","0.069"
"2021","All","All","18","England","All","All","Not main scheme application","27850","583590","0.048"
"2022","All","All","18","England","All","All","Not main scheme application","34980","601110","0.058"
"2023","All","All","18","England","All","All","Not main scheme application","37740","626630","0.06"
"2006","All","All","18","England","All","All","Main scheme application","137260","609900","0.225"
"2007","All","All","18","England","All","All","Main scheme application","138010","605210","0.228"
"2008","All","All","18","England","All","All","Main scheme application","147910","621070","0.23800000000000002"
"2009","All","All","18","England","All","All","Main scheme application","151550","620540","0.244"
"2010","All","All","18","England","All","All","Main scheme application","152100","622120","0.244"
"2011","All","All","18","England","All","All","Main scheme application","154670","609430","0.254"
"2012","All","All","18","England","All","All","Main scheme application","149450","610500","0.245"
"2013","All","All","18","England","All","All","Main scheme application","156840","601060","0.261"
"2014","All","All","18","England","All","All","Main scheme application","159780","595290","0.268"
"2015","All","All","18","England","All","All","Main scheme application","167890","607340","0.276"
"2016","All","All","18","England","All","All","Main scheme application","169590","600130","0.28300000000000003"
"2017","All","All","18","England","All","All","Main scheme application","170520","594670","0.28700000000000003"
"2018","All","All","18","England","All","All","Main scheme application","167740","581530","0.28800000000000003"
"2019","All","All","18","England","All","All","Main scheme application","166910","567350","0.294"
"2020","All","All","18","England","All","All","Main scheme application","176120","563100","0.313"
"2021","All","All","18","England","All","All","Main scheme application","200500","583590","0.34400000000000003"
"2022","All","All","18","England","All","All","Main scheme application","194280","601110","0.323"
"2023","All","All","18","England","All","All","Main scheme application","181300","626630","0.289"
"2006","Quintile 1","Lower tariff","All","England","All","All","Not main scheme application","570","125480","0.005"
"2006","Quintile 2","Lower tariff","All","England","All","All","Not main scheme application","1090","122440","0.009000000000000001"
"2006","Quintile 3","Lower tariff","All","England","All","All","Not main scheme application","1470","121540","0.012"
"2006","Quintile 4","Lower tariff","All","England","All","All","Not main scheme application","1880","120340","0.016"
"2006","Quintile 5","Lower tariff","All","England","All","All","Not main scheme application","1930","120110","0.016"
"2007","Quintile 1","Lower tariff","All","England","All","All","Not main scheme application","610","122540","0.005"
"2007","Quintile 2","Lower tariff","All","England","All","All","Not main scheme application","1170","120910","0.01"
"2007","Quintile 3","Lower tariff","All","England","All","All","Not main scheme application","1570","120670","0.013000000000000001"
"2007","Quintile 4","Lower tariff","All","England","All","All","Not main scheme application","1990","120780","0.016"
"2007","Quintile 5","Lower tariff","All","England","All","All","Not main scheme application","1990","120320","0.017"
"2008","Quintile 1","Lower tariff","All","England","All","All","Not main scheme application","760","123530","0.006"
"2008","Quintile 2","Lower tariff","All","England","All","All","Not main scheme application","1340","124140","0.011"
"2008","Quintile 3","Lower tariff","All","England","All","All","Not main scheme application","1870","124610","0.015"
"2008","Quintile 4","Lower tariff","All","England","All","All","Not main scheme application","2280","124400","0.018000000000000002"
"2008","Quintile 5","Lower tariff","All","England","All","All","Not main scheme application","2220","124390","0.018000000000000002"
"2009","Quintile 1","Lower tariff","All","England","All","All","Not main scheme application","940","122350","0.008"
"2009","Quintile 2","Lower tariff","All","England","All","All","Not main scheme application","1670","124860","0.013000000000000001"
"2009","Quintile 3","Lower tariff","All","England","All","All","Not main scheme application","2130","124180","0.017"
"2009","Quintile 4","Lower tariff","All","England","All","All","Not main scheme application","2800","124410","0.023"
"2009","Quintile 5","Lower tariff","All","England","All","All","Not main scheme application","2800","124730","0.022"
"2010","Quintile 1","Lower tariff","All","England","All","All","Not main scheme application","930","121890","0.008"
"2010","Quintile 2","Lower tariff","All","England","All","All","Not main scheme application","1840","123410","0.015"
"2010","Quintile 3","Lower tariff","All","England","All","All","Not main scheme application","2480","124780","0.02"
"2010","Quintile 4","Lower tariff","All","England","All","All","Not main scheme application","3340","125830","0.027"
"2010","Quintile 5","Lower tariff","All","England","All","All","Not main scheme application","3430","126210","0.027"
"2011","Quintile 1","Lower tariff","All","England","All","All","Not main scheme application","1130","119150","0.01"
"2011","Quintile 2","Lower tariff","All","England","All","All","Not main scheme application","2300","120220","0.019"
"2011","Quintile 3","Lower tariff","All","England","All","All","Not main scheme application","3350","122440","0.027"
"2011","Quintile 4","Lower tariff","All","England","All","All","Not main scheme application","4310","123980","0.035"
"2011","Quintile 5","Lower tariff","All","England","All","All","Not main scheme application","4530","123640","0.037"
"2012","Quintile 1","Lower tariff","All","England","All","All","Not main scheme application","1090","116570","0.009000000000000001"
