"Year","Acceptance route","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Accepted applicants"
"2021","Main scheme firm choice","All","EU (excluding UK)","Male","All","Main scheme application","10"
"2022","Main scheme firm choice","All","EU (excluding UK)","Male","All","Main scheme application","5"
"2019","All","All","England","Female","All","Not main scheme application","15"
"2020","All","All","England","Female","All","Not main scheme application","25"
"2021","All","All","England","Female","All","Not main scheme application","15"
"2022","All","All","England","Female","All","Not main scheme application","10"
"2023","All","All","England","Female","All","Not main scheme application","25"
"2019","All","All","Scotland","Female","All","Not main scheme application","115"
"2020","All","All","Scotland","Female","All","Not main scheme application","105"
"2021","All","All","Scotland","Female","All","Not main scheme application","95"
"2022","All","All","Scotland","Female","All","Not main scheme application","110"
"2023","All","All","Scotland","Female","All","Not main scheme application","110"
"2022","All","All","Wales","Female","All","Not main scheme application","70"
"2023","All","All","Wales","Female","All","Not main scheme application","75"
"2020","All","All","EU (excluding UK)","Female","All","Not main scheme application","5"
"2019","All","All","England","Male","All","Not main scheme application","5"
"2020","All","All","England","Male","All","Not main scheme application","10"
"2021","All","All","England","Male","All","Not main scheme application","5"
"2022","All","All","England","Male","All","Not main scheme application","10"
"2023","All","All","England","Male","All","Not main scheme application","20"
"2019","All","All","Scotland","Male","All","Not main scheme application","35"
"2020","All","All","Scotland","Male","All","Not main scheme application","75"
"2021","All","All","Scotland","Male","All","Not main scheme application","35"
"2022","All","All","Scotland","Male","All","Not main scheme application","45"
"2023","All","All","Scotland","Male","All","Not main scheme application","45"
"2022","All","All","Wales","Male","All","Not main scheme application","40"
"2023","All","All","Wales","Male","All","Not main scheme application","50"
"2019","All","All","Northern Ireland","Female","All","Main scheme application","20"
"2020","All","All","Northern Ireland","Female","All","Main scheme application","15"
"2021","All","All","Northern Ireland","Female","All","Main scheme application","20"
"2022","All","All","Northern Ireland","Female","All","Main scheme application","15"
"2023","All","All","Northern Ireland","Female","All","Main scheme application","5"
"2019","All","All","England","Female","All","Main scheme application","35"
"2020","All","All","England","Female","All","Main scheme application","40"
"2021","All","All","England","Female","All","Main scheme application","50"
"2022","All","All","England","Female","All","Main scheme application","60"
"2023","All","All","England","Female","All","Main scheme application","55"
"2019","All","All","Scotland","Female","All","Main scheme application","1645"
"2020","All","All","Scotland","Female","All","Main scheme application","1795"
"2021","All","All","Scotland","Female","All","Main scheme application","1730"
"2022","All","All","Scotland","Female","All","Main scheme application","1505"
"2023","All","All","Scotland","Female","All","Main scheme application","1280"
"2022","All","All","Wales","Female","All","Main scheme application","550"
"2023","All","All","Wales","Female","All","Main scheme application","480"
"2019","All","All","Not EU","Female","All","Main scheme application","15"
"2020","All","All","Not EU","Female","All","Main scheme application","15"
"2021","All","All","Not EU","Female","All","Main scheme application","10"
"2022","All","All","Not EU","Female","All","Main scheme application","15"
"2023","All","All","Not EU","Female","All","Main scheme application","15"
"2019","All","All","EU (excluding UK)","Female","All","Main scheme application","65"
"2020","All","All","EU (excluding UK)","Female","All","Main scheme application","80"
"2021","All","All","EU (excluding UK)","Female","All","Main scheme application","30"
"2022","All","All","EU (excluding UK)","Female","All","Main scheme application","20"
"2023","All","All","EU (excluding UK)","Female","All","Main scheme application","25"
"2019","All","All","Northern Ireland","Male","All","Main scheme application","5"
"2021","All","All","Northern Ireland","Male","All","Main scheme application","10"
"2022","All","All","Northern Ireland","Male","All","Main scheme application","10"
"2019","All","All","England","Male","All","Main scheme application","15"
"2020","All","All","England","Male","All","Main scheme application","20"
"2021","All","All","England","Male","All","Main scheme application","15"
"2022","All","All","England","Male","All","Main scheme application","25"
"2023","All","All","England","Male","All","Main scheme application","25"
"2019","All","All","Scotland","Male","All","Main scheme application","590"
"2020","All","All","Scotland","Male","All","Main scheme application","600"
"2021","All","All","Scotland","Male","All","Main scheme application","605"
"2022","All","All","Scotland","Male","All","Main scheme application","525"
"2023","All","All","Scotland","Male","All","Main scheme application","450"
"2022","All","All","Wales","Male","All","Main scheme application","205"
"2023","All","All","Wales","Male","All","Main scheme application","195"
"2019","All","All","Not EU","Male","All","Main scheme application","5"
"2020","All","All","Not EU","Male","All","Main scheme application","5"
"2021","All","All","Not EU","Male","All","Main scheme application","5"
"2022","All","All","Not EU","Male","All","Main scheme application","15"
"2023","All","All","Not EU","Male","All","Main scheme application","10"
"2019","All","All","EU (excluding UK)","Male","All","Main scheme application","20"
"2020","All","All","EU (excluding UK)","Male","All","Main scheme application","25"
"2021","All","All","EU (excluding UK)","Male","All","Main scheme application","10"
"2022","All","All","EU (excluding UK)","Male","All","Main scheme application","5"
"2019","Extra","21 - 24","All","Female","All","Not main scheme application","10"
"2020","Extra","21 - 24","All","Female","All","Not main scheme application","5"
"2021","Extra","21 - 24","All","Female","All","Not main scheme application","5"
"2022","Extra","21 - 24","All","Female","All","Not main scheme application","15"
"2023","Extra","21 - 24","All","Female","All","Not main scheme application","10"
"2019","Direct Clearing","21 - 24","All","Female","All","Not main scheme application","10"
"2020","Direct Clearing","21 - 24","All","Female","All","Not main scheme application","15"
"2021","Direct Clearing","21 - 24","All","Female","All","Not main scheme application","10"
"2022","Direct Clearing","21 - 24","All","Female","All","Not main scheme application","25"
"2023","Direct Clearing","21 - 24","All","Female","All","Not main scheme application","40"
"2020","RPA","21 - 24","All","Female","All","Not main scheme application","5"
"2021","RPA","21 - 24","All","Female","All","Not main scheme application","5"
"2022","RPA","21 - 24","All","Female","All","Not main scheme application","10"
"2023","RPA","21 - 24","All","Female","All","Not main scheme application","10"
"2019","Main scheme Clearing","21 - 24","All","Female","All","Not main scheme application","20"
"2020","Main scheme Clearing","21 - 24","All","Female","All","Not main scheme application","10"
"2021","Main scheme Clearing","21 - 24","All","Female","All","Not main scheme application","25"
"2022","Main scheme Clearing","21 - 24","All","Female","All","Not main scheme application","25"
"2023","Main scheme Clearing","21 - 24","All","Female","All","Not main scheme application","30"
"2019","Extra","25 - 29","All","Female","All","Not main scheme application","5"
"2020","Extra","25 - 29","All","Female","All","Not main scheme application","5"
"2022","Extra","25 - 29","All","Female","All","Not main scheme application","10"
"2023","Extra","25 - 29","All","Female","All","Not main scheme application","5"
"2019","Direct Clearing","25 - 29","All","Female","All","Not main scheme application","15"
"2020","Direct Clearing","25 - 29","All","Female","All","Not main scheme application","20"
"2021","Direct Clearing","25 - 29","All","Female","All","Not main scheme application","5"
"2022","Direct Clearing","25 - 29","All","Female","All","Not main scheme application","25"
"2023","Direct Clearing","25 - 29","All","Female","All","Not main scheme application","20"
"2019","RPA","25 - 29","All","Female","All","Not main scheme application","5"
"2020","RPA","25 - 29","All","Female","All","Not main scheme application","10"
"2021","RPA","25 - 29","All","Female","All","Not main scheme application","5"
"2022","RPA","25 - 29","All","Female","All","Not main scheme application","10"
"2023","RPA","25 - 29","All","Female","All","Not main scheme application","10"
"2019","Main scheme Clearing","25 - 29","All","Female","All","Not main scheme application","15"
"2020","Main scheme Clearing","25 - 29","All","Female","All","Not main scheme application","20"
"2021","Main scheme Clearing","25 - 29","All","Female","All","Not main scheme application","15"
"2022","Main scheme Clearing","25 - 29","All","Female","All","Not main scheme application","10"
"2023","Main scheme Clearing","25 - 29","All","Female","All","Not main scheme application","20"
"2019","Extra","30 - 34","All","Female","All","Not main scheme application","5"
"2019","Direct Clearing","30 - 34","All","Female","All","Not main scheme application","5"
"2020","Direct Clearing","30 - 34","All","Female","All","Not main scheme application","5"
"2021","Direct Clearing","30 - 34","All","Female","All","Not main scheme application","5"
"2022","Direct Clearing","30 - 34","All","Female","All","Not main scheme application","5"
"2023","Direct Clearing","30 - 34","All","Female","All","Not main scheme application","10"
"2020","RPA","30 - 34","All","Female","All","Not main scheme application","5"
"2021","RPA","30 - 34","All","Female","All","Not main scheme application","5"
"2022","RPA","30 - 34","All","Female","All","Not main scheme application","5"
"2023","RPA","30 - 34","All","Female","All","Not main scheme application","5"
"2019","Main scheme Clearing","30 - 34","All","Female","All","Not main scheme application","5"
"2020","Main scheme Clearing","30 - 34","All","Female","All","Not main scheme application","5"
"2021","Main scheme Clearing","30 - 34","All","Female","All","Not main scheme application","10"
"2022","Main scheme Clearing","30 - 34","All","Female","All","Not main scheme application","5"
"2023","Main scheme Clearing","30 - 34","All","Female","All","Not main scheme application","5"
"2019","Extra","35 and over","All","Female","All","Not main scheme application","5"
"2020","Extra","35 and over","All","Female","All","Not main scheme application","5"
"2022","Extra","35 and over","All","Female","All","Not main scheme application","5"
"2019","Direct Clearing","35 and over","All","Female","All","Not main scheme application","10"
"2020","Direct Clearing","35 and over","All","Female","All","Not main scheme application","15"
"2021","Direct Clearing","35 and over","All","Female","All","Not main scheme application","10"
"2022","Direct Clearing","35 and over","All","Female","All","Not main scheme application","15"
"2023","Direct Clearing","35 and over","All","Female","All","Not main scheme application","20"
"2019","RPA","35 and over","All","Female","All","Not main scheme application","5"
"2020","RPA","35 and over","All","Female","All","Not main scheme application","10"
"2021","RPA","35 and over","All","Female","All","Not main scheme application","10"
"2022","RPA","35 and over","All","Female","All","Not main scheme application","10"
"2023","RPA","35 and over","All","Female","All","Not main scheme application","5"
"2019","Main scheme Clearing","35 and over","All","Female","All","Not main scheme application","20"
"2020","Main scheme Clearing","35 and over","All","Female","All","Not main scheme application","10"
"2021","Main scheme Clearing","35 and over","All","Female","All","Not main scheme application","10"
"2022","Main scheme Clearing","35 and over","All","Female","All","Not main scheme application","10"
"2023","Main scheme Clearing","35 and over","All","Female","All","Not main scheme application","15"
"2020","Extra","21 - 24","All","Male","All","Not main scheme application","5"
"2022","Extra","21 - 24","All","Male","All","Not main scheme application","5"
"2023","Extra","21 - 24","All","Male","All","Not main scheme application","5"
"2019","Direct Clearing","21 - 24","All","Male","All","Not main scheme application","10"
"2020","Direct Clearing","21 - 24","All","Male","All","Not main scheme application","15"
"2021","Direct Clearing","21 - 24","All","Male","All","Not main scheme application","5"
"2022","Direct Clearing","21 - 24","All","Male","All","Not main scheme application","30"
"2023","Direct Clearing","21 - 24","All","Male","All","Not main scheme application","30"
"2020","RPA","21 - 24","All","Male","All","Not main scheme application","5"
"2022","RPA","21 - 24","All","Male","All","Not main scheme application","5"
"2023","RPA","21 - 24","All","Male","All","Not main scheme application","10"
"2020","Main scheme Clearing","21 - 24","All","Male","All","Not main scheme application","5"
"2021","Main scheme Clearing","21 - 24","All","Male","All","Not main scheme application","5"
"2022","Main scheme Clearing","21 - 24","All","Male","All","Not main scheme application","10"
"2023","Main scheme Clearing","21 - 24","All","Male","All","Not main scheme application","10"
"2021","Extra","25 - 29","All","Male","All","Not main scheme application","5"
"2023","Extra","25 - 29","All","Male","All","Not main scheme application","5"
"2019","Direct Clearing","25 - 29","All","Male","All","Not main scheme application","10"
"2020","Direct Clearing","25 - 29","All","Male","All","Not main scheme application","25"
"2021","Direct Clearing","25 - 29","All","Male","All","Not main scheme application","5"
"2022","Direct Clearing","25 - 29","All","Male","All","Not main scheme application","15"
"2023","Direct Clearing","25 - 29","All","Male","All","Not main scheme application","10"
"2020","RPA","25 - 29","All","Male","All","Not main scheme application","5"
"2022","RPA","25 - 29","All","Male","All","Not main scheme application","5"
"2023","RPA","25 - 29","All","Male","All","Not main scheme application","10"
"2019","Main scheme Clearing","25 - 29","All","Male","All","Not main scheme application","5"
"2020","Main scheme Clearing","25 - 29","All","Male","All","Not main scheme application","5"
"2021","Main scheme Clearing","25 - 29","All","Male","All","Not main scheme application","5"
"2022","Main scheme Clearing","25 - 29","All","Male","All","Not main scheme application","5"
"2023","Main scheme Clearing","25 - 29","All","Male","All","Not main scheme application","5"
"2019","Direct Clearing","30 - 34","All","Male","All","Not main scheme application","5"
"2020","Direct Clearing","30 - 34","All","Male","All","Not main scheme application","5"
"2022","Direct Clearing","30 - 34","All","Male","All","Not main scheme application","5"
"2023","Direct Clearing","30 - 34","All","Male","All","Not main scheme application","10"
"2023","Main scheme Clearing","30 - 34","All","Male","All","Not main scheme application","5"
"2019","Direct Clearing","35 and over","All","Male","All","Not main scheme application","5"
"2020","Direct Clearing","35 and over","All","Male","All","Not main scheme application","15"
"2021","Direct Clearing","35 and over","All","Male","All","Not main scheme application","5"
"2022","Direct Clearing","35 and over","All","Male","All","Not main scheme application","10"
"2023","Direct Clearing","35 and over","All","Male","All","Not main scheme application","20"
"2019","RPA","35 and over","All","Male","All","Not main scheme application","5"
"2022","RPA","35 and over","All","Male","All","Not main scheme application","5"
"2023","RPA","35 and over","All","Male","All","Not main scheme application","5"
"2020","Main scheme Clearing","35 and over","All","Male","All","Not main scheme application","5"
"2021","Main scheme Clearing","35 and over","All","Male","All","Not main scheme application","5"
"2022","Main scheme Clearing","35 and over","All","Male","All","Not main scheme application","5"
"2023","Main scheme Clearing","35 and over","All","Male","All","Not main scheme application","5"
"2019","Other main scheme choice","21 - 24","All","Female","All","Main scheme application","10"
"2020","Other main scheme choice","21 - 24","All","Female","All","Main scheme application","20"
"2021","Other main scheme choice","21 - 24","All","Female","All","Main scheme application","10"
"2022","Other main scheme choice","21 - 24","All","Female","All","Main scheme application","35"
"2023","Other main scheme choice","21 - 24","All","Female","All","Main scheme application","40"
"2019","Main scheme firm choice","21 - 24","All","Female","All","Main scheme application","675"
"2020","Main scheme firm choice","21 - 24","All","Female","All","Main scheme application","750"
"2021","Main scheme firm choice","21 - 24","All","Female","All","Main scheme application","720"
"2022","Main scheme firm choice","21 - 24","All","Female","All","Main scheme application","1000"
"2023","Main scheme firm choice","21 - 24","All","Female","All","Main scheme application","885"
"2020","Main scheme insurance choice","21 - 24","All","Female","All","Main scheme application","5"
"2019","Other main scheme choice","25 - 29","All","Female","All","Main scheme application","10"
"2020","Other main scheme choice","25 - 29","All","Female","All","Main scheme application","15"
"2021","Other main scheme choice","25 - 29","All","Female","All","Main scheme application","5"
"2022","Other main scheme choice","25 - 29","All","Female","All","Main scheme application","20"
"2023","Other main scheme choice","25 - 29","All","Female","All","Main scheme application","30"
"2019","Main scheme firm choice","25 - 29","All","Female","All","Main scheme application","540"
"2020","Main scheme firm choice","25 - 29","All","Female","All","Main scheme application","510"
"2021","Main scheme firm choice","25 - 29","All","Female","All","Main scheme application","560"
"2022","Main scheme firm choice","25 - 29","All","Female","All","Main scheme application","535"
"2023","Main scheme firm choice","25 - 29","All","Female","All","Main scheme application","390"
"2019","Other main scheme choice","30 - 34","All","Female","All","Main scheme application","5"
"2020","Other main scheme choice","30 - 34","All","Female","All","Main scheme application","10"
"2022","Other main scheme choice","30 - 34","All","Female","All","Main scheme application","15"
"2023","Other main scheme choice","30 - 34","All","Female","All","Main scheme application","10"
"2019","Main scheme firm choice","30 - 34","All","Female","All","Main scheme application","195"
"2020","Main scheme firm choice","30 - 34","All","Female","All","Main scheme application","240"
"2021","Main scheme firm choice","30 - 34","All","Female","All","Main scheme application","190"
"2022","Main scheme firm choice","30 - 34","All","Female","All","Main scheme application","210"
"2023","Main scheme firm choice","30 - 34","All","Female","All","Main scheme application","180"
"2019","Other main scheme choice","35 and over","All","Female","All","Main scheme application","15"
"2020","Other main scheme choice","35 and over","All","Female","All","Main scheme application","20"
"2021","Other main scheme choice","35 and over","All","Female","All","Main scheme application","15"
"2022","Other main scheme choice","35 and over","All","Female","All","Main scheme application","20"
"2023","Other main scheme choice","35 and over","All","Female","All","Main scheme application","30"
"2019","Main scheme firm choice","35 and over","All","Female","All","Main scheme application","315"
"2020","Main scheme firm choice","35 and over","All","Female","All","Main scheme application","375"
"2021","Main scheme firm choice","35 and over","All","Female","All","Main scheme application","335"
"2022","Main scheme firm choice","35 and over","All","Female","All","Main scheme application","335"
"2023","Main scheme firm choice","35 and over","All","Female","All","Main scheme application","295"
"2019","Other main scheme choice","21 - 24","All","Male","All","Main scheme application","5"
"2020","Other main scheme choice","21 - 24","All","Male","All","Main scheme application","20"
"2021","Other main scheme choice","21 - 24","All","Male","All","Main scheme application","10"
"2022","Other main scheme choice","21 - 24","All","Male","All","Main scheme application","20"
"2023","Other main scheme choice","21 - 24","All","Male","All","Main scheme application","20"
"2019","Main scheme firm choice","21 - 24","All","Male","All","Main scheme application","190"
"2020","Main scheme firm choice","21 - 24","All","Male","All","Main scheme application","170"
"2021","Main scheme firm choice","21 - 24","All","Male","All","Main scheme application","200"
"2022","Main scheme firm choice","21 - 24","All","Male","All","Main scheme application","260"
"2023","Main scheme firm choice","21 - 24","All","Male","All","Main scheme application","280"
"2019","Other main scheme choice","25 - 29","All","Male","All","Main scheme application","5"
"2020","Other main scheme choice","25 - 29","All","Male","All","Main scheme application","15"
"2021","Other main scheme choice","25 - 29","All","Male","All","Main scheme application","5"
"2022","Other main scheme choice","25 - 29","All","Male","All","Main scheme application","10"
"2023","Other main scheme choice","25 - 29","All","Male","All","Main scheme application","15"
"2019","Main scheme firm choice","25 - 29","All","Male","All","Main scheme application","175"
"2020","Main scheme firm choice","25 - 29","All","Male","All","Main scheme application","205"
"2021","Main scheme firm choice","25 - 29","All","Male","All","Main scheme application","200"
"2022","Main scheme firm choice","25 - 29","All","Male","All","Main scheme application","230"
"2023","Main scheme firm choice","25 - 29","All","Male","All","Main scheme application","190"
"2019","Other main scheme choice","30 - 34","All","Male","All","Main scheme application","5"
"2020","Other main scheme choice","30 - 34","All","Male","All","Main scheme application","10"
"2021","Other main scheme choice","30 - 34","All","Male","All","Main scheme application","5"
"2022","Other main scheme choice","30 - 34","All","Male","All","Main scheme application","5"
"2023","Other main scheme choice","30 - 34","All","Male","All","Main scheme application","5"
"2019","Main scheme firm choice","30 - 34","All","Male","All","Main scheme application","95"
"2020","Main scheme firm choice","30 - 34","All","Male","All","Main scheme application","95"
"2021","Main scheme firm choice","30 - 34","All","Male","All","Main scheme application","95"
"2022","Main scheme firm choice","30 - 34","All","Male","All","Main scheme application","120"
"2023","Main scheme firm choice","30 - 34","All","Male","All","Main scheme application","70"
"2019","Other main scheme choice","35 and over","All","Male","All","Main scheme application","10"
"2020","Other main scheme choice","35 and over","All","Male","All","Main scheme application","15"
"2021","Other main scheme choice","35 and over","All","Male","All","Main scheme application","10"
"2022","Other main scheme choice","35 and over","All","Male","All","Main scheme application","15"
"2023","Other main scheme choice","35 and over","All","Male","All","Main scheme application","10"
"2019","Main scheme firm choice","35 and over","All","Male","All","Main scheme application","140"
"2020","Main scheme firm choice","35 and over","All","Male","All","Main scheme application","120"
"2021","Main scheme firm choice","35 and over","All","Male","All","Main scheme application","115"
"2022","Main scheme firm choice","35 and over","All","Male","All","Main scheme application","125"
"2023","Main scheme firm choice","35 and over","All","Male","All","Main scheme application","90"
"2019","All","21 - 24","All","Female","All","Not main scheme application","45"
"2020","All","21 - 24","All","Female","All","Not main scheme application","30"
"2021","All","21 - 24","All","Female","All","Not main scheme application","40"
"2022","All","21 - 24","All","Female","All","Not main scheme application","80"
"2023","All","21 - 24","All","Female","All","Not main scheme application","90"
"2019","All","25 - 29","All","Female","All","Not main scheme application","40"
"2020","All","25 - 29","All","Female","All","Not main scheme application","50"
"2021","All","25 - 29","All","Female","All","Not main scheme application","25"
"2022","All","25 - 29","All","Female","All","Not main scheme application","50"
"2023","All","25 - 29","All","Female","All","Not main scheme application","50"
"2019","All","30 - 34","All","Female","All","Not main scheme application","15"
"2020","All","30 - 34","All","Female","All","Not main scheme application","20"
"2021","All","30 - 34","All","Female","All","Not main scheme application","15"
"2022","All","30 - 34","All","Female","All","Not main scheme application","20"
"2023","All","30 - 34","All","Female","All","Not main scheme application","20"
"2019","All","35 and over","All","Female","All","Not main scheme application","40"
"2020","All","35 and over","All","Female","All","Not main scheme application","35"
"2021","All","35 and over","All","Female","All","Not main scheme application","25"
"2022","All","35 and over","All","Female","All","Not main scheme application","45"
"2023","All","35 and over","All","Female","All","Not main scheme application","40"
"2019","All","21 - 24","All","Male","All","Not main scheme application","10"
"2020","All","21 - 24","All","Male","All","Not main scheme application","30"
"2021","All","21 - 24","All","Male","All","Not main scheme application","10"
"2022","All","21 - 24","All","Male","All","Not main scheme application","50"
"2023","All","21 - 24","All","Male","All","Not main scheme application","50"
"2019","All","25 - 29","All","Male","All","Not main scheme application","15"
"2020","All","25 - 29","All","Male","All","Not main scheme application","30"
"2021","All","25 - 29","All","Male","All","Not main scheme application","15"
"2022","All","25 - 29","All","Male","All","Not main scheme application","25"
"2023","All","25 - 29","All","Male","All","Not main scheme application","30"
"2019","All","30 - 34","All","Male","All","Not main scheme application","5"
"2020","All","30 - 34","All","Male","All","Not main scheme application","5"
"2021","All","30 - 34","All","Male","All","Not main scheme application","5"
"2022","All","30 - 34","All","Male","All","Not main scheme application","5"
"2023","All","30 - 34","All","Male","All","Not main scheme application","15"
"2019","All","35 and over","All","Male","All","Not main scheme application","10"
"2020","All","35 and over","All","Male","All","Not main scheme application","25"
"2021","All","35 and over","All","Male","All","Not main scheme application","10"
"2022","All","35 and over","All","Male","All","Not main scheme application","15"
"2023","All","35 and over","All","Male","All","Not main scheme application","30"
"2019","All","21 - 24","All","Female","All","Main scheme application","690"
"2020","All","21 - 24","All","Female","All","Main scheme application","775"
"2021","All","21 - 24","All","Female","All","Main scheme application","730"
"2022","All","21 - 24","All","Female","All","Main scheme application","1035"
"2023","All","21 - 24","All","Female","All","Main scheme application","925"
"2019","All","25 - 29","All","Female","All","Main scheme application","550"
"2020","All","25 - 29","All","Female","All","Main scheme application","525"
"2021","All","25 - 29","All","Female","All","Main scheme application","565"
"2022","All","25 - 29","All","Female","All","Main scheme application","555"
"2023","All","25 - 29","All","Female","All","Main scheme application","420"
"2019","All","30 - 34","All","Female","All","Main scheme application","200"
"2020","All","30 - 34","All","Female","All","Main scheme application","250"
"2021","All","30 - 34","All","Female","All","Main scheme application","195"
"2022","All","30 - 34","All","Female","All","Main scheme application","225"
"2023","All","30 - 34","All","Female","All","Main scheme application","190"
"2019","All","35 and over","All","Female","All","Main scheme application","335"
"2020","All","35 and over","All","Female","All","Main scheme application","395"
"2021","All","35 and over","All","Female","All","Main scheme application","350"
"2022","All","35 and over","All","Female","All","Main scheme application","355"
"2023","All","35 and over","All","Female","All","Main scheme application","325"
"2019","All","21 - 24","All","Male","All","Main scheme application","200"
"2020","All","21 - 24","All","Male","All","Main scheme application","195"
"2021","All","21 - 24","All","Male","All","Main scheme application","210"
"2022","All","21 - 24","All","Male","All","Main scheme application","280"
"2023","All","21 - 24","All","Male","All","Main scheme application","295"
"2019","All","25 - 29","All","Male","All","Main scheme application","185"
"2020","All","25 - 29","All","Male","All","Main scheme application","220"
"2021","All","25 - 29","All","Male","All","Main scheme application","205"
"2022","All","25 - 29","All","Male","All","Main scheme application","240"
"2023","All","25 - 29","All","Male","All","Main scheme application","210"
"2019","All","30 - 34","All","Male","All","Main scheme application","105"
"2020","All","30 - 34","All","Male","All","Main scheme application","105"
"2021","All","30 - 34","All","Male","All","Main scheme application","100"
"2022","All","30 - 34","All","Male","All","Main scheme application","130"
"2023","All","30 - 34","All","Male","All","Main scheme application","75"
"2019","All","35 and over","All","Male","All","Main scheme application","145"
"2020","All","35 and over","All","Male","All","Main scheme application","140"
"2021","All","35 and over","All","Male","All","Main scheme application","125"
"2022","All","35 and over","All","Male","All","Main scheme application","135"
"2023","All","35 and over","All","Male","All","Main scheme application","100"
"2019","Extra","All","All","Female","All","Not main scheme application","25"
"2020","Extra","All","All","Female","All","Not main scheme application","10"
"2021","Extra","All","All","Female","All","Not main scheme application","5"
"2022","Extra","All","All","Female","All","Not main scheme application","35"
"2023","Extra","All","All","Female","All","Not main scheme application","20"
"2019","Direct Clearing","All","All","Female","All","Not main scheme application","40"
"2020","Direct Clearing","All","All","Female","All","Not main scheme application","55"
"2021","Direct Clearing","All","All","Female","All","Not main scheme application","25"
"2022","Direct Clearing","All","All","Female","All","Not main scheme application","75"
"2023","Direct Clearing","All","All","Female","All","Not main scheme application","90"
"2019","RPA","All","All","Female","All","Not main scheme application","10"
"2020","RPA","All","All","Female","All","Not main scheme application","25"
"2021","RPA","All","All","Female","All","Not main scheme application","20"
"2022","RPA","All","All","Female","All","Not main scheme application","35"
"2023","RPA","All","All","Female","All","Not main scheme application","35"
"2019","Main scheme Clearing","All","All","Female","All","Not main scheme application","60"
"2020","Main scheme Clearing","All","All","Female","All","Not main scheme application","45"
"2021","Main scheme Clearing","All","All","Female","All","Not main scheme application","60"
"2022","Main scheme Clearing","All","All","Female","All","Not main scheme application","50"
"2023","Main scheme Clearing","All","All","Female","All","Not main scheme application","65"
"2020","Extra","All","All","Male","All","Not main scheme application","5"
"2021","Extra","All","All","Male","All","Not main scheme application","5"
"2022","Extra","All","All","Male","All","Not main scheme application","5"
"2023","Extra","All","All","Male","All","Not main scheme application","5"
"2019","Direct Clearing","All","All","Male","All","Not main scheme application","25"
"2020","Direct Clearing","All","All","Male","All","Not main scheme application","55"
"2021","Direct Clearing","All","All","Male","All","Not main scheme application","20"
"2022","Direct Clearing","All","All","Male","All","Not main scheme application","55"
"2023","Direct Clearing","All","All","Male","All","Not main scheme application","65"
"2019","RPA","All","All","Male","All","Not main scheme application","5"
"2020","RPA","All","All","Male","All","Not main scheme application","10"
"2021","RPA","All","All","Male","All","Not main scheme application","5"
"2022","RPA","All","All","Male","All","Not main scheme application","15"
"2023","RPA","All","All","Male","All","Not main scheme application","25"
"2019","Main scheme Clearing","All","All","Male","All","Not main scheme application","10"
"2020","Main scheme Clearing","All","All","Male","All","Not main scheme application","20"
"2021","Main scheme Clearing","All","All","Male","All","Not main scheme application","15"
"2022","Main scheme Clearing","All","All","Male","All","Not main scheme application","25"
"2023","Main scheme Clearing","All","All","Male","All","Not main scheme application","20"
"2019","Other main scheme choice","All","All","Female","All","Main scheme application","45"
"2020","Other main scheme choice","All","All","Female","All","Main scheme application","65"
"2021","Other main scheme choice","All","All","Female","All","Main scheme application","30"
"2022","Other main scheme choice","All","All","Female","All","Main scheme application","85"
"2023","Other main scheme choice","All","All","Female","All","Main scheme application","115"
"2019","Main scheme firm choice","All","All","Female","All","Main scheme application","1730"
"2020","Main scheme firm choice","All","All","Female","All","Main scheme application","1875"
"2021","Main scheme firm choice","All","All","Female","All","Main scheme application","1810"
"2022","Main scheme firm choice","All","All","Female","All","Main scheme application","2085"
"2023","Main scheme firm choice","All","All","Female","All","Main scheme application","1745"
"2019","Main scheme insurance choice","All","All","Female","All","Main scheme application","5"
"2020","Main scheme insurance choice","All","All","Female","All","Main scheme application","5"
"2019","Other main scheme choice","All","All","Male","All","Main scheme application","30"
"2020","Other main scheme choice","All","All","Male","All","Main scheme application","60"
"2021","Other main scheme choice","All","All","Male","All","Main scheme application","25"
"2022","Other main scheme choice","All","All","Male","All","Main scheme application","50"
"2023","Other main scheme choice","All","All","Male","All","Main scheme application","50"
"2019","Main scheme firm choice","All","All","Male","All","Main scheme application","605"
"2020","Main scheme firm choice","All","All","Male","All","Main scheme application","595"
"2021","Main scheme firm choice","All","All","Male","All","Main scheme application","610"
"2022","Main scheme firm choice","All","All","Male","All","Main scheme application","735"
"2023","Main scheme firm choice","All","All","Male","All","Main scheme application","635"
"2019","All","All","All","Female","All","Not main scheme application","135"
"2020","All","All","All","Female","All","Not main scheme application","140"
"2021","All","All","All","Female","All","Not main scheme application","110"
"2022","All","All","All","Female","All","Not main scheme application","195"
"2023","All","All","All","Female","All","Not main scheme application","210"
"2019","All","All","All","Male","All","Not main scheme application","45"
"2020","All","All","All","Male","All","Not main scheme application","90"
"2021","All","All","All","Male","All","Not main scheme application","45"
"2022","All","All","All","Male","All","Not main scheme application","100"
"2023","All","All","All","Male","All","Not main scheme application","120"
"2019","All","All","All","Female","All","Main scheme application","1780"
"2020","All","All","All","Female","All","Main scheme application","1945"
"2021","All","All","All","Female","All","Main scheme application","1840"
"2022","All","All","All","Female","All","Main scheme application","2170"
"2023","All","All","All","Female","All","Main scheme application","1860"
"2019","All","All","All","Male","All","Main scheme application","635"
"2020","All","All","All","Male","All","Main scheme application","655"
