"Year","Parent in UK armed forces status","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2023","Not declared","18","All","Male","All","Not main scheme application","1700","1630","0.9580000000000001","5"
"2023","Parent has not served in UK armed forces","18","All","Male","All","Not main scheme application","19505","18000","0.923","165"
"2023","Parent has served in UK armed forces","18","All","Male","All","Not main scheme application","615","570","0.933","10"
"2023","Not declared","19","All","Male","All","Not main scheme application","2160","2055","0.9510000000000001","10"
"2023","Parent has not served in UK armed forces","19","All","Male","All","Not main scheme application","6375","5655","0.887","255"
"2023","Parent has served in UK armed forces","19","All","Male","All","Not main scheme application","180","160","0.879","10"
"2023","Not declared","20","All","Male","All","Not main scheme application","1710","1615","0.9440000000000001","10"
"2023","Parent has not served in UK armed forces","20","All","Male","All","Not main scheme application","2845","2445","0.859","215"
"2023","Parent has served in UK armed forces","20","All","Male","All","Not main scheme application","85","75","0.871","5"
"2023","Not declared","21 - 24","All","Male","All","Not main scheme application","4525","4240","0.937","15"
"2023","Parent has not served in UK armed forces","21 - 24","All","Male","All","Not main scheme application","3645","3025","0.8300000000000001","360"
"2023","Parent has served in UK armed forces","21 - 24","All","Male","All","Not main scheme application","110","90","0.8150000000000001","15"
"2023","Not declared","25 - 29","All","Male","All","Not main scheme application","3795","3575","0.9420000000000001","10"
"2023","Parent has not served in UK armed forces","25 - 29","All","Male","All","Not main scheme application","1125","885","0.785","180"
"2023","Parent has served in UK armed forces","25 - 29","All","Male","All","Not main scheme application","40","30","0.8","5"
"2023","Not declared","30 - 34","All","Male","All","Not main scheme application","3410","3205","0.9400000000000001","5"
"2023","Parent has not served in UK armed forces","30 - 34","All","Male","All","Not main scheme application","600","415","0.6920000000000001","105"
"2023","Parent has served in UK armed forces","30 - 34","All","Male","All","Not main scheme application","20","10","0.611","5"
"2023","Not declared","35 and over","All","Male","All","Not main scheme application","7665","7225","0.9420000000000001","15"
"2023","Parent has not served in UK armed forces","35 and over","All","Male","All","Not main scheme application","1335","915","0.684","290"
"2023","Parent has served in UK armed forces","35 and over","All","Male","All","Not main scheme application","35","20","0.647","10"
"2023","Not declared","17 and under","All","Female","All","Main scheme application","35","15","0.5","0"
"2023","Parent has not served in UK armed forces","17 and under","All","Female","All","Main scheme application","1145","680","0.594","0"
"2023","Parent has served in UK armed forces","17 and under","All","Female","All","Main scheme application","40","25","0.659","0"
"2023","Not declared","18","All","Female","All","Main scheme application","1660","1190","0.718","0"
"2023","Parent has not served in UK armed forces","18","All","Female","All","Main scheme application","169705","121945","0.719","0"
"2023","Parent has served in UK armed forces","18","All","Female","All","Main scheme application","6985","5115","0.732","0"
"2023","Not declared","19","All","Female","All","Main scheme application","710","460","0.643","0"
"2023","Parent has not served in UK armed forces","19","All","Female","All","Main scheme application","44530","31995","0.719","0"
"2023","Parent has served in UK armed forces","19","All","Female","All","Main scheme application","1620","1195","0.737","0"
"2023","Not declared","20","All","Female","All","Main scheme application","270","180","0.658","0"
"2023","Parent has not served in UK armed forces","20","All","Female","All","Main scheme application","15580","10190","0.654","0"
"2023","Parent has served in UK armed forces","20","All","Female","All","Main scheme application","545","380","0.6920000000000001","0"
"2023","Not declared","21 - 24","All","Female","All","Main scheme application","615","310","0.502","0"
"2023","Parent has not served in UK armed forces","21 - 24","All","Female","All","Main scheme application","23650","13375","0.5650000000000001","0"
"2023","Parent has served in UK armed forces","21 - 24","All","Female","All","Main scheme application","820","505","0.618","0"
"2023","Not declared","25 - 29","All","Female","All","Main scheme application","390","215","0.547","0"
"2023","Parent has not served in UK armed forces","25 - 29","All","Female","All","Main scheme application","11310","6330","0.56","0"
"2023","Parent has served in UK armed forces","25 - 29","All","Female","All","Main scheme application","395","230","0.582","0"
"2023","Not declared","30 - 34","All","Female","All","Main scheme application","325","185","0.5670000000000001","0"
"2023","Parent has not served in UK armed forces","30 - 34","All","Female","All","Main scheme application","7780","4515","0.58","0"
"2023","Parent has served in UK armed forces","30 - 34","All","Female","All","Main scheme application","280","165","0.586","0"
"2023","Not declared","35 and over","All","Female","All","Main scheme application","1015","640","0.634","0"
"2023","Parent has not served in UK armed forces","35 and over","All","Female","All","Main scheme application","16340","9375","0.5740000000000001","0"
"2023","Parent has served in UK armed forces","35 and over","All","Female","All","Main scheme application","515","320","0.619","0"
"2023","Not declared","17 and under","All","Male","All","Main scheme application","35","15","0.486","0"
"2023","Parent has not served in UK armed forces","17 and under","All","Male","All","Main scheme application","855","490","0.5760000000000001","0"
"2023","Parent has served in UK armed forces","17 and under","All","Male","All","Main scheme application","35","15","0.485","0"
"2023","Not declared","18","All","Male","All","Main scheme application","1930","1315","0.68","0"
"2023","Parent has not served in UK armed forces","18","All","Male","All","Main scheme application","133845","93585","0.6990000000000001","0"
"2023","Parent has served in UK armed forces","18","All","Male","All","Main scheme application","5470","3915","0.716","0"
"2023","Not declared","19","All","Male","All","Main scheme application","760","520","0.687","0"
"2023","Parent has not served in UK armed forces","19","All","Male","All","Main scheme application","32850","23575","0.718","0"
"2023","Parent has served in UK armed forces","19","All","Male","All","Main scheme application","1295","995","0.768","0"
"2023","Not declared","20","All","Male","All","Main scheme application","345","210","0.606","0"
"2023","Parent has not served in UK armed forces","20","All","Male","All","Main scheme application","11655","7920","0.68","0"
"2023","Parent has served in UK armed forces","20","All","Male","All","Main scheme application","435","295","0.683","0"
"2023","Not declared","21 - 24","All","Male","All","Main scheme application","585","320","0.543","0"
"2023","Parent has not served in UK armed forces","21 - 24","All","Male","All","Main scheme application","15305","9425","0.616","0"
"2023","Parent has served in UK armed forces","21 - 24","All","Male","All","Main scheme application","560","390","0.6980000000000001","0"
"2023","Not declared","25 - 29","All","Male","All","Main scheme application","345","170","0.499","0"
"2023","Parent has not served in UK armed forces","25 - 29","All","Male","All","Main scheme application","5725","3290","0.5740000000000001","0"
"2023","Parent has served in UK armed forces","25 - 29","All","Male","All","Main scheme application","245","150","0.611","0"
"2023","Not declared","30 - 34","All","Male","All","Main scheme application","335","200","0.593","0"
"2023","Parent has not served in UK armed forces","30 - 34","All","Male","All","Main scheme application","3050","1690","0.553","0"
"2023","Parent has served in UK armed forces","30 - 34","All","Male","All","Main scheme application","95","55","0.5630000000000001","0"
"2023","Not declared","35 and over","All","Male","All","Main scheme application","830","505","0.607","0"
"2023","Parent has not served in UK armed forces","35 and over","All","Male","All","Main scheme application","6560","3440","0.525","0"
"2023","Parent has served in UK armed forces","35 and over","All","Male","All","Main scheme application","145","80","0.556","0"
"2023","All","17 and under","All","Female","All","Not main scheme application","395","330","0.841","25"
"2023","All","18","All","Female","All","Not main scheme application","26740","24470","0.915","150"
"2023","All","19","All","Female","All","Not main scheme application","10055","8965","0.892","245"
"2023","All","20","All","Female","All","Not main scheme application","4805","4225","0.879","205"
"2023","All","21 - 24","All","Female","All","Not main scheme application","8750","7395","0.845","475"
"2023","All","25 - 29","All","Female","All","Not main scheme application","5645","4940","0.875","260"
"2023","All","30 - 34","All","Female","All","Not main scheme application","4835","4250","0.879","190"
"2023","All","35 and over","All","Female","All","Not main scheme application","11455","10095","0.881","700"
"2023","All","17 and under","All","Male","All","Not main scheme application","320","275","0.86","15"
"2023","All","18","All","Male","All","Not main scheme application","21820","20200","0.926","180"
"2023","All","19","All","Male","All","Not main scheme application","8720","7870","0.903","270"
"2023","All","20","All","Male","All","Not main scheme application","4640","4135","0.89","230"
"2023","All","21 - 24","All","Male","All","Not main scheme application","8280","7355","0.889","390"
"2023","All","25 - 29","All","Male","All","Not main scheme application","4960","4490","0.905","190"
"2023","All","30 - 34","All","Male","All","Not main scheme application","4025","3630","0.902","110"
"2023","All","35 and over","All","Male","All","Not main scheme application","9035","8160","0.903","310"
"2023","All","17 and under","All","Female","All","Main scheme application","1220","725","0.594","0"
"2023","All","18","All","Female","All","Main scheme application","178345","128250","0.719","0"
"2023","All","19","All","Female","All","Main scheme application","46860","33650","0.718","0"
"2023","All","20","All","Female","All","Main scheme application","16400","10750","0.655","0"
"2023","All","21 - 24","All","Female","All","Main scheme application","25085","14190","0.5660000000000001","0"
"2023","All","25 - 29","All","Female","All","Main scheme application","12095","6770","0.56","0"
"2023","All","30 - 34","All","Female","All","Main scheme application","8385","4865","0.58","0"
"2023","All","35 and over","All","Female","All","Main scheme application","17870","10335","0.578","0"
"2023","All","17 and under","All","Male","All","Main scheme application","920","525","0.5690000000000001","0"
"2023","All","18","All","Male","All","Main scheme application","141245","98815","0.7000000000000001","0"
"2023","All","19","All","Male","All","Main scheme application","34905","25090","0.719","0"
"2023","All","20","All","Male","All","Main scheme application","12435","8425","0.678","0"
"2023","All","21 - 24","All","Male","All","Main scheme application","16455","10135","0.616","0"
"2023","All","25 - 29","All","Male","All","Main scheme application","6315","3610","0.5720000000000001","0"
"2023","All","30 - 34","All","Male","All","Main scheme application","3480","1940","0.557","0"
"2023","All","35 and over","All","Male","All","Main scheme application","7530","4025","0.535","0"
"2023","Not declared","All","All","Female","All","Not main scheme application","25870","24395","0.9430000000000001","70"
"2023","Parent has not served in UK armed forces","All","All","Female","All","Not main scheme application","45445","39060","0.86","2115"
"2023","Parent has served in UK armed forces","All","All","Female","All","Not main scheme application","1370","1215","0.885","65"
"2023","Not declared","All","All","Male","All","Not main scheme application","25145","23715","0.9430000000000001","65"
"2023","Parent has not served in UK armed forces","All","All","Male","All","Not main scheme application","35575","31445","0.884","1575"
"2023","Parent has served in UK armed forces","All","All","Male","All","Not main scheme application","1085","960","0.887","60"
"2023","Not declared","All","All","Female","All","Main scheme application","5025","3195","0.636","0"
"2023","Parent has not served in UK armed forces","All","All","Female","All","Main scheme application","290040","198405","0.684","0"
"2023","Parent has served in UK armed forces","All","All","Female","All","Main scheme application","11200","7930","0.708","0"
"2023","Not declared","All","All","Male","All","Main scheme application","5165","3255","0.63","0"
"2023","Parent has not served in UK armed forces","All","All","Male","All","Main scheme application","209845","143415","0.683","0"
"2023","Parent has served in UK armed forces","All","All","Male","All","Main scheme application","8280","5900","0.713","0"
"2023","All","All","All","Female","All","Not main scheme application","72685","64670","0.89","2250"
"2023","All","All","All","Male","All","Not main scheme application","61805","56120","0.908","1695"
"2023","All","All","All","Female","All","Main scheme application","306265","209530","0.684","0"
"2023","All","All","All","Male","All","Main scheme application","223295","152570","0.683","0"
"2023","Not declared","17 and under","England","All","All","Not main scheme application","145","135","0.917","0"
"2023","Not declared","17 and under","Scotland","All","All","Not main scheme application","215","210","0.991","0"
"2023","Not declared","17 and under","Wales","All","All","Not main scheme application","10","10","0.909","0"
"2023","Parent has not served in UK armed forces","17 and under","Northern Ireland","All","All","Not main scheme application","5","5"," ","0"
"2023","Parent has not served in UK armed forces","17 and under","England","All","All","Not main scheme application","190","130","0.681","25"
"2023","Parent has not served in UK armed forces","17 and under","Scotland","All","All","Not main scheme application","135","110","0.8210000000000001","5"
"2023","Parent has not served in UK armed forces","17 and under","Wales","All","All","Not main scheme application","5","5"," ","0"
"2023","Parent has served in UK armed forces","17 and under","Scotland","All","All","Not main scheme application","10","5"," ","0"
"2023","Not declared","18","Northern Ireland","All","All","Not main scheme application","15","15","1","0"
"2023","Not declared","18","England","All","All","Not main scheme application","2725","2585","0.9470000000000001","10"
"2023","Not declared","18","Scotland","All","All","Not main scheme application","380","375","0.984","0"
"2023","Not declared","18","Wales","All","All","Not main scheme application","105","100","0.971","0"
"2023","Parent has not served in UK armed forces","18","Northern Ireland","All","All","Not main scheme application","1005","840","0.835","5"
"2023","Parent has not served in UK armed forces","18","England","All","All","Not main scheme application","40670","37490","0.922","260"
"2023","Parent has not served in UK armed forces","18","Scotland","All","All","Not main scheme application","1035","845","0.8200000000000001","30"
"2023","Parent has not served in UK armed forces","18","Wales","All","All","Not main scheme application","1180","1075","0.91","15"
"2023","Parent has served in UK armed forces","18","Northern Ireland","All","All","Not main scheme application","40","30","0.795","0"
"2023","Parent has served in UK armed forces","18","England","All","All","Not main scheme application","1285","1200","0.935","10"
"2023","Parent has served in UK armed forces","18","Scotland","All","All","Not main scheme application","55","50","0.891","0"
"2023","Parent has served in UK armed forces","18","Wales","All","All","Not main scheme application","70","65","0.914","0"
"2023","Not declared","19","Northern Ireland","All","All","Not main scheme application","25","20","0.9570000000000001","0"
"2023","Not declared","19","England","All","All","Not main scheme application","3945","3735","0.9470000000000001","10"
"2023","Not declared","19","Scotland","All","All","Not main scheme application","280","280","0.986","0"
"2023","Not declared","19","Wales","All","All","Not main scheme application","155","145","0.935","0"
"2023","Parent has not served in UK armed forces","19","Northern Ireland","All","All","Not main scheme application","355","300","0.838","10"
"2023","Parent has not served in UK armed forces","19","England","All","All","Not main scheme application","12635","11190","0.885","415"
"2023","Parent has not served in UK armed forces","19","Scotland","All","All","Not main scheme application","510","390","0.772","45"
"2023","Parent has not served in UK armed forces","19","Wales","All","All","Not main scheme application","465","420","0.907","20"
"2023","Parent has served in UK armed forces","19","Northern Ireland","All","All","Not main scheme application","5","5"," ","0"
"2023","Parent has served in UK armed forces","19","England","All","All","Not main scheme application","350","315","0.895","10"
"2023","Parent has served in UK armed forces","19","Scotland","All","All","Not main scheme application","30","25","0.767","5"
"2023","Parent has served in UK armed forces","19","Wales","All","All","Not main scheme application","15","15","0.765","0"
"2023","Not declared","20","Northern Ireland","All","All","Not main scheme application","15","15","0.929","0"
"2023","Not declared","20","England","All","All","Not main scheme application","3015","2835","0.9390000000000001","15"
"2023","Not declared","20","Scotland","All","All","Not main scheme application","200","195","0.97","0"
"2023","Not declared","20","Wales","All","All","Not main scheme application","135","130","0.985","0"
"2023","Parent has not served in UK armed forces","20","Northern Ireland","All","All","Not main scheme application","160","130","0.8290000000000001","10"
"2023","Parent has not served in UK armed forces","20","England","All","All","Not main scheme application","5250","4495","0.857","335"
"2023","Parent has not served in UK armed forces","20","Scotland","All","All","Not main scheme application","305","235","0.775","35"
"2023","Parent has not served in UK armed forces","20","Wales","All","All","Not main scheme application","230","195","0.86","25"
"2023","Parent has served in UK armed forces","20","Northern Ireland","All","All","Not main scheme application","5","0"," ","0"
"2023","Parent has served in UK armed forces","20","England","All","All","Not main scheme application","125","110","0.874","15"
"2023","Parent has served in UK armed forces","20","Scotland","All","All","Not main scheme application","10","10","1","0"
"2023","Parent has served in UK armed forces","20","Wales","All","All","Not main scheme application","5","0"," ","0"
"2023","Not declared","21 - 24","Northern Ireland","All","All","Not main scheme application","15","10","0.846","0"
"2023","Not declared","21 - 24","England","All","All","Not main scheme application","8255","7715","0.935","30"
"2023","Not declared","21 - 24","Scotland","All","All","Not main scheme application","380","360","0.937","5"
"2023","Not declared","21 - 24","Wales","All","All","Not main scheme application","200","195","0.965","0"
"2023","Parent has not served in UK armed forces","21 - 24","Northern Ireland","All","All","Not main scheme application","185","135","0.739","15"
"2023","Parent has not served in UK armed forces","21 - 24","England","All","All","Not main scheme application","6790","5405","0.796","660"
"2023","Parent has not served in UK armed forces","21 - 24","Scotland","All","All","Not main scheme application","645","475","0.738","85"
"2023","Parent has not served in UK armed forces","21 - 24","Wales","All","All","Not main scheme application","355","295","0.836","40"
"2023","Parent has served in UK armed forces","21 - 24","Northern Ireland","All","All","Not main scheme application","5","5"," ","0"
"2023","Parent has served in UK armed forces","21 - 24","England","All","All","Not main scheme application","160","130","0.801","25"
"2023","Parent has served in UK armed forces","21 - 24","Scotland","All","All","Not main scheme application","35","25","0.727","0"
"2023","Parent has served in UK armed forces","21 - 24","Wales","All","All","Not main scheme application","10","10"," ","5"
"2023","Not declared","25 - 29","Northern Ireland","All","All","Not main scheme application","5","5"," ","0"
"2023","Not declared","25 - 29","England","All","All","Not main scheme application","7285","6875","0.9440000000000001","10"
"2023","Not declared","25 - 29","Scotland","All","All","Not main scheme application","235","220","0.9440000000000001","0"
"2023","Not declared","25 - 29","Wales","All","All","Not main scheme application","125","120","0.9520000000000001","0"
"2023","Parent has not served in UK armed forces","25 - 29","Northern Ireland","All","All","Not main scheme application","80","55","0.679","10"
"2023","Parent has not served in UK armed forces","25 - 29","England","All","All","Not main scheme application","2335","1740","0.744","335"
"2023","Parent has not served in UK armed forces","25 - 29","Scotland","All","All","Not main scheme application","275","205","0.747","60"
"2023","Parent has not served in UK armed forces","25 - 29","Wales","All","All","Not main scheme application","180","135","0.764","25"
"2023","Parent has served in UK armed forces","25 - 29","England","All","All","Not main scheme application","75","65","0.853","10"
"2023","Parent has served in UK armed forces","25 - 29","Scotland","All","All","Not main scheme application","15","15","0.8240000000000001","0"
"2023","Not declared","30 - 34","Northern Ireland","All","All","Not main scheme application","5","5"," ","0"
"2023","Not declared","30 - 34","England","All","All","Not main scheme application","6690","6300","0.9420000000000001","10"
"2023","Not declared","30 - 34","Scotland","All","All","Not main scheme application","160","155","0.969","0"
"2023","Not declared","30 - 34","Wales","All","All","Not main scheme application","90","90","0.989","0"
"2023","Parent has not served in UK armed forces","30 - 34","Northern Ireland","All","All","Not main scheme application","35","30","0.784","5"
"2023","Parent has not served in UK armed forces","30 - 34","England","All","All","Not main scheme application","1550","1075","0.6950000000000001","235"
"2023","Parent has not served in UK armed forces","30 - 34","Scotland","All","All","Not main scheme application","185","115","0.622","25"
"2023","Parent has not served in UK armed forces","30 - 34","Wales","All","All","Not main scheme application","95","75","0.811","25"
"2023","Parent has served in UK armed forces","30 - 34","England","All","All","Not main scheme application","45","30","0.667","5"
"2023","Parent has served in UK armed forces","30 - 34","Scotland","All","All","Not main scheme application","5","5"," ","0"
"2023","Not declared","35 and over","England","All","All","Not main scheme application","15660","14755","0.9420000000000001","35"
"2023","Not declared","35 and over","Scotland","All","All","Not main scheme application","365","350","0.964","0"
"2023","Not declared","35 and over","Wales","All","All","Not main scheme application","185","180","0.967","0"
"2023","Parent has not served in UK armed forces","35 and over","Northern Ireland","All","All","Not main scheme application","60","50","0.847","10"
"2023","Parent has not served in UK armed forces","35 and over","England","All","All","Not main scheme application","3600","2480","0.6890000000000001","800"
"2023","Parent has not served in UK armed forces","35 and over","Scotland","All","All","Not main scheme application","355","240","0.672","105"
"2023","Parent has not served in UK armed forces","35 and over","Wales","All","All","Not main scheme application","180","140","0.783","30"
"2023","Parent has served in UK armed forces","35 and over","England","All","All","Not main scheme application","70","50","0.704","20"
"2023","Parent has served in UK armed forces","35 and over","Scotland","All","All","Not main scheme application","15","5"," ","5"
"2023","Parent has served in UK armed forces","35 and over","Wales","All","All","Not main scheme application","5","0"," ","0"
"2023","Not declared","17 and under","England","All","All","Main scheme application","55","25","0.456","0"
"2023","Not declared","17 and under","Scotland","All","All","Main scheme application","10","5"," ","0"
"2023","Parent has not served in UK armed forces","17 and under","Northern Ireland","All","All","Main scheme application","30","20","0.6","0"
"2023","Parent has not served in UK armed forces","17 and under","England","All","All","Main scheme application","1035","585","0.5660000000000001","0"
"2023","Parent has not served in UK armed forces","17 and under","Scotland","All","All","Main scheme application","895","545","0.61","0"
"2023","Parent has not served in UK armed forces","17 and under","Wales","All","All","Main scheme application","40","25","0.59","0"
"2023","Parent has served in UK armed forces","17 and under","England","All","All","Main scheme application","20","10","0.5","0"
"2023","Parent has served in UK armed forces","17 and under","Scotland","All","All","Main scheme application","50","30","0.615","0"
"2023","Not declared","18","Northern Ireland","All","All","Main scheme application","165","110","0.675","0"
"2023","Not declared","18","England","All","All","Main scheme application","3155","2185","0.6930000000000001","0"
"2023","Not declared","18","Scotland","All","All","Main scheme application","180","145","0.796","0"
"2023","Not declared","18","Wales","All","All","Main scheme application","95","65","0.6910000000000001","0"
"2023","Parent has not served in UK armed forces","18","Northern Ireland","All","All","Main scheme application","11285","7610","0.674","0"
"2023","Parent has not served in UK armed forces","18","England","All","All","Main scheme application","262765","184585","0.7020000000000001","0"
"2023","Parent has not served in UK armed forces","18","Scotland","All","All","Main scheme application","18280","14675","0.803","0"
"2023","Parent has not served in UK armed forces","18","Wales","All","All","Main scheme application","11220","8660","0.772","0"
"2023","Parent has served in UK armed forces","18","Northern Ireland","All","All","Main scheme application","415","260","0.622","0"
"2023","Parent has served in UK armed forces","18","England","All","All","Main scheme application","10505","7585","0.722","0"
"2023","Parent has served in UK armed forces","18","Scotland","All","All","Main scheme application","855","665","0.778","0"
"2023","Parent has served in UK armed forces","18","Wales","All","All","Main scheme application","680","520","0.77","0"
"2023","Not declared","19","Northern Ireland","All","All","Main scheme application","40","25","0.711","0"
"2023","Not declared","19","England","All","All","Main scheme application","1325","870","0.655","0"
"2023","Not declared","19","Scotland","All","All","Main scheme application","70","55","0.812","0"
"2023","Not declared","19","Wales","All","All","Main scheme application","40","30","0.725","0"
"2023","Parent has not served in UK armed forces","19","Northern Ireland","All","All","Main scheme application","2075","1375","0.663","0"
"2023","Parent has not served in UK armed forces","19","England","All","All","Main scheme application","66820","47815","0.716","0"
"2023","Parent has not served in UK armed forces","19","Scotland","All","All","Main scheme application","5515","4100","0.744","0"
"2023","Parent has not served in UK armed forces","19","Wales","All","All","Main scheme application","2970","2275","0.766","0"
"2023","Parent has served in UK armed forces","19","Northern Ireland","All","All","Main scheme application","65","35","0.587","0"
"2023","Parent has served in UK armed forces","19","England","All","All","Main scheme application","2435","1845","0.757","0"
"2023","Parent has served in UK armed forces","19","Scotland","All","All","Main scheme application","265","185","0.708","0"
"2023","Parent has served in UK armed forces","19","Wales","All","All","Main scheme application","150","120","0.783","0"
"2023","Not declared","20","Northern Ireland","All","All","Main scheme application","20","15","0.684","0"
"2023","Not declared","20","England","All","All","Main scheme application","530","320","0.608","0"
"2023","Not declared","20","Scotland","All","All","Main scheme application","45","35","0.778","0"
"2023","Not declared","20","Wales","All","All","Main scheme application","25","20","0.783","0"
"2023","Parent has not served in UK armed forces","20","Northern Ireland","All","All","Main scheme application","880","545","0.621","0"
"2023","Parent has not served in UK armed forces","20","England","All","All","Main scheme application","22425","14820","0.661","0"
"2023","Parent has not served in UK armed forces","20","Scotland","All","All","Main scheme application","2785","1945","0.6970000000000001","0"
"2023","Parent has not served in UK armed forces","20","Wales","All","All","Main scheme application","1145","800","0.7000000000000001","0"
"2023","Parent has served in UK armed forces","20","Northern Ireland","All","All","Main scheme application","35","20","0.514","0"
"2023","Parent has served in UK armed forces","20","England","All","All","Main scheme application","790","550","0.6960000000000001","0"
"2023","Parent has served in UK armed forces","20","Scotland","All","All","Main scheme application","120","80","0.669","0"
"2023","Parent has served in UK armed forces","20","Wales","All","All","Main scheme application","35","25","0.743","0"
"2023","Not declared","21 - 24","Northern Ireland","All","All","Main scheme application","30","10","0.429","0"
"2023","Not declared","21 - 24","England","All","All","Main scheme application","1015","520","0.513","0"
"2023","Not declared","21 - 24","Scotland","All","All","Main scheme application","120","70","0.595","0"
"2023","Not declared","21 - 24","Wales","All","All","Main scheme application","40","25","0.59","0"
"2023","Parent has not served in UK armed forces","21 - 24","Northern Ireland","All","All","Main scheme application","1330","740","0.558","0"
"2023","Parent has not served in UK armed forces","21 - 24","England","All","All","Main scheme application","29395","16770","0.5710000000000001","0"
"2023","Parent has not served in UK armed forces","21 - 24","Scotland","All","All","Main scheme application","6045","3860","0.639","0"
"2023","Parent has not served in UK armed forces","21 - 24","Wales","All","All","Main scheme application","2185","1425","0.652","0"
"2023","Parent has served in UK armed forces","21 - 24","Northern Ireland","All","All","Main scheme application","50","30","0.646","0"
"2023","Parent has served in UK armed forces","21 - 24","England","All","All","Main scheme application","955","625","0.653","0"
"2023","Parent has served in UK armed forces","21 - 24","Scotland","All","All","Main scheme application","275","170","0.623","0"
"2023","Parent has served in UK armed forces","21 - 24","Wales","All","All","Main scheme application","105","75","0.6920000000000001","0"
"2023","Not declared","25 - 29","Northern Ireland","All","All","Main scheme application","5","5"," ","0"
"2023","Not declared","25 - 29","England","All","All","Main scheme application","665","345","0.521","0"
"2023","Not declared","25 - 29","Scotland","All","All","Main scheme application","45","30","0.638","0"
"2023","Not declared","25 - 29","Wales","All","All","Main scheme application","15","5"," ","0"
"2023","Parent has not served in UK armed forces","25 - 29","Northern Ireland","All","All","Main scheme application","485","210","0.433","0"
"2023","Parent has not served in UK armed forces","25 - 29","England","All","All","Main scheme application","12380","6870","0.555","0"
"2023","Parent has not served in UK armed forces","25 - 29","Scotland","All","All","Main scheme application","3175","1945","0.613","0"
"2023","Parent has not served in UK armed forces","25 - 29","Wales","All","All","Main scheme application","995","590","0.593","0"
"2023","Parent has served in UK armed forces","25 - 29","Northern Ireland","All","All","Main scheme application","20","15","0.65","0"
"2023","Parent has served in UK armed forces","25 - 29","England","All","All","Main scheme application","420","240","0.5690000000000001","0"
"2023","Parent has served in UK armed forces","25 - 29","Scotland","All","All","Main scheme application","155","100","0.635","0"
"2023","Parent has served in UK armed forces","25 - 29","Wales","All","All","Main scheme application","45","30","0.659","0"
"2023","Not declared","30 - 34","Northern Ireland","All","All","Main scheme application","5","0"," ","0"
"2023","Not declared","30 - 34","England","All","All","Main scheme application","620","365","0.585","0"
"2023","Not declared","30 - 34","Scotland","All","All","Main scheme application","30","15","0.5","0"
"2023","Not declared","30 - 34","Wales","All","All","Main scheme application","5","5"," ","0"
"2023","Parent has not served in UK armed forces","30 - 34","Northern Ireland","All","All","Main scheme application","270","130","0.47600000000000003","0"
"2023","Parent has not served in UK armed forces","30 - 34","England","All","All","Main scheme application","8070","4490","0.556","0"
"2023","Parent has not served in UK armed forces","30 - 34","Scotland","All","All","Main scheme application","1895","1220","0.643","0"
"2023","Parent has not served in UK armed forces","30 - 34","Wales","All","All","Main scheme application","595","365","0.613","0"
"2023","Parent has served in UK armed forces","30 - 34","Northern Ireland","All","All","Main scheme application","10","10"," ","0"
"2023","Parent has served in UK armed forces","30 - 34","England","All","All","Main scheme application","280","155","0.561","0"
"2023","Parent has served in UK armed forces","30 - 34","Scotland","All","All","Main scheme application","60","40","0.629","0"
"2023","Parent has served in UK armed forces","30 - 34","Wales","All","All","Main scheme application","25","15","0.625","0"
"2023","Not declared","35 and over","Northern Ireland","All","All","Main scheme application","10","0"," ","0"
"2023","Not declared","35 and over","England","All","All","Main scheme application","1775","1105","0.622","0"
"2023","Not declared","35 and over","Scotland","All","All","Main scheme application","45","30","0.622","0"
"2023","Not declared","35 and over","Wales","All","All","Main scheme application","15","10","0.846","0"
"2023","Parent has not served in UK armed forces","35 and over","Northern Ireland","All","All","Main scheme application","400","200","0.493","0"
"2023","Parent has not served in UK armed forces","35 and over","England","All","All","Main scheme application","18570","10225","0.551","0"
"2023","Parent has not served in UK armed forces","35 and over","Scotland","All","All","Main scheme application","3060","1890","0.618","0"
"2023","Parent has not served in UK armed forces","35 and over","Wales","All","All","Main scheme application","870","500","0.5750000000000001","0"
"2023","Parent has served in UK armed forces","35 and over","Northern Ireland","All","All","Main scheme application","10","5"," ","0"
"2023","Parent has served in UK armed forces","35 and over","England","All","All","Main scheme application","465","270","0.586","0"
"2023","Parent has served in UK armed forces","35 and over","Scotland","All","All","Main scheme application","155","105","0.675","0"
"2023","Parent has served in UK armed forces","35 and over","Wales","All","All","Main scheme application","30","20","0.621","0"
"2023","All","17 and under","Northern Ireland","All","All","Not main scheme application","5","5"," ","0"
"2023","All","17 and under","England","All","All","Not main scheme application","335","260","0.779","25"
"2023","All","17 and under","Scotland","All","All","Not main scheme application","355","330","0.924","10"
"2023","All","17 and under","Wales","All","All","Not main scheme application","20","15","0.722","0"
"2023","All","18","Northern Ireland","All","All","Not main scheme application","1060","885","0.836","5"
"2023","All","18","England","All","All","Not main scheme application","44680","41275","0.924","280"
"2023","All","18","Scotland","All","All","Not main scheme application","1470","1270","0.865","30"
"2023","All","18","Wales","All","All","Not main scheme application","1355","1240","0.915","15"
"2023","All","19","Northern Ireland","All","All","Not main scheme application","385","325","0.845","10"
"2023","All","19","England","All","All","Not main scheme application","16930","15235","0.9","435"
"2023","All","19","Scotland","All","All","Not main scheme application","820","695","0.845","50"
