"Year","Difference between predicted and achieved SQA higher points","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2010","0 points","18","All","Male","Main scheme applicant","All","20","20","1","0"
"2011","0 points","18","All","Male","Main scheme applicant","All","15","10","0.588","0"
"2012","0 points","18","All","Male","Main scheme applicant","All","15","15","0.867","0"
"2013","0 points","18","All","Male","Main scheme applicant","All","20","15","0.7000000000000001","0"
"2014","0 points","18","All","Male","Main scheme applicant","All","30","20","0.714","0"
"2015","0 points","18","All","Male","Main scheme applicant","All","30","20","0.581","0"
"2016","0 points","18","All","Male","Main scheme applicant","All","20","15","0.81","0"
"2017","0 points","18","All","Male","Main scheme applicant","All","25","20","0.913","0"
"2018","0 points","18","All","Male","Main scheme applicant","All","25","20","0.667","0"
"2019","0 points","18","All","Male","Main scheme applicant","All","10","10","1","0"
"2020","0 points","18","All","Male","Main scheme applicant","All","45","35","0.841","0"
"2021","0 points","18","All","Male","Main scheme applicant","All","35","30","0.914","0"
"2022","0 points","18","All","Male","Main scheme applicant","All","25","20","0.76","0"
"2023","0 points","18","All","Male","Main scheme applicant","All","30","20","0.786","0"
"2010","1 points","18","All","Male","Main scheme applicant","All","15","15","0.765","0"
"2011","1 points","18","All","Male","Main scheme applicant","All","15","10","0.588","0"
"2012","1 points","18","All","Male","Main scheme applicant","All","20","15","0.636","0"
"2013","1 points","18","All","Male","Main scheme applicant","All","15","10","0.714","0"
"2014","1 points","18","All","Male","Main scheme applicant","All","20","15","0.895","0"
"2015","1 points","18","All","Male","Main scheme applicant","All","20","15","0.85","0"
"2016","1 points","18","All","Male","Main scheme applicant","All","10","10","1","0"
"2017","1 points","18","All","Male","Main scheme applicant","All","10","10","0.917","0"
"2018","1 points","18","All","Male","Main scheme applicant","All","15","15","1","0"
"2019","1 points","18","All","Male","Main scheme applicant","All","10","10"," ","0"
"2020","1 points","18","All","Male","Main scheme applicant","All","20","20","0.9550000000000001","0"
"2021","1 points","18","All","Male","Main scheme applicant","All","20","15","0.789","0"
"2022","1 points","18","All","Male","Main scheme applicant","All","10","10"," ","0"
"2023","1 points","18","All","Male","Main scheme applicant","All","15","10","0.706","0"
"2010","2 points","18","All","Male","Main scheme applicant","All","5","5"," ","0"
"2011","2 points","18","All","Male","Main scheme applicant","All","10","10","0.917","0"
"2012","2 points","18","All","Male","Main scheme applicant","All","10","10"," ","0"
"2013","2 points","18","All","Male","Main scheme applicant","All","15","15","0.882","0"
"2014","2 points","18","All","Male","Main scheme applicant","All","15","15","0.929","0"
"2015","2 points","18","All","Male","Main scheme applicant","All","15","10","0.846","0"
"2016","2 points","18","All","Male","Main scheme applicant","All","10","10"," ","0"
"2017","2 points","18","All","Male","Main scheme applicant","All","15","15","0.765","0"
"2018","2 points","18","All","Male","Main scheme applicant","All","10","5"," ","0"
"2019","2 points","18","All","Male","Main scheme applicant","All","10","5"," ","0"
"2020","2 points","18","All","Male","Main scheme applicant","All","15","15","1","0"
"2021","2 points","18","All","Male","Main scheme applicant","All","15","15","0.929","0"
"2022","2 points","18","All","Male","Main scheme applicant","All","5","5"," ","0"
"2023","2 points","18","All","Male","Main scheme applicant","All","5","5"," ","0"
"2010","3 points","18","All","Male","Main scheme applicant","All","10","10"," ","0"
"2011","3 points","18","All","Male","Main scheme applicant","All","10","5"," ","0"
"2012","3 points","18","All","Male","Main scheme applicant","All","5","5"," ","0"
"2013","3 points","18","All","Male","Main scheme applicant","All","10","5"," ","0"
"2014","3 points","18","All","Male","Main scheme applicant","All","5","0"," ","0"
"2015","3 points","18","All","Male","Main scheme applicant","All","5","5"," ","0"
"2016","3 points","18","All","Male","Main scheme applicant","All","5","5"," ","0"
"2017","3 points","18","All","Male","Main scheme applicant","All","5","5"," ","0"
"2018","3 points","18","All","Male","Main scheme applicant","All","5","0"," ","0"
"2019","3 points","18","All","Male","Main scheme applicant","All","5","5"," ","0"
"2020","3 points","18","All","Male","Main scheme applicant","All","10","5"," ","0"
"2021","3 points","18","All","Male","Main scheme applicant","All","10","10","1","0"
"2022","3 points","18","All","Male","Main scheme applicant","All","5","5"," ","0"
"2023","3 points","18","All","Male","Main scheme applicant","All","5","0"," ","0"
"2010","More than 3 points","18","All","Male","Main scheme applicant","All","10","5"," ","0"
"2011","More than 3 points","18","All","Male","Main scheme applicant","All","5","5"," ","0"
"2012","More than 3 points","18","All","Male","Main scheme applicant","All","10","10"," ","0"
"2013","More than 3 points","18","All","Male","Main scheme applicant","All","5","5"," ","0"
"2014","More than 3 points","18","All","Male","Main scheme applicant","All","5","5"," ","0"
"2015","More than 3 points","18","All","Male","Main scheme applicant","All","5","5"," ","0"
"2016","More than 3 points","18","All","Male","Main scheme applicant","All","10","5"," ","0"
"2017","More than 3 points","18","All","Male","Main scheme applicant","All","5","5"," ","0"
"2018","More than 3 points","18","All","Male","Main scheme applicant","All","5","0"," ","0"
"2019","More than 3 points","18","All","Male","Main scheme applicant","All","5","5"," ","0"
"2020","More than 3 points","18","All","Male","Main scheme applicant","All","5","5"," ","0"
"2021","More than 3 points","18","All","Male","Main scheme applicant","All","5","5"," ","0"
"2022","More than 3 points","18","All","Male","Main scheme applicant","All","10","10"," ","0"
"2023","More than 3 points","18","All","Male","Main scheme applicant","All","5","5"," ","0"
"2010","-1 points","18","All","Male","Main scheme applicant","All","15","10","0.714","0"
"2011","-1 points","18","All","Male","Main scheme applicant","All","15","10"," ","0"
"2012","-1 points","18","All","Male","Main scheme applicant","All","30","20","0.714","0"
"2013","-1 points","18","All","Male","Main scheme applicant","All","25","20","0.76","0"
"2014","-1 points","18","All","Male","Main scheme applicant","All","25","20","0.72","0"
"2015","-1 points","18","All","Male","Main scheme applicant","All","30","15","0.552","0"
"2016","-1 points","18","All","Male","Main scheme applicant","All","20","15","0.8","0"
"2017","-1 points","18","All","Male","Main scheme applicant","All","25","15","0.739","0"
"2018","-1 points","18","All","Male","Main scheme applicant","All","25","20","0.833","0"
"2019","-1 points","18","All","Male","Main scheme applicant","All","15","15","0.929","0"
"2020","-1 points","18","All","Male","Main scheme applicant","All","25","20","0.792","0"
"2021","-1 points","18","All","Male","Main scheme applicant","All","25","20","0.846","0"
"2022","-1 points","18","All","Male","Main scheme applicant","All","15","10","0.769","0"
"2023","-1 points","18","All","Male","Main scheme applicant","All","20","15","0.722","0"
"2010","-2 points","18","All","Male","Main scheme applicant","All","20","15","0.773","0"
"2011","-2 points","18","All","Male","Main scheme applicant","All","20","20","0.8180000000000001","0"
"2012","-2 points","18","All","Male","Main scheme applicant","All","20","10"," ","0"
"2013","-2 points","18","All","Male","Main scheme applicant","All","15","10"," ","0"
"2014","-2 points","18","All","Male","Main scheme applicant","All","25","10","0.48","0"
"2015","-2 points","18","All","Male","Main scheme applicant","All","20","10","0.455","0"
"2016","-2 points","18","All","Male","Main scheme applicant","All","20","15","0.8","0"
"2017","-2 points","18","All","Male","Main scheme applicant","All","20","15","0.714","0"
"2018","-2 points","18","All","Male","Main scheme applicant","All","20","15","0.762","0"
"2019","-2 points","18","All","Male","Main scheme applicant","All","20","15","0.727","0"
"2020","-2 points","18","All","Male","Main scheme applicant","All","25","20","0.769","0"
"2021","-2 points","18","All","Male","Main scheme applicant","All","20","20","0.857","0"
"2022","-2 points","18","All","Male","Main scheme applicant","All","15","10","0.857","0"
"2023","-2 points","18","All","Male","Main scheme applicant","All","25","20","0.76","0"
"2010","-3 points","18","All","Male","Main scheme applicant","All","15","10","0.706","0"
"2011","-3 points","18","All","Male","Main scheme applicant","All","10","5"," ","0"
"2012","-3 points","18","All","Male","Main scheme applicant","All","20","15","0.591","0"
"2013","-3 points","18","All","Male","Main scheme applicant","All","30","10","0.429","0"
"2014","-3 points","18","All","Male","Main scheme applicant","All","25","10"," ","0"
"2015","-3 points","18","All","Male","Main scheme applicant","All","20","10","0.524","0"
"2016","-3 points","18","All","Male","Main scheme applicant","All","20","15","0.636","0"
"2017","-3 points","18","All","Male","Main scheme applicant","All","20","10","0.6","0"
"2018","-3 points","18","All","Male","Main scheme applicant","All","15","10"," ","0"
"2019","-3 points","18","All","Male","Main scheme applicant","All","20","10","0.579","0"
"2020","-3 points","18","All","Male","Main scheme applicant","All","15","5"," ","0"
"2021","-3 points","18","All","Male","Main scheme applicant","All","10","10"," ","0"
"2022","-3 points","18","All","Male","Main scheme applicant","All","10","5"," ","0"
"2023","-3 points","18","All","Male","Main scheme applicant","All","15","15","0.8130000000000001","0"
"2010","-4 points","18","All","Male","Main scheme applicant","All","15","5"," ","0"
"2011","-4 points","18","All","Male","Main scheme applicant","All","15","5"," ","0"
"2012","-4 points","18","All","Male","Main scheme applicant","All","25","5"," ","0"
"2013","-4 points","18","All","Male","Main scheme applicant","All","10","5"," ","0"
"2014","-4 points","18","All","Male","Main scheme applicant","All","20","10"," ","0"
"2015","-4 points","18","All","Male","Main scheme applicant","All","30","10","0.41400000000000003","0"
"2016","-4 points","18","All","Male","Main scheme applicant","All","25","10"," ","0"
"2017","-4 points","18","All","Male","Main scheme applicant","All","20","10","0.556","0"
"2018","-4 points","18","All","Male","Main scheme applicant","All","20","10","0.5","0"
"2019","-4 points","18","All","Male","Main scheme applicant","All","25","15","0.542","0"
"2020","-4 points","18","All","Male","Main scheme applicant","All","10","10","0.833","0"
"2021","-4 points","18","All","Male","Main scheme applicant","All","10","10"," ","0"
"2022","-4 points","18","All","Male","Main scheme applicant","All","10","5"," ","0"
"2023","-4 points","18","All","Male","Main scheme applicant","All","10","5"," ","0"
"2010","-5 points","18","All","Male","Main scheme applicant","All","15","10","0.714","0"
"2011","-5 points","18","All","Male","Main scheme applicant","All","15","5"," ","0"
"2012","-5 points","18","All","Male","Main scheme applicant","All","15","10"," ","0"
"2013","-5 points","18","All","Male","Main scheme applicant","All","10","0"," ","0"
"2014","-5 points","18","All","Male","Main scheme applicant","All","15","5"," ","0"
"2015","-5 points","18","All","Male","Main scheme applicant","All","15","5"," ","0"
"2016","-5 points","18","All","Male","Main scheme applicant","All","15","5"," ","0"
"2017","-5 points","18","All","Male","Main scheme applicant","All","15","10","0.6880000000000001","0"
"2018","-5 points","18","All","Male","Main scheme applicant","All","25","15","0.64","0"
"2019","-5 points","18","All","Male","Main scheme applicant","All","15","5"," ","0"
"2020","-5 points","18","All","Male","Main scheme applicant","All","5","5"," ","0"
"2021","-5 points","18","All","Male","Main scheme applicant","All","10","5"," ","0"
"2022","-5 points","18","All","Male","Main scheme applicant","All","5","5"," ","0"
"2023","-5 points","18","All","Male","Main scheme applicant","All","10","5"," ","0"
"2010","-6 points","18","All","Male","Main scheme applicant","All","10","5"," ","0"
"2011","-6 points","18","All","Male","Main scheme applicant","All","10","0"," ","0"
"2012","-6 points","18","All","Male","Main scheme applicant","All","10","0"," ","0"
"2013","-6 points","18","All","Male","Main scheme applicant","All","10","5"," ","0"
"2014","-6 points","18","All","Male","Main scheme applicant","All","10","5"," ","0"
"2015","-6 points","18","All","Male","Main scheme applicant","All","15","5"," ","0"
"2016","-6 points","18","All","Male","Main scheme applicant","All","15","5"," ","0"
"2017","-6 points","18","All","Male","Main scheme applicant","All","15","5"," ","0"
"2018","-6 points","18","All","Male","Main scheme applicant","All","15","5"," ","0"
"2019","-6 points","18","All","Male","Main scheme applicant","All","10","5"," ","0"
"2020","-6 points","18","All","Male","Main scheme applicant","All","5","0"," ","0"
"2021","-6 points","18","All","Male","Main scheme applicant","All","5","0"," ","0"
"2022","-6 points","18","All","Male","Main scheme applicant","All","10","0"," ","0"
"2023","-6 points","18","All","Male","Main scheme applicant","All","10","5"," ","0"
"2010","Less than -6 points","18","All","Male","Main scheme applicant","All","20","5"," ","0"
"2011","Less than -6 points","18","All","Male","Main scheme applicant","All","25","5"," ","0"
"2012","Less than -6 points","18","All","Male","Main scheme applicant","All","20","0"," ","0"
"2013","Less than -6 points","18","All","Male","Main scheme applicant","All","20","5"," ","0"
"2014","Less than -6 points","18","All","Male","Main scheme applicant","All","30","5"," ","0"
"2015","Less than -6 points","18","All","Male","Main scheme applicant","All","35","5"," ","0"
"2016","Less than -6 points","18","All","Male","Main scheme applicant","All","25","5"," ","0"
"2017","Less than -6 points","18","All","Male","Main scheme applicant","All","30","5"," ","0"
"2018","Less than -6 points","18","All","Male","Main scheme applicant","All","35","15","0.429","0"
"2019","Less than -6 points","18","All","Male","Main scheme applicant","All","25","5"," ","0"
"2020","Less than -6 points","18","All","Male","Main scheme applicant","All","5","5"," ","0"
"2021","Less than -6 points","18","All","Male","Main scheme applicant","All","20","10","0.526","0"
"2022","Less than -6 points","18","All","Male","Main scheme applicant","All","25","10"," ","0"
"2023","Less than -6 points","18","All","Male","Main scheme applicant","All","30","10"," ","0"
"2010","All","18","All","Female","Main scheme applicant","All","190","120","0.615","0"
"2011","All","18","All","Female","Main scheme applicant","All","175","100","0.5630000000000001","0"
"2012","All","18","All","Female","Main scheme applicant","All","265","140","0.538","0"
"2013","All","18","All","Female","Main scheme applicant","All","215","125","0.593","0"
"2014","All","18","All","Female","Main scheme applicant","All","265","145","0.557","0"
"2015","All","18","All","Female","Main scheme applicant","All","270","145","0.541","0"
"2016","All","18","All","Female","Main scheme applicant","All","225","130","0.5740000000000001","0"
"2017","All","18","All","Female","Main scheme applicant","All","195","130","0.665","0"
"2018","All","18","All","Female","Main scheme applicant","All","210","140","0.675","0"
"2019","All","18","All","Female","Main scheme applicant","All","195","130","0.663","0"
"2020","All","18","All","Female","Main scheme applicant","All","210","160","0.762","0"
"2021","All","18","All","Female","Main scheme applicant","All","215","160","0.742","0"
"2022","All","18","All","Female","Main scheme applicant","All","150","105","0.6930000000000001","0"
"2023","All","18","All","Female","Main scheme applicant","All","175","125","0.717","0"
"2010","All","18","All","Male","Main scheme applicant","All","165","115","0.6890000000000001","0"
"2011","All","18","All","Male","Main scheme applicant","All","170","95","0.55","0"
"2012","All","18","All","Male","Main scheme applicant","All","205","105","0.505","0"
"2013","All","18","All","Male","Main scheme applicant","All","185","105","0.559","0"
"2014","All","18","All","Male","Main scheme applicant","All","215","120","0.544","0"
"2015","All","18","All","Male","Main scheme applicant","All","240","120","0.504","0"
"2016","All","18","All","Male","Main scheme applicant","All","200","120","0.592","0"
"2017","All","18","All","Male","Main scheme applicant","All","200","120","0.607","0"
"2018","All","18","All","Male","Main scheme applicant","All","210","130","0.629","0"
"2019","All","18","All","Male","Main scheme applicant","All","170","105","0.612","0"
"2020","All","18","All","Male","Main scheme applicant","All","185","150","0.805","0"
"2021","All","18","All","Male","Main scheme applicant","All","185","150","0.8140000000000001","0"
"2022","All","18","All","Male","Main scheme applicant","All","140","95","0.676","0"
"2023","All","18","All","Male","Main scheme applicant","All","175","115","0.659","0"
"2010","0 points","All","All","Female","Main scheme applicant","All","25","15","0.739","0"
"2011","0 points","All","All","Female","Main scheme applicant","All","15","10","0.75","0"
"2012","0 points","All","All","Female","Main scheme applicant","All","25","20","0.741","0"
"2013","0 points","All","All","Female","Main scheme applicant","All","30","25","0.793","0"
"2014","0 points","All","All","Female","Main scheme applicant","All","25","20","0.75","0"
"2015","0 points","All","All","Female","Main scheme applicant","All","30","25","0.742","0"
"2016","0 points","All","All","Female","Main scheme applicant","All","30","20","0.71","0"
"2017","0 points","All","All","Female","Main scheme applicant","All","20","15","0.85","0"
"2018","0 points","All","All","Female","Main scheme applicant","All","30","20","0.786","0"
"2019","0 points","All","All","Female","Main scheme applicant","All","25","25","0.96","0"
"2020","0 points","All","All","Female","Main scheme applicant","All","50","40","0.837","0"
"2021","0 points","All","All","Female","Main scheme applicant","All","45","40","0.891","0"
"2022","0 points","All","All","Female","Main scheme applicant","All","30","25","0.793","0"
"2023","0 points","All","All","Female","Main scheme applicant","All","30","20","0.724","0"
"2010","1 points","All","All","Female","Main scheme applicant","All","15","10","0.769","0"
"2011","1 points","All","All","Female","Main scheme applicant","All","20","15","0.727","0"
"2012","1 points","All","All","Female","Main scheme applicant","All","25","20","0.846","0"
"2013","1 points","All","All","Female","Main scheme applicant","All","15","10","0.667","0"
"2014","1 points","All","All","Female","Main scheme applicant","All","30","20","0.75","0"
"2015","1 points","All","All","Female","Main scheme applicant","All","25","20","0.87","0"
"2016","1 points","All","All","Female","Main scheme applicant","All","15","15","0.875","0"
"2017","1 points","All","All","Female","Main scheme applicant","All","20","15","0.762","0"
"2018","1 points","All","All","Female","Main scheme applicant","All","15","10","0.8","0"
"2019","1 points","All","All","Female","Main scheme applicant","All","10","5"," ","0"
"2020","1 points","All","All","Female","Main scheme applicant","All","25","20","0.875","0"
"2021","1 points","All","All","Female","Main scheme applicant","All","30","25","0.8","0"
"2022","1 points","All","All","Female","Main scheme applicant","All","10","5"," ","0"
"2023","1 points","All","All","Female","Main scheme applicant","All","15","15","0.875","0"
"2010","2 points","All","All","Female","Main scheme applicant","All","15","15","0.867","0"
"2011","2 points","All","All","Female","Main scheme applicant","All","15","10","0.714","0"
"2012","2 points","All","All","Female","Main scheme applicant","All","15","10"," ","0"
"2013","2 points","All","All","Female","Main scheme applicant","All","15","10","0.8","0"
"2014","2 points","All","All","Female","Main scheme applicant","All","15","15","0.875","0"
"2015","2 points","All","All","Female","Main scheme applicant","All","15","10","0.846","0"
"2016","2 points","All","All","Female","Main scheme applicant","All","15","10","0.75","0"
"2017","2 points","All","All","Female","Main scheme applicant","All","10","10"," ","0"
"2018","2 points","All","All","Female","Main scheme applicant","All","15","10"," ","0"
"2019","2 points","All","All","Female","Main scheme applicant","All","10","10"," ","0"
"2020","2 points","All","All","Female","Main scheme applicant","All","20","20","0.9470000000000001","0"
"2021","2 points","All","All","Female","Main scheme applicant","All","25","20","0.88","0"
"2022","2 points","All","All","Female","Main scheme applicant","All","10","5"," ","0"
"2023","2 points","All","All","Female","Main scheme applicant","All","10","5"," ","0"
"2010","3 points","All","All","Female","Main scheme applicant","All","10","10"," ","0"
"2011","3 points","All","All","Female","Main scheme applicant","All","10","10"," ","0"
"2012","3 points","All","All","Female","Main scheme applicant","All","10","10"," ","0"
"2013","3 points","All","All","Female","Main scheme applicant","All","10","10","1","0"
"2014","3 points","All","All","Female","Main scheme applicant","All","5","5"," ","0"
"2015","3 points","All","All","Female","Main scheme applicant","All","5","5"," ","0"
"2016","3 points","All","All","Female","Main scheme applicant","All","5","5"," ","0"
"2018","3 points","All","All","Female","Main scheme applicant","All","5","5"," ","0"
"2019","3 points","All","All","Female","Main scheme applicant","All","5","5"," ","0"
"2020","3 points","All","All","Female","Main scheme applicant","All","15","10","0.786","0"
"2021","3 points","All","All","Female","Main scheme applicant","All","15","15","0.8130000000000001","0"
"2010","More than 3 points","All","All","Female","Main scheme applicant","All","10","5"," ","0"
"2011","More than 3 points","All","All","Female","Main scheme applicant","All","5","5"," ","0"
"2012","More than 3 points","All","All","Female","Main scheme applicant","All","5","5"," ","0"
"2013","More than 3 points","All","All","Female","Main scheme applicant","All","10","10"," ","0"
"2014","More than 3 points","All","All","Female","Main scheme applicant","All","10","10"," ","0"
"2015","More than 3 points","All","All","Female","Main scheme applicant","All","5","5"," ","0"
"2016","More than 3 points","All","All","Female","Main scheme applicant","All","5","5"," ","0"
"2017","More than 3 points","All","All","Female","Main scheme applicant","All","5","5"," ","0"
"2018","More than 3 points","All","All","Female","Main scheme applicant","All","5","5"," ","0"
"2019","More than 3 points","All","All","Female","Main scheme applicant","All","5","5"," ","0"
"2020","More than 3 points","All","All","Female","Main scheme applicant","All","10","10"," ","0"
"2021","More than 3 points","All","All","Female","Main scheme applicant","All","10","10","0.917","0"
"2022","More than 3 points","All","All","Female","Main scheme applicant","All","10","5"," ","0"
"2023","More than 3 points","All","All","Female","Main scheme applicant","All","5","5"," ","0"
"2010","-1 points","All","All","Female","Main scheme applicant","All","30","15","0.586","0"
"2011","-1 points","All","All","Female","Main scheme applicant","All","10","5"," ","0"
"2012","-1 points","All","All","Female","Main scheme applicant","All","30","15","0.464","0"
"2013","-1 points","All","All","Female","Main scheme applicant","All","25","20","0.8260000000000001","0"
"2014","-1 points","All","All","Female","Main scheme applicant","All","25","20","0.783","0"
"2015","-1 points","All","All","Female","Main scheme applicant","All","35","20","0.5710000000000001","0"
"2016","-1 points","All","All","Female","Main scheme applicant","All","25","20","0.8260000000000001","0"
"2017","-1 points","All","All","Female","Main scheme applicant","All","30","20","0.75","0"
"2018","-1 points","All","All","Female","Main scheme applicant","All","20","15","0.895","0"
"2019","-1 points","All","All","Female","Main scheme applicant","All","25","25","0.885","0"
"2020","-1 points","All","All","Female","Main scheme applicant","All","25","25","0.885","0"
"2021","-1 points","All","All","Female","Main scheme applicant","All","25","20","0.72","0"
"2022","-1 points","All","All","Female","Main scheme applicant","All","20","15","0.81","0"
"2023","-1 points","All","All","Female","Main scheme applicant","All","25","20","0.792","0"
"2010","-2 points","All","All","Female","Main scheme applicant","All","20","15","0.682","0"
"2011","-2 points","All","All","Female","Main scheme applicant","All","30","15","0.5","0"
"2012","-2 points","All","All","Female","Main scheme applicant","All","25","20","0.741","0"
"2013","-2 points","All","All","Female","Main scheme applicant","All","25","15","0.538","0"
"2014","-2 points","All","All","Female","Main scheme applicant","All","30","20","0.6880000000000001","0"
"2015","-2 points","All","All","Female","Main scheme applicant","All","35","25","0.714","0"
"2016","-2 points","All","All","Female","Main scheme applicant","All","25","20","0.6920000000000001","0"
"2017","-2 points","All","All","Female","Main scheme applicant","All","30","20","0.724","0"
"2018","-2 points","All","All","Female","Main scheme applicant","All","15","10","0.733","0"
"2019","-2 points","All","All","Female","Main scheme applicant","All","20","15","0.636","0"
"2020","-2 points","All","All","Female","Main scheme applicant","All","20","15","0.778","0"
"2021","-2 points","All","All","Female","Main scheme applicant","All","15","10","0.8","0"
"2022","-2 points","All","All","Female","Main scheme applicant","All","20","20","0.9","0"
"2023","-2 points","All","All","Female","Main scheme applicant","All","20","15","0.833","0"
"2010","-3 points","All","All","Female","Main scheme applicant","All","15","10"," ","0"
"2011","-3 points","All","All","Female","Main scheme applicant","All","15","10","0.625","0"
"2012","-3 points","All","All","Female","Main scheme applicant","All","20","10","0.5710000000000001","0"
"2013","-3 points","All","All","Female","Main scheme applicant","All","20","10","0.667","0"
"2014","-3 points","All","All","Female","Main scheme applicant","All","40","20","0.513","0"
"2015","-3 points","All","All","Female","Main scheme applicant","All","25","10","0.5","0"
"2016","-3 points","All","All","Female","Main scheme applicant","All","25","15","0.609","0"
"2017","-3 points","All","All","Female","Main scheme applicant","All","15","10","0.647","0"
"2018","-3 points","All","All","Female","Main scheme applicant","All","30","20","0.724","0"
"2019","-3 points","All","All","Female","Main scheme applicant","All","20","10","0.5710000000000001","0"
"2020","-3 points","All","All","Female","Main scheme applicant","All","15","5"," ","0"
"2021","-3 points","All","All","Female","Main scheme applicant","All","10","10"," ","0"
"2022","-3 points","All","All","Female","Main scheme applicant","All","15","10"," ","0"
"2023","-3 points","All","All","Female","Main scheme applicant","All","15","15","0.929","0"
"2010","-4 points","All","All","Female","Main scheme applicant","All","10","5"," ","0"
"2011","-4 points","All","All","Female","Main scheme applicant","All","15","5"," ","0"
"2012","-4 points","All","All","Female","Main scheme applicant","All","25","15","0.583","0"
"2013","-4 points","All","All","Female","Main scheme applicant","All","15","5"," ","0"
"2014","-4 points","All","All","Female","Main scheme applicant","All","30","10","0.393","0"
"2015","-4 points","All","All","Female","Main scheme applicant","All","20","5"," ","0"
"2016","-4 points","All","All","Female","Main scheme applicant","All","25","10","0.435","0"
"2017","-4 points","All","All","Female","Main scheme applicant","All","15","10","0.706","0"
"2018","-4 points","All","All","Female","Main scheme applicant","All","20","15","0.667","0"
"2019","-4 points","All","All","Female","Main scheme applicant","All","20","15","0.619","0"
"2020","-4 points","All","All","Female","Main scheme applicant","All","15","10","0.667","0"
"2021","-4 points","All","All","Female","Main scheme applicant","All","5","0"," ","0"
"2022","-4 points","All","All","Female","Main scheme applicant","All","5","5"," ","0"
"2023","-4 points","All","All","Female","Main scheme applicant","All","10","10"," ","0"
"2010","-5 points","All","All","Female","Main scheme applicant","All","15","5"," ","0"
"2011","-5 points","All","All","Female","Main scheme applicant","All","10","5"," ","0"
"2012","-5 points","All","All","Female","Main scheme applicant","All","25","10"," ","0"
"2013","-5 points","All","All","Female","Main scheme applicant","All","20","10","0.526","0"
"2014","-5 points","All","All","Female","Main scheme applicant","All","10","5"," ","0"
"2015","-5 points","All","All","Female","Main scheme applicant","All","15","5"," ","0"
"2016","-5 points","All","All","Female","Main scheme applicant","All","15","0"," ","0"
"2017","-5 points","All","All","Female","Main scheme applicant","All","5","0"," ","0"
"2018","-5 points","All","All","Female","Main scheme applicant","All","20","10","0.526","0"
"2019","-5 points","All","All","Female","Main scheme applicant","All","10","5"," ","0"
"2020","-5 points","All","All","Female","Main scheme applicant","All","10","5"," ","0"
"2021","-5 points","All","All","Female","Main scheme applicant","All","5","0"," ","0"
"2022","-5 points","All","All","Female","Main scheme applicant","All","5","5"," ","0"
"2023","-5 points","All","All","Female","Main scheme applicant","All","10","5"," ","0"
"2010","-6 points","All","All","Female","Main scheme applicant","All","10","5"," ","0"
"2011","-6 points","All","All","Female","Main scheme applicant","All","10","0"," ","0"
"2012","-6 points","All","All","Female","Main scheme applicant","All","15","5"," ","0"
"2013","-6 points","All","All","Female","Main scheme applicant","All","5","0"," ","0"
"2014","-6 points","All","All","Female","Main scheme applicant","All","10","0"," ","0"
"2015","-6 points","All","All","Female","Main scheme applicant","All","10","0"," ","0"
"2016","-6 points","All","All","Female","Main scheme applicant","All","15","0"," ","0"
"2017","-6 points","All","All","Female","Main scheme applicant","All","10","5"," ","0"
"2018","-6 points","All","All","Female","Main scheme applicant","All","5","5"," ","0"
"2019","-6 points","All","All","Female","Main scheme applicant","All","15","5"," ","0"
"2020","-6 points","All","All","Female","Main scheme applicant","All","5","0"," ","0"
"2021","-6 points","All","All","Female","Main scheme applicant","All","10","0"," ","0"
"2022","-6 points","All","All","Female","Main scheme applicant","All","5","5"," ","0"
"2023","-6 points","All","All","Female","Main scheme applicant","All","5","5"," ","0"
"2010","Less than -6 points","All","All","Female","Main scheme applicant","All","20","5"," ","0"
"2011","Less than -6 points","All","All","Female","Main scheme applicant","All","20","5"," ","0"
"2012","Less than -6 points","All","All","Female","Main scheme applicant","All","45","5"," ","0"
"2013","Less than -6 points","All","All","Female","Main scheme applicant","All","30","0"," ","0"
"2014","Less than -6 points","All","All","Female","Main scheme applicant","All","40","5"," ","0"
"2015","Less than -6 points","All","All","Female","Main scheme applicant","All","50","5"," ","0"
"2016","Less than -6 points","All","All","Female","Main scheme applicant","All","25","5"," ","0"
"2017","Less than -6 points","All","All","Female","Main scheme applicant","All","25","5"," ","0"
"2018","Less than -6 points","All","All","Female","Main scheme applicant","All","30","10","0.375","0"
"2019","Less than -6 points","All","All","Female","Main scheme applicant","All","25","5"," ","0"
"2020","Less than -6 points","All","All","Female","Main scheme applicant","All","5","0"," ","0"
"2021","Less than -6 points","All","All","Female","Main scheme applicant","All","20","5"," ","0"
"2022","Less than -6 points","All","All","Female","Main scheme applicant","All","20","10"," ","0"
"2023","Less than -6 points","All","All","Female","Main scheme applicant","All","30","10","0.379","0"
"2010","0 points","All","All","Male","Main scheme applicant","All","20","20","1","0"
"2011","0 points","All","All","Male","Main scheme applicant","All","15","10","0.588","0"
"2012","0 points","All","All","Male","Main scheme applicant","All","15","15","0.867","0"
"2013","0 points","All","All","Male","Main scheme applicant","All","20","15","0.7000000000000001","0"
"2014","0 points","All","All","Male","Main scheme applicant","All","30","20","0.714","0"
"2015","0 points","All","All","Male","Main scheme applicant","All","30","20","0.581","0"
"2016","0 points","All","All","Male","Main scheme applicant","All","20","15","0.81","0"
"2017","0 points","All","All","Male","Main scheme applicant","All","25","20","0.913","0"
"2018","0 points","All","All","Male","Main scheme applicant","All","25","20","0.667","0"
