"Year","Ethnic group","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate"
"2022","Mixed","21 - 24","Scotland","Female","Main scheme applicant","Main scheme application","20","15","0.619"
"2023","Mixed","21 - 24","Scotland","Female","Main scheme applicant","Main scheme application","15","10"," "
"2022","Mixed","21 - 24","Wales","Female","Main scheme applicant","Main scheme application","5","5"," "
"2023","Mixed","21 - 24","Wales","Female","Main scheme applicant","Main scheme application","5","5"," "
"2020","Other","21 - 24","Scotland","Female","Main scheme applicant","Main scheme application","5","0"," "
"2023","Other","21 - 24","Scotland","Female","Main scheme applicant","Main scheme application","5","5"," "
"2019","Unknown or Prefer Not To Say","21 - 24","Scotland","Female","Main scheme applicant","Main scheme application","5","0"," "
"2021","Unknown or Prefer Not To Say","21 - 24","Scotland","Female","Main scheme applicant","Main scheme application","10","0"," "
"2022","Unknown or Prefer Not To Say","21 - 24","Scotland","Female","Main scheme applicant","Main scheme application","5","5"," "
"2019","White","25 - 29","Northern Ireland","Female","Main scheme applicant","Main scheme application","15","10"," "
"2020","White","25 - 29","Northern Ireland","Female","Main scheme applicant","Main scheme application","15","5"," "
"2021","White","25 - 29","Northern Ireland","Female","Main scheme applicant","Main scheme application","15","5"," "
"2022","White","25 - 29","Northern Ireland","Female","Main scheme applicant","Main scheme application","10","5"," "
"2023","White","25 - 29","Northern Ireland","Female","Main scheme applicant","Main scheme application","10","5"," "
"2019","White","25 - 29","England","Female","Main scheme applicant","Main scheme application","15","5"," "
"2020","White","25 - 29","England","Female","Main scheme applicant","Main scheme application","20","10","0.545"
"2021","White","25 - 29","England","Female","Main scheme applicant","Main scheme application","35","15","0.389"
"2022","White","25 - 29","England","Female","Main scheme applicant","Main scheme application","20","5"," "
"2023","White","25 - 29","England","Female","Main scheme applicant","Main scheme application","15","10","0.588"
"2019","White","25 - 29","Scotland","Female","Main scheme applicant","Main scheme application","905","495","0.549"
"2020","White","25 - 29","Scotland","Female","Main scheme applicant","Main scheme application","835","455","0.543"
"2021","White","25 - 29","Scotland","Female","Main scheme applicant","Main scheme application","1085","510","0.47200000000000003"
"2022","White","25 - 29","Scotland","Female","Main scheme applicant","Main scheme application","725","405","0.559"
"2023","White","25 - 29","Scotland","Female","Main scheme applicant","Main scheme application","510","280","0.547"
"2022","White","25 - 29","Wales","Female","Main scheme applicant","Main scheme application","155","100","0.641"
"2023","White","25 - 29","Wales","Female","Main scheme applicant","Main scheme application","130","90","0.705"
"2019","Black","25 - 29","Scotland","Female","Main scheme applicant","Main scheme application","5","0"," "
"2020","Black","25 - 29","Scotland","Female","Main scheme applicant","Main scheme application","5","0"," "
"2021","Black","25 - 29","Scotland","Female","Main scheme applicant","Main scheme application","5","5"," "
"2019","Asian","25 - 29","Scotland","Female","Main scheme applicant","Main scheme application","20","10"," "
"2020","Asian","25 - 29","Scotland","Female","Main scheme applicant","Main scheme application","25","5"," "
"2021","Asian","25 - 29","Scotland","Female","Main scheme applicant","Main scheme application","30","10"," "
"2022","Asian","25 - 29","Scotland","Female","Main scheme applicant","Main scheme application","20","10"," "
"2023","Asian","25 - 29","Scotland","Female","Main scheme applicant","Main scheme application","20","10","0.5"
"2023","Asian","25 - 29","Wales","Female","Main scheme applicant","Main scheme application","5","0"," "
"2019","Mixed","25 - 29","Scotland","Female","Main scheme applicant","Main scheme application","15","5"," "
"2020","Mixed","25 - 29","Scotland","Female","Main scheme applicant","Main scheme application","15","10"," "
"2021","Mixed","25 - 29","Scotland","Female","Main scheme applicant","Main scheme application","15","5"," "
"2022","Mixed","25 - 29","Scotland","Female","Main scheme applicant","Main scheme application","15","10"," "
"2023","Mixed","25 - 29","Scotland","Female","Main scheme applicant","Main scheme application","10","5"," "
"2022","Mixed","25 - 29","Wales","Female","Main scheme applicant","Main scheme application","5","0"," "
"2023","Mixed","25 - 29","Wales","Female","Main scheme applicant","Main scheme application","5","5"," "
"2019","Other","25 - 29","Scotland","Female","Main scheme applicant","Main scheme application","5","0"," "
"2020","Other","25 - 29","Scotland","Female","Main scheme applicant","Main scheme application","5","0"," "
"2021","Other","25 - 29","Scotland","Female","Main scheme applicant","Main scheme application","5","0"," "
"2019","Unknown or Prefer Not To Say","25 - 29","Scotland","Female","Main scheme applicant","Main scheme application","5","5"," "
"2020","Unknown or Prefer Not To Say","25 - 29","Scotland","Female","Main scheme applicant","Main scheme application","5","5"," "
"2021","Unknown or Prefer Not To Say","25 - 29","Scotland","Female","Main scheme applicant","Main scheme application","10","0"," "
"2022","Unknown or Prefer Not To Say","25 - 29","Scotland","Female","Main scheme applicant","Main scheme application","5","0"," "
"2021","White","30 - 34","Northern Ireland","Female","Main scheme applicant","Main scheme application","5","0"," "
"2022","White","30 - 34","Northern Ireland","Female","Main scheme applicant","Main scheme application","5","0"," "
"2019","White","30 - 34","England","Female","Main scheme applicant","Main scheme application","10","5"," "
"2020","White","30 - 34","England","Female","Main scheme applicant","Main scheme application","10","5"," "
"2021","White","30 - 34","England","Female","Main scheme applicant","Main scheme application","10","0"," "
"2022","White","30 - 34","England","Female","Main scheme applicant","Main scheme application","10","5"," "
"2023","White","30 - 34","England","Female","Main scheme applicant","Main scheme application","5","5"," "
"2019","White","30 - 34","Scotland","Female","Main scheme applicant","Main scheme application","375","175","0.462"
"2020","White","30 - 34","Scotland","Female","Main scheme applicant","Main scheme application","405","225","0.548"
"2021","White","30 - 34","Scotland","Female","Main scheme applicant","Main scheme application","445","170","0.387"
"2022","White","30 - 34","Scotland","Female","Main scheme applicant","Main scheme application","290","160","0.557"
"2023","White","30 - 34","Scotland","Female","Main scheme applicant","Main scheme application","225","135","0.612"
"2022","White","30 - 34","Wales","Female","Main scheme applicant","Main scheme application","55","45","0.768"
"2023","White","30 - 34","Wales","Female","Main scheme applicant","Main scheme application","55","35","0.618"
"2019","Black","30 - 34","Scotland","Female","Main scheme applicant","Main scheme application","5","0"," "
"2023","Black","30 - 34","Scotland","Female","Main scheme applicant","Main scheme application","5","0"," "
"2019","Asian","30 - 34","Scotland","Female","Main scheme applicant","Main scheme application","15","5"," "
"2020","Asian","30 - 34","Scotland","Female","Main scheme applicant","Main scheme application","10","5"," "
"2021","Asian","30 - 34","Scotland","Female","Main scheme applicant","Main scheme application","20","5"," "
"2022","Asian","30 - 34","Scotland","Female","Main scheme applicant","Main scheme application","10","5"," "
"2023","Asian","30 - 34","Scotland","Female","Main scheme applicant","Main scheme application","15","5"," "
"2019","Mixed","30 - 34","Scotland","Female","Main scheme applicant","Main scheme application","5","0"," "
"2020","Mixed","30 - 34","Scotland","Female","Main scheme applicant","Main scheme application","5","5"," "
"2021","Mixed","30 - 34","Scotland","Female","Main scheme applicant","Main scheme application","10","5"," "
"2022","Mixed","30 - 34","Scotland","Female","Main scheme applicant","Main scheme application","5","5"," "
"2023","Mixed","30 - 34","Scotland","Female","Main scheme applicant","Main scheme application","5","0"," "
"2020","Other","30 - 34","Scotland","Female","Main scheme applicant","Main scheme application","5","0"," "
"2021","Other","30 - 34","Scotland","Female","Main scheme applicant","Main scheme application","5","5"," "
"2023","Other","30 - 34","Scotland","Female","Main scheme applicant","Main scheme application","5","0"," "
"2019","Unknown or Prefer Not To Say","30 - 34","Scotland","Female","Main scheme applicant","Main scheme application","5","0"," "
"2020","Unknown or Prefer Not To Say","30 - 34","Scotland","Female","Main scheme applicant","Main scheme application","5","0"," "
"2021","Unknown or Prefer Not To Say","30 - 34","Scotland","Female","Main scheme applicant","Main scheme application","5","5"," "
"2023","Unknown or Prefer Not To Say","30 - 34","Scotland","Female","Main scheme applicant","Main scheme application","5","0"," "
"2019","White","35 and over","Northern Ireland","Female","Main scheme applicant","Main scheme application","5","0"," "
"2019","White","35 and over","England","Female","Main scheme applicant","Main scheme application","15","5"," "
"2020","White","35 and over","England","Female","Main scheme applicant","Main scheme application","15","5"," "
"2021","White","35 and over","England","Female","Main scheme applicant","Main scheme application","15","10"," "
"2022","White","35 and over","England","Female","Main scheme applicant","Main scheme application","10","5"," "
"2023","White","35 and over","England","Female","Main scheme applicant","Main scheme application","5","5"," "
"2019","White","35 and over","Scotland","Female","Main scheme applicant","Main scheme application","665","295","0.442"
"2020","White","35 and over","Scotland","Female","Main scheme applicant","Main scheme application","735","355","0.482"
"2021","White","35 and over","Scotland","Female","Main scheme applicant","Main scheme application","780","300","0.385"
"2022","White","35 and over","Scotland","Female","Main scheme applicant","Main scheme application","530","275","0.522"
"2023","White","35 and over","Scotland","Female","Main scheme applicant","Main scheme application","435","250","0.5710000000000001"
"2022","White","35 and over","Wales","Female","Main scheme applicant","Main scheme application","80","45","0.582"
"2023","White","35 and over","Wales","Female","Main scheme applicant","Main scheme application","50","35","0.72"
"2019","Black","35 and over","Scotland","Female","Main scheme applicant","Main scheme application","10","0"," "
"2020","Black","35 and over","Scotland","Female","Main scheme applicant","Main scheme application","20","5"," "
"2021","Black","35 and over","Scotland","Female","Main scheme applicant","Main scheme application","10","0"," "
"2022","Black","35 and over","Scotland","Female","Main scheme applicant","Main scheme application","5","0"," "
"2023","Black","35 and over","Scotland","Female","Main scheme applicant","Main scheme application","15","5"," "
"2022","Black","35 and over","Wales","Female","Main scheme applicant","Main scheme application","5","0"," "
"2019","Asian","35 and over","Scotland","Female","Main scheme applicant","Main scheme application","50","15","0.306"
"2020","Asian","35 and over","Scotland","Female","Main scheme applicant","Main scheme application","45","15","0.277"
"2021","Asian","35 and over","Scotland","Female","Main scheme applicant","Main scheme application","45","20","0.457"
"2022","Asian","35 and over","Scotland","Female","Main scheme applicant","Main scheme application","30","10","0.375"
"2023","Asian","35 and over","Scotland","Female","Main scheme applicant","Main scheme application","30","5"," "
"2022","Asian","35 and over","Wales","Female","Main scheme applicant","Main scheme application","5","0"," "
"2023","Asian","35 and over","Wales","Female","Main scheme applicant","Main scheme application","10","5"," "
"2019","Mixed","35 and over","Scotland","Female","Main scheme applicant","Main scheme application","15","5"," "
"2020","Mixed","35 and over","Scotland","Female","Main scheme applicant","Main scheme application","15","5"," "
"2021","Mixed","35 and over","Scotland","Female","Main scheme applicant","Main scheme application","15","5"," "
"2022","Mixed","35 and over","Scotland","Female","Main scheme applicant","Main scheme application","10","5"," "
"2023","Mixed","35 and over","Scotland","Female","Main scheme applicant","Main scheme application","10","10"," "
"2019","Other","35 and over","Scotland","Female","Main scheme applicant","Main scheme application","10","0"," "
"2020","Other","35 and over","Scotland","Female","Main scheme applicant","Main scheme application","10","5"," "
"2021","Other","35 and over","Scotland","Female","Main scheme applicant","Main scheme application","10","0"," "
