"Year","Care responsibility status","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2023","Does not have carer responsibility","18","Northern Ireland","All","Main scheme applicant","Not main scheme application","985","815","0.8260000000000001","0"
"2023","Does not have carer responsibility","18","England","All","Main scheme applicant","Not main scheme application","38150","35270","0.924","0"
"2023","Does not have carer responsibility","18","Scotland","All","Main scheme applicant","Not main scheme application","950","785","0.8270000000000001","0"
"2023","Does not have carer responsibility","18","Wales","All","Main scheme applicant","Not main scheme application","1105","1005","0.91","0"
"2023","Has carer responsibility","18","Northern Ireland","All","Main scheme applicant","Not main scheme application","45","40","0.9550000000000001","0"
"2023","Has carer responsibility","18","England","All","Main scheme applicant","Not main scheme application","1755","1580","0.9","0"
"2023","Has carer responsibility","18","Scotland","All","Main scheme applicant","Not main scheme application","55","40","0.727","0"
"2023","Has carer responsibility","18","Wales","All","Main scheme applicant","Not main scheme application","45","40","0.909","0"
"2023","Not declared","19","England","All","Main scheme applicant","Not main scheme application","165","140","0.854","0"
"2023","Not declared","19","Scotland","All","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2023","Not declared","19","Wales","All","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","Does not have carer responsibility","19","Northern Ireland","All","Main scheme applicant","Not main scheme application","240","195","0.8150000000000001","0"
"2023","Does not have carer responsibility","19","England","All","Main scheme applicant","Not main scheme application","8165","7155","0.876","0"
"2023","Does not have carer responsibility","19","Scotland","All","Main scheme applicant","Not main scheme application","335","250","0.744","0"
"2023","Does not have carer responsibility","19","Wales","All","Main scheme applicant","Not main scheme application","275","250","0.902","0"
"2023","Has carer responsibility","19","Northern Ireland","All","Main scheme applicant","Not main scheme application","10","5"," ","0"
"2023","Has carer responsibility","19","England","All","Main scheme applicant","Not main scheme application","425","370","0.873","0"
"2023","Has carer responsibility","19","Scotland","All","Main scheme applicant","Not main scheme application","25","15","0.6960000000000001","0"
"2023","Has carer responsibility","19","Wales","All","Main scheme applicant","Not main scheme application","10","10","0.833","0"
"2023","Not declared","20","Northern Ireland","All","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","Not declared","20","England","All","Main scheme applicant","Not main scheme application","50","40","0.769","0"
"2023","Does not have carer responsibility","20","Northern Ireland","All","Main scheme applicant","Not main scheme application","75","60","0.766","0"
"2023","Does not have carer responsibility","20","England","All","Main scheme applicant","Not main scheme application","2455","2035","0.8290000000000001","0"
"2023","Does not have carer responsibility","20","Scotland","All","Main scheme applicant","Not main scheme application","155","115","0.737","0"
"2023","Does not have carer responsibility","20","Wales","All","Main scheme applicant","Not main scheme application","110","90","0.8","0"
"2023","Has carer responsibility","20","Northern Ireland","All","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2023","Has carer responsibility","20","England","All","Main scheme applicant","Not main scheme application","155","135","0.882","0"
"2023","Has carer responsibility","20","Scotland","All","Main scheme applicant","Not main scheme application","15","10"," ","0"
"2023","Has carer responsibility","20","Wales","All","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","Not declared","21 - 24","England","All","Main scheme applicant","Not main scheme application","75","55","0.716","0"
"2023","Not declared","21 - 24","Scotland","All","Main scheme applicant","Not main scheme application","10","5"," ","0"
"2023","Not declared","21 - 24","Wales","All","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","Does not have carer responsibility","21 - 24","Northern Ireland","All","Main scheme applicant","Not main scheme application","115","85","0.724","0"
"2023","Does not have carer responsibility","21 - 24","England","All","Main scheme applicant","Not main scheme application","2725","1990","0.732","0"
"2023","Does not have carer responsibility","21 - 24","Scotland","All","Main scheme applicant","Not main scheme application","325","215","0.651","0"
"2023","Does not have carer responsibility","21 - 24","Wales","All","Main scheme applicant","Not main scheme application","125","95","0.789","0"
"2023","Has carer responsibility","21 - 24","Northern Ireland","All","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","Has carer responsibility","21 - 24","England","All","Main scheme applicant","Not main scheme application","210","140","0.673","0"
"2023","Has carer responsibility","21 - 24","Scotland","All","Main scheme applicant","Not main scheme application","20","10","0.55","0"
"2023","Has carer responsibility","21 - 24","Wales","All","Main scheme applicant","Not main scheme application","10","10"," ","0"
"2023","Not declared","25 - 29","England","All","Main scheme applicant","Not main scheme application","35","20","0.647","0"
"2023","Not declared","25 - 29","Scotland","All","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2023","Does not have carer responsibility","25 - 29","Northern Ireland","All","Main scheme applicant","Not main scheme application","40","25","0.684","0"
"2023","Does not have carer responsibility","25 - 29","England","All","Main scheme applicant","Not main scheme application","860","575","0.668","0"
"2023","Does not have carer responsibility","25 - 29","Scotland","All","Main scheme applicant","Not main scheme application","130","90","0.677","0"
"2023","Does not have carer responsibility","25 - 29","Wales","All","Main scheme applicant","Not main scheme application","70","50","0.725","0"
"2023","Has carer responsibility","25 - 29","Northern Ireland","All","Main scheme applicant","Not main scheme application","15","10","0.706","0"
"2023","Has carer responsibility","25 - 29","England","All","Main scheme applicant","Not main scheme application","145","105","0.715","0"
"2023","Has carer responsibility","25 - 29","Scotland","All","Main scheme applicant","Not main scheme application","10","10"," ","0"
"2023","Has carer responsibility","25 - 29","Wales","All","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","Not declared","30 - 34","England","All","Main scheme applicant","Not main scheme application","30","20","0.714","0"
"2023","Does not have carer responsibility","30 - 34","Northern Ireland","All","Main scheme applicant","Not main scheme application","25","20","0.76","0"
"2023","Does not have carer responsibility","30 - 34","England","All","Main scheme applicant","Not main scheme application","485","285","0.59","0"
"2023","Does not have carer responsibility","30 - 34","Scotland","All","Main scheme applicant","Not main scheme application","65","35","0.545","0"
"2023","Does not have carer responsibility","30 - 34","Wales","All","Main scheme applicant","Not main scheme application","35","30","0.833","0"
"2023","Has carer responsibility","30 - 34","Northern Ireland","All","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","Has carer responsibility","30 - 34","England","All","Main scheme applicant","Not main scheme application","160","100","0.623","0"
"2023","Has carer responsibility","30 - 34","Scotland","All","Main scheme applicant","Not main scheme application","15","10"," ","0"
"2023","Has carer responsibility","30 - 34","Wales","All","Main scheme applicant","Not main scheme application","10","10","1","0"
"2023","Not declared","35 and over","England","All","Main scheme applicant","Not main scheme application","75","45","0.587","0"
"2023","Does not have carer responsibility","35 and over","Northern Ireland","All","Main scheme applicant","Not main scheme application","20","20","0.8180000000000001","0"
"2023","Does not have carer responsibility","35 and over","England","All","Main scheme applicant","Not main scheme application","975","600","0.615","0"
"2023","Does not have carer responsibility","35 and over","Scotland","All","Main scheme applicant","Not main scheme application","90","55","0.598","0"
"2023","Does not have carer responsibility","35 and over","Wales","All","Main scheme applicant","Not main scheme application","35","30","0.806","0"
"2023","Has carer responsibility","35 and over","Northern Ireland","All","Main scheme applicant","Not main scheme application","25","25","0.92","0"
"2023","Has carer responsibility","35 and over","England","All","Main scheme applicant","Not main scheme application","575","350","0.61","0"
"2023","Has carer responsibility","35 and over","Scotland","All","Main scheme applicant","Not main scheme application","50","25","0.551","0"
"2023","Has carer responsibility","35 and over","Wales","All","Main scheme applicant","Not main scheme application","25","20","0.783","0"
"2023","Not declared","17 and under","England","All","Main scheme applicant","Main scheme application","55","25","0.47300000000000003","0"
"2023","Not declared","17 and under","Scotland","All","Main scheme applicant","Main scheme application","10","5"," ","0"
"2023","Does not have carer responsibility","17 and under","Northern Ireland","All","Main scheme applicant","Main scheme application","30","20","0.594","0"
"2023","Does not have carer responsibility","17 and under","England","All","Main scheme applicant","Main scheme application","1020","580","0.5680000000000001","0"
"2023","Does not have carer responsibility","17 and under","Scotland","All","Main scheme applicant","Main scheme application","895","550","0.612","0"
"2023","Does not have carer responsibility","17 and under","Wales","All","Main scheme applicant","Main scheme application","40","25","0.632","0"
"2023","Has carer responsibility","17 and under","England","All","Main scheme applicant","Main scheme application","40","15","0.447","0"
"2023","Has carer responsibility","17 and under","Scotland","All","Main scheme applicant","Main scheme application","50","30","0.58","0"
"2023","Not declared","18","Northern Ireland","All","Main scheme applicant","Main scheme application","155","105","0.6900000000000001","0"
"2023","Not declared","18","England","All","Main scheme applicant","Main scheme application","3270","2260","0.6910000000000001","0"
"2023","Not declared","18","Scotland","All","Main scheme applicant","Main scheme application","190","155","0.812","0"
"2023","Not declared","18","Wales","All","Main scheme applicant","Main scheme application","90","65","0.736","0"
"2023","Does not have carer responsibility","18","Northern Ireland","All","Main scheme applicant","Main scheme application","11240","7595","0.676","0"
"2023","Does not have carer responsibility","18","England","All","Main scheme applicant","Main scheme application","263365","185790","0.705","0"
"2023","Does not have carer responsibility","18","Scotland","All","Main scheme applicant","Main scheme application","18160","14585","0.803","0"
"2023","Does not have carer responsibility","18","Wales","All","Main scheme applicant","Main scheme application","11535","8915","0.773","0"
"2023","Has carer responsibility","18","Northern Ireland","All","Main scheme applicant","Main scheme application","465","275","0.589","0"
"2023","Has carer responsibility","18","England","All","Main scheme applicant","Main scheme application","9785","6305","0.644","0"
"2023","Has carer responsibility","18","Scotland","All","Main scheme applicant","Main scheme application","970","745","0.768","0"
"2023","Has carer responsibility","18","Wales","All","Main scheme applicant","Main scheme application","365","265","0.73","0"
"2023","Not declared","19","Northern Ireland","All","Main scheme applicant","Main scheme application","40","25","0.675","0"
"2023","Not declared","19","England","All","Main scheme applicant","Main scheme application","1295","870","0.671","0"
"2023","Not declared","19","Scotland","All","Main scheme applicant","Main scheme application","75","65","0.863","0"
"2023","Not declared","19","Wales","All","Main scheme applicant","Main scheme application","35","30","0.8","0"
"2023","Does not have carer responsibility","19","Northern Ireland","All","Main scheme applicant","Main scheme application","2055","1365","0.665","0"
"2023","Does not have carer responsibility","19","England","All","Main scheme applicant","Main scheme application","66615","47940","0.72","0"
"2023","Does not have carer responsibility","19","Scotland","All","Main scheme applicant","Main scheme application","5480","4080","0.745","0"
"2023","Does not have carer responsibility","19","Wales","All","Main scheme applicant","Main scheme application","3015","2315","0.767","0"
"2023","Has carer responsibility","19","Northern Ireland","All","Main scheme applicant","Main scheme application","80","50","0.593","0"
"2023","Has carer responsibility","19","England","All","Main scheme applicant","Main scheme application","2670","1720","0.644","0"
"2023","Has carer responsibility","19","Scotland","All","Main scheme applicant","Main scheme application","295","200","0.676","0"
"2023","Has carer responsibility","19","Wales","All","Main scheme applicant","Main scheme application","115","85","0.743","0"
"2023","Not declared","20","Northern Ireland","All","Main scheme applicant","Main scheme application","20","10","0.611","0"
"2023","Not declared","20","England","All","Main scheme applicant","Main scheme application","515","310","0.607","0"
"2023","Not declared","20","Scotland","All","Main scheme applicant","Main scheme application","45","35","0.841","0"
"2023","Not declared","20","Wales","All","Main scheme applicant","Main scheme application","25","20","0.731","0"
"2023","Does not have carer responsibility","20","Northern Ireland","All","Main scheme applicant","Main scheme application","880","550","0.625","0"
"2023","Does not have carer responsibility","20","England","All","Main scheme applicant","Main scheme application","22120","14680","0.664","0"
"2023","Does not have carer responsibility","20","Scotland","All","Main scheme applicant","Main scheme application","2760","1925","0.6970000000000001","0"
"2023","Does not have carer responsibility","20","Wales","All","Main scheme applicant","Main scheme application","1115","785","0.705","0"
"2023","Has carer responsibility","20","Northern Ireland","All","Main scheme applicant","Main scheme application","35","15","0.459","0"
"2023","Has carer responsibility","20","England","All","Main scheme applicant","Main scheme application","1115","705","0.631","0"
"2023","Has carer responsibility","20","Scotland","All","Main scheme applicant","Main scheme application","145","100","0.671","0"
"2023","Has carer responsibility","20","Wales","All","Main scheme applicant","Main scheme application","60","40","0.661","0"
"2023","Not declared","21 - 24","Northern Ireland","All","Main scheme applicant","Main scheme application","30","15","0.448","0"
"2023","Not declared","21 - 24","England","All","Main scheme applicant","Main scheme application","980","495","0.505","0"
"2023","Not declared","21 - 24","Scotland","All","Main scheme applicant","Main scheme application","110","55","0.518","0"
"2023","Not declared","21 - 24","Wales","All","Main scheme applicant","Main scheme application","40","25","0.585","0"
"2023","Does not have carer responsibility","21 - 24","Northern Ireland","All","Main scheme applicant","Main scheme application","1290","725","0.56","0"
"2023","Does not have carer responsibility","21 - 24","England","All","Main scheme applicant","Main scheme application","28725","16530","0.5750000000000001","0"
"2023","Does not have carer responsibility","21 - 24","Scotland","All","Main scheme applicant","Main scheme application","5995","3860","0.643","0"
"2023","Does not have carer responsibility","21 - 24","Wales","All","Main scheme applicant","Main scheme application","2170","1430","0.659","0"
"2023","Has carer responsibility","21 - 24","Northern Ireland","All","Main scheme applicant","Main scheme application","85","50","0.5710000000000001","0"
"2023","Has carer responsibility","21 - 24","England","All","Main scheme applicant","Main scheme application","1660","890","0.536","0"
"2023","Has carer responsibility","21 - 24","Scotland","All","Main scheme applicant","Main scheme application","330","185","0.5650000000000001","0"
"2023","Has carer responsibility","21 - 24","Wales","All","Main scheme applicant","Main scheme application","120","70","0.5660000000000001","0"
"2023","Not declared","25 - 29","Northern Ireland","All","Main scheme applicant","Main scheme application","5","5"," ","0"
"2023","Not declared","25 - 29","England","All","Main scheme applicant","Main scheme application","640","335","0.525","0"
"2023","Not declared","25 - 29","Scotland","All","Main scheme applicant","Main scheme application","45","25","0.553","0"
"2023","Not declared","25 - 29","Wales","All","Main scheme applicant","Main scheme application","15","5"," ","0"
"2023","Does not have carer responsibility","25 - 29","Northern Ireland","All","Main scheme applicant","Main scheme application","420","185","0.444","0"
"2023","Does not have carer responsibility","25 - 29","England","All","Main scheme applicant","Main scheme application","11300","6295","0.557","0"
"2023","Does not have carer responsibility","25 - 29","Scotland","All","Main scheme applicant","Main scheme application","3025","1860","0.615","0"
"2023","Does not have carer responsibility","25 - 29","Wales","All","Main scheme applicant","Main scheme application","960","565","0.591","0"
"2023","Has carer responsibility","25 - 29","Northern Ireland","All","Main scheme applicant","Main scheme application","85","35","0.429","0"
"2023","Has carer responsibility","25 - 29","England","All","Main scheme applicant","Main scheme application","1525","830","0.543","0"
"2023","Has carer responsibility","25 - 29","Scotland","All","Main scheme applicant","Main scheme application","310","190","0.617","0"
"2023","Has carer responsibility","25 - 29","Wales","All","Main scheme applicant","Main scheme application","80","50","0.642","0"
"2023","Not declared","30 - 34","Northern Ireland","All","Main scheme applicant","Main scheme application","5","5"," ","0"
"2023","Not declared","30 - 34","England","All","Main scheme applicant","Main scheme application","620","360","0.5760000000000001","0"
"2023","Not declared","30 - 34","Scotland","All","Main scheme applicant","Main scheme application","30","15","0.533","0"
"2023","Not declared","30 - 34","Wales","All","Main scheme applicant","Main scheme application","5","5"," ","0"
"2023","Does not have carer responsibility","30 - 34","Northern Ireland","All","Main scheme applicant","Main scheme application","200","95","0.47200000000000003","0"
"2023","Does not have carer responsibility","30 - 34","England","All","Main scheme applicant","Main scheme application","6510","3640","0.559","0"
"2023","Does not have carer responsibility","30 - 34","Scotland","All","Main scheme applicant","Main scheme application","1615","1050","0.652","0"
"2023","Does not have carer responsibility","30 - 34","Wales","All","Main scheme applicant","Main scheme application","495","305","0.612","0"
"2023","Has carer responsibility","30 - 34","Northern Ireland","All","Main scheme applicant","Main scheme application","85","40","0.506","0"
"2023","Has carer responsibility","30 - 34","England","All","Main scheme applicant","Main scheme application","1840","1015","0.552","0"
"2023","Has carer responsibility","30 - 34","Scotland","All","Main scheme applicant","Main scheme application","340","205","0.598","0"
"2023","Has carer responsibility","30 - 34","Wales","All","Main scheme applicant","Main scheme application","120","75","0.603","0"
"2023","Not declared","35 and over","Northern Ireland","All","Main scheme applicant","Main scheme application","10","5"," ","0"
"2023","Not declared","35 and over","England","All","Main scheme applicant","Main scheme application","1780","1100","0.618","0"
"2023","Not declared","35 and over","Scotland","All","Main scheme applicant","Main scheme application","45","30","0.617","0"
"2023","Not declared","35 and over","Wales","All","Main scheme applicant","Main scheme application","15","10","0.667","0"
"2023","Does not have carer responsibility","35 and over","Northern Ireland","All","Main scheme applicant","Main scheme application","220","110","0.493","0"
"2023","Does not have carer responsibility","35 and over","England","All","Main scheme applicant","Main scheme application","12765","7060","0.553","0"
"2023","Does not have carer responsibility","35 and over","Scotland","All","Main scheme applicant","Main scheme application","2335","1480","0.634","0"
"2023","Does not have carer responsibility","35 and over","Wales","All","Main scheme applicant","Main scheme application","590","340","0.5750000000000001","0"
"2023","Has carer responsibility","35 and over","Northern Ireland","All","Main scheme applicant","Main scheme application","195","95","0.482","0"
"2023","Has carer responsibility","35 and over","England","All","Main scheme applicant","Main scheme application","6270","3445","0.55","0"
"2023","Has carer responsibility","35 and over","Scotland","All","Main scheme applicant","Main scheme application","880","515","0.587","0"
"2023","Has carer responsibility","35 and over","Wales","All","Main scheme applicant","Main scheme application","310","180","0.588","0"
"2023","All","17 and under","Northern Ireland","All","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","All","17 and under","England","All","Not main scheme applicant","Not main scheme application","195","170","0.858","25"
"2023","All","17 and under","Scotland","All","Not main scheme applicant","Not main scheme application","290","285","0.969","10"
"2023","All","17 and under","Wales","All","Not main scheme applicant","Not main scheme application","15","10","0.8","0"
"2023","All","18","Northern Ireland","All","Not main scheme applicant","Not main scheme application","25","25","0.962","5"
"2023","All","18","England","All","Not main scheme applicant","Not main scheme application","4315","4010","0.929","280"
"2023","All","18","Scotland","All","Not main scheme applicant","Not main scheme application","450","435","0.962","30"
"2023","All","18","Wales","All","Not main scheme applicant","Not main scheme application","190","180","0.9430000000000001","15"
"2023","All","19","Northern Ireland","All","Not main scheme applicant","Not main scheme application","140","125","0.907","10"
"2023","All","19","England","All","Not main scheme applicant","Not main scheme application","8180","7570","0.926","435"
"2023","All","19","Scotland","All","Not main scheme applicant","Not main scheme application","460","425","0.93","50"
"2023","All","19","Wales","All","Not main scheme applicant","Not main scheme application","345","320","0.919","20"
"2023","All","20","Northern Ireland","All","Not main scheme applicant","Not main scheme application","90","80","0.901","10"
"2023","All","20","England","All","Not main scheme applicant","Not main scheme application","5730","5230","0.913","360"
"2023","All","20","Scotland","All","Not main scheme applicant","Not main scheme application","345","315","0.922","40"
"2023","All","20","Wales","All","Not main scheme applicant","Not main scheme application","250","240","0.9560000000000001","25"
"2023","All","21 - 24","Northern Ireland","All","Not main scheme applicant","Not main scheme application","75","65","0.8180000000000001","15"
"2023","All","21 - 24","England","All","Not main scheme applicant","Not main scheme application","12200","11060","0.907","715"
"2023","All","21 - 24","Scotland","All","Not main scheme applicant","Not main scheme application","705","630","0.895","90"
"2023","All","21 - 24","Wales","All","Not main scheme applicant","Not main scheme application","430","390","0.909","45"
"2023","All","25 - 29","Northern Ireland","All","Not main scheme applicant","Not main scheme application","30","20","0.714","10"
"2023","All","25 - 29","England","All","Not main scheme applicant","Not main scheme application","8655","7975","0.922","355"
"2023","All","25 - 29","Scotland","All","Not main scheme applicant","Not main scheme application","375","340","0.899","65"
"2023","All","25 - 29","Wales","All","Not main scheme applicant","Not main scheme application","230","200","0.873","25"
"2023","All","30 - 34","Northern Ireland","All","Not main scheme applicant","Not main scheme application","10","10"," ","5"
"2023","All","30 - 34","England","All","Not main scheme applicant","Not main scheme application","7610","7000","0.92","250"
"2023","All","30 - 34","Scotland","All","Not main scheme applicant","Not main scheme application","270","230","0.845","25"
"2023","All","30 - 34","Wales","All","Not main scheme applicant","Not main scheme application","140","125","0.906","25"
"2023","All","35 and over","Northern Ireland","All","Not main scheme applicant","Not main scheme application","10","10"," ","10"
"2023","All","35 and over","England","All","Not main scheme applicant","Not main scheme application","17705","16290","0.92","860"
"2023","All","35 and over","Scotland","All","Not main scheme applicant","Not main scheme application","590","515","0.871","110"
"2023","All","35 and over","Wales","All","Not main scheme applicant","Not main scheme application","305","270","0.889","30"
"2023","All","17 and under","Northern Ireland","All","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2023","All","17 and under","England","All","Main scheme applicant","Not main scheme application","140","90","0.667","0"
"2023","All","17 and under","Scotland","All","Main scheme applicant","Not main scheme application","65","45","0.719","0"
"2023","All","17 and under","Wales","All","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2023","All","18","Northern Ireland","All","Main scheme applicant","Not main scheme application","1035","860","0.833","0"
"2023","All","18","England","All","Main scheme applicant","Not main scheme application","40365","37265","0.923","0"
"2023","All","18","Scotland","All","Main scheme applicant","Not main scheme application","1020","835","0.8220000000000001","0"
"2023","All","18","Wales","All","Main scheme applicant","Not main scheme application","1160","1055","0.91","0"
"2023","All","19","Northern Ireland","All","Main scheme applicant","Not main scheme application","245","200","0.81","0"
"2023","All","19","England","All","Main scheme applicant","Not main scheme application","8750","7665","0.876","0"
"2023","All","19","Scotland","All","Main scheme applicant","Not main scheme application","360","265","0.738","0"
"2023","All","19","Wales","All","Main scheme applicant","Not main scheme application","290","260","0.9","0"
"2023","All","20","Northern Ireland","All","Main scheme applicant","Not main scheme application","85","65","0.762","0"
"2023","All","20","England","All","Main scheme applicant","Not main scheme application","2660","2210","0.8310000000000001","0"
"2023","All","20","Scotland","All","Main scheme applicant","Not main scheme application","175","125","0.723","0"
"2023","All","20","Wales","All","Main scheme applicant","Not main scheme application","115","90","0.791","0"
"2023","All","21 - 24","Northern Ireland","All","Main scheme applicant","Not main scheme application","125","90","0.71","0"
"2023","All","21 - 24","England","All","Main scheme applicant","Not main scheme application","3005","2185","0.727","0"
"2023","All","21 - 24","Scotland","All","Main scheme applicant","Not main scheme application","355","225","0.639","0"
"2023","All","21 - 24","Wales","All","Main scheme applicant","Not main scheme application","135","110","0.788","0"
"2023","All","25 - 29","Northern Ireland","All","Main scheme applicant","Not main scheme application","55","40","0.6960000000000001","0"
"2023","All","25 - 29","England","All","Main scheme applicant","Not main scheme application","1040","700","0.674","0"
"2023","All","25 - 29","Scotland","All","Main scheme applicant","Not main scheme application","145","100","0.678","0"
"2023","All","25 - 29","Wales","All","Main scheme applicant","Not main scheme application","75","55","0.74","0"
"2023","All","30 - 34","Northern Ireland","All","Main scheme applicant","Not main scheme application","30","25","0.781","0"
"2023","All","30 - 34","England","All","Main scheme applicant","Not main scheme application","675","405","0.603","0"
"2023","All","30 - 34","Scotland","All","Main scheme applicant","Not main scheme application","80","45","0.5630000000000001","0"
"2023","All","30 - 34","Wales","All","Main scheme applicant","Not main scheme application","45","40","0.87","0"
"2023","All","35 and over","Northern Ireland","All","Main scheme applicant","Not main scheme application","50","40","0.875","0"
"2023","All","35 and over","England","All","Main scheme applicant","Not main scheme application","1625","995","0.612","0"
"2023","All","35 and over","Scotland","All","Main scheme applicant","Not main scheme application","140","80","0.577","0"
"2023","All","35 and over","Wales","All","Main scheme applicant","Not main scheme application","60","50","0.803","0"
"2023","All","17 and under","Northern Ireland","All","Main scheme applicant","Main scheme application","30","20","0.594","0"
"2023","All","17 and under","England","All","Main scheme applicant","Main scheme application","1115","620","0.559","0"
"2023","All","17 and under","Scotland","All","Main scheme applicant","Main scheme application","955","585","0.61","0"
"2023","All","17 and under","Wales","All","Main scheme applicant","Main scheme application","40","25","0.61","0"
"2023","All","18","Northern Ireland","All","Main scheme applicant","Main scheme application","11860","7975","0.672","0"
"2023","All","18","England","All","Main scheme applicant","Main scheme application","276420","194355","0.7030000000000001","0"
"2023","All","18","Scotland","All","Main scheme applicant","Main scheme application","19320","15485","0.801","0"
"2023","All","18","Wales","All","Main scheme applicant","Main scheme application","11990","9250","0.771","0"
"2023","All","19","Northern Ireland","All","Main scheme applicant","Main scheme application","2175","1440","0.662","0"
"2023","All","19","England","All","Main scheme applicant","Main scheme application","70580","50530","0.716","0"
"2023","All","19","Scotland","All","Main scheme applicant","Main scheme application","5845","4345","0.743","0"
"2023","All","19","Wales","All","Main scheme applicant","Main scheme application","3165","2425","0.766","0"
"2023","All","20","Northern Ireland","All","Main scheme applicant","Main scheme application","935","580","0.618","0"
"2023","All","20","England","All","Main scheme applicant","Main scheme application","23745","15695","0.661","0"
"2023","All","20","Scotland","All","Main scheme applicant","Main scheme application","2950","2060","0.6970000000000001","0"
"2023","All","20","Wales","All","Main scheme applicant","Main scheme application","1200","845","0.7030000000000001","0"
"2023","All","21 - 24","Northern Ireland","All","Main scheme applicant","Main scheme application","1405","785","0.559","0"
"2023","All","21 - 24","England","All","Main scheme applicant","Main scheme application","31365","17915","0.5710000000000001","0"
"2023","All","21 - 24","Scotland","All","Main scheme applicant","Main scheme application","6435","4100","0.637","0"
"2023","All","21 - 24","Wales","All","Main scheme applicant","Main scheme application","2335","1525","0.653","0"
"2023","All","25 - 29","Northern Ireland","All","Main scheme applicant","Main scheme application","510","225","0.442","0"
"2023","All","25 - 29","England","All","Main scheme applicant","Main scheme application","13465","7460","0.554","0"
"2023","All","25 - 29","Scotland","All","Main scheme applicant","Main scheme application","3380","2075","0.614","0"
"2023","All","25 - 29","Wales","All","Main scheme applicant","Main scheme application","1060","625","0.592","0"
"2023","All","30 - 34","Northern Ireland","All","Main scheme applicant","Main scheme application","290","140","0.483","0"
"2023","All","30 - 34","England","All","Main scheme applicant","Main scheme application","8970","5010","0.559","0"
"2023","All","30 - 34","Scotland","All","Main scheme applicant","Main scheme application","1985","1270","0.641","0"
"2023","All","30 - 34","Wales","All","Main scheme applicant","Main scheme application","625","380","0.613","0"
"2023","All","35 and over","Northern Ireland","All","Main scheme applicant","Main scheme application","420","205","0.486","0"
"2023","All","35 and over","England","All","Main scheme applicant","Main scheme application","20810","11605","0.558","0"
"2023","All","35 and over","Scotland","All","Main scheme applicant","Main scheme application","3260","2025","0.621","0"
"2023","All","35 and over","Wales","All","Main scheme applicant","Main scheme application","910","530","0.581","0"
"2023","Not declared","All","Northern Ireland","All","Not main scheme applicant","Not main scheme application","60","60","0.9510000000000001","0"
"2023","Not declared","All","England","All","Not main scheme applicant","Not main scheme application","46815","44170","0.9440000000000001","115"
"2023","Not declared","All","Scotland","All","Not main scheme applicant","Not main scheme application","2185","2120","0.971","10"
"2023","Not declared","All","Wales","All","Not main scheme applicant","Not main scheme application","985","945","0.963","0"
"2023","Does not have carer responsibility","All","Northern Ireland","All","Not main scheme applicant","Not main scheme application","310","270","0.871","55"
"2023","Does not have carer responsibility","All","England","All","Not main scheme applicant","Not main scheme application","16590","14200","0.856","2785"
"2023","Does not have carer responsibility","All","Scotland","All","Not main scheme applicant","Not main scheme application","1190","975","0.8170000000000001","365"
"2023","Does not have carer responsibility","All","Wales","All","Not main scheme applicant","Not main scheme application","855","730","0.856","165"
"2023","Has carer responsibility","All","Northern Ireland","All","Not main scheme applicant","Not main scheme application","15","10","0.625","5"
"2023","Has carer responsibility","All","England","All","Not main scheme applicant","Not main scheme application","1190","940","0.789","380"
"2023","Has carer responsibility","All","Scotland","All","Not main scheme applicant","Not main scheme application","110","80","0.705","45"
"2023","Has carer responsibility","All","Wales","All","Not main scheme applicant","Not main scheme application","65","60","0.866","20"
"2023","Not declared","All","Northern Ireland","All","Main scheme applicant","Not main scheme application","15","15","0.929","0"
"2023","Not declared","All","England","All","Main scheme applicant","Not main scheme application","895","740","0.8270000000000001","0"
"2023","Not declared","All","Scotland","All","Main scheme applicant","Not main scheme application","30","15","0.586","0"
"2023","Not declared","All","Wales","All","Main scheme applicant","Not main scheme application","20","20","1","0"
"2023","Does not have carer responsibility","All","Northern Ireland","All","Main scheme applicant","Not main scheme application","1505","1215","0.808","0"
"2023","Does not have carer responsibility","All","England","All","Main scheme applicant","Not main scheme application","53940","47995","0.89","0"
"2023","Does not have carer responsibility","All","Scotland","All","Main scheme applicant","Not main scheme application","2120","1585","0.749","0"
"2023","Does not have carer responsibility","All","Wales","All","Main scheme applicant","Not main scheme application","1760","1550","0.881","0"
"2023","Has carer responsibility","All","Northern Ireland","All","Main scheme applicant","Not main scheme application","110","95","0.839","0"
"2023","Has carer responsibility","All","England","All","Main scheme applicant","Not main scheme application","3430","2785","0.812","0"
"2023","Has carer responsibility","All","Scotland","All","Main scheme applicant","Not main scheme application","195","125","0.642","0"
