"Year","Served in UK armed forces status","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2023","All","35 and over","Scotland","Male","All","Main scheme application","810","470","0.583","0"
"2023","All","35 and over","Wales","Male","All","Main scheme application","200","110","0.535","0"
"2023","Not declared","All","Northern Ireland","Female","All","Not main scheme application","45","40","0.907","0"
"2023","Not declared","All","England","Female","All","Not main scheme application","24050","22635","0.9410000000000001","65"
"2023","Not declared","All","Scotland","Female","All","Not main scheme application","1250","1205","0.966","5"
"2023","Not declared","All","Wales","Female","All","Not main scheme application","570","550","0.96","0"
"2023","Has not served in UK armed forces","All","Northern Ireland","Female","All","Not main scheme application","1235","990","0.803","35"
"2023","Has not served in UK armed forces","All","England","Female","All","Not main scheme application","41595","36135","0.869","1790"
"2023","Has not served in UK armed forces","All","Scotland","Female","All","Not main scheme application","2190","1610","0.735","240"
"2023","Has not served in UK armed forces","All","Wales","Female","All","Not main scheme application","1680","1450","0.864","110"
"2023","Has served in UK armed forces","All","England","Female","All","Not main scheme application","55","40","0.778","5"
"2023","Has served in UK armed forces","All","Scotland","Female","All","Not main scheme application","5","5"," ","0"
"2023","Has served in UK armed forces","All","Wales","Female","All","Not main scheme application","5","5"," ","0"
"2023","Not declared","All","Northern Ireland","Male","All","Not main scheme application","40","40","0.975","0"
"2023","Not declared","All","England","Male","All","Not main scheme application","23735","22345","0.9410000000000001","60"
"2023","Not declared","All","Scotland","Male","All","Not main scheme application","965","935","0.969","5"
"2023","Not declared","All","Wales","Male","All","Not main scheme application","430","415","0.967","0"
"2023","Has not served in UK armed forces","All","Northern Ireland","Male","All","Not main scheme application","695","590","0.844","30"
"2023","Has not served in UK armed forces","All","England","Male","All","Not main scheme application","33275","29560","0.888","1340"
"2023","Has not served in UK armed forces","All","Scotland","Male","All","Not main scheme application","1400","1135","0.809","160"
"2023","Has not served in UK armed forces","All","Wales","Male","All","Not main scheme application","1095","970","0.885","75"
"2023","Has served in UK armed forces","All","England","Male","All","Not main scheme application","135","110","0.81","20"
"2023","Has served in UK armed forces","All","Scotland","Male","All","Not main scheme application","15","10","0.667","5"
"2023","Has served in UK armed forces","All","Wales","Male","All","Not main scheme application","10","10"," ","0"
"2023","Not declared","All","Northern Ireland","Female","All","Main scheme application","160","100","0.63","0"
"2023","Not declared","All","England","Female","All","Main scheme application","4620","2915","0.63","0"
"2023","Not declared","All","Scotland","Female","All","Main scheme application","290","205","0.6990000000000001","0"
"2023","Not declared","All","Wales","Female","All","Main scheme application","140","90","0.652","0"
"2023","Has not served in UK armed forces","All","Northern Ireland","Female","All","Main scheme application","10355","6645","0.642","0"
"2023","Has not served in UK armed forces","All","England","Female","All","Main scheme application","250425","170640","0.681","0"
"2023","Has not served in UK armed forces","All","Scotland","Female","All","Main scheme application","26860","19285","0.718","0"
"2023","Has not served in UK armed forces","All","Wales","Female","All","Main scheme application","12940","9375","0.725","0"
"2023","Has served in UK armed forces","All","Northern Ireland","Female","All","Main scheme application","10","5"," ","0"
"2023","Has served in UK armed forces","All","England","Female","All","Main scheme application","370","220","0.589","0"
"2023","Has served in UK armed forces","All","Scotland","Female","All","Main scheme application","55","40","0.667","0"
"2023","Has served in UK armed forces","All","Wales","Female","All","Main scheme application","35","15","0.47100000000000003","0"
"2023","Not declared","All","Northern Ireland","Male","All","Main scheme application","115","70","0.617","0"
"2023","Not declared","All","England","Male","All","Main scheme application","4680","2895","0.618","0"
"2023","Not declared","All","Scotland","Male","All","Main scheme application","270","200","0.735","0"
"2023","Not declared","All","Wales","Male","All","Main scheme application","100","70","0.667","0"
"2023","Has not served in UK armed forces","All","Northern Ireland","Male","All","Main scheme application","6965","4540","0.651","0"
"2023","Has not served in UK armed forces","All","England","Male","All","Main scheme application","185640","126085","0.679","0"
"2023","Has not served in UK armed forces","All","Scotland","Male","All","Main scheme application","16525","12135","0.734","0"
"2023","Has not served in UK armed forces","All","Wales","Male","All","Main scheme application","8040","6010","0.747","0"
"2023","Has served in UK armed forces","All","Northern Ireland","Male","All","Main scheme application","20","5"," ","0"
"2023","Has served in UK armed forces","All","England","Male","All","Main scheme application","740","440","0.598","0"
"2023","Has served in UK armed forces","All","Scotland","Male","All","Main scheme application","125","75","0.603","0"
"2023","Has served in UK armed forces","All","Wales","Male","All","Main scheme application","65","40","0.631","0"
"2023","All","All","Northern Ireland","Female","All","Not main scheme application","1280","1030","0.807","35"
"2023","All","All","England","Female","All","Not main scheme application","65700","58810","0.895","1855"
"2023","All","All","Scotland","Female","All","Not main scheme application","3450","2825","0.8190000000000001","250"
"2023","All","All","Wales","Female","All","Not main scheme application","2255","2005","0.888","110"
"2023","All","All","Northern Ireland","Male","All","Not main scheme application","740","630","0.851","30"
"2023","All","All","England","Male","All","Not main scheme application","57150","52020","0.91","1420"
"2023","All","All","Scotland","Male","All","Not main scheme application","2380","2075","0.873","170"
"2023","All","All","Wales","Male","All","Not main scheme application","1535","1395","0.908","75"
"2023","All","All","Northern Ireland","Female","All","Main scheme application","10525","6750","0.641","0"
"2023","All","All","England","Female","All","Main scheme application","255415","173770","0.68","0"
"2023","All","All","Scotland","Female","All","Main scheme application","27210","19525","0.718","0"
"2023","All","All","Wales","Female","All","Main scheme application","13115","9485","0.723","0"
"2023","All","All","Northern Ireland","Male","All","Main scheme application","7100","4615","0.65","0"
"2023","All","All","England","Male","All","Main scheme application","191060","129420","0.677","0"
"2023","All","All","Scotland","Male","All","Main scheme application","16925","12410","0.733","0"
"2023","All","All","Wales","Male","All","Main scheme application","8210","6120","0.746","0"
"2023","Not declared","17 and under","All","Female","All","Not main scheme application","195","185","0.9590000000000001","0"
"2023","Has not served in UK armed forces","17 and under","All","Female","All","Not main scheme application","200","145","0.728","25"
"2023","Not declared","18","All","Female","All","Not main scheme application","1530","1450","0.9490000000000001","5"
"2023","Has not served in UK armed forces","18","All","Female","All","Not main scheme application","25195","23005","0.913","150"
"2023","Has served in UK armed forces","18","All","Female","All","Not main scheme application","15","15","0.9380000000000001","0"
"2023","Not declared","19","All","Female","All","Not main scheme application","2240","2120","0.9460000000000001","5"
"2023","Has not served in UK armed forces","19","All","Female","All","Not main scheme application","7810","6840","0.876","245"
"2023","Has served in UK armed forces","19","All","Female","All","Not main scheme application","5","5"," ","0"
"2023","Not declared","20","All","Female","All","Not main scheme application","1650","1555","0.9420000000000001","5"
"2023","Has not served in UK armed forces","20","All","Female","All","Not main scheme application","3150","2665","0.846","200"
"2023","Has served in UK armed forces","20","All","Female","All","Not main scheme application","5","5"," ","0"
"2023","Not declared","21 - 24","All","Female","All","Not main scheme application","4340","4050","0.933","15"
"2023","Has not served in UK armed forces","21 - 24","All","Female","All","Not main scheme application","4405","3340","0.759","455"
"2023","Has served in UK armed forces","21 - 24","All","Female","All","Not main scheme application","10","5"," ","0"
"2023","Not declared","25 - 29","All","Female","All","Not main scheme application","3855","3645","0.9460000000000001","5"
"2023","Has not served in UK armed forces","25 - 29","All","Female","All","Not main scheme application","1780","1285","0.721","255"
"2023","Has served in UK armed forces","25 - 29","All","Female","All","Not main scheme application","10","5"," ","0"
"2023","Not declared","30 - 34","All","Female","All","Not main scheme application","3540","3345","0.9450000000000001","10"
"2023","Has not served in UK armed forces","30 - 34","All","Female","All","Not main scheme application","1285","895","0.6980000000000001","180"
"2023","Has served in UK armed forces","30 - 34","All","Female","All","Not main scheme application","10","5"," ","0"
"2023","Not declared","35 and over","All","Female","All","Not main scheme application","8565","8075","0.9430000000000001","25"
"2023","Has not served in UK armed forces","35 and over","All","Female","All","Not main scheme application","2870","2005","0.6990000000000001","670"
"2023","Has served in UK armed forces","35 and over","All","Female","All","Not main scheme application","20","15","0.722","5"
"2023","Not declared","17 and under","All","Male","All","Not main scheme application","180","170","0.9550000000000001","0"
"2023","Has not served in UK armed forces","17 and under","All","Male","All","Not main scheme application","140","105","0.746","15"
"2023","Not declared","18","All","Male","All","Not main scheme application","1715","1645","0.9590000000000001","5"
"2023","Has not served in UK armed forces","18","All","Male","All","Not main scheme application","20095","18550","0.923","170"
"2023","Has served in UK armed forces","18","All","Male","All","Not main scheme application","10","10"," ","0"
"2023","Not declared","19","All","Male","All","Not main scheme application","2160","2055","0.9510000000000001","10"
"2023","Has not served in UK armed forces","19","All","Male","All","Not main scheme application","6540","5800","0.887","260"
"2023","Has served in UK armed forces","19","All","Male","All","Not main scheme application","15","15","0.933","0"
"2023","Not declared","20","All","Male","All","Not main scheme application","1710","1615","0.9430000000000001","10"
"2023","Has not served in UK armed forces","20","All","Male","All","Not main scheme application","2920","2510","0.86","220"
"2023","Has served in UK armed forces","20","All","Male","All","Not main scheme application","10","10","0.833","0"
"2023","Not declared","21 - 24","All","Male","All","Not main scheme application","4525","4245","0.937","15"
"2023","Has not served in UK armed forces","21 - 24","All","Male","All","Not main scheme application","3720","3085","0.8290000000000001","375"
"2023","Has served in UK armed forces","21 - 24","All","Male","All","Not main scheme application","30","30","0.903","0"
"2023","Not declared","25 - 29","All","Male","All","Not main scheme application","3795","3580","0.9420000000000001","10"
"2023","Has not served in UK armed forces","25 - 29","All","Male","All","Not main scheme application","1140","895","0.782","180"
"2023","Has served in UK armed forces","25 - 29","All","Male","All","Not main scheme application","20","20","0.9550000000000001","0"
"2023","Not declared","30 - 34","All","Male","All","Not main scheme application","3415","3205","0.9400000000000001","0"
"2023","Has not served in UK armed forces","30 - 34","All","Male","All","Not main scheme application","595","415","0.6950000000000001","105"
"2023","Has served in UK armed forces","30 - 34","All","Male","All","Not main scheme application","15","10","0.588","5"
"2023","Not declared","35 and over","All","Male","All","Not main scheme application","7670","7225","0.9420000000000001","15"
"2023","Has not served in UK armed forces","35 and over","All","Male","All","Not main scheme application","1310","895","0.683","280"
"2023","Has served in UK armed forces","35 and over","All","Male","All","Not main scheme application","55","40","0.7020000000000001","15"
"2023","Not declared","17 and under","All","Female","All","Main scheme application","35","20","0.559","0"
"2023","Has not served in UK armed forces","17 and under","All","Female","All","Main scheme application","1185","705","0.595","0"
"2023","Not declared","18","All","Female","All","Main scheme application","1705","1235","0.723","0"
"2023","Has not served in UK armed forces","18","All","Female","All","Main scheme application","176590","126990","0.719","0"
"2023","Has served in UK armed forces","18","All","Female","All","Main scheme application","50","25","0.5630000000000001","0"
"2023","Not declared","19","All","Female","All","Main scheme application","730","485","0.662","0"
"2023","Has not served in UK armed forces","19","All","Female","All","Main scheme application","46100","33140","0.719","0"
"2023","Has served in UK armed forces","19","All","Female","All","Main scheme application","30","25","0.742","0"
"2023","Not declared","20","All","Female","All","Main scheme application","290","185","0.632","0"
"2023","Has not served in UK armed forces","20","All","Female","All","Main scheme application","16090","10555","0.656","0"
"2023","Has served in UK armed forces","20","All","Female","All","Main scheme application","15","10","0.647","0"
"2023","Not declared","21 - 24","All","Female","All","Main scheme application","640","315","0.491","0"
"2023","Has not served in UK armed forces","21 - 24","All","Female","All","Main scheme application","24375","13835","0.5680000000000001","0"
"2023","Has served in UK armed forces","21 - 24","All","Female","All","Main scheme application","75","40","0.541","0"
"2023","Not declared","25 - 29","All","Female","All","Main scheme application","405","220","0.545","0"
"2023","Has not served in UK armed forces","25 - 29","All","Female","All","Main scheme application","11620","6515","0.561","0"
"2023","Has served in UK armed forces","25 - 29","All","Female","All","Main scheme application","70","35","0.493","0"
"2023","Not declared","30 - 34","All","Female","All","Main scheme application","355","200","0.562","0"
"2023","Has not served in UK armed forces","30 - 34","All","Female","All","Main scheme application","7965","4625","0.58","0"
"2023","Has served in UK armed forces","30 - 34","All","Female","All","Main scheme application","60","40","0.645","0"
"2023","Not declared","35 and over","All","Female","All","Main scheme application","1055","655","0.622","0"
"2023","Has not served in UK armed forces","35 and over","All","Female","All","Main scheme application","16650","9575","0.5750000000000001","0"
"2023","Has served in UK armed forces","35 and over","All","Female","All","Main scheme application","170","100","0.607","0"
"2023","Not declared","17 and under","All","Male","All","Main scheme application","30","15","0.484","0"
"2023","Has not served in UK armed forces","17 and under","All","Male","All","Main scheme application","890","510","0.5720000000000001","0"
"2023","Not declared","18","All","Male","All","Main scheme application","1920","1285","0.671","0"
"2023","Has not served in UK armed forces","18","All","Male","All","Main scheme application","139290","97505","0.7000000000000001","0"
"2023","Has served in UK armed forces","18","All","Male","All","Main scheme application","40","20","0.537","0"
"2023","Not declared","19","All","Male","All","Main scheme application","755","520","0.687","0"
"2023","Has not served in UK armed forces","19","All","Male","All","Main scheme application","34095","24535","0.72","0"
"2023","Has served in UK armed forces","19","All","Male","All","Main scheme application","55","40","0.714","0"
"2023","Not declared","20","All","Male","All","Main scheme application","345","210","0.605","0"
"2023","Has not served in UK armed forces","20","All","Male","All","Main scheme application","12045","8190","0.68","0"
"2023","Has served in UK armed forces","20","All","Male","All","Main scheme application","45","30","0.609","0"
"2023","Not declared","21 - 24","All","Male","All","Main scheme application","585","315","0.539","0"
"2023","Has not served in UK armed forces","21 - 24","All","Male","All","Main scheme application","15685","9710","0.619","0"
"2023","Has served in UK armed forces","21 - 24","All","Male","All","Main scheme application","185","115","0.613","0"
"2023","Not declared","25 - 29","All","Male","All","Main scheme application","345","175","0.506","0"
"2023","Has not served in UK armed forces","25 - 29","All","Male","All","Main scheme application","5790","3325","0.5740000000000001","0"
"2023","Has served in UK armed forces","25 - 29","All","Male","All","Main scheme application","180","110","0.622","0"
"2023","Not declared","30 - 34","All","Male","All","Main scheme application","340","205","0.598","0"
"2023","Has not served in UK armed forces","30 - 34","All","Male","All","Main scheme application","3000","1655","0.552","0"
"2023","Has served in UK armed forces","30 - 34","All","Male","All","Main scheme application","140","80","0.5670000000000001","0"
"2023","Not declared","35 and over","All","Male","All","Main scheme application","850","510","0.599","0"
"2023","Has not served in UK armed forces","35 and over","All","Male","All","Main scheme application","6380","3345","0.524","0"
"2023","Has served in UK armed forces","35 and over","All","Male","All","Main scheme application","300","170","0.5650000000000001","0"
"2023","All","17 and under","All","Female","All","Not main scheme application","395","330","0.841","25"
"2023","All","18","All","Female","All","Not main scheme application","26740","24470","0.915","150"
"2023","All","19","All","Female","All","Not main scheme application","10055","8965","0.892","245"
"2023","All","20","All","Female","All","Not main scheme application","4805","4225","0.879","205"
"2023","All","21 - 24","All","Female","All","Not main scheme application","8750","7395","0.845","475"
"2023","All","25 - 29","All","Female","All","Not main scheme application","5645","4940","0.875","260"
"2023","All","30 - 34","All","Female","All","Not main scheme application","4835","4250","0.879","190"
"2023","All","35 and over","All","Female","All","Not main scheme application","11455","10095","0.881","700"
"2023","All","17 and under","All","Male","All","Not main scheme application","320","275","0.86","15"
"2023","All","18","All","Male","All","Not main scheme application","21820","20200","0.926","180"
"2023","All","19","All","Male","All","Not main scheme application","8720","7870","0.903","270"
"2023","All","20","All","Male","All","Not main scheme application","4640","4135","0.89","230"
"2023","All","21 - 24","All","Male","All","Not main scheme application","8280","7355","0.889","390"
"2023","All","25 - 29","All","Male","All","Not main scheme application","4960","4490","0.905","190"
"2023","All","30 - 34","All","Male","All","Not main scheme application","4025","3630","0.902","110"
"2023","All","35 and over","All","Male","All","Not main scheme application","9035","8160","0.903","310"
"2023","All","17 and under","All","Female","All","Main scheme application","1220","725","0.594","0"
"2023","All","18","All","Female","All","Main scheme application","178345","128250","0.719","0"
"2023","All","19","All","Female","All","Main scheme application","46860","33650","0.718","0"
"2023","All","20","All","Female","All","Main scheme application","16400","10750","0.655","0"
"2023","All","21 - 24","All","Female","All","Main scheme application","25085","14190","0.5660000000000001","0"
"2023","All","25 - 29","All","Female","All","Main scheme application","12095","6770","0.56","0"
"2023","All","30 - 34","All","Female","All","Main scheme application","8385","4865","0.58","0"
"2023","All","35 and over","All","Female","All","Main scheme application","17870","10335","0.578","0"
"2023","All","17 and under","All","Male","All","Main scheme application","920","525","0.5690000000000001","0"
"2023","All","18","All","Male","All","Main scheme application","141245","98815","0.7000000000000001","0"
"2023","All","19","All","Male","All","Main scheme application","34905","25090","0.719","0"
"2023","All","20","All","Male","All","Main scheme application","12435","8425","0.678","0"
"2023","All","21 - 24","All","Male","All","Main scheme application","16455","10135","0.616","0"
"2023","All","25 - 29","All","Male","All","Main scheme application","6315","3610","0.5720000000000001","0"
"2023","All","30 - 34","All","Male","All","Main scheme application","3480","1940","0.557","0"
"2023","All","35 and over","All","Male","All","Main scheme application","7530","4025","0.535","0"
"2023","Not declared","All","All","Female","All","Not main scheme application","25915","24430","0.9430000000000001","70"
"2023","Has not served in UK armed forces","All","All","Female","All","Not main scheme application","46700","40185","0.861","2175"
"2023","Has served in UK armed forces","All","All","Female","All","Not main scheme application","70","55","0.797","5"
"2023","Not declared","All","All","Male","All","Not main scheme application","25170","23735","0.9430000000000001","65"
"2023","Has not served in UK armed forces","All","All","Male","All","Not main scheme application","36470","32255","0.884","1605"
"2023","Has served in UK armed forces","All","All","Male","All","Not main scheme application","165","130","0.8","25"
"2023","Not declared","All","All","Female","All","Main scheme application","5215","3310","0.635","0"
"2023","Has not served in UK armed forces","All","All","Female","All","Main scheme application","300580","205945","0.685","0"
"2023","Has served in UK armed forces","All","All","Female","All","Main scheme application","470","275","0.589","0"
"2023","Not declared","All","All","Male","All","Main scheme application","5170","3235","0.625","0"
"2023","Has not served in UK armed forces","All","All","Male","All","Main scheme application","217175","148770","0.685","0"
"2023","Has served in UK armed forces","All","All","Male","All","Main scheme application","950","565","0.595","0"
"2023","All","All","All","Female","All","Not main scheme application","72685","64670","0.89","2250"
"2023","All","All","All","Male","All","Not main scheme application","61805","56120","0.908","1695"
"2023","All","All","All","Female","All","Main scheme application","306265","209530","0.684","0"
"2023","All","All","All","Male","All","Main scheme application","223295","152570","0.683","0"
"2023","Not declared","17 and under","England","All","All","Not main scheme application","145","130","0.91","0"
"2023","Not declared","17 and under","Scotland","All","All","Not main scheme application","215","210","0.991","0"
"2023","Not declared","17 and under","Wales","All","All","Not main scheme application","10","10","0.909","0"
"2023","Has not served in UK armed forces","17 and under","Northern Ireland","All","All","Not main scheme application","5","5"," ","0"
"2023","Has not served in UK armed forces","17 and under","England","All","All","Not main scheme application","190","130","0.683","25"
"2023","Has not served in UK armed forces","17 and under","Scotland","All","All","Not main scheme application","140","115","0.8240000000000001","10"
"2023","Has not served in UK armed forces","17 and under","Wales","All","All","Not main scheme application","5","5"," ","0"
"2023","Not declared","18","Northern Ireland","All","All","Not main scheme application","20","20","1","0"
"2023","Not declared","18","England","All","All","Not main scheme application","2745","2605","0.9490000000000001","10"
"2023","Not declared","18","Scotland","All","All","Not main scheme application","380","375","0.984","0"
"2023","Not declared","18","Wales","All","All","Not main scheme application","100","100","0.97","0"
"2023","Has not served in UK armed forces","18","Northern Ireland","All","All","Not main scheme application","1040","870","0.833","5"
"2023","Has not served in UK armed forces","18","England","All","All","Not main scheme application","41910","38645","0.922","270"
"2023","Has not served in UK armed forces","18","Scotland","All","All","Not main scheme application","1090","900","0.8240000000000001","30"
"2023","Has not served in UK armed forces","18","Wales","All","All","Not main scheme application","1250","1140","0.911","15"
"2023","Has served in UK armed forces","18","England","All","All","Not main scheme application","25","25","0.923","0"
"2023","Not declared","19","Northern Ireland","All","All","Not main scheme application","25","20","0.9570000000000001","0"
"2023","Not declared","19","England","All","All","Not main scheme application","3945","3735","0.9460000000000001","10"
"2023","Not declared","19","Scotland","All","All","Not main scheme application","280","275","0.986","0"
"2023","Not declared","19","Wales","All","All","Not main scheme application","155","145","0.935","0"
"2023","Has not served in UK armed forces","19","Northern Ireland","All","All","Not main scheme application","365","305","0.838","10"
"2023","Has not served in UK armed forces","19","England","All","All","Not main scheme application","12965","11485","0.886","425"
"2023","Has not served in UK armed forces","19","Scotland","All","All","Not main scheme application","540","415","0.772","50"
"2023","Has not served in UK armed forces","19","Wales","All","All","Not main scheme application","480","435","0.905","20"
"2023","Has served in UK armed forces","19","England","All","All","Not main scheme application","20","15","0.9440000000000001","0"
"2023","Not declared","20","Northern Ireland","All","All","Not main scheme application","15","15","0.929","0"
"2023","Not declared","20","England","All","All","Not main scheme application","3020","2835","0.9390000000000001","10"
"2023","Not declared","20","Scotland","All","All","Not main scheme application","200","190","0.97","0"
"2023","Not declared","20","Wales","All","All","Not main scheme application","135","130","0.985","0"
"2023","Has not served in UK armed forces","20","Northern Ireland","All","All","Not main scheme application","160","135","0.8260000000000001","10"
"2023","Has not served in UK armed forces","20","England","All","All","Not main scheme application","5360","4595","0.857","350"
"2023","Has not served in UK armed forces","20","Scotland","All","All","Not main scheme application","320","250","0.784","35"
"2023","Has not served in UK armed forces","20","Wales","All","All","Not main scheme application","230","200","0.857","25"
"2023","Has served in UK armed forces","20","England","All","All","Not main scheme application","15","10","0.857","0"
"2023","Not declared","21 - 24","Northern Ireland","All","All","Not main scheme application","15","10","0.846","0"
"2023","Not declared","21 - 24","England","All","All","Not main scheme application","8270","7730","0.934","30"
"2023","Not declared","21 - 24","Scotland","All","All","Not main scheme application","380","360","0.9400000000000001","5"
"2023","Not declared","21 - 24","Wales","All","All","Not main scheme application","200","195","0.965","0"
"2023","Has not served in UK armed forces","21 - 24","Northern Ireland","All","All","Not main scheme application","190","140","0.745","15"
"2023","Has not served in UK armed forces","21 - 24","England","All","All","Not main scheme application","6900","5490","0.795","680"
"2023","Has not served in UK armed forces","21 - 24","Scotland","All","All","Not main scheme application","675","500","0.736","90"
"2023","Has not served in UK armed forces","21 - 24","Wales","All","All","Not main scheme application","360","300","0.8320000000000001","45"
"2023","Has served in UK armed forces","21 - 24","England","All","All","Not main scheme application","35","30","0.879","0"
"2023","Has served in UK armed forces","21 - 24","Wales","All","All","Not main scheme application","5","5"," ","0"
"2023","Not declared","25 - 29","Northern Ireland","All","All","Not main scheme application","5","5"," ","0"
"2023","Not declared","25 - 29","England","All","All","Not main scheme application","7285","6880","0.9440000000000001","15"
"2023","Not declared","25 - 29","Scotland","All","All","Not main scheme application","235","220","0.9400000000000001","0"
"2023","Not declared","25 - 29","Wales","All","All","Not main scheme application","125","120","0.9520000000000001","0"
"2023","Has not served in UK armed forces","25 - 29","Northern Ireland","All","All","Not main scheme application","75","50","0.68","10"
"2023","Has not served in UK armed forces","25 - 29","England","All","All","Not main scheme application","2390","1780","0.746","340"
"2023","Has not served in UK armed forces","25 - 29","Scotland","All","All","Not main scheme application","285","215","0.751","60"
"2023","Has not served in UK armed forces","25 - 29","Wales","All","All","Not main scheme application","175","130","0.754","25"
"2023","Has served in UK armed forces","25 - 29","England","All","All","Not main scheme application","20","15","0.895","0"
"2023","Has served in UK armed forces","25 - 29","Scotland","All","All","Not main scheme application","5","5"," ","0"
"2023","Has served in UK armed forces","25 - 29","Wales","All","All","Not main scheme application","5","5"," ","0"
"2023","Not declared","30 - 34","Northern Ireland","All","All","Not main scheme application","5","5"," ","0"
"2023","Not declared","30 - 34","England","All","All","Not main scheme application","6700","6305","0.9410000000000001","10"
"2023","Not declared","30 - 34","Scotland","All","All","Not main scheme application","160","155","0.969","0"
"2023","Not declared","30 - 34","Wales","All","All","Not main scheme application","90","90","0.989","0"
"2023","Has not served in UK armed forces","30 - 34","Northern Ireland","All","All","Not main scheme application","35","30","0.784","5"
"2023","Has not served in UK armed forces","30 - 34","England","All","All","Not main scheme application","1560","1090","0.6970000000000001","235"
"2023","Has not served in UK armed forces","30 - 34","Scotland","All","All","Not main scheme application","185","115","0.62","25"
"2023","Has not served in UK armed forces","30 - 34","Wales","All","All","Not main scheme application","95","80","0.8210000000000001","25"
"2023","Has served in UK armed forces","30 - 34","England","All","All","Not main scheme application","25","15","0.609","5"
"2023","Has served in UK armed forces","30 - 34","Scotland","All","All","Not main scheme application","5","0"," ","0"
"2023","Not declared","35 and over","England","All","All","Not main scheme application","15680","14765","0.9420000000000001","40"
"2023","Not declared","35 and over","Scotland","All","All","Not main scheme application","365","350","0.964","5"
"2023","Not declared","35 and over","Wales","All","All","Not main scheme application","185","180","0.963","0"
"2023","Has not served in UK armed forces","35 and over","Northern Ireland","All","All","Not main scheme application","60","50","0.845","10"
"2023","Has not served in UK armed forces","35 and over","England","All","All","Not main scheme application","3595","2480","0.6900000000000001","805"
"2023","Has not served in UK armed forces","35 and over","Scotland","All","All","Not main scheme application","355","235","0.667","105"
"2023","Has not served in UK armed forces","35 and over","Wales","All","All","Not main scheme application","175","135","0.777","30"
"2023","Has served in UK armed forces","35 and over","England","All","All","Not main scheme application","55","40","0.7020000000000001","15"
"2023","Has served in UK armed forces","35 and over","Scotland","All","All","Not main scheme application","15","10"," ","5"
"2023","Has served in UK armed forces","35 and over","Wales","All","All","Not main scheme application","5","5"," ","0"
"2023","Not declared","17 and under","England","All","All","Main scheme application","50","25","0.47100000000000003","0"
"2023","Not declared","17 and under","Scotland","All","All","Main scheme application","10","10"," ","0"
"2023","Has not served in UK armed forces","17 and under","Northern Ireland","All","All","Main scheme application","30","20","0.581","0"
"2023","Has not served in UK armed forces","17 and under","England","All","All","Main scheme application","1060","600","0.5640000000000001","0"
"2023","Has not served in UK armed forces","17 and under","Scotland","All","All","Main scheme application","945","575","0.61","0"
"2023","Has not served in UK armed forces","17 and under","Wales","All","All","Main scheme application","40","25","0.6","0"
"2023","Not declared","18","Northern Ireland","All","All","Main scheme application","160","105","0.677","0"
"2023","Not declared","18","England","All","All","Main scheme application","3190","2200","0.6900000000000001","0"
"2023","Not declared","18","Scotland","All","All","Main scheme application","185","150","0.81","0"
"2023","Not declared","18","Wales","All","All","Main scheme application","90","65","0.707","0"
"2023","Has not served in UK armed forces","18","Northern Ireland","All","All","Main scheme application","11700","7870","0.673","0"
"2023","Has not served in UK armed forces","18","England","All","All","Main scheme application","273155","192115","0.7030000000000001","0"
"2023","Has not served in UK armed forces","18","Scotland","All","All","Main scheme application","19125","15330","0.801","0"
"2023","Has not served in UK armed forces","18","Wales","All","All","Main scheme application","11900","9180","0.772","0"
"2023","Has served in UK armed forces","18","Northern Ireland","All","All","Main scheme application","5","0"," ","0"
"2023","Has served in UK armed forces","18","England","All","All","Main scheme application","75","40","0.539","0"
"2023","Has served in UK armed forces","18","Scotland","All","All","Main scheme application","10","5"," ","0"
"2023","Not declared","19","Northern Ireland","All","All","Main scheme application","40","25","0.684","0"
"2023","Not declared","19","England","All","All","Main scheme application","1340","890","0.663","0"
"2023","Not declared","19","Scotland","All","All","Main scheme application","65","55","0.8310000000000001","0"
"2023","Not declared","19","Wales","All","All","Main scheme application","40","30","0.8","0"
"2023","Has not served in UK armed forces","19","Northern Ireland","All","All","Main scheme application","2130","1410","0.661","0"
"2023","Has not served in UK armed forces","19","England","All","All","Main scheme application","69165","49590","0.717","0"
"2023","Has not served in UK armed forces","19","Scotland","All","All","Main scheme application","5780","4285","0.742","0"
"2023","Has not served in UK armed forces","19","Wales","All","All","Main scheme application","3120","2390","0.766","0"
"2023","Has served in UK armed forces","19","Northern Ireland","All","All","Main scheme application","5","5"," ","0"
"2023","Has served in UK armed forces","19","England","All","All","Main scheme application","75","55","0.711","0"
"2023","Has served in UK armed forces","19","Wales","All","All","Main scheme application","5","5"," ","0"
"2023","Not declared","20","Northern Ireland","All","All","Main scheme application","20","15","0.65","0"
"2023","Not declared","20","England","All","All","Main scheme application","550","330","0.602","0"
"2023","Not declared","20","Scotland","All","All","Main scheme application","45","35","0.75","0"
"2023","Not declared","20","Wales","All","All","Main scheme application","25","15","0.708","0"
"2023","Has not served in UK armed forces","20","Northern Ireland","All","All","Main scheme application","915","565","0.617","0"
"2023","Has not served in UK armed forces","20","England","All","All","Main scheme application","23145","15330","0.662","0"
"2023","Has not served in UK armed forces","20","Scotland","All","All","Main scheme application","2905","2025","0.6970000000000001","0"
"2023","Has not served in UK armed forces","20","Wales","All","All","Main scheme application","1175","825","0.7030000000000001","0"
"2023","Has served in UK armed forces","20","England","All","All","Main scheme application","55","35","0.623","0"
