"Year","Served in UK armed forces status","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2023","Has served in UK armed forces","18","All","Female","Main scheme applicant","Main scheme application","50","25","0.5630000000000001","0"
"2023","Not declared","19","All","Female","Main scheme applicant","Main scheme application","730","485","0.662","0"
"2023","Has not served in UK armed forces","19","All","Female","Main scheme applicant","Main scheme application","46100","33140","0.719","0"
"2023","Has served in UK armed forces","19","All","Female","Main scheme applicant","Main scheme application","30","25","0.742","0"
"2023","Not declared","20","All","Female","Main scheme applicant","Main scheme application","290","185","0.632","0"
"2023","Has not served in UK armed forces","20","All","Female","Main scheme applicant","Main scheme application","16090","10555","0.656","0"
"2023","Has served in UK armed forces","20","All","Female","Main scheme applicant","Main scheme application","15","10","0.647","0"
"2023","Not declared","21 - 24","All","Female","Main scheme applicant","Main scheme application","640","315","0.491","0"
"2023","Has not served in UK armed forces","21 - 24","All","Female","Main scheme applicant","Main scheme application","24375","13835","0.5680000000000001","0"
"2023","Has served in UK armed forces","21 - 24","All","Female","Main scheme applicant","Main scheme application","75","40","0.541","0"
"2023","Not declared","25 - 29","All","Female","Main scheme applicant","Main scheme application","405","220","0.545","0"
"2023","Has not served in UK armed forces","25 - 29","All","Female","Main scheme applicant","Main scheme application","11620","6515","0.561","0"
"2023","Has served in UK armed forces","25 - 29","All","Female","Main scheme applicant","Main scheme application","70","35","0.493","0"
"2023","Not declared","30 - 34","All","Female","Main scheme applicant","Main scheme application","355","200","0.562","0"
"2023","Has not served in UK armed forces","30 - 34","All","Female","Main scheme applicant","Main scheme application","7965","4625","0.58","0"
"2023","Has served in UK armed forces","30 - 34","All","Female","Main scheme applicant","Main scheme application","60","40","0.645","0"
"2023","Not declared","35 and over","All","Female","Main scheme applicant","Main scheme application","1055","655","0.622","0"
"2023","Has not served in UK armed forces","35 and over","All","Female","Main scheme applicant","Main scheme application","16650","9575","0.5750000000000001","0"
"2023","Has served in UK armed forces","35 and over","All","Female","Main scheme applicant","Main scheme application","170","100","0.607","0"
"2023","Not declared","17 and under","All","Male","Main scheme applicant","Main scheme application","30","15","0.484","0"
"2023","Has not served in UK armed forces","17 and under","All","Male","Main scheme applicant","Main scheme application","890","510","0.5720000000000001","0"
"2023","Not declared","18","All","Male","Main scheme applicant","Main scheme application","1920","1285","0.671","0"
"2023","Has not served in UK armed forces","18","All","Male","Main scheme applicant","Main scheme application","139290","97505","0.7000000000000001","0"
"2023","Has served in UK armed forces","18","All","Male","Main scheme applicant","Main scheme application","40","20","0.537","0"
"2023","Not declared","19","All","Male","Main scheme applicant","Main scheme application","755","520","0.687","0"
"2023","Has not served in UK armed forces","19","All","Male","Main scheme applicant","Main scheme application","34095","24535","0.72","0"
"2023","Has served in UK armed forces","19","All","Male","Main scheme applicant","Main scheme application","55","40","0.714","0"
"2023","Not declared","20","All","Male","Main scheme applicant","Main scheme application","345","210","0.605","0"
"2023","Has not served in UK armed forces","20","All","Male","Main scheme applicant","Main scheme application","12045","8190","0.68","0"
"2023","Has served in UK armed forces","20","All","Male","Main scheme applicant","Main scheme application","45","30","0.609","0"
"2023","Not declared","21 - 24","All","Male","Main scheme applicant","Main scheme application","585","315","0.539","0"
"2023","Has not served in UK armed forces","21 - 24","All","Male","Main scheme applicant","Main scheme application","15685","9710","0.619","0"
"2023","Has served in UK armed forces","21 - 24","All","Male","Main scheme applicant","Main scheme application","185","115","0.613","0"
"2023","Not declared","25 - 29","All","Male","Main scheme applicant","Main scheme application","345","175","0.506","0"
"2023","Has not served in UK armed forces","25 - 29","All","Male","Main scheme applicant","Main scheme application","5790","3325","0.5740000000000001","0"
"2023","Has served in UK armed forces","25 - 29","All","Male","Main scheme applicant","Main scheme application","180","110","0.622","0"
"2023","Not declared","30 - 34","All","Male","Main scheme applicant","Main scheme application","340","205","0.598","0"
"2023","Has not served in UK armed forces","30 - 34","All","Male","Main scheme applicant","Main scheme application","3000","1655","0.552","0"
"2023","Has served in UK armed forces","30 - 34","All","Male","Main scheme applicant","Main scheme application","140","80","0.5670000000000001","0"
"2023","Not declared","35 and over","All","Male","Main scheme applicant","Main scheme application","850","510","0.599","0"
"2023","Has not served in UK armed forces","35 and over","All","Male","Main scheme applicant","Main scheme application","6380","3345","0.524","0"
"2023","Has served in UK armed forces","35 and over","All","Male","Main scheme applicant","Main scheme application","300","170","0.5650000000000001","0"
"2023","All","17 and under","All","Female","Not main scheme applicant","Not main scheme application","275","250","0.902","25"
"2023","All","18","All","Female","Not main scheme applicant","Not main scheme application","2345","2180","0.931","150"
"2023","All","19","All","Female","Not main scheme applicant","Not main scheme application","4510","4165","0.924","245"
"2023","All","20","All","Female","Not main scheme applicant","Not main scheme application","3085","2815","0.912","205"
"2023","All","21 - 24","All","Female","Not main scheme applicant","Not main scheme application","6550","5890","0.899","475"
"2023","All","25 - 29","All","Female","Not main scheme applicant","Not main scheme application","4805","4385","0.913","260"
"2023","All","30 - 34","All","Female","Not main scheme applicant","Not main scheme application","4235","3865","0.912","190"
"2023","All","35 and over","All","Female","Not main scheme applicant","Not main scheme application","10170","9280","0.912","700"
"2023","All","17 and under","All","Male","Not main scheme applicant","Not main scheme application","230","220","0.9440000000000001","15"
"2023","All","18","All","Male","Not main scheme applicant","Not main scheme application","2640","2465","0.934","180"
"2023","All","19","All","Male","Not main scheme applicant","Not main scheme application","4615","4275","0.927","270"
"2023","All","20","All","Male","Not main scheme applicant","Not main scheme application","3330","3055","0.917","230"
"2023","All","21 - 24","All","Male","Not main scheme applicant","Not main scheme application","6860","6255","0.912","390"
"2023","All","25 - 29","All","Male","Not main scheme applicant","Not main scheme application","4480","4150","0.925","190"
"2023","All","30 - 34","All","Male","Not main scheme applicant","Not main scheme application","3790","3500","0.923","110"
"2023","All","35 and over","All","Male","Not main scheme applicant","Not main scheme application","8440","7810","0.925","310"
"2023","All","17 and under","All","Female","Main scheme applicant","Not main scheme application","120","85","0.6970000000000001","0"
"2023","All","18","All","Female","Main scheme applicant","Not main scheme application","24400","22285","0.913","0"
"2023","All","19","All","Female","Main scheme applicant","Not main scheme application","5545","4800","0.865","0"
"2023","All","20","All","Female","Main scheme applicant","Not main scheme application","1725","1415","0.8200000000000001","0"
"2023","All","21 - 24","All","Female","Main scheme applicant","Not main scheme application","2200","1505","0.684","0"
"2023","All","25 - 29","All","Female","Main scheme applicant","Not main scheme application","840","550","0.657","0"
"2023","All","30 - 34","All","Female","Main scheme applicant","Not main scheme application","600","385","0.644","0"
"2023","All","35 and over","All","Female","Main scheme applicant","Not main scheme application","1280","815","0.637","0"
"2023","All","17 and under","All","Male","Main scheme applicant","Not main scheme application","90","55","0.64","0"
"2023","All","18","All","Male","Main scheme applicant","Not main scheme application","19180","17735","0.925","0"
"2023","All","19","All","Male","Main scheme applicant","Not main scheme application","4105","3595","0.875","0"
"2023","All","20","All","Male","Main scheme applicant","Not main scheme application","1310","1080","0.8230000000000001","0"
"2023","All","21 - 24","All","Male","Main scheme applicant","Not main scheme application","1420","1100","0.776","0"
"2023","All","25 - 29","All","Male","Main scheme applicant","Not main scheme application","480","345","0.718","0"
"2023","All","30 - 34","All","Male","Main scheme applicant","Not main scheme application","235","130","0.562","0"
"2023","All","35 and over","All","Male","Main scheme applicant","Not main scheme application","595","355","0.592","0"
"2023","All","17 and under","All","Female","Main scheme applicant","Main scheme application","1220","725","0.594","0"
"2023","All","18","All","Female","Main scheme applicant","Main scheme application","178345","128250","0.719","0"
"2023","All","19","All","Female","Main scheme applicant","Main scheme application","46860","33650","0.718","0"
"2023","All","20","All","Female","Main scheme applicant","Main scheme application","16400","10750","0.655","0"
"2023","All","21 - 24","All","Female","Main scheme applicant","Main scheme application","25085","14190","0.5660000000000001","0"
"2023","All","25 - 29","All","Female","Main scheme applicant","Main scheme application","12095","6770","0.56","0"
"2023","All","30 - 34","All","Female","Main scheme applicant","Main scheme application","8385","4865","0.58","0"
"2023","All","35 and over","All","Female","Main scheme applicant","Main scheme application","17870","10335","0.578","0"
"2023","All","17 and under","All","Male","Main scheme applicant","Main scheme application","920","525","0.5690000000000001","0"
"2023","All","18","All","Male","Main scheme applicant","Main scheme application","141245","98815","0.7000000000000001","0"
"2023","All","19","All","Male","Main scheme applicant","Main scheme application","34905","25090","0.719","0"
"2023","All","20","All","Male","Main scheme applicant","Main scheme application","12435","8425","0.678","0"
"2023","All","21 - 24","All","Male","Main scheme applicant","Main scheme application","16455","10135","0.616","0"
"2023","All","25 - 29","All","Male","Main scheme applicant","Main scheme application","6315","3610","0.5720000000000001","0"
"2023","All","30 - 34","All","Male","Main scheme applicant","Main scheme application","3480","1940","0.557","0"
"2023","All","35 and over","All","Male","Main scheme applicant","Main scheme application","7530","4025","0.535","0"
"2023","Not declared","All","All","Female","Not main scheme applicant","Not main scheme application","25415","24015","0.9450000000000001","70"
"2023","Has not served in UK armed forces","All","All","Female","Not main scheme applicant","Not main scheme application","10530","8790","0.834","2175"
"2023","Has served in UK armed forces","All","All","Female","Not main scheme applicant","Not main scheme application","30","25","0.806","5"
"2023","Not declared","All","All","Male","Not main scheme applicant","Not main scheme application","24680","23315","0.9450000000000001","65"
"2023","Has not served in UK armed forces","All","All","Male","Not main scheme applicant","Not main scheme application","9625","8340","0.867","1605"
"2023","Has served in UK armed forces","All","All","Male","Not main scheme applicant","Not main scheme application","90","75","0.8130000000000001","25"
"2023","Not declared","All","All","Female","Main scheme applicant","Not main scheme application","500","410","0.8240000000000001","0"
"2023","Has not served in UK armed forces","All","All","Female","Main scheme applicant","Not main scheme application","36170","31400","0.868","0"
"2023","Has served in UK armed forces","All","All","Female","Main scheme applicant","Not main scheme application","40","30","0.789","0"
"2023","Not declared","All","All","Male","Main scheme applicant","Not main scheme application","490","425","0.862","0"
"2023","Has not served in UK armed forces","All","All","Male","Main scheme applicant","Not main scheme application","26850","23910","0.891","0"
"2023","Has served in UK armed forces","All","All","Male","Main scheme applicant","Not main scheme application","75","60","0.784","0"
"2023","Not declared","All","All","Female","Main scheme applicant","Main scheme application","5215","3310","0.635","0"
"2023","Has not served in UK armed forces","All","All","Female","Main scheme applicant","Main scheme application","300580","205945","0.685","0"
"2023","Has served in UK armed forces","All","All","Female","Main scheme applicant","Main scheme application","470","275","0.589","0"
"2023","Not declared","All","All","Male","Main scheme applicant","Main scheme application","5170","3235","0.625","0"
"2023","Has not served in UK armed forces","All","All","Male","Main scheme applicant","Main scheme application","217175","148770","0.685","0"
"2023","Has served in UK armed forces","All","All","Male","Main scheme applicant","Main scheme application","950","565","0.595","0"
"2023","All","All","All","Female","Not main scheme applicant","Not main scheme application","35975","32830","0.912","2250"
"2023","All","All","All","Male","Not main scheme applicant","Not main scheme application","34395","31730","0.923","1695"
"2023","All","All","All","Female","Main scheme applicant","Not main scheme application","36710","31840","0.867","0"
"2023","All","All","All","Male","Main scheme applicant","Not main scheme application","27415","24395","0.89","0"
"2023","All","All","All","Female","Main scheme applicant","Main scheme application","306265","209530","0.684","0"
"2023","All","All","All","Male","Main scheme applicant","Main scheme application","223295","152570","0.683","0"
"2023","Not declared","17 and under","England","All","Not main scheme applicant","Not main scheme application","140","130","0.9420000000000001","0"
"2023","Not declared","17 and under","Scotland","All","Not main scheme applicant","Not main scheme application","215","210","0.991","0"
"2023","Not declared","17 and under","Wales","All","Not main scheme applicant","Not main scheme application","10","10","0.909","0"
"2023","Has not served in UK armed forces","17 and under","Northern Ireland","All","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","Has not served in UK armed forces","17 and under","England","All","Not main scheme applicant","Not main scheme application","60","40","0.672","25"
"2023","Has not served in UK armed forces","17 and under","Scotland","All","Not main scheme applicant","Not main scheme application","80","70","0.91","10"
"2023","Has not served in UK armed forces","17 and under","Wales","All","Not main scheme applicant","Not main scheme application","5","0"," ","0"
"2023","Not declared","18","Northern Ireland","All","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","Not declared","18","England","All","Not main scheme applicant","Not main scheme application","2275","2170","0.9540000000000001","10"
"2023","Not declared","18","Scotland","All","Not main scheme applicant","Not main scheme application","365","360","0.989","0"
"2023","Not declared","18","Wales","All","Not main scheme applicant","Not main scheme application","90","90","0.967","0"
"2023","Has not served in UK armed forces","18","Northern Ireland","All","Not main scheme applicant","Not main scheme application","20","20","0.9470000000000001","5"
"2023","Has not served in UK armed forces","18","England","All","Not main scheme applicant","Not main scheme application","2035","1835","0.902","270"
"2023","Has not served in UK armed forces","18","Scotland","All","Not main scheme applicant","Not main scheme application","85","75","0.849","30"
"2023","Has not served in UK armed forces","18","Wales","All","Not main scheme applicant","Not main scheme application","100","95","0.921","15"
"2023","Has served in UK armed forces","18","England","All","Not main scheme applicant","Not main scheme application","5","0"," ","0"
"2023","Not declared","19","Northern Ireland","All","Not main scheme applicant","Not main scheme application","20","20","0.9550000000000001","0"
"2023","Not declared","19","England","All","Not main scheme applicant","Not main scheme application","3775","3585","0.9500000000000001","10"
"2023","Not declared","19","Scotland","All","Not main scheme applicant","Not main scheme application","280","275","0.989","0"
"2023","Not declared","19","Wales","All","Not main scheme applicant","Not main scheme application","150","140","0.934","0"
"2023","Has not served in UK armed forces","19","Northern Ireland","All","Not main scheme applicant","Not main scheme application","120","105","0.898","10"
"2023","Has not served in UK armed forces","19","England","All","Not main scheme applicant","Not main scheme application","4395","3975","0.904","425"
"2023","Has not served in UK armed forces","19","Scotland","All","Not main scheme applicant","Not main scheme application","180","150","0.839","50"
"2023","Has not served in UK armed forces","19","Wales","All","Not main scheme applicant","Not main scheme application","195","175","0.912","20"
"2023","Has served in UK armed forces","19","England","All","Not main scheme applicant","Not main scheme application","10","5"," ","0"
"2023","Not declared","20","Northern Ireland","All","Not main scheme applicant","Not main scheme application","10","10","0.909","0"
"2023","Not declared","20","England","All","Not main scheme applicant","Not main scheme application","2965","2790","0.9410000000000001","10"
"2023","Not declared","20","Scotland","All","Not main scheme applicant","Not main scheme application","195","190","0.974","0"
"2023","Not declared","20","Wales","All","Not main scheme applicant","Not main scheme application","135","130","0.985","0"
"2023","Has not served in UK armed forces","20","Northern Ireland","All","Not main scheme applicant","Not main scheme application","80","70","0.9","10"
"2023","Has not served in UK armed forces","20","England","All","Not main scheme applicant","Not main scheme application","2760","2435","0.882","350"
"2023","Has not served in UK armed forces","20","Scotland","All","Not main scheme applicant","Not main scheme application","150","130","0.853","35"
"2023","Has not served in UK armed forces","20","Wales","All","Not main scheme applicant","Not main scheme application","115","110","0.923","25"
"2023","Has served in UK armed forces","20","England","All","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","Not declared","21 - 24","Northern Ireland","All","Not main scheme applicant","Not main scheme application","10","10","0.917","0"
"2023","Not declared","21 - 24","England","All","Not main scheme applicant","Not main scheme application","8185","7670","0.937","30"
"2023","Not declared","21 - 24","Scotland","All","Not main scheme applicant","Not main scheme application","375","355","0.9520000000000001","5"
"2023","Not declared","21 - 24","Wales","All","Not main scheme applicant","Not main scheme application","200","190","0.965","0"
"2023","Has not served in UK armed forces","21 - 24","Northern Ireland","All","Not main scheme applicant","Not main scheme application","65","50","0.8","15"
"2023","Has not served in UK armed forces","21 - 24","England","All","Not main scheme applicant","Not main scheme application","3995","3380","0.845","680"
"2023","Has not served in UK armed forces","21 - 24","Scotland","All","Not main scheme applicant","Not main scheme application","330","275","0.8300000000000001","90"
"2023","Has not served in UK armed forces","21 - 24","Wales","All","Not main scheme applicant","Not main scheme application","225","195","0.859","45"
"2023","Has served in UK armed forces","21 - 24","England","All","Not main scheme applicant","Not main scheme application","15","15","0.9410000000000001","0"
"2023","Has served in UK armed forces","21 - 24","Wales","All","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","Not declared","25 - 29","Northern Ireland","All","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","Not declared","25 - 29","England","All","Not main scheme applicant","Not main scheme application","7255","6855","0.9450000000000001","15"
"2023","Not declared","25 - 29","Scotland","All","Not main scheme applicant","Not main scheme application","230","215","0.9390000000000001","0"
"2023","Not declared","25 - 29","Wales","All","Not main scheme applicant","Not main scheme application","125","120","0.9520000000000001","0"
"2023","Has not served in UK armed forces","25 - 29","Northern Ireland","All","Not main scheme applicant","Not main scheme application","25","15","0.6960000000000001","10"
"2023","Has not served in UK armed forces","25 - 29","England","All","Not main scheme applicant","Not main scheme application","1390","1110","0.799","340"
"2023","Has not served in UK armed forces","25 - 29","Scotland","All","Not main scheme applicant","Not main scheme application","145","120","0.8320000000000001","60"
"2023","Has not served in UK armed forces","25 - 29","Wales","All","Not main scheme applicant","Not main scheme application","100","75","0.77","25"
"2023","Has served in UK armed forces","25 - 29","England","All","Not main scheme applicant","Not main scheme application","10","10"," ","0"
"2023","Has served in UK armed forces","25 - 29","Scotland","All","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","Has served in UK armed forces","25 - 29","Wales","All","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","Not declared","30 - 34","Northern Ireland","All","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","Not declared","30 - 34","England","All","Not main scheme applicant","Not main scheme application","6670","6285","0.9420000000000001","10"
"2023","Not declared","30 - 34","Scotland","All","Not main scheme applicant","Not main scheme application","160","155","0.969","0"
"2023","Not declared","30 - 34","Wales","All","Not main scheme applicant","Not main scheme application","90","90","0.989","0"
"2023","Has not served in UK armed forces","30 - 34","Northern Ireland","All","Not main scheme applicant","Not main scheme application","5","5"," ","5"
"2023","Has not served in UK armed forces","30 - 34","England","All","Not main scheme applicant","Not main scheme application","925","710","0.764","235"
"2023","Has not served in UK armed forces","30 - 34","Scotland","All","Not main scheme applicant","Not main scheme application","110","75","0.664","25"
"2023","Has not served in UK armed forces","30 - 34","Wales","All","Not main scheme applicant","Not main scheme application","50","40","0.76","25"
"2023","Has served in UK armed forces","30 - 34","England","All","Not main scheme applicant","Not main scheme application","10","5"," ","5"
"2023","Not declared","35 and over","England","All","Not main scheme applicant","Not main scheme application","15605","14720","0.9440000000000001","40"
"2023","Not declared","35 and over","Scotland","All","Not main scheme applicant","Not main scheme application","365","350","0.964","5"
"2023","Not declared","35 and over","Wales","All","Not main scheme applicant","Not main scheme application","185","180","0.963","0"
"2023","Has not served in UK armed forces","35 and over","Northern Ireland","All","Not main scheme applicant","Not main scheme application","10","10"," ","10"
"2023","Has not served in UK armed forces","35 and over","England","All","Not main scheme applicant","Not main scheme application","2065","1540","0.747","805"
"2023","Has not served in UK armed forces","35 and over","Scotland","All","Not main scheme applicant","Not main scheme application","215","155","0.721","105"
"2023","Has not served in UK armed forces","35 and over","Wales","All","Not main scheme applicant","Not main scheme application","115","90","0.765","30"
"2023","Has served in UK armed forces","35 and over","England","All","Not main scheme applicant","Not main scheme application","40","30","0.718","15"
"2023","Has served in UK armed forces","35 and over","Scotland","All","Not main scheme applicant","Not main scheme application","10","5"," ","5"
"2023","Has served in UK armed forces","35 and over","Wales","All","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","Not declared","17 and under","England","All","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2023","Has not served in UK armed forces","17 and under","Northern Ireland","All","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2023","Has not served in UK armed forces","17 and under","England","All","Main scheme applicant","Not main scheme application","130","90","0.687","0"
"2023","Has not served in UK armed forces","17 and under","Scotland","All","Main scheme applicant","Not main scheme application","65","45","0.719","0"
"2023","Has not served in UK armed forces","17 and under","Wales","All","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2023","Not declared","18","Northern Ireland","All","Main scheme applicant","Not main scheme application","10","10","1","0"
"2023","Not declared","18","England","All","Main scheme applicant","Not main scheme application","470","435","0.926","0"
"2023","Not declared","18","Scotland","All","Main scheme applicant","Not main scheme application","15","10","0.857","0"
"2023","Not declared","18","Wales","All","Main scheme applicant","Not main scheme application","10","10","1","0"
"2023","Has not served in UK armed forces","18","Northern Ireland","All","Main scheme applicant","Not main scheme application","1025","850","0.8310000000000001","0"
"2023","Has not served in UK armed forces","18","England","All","Main scheme applicant","Not main scheme application","39875","36810","0.923","0"
"2023","Has not served in UK armed forces","18","Scotland","All","Main scheme applicant","Not main scheme application","1005","825","0.8220000000000001","0"
"2023","Has not served in UK armed forces","18","Wales","All","Main scheme applicant","Not main scheme application","1150","1045","0.91","0"
"2023","Has served in UK armed forces","18","England","All","Main scheme applicant","Not main scheme application","20","20","1","0"
"2023","Not declared","19","England","All","Main scheme applicant","Not main scheme application","170","145","0.855","0"
"2023","Not declared","19","Scotland","All","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2023","Has not served in UK armed forces","19","Northern Ireland","All","Main scheme applicant","Not main scheme application","245","200","0.809","0"
"2023","Has not served in UK armed forces","19","England","All","Main scheme applicant","Not main scheme application","8570","7505","0.876","0"
"2023","Has not served in UK armed forces","19","Scotland","All","Main scheme applicant","Not main scheme application","360","265","0.738","0"
"2023","Has not served in UK armed forces","19","Wales","All","Main scheme applicant","Not main scheme application","290","260","0.899","0"
"2023","Has served in UK armed forces","19","England","All","Main scheme applicant","Not main scheme application","10","10","1","0"
"2023","Not declared","20","Northern Ireland","All","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","Not declared","20","England","All","Main scheme applicant","Not main scheme application","55","45","0.8210000000000001","0"
"2023","Not declared","20","Scotland","All","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","Has not served in UK armed forces","20","Northern Ireland","All","Main scheme applicant","Not main scheme application","80","60","0.753","0"
"2023","Has not served in UK armed forces","20","England","All","Main scheme applicant","Not main scheme application","2600","2160","0.8310000000000001","0"
"2023","Has not served in UK armed forces","20","Scotland","All","Main scheme applicant","Not main scheme application","170","120","0.722","0"
"2023","Has not served in UK armed forces","20","Wales","All","Main scheme applicant","Not main scheme application","115","90","0.789","0"
"2023","Has served in UK armed forces","20","England","All","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","Not declared","21 - 24","England","All","Main scheme applicant","Not main scheme application","85","60","0.723","0"
"2023","Not declared","21 - 24","Scotland","All","Main scheme applicant","Not main scheme application","10","5"," ","0"
"2023","Not declared","21 - 24","Wales","All","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","Has not served in UK armed forces","21 - 24","Northern Ireland","All","Main scheme applicant","Not main scheme application","125","90","0.715","0"
"2023","Has not served in UK armed forces","21 - 24","England","All","Main scheme applicant","Not main scheme application","2905","2110","0.727","0"
"2023","Has not served in UK armed forces","21 - 24","Scotland","All","Main scheme applicant","Not main scheme application","345","225","0.646","0"
"2023","Has not served in UK armed forces","21 - 24","Wales","All","Main scheme applicant","Not main scheme application","130","105","0.786","0"
"2023","Has served in UK armed forces","21 - 24","England","All","Main scheme applicant","Not main scheme application","15","15","0.8130000000000001","0"
"2023","Has served in UK armed forces","21 - 24","Wales","All","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2023","Not declared","25 - 29","Northern Ireland","All","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","Not declared","25 - 29","England","All","Main scheme applicant","Not main scheme application","30","20","0.71","0"
"2023","Has not served in UK armed forces","25 - 29","Northern Ireland","All","Main scheme applicant","Not main scheme application","50","35","0.673","0"
"2023","Has not served in UK armed forces","25 - 29","England","All","Main scheme applicant","Not main scheme application","1000","670","0.671","0"
"2023","Has not served in UK armed forces","25 - 29","Scotland","All","Main scheme applicant","Not main scheme application","140","95","0.669","0"
"2023","Has not served in UK armed forces","25 - 29","Wales","All","Main scheme applicant","Not main scheme application","75","55","0.733","0"
"2023","Has served in UK armed forces","25 - 29","England","All","Main scheme applicant","Not main scheme application","10","10"," ","0"
"2023","Not declared","30 - 34","England","All","Main scheme applicant","Not main scheme application","25","20","0.741","0"
"2023","Has not served in UK armed forces","30 - 34","Northern Ireland","All","Main scheme applicant","Not main scheme application","30","25","0.774","0"
"2023","Has not served in UK armed forces","30 - 34","England","All","Main scheme applicant","Not main scheme application","635","380","0.598","0"
"2023","Has not served in UK armed forces","30 - 34","Scotland","All","Main scheme applicant","Not main scheme application","75","45","0.558","0"
"2023","Has not served in UK armed forces","30 - 34","Wales","All","Main scheme applicant","Not main scheme application","45","40","0.889","0"
"2023","Has served in UK armed forces","30 - 34","England","All","Main scheme applicant","Not main scheme application","15","5"," ","0"
"2023","Not declared","35 and over","England","All","Main scheme applicant","Not main scheme application","75","45","0.579","0"
"2023","Has not served in UK armed forces","35 and over","Northern Ireland","All","Main scheme applicant","Not main scheme application","45","40","0.872","0"
"2023","Has not served in UK armed forces","35 and over","England","All","Main scheme applicant","Not main scheme application","1535","940","0.613","0"
"2023","Has not served in UK armed forces","35 and over","Scotland","All","Main scheme applicant","Not main scheme application","140","80","0.583","0"
"2023","Has not served in UK armed forces","35 and over","Wales","All","Main scheme applicant","Not main scheme application","60","50","0.8","0"
"2023","Has served in UK armed forces","35 and over","England","All","Main scheme applicant","Not main scheme application","20","10","0.667","0"
"2023","Has served in UK armed forces","35 and over","Scotland","All","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2023","Not declared","17 and under","England","All","Main scheme applicant","Main scheme application","50","25","0.47100000000000003","0"
"2023","Not declared","17 and under","Scotland","All","Main scheme applicant","Main scheme application","10","10"," ","0"
"2023","Has not served in UK armed forces","17 and under","Northern Ireland","All","Main scheme applicant","Main scheme application","30","20","0.581","0"
"2023","Has not served in UK armed forces","17 and under","England","All","Main scheme applicant","Main scheme application","1060","600","0.5640000000000001","0"
"2023","Has not served in UK armed forces","17 and under","Scotland","All","Main scheme applicant","Main scheme application","945","575","0.61","0"
"2023","Has not served in UK armed forces","17 and under","Wales","All","Main scheme applicant","Main scheme application","40","25","0.6","0"
"2023","Not declared","18","Northern Ireland","All","Main scheme applicant","Main scheme application","160","105","0.677","0"
"2023","Not declared","18","England","All","Main scheme applicant","Main scheme application","3190","2200","0.6900000000000001","0"
"2023","Not declared","18","Scotland","All","Main scheme applicant","Main scheme application","185","150","0.81","0"
"2023","Not declared","18","Wales","All","Main scheme applicant","Main scheme application","90","65","0.707","0"
"2023","Has not served in UK armed forces","18","Northern Ireland","All","Main scheme applicant","Main scheme application","11700","7870","0.673","0"
"2023","Has not served in UK armed forces","18","England","All","Main scheme applicant","Main scheme application","273155","192115","0.7030000000000001","0"
"2023","Has not served in UK armed forces","18","Scotland","All","Main scheme applicant","Main scheme application","19125","15330","0.801","0"
"2023","Has not served in UK armed forces","18","Wales","All","Main scheme applicant","Main scheme application","11900","9180","0.772","0"
"2023","Has served in UK armed forces","18","Northern Ireland","All","Main scheme applicant","Main scheme application","5","0"," ","0"
"2023","Has served in UK armed forces","18","England","All","Main scheme applicant","Main scheme application","75","40","0.539","0"
"2023","Has served in UK armed forces","18","Scotland","All","Main scheme applicant","Main scheme application","10","5"," ","0"
"2023","Not declared","19","Northern Ireland","All","Main scheme applicant","Main scheme application","40","25","0.684","0"
"2023","Not declared","19","England","All","Main scheme applicant","Main scheme application","1340","890","0.663","0"
"2023","Not declared","19","Scotland","All","Main scheme applicant","Main scheme application","65","55","0.8310000000000001","0"
"2023","Not declared","19","Wales","All","Main scheme applicant","Main scheme application","40","30","0.8","0"
"2023","Has not served in UK armed forces","19","Northern Ireland","All","Main scheme applicant","Main scheme application","2130","1410","0.661","0"
"2023","Has not served in UK armed forces","19","England","All","Main scheme applicant","Main scheme application","69165","49590","0.717","0"
"2023","Has not served in UK armed forces","19","Scotland","All","Main scheme applicant","Main scheme application","5780","4285","0.742","0"
"2023","Has not served in UK armed forces","19","Wales","All","Main scheme applicant","Main scheme application","3120","2390","0.766","0"
"2023","Has served in UK armed forces","19","Northern Ireland","All","Main scheme applicant","Main scheme application","5","5"," ","0"
"2023","Has served in UK armed forces","19","England","All","Main scheme applicant","Main scheme application","75","55","0.711","0"
