"Year","Ethnic group","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate"
"2022","Asian","30 - 34","Scotland","All","Main scheme applicant","Main scheme application","5","0"," "
"2020","Asian","30 - 34","Wales","All","Main scheme applicant","Main scheme application","5","0"," "
"2019","Mixed","30 - 34","England","All","Main scheme applicant","Main scheme application","35","15","0.41200000000000003"
"2020","Mixed","30 - 34","England","All","Main scheme applicant","Main scheme application","30","15","0.484"
"2021","Mixed","30 - 34","England","All","Main scheme applicant","Main scheme application","45","15","0.298"
"2022","Mixed","30 - 34","England","All","Main scheme applicant","Main scheme application","45","20","0.435"
"2023","Mixed","30 - 34","England","All","Main scheme applicant","Main scheme application","40","15","0.425"
"2021","Mixed","30 - 34","Scotland","All","Main scheme applicant","Main scheme application","5","0"," "
"2020","Mixed","30 - 34","Wales","All","Main scheme applicant","Main scheme application","5","5"," "
"2021","Mixed","30 - 34","Wales","All","Main scheme applicant","Main scheme application","5","0"," "
"2022","Mixed","30 - 34","Wales","All","Main scheme applicant","Main scheme application","5","0"," "
"2019","Other","30 - 34","England","All","Main scheme applicant","Main scheme application","10","5"," "
"2020","Other","30 - 34","England","All","Main scheme applicant","Main scheme application","10","5"," "
"2021","Other","30 - 34","England","All","Main scheme applicant","Main scheme application","5","0"," "
"2022","Other","30 - 34","England","All","Main scheme applicant","Main scheme application","10","5"," "
"2023","Other","30 - 34","England","All","Main scheme applicant","Main scheme application","5","5"," "
"2019","Unknown or Prefer Not To Say","30 - 34","England","All","Main scheme applicant","Main scheme application","5","5"," "
"2020","Unknown or Prefer Not To Say","30 - 34","England","All","Main scheme applicant","Main scheme application","5","5"," "
"2021","Unknown or Prefer Not To Say","30 - 34","England","All","Main scheme applicant","Main scheme application","10","0"," "
"2022","Unknown or Prefer Not To Say","30 - 34","England","All","Main scheme applicant","Main scheme application","5","0"," "
"2023","Unknown or Prefer Not To Say","30 - 34","England","All","Main scheme applicant","Main scheme application","5","5"," "
"2019","White","35 and over","Northern Ireland","All","Main scheme applicant","Main scheme application","75","15","0.17300000000000001"
"2020","White","35 and over","Northern Ireland","All","Main scheme applicant","Main scheme application","40","10","0.275"
"2021","White","35 and over","Northern Ireland","All","Main scheme applicant","Main scheme application","65","10","0.17200000000000001"
"2022","White","35 and over","Northern Ireland","All","Main scheme applicant","Main scheme application","70","15","0.191"
"2023","White","35 and over","Northern Ireland","All","Main scheme applicant","Main scheme application","50","5"," "
"2019","White","35 and over","England","All","Main scheme applicant","Main scheme application","520","245","0.47100000000000003"
"2020","White","35 and over","England","All","Main scheme applicant","Main scheme application","670","315","0.47500000000000003"
"2021","White","35 and over","England","All","Main scheme applicant","Main scheme application","895","380","0.421"
"2022","White","35 and over","England","All","Main scheme applicant","Main scheme application","795","340","0.427"
"2023","White","35 and over","England","All","Main scheme applicant","Main scheme application","660","325","0.495"
"2019","White","35 and over","Scotland","All","Main scheme applicant","Main scheme application","130","25","0.20500000000000002"
"2020","White","35 and over","Scotland","All","Main scheme applicant","Main scheme application","145","35","0.23800000000000002"
"2021","White","35 and over","Scotland","All","Main scheme applicant","Main scheme application","210","25","0.108"
"2022","White","35 and over","Scotland","All","Main scheme applicant","Main scheme application","175","40","0.224"
"2023","White","35 and over","Scotland","All","Main scheme applicant","Main scheme application","125","40","0.333"
"2019","White","35 and over","Wales","All","Main scheme applicant","Main scheme application","60","20","0.306"
"2020","White","35 and over","Wales","All","Main scheme applicant","Main scheme application","60","20","0.306"
"2021","White","35 and over","Wales","All","Main scheme applicant","Main scheme application","75","20","0.293"
"2022","White","35 and over","Wales","All","Main scheme applicant","Main scheme application","60","25","0.435"
"2023","White","35 and over","Wales","All","Main scheme applicant","Main scheme application","60","30","0.5"
"2023","Black","35 and over","Northern Ireland","All","Main scheme applicant","Main scheme application","5","0"," "
"2019","Black","35 and over","England","All","Main scheme applicant","Main scheme application","190","35","0.196"
"2020","Black","35 and over","England","All","Main scheme applicant","Main scheme application","220","55","0.255"
"2021","Black","35 and over","England","All","Main scheme applicant","Main scheme application","245","45","0.193"
"2022","Black","35 and over","England","All","Main scheme applicant","Main scheme application","210","45","0.215"
"2023","Black","35 and over","England","All","Main scheme applicant","Main scheme application","230","60","0.267"
"2019","Black","35 and over","Scotland","All","Main scheme applicant","Main scheme application","5","0"," "
"2020","Black","35 and over","Scotland","All","Main scheme applicant","Main scheme application","5","0"," "
"2021","Black","35 and over","Scotland","All","Main scheme applicant","Main scheme application","5","0"," "
"2022","Black","35 and over","Scotland","All","Main scheme applicant","Main scheme application","5","0"," "
"2023","Black","35 and over","Scotland","All","Main scheme applicant","Main scheme application","5","0"," "
"2022","Black","35 and over","Wales","All","Main scheme applicant","Main scheme application","5","0"," "
"2019","Asian","35 and over","England","All","Main scheme applicant","Main scheme application","35","10"," "
"2020","Asian","35 and over","England","All","Main scheme applicant","Main scheme application","25","10"," "
"2021","Asian","35 and over","England","All","Main scheme applicant","Main scheme application","45","15","0.362"
"2022","Asian","35 and over","England","All","Main scheme applicant","Main scheme application","50","15","0.308"
"2023","Asian","35 and over","England","All","Main scheme applicant","Main scheme application","50","20","0.388"
"2019","Asian","35 and over","Scotland","All","Main scheme applicant","Main scheme application","5","0"," "
"2021","Asian","35 and over","Scotland","All","Main scheme applicant","Main scheme application","5","0"," "
"2023","Asian","35 and over","Scotland","All","Main scheme applicant","Main scheme application","5","0"," "
"2020","Asian","35 and over","Wales","All","Main scheme applicant","Main scheme application","5","0"," "
"2019","Mixed","35 and over","England","All","Main scheme applicant","Main scheme application","20","10","0.55"
"2020","Mixed","35 and over","England","All","Main scheme applicant","Main scheme application","25","15","0.5650000000000001"
"2021","Mixed","35 and over","England","All","Main scheme applicant","Main scheme application","35","10","0.27"
"2022","Mixed","35 and over","England","All","Main scheme applicant","Main scheme application","30","10","0.323"
"2023","Mixed","35 and over","England","All","Main scheme applicant","Main scheme application","30","15","0.46900000000000003"
"2022","Mixed","35 and over","Scotland","All","Main scheme applicant","Main scheme application","5","0"," "
"2023","Mixed","35 and over","Scotland","All","Main scheme applicant","Main scheme application","5","0"," "
"2021","Mixed","35 and over","Wales","All","Main scheme applicant","Main scheme application","5","0"," "
"2019","Other","35 and over","England","All","Main scheme applicant","Main scheme application","10","5"," "
"2020","Other","35 and over","England","All","Main scheme applicant","Main scheme application","10","5"," "
"2021","Other","35 and over","England","All","Main scheme applicant","Main scheme application","10","0"," "
"2022","Other","35 and over","England","All","Main scheme applicant","Main scheme application","15","5"," "
"2023","Other","35 and over","England","All","Main scheme applicant","Main scheme application","10","0"," "
"2019","Unknown or Prefer Not To Say","35 and over","England","All","Main scheme applicant","Main scheme application","10","5"," "
"2020","Unknown or Prefer Not To Say","35 and over","England","All","Main scheme applicant","Main scheme application","15","5"," "
"2021","Unknown or Prefer Not To Say","35 and over","England","All","Main scheme applicant","Main scheme application","10","0"," "
"2022","Unknown or Prefer Not To Say","35 and over","England","All","Main scheme applicant","Main scheme application","5","0"," "
"2023","Unknown or Prefer Not To Say","35 and over","England","All","Main scheme applicant","Main scheme application","5","5"," "
"2019","All","18","England","All","Not main scheme applicant","Not main scheme application","5","5"," "
"2020","All","18","England","All","Not main scheme applicant","Not main scheme application","5","5"," "
"2023","All","18","England","All","Not main scheme applicant","Not main scheme application","10","5"," "
"2019","All","19","England","All","Not main scheme applicant","Not main scheme application","10","10"," "
"2020","All","19","England","All","Not main scheme applicant","Not main scheme application","5","5"," "
"2021","All","19","England","All","Not main scheme applicant","Not main scheme application","5","5"," "
"2022","All","19","England","All","Not main scheme applicant","Not main scheme application","10","10"," "
"2023","All","19","England","All","Not main scheme applicant","Not main scheme application","25","25","0.852"
"2019","All","20","England","All","Not main scheme applicant","Not main scheme application","10","10"," "
"2020","All","20","England","All","Not main scheme applicant","Not main scheme application","10","5"," "
"2021","All","20","England","All","Not main scheme applicant","Not main scheme application","5","5"," "
"2022","All","20","England","All","Not main scheme applicant","Not main scheme application","10","10"," "
"2023","All","20","England","All","Not main scheme applicant","Not main scheme application","30","25","0.9"
"2019","All","21 - 24","England","All","Not main scheme applicant","Not main scheme application","35","30","0.8240000000000001"
"2020","All","21 - 24","England","All","Not main scheme applicant","Not main scheme application","35","25","0.743"
"2021","All","21 - 24","England","All","Not main scheme applicant","Not main scheme application","15","15","0.765"
"2022","All","21 - 24","England","All","Not main scheme applicant","Not main scheme application","25","20","0.792"
"2023","All","21 - 24","England","All","Not main scheme applicant","Not main scheme application","60","50","0.774"
"2020","All","21 - 24","Scotland","All","Not main scheme applicant","Not main scheme application","5","0"," "
"2019","All","25 - 29","England","All","Not main scheme applicant","Not main scheme application","25","25","0.885"
"2020","All","25 - 29","England","All","Not main scheme applicant","Not main scheme application","35","25","0.639"
"2021","All","25 - 29","England","All","Not main scheme applicant","Not main scheme application","15","15","0.8130000000000001"
"2022","All","25 - 29","England","All","Not main scheme applicant","Not main scheme application","25","15","0.6960000000000001"
"2023","All","25 - 29","England","All","Not main scheme applicant","Not main scheme application","55","45","0.811"
"2019","All","30 - 34","England","All","Not main scheme applicant","Not main scheme application","20","15","0.773"
"2020","All","30 - 34","England","All","Not main scheme applicant","Not main scheme application","15","15","0.9380000000000001"
"2021","All","30 - 34","England","All","Not main scheme applicant","Not main scheme application","5","5"," "
"2022","All","30 - 34","England","All","Not main scheme applicant","Not main scheme application","25","20","0.75"
"2023","All","30 - 34","England","All","Not main scheme applicant","Not main scheme application","40","30","0.769"
"2022","All","30 - 34","Scotland","All","Not main scheme applicant","Not main scheme application","5","0"," "
"2023","All","30 - 34","Scotland","All","Not main scheme applicant","Not main scheme application","5","0"," "
"2019","All","35 and over","England","All","Not main scheme applicant","Not main scheme application","20","15","0.75"
"2020","All","35 and over","England","All","Not main scheme applicant","Not main scheme application","25","20","0.84"
"2021","All","35 and over","England","All","Not main scheme applicant","Not main scheme application","15","10"," "
"2022","All","35 and over","England","All","Not main scheme applicant","Not main scheme application","25","15","0.538"
"2023","All","35 and over","England","All","Not main scheme applicant","Not main scheme application","60","45","0.729"
"2022","All","17 and under","Scotland","All","Main scheme applicant","Not main scheme application","5","0"," "
"2019","All","18","Northern Ireland","All","Main scheme applicant","Not main scheme application","5","5"," "
"2020","All","18","Northern Ireland","All","Main scheme applicant","Not main scheme application","5","5"," "
"2021","All","18","Northern Ireland","All","Main scheme applicant","Not main scheme application","5","0"," "
"2022","All","18","Northern Ireland","All","Main scheme applicant","Not main scheme application","5","0"," "
"2023","All","18","Northern Ireland","All","Main scheme applicant","Not main scheme application","5","5"," "
"2019","All","18","England","All","Main scheme applicant","Not main scheme application","115","80","0.6930000000000001"
"2020","All","18","England","All","Main scheme applicant","Not main scheme application","100","85","0.851"
"2021","All","18","England","All","Main scheme applicant","Not main scheme application","90","40","0.455"
"2022","All","18","England","All","Main scheme applicant","Not main scheme application","190","110","0.579"
"2023","All","18","England","All","Main scheme applicant","Not main scheme application","165","135","0.8230000000000001"
"2019","All","18","Scotland","All","Main scheme applicant","Not main scheme application","10","5"," "
"2020","All","18","Scotland","All","Main scheme applicant","Not main scheme application","10","10"," "
"2021","All","18","Scotland","All","Main scheme applicant","Not main scheme application","10","0"," "
"2022","All","18","Scotland","All","Main scheme applicant","Not main scheme application","5","0"," "
"2019","All","18","Wales","All","Main scheme applicant","Not main scheme application","5","5"," "
"2020","All","18","Wales","All","Main scheme applicant","Not main scheme application","10","5"," "
"2021","All","18","Wales","All","Main scheme applicant","Not main scheme application","5","5"," "
"2022","All","18","Wales","All","Main scheme applicant","Not main scheme application","15","10","0.786"
"2023","All","18","Wales","All","Main scheme applicant","Not main scheme application","10","10"," "
"2019","All","19","Northern Ireland","All","Main scheme applicant","Not main scheme application","5","5"," "
"2023","All","19","Northern Ireland","All","Main scheme applicant","Not main scheme application","5","5"," "
"2019","All","19","England","All","Main scheme applicant","Not main scheme application","45","30","0.674"
"2020","All","19","England","All","Main scheme applicant","Not main scheme application","35","20","0.5760000000000001"
"2021","All","19","England","All","Main scheme applicant","Not main scheme application","40","15","0.325"
"2022","All","19","England","All","Main scheme applicant","Not main scheme application","50","25","0.542"
"2023","All","19","England","All","Main scheme applicant","Not main scheme application","65","45","0.667"
"2019","All","19","Scotland","All","Main scheme applicant","Not main scheme application","5","5"," "
"2021","All","19","Scotland","All","Main scheme applicant","Not main scheme application","5","0"," "
"2022","All","19","Scotland","All","Main scheme applicant","Not main scheme application","5","0"," "
"2019","All","19","Wales","All","Main scheme applicant","Not main scheme application","5","0"," "
"2021","All","19","Wales","All","Main scheme applicant","Not main scheme application","5","5"," "
"2022","All","19","Wales","All","Main scheme applicant","Not main scheme application","5","0"," "
"2022","All","20","Northern Ireland","All","Main scheme applicant","Not main scheme application","5","0"," "
"2019","All","20","England","All","Main scheme applicant","Not main scheme application","25","15","0.538"
"2020","All","20","England","All","Main scheme applicant","Not main scheme application","25","15","0.609"
"2021","All","20","England","All","Main scheme applicant","Not main scheme application","25","5"," "
"2022","All","20","England","All","Main scheme applicant","Not main scheme application","20","10"," "
"2023","All","20","England","All","Main scheme applicant","Not main scheme application","35","20","0.595"
"2019","All","20","Scotland","All","Main scheme applicant","Not main scheme application","5","0"," "
"2021","All","20","Scotland","All","Main scheme applicant","Not main scheme application","5","0"," "
"2022","All","20","Wales","All","Main scheme applicant","Not main scheme application","5","0"," "
"2019","All","21 - 24","Northern Ireland","All","Main scheme applicant","Not main scheme application","5","0"," "
"2019","All","21 - 24","England","All","Main scheme applicant","Not main scheme application","65","30","0.46900000000000003"
"2020","All","21 - 24","England","All","Main scheme applicant","Not main scheme application","35","20","0.543"
"2021","All","21 - 24","England","All","Main scheme applicant","Not main scheme application","50","25","0.47100000000000003"
"2022","All","21 - 24","England","All","Main scheme applicant","Not main scheme application","60","20","0.339"
"2023","All","21 - 24","England","All","Main scheme applicant","Not main scheme application","45","20","0.5"
"2019","All","21 - 24","Scotland","All","Main scheme applicant","Not main scheme application","10","5"," "
"2020","All","21 - 24","Scotland","All","Main scheme applicant","Not main scheme application","5","0"," "
"2021","All","21 - 24","Scotland","All","Main scheme applicant","Not main scheme application","5","0"," "
"2022","All","21 - 24","Scotland","All","Main scheme applicant","Not main scheme application","5","5"," "
"2023","All","21 - 24","Scotland","All","Main scheme applicant","Not main scheme application","5","0"," "
"2019","All","21 - 24","Wales","All","Main scheme applicant","Not main scheme application","5","5"," "
"2020","All","21 - 24","Wales","All","Main scheme applicant","Not main scheme application","5","5"," "
"2021","All","21 - 24","Wales","All","Main scheme applicant","Not main scheme application","5","5"," "
"2022","All","21 - 24","Wales","All","Main scheme applicant","Not main scheme application","5","5"," "
"2023","All","21 - 24","Wales","All","Main scheme applicant","Not main scheme application","10","5"," "
"2019","All","25 - 29","Northern Ireland","All","Main scheme applicant","Not main scheme application","5","5"," "
"2021","All","25 - 29","Northern Ireland","All","Main scheme applicant","Not main scheme application","5","5"," "
"2019","All","25 - 29","England","All","Main scheme applicant","Not main scheme application","55","35","0.589"
"2020","All","25 - 29","England","All","Main scheme applicant","Not main scheme application","35","20","0.636"
"2021","All","25 - 29","England","All","Main scheme applicant","Not main scheme application","35","15","0.424"
"2022","All","25 - 29","England","All","Main scheme applicant","Not main scheme application","50","25","0.47100000000000003"
"2023","All","25 - 29","England","All","Main scheme applicant","Not main scheme application","40","25","0.658"
"2019","All","25 - 29","Scotland","All","Main scheme applicant","Not main scheme application","5","0"," "
"2020","All","25 - 29","Scotland","All","Main scheme applicant","Not main scheme application","10","5"," "
"2021","All","25 - 29","Scotland","All","Main scheme applicant","Not main scheme application","10","0"," "
"2022","All","25 - 29","Scotland","All","Main scheme applicant","Not main scheme application","5","0"," "
"2023","All","25 - 29","Scotland","All","Main scheme applicant","Not main scheme application","5","0"," "
"2019","All","25 - 29","Wales","All","Main scheme applicant","Not main scheme application","5","5"," "
"2021","All","25 - 29","Wales","All","Main scheme applicant","Not main scheme application","5","5"," "
"2022","All","25 - 29","Wales","All","Main scheme applicant","Not main scheme application","5","5"," "
"2023","All","25 - 29","Wales","All","Main scheme applicant","Not main scheme application","5","5"," "
"2019","All","30 - 34","Northern Ireland","All","Main scheme applicant","Not main scheme application","5","5"," "
"2020","All","30 - 34","Northern Ireland","All","Main scheme applicant","Not main scheme application","5","0"," "
"2019","All","30 - 34","England","All","Main scheme applicant","Not main scheme application","35","20","0.606"
"2020","All","30 - 34","England","All","Main scheme applicant","Not main scheme application","15","5"," "
"2021","All","30 - 34","England","All","Main scheme applicant","Not main scheme application","30","15","0.438"
"2022","All","30 - 34","England","All","Main scheme applicant","Not main scheme application","30","15","0.406"
"2023","All","30 - 34","England","All","Main scheme applicant","Not main scheme application","25","15","0.654"
"2020","All","30 - 34","Scotland","All","Main scheme applicant","Not main scheme application","5","0"," "
"2022","All","30 - 34","Scotland","All","Main scheme applicant","Not main scheme application","5","5"," "
"2019","All","30 - 34","Wales","All","Main scheme applicant","Not main scheme application","5","5"," "
"2020","All","30 - 34","Wales","All","Main scheme applicant","Not main scheme application","5","5"," "
"2021","All","30 - 34","Wales","All","Main scheme applicant","Not main scheme application","5","5"," "
"2022","All","30 - 34","Wales","All","Main scheme applicant","Not main scheme application","5","0"," "
"2023","All","30 - 34","Wales","All","Main scheme applicant","Not main scheme application","10","10"," "
"2019","All","35 and over","Northern Ireland","All","Main scheme applicant","Not main scheme application","5","0"," "
"2019","All","35 and over","England","All","Main scheme applicant","Not main scheme application","30","20","0.5630000000000001"
"2020","All","35 and over","England","All","Main scheme applicant","Not main scheme application","30","20","0.6"
"2021","All","35 and over","England","All","Main scheme applicant","Not main scheme application","25","10","0.385"
"2022","All","35 and over","England","All","Main scheme applicant","Not main scheme application","35","15","0.47200000000000003"
"2023","All","35 and over","England","All","Main scheme applicant","Not main scheme application","50","30","0.612"
"2020","All","35 and over","Scotland","All","Main scheme applicant","Not main scheme application","5","5"," "
"2021","All","35 and over","Scotland","All","Main scheme applicant","Not main scheme application","5","5"," "
"2022","All","35 and over","Scotland","All","Main scheme applicant","Not main scheme application","5","0"," "
"2020","All","35 and over","Wales","All","Main scheme applicant","Not main scheme application","5","5"," "
"2021","All","35 and over","Wales","All","Main scheme applicant","Not main scheme application","5","0"," "
"2022","All","35 and over","Wales","All","Main scheme applicant","Not main scheme application","5","5"," "
"2021","All","17 and under","Northern Ireland","All","Main scheme applicant","Main scheme application","5","0"," "
"2020","All","17 and under","England","All","Main scheme applicant","Main scheme application","5","0"," "
"2021","All","17 and under","England","All","Main scheme applicant","Main scheme application","5","0"," "
"2022","All","17 and under","England","All","Main scheme applicant","Main scheme application","5","0"," "
"2023","All","17 and under","England","All","Main scheme applicant","Main scheme application","5","0"," "
"2019","All","17 and under","Scotland","All","Main scheme applicant","Main scheme application","10","0"," "
"2020","All","17 and under","Scotland","All","Main scheme applicant","Main scheme application","20","0"," "
"2021","All","17 and under","Scotland","All","Main scheme applicant","Main scheme application","15","5"," "
"2022","All","17 and under","Scotland","All","Main scheme applicant","Main scheme application","20","0"," "
"2023","All","17 and under","Scotland","All","Main scheme applicant","Main scheme application","10","5"," "
"2019","All","18","Northern Ireland","All","Main scheme applicant","Main scheme application","175","20","0.114"
"2020","All","18","Northern Ireland","All","Main scheme applicant","Main scheme application","195","35","0.17300000000000001"
"2021","All","18","Northern Ireland","All","Main scheme applicant","Main scheme application","265","30","0.112"
"2022","All","18","Northern Ireland","All","Main scheme applicant","Main scheme application","300","45","0.14200000000000002"
"2023","All","18","Northern Ireland","All","Main scheme applicant","Main scheme application","265","30","0.117"
"2019","All","18","England","All","Main scheme applicant","Main scheme application","2125","705","0.332"
"2020","All","18","England","All","Main scheme applicant","Main scheme application","2355","925","0.393"
"2021","All","18","England","All","Main scheme applicant","Main scheme application","2885","930","0.322"
"2022","All","18","England","All","Main scheme applicant","Main scheme application","3000","880","0.293"
"2023","All","18","England","All","Main scheme applicant","Main scheme application","2540","995","0.391"
"2019","All","18","Scotland","All","Main scheme applicant","Main scheme application","305","65","0.20800000000000002"
"2020","All","18","Scotland","All","Main scheme applicant","Main scheme application","245","65","0.273"
"2021","All","18","Scotland","All","Main scheme applicant","Main scheme application","350","55","0.16"
"2022","All","18","Scotland","All","Main scheme applicant","Main scheme application","295","60","0.209"
"2023","All","18","Scotland","All","Main scheme applicant","Main scheme application","195","55","0.272"
"2019","All","18","Wales","All","Main scheme applicant","Main scheme application","105","20","0.202"
"2020","All","18","Wales","All","Main scheme applicant","Main scheme application","125","35","0.28300000000000003"
"2021","All","18","Wales","All","Main scheme applicant","Main scheme application","195","50","0.254"
"2022","All","18","Wales","All","Main scheme applicant","Main scheme application","170","45","0.278"
"2023","All","18","Wales","All","Main scheme applicant","Main scheme application","125","40","0.304"
"2019","All","19","Northern Ireland","All","Main scheme applicant","Main scheme application","70","10","0.159"
"2020","All","19","Northern Ireland","All","Main scheme applicant","Main scheme application","70","10"," "
"2021","All","19","Northern Ireland","All","Main scheme applicant","Main scheme application","85","5"," "
"2022","All","19","Northern Ireland","All","Main scheme applicant","Main scheme application","85","15","0.153"
"2023","All","19","Northern Ireland","All","Main scheme applicant","Main scheme application","75","5"," "
"2019","All","19","England","All","Main scheme applicant","Main scheme application","890","325","0.367"
"2020","All","19","England","All","Main scheme applicant","Main scheme application","885","315","0.357"
"2021","All","19","England","All","Main scheme applicant","Main scheme application","1080","315","0.293"
"2022","All","19","England","All","Main scheme applicant","Main scheme application","1035","245","0.23900000000000002"
"2023","All","19","England","All","Main scheme applicant","Main scheme application","840","275","0.329"
"2019","All","19","Scotland","All","Main scheme applicant","Main scheme application","95","25","0.277"
"2020","All","19","Scotland","All","Main scheme applicant","Main scheme application","85","25","0.321"
"2021","All","19","Scotland","All","Main scheme applicant","Main scheme application","115","15","0.124"
"2022","All","19","Scotland","All","Main scheme applicant","Main scheme application","100","20","0.2"
"2023","All","19","Scotland","All","Main scheme applicant","Main scheme application","100","30","0.327"
"2019","All","19","Wales","All","Main scheme applicant","Main scheme application","60","15","0.226"
"2020","All","19","Wales","All","Main scheme applicant","Main scheme application","60","15","0.276"
"2021","All","19","Wales","All","Main scheme applicant","Main scheme application","90","15","0.14400000000000002"
"2022","All","19","Wales","All","Main scheme applicant","Main scheme application","60","15","0.28300000000000003"
"2023","All","19","Wales","All","Main scheme applicant","Main scheme application","40","5"," "
"2019","All","20","Northern Ireland","All","Main scheme applicant","Main scheme application","35","0"," "
"2020","All","20","Northern Ireland","All","Main scheme applicant","Main scheme application","25","0"," "
"2021","All","20","Northern Ireland","All","Main scheme applicant","Main scheme application","30","0"," "
"2022","All","20","Northern Ireland","All","Main scheme applicant","Main scheme application","40","0"," "
"2023","All","20","Northern Ireland","All","Main scheme applicant","Main scheme application","35","5"," "
"2019","All","20","England","All","Main scheme applicant","Main scheme application","505","170","0.336"
"2020","All","20","England","All","Main scheme applicant","Main scheme application","525","195","0.373"
"2021","All","20","England","All","Main scheme applicant","Main scheme application","600","160","0.266"
"2022","All","20","England","All","Main scheme applicant","Main scheme application","600","145","0.246"
"2023","All","20","England","All","Main scheme applicant","Main scheme application","505","175","0.34500000000000003"
"2019","All","20","Scotland","All","Main scheme applicant","Main scheme application","50","10","0.216"
"2020","All","20","Scotland","All","Main scheme applicant","Main scheme application","65","10","0.19"
"2021","All","20","Scotland","All","Main scheme applicant","Main scheme application","65","10","0.149"
"2022","All","20","Scotland","All","Main scheme applicant","Main scheme application","70","15","0.23500000000000001"
"2023","All","20","Scotland","All","Main scheme applicant","Main scheme application","45","5"," "
"2019","All","20","Wales","All","Main scheme applicant","Main scheme application","30","5"," "
"2020","All","20","Wales","All","Main scheme applicant","Main scheme application","30","5"," "
"2021","All","20","Wales","All","Main scheme applicant","Main scheme application","45","10"," "
"2022","All","20","Wales","All","Main scheme applicant","Main scheme application","40","10"," "
"2023","All","20","Wales","All","Main scheme applicant","Main scheme application","35","10"," "
"2019","All","21 - 24","Northern Ireland","All","Main scheme applicant","Main scheme application","65","5"," "
"2020","All","21 - 24","Northern Ireland","All","Main scheme applicant","Main scheme application","70","15","0.232"
"2021","All","21 - 24","Northern Ireland","All","Main scheme applicant","Main scheme application","105","15","0.14300000000000002"
"2022","All","21 - 24","Northern Ireland","All","Main scheme applicant","Main scheme application","70","5"," "
"2023","All","21 - 24","Northern Ireland","All","Main scheme applicant","Main scheme application","65","5"," "
"2019","All","21 - 24","England","All","Main scheme applicant","Main scheme application","1195","460","0.386"
"2020","All","21 - 24","England","All","Main scheme applicant","Main scheme application","1235","535","0.432"
"2021","All","21 - 24","England","All","Main scheme applicant","Main scheme application","1525","510","0.334"
"2022","All","21 - 24","England","All","Main scheme applicant","Main scheme application","1285","380","0.295"
"2023","All","21 - 24","England","All","Main scheme applicant","Main scheme application","935","335","0.355"
"2019","All","21 - 24","Scotland","All","Main scheme applicant","Main scheme application","150","35","0.24"
"2020","All","21 - 24","Scotland","All","Main scheme applicant","Main scheme application","200","45","0.226"
"2021","All","21 - 24","Scotland","All","Main scheme applicant","Main scheme application","205","35","0.18"
"2022","All","21 - 24","Scotland","All","Main scheme applicant","Main scheme application","200","45","0.216"
"2023","All","21 - 24","Scotland","All","Main scheme applicant","Main scheme application","130","40","0.295"
"2019","All","21 - 24","Wales","All","Main scheme applicant","Main scheme application","135","40","0.308"
"2020","All","21 - 24","Wales","All","Main scheme applicant","Main scheme application","110","30","0.279"
"2021","All","21 - 24","Wales","All","Main scheme applicant","Main scheme application","135","25","0.203"
"2022","All","21 - 24","Wales","All","Main scheme applicant","Main scheme application","80","25","0.293"
"2023","All","21 - 24","Wales","All","Main scheme applicant","Main scheme application","75","25","0.35100000000000003"
"2019","All","25 - 29","Northern Ireland","All","Main scheme applicant","Main scheme application","80","15","0.167"
"2020","All","25 - 29","Northern Ireland","All","Main scheme applicant","Main scheme application","70","15","0.214"
"2021","All","25 - 29","Northern Ireland","All","Main scheme applicant","Main scheme application","90","15","0.157"
"2022","All","25 - 29","Northern Ireland","All","Main scheme applicant","Main scheme application","60","10","0.2"
"2023","All","25 - 29","Northern Ireland","All","Main scheme applicant","Main scheme application","45","5"," "
"2019","All","25 - 29","England","All","Main scheme applicant","Main scheme application","1110","465","0.418"
"2020","All","25 - 29","England","All","Main scheme applicant","Main scheme application","1135","555","0.489"
"2021","All","25 - 29","England","All","Main scheme applicant","Main scheme application","1525","590","0.386"
"2022","All","25 - 29","England","All","Main scheme applicant","Main scheme application","1255","500","0.4"
"2023","All","25 - 29","England","All","Main scheme applicant","Main scheme application","885","370","0.418"
"2019","All","25 - 29","Scotland","All","Main scheme applicant","Main scheme application","160","45","0.272"
"2020","All","25 - 29","Scotland","All","Main scheme applicant","Main scheme application","205","50","0.234"
"2021","All","25 - 29","Scotland","All","Main scheme applicant","Main scheme application","270","50","0.191"
"2022","All","25 - 29","Scotland","All","Main scheme applicant","Main scheme application","190","40","0.20700000000000002"
"2023","All","25 - 29","Scotland","All","Main scheme applicant","Main scheme application","125","35","0.28800000000000003"
"2019","All","25 - 29","Wales","All","Main scheme applicant","Main scheme application","110","25","0.232"
"2020","All","25 - 29","Wales","All","Main scheme applicant","Main scheme application","110","40","0.376"
"2021","All","25 - 29","Wales","All","Main scheme applicant","Main scheme application","155","40","0.25"
"2022","All","25 - 29","Wales","All","Main scheme applicant","Main scheme application","105","30","0.295"
"2023","All","25 - 29","Wales","All","Main scheme applicant","Main scheme application","90","35","0.393"
"2019","All","30 - 34","Northern Ireland","All","Main scheme applicant","Main scheme application","50","5"," "
"2020","All","30 - 34","Northern Ireland","All","Main scheme applicant","Main scheme application","50","10"," "
"2021","All","30 - 34","Northern Ireland","All","Main scheme applicant","Main scheme application","70","20","0.261"
"2022","All","30 - 34","Northern Ireland","All","Main scheme applicant","Main scheme application","65","15","0.219"
