"Year","Domicile UK International","Domicile","Domicile named country","Age group","Gender","Main scheme applications","Main scheme offers","Main scheme offer rate"
"2020","International","EU (excluding UK)","Portugal","All","Male","5","0"," "
"2021","International","EU (excluding UK)","Portugal","All","Male","15","0"," "
"2019","International","EU (excluding UK)","Romania","All","Male","10","0"," "
"2020","International","EU (excluding UK)","Romania","All","Male","5","0"," "
"2022","International","EU (excluding UK)","Romania","All","Male","5","0"," "
"2019","International","EU (excluding UK)","Spain","All","Male","10","0"," "
"2020","International","EU (excluding UK)","Spain","All","Male","10","5"," "
"2021","International","EU (excluding UK)","Spain","All","Male","5","0"," "
"2022","International","EU (excluding UK)","Spain","All","Male","5","0"," "
"2020","International","EU (excluding UK)","Sweden","All","Male","5","0"," "
"2021","International","EU (excluding UK)","Sweden","All","Male","5","0"," "
"2023","International","EU (excluding UK)","Sweden","All","Male","5","0"," "
"2022","International","EU (excluding UK)","Estonia","All","Male","5","0"," "
"2019","International","EU (excluding UK)","Lithuania","All","Male","5","0"," "
"2020","International","EU (excluding UK)","Lithuania","All","Male","5","0"," "
"2023","International","EU (excluding UK)","Cyprus (European Union)","All","Male","5","0"," "
"2019","International","Not EU","Alderney","All","Male","5","0"," "
"2019","International","Not EU","Jersey","All","Male","10","5"," "
"2019","International","Not EU","Isle of Man","All","Male","5","0"," "
"2020","International","Not EU","Isle of Man","All","Male","5","5"," "
"2021","International","Not EU","Isle of Man","All","Male","5","0"," "
"2019","International","Not EU","Australia","All","Male","5","0"," "
"2022","International","Not EU","Bahrain","All","Male","5","0"," "
"2019","International","Not EU","Bermuda","All","Male","5","0"," "
"2022","International","Not EU","Botswana","All","Male","5","0"," "
"2022","International","Not EU","Brunei Darussalam","All","Male","5","0"," "
"2023","International","Not EU","Burma (Myanmar)","All","Male","5","5"," "
"2019","International","Not EU","Cameroon","All","Male","10","0"," "
"2020","International","Not EU","Cameroon","All","Male","5","0"," "
"2021","International","Not EU","Cameroon","All","Male","20","0"," "
"2023","International","Not EU","Cameroon","All","Male","15","0"," "
"2021","International","Not EU","Canada","All","Male","10","0"," "
"2022","International","Not EU","Canada","All","Male","15","0"," "
"2023","International","Not EU","Canada","All","Male","5","0"," "
"2020","International","Not EU","Sri Lanka","All","Male","5","0"," "
"2022","International","Not EU","Sri Lanka","All","Male","10","5"," "
"2023","International","Not EU","Sri Lanka","All","Male","15","0"," "
"2019","International","Not EU","China","All","Male","5","0"," "
"2020","International","Not EU","China","All","Male","5","0"," "
"2021","International","Not EU","China","All","Male","5","0"," "
"2022","International","Not EU","China","All","Male","15","5"," "
"2023","International","Not EU","China","All","Male","10","5"," "
"2022","International","Not EU","Congo","All","Male","5","0"," "
"2019","International","Not EU","Taiwan","All","Male","5","0"," "
"2020","International","Not EU","Gambia","All","Male","5","0"," "
"2022","International","Not EU","Gambia","All","Male","5","0"," "
"2023","International","Not EU","Gambia","All","Male","5","0"," "
"2019","International","Not EU","Ghana","All","Male","35","0"," "
"2020","International","Not EU","Ghana","All","Male","30","5"," "
"2021","International","Not EU","Ghana","All","Male","65","5"," "
"2022","International","Not EU","Ghana","All","Male","105","5"," "
"2023","International","Not EU","Ghana","All","Male","175","25","0.137"
"2019","International","Not EU","Hong Kong","All","Male","20","5"," "
"2020","International","Not EU","Hong Kong","All","Male","30","10","0.4"
"2021","International","Not EU","Hong Kong","All","Male","80","25","0.28800000000000003"
"2022","International","Not EU","Hong Kong","All","Male","65","15","0.215"
"2023","International","Not EU","Hong Kong","All","Male","40","15","0.375"
"2022","International","Not EU","Iceland","All","Male","5","0"," "
"2019","International","Not EU","India","All","Male","35","5"," "
"2020","International","Not EU","India","All","Male","120","35","0.28300000000000003"
"2021","International","Not EU","India","All","Male","255","40","0.157"
"2022","International","Not EU","India","All","Male","610","95","0.157"
"2023","International","Not EU","India","All","Male","555","105","0.193"
"2020","International","Not EU","Indonesia","All","Male","5","0"," "
"2021","International","Not EU","Iran, Islamic Republic of","All","Male","5","0"," "
"2022","International","Not EU","Iran, Islamic Republic of","All","Male","5","0"," "
"2023","International","Not EU","Iran, Islamic Republic of","All","Male","5","0"," "
"2021","International","Not EU","Israel","All","Male","5","0"," "
"2022","International","Not EU","Jamaica","All","Male","5","0"," "
"2022","International","Not EU","Japan","All","Male","5","0"," "
"2023","International","Not EU","Japan","All","Male","5","0"," "
"2019","International","Not EU","Kenya","All","Male","15","0"," "
"2020","International","Not EU","Kenya","All","Male","15","5"," "
"2021","International","Not EU","Kenya","All","Male","20","0"," "
"2022","International","Not EU","Kenya","All","Male","45","10"," "
"2023","International","Not EU","Kenya","All","Male","35","5"," "
"2019","International","Not EU","Korea, Republic of","All","Male","5","0"," "
"2021","International","Not EU","Korea, Republic of","All","Male","5","0"," "
"2022","International","Not EU","Korea, Republic of","All","Male","5","0"," "
"2023","International","Not EU","Korea, Republic of","All","Male","5","0"," "
"2023","International","Not EU","Kuwait","All","Male","5","0"," "
"2022","International","Not EU","Lao PDR","All","Male","5","0"," "
"2021","International","Not EU","Lebanon","All","Male","5","0"," "
"2022","International","Not EU","Liberia","All","Male","5","0"," "
"2023","International","Not EU","Liberia","All","Male","5","0"," "
"2022","International","Not EU","Libya","All","Male","5","0"," "
"2020","International","Not EU","Macao","All","Male","5","5"," "
"2023","International","Not EU","Macao","All","Male","5","0"," "
"2019","International","Not EU","Malawi","All","Male","15","5"," "
"2023","International","Not EU","Malawi","All","Male","5","0"," "
"2022","International","Not EU","Malaysia","All","Male","5","0"," "
"2023","International","Not EU","Malaysia","All","Male","10","5"," "
"2019","International","Not EU","Mauritius","All","Male","10","0"," "
"2020","International","Not EU","Mauritius","All","Male","10","0"," "
"2021","International","Not EU","Mauritius","All","Male","5","0"," "
"2023","International","Not EU","Mauritius","All","Male","10","0"," "
"2019","International","Not EU","Oman","All","Male","5","0"," "
"2020","International","Not EU","Oman","All","Male","5","0"," "
"2023","International","Not EU","Oman","All","Male","5","5"," "
"2019","International","Not EU","Nepal","All","Male","5","0"," "
"2023","International","Not EU","Nepal","All","Male","10","5"," "
"2019","International","Not EU","Nigeria","All","Male","175","30","0.183"
"2020","International","Not EU","Nigeria","All","Male","375","70","0.181"
"2021","International","Not EU","Nigeria","All","Male","675","95","0.138"
"2022","International","Not EU","Nigeria","All","Male","1340","170","0.126"
"2023","International","Not EU","Nigeria","All","Male","1250","175","0.138"
"2019","International","Not EU","Norway","All","Male","15","0"," "
"2020","International","Not EU","Norway","All","Male","20","5"," "
"2021","International","Not EU","Norway","All","Male","5","0"," "
"2022","International","Not EU","Norway","All","Male","10","0"," "
"2020","International","Not EU","Pakistan","All","Male","5","0"," "
"2021","International","Not EU","Pakistan","All","Male","25","0"," "
"2022","International","Not EU","Pakistan","All","Male","15","0"," "
"2023","International","Not EU","Pakistan","All","Male","45","0"," "
"2019","International","Not EU","Philippines","All","Male","10","0"," "
"2021","International","Not EU","Philippines","All","Male","10","0"," "
"2022","International","Not EU","Philippines","All","Male","10","0"," "
"2023","International","Not EU","Philippines","All","Male","10","5"," "
"2019","International","Not EU","Zimbabwe","All","Male","95","10"," "
"2020","International","Not EU","Zimbabwe","All","Male","130","20","0.138"
"2021","International","Not EU","Zimbabwe","All","Male","180","20","0.122"
"2022","International","Not EU","Zimbabwe","All","Male","195","10","0.062"
"2023","International","Not EU","Zimbabwe","All","Male","135","15","0.111"
"2020","International","Not EU","Rwanda","All","Male","5","0"," "
"2023","International","Not EU","St. Kitts-Nevis","All","Male","5","0"," "
"2019","International","Not EU","Saudi Arabia","All","Male","15","0"," "
"2020","International","Not EU","Saudi Arabia","All","Male","20","5"," "
"2021","International","Not EU","Saudi Arabia","All","Male","50","15","0.26"
"2022","International","Not EU","Saudi Arabia","All","Male","120","5"," "
"2023","International","Not EU","Saudi Arabia","All","Male","55","5"," "
"2020","International","Not EU","Seychelles","All","Male","5","0"," "
"2020","International","Not EU","Sierra Leone","All","Male","5","0"," "
"2022","International","Not EU","Sierra Leone","All","Male","10","0"," "
"2023","International","Not EU","Sierra Leone","All","Male","15","0"," "
"2020","International","Not EU","Singapore","All","Male","5","0"," "
"2022","International","Not EU","Singapore","All","Male","5","0"," "
"2023","International","Not EU","Singapore","All","Male","5","0"," "
"2019","International","Not EU","South Africa","All","Male","5","0"," "
"2020","International","Not EU","South Africa","All","Male","15","5"," "
"2021","International","Not EU","South Africa","All","Male","5","0"," "
"2022","International","Not EU","South Africa","All","Male","45","5"," "
"2023","International","Not EU","South Africa","All","Male","35","5"," "
"2021","International","Not EU","Sudan","All","Male","5","0"," "
"2021","International","Not EU","Tanzania, United Republic of","All","Male","5","0"," "
"2023","International","Not EU","Tanzania, United Republic of","All","Male","5","0"," "
"2020","International","Not EU","Thailand","All","Male","5","0"," "
"2021","International","Not EU","Thailand","All","Male","5","0"," "
"2022","International","Not EU","Thailand","All","Male","5","0"," "
"2023","International","Not EU","Thailand","All","Male","5","0"," "
"2020","International","Not EU","Trinidad and Tobago","All","Male","5","0"," "
"2023","International","Not EU","Trinidad and Tobago","All","Male","5","0"," "
"2020","International","Not EU","United Arab Emirates","All","Male","5","0"," "
"2022","International","Not EU","United Arab Emirates","All","Male","20","5"," "
"2023","International","Not EU","United Arab Emirates","All","Male","30","10"," "
"2021","International","Not EU","Turkey","All","Male","5","0"," "
"2022","International","Not EU","Turkey","All","Male","10","0"," "
"2023","International","Not EU","Turkey","All","Male","5","0"," "
"2019","International","Not EU","Uganda","All","Male","15","0"," "
"2020","International","Not EU","Uganda","All","Male","10","5"," "
"2021","International","Not EU","Uganda","All","Male","10","0"," "
"2022","International","Not EU","Uganda","All","Male","35","0"," "
"2023","International","Not EU","Uganda","All","Male","35","5"," "
"2022","International","Not EU","Egypt","All","Male","5","0"," "
"2023","International","Not EU","Egypt","All","Male","10","0"," "
"2019","International","Not EU","United States of America","All","Male","25","10"," "
"2020","International","Not EU","United States of America","All","Male","30","5"," "
"2021","International","Not EU","United States of America","All","Male","35","5"," "
"2022","International","Not EU","United States of America","All","Male","40","0"," "
"2023","International","Not EU","United States of America","All","Male","25","0"," "
"2020","International","Not EU","Vietnam [Viet Nam]","All","Male","5","0"," "
"2019","International","Not EU","British Virgin Islands","All","Male","5","0"," "
"2019","International","Not EU","Zambia","All","Male","5","0"," "
"2021","International","Not EU","Zambia","All","Male","5","0"," "
"2022","International","Not EU","Zambia","All","Male","10","0"," "
"2023","International","Not EU","Zambia","All","Male","10","0"," "
"2019","International","Not EU","Not Known","All","Male","5","5"," "
"2020","International","Not EU","Not Known","All","Male","15","0"," "
"2021","International","Not EU","Not Known","All","Male","5","0"," "
"2022","International","Not EU","Not Known","All","Male","5","0"," "
"2022","International","Not EU","Bangladesh","All","Male","5","0"," "
"2023","International","Not EU","Bangladesh","All","Male","10","0"," "
"2022","International","Not EU","Cayman Islands","All","Male","5","5"," "
"2020","International","Not EU","British Antarctic Territory","All","Male","5","5"," "
"2022","International","Not EU","Ukraine","All","Male","5","0"," "
"2019","International","Not EU","Eritrea","All","Male","5","0"," "
"2021","International","Not EU","Eritrea","All","Male","10","0"," "
"2021","International","Not EU","Cyprus (Non-European Union)","All","Male","5","0"," "
"2019","UK","Northern Ireland","All","All","Female","7410","2210","0.299"
"2020","UK","Northern Ireland","All","All","Female","6995","2750","0.393"
"2021","UK","Northern Ireland","All","All","Female","8370","2865","0.342"
"2022","UK","Northern Ireland","All","All","Female","7270","2565","0.353"
"2023","UK","Northern Ireland","All","All","Female","5625","2175","0.386"
"2019","UK","England","All","All","Female","84075","34900","0.41500000000000004"
"2020","UK","England","All","All","Female","97125","43930","0.452"
"2021","UK","England","All","All","Female","119400","52665","0.441"
"2022","UK","England","All","All","Female","110850","44645","0.403"
"2023","UK","England","All","All","Female","90485","38700","0.428"
"2019","UK","Scotland","All","All","Female","14460","5855","0.405"
"2020","UK","Scotland","All","All","Female","15625","6335","0.406"
"2021","UK","Scotland","All","All","Female","18350","7135","0.389"
"2022","UK","Scotland","All","All","Female","16530","6800","0.41100000000000003"
"2023","UK","Scotland","All","All","Female","12855","6355","0.494"
"2019","UK","Wales","All","All","Female","6640","2815","0.424"
"2020","UK","Wales","All","All","Female","6925","2935","0.424"
"2021","UK","Wales","All","All","Female","7690","3245","0.422"
"2022","UK","Wales","All","All","Female","6560","2740","0.417"
"2023","UK","Wales","All","All","Female","4595","2105","0.458"
"2019","International","Not EU","All","All","Female","2185","515","0.23500000000000001"
"2020","International","Not EU","All","All","Female","3295","800","0.242"
"2021","International","Not EU","All","All","Female","5585","980","0.176"
"2022","International","Not EU","All","All","Female","8910","1345","0.151"
"2023","International","Not EU","All","All","Female","8595","1415","0.165"
"2019","International","EU (excluding UK)","All","All","Female","3550","1000","0.28200000000000003"
"2020","International","EU (excluding UK)","All","All","Female","3645","1125","0.309"
"2021","International","EU (excluding UK)","All","All","Female","3820","1075","0.281"
"2022","International","EU (excluding UK)","All","All","Female","2855","735","0.258"
"2023","International","EU (excluding UK)","All","All","Female","2340","850","0.363"
"2019","UK","Northern Ireland","All","All","Male","610","175","0.289"
"2020","UK","Northern Ireland","All","All","Male","545","190","0.34700000000000003"
"2021","UK","Northern Ireland","All","All","Male","700","195","0.276"
"2022","UK","Northern Ireland","All","All","Male","605","170","0.28300000000000003"
"2023","UK","Northern Ireland","All","All","Male","495","170","0.34500000000000003"
"2019","UK","England","All","All","Male","10480","3690","0.352"
"2020","UK","England","All","All","Male","13200","4825","0.366"
"2021","UK","England","All","All","Male","15840","5290","0.334"
"2022","UK","England","All","All","Male","16610","5110","0.308"
"2023","UK","England","All","All","Male","14960","4890","0.327"
"2019","UK","Scotland","All","All","Male","1485","565","0.38"
"2020","UK","Scotland","All","All","Male","1720","625","0.363"
"2021","UK","Scotland","All","All","Male","1935","685","0.353"
"2022","UK","Scotland","All","All","Male","1655","650","0.394"
"2023","UK","Scotland","All","All","Male","1365","635","0.465"
"2019","UK","Wales","All","All","Male","585","205","0.354"
"2020","UK","Wales","All","All","Male","735","260","0.356"
"2021","UK","Wales","All","All","Male","725","290","0.399"
"2022","UK","Wales","All","All","Male","720","260","0.364"
"2023","UK","Wales","All","All","Male","590","230","0.393"
"2019","International","Not EU","All","All","Male","565","90","0.163"
"2020","International","Not EU","All","All","Male","910","195","0.213"
"2021","International","Not EU","All","All","Male","1520","220","0.145"
"2022","International","Not EU","All","All","Male","2820","355","0.126"
"2023","International","Not EU","All","All","Male","2640","395","0.15"
"2019","International","EU (excluding UK)","All","All","Male","310","95","0.3"
"2020","International","EU (excluding UK)","All","All","Male","330","110","0.327"
"2021","International","EU (excluding UK)","All","All","Male","360","85","0.233"
"2022","International","EU (excluding UK)","All","All","Male","295","50","0.17300000000000001"
"2023","International","EU (excluding UK)","All","All","Male","175","45","0.263"
"2019","UK","All","All","All","Female","112585","45785","0.40700000000000003"
"2020","UK","All","All","All","Female","126670","55955","0.442"
"2021","UK","All","All","All","Female","153815","65910","0.429"
"2022","UK","All","All","All","Female","141210","56750","0.402"
"2023","UK","All","All","All","Female","113560","49330","0.434"
"2019","International","All","All","All","Female","5735","1515","0.264"
"2020","International","All","All","All","Female","6935","1925","0.277"
"2021","International","All","All","All","Female","9405","2055","0.218"
"2022","International","All","All","All","Female","11765","2080","0.177"
"2023","International","All","All","All","Female","10935","2265","0.20700000000000002"
"2019","UK","All","All","All","Male","13160","4640","0.353"
"2020","UK","All","All","All","Male","16200","5900","0.364"
"2021","UK","All","All","All","Male","19195","6455","0.336"
"2022","UK","All","All","All","Male","19590","6195","0.316"
"2023","UK","All","All","All","Male","17415","5925","0.34"
"2019","International","All","All","All","Male","875","185","0.211"
"2020","International","All","All","All","Male","1245","300","0.243"
"2021","International","All","All","All","Male","1880","305","0.162"
"2022","International","All","All","All","Male","3115","405","0.13"
"2023","International","All","All","All","Male","2815","445","0.157"
"2019","All","All","All","All","Female","118320","47300","0.4"
"2020","All","All","All","All","Female","133605","57880","0.433"
"2021","All","All","All","All","Female","163220","67965","0.41600000000000004"
"2022","All","All","All","All","Female","152975","58830","0.385"
"2023","All","All","All","All","Female","124500","51600","0.41400000000000003"
"2019","All","All","All","All","Male","14035","4825","0.34400000000000003"
"2020","All","All","All","All","Male","17440","6205","0.356"
"2021","All","All","All","All","Male","21075","6760","0.321"
"2022","All","All","All","All","Male","22700","6605","0.291"
"2023","All","All","All","All","Male","20230","6370","0.315"
"2019","UK","England","England","17 and under","All","40","15","0.35000000000000003"
"2020","UK","England","England","17 and under","All","35","15","0.4"
"2021","UK","England","England","17 and under","All","55","10"," "
"2022","UK","England","England","17 and under","All","85","15","0.2"
"2023","UK","England","England","17 and under","All","105","20","0.19"
"2019","UK","Northern Ireland","Northern Ireland","17 and under","All","15","5"," "
"2020","UK","Northern Ireland","Northern Ireland","17 and under","All","5","0"," "
"2021","UK","Northern Ireland","Northern Ireland","17 and under","All","10","0"," "
"2022","UK","Northern Ireland","Northern Ireland","17 and under","All","10","5"," "
"2019","UK","Scotland","Scotland","17 and under","All","145","60","0.41400000000000003"
"2020","UK","Scotland","Scotland","17 and under","All","165","60","0.364"
"2021","UK","Scotland","Scotland","17 and under","All","225","65","0.28400000000000003"
"2022","UK","Scotland","Scotland","17 and under","All","230","105","0.452"
"2023","UK","Scotland","Scotland","17 and under","All","155","80","0.529"
"2023","UK","Wales","Wales","17 and under","All","5","0"," "
"2022","International","EU (excluding UK)","Belgium","17 and under","All","5","0"," "
"2019","International","EU (excluding UK)","France","17 and under","All","5","5"," "
"2020","International","EU (excluding UK)","France","17 and under","All","5","0"," "
"2022","International","EU (excluding UK)","France","17 and under","All","5","0"," "
"2023","International","EU (excluding UK)","France","17 and under","All","5","5"," "
"2021","International","EU (excluding UK)","Greece","17 and under","All","5","0"," "
"2022","International","EU (excluding UK)","Greece","17 and under","All","5","0"," "
"2019","International","EU (excluding UK)","Ireland","17 and under","All","170","35","0.212"
"2020","International","EU (excluding UK)","Ireland","17 and under","All","140","40","0.3"
"2021","International","EU (excluding UK)","Ireland","17 and under","All","175","30","0.183"
"2022","International","EU (excluding UK)","Ireland","17 and under","All","160","35","0.20600000000000002"
"2023","International","EU (excluding UK)","Ireland","17 and under","All","125","45","0.36"
"2020","International","EU (excluding UK)","Portugal","17 and under","All","5","0"," "
"2019","International","EU (excluding UK)","Romania","17 and under","All","5","0"," "
"2019","International","EU (excluding UK)","Spain","17 and under","All","15","5"," "
"2020","International","EU (excluding UK)","Spain","17 and under","All","10","5"," "
"2021","International","EU (excluding UK)","Spain","17 and under","All","10","5"," "
"2022","International","EU (excluding UK)","Spain","17 and under","All","10","5"," "
"2019","International","EU (excluding UK)","Canary Islands","17 and under","All","5","0"," "
"2019","International","Not EU","Bahamas","17 and under","All","5","0"," "
"2022","International","Not EU","Bahrain","17 and under","All","5","0"," "
"2020","International","Not EU","Bermuda","17 and under","All","5","5"," "
"2021","International","Not EU","Bermuda","17 and under","All","5","0"," "
"2022","International","Not EU","Bermuda","17 and under","All","5","5"," "
"2023","International","Not EU","Bermuda","17 and under","All","5","0"," "
"2022","International","Not EU","Cameroon","17 and under","All","5","0"," "
"2021","International","Not EU","Canada","17 and under","All","10","5"," "
"2022","International","Not EU","China","17 and under","All","5","0"," "
"2023","International","Not EU","Ghana","17 and under","All","5","0"," "
"2019","International","Not EU","Hong Kong","17 and under","All","10","0"," "
"2020","International","Not EU","Hong Kong","17 and under","All","20","5"," "
"2021","International","Not EU","Hong Kong","17 and under","All","35","10"," "
"2022","International","Not EU","Hong Kong","17 and under","All","50","15","0.28"
"2023","International","Not EU","Hong Kong","17 and under","All","5","0"," "
"2019","International","Not EU","India","17 and under","All","10","5"," "
"2020","International","Not EU","India","17 and under","All","5","5"," "
"2021","International","Not EU","India","17 and under","All","15","0"," "
"2022","International","Not EU","India","17 and under","All","35","0"," "
"2023","International","Not EU","India","17 and under","All","50","5"," "
"2020","International","Not EU","Kenya","17 and under","All","5","0"," "
"2022","International","Not EU","Kuwait","17 and under","All","5","0"," "
"2023","International","Not EU","Macao","17 and under","All","5","0"," "
"2019","International","Not EU","Malawi","17 and under","All","5","0"," "
"2023","International","Not EU","Malaysia","17 and under","All","5","0"," "
"2020","International","Not EU","Oman","17 and under","All","5","0"," "
"2023","International","Not EU","Nepal","17 and under","All","5","5"," "
"2019","International","Not EU","Nigeria","17 and under","All","30","5"," "
"2020","International","Not EU","Nigeria","17 and under","All","85","10","0.11800000000000001"
"2021","International","Not EU","Nigeria","17 and under","All","100","10","0.11"
"2022","International","Not EU","Nigeria","17 and under","All","300","30","0.10300000000000001"
"2023","International","Not EU","Nigeria","17 and under","All","335","30","0.093"
"2023","International","Not EU","Pakistan","17 and under","All","5","0"," "
"2019","International","Not EU","Qatar","17 and under","All","5","0"," "
"2020","International","Not EU","Zimbabwe","17 and under","All","5","0"," "
"2021","International","Not EU","Zimbabwe","17 and under","All","5","0"," "
"2022","International","Not EU","Zimbabwe","17 and under","All","5","0"," "
"2023","International","Not EU","South Africa","17 and under","All","5","0"," "
"2021","International","Not EU","United Arab Emirates","17 and under","All","10","0"," "
"2023","International","Not EU","United Arab Emirates","17 and under","All","5","0"," "
"2019","International","Not EU","United States of America","17 and under","All","5","0"," "
"2020","International","Not EU","United States of America","17 and under","All","5","5"," "
"2021","International","Not EU","United States of America","17 and under","All","30","10","0.367"
"2022","International","Not EU","United States of America","17 and under","All","20","0"," "
"2023","International","Not EU","United States of America","17 and under","All","10","0"," "
"2021","International","Not EU","British Virgin Islands","17 and under","All","5","5"," "
"2019","International","Not EU","Cayman Islands","17 and under","All","5","0"," "
"2023","International","Not EU","Cayman Islands","17 and under","All","5","0"," "
"2019","UK","England","England","18","All","25565","12325","0.482"
"2020","UK","England","England","18","All","27680","14230","0.514"
"2021","UK","England","England","18","All","35930","18375","0.511"
"2022","UK","England","England","18","All","36905","17215","0.466"
"2023","UK","England","England","18","All","29395","15325","0.521"
"2019","UK","Northern Ireland","Northern Ireland","18","All","3250","935","0.28700000000000003"
"2020","UK","Northern Ireland","Northern Ireland","18","All","3245","1165","0.36"
"2021","UK","Northern Ireland","Northern Ireland","18","All","4025","1485","0.368"
"2022","UK","Northern Ireland","Northern Ireland","18","All","3785","1340","0.354"
"2023","UK","Northern Ireland","Northern Ireland","18","All","2960","1165","0.394"
"2019","UK","Scotland","Scotland","18","All","4180","1885","0.451"
"2020","UK","Scotland","Scotland","18","All","3880","1745","0.45"
"2021","UK","Scotland","Scotland","18","All","4730","1985","0.42"
"2022","UK","Scotland","Scotland","18","All","4520","1950","0.432"
"2023","UK","Scotland","Scotland","18","All","3335","1860","0.558"
"2019","UK","Wales","Wales","18","All","1950","795","0.40900000000000003"
"2020","UK","Wales","Wales","18","All","2200","905","0.41200000000000003"
"2021","UK","Wales","Wales","18","All","2530","1055","0.417"
"2022","UK","Wales","Wales","18","All","2455","1005","0.40900000000000003"
"2023","UK","Wales","Wales","18","All","1750","880","0.502"
"2019","International","EU (excluding UK)","Belgium","18","All","10","5"," "
"2020","International","EU (excluding UK)","Belgium","18","All","5","5"," "
"2021","International","EU (excluding UK)","Belgium","18","All","10","5"," "
"2022","International","EU (excluding UK)","Belgium","18","All","5","0"," "
"2023","International","EU (excluding UK)","Belgium","18","All","10","10","1"
"2019","International","EU (excluding UK)","France","18","All","20","15","0.7000000000000001"
"2020","International","EU (excluding UK)","France","18","All","5","5"," "
"2021","International","EU (excluding UK)","France","18","All","25","10","0.48"
"2022","International","EU (excluding UK)","France","18","All","20","10","0.55"
"2023","International","EU (excluding UK)","France","18","All","10","5"," "
"2019","International","EU (excluding UK)","Germany","18","All","10","5"," "
"2023","International","EU (excluding UK)","Germany","18","All","5","0"," "
"2019","International","EU (excluding UK)","Greece","18","All","20","5"," "
"2021","International","EU (excluding UK)","Greece","18","All","5","0"," "
"2023","International","EU (excluding UK)","Greece","18","All","5","0"," "
"2019","International","EU (excluding UK)","Ireland","18","All","630","140","0.219"
"2020","International","EU (excluding UK)","Ireland","18","All","835","245","0.295"
"2021","International","EU (excluding UK)","Ireland","18","All","910","240","0.266"
"2022","International","EU (excluding UK)","Ireland","18","All","825","205","0.25"
"2023","International","EU (excluding UK)","Ireland","18","All","635","280","0.439"
"2019","International","EU (excluding UK)","Italy","18","All","10","0"," "
"2020","International","EU (excluding UK)","Italy","18","All","25","10"," "
"2021","International","EU (excluding UK)","Italy","18","All","10","5"," "
"2022","International","EU (excluding UK)","Italy","18","All","10","5"," "
"2023","International","EU (excluding UK)","Italy","18","All","10","0"," "
"2019","International","EU (excluding UK)","Luxembourg","18","All","5","0"," "
"2020","International","EU (excluding UK)","Malta","18","All","5","0"," "
"2019","International","EU (excluding UK)","Netherlands","18","All","5","5"," "
"2020","International","EU (excluding UK)","Netherlands","18","All","5","0"," "
"2023","International","EU (excluding UK)","Netherlands","18","All","10","5"," "
"2019","International","EU (excluding UK)","Poland","18","All","5","0"," "
"2020","International","EU (excluding UK)","Poland","18","All","15","5"," "
"2019","International","EU (excluding UK)","Portugal","18","All","10","5"," "
"2020","International","EU (excluding UK)","Portugal","18","All","15","10"," "
"2021","International","EU (excluding UK)","Portugal","18","All","10","5"," "
"2023","International","EU (excluding UK)","Portugal","18","All","10","0"," "
"2019","International","EU (excluding UK)","Romania","18","All","10","0"," "
"2020","International","EU (excluding UK)","Romania","18","All","15","5"," "
"2021","International","EU (excluding UK)","Romania","18","All","5","5"," "
"2019","International","EU (excluding UK)","Spain","18","All","40","10"," "
"2020","International","EU (excluding UK)","Spain","18","All","25","15","0.52"
"2021","International","EU (excluding UK)","Spain","18","All","30","5"," "
"2022","International","EU (excluding UK)","Spain","18","All","20","5"," "
"2023","International","EU (excluding UK)","Spain","18","All","10","5"," "
"2020","International","EU (excluding UK)","Sweden","18","All","5","5"," "
"2019","International","EU (excluding UK)","Lithuania","18","All","10","0"," "
"2020","International","EU (excluding UK)","Lithuania","18","All","5","0"," "
"2021","International","EU (excluding UK)","Lithuania","18","All","10","5"," "
"2019","International","EU (excluding UK)","Slovenia","18","All","5","0"," "
"2019","International","EU (excluding UK)","Czech Republic","18","All","5","5"," "
"2021","International","EU (excluding UK)","Czech Republic","18","All","5","0"," "
"2020","International","EU (excluding UK)","Cyprus (European Union)","18","All","5","5"," "
"2023","International","EU (excluding UK)","Cyprus (European Union)","18","All","5","0"," "
"2019","International","Not EU","Guernsey","18","All","20","10"," "
"2020","International","Not EU","Guernsey","18","All","5","5"," "
"2021","International","Not EU","Guernsey","18","All","5","0"," "
"2022","International","Not EU","Guernsey","18","All","5","5"," "
"2023","International","Not EU","Guernsey","18","All","5","5"," "
"2019","International","Not EU","Jersey","18","All","10","10","1.1"
"2020","International","Not EU","Jersey","18","All","20","15","0.7000000000000001"
"2021","International","Not EU","Jersey","18","All","25","10","0.4"
"2022","International","Not EU","Jersey","18","All","45","10","0.222"
"2023","International","Not EU","Jersey","18","All","20","15","0.65"
"2019","International","Not EU","Isle of Man","18","All","40","15","0.425"
"2020","International","Not EU","Isle of Man","18","All","35","15","0.429"
"2021","International","Not EU","Isle of Man","18","All","35","20","0.6"
"2022","International","Not EU","Isle of Man","18","All","25","20","0.72"
"2023","International","Not EU","Isle of Man","18","All","10","10"," "
"2020","International","Not EU","Afghanistan","18","All","5","0"," "
"2019","International","Not EU","Australia","18","All","5","0"," "
"2021","International","Not EU","Australia","18","All","5","0"," "
"2023","International","Not EU","Australia","18","All","10","0"," "
"2019","International","Not EU","Bahrain","18","All","5","0"," "
"2022","International","Not EU","Bahrain","18","All","10","0"," "
"2023","International","Not EU","Bahrain","18","All","5","5"," "
"2020","International","Not EU","Barbados","18","All","5","0"," "
"2019","International","Not EU","Bermuda","18","All","5","0"," "
"2020","International","Not EU","Bermuda","18","All","5","0"," "
"2021","International","Not EU","Bermuda","18","All","5","5"," "
