"Year","Domicile UK International","Domicile","Domicile named country","Age group","Gender","Main scheme applications","Main scheme offers","Main scheme offer rate"
"2023","International","Not EU","Jamaica","25 - 29","Female","5","0"," "
"2019","International","Not EU","Kenya","25 - 29","Female","5","0"," "
"2020","International","Not EU","Kenya","25 - 29","Female","25","10"," "
"2021","International","Not EU","Kenya","25 - 29","Female","25","5"," "
"2022","International","Not EU","Kenya","25 - 29","Female","30","5"," "
"2023","International","Not EU","Kenya","25 - 29","Female","25","5"," "
"2019","International","Not EU","Korea, Republic of","25 - 29","Female","5","0"," "
"2021","International","Not EU","Kuwait","25 - 29","Female","5","0"," "
"2023","International","Not EU","Liberia","25 - 29","Female","5","0"," "
"2020","International","Not EU","Malawi","25 - 29","Female","5","0"," "
"2022","International","Not EU","Malawi","25 - 29","Female","10","0"," "
"2020","International","Not EU","Malaysia","25 - 29","Female","5","0"," "
"2022","International","Not EU","Malaysia","25 - 29","Female","5","0"," "
"2023","International","Not EU","Malaysia","25 - 29","Female","5","0"," "
"2019","International","Not EU","Nepal","25 - 29","Female","5","0"," "
"2020","International","Not EU","Nepal","25 - 29","Female","15","5"," "
"2021","International","Not EU","Nepal","25 - 29","Female","10","5"," "
"2022","International","Not EU","Nepal","25 - 29","Female","10","0"," "
"2023","International","Not EU","Nepal","25 - 29","Female","5","0"," "
"2021","International","Not EU","New Zealand","25 - 29","Female","5","0"," "
"2022","International","Not EU","New Zealand","25 - 29","Female","5","0"," "
"2019","International","Not EU","Nigeria","25 - 29","Female","120","25","0.217"
"2020","International","Not EU","Nigeria","25 - 29","Female","230","60","0.27"
"2021","International","Not EU","Nigeria","25 - 29","Female","600","90","0.147"
"2022","International","Not EU","Nigeria","25 - 29","Female","1155","215","0.188"
"2023","International","Not EU","Nigeria","25 - 29","Female","1225","230","0.189"
"2019","International","Not EU","Norway","25 - 29","Female","5","0"," "
"2022","International","Not EU","Norway","25 - 29","Female","10","5"," "
"2023","International","Not EU","Norway","25 - 29","Female","10","0"," "
"2020","International","Not EU","Pakistan","25 - 29","Female","10","0"," "
"2022","International","Not EU","Pakistan","25 - 29","Female","5","0"," "
"2019","International","Not EU","Philippines","25 - 29","Female","10","0"," "
"2021","International","Not EU","Philippines","25 - 29","Female","10","0"," "
"2022","International","Not EU","Philippines","25 - 29","Female","5","0"," "
"2020","International","Not EU","Qatar","25 - 29","Female","5","0"," "
"2023","International","Not EU","Qatar","25 - 29","Female","5","0"," "
"2019","International","Not EU","Zimbabwe","25 - 29","Female","70","10","0.171"
"2020","International","Not EU","Zimbabwe","25 - 29","Female","55","10"," "
"2021","International","Not EU","Zimbabwe","25 - 29","Female","90","15","0.167"
"2022","International","Not EU","Zimbabwe","25 - 29","Female","65","5"," "
"2023","International","Not EU","Zimbabwe","25 - 29","Female","30","5"," "
"2022","International","Not EU","St Lucia","25 - 29","Female","5","0"," "
"2023","International","Not EU","St Lucia","25 - 29","Female","5","0"," "
"2022","International","Not EU","Saint Vincent and the Grenadines","25 - 29","Female","5","0"," "
"2023","International","Not EU","Saint Vincent and the Grenadines","25 - 29","Female","5","0"," "
"2019","International","Not EU","Saudi Arabia","25 - 29","Female","5","0"," "
"2020","International","Not EU","Saudi Arabia","25 - 29","Female","5","0"," "
"2021","International","Not EU","Saudi Arabia","25 - 29","Female","10","0"," "
"2022","International","Not EU","Saudi Arabia","25 - 29","Female","5","0"," "
"2023","International","Not EU","Saudi Arabia","25 - 29","Female","10","0"," "
"2020","International","Not EU","Sierra Leone","25 - 29","Female","5","0"," "
"2023","International","Not EU","Sierra Leone","25 - 29","Female","5","0"," "
"2020","International","Not EU","Singapore","25 - 29","Female","5","0"," "
"2022","International","Not EU","Singapore","25 - 29","Female","5","0"," "
"2023","International","Not EU","Singapore","25 - 29","Female","10","0"," "
"2021","International","Not EU","Somalia","25 - 29","Female","5","0"," "
"2019","International","Not EU","South Africa","25 - 29","Female","15","0"," "
"2020","International","Not EU","South Africa","25 - 29","Female","15","0"," "
"2021","International","Not EU","South Africa","25 - 29","Female","5","0"," "
"2022","International","Not EU","South Africa","25 - 29","Female","35","0"," "
"2023","International","Not EU","South Africa","25 - 29","Female","20","5"," "
"2020","International","Not EU","Tanzania, United Republic of","25 - 29","Female","5","0"," "
"2019","International","Not EU","Trinidad and Tobago","25 - 29","Female","5","0"," "
"2022","International","Not EU","Trinidad and Tobago","25 - 29","Female","5","0"," "
"2019","International","Not EU","United Arab Emirates","25 - 29","Female","5","5"," "
"2022","International","Not EU","United Arab Emirates","25 - 29","Female","20","0"," "
"2023","International","Not EU","United Arab Emirates","25 - 29","Female","25","5"," "
"2019","International","Not EU","Uganda","25 - 29","Female","15","0"," "
"2020","International","Not EU","Uganda","25 - 29","Female","10","5"," "
"2021","International","Not EU","Uganda","25 - 29","Female","10","0"," "
"2022","International","Not EU","Uganda","25 - 29","Female","10","0"," "
"2023","International","Not EU","Uganda","25 - 29","Female","25","5"," "
"2019","International","Not EU","United States of America","25 - 29","Female","25","5"," "
"2020","International","Not EU","United States of America","25 - 29","Female","40","5"," "
"2021","International","Not EU","United States of America","25 - 29","Female","30","5"," "
"2022","International","Not EU","United States of America","25 - 29","Female","30","5"," "
"2023","International","Not EU","United States of America","25 - 29","Female","10","5"," "
"2021","International","Not EU","British Virgin Islands","25 - 29","Female","5","0"," "
"2019","International","Not EU","Zambia","25 - 29","Female","5","0"," "
"2020","International","Not EU","Zambia","25 - 29","Female","10","0"," "
"2019","International","Not EU","Not Known","25 - 29","Female","10","5"," "
"2020","International","Not EU","Not Known","25 - 29","Female","5","0"," "
"2021","International","Not EU","Not Known","25 - 29","Female","15","5"," "
"2021","International","Not EU","Bangladesh","25 - 29","Female","10","5"," "
"2023","International","Not EU","Namibia","25 - 29","Female","5","0"," "
"2019","International","Not EU","Turks and Caicos Islands","25 - 29","Female","5","0"," "
"2022","International","Not EU","Turks and Caicos Islands","25 - 29","Female","5","0"," "
"2020","International","Not EU","British Antarctic Territory","25 - 29","Female","10","5"," "
"2020","International","Not EU","Ukraine","25 - 29","Female","5","0"," "
"2023","International","Not EU","Georgia","25 - 29","Female","5","0"," "
"2020","International","Not EU","Eritrea","25 - 29","Female","5","0"," "
"2019","UK","England","England","30 - 34","Female","6350","2605","0.41100000000000003"
"2020","UK","England","England","30 - 34","Female","8215","3660","0.446"
"2021","UK","England","England","30 - 34","Female","10435","4545","0.436"
"2022","UK","England","England","30 - 34","Female","9235","3825","0.41400000000000003"
"2023","UK","England","England","30 - 34","Female","6745","2685","0.398"
"2019","UK","Northern Ireland","Northern Ireland","30 - 34","Female","365","120","0.332"
"2020","UK","Northern Ireland","Northern Ireland","30 - 34","Female","305","125","0.403"
"2021","UK","Northern Ireland","Northern Ireland","30 - 34","Female","370","125","0.338"
"2022","UK","Northern Ireland","Northern Ireland","30 - 34","Female","350","125","0.35100000000000003"
"2023","UK","Northern Ireland","Northern Ireland","30 - 34","Female","250","80","0.328"
"2019","UK","Scotland","Scotland","30 - 34","Female","1310","525","0.4"
"2020","UK","Scotland","Scotland","30 - 34","Female","1455","575","0.395"
"2021","UK","Scotland","Scotland","30 - 34","Female","2000","770","0.385"
"2022","UK","Scotland","Scotland","30 - 34","Female","1815","735","0.406"
"2023","UK","Scotland","Scotland","30 - 34","Female","1200","615","0.512"
"2019","UK","Wales","Wales","30 - 34","Female","515","260","0.501"
"2020","UK","Wales","Wales","30 - 34","Female","600","280","0.468"
"2021","UK","Wales","Wales","30 - 34","Female","670","295","0.443"
"2022","UK","Wales","Wales","30 - 34","Female","560","235","0.421"
"2023","UK","Wales","Wales","30 - 34","Female","395","195","0.494"
"2020","International","EU (excluding UK)","Belgium","30 - 34","Female","5","0"," "
"2019","International","EU (excluding UK)","Bulgaria","30 - 34","Female","5","0"," "
"2020","International","EU (excluding UK)","Finland","30 - 34","Female","5","0"," "
"2019","International","EU (excluding UK)","France","30 - 34","Female","5","0"," "
"2020","International","EU (excluding UK)","France","30 - 34","Female","5","0"," "
"2021","International","EU (excluding UK)","Germany","30 - 34","Female","5","0"," "
"2023","International","EU (excluding UK)","Germany","30 - 34","Female","5","0"," "
"2019","International","EU (excluding UK)","Ireland","30 - 34","Female","40","5"," "
"2020","International","EU (excluding UK)","Ireland","30 - 34","Female","45","15","0.333"
"2021","International","EU (excluding UK)","Ireland","30 - 34","Female","30","10"," "
"2022","International","EU (excluding UK)","Ireland","30 - 34","Female","25","5"," "
"2023","International","EU (excluding UK)","Ireland","30 - 34","Female","30","10"," "
"2019","International","EU (excluding UK)","Italy","30 - 34","Female","5","0"," "
"2021","International","EU (excluding UK)","Italy","30 - 34","Female","5","0"," "
"2021","International","EU (excluding UK)","Portugal","30 - 34","Female","10","0"," "
"2020","International","EU (excluding UK)","Romania","30 - 34","Female","5","0"," "
"2021","International","EU (excluding UK)","Romania","30 - 34","Female","5","0"," "
"2019","International","EU (excluding UK)","Sweden","30 - 34","Female","5","0"," "
"2022","International","EU (excluding UK)","Sweden","30 - 34","Female","10","0"," "
"2022","International","EU (excluding UK)","Estonia","30 - 34","Female","5","0"," "
"2020","International","EU (excluding UK)","Lithuania","30 - 34","Female","5","0"," "
"2019","International","EU (excluding UK)","Slovakia","30 - 34","Female","5","5"," "
"2019","International","Not EU","Argentina","30 - 34","Female","5","0"," "
"2023","International","Not EU","Australia","30 - 34","Female","5","0"," "
"2019","International","Not EU","Bermuda","30 - 34","Female","5","0"," "
"2020","International","Not EU","Bermuda","30 - 34","Female","5","0"," "
"2021","International","Not EU","Bermuda","30 - 34","Female","5","0"," "
"2022","International","Not EU","Bermuda","30 - 34","Female","5","0"," "
"2023","International","Not EU","Bermuda","30 - 34","Female","10","0"," "
"2022","International","Not EU","Botswana","30 - 34","Female","15","0"," "
"2023","International","Not EU","Botswana","30 - 34","Female","5","0"," "
"2019","International","Not EU","Cameroon","30 - 34","Female","5","0"," "
"2022","International","Not EU","Cameroon","30 - 34","Female","10","0"," "
"2023","International","Not EU","Cameroon","30 - 34","Female","5","0"," "
"2023","International","Not EU","Canada","30 - 34","Female","5","0"," "
"2019","International","Not EU","China","30 - 34","Female","5","0"," "
"2021","International","Not EU","China","30 - 34","Female","5","0"," "
"2019","International","Not EU","Taiwan","30 - 34","Female","5","0"," "
"2019","International","Not EU","Ghana","30 - 34","Female","10","0"," "
"2020","International","Not EU","Ghana","30 - 34","Female","10","0"," "
"2021","International","Not EU","Ghana","30 - 34","Female","45","5"," "
"2022","International","Not EU","Ghana","30 - 34","Female","100","5"," "
"2023","International","Not EU","Ghana","30 - 34","Female","120","10","0.092"
"2020","International","Not EU","Gibraltar","30 - 34","Female","5","0"," "
"2020","International","Not EU","Hong Kong","30 - 34","Female","10","5"," "
"2021","International","Not EU","Hong Kong","30 - 34","Female","15","5"," "
"2022","International","Not EU","Hong Kong","30 - 34","Female","15","5"," "
"2023","International","Not EU","Hong Kong","30 - 34","Female","5","0"," "
"2020","International","Not EU","India","30 - 34","Female","20","0"," "
"2021","International","Not EU","India","30 - 34","Female","30","5"," "
"2022","International","Not EU","India","30 - 34","Female","35","5"," "
"2023","International","Not EU","India","30 - 34","Female","30","5"," "
"2021","International","Not EU","Iran, Islamic Republic of","30 - 34","Female","5","0"," "
"2023","International","Not EU","Iran, Islamic Republic of","30 - 34","Female","5","0"," "
"2021","International","Not EU","Jamaica","30 - 34","Female","5","0"," "
"2022","International","Not EU","Jamaica","30 - 34","Female","5","0"," "
"2019","International","Not EU","Kenya","30 - 34","Female","5","0"," "
"2020","International","Not EU","Kenya","30 - 34","Female","20","0"," "
"2021","International","Not EU","Kenya","30 - 34","Female","5","0"," "
"2022","International","Not EU","Kenya","30 - 34","Female","15","0"," "
"2023","International","Not EU","Kenya","30 - 34","Female","20","5"," "
"2021","International","Not EU","Malawi","30 - 34","Female","5","0"," "
"2022","International","Not EU","Malawi","30 - 34","Female","5","0"," "
"2023","International","Not EU","Malawi","30 - 34","Female","5","0"," "
"2022","International","Not EU","Malaysia","30 - 34","Female","5","0"," "
"2023","International","Not EU","Malaysia","30 - 34","Female","5","0"," "
"2020","International","Not EU","Mauritius","30 - 34","Female","5","0"," "
"2023","International","Not EU","New Zealand","30 - 34","Female","5","0"," "
"2019","International","Not EU","Nigeria","30 - 34","Female","110","20","0.2"
"2020","International","Not EU","Nigeria","30 - 34","Female","240","65","0.263"
"2021","International","Not EU","Nigeria","30 - 34","Female","545","90","0.161"
"2022","International","Not EU","Nigeria","30 - 34","Female","975","150","0.154"
"2023","International","Not EU","Nigeria","30 - 34","Female","885","140","0.157"
"2020","International","Not EU","Pakistan","30 - 34","Female","5","0"," "
"2023","International","Not EU","Pakistan","30 - 34","Female","5","0"," "
"2021","International","Not EU","Philippines","30 - 34","Female","5","0"," "
"2023","International","Not EU","Philippines","30 - 34","Female","5","0"," "
"2020","International","Not EU","Qatar","30 - 34","Female","5","0"," "
"2021","International","Not EU","Qatar","30 - 34","Female","5","5"," "
"2022","International","Not EU","Qatar","30 - 34","Female","10","0"," "
"2023","International","Not EU","Qatar","30 - 34","Female","5","0"," "
"2019","International","Not EU","Zimbabwe","30 - 34","Female","45","10","0.267"
"2020","International","Not EU","Zimbabwe","30 - 34","Female","80","10","0.15"
"2021","International","Not EU","Zimbabwe","30 - 34","Female","80","15","0.17500000000000002"
"2022","International","Not EU","Zimbabwe","30 - 34","Female","45","5"," "
"2023","International","Not EU","Zimbabwe","30 - 34","Female","40","5"," "
"2020","International","Not EU","Saudi Arabia","30 - 34","Female","20","0"," "
"2021","International","Not EU","Saudi Arabia","30 - 34","Female","10","0"," "
"2022","International","Not EU","Saudi Arabia","30 - 34","Female","10","0"," "
"2023","International","Not EU","Saudi Arabia","30 - 34","Female","20","0"," "
"2022","International","Not EU","Sierra Leone","30 - 34","Female","5","0"," "
"2023","International","Not EU","Sierra Leone","30 - 34","Female","5","0"," "
"2021","International","Not EU","Somalia","30 - 34","Female","5","0"," "
"2019","International","Not EU","South Africa","30 - 34","Female","10","0"," "
"2020","International","Not EU","South Africa","30 - 34","Female","5","0"," "
"2021","International","Not EU","South Africa","30 - 34","Female","15","0"," "
"2022","International","Not EU","South Africa","30 - 34","Female","10","0"," "
"2023","International","Not EU","South Africa","30 - 34","Female","10","5"," "
"2019","International","Not EU","United Arab Emirates","30 - 34","Female","5","0"," "
"2020","International","Not EU","United Arab Emirates","30 - 34","Female","10","0"," "
"2021","International","Not EU","United Arab Emirates","30 - 34","Female","10","0"," "
"2022","International","Not EU","United Arab Emirates","30 - 34","Female","15","0"," "
"2023","International","Not EU","United Arab Emirates","30 - 34","Female","20","0"," "
"2019","International","Not EU","Uganda","30 - 34","Female","5","0"," "
"2020","International","Not EU","Uganda","30 - 34","Female","15","5"," "
"2021","International","Not EU","Uganda","30 - 34","Female","15","0"," "
"2022","International","Not EU","Uganda","30 - 34","Female","15","0"," "
"2023","International","Not EU","Uganda","30 - 34","Female","10","0"," "
"2019","International","Not EU","United States of America","30 - 34","Female","25","10"," "
"2020","International","Not EU","United States of America","30 - 34","Female","10","5"," "
"2021","International","Not EU","United States of America","30 - 34","Female","20","5"," "
"2022","International","Not EU","United States of America","30 - 34","Female","5","0"," "
"2023","International","Not EU","United States of America","30 - 34","Female","25","5"," "
"2022","International","Not EU","Vietnam [Viet Nam]","30 - 34","Female","5","0"," "
"2020","International","Not EU","British Virgin Islands","30 - 34","Female","5","0"," "
"2023","International","Not EU","Zambia","30 - 34","Female","10","0"," "
"2020","International","Not EU","Not Known","30 - 34","Female","15","0"," "
"2021","International","Not EU","Not Known","30 - 34","Female","10","0"," "
"2021","International","Not EU","Bangladesh","30 - 34","Female","5","0"," "
"2022","International","Not EU","Namibia","30 - 34","Female","5","0"," "
"2023","International","Not EU","Namibia","30 - 34","Female","5","0"," "
"2019","UK","England","England","35 and over","Female","15035","5225","0.34700000000000003"
"2020","UK","England","England","35 and over","Female","21150","8360","0.395"
"2021","UK","England","England","35 and over","Female","24950","9145","0.367"
"2022","UK","England","England","35 and over","Female","23685","8055","0.34"
"2023","UK","England","England","35 and over","Female","21290","7580","0.356"
"2019","UK","Northern Ireland","Northern Ireland","35 and over","Female","410","135","0.327"
"2020","UK","Northern Ireland","Northern Ireland","35 and over","Female","325","155","0.47400000000000003"
"2021","UK","Northern Ireland","Northern Ireland","35 and over","Female","415","115","0.28200000000000003"
"2022","UK","Northern Ireland","Northern Ireland","35 and over","Female","430","160","0.372"
"2023","UK","Northern Ireland","Northern Ireland","35 and over","Female","315","130","0.406"
"2019","UK","Scotland","Scotland","35 and over","Female","2110","795","0.378"
"2020","UK","Scotland","Scotland","35 and over","Female","2625","1020","0.388"
"2021","UK","Scotland","Scotland","35 and over","Female","2890","1120","0.388"
"2022","UK","Scotland","Scotland","35 and over","Female","2710","1140","0.421"
"2023","UK","Scotland","Scotland","35 and over","Female","2385","1135","0.47500000000000003"
"2019","UK","Wales","Wales","35 and over","Female","725","315","0.436"
"2020","UK","Wales","Wales","35 and over","Female","740","325","0.438"
"2021","UK","Wales","Wales","35 and over","Female","875","405","0.461"
"2022","UK","Wales","Wales","35 and over","Female","760","345","0.457"
"2023","UK","Wales","Wales","35 and over","Female","600","275","0.457"
"2023","International","EU (excluding UK)","Austria","35 and over","Female","5","0"," "
"2019","International","EU (excluding UK)","Belgium","35 and over","Female","5","0"," "
"2020","International","EU (excluding UK)","Belgium","35 and over","Female","5","0"," "
"2022","International","EU (excluding UK)","Belgium","35 and over","Female","5","0"," "
"2023","International","EU (excluding UK)","Belgium","35 and over","Female","5","0"," "
"2019","International","EU (excluding UK)","Bulgaria","35 and over","Female","5","0"," "
"2020","International","EU (excluding UK)","Bulgaria","35 and over","Female","5","0"," "
"2019","International","EU (excluding UK)","France","35 and over","Female","5","0"," "
"2021","International","EU (excluding UK)","France","35 and over","Female","5","0"," "
"2022","International","EU (excluding UK)","France","35 and over","Female","5","0"," "
"2023","International","EU (excluding UK)","France","35 and over","Female","5","0"," "
"2020","International","EU (excluding UK)","Germany","35 and over","Female","5","0"," "
"2022","International","EU (excluding UK)","Germany","35 and over","Female","5","0"," "
"2023","International","EU (excluding UK)","Germany","35 and over","Female","5","5"," "
"2021","International","EU (excluding UK)","Greece","35 and over","Female","10","0"," "
"2019","International","EU (excluding UK)","Ireland","35 and over","Female","100","30","0.29"
"2020","International","EU (excluding UK)","Ireland","35 and over","Female","85","20","0.224"
"2021","International","EU (excluding UK)","Ireland","35 and over","Female","65","15","0.231"
"2022","International","EU (excluding UK)","Ireland","35 and over","Female","50","5"," "
"2023","International","EU (excluding UK)","Ireland","35 and over","Female","50","15","0.26"
"2020","International","EU (excluding UK)","Italy","35 and over","Female","5","0"," "
"2023","International","EU (excluding UK)","Italy","35 and over","Female","5","0"," "
"2021","International","EU (excluding UK)","Netherlands","35 and over","Female","5","0"," "
"2023","International","EU (excluding UK)","Netherlands","35 and over","Female","5","0"," "
"2022","International","EU (excluding UK)","Poland","35 and over","Female","5","0"," "
"2020","International","EU (excluding UK)","Portugal","35 and over","Female","5","0"," "
"2023","International","EU (excluding UK)","Portugal","35 and over","Female","5","0"," "
"2019","International","EU (excluding UK)","Romania","35 and over","Female","10","0"," "
"2020","International","EU (excluding UK)","Romania","35 and over","Female","5","0"," "
"2021","International","EU (excluding UK)","Romania","35 and over","Female","5","0"," "
"2021","International","EU (excluding UK)","Spain","35 and over","Female","5","0"," "
"2019","International","EU (excluding UK)","Sweden","35 and over","Female","10","0"," "
"2020","International","EU (excluding UK)","Sweden","35 and over","Female","10","0"," "
"2021","International","EU (excluding UK)","Sweden","35 and over","Female","5","0"," "
"2022","International","EU (excluding UK)","Sweden","35 and over","Female","5","0"," "
"2023","International","EU (excluding UK)","Sweden","35 and over","Female","5","0"," "
"2019","International","EU (excluding UK)","Czech Republic","35 and over","Female","5","0"," "
"2019","International","EU (excluding UK)","Cyprus (European Union)","35 and over","Female","5","0"," "
"2021","International","EU (excluding UK)","Cyprus (European Union)","35 and over","Female","5","0"," "
"2022","International","EU (excluding UK)","Cyprus (European Union)","35 and over","Female","5","0"," "
"2019","International","Not EU","Jersey","35 and over","Female","5","0"," "
"2023","International","Not EU","Jersey","35 and over","Female","5","0"," "
"2021","International","Not EU","Isle of Man","35 and over","Female","5","0"," "
"2023","International","Not EU","Antigua and Barbuda","35 and over","Female","5","0"," "
"2022","International","Not EU","Botswana","35 and over","Female","10","0"," "
"2021","International","Not EU","Brazil","35 and over","Female","5","0"," "
"2020","International","Not EU","Cameroon","35 and over","Female","5","0"," "
"2021","International","Not EU","Cameroon","35 and over","Female","5","0"," "
"2022","International","Not EU","Cameroon","35 and over","Female","10","0"," "
"2023","International","Not EU","Cameroon","35 and over","Female","5","0"," "
"2019","International","Not EU","Canada","35 and over","Female","10","0"," "
"2020","International","Not EU","Canada","35 and over","Female","5","0"," "
"2021","International","Not EU","Canada","35 and over","Female","5","0"," "
"2022","International","Not EU","Canada","35 and over","Female","5","0"," "
"2023","International","Not EU","Canada","35 and over","Female","10","0"," "
"2022","International","Not EU","Sri Lanka","35 and over","Female","5","0"," "
"2022","International","Not EU","Ecuador","35 and over","Female","5","0"," "
"2023","International","Not EU","Gambia","35 and over","Female","5","0"," "
"2019","International","Not EU","Ghana","35 and over","Female","5","0"," "
"2020","International","Not EU","Ghana","35 and over","Female","15","5"," "
"2021","International","Not EU","Ghana","35 and over","Female","35","0"," "
"2022","International","Not EU","Ghana","35 and over","Female","65","5"," "
"2023","International","Not EU","Ghana","35 and over","Female","55","5"," "
"2022","International","Not EU","Grenada","35 and over","Female","5","0"," "
"2020","International","Not EU","Hong Kong","35 and over","Female","5","5"," "
"2021","International","Not EU","Hong Kong","35 and over","Female","10","0"," "
"2022","International","Not EU","Hong Kong","35 and over","Female","10","5"," "
"2019","International","Not EU","India","35 and over","Female","10","0"," "
"2020","International","Not EU","India","35 and over","Female","15","5"," "
"2021","International","Not EU","India","35 and over","Female","25","5"," "
"2022","International","Not EU","India","35 and over","Female","10","0"," "
"2023","International","Not EU","India","35 and over","Female","5","0"," "
"2021","International","Not EU","Iran, Islamic Republic of","35 and over","Female","5","0"," "
"2022","International","Not EU","Iran, Islamic Republic of","35 and over","Female","5","0"," "
"2023","International","Not EU","Iran, Islamic Republic of","35 and over","Female","5","0"," "
"2019","International","Not EU","Jamaica","35 and over","Female","5","5"," "
"2019","International","Not EU","Japan","35 and over","Female","5","0"," "
"2020","International","Not EU","Kenya","35 and over","Female","5","0"," "
"2021","International","Not EU","Kenya","35 and over","Female","10","0"," "
"2022","International","Not EU","Kenya","35 and over","Female","10","0"," "
"2023","International","Not EU","Kenya","35 and over","Female","10","0"," "
"2023","International","Not EU","Korea, Republic of","35 and over","Female","5","0"," "
"2022","International","Not EU","Kuwait","35 and over","Female","5","0"," "
"2020","International","Not EU","Lebanon","35 and over","Female","5","0"," "
"2023","International","Not EU","Liberia","35 and over","Female","5","0"," "
"2020","International","Not EU","Malawi","35 and over","Female","5","0"," "
"2020","International","Not EU","Malaysia","35 and over","Female","5","0"," "
"2022","International","Not EU","Malaysia","35 and over","Female","5","0"," "
"2023","International","Not EU","New Zealand","35 and over","Female","5","0"," "
"2019","International","Not EU","Nigeria","35 and over","Female","175","25","0.154"
"2020","International","Not EU","Nigeria","35 and over","Female","350","70","0.2"
"2021","International","Not EU","Nigeria","35 and over","Female","710","110","0.155"
"2022","International","Not EU","Nigeria","35 and over","Female","1225","165","0.134"
"2023","International","Not EU","Nigeria","35 and over","Female","980","135","0.136"
"2019","International","Not EU","Norway","35 and over","Female","5","0"," "
"2021","International","Not EU","Norway","35 and over","Female","15","0"," "
"2022","International","Not EU","Norway","35 and over","Female","5","0"," "
"2020","International","Not EU","Pakistan","35 and over","Female","10","0"," "
"2021","International","Not EU","Philippines","35 and over","Female","5","0"," "
"2023","International","Not EU","Philippines","35 and over","Female","5","0"," "
"2019","International","Not EU","Qatar","35 and over","Female","5","0"," "
"2022","International","Not EU","Qatar","35 and over","Female","5","0"," "
"2023","International","Not EU","Qatar","35 and over","Female","20","0"," "
"2019","International","Not EU","Zimbabwe","35 and over","Female","80","10","0.15"
"2020","International","Not EU","Zimbabwe","35 and over","Female","100","20","0.18"
"2021","International","Not EU","Zimbabwe","35 and over","Female","115","20","0.165"
"2022","International","Not EU","Zimbabwe","35 and over","Female","75","5"," "
"2023","International","Not EU","Zimbabwe","35 and over","Female","65","5"," "
"2020","International","Not EU","Saudi Arabia","35 and over","Female","5","0"," "
"2021","International","Not EU","Saudi Arabia","35 and over","Female","5","0"," "
"2022","International","Not EU","Saudi Arabia","35 and over","Female","10","0"," "
"2023","International","Not EU","Saudi Arabia","35 and over","Female","5","0"," "
"2023","International","Not EU","Sierra Leone","35 and over","Female","5","0"," "
"2021","International","Not EU","Singapore","35 and over","Female","5","0"," "
"2023","International","Not EU","Singapore","35 and over","Female","5","0"," "
"2019","International","Not EU","South Africa","35 and over","Female","10","0"," "
"2020","International","Not EU","South Africa","35 and over","Female","10","0"," "
"2021","International","Not EU","South Africa","35 and over","Female","40","5"," "
"2022","International","Not EU","South Africa","35 and over","Female","65","5"," "
"2023","International","Not EU","South Africa","35 and over","Female","45","0"," "
"2021","International","Not EU","Switzerland","35 and over","Female","5","5"," "
"2023","International","Not EU","Switzerland","35 and over","Female","5","0"," "
"2019","International","Not EU","Tanzania, United Republic of","35 and over","Female","5","0"," "
"2023","International","Not EU","Tanzania, United Republic of","35 and over","Female","5","0"," "
"2020","International","Not EU","Trinidad and Tobago","35 and over","Female","10","0"," "
"2021","International","Not EU","Trinidad and Tobago","35 and over","Female","5","0"," "
"2022","International","Not EU","Trinidad and Tobago","35 and over","Female","10","0"," "
"2023","International","Not EU","Trinidad and Tobago","35 and over","Female","5","0"," "
"2019","International","Not EU","United Arab Emirates","35 and over","Female","5","0"," "
"2020","International","Not EU","United Arab Emirates","35 and over","Female","15","5"," "
"2021","International","Not EU","United Arab Emirates","35 and over","Female","10","5"," "
"2022","International","Not EU","United Arab Emirates","35 and over","Female","15","0"," "
"2021","International","Not EU","Turkey","35 and over","Female","5","0"," "
"2023","International","Not EU","Turkey","35 and over","Female","5","0"," "
"2022","International","Not EU","Uganda","35 and over","Female","5","0"," "
"2022","International","Not EU","Egypt","35 and over","Female","5","0"," "
"2019","International","Not EU","United States of America","35 and over","Female","10","5"," "
"2020","International","Not EU","United States of America","35 and over","Female","15","0"," "
"2021","International","Not EU","United States of America","35 and over","Female","20","0"," "
"2019","International","Not EU","British Virgin Islands","35 and over","Female","5","0"," "
"2021","International","Not EU","British Virgin Islands","35 and over","Female","5","0"," "
"2023","International","Not EU","British Virgin Islands","35 and over","Female","5","0"," "
"2020","International","Not EU","Zambia","35 and over","Female","5","0"," "
"2021","International","Not EU","Zambia","35 and over","Female","5","0"," "
"2019","International","Not EU","Not Known","35 and over","Female","5","0"," "
"2020","International","Not EU","Not Known","35 and over","Female","10","0"," "
"2021","International","Not EU","Not Known","35 and over","Female","10","5"," "
"2022","International","Not EU","Not Known","35 and over","Female","5","5"," "
"2019","International","Not EU","Namibia","35 and over","Female","5","0"," "
"2022","International","Not EU","Namibia","35 and over","Female","5","0"," "
"2022","International","Not EU","Turks and Caicos Islands","35 and over","Female","5","0"," "
"2019","International","Not EU","British Antarctic Territory","35 and over","Female","10","5"," "
"2020","International","Not EU","British Antarctic Territory","35 and over","Female","10","0"," "
"2021","International","Not EU","British Antarctic Territory","35 and over","Female","5","0"," "
"2023","International","Not EU","Niue","35 and over","Female","5","0"," "
"2019","UK","England","England","17 and under","Male","5","0"," "
"2020","UK","England","England","17 and under","Male","5","0"," "
"2022","UK","England","England","17 and under","Male","20","5"," "
"2023","UK","England","England","17 and under","Male","20","5"," "
"2019","UK","Scotland","Scotland","17 and under","Male","5","0"," "
