"Year","Ethnic group","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate"
"2023","White","21 - 24","England","All","Main scheme applicant","Main scheme application","1900","975","0.513"
"2019","White","21 - 24","Scotland","All","Main scheme applicant","Main scheme application","830","520","0.626"
"2020","White","21 - 24","Scotland","All","Main scheme applicant","Main scheme application","905","555","0.611"
"2021","White","21 - 24","Scotland","All","Main scheme applicant","Main scheme application","980","560","0.5730000000000001"
"2022","White","21 - 24","Scotland","All","Main scheme applicant","Main scheme application","800","470","0.586"
"2023","White","21 - 24","Scotland","All","Main scheme applicant","Main scheme application","660","400","0.607"
"2019","White","21 - 24","Wales","All","Main scheme applicant","Main scheme application","395","245","0.621"
"2020","White","21 - 24","Wales","All","Main scheme applicant","Main scheme application","415","260","0.62"
"2021","White","21 - 24","Wales","All","Main scheme applicant","Main scheme application","450","245","0.546"
"2022","White","21 - 24","Wales","All","Main scheme applicant","Main scheme application","265","140","0.517"
"2023","White","21 - 24","Wales","All","Main scheme applicant","Main scheme application","185","100","0.554"
"2021","Black","21 - 24","Northern Ireland","All","Main scheme applicant","Main scheme application","5","5"," "
"2022","Black","21 - 24","Northern Ireland","All","Main scheme applicant","Main scheme application","5","0"," "
"2023","Black","21 - 24","Northern Ireland","All","Main scheme applicant","Main scheme application","5","0"," "
"2019","Black","21 - 24","England","All","Main scheme applicant","Main scheme application","800","340","0.426"
"2020","Black","21 - 24","England","All","Main scheme applicant","Main scheme application","860","410","0.47900000000000004"
"2021","Black","21 - 24","England","All","Main scheme applicant","Main scheme application","950","355","0.375"
"2022","Black","21 - 24","England","All","Main scheme applicant","Main scheme application","1085","425","0.391"
"2023","Black","21 - 24","England","All","Main scheme applicant","Main scheme application","1045","450","0.429"
"2019","Black","21 - 24","Scotland","All","Main scheme applicant","Main scheme application","20","5"," "
"2020","Black","21 - 24","Scotland","All","Main scheme applicant","Main scheme application","20","5"," "
"2021","Black","21 - 24","Scotland","All","Main scheme applicant","Main scheme application","35","20","0.606"
"2022","Black","21 - 24","Scotland","All","Main scheme applicant","Main scheme application","30","15","0.517"
"2023","Black","21 - 24","Scotland","All","Main scheme applicant","Main scheme application","35","15","0.47200000000000003"
"2019","Black","21 - 24","Wales","All","Main scheme applicant","Main scheme application","10","5"," "
"2020","Black","21 - 24","Wales","All","Main scheme applicant","Main scheme application","5","5"," "
"2021","Black","21 - 24","Wales","All","Main scheme applicant","Main scheme application","15","10"," "
"2022","Black","21 - 24","Wales","All","Main scheme applicant","Main scheme application","10","5"," "
"2023","Black","21 - 24","Wales","All","Main scheme applicant","Main scheme application","10","5"," "
"2020","Asian","21 - 24","Northern Ireland","All","Main scheme applicant","Main scheme application","10","5"," "
"2021","Asian","21 - 24","Northern Ireland","All","Main scheme applicant","Main scheme application","5","0"," "
"2022","Asian","21 - 24","Northern Ireland","All","Main scheme applicant","Main scheme application","5","0"," "
"2019","Asian","21 - 24","England","All","Main scheme applicant","Main scheme application","410","215","0.529"
"2020","Asian","21 - 24","England","All","Main scheme applicant","Main scheme application","415","225","0.54"
"2021","Asian","21 - 24","England","All","Main scheme applicant","Main scheme application","505","225","0.443"
"2022","Asian","21 - 24","England","All","Main scheme applicant","Main scheme application","485","180","0.374"
"2023","Asian","21 - 24","England","All","Main scheme applicant","Main scheme application","430","180","0.41300000000000003"
"2019","Asian","21 - 24","Scotland","All","Main scheme applicant","Main scheme application","20","5"," "
"2020","Asian","21 - 24","Scotland","All","Main scheme applicant","Main scheme application","25","15","0.6960000000000001"
"2021","Asian","21 - 24","Scotland","All","Main scheme applicant","Main scheme application","25","15","0.652"
"2022","Asian","21 - 24","Scotland","All","Main scheme applicant","Main scheme application","30","15","0.5"
"2023","Asian","21 - 24","Scotland","All","Main scheme applicant","Main scheme application","35","15","0.457"
"2019","Asian","21 - 24","Wales","All","Main scheme applicant","Main scheme application","10","5"," "
"2020","Asian","21 - 24","Wales","All","Main scheme applicant","Main scheme application","5","0"," "
"2021","Asian","21 - 24","Wales","All","Main scheme applicant","Main scheme application","15","5"," "
"2022","Asian","21 - 24","Wales","All","Main scheme applicant","Main scheme application","10","5"," "
"2023","Asian","21 - 24","Wales","All","Main scheme applicant","Main scheme application","10","5"," "
"2020","Mixed","21 - 24","Northern Ireland","All","Main scheme applicant","Main scheme application","5","0"," "
"2021","Mixed","21 - 24","Northern Ireland","All","Main scheme applicant","Main scheme application","5","0"," "
"2022","Mixed","21 - 24","Northern Ireland","All","Main scheme applicant","Main scheme application","5","0"," "
"2019","Mixed","21 - 24","England","All","Main scheme applicant","Main scheme application","150","75","0.503"
"2020","Mixed","21 - 24","England","All","Main scheme applicant","Main scheme application","185","95","0.503"
"2021","Mixed","21 - 24","England","All","Main scheme applicant","Main scheme application","215","90","0.43"
"2022","Mixed","21 - 24","England","All","Main scheme applicant","Main scheme application","180","80","0.439"
"2023","Mixed","21 - 24","England","All","Main scheme applicant","Main scheme application","150","65","0.436"
"2019","Mixed","21 - 24","Scotland","All","Main scheme applicant","Main scheme application","10","5"," "
"2020","Mixed","21 - 24","Scotland","All","Main scheme applicant","Main scheme application","10","5"," "
"2021","Mixed","21 - 24","Scotland","All","Main scheme applicant","Main scheme application","10","10"," "
"2022","Mixed","21 - 24","Scotland","All","Main scheme applicant","Main scheme application","10","5"," "
"2023","Mixed","21 - 24","Scotland","All","Main scheme applicant","Main scheme application","10","10"," "
"2019","Mixed","21 - 24","Wales","All","Main scheme applicant","Main scheme application","5","5"," "
"2020","Mixed","21 - 24","Wales","All","Main scheme applicant","Main scheme application","5","0"," "
"2021","Mixed","21 - 24","Wales","All","Main scheme applicant","Main scheme application","5","0"," "
"2022","Mixed","21 - 24","Wales","All","Main scheme applicant","Main scheme application","5","0"," "
"2019","Other","21 - 24","England","All","Main scheme applicant","Main scheme application","55","20","0.327"
"2020","Other","21 - 24","England","All","Main scheme applicant","Main scheme application","55","30","0.5660000000000001"
"2021","Other","21 - 24","England","All","Main scheme applicant","Main scheme application","75","25","0.342"
"2022","Other","21 - 24","England","All","Main scheme applicant","Main scheme application","75","25","0.342"
"2023","Other","21 - 24","England","All","Main scheme applicant","Main scheme application","75","30","0.41300000000000003"
"2019","Other","21 - 24","Scotland","All","Main scheme applicant","Main scheme application","5","0"," "
"2020","Other","21 - 24","Scotland","All","Main scheme applicant","Main scheme application","5","0"," "
"2021","Other","21 - 24","Scotland","All","Main scheme applicant","Main scheme application","5","0"," "
"2023","Other","21 - 24","Scotland","All","Main scheme applicant","Main scheme application","5","0"," "
"2020","Other","21 - 24","Wales","All","Main scheme applicant","Main scheme application","5","0"," "
"2022","Other","21 - 24","Wales","All","Main scheme applicant","Main scheme application","5","0"," "
"2023","Other","21 - 24","Wales","All","Main scheme applicant","Main scheme application","5","5"," "
"2019","Unknown or Prefer Not To Say","21 - 24","England","All","Main scheme applicant","Main scheme application","10","0"," "
"2020","Unknown or Prefer Not To Say","21 - 24","England","All","Main scheme applicant","Main scheme application","30","15","0.5"
"2021","Unknown or Prefer Not To Say","21 - 24","England","All","Main scheme applicant","Main scheme application","45","15","0.298"
"2022","Unknown or Prefer Not To Say","21 - 24","England","All","Main scheme applicant","Main scheme application","45","10","0.227"
"2023","Unknown or Prefer Not To Say","21 - 24","England","All","Main scheme applicant","Main scheme application","35","15","0.378"
"2020","Unknown or Prefer Not To Say","21 - 24","Scotland","All","Main scheme applicant","Main scheme application","5","5"," "
"2021","Unknown or Prefer Not To Say","21 - 24","Scotland","All","Main scheme applicant","Main scheme application","5","0"," "
"2022","Unknown or Prefer Not To Say","21 - 24","Scotland","All","Main scheme applicant","Main scheme application","5","0"," "
"2023","Unknown or Prefer Not To Say","21 - 24","Scotland","All","Main scheme applicant","Main scheme application","5","5"," "
"2022","Unknown or Prefer Not To Say","21 - 24","Wales","All","Main scheme applicant","Main scheme application","5","0"," "
"2019","White","25 - 29","Northern Ireland","All","Main scheme applicant","Main scheme application","200","95","0.47200000000000003"
"2020","White","25 - 29","Northern Ireland","All","Main scheme applicant","Main scheme application","185","90","0.47300000000000003"
"2021","White","25 - 29","Northern Ireland","All","Main scheme applicant","Main scheme application","240","80","0.34"
"2022","White","25 - 29","Northern Ireland","All","Main scheme applicant","Main scheme application","170","50","0.302"
"2023","White","25 - 29","Northern Ireland","All","Main scheme applicant","Main scheme application","130","45","0.356"
"2019","White","25 - 29","England","All","Main scheme applicant","Main scheme application","2385","1465","0.614"
"2020","White","25 - 29","England","All","Main scheme applicant","Main scheme application","2965","1885","0.635"
"2021","White","25 - 29","England","All","Main scheme applicant","Main scheme application","3610","2070","0.5740000000000001"
"2022","White","25 - 29","England","All","Main scheme applicant","Main scheme application","2490","1425","0.5730000000000001"
"2023","White","25 - 29","England","All","Main scheme applicant","Main scheme application","1680","930","0.555"
"2019","White","25 - 29","Scotland","All","Main scheme applicant","Main scheme application","815","510","0.627"
"2020","White","25 - 29","Scotland","All","Main scheme applicant","Main scheme application","970","605","0.627"
"2021","White","25 - 29","Scotland","All","Main scheme applicant","Main scheme application","1105","670","0.606"
"2022","White","25 - 29","Scotland","All","Main scheme applicant","Main scheme application","830","535","0.648"
"2023","White","25 - 29","Scotland","All","Main scheme applicant","Main scheme application","620","385","0.625"
"2019","White","25 - 29","Wales","All","Main scheme applicant","Main scheme application","370","215","0.578"
"2020","White","25 - 29","Wales","All","Main scheme applicant","Main scheme application","405","235","0.587"
"2021","White","25 - 29","Wales","All","Main scheme applicant","Main scheme application","420","245","0.589"
"2022","White","25 - 29","Wales","All","Main scheme applicant","Main scheme application","300","175","0.584"
"2023","White","25 - 29","Wales","All","Main scheme applicant","Main scheme application","175","95","0.546"
"2020","Black","25 - 29","Northern Ireland","All","Main scheme applicant","Main scheme application","5","0"," "
"2021","Black","25 - 29","Northern Ireland","All","Main scheme applicant","Main scheme application","5","0"," "
"2023","Black","25 - 29","Northern Ireland","All","Main scheme applicant","Main scheme application","10","0"," "
"2019","Black","25 - 29","England","All","Main scheme applicant","Main scheme application","715","330","0.459"
"2020","Black","25 - 29","England","All","Main scheme applicant","Main scheme application","780","385","0.494"
"2021","Black","25 - 29","England","All","Main scheme applicant","Main scheme application","945","430","0.454"
"2022","Black","25 - 29","England","All","Main scheme applicant","Main scheme application","875","355","0.406"
"2023","Black","25 - 29","England","All","Main scheme applicant","Main scheme application","825","355","0.429"
"2019","Black","25 - 29","Scotland","All","Main scheme applicant","Main scheme application","20","10","0.455"
"2020","Black","25 - 29","Scotland","All","Main scheme applicant","Main scheme application","25","10","0.385"
"2021","Black","25 - 29","Scotland","All","Main scheme applicant","Main scheme application","25","10","0.48"
"2022","Black","25 - 29","Scotland","All","Main scheme applicant","Main scheme application","30","15","0.433"
"2023","Black","25 - 29","Scotland","All","Main scheme applicant","Main scheme application","30","15","0.448"
"2019","Black","25 - 29","Wales","All","Main scheme applicant","Main scheme application","10","5"," "
"2020","Black","25 - 29","Wales","All","Main scheme applicant","Main scheme application","10","10"," "
"2021","Black","25 - 29","Wales","All","Main scheme applicant","Main scheme application","15","5"," "
"2022","Black","25 - 29","Wales","All","Main scheme applicant","Main scheme application","15","5"," "
"2023","Black","25 - 29","Wales","All","Main scheme applicant","Main scheme application","20","10"," "
"2019","Asian","25 - 29","Northern Ireland","All","Main scheme applicant","Main scheme application","5","0"," "
"2021","Asian","25 - 29","Northern Ireland","All","Main scheme applicant","Main scheme application","5","0"," "
"2019","Asian","25 - 29","England","All","Main scheme applicant","Main scheme application","200","105","0.52"
"2020","Asian","25 - 29","England","All","Main scheme applicant","Main scheme application","240","130","0.55"
"2021","Asian","25 - 29","England","All","Main scheme applicant","Main scheme application","290","130","0.454"
"2022","Asian","25 - 29","England","All","Main scheme applicant","Main scheme application","230","110","0.48"
"2023","Asian","25 - 29","England","All","Main scheme applicant","Main scheme application","210","105","0.49"
"2019","Asian","25 - 29","Scotland","All","Main scheme applicant","Main scheme application","5","5"," "
"2020","Asian","25 - 29","Scotland","All","Main scheme applicant","Main scheme application","15","5"," "
"2021","Asian","25 - 29","Scotland","All","Main scheme applicant","Main scheme application","20","10","0.5"
"2022","Asian","25 - 29","Scotland","All","Main scheme applicant","Main scheme application","15","5"," "
"2023","Asian","25 - 29","Scotland","All","Main scheme applicant","Main scheme application","15","10"," "
"2019","Asian","25 - 29","Wales","All","Main scheme applicant","Main scheme application","5","0"," "
"2020","Asian","25 - 29","Wales","All","Main scheme applicant","Main scheme application","5","5"," "
"2021","Asian","25 - 29","Wales","All","Main scheme applicant","Main scheme application","10","5"," "
"2022","Asian","25 - 29","Wales","All","Main scheme applicant","Main scheme application","5","5"," "
"2023","Asian","25 - 29","Wales","All","Main scheme applicant","Main scheme application","5","0"," "
"2019","Mixed","25 - 29","Northern Ireland","All","Main scheme applicant","Main scheme application","5","0"," "
"2022","Mixed","25 - 29","Northern Ireland","All","Main scheme applicant","Main scheme application","5","0"," "
"2019","Mixed","25 - 29","England","All","Main scheme applicant","Main scheme application","145","80","0.534"
"2020","Mixed","25 - 29","England","All","Main scheme applicant","Main scheme application","180","105","0.59"
"2021","Mixed","25 - 29","England","All","Main scheme applicant","Main scheme application","215","110","0.514"
"2022","Mixed","25 - 29","England","All","Main scheme applicant","Main scheme application","170","90","0.533"
"2023","Mixed","25 - 29","England","All","Main scheme applicant","Main scheme application","130","65","0.504"
"2019","Mixed","25 - 29","Scotland","All","Main scheme applicant","Main scheme application","5","5"," "
"2020","Mixed","25 - 29","Scotland","All","Main scheme applicant","Main scheme application","10","10"," "
"2021","Mixed","25 - 29","Scotland","All","Main scheme applicant","Main scheme application","20","5"," "
"2022","Mixed","25 - 29","Scotland","All","Main scheme applicant","Main scheme application","10","10"," "
"2023","Mixed","25 - 29","Scotland","All","Main scheme applicant","Main scheme application","10","5"," "
"2019","Mixed","25 - 29","Wales","All","Main scheme applicant","Main scheme application","5","5"," "
"2020","Mixed","25 - 29","Wales","All","Main scheme applicant","Main scheme application","5","5"," "
"2021","Mixed","25 - 29","Wales","All","Main scheme applicant","Main scheme application","10","5"," "
"2022","Mixed","25 - 29","Wales","All","Main scheme applicant","Main scheme application","10","5"," "
"2019","Other","25 - 29","England","All","Main scheme applicant","Main scheme application","35","20","0.486"
"2020","Other","25 - 29","England","All","Main scheme applicant","Main scheme application","30","15","0.5"
"2021","Other","25 - 29","England","All","Main scheme applicant","Main scheme application","60","20","0.339"
"2022","Other","25 - 29","England","All","Main scheme applicant","Main scheme application","55","30","0.544"
"2023","Other","25 - 29","England","All","Main scheme applicant","Main scheme application","55","20","0.364"
"2020","Other","25 - 29","Scotland","All","Main scheme applicant","Main scheme application","5","5"," "
"2022","Other","25 - 29","Scotland","All","Main scheme applicant","Main scheme application","5","0"," "
"2023","Other","25 - 29","Scotland","All","Main scheme applicant","Main scheme application","5","0"," "
"2019","Other","25 - 29","Wales","All","Main scheme applicant","Main scheme application","5","5"," "
"2020","Other","25 - 29","Wales","All","Main scheme applicant","Main scheme application","5","0"," "
"2019","Unknown or Prefer Not To Say","25 - 29","England","All","Main scheme applicant","Main scheme application","35","15","0.429"
"2020","Unknown or Prefer Not To Say","25 - 29","England","All","Main scheme applicant","Main scheme application","35","15","0.444"
"2021","Unknown or Prefer Not To Say","25 - 29","England","All","Main scheme applicant","Main scheme application","50","20","0.431"
"2022","Unknown or Prefer Not To Say","25 - 29","England","All","Main scheme applicant","Main scheme application","40","10","0.289"
"2023","Unknown or Prefer Not To Say","25 - 29","England","All","Main scheme applicant","Main scheme application","40","15","0.375"
"2019","Unknown or Prefer Not To Say","25 - 29","Scotland","All","Main scheme applicant","Main scheme application","5","0"," "
"2020","Unknown or Prefer Not To Say","25 - 29","Scotland","All","Main scheme applicant","Main scheme application","5","0"," "
"2021","Unknown or Prefer Not To Say","25 - 29","Scotland","All","Main scheme applicant","Main scheme application","10","5"," "
"2022","Unknown or Prefer Not To Say","25 - 29","Scotland","All","Main scheme applicant","Main scheme application","5","5"," "
"2020","Unknown or Prefer Not To Say","25 - 29","Wales","All","Main scheme applicant","Main scheme application","5","0"," "
"2019","White","30 - 34","Northern Ireland","All","Main scheme applicant","Main scheme application","155","60","0.385"
"2020","White","30 - 34","Northern Ireland","All","Main scheme applicant","Main scheme application","130","60","0.458"
"2021","White","30 - 34","Northern Ireland","All","Main scheme applicant","Main scheme application","160","60","0.384"
"2022","White","30 - 34","Northern Ireland","All","Main scheme applicant","Main scheme application","135","35","0.265"
"2023","White","30 - 34","Northern Ireland","All","Main scheme applicant","Main scheme application","100","40","0.404"
"2019","White","30 - 34","England","All","Main scheme applicant","Main scheme application","1435","880","0.614"
"2020","White","30 - 34","England","All","Main scheme applicant","Main scheme application","1990","1260","0.634"
"2021","White","30 - 34","England","All","Main scheme applicant","Main scheme application","2530","1410","0.557"
"2022","White","30 - 34","England","All","Main scheme applicant","Main scheme application","2115","1195","0.5650000000000001"
"2023","White","30 - 34","England","All","Main scheme applicant","Main scheme application","1385","730","0.527"
"2019","White","30 - 34","Scotland","All","Main scheme applicant","Main scheme application","610","360","0.592"
"2020","White","30 - 34","Scotland","All","Main scheme applicant","Main scheme application","670","410","0.612"
"2021","White","30 - 34","Scotland","All","Main scheme applicant","Main scheme application","820","475","0.582"
"2022","White","30 - 34","Scotland","All","Main scheme applicant","Main scheme application","680","415","0.611"
"2023","White","30 - 34","Scotland","All","Main scheme applicant","Main scheme application","510","345","0.672"
"2019","White","30 - 34","Wales","All","Main scheme applicant","Main scheme application","240","155","0.647"
"2020","White","30 - 34","Wales","All","Main scheme applicant","Main scheme application","275","165","0.598"
"2021","White","30 - 34","Wales","All","Main scheme applicant","Main scheme application","295","175","0.586"
"2022","White","30 - 34","Wales","All","Main scheme applicant","Main scheme application","230","125","0.55"
"2023","White","30 - 34","Wales","All","Main scheme applicant","Main scheme application","165","110","0.675"
"2022","Black","30 - 34","Northern Ireland","All","Main scheme applicant","Main scheme application","5","0"," "
"2023","Black","30 - 34","Northern Ireland","All","Main scheme applicant","Main scheme application","10","0"," "
"2019","Black","30 - 34","England","All","Main scheme applicant","Main scheme application","850","420","0.495"
"2020","Black","30 - 34","England","All","Main scheme applicant","Main scheme application","1005","515","0.515"
"2021","Black","30 - 34","England","All","Main scheme applicant","Main scheme application","1120","510","0.456"
"2022","Black","30 - 34","England","All","Main scheme applicant","Main scheme application","1040","480","0.462"
"2023","Black","30 - 34","England","All","Main scheme applicant","Main scheme application","980","445","0.455"
"2019","Black","30 - 34","Scotland","All","Main scheme applicant","Main scheme application","25","10","0.458"
"2020","Black","30 - 34","Scotland","All","Main scheme applicant","Main scheme application","30","15","0.438"
"2021","Black","30 - 34","Scotland","All","Main scheme applicant","Main scheme application","35","10","0.314"
"2022","Black","30 - 34","Scotland","All","Main scheme applicant","Main scheme application","45","20","0.4"
"2023","Black","30 - 34","Scotland","All","Main scheme applicant","Main scheme application","45","15","0.395"
"2019","Black","30 - 34","Wales","All","Main scheme applicant","Main scheme application","10","5"," "
"2020","Black","30 - 34","Wales","All","Main scheme applicant","Main scheme application","10","5"," "
"2021","Black","30 - 34","Wales","All","Main scheme applicant","Main scheme application","15","10"," "
"2022","Black","30 - 34","Wales","All","Main scheme applicant","Main scheme application","20","10","0.47600000000000003"
"2023","Black","30 - 34","Wales","All","Main scheme applicant","Main scheme application","25","15","0.652"
"2019","Asian","30 - 34","Northern Ireland","All","Main scheme applicant","Main scheme application","5","0"," "
"2019","Asian","30 - 34","England","All","Main scheme applicant","Main scheme application","165","85","0.515"
"2020","Asian","30 - 34","England","All","Main scheme applicant","Main scheme application","190","115","0.597"
"2021","Asian","30 - 34","England","All","Main scheme applicant","Main scheme application","250","110","0.444"
"2022","Asian","30 - 34","England","All","Main scheme applicant","Main scheme application","210","105","0.507"
"2023","Asian","30 - 34","England","All","Main scheme applicant","Main scheme application","170","100","0.5760000000000001"
"2019","Asian","30 - 34","Scotland","All","Main scheme applicant","Main scheme application","10","5"," "
"2020","Asian","30 - 34","Scotland","All","Main scheme applicant","Main scheme application","15","5"," "
"2021","Asian","30 - 34","Scotland","All","Main scheme applicant","Main scheme application","10","5"," "
"2022","Asian","30 - 34","Scotland","All","Main scheme applicant","Main scheme application","10","5"," "
"2023","Asian","30 - 34","Scotland","All","Main scheme applicant","Main scheme application","15","5"," "
"2019","Asian","30 - 34","Wales","All","Main scheme applicant","Main scheme application","5","0"," "
"2020","Asian","30 - 34","Wales","All","Main scheme applicant","Main scheme application","5","0"," "
"2021","Asian","30 - 34","Wales","All","Main scheme applicant","Main scheme application","10","5"," "
"2022","Asian","30 - 34","Wales","All","Main scheme applicant","Main scheme application","5","5"," "
"2020","Mixed","30 - 34","Northern Ireland","All","Main scheme applicant","Main scheme application","5","0"," "
"2021","Mixed","30 - 34","Northern Ireland","All","Main scheme applicant","Main scheme application","5","0"," "
"2019","Mixed","30 - 34","England","All","Main scheme applicant","Main scheme application","95","50","0.521"
"2020","Mixed","30 - 34","England","All","Main scheme applicant","Main scheme application","95","55","0.546"
"2021","Mixed","30 - 34","England","All","Main scheme applicant","Main scheme application","145","75","0.524"
"2022","Mixed","30 - 34","England","All","Main scheme applicant","Main scheme application","105","45","0.439"
"2023","Mixed","30 - 34","England","All","Main scheme applicant","Main scheme application","105","55","0.524"
"2019","Mixed","30 - 34","Scotland","All","Main scheme applicant","Main scheme application","10","5"," "
"2020","Mixed","30 - 34","Scotland","All","Main scheme applicant","Main scheme application","10","5"," "
"2021","Mixed","30 - 34","Scotland","All","Main scheme applicant","Main scheme application","15","10","0.667"
"2022","Mixed","30 - 34","Scotland","All","Main scheme applicant","Main scheme application","10","10"," "
"2023","Mixed","30 - 34","Scotland","All","Main scheme applicant","Main scheme application","5","5"," "
"2019","Mixed","30 - 34","Wales","All","Main scheme applicant","Main scheme application","5","0"," "
"2020","Mixed","30 - 34","Wales","All","Main scheme applicant","Main scheme application","5","5"," "
"2021","Mixed","30 - 34","Wales","All","Main scheme applicant","Main scheme application","5","5"," "
"2022","Mixed","30 - 34","Wales","All","Main scheme applicant","Main scheme application","15","5"," "
"2019","Other","30 - 34","England","All","Main scheme applicant","Main scheme application","30","15","0.586"
"2020","Other","30 - 34","England","All","Main scheme applicant","Main scheme application","45","15","0.372"
"2021","Other","30 - 34","England","All","Main scheme applicant","Main scheme application","45","15","0.318"
"2022","Other","30 - 34","England","All","Main scheme applicant","Main scheme application","35","15","0.405"
"2023","Other","30 - 34","England","All","Main scheme applicant","Main scheme application","30","10","0.387"
"2021","Other","30 - 34","Wales","All","Main scheme applicant","Main scheme application","5","0"," "
"2019","Unknown or Prefer Not To Say","30 - 34","England","All","Main scheme applicant","Main scheme application","30","15","0.536"
"2020","Unknown or Prefer Not To Say","30 - 34","England","All","Main scheme applicant","Main scheme application","45","25","0.5680000000000001"
"2021","Unknown or Prefer Not To Say","30 - 34","England","All","Main scheme applicant","Main scheme application","55","25","0.429"
"2022","Unknown or Prefer Not To Say","30 - 34","England","All","Main scheme applicant","Main scheme application","35","5"," "
"2023","Unknown or Prefer Not To Say","30 - 34","England","All","Main scheme applicant","Main scheme application","35","20","0.514"
"2019","Unknown or Prefer Not To Say","30 - 34","Scotland","All","Main scheme applicant","Main scheme application","5","0"," "
"2020","Unknown or Prefer Not To Say","30 - 34","Scotland","All","Main scheme applicant","Main scheme application","5","5"," "
"2021","Unknown or Prefer Not To Say","30 - 34","Scotland","All","Main scheme applicant","Main scheme application","5","0"," "
"2020","Unknown or Prefer Not To Say","30 - 34","Wales","All","Main scheme applicant","Main scheme application","5","0"," "
"2019","White","35 and over","Northern Ireland","All","Main scheme applicant","Main scheme application","155","70","0.468"
"2020","White","35 and over","Northern Ireland","All","Main scheme applicant","Main scheme application","140","80","0.5670000000000001"
"2021","White","35 and over","Northern Ireland","All","Main scheme applicant","Main scheme application","175","55","0.316"
"2022","White","35 and over","Northern Ireland","All","Main scheme applicant","Main scheme application","155","55","0.35100000000000003"
"2023","White","35 and over","Northern Ireland","All","Main scheme applicant","Main scheme application","115","35","0.304"
"2019","White","35 and over","England","All","Main scheme applicant","Main scheme application","1830","1005","0.549"
"2020","White","35 and over","England","All","Main scheme applicant","Main scheme application","2750","1620","0.589"
"2021","White","35 and over","England","All","Main scheme applicant","Main scheme application","3430","1800","0.525"
"2022","White","35 and over","England","All","Main scheme applicant","Main scheme application","2835","1525","0.537"
"2023","White","35 and over","England","All","Main scheme applicant","Main scheme application","2155","1150","0.533"
"2019","White","35 and over","Scotland","All","Main scheme applicant","Main scheme application","820","450","0.546"
"2020","White","35 and over","Scotland","All","Main scheme applicant","Main scheme application","1085","645","0.593"
"2021","White","35 and over","Scotland","All","Main scheme applicant","Main scheme application","1180","665","0.5640000000000001"
"2022","White","35 and over","Scotland","All","Main scheme applicant","Main scheme application","985","615","0.627"
"2023","White","35 and over","Scotland","All","Main scheme applicant","Main scheme application","830","575","0.6930000000000001"
"2019","White","35 and over","Wales","All","Main scheme applicant","Main scheme application","310","180","0.588"
"2020","White","35 and over","Wales","All","Main scheme applicant","Main scheme application","335","195","0.586"
"2021","White","35 and over","Wales","All","Main scheme applicant","Main scheme application","360","205","0.5750000000000001"
"2022","White","35 and over","Wales","All","Main scheme applicant","Main scheme application","255","145","0.556"
"2023","White","35 and over","Wales","All","Main scheme applicant","Main scheme application","220","120","0.557"
"2019","Black","35 and over","Northern Ireland","All","Main scheme applicant","Main scheme application","10","0"," "
"2020","Black","35 and over","Northern Ireland","All","Main scheme applicant","Main scheme application","10","5"," "
"2021","Black","35 and over","Northern Ireland","All","Main scheme applicant","Main scheme application","15","0"," "
"2022","Black","35 and over","Northern Ireland","All","Main scheme applicant","Main scheme application","25","5"," "
"2023","Black","35 and over","Northern Ireland","All","Main scheme applicant","Main scheme application","25","5"," "
"2019","Black","35 and over","England","All","Main scheme applicant","Main scheme application","3820","1950","0.51"
"2020","Black","35 and over","England","All","Main scheme applicant","Main scheme application","5210","2835","0.544"
"2021","Black","35 and over","England","All","Main scheme applicant","Main scheme application","5780","2620","0.453"
"2022","Black","35 and over","England","All","Main scheme applicant","Main scheme application","5690","2610","0.459"
"2023","Black","35 and over","England","All","Main scheme applicant","Main scheme application","5660","2765","0.489"
"2019","Black","35 and over","Scotland","All","Main scheme applicant","Main scheme application","175","70","0.40800000000000003"
"2020","Black","35 and over","Scotland","All","Main scheme applicant","Main scheme application","185","80","0.428"
"2021","Black","35 and over","Scotland","All","Main scheme applicant","Main scheme application","180","90","0.511"
"2022","Black","35 and over","Scotland","All","Main scheme applicant","Main scheme application","175","95","0.537"
"2023","Black","35 and over","Scotland","All","Main scheme applicant","Main scheme application","205","110","0.534"
"2019","Black","35 and over","Wales","All","Main scheme applicant","Main scheme application","60","25","0.39"
"2020","Black","35 and over","Wales","All","Main scheme applicant","Main scheme application","50","20","0.375"
"2021","Black","35 and over","Wales","All","Main scheme applicant","Main scheme application","55","20","0.393"
"2022","Black","35 and over","Wales","All","Main scheme applicant","Main scheme application","55","25","0.444"
"2023","Black","35 and over","Wales","All","Main scheme applicant","Main scheme application","45","15","0.37"
"2019","Asian","35 and over","Northern Ireland","All","Main scheme applicant","Main scheme application","5","0"," "
"2020","Asian","35 and over","Northern Ireland","All","Main scheme applicant","Main scheme application","5","0"," "
"2021","Asian","35 and over","Northern Ireland","All","Main scheme applicant","Main scheme application","5","0"," "
"2023","Asian","35 and over","Northern Ireland","All","Main scheme applicant","Main scheme application","5","0"," "
"2019","Asian","35 and over","England","All","Main scheme applicant","Main scheme application","320","155","0.488"
"2020","Asian","35 and over","England","All","Main scheme applicant","Main scheme application","465","220","0.468"
"2021","Asian","35 and over","England","All","Main scheme applicant","Main scheme application","580","250","0.427"
"2022","Asian","35 and over","England","All","Main scheme applicant","Main scheme application","500","205","0.41000000000000003"
