"Year","Ethnic group","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate"
"2023","Black","30 - 34","England","Female","Not main scheme applicant","Not main scheme application","110","85","0.773"
"2022","Black","30 - 34","Scotland","Female","Not main scheme applicant","Not main scheme application","5","0"," "
"2023","Black","30 - 34","Scotland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2019","Asian","30 - 34","England","Female","Not main scheme applicant","Not main scheme application","15","10","0.786"
"2020","Asian","30 - 34","England","Female","Not main scheme applicant","Not main scheme application","15","15","0.8240000000000001"
"2021","Asian","30 - 34","England","Female","Not main scheme applicant","Not main scheme application","20","15","0.722"
"2022","Asian","30 - 34","England","Female","Not main scheme applicant","Not main scheme application","15","10"," "
"2023","Asian","30 - 34","England","Female","Not main scheme applicant","Not main scheme application","15","15","0.8130000000000001"
"2020","Asian","30 - 34","Scotland","Female","Not main scheme applicant","Not main scheme application","5","0"," "
"2020","Mixed","30 - 34","England","Female","Not main scheme applicant","Not main scheme application","20","15","0.778"
"2022","Mixed","30 - 34","England","Female","Not main scheme applicant","Not main scheme application","10","5"," "
"2023","Mixed","30 - 34","England","Female","Not main scheme applicant","Not main scheme application","10","10"," "
"2020","Other","30 - 34","England","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2021","Other","30 - 34","England","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2022","Other","30 - 34","England","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2023","Other","30 - 34","England","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2019","Unknown or Prefer Not To Say","30 - 34","England","Female","Not main scheme applicant","Not main scheme application","25","25","0.92"
"2020","Unknown or Prefer Not To Say","30 - 34","England","Female","Not main scheme applicant","Not main scheme application","25","25","0.9580000000000001"
"2021","Unknown or Prefer Not To Say","30 - 34","England","Female","Not main scheme applicant","Not main scheme application","30","25","0.929"
"2022","Unknown or Prefer Not To Say","30 - 34","England","Female","Not main scheme applicant","Not main scheme application","15","15","0.8240000000000001"
"2023","Unknown or Prefer Not To Say","30 - 34","England","Female","Not main scheme applicant","Not main scheme application","20","20","0.9520000000000001"
"2019","Unknown or Prefer Not To Say","30 - 34","Scotland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2023","Unknown or Prefer Not To Say","30 - 34","Wales","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2019","White","35 and over","England","Female","Not main scheme applicant","Not main scheme application","155","130","0.852"
"2020","White","35 and over","England","Female","Not main scheme applicant","Not main scheme application","320","250","0.788"
"2021","White","35 and over","England","Female","Not main scheme applicant","Not main scheme application","170","140","0.8210000000000001"
"2022","White","35 and over","England","Female","Not main scheme applicant","Not main scheme application","195","155","0.795"
"2023","White","35 and over","England","Female","Not main scheme applicant","Not main scheme application","250","205","0.81"
"2019","White","35 and over","Scotland","Female","Not main scheme applicant","Not main scheme application","25","20","0.778"
"2020","White","35 and over","Scotland","Female","Not main scheme applicant","Not main scheme application","40","30","0.763"
