"Year","Acceptance route","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Accepted applicants"
"2021","Main scheme firm choice","18","England","Female","Main scheme applicant","Main scheme application","865"
"2022","Main scheme firm choice","18","England","Female","Main scheme applicant","Main scheme application","835"
"2023","Main scheme firm choice","18","England","Female","Main scheme applicant","Main scheme application","945"
"2019","Main scheme insurance choice","18","England","Female","Main scheme applicant","Main scheme application","50"
"2020","Main scheme insurance choice","18","England","Female","Main scheme applicant","Main scheme application","45"
"2021","Main scheme insurance choice","18","England","Female","Main scheme applicant","Main scheme application","40"
"2022","Main scheme insurance choice","18","England","Female","Main scheme applicant","Main scheme application","25"
"2023","Main scheme insurance choice","18","England","Female","Main scheme applicant","Main scheme application","35"
"2019","Other main scheme choice","19","England","Female","Main scheme applicant","Main scheme application","5"
"2020","Other main scheme choice","19","England","Female","Main scheme applicant","Main scheme application","10"
"2021","Other main scheme choice","19","England","Female","Main scheme applicant","Main scheme application","5"
"2022","Other main scheme choice","19","England","Female","Main scheme applicant","Main scheme application","10"
"2023","Other main scheme choice","19","England","Female","Main scheme applicant","Main scheme application","10"
"2019","Main scheme firm choice","19","England","Female","Main scheme applicant","Main scheme application","310"
"2020","Main scheme firm choice","19","England","Female","Main scheme applicant","Main scheme application","295"
"2021","Main scheme firm choice","19","England","Female","Main scheme applicant","Main scheme application","300"
"2022","Main scheme firm choice","19","England","Female","Main scheme applicant","Main scheme application","235"
"2023","Main scheme firm choice","19","England","Female","Main scheme applicant","Main scheme application","260"
"2019","Main scheme insurance choice","19","England","Female","Main scheme applicant","Main scheme application","10"
"2020","Main scheme insurance choice","19","England","Female","Main scheme applicant","Main scheme application","10"
"2021","Main scheme insurance choice","19","England","Female","Main scheme applicant","Main scheme application","10"
"2023","Main scheme insurance choice","19","England","Female","Main scheme applicant","Main scheme application","5"
"2019","Other main scheme choice","20","England","Female","Main scheme applicant","Main scheme application","5"
"2020","Other main scheme choice","20","England","Female","Main scheme applicant","Main scheme application","10"
"2021","Other main scheme choice","20","England","Female","Main scheme applicant","Main scheme application","10"
"2022","Other main scheme choice","20","England","Female","Main scheme applicant","Main scheme application","10"
"2023","Other main scheme choice","20","England","Female","Main scheme applicant","Main scheme application","10"
"2019","Main scheme firm choice","20","England","Female","Main scheme applicant","Main scheme application","165"
"2020","Main scheme firm choice","20","England","Female","Main scheme applicant","Main scheme application","185"
"2021","Main scheme firm choice","20","England","Female","Main scheme applicant","Main scheme application","145"
"2022","Main scheme firm choice","20","England","Female","Main scheme applicant","Main scheme application","135"
"2023","Main scheme firm choice","20","England","Female","Main scheme applicant","Main scheme application","165"
"2020","Main scheme insurance choice","20","England","Female","Main scheme applicant","Main scheme application","5"
"2021","Main scheme insurance choice","20","England","Female","Main scheme applicant","Main scheme application","5"
"2022","Main scheme insurance choice","20","England","Female","Main scheme applicant","Main scheme application","5"
"2019","Other main scheme choice","21 - 24","England","Female","Main scheme applicant","Main scheme application","15"
"2020","Other main scheme choice","21 - 24","England","Female","Main scheme applicant","Main scheme application","50"
"2021","Other main scheme choice","21 - 24","England","Female","Main scheme applicant","Main scheme application","20"
"2022","Other main scheme choice","21 - 24","England","Female","Main scheme applicant","Main scheme application","15"
"2023","Other main scheme choice","21 - 24","England","Female","Main scheme applicant","Main scheme application","10"
"2019","Main scheme firm choice","21 - 24","England","Female","Main scheme applicant","Main scheme application","430"
"2020","Main scheme firm choice","21 - 24","England","Female","Main scheme applicant","Main scheme application","470"
"2021","Main scheme firm choice","21 - 24","England","Female","Main scheme applicant","Main scheme application","475"
"2022","Main scheme firm choice","21 - 24","England","Female","Main scheme applicant","Main scheme application","355"
"2023","Main scheme firm choice","21 - 24","England","Female","Main scheme applicant","Main scheme application","320"
"2019","Main scheme insurance choice","21 - 24","England","Female","Main scheme applicant","Main scheme application","10"
"2020","Main scheme insurance choice","21 - 24","England","Female","Main scheme applicant","Main scheme application","15"
"2021","Main scheme insurance choice","21 - 24","England","Female","Main scheme applicant","Main scheme application","10"
"2022","Main scheme insurance choice","21 - 24","England","Female","Main scheme applicant","Main scheme application","5"
"2023","Main scheme insurance choice","21 - 24","England","Female","Main scheme applicant","Main scheme application","5"
"2019","Other main scheme choice","25 - 29","England","Female","Main scheme applicant","Main scheme application","5"
"2020","Other main scheme choice","25 - 29","England","Female","Main scheme applicant","Main scheme application","50"
"2021","Other main scheme choice","25 - 29","England","Female","Main scheme applicant","Main scheme application","25"
"2022","Other main scheme choice","25 - 29","England","Female","Main scheme applicant","Main scheme application","20"
"2023","Other main scheme choice","25 - 29","England","Female","Main scheme applicant","Main scheme application","15"
"2019","Main scheme firm choice","25 - 29","England","Female","Main scheme applicant","Main scheme application","450"
"2020","Main scheme firm choice","25 - 29","England","Female","Main scheme applicant","Main scheme application","495"
"2021","Main scheme firm choice","25 - 29","England","Female","Main scheme applicant","Main scheme application","555"
"2022","Main scheme firm choice","25 - 29","England","Female","Main scheme applicant","Main scheme application","475"
"2023","Main scheme firm choice","25 - 29","England","Female","Main scheme applicant","Main scheme application","355"
"2019","Main scheme insurance choice","25 - 29","England","Female","Main scheme applicant","Main scheme application","5"
"2020","Main scheme insurance choice","25 - 29","England","Female","Main scheme applicant","Main scheme application","10"
"2021","Main scheme insurance choice","25 - 29","England","Female","Main scheme applicant","Main scheme application","5"
"2022","Main scheme insurance choice","25 - 29","England","Female","Main scheme applicant","Main scheme application","5"
"2019","Other main scheme choice","30 - 34","England","Female","Main scheme applicant","Main scheme application","10"
"2020","Other main scheme choice","30 - 34","England","Female","Main scheme applicant","Main scheme application","35"
"2021","Other main scheme choice","30 - 34","England","Female","Main scheme applicant","Main scheme application","30"
"2022","Other main scheme choice","30 - 34","England","Female","Main scheme applicant","Main scheme application","20"
"2023","Other main scheme choice","30 - 34","England","Female","Main scheme applicant","Main scheme application","10"
"2019","Main scheme firm choice","30 - 34","England","Female","Main scheme applicant","Main scheme application","295"
"2020","Main scheme firm choice","30 - 34","England","Female","Main scheme applicant","Main scheme application","345"
"2021","Main scheme firm choice","30 - 34","England","Female","Main scheme applicant","Main scheme application","460"
"2022","Main scheme firm choice","30 - 34","England","Female","Main scheme applicant","Main scheme application","415"
"2023","Main scheme firm choice","30 - 34","England","Female","Main scheme applicant","Main scheme application","330"
"2019","Main scheme insurance choice","30 - 34","England","Female","Main scheme applicant","Main scheme application","5"
"2020","Main scheme insurance choice","30 - 34","England","Female","Main scheme applicant","Main scheme application","5"
"2021","Main scheme insurance choice","30 - 34","England","Female","Main scheme applicant","Main scheme application","5"
"2022","Main scheme insurance choice","30 - 34","England","Female","Main scheme applicant","Main scheme application","10"
"2019","Other main scheme choice","35 and over","England","Female","Main scheme applicant","Main scheme application","20"
"2020","Other main scheme choice","35 and over","England","Female","Main scheme applicant","Main scheme application","35"
"2021","Other main scheme choice","35 and over","England","Female","Main scheme applicant","Main scheme application","15"
"2022","Other main scheme choice","35 and over","England","Female","Main scheme applicant","Main scheme application","20"
"2023","Other main scheme choice","35 and over","England","Female","Main scheme applicant","Main scheme application","30"
