"Year","Acceptance route","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Accepted applicants"
"2019","Other main scheme choice","25 - 29","England","All","Main scheme applicant","Main scheme application","5"
"2020","Other main scheme choice","25 - 29","England","All","Main scheme applicant","Main scheme application","50"
"2021","Other main scheme choice","25 - 29","England","All","Main scheme applicant","Main scheme application","25"
"2022","Other main scheme choice","25 - 29","England","All","Main scheme applicant","Main scheme application","20"
"2023","Other main scheme choice","25 - 29","England","All","Main scheme applicant","Main scheme application","15"
"2019","Main scheme firm choice","25 - 29","England","All","Main scheme applicant","Main scheme application","450"
"2020","Main scheme firm choice","25 - 29","England","All","Main scheme applicant","Main scheme application","495"
"2021","Main scheme firm choice","25 - 29","England","All","Main scheme applicant","Main scheme application","560"
"2022","Main scheme firm choice","25 - 29","England","All","Main scheme applicant","Main scheme application","475"
"2023","Main scheme firm choice","25 - 29","England","All","Main scheme applicant","Main scheme application","355"
"2019","Main scheme insurance choice","25 - 29","England","All","Main scheme applicant","Main scheme application","5"
"2020","Main scheme insurance choice","25 - 29","England","All","Main scheme applicant","Main scheme application","10"
"2021","Main scheme insurance choice","25 - 29","England","All","Main scheme applicant","Main scheme application","5"
"2022","Main scheme insurance choice","25 - 29","England","All","Main scheme applicant","Main scheme application","5"
"2019","Other main scheme choice","30 - 34","England","All","Main scheme applicant","Main scheme application","10"
"2020","Other main scheme choice","30 - 34","England","All","Main scheme applicant","Main scheme application","35"
"2021","Other main scheme choice","30 - 34","England","All","Main scheme applicant","Main scheme application","30"
"2022","Other main scheme choice","30 - 34","England","All","Main scheme applicant","Main scheme application","20"
"2023","Other main scheme choice","30 - 34","England","All","Main scheme applicant","Main scheme application","10"
"2019","Main scheme firm choice","30 - 34","England","All","Main scheme applicant","Main scheme application","295"
"2020","Main scheme firm choice","30 - 34","England","All","Main scheme applicant","Main scheme application","345"
"2021","Main scheme firm choice","30 - 34","England","All","Main scheme applicant","Main scheme application","465"
"2022","Main scheme firm choice","30 - 34","England","All","Main scheme applicant","Main scheme application","420"
"2023","Main scheme firm choice","30 - 34","England","All","Main scheme applicant","Main scheme application","330"
"2019","Main scheme insurance choice","30 - 34","England","All","Main scheme applicant","Main scheme application","5"
"2020","Main scheme insurance choice","30 - 34","England","All","Main scheme applicant","Main scheme application","5"
"2021","Main scheme insurance choice","30 - 34","England","All","Main scheme applicant","Main scheme application","10"
"2022","Main scheme insurance choice","30 - 34","England","All","Main scheme applicant","Main scheme application","10"
"2019","Other main scheme choice","35 and over","England","All","Main scheme applicant","Main scheme application","20"
"2020","Other main scheme choice","35 and over","England","All","Main scheme applicant","Main scheme application","35"
"2021","Other main scheme choice","35 and over","England","All","Main scheme applicant","Main scheme application","15"
"2022","Other main scheme choice","35 and over","England","All","Main scheme applicant","Main scheme application","20"
"2023","Other main scheme choice","35 and over","England","All","Main scheme applicant","Main scheme application","30"
"2019","Main scheme firm choice","35 and over","England","All","Main scheme applicant","Main scheme application","290"
"2020","Main scheme firm choice","35 and over","England","All","Main scheme applicant","Main scheme application","360"
"2021","Main scheme firm choice","35 and over","England","All","Main scheme applicant","Main scheme application","430"
"2022","Main scheme firm choice","35 and over","England","All","Main scheme applicant","Main scheme application","390"
"2023","Main scheme firm choice","35 and over","England","All","Main scheme applicant","Main scheme application","395"
"2020","Main scheme insurance choice","35 and over","England","All","Main scheme applicant","Main scheme application","5"
"2021","Main scheme insurance choice","35 and over","England","All","Main scheme applicant","Main scheme application","5"
"2022","Main scheme insurance choice","35 and over","England","All","Main scheme applicant","Main scheme application","5"
"2023","Main scheme insurance choice","35 and over","England","All","Main scheme applicant","Main scheme application","5"
"2021","Main scheme firm choice","17 and under","Scotland","All","Main scheme applicant","Main scheme application","5"
"2023","Main scheme firm choice","17 and under","Scotland","All","Main scheme applicant","Main scheme application","5"
"2019","Main scheme firm choice","18","Scotland","All","Main scheme applicant","Main scheme application","65"
"2020","Main scheme firm choice","18","Scotland","All","Main scheme applicant","Main scheme application","65"
"2021","Main scheme firm choice","18","Scotland","All","Main scheme applicant","Main scheme application","55"
"2022","Main scheme firm choice","18","Scotland","All","Main scheme applicant","Main scheme application","60"
"2023","Main scheme firm choice","18","Scotland","All","Main scheme applicant","Main scheme application","55"
"2019","Main scheme firm choice","19","Scotland","All","Main scheme applicant","Main scheme application","25"
"2020","Main scheme firm choice","19","Scotland","All","Main scheme applicant","Main scheme application","25"
"2021","Main scheme firm choice","19","Scotland","All","Main scheme applicant","Main scheme application","15"
"2022","Main scheme firm choice","19","Scotland","All","Main scheme applicant","Main scheme application","20"
"2023","Main scheme firm choice","19","Scotland","All","Main scheme applicant","Main scheme application","30"
"2019","Main scheme firm choice","20","Scotland","All","Main scheme applicant","Main scheme application","10"
"2020","Main scheme firm choice","20","Scotland","All","Main scheme applicant","Main scheme application","10"
"2021","Main scheme firm choice","20","Scotland","All","Main scheme applicant","Main scheme application","10"
"2022","Main scheme firm choice","20","Scotland","All","Main scheme applicant","Main scheme application","15"
"2023","Main scheme firm choice","20","Scotland","All","Main scheme applicant","Main scheme application","5"
"2019","Main scheme firm choice","21 - 24","Scotland","All","Main scheme applicant","Main scheme application","35"
"2020","Main scheme firm choice","21 - 24","Scotland","All","Main scheme applicant","Main scheme application","45"
"2021","Main scheme firm choice","21 - 24","Scotland","All","Main scheme applicant","Main scheme application","35"
"2022","Main scheme firm choice","21 - 24","Scotland","All","Main scheme applicant","Main scheme application","40"
"2023","Main scheme firm choice","21 - 24","Scotland","All","Main scheme applicant","Main scheme application","40"
"2020","Other main scheme choice","25 - 29","Scotland","All","Main scheme applicant","Main scheme application","5"
"2021","Other main scheme choice","25 - 29","Scotland","All","Main scheme applicant","Main scheme application","5"
"2022","Other main scheme choice","25 - 29","Scotland","All","Main scheme applicant","Main scheme application","5"
"2019","Main scheme firm choice","25 - 29","Scotland","All","Main scheme applicant","Main scheme application","40"
"2020","Main scheme firm choice","25 - 29","Scotland","All","Main scheme applicant","Main scheme application","45"
"2021","Main scheme firm choice","25 - 29","Scotland","All","Main scheme applicant","Main scheme application","50"
"2022","Main scheme firm choice","25 - 29","Scotland","All","Main scheme applicant","Main scheme application","35"
"2023","Main scheme firm choice","25 - 29","Scotland","All","Main scheme applicant","Main scheme application","35"
"2019","Main scheme firm choice","30 - 34","Scotland","All","Main scheme applicant","Main scheme application","25"
"2020","Main scheme firm choice","30 - 34","Scotland","All","Main scheme applicant","Main scheme application","35"
"2021","Main scheme firm choice","30 - 34","Scotland","All","Main scheme applicant","Main scheme application","30"
"2022","Main scheme firm choice","30 - 34","Scotland","All","Main scheme applicant","Main scheme application","25"
"2023","Main scheme firm choice","30 - 34","Scotland","All","Main scheme applicant","Main scheme application","35"
"2019","Main scheme firm choice","35 and over","Scotland","All","Main scheme applicant","Main scheme application","25"
"2020","Main scheme firm choice","35 and over","Scotland","All","Main scheme applicant","Main scheme application","40"
"2021","Main scheme firm choice","35 and over","Scotland","All","Main scheme applicant","Main scheme application","25"
"2022","Main scheme firm choice","35 and over","Scotland","All","Main scheme applicant","Main scheme application","40"
"2023","Main scheme firm choice","35 and over","Scotland","All","Main scheme applicant","Main scheme application","40"
"2021","Other main scheme choice","18","Wales","All","Main scheme applicant","Main scheme application","5"
"2019","Main scheme firm choice","18","Wales","All","Main scheme applicant","Main scheme application","20"
"2020","Main scheme firm choice","18","Wales","All","Main scheme applicant","Main scheme application","35"
"2021","Main scheme firm choice","18","Wales","All","Main scheme applicant","Main scheme application","45"
"2022","Main scheme firm choice","18","Wales","All","Main scheme applicant","Main scheme application","45"
"2023","Main scheme firm choice","18","Wales","All","Main scheme applicant","Main scheme application","35"
"2019","Main scheme firm choice","19","Wales","All","Main scheme applicant","Main scheme application","15"
"2020","Main scheme firm choice","19","Wales","All","Main scheme applicant","Main scheme application","15"
"2021","Main scheme firm choice","19","Wales","All","Main scheme applicant","Main scheme application","10"
"2022","Main scheme firm choice","19","Wales","All","Main scheme applicant","Main scheme application","15"
"2023","Main scheme firm choice","19","Wales","All","Main scheme applicant","Main scheme application","5"
"2019","Main scheme firm choice","20","Wales","All","Main scheme applicant","Main scheme application","5"
"2020","Main scheme firm choice","20","Wales","All","Main scheme applicant","Main scheme application","5"
"2021","Main scheme firm choice","20","Wales","All","Main scheme applicant","Main scheme application","10"
"2022","Main scheme firm choice","20","Wales","All","Main scheme applicant","Main scheme application","10"
"2023","Main scheme firm choice","20","Wales","All","Main scheme applicant","Main scheme application","10"
"2023","Other main scheme choice","21 - 24","Wales","All","Main scheme applicant","Main scheme application","5"
"2019","Main scheme firm choice","21 - 24","Wales","All","Main scheme applicant","Main scheme application","40"
"2020","Main scheme firm choice","21 - 24","Wales","All","Main scheme applicant","Main scheme application","30"
"2021","Main scheme firm choice","21 - 24","Wales","All","Main scheme applicant","Main scheme application","25"
"2022","Main scheme firm choice","21 - 24","Wales","All","Main scheme applicant","Main scheme application","20"
"2023","Main scheme firm choice","21 - 24","Wales","All","Main scheme applicant","Main scheme application","20"
"2023","Other main scheme choice","25 - 29","Wales","All","Main scheme applicant","Main scheme application","5"
"2019","Main scheme firm choice","25 - 29","Wales","All","Main scheme applicant","Main scheme application","25"
"2020","Main scheme firm choice","25 - 29","Wales","All","Main scheme applicant","Main scheme application","40"
"2021","Main scheme firm choice","25 - 29","Wales","All","Main scheme applicant","Main scheme application","40"
"2022","Main scheme firm choice","25 - 29","Wales","All","Main scheme applicant","Main scheme application","30"
"2023","Main scheme firm choice","25 - 29","Wales","All","Main scheme applicant","Main scheme application","30"
"2019","Main scheme firm choice","30 - 34","Wales","All","Main scheme applicant","Main scheme application","20"
"2020","Main scheme firm choice","30 - 34","Wales","All","Main scheme applicant","Main scheme application","30"
"2021","Main scheme firm choice","30 - 34","Wales","All","Main scheme applicant","Main scheme application","30"
"2022","Main scheme firm choice","30 - 34","Wales","All","Main scheme applicant","Main scheme application","30"
"2023","Main scheme firm choice","30 - 34","Wales","All","Main scheme applicant","Main scheme application","30"
"2023","Other main scheme choice","35 and over","Wales","All","Main scheme applicant","Main scheme application","5"
"2019","Main scheme firm choice","35 and over","Wales","All","Main scheme applicant","Main scheme application","20"
"2020","Main scheme firm choice","35 and over","Wales","All","Main scheme applicant","Main scheme application","20"
"2021","Main scheme firm choice","35 and over","Wales","All","Main scheme applicant","Main scheme application","20"
"2022","Main scheme firm choice","35 and over","Wales","All","Main scheme applicant","Main scheme application","25"
"2023","Main scheme firm choice","35 and over","Wales","All","Main scheme applicant","Main scheme application","25"
"2020","Main scheme firm choice","18","Not EU","All","Main scheme applicant","Main scheme application","5"
"2021","Main scheme firm choice","18","Not EU","All","Main scheme applicant","Main scheme application","5"
"2022","Main scheme firm choice","18","Not EU","All","Main scheme applicant","Main scheme application","5"
"2019","Main scheme firm choice","21 - 24","Not EU","All","Main scheme applicant","Main scheme application","5"
"2022","Main scheme firm choice","21 - 24","Not EU","All","Main scheme applicant","Main scheme application","5"
"2019","Main scheme firm choice","25 - 29","Not EU","All","Main scheme applicant","Main scheme application","5"
"2020","Main scheme firm choice","25 - 29","Not EU","All","Main scheme applicant","Main scheme application","5"
"2021","Main scheme firm choice","25 - 29","Not EU","All","Main scheme applicant","Main scheme application","5"
"2023","Main scheme firm choice","25 - 29","Not EU","All","Main scheme applicant","Main scheme application","5"
"2022","Other main scheme choice","18","EU (excluding UK)","All","Main scheme applicant","Main scheme application","5"
"2020","Main scheme firm choice","18","EU (excluding UK)","All","Main scheme applicant","Main scheme application","5"
"2021","Main scheme firm choice","18","EU (excluding UK)","All","Main scheme applicant","Main scheme application","5"
"2023","Main scheme firm choice","18","EU (excluding UK)","All","Main scheme applicant","Main scheme application","5"
"2019","Main scheme firm choice","19","EU (excluding UK)","All","Main scheme applicant","Main scheme application","5"
"2020","Main scheme firm choice","19","EU (excluding UK)","All","Main scheme applicant","Main scheme application","5"
"2021","Main scheme firm choice","19","EU (excluding UK)","All","Main scheme applicant","Main scheme application","5"
"2023","Main scheme firm choice","19","EU (excluding UK)","All","Main scheme applicant","Main scheme application","5"
"2019","Main scheme firm choice","20","EU (excluding UK)","All","Main scheme applicant","Main scheme application","5"
"2020","Main scheme firm choice","20","EU (excluding UK)","All","Main scheme applicant","Main scheme application","5"
"2019","Main scheme firm choice","21 - 24","EU (excluding UK)","All","Main scheme applicant","Main scheme application","10"
"2020","Main scheme firm choice","21 - 24","EU (excluding UK)","All","Main scheme applicant","Main scheme application","5"
"2021","Main scheme firm choice","21 - 24","EU (excluding UK)","All","Main scheme applicant","Main scheme application","5"
"2023","Main scheme firm choice","21 - 24","EU (excluding UK)","All","Main scheme applicant","Main scheme application","5"
"2019","All","18","England","All","Not main scheme applicant","Not main scheme application","5"
"2020","All","18","England","All","Not main scheme applicant","Not main scheme application","5"
"2023","All","18","England","All","Not main scheme applicant","Not main scheme application","5"
"2019","All","19","England","All","Not main scheme applicant","Not main scheme application","10"
"2020","All","19","England","All","Not main scheme applicant","Not main scheme application","5"
"2021","All","19","England","All","Not main scheme applicant","Not main scheme application","5"
"2022","All","19","England","All","Not main scheme applicant","Not main scheme application","10"
"2023","All","19","England","All","Not main scheme applicant","Not main scheme application","25"
"2019","All","20","England","All","Not main scheme applicant","Not main scheme application","10"
"2020","All","20","England","All","Not main scheme applicant","Not main scheme application","5"
"2021","All","20","England","All","Not main scheme applicant","Not main scheme application","5"
"2022","All","20","England","All","Not main scheme applicant","Not main scheme application","10"
"2023","All","20","England","All","Not main scheme applicant","Not main scheme application","25"
"2019","All","21 - 24","England","All","Not main scheme applicant","Not main scheme application","30"
"2020","All","21 - 24","England","All","Not main scheme applicant","Not main scheme application","25"
"2021","All","21 - 24","England","All","Not main scheme applicant","Not main scheme application","15"
"2022","All","21 - 24","England","All","Not main scheme applicant","Not main scheme application","20"
"2023","All","21 - 24","England","All","Not main scheme applicant","Not main scheme application","50"
"2019","All","25 - 29","England","All","Not main scheme applicant","Not main scheme application","25"
"2020","All","25 - 29","England","All","Not main scheme applicant","Not main scheme application","25"
"2021","All","25 - 29","England","All","Not main scheme applicant","Not main scheme application","15"
"2022","All","25 - 29","England","All","Not main scheme applicant","Not main scheme application","15"
"2023","All","25 - 29","England","All","Not main scheme applicant","Not main scheme application","45"
"2019","All","30 - 34","England","All","Not main scheme applicant","Not main scheme application","15"
"2020","All","30 - 34","England","All","Not main scheme applicant","Not main scheme application","15"
"2021","All","30 - 34","England","All","Not main scheme applicant","Not main scheme application","5"
"2022","All","30 - 34","England","All","Not main scheme applicant","Not main scheme application","20"
"2023","All","30 - 34","England","All","Not main scheme applicant","Not main scheme application","30"
"2019","All","35 and over","England","All","Not main scheme applicant","Not main scheme application","15"
"2020","All","35 and over","England","All","Not main scheme applicant","Not main scheme application","20"
"2021","All","35 and over","England","All","Not main scheme applicant","Not main scheme application","10"
"2022","All","35 and over","England","All","Not main scheme applicant","Not main scheme application","15"
"2023","All","35 and over","England","All","Not main scheme applicant","Not main scheme application","45"
"2019","All","18","Northern Ireland","All","Main scheme applicant","Not main scheme application","5"
"2020","All","18","Northern Ireland","All","Main scheme applicant","Not main scheme application","5"
"2023","All","18","Northern Ireland","All","Main scheme applicant","Not main scheme application","5"
"2019","All","19","Northern Ireland","All","Main scheme applicant","Not main scheme application","5"
"2023","All","19","Northern Ireland","All","Main scheme applicant","Not main scheme application","5"
"2019","All","25 - 29","Northern Ireland","All","Main scheme applicant","Not main scheme application","5"
"2021","All","25 - 29","Northern Ireland","All","Main scheme applicant","Not main scheme application","5"
"2019","All","30 - 34","Northern Ireland","All","Main scheme applicant","Not main scheme application","5"
"2019","All","18","England","All","Main scheme applicant","Not main scheme application","80"
"2020","All","18","England","All","Main scheme applicant","Not main scheme application","85"
"2021","All","18","England","All","Main scheme applicant","Not main scheme application","40"
"2022","All","18","England","All","Main scheme applicant","Not main scheme application","110"
"2023","All","18","England","All","Main scheme applicant","Not main scheme application","135"
"2019","All","19","England","All","Main scheme applicant","Not main scheme application","30"
"2020","All","19","England","All","Main scheme applicant","Not main scheme application","20"
"2021","All","19","England","All","Main scheme applicant","Not main scheme application","15"
"2022","All","19","England","All","Main scheme applicant","Not main scheme application","25"
"2023","All","19","England","All","Main scheme applicant","Not main scheme application","45"
"2019","All","20","England","All","Main scheme applicant","Not main scheme application","15"
"2020","All","20","England","All","Main scheme applicant","Not main scheme application","15"
"2021","All","20","England","All","Main scheme applicant","Not main scheme application","5"
"2022","All","20","England","All","Main scheme applicant","Not main scheme application","10"
"2023","All","20","England","All","Main scheme applicant","Not main scheme application","20"
"2019","All","21 - 24","England","All","Main scheme applicant","Not main scheme application","30"
"2020","All","21 - 24","England","All","Main scheme applicant","Not main scheme application","20"
"2021","All","21 - 24","England","All","Main scheme applicant","Not main scheme application","25"
"2022","All","21 - 24","England","All","Main scheme applicant","Not main scheme application","20"
"2023","All","21 - 24","England","All","Main scheme applicant","Not main scheme application","20"
"2019","All","25 - 29","England","All","Main scheme applicant","Not main scheme application","35"
"2020","All","25 - 29","England","All","Main scheme applicant","Not main scheme application","20"
"2021","All","25 - 29","England","All","Main scheme applicant","Not main scheme application","15"
"2022","All","25 - 29","England","All","Main scheme applicant","Not main scheme application","25"
"2023","All","25 - 29","England","All","Main scheme applicant","Not main scheme application","25"
"2019","All","30 - 34","England","All","Main scheme applicant","Not main scheme application","20"
"2020","All","30 - 34","England","All","Main scheme applicant","Not main scheme application","5"
"2021","All","30 - 34","England","All","Main scheme applicant","Not main scheme application","15"
"2022","All","30 - 34","England","All","Main scheme applicant","Not main scheme application","15"
"2023","All","30 - 34","England","All","Main scheme applicant","Not main scheme application","15"
"2019","All","35 and over","England","All","Main scheme applicant","Not main scheme application","20"
"2020","All","35 and over","England","All","Main scheme applicant","Not main scheme application","20"
"2021","All","35 and over","England","All","Main scheme applicant","Not main scheme application","10"
"2022","All","35 and over","England","All","Main scheme applicant","Not main scheme application","15"
"2023","All","35 and over","England","All","Main scheme applicant","Not main scheme application","30"
"2019","All","18","Scotland","All","Main scheme applicant","Not main scheme application","5"
"2020","All","18","Scotland","All","Main scheme applicant","Not main scheme application","10"
"2019","All","19","Scotland","All","Main scheme applicant","Not main scheme application","5"
"2019","All","21 - 24","Scotland","All","Main scheme applicant","Not main scheme application","5"
"2022","All","21 - 24","Scotland","All","Main scheme applicant","Not main scheme application","5"
"2020","All","25 - 29","Scotland","All","Main scheme applicant","Not main scheme application","5"
"2022","All","30 - 34","Scotland","All","Main scheme applicant","Not main scheme application","5"
"2020","All","35 and over","Scotland","All","Main scheme applicant","Not main scheme application","5"
"2021","All","35 and over","Scotland","All","Main scheme applicant","Not main scheme application","5"
"2019","All","18","Wales","All","Main scheme applicant","Not main scheme application","5"
"2020","All","18","Wales","All","Main scheme applicant","Not main scheme application","5"
"2021","All","18","Wales","All","Main scheme applicant","Not main scheme application","5"
"2022","All","18","Wales","All","Main scheme applicant","Not main scheme application","10"
"2023","All","18","Wales","All","Main scheme applicant","Not main scheme application","10"
"2021","All","19","Wales","All","Main scheme applicant","Not main scheme application","5"
"2019","All","21 - 24","Wales","All","Main scheme applicant","Not main scheme application","5"
"2020","All","21 - 24","Wales","All","Main scheme applicant","Not main scheme application","5"
"2021","All","21 - 24","Wales","All","Main scheme applicant","Not main scheme application","5"
"2022","All","21 - 24","Wales","All","Main scheme applicant","Not main scheme application","5"
"2023","All","21 - 24","Wales","All","Main scheme applicant","Not main scheme application","5"
"2019","All","25 - 29","Wales","All","Main scheme applicant","Not main scheme application","5"
"2021","All","25 - 29","Wales","All","Main scheme applicant","Not main scheme application","5"
"2022","All","25 - 29","Wales","All","Main scheme applicant","Not main scheme application","5"
"2023","All","25 - 29","Wales","All","Main scheme applicant","Not main scheme application","5"
"2019","All","30 - 34","Wales","All","Main scheme applicant","Not main scheme application","5"
"2020","All","30 - 34","Wales","All","Main scheme applicant","Not main scheme application","5"
"2021","All","30 - 34","Wales","All","Main scheme applicant","Not main scheme application","5"
"2023","All","30 - 34","Wales","All","Main scheme applicant","Not main scheme application","10"
"2020","All","35 and over","Wales","All","Main scheme applicant","Not main scheme application","5"
"2022","All","35 and over","Wales","All","Main scheme applicant","Not main scheme application","5"
"2023","All","18","EU (excluding UK)","All","Main scheme applicant","Not main scheme application","5"
"2019","All","18","Northern Ireland","All","Main scheme applicant","Main scheme application","20"
"2020","All","18","Northern Ireland","All","Main scheme applicant","Main scheme application","35"
"2021","All","18","Northern Ireland","All","Main scheme applicant","Main scheme application","30"
"2022","All","18","Northern Ireland","All","Main scheme applicant","Main scheme application","45"
"2023","All","18","Northern Ireland","All","Main scheme applicant","Main scheme application","30"
"2019","All","19","Northern Ireland","All","Main scheme applicant","Main scheme application","10"
"2020","All","19","Northern Ireland","All","Main scheme applicant","Main scheme application","10"
"2021","All","19","Northern Ireland","All","Main scheme applicant","Main scheme application","5"
"2022","All","19","Northern Ireland","All","Main scheme applicant","Main scheme application","15"
"2023","All","19","Northern Ireland","All","Main scheme applicant","Main scheme application","5"
"2023","All","20","Northern Ireland","All","Main scheme applicant","Main scheme application","5"
"2019","All","21 - 24","Northern Ireland","All","Main scheme applicant","Main scheme application","5"
"2020","All","21 - 24","Northern Ireland","All","Main scheme applicant","Main scheme application","15"
"2021","All","21 - 24","Northern Ireland","All","Main scheme applicant","Main scheme application","15"
"2022","All","21 - 24","Northern Ireland","All","Main scheme applicant","Main scheme application","5"
"2023","All","21 - 24","Northern Ireland","All","Main scheme applicant","Main scheme application","5"
"2019","All","25 - 29","Northern Ireland","All","Main scheme applicant","Main scheme application","15"
"2020","All","25 - 29","Northern Ireland","All","Main scheme applicant","Main scheme application","15"
"2021","All","25 - 29","Northern Ireland","All","Main scheme applicant","Main scheme application","15"
"2022","All","25 - 29","Northern Ireland","All","Main scheme applicant","Main scheme application","10"
"2023","All","25 - 29","Northern Ireland","All","Main scheme applicant","Main scheme application","5"
"2019","All","30 - 34","Northern Ireland","All","Main scheme applicant","Main scheme application","5"
"2020","All","30 - 34","Northern Ireland","All","Main scheme applicant","Main scheme application","10"
"2021","All","30 - 34","Northern Ireland","All","Main scheme applicant","Main scheme application","20"
"2022","All","30 - 34","Northern Ireland","All","Main scheme applicant","Main scheme application","15"
"2023","All","30 - 34","Northern Ireland","All","Main scheme applicant","Main scheme application","10"
"2019","All","35 and over","Northern Ireland","All","Main scheme applicant","Main scheme application","15"
"2020","All","35 and over","Northern Ireland","All","Main scheme applicant","Main scheme application","10"
"2021","All","35 and over","Northern Ireland","All","Main scheme applicant","Main scheme application","10"
"2022","All","35 and over","Northern Ireland","All","Main scheme applicant","Main scheme application","15"
"2023","All","35 and over","Northern Ireland","All","Main scheme applicant","Main scheme application","5"
"2019","All","18","England","All","Main scheme applicant","Main scheme application","705"
"2020","All","18","England","All","Main scheme applicant","Main scheme application","925"
"2021","All","18","England","All","Main scheme applicant","Main scheme application","930"
"2022","All","18","England","All","Main scheme applicant","Main scheme application","880"
"2023","All","18","England","All","Main scheme applicant","Main scheme application","995"
"2019","All","19","England","All","Main scheme applicant","Main scheme application","325"
"2020","All","19","England","All","Main scheme applicant","Main scheme application","315"
"2021","All","19","England","All","Main scheme applicant","Main scheme application","315"
"2022","All","19","England","All","Main scheme applicant","Main scheme application","245"
"2023","All","19","England","All","Main scheme applicant","Main scheme application","275"
"2019","All","20","England","All","Main scheme applicant","Main scheme application","170"
"2020","All","20","England","All","Main scheme applicant","Main scheme application","195"
"2021","All","20","England","All","Main scheme applicant","Main scheme application","160"
"2022","All","20","England","All","Main scheme applicant","Main scheme application","145"
"2023","All","20","England","All","Main scheme applicant","Main scheme application","175"
"2019","All","21 - 24","England","All","Main scheme applicant","Main scheme application","460"
"2020","All","21 - 24","England","All","Main scheme applicant","Main scheme application","535"
"2021","All","21 - 24","England","All","Main scheme applicant","Main scheme application","510"
"2022","All","21 - 24","England","All","Main scheme applicant","Main scheme application","380"
"2023","All","21 - 24","England","All","Main scheme applicant","Main scheme application","335"
"2019","All","25 - 29","England","All","Main scheme applicant","Main scheme application","465"
"2020","All","25 - 29","England","All","Main scheme applicant","Main scheme application","555"
"2021","All","25 - 29","England","All","Main scheme applicant","Main scheme application","590"
"2022","All","25 - 29","England","All","Main scheme applicant","Main scheme application","500"
"2023","All","25 - 29","England","All","Main scheme applicant","Main scheme application","370"
"2019","All","30 - 34","England","All","Main scheme applicant","Main scheme application","310"
"2020","All","30 - 34","England","All","Main scheme applicant","Main scheme application","385"
"2021","All","30 - 34","England","All","Main scheme applicant","Main scheme application","500"
"2022","All","30 - 34","England","All","Main scheme applicant","Main scheme application","445"
"2023","All","30 - 34","England","All","Main scheme applicant","Main scheme application","345"
"2019","All","35 and over","England","All","Main scheme applicant","Main scheme application","310"
"2020","All","35 and over","England","All","Main scheme applicant","Main scheme application","405"
"2021","All","35 and over","England","All","Main scheme applicant","Main scheme application","455"
"2022","All","35 and over","England","All","Main scheme applicant","Main scheme application","420"
"2023","All","35 and over","England","All","Main scheme applicant","Main scheme application","430"
"2021","All","17 and under","Scotland","All","Main scheme applicant","Main scheme application","5"
"2023","All","17 and under","Scotland","All","Main scheme applicant","Main scheme application","5"
"2019","All","18","Scotland","All","Main scheme applicant","Main scheme application","65"
"2020","All","18","Scotland","All","Main scheme applicant","Main scheme application","65"
"2021","All","18","Scotland","All","Main scheme applicant","Main scheme application","55"
"2022","All","18","Scotland","All","Main scheme applicant","Main scheme application","60"
"2023","All","18","Scotland","All","Main scheme applicant","Main scheme application","55"
"2019","All","19","Scotland","All","Main scheme applicant","Main scheme application","25"
"2020","All","19","Scotland","All","Main scheme applicant","Main scheme application","25"
"2021","All","19","Scotland","All","Main scheme applicant","Main scheme application","15"
"2022","All","19","Scotland","All","Main scheme applicant","Main scheme application","20"
"2023","All","19","Scotland","All","Main scheme applicant","Main scheme application","30"
"2019","All","20","Scotland","All","Main scheme applicant","Main scheme application","10"
"2020","All","20","Scotland","All","Main scheme applicant","Main scheme application","10"
"2021","All","20","Scotland","All","Main scheme applicant","Main scheme application","10"
"2022","All","20","Scotland","All","Main scheme applicant","Main scheme application","15"
"2023","All","20","Scotland","All","Main scheme applicant","Main scheme application","5"
"2019","All","21 - 24","Scotland","All","Main scheme applicant","Main scheme application","35"
"2020","All","21 - 24","Scotland","All","Main scheme applicant","Main scheme application","45"
"2021","All","21 - 24","Scotland","All","Main scheme applicant","Main scheme application","35"
"2022","All","21 - 24","Scotland","All","Main scheme applicant","Main scheme application","45"
"2023","All","21 - 24","Scotland","All","Main scheme applicant","Main scheme application","40"
"2019","All","25 - 29","Scotland","All","Main scheme applicant","Main scheme application","45"
"2020","All","25 - 29","Scotland","All","Main scheme applicant","Main scheme application","50"
"2021","All","25 - 29","Scotland","All","Main scheme applicant","Main scheme application","50"
"2022","All","25 - 29","Scotland","All","Main scheme applicant","Main scheme application","40"
"2023","All","25 - 29","Scotland","All","Main scheme applicant","Main scheme application","35"
"2019","All","30 - 34","Scotland","All","Main scheme applicant","Main scheme application","25"
"2020","All","30 - 34","Scotland","All","Main scheme applicant","Main scheme application","40"
"2021","All","30 - 34","Scotland","All","Main scheme applicant","Main scheme application","30"
"2022","All","30 - 34","Scotland","All","Main scheme applicant","Main scheme application","30"
"2023","All","30 - 34","Scotland","All","Main scheme applicant","Main scheme application","40"
"2019","All","35 and over","Scotland","All","Main scheme applicant","Main scheme application","25"
"2020","All","35 and over","Scotland","All","Main scheme applicant","Main scheme application","40"
"2021","All","35 and over","Scotland","All","Main scheme applicant","Main scheme application","25"
"2022","All","35 and over","Scotland","All","Main scheme applicant","Main scheme application","40"
"2023","All","35 and over","Scotland","All","Main scheme applicant","Main scheme application","40"
"2019","All","18","Wales","All","Main scheme applicant","Main scheme application","20"
"2020","All","18","Wales","All","Main scheme applicant","Main scheme application","35"
