"Year","MEM quintile","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Accepted applicants","Population estimate","Entry rate"
"2018","Quintile 2","All","All","Female","All","Not main scheme application","1580","42420","0.037"
"2018","Quintile 3","All","All","Female","All","Not main scheme application","2600","49210","0.053"
"2018","Quintile 4","All","All","Female","All","Not main scheme application","5140","76430","0.067"
"2018","Quintile 5","All","All","Female","All","Not main scheme application","7030","78400","0.09"
"2019","Quintile 1","All","All","Female","All","Not main scheme application","880","35990","0.024"
"2019","Quintile 2","All","All","Female","All","Not main scheme application","1620","41220","0.039"
"2019","Quintile 3","All","All","Female","All","Not main scheme application","2670","48110","0.055"
"2019","Quintile 4","All","All","Female","All","Not main scheme application","5820","74760","0.078"
"2019","Quintile 5","All","All","Female","All","Not main scheme application","8070","77610","0.10400000000000001"
"2020","Quintile 1","All","All","Female","All","Not main scheme application","870","34970","0.025"
"2020","Quintile 2","All","All","Female","All","Not main scheme application","1630","40040","0.041"
"2020","Quintile 3","All","All","Female","All","Not main scheme application","2970","47330","0.063"
"2020","Quintile 4","All","All","Female","All","Not main scheme application","6480","74620","0.08700000000000001"
"2020","Quintile 5","All","All","Female","All","Not main scheme application","8950","78010","0.115"
"2021","Quintile 1","All","All","Female","All","Not main scheme application","720","37060","0.019"
"2021","Quintile 2","All","All","Female","All","Not main scheme application","1420","40780","0.035"
"2021","Quintile 3","All","All","Female","All","Not main scheme application","2330","48670","0.048"
"2021","Quintile 4","All","All","Female","All","Not main scheme application","5090","76990","0.066"
"2021","Quintile 5","All","All","Female","All","Not main scheme application","5610","81310","0.069"
"2022","Quintile 1","All","All","Female","All","Not main scheme application","1010","40190","0.025"
"2022","Quintile 2","All","All","Female","All","Not main scheme application","1800","41760","0.043000000000000003"
"2022","Quintile 3","All","All","Female","All","Not main scheme application","3090","49710","0.062"
"2022","Quintile 4","All","All","Female","All","Not main scheme application","6200","78620","0.079"
"2022","Quintile 5","All","All","Female","All","Not main scheme application","7560","83390","0.091"
"2023","Quintile 1","All","All","Female","All","Not main scheme application","1000","44850","0.022"
"2023","Quintile 2","All","All","Female","All","Not main scheme application","1710","42390","0.04"
"2023","Quintile 3","All","All","Female","All","Not main scheme application","3170","51160","0.062"
"2023","Quintile 4","All","All","Female","All","Not main scheme application","6360","80310","0.079"
"2023","Quintile 5","All","All","Female","All","Not main scheme application","8400","113710","0.074"
"2006","Quintile 1","All","All","Male","All","Not main scheme application","600","83090","0.007"
"2006","Quintile 2","All","All","Male","All","Not main scheme application","1140","71120","0.016"
"2006","Quintile 3","All","All","Male","All","Not main scheme application","1450","64560","0.022"
"2006","Quintile 4","All","All","Male","All","Not main scheme application","1390","44530","0.031"
"2006","Quintile 5","All","All","Male","All","Not main scheme application","2180","45470","0.048"
"2007","Quintile 1","All","All","Male","All","Not main scheme application","630","81030","0.008"
"2007","Quintile 2","All","All","Male","All","Not main scheme application","1240","70630","0.018000000000000002"
"2007","Quintile 3","All","All","Male","All","Not main scheme application","1600","64320","0.025"
"2007","Quintile 4","All","All","Male","All","Not main scheme application","1380","45000","0.031"
"2007","Quintile 5","All","All","Male","All","Not main scheme application","2250","45650","0.049"
"2008","Quintile 1","All","All","Male","All","Not main scheme application","720","82640","0.009000000000000001"
"2008","Quintile 2","All","All","Male","All","Not main scheme application","1390","72790","0.019"
"2008","Quintile 3","All","All","Male","All","Not main scheme application","1800","67120","0.027"
"2008","Quintile 4","All","All","Male","All","Not main scheme application","1630","46480","0.035"
"2008","Quintile 5","All","All","Male","All","Not main scheme application","2400","46540","0.052000000000000005"
"2009","Quintile 1","All","All","Male","All","Not main scheme application","810","82020","0.01"
"2009","Quintile 2","All","All","Male","All","Not main scheme application","1510","72740","0.021"
"2009","Quintile 3","All","All","Male","All","Not main scheme application","1860","66570","0.028"
"2009","Quintile 4","All","All","Male","All","Not main scheme application","1740","46350","0.038"
"2009","Quintile 5","All","All","Male","All","Not main scheme application","2750","46970","0.058"
"2010","Quintile 1","All","All","Male","All","Not main scheme application","790","81890","0.01"
"2010","Quintile 2","All","All","Male","All","Not main scheme application","1540","72190","0.021"
"2010","Quintile 3","All","All","Male","All","Not main scheme application","2010","67420","0.03"
"2010","Quintile 4","All","All","Male","All","Not main scheme application","1850","47660","0.039"
"2010","Quintile 5","All","All","Male","All","Not main scheme application","2580","47450","0.054"
"2011","Quintile 1","All","All","Male","All","Not main scheme application","900","80150","0.011"
"2011","Quintile 2","All","All","Male","All","Not main scheme application","1870","70750","0.026000000000000002"
"2011","Quintile 3","All","All","Male","All","Not main scheme application","2410","66320","0.036000000000000004"
"2011","Quintile 4","All","All","Male","All","Not main scheme application","2260","46350","0.049"
"2011","Quintile 5","All","All","Male","All","Not main scheme application","3120","46480","0.067"
"2012","Quintile 1","All","All","Male","All","Not main scheme application","990","78200","0.013000000000000001"
"2012","Quintile 2","All","All","Male","All","Not main scheme application","1930","70550","0.027"
"2012","Quintile 3","All","All","Male","All","Not main scheme application","2430","67670","0.036000000000000004"
"2012","Quintile 4","All","All","Male","All","Not main scheme application","2110","47330","0.045"
"2012","Quintile 5","All","All","Male","All","Not main scheme application","3040","46990","0.065"
"2013","Quintile 1","All","All","Male","All","Not main scheme application","980","77300","0.013000000000000001"
"2013","Quintile 2","All","All","Male","All","Not main scheme application","1800","68920","0.026000000000000002"
"2013","Quintile 3","All","All","Male","All","Not main scheme application","2280","66210","0.034"
"2013","Quintile 4","All","All","Male","All","Not main scheme application","1970","46600","0.042"
"2013","Quintile 5","All","All","Male","All","Not main scheme application","3060","46850","0.065"
"2014","Quintile 1","All","All","Male","All","Not main scheme application","1050","76540","0.014"
"2014","Quintile 2","All","All","Male","All","Not main scheme application","2040","67700","0.03"
"2014","Quintile 3","All","All","Male","All","Not main scheme application","2620","65900","0.04"
"2014","Quintile 4","All","All","Male","All","Not main scheme application","2230","46540","0.048"
"2014","Quintile 5","All","All","Male","All","Not main scheme application","3350","46970","0.07100000000000001"
"2015","Quintile 1","All","All","Male","All","Not main scheme application","1200","78610","0.015"
"2015","Quintile 2","All","All","Male","All","Not main scheme application","2180","68600","0.032"
"2015","Quintile 3","All","All","Male","All","Not main scheme application","2660","66960","0.04"
"2015","Quintile 4","All","All","Male","All","Not main scheme application","2170","46990","0.046"
"2015","Quintile 5","All","All","Male","All","Not main scheme application","3460","47850","0.07200000000000001"
"2016","Quintile 1","All","All","Male","All","Not main scheme application","1150","79180","0.014"
"2016","Quintile 2","All","All","Male","All","Not main scheme application","2130","66540","0.032"
"2016","Quintile 3","All","All","Male","All","Not main scheme application","2860","66300","0.043000000000000003"
"2016","Quintile 4","All","All","Male","All","Not main scheme application","2420","47040","0.051000000000000004"
"2016","Quintile 5","All","All","Male","All","Not main scheme application","3730","47810","0.078"
"2017","Quintile 1","All","All","Male","All","Not main scheme application","1210","77810","0.016"
"2017","Quintile 2","All","All","Male","All","Not main scheme application","2250","65600","0.034"
"2017","Quintile 3","All","All","Male","All","Not main scheme application","3020","66130","0.046"
"2017","Quintile 4","All","All","Male","All","Not main scheme application","2610","47030","0.055"
"2017","Quintile 5","All","All","Male","All","Not main scheme application","4220","47750","0.088"
"2018","Quintile 1","All","All","Male","All","Not main scheme application","1170","75270","0.016"
"2018","Quintile 2","All","All","Male","All","Not main scheme application","2290","63590","0.036000000000000004"
"2018","Quintile 3","All","All","Male","All","Not main scheme application","3150","65310","0.048"
"2018","Quintile 4","All","All","Male","All","Not main scheme application","2600","46130","0.056"
"2018","Quintile 5","All","All","Male","All","Not main scheme application","4100","47040","0.08700000000000001"
"2019","Quintile 1","All","All","Male","All","Not main scheme application","1410","72110","0.019"
"2019","Quintile 2","All","All","Male","All","Not main scheme application","2620","61550","0.043000000000000003"
"2019","Quintile 3","All","All","Male","All","Not main scheme application","3680","63890","0.058"
"2019","Quintile 4","All","All","Male","All","Not main scheme application","3080","45440","0.068"
"2019","Quintile 5","All","All","Male","All","Not main scheme application","4830","46680","0.10300000000000001"
"2020","Quintile 1","All","All","Male","All","Not main scheme application","1450","71660","0.02"
"2020","Quintile 2","All","All","Male","All","Not main scheme application","2930","60540","0.048"
"2020","Quintile 3","All","All","Male","All","Not main scheme application","4280","63910","0.067"
"2020","Quintile 4","All","All","Male","All","Not main scheme application","3690","45320","0.081"
"2020","Quintile 5","All","All","Male","All","Not main scheme application","5700","46710","0.122"
"2021","Quintile 1","All","All","Male","All","Not main scheme application","1260","74530","0.017"
"2021","Quintile 2","All","All","Male","All","Not main scheme application","2310","62810","0.037"
"2021","Quintile 3","All","All","Male","All","Not main scheme application","3280","65370","0.05"
"2021","Quintile 4","All","All","Male","All","Not main scheme application","2610","47320","0.055"
"2021","Quintile 5","All","All","Male","All","Not main scheme application","3210","48740","0.066"
"2022","Quintile 1","All","All","Male","All","Not main scheme application","1470","78540","0.019"
"2022","Quintile 2","All","All","Male","All","Not main scheme application","2850","64760","0.044"
"2022","Quintile 3","All","All","Male","All","Not main scheme application","3800","66480","0.057"
"2022","Quintile 4","All","All","Male","All","Not main scheme application","3040","47750","0.064"
"2022","Quintile 5","All","All","Male","All","Not main scheme application","4160","49920","0.083"
"2023","Quintile 1","All","All","Male","All","Not main scheme application","1730","84140","0.021"
"2023","Quintile 2","All","All","Male","All","Not main scheme application","3060","65890","0.046"
"2023","Quintile 3","All","All","Male","All","Not main scheme application","4150","67460","0.062"
"2023","Quintile 4","All","All","Male","All","Not main scheme application","3290","48790","0.067"
"2023","Quintile 5","All","All","Male","All","Not main scheme application","4870","27940","0.17400000000000002"
"2006","Quintile 1","All","All","Female","All","Main scheme application","2650","42390","0.063"
"2006","Quintile 2","All","All","Female","All","Main scheme application","6940","51320","0.135"
"2006","Quintile 3","All","All","Female","All","Main scheme application","11460","56980","0.201"
"2006","Quintile 4","All","All","Female","All","Main scheme application","21000","75810","0.277"
"2006","Quintile 5","All","All","Female","All","Main scheme application","33570","74640","0.45"
"2007","Quintile 1","All","All","Female","All","Main scheme application","2800","41510","0.067"
"2007","Quintile 2","All","All","Female","All","Main scheme application","6990","50280","0.139"
"2007","Quintile 3","All","All","Female","All","Main scheme application","11650","56350","0.20700000000000002"
"2007","Quintile 4","All","All","Female","All","Main scheme application","21380","75780","0.28200000000000003"
"2007","Quintile 5","All","All","Female","All","Main scheme application","33610","74670","0.45"
"2008","Quintile 1","All","All","Female","All","Main scheme application","3040","40890","0.074"
"2008","Quintile 2","All","All","Female","All","Main scheme application","8040","51350","0.157"
"2008","Quintile 3","All","All","Female","All","Main scheme application","12800","57490","0.223"
"2008","Quintile 4","All","All","Female","All","Main scheme application","23250","77920","0.298"
"2008","Quintile 5","All","All","Female","All","Main scheme application","35690","77850","0.458"
"2009","Quintile 1","All","All","Female","All","Main scheme application","3310","40330","0.082"
"2009","Quintile 2","All","All","Female","All","Main scheme application","8340","52120","0.16"
"2009","Quintile 3","All","All","Female","All","Main scheme application","13340","57610","0.231"
"2009","Quintile 4","All","All","Female","All","Main scheme application","23790","78070","0.305"
"2009","Quintile 5","All","All","Female","All","Main scheme application","35640","77760","0.458"
"2010","Quintile 1","All","All","Female","All","Main scheme application","3280","40000","0.082"
"2010","Quintile 2","All","All","Female","All","Main scheme application","8360","51220","0.163"
"2010","Quintile 3","All","All","Female","All","Main scheme application","12980","57360","0.226"
"2010","Quintile 4","All","All","Female","All","Main scheme application","23680","78170","0.303"
"2010","Quintile 5","All","All","Female","All","Main scheme application","35500","78770","0.451"
"2011","Quintile 1","All","All","Female","All","Main scheme application","3490","39000","0.09"
"2011","Quintile 2","All","All","Female","All","Main scheme application","8360","49480","0.169"
"2011","Quintile 3","All","All","Female","All","Main scheme application","13290","56120","0.23700000000000002"
"2011","Quintile 4","All","All","Female","All","Main scheme application","24050","77630","0.31"
"2011","Quintile 5","All","All","Female","All","Main scheme application","35660","77160","0.462"
"2012","Quintile 1","All","All","Female","All","Main scheme application","3390","38370","0.088"
"2012","Quintile 2","All","All","Female","All","Main scheme application","8320","48400","0.17200000000000001"
"2012","Quintile 3","All","All","Female","All","Main scheme application","12910","55890","0.231"
"2012","Quintile 4","All","All","Female","All","Main scheme application","23370","78630","0.297"
"2012","Quintile 5","All","All","Female","All","Main scheme application","35010","78460","0.446"
"2013","Quintile 1","All","All","Female","All","Main scheme application","3710","37910","0.098"
"2013","Quintile 2","All","All","Female","All","Main scheme application","8800","47180","0.186"
"2013","Quintile 3","All","All","Female","All","Main scheme application","13660","54920","0.249"
"2013","Quintile 4","All","All","Female","All","Main scheme application","24600","77090","0.319"
"2013","Quintile 5","All","All","Female","All","Main scheme application","35910","78070","0.46"
"2014","Quintile 1","All","All","Female","All","Main scheme application","4230","38260","0.111"
"2014","Quintile 2","All","All","Female","All","Main scheme application","9290","46110","0.201"
"2014","Quintile 3","All","All","Female","All","Main scheme application","14240","53530","0.266"
"2014","Quintile 4","All","All","Female","All","Main scheme application","25000","76360","0.327"
"2014","Quintile 5","All","All","Female","All","Main scheme application","35630","77390","0.46"
"2015","Quintile 1","All","All","Female","All","Main scheme application","4690","39660","0.11800000000000001"
"2015","Quintile 2","All","All","Female","All","Main scheme application","9940","46570","0.213"
"2015","Quintile 3","All","All","Female","All","Main scheme application","15260","54570","0.28"
"2015","Quintile 4","All","All","Female","All","Main scheme application","26810","77870","0.34400000000000003"
"2015","Quintile 5","All","All","Female","All","Main scheme application","37480","79680","0.47000000000000003"
"2016","Quintile 1","All","All","Female","All","Main scheme application","4720","39810","0.11900000000000001"
"2016","Quintile 2","All","All","Female","All","Main scheme application","9940","44630","0.223"
"2016","Quintile 3","All","All","Female","All","Main scheme application","15290","52740","0.29"
"2016","Quintile 4","All","All","Female","All","Main scheme application","27230","77300","0.352"
"2016","Quintile 5","All","All","Female","All","Main scheme application","37800","78790","0.48"
"2017","Quintile 1","All","All","Female","All","Main scheme application","4800","38580","0.124"
"2017","Quintile 2","All","All","Female","All","Main scheme application","10220","44030","0.232"
"2017","Quintile 3","All","All","Female","All","Main scheme application","15020","51410","0.292"
"2017","Quintile 4","All","All","Female","All","Main scheme application","27610","76960","0.359"
"2017","Quintile 5","All","All","Female","All","Main scheme application","38240","79370","0.482"
"2018","Quintile 1","All","All","Female","All","Main scheme application","4740","37730","0.126"
"2018","Quintile 2","All","All","Female","All","Main scheme application","9780","42420","0.231"
"2018","Quintile 3","All","All","Female","All","Main scheme application","14590","49210","0.296"
"2018","Quintile 4","All","All","Female","All","Main scheme application","27780","76430","0.364"
"2018","Quintile 5","All","All","Female","All","Main scheme application","37640","78400","0.48"
"2019","Quintile 1","All","All","Female","All","Main scheme application","4830","35990","0.134"
"2019","Quintile 2","All","All","Female","All","Main scheme application","9770","41220","0.23700000000000002"
"2019","Quintile 3","All","All","Female","All","Main scheme application","14750","48110","0.307"
"2019","Quintile 4","All","All","Female","All","Main scheme application","27700","74760","0.37"
"2019","Quintile 5","All","All","Female","All","Main scheme application","37340","77610","0.481"
"2020","Quintile 1","All","All","Female","All","Main scheme application","5330","34970","0.152"
"2020","Quintile 2","All","All","Female","All","Main scheme application","10570","40040","0.264"
"2020","Quintile 3","All","All","Female","All","Main scheme application","15760","47330","0.333"
"2020","Quintile 4","All","All","Female","All","Main scheme application","29800","74620","0.399"
"2020","Quintile 5","All","All","Female","All","Main scheme application","39050","78010","0.501"
"2021","Quintile 1","All","All","Female","All","Main scheme application","5700","37060","0.154"
"2021","Quintile 2","All","All","Female","All","Main scheme application","11460","40780","0.281"
"2021","Quintile 3","All","All","Female","All","Main scheme application","17570","48670","0.361"
"2021","Quintile 4","All","All","Female","All","Main scheme application","33050","76990","0.429"
"2021","Quintile 5","All","All","Female","All","Main scheme application","45570","81310","0.56"
"2022","Quintile 1","All","All","Female","All","Main scheme application","6010","40190","0.15"
"2022","Quintile 2","All","All","Female","All","Main scheme application","11100","41760","0.266"
"2022","Quintile 3","All","All","Female","All","Main scheme application","17040","49710","0.343"
"2022","Quintile 4","All","All","Female","All","Main scheme application","32200","78620","0.41000000000000003"
"2022","Quintile 5","All","All","Female","All","Main scheme application","43070","83390","0.516"
"2023","Quintile 1","All","All","Female","All","Main scheme application","5880","44850","0.131"
"2023","Quintile 2","All","All","Female","All","Main scheme application","10270","42390","0.242"
"2023","Quintile 3","All","All","Female","All","Main scheme application","15680","51160","0.306"
"2023","Quintile 4","All","All","Female","All","Main scheme application","29910","80310","0.372"
"2023","Quintile 5","All","All","Female","All","Main scheme application","40180","113710","0.353"
"2006","Quintile 1","All","All","Male","All","Main scheme application","5030","83090","0.061"
"2006","Quintile 2","All","All","Male","All","Main scheme application","9790","71120","0.138"
"2006","Quintile 3","All","All","Male","All","Main scheme application","13240","64560","0.20500000000000002"
"2006","Quintile 4","All","All","Male","All","Main scheme application","12570","44530","0.28200000000000003"
"2006","Quintile 5","All","All","Male","All","Main scheme application","21020","45470","0.462"
"2007","Quintile 1","All","All","Male","All","Main scheme application","5100","81030","0.063"
"2007","Quintile 2","All","All","Male","All","Main scheme application","9800","70630","0.139"
"2007","Quintile 3","All","All","Male","All","Main scheme application","12980","64320","0.202"
"2007","Quintile 4","All","All","Male","All","Main scheme application","12740","45000","0.28300000000000003"
"2007","Quintile 5","All","All","Male","All","Main scheme application","20970","45650","0.459"
"2008","Quintile 1","All","All","Male","All","Main scheme application","5670","82640","0.069"
"2008","Quintile 2","All","All","Male","All","Main scheme application","10500","72790","0.14400000000000002"
"2008","Quintile 3","All","All","Male","All","Main scheme application","13830","67120","0.20600000000000002"
"2008","Quintile 4","All","All","Male","All","Main scheme application","13400","46480","0.28800000000000003"
"2008","Quintile 5","All","All","Male","All","Main scheme application","21710","46540","0.466"
"2009","Quintile 1","All","All","Male","All","Main scheme application","6140","82020","0.075"
"2009","Quintile 2","All","All","Male","All","Main scheme application","11330","72740","0.156"
"2009","Quintile 3","All","All","Male","All","Main scheme application","14580","66570","0.219"
"2009","Quintile 4","All","All","Male","All","Main scheme application","13590","46350","0.293"
"2009","Quintile 5","All","All","Male","All","Main scheme application","21490","46970","0.457"
"2010","Quintile 1","All","All","Male","All","Main scheme application","6520","81890","0.08"
"2010","Quintile 2","All","All","Male","All","Main scheme application","11340","72190","0.157"
"2010","Quintile 3","All","All","Male","All","Main scheme application","14860","67420","0.22"
"2010","Quintile 4","All","All","Male","All","Main scheme application","13940","47660","0.293"
"2010","Quintile 5","All","All","Male","All","Main scheme application","21630","47450","0.456"
"2011","Quintile 1","All","All","Male","All","Main scheme application","6650","80150","0.083"
"2011","Quintile 2","All","All","Male","All","Main scheme application","11580","70750","0.164"
"2011","Quintile 3","All","All","Male","All","Main scheme application","15270","66320","0.23"
"2011","Quintile 4","All","All","Male","All","Main scheme application","14260","46350","0.308"
"2011","Quintile 5","All","All","Male","All","Main scheme application","22060","46480","0.47500000000000003"
"2012","Quintile 1","All","All","Male","All","Main scheme application","6480","78200","0.083"
"2012","Quintile 2","All","All","Male","All","Main scheme application","11160","70550","0.158"
"2012","Quintile 3","All","All","Male","All","Main scheme application","14460","67670","0.214"
"2012","Quintile 4","All","All","Male","All","Main scheme application","13300","47330","0.281"
"2012","Quintile 5","All","All","Male","All","Main scheme application","21060","46990","0.448"
"2013","Quintile 1","All","All","Male","All","Main scheme application","7100","77300","0.092"
"2013","Quintile 2","All","All","Male","All","Main scheme application","12100","68920","0.176"
"2013","Quintile 3","All","All","Male","All","Main scheme application","15330","66210","0.232"
"2013","Quintile 4","All","All","Male","All","Main scheme application","14040","46600","0.301"
"2013","Quintile 5","All","All","Male","All","Main scheme application","21600","46850","0.461"
"2014","Quintile 1","All","All","Male","All","Main scheme application","7580","76540","0.099"
"2014","Quintile 2","All","All","Male","All","Main scheme application","12590","67700","0.186"
"2014","Quintile 3","All","All","Male","All","Main scheme application","15860","65900","0.241"
"2014","Quintile 4","All","All","Male","All","Main scheme application","14180","46540","0.305"
"2014","Quintile 5","All","All","Male","All","Main scheme application","21180","46970","0.451"
"2015","Quintile 1","All","All","Male","All","Main scheme application","7880","78610","0.1"
"2015","Quintile 2","All","All","Male","All","Main scheme application","12940","68600","0.189"
"2015","Quintile 3","All","All","Male","All","Main scheme application","16350","66960","0.244"
"2015","Quintile 4","All","All","Male","All","Main scheme application","14710","46990","0.313"
"2015","Quintile 5","All","All","Male","All","Main scheme application","21830","47850","0.456"
"2016","Quintile 1","All","All","Male","All","Main scheme application","7860","79180","0.099"
"2016","Quintile 2","All","All","Male","All","Main scheme application","13110","66540","0.197"
"2016","Quintile 3","All","All","Male","All","Main scheme application","16970","66300","0.256"
"2016","Quintile 4","All","All","Male","All","Main scheme application","14890","47040","0.317"
"2016","Quintile 5","All","All","Male","All","Main scheme application","21790","47810","0.456"
"2017","Quintile 1","All","All","Male","All","Main scheme application","7600","77810","0.098"
"2017","Quintile 2","All","All","Male","All","Main scheme application","13100","65600","0.2"
"2017","Quintile 3","All","All","Male","All","Main scheme application","17030","66130","0.258"
"2017","Quintile 4","All","All","Male","All","Main scheme application","15000","47030","0.319"
"2017","Quintile 5","All","All","Male","All","Main scheme application","21910","47750","0.459"
"2018","Quintile 1","All","All","Male","All","Main scheme application","7410","75270","0.098"
"2018","Quintile 2","All","All","Male","All","Main scheme application","12580","63590","0.198"
"2018","Quintile 3","All","All","Male","All","Main scheme application","16620","65310","0.255"
"2018","Quintile 4","All","All","Male","All","Main scheme application","14790","46130","0.321"
"2018","Quintile 5","All","All","Male","All","Main scheme application","21810","47040","0.464"
"2019","Quintile 1","All","All","Male","All","Main scheme application","7320","72110","0.10200000000000001"
"2019","Quintile 2","All","All","Male","All","Main scheme application","12580","61550","0.20400000000000001"
"2019","Quintile 3","All","All","Male","All","Main scheme application","16530","63890","0.259"
"2019","Quintile 4","All","All","Male","All","Main scheme application","14600","45440","0.321"
"2019","Quintile 5","All","All","Male","All","Main scheme application","21490","46680","0.46"
"2020","Quintile 1","All","All","Male","All","Main scheme application","7870","71660","0.11"
"2020","Quintile 2","All","All","Male","All","Main scheme application","12880","60540","0.213"
"2020","Quintile 3","All","All","Male","All","Main scheme application","17620","63910","0.276"
"2020","Quintile 4","All","All","Male","All","Main scheme application","15200","45320","0.335"
"2020","Quintile 5","All","All","Male","All","Main scheme application","22050","46710","0.47200000000000003"
"2021","Quintile 1","All","All","Male","All","Main scheme application","8400","74530","0.113"
"2021","Quintile 2","All","All","Male","All","Main scheme application","14800","62810","0.23600000000000002"
"2021","Quintile 3","All","All","Male","All","Main scheme application","19910","65370","0.305"
"2021","Quintile 4","All","All","Male","All","Main scheme application","17760","47320","0.375"
"2021","Quintile 5","All","All","Male","All","Main scheme application","26270","48740","0.539"
"2022","Quintile 1","All","All","Male","All","Main scheme application","8840","78540","0.113"
"2022","Quintile 2","All","All","Male","All","Main scheme application","14960","64760","0.231"
"2022","Quintile 3","All","All","Male","All","Main scheme application","19420","66480","0.292"
"2022","Quintile 4","All","All","Male","All","Main scheme application","16920","47750","0.354"
"2022","Quintile 5","All","All","Male","All","Main scheme application","24730","49920","0.495"
"2023","Quintile 1","All","All","Male","All","Main scheme application","8680","84140","0.10300000000000001"
"2023","Quintile 2","All","All","Male","All","Main scheme application","13900","65890","0.211"
"2023","Quintile 3","All","All","Male","All","Main scheme application","17690","67460","0.262"
"2023","Quintile 4","All","All","Male","All","Main scheme application","15810","48790","0.324"
"2023","Quintile 5","All","All","Male","All","Main scheme application","23320","27940","0.834"
"2006","All","All","All","Female","All","Not main scheme application","8350","301140","0.028"
"2007","All","All","All","Female","All","Not main scheme application","8730","298590","0.029"
"2008","All","All","All","Female","All","Not main scheme application","9940","305500","0.033"
"2009","All","All","All","Female","All","Not main scheme application","10440","305890","0.034"
"2010","All","All","All","Female","All","Not main scheme application","10570","305520","0.035"
"2011","All","All","All","Female","All","Not main scheme application","13250","299380","0.044"
"2012","All","All","All","Female","All","Not main scheme application","12920","299760","0.043000000000000003"
"2013","All","All","All","Female","All","Not main scheme application","12970","295170","0.044"
"2014","All","All","All","Female","All","Not main scheme application","14150","291640","0.049"
"2015","All","All","All","Female","All","Not main scheme application","15230","298340","0.051000000000000004"
"2016","All","All","All","Female","All","Not main scheme application","15970","293270","0.054"
"2017","All","All","All","Female","All","Not main scheme application","16650","290350","0.057"
"2018","All","All","All","Female","All","Not main scheme application","17140","284190","0.06"
"2019","All","All","All","Female","All","Not main scheme application","19060","277690","0.069"
"2020","All","All","All","Female","All","Not main scheme application","20900","274970","0.076"
"2021","All","All","All","Female","All","Not main scheme application","15170","284810","0.053"
"2022","All","All","All","Female","All","Not main scheme application","19670","293670","0.067"
"2023","All","All","All","Female","All","Not main scheme application","20640","332410","0.062"
"2006","All","All","All","Male","All","Not main scheme application","6760","308760","0.022"
"2007","All","All","All","Male","All","Not main scheme application","7100","306620","0.023"
"2008","All","All","All","Male","All","Not main scheme application","7940","315570","0.025"
"2009","All","All","All","Male","All","Not main scheme application","8660","314650","0.028"
"2010","All","All","All","Male","All","Not main scheme application","8770","316600","0.028"
"2011","All","All","All","Male","All","Not main scheme application","10570","310050","0.034"
"2012","All","All","All","Male","All","Not main scheme application","10500","310740","0.034"
"2013","All","All","All","Male","All","Not main scheme application","10100","305890","0.033"
"2014","All","All","All","Male","All","Not main scheme application","11280","303650","0.037"
"2015","All","All","All","Male","All","Not main scheme application","11670","309000","0.038"
"2016","All","All","All","Male","All","Not main scheme application","12300","306870","0.04"
"2017","All","All","All","Male","All","Not main scheme application","13310","304320","0.044"
"2018","All","All","All","Male","All","Not main scheme application","13310","297340","0.045"
"2019","All","All","All","Male","All","Not main scheme application","15620","289670","0.054"
"2020","All","All","All","Male","All","Not main scheme application","18050","288130","0.063"
"2021","All","All","All","Male","All","Not main scheme application","12680","298780","0.042"
"2022","All","All","All","Male","All","Not main scheme application","15310","307450","0.05"
"2023","All","All","All","Male","All","Not main scheme application","17100","294220","0.058"
"2006","All","All","All","Female","All","Main scheme application","75620","301140","0.251"
"2007","All","All","All","Female","All","Main scheme application","76420","298590","0.256"
"2008","All","All","All","Female","All","Main scheme application","82810","305500","0.271"
"2009","All","All","All","Female","All","Main scheme application","84410","305890","0.276"
"2010","All","All","All","Female","All","Main scheme application","83800","305520","0.274"
"2011","All","All","All","Female","All","Main scheme application","84850","299380","0.28300000000000003"
"2012","All","All","All","Female","All","Main scheme application","83000","299760","0.277"
"2013","All","All","All","Female","All","Main scheme application","86680","295170","0.294"
"2014","All","All","All","Female","All","Main scheme application","88390","291640","0.303"
"2015","All","All","All","Female","All","Main scheme application","94180","298340","0.316"
"2016","All","All","All","Female","All","Main scheme application","94970","293270","0.324"
"2017","All","All","All","Female","All","Main scheme application","95890","290350","0.33"
"2018","All","All","All","Female","All","Main scheme application","94540","284190","0.333"
"2019","All","All","All","Female","All","Main scheme application","94380","277690","0.34"
"2020","All","All","All","Female","All","Main scheme application","100510","274970","0.366"
"2021","All","All","All","Female","All","Main scheme application","113350","284810","0.398"
"2022","All","All","All","Female","All","Main scheme application","109410","293670","0.373"
"2023","All","All","All","Female","All","Main scheme application","101910","332410","0.307"
"2006","All","All","All","Male","All","Main scheme application","61640","308760","0.2"
"2007","All","All","All","Male","All","Main scheme application","61590","306620","0.201"
"2008","All","All","All","Male","All","Main scheme application","65100","315570","0.20600000000000002"
"2009","All","All","All","Male","All","Main scheme application","67130","314650","0.213"
"2010","All","All","All","Male","All","Main scheme application","68300","316600","0.216"
"2011","All","All","All","Male","All","Main scheme application","69810","310050","0.225"
"2012","All","All","All","Male","All","Main scheme application","66460","310740","0.214"
"2013","All","All","All","Male","All","Main scheme application","70170","305890","0.229"
"2014","All","All","All","Male","All","Main scheme application","71400","303650","0.23500000000000001"
"2015","All","All","All","Male","All","Main scheme application","73710","309000","0.23900000000000002"
"2016","All","All","All","Male","All","Main scheme application","74620","306870","0.243"
"2017","All","All","All","Male","All","Main scheme application","74640","304320","0.245"
